que	той
concepto	поняття
concepto	концепція
calles	вулицям
calles	вулиць
calles	вуличками
calles	вулицями
calles	вулиці
calles	стріт
calles	вулиця
hechos	факти
ambiente	атмосфера
ambiente	середовища
ambiente	середовище
ambiente	знайомства
pronto	soon
pronto	скоро
gestión	керування
gestión	управління
gestión	менеджмент
gestión	керівництво
gestión	керування
hall	холл
hall	зал
hall	зали
hall	ратуша
hall	голл
hall	зала
recibe	отримувати
recibe	отримує
salida	вивести
salida	вивід
salida	виведення
salida	висловлювання
salida	виводу
salida	вихід
salida	виходу
salida	вийти
salida	відправлення
salida	виліт
capítulo	розділ
capítulo	глава
capítulo	главу
italiana	італійською
italiana	італійський
italiana	італієць
italiana	італійська
italiana	італійської
acciones	акції
acciones	поширення
acciones	дії
acciones	акціями
acciones	акція
acciones	капітал
pertenece	належить
cristo	христос
cristo	christ
cristo	христа
cristo	крісто
medicina	ліки
medicina	медицина
medicina	медичних
medicina	медичний
medicina	medical
medicina	медична
medicina	медичні
evolución	еволюція
evolución	evolution
evolución	розробок
alcanzó	досягнуто
alcanzó	досягли
alcanzó	досягнув
alcanzó	досягла
modelos	models
modelos	моделі
modelos	моделей
modelos	модель
modelos	моделі
venta	продати
venta	продавати
venta	продаж
venta	розпродаж
venta	продаж
venta	продажів
venta	продаж
venta	продажі
tomó	взяли
tomó	забрали
tomó	взяв
tomó	забрала
tomó	забрав
fundador	засновник
piano	піаніно
piano	piano
piano	фортепіано
procedencia	джерело
procedencia	походження
procedencia	джерело
procedencia	джерела
roberto	роберт
roberto	робер
roberto	роберто
ganar	win
ganar	переможе
ganar	вигравати
ganar	забив
ganar	виграш
ganar	перемагає
pintor	маляр
pintor	вазописець
pintor	художник
evento	подію
evento	події
evento	подією
evento	подія
campeonatos	чемпіонський
campeonatos	чемпіонат
alemana	німецька
alemana	німець
alemana	герман
alemana	німецькою
alemana	німецький
rosario	розарій
rosario	росаріо
menores	мінор
menores	незначна
menores	молодший
menores	незначний
menores	молодші
solamente	лише
solamente	тільки
pertenecían	належали
pertenecían	належав
conocimiento	знань
conocimiento	знання
conocer	знайомство
conocer	зустрічаються
términos	умовами
términos	терміни
términos	умови
debajo	під
debajo	нижче
debajo	знизу
debajo	під
debajo	under
generación	створення
generación	generation
generación	покоління
generación	генерація
generación	комплексів
generación	покоління
generación	поколінь
bronce	латунь
bronce	бронза
tabla	стіл
tabla	столик
tabla	таблиця
tabla	таблиці
tabla	дошки
tabla	правління
tabla	дошка
tabla	настільні
vio	пила
vio	бачив
vio	побачив
vio	побачила
vio	побачили
armada	вмс
armada	флот
armada	armada
armada	озброєний
armada	озброєні
armada	збройних
armada	армії
armada	армія
armada	військо
armada	армійський
pareja	пара
pareja	парочка
pareja	пари
pareja	звернення
pareja	пара
pareja	пари
pareja	партнер
pareja	напарник
pareja	партнерські
producto	добуток
producto	продукт
producto	товар
territorios	територій
gol	голі
gol	gol
gol	мета
institución	установа
institución	інститут
institución	установи
ingeniero	інженер
luna	луна
luna	місяця
luna	місяць
luna	мун
luna	місячні
luna	супутник
reconocimiento	recon
reconocimiento	розвідка
reconocimiento	розвідувальний
reconocimiento	визнання
península	півострів
escrita	писав
escrita	записано
escrita	написано
escrita	записані
organizaciones	організації
organizaciones	організацій
organizaciones	організаціями
llevar	нести
llevar	возять
bahía	баїя
bahía	губа
bahía	затока
adelante	переслати
adelante	вперед
adelante	пересилання
asamblea	зборів
asamblea	збори
cerro	серро
cerro	пагорб
cerro	хілл
cerro	hill
cerro	гілл
enlace	посиланням
enlace	посилання
enlace	link
enlace	лінк
traducción	переклад
traducción	переклади
máxima	максимальний
máxima	максимальне
máxima	максимальна
máxima	максимум
máxima	максим
máxima	maxim
máxima	максім
contaba	порахувати
fundado	заснував
fundado	засновано
paraguay	парагвай
alguien	нікому
alguien	нікого
alguien	хтось
alguien	кимось
alguien	когось
alguien	хтось
alguien	кимось
alguien	когось
alguien	хтось
ganador	переможець
ganador	переможниці
estrellas	зірки
sangre	кров
sangre	blood
resistencia	витривалість
resistencia	витривалість
resistencia	опору
resistencia	опір
resistencia	пружність
continuación	продовження
continuación	тривале
continuación	продовжив
continuación	продовжували
continuación	продовжується
continuación	продовжила
conflicto	конфлікти
conflicto	конфліктів
conflicto	конфлікт
software	програмний
software	програми
software	застосунок
volumen	гучність
xxi	xxi
aérea	повітряна
técnico	технік
técnico	технічні
técnico	технічна
técnico	технічний
técnico	tech
técnico	тех
humano	людина
humano	людський
dirigido	орієнтований
dirigido	направлена
consecuencia	наслідок
colaboración	співпраця
colores	кольорах
colores	кольори
colores	барви
colores	кольори
colores	кольорів
per	пер
materiales	матеріал
materiales	матеріали
materiales	матеріали
carta	хартія
carta	лист
carta	літера
carta	листі
centros	центрів
centros	центрами
centros	центрах
categorías	категорії
curso	курс
curso	майданчик
tenido	мали
tenido	мав
fiestas	святкуваннях
fiestas	вечірок
fiestas	вечірки
fiestas	партій
fiestas	фестивалів
fiestas	свята
simplemente	просто
simplemente	просто
simplemente	щойно
japonés	японська
japonés	японський
japonés	японці
japonés	японські
opinión	думка
franco	франк
franco	френк
franco	френку
franco	франко
franco	франк
temperatura	температура
propuesta	пропозиція
propuesta	судження
propuesta	пропозиція
eds	eds
decreto	постанова
decisión	рішенням
decisión	рішення
concepción	проектування
concepción	дизайн
concepción	розробка
concepción	концепція
concepción	консепсьйон
cara	кара
cara	cara
cara	обличчя
cara	обличчям
cara	face
carolina	кароліна
carolina	керолайн
carolina	кароліна
lee	лі
botánica	ботаніка
botánica	ботанічний
botánica	ботанік
botánica	ботанічний
residiendo	проживає
maria	мері
maria	марічка
maria	маріє
maria	марія
editor	видавець
editor	редактор
polonia	польською
polonia	польську
polonia	польська
polonia	польські
polonia	польське
polonia	польщу
polonia	польща
polonia	польщі
hogar	двір
hogar	дім
hogar	домівка
hogar	домашній
hogar	додому
experiencia	досвід
abierto	відкрити
abierto	відкрита
abierto	відкрито
abierto	відкриті
abierto	відкритий
noroeste	northwestern
participantes	участь
participantes	учасники
participantes	учасників
participantes	учасники
participantes	учасникам
participantes	учасник
instituciones	закладів
instituciones	установи
instituciones	інституції
instituciones	установ
instituciones	топові
monasterio	монастир
castro	кастро
sean	шон
suecia	шведська
suecia	швеція
suecia	швеції
inicialmente	спочатку
nota	зауваження
nota	примітки
nota	зауважте
nota	примітка
nota	нота
concurso	змагання
concurso	конкурс
concurso	євробачення
seguir	слідувати
seguir	стежити
marqués	маркіз
marqués	маркіз
altitud	висота
altitud	висота
dólares	долари
dólares	доларів
actuación	ефективність
actuación	виступ
actuación	во
actuación	заступник
actuación	акторська
actuación	діяти
peces	рибки
peces	риб
peces	риба
peces	рибу
peces	рибка
peces	риби
ascenso	підвищення
ascenso	просування
ascenso	заохочення
ascenso	сходження
ascenso	лазити
ascenso	підйом
ascenso	лізти
planeta	planet
planeta	планета
monumento	меморіал
monumento	монумент
israel	ізраїлі
israel	ізраїлю
israel	ізраїль
marcha	березні
marcha	березень
marcha	березня
representación	представлення
turismo	туризм
turismo	туристичний
turismo	туристичні
turismo	турист
turismo	туристичне
turismo	екскурсії
publicaciones	пости
publicaciones	дописи
publicaciones	публікаціях
publicaciones	видавництво
publicaciones	оприлюднення
publicaciones	публікацією
publicaciones	публікація
publicaciones	публікування
ingeniería	техніка
ingeniería	інженерних
ingeniería	інженерія
frecuencia	частоту
frecuencia	частота
semanas	тижні
semanas	тижнів
basado	засновані
basado	засновано
basado	заснований
saber	знаю
saber	знати
saber	know
saber	знайома
saber	saber
olímpico	олімпіади
olímpico	олімпійська
olímpico	олімпійський
olímpico	олімпійські
utilizar	використати
utilizar	використовувати
utilizar	користування
utilizar	використання
piezas	частини
piezas	частинами
piezas	шматочки
participar	долучитись
participar	участь
poner	додаю
poner	ставимо
poner	класти
poner	поставити
poner	удари
poner	напишу
corea	корейська
corea	корея
corea	кореї
borrado	вилучено
borrado	вилучені
borrado	вилученню
borrado	вилучення
carmen	кармен
creada	створено
creada	створені
creada	створене
creada	створена
religión	релігія
religión	релігії
técnicas	методику
técnicas	експериментувати
técnicas	методики
estaciones	сезони
estaciones	станції
escuelas	школах
escuelas	шкіл
elección	вибори
elección	вибір
elección	актуально
clases	уроки
clases	класи
clases	клас
completamente	повноцінного
completamente	повністю
completamente	цілком
completamente	повністю
vuelo	польоту
vuelo	польоту
vuelo	переліт
vuelo	рейс
vuelo	політ
xiii	xiii
parlamento	парламент
titular	пробірки
florida	флориді
económico	економіка
económico	економічне
económico	економічні
económico	економічна
económico	економічний
económico	корупцію
descrito	описано
descrito	описані
rápidamente	швидко
rápidamente	швиденько
sabe	знає
league	ліга
nave	судно
nave	корабель
isleños	айлендерс
posibilidad	можливість
posibilidad	притягнути
destaca	найважливіше
destaca	підсвічування
destaca	найголовніше
html	html
anderson	андерсон
directo	чесні
directo	стріт
directo	прямі
directo	прямо
directo	відверта
directo	пряма
directo	прямий
directo	direct
directo	прямі
usado	використовується
usado	використана
usado	використані
usado	використано
usado	наряд
usado	носили
usado	носив
sucesor	наступником
presidencia	президентський
presidencia	президента
presidencia	президія
contrario	протилежність
contrario	відміну
contrario	протилежний
contrario	навпаки
contrario	навпаки
totalmente	повноцінного
totalmente	повністю
totalmente	цілком
totalmente	повністю
totalmente	повністю
andalucía	андалусія
oficialmente	офіційно
volver	back
volver	назад
volver	ззаду
volver	повернулася
volver	спина
autoridades	влади
pista	доріжки
pista	трек
pista	композицію
pista	доріжка
pista	композиція
pista	стежити
pista	смугу
pista	питання
pista	натяк
pista	підказка
botánico	ботанічний
botánico	ботанічний
botánico	ботанік
iglesias	церкви
iglesias	церквах
iglesias	храми
iglesias	церков
composición	будова
composición	композиція
método	метод
concierto	концерт
concierto	концерт
cuarta	четверта
cuarta	четвертий
cuarta	четверте
agricultura	аграрна
agricultura	аграрний
agricultura	землеробства
agricultura	землеробство
par	пара
par	пари
par	момент
par	par
capaz	зміг
capaz	зможе
capaz	здатний
capaz	здатен
viejo	старі
viejo	старе
viejo	старим
viejo	стара
viejo	старий
tratamiento	лікування
especiales	особливі
especiales	спеціальні
especiales	особливий
especiales	спеціальний
especiales	особливі
especiales	особливе
especiales	спеціальні
especiales	особлива
bosque	лісі
bosque	лісова
bosque	ліс
bosque	ліси
bosque	лісах
bosque	лісами
ganado	заробив
ganado	переміг
ganado	виграв
ganado	вон
ganado	виграли
ganado	худоба
ganado	корова
ganado	порода
carga	навантаження
carga	завантажити
carga	завантаження
carga	вантаж
carga	завантаження
carga	вивантаження
carga	заряд
carga	вантажі
carga	завантажує
quiere	мріє
quiere	хоче
letra	лист
letra	літера
letra	листі
letra	почерк
debutó	дебютував
necesidad	need
necesidad	треба
necesidad	потрібно
necesidad	потреби
necesidad	потреба
necesidad	необхідність
diócesis	єпархії
dejar	залиште
dejar	leave
dejar	залишити
consiste	складається
registro	зареєструватись
registro	зареєструвати
registro	регістр
registro	реєстрація
registro	записати
registro	записувати
registro	рекорд
registro	запис
registro	реєстр
registro	реєстрація
regreso	повернутися
regreso	повернення
regreso	back
regreso	назад
regreso	ззаду
regreso	повернулася
regreso	спина
duración	тривалість
duración	довговічність
complejo	комплекс
complejo	складні
acto	діяти
acto	акт
life	життя
life	лайф
indica	відзначено
indica	манго
indica	indica
fundó	заснував
fundó	засновано
bandas	гурти
bandas	чисельністю
bandas	банди
voto	голосування
voto	голосуйте
voto	проголосувати
voto	голосувати
nicolás	ніколя
nicolás	ніколас
nicolás	миколай
nicolás	ніколас
nicolás	миколая
arquitecto	архітектор
convierte	перетворює
solar	сонячний
solar	сонячне
solar	сонячні
solar	сонячна
perdió	втрачений
perdió	програв
perdió	lost
playa	пляжний
playa	біч
playa	пляж
playa	playa
playa	пляжі
rango	асортимент
rango	діапазон
rango	хребет
rango	звання
rango	вартості
cantantes	співаки
arriba	згори
arriba	вгорі
arriba	топ
arriba	верхній
arriba	найпопулярніші
arriba	зверху
arriba	вище
arriba	нагорі
latina	латинська
latina	латинської
latina	латинські
latina	латина
conseguir	отримати
conseguir	get
femenino	жіночого
femenino	жіноча
femenino	жіночий
femenino	самка
femenino	жінка
femenino	жінок
femenino	жінки
regresó	повернувся
regresó	повернуто
regresó	повернулася
instalaciones	встановлюється
instalaciones	споруди
instalaciones	встановленого
vive	vive
vive	жити
vive	live
vive	наживо
vive	живу
vive	трансляція
vive	життів
vive	живе
cosa	фішка
cosa	річ
cosa	затори
derrota	перемагає
derrota	поразка
derrota	поразки
vii	vii
king	кінг
king	король
king	цар
sola	сола
sola	наодинці
sola	поодинці
sola	сама
sola	самі
basada	засновані
basada	засновано
basada	заснований
césar	цезар
césar	сезар
castellano	іспанською
castellano	іспанської
castellano	іспанська
urbano	урбан
urbano	міський
international	міжнародний
international	міжнародна
international	міжнародні
international	інтернаціонал
international	міжнародне
forman	форман
oriente	схід
campeones	чемпіони
campeones	шам
leyes	закон
leyes	право
leyes	законів
leyes	закони
estructuras	структури
estructuras	структур
estructuras	конструкції
niveles	рівні
niveles	рівнів
arco	арк
arco	дуга
arco	арка
arco	арко
arco	уклін
arco	арку
arco	лук
justo	хусто
justo	ярмарок
justo	справедливо
justo	справедлива
justo	справедливий
ficción	фантастика
ficción	культурі
socialista	соціалістична
administrativa	адміністративні
administrativa	адміністративний
administrativa	адміністративне
difícil	хитрі
difícil	hard
difícil	тяжко
difícil	важкий
difícil	складна
difícil	важка
difícil	жорсткий
difícil	важко
difícil	складно
difícil	складне
one	одна
one	one
one	одне
one	один
novelas	романів
novelas	романи
conocidos	відома
conocidos	відоме
conocidos	відомі
conocidos	знайомі
conocidos	знайомих
conocidos	знайомі
super	супер
discos	диски
discos	рекорди
discos	records
discos	платівки
discos	диски
simple	просту
simple	простий
simple	проста
simple	прості
simple	просте
listas	готовий
listas	напоготові
listas	готові
listas	готове
listas	готовність
listas	готова
listas	списки
sebastián	себастьян
sebastián	себастьян
histórica	історичний
histórica	історичної
histórica	історичні
histórica	історична
histórica	історичне
histórica	історичні
diputado	депутат
diputado	заступник
diputado	конгресмен
ideas	ідеї
ojos	очі
ojos	очей
ojos	очам
continuó	тривале
continuó	продовжив
continuó	продовжували
continuó	продовжується
continuó	продовжила
músico	музикант
números	числа
números	номери
números	цифри
destino	призначення
destino	доля
destino	доля
destino	долі
destino	долю
comarca	ділянку
comarca	регіон
comarca	шир
vasco	баски
vasco	васко
vasco	баскська
contacto	контакт
contacto	контактна
reforma	реформації
reforma	реформи
reforma	реформа
teniendo	веду
teniendo	взяти
teniendo	беру
carreras	мчить
carreras	бігає
carreras	запускає
carreras	гонок
carreras	раси
carreras	перегони
carreras	гонки
carreras	racing
single	окремі
single	single
single	самотній
expedición	мкс
expedición	експедиція
invierno	зима
llegaron	прибуло
llegaron	прибули
llegaron	приїхав
llegaron	приїхали
nadie	ніхто
nadie	нікого
diferente	different
diferente	інше
diferente	різні
diferente	різних
diferente	відмінні
park	парк
romana	роман
romana	романа
barrios	барріос
barrios	районах
barrios	райони
cree	крі
cree	вірить
ofrece	пропонує
ofrece	пропозиції
navarra	наварра
navarra	navarra
lanzó	запустили
lanzó	розпочали
relevancia	відповідність
ancho	ширина
ancho	ширину
ancho	товщина
ancho	колії
ancho	широкий
ancho	широка
grabación	запис
esas	ті
esas	тих
esas	тими
boca	рот
boca	рота
boca	бока
panamá	панами
universal	універсальна
universal	universal
universal	універсальний
completa	завершене
completa	завершити
completa	повний
completa	завершення
completa	завершений
producido	ролик
negra	чорні
negra	чорне
negra	чорна
negra	чорний
dando	віддавали
dando	віддавати
dando	віддаю
dando	даючи
dando	даєш
variedad	многовид
variedad	різноманітність
variedad	сорти
variedad	різноманітності
dominio	домен
dominio	панування
dominio	dominion
dominio	домінування
trabajadores	робітників
trabajadores	працівників
trabajadores	працівники
trabajadores	робітники
star	зоря
star	зірочки
star	зоряні
star	зірка
valores	злочинна
valores	значення
valores	цінності
propios	власне
propios	власні
propios	власний
mas	mas
mas	мас
mas	більше
movimientos	рухи
movimientos	рухів
movimientos	рухається
movimientos	ходи
movimientos	ходів
movimientos	рух
océano	океани
océano	океан
promedio	середній
promedio	середнє
promedio	середня
promedio	середнього
árabe	арабських
árabe	арабський
árabe	арабські
árabe	арабська
aplicación	реалізації
aplicación	впровадження
aplicación	реалізація
aplicación	реалізацію
aplicación	програми
aplicación	програма
aplicación	застосунок
aplicación	додаток
aplicación	застосунок
aplicación	додаток
ámbito	приціл
ámbito	обсяг
famoso	відома
famoso	знамениті
famoso	відомий
famoso	знаменитий
famoso	celebrity
famoso	знаменитості
interpretación	інтерпретація
interpretación	тлумачення
competición	змагання
compuesta	складено
publicada	опублікований
publicada	оприлюднено
publicada	опубліковано
publicada	опубліковано
publicada	опубліковані
terreno	земля
terreno	місцевість
terreno	землею
terreno	землю
respectivamente	відповідно
entró	ввели
entró	введений
entró	введено
entró	введена
entró	увійшов
similares	схожі
similares	подібні
similares	подібна
similares	подібний
construir	побудувати
construir	зібрати
construir	збирання
construir	побудувати
construir	будувати
toledo	toledo
periódico	регулярні
periódico	газета
noticias	новини
noticias	новина
miss	міс
normalmente	зазвичай
normalmente	зазвичай
normalmente	зазвичай
trayectoria	траєкторію
piloto	pilot
piloto	пілот
torno	верстат
unió	united
unió	юнайтед
abogado	словом
abogado	адвокат
abogado	прокурора
abogado	адвокат
abogado	юрист
chicago	чикаго
figuras	фігури
figuras	фігурки
figuras	показники
clásico	класична
clásico	класична
clásico	класичні
clásico	класичний
clásico	класика
clásico	класичне
ópera	opera
ópera	опера
candidato	кандидат
debería	повинен
debería	слід
debería	повинно
debería	should
desarrollado	розробили
desarrollado	розроблений
desarrollado	розроблено
municipales	муніципальна
municipales	муніципальний
designado	названої
designado	призначені
designado	призначив
electoral	колегія
electoral	виборчий
activo	активна
activo	активні
activo	активне
activo	активним
activo	активний
activo	активи
activo	актив
irlanda	ірландський
irlanda	irish
irlanda	ірландська
irlanda	ірландія
irlanda	ірландії
detrás	позаду
llegando	іду
llegando	наближається
llegando	coming
xii	xii
descripción	опис
aspecto	вигляд
aspecto	співвідношення
aspecto	виглядає
solicita	запити
solicita	запитів
solicita	запит
málaga	малага
málaga	málaga
vídeo	відео
vídeo	відеозапис
presión	тиск
conciertos	концерти
conciertos	гіга
conciertos	концерт
vecinos	сусіди
vecinos	сусіди
lorenzo	лоренс
lorenzo	лоренцо
lorenzo	лоуренс
federico	фрідріх
federico	фредерік
federico	федеріко
competencia	виборола
competencia	конкуренти
competencia	конкурентів
competencia	компетенції
competencia	компетенція
competencia	змагання
sky	небом
sky	небо
punta	пунта
punta	порада
punta	підказка
punta	точка
punta	точку
punta	point
fórmula	формула
núcleo	основний
núcleo	core
núcleo	ядро
núcleo	ядро
núcleo	ядро
núcleo	ядра
illinois	іллінойс
galería	галереях
galería	галереї
galería	галерея
galería	галерею
galería	галереї
galería	gallery
humana	людина
humana	людський
cambiar	зміна
cambiar	зміна
cambiar	change
cambiar	змінити
nelson	нельсон
verdad	істина
verdad	правда
verdad	істина
une	приєднується
une	вступає
une	une
joaquín	хоакіна
joaquín	хоакін
joaquín	йоахім
juventud	молодість
juventud	юнацтва
juventud	юність
juventud	молодь
golpe	переворот
golpe	інсульт
avión	літак
avión	літаків
avión	авіаційна
avión	літак
avión	площина
avión	літаком
avión	літак
estadounidenses	американців
estadounidenses	американці
masa	тісто
masa	маса
masa	mass
bosques	лісі
bosques	ліси
bosques	лісах
bosques	лісами
bosques	лісова
bosques	ліс
bienes	товари
bienes	активи
egipto	єгипту
egipto	єгипет
egipto	єгипті
egipto	єгипетський
egipto	єгипетська
moderna	сучасні
moderna	сучасно
moderna	сучасний
moderna	сучасне
intento	спробувала
intento	спробував
intento	замах
intento	спробу
intento	спроба
intento	намагатися
textos	тексти
textos	текстів
presentación	презентацію
presentación	презентації
presentación	презентація
presentación	підкорення
muerto	помер
muerto	померла
muerto	мертвий
muerto	dead
escribir	записати
escribir	напишіть
escribir	пишіть
escribir	виписати
escribir	написати
escribir	введення
escribir	написання
escribir	запис
escribir	писати
escribir	запису
históricos	історичний
históricos	історичної
históricos	історичні
históricos	історична
históricos	історичне
históricos	історичні
reserva	бронювання
reserva	бронювання
reserva	розкладка
reserva	резервна
reserva	резерв
reserva	резервний
reserva	заповідник
públicas	публічний
públicas	громадське
públicas	паблік
públicas	відкритий
públicas	публічна
públicas	громадського
live	жити
live	live
live	наживо
live	живу
live	трансляція
árboles	дерево
árboles	ялинки
árboles	дерев
árboles	дерева
culturales	культурний
culturales	культурні
comienzo	запустити
comienzo	розпочати
comienzo	старт
comienzo	запускати
comienzo	початок
comienzo	почати
comienzo	початок
denominación	найменування
denominación	назва
denominación	позначення
denominación	номінал
lenguaje	мова
lenguaje	мови
lenguaje	мову
asistencia	приїзд
asistencia	допомогу
asistencia	допомоги
judíos	єврейський
judíos	єврейська
judíos	жиди
judíos	євреї
judíos	євреїв
expresión	вираз
inicial	початкова
inicial	початковий
inicial	початкове
ejecutivo	виконавчий
portugués	португальська
bélgica	бельгії
bélgica	бельгія
bélgica	бельгійські
bélgica	бельгійський
órdenes	замовлення
ignacio	ігнасіо
ignacio	ігнатій
torneos	турніри
torneos	турнірів
torneos	турнір
corto	short
corto	короткий
corto	коротка
corto	скорочено
corto	коротке
corto	короткі
chileno	чилійський
populares	популярні
populares	популярне
populares	популярна
populares	популярний
usando	користування
usando	використання
hotel	готель
clara	клара
clara	клара
normal	звичайна
normal	нормальний
normal	нормальні
normal	звичайний
normal	звичайне
tampoco	ані
búsqueda	шукати
búsqueda	пошук
sello	штамп
sello	марку
sello	марка
sello	печатка
sello	печатки
sello	емблема
sello	котик
sello	сіл
revistas	журнали
revistas	журнал
revistas	magazine
revistas	часопис
revistas	журнали
teniente	лейтенант
teniente	лейтенанта
investigaciones	розслідувань
investigaciones	довідки
investigaciones	дослідження
investigaciones	research
álvarez	альварес
álvarez	альварес
mark	кропивницький
mendoza	мендоса
comerciales	рекламу
comerciales	комерційне
comerciales	комерційного
comerciales	комерційні
comerciales	комерційна
comerciales	комерційний
titulado	уповноважений
residencia	резиденція
residencia	помешкання
jazz	джаз
jazz	jazz
jazz	джазу
indígenas	корінні
massachusetts	массачусетс
jack	джек
café	кава
café	кафе
café	cafe
café	кафе
café	café
hierro	залізний
hierro	залізо
hierro	залізна
hierro	заліза
nuestro	наше
nuestro	наша
nuestro	наші
nuestro	наш
nuestro	наші
latín	латинська
latín	латинської
latín	латинські
oposición	протистояння
árbol	дерево
árbol	ялинки
global	глобальний
global	global
global	загальні
escala	масштаб
escala	шкала
salió	завершився
bueno	хороші
bueno	гарні
bueno	добрий
bueno	добре
bueno	добре
bueno	well
bueno	ну
bueno	імхо
muertos	помер
muertos	померла
muertos	мертвий
muertos	dead
valladolid	вальядолід
bogotá	bogotá
reales	реал
reales	справжня
reales	справжні
reales	реальний
reales	справжній
reales	королівська
reales	royal
reales	королівський
reales	королівське
reales	рояль
comunidades	громад
marcos	маркос
marcos	кропивницький
marcos	кадри
marcos	блоки
marcos	рамки
vivir	живі
vivir	жити
vivir	live
vivir	наживо
vivir	живу
vivir	трансляція
die	загине
die	die
die	померти
fama	репутацію
fama	репутація
fama	славу
fama	слави
united	united
united	юнайтед
gabriel	габріель
votación	голосування
votación	голосування
votación	голосуйте
votación	проголосувати
votación	голосувати
votación	голосування
apenas	навряд
apenas	ледве
apenas	навряд
biografía	хронологія
biografía	життєписі
biografía	життєпис
biografía	життєпису
biografía	розклад
biografía	біографія
biografía	біографію
vino	вина
vino	вино
alonso	алонсо
alonso	алонзо
caída	падає
caída	падав
caída	falling
caída	аварія
caída	крах
caída	crash
caída	аварії
caída	падати
caída	осінь
caída	fall
caída	падіння
sonora	сонора
únicamente	лише
únicamente	тільки
visión	видіння
visión	зір
visión	vision
visión	бачення
arena	арена
arena	пісок
límite	границя
límite	ліміт
límite	межа
límite	обмежити
límite	обмеження
entrar	введення
entrar	вводити
entrar	ввести
entrar	увійти
entrar	введіть
entrar	enter
noruega	норвезька
noruega	норвегії
noruega	норвегія
canales	канали
canales	канали
canales	канал
canales	каналом
canales	channel
canales	каналу
materia	речовина
roja	червона
roja	ред
roja	червоний
roja	червоне
roja	червоні
data	дані
data	data
regular	регулює
regular	формальні
regular	регулярний
regular	звичайний
regular	формальний
regular	регулюють
promoción	рекламні
promoción	промо
promoción	підвищення
promoción	просування
promoción	заохочення
salir	вихід
salir	виходу
salir	вийти
autoridad	авторитет
autoridad	правом
bellas	bellas
caracas	каракас
pasando	проходила
pasando	складе
demasiado	теж
demasiado	надто
demasiado	занадто
accidente	аварія
accidente	аварія
accidente	крах
accidente	crash
accidente	аварії
accidente	нещасні
manga	манга
manga	рукав
medidas	виміри
medidas	заходи
dejando	залишаючи
dejando	відправляється
dejando	йдемо
críticas	критика
críticas	критики
críticas	критиків
críticas	огляди
críticas	відгуки
bajas	втрати
bajas	низький
bajas	низька
bajas	low
asuntos	справ
asuntos	питань
asuntos	проблеми
asuntos	питання
aviones	відправитися
aviones	літак
aviones	літаків
aviones	авіаційна
aviones	літаки
aviones	летять
conquista	завоювання
conquista	conquest
conquista	підкорення
conquista	підкорити
conquista	підкорення
cuartos	кімнат
cuartos	кімнати
cuartos	тривога
cuartos	квартирах
células	комірки
alemanes	німецька
alemanes	німець
alemanes	герман
alemanes	німецькою
alemanes	німецький
alemanes	німці
laguna	ставок
laguna	понд
laguna	лагуна
laguna	озеро
laguna	озера
laguna	лагуна
montevideo	монтевідео
pérdida	збиток
pérdida	втрати
pérdida	втрата
pérdida	збитки
pérdida	втрату
alma	альма
alma	alma
alma	душу
alma	душа
alma	soul
alma	душею
caballero	лицар
caballero	джентльмен
caballero	кабальєро
retiro	ретіро
retiro	пенсії
retiro	зняття
retiro	відступати
enciclopedia	енциклопедія
enciclopedia	encyclopaedia
jaime	джеймс
jaime	джеймі
jaime	джимі
jaime	джиммі
jaime	хайме
dinastía	династія
aspectos	аспекти
aspectos	аспектів
procesos	процес
procesos	обробити
procesos	процесу
procesos	процеси
procesos	процесів
salón	lounge
salón	лаунж
salón	салон
salón	холл
salón	зал
salón	зали
salón	ратуша
salón	голл
salón	зала
ataques	приступ
ataques	атакує
ataques	напади
ataques	атаки
ataques	напади
ataques	приступи
tony	тоні
breve	short
breve	короткий
breve	коротка
breve	скорочено
breve	коротке
breve	короткі
breve	коротко
zip	zip
universo	всесвіт
imperial	імператорський
imperial	імперський
imperial	imperial
sitios	сайти
sitios	сайти
sitios	сайтів
sitios	юнеско
sitios	місць
sitios	місця
sitios	місцини
bot	бот
emisión	емісія
emisión	трансляція
abajo	вниз
abajo	down
abajo	униз
abajo	даун
abajo	нижче
abajo	знизу
abajo	внизу
abajo	додолу
trasladó	впорядковувати
múltiples	декілька
homenaje	омаж
guardia	гвардійська
guardia	охорона
guardia	охоронці
guardia	охорони
guardia	охорона
guardia	гвардія
miles	кілометрів
miles	тисячі
rural	сільське
rural	сільська
pantalla	екрана
pantalla	екран
pantalla	відображення
pantalla	дисплей
pantalla	показати
pantalla	показ
pantalla	показувати
convento	монастир
clásica	класична
clásica	класична
clásica	класичні
clásica	класичний
clásica	класика
clásica	класичне
grabado	гравірування
grabado	записано
grabado	записав
considerada	вважається
considerada	вважаються
considerada	вважають
considerada	вважалося
corriente	поточні
corriente	поточний
corriente	поточна
corriente	течія
corriente	струм
quinto	квінт
puertas	брами
puertas	воріт
puertas	ворота
puertas	вивіз
puertas	двері
puertas	двері
ruiz	руїс
disponible	доступні
disponible	доступний
disponible	наявні
disponible	наявний
ocasión	нагоди
mantiene	здійснює
mantiene	тримає
dulce	солодка
dulce	солодкі
dulce	солодкий
dulce	цукерки
dulce	вата
dulce	кенді
dulce	прикраси
óscar	оскар
tribunal	трибунал
tribunal	судові
tribunal	суд
profesores	професорів
profesores	учителі
profesores	вчителів
profesores	вчителі
