δυσκολίας	dificultades
σωλήνας	tubo
κολόμβος	columbus
ορατότητα	visibilidade
ορατές	visible
ορατές	visibles
ολα	todo
ολα	o
ολα	todo
ολα	todos
ολα	todas
ζώντας	vivo
ζώντας	vivir
ζώντας	vivindo
ζώντας	vida
φωτιές	lumes
γουόρντ	ward
δύσκολος	difícil
δύσκολος	dificil
χελώνα	de
χελώνα	tartaruga
άγριες	salvaxe
άγριες	salvaxes
χόουπ	esperanza
χόουπ	que
χόουπ	espero
χόουπ	agardo
μαφία	turba
μαφία	mafia
μαφία	mafia
περιέργεια	curioso
περιέργεια	curiosidade
σεβαστή	respectado
τόκυο	tokio
πρωτόνια	protóns
δραστικότητα	actividade
φωτισμός	iluminación
χρηματοοικονομικά	finanzas
σαμποτάζ	sabotaxe
ελάττωση	diminución
ελάττωση	diminúe
καλυμμένο	cuberto
απορίες	preguntas
απορίες	as
απορίες	pregunta
απορίες	cuestións
μακιγιάζ	maquillaxe
μπλέικ	blake
χαμόγελο	sorriso
χαμόγελο	sorrir
χαμόγελο	sorrí
ελκυστική	agradable
ελκυστική	á
ελκυστική	atractiva
ελκυστική	fermosa
διαπραγμάτευση	negociación
νευρώνες	neuronas
εκπαιδευτεί	adestrados
εκπαιδευτεί	para
εκπαιδευτεί	adestrada
εκπαιδευτεί	adestrado
κρίσιμες	crítica
ανθρωπιστικές	humanidades
προσφάτως	pouco
προσφάτως	recentemente
προσφάτως	ultimamente
προσφάτως	hai
ακροατήριο	audiencia
ακροατήριο	público
ακροατήριο	auditorio
ψύξης	refrixeración
βαθύτερη	máis
τιτάνα	titán
εφευρέθηκε	inventou
τυφλός	cegas
τυφλός	cega
τυφλός	cego
τυφλός	invidentes
τυφλός	cegos
ορμόνη	hormona
ορμόνη	hormonal
σάντρα	sandra
βορράς	ao
βορράς	norte
βορράς	do
τριαντάφυλλο	rose
ακίνητο	propiedade
αγγέλους	os
αγγέλους	anxos
αγγέλους	inferno
φόρτωση	carguen
στρες	estrés
συλλάβουν	arrestados
συλλάβουν	arrestaron
συλλάβουν	deteñan
συλλάβουν	o
γόνατα	xeonllos
μάρτυς	testemuña
προκαθορισμένη	defecto
προκαθορισμένη	por
πληγή	ferida
σκεφτείτε	que
σκεφτείτε	penso
σκεφτείτε	pensar
σκεφτείτε	creo
ψηφοφόρους	votantes
κοιμάται	durmindo
κοιμάται	durme
κοιμάται	dorme
κοιμάται	durmido
κοιμάται	adormeceu
κοιμάται	durmir
κοιμάται	durmindo
κοιμάται	durmir
κοιμάται	somníferos
εικονικό	virtual
ικανές	capaz
κας	diñeiro
κας	en
κας	efectivo
κας	contado
κας	cartos
κας	suficiente
κας	cobro
κας	cobrar
θρεπτικών	nutrientes
θρεπτικών	nutrintes
βδομάδες	semanas
φασισμού	fascismo
φασισμού	o
κανόνι	canóns
κανόνι	sobre
κανόνι	os
κανόνι	artillaría
κανόνι	canón
ιστορια	historia
ιστορια	relato
ιστορια	historia
ιστορια	da
ακροατές	quen
ακροατές	escoita
ακροατές	ouvintes
δραστική	activa
δραστική	a
δραστική	activo
δραστική	activos
δραστική	activas
δραστική	militante
προσευχές	oracións
αναπόφευκτα	inevitable
αναπόφευκτα	inevitábel
χρήσιμος	útil
χρήσιμος	útiles
χρήσιμος	para
αναρχία	anarquía
ασιάτες	asiática
ασιάτες	asiático
ασιάτες	asiáticos
περιβαλλοντικά	ambientais
τρώγεται	comín
τρόμος	terror
αστραπή	lóstrego
δοκιμασίες	ensaios
δοκιμασίες	xuízos
δοκιμασίες	exames
δοκιμασίες	probas
δοκιμασίες	tests
φόνος	asasinatos
φόνος	un
φόνος	homicidio
φόνος	asasinato
φόνος	asasino
ξέφυγε	de
ξέφυγε	menos
αναρωτιέμαι	pregúntaste
αναρωτιέμαι	pregúntome
αναρωτιέμαι	me
αναρωτιέμαι	que
αγάπησε	me
αγάπησε	queridos
αγάπησε	amas
αγάπησε	amaba
αγάπησε	encantábache
κλιφ	cliff
αντικαθίστανται	substituída
εκτροφή	de
κομμουνισμό	comunismo
κομμουνισμό	o
απίστευτα	moi
απίστευτα	incriblemente
φοβούμενοι	temendo
φοβούμενοι	á
ηθοποιία	a
ηθοποιία	actuando
ηθοποιία	actuar
πατέντα	patentes
πατέντα	patente
πατέντα	patentar
πατέντα	zapatos
τρομερό	terrible
τρομερό	horrible
τρομερό	horríbel
τρομερό	terríbel
ψευδής	falsa
ψευδής	falso
δίδυμοι	xemelgos
πολικές	polar
πολικές	polares
αισθητήρας	sensor
γενεές	xeracións
χαίρομαι	encantado
χαίρομαι	de
χαίρομαι	que
χαίρομαι	alégrame
χαίρομαι	alégrome
μαϊμούδες	monos
άντζελο	angelo
αναπόφευκτη	inevitable
αναπόφευκτη	inevitábel
επίπτωση	impacto
επίπτωση	un
επίπτωση	na
επίπτωση	prazo
επίπτωση	efecto
επίπτωση	mellora
απίστευτη	incríbel
απίστευτη	incrible
δημοσκόπηση	enquisa
ενδιαιτημάτων	do
ενδιαιτημάτων	hábitat
ενωμένοι	dos
ενωμένοι	nos
ενωμένοι	unidos
ενωμένοι	unidas
ενωμένοι	ficade
ενωμένοι	ee
ενωμένοι	eua
βαθύτερο	máis
βαθύτερο	máis
βαθύτερο	profundo
βαθύτερο	profunda
απαραίτητος	precisaba
απαραίτητος	necesitaba
απαραίτητος	precisabamos
απαραίτητος	necesario
απαραίτητος	necesaria
απαραίτητος	necesarios
απαραίτητος	necesarias
απαραίτητος	preciso
απαραίτητος	é
απαραίτητος	esenciais
απαραίτητος	esencial
αργία	de
αργία	vacacións
καμπ	campo
καμπ	campamento
καμπ	acampamento
καμπ	do
κρύψει	ocultar
κρύψει	agochar
πάτερ	pai
πάτερ	o
πάτερ	padre
χρονια	anos
αρνητικός	negativo
λάτρης	seu
λάτρης	afecto
αγρότης	granxeiro
σεβασμός	respectar
σεβασμός	respeto
σεβασμός	respecto
σεβασμός	respéctanme
διαπράξει	suicidarse
διαπράξει	cometeu
διαπράξει	cometido
διαπράξει	cometiches
διαπράξει	cometeses
διαπράξει	cometer
διαπράξει	compromiso
διαπράξει	cometidos
διαπράξει	comprometido
διαπράξει	coa
τρέξιμο	correr
τρέξιμο	correndo
τρέξιμο	a
καλώντας	chama
καλώντας	a
καλώντας	por
καλώντας	chamando
καλώντας	chamar
μόλυβδο	conducir
μόλυβδο	levar
μόλυβδο	a
μόλυβδο	até
χάουζ	casa
όροφος	chan
όροφος	piso
όροφος	andar
χάρισμα	regalo
χάρισμα	agasallo
βούτυρο	manteiga
αθώος	inocente
αθώος	inocentes
τουφέκι	rifle
ύπνος	sono
ύπνος	durmir
ύπνος	durme
ύπνος	durmindo
ύπνος	durmir
ύπνος	somníferos
προγραμματισμένο	programada
προγραμματισμένο	programados
σκοποβολή	a
σκοποβολή	disparar
σκοποβολή	disparando
σκοποβολή	tiro
λοχίας	sarxento
λοχίας	o
αστροναύτης	astronauta
βακτήριο	as
βακτήριο	bacterias
βακτήριο	bacteria
ακούγοντας	escoitan
ακούγοντας	escoiten
ακούγοντας	a
ακούγοντας	escoitar
ακούγοντας	escoitando
ακούγοντας	escoitamos
εξεύρεση	atopar
εξεύρεση	de
εξεύρεση	que
εξεύρεση	a
τιμωρηθεί	castigada
τιμωρηθεί	castigado
κάουφμαν	kaufman
φωτεινά	e
φωτεινά	brillantes
φωτεινά	brillante
δούλος	de
δούλος	escravos
δούλος	escrava
ανηψιός	sobriño
σχιζοφρένεια	esquizofrenia
διαβατήριο	pasaporte
αξιοπρέπεια	dignidade
ανικανότητα	incapacidade
φάλαινες	baleas
φάλαινες	as
εξοικονόμηση	aforros
εξοικονόμηση	aforrando
εξοικονόμηση	salvar
εξοικονόμηση	aforro
εξοικονόμηση	aforraban
περίεργα	raro
ησυχία	silencio
ησυχία	calado
ησυχία	silencio
ησυχία	o
τοξική	tóxicos
τοξική	tóxica
αρθρο	artigo
συνδυασμένη	combinados
συνδυασμένη	combinadas
συνδυασμένη	deben
συνδυασμένη	as
ακριβό	caro
ακριβό	caros
ακριβό	cara
δυσμενείς	adversos
δυσμενείς	efectos
σοκολάτα	chocolate
δισεκατομμύριο	millóns
δισεκατομμύριο	mil
δισεκατομμύριο	de
μπάρετ	barrett
μπάρετ	barret
σηκουάνα	sena
καπέλα	sombreiros
γρασίδι	herba
φακός	lentes
φακός	lente
γεννηθείς	nacín
γεννηθείς	naceu
γεννηθείς	nacer
γεννηθείς	naciches
γεννηθείς	nacen
σύζευξη	acoplados
πυροβόλησε	disparou
σκλάβος	de
σκλάβος	escravos
σκλάβος	escrava
έγκαιρη	oportuno
εξαφανίζονται	desaparecendo
εξαφανίζονται	desaparición
εξαφανίζονται	desaparecer
υγιεινή	hixiene
αποφασιστικό	decisivo
διαφημιστικά	anuncios
διαφημιστικά	cociniñas
διαφημιστικά	publicidade
άσχημο	fea
άσχημο	feo
ανθεκτικά	resistentes
ανθεκτικά	resistente
περιπολία	patrulla
πουλάει	vende
επικίνδυνος	perigoso
επικίνδυνος	perigosos
επικίνδυνος	perigosa
επικίνδυνος	perigosas
κινγκς	reis
εγκληματική	penal
εγκληματική	criminais
εγκληματική	criminal
εγκληματική	crime
ανω	esquina
ανω	superior
τυφλό	cegas
τυφλό	cega
τυφλό	cego
τυφλό	invidentes
τυφλό	cegos
ιλινόις	illinois
κλουβί	gaiola
παγκρέατος	páncreas
απόθεμα	reserva
απόθεμα	depósito
ψηφοφορίες	votos
αβάνα	habana
αβάνα	da
τρίτον	terceira
τρίτον	terceiro
τρίτον	terzo
χειριστή	operadora
οικείο	familiar
οικείο	familiarizados
οικείο	familiares
οικείο	coñeces
οικείο	íntimo
οικείο	íntima
διαφανής	transparentes
διαφανής	transparente
γυάλινο	vaso
γυάλινο	vidro
γυάλινο	cristal
γυάλινο	de
γυάλινο	copa
σέβεται	respectos
σέβεται	respecta
μυστηριώδη	misterioso
συνήγορος	avogado
συνήγορος	asistencia
τζέημς	james
κόσμους	mundos
φιάλη	botella
επιβάρυνση	carga
σεξουαλικό	sexual
επαναστάτη	rebelde
επαναστάτη	rebeldes
μύγες	moscas
μύγες	voa
ανθρώπινος	humanos
ανθρώπινος	humana
ανθρώπινος	humano
μαγείρεμα	cociñar
μαγείρεμα	cociñeira
μαγείρεμα	cociñeiro
μαγείρεμα	cociñar
μαγείρεμα	cociña
μαγείρεμα	cociñando
μαγείρεμα	comida
στέγες	nos
στέγες	teitos
στέγες	tellados
σφραγίδες	focas
σφραγίδες	as
περιορισμένος	limitado
περιορισμένος	limitada
βιταμίνες	vitaminas
βιταμίνες	vitamina
νευρική	nerviosa
νευρική	nervioso
νευρική	nerviosos
νευρική	nervios
ασύρματο	radio
κλέι	clay
δίλημμα	dilema
δράκουλας	drácula
μελλοντικός	futuro
ομοφυλόφιλος	homosexuais
ομοφυλόφιλος	homosexual
επαίνους	gábote
επαίνους	teu
ραδιενέργεια	radiación
ευλογία	bendición
ευλογία	beizón
οικοσυστημάτων	ecosistemas
φυλετικές	racial
φυλετικές	raciais
ενήλικος	adultos
ενήλικος	adulta
ενήλικος	adulto
ενήλικος	dun
γαιοκτήμονες	propietarios
ένδυση	roupa
μάριον	marion
μολύβι	lapis
υπέροχο	marabillosas
υπέροχο	marabilloso
υπέροχο	marabillosa
υπέροχο	fermoso
υπέροχο	encantador
υπέροχο	preciosa
δροσερό	xenial
δροσερό	ben
δροσερό	fresco
καθαρός	limpa
καθαρός	limpo
καθαρός	limpar
καλαμποκιού	millo
καλαμποκιού	trigo
αγνοείται	a
αγνοείται	desaparecidos
αγνοείται	faltan
αγνοείται	falta
αγνοείται	perdidos
αγνοείται	faltaba
ελέφαντα	elefante
λογαριασμοί	billetes
λογαριασμοί	contas
λογαριασμοί	as
λογαριασμοί	facturas
λογαριασμοί	contas
μοναχικά	soa
μοναχικά	só
ασαφές	mala
έφηβοι	adolescentes
έφηβοι	adolescencia
έφηβοι	os
έφηβοι	adolescentes
άμαξα	carriño
άμαξα	fantasma
αδύναμο	débil
πολυτέλεια	luxo
ξεκίνησα	comecei
ξεκίνησα	a
ξεκίνησα	comezamos
ξεκίνησα	empecei
ξεκίνησα	comezou
φτωχοί	pobre
φτωχοί	pobres
τζέραλντ	gerald
μισθούς	salarios
κλιμάκωση	escala
πανέμορφη	fermoso
πανέμορφη	bonita
πανέμορφη	fermosa
πανέμορφη	precioso
πανέμορφη	fermosas
αυθεντικά	auténtica
αυθεντικά	é
ακοή	que
ακοή	oído
ακοή	escoita
ακοή	escoito
μπριτζ	oco
μπριτζ	ponte
μπριτζ	bridge
φτιάξω	amañar
φτιάξω	establecer
φτιάξω	arranxar
φτιάξω	a
οικεία	familiar
οικεία	familiarizados
οικεία	familiares
οικεία	coñeces
δίκαιος	xusto
δίκαιος	feira
γλασκώβη	glasgow
συμπερίληψη	moitos
συμπερίληψη	de
βομβαρδισμός	bombardeo
βομβαρδισμός	bombardeo
βομβαρδισμός	do
βομβαρδισμός	bombardeos
βομβαρδισμός	o
υποθέτοντας	asumindo
δεσποινίς	srta
δεσποινίς	señorita
δεσποινίς	a
θυμό	ira
θυμό	rabia
θυμό	odio
τραίνο	tren
τραίνο	entreno
τραίνο	metro
φακούς	lentes
ευγενική	educado
ευγενική	educados
φασόλια	feixóns
φασόλια	xudías
δημιουργικότητα	a
δημιουργικότητα	creatividade
τοξικές	tóxicos
τοξικές	tóxica
εκδρομή	a
εκδρομή	viaxe
υπέρβαση	exceso
υπέρβαση	de
μικροοργανισμών	microorganismos
θανατηφόρο	mortal
θανατηφόρο	pecados
θανατηφόρο	fatal
αφή	tacto
αφή	toque
αφή	contacto
αφή	tocar
αφή	toques
ρίσκο	riscos
ρίσκο	risco
ρίσκο	perigo
ρίσκο	en
ρίσκο	arriscar
επικρίσεις	críticas
επικρίσεις	crítica
κυλίνδρους	e
αβγό	ovo
άνδεις	andes
συνδικάτα	sindicatos
αξίωση	a
αξίωση	que
κατεστραμμένο	destruídos
κατεστραμμένο	destruíron
κατεστραμμένο	destruído
κατεστραμμένο	con
κατεστραμμένο	destruírono
κατεστραμμένο	destruír
μυρωδιά	cheiro
μυρωδιά	a
μυρωδιά	ulir
μυρωδιά	cheira
μυρωδιά	ules
καλυμμένη	cuberto
κουράγιο	valor
κουράγιο	coraxe
κουράγιο	valentía
κουράγιο	valente
κουράγιο	collóns
ζωτικό	vital
ανάσα	hálito
ανάσα	respiro
ανάσα	alento
ανάσα	respiración
ανάσα	folgos
ανάσα	tempo
ανάσα	respirar
έντουαρντς	edwards
μαγνήτες	imáns
κρυμμένη	oculto
κρυμμένη	oculta
κρυμμένη	ocultas
κρυμμένη	escondidos
κρυμμένη	escondidas
ρυθμοί	ritmos
ρυθμοί	ritmo
φίλες	amigos
φίλες	os
πατήστε	prensa
πατήστε	o
πατήστε	press
σύντροφοι	camaradas
σύντροφοι	dos
σύντροφοι	compañeiros
βράδια	as
βράδια	noites
βράδια	noite
βράδια	polas
κούκλα	boneca
δανική	danés
δανική	daneses
πάσο	as
πάσο	pasar
πάσο	pase
ντίκινσον	dickinson
ανώνυμοι	anónimos
γεωργοί	labregos
γεωργοί	agricultores
κοντός	pouco
κοντός	curto
κοντός	curta
κοντός	curtas
όρθιος	de
όρθιος	pé
όρθιος	estar
όρθιος	estaba
όρθιος	parados
σύννεφο	nube
εξηγώντας	explican
πειρασμός	tentación
πειρασμός	deixes
παραγωγικότητα	produtividade
παραγωγικότητα	productividade
κορμί	corpo
κορμί	corporal
σήραγγες	túneles
βιολογικός	biolóxicas
βιολογικός	biolóxica
βιολογικός	biolóxico
βιολογικός	biolóxicos
ράις	arroz
ράις	de
μπάλες	pelotas
μπάλες	collóns
μπάλες	ovos
μπάλες	as
αποβάθρα	peirao
αποβάθρα	plataforma
μοιραίο	fatal
σατανά	satanás
σατανά	satán
ζημία	perda
ζημία	ferida
ζημία	lesión
ζημία	danos
ζημία	dano
φούρνο	cociniña
φούρνο	forno
προκαθορισμένο	defecto
προκαθορισμένο	por
ρόδα	roda
ρόδα	rosas
καυτό	quente
καυτό	calor
ωραίος	guapos
ωραίος	guapo
ωραίος	guapa
ωραίος	moi
απειλούν	a
απειλούν	ameazan
απειλούν	ameazar
απειλούν	ameazouna
διάβαζε	lin
διάβαζε	ler
διάβαζε	leo
διάβαζε	le
μπάντι	amigo
μπάντι	colega
μπάντι	compañeiro
δολοφόνους	asasinos
μάσα	mastigue
ποδιά	mandil
κομμουνισμός	comunismo
κομμουνισμός	o
περιφρόνηση	desprezo
υποφέρουν	sufrir
σονγκ	canción
σονγκ	cantiga
σονγκ	cantar
σονγκ	canto
αδικία	inxustiza
αδικία	inxustizas
θέρμη	calor
διανοούμενοι	intelectuais
αυθόρμητα	espontaneamente
ψευδαίσθηση	alucinacións
ψευδαίσθηση	alucinación
ψευδαίσθηση	a
ψευδαίσθηση	ilusión
έλεγχοι	controla
ναύτης	mariñeiro
οπου	onde
οπου	queira
οπου	alá
οπου	esteas
λεοπάρδαλη	leopardo
συνδεδεμένοι	conectados
συνδεδεμένοι	conectada
συνδεδεμένοι	conectado
συνδεδεμένοι	con
συνδεδεμένοι	conectadas
συνδεδεμένοι	conectan
κέλλυ	kelly
υψηλός	instituto
υψηλός	altos
υψηλός	alto
υψηλός	alta
πρόθυμος	dispostos
πρόθυμος	a
πρόθυμος	disposto
πρόθυμος	dispostas
πρόθυμος	deus
πρόθυμος	quere
πρόθυμος	querería
πρόθυμος	disposta
φλας	de
γρήγορος	rápido
γρήγορος	axiña
γρήγορος	rápida
γρήγορος	veña
γρήγορος	marchar
γρήγορος	rápido
γρήγορος	velocidade
αυτοπεποίθηση	seguros
αυτοπεποίθηση	seguro
αυτοπεποίθηση	confianza
ινδιάνοι	indios
σπάσιμο	romper
σπάσιμο	o
σπάσιμο	mesmo
απομακρυσμένη	remotas
τραπέζια	mesas
μακρινές	distante
μακρινές	afastado
τροχού	roda
μικρόβια	microbios
μικρόβια	xermes
πεπρωμένο	destino
πεπρωμένο	o
πεπρωμένο	destino
ενεργοποιηθεί	activa
μικροοργανισμούς	microorganismos
έλβις	elvis
πικρή	amarga
βασανίστηκε	torturado
βασανίστηκε	torturada
αντικειμενικότητα	obxectividade
κάθι	cathy
θεατής	espectador
μαλακά	suave
πτώσεις	cae
νταντά	neneira
φρούτο	froita
πλησιέστερο	máis
παχιά	groso
συνάφεια	relevancia
έμπειρο	experimentou
έμπειρο	experiencia
έμπειρο	experimentado
έμπειρο	nisto
ανιχνευτή	detector
βαθμολογίες	exames
ρύπανσης	contaminación
ντυμένη	de
ντυμένη	vestida
ντυμένη	vestidos
ντυμένη	vestidas
ντυμένη	vestir
ντυμένος	de
ντυμένος	vestida
ντυμένος	vestidos
ντυμένος	vestidas
ντυμένος	vestir
ύδωρ	auga
λούης	luis
λούης	louis
ανάπαυση	resto
ανάπαυση	descansar
ανάπαυση	demais
ανάπαυση	descanso
κουβανός	cubana
κουβανός	cubanas
κένι	kenny
ευχαριστούμε	grazas
ευχαριστούμε	moitas
αιώνιο	eterna
παζλ	crebacabezas
παζλ	puzzle
ηβ	eva
ηβ	aninovo
ηβ	data
ηβ	véspera
ηβ	noitevella
χιλς	outeiros
προκαταλήψεις	prexuízos
τυφλή	cegas
τυφλή	cega
τυφλή	cego
τυφλή	invidentes
τυφλή	cegos
βελανιδιά	oak
βελανιδιά	carballo
ευρωζώνης	eurozona
καμάρι	orgullo
καμάρι	orgulloso
ειρηνικός	pacífico
μισθός	soldo
μισθός	salario
μισθός	salarios
ηλιοβασίλεμα	solpor
πρόσφυγας	de
πρόσφυγας	refuxiados
ηρωικό	heroicos
αμερικάνικα	estadounidense
αμερικάνικα	americanos
αμερικάνικα	americana
αμερικάνικα	americano
ελέφαντας	elefante
υποκατάστατο	substituír
υπηρέτη	servo
υπηρέτη	criado
υπηρέτη	bedel
υπηρέτη	criado
βιομηχανικός	industrial
κάψιμο	queimalos
κάψιμο	queiman
κάψιμο	queimar
κάψιμο	queimade
αρκτική	ártico
τραυματισμένος	feridos
τραυματισμένος	feridos
τραυματισμένος	ferido
δίψα	sede
φύλακα	garda
φύλακα	de
νοτια	sur
νοτια	do
νοτια	sudáfrica
παρέμβει	intervir
κατοχύρωση	a
κατοχύρωση	que
τζιλ	jill
γκάζι	gas
γκάζι	gasolina
γκάζι	de
γκάζι	gases
αρκούδες	osos
δολλάρια	dólares
δολλάρια	dolares
δολλάρια	de
καλάμι	polo
καλάμι	poste
ετήσιος	anual
ίσοι	equitativos
ίσοι	igual
ίσοι	mesmo
ίσοι	iguais
ίσοι	son
σεβαστό	respectado
ακριβείας	precisión
απαγορευμένο	prohibido
απαγορευμένο	prohibidas
κίνγκστον	kingston
βράχοι	rochas
βράχοι	xeo
βράχοι	pedras
ηχητική	audio
τζονς	jones
σωρός	pila
σωρός	feixe
σωρός	rochas
σωρός	de
σωρός	da
κρεμμύδι	cebola
προσβλητικό	ofensivo
προσβλητικό	ofensiva
πανικός	pánico
εγκληματίας	penal
εγκληματίας	criminais
εγκληματίας	criminal
εγκληματίας	crime
γιόρτασε	celebrar
εγγυήσεις	garantía
εγγυήσεις	garantir
κορώνα	coroa
κορώνα	cabezas
ευρωζώνη	eurozona
επετεύχθη	independencia
μυστηριώδης	misterioso
καπιταλισμό	o
καπιταλισμό	capitalismo
αμαρτίες	pecados
αμαρτίες	agarimosa
αμαρτίες	pecado
ρεαλιστικά	realista
ρεαλιστικά	realistas
δημιουργικό	creativo
δημιουργικό	creativos
δημιουργικό	creativa
δημιουργικό	creativas
κρατούμενος	preso
κρατούμενος	prisioneira
κρατούμενος	prisioneiro
κρατούμενος	prisioneiros
ευχαριστίες	grazas
ευχαριστίες	moitas
κάρβουνο	carbón
πλησιέστερη	máis
κλιντ	clint
εξάρτημα	compoñente
ανδρες	homes
ανδρες	os
πρόθυμοι	dispostos
πρόθυμοι	a
πρόθυμοι	disposto
πρόθυμοι	dispostas
πρόθυμοι	deus
πρόθυμοι	quere
πρόθυμοι	querería
πρόθυμοι	disposta
φτερό	nunha
φτερό	á
βημα	paso
βημα	un
βημα	escala
κρίσιμα	crítica
ρωτά	pregunta
κοσμικές	cósmico
αμάξι	coche
αμάξι	auto
αμάξι	carro
προσδοκία	aspiración
προσδοκία	obxetivo
καλοσύνη	amabilidade
καλοσύνη	bondade
καλοσύνη	deus
καλοσύνη	bondade
φράνκι	frankie
χαμηλός	pouco
χαμηλός	baixo
χαμηλός	baixa
χαμηλός	baixas
χαμηλός	baixos
χοίρων	porcos
χοίρων	os
τέντι	peluche
σκύλους	cans
σκύλους	can
σκύλους	os
σκύλους	aos
λούθερ	luther
λούθερ	king
κοντή	pouco
κοντή	curto
κοντή	curta
κοντή	curtas
ιδιοκτήτρια	dono
ουόλτερ	walter
περιπολίες	patrullas
πένα	boli
πένα	lápiz
πένα	pluma
πόρνες	putas
ραδιόφωνα	radios
κρέμεται	colga
κρέμεται	pendurada
κρέμεται	a
κρέμεται	colgar
σίρλεϊ	shirley
ασάφεια	ambigüidade
ασάφεια	moral
γενεών	xeracións
κρος	cruzar
κρος	cruz
κρος	atravesar
κρος	crosstree
υπήκοοι	temas
υπήκοοι	suxeitos
ξάδελφος	primo
ξάδελφος	curmán
νοητική	mentais
νοητική	mental
σοσιαλιστής	socialista
αγαπητή	querido
αγαπητή	querida
ικανοποιημένος	satisfeito
θεμελιωδών	fundamental
ντακάρ	dakar
απασχολημένος	moi
απασχολημένος	ocupado
απασχολημένος	ocupados
απασχολημένος	negocios
απασχολημένος	ocupada
απίστευτο	incrible
απίστευτο	incribles
απίστευτο	incríbel
απίστευτο	incrible
απίστευτο	incribles
απίστευτο	sorprendente
απίστευτο	abraiante
απίστευτο	o
απίστευτο	marabilloso
απίστευτο	asombroso
απίστευτο	incríbel
απίστευτο	incrible
γιορτάζουν	celebrar
καμήλες	camel
τουφέκια	rifles
τουφέκια	fusís
λοιποί	aos
λοιποί	outros
λοιποί	demais
λοιποί	outras
κορόνα	coroa
κορόνα	cabezas
ομολόγησε	confesar
βόδια	gando
βόδια	vacas
βόδια	gado
ρεαλιστικό	realista
ρεαλιστικό	realistas
αόρατο	invisibles
αόρατο	invisible
λόγχη	arpón
λόγχη	spear
μεθυσμένος	bébedo
μεθυσμένος	emborrachar
μεθυσμένος	bébeda
μεθυσμένος	un
μεθυσμένος	bébedos
μεθυσμένος	emborracheime
όμορφος	guapos
όμορφος	guapo
όμορφος	guapa
όμορφος	moi
αιολική	vento
αιολική	do
αιολική	corda
αιολική	chupo
μετράμε	contar
μετράμε	contigo
ψαράς	pescador
μπόνι	coelliño
μπόνι	encol
μπόνι	bonnie
άξιος	dignos
άξιος	respectábeis
σκιτσογράφος	debuxante
σκιτσογράφος	caricaturista
συνειδητή	consciencia
συνειδητή	consciente
ένδοξη	gloriosa
ένδοξη	gloriosas
φωτεινός	e
φωτεινός	brillantes
φωτεινός	brillante
σαλάτα	ensalada
σκυλί	can
μπερνς	queimaduras
μπερνς	arde
αφύπνιση	espertar
καταπληκτική	incrible
καταπληκτική	incribles
καταπληκτική	sorprendente
καταπληκτική	abraiante
καταπληκτική	o
καταπληκτική	marabilloso
καταπληκτική	asombroso
ευέλικτο	flexibilidade
ευέλικτο	flexibles
δίδυμος	picos
κλαρινέτο	clarinete
κλαρινέτο	o
γιγάντιο	enorme
γιγάντιο	xigantesco
γιγάντιο	pauta
τραχύ	aproximada
τραχύ	vaga
τραχύ	duro
τραχύ	mal
τραχύ	moi
τραχύ	duros
τραχύ	duras
αγοραστή	comprador
άχρηστο	inútiles
άχρηστο	inútil
κοπάδι	rabaño
κοπάδι	manada
κοπάδι	rabaño
αφέντη	mestre
αφέντη	máster
αφέντη	dono
αφέντη	o
αφέντη	propietario
αφέντη	patrón
αφέντη	señor
παίξιμο	xogando
παίξιμο	xogar
παίξιμο	tocando
παίξιμο	tocar
ποστ	posto
ποστ	poste
ποστ	correos
ποστ	correo
ποστ	de
ρωτάει	pregunta
τραγικός	tráxico
τραγικός	tráxica
γίνετε	nunha
γίνετε	ser
γίνετε	en
γίνετε	se
φτιαγμένη	fixen
φτιαγμένη	fixo
φτιαγμένη	feito
πλησιέστερα	máis
ουρανούς	ceos
ουρανούς	ceos
ουρανούς	ceo
αργού	cru
αργού	groseiro
μυ	muscular
μυ	músculo
συγκίνηση	emoción
συγκίνηση	a
μολύνσεις	infeccións
πανδοχείο	inn
πανδοχείο	hotel
γουντς	bosque
γουντς	bosques
γουντς	árbores
γουντς	monte
αόρατος	invisibles
αόρατος	invisible
μικροσκοπικά	diminutos
μικροσκοπικά	pequena
μικροσκοπικά	pequenos
μικροσκοπικά	diminuto
μικροσκοπικά	pequeno
μικροσκοπικά	minúsculas
μικροσκοπικά	diminuta
μικροσκοπικά	pequenas
τρελό	tola
τρελό	tolos
τρελό	tolas
τρελό	tolo
αμάρτημα	pecado
λαμπρά	brillante
γενειάδα	barba
γενειάδα	home
πλύσιμο	lavado
πλύσιμο	lavan
πλύσιμο	lavar
πλύσιμο	lava
πλύσιμο	lavalo
πλύσιμο	lavar
πλύσιμο	a
πλύσιμο	lavadora
πλύσιμο	lavado
πλύσιμο	lavadoras
πλύσιμο	roupa
ψυχρή	frío
ψυχρή	fría
ψυχρή	arrefriado
σύρμα	de
σαούλ	saúl
δέρματα	coiro
δέρματα	o
αποφασιστικότητα	determinación
σχετικοί	relevante
σχετικοί	relevantes
μωρά	os
μωρά	bebés
μωρά	nenos
σπόρο	sementes
σπόρο	semente
γειά	ola
γειά	ola
τυφλά	cegas
τυφλά	cega
τυφλά	cego
τυφλά	invidentes
τυφλά	cegos
παπούτσι	zapato
πίθηκοι	monos
ειλικρίνεια	honestidade
κον	con
μάρτι	marty
συνάδελφό	colega
σόνια	sonia
πεζοναύτες	marines
μανιτάρια	cogomelos
