les	die
free	vry
free	free
dialogue	dialoog
présidente	president
évidemment	duidelik
évidemment	obviously
annuelle	maandelikse
annuelle	jaarlikse
thérèse	thérèse
thérèse	therese
thérèse	teresa
grotte	caves
grotte	cave
grotte	grot
pain	brood
décident	besluit
opus	opus
entraineur	afrigter
personnels	persoonlik
personnels	persoonlike
suivie	gevolg
russell	russell
death	dood
réduction	afslag
alberto	alberto
tension	tension
tension	spanning
chaînes	kanale
chaînes	kettings
chaînes	stringe
soumis	ingedien
soumis	ingestuur
secrets	secrets
secrets	geheime
secrets	geheim
secrets	geheime
secrets	sekuriteit
intégration	integrasie
arriver	daag
arriver	aankom
voulait	gesoek
voulait	wou
écart	gap
montré	gewys
rupture	breek
rupture	blaaskans
vague	waai
vague	golf
décor	versiering
maintien	aanhouding
poitiers	poitiers
otto	otto
steven	steven
suicide	selfmoord
accords	ooreenkomste
margaret	margaret
refus	weiering
refus	verwerping
périodes	tydperke
périodes	periods
périodes	periodes
mentionné	genoem
hollande	nederlande
hollande	netherlands
hollande	nederland
hollande	holland
ier	ier
indiquer	dui
crédit	krediet
xvi	xvi
librairie	biblioteek
audio	oudio
vosges	vogese
fuite	ontsnap
dôme	dome
dôme	dôme
associée	vennoot
associée	maat
associée	lewensmaat
associée	metgesel
associée	geassosieerde
associée	geassosieer
associée	assosieer
reproduction	breeding
reproduction	voortplanting
christianisme	christian
christianisme	christene
christianisme	christen
christianisme	christiaan
christianisme	christendom
christianisme	christianity
parcs	parke
entendu	aangehoor
signifiant	betekenis
hasard	kans
dispositif	toestel
acier	staal
traditions	tradisies
traditions	tradisie
générique	generies
générique	generic
générique	generiese
générique	krediete
générique	loubser
civilisation	beskawing
réellement	werklik
réellement	voorwaar
silence	stilte
verts	greens
détruite	vernietig
isère	isère
raoul	raoul
définit	definieer
publier	plasing
publier	plaas
publier	publiseer
arguments	argumente
arguments	betoog
arguments	argument
contribue	contributes
lait	melk
institute	instituut
matt	matt
antenne	aerial
antenne	antenna
charbon	kole
charbon	steenkool
léopold	léopold
léopold	leopold
maxi	maksimum
maxi	max
archéologie	argeologie
agir	toneelspel
agir	waarnemende
agir	optree
agir	wet
financement	finansiering
financement	befondsing
financement	finansieel
financement	finansies
uefa	uefa
soutenir	ondersteun
traducteur	vertaler
traducteur	vertalers
ambassade	ambassade
ambassade	embassy
autrement	andersins
miami	miami
dur	tough
dur	lot
dur	hard
dur	harde
dur	moeilik
dénomination	naam
dénomination	benoem
dénomination	gebruikernaam
dénomination	aanwysing
constante	konstante
inclus	ingesluit
two	twee
montant	bedrag
journalistes	verslaggewers
journalistes	joernaliste
légère	ligte
légère	lig
légère	ligte
légère	mild
légère	liggewig
incluant	insluitende
incluant	insluitend
miguel	miguel
marbre	marmer
marbre	marble
sicile	sisilië
clients	klante
clients	kliënte
souvenirs	herinneringe
souvenirs	geheue
souvenirs	herinnering
souvenirs	souvenirs
étendue	uitgebreide
bad	sleg
insectes	insekte
insectes	goggas
insectes	bugs
insectes	insek
prisonnier	gevangene
edmond	edmund
edmond	edmond
interdiction	verbod
transition	oorgang
durable	volhoubare
mar	mer
intelligence	intelligensie
payer	pay
payer	betaal
libéré	vrygestel
libéré	gelos
libéré	bevry
chaleur	heat
chaleur	hitte
chaleur	warmte
catalogne	katalonië
blog	blog
blog	webjoernaal
square	vierkantig
square	vierkant
square	vierkantige
ingénieurs	engineers
indonésie	indonesië
chaussée	causeway
chaussée	pavement
urgence	noodgeval
urgence	emergency
passent	verbygaan
loisirs	ontspanning
loisirs	ontspanning
loisirs	leisure
lambert	lambert
liquide	vloeistof
capacités	kapasiteit
gary	gary
havre	havre
officiels	amptelik
officiels	amptenaar
officiels	amptelike
officiels	departementele
officiels	amptenare
présidents	presidente
femelle	vroulik
femelle	wyfie
néerlandaise	hollandse
néerlandaise	nederlands
étages	floors
beauté	skoonheid
indépendants	independent
indépendants	onafhanklike
indépendants	onafhanklik
indépendants	selfstandige
achat	aankoop
achat	aankope
achat	koop
achat	aankope
camps	kampe
camps	kamp
marques	brands
marques	marques
marques	merke
boulogne	boulogne
réponses	antwoorde
réponses	antwoorde
réponses	antwoorde
admin	admin
solutions	oplossings
gaulle	gaulle
rev	rev
apparaître	verskyn
traiter	treat
traiter	behandel
graves	ernstige
graves	ernstig
graves	severe
graves	graves
cuba	cuba
cuba	kuba
testament	testament
attaquer	aanval
prévue	beplande
prévue	beplan
contribuer	dra
seize	sestien
seize	sixteen
décoration	versiering
fermé	geslote
fermé	gesluit
fermé	toegemaak
développée	ontwikkel
alphabet	alfabet
jordan	jordan
jordan	jordaan
supplémentaire	addisionele
supplémentaire	bykomende
supplémentaire	ekstra
supplémentaire	aanvullende
schéma	diagram
schéma	patroon
schéma	skema
contribué	bygedra
campus	kampus
campus	campus
représentée	verteenwoordig
pie	pius
pie	doodeenvoudig
pie	magpie
dis	sê
vues	aansigte
vues	kykers
solide	soliede
solide	solied
philip	philip
fiat	fiat
masculine	manlik
charges	kostes
bureaux	kantore
bureaux	kantoor
atmosphère	atmosfeer
réelle	regte
réelle	egte
réelle	ware
réelle	werklike
ajout	optel
ajout	byvoeging
ajout	bygesit
ajout	bygevoeg
réception	kwitansie
réception	ontvangs
mourir	sterf
mourir	dying
financier	finansiële
financier	finansieel
personnelles	persoonlik
personnelles	persoonlike
nelson	nelson
témoin	getuienis
conte	conte
règlement	regulasies
règlement	regulering
règlement	regulasie
shorts	kortbroek
horreur	gruwel
horreur	riller
horreur	horror
manifeste	manifes
manifeste	manifest
pirates	pirates
pirates	pirate
pirates	seerower
fenêtre	venster
fenêtre	kykers
occident	wes
reich	reich
assaut	assault
acquisition	aanwins
inclut	insluit
inclut	ingesluit
évènements	gebeure
évènements	aktiwiteite
évènements	geleenthede
défini	gedefinieer
défini	omskryf
défini	gedefinieër
clés	sleutels
clés	sleutel
clés	key
certainement	beslis
revues	tydskrifte
morale	moral
morale	morals
nobel	nobel
natale	natale
adultes	volwassenes
adultes	volwassene
spectacles	optredes
spectacles	vertonings
spectacles	programme
voisine	buurman
voisine	buurman
alternative	alternatief
alternative	alternatiewe
littéralement	literally
trace	trace
ours	beer
portraits	portraits
wild	wildernis
wild	wild
wild	wilde
limité	beperkte
limité	beperk
limité	beperk
chevaliers	knights
chevaliers	ridder
chevaliers	ruiter
loir	loir
normes	norme
normes	standaarde
navale	naval
navale	skeepsbou
pauvres	poor
pauvres	arme
pauvres	swak
pauvres	armes
refuge	refuge
nourriture	kos
nourriture	voedsel
participant	deelnemer
concerné	besorg
facteurs	faktore
balle	bal
balle	koeël
balle	bullet
dynamique	dynamics
dynamique	dinamiese
dynamique	omvattende
partenaire	vennoot
partenaire	maat
partenaire	lewensmaat
partenaire	metgesel
ross	ross
boris	boris
branches	takke
démission	opgegee
aragon	aragón
aragon	aragon
batailles	slag
batailles	battles
assassiné	vermoor
assassiné	vermoorde
alpin	alpine
illustré	uitgebeeld
colin	colin
management	bestuur
consulter	pleeg
consulter	raadpleeg
consulter	konsulteer
zéro	nul
zéro	zero
atp	atp
gironde	gironde
intéressant	interessant
remix	remixes
biais	bias
fra	fra
fra	eng
identique	identiese
identique	identies
identique	dieselfde
identique	selfde
clôture	afsluiting
clôture	heining
cheveux	hare
traités	verdrae
traités	geprosesseer
respecter	respek
apparemment	apparently
bbc	bbc
trio	trio
communistes	kommunistiese
lourd	swaar
sérieux	ernstige
sérieux	ernstig
sérieux	erg
obligatoire	vereiste
obligatoire	benodigde
obligatoire	benodig
obligatoire	vereis
obligatoire	verpligtend
dordogne	dordogne
fermée	geslote
fermée	gesluit
fermée	toegemaak
moore	moore
reconnue	herken
reconnue	erkende
reconnue	herken
reconnue	erkende
explosion	vernietig
explosion	ontploffing
honoré	geëerde
honoré	geëerd
honoré	honoré
esclaves	slaaf
esclaves	den
esclaves	slawe
médecins	dokters
nathalie	natalie
quentin	quentin
désir	begeerte
désir	lust
grégoire	gregory
grégoire	gregorius
grégoire	grégoire
physiques	fisiese
physiques	fisieke
culturels	kulturele
sec	droë
sec	dry
sec	droog
sec	sekondes
sec	sek
divisé	ingedeel
indice	indeks
indice	leidraad
complexes	komplekse
complexes	kompleks
noyau	kernel
noyau	kern
germanique	germaanse
santiago	santiago
flux	stroom
flux	vloei
flux	flow
flux	flux
courants	currents
sportifs	atlete
forts	sterk
forts	forts
ohio	ohio
familiale	familie
familiale	gesin
motifs	gronde
évidence	obvious
fleur	blossom
fleur	bloeisel
fleur	blom
fleur	fleur
dizaines	tiene
dizaines	dosyne
séance	sessie
turc	turkse
turc	turkish
charentes	charentes
réserves	besprekings
tirer	skiet
tirer	trek
tirer	skiet
tirer	verskietende
navarre	navarre
hambourg	hamburg
envoyer	stuur
morgan	morgan
définir	gestel
définir	instel
définir	stel
définir	definieer
oblast	oblast
micro	micro
micro	mikro
micro	mikrofoon
oriental	oosterse
maría	maría
maría	maria
géant	reus
consul	consul
lourdes	lourdes
logiciels	sagteware
paradis	hemel
paradis	heaven
paradis	paradise
ian	ian
édifices	geboue
anjou	anjou
entendre	verhoor
entendre	hoor
entendre	gehoor
entendre	aanhoor
entendre	hearing
tempête	storm
tempête	tempest
abréviations	afkortings
constantin	constantin
constantin	konstantyn
constantin	konstantyn
constantin	konstantin
embouchure	mond
bonheur	bonheur
bonheur	geluk
moine	monk
moine	moine
arm	arm
négociations	onderhandeling
négociations	onderhandelings
négociations	waartoe
négociations	onderhandelinge
oliver	oliver
bâle	basel
congrégation	gemeente
conclusion	aangaan
nîmes	nîmes
franck	frank
franck	franck
stockholm	stockholm
accent	accent
accent	aksent
efficacité	doeltreffendheid
efficacité	doeltreffendheid
cuivre	copper
cuivre	koper
per	per
concile	synod
cents	sente
cents	sent
ferrari	ferrari
considérés	geag
considérés	oorweeg
apostolique	apostolic
apostolique	apostoliese
grosse	grosse
viande	vleis
indiqué	aangedui
communications	kommunikasie
probable	geneë
escalier	staircase
escalier	stair
escalier	trappe
diable	duiwel
argentin	argentynse
récupérer	onklaar
herbert	herbert
berne	bern
berne	berne
roberto	roberto
chante	eer
chante	sing
jerry	jerry
talent	talent
invités	gaste
invités	gas
natation	swim
natation	swem
apprendre	leer
apprendre	leer
sols	grond
sols	floors
détruire	verwoes
détruire	vernietig
ardenne	ardenne
castille	kastilië
castille	castilla
client	klant
client	kliënt
syndrome	sindroom
alcool	alkohol
elena	elena
centaine	honderd
centaine	honderde
inspiration	inspirasie
retiré	teruggetrokke
sombre	donker
lourds	swaar
habituellement	gewoonlik
habituellement	tipies
vainqueurs	wenners
dead	dooie
dead	dood
racine	stam
racine	root
racine	wortels
racine	racine
fidèle	faithful
fidèle	lojaal
fidèle	loyal
fidèle	lojale
lecteurs	lesers
roux	redhead
roux	rufous
roux	roux
roux	rooi
roux	gemmer
illustration	illustrasie
intégrer	integreer
intégrer	integrating
écologie	ekologie
forcément	noodwendig
ajouté	bygevoeg
ultime	ultimate
pseudo	gebruikernaam
pseudo	bynaam
pseudo	pseudo
constructions	konstruksies
variations	variasies
variations	variasie
descente	descent
descente	downhill
magasin	winkel
magasin	stoor
magasin	winkel
landes	landes
neuve	newfoundland
punk	punk
sucre	sucre
sucre	suiker
manifestation	betoging
manifestation	protes
installée	geïnstalleer
installée	geinstalleer
gold	goud
cite	cite
symphonie	simfonie
vêtements	klerasie
vêtements	klere
vêtements	kleredrag
vêtements	klere
adulte	volwassene
adulte	volwassenes
explication	verduideliking
différences	verskille
biographique	biographical
vendus	sold
vendus	verkoop
trad	trad
considérer	beskou
variante	variant
variante	variasie
redirection	herlei
redirection	omleiding
tomber	falling
tomber	vallende
tomber	herfs
tomber	val
roches	klippe
roches	rotse
stone	klip
entité	entiteit
aérien	aerial
aérien	air
aérien	lug
duchesse	hertogin
abraham	abraham
couvert	gedek
précédemment	voorheen
délégué	delegeer
cahiers	cahiers
phases	fases
tribus	tribes
vraie	regte
vraie	egte
vraie	waar
vraie	true
graveur	brons
contemporains	kontemporêre
régionaux	streek
wikimedia	wikimedia
battant	vlieënde
battant	flying
carter	carter
francfort	frankfurt
flèche	pyl
#ffffff	#ffffff
experts	deskundiges
experts	kundiges
experts	kenners
experts	experts
attentat	aanval
attentat	bomaanval
arles	arles
colorado	colorado
feuille	blaar
feuille	staat
difficiles	hard
difficiles	harde
difficiles	moeilik
difficiles	moeilik
douce	lieflike
douce	soet
douce	gentle
douce	freshwater
douce	sagte
douce	sag
remarquables	merkwaardig
remarquables	remarkable
remarquables	uitstaande
contraint	geforseer
contraint	gedwing
michigan	michigan
descendants	afstammelinge
khan	khan
indre	indre
quasiment	amper
quasiment	prakties
finlandais	fins
intervenir	ingryp
enfer	hell
districts	distrikte
inutile	useless
inutile	onnodig
déchets	afval
comique	komies
comique	komedie
bell	klok
bell	klokkie
manuscrits	manuscript
manuscrits	manuscripts
matières	materiale
matières	materiaal
atlanta	atlanta
essence	essence
essence	petrol
séminaire	seminary
administratives	administratiewe
administratives	verrig
vancouver	vancouver
orthographe	spelling
lucas	lucas
biologie	biologie
massachusetts	massachusetts
essayer	probeer
essayer	gepoog
marchés	markte
cellule	sel
fou	insane
fou	mal
fou	mad
accepter	aanvaar
heinrich	heinrich
coréen	korean
coréen	koreaanse
courage	moed
courage	dapperheid
moulins	windpompe
moulins	mills
humour	humor
banques	banke
banques	banking
banques	bank
nommés	genaamd
nommés	aangestelde
battre	beat
battre	ritme
battre	klop
norvégien	no
cologne	keulen
cologne	cologne
positif	positiewe
positif	positief
minnesota	minnesota
plume	feather
plume	plume
plume	pen
alimentaire	kos
alimentaire	voedsel
démarche	benadering
paysages	landskap
barry	barry
kansas	kansas
garros	garros
dissolution	ontbinding
grève	staking
grève	strike
marchandises	goedere
marchandises	vrag
marchandises	freight
fichiers	lêers
patrice	patrice
pratiquement	amper
pratiquement	prakties
quatorze	veertien
visibles	sigbare
visibles	sigbaar
arménie	armenië
norman	norman
tirant	pulling
allier	allier
xviie	seventeenth
leipzig	leipzig
dites	sê
fernand	fernand
bonaparte	bonaparte
promouvoir	bevorder
promouvoir	promoveer
promouvoir	bemark
observations	remarks
observations	observations
observations	opmerkings
rural	landelike
rural	rural
codes	kodes
warner	warner
récente	onlangse
malade	siek
arena	arena
évaluer	evalueer
évaluer	evaluering
voulu	gesoek
voulu	wou
perspective	prospekt
perspective	outlook
perspective	perspektief
garçons	seuns
edgar	edgar
doctrine	leerstelling
walt	walt
militant	militant
militant	activist
impérial	imperial
sultan	sultan
liban	libanon
calédonie	caledonia
routier	pad
routier	road
hermann	hermann
hermann	herman
sociologie	sosiologie
ballet	ballet
ernst	ernst
effort	poging
effort	moeite
affecté	toegewys
affecté	toegeken
affecté	toegeskryf
affecté	geraak
affecté	geaffekteer
affecté	geaffekteerde
stuart	stuart
implique	impliseer
jette	throws
index	indeks
veulent	wil
téléphone	foon
téléphone	phone
téléphone	telefoon
enregistre	rekord
enregistre	opneem
bouche	lips
bouche	lippe
bouche	mond
bouche	monde
queen	queen
queen	dame
hiérarchie	hiërargie
lyonnais	lyonnais
lyonnais	lyon
lyonnais	lyons
blessure	skade
blessure	besering
blessure	wonde
équateur	ewenaar
équateur	ecuador
fine	fyn
bourgeois	bourgeois
statues	standbeelde
anneau	ring
chambres	slaapkamers
chambres	kamers
chambres	rooms
chambres	kamer
youtube	youtube
xii	xii
pire	swakste
pire	ergste
pire	slegste
pire	erger
pire	slegter
profite	enjoy
terminus	terminus
onde	waai
onde	golf
retourner	terugkeer
retourner	opgelewer
abc	abc
exposé	blootgestel
exposé	kaak
définie	gedefinieer
définie	omskryf
définie	gedefinieër
masque	masque
masque	masker
combattre	combat
combattre	veg
ouvrier	worker
ouvrier	werker
ouvrier	arbeider
gloire	bekendheid
gloire	fame
gloire	glorie
gloire	glory
basses	basses
basses	lae
archive	argief
archive	argiveer
protégé	beskerm
tâche	taak
monter	mount
monter	monteer
fidèles	lojaal
fidèles	loyal
fidèles	lojale
fidèles	faithful
causes	sake
causes	oorsake
papillon	skoenlapper
papillon	moth
papillon	papillon
comparaison	vergelyk
panneaux	panele
panneaux	tekens
préparer	berei
préparer	voorberei
illustre	illustreer
accepté	ooreengekom
accepté	aanvaarde
accepté	aanvaar
pousse	deurstuur
pousse	stoot
luigi	luigi
mondiaux	wêreldwyd
mondiaux	global
mondiaux	globale
mondiaux	globaal
grant	verleen
grant	grant
globe	aardbol
globe	globe
ardennes	ardenne
médicale	mediese
médicale	medies
atlas	atlas
génétique	genetiese
génétique	genetika
ballon	ballon
ballon	bal
endroits	plekke
choc	shock
choc	skok
ondes	golwe
gérer	bestuur
romantique	romanse
romantique	romantiese
romantique	romanties
frappe	staking
frappe	strike
frappe	hits
philippines	filippyne
philippines	philippines
philippines	filippynse
quotidienne	alledaagse
quotidienne	daaglikse
islamique	islamitiese
entouré	omring
entouré	omkring
anonyme	anoniem
assurance	versekering
audience	gehoor
audience	verhoor
audience	hoor
audience	gehoor
audience	aanhoor
audience	hearing
phil	phil
helsinki	helsinki
manager	bestuurder
espère	hoop
lawrence	lawrence
unesco	unesco
littoral	littoral
littoral	coastal
danny	danny
enterré	begrawe
bonus	bonus
théories	teorie
théories	teorieë
hot	hot
hot	warm
disant	sê
disant	gesegde
disant	saying
uci	uci
diversité	verskeidenheid
rocher	boulder
rocher	rocher
garnison	garnisoen
résistant	weerstand
islande	ysland
janeiro	janeiro
macédoine	masedonië
sculptures	sculpture
sculptures	beeldhouwerk
investissement	belê
investissement	belegging
investissement	belegging
investissement	beleggings
absolument	absoluut
incident	voorval
incident	insident
chêne	oak
concerto	concerto
adversaires	teenstanders
privés	privaat
compagnon	companion
chroniques	kronieke
chroniques	chroniese
chroniques	chroniques
chroniques	chronicles
tue	kills
tue	doodmaak
paolo	paolo
radical	radikale
partenariat	vennootskap
entrées	inskrywings
entrées	beginspan
berger	berger
berger	shepherd
berger	herdershond
cache	kas
cache	cache
cache	versteek
cache	verberg
égale	gelyk
égale	gelyke
œufs	eiers
œufs	eier
tentatives	gepoogde
tentatives	pogings
emma	emma
blanches	white
miles	myle
miles	myl
demandes	toepassings
demandes	programme
demandes	aanwendings
demandes	aansoeke
demandes	versoeke
distinguer	onderskei
distinguer	distinction
boxe	boks
pair	gelyke
industriels	industrial
industriels	industriële
tarn	tarn
compagnons	companions
challenge	challenge
challenge	uitdaging
adolphe	sailor
adolphe	adolphe
adolphe	adolf
serpent	snake
serpent	slang
chimiques	chemiese
chimiques	chemikalieë
chimiques	chemikalië
jeudi	donderdag
livret	boekie
livret	libretto
média	media
noires	swart
georg	georg
amont	stroomop
individuelle	individueel
individuelle	individuele
individuelle	individu
parker	parker
métropolitaine	metropolitaanse
métropolitaine	metropolitan
isaac	isaac
foyer	foyer
invite	por
invite	nooi
invite	uitnodigings
anges	angels
anges	engel
anges	angel
rencontrer	ontmoet
étang	dammetjie
étang	étang
attente	gewag
virginia	virginia
virginia	virginië
restant	oorblywende
restant	oor
symboles	simbole
symboles	simbool
vols	vlugte
voûte	vault
voûte	arch
murray	murray
méridionale	suidelike
racines	stam
racines	root
racines	wortels
houston	houston
accueilli	aangebied
équipé	toegerus
feux	fires
feux	vure
parfait	perfek
roumain	roemeense
mali	mali
repos	rus
repos	res
gardes	guards
gardes	wagte
gardes	gardes
gand	gent
vents	winds
vents	wind
rap	rap
circulaire	sirkelvormige
vive	vive
fribourg	freiburg
fribourg	fribourg
décennies	dekades
assistance	ondersteuning
assistance	ondersteun
assistance	steun
assistance	bystand
uruguay	uruguay
esthétique	estetika
adams	adams
permanente	permanente
permanente	permanent
wayne	wayne
malte	malta
spider	spinnekop
ahmed	ahmed
anton	anton
spéciaux	spesiaal
spéciaux	spesiaal
citation	aanhaling
républicains	republican
indiens	indians
indiens	indiane
indiens	indiër
indiens	indiese
gallery	galery
tournant	turning
âges	ouderdom
âges	ouderdomme
offrir	bied
offrir	aanbod
gridcolor	gridcolor
tests	toetse
tests	toets
neutralité	neutrality
neutralité	neutraal
suisses	swiss
suisses	switserse
suisses	sweedse
bière	bier
bière	beers
faibles	swak
faibles	lae
arnold	arnold
élue	elected
élue	verkose
julia	magda
julia	julia
industries	industries
destin	destiny
destin	lot
destin	fate
angel	engel
angel	angel
archéologiques	argeologiese
invention	uitvinding
ottawa	ottawa
podium	podium
professeurs	professors
professeurs	onderwysers
professeurs	fakulteit
emplois	employment
emplois	indiensneming
emplois	jobs
emplois	werksgeleenthede
emplois	werke
emplois	betrekkings
emplois	poste
occupée	besig
occupée	beset
confusion	verwarring
confusion	verwarrend
paroisses	gemeentes
clergé	predikante
clergé	predikant
spécialement	veral
mosquée	moskee
étrange	vreemd
étrange	weird
étrange	vreemd
étrange	onewe
crimes	misdade
crimes	misdrywe
éteint	uitgestorwe
autrichienne	oostenrykse
nobles	noble
nobles	edel
exprimer	express
vendre	verkoop
vendre	verkoop
maintenance	onderhoud
maintenance	instandhouding
vicomte	vicomte
vicomte	burggraaf
session	sessie
marshall	marshall
sorbonne	sorbonne
indienne	indiër
indienne	indiese
inc	inc
just	slegs
just	net
suites	suites
inauguration	inhuldiging
contrôler	kontrole
contrôler	beheer
pietro	pietro
chœurs	chorus
chœurs	koor
colons	settlers
ferrand	ferrand
brésilienne	brasiliaanse
arsenal	arsenal
adrien	adrien
adrien	adrian
larry	larry
spéciales	spesiaal
spéciales	spesiaal
récentes	onlangse
policiers	polisiemanne
policiers	polisie
armement	wapens
armement	bewapen
ailier	wing
off	af
mayenne	mayenne
robe	rok
golf	gholf
baker	baker
baker	bakker
normalement	gewoonlik
normalement	normaalweg
jay	jay
mystère	mystery
mystère	geheimsinnig
mystère	mystère
stewart	stewart
phénomènes	phenomena
sint	sint
similaires	soortgelyke
sage	gebeur
sage	wise
sage	sage
vaisseaux	skepe
vaisseaux	vaartuie
béton	beton
lions	lions
idéal	ideaal
lionel	lionel
particules	deeltjies
particules	deeltjie
écurie	stabiel
écurie	stable
écurie	stabiele
baby	baba
soprano	sopraan
kennedy	kennedy
harris	harris
shakespeare	shakespeare
masters	masters
refusé	afgekeur
refusé	verwerp
refusé	geweier
refusé	verwerp
refusé	afgewys
coureurs	ryers
coureurs	riders
extraits	uittreksel
rencontré	raakgeloop
rencontré	teëgekom
triomphe	triumph
tribune	tribune
tribune	rostrum
reconnaît	recognizes
hip	hip
down	ondertoe
down	neer
down	af
mineurs	minderjariges
commis	klerk
commis	clerk
commis	begaan
immense	huge
bobby	bobby
opposant	teenstander
dangereux	gevaarlike
dangereux	gevaarlik
dangereux	gevaarlike
dangereux	onveilige
modes	modusse
utilité	nuttigheid
adoption	aanneem
robinson	robinson
usines	fabrieke
panneau	billboard
panneau	teken
panneau	onderteken
panneau	paneel
panneau	panel
pomme	appel
pomme	apple
inscriptions	inscriptions
inscriptions	registrasies
messieurs	gentlemen
messieurs	menere
nil	nul
nil	nil
nil	nyl
rosa	rosa
bologne	bologna
seed	saad
justification	rationale
saga	saga
salvador	salvador
reconnaître	erken
reconnaître	herken
reconnaître	herken
principauté	principality
volant	vlieënde
volant	flying
textcolor	textcolor
dents	tande
dents	tand
australienne	aussie
australienne	australiese
may	may
may	mei
may	mag
algérien	algeriese
tommy	tommy
richesse	riches
richesse	rykdom
ports	poorte
indes	india
indes	indië
terry	terry
mardi	dinsdag
sprint	sprint
infrastructures	infrastruktuur
exploration	exploration
travaillant	werksaam
matthew	matthew
matthew	matteus
cerveau	brain
cerveau	brein
fabrique	fabriek
arte	arte
voter	stem
décède	dies
diplomate	diplomatieke
maternelle	kleuterskool
maternelle	kleuterskool
relatif	relatief
relatif	relatiewe
journées	dae
sommets	pieke
urbaines	urban
urbaines	stedelike
joan	johanna
joan	joan
collaborateur	bydraer
réside	woonagtig
profondément	buig
sentiment	voel
sentiment	sentiment
théodore	theodore
théodore	fjodor
théodore	theodorus
théodore	théodore
architectes	argitek
architectes	architect
architectes	argitekte
transformer	veranderende
transformer	transformeer
médical	mediese
médical	medies
publiées	gepubliseer
habitude	gewoonte
modeste	nederig
modeste	beskeie
interface	koppelvlak
fantôme	spook
fantôme	phantom
animé	animasie
animé	geanimeerde
animé	anime
animé	lively
ludwig	ludwig
dérivé	afgeleide
dérivé	afgelei
marcus	marcus
ottoman	ottoman
universal	bekyk
imaginaire	fantasie
imaginaire	imaginary
imaginaire	denkbeeldige
microsoft	microsoft
lens	lens
passée	verlede
passée	vorige
passée	afgelope
interventions	speeches
interventions	ingrypings
collectivités	gemeenskappe
témoignage	testimony
nage	swim
arizona	arizona
nuls	null
satellites	satelliete
mâles	mans
wrestling	stoei
commerciales	kommersiële
commerciales	kommersieel
circonstances	omstandighede
circonstances	omstandighede
chants	chants
chancelier	chancellor
gratte	wolkekrabber
désignation	aanwysing
heart	hart
heart	hartjie
déclin	weier
thermique	termiese
thermique	heat
thermique	hitte
énorme	huge
réformes	hervorm
partenaires	vennote
partenaires	vennoot
partenaires	maat
partenaires	lewensmaat
partenaires	metgesel
bruit	geraas
devise	geldeenheid
devise	motto
devise	leuse
universel	bekyk
finir	einde
finir	voltooi
annie	annie
mercredi	woensdag
limiter	vashou
limiter	beperk
sons	klink
sons	geluide
sons	klanke
sons	seuns
circuits	bane
circuits	toere
circuits	tours
mono	mono
clinique	kliniek
clinique	kliniese
pennsylvanie	pennsilvanië
équation	vergelyking
tenté	gepoogde
gouvernements	regering
gouvernements	regerings
cirque	cirque
cirque	sirkus
cirque	circus
dépit	spyte
dépit	spite
eddie	eddie
progression	vordering
cooper	cooper
intégrée	geïntegreerde
intégrée	ingebedde
intégrée	ingelegde
intégrée	ingebed
vichy	vichy
tendances	neigings
dick	dick
remplaçant	plaasvervanger
électeurs	stemmers
électeurs	kiesers
simone	simone
thompson	thompson
variantes	variasies
variantes	variante
variantes	variasies
aéronautique	aeronautics
aéronautique	aéronautique
aéronautique	lugvaart
rochelle	rochelle
aigle	eagle
aigle	arend
aigle	aigle
salariés	werknemers
namur	namur
suspension	suspensie
royaumes	koninkryke
pen	pen
gravure	skryfwerk
gravure	gravure
corriger	regstelling
corriger	korrek
rangs	rye
comprends	verstaan
flag	vlaggie
flag	vlag
flag	rapporteer
prière	gebed
dallas	dallas
xvie	sixteenth
xvie	xvi
nationalités	nasionaliteit
colonisation	kolonies
pablo	pablo
appeler	oproep
appeler	bel
appeler	roep
appeler	skakel
fameux	bekende
fameux	beroemd
fameux	famous
religions	gelowe
officielles	amptelik
officielles	amptenaar
officielles	amptelike
volontaire	vrywillige
volontaire	vrywillig
volontaire	volunteer
volontaire	vrywilliger
lloyd	lloyd
chaud	hot
chaud	warm
fans	fans
fans	bewonderaars
fans	aanhangers
aus	aus
attraction	aantrekkingskrag
attraction	aantreklikheid
poètes	digters
poètes	digter
tri	rangskik
tri	sorteer
abandonner	weggooi
abandonner	verwerp
abandonner	staak
abandonner	bedank
abandonner	sluit
colère	woede
colère	kwaai
colère	wrath
colère	woede
colère	rage
cruz	cruz
réactions	reaksies
symbolique	symbolism
symbolique	simboliese
symbolique	simbolies
attendant	gewag
louvain	leuven
louvain	louvain
transforme	transformeer
patricia	patricia
races	rasse
way	manier
way	way
renaud	renaud
renaud	reginald
león	león
león	leon
armé	gewapende
graham	graham
digital	digitale
digital	digital
sensible	sensitief
artistiques	artistieke
compositions	samestellings
compositions	komposisies
walker	walker
rhénanie	rynland
planches	borde
planches	planches
divisée	ingedeel
rassemblement	byeenkoms
rassemblement	rally
rassemblement	saamtrek
messe	massa
jennifer	jennifer
con	con
obligation	swyg
obligation	verpligting
abri	skuiling
considérable	considerable
franklin	franklin
palestine	palestina
chiens	hondjies
chiens	honde
chiens	hond
foule	mob
foule	skares
foule	skare
suppose	raai
suppose	suppose
bryan	bryan
registre	registreer
berry	bessie
berry	berry
froide	cold
froide	koue
froide	koud
kurt	kurt
eva	eva
mécanisme	waartoe
angoulême	angoulême
ensembles	ensembles
ensembles	stelle
