اريد	žele
تنظيف	cleanup
تنظيف	čišćenje
هرقل	herkules
ستانلي	stanley
التشريعات	zakonodavstva
التشريعات	zakonodavstvo
سمة	tema
سمة	igranih
سمة	igrane
بارما	parma
محفوظة	rezervisan
يونكس	unix
الملايين	milioni
الملايين	milione
مطبوع	štampanih
مطبوع	štampana
مطبوع	štampani
مستقيم	pravo
جداول	tabele
جداول	tokove
المتزايد	rastući
المتزايد	rastuća
المتزايد	raste
المتزايد	rastuće
مفاعل	reaktor
خديجة	hatidža
الذئب	wolf
الذئب	vuk
الذئب	vuka
الفخار	grnčarija
سحاب	oblaka
سحاب	oblaci
سحاب	oblacima
سحاب	oblake
سحاب	oblak
حافلة	autobus
الرفع	dizanje
مشعل	beacon
محليا	lokalno
محليا	lokalnom
محليا	lokalni
مكسيكي	meksički
تشو	cho
اليوتيوب	youtube
السلمية	miran
السلمية	mirne
السلمية	mirni
الجراثيم	mikrobe
مصور	fotografa
الكونية	kosmičke
الكونية	kosmičkim
الكونية	kosmička
الكونية	kosmičkih
باسكال	pascal
فرنسيس	francis
فرنسيس	franjo
العيوب	mane
رونالدو	ronaldo
لورد	gospodara
لورد	gospodar
لورد	gospod
لورد	gospodaru
لورد	lord
مغطاة	pokriveni
مغطاة	pokrivena
مغطاة	pokrivene
بيلا	bella
نزلت	preuzeta
نزلت	preuzeto
نزلت	preuzet
ملبورن	melbourne
صيغ	formule
بستان	grove
بستان	smokvama
معاناة	patnja
معاناة	stradanja
معاناة	patnje
معاناة	pate
معاناة	muke
معاناة	pati
العبارات	fraze
البلوغ	puberteta
ثور	tor
اكتسب	stečena
اكتسب	stekla
القلوب	srca
القلوب	srcima
فورا	odmah
قلادة	ogrlicu
سماع	sluh
تحطم	sudar
تحطم	pad
الدمار	uništavanje
الدمار	uništenja
الدمار	uništenje
كرات	jaja
كرات	lopte
كرات	kugle
ريكاردو	ricardo
الفوج	regimenta
الفوج	puk
لادن	laden
النرويجية	norveški
الملاحظة	napomena
الملاحظة	posmatranje
النسبي	relativna
صلالة	salalah
خلط	miješanje
اواخر	kasni
اواخر	kasno
الرياضيين	sportista
الرياضيين	sportisti
صافي	neto
صافي	net
اللهم	allah
اللهم	allaha
اللهم	allahu
اللهم	bog
النية	namjera
النية	namjeru
النية	namjerom
النية	namjera
النية	namjere
الرهبان	monasi
صداقة	prijateljstvo
صداقة	prijateljstva
وقائع	činjenica
وقائع	činjenice
وقائع	hronika
سياسيا	politički
ودية	prijateljski
ودية	prijateljske
ثقيلة	heavy
ثقيلة	teški
ثقيلة	težak
ثقيلة	teška
ثقيلة	teške
الحقن	injekcije
الحقن	injekcijom
الصداع	glavobolje
الصداع	glavobolja
زوايا	uglovi
زوايا	uglovi
زوايا	uglova
وفاء	ispunjavanje
وفاء	odanost
وفاء	lojalnost
وفاء	ispunjenje
شارة	badge
الرحمة	milosti
الرحمة	milost
مونت	mont
مونت	monte
خوارزمية	algoritam
المطارات	aerodromi
التكاثر	uzgojem
التكاثر	razmnožavanje
جيف	jeff
المظهر	izgled
هندوراس	honduras
ظواهر	fenomen
ظواهر	fenomene
السلاسل	lanaca
السلاسل	lancima
مطاعم	restorana
المختلطة	mješovite
المختلطة	mješovita
المختلطة	hibridni
المختلطة	hybrid
الظلم	nepravda
الظلم	nepravdu
الظلم	nepravde
عناية	briga
صغر	male
صغر	mali
صغر	minimizirati
شاشات	posmatrači
شاشات	posmatrača
عضوة	član
عضوة	članica
التفاح	jabuke
راح	will
راح	će
راح	ce
اخترع	izmislili
اخترع	izumio
اخترع	izmislio
عطاء	tender
الاحتكاك	trenje
عظمة	kost
المعدية	zarazne
غراند	velika
غراند	grand
غراند	reisul
لاتينية	latinski
النظرة	vidi
الممتلكات	imovine
الممتلكات	vlasništvo
الممتلكات	imovina
الممتلكات	imovinu
الممتلكات	imovinska
الممتلكات	svojstva
اتجاهات	trendova
اتجاهات	trendovi
اتجاهات	trendove
اتجاهات	trendovima
الغاية	svrha
باع	prodala
باع	prodat
باع	prodao
الرعد	grom
روميو	romeo
رسومات	crtežima
رسومات	crteži
رسومات	grafika
مصباح	cijev
مايا	maya
مايا	maja
الانقسام	podjele
الانقسام	podijeli
التغطية	pokrivanja
التغطية	reportaža
التغطية	izvještavanje
عقيد	pukovnik
التراجع	povlači
الزينة	odlikovanja
السقف	plafonu
السقف	krov
السقف	krovu
فراغ	praznina
فراغ	praznine
فراغ	praznine
فراغ	vakuum
الطاولة	sto
بلاط	pločica
بلاط	tiles
متزوجة	udata
متزوجة	oženjen
متزوجة	oženio
المرات	puta
تولد	born
تولد	rođen
تولد	rođena
تولد	rođeni
تولد	generiše
تولد	generisati
تولد	generišu
تمرير	prenošenja
تمرير	proći
تمرير	pass
عجلة	točak
المثلية	homoseksualnost
الطحالب	alge
تخرجت	diplomirao
فاي	faye
مطلقة	apsolutni
مطلقة	apsolutna
كروية	sferni
ديربي	derbi
رون	ron
جيوفاني	giovanni
الكهرومغناطيسية	elektromagnetno
الكهرومغناطيسية	elektromagnetne
الكهرومغناطيسية	elektromagnetni
الكهرومغناطيسية	elektromagnetna
المدمرة	razarač
الحائط	zid
الهدنة	primirje
كاترين	katrine
الكتل	blokovi
زميل	kolega
زميل	saradnik
نورمان	norman
نورمان	normana
الفاسي	fasi
رقيق	tanke
فعلت	uradio
فعلت	urađen
فعلت	završeno
فعلت	urađeno
الشيشان	čečenija
الشيشان	čečenski
يفهم	razumiju
يفهم	shvatili
يفهم	razumije
يفهم	razumije
المناخية	klimatski
غسل	wash
غسل	pranje
دمر	uništene
دمر	uništen
دمر	uništena
دمر	uništeni
دمر	uništi
دمر	uništiti
الاسكتلندي	škotski
القادمين	dolazaka
العشاء	večera
العشاء	večeru
العشاء	večere
التذكاري	spomen
التذكاري	memorijal
التذكاري	komemoraciji
التذكاري	pomen
التذكاري	memorijalni
اهداف	ciljevi
اهداف	ciljevi
اهداف	mete
الضارة	štetnih
الضارة	štetan
الضارة	štetno
التميز	excellence
الليبرالي	liberalne
الليبرالي	liberalni
الليبرالي	liberalna
امر	naredba
امر	komandu
امر	komanda
امر	naređenje
امر	naredbu
امر	reda
امر	red
تعقد	kompleksnosti
تصريف	pražnjenja
تصريف	otpuštanje
تصريف	conjugate
متحدة	ujedinjene
متحدة	united
متحدة	ujedinjena
متحدة	ujedinjeni
تحكيم	arbitraže
المقترح	prijedlog
المقترح	predložio
المقترح	predloženo
المقترح	predloženi
مورغان	morgan
غوستاف	gustav
حاج	haj
تشرشل	churchill
ابطال	heroji
ابطال	šampioni
مهنية	profesionalne
مهنية	profesionalna
مهنية	profesionalni
مهنية	professional
معسكرات	logori
معسكرات	logora
معسكرات	logore
معسكرات	logorima
نيكاراغوا	nikaragve
العقدة	čvor
العقدة	čvor
عطلة	praznik
عطلة	odmor
المحامين	advokati
المحامين	advokata
ديانة	religija
الحمى	groznica
فاعل	glumac
هيثم	haytham
نفق	tunel
كارولين	caroline
كارولين	karolina
لوكهيد	lockheed
الديون	dugova
الديون	dugovanja
الديون	dugove
الديون	duga
الديون	dug
مظاهرة	demonstracije
مانهاتن	manhattan
حار	hot
حار	vrelo
رين	rin
الولد	boy
الولد	dječak
الولد	dečak
الراية	banner
وولف	wolf
وولف	vuk
وولف	vuka
تحفة	remek
عقاقير	droga
الصعوبات	poteškoća
الصعوبات	teškoće
الصعوبات	poteškoće
الصعوبات	poteškoća
الصعوبات	teškoće
توافر	raspoloživost
خضر	zelena
عقاب	kaznu
عقاب	kazna
الراعي	ovčar
الراعي	sponzor
قياسات	merenje
قياسات	mjerenja
نزيف	krvarenje
نمساوي	austrijski
مسطح	ravan
مسطح	ravne
تحية	salute
تحية	pozdrav
اطار	framework
اطار	okvir
اطار	okvir
المشاهدين	gledaoci
خامس	petom
خامس	peta
خامس	peto
خامس	peti
الوجوه	lica
اعلى	viša
اعلى	višem
مليارات	milijarde
مليارات	milijardi
عدو	neprijatelj
عدو	neprijatelj
باير	bayer
باير	baer
الجوع	glad
خريج	diplomirani
موثوق	pouzdani
موثوق	pouzdanih
موثوق	pouzdano
القياسات	merenje
القياسات	mjerenja
امتياز	privilegija
امتياز	franšizu
رشاد	rašid
تحد	izazov
تحد	challenge
الملونة	šarena
الانتماء	pripadnost
مكي	mckay
المحاولة	pokušava
المحاولة	pokušaj
قادمة	dolazi
دياب	diab
البلاستيك	plastika
سيباستيان	sebastian
قمم	peaks
قمم	vrhova
المحبة	voljeti
بازل	basile
بازل	basel
مصارعة	hrvanje
تشكيلات	formacija
تشكيلات	formacije
متميز	specifičan
متميز	istaknuti
المزارعين	poljoprivrednici
المزارعين	poljoprivrednike
المزارعين	poljoprivrednicima
تماثيل	statue
الرصد	praćenje
الرصد	monitoring
بطلة	heroine
لوي	louie
لوسي	lucy
المشاركات	dionica
المشاركات	dijeli
عملاقة	div
كامب	logor
كامب	camp
كامب	kamp
كامب	kampu
البطلة	heroine
الهندوسية	hinduizam
الغد	sutra
القاري	kontinentalna
القاري	kontinentalni
ريم	obruč
ختم	pečat
ختم	pečat
المراهقة	adolescencija
يضيف	dodaje
للسياحة	turizam
اتصل	call
اتصل	poziv
ذكي	intelligent
ذكي	smart
ذكي	pametan
قشرة	kore
قشرة	kora
قشرة	koru
شهري	mjesečna
شهري	mjesečni
زحل	saturn
موحد	ujedinjene
موحد	ujednačen
بانكوك	bangkok
شهرية	mjesečna
شهرية	mjesečni
مولر	müller
مولر	mueller
مولر	muller
مرشد	vodič
الوثائقية	dokumentaraca
الوحش	zvijeri
الوحش	zvijer
الوحش	čudovište
الوحش	monster
كورت	kurt
المهبل	vagina
عمالة	zaposlenje
عمالة	porođaj
جونيور	juniorsko
جونيور	juniorska
جونيور	junior
جونيور	mlađi
تلال	brdima
تلال	brda
تلال	hills
الجن	džina
الافتتاح	otvaranje
ضحية	žrtva
سلبي	negativan
سلبي	negativne
سلبي	negativni
سلبي	negativno
الشرط	uslovom
الشرط	uslov
الشرط	stanje
بنوك	banke
مرئية	vidljiv
مرئية	vidljiva
مرئية	vidljivi
مرئية	vidljivo
يتفاعل	reaguje
راتب	plaće
راتب	plate
راتب	plaća
اختلافات	diff
اختلافات	razlika
اختلافات	razlike
اختلافات	varijacije
باليرمو	palermo
هانوفر	hannover
الصخرة	rok
الصخرة	rock
اولاد	momci
اولاد	boys
اولاد	dječaci
برنارد	bernard
كاري	kari
جينات	geni
الماركسية	marksistička
اعتقاد	vjerovanje
اعتقاد	vjerovanja
جوناثان	jonathan
عربات	vozila
اعلن	objaviti
اعلن	proglasi
اعلن	proglasiti
اعلن	najavljeno
اعلن	najavio
اعلن	objavio
اعلن	objavili
ملونة	obojena
ملونة	šarena
صخرة	rok
صخرة	rock
ابناء	sinovi
ابناء	sinova
المرصد	opservatorija
تين	kalaj
الكامنة	latentna
صبغة	bojenje
صبغة	pigmenata
صبغة	pigment
دلهي	delhi
شارون	sharon
جنسي	sexy
جنسي	seksualnu
جنسي	spolno
جنسي	spolni
جنسي	seksualna
التوفيق	uspjeh
مرج	meadow
الحزن	žalost
الحزن	tuge
الحزن	tuga
الحزن	tuge
تلاميذ	zenice
الرسل	poslanike
الرسل	poslanici
الرسل	poslanike
الرسل	poslanici
مختبرات	laboratorije
مختبرات	labs
مختبرات	laboratorijama
مختبرات	laboratorija
مختبرات	laboratorije
كمبوديا	kambodža
بورتلاند	portland
الوجبات	obroka
خريجي	diplomaca
راو	rao
مراسم	ceremoniji
مراسم	ceremonija
مراسم	svečanosti
مراسم	svečano
شيدت	konstruisana
ناميبيا	namibije
القاموس	rječnik
كيبيك	québec
منتديات	forumima
مختلطة	mješovite
مختلطة	mješovita
فم	usta
توتنهام	tottenham
مجهود	napor
مجهود	trud
التشابه	sličnost
التضخم	inflacija
فرانكو	franco
اضطهاد	progon
اضطهاد	represije
المساهمات	doprinosi
ترينيداد	trinidad
تجريبية	eksperimentalni
تجريبية	eksperimentalna
تجريبية	eksperimentalnoj
النظائر	izotopi
جاز	džez
المطالب	zahtjevi
فتى	boy
فتى	dječak
فتى	dečak
التشفير	enkripcija
التشفير	kriptografija
المرشد	vodič
فرانز	franz
كلي	jedi
كلي	eat
كلي	jede
كلي	jedu
المكاتب	kancelarije
المكاتب	urede
رولز	rolls
امتلاك	posjedovanje
امتلاك	posjedovanja
خيارات	opcije
الحاسبات	računari
ده	deh
ده	njegovo
ده	njegov
ده	njegova
الجيب	džepu
الجيب	džepa
الجيب	džip
طفرة	mutacija
الكؤوس	pehari
مخترع	pronalazač
قارب	čamac
جرح	ranjen
جرح	rana
الفوسفات	fosfat
للاستثمار	investicija
النشطة	aktivna
النشطة	aktivni
النشطة	aktivan
توما	toma
العاب	igara
العاب	igre
العاب	igrama
العاب	igračke
العاب	toys
سيبيريا	sibirski
سيبيريا	sibira
الاقتراح	prijedlog
الاقتراح	prijedlog
التكيف	podešavanje
التكيف	adaptacija
سيلفا	silva
فينيكس	phoenix
كيت	kate
الخرسانة	beton
ناقصة	izvršeno
موقعة	potpisan
تنبيه	alarm
ثري	bogata
ثري	bogato
ثري	bogati
ثري	bogatim
ثري	bogat
رينو	renault
قلق	anksioznost
الدبلوماسي	diplomata
الدبلوماسي	diplomatsko
الدبلوماسي	diplomatski
الدبلوماسي	diplomatske
الدبلوماسي	diplomatska
فضيحة	skandal
موتورز	motors
فهرنهايت	fahrenheit
مطابقة	meč
المعسكر	logor
المعسكر	camp
المعسكر	kamp
المعسكر	kampu
السل	tuberkuloze
اقليم	pokrajina
اقليم	regija
اقليم	teritorije
اقليم	teritorija
الحلويات	sweets
مقهى	cafe
مقهى	cafe
سراي	galatasaray
المختلط	mješovite
المختلط	mješovita
المتهم	optužio
المتهم	optužen
المتهم	optuženi
المتهم	optuženi
المتهم	okrivljeni
المتهم	optuženik
خيوط	threads
حامية	garnizona
حامية	zaštitnik
حامية	zaštitnika
الربح	profit
الربح	dobit
ابتكار	inovacija
عيادة	klinika
الديدان	crvi
دموية	krvavi
دموية	krvave
باكو	baku
لونغ	dugi
لونغ	dug
لونغ	dugu
لونغ	long
لونغ	dugo
النحت	skulptura
لورين	lauren
لورين	loren
ماضي	prošlost
تفكك	raspada
تفكك	raspada
الفيلق	legija
الفيلق	legiji
الفيلق	legije
الحنجرة	grlo
الحنجرة	grla
الاجتماعات	sastanke
الاجتماعات	sastancima
الاجتماعات	sastanci
الاجتماعات	sastanaka
فرانشيسكو	francesco
الحلو	slatko
الكروم	hrom
الكروم	hrom
الكروم	loza
الممر	koridor
المزايا	prednosti
الركبة	knee
جمل	rečenica
جمل	presude
جمل	rečenice
جمل	camel
الشراكة	partnerstvo
الشراكة	partnerstvu
تباع	prodala
تباع	prodat
تباع	prodao
الاستواء	ekvator
الثعلب	lisica
الثعلب	fox
الزئبق	merkur
نيك	nik
نيك	nick
الموضع	pozicija
الموضع	položaj
الموضع	plasman
مملوكة	vlasništvu
بعثات	ekspedicije
نية	namjera
نية	namjeru
نية	namjerom
نية	namjera
نية	namjere
سمر	ljeto
الناقل	transporter
الناقل	nosača
الناقل	nosač
خطير	opasnu
خطير	opasna
خطير	opasne
خطير	opasan
خطير	opasni
خطير	opasno
افتراض	pretpostavka
غاري	gary
افلام	filmovi
افلام	filmova
افلام	filmovi
افلام	filmova
مهارة	vještine
غابرييل	gabrielle
اللقاح	vakcina
تؤخذ	odveden
تؤخذ	uzeo
تؤخذ	donesena
التعدين	rudarstvo
انضمام	pristupanje
انضمام	pridruživanja
انضمام	pridruživanje
مبالغ	iznose
مبالغ	iznosi
بودابست	budimpešta
باركر	parker
ستوديو	studio
الفجوة	jaz
بلبل	bulbul
بصرية	vizuelni
بصرية	vizuelno
بصرية	vizuelna
بصرية	visual
بصرية	optički
بصرية	optičko
مجد	slava
جراح	hirurg
الموجه	vektor
الرخام	mramor
كريات	kiryat
الندوة	simpozijum
الندوة	seminaru
الندوة	seminar
الزوجية	bračnom
ملازم	poručnik
محي	izbrisani
محي	brišu
ييل	yale
مون	mun
المكثف	intenzivne
المكثف	intenzivna
المكثف	kondenzator
ديفيس	davis
المثانة	mjehur
المثانة	bešika
هجومية	ofanzive
هجومية	kozari
هجومية	ofanzivu
هجومية	ofanziva
تتابع	štafeta
دونالد	donald
بيض	jaja
بيض	jaje
التوحد	autizam
الجانبي	sidebar
افضل	bolji
افضل	bolje
افضل	najbolji
افضل	best
فين	finn
رطل	funta
الحلبة	arena
ديك	dick
ثمار	voće
ثمار	plod
فيلق	legija
فيلق	legiji
فيلق	legije
حوت	kit
الانتظار	čekanje
الانتظار	čekajući
الانتظار	čeka
الانتظار	čekaju
الانتظار	čekanja
الانتظار	sačeka
الانتظار	čekati
الانتظار	wait
الكونت	računaju
الكونت	grof
الكونت	broji
فتيات	djevojke
فتيات	girls
الجذب	atrakcija
الجذب	privlačnost
الجذب	atrakciju
الجذب	atrakcija
الجذب	atrakcije
نصير	nasir
نصير	navijač
نصير	fan
العرف	običaj
لقاح	vakcina
فلاش	flash
البلدات	gradove
البلدات	gradova
البلدات	gradovima
الخضروات	povrće
الخضروات	povrća
غزا	osvojio
غزا	osvojen
راب	rep
عدسة	objektiv
عدسة	leće
مصارع	gladijator
بريستول	bristol
جود	judea
جود	jude
حضرية	urban
حضرية	urbani
حضرية	urbano
حضرية	urbana
حضرية	urbane
الموسمية	sezonski
الموسمية	sezonske
العز	solitude
الرئتين	pluća
تهدد	prijeti
تهدد	prijete
سميرة	samira
يتعلم	uče
يتعلم	nauči
يتعلم	uči
يتعلم	learn
تعليمي	tutorial
لويز	louise
عميل	klijent
عميل	agens
عميل	agent
امين	amin
الصمت	tišina
الصدور	grudima
نفذ	izvrši
المخلوقات	stvorenja
التعاقد	ugovor
الحظر	kulin
الحظر	zabrana
الحظر	bana
الحظر	ban
الحظر	embargo
الحظر	prohibicije
التبرعات	doprinosi
التبرعات	donacija
التبرعات	donacije
قبضة	grip
قبضة	pesnica
الثور	bik
الثور	bik
المشعة	radioaktivnih
المشعة	radioaktivnog
مستخدمين	korisnici
مستخدمين	korisnika
الدافع	motiv
الدافع	motivacija
تاي	tai
رابعة	četvrta
رابعة	četvrti
رابعة	četvrto
رابعة	četvrtog
رابعة	četvrtom
احياء	živa
الاكتشافات	otkrića
بيج	peg
العائد	prinos
شهير	poznati
شهير	poznata
شهير	poznat
شهير	poznate
شهير	slavni
بولي	polly
تود	toda
رالف	ralph
انقسام	podijeljeni
انقسام	podijeljene
انقسام	podijeljen
انقسام	podijeljeno
انقسام	splitsko
انقسام	split
انقسام	splitska
انقسام	podjele
انقسام	podijeli
النجاة	opstanak
النجاة	preživljavanje
كثيف	gusta
كثيف	gusto
التجميع	compilation
التجميع	konsolidacije
النافذة	prozor
التوثيق	dokumentacija
التوثيق	dokumentaciju
صفاقس	sfax
السائق	vozač
السائق	vozača
الرؤساء	predsjednici
الرؤساء	predsjednike
الرؤساء	nadređenih
قاذفة	pokretač
فتحات	rupe
فتحات	rupa
كيوتو	kyoto
العولمة	globalizacija
نادرا	rijetko
الفريد	alfred
الرسام	slikar
الخنازير	svinje
العنكبوت	pauk
بابلو	pablo
التخدير	anestezije
سمية	otrovni
سمية	toksičnost
تعويض	kompenzacije
تعويض	kompenzaciju
تعويض	naknadu
تعويض	naknade
ماديسون	madison
خلافات	neslaganjima
خلافات	neslaganja
نوفا	nova
التزام	obaveza
التزام	opredjeljenje
التزام	opredjeljenja
التزام	posvećenost
التزام	obaveza
جبران	gibran
ميسي	messi
اجزاء	dijela
اجزاء	dijelovi
اجزاء	delovi
اجزاء	dijelove
اجزاء	delići
الضحية	žrtva
التماثيل	statue
ممتلكات	imovine
ممتلكات	vlasništvo
ممتلكات	imovina
ممتلكات	imovinu
ممتلكات	imovinska
واين	wayne
خسرت	izgubljeni
خسرت	izgubila
خسرت	izgubljena
خسرت	izgubili
خسرت	izgubio
مغلق	zatvorena
مغلق	zatvoreno
مغلق	zatvorio
كونراد	conrad
كونراد	konrad
تمكين	jačanjem
تمكين	omogućili
تمكين	omogući
تمكين	omogućiti
تمكين	osnaživanje
تمكين	omogućava
ربح	profit
ربح	dobit
المزمنة	hronični
المزمنة	hronična
المزمنة	hronične
المزمنة	hroničnih
المزمنة	hroničnim
مسلمين	muslimani
الدموي	krvavi
الدموي	krvave
منتجع	banja
احتراق	sagorijevanje
احتراق	paljenje
مومباي	mumbai
العداء	neprijateljstvo
مجهزة	opremljen
مجهزة	opremljena
مجهزة	opremljeni
رقص	ples
رقص	plesu
رقص	ples
بحار	moreplovac
الصقر	soko
الصقر	soko
الصقر	hawk
الهيليوم	helij
سجناء	zarobljenike
سجناء	zatvorenici
المصور	fotografa
تدوير	rotate
الشراء	nabavku
الشراء	kupovina
الشراء	nabavke
الشراء	nabavku
روحي	duša
حاسمة	odlučujuća
البرازيلية	brazilski
مختلط	mješovite
مختلط	mješovita
الدبابة	tenk
النبيذ	vino
الاذاعة	emitiranje
الاذاعة	radio
السطر	linija
الناجين	preživeli
الناجين	survivor
المقارن	komparativna
نينجا	nindža
طفلة	dijete
الهواة	amaterski
الصفوف	časovi
الصفوف	redova
وعي	svijesti
وعي	svesti
وعي	svijest
المقدرة	procjenjuje
ناجح	uspješan
ناجح	uspješnu
ناجح	uspješne
ناجح	uspješna
ناجح	uspješni
ليستر	lestera
ليستر	lester
قصب	cane
نظري	teoretski
نظري	teorijska
ميادين	polja
الوزارات	ministarstva
مثالية	savršen
مثالية	savršena
دنفر	denver
العريضة	peticiju
لينا	lena
ليرة	lira
الانجليزية	engleski
متفاوتة	neujednačen
العمدة	gradonačelnik
عضوي	organska
باغ	bag
باغ	buba
باغ	bug
فيراري	ferrari
استبعاد	isključi
استبعاد	isključenja
استبعاد	isključena
هامش	fringe
العدسة	objektiv
العدسة	leće
رودولف	rudolph
رودولف	rudolf
رئاسية	predsjednički
المعتقد	vjerovanje
المعتقد	vjerovanja
طفيفة	blagi
طفيفة	blagog
شقة	ravan
شقة	ravne
شقة	stan
يحفظ	spašava
الشفوية	usmena
الدوريات	patrola
الدوريات	patrolni
خاطئ	krivo
خاطئ	wrong
خاطئ	pogrešan
خاطئ	pogrešno
الاستقبال	prijem
رواندا	ruanda
الملحن	kompozitor
المؤدي	izvođač
بند	klauzula
مينا	mina
دبلن	dablinu
العد	računaju
العد	grof
العد	broji
العد	broji
المؤشر	kursor
المؤشر	indikator
المؤشر	kursor
رقصة	ples
الفنلندي	finska
الفنلندي	finski
نيكس	knicks
بوست	post
الشجر	drveće
تضمين	uključenje
تضمين	uključuju
تضمين	uključiti
الصافي	neto
الصافي	net
اللؤلؤ	pearl
اللؤلؤ	biser
الضريح	oltar
الضريح	mauzolej
التفاوض	pregovori
الراهب	monk
دورتموند	dortmund
الصربية	srpski
الوسطي	medial
المستهلكين	potrošači
المستهلكين	potrošača
لينكولن	lincoln
لينكولن	linkoln
الشهرية	mjesečna
الشهرية	mjesečni
الانتخاب	izbori
شابة	mladi
شابة	mlada
شابة	young
شابة	mladić
المستقل	independent
المستقل	nezavisno
المستقل	nezavisni
المستقل	nezavisna
عداء	neprijateljstvo
القرنية	rožnjače
العنق	vrat
كارا	kara
مستطيل	pravougaonik
مستطيل	pravougaonih
الرضع	novorođenčad
الرضع	bebe
حقيبة	kesa
حقيبة	bag
حقيبة	kesica
حقيبة	aktovku
نطاقات	rasponu
نطاقات	bendova
نطاقات	bendovi
محمول	laptop
تركيبة	kombinacija
الاغتيال	atentat
عصابات	bande
المفكرين	mislilaca
يسري	primjenjuje
غريغوري	gregory
رمزية	simbolično
المستوطنين	naseljenici
هربرت	herbert
المقياس	skala
صراحة	iskreno
استثمار	investiranje
استثمار	ulaganjima
استثمار	uložiti
استثمار	investira
استثمار	investicija
الام	majka
المؤامرة	zavjera
المؤامرة	zavjere
المؤامرة	zavjera
الادارة	odjel
الادارة	katedri
الادارة	odjeljenje
الادارة	departmenta
الادارة	menadžment
الادارة	uprava
الادارة	administracija
عروة	lug
موجب	pozitivna
موجب	pozitivan
موجب	pozitivne
موجب	pozitivni
الائتلاف	koalicija
فساد	korupcija
الجواب	odgovor
روزفلت	roosevelt
الافتراضي	default
الافتراضي	uobičajeni
الافتراضي	uobičajena
الافتراضي	virtualna
الافتراضي	virtuelna
الافتراضي	virtualni
استثناء	isključi
استثناء	izuzetak
لقطة	presjek
يوري	jurij
حساسة	osjetljivih
حساسة	osjetljiv
داغستان	dagestan
البطاقات	karte
المداري	orbitalni
المداري	orbitalnim
البنزين	benzin
البنزين	benzin
الاستفتاء	referendum
تجريبي	demo
تجريبي	eksperimentalni
تجريبي	eksperimentalna
تجريبي	eksperimentalnoj
المطبوعات	publikacija
مها	maha
تلة	brdo
هارولد	harold
جاف	suha
جاف	suho
فخري	počasni
الزلازل	zemljotresi
تجويف	šupljina
تداول	tiraž
تداول	opticaju
الخيارات	opcije
صن	sunce
صن	sen
عملاء	klijentima
عملاء	klijente
عملاء	klijenata
عملاء	agenti
راكب	putnik
الرفض	odbacivanje
الرفض	odbijanje
النوافذ	windows
الطوب	cigli
ريان	ryan
الاختصاص	nadležnosti
الاختصاص	nadležnost
الاختصاص	sposobnost
الفلاح	seljak
كرتون	crtani
كرتون	cartoon
سبعين	sedamdeset
التضاريس	terenu
لى	lee
التوبة	pokajanje
المتجددة	obnovljiva
المتجددة	obnovljivi
شراكة	partnerstvo
شراكة	partnerstvu
التدابير	mjerama
التدابير	mjere
التدابير	mere
كريستال	kristal
العشرون	twentieth
الزلزال	potres
مستخدمون	korisnici
مستخدمون	korisnika
التسوق	kupovinu
الترويج	promocija
الترويج	promovisanje
الترويج	promoviranja
الترويج	promovira
الترويج	jačaju
الترويج	jačanje
قفل	brava
تفكير	misleći
خصيصا	specijalno
الاخيرة	last
الاخيرة	poslednji
الاخيرة	poslednja
الاخيرة	posljednja
الاخيرة	zadnja
الاخيرة	posljednji
المفاعل	reaktor
العقوبة	penala
العقوبة	kazna
العقوبة	kaznu
العقوبة	kazna
السيليكون	silikon
السيليكون	silicij
الرؤوس	glava
اعلان	hadis
اعلان	oglašavanje
اعلان	deklaracija
اعلان	proglašenje
الجبن	sir
المقاطع	spremnika
سحابة	oblak
القبور	grobovi
مارتين	martin
الخسارة	gubitak
ناقلة	tanker
الياس	elias
النقاشات	diskusija
النقاشات	debatama
عيب	srama
المتوقعة	očekivao
المتوقعة	očekivali
المتوقعة	očekivano
برونو	bruno
الطرد	protjerivanje
الطرد	izbacivanja
الطرد	paket
الفوري	instant
تثبيط	obeshrabriti
تثبيط	inhibicija
الخصوصية	privatnost
تيسير	olakšavaju
بوبي	bobi
بوبي	bobby
شهود	svjedoci
التباين	varijacija
التباين	nasuprot
التباين	kontrast
التباين	contrast
امبراطور	imperator
الجينوم	genomika
الجينوم	genom
سهم	strela
كريستينا	christina
بكرة	reel
بكرة	sutra
كريت	kreta
مسلح	naoružani
مسلح	oružane
طالبة	student
الصادرات	izvoz
الصادرات	izvoza
الصادرات	izvoz
الالبوم	album
راحة	udobnost
راحة	ostatak
الاحترام	poštovanje
الاستحقاق	zasluge
الاستحقاق	zrelost
الاستحقاق	korist
التعقيد	kompleksnosti
التعقيد	komplikacija
البروتوكول	protokol
الشواطئ	plaže
الميزات	karakteristike
فوهة	krater
سياتل	seattle
الوطنيين	patriots
البارود	barut
البارود	prah
البارود	praha
بنز	benz
دارفور	darfur
درامية	dramatičnog
درامية	dramatična
درامية	dramatičnim
درامية	dramatičnu
درامية	dramatičan
كبريتات	sulfat
