avhandlingen	dizertaci
falsk	padělek
falsk	falešné
falsk	falešný
falsk	fake
munk	mnich
munk	munk
clements	clements
ombygging	přestavba
tomas	tomas
tomas	tomáš
mali	mali
hals	hrdla
hals	hrdlo
hals	krk
hals	šíje
hals	krku
formue	jmění
formue	štěstěna
fet	odvážné
fet	odvážná
fet	smělý
fet	odvážný
fet	tlustý
fet	tuk
fet	tučný
fet	tuky
fet	tlustá
summen	částka
summen	suma
summen	součet
spinner	točí
spinner	točí
nikolai	nikolaj
waters	vody
hydrogen	vodík
hydrogen	vodíku
tester	testy
tester	zkoušky
tester	testování
tester	zkoušení
tester	zkouška
tester	zkoušky
imdb	imdb
curtis	curtis
ukrainske	ukrajinské
ukrainske	ukrajinský
without	bez
todd	todd
tove	tova
tove	tove
nøyaktige	přesné
nøyaktige	přesná
nøyaktige	přesný
castro	castro
himmel	nebe
himmel	nebesa
himmel	nebe
himmel	obloha
himmel	sky
himmel	nebeský
plasserer	uvádění
phoenix	fénix
phoenix	phoenixu
phoenix	phoenix
ibm	ibm
rob	rob
rob	robe
rca	rca
manuelt	ručně
manuelt	manuálně
gudinne	bohyni
gudinne	bohyně
arms	zbraně
arms	paže
arms	ruce
urter	bylinky
urter	byliny
omgivelser	okolí
filosofisk	filozofické
erstatter	nahrazení
erstatter	nahradí
erstatter	nahrazuje
erstatter	náhrada
erstatter	nahrazení
erstatter	náhradní
skarp	ostrý
skarp	ostře
skarp	ostré
skarp	ostrá
slåss	boj
slåss	boje
stanford	stanfordu
stanford	stanford
marcel	marcela
marcel	marcel
overgrep	zneužití
overgrep	týrání
overgrep	zneužívání
rex	rex
gaver	dárky
gaver	dary
gaver	dárky
gaver	dárků
marseille	marseille
marseille	marseille
player	hráče
player	hráči
player	přehrávač
player	hráč
mel	mouka
mel	mouky
mel	mouku
mel	mel
mel	mela
lidelser	útrapy
muntlig	orální
muntlig	perorální
muntlig	ústní
utah	utahu
drøm	snít
drøm	sen
drøm	dream
auto	auto
auto	automatický
auto	automatické
auto	automatická
auto	automaticky
lind	lind
uci	uci
edith	edith
utøverne	sportovci
utøverne	sportovce
tilbudet	nabídku
tilbudet	nabídnout
tilbudet	nabídka
kamerun	kamerunu
ferguson	ferguson
ferdigheter	dovednosti
fremmed	cizinec
stjernene	hvězdičky
stjernene	hvězdy
stjernene	hvězdami
stjernene	stars
command	příkaz
command	velitelství
command	velení
madsen	madsen
tolkes	vykládat
signal	signál
españa	españa
instrumental	instrumentální
kaster	házet
kaster	házení
kaster	hází
kaster	hodí
løpere	běžce
løpere	běžci
oppdage	objevení
oppdage	objevování
oppdage	odhalování
oppdage	detekovat
oppdage	objevit
oppdage	objevovat
tilnærming	přiblížení
tilnærming	přistupovat
tilnærming	přístup
board	prkno
board	palubě
board	tabule
vogt	vogt
jylland	jutska
fairmaire	fairmaire
utslipp	emise
busser	autobusy
zhou	zhou
zhou	čou
verb	sloveso
verb	slovesa
marina	marina
marina	přístav
marina	marino
satse	sázka
satse	vsadit
løve	lva
løve	lev
interesserte	zájem
interesserte	zajímá
interesserte	zajem
setninger	věty
setninger	vět
setninger	rozsudky
alpine	alpské
grov	hrubé
margin	marže
margin	rozpětí
dødelig	smrtící
dødelig	smrtelná
dødelig	smrtelné
dødelig	smrtící
dødelig	smrtelný
dødelig	smrtelná
dødelig	smrtelné
dødelig	smrtelná
dødelig	smrtelný
dødelig	smrtelné
dødelig	fatální
dødelig	smrtelný
dødelig	smrtelník
dødelig	smrtelné
dødelig	smrtelná
krise	krizi
krise	krize
vurderte	hodnocen
vurderte	jmenovité
vurderte	jmenovitý
vinduer	windows
vinduer	okna
vinduer	oken
richmond	richmond
richmond	richmondu
imo	imo
plukket	vybírala
plukket	vybral
dong	dong
innsikt	přehledy
next	další
next	dále
strømsgodset	strømsgodset
alessandro	alessandro
ideologi	ideologie
salme	žalm
modifisert	upravený
modifisert	změněno
modifisert	modifikované
modifisert	upraveno
modifisert	upravené
modifisert	upravená
ekstern	externí
ekstern	externích
ekstern	vnější
sofie	sofie
sammenslåingen	sloučení
sammenslåingen	sloučit
sammenslåingen	sloučení
symboliserer	symbolizuje
jefferson	jefferson
temple	svatyně
temple	temple
temple	chrám
vellykkede	úspěšná
vellykkede	úspěšně
vellykkede	úspěšné
vellykkede	úspěšný
shandong	shandong
internt	vnitřní
internt	interní
internt	interně
internt	vnitřně
søkt	uplatňována
søkt	prohledali
due	holub
due	holuba
due	holubice
krigene	války
krigene	válek
jung	jung
richards	richards
edda	edda
guyana	guyana
norfolk	norfolku
notert	zaznamenáno
notert	poznamenal
notert	zaznamenána
heyerdahl	heyerdahl
clara	clara
clara	claro
clara	klára
posthumt	posmrtné
harper	harper
tunneler	tunely
tunneler	tunelů
control	ovládání
control	kontrola
control	kontrolní
control	kontrolu
kid	kluk
kid	dítě
kid	kid
emmy	emmy
elin	elin
queens	královny
queens	queensu
queens	queens
kulturelt	kulturně
gun	zbraň
gun	pistole
enger	pastviny
yale	yale
ifk	ifk
brød	pečivo
brød	chleba
brød	chléb
aluminium	hliník
aluminium	hliník
bestilt	nařídil
nebraska	nebrasce
brakt	přinesla
brakt	přinesl
cornelius	cornelius
skoger	lese
skoger	lesy
skoger	lesy
slovakisk	slovenská
slovakisk	slovenské
slovakisk	slovenská
slovakisk	slovenské
medley	medley
sirkel	kruh
sirkel	kroužek
sirkel	kruhu
sirkel	kružnice
bensin	benzín
bensin	benzin
bensin	benzín
bensin	plynové
bensin	plyn
bensin	plyny
bensin	benzín
bensin	benzin
sapporo	sapporo
trenge	potřebovat
trenge	potřebuji
trenge	potřebují
trenge	potřeba
stol	židle
stol	židli
stol	křeslo
mhz	mhz
midlertidige	dočasné
midlertidige	dočasná
midlertidige	dočasně
midlertidige	dočasný
omgivelsene	okolí
bryllup	svatby
bryllup	svateb
bryllup	svatba
bryllup	svatbu
bryllup	svatební
bryllup	svatby
bowie	bowie
registrering	registrace
registrering	zápis
registrering	registraci
kiel	kiel
korrupsjon	korupce
korrupsjon	korupci
munnspill	harmoniku
kontakter	kontakty
norwich	norwich
newman	newman
størrelser	velikosti
eiker	paprsky
wimbledon	wimbledon
aviation	letecká
aviation	letectví
nevada	nevadě
ulykke	havárie
ulykke	nehoda
ulykke	úraz
tillate	umožňující
tillate	povolit
tillate	umožnit
tillate	povolit
tillate	povolení
oddvar	oddvar
limited	omezeno
limited	omezený
limited	omezené
limited	omezená
initiativet	iniciativa
initiativet	iniciativy
initiativet	podnět
initiativet	iniciativu
legeme	tělo
nature	přírodní
nature	povaha
nature	příroda
nature	přírodě
nature	přirozenost
mag	mag
lilla	fialová
lilla	fialové
lilla	fialový
lilla	lilla
utlendinger	cizinci
utlendinger	cizince
hytte	chatě
hytte	chata
hytte	domek
hytte	chatě
hytte	chata
hytte	chaty
hytte	kabina
religiøst	nábožensky
religiøst	náboženský
religiøst	náboženská
religiøst	náboženské
kaffe	kávy
kaffe	kávu
kaffe	kafe
kaffe	káva
hjemmesiden	homepage
skyldig	vinný
skyldig	vinen
skyldig	vinná
irene	irena
irene	irene
dam	rybník
dam	rybníku
dam	dáma
dam	dámu
dam	přehrada
dam	dam
dam	hráz
dam	přehradu
heinz	heinz
gallia	gal
operation	provoz
operation	operace
keramikk	keramické
keramikk	keramiky
fiendtlige	nepřátelský
fiendtlige	nepřátelská
fiendtlige	nepřátelské
slektning	příbuzná
slektning	relativně
slektning	relativní
slektning	příbuzný
metropolitan	metropolitní
volvo	volvo
guitar	kytara
guitar	kytaru
sinn	mysl
sinn	mysl
restaurering	obnovení
restaurering	obnova
restaurering	renovace
kampanjen	kampaň
kampanjen	kampaně
kampanjen	tažení
vogner	kočáry
vogner	vozy
vogner	vozů
registrere	registr
registrere	registrovat
registrere	zaregistrovat
need	potřebovat
need	potřebuji
need	potřebují
need	potřeba
tobias	tobias
satset	sázka
satset	vsadit
lam	jehněčí
lam	jehně
lam	beránek
lam	lam
lam	jehňata
wade	wade
hedret	poctěn
hedret	poctěn
måles	měřeno
måles	měřené
måles	naměřené
måles	měřená
daily	denní
daily	denně
daily	každodenní
fenomener	jevy
fenomener	fenomén
aking	saně
hyllest	hold
hyllest	pocta
hyllest	hold
hyllest	pocta
betraktelig	výrazně
betraktelig	značně
betraktelig	významně
betraktelig	výrazně
lesning	čtení
lesning	čtu
verdifulle	cenný
verdifulle	cenná
verdifulle	cenné
verdifulle	hodnotné
opus	opus
legat	legát
drivstoff	paliva
drivstoff	palivo
emanuel	emanuel
plast	plastů
plast	plasty
plast	plastové
plast	plast
plast	plasty
følelse	pocit
tonnasje	tonáže
visa	vízum
visa	víza
åpnes	otevře
åpnes	otevírá
hampshire	hampshire
utallige	nespočet
utallige	bezpočet
lorenzo	lorenzo
#dfffdf	#dfffdf
oppgjør	zúčtování
medium	středně
medium	střední
medium	médium
felder	felder
instruktør	instruktora
instruktør	instruktor
jubileum	výročí
oppnevnt	jmenovaný
oppnevnt	jmenované
oppnevnt	jmenován
hovedkvarteret	ústředí
hovedkvarteret	velitelství
hovedkvarteret	sídlo
batteri	baterie
monumentet	pomník
monumentet	památník
monumentet	památka
monumentet	monument
bønn	modlení
bønn	modlitbu
bønn	modlitba
holdninger	přístupy
holdninger	postoje
kriminelle	zločinci
simpsons	simpsonovi
innså	realizované
trust	důvěru
trust	věřit
trust	důvěra
joel	joel
høyder	výšky
høyder	heights
høyder	výšek
tomt	prázdné
tomt	prázdná
tomt	prázdno
tomt	prázdný
tomt	vyprázdnit
tomt	prázdné
tomt	prázdný
tomt	prázdno
ruud	ruud
påstått	údajný
påstått	údajné
påstått	údajného
pax	pax
auguste	auguste
must	musí
steffen	steffen
benny	bennyho
benny	benny
garcía	garcía
essex	essex
presidenter	předsedové
presidenter	prezidenti
presidenter	prezidentů
bangkok	bangkoku
reform	reformu
reform	reformovat
reform	reforma
reform	reformy
redaktører	redakce
redaktører	editoři
egon	egon
eli	eli
aux	aux
anmeldelser	recenze
prisene	ceny
prisene	cen
prisene	ceník
restauranter	restaurace
restauranter	restaurací
depresjon	depresi
depresjon	deprese
mus	myší
mus	myši
mus	myš
mus	myší
mus	myška
mus	myši
norton	norton
ellevte	jedenáctý
ten	desítka
ten	deset
amerikanere	američané
amerikanere	američani
amerikanere	američany
prestasjoner	úspěchy
marilyn	marilyn
scandinavian	skandinávské
prosjektene	projektů
prosjektene	projekty
komponenter	součástky
komponenter	komponenty
komponenter	součásti
born	narodil
born	narozena
born	narozen
xvi	xvi
reservoaret	přehrada
reservoaret	nádrž
tretti	třicet
tretti	thirty
måne	měsíční
måne	měsíci
måne	měsíc
måne	moon
primitive	primitivní
inviterte	pozván
inviterte	pozvaní
inviterte	pozval
inviterte	pozváni
inviterte	pozvaní
inviterte	pozvaných
fat	tlustý
fat	tuk
fat	tučný
fat	tuky
fat	tlustá
css	css
kirka	kostela
kirka	kostel
kirka	církev
bella	bello
bella	bella
krag	krag
menigheter	farností
guangzhou	guangzhou
davies	davies
anklager	obvinění
anklager	obviňování
bern	bern
bonn	bonnu
ris	rýži
ris	rýže
ris	ris
meldinger	zprávy
meldinger	vzkazy
meldinger	poselství
forårsaker	příčiny
forårsaker	způsobuje
halvkule	polokouli
signatur	podpis
olsson	olsson
helga	helga
myten	mýtus
datamaskin	počítačová
datamaskin	počítač
datamaskin	počítače
datamaskin	počítači
opprettelse	tvorba
opprettelse	vznik
opprettelse	vytvoření
opprettelse	vytváření
opprettelse	tvoření
duncan	duncana
duncan	duncan
alfonso	alfonso
sikt	zamířit
sikt	cílem
sikt	zviditelnění
sikt	viditelnost
mother	matku
mother	matka
lagring	sklad
lagring	úložiště
lagring	uchovávání
lagring	skladování
lagring	záchrana
lagring	ukládání
lagring	úspory
lagring	záchranu
lagring	uložení
lettvekt	lehké
fremtid	budoucnosti
fremtid	budoucí
fremtid	budoucnost
fremtid	futures
fattigdom	chudoba
fattigdom	bída
hekker	hnízdění
utsiden	vně
utsiden	mimo
utsiden	venku
prefektur	prefektura
christ	kristus
christ	kriste
belønning	odměna
belønning	odměnou
belønning	odměnu
eritrea	eritreji
begynnelse	počátek
begynnelse	začátek
salzburg	salzburg
borger	občan
borger	občana
bryan	bryan
dragon	draku
dragon	drak
leveres	doručen
leveres	doručeno
leveres	dodáno
leveres	dodané
leveres	doručena
oppfinner	vynálezce
rothschild	rothschild
propaganda	propaganda
captain	kapitáne
captain	kapitán
magic	magie
magic	magic
magic	čáry
magic	kouzlo
magic	kouzelné
third	třetí
fossil	fosílie
fossil	fosilních
fossil	fosilní
selvbiografi	autobiografii
greg	greg
forbedringer	zlepšení
forbedringer	zdokonalení
forbedringer	vylepšení
forbedringer	vylepšení
leicester	leicester
haven	havenu
haven	haven
enkleste	nejlehčí
enkleste	nejjednodušší
enkleste	nejjednodušší
nøytrale	neutrální
perfekt	dokonalá
perfekt	perfektní
perfekt	dokonalý
måner	měsíců
måner	měsíce
atmosfære	atmosféru
atmosfære	ovzduší
atmosfære	atmosféry
atmosfære	atmosféra
besatt	posedlá
besatt	posedlý
besatt	posedlá
besatt	posedlí
besatt	posedlý
utkast	návrh
utkast	koncept
utkast	koncepty
hannibal	hannibal
kommunistene	komunisty
kommunistene	komunisti
kommunistene	komunisté
preston	preston
sjekk	šek
sjekk	kontrola
sjekk	zkontrolovat
sjekk	zkontrolujte
laos	laosu
frue	madam
frue	paní
gjensidig	vzájemné
gjensidig	vzájemná
gjensidig	vzájemný
edit	úprava
edit	upravit
bis	bis
konsulent	konzultant
konsulent	poradce
konsulent	poradenství
konsulent	konzultace
konsulent	konzultaci
fjerner	odebírání
fjerner	odstraní
fjerner	odstraňuje
jessica	jessicu
jessica	jessica
rachel	rachael
rachel	rachel
læring	učení
læring	výuka
jong	jong
levninger	ostatky
levninger	zůstává
levninger	pozůstatky
centimeter	centimetry
centimeter	centimetry
centimeter	centimetrů
centimeter	centimetr
igor	igor
krevende	náročná
krevende	náročný
krevende	náročné
karakterer	známky
marion	marion
grenoble	grenoble
islamsk	islámský
islamsk	islámské
talk	mluv
jakobsen	jakobsen
stade	stade
foreninger	asociace
foreninger	sdružení
mineraler	minerály
lübeck	lübeck
tørr	suchá
tørr	suché
tørr	sucho
tørr	suchý
rykter	zvěsti
rykter	pomluvy
rykter	fámy
rykter	zvěsti
rykter	fámy
tilhørighet	příslušnost
tilhørighet	přidružení
tilhørighet	afinitou
diskuteres	probírali
mesopotamia	mezopotámie
genetisk	genetický
genetisk	genetické
genetisk	genetická
unix	unix
standarder	normy
standarder	standardy
standarder	norem
teologisk	teologické
gibson	gibson
mulighetene	možností
mulighetene	možnosti
grafikk	grafika
grafikk	dílo
sjekket	zkontroloval
bearbeidet	zpracované
bearbeidet	zpracovány
aksjon	akce
aksjon	akční
aksjon	akci
søknad	přihláška
søknad	aplikace
søknad	žádost
finans	financování
finans	finance
finans	financovat
reality	skutečnost
reality	reality
reality	realita
ferge	trajekt
trygt	bezpečné
trygt	bezpečná
trygt	trezor
trygt	bezpečný
trygt	sejf
omringet	obklíčeni
omringet	obklopen
omringet	obklíčení
umeå	umeå
copa	copa
nominasjon	nominace
nominasjon	nominaci
nominasjon	nominace
kriminalitet	zločin
kriminalitet	kriminalita
hengende	visící
hengende	visí
benedikt	benedict
beholder	nádoba
beholder	kontejner
beholder	kontejneru
beholder	zásobník
hvile	odpočinek
hvile	odpočívej
gotisk	gotické
avgjørelsen	rozhodnutí
avgjørelsen	rozhodování
motors	motors
motors	motory
stasjonene	nádraží
stasjonene	stanice
bonaparte	bonaparte
folketinget	parlament
folketinget	parlamentu
anonyme	anonymní
anonyme	anonymně
turer	atrakce
turer	jízdy
turer	jezdí
turer	výlety
tante	teta
tante	teto
tante	tetička
tante	teta
tante	tety
tante	tetička
tante	teto
høylandet	vysočina
ark	archu
ark	archy
ark	archa
ark	arše
hviler	odpočívá
hviler	odpočinku
erobring	dobývání
erobring	dobytí
rikdom	bohatství
hårete	chlupatý
hårete	chlupaté
hårete	chlupatá
argentinske	argentinských
moral	morálku
moral	morálka
verft	loděnice
plattformen	plošina
plattformen	nástupiště
plattformen	platforma
plattformen	platformy
plattformen	platformu
hunt	hon
hunt	lov
hunt	hunt
hunt	lovu
hunt	lovit
dawn	svítání
dawn	dawn
dawn	úsvit
langsomt	pomalu
chuck	chuck
aspekter	hlediska
aspekter	aspekty
emi	emi
budskap	zpráva
budskap	poselství
budskap	zprávu
budskap	vzkaz
winchester	winchester
murphy	murphyho
murphy	murphy
canal	kanál
canal	kanálu
ajax	ajax
fortsettelse	pokračoval
fortsettelse	pokračovalo
fortsettelse	pokračovala
fortsettelse	pokračování
omar	omar
omar	omara
robertson	robertson
bart	bart
bart	knír
gjennomgang	recenze
gjennomgang	přezkumu
gjennomgang	přezkum
kinoer	divadla
kinoer	kina
kinoer	kinech
kinoer	kin
kinoer	kina
andrews	andrews
bryggeri	pivovaru
bryggeri	pivovar
terror	teror
terror	děs
terror	hrůza
monster	zrůda
monster	příšera
monster	monstrum
monster	monster
novgorod	novgorodu
rein	čisté
rein	vyčistit
rein	čistý
rein	čistá
postnummer	psč
oppvarming	vytápění
oppvarming	topení
oppvarming	oteplování
tibetansk	tibetské
pels	kožešiny
pels	srst
framgang	pokroku
framgang	pokrok
framgang	progress
framgang	průběh
utrecht	utrecht
wei	wei
overskrift	nadpis
overskrift	titulek
overskrift	záhlaví
overskrift	hlavičku
overskrift	hlavička
tilpasse	přizpůsobit
tilpasse	přizpůsobit
tilpasse	přizpůsobit
kolonne	sloupek
kolonne	sloupec
kolonne	sloupci
kolonne	sloupce
kolonne	sloup
erfarne	zkušený
erfarne	zažil
kryss	křižovatce
kryss	křižovatky
kryss	křižovatka
kryss	křížem
kryss	křížek
kryss	kříž
kryss	přejít
kryss	cross
starr	starr
bureau	předsednictvo
bureau	úřad
bureau	předsednictva
stuping	potápění
word	slovo
fødselen	zrození
fødselen	narození
fødselen	porod
forbedring	zlepšení
forbedring	vylepšení
forbedring	zlepšování
tau	lano
tau	lana
tau	provaz
tau	tau
tau	lana
tau	provazy
andrej	andrej
andrej	andreji
andrej	andrej
andrej	andreji
andrej	andrej
andrej	andreji
lien	lien
guardian	opatrovník
guardian	strážný
guardian	strážce
diesel	diesel
diesel	nafta
bucurești	bukurešti
oppfylt	splněno
bembidion	bembidion
brandt	brandt
tildeling	příděl
tildeling	přidělení
tildeling	přidělování
planlegger	plánování
planlegger	plánování
planlegger	plánů
planlegger	plány
kledd	oblečen
kledd	oblečená
kledd	oblečený
agency	agentura
mohamed	mohamed
pågår	probíhá
pågår	pokračující
pågår	probíhající
estimert	odhad
estimert	odhadované
estimert	odhadovaná
duke	duke
duke	vévoda
holmenkollen	holmenkollen
fuktig	vlhká
fuktig	vlhké
fuktig	vlhko
fuktig	vlhký
fuktig	vlhko
fokusere	zaměření
things	věci
things	veci
hjulpet	pomohli
hjulpet	pomáhal
hjulpet	pomohly
hjulpet	pomohl
hjulpet	pomohla
nou	nou
mannlig	samec
mannlig	mužské
mannlig	muž
mannlig	mužský
isu	isu
albrecht	albrecht
avslører	odhaluje
avslører	odhalí
forberede	připravit
detaljerte	detailní
detaljerte	podrobný
detaljerte	podrobná
detaljerte	podrobně
ivareta	chránit
ivareta	chraňte
ivareta	ochránit
ivareta	chrání
utenlands	zámořských
utenlands	zámoří
utenlands	zahraničí
utenlands	zahraniční
tegne	losování
tegne	nakreslit
tegne	remíza
tegne	kreslit
tegne	kreslení
tegne	kresba
tegne	losování
smalere	užší
bei	bei
aksjer	akcie
aksjer	podíly
aksjer	sdílení
percy	percy
percy	percyho
kalmar	kalmar
liège	liège
antydet	naznačil
varig	odolný
varig	trvalé
varig	trvalé
skyter	střílí
skyter	vyhazov
cbs	cbs
kansler	kancléř
kansler	kancléři
skarpe	ostrý
skarpe	ostře
skarpe	ostré
skarpe	ostrá
papua	papui
klinisk	klinický
klinisk	klinická
klinisk	klinické
videoen	video
flytting	přemístění
flytting	stěhování
aberdeen	aberdeenu
rømme	útěk
rømme	utéct
rømme	únik
kraków	krakově
kraków	krakov
kraków	krakov
tinn	tin
shaw	shaw
shaw	shawa
bergman	bergman
psykologisk	psychologický
psykologisk	psychické
psykologisk	psychologické
irving	irving
cleveland	clevelandu
cleveland	cleveland
målene	cíle
målene	branky
målene	góly
målene	cíle
vokaler	samohlásky
manuskripter	rukopisy
støy	šum
støy	hluku
støy	hluk
innstilling	postoj
innstilling	nastavení
helten	hero
helten	hrdina
hardy	hardy
frost	frost
frost	mráz
raser	dostihy
raser	závody
raser	rasy
avslutning	končící
avslutning	ukončení
française	française
underholdning	zábavné
underholdning	pobavení
underholdning	zábava
underholdning	zábavní
viborg	viborg
fotografi	fotografie
fotografi	fotografování
fotografi	fotografie
fotografi	fotografii
engineering	inženýrství
engineering	strojírenství
farao	faraón
tetthet	hustotu
tetthet	hustota
kursiv	kurzíva
dagbok	deník
dagbok	journal
dagbok	věstníku
dagbok	deník
dagbok	diář
ankommer	přijíždí
ankommer	dorazí
ankommer	přijíždí
ankommer	dorazí
ankommer	dorazit
wings	křídla
bevissthet	informovanost
bevissthet	uvědomění
bevissthet	povědomí
bevissthet	vědomí
rotterdam	rotterdamu
mystiske	mystic
cato	kato
cato	cato
ekspansjon	expanze
ekspansjon	rozšiřování
ekspansjon	rozšíření
kirkenes	kirkenes
forbød	zakázané
forbød	zakázáno
range	dosah
range	rozsah
range	rozmezí
forbrytelser	zločiny
landing	přístaviště
landing	přistání
toulouse	toulouse
intern	vnitřní
intern	interní
utrolig	úžasný
utrolig	úžasné
utrolig	úžasná
utrolig	neuvěřitelné
utrolig	neuvěřitelný
utrolig	neuvěřitelné
utrolig	neuvěřitelný
orlando	orlando
justin	justin
alliance	spojenectví
alliance	aliance
flyplasser	letiště
antok	předpokládal
antok	předpokládala
tyler	tyler
tyler	tylera
holger	holger
lucy	lucy
burton	burton
psykolog	psycholog
psykolog	psychologa
brenner	pálení
brenner	hořící
brenner	hoří
brenner	brenner
brenner	popáleniny
brenner	burns
brenner	hoří
skandinavisk	skandinávské
prima	prima
ullevaal	ullevaal
dyre	nákladné
dyre	drahé
elsket	milovaná
elsket	milován
elsket	miloval
elsket	milovala
duck	kachna
duck	kačer
duck	kachní
kontekst	souvislosti
kontekst	kontext
kontekst	kontextu
tegneserie	komiks
tegneserie	komiksy
zum	zum
huang	huang
alexandre	alexandre
purple	fialová
purple	fialové
purple	fialový
oder	odru
likeledes	podobně
likeledes	obdobně
trim	cvičení
somalia	somálsku
bennett	bennett
topper	peaks
topper	vrcholy
kritikker	recenze
signaler	signály
signaler	signálů
bakre	zadní
discogs	discogs
hager	zahrady
hager	gardens
jakter	loví
investeringer	investice
investeringer	investování
investeringer	investice
antonius	antonius
tankene	myšlenky
tankene	myšlenek
estiske	estonské
piper	piper
emmanuel	emmanuel
gynt	gynt
ulykker	havárie
ulykker	nehody
ulykker	nehod
terminal	terminál
terminal	terminálu
fravær	nepřítomnost
fravær	absence
fravær	nepřítomnosti
fravær	neexistence
vakt	stráž
vakt	strážný
vakt	hlídač
hengt	hung
hengt	oběsil
ungdommer	deti
ungdommer	děti
ungdommer	děcka
overføre	transfer
overføre	přesun
overføre	převod
overføre	přenos
overføre	převést
tenor	tenor
opplagt	zřejmý
opplagt	zjevné
opplagt	zřejmá
opplagt	zřejmé
håret	vlasy
håret	vlasů
håret	srst
håret	chlupy
vinkel	úhlu
vinkel	úhel
bulgarske	bulharské
very	velice
very	velmi
leie	pronájem
leie	půjčování
leie	najmout
leie	nájemné
leie	pronájem
leie	nájem
leie	pronajmout
walt	walt
walt	walta
federal	federální
tolvte	dvanácté
forestilling	představení
forestilling	výkony
forestilling	výkon
forestilling	výkonnost
forestilling	výkonnosti
forestilling	vystoupení
mick	mick
indianere	indiáni
indianere	indové
arkiver	archiv
arkiver	archivu
arkiver	archivy
arkiver	archiv
arkiver	archivu
overordnede	nadřízené
overordnede	nadřízení
honduras	hondurasu
henter	získání
henter	dostávám
overveiende	převážně
redaksjonen	redakce
dynamisk	dynamika
dynamisk	dynamický
dynamisk	dynamická
dynamisk	dynamické
kollega	kolega
kollega	kolegyně
kollega	spolupracovník
kollega	kolega
kollega	kolegyně
leserne	čtenáři
leserne	čtenářů
leserne	čtenáře
ørkenen	pouště
ørkenen	poušti
ørkenen	poušť
ørkenen	pouštní
hovedfag	majors
besittelse	přechovávání
besittelse	držení
guddommelige	božské
guddommelige	božská
guddommelige	božský
massive	masivní
massive	mohutný
spektrum	spektra
spektrum	spektrum
forblir	ostatky
forblir	zůstává
forblir	pozůstatky
forblir	zůstane
forblir	zůstává
forblir	pobyty
ska	ska
styring	vládnutí
styring	správa
import	import
import	import
import	dovážet
import	dovozní
import	importovat
import	dovoz
trinidad	trinidad
omstendigheter	okolnosti
omstendigheter	okolnost
omstendigheter	okolnosti
skjule	skrýt
skjule	schovat
permanente	trvalý
permanente	trvalá
permanente	permanentní
permanente	trvalé
permanente	stálá
liechtenstein	lichtenštejnsko
facto	facto
anatomi	anatomie
jemen	jemenu
rømte	utekl
rømte	unikl
tilflukt	útočiště
regjeringer	vlád
regjeringer	vlády
regjeringer	vládám
enestående	výjimečná
enestående	mimořádné
enestående	výjimečný
enestående	výjimečných
enestående	výjimečné
enestående	bezprecedentní
enestående	vynikající
moralsk	morální
jorge	jorge
fisken	ryby
fisken	ryba
fisken	fish
fisken	rybí
fisken	rybičky
eksperimenter	experimenty
eksperimenter	pokusy
magnusson	magnusson
something	neco
something	něco
håndbok	příručku
håndbok	příručka
orknøyene	orkneje
nassau	nassau
motion	návrh
motion	pohybu
motion	pohyb
kompleks	složité
kompleks	komplexní
kompleks	komplex
kompleks	složitá
manhattan	manhattanu
manhattan	manhattan
kopiert	zkopíroval
festivaler	festivaly
detalj	detail
danse	dance
danse	taneční
danse	tanec
lokalene	prostory
lokalene	areál
darwin	darwin
schloss	schloss
sel	sel
sel	pečeť
sel	seal
nation	národ
noenlunde	mírně
noenlunde	poměrně
noenlunde	středně
religionen	vyznání
religionen	náboženství
won	vyhrála
won	vyhráli
won	vyhrál
maximilian	maximilian
mistanke	podezření
mistanke	podezřelá
mistanke	podezřelý
mistanke	podezření
amy	amy
march	březen
march	března
march	pochodovat
march	pochod
vendt	čelí
hebei	hebei
jesse	jesseho
jesse	jesse
mora	mora
terra	terra
dokumentere	dokument
dokumentere	dokumentu
dokumentere	doklad
stan	stan
stan	stane
beleiring	obléhání
beleiring	obležení
flyselskap	aerolinky
indianerne	indiáni
indianerne	indové
augustin	augustin
sendinger	přenosy
etterkommer	potomek
bild	bild
ram	ram
morning	ráno
morning	ranní
geistlige	administrativní
prosa	prózu
alter	oltář
alter	oltáři
alter	oltáře
patent	patent
patent	patentu
doktoren	doktore
doktoren	lékař
doktoren	doktor
doktoren	doctor
katedral	katedrála
katedral	katedrály
brunt	hnědá
brunt	hnědý
brunt	brown
brunt	hnědé
kaldt	studené
kaldt	studený
kaldt	studená
kaldt	zima
kaldt	chlad
foreslå	navrhnout
foreslå	naznačují
edge	hraně
edge	okraj
edge	edge
seere	diváci
seere	diváky
seere	diváků
breivik	breivik
leilighet	byt
leilighet	apartmán
leilighet	apartmá
jeremy	jeremy
jeremy	jeremyho
jesuittordenen	jezuité
away	pryč
marino	marino
borgerlig	buržoazní
madame	madam
madame	paní
madame	madam
madame	madame
better	lepší
better	lepsi
better	lépe
gravd	vykopal
synd	skoda
synd	škoda
synd	hříchu
synd	sin
synd	hřích
skjermen	obrazovka
skjermen	obrazovku
skjermen	obrazovce
kritiker	kritika
kritiker	kritik
burgund	burgundy
johannesen	johannesen
split	rozdělit
split	split
une	une
verde	verde
namibia	namibie
kjøkken	kuchyně
kjøkken	kuchyně
kjøkken	kuchyň
dokumentarfilm	dokumentární
dokumentarfilm	dokument
respons	odezva
respons	odpověď
respons	reakce
