ngc	புபொப
ebu	அபூ
paša	பாஷா
posjeduje	சொந்தமாக
daniel	டேனியல்
daniel	டானியல்
određuje	தீர்மானிக்கிறது
domaćin	படைகளும்
domaćin	புரவலன்
domaćin	வழங்குபவர்
elementi	உறுப்புகள்
drama	நாடகத்தில்
drama	நாடகம்
prethodna	முந்தையது
prethodna	முந்தைய
razvio	பரிணமித்து
leži	பொய்கள்
rio	ரியோ
indiana	இன்டியானா
zadatak	பணி
posebna	விசேஷ
posebna	சிறப்பு
posebna	சிறப்பான
otišao	கலந்துகொண்டனர்
otišao	கலந்துகொண்டார்
britanska	பிரிட்டிஷ்
zajednički	பொதுவான
zajednički	பொது
sultan	சுல்தான்
veću	அதிகமான
organizma	உயிரினம்
postaju	வெள்ளத்தில்
press	அழுத்து
press	அழுத்த
press	பிரஸ்
press	அழுத்தவும்
press	பத்திரிகை
press	செய்தியாளர்
taylor	டெய்லர்
smith	ஸ்மித்
island	ஐஸ்லாந்து
tenkova	பீரங்கிகள்
historičar	வரலாற்றாளரான
mladi	இளமையான
mladi	இளம்
mladi	இளமையாக
heinrich	heinrich
bend	இசைக்குழு
bend	பேண்ட்
kamen	கல்
kamen	ஸ்டோன்
pruža	வழங்குகிறது
pruža	அளிக்கிறது
beč	வியன்னா
projekat	திட்டம்
projekat	திட்டப்பணி
profil	சுயவிவரத்தை
profil	சுயவிவரம்
pitanju	அன்புடன்
umire	இறந்தாலும்
umire	மரணமும்
umire	இறப்பது
otkriveni	கண்டுபிடிக்கப்பட்ட
otkriveni	கண்டுபிடிக்கப்பட்டது
nasljednik	வாரிசுகள்
same	சாம்
splitsko	பிரி
formule	சூத்திரங்கள்
poljska	போலந்து
kansas	கன்சாஸ்
postavio	அமை
ustav	அரசியலமைப்பு
švedski	ஸ்வீடிஷ்
prilično	அழகு
vjeruje	அறக்கட்டளைகள்
zvanično	அதிகாரபூர்வமாக
zvanično	அதிகாரப்பூர்வமாக
umrla	இறந்து
umrla	இறந்தார்கள்
umrla	இறந்தார்
sedmica	வாரம்
sedmica	வாரத்தில்
sedmica	வாரங்கள்
tema	தீம்
tema	கருத்து
brojevi	எண்கள்
otvoren	திறந்திருக்கும்
otvoren	திற
otvoren	திறக்கவும்
otvoren	திறக்க
otvoren	திறந்த
otvoren	திறந்துள்ளது
otvoren	திறக்கப்பட்டது
otvoren	திறந்து
otvoren	திறந்தது
švicarska	சுவிட்சர்லாந்து
švicarska	சுவிச்சர்லாந்து
švicarska	ஸ்விஸ்
švicarska	சுவிஸ்
istočnoj	கிழக்கு
učestvovalo	பங்களிப்பு
učestvovalo	பங்கேற்ற
učestvovalo	பங்கேற்றனர்
anne	அன்னே
činjenica	உண்மைகள்
činjenica	உண்மை
ubio	கொல்லப்பட்டனர்
ubio	கொன்றார்
ubio	கொன்றது
ubio	கொல்லப்பட்டார்
ideje	யோசனைகள்
sukob	மோதல்கள்
sukob	முரண்பாடு
sukob	குழப்பம்
sukob	குழப்பங்கள்
jack	ஜாக்
jack	மந்திரி
jack	ஜேக்
poraza	வீழ்ச்சி
poraza	தோல்விக்கு
poraza	தோல்வியை
cijena	விலை
cijena	கட்டணம்
automatski	தானாக
automatski	தானாகவே
usa	usa
uredi	தொகு
uredi	தொகுக்க
uredi	திருத்து
prijedlog	proposal
prijedlog	பரிந்துரை
počelo	தொடங்கப்பட்டது
počelo	தொடங்கினார்
počelo	தொடங்கியது
počelo	ஆரம்பித்தது
prednost	ஆதலால்
politička	அரசியல்
slične	ஒத்த
sposobnosti	திறமைகளை
sposobnosti	திறன்
berlin	பெர்லின்
beta	பீட்டா
naše	நம்
naše	நம்முடைய
naše	எங்களின்
naše	எங்களது
naše	எங்கள்
naše	நமது
naše	நம்முடைய
započinje	தொடங்குகிறது
započinje	துவங்குகிறது
započinje	தொடங்குகிறது
dati	கொடுங்கள்
dati	கொடு
dati	கொடுப்பான்
dati	கொடுக்க
igraju	இயக்கு
igraju	விளையாடு
igraju	விளையாட்டைப்
igraju	இயக்கவும்
igraju	விளையாட்டை
igraju	விளையாடி
igraju	விளையாடுகிறது
igraju	விளையாடுகிறார்
igraju	இயக்குகிறது
igraju	விளையாடும்
aktivnost	செயற்பாடு
aktivnost	செயல்பாடு
aktivnost	நடவடிக்கை
pdf	pdf
počinju	துவக்கம்
počinju	ஆரம்ப
počinju	தொடக்கம்
počinju	துவங்குகிறது
počinju	தொடங்குகிறது
zona	மண்டலம்
austrijski	ஆஸ்திரிய
guverner	ஆளுநர்
armija	இராணுவம்
armija	army
armija	ராணுவம்
last	கடைசி
last	கடைசியாக
last	கடந்த
odluka	தீர்மானங்கள்
radovi	கிரியை
ljeto	சம்மர்
ljeto	கோடை
lee	லீ
osnivanja	founding
hemijska	ரசாயன
hemijska	ரசாயனம்
hemijska	கெமிக்கல்
desno	சரியா
desno	வலது
održavanje	பராமரிப்பு
dužnosti	கடமை
dužnosti	கடமைகள்
otvorena	திறந்திருக்கும்
otvorena	திற
otvorena	திறக்கவும்
otvorena	திறக்க
otvorena	திறந்த
otvorena	திறந்துள்ளது
php	php
linux	லினக்சு
cfg	cfg
važno	முக்கியமான
važno	முக்கியமானது
važno	முக்கியம்
važno	முக்கிய
sloj	அடுக்கு
politika	கொள்கை
politika	அரசியல்
formiraju	படிவம்
homo	ஹோமோ
modela	மாடல்
modela	மாதிரி
želio	தேவை
pisao	எழுதப்பட்ட
pisao	எழுதப்பட்டது
pisao	எழுதிய
pisao	எழுதிய
pisao	எழுதியது
pisao	எழுதினார்
teme	பொருள்கள்
mira	அமைதி
mira	சமாதானம்
mira	மிரா
istok	கிழக்கு
postepeno	படிப்படியாக
postepeno	படிப்படியாக
srca	இருதயம்
srca	இதயங்கள்
novinar	பத்திரிகையாளர்
novinar	நிருபர்
novinar	பத்திரிக்கையாளர்
novinar	பத்திரிகையாளர்கள்
novinar	செய்தியாளர்
novinar	நிருபர்
epizode	அத்தியாயங்கள்
epizode	எபிசோட்
epizode	அத்தியாயம்
scenarij	திரைக்கதை
sasvim	முழுமையாக
sasvim	முழுவதும்
sasvim	முழுவதுமாக
učešće	ஈடுபாடு
učešće	பங்கேற்பு
massachusetts	மாசச்சூசெட்ஸ்
mustafa	முஸ்தபா
engl	engl
povezana	இணைக்கப்பட்டது
povezana	இணைக்கப்பட்டது
brojni	எண்ணற்ற
populacija	மக்கள்தொகை
utype	utype
pobjednici	வெற்றியாளர்கள்
urednik	திருத்தி
urednik	ஆசிரியர்
urednik	எடிட்டர்
urednik	தொகுப்பி
urednik	தொகுப்பான்
formiranje	உருவாகிறது
formiranje	formation
alabama	அலபாமா
planeta	கிரகம்
planeta	கோள்
planeta	கிரகங்கள்
planeta	கோள்கள்
prof	பேராசிரியர்
kompleks	வளாகம்
srce	இதயத்தை
srce	இதயம்
stepen	பட்டம்
stepen	டிகிரி
milion	மில்லியன்
muzičar	இசையமைப்பாளர்
muzičar	இசைக்கலைஞர்
sredstva	சொத்துக்கள்
sredstva	சொத்துகள்
klima	தட்பவெப்பநிலை
klima	காலநிலை
power	சக்தியை
power	சக்தி
power	பவர்
power	அதிகாரம்
power	power
las	லாஸ்
trenutna	நடப்பு
trenutna	தற்போதைய
tehnički	தொழில்நுட்ப
milijardi	பில்லியன்
prisustvo	வருகை
prisustvo	இருப்பை
prisustvo	இருப்பு
elektrona	electrons
mađarska	ஹங்கேரி
kineski	சீன
kineski	சீனம்
johann	யொகான்
oblici	படிவங்கள்
svojstva	தன்மைகள்
svojstva	பண்புகள்
ušao	உள்ளிட்ட
marka	ப்ராண்ட்
marka	பிராண்ட்
marka	புத்தம்
marka	பிராண்டு
marka	மார்க்
marka	குறி
ekonomski	பொருளாதார
ekonomski	பொருளாதாரம்
centralna	சென்ட்ரல்
centralna	மத்திய
stoji	நிற்கும்
stoji	நின்று
stoji	நிற்கிறார்
stoji	நின்றுகொண்டு
stoji	நிற்பது
stoji	நிற்கிறது
stoji	குறிக்கிறது
enzim	நொதி
slova	கடிதங்கள்
slova	எழுத்துக்கள்
let	விமானம்
franjo	பிரான்சிஸ்
povratak	திரும்ப
kritike	விமர்சனங்கள்
kritike	திறனாய்வு
kritike	விமர்சனம்
boris	போரிஸ்
stariji	மூத்த
stariji	மூத்தோர்
stariji	மூத்தவர்
stariji	சீனியர்
stariji	பழைய
različita	வித்தியாசமான
različita	வித்தியாசமாக
različita	வெவ்வேறு
različita	பல்வேறு
istočna	கிழக்கு
korpusa	கார்ப்ஸ்
grana	கிளைகள்
grana	கிளை
sajt	தளம்
sajt	தளத்தில்
copa	கோபா
tehnika	டெக்னிக்
smanjuje	குறைக்கிறது
glava	தலை
glava	தலையை
glava	தலைக்கு
glava	தலைகள்
slovo	கடிதம்
pravilo	ஆட்சி
pravilo	விதி
kruna	கிரீடம்
avion	விமானம்
avion	விமானத்தை
takmičenjima	போட்டிகள்
css	css
dužnost	கடமை
pobijedila	வெற்றி
pobijedila	வெற்றிகள்
pobijedila	வெற்றி
pobijedila	வென்றது
pobijedila	வெற்றிபெற்று
pobijedila	வென்று
ministar	அமைச்சர்
norveška	நோர்வே
norveška	நார்வே
pregled	மதிப்பாய்வு
pregled	மதிப்புரை
pregled	கண்ணோட்டம்
rješenje	திடமான
rješenje	கரைசல்
rješenje	தீர்வு
dizajn	வடிவமைப்பு
dizajn	டிசைன்
potok	ஓடை
potok	ஸ்ட்ரீம்
banka	வங்கி
krila	சிறகுகள்
krila	சிறகு
han	ஹான்
održan	நடைபெற்ற
održan	நடைபெற்றது
santa	சாண்டா
santa	சான்டா
sloboda	விடுதலை
sloboda	சுதந்திரம்
sloboda	சுதந்திர
sloboda	லிபர்டி
planete	கிரகங்கள்
planete	கோள்கள்
roditelji	பெற்றோர்
roditelji	பெற்றோரும்
roditelji	பெற்றோர்கள்
roditelji	பெற்றோர்களே
latinski	இலத்தீன்
latinski	லத்தீன்
važna	முக்கியமான
važna	முக்கியமானது
važna	முக்கியம்
važna	முக்கிய
talk	பேச்சு
talk	பேசவும்
talk	பேசு
odbio	நிராகரிக்கப்பட்டது
odbio	மறுத்து
filmovi	திரைப்படங்கள்
francis	பிரான்சிஸ்
pokazao	காட்டப்படும்
pokazao	காட்டப்பட்டது
pokazao	காட்டினார்
pokazao	காட்டியது
oštećenja	சேதம்
oštećenja	பாதிப்பு
poslao	அனுப்பிய
poslao	அனுப்பி
poslao	அனுப்பப்பட்டது
poslao	அனுப்பியது
rane	காயங்கள்
rane	காயங்களை
rimljani	ரோமர்
povezuje	இணைக்கப்படுகிறது
povezuje	இணைக்கிறது
bolnica	மருத்துவமனை
svrhe	purposes
svrhe	நோக்கங்கள்
sestra	சகோதரி
široko	விரிந்த
široko	அகல
alfa	ஆல்ஃபா
alfa	ஆல்பா
potrebna	தேவை
king	ராஜா
king	மன்னன்
king	கிங்
king	அரசன்
viii	எட்டாம்
čin	சட்டம்
čin	செயல்படுங்கள்
snimljen	பதிவுசெய்யப்பட்டது
sadržaja	உள்ளடக்கம்
sadržaja	கொள்கலன்
javno	பொதுவானது
javno	பொதுவான
javno	பொது
stigao	வந்தது
oči	கண்களும்
oči	கண்களின்
oči	கண்கள்
oči	கண்களால்
oči	கண்களை
jednačina	சமன்பாடு
alfred	அல்பிரட்
karte	கார்டுகள்
karte	அட்டைகள்
portugal	போர்ச்சுகல்
generacije	தலைமுறைகளை
generacije	தலைமுறைகள்
otpor	எதிர்ப்பு
super	சுப்பர்
super	super
super	சூப்பர்
super	மேன்மையான
predložio	முன்மொழியப்பட்ட
centralni	சென்ட்ரல்
centralni	மத்திய
završetka	நிறைவு
pisma	கடிதங்கள்
pisma	எழுத்துக்கள்
paun	மயிலை
paun	மயில்
hit	ஹிட்
hit	அடி
vidio	பார்த்தது
vidio	பார்க்கப்பட்டது
vidio	பார்த்த
vidio	பார்த்தார்
vidio	பார்த்தேன்
kanada	கனடா
zapadni	மேற்கு
ponašanje	நடத்தை
ponašanje	தன்மை
ponašanje	நடத்தை
ponašanje	தன்மை
izbori	தெரிவுகள்
izbori	தேர்தல்கள்
izbori	தேர்தலில்
izbori	தேர்தல்
nedostatak	பற்றாக்குறை
start	ஆரம்பம்
start	தொடக்கம்
start	தொடங்கு
start	துவங்கு
ciklus	சுழற்சி
gubi	இழப்பது
srebro	வெள்ளி
srebro	சில்வர்
raketa	ராக்கெட்
raketa	ஏவுகணை
osnova	அடிப்படை
osnova	அடிப்படையில்
trupe	படைகள்
pas	நாய்
oklahoma	ஓக்லஹோமா
aleksandra	அலெக்ஸாண்ட்ரா
skupština	சபை
domet	வரம்
domet	வீச்சு
domet	எல்லை
domet	வரம்பு
krunu	கிரீடம்
komandant	கமாண்ட்
komandant	தளபதி
ask	கேள்
ask	கேட்க
renault	ரெனால்ட்
faktor	காரணி
katarina	கேத்தரின்
ključ	சாவி
ključ	விசை
ključ	சாவியை
ključ	துருப்பு
jan	ஜன
bolji	சிறப்பாக
bolji	பரவாயில்லை
povezani	இணைக்கப்பட்டது
povezani	இணைக்கப்பட்டது
kulturni	கலாச்சார
kulturni	பண்பாட்டு
kulturni	பாரம்பரியம்
medalje	பதக்கங்கள்
medalje	பதக்கங்களை
korisnik	பயனர்
teksta	lyrics
kulturno	கலாச்சார
kulturno	பண்பாட்டு
kulturno	பாரம்பரியம்
podjele	பிரிவுகளும்
podjele	பிரிவுகளாக
podjele	பிரிவினை
podjele	ஊர
vojnici	வீரர்கள்
stekao	சம்பாதித்த
došla	வந்த
došla	வந்ததும்
došla	வந்தான்
došla	வந்தேன்
došla	வந்தது
tehnike	உத்திகள்
tehnike	நுட்பங்களை
analiza	பகுப்பாய்வு
elizabeta	எலிசபெத்
stijena	ராக்ஸ்
stijena	பாறைகள்
okean	சமுத்திரம்
okean	பெருங்கடல்
okean	கடல்
donio	கொண்டு
donio	கொண்டுவரப்பட்டது
australija	ஆஸ்திரேலியா
petra	பெட்ரா
izrael	இஸ்ரேல்
apps	பயன்பாடுகள்
sigurno	நிச்சயமாக
makedonija	மாசிடோனியா
indija	இந்தியா
predmeta	உருப்படிகள்
predmeta	பொருட்கள்
predmeta	பொருள்கள்
šume	காடுகள்
belgija	பெல்ஜியம்
muškarci	ஆண்கள்
muškarci	ஆண்
muškarci	ஆண்களிடம்
art	ஆர்ட்
art	சித்திரம்
art	கலை
nose	அணிய
nose	உடுத்தும்
nose	உடைகள்
ubistvo	கொலை
ubistvo	கொன்றுவிடும்
ubistvo	கொன்று
ubistvo	கொல்லும்
terenu	தரை
terenu	மைதானம்
terenu	மைதானத்தில்
značajne	substantial
značajne	குறிப்பிடத்தக்கது
značajne	குறிப்பிடத்தக்க
best	சிறந்தவை
best	சிறந்தது
best	சிறப்பாக
best	சிறந்த
pronaći	கண்டு
pronaći	கண்டுபிடி
olovo	ஈயம்
olovo	லீட்
nato	nato
nato	நேட்டோ
gorivo	எரி
gorivo	எரிசக்தி
gorivo	எரிபொருள்
maine	maine
rani	ராணி
liste	பட்டியல்கள்
ista	அதே
ista	ஒரே
gradove	ஊர்கள்
mario	மரியோ
čestica	துகள்
sindrom	syndrome
kapetan	கேப்டன்
kritičara	விமர்சகர்
jones	ஜோன்ஸ்
učenje	கற்றல்
ferrari	ஃபெராரி
izmjena	மாற்று
izmjena	மாற்றம்
zid	சுவர்
predstavnici	பிரதிநிதிகள்
uzrok	காரணம்
uzrok	பாதையில்
holmes	ஹோம்ஸ்
holandski	டச்சு
holandski	டச்
reference	உதாரணங்கள்
odluke	தீர்மானங்கள்
odbranu	தற்காப்பு
borba	சண்டை
treninga	பயிற்சியை
treninga	பயிற்சி
prvenstvima	goalscorers
zavisnosti	சார்ந்த
ubistva	கொலைகள்
ubistva	கொலைகள்
događaj	நிகழ்வைப்
događaj	நிகழ்வு
događaj	நிகழ்வில்
događaj	நிகழ்வை
prag	prague
slična	ஒத்த
davis	டேவிஸ்
maria	மரியா
princeza	இளவரசி
nasuprot	வேறுபாடு
nasuprot	வித்தியாசம்
biblioteka	நூலகம்
bataljon	படையணி
muhamed	முகமது
muhamed	mohammed
muhamed	முகம்மது
muhamed	mohamed
krv	இரத்தம்
krv	குருதி
krv	ரத்தம்
krv	இரத்த
play	இயக்கு
play	விளையாடு
play	விளையாட்டைப்
play	இயக்கவும்
play	விளையாட்டை
sjever	வடக்கே
sjever	வட
sjever	வடக்கு
bugarska	பல்கேரியா
radnika	தொழிலாளர்கள்
iran	ஈரான்
traži	தோற்றம்
traži	தேடுவது
traži	தேடும்
unutrašnje	உள்ளமை
unutrašnje	உள்
jednako	சமமாக
jednako	சமமான
jednako	சமம்
ulica	வீதி
ulica	தெருவில்
ulica	தெரு
ulica	தெருக்கள்
zatvora	சிறைச்சாலைகள்
prijatelj	நண்பன்
prijatelj	நண்பர்
prijatelj	நண்பனும்
prijatelj	தோழி
prijatelj	நண்பரே
automobila	கார்கள்
pad	மறு
pad	செயலிழப்பு
pad	விபத்தில்
pad	விடு
pad	துளி
pad	பேட்
pad	வீழ்ச்சி
pad	விழும்
pad	விழுதல்
pad	விழுந்து
pad	ஃபால்
roger	ரோஜர்
sveta	புனிதமானது
sveta	புனித
sveta	பரிசுத்த
otkrića	கண்டுபிடிப்புகள்
religija	சமயம்
religija	மதம்
religija	மார்க்கம்
religija	மதங்கள்
sudija	நடுவர்
ban	தடை
ere	சகாப்தம்
korist	நன்மை
korist	பலனும்
korist	பலன்
korist	பயன்
ratovi	போர்கள்
alexander	அலெக்சாண்டர்
profesora	பேராசிரியர்கள்
pomaže	உதவுகிறது
kraljevina	ஆட்சி
kraljevina	கிங்டம்
kraljevina	இராச்சியம்
formi	வடிவம்
formi	படிவம்
likovi	எழுத்துக்கள்
likovi	எழுத்துகள்
likovi	கதாபாத்திரங்கள்
rodila	பிறவி
rodila	பிறப்பு
rodila	பிறந்த
takvih	அத்தகைய
takvih	இத்தகைய
sestre	சகோதரிகளே
sestre	சகோதரிகள்
sestre	சகோதரிகளின்
sestre	செவிலியர்கள்
pokušaj	முயற்சி
pokušaj	முயற்சிக்க
akademija	அகாடமி
akademija	அகாதமி
učestvuju	பங்கேற்கும்
učestvuju	பங்கேற்க
pisaca	எழுத்தாளர்கள்
redovno	வழக்கமாக
nepravilna	வழக்கத்தில்
enciklopedija	கலைக்களஞ்சியங்கள்
enciklopedija	கலைக்களஞ்சியம்
enciklopedija	encyclopaedia
potencijal	சாத்தியமான
ahmed	அகமது
ahmed	அஹ்மத்
gubitak	இழப்பு
show	காட்சி
show	காட்டு
show	காட்டுக
show	நிகழ்ச்சி
izgradnja	கட்டுமான
izgradnja	கட்டுமானம்
uzrokuje	காரணங்கள்
uzrokuje	செய்கிறான்
url	url
url	யுஆர்எல்
url	வலைமனை
generacija	தலைமுறை
generacija	தலைமுறைகளை
generacija	தலைமுறைகள்
evropa	ஐரோப்பா
tehnologija	தொழில்நுட்பம்
širi	அகலமான
širi	விரிவடைகிறது
širi	பரவுகிறது
irska	அயர்லாந்து
postalo	ஆனார்
matematičar	கணிதவியலாளர்
wikimedia	wikimedia
trening	பயிற்சியை
trening	பயிற்சி
angeles	ஏஞ்சல்ஸ்
društvene	சமூகங்கள்
društvene	சோஷியல்
društvene	சமூகம்
društvene	சமூக
proljeće	ஸ்பிரிங்
proljeće	வசந்தம்
proljeće	வசந்தகால
proljeće	வசந்த
arthur	ஆத்தர்
arthur	ஆர்தர்
prirodno	இயற்கை
prirodno	இயற்கையாகவே
prirodno	இயற்கையாக
narodi	மக்கள்
post	நோன்பு
post	உண்ணாவிரதம்
post	உணவின்றி
post	விரதம்
post	இடுகையில்
post	இடுகை
post	பதிவு
udruženje	சங்கம்
udruženje	கழகம்
pak	பாக்
pro	புரோ
pro	pro
pro	ப்ரோ
note	குறிப்புகள்
visoki	அதிகம்
visoki	அதிக
visoki	அதிகமான
visoki	உயர்
visoki	உயர்ந்த
visoki	மூத்த
visoki	மூத்தோர்
visoki	மூத்தவர்
visoki	சீனியர்
ibrahim	இப்ராஹிம்
ibrahim	இப்ராஹீம்
ibrahim	இப்ராகிம்
ibrahim	ஆபிரகாம்
ben	பென்
francisco	பிரான்சிஸ்கோ
bill	பில்
bill	மசோதா
proizvođač	maker
proizvođač	உற்பத்தியாளர்
proizvođač	தயாரிப்பாளர்
hans	ஹான்ஸ்
vlakna	இழை
vlakna	நார்
vlakna	மீன்
akcije	செயல்கள்
akcije	செயல்களை
živjeli	ஆரவாரம்
živjeli	சியர்ஸ்
živjeli	வாழ்ந்தார்
živjeli	வசித்து
živjeli	வாழ்ந்த
hamilton	ஹாமில்டன்
rimsko	ருமேனியா
goran	கோரன்
širina	அகலம்
ste	ste
zrak	பீம்
vrati	பின்
mac	mac
mac	மேக்
bos	bos
istanbul	இஸ்தான்புல்
arhitektura	கட்டிடக்கலை
arhitektura	கட்டடக்கலை
studirao	படித்தார்
studirao	படித்தேன்
studirao	படித்தது
vezani	தொடர்பான
vezani	தொடர்புடையவை
vezani	தொடர்புடையது
različiti	வித்தியாசமான
različiti	வித்தியாசமாக
različiti	வெவ்வேறு
konfederacija	கூட்டமைப்பு
supstance	கன்வென்ஷன்
lice	முகம்
lice	முக
teče	ஓட்டங்கள்
teče	ரன்கள்
specifična	குறிப்பான
specifična	குறிப்பிட்ட
igrati	இயக்கு
igrati	விளையாடு
igrati	விளையாட்டைப்
igrati	இயக்கவும்
igrati	விளையாட்டை
šire	அகலமான
mars	மார்ஸ்
mars	செவ்வாய்
ekonomske	பொருளாதார
ekonomske	பொருளாதாரம்
ekonomske	பொருளியல்
ekonomske	பொருளாதார
staro	பழைய
staro	பழையது
pojavila	பாதாளத்தில்
vodolija	கும்பம்
ulje	எண்ணெய்
ulje	ஆயில்
nosio	அணிந்து
nosio	தேய்ந்த
elementa	உறுப்புகள்
sir	சீஸ்
sir	ஐயா
sir	சார்
sir	அய்யா
sir	சர்
simon	சைமன்
zahtjev	கோரிக்கை
zahtjev	வேண்டுகோள்
zahtjev	வேண்டுதல்
dvd	dvd
dvd	டிவிடி
liverpool	லிவர்பூல்
procjenjuje	கணக்கிடப்பட்ட
starost	வயது
joe	ஜோ
racing	பந்தய
racing	ரேசிங்
opera	ஓபரா
šef	தலைவன்
šef	தலைமை
šef	முதலாளி
šef	பாஸ்
šef	தலைவா
gray	பழுப்பு
gray	கிரே
gray	சாம்பல்
plava	நீலம்
plava	நீல
plava	பொன்னிற
elemente	உறுப்புகள்
braća	சகோதரர்கள்
braća	பிரதர்ஸ்
braća	சகோதரர்களே
walter	வால்டர்
nazvana	பெயரிடப்பட்ட
nazvana	எனப்படும்
nazvana	அழைக்கப்படும்
nazvana	அழைக்கப்பட்ட
net	net
net	நெட்
net	நாட்
stvar	விஷயம்
stvar	அம்சமாக
luis	லூயிஸ்
zapad	வேஸ்ட்
zapad	மேற்கு
drvo	மரம்
drvo	மரம்
drvo	கிளை
situacija	சூழ்நிலையில்
situacija	சூழ்நிலை
situacija	நிலைமை
unija	கூட்டு
unija	யூனியன்
unija	சேர்க்கை
unija	ஒன்றிய
znanje	அறிவு
znanje	அறிவும்
christian	கிறிஸ்துவ
christian	கிறித்தவர்
značajna	குறிப்பிடத்தக்கது
značajna	குறிப்பிடத்தக்க
potter	பாட்டர்
govor	சொற்பொழிவு
govor	பேச்சு
zbirka	சேகரிப்பு
zbirka	சேகரிப்புகள்
zbirka	தொகுப்பு
zbirka	வசூல்
stvaraju	உருவாக்கு
stvaraju	உருவாக்குக
povećanje	உயர்வு
povećanje	அதிகரித்துள்ளது
povećanje	அதிகரிக்க
povećanje	அதிகரிக்கும்
povećanje	அதிகரிப்பு
napravljen	செய்த
napravljen	made
pokazala	காட்டப்படும்
pokazala	காட்டப்பட்டது
pokazala	காட்டினார்
pokazala	காட்டியது
milenij	ஆயிரமாண்டு
čelik	ஸ்டீல்
čelik	எஃகு
globus	globe
globus	உலகம்
prikazana	காட்டப்பட்ட
moje	என்னுடையது
moje	என்னுடைய
mike	மைக்
ustring	ustring
johnson	ஜான்சன்
allah	ஆண்டவர்
allah	தெய்வமே
allah	கடவுளின்
allah	கடவுள்
allah	தேவன்
allah	அல்லாஹ்
allah	அல்லாஹ்
lijevo	மீதம்
lijevo	இடது
stvorio	படைத்து
stvorio	படைத்த
stvorio	உருவாக்கப்பட்டது
stvorio	உருவாக்கப்பட்ட
demokratska	ஜனநாயக
inter	இண்டர்
transport	போக்குவரத்து
transport	போக்குவரத்து
uveo	அறிமுகப்படுத்திய
električne	மின்னியல்
električne	மின்சார
tijelu	உடல்
tijelu	உடலில்
tijelu	பாடி
fosfat	பாசுபேட்டு
neprijatelja	பகைவர்கள்
neprijatelja	எதிரிகள்
izdat	வெளியிட்டார்
režija	இயக்கிய
oscar	ஆஸ்கார்
oscar	ஆஸ்கர்
časopisa	இதழ்கள்
putovanja	பயணங்களை
putovanja	பயணங்கள்
nijemci	வாலி
trupa	படையாக
zaliv	வளைகுடா
zaliv	வளைகுடா
zaliv	பே
galerija	கேலரி
dokaz	ஆதாரம்
dokaz	சான்று
auto	தானியங்கு
auto	தானியங்கி
auto	தானாகவே
auto	தன்னியக்கம்
auto	ஆட்டோ
rudolf	ருடோல்ப்
šuma	காடு
šuma	காடுகள்
negdje	எங்கோ
kisik	ஆக்சிஜன்
kisik	பிராணவாயு
kisik	ஆக்ஸிஜன்
umjetnik	கலைஞர்
umjetnik	கலைஞன்
umjetnik	ஓவியர்
zvuk	ஒலி
dala	கொடுத்தார்
dala	கொடுத்தோம்
predstavnik	பிரதிநிதி
nazad	பின்
dali	கொடுத்தார்
dali	கொடுத்தோம்
takođe	also
takođe	அத்துடன்
takođe	கூட
takođe	கூட
štafeta	ரிலே
princip	கொள்கைகள்
princip	தத்துவம்
nebraska	நெப்ராஸ்கா
stepeni	டிகிரி
stepeni	டிகிரிகள்
alan	ஆலன்
alan	ஆலன்
alan	அலன்
pozorište	தியேட்டர்
pozorište	திரையரங்கம்
pozorište	அரங்கம்
pozorište	தியேட்டர்
pozorište	திரையரங்கு
pozorište	திரையரங்கம்
pozorište	அரங்கு
kandidata	வேட்பாளர்கள்
kandidata	வேட்பாளர்
pećina	குகை
dani	டானி
colorado	கொலராடோ
igrala	விளையாடிய
igrala	விளையாடியது
istraživač	ஆராய்ச்சியாளர்
istraživač	துருவி
sobom	நானே
sobom	நானாக
chicago	சிகாகோ
pale	வெளிறிய
načelnik	தலைவன்
načelnik	தலைமை
započela	தொடங்கப்பட்டது
započela	தொடங்கினார்
započela	தொடங்கியது
započela	ஆரம்பித்தது
čestice	துணுக்குகள்
čestice	துகள்
pozicije	பதவிகள்
roditelja	பெற்றோர்
dakota	டகோட்டா
kentaur	centaur
široki	விரிந்த
široki	அகல
široki	அகன்ற
glumi	நடித்தது
glumi	நடித்த
glumi	நடிக்கும்
figura	figure
naučnici	அறிஞர்கள்
naučnici	விஞ்ஞானிகள்
prsten	வளையம்
prsten	மோதிரம்
željezo	இரும்பு
santiago	சான்டியாகோ
žrtve	பாதிக்கப்பட்டவர்கள்
dug	கடன்
dug	கடனை
dug	லாங்
dug	long
dug	நீண்ட
bana	தடை
bana	பானா
nacional	nacional
piramida	பிரமிட்
piramida	பிரமிடுகள்
dugi	லாங்
dugi	long
dugi	நீண்ட
dodatne	கூடுதலான
dodatne	கூடுதல்
izdaje	துரோகம்
like	போல்
like	போல
like	விரும்பு
like	விருப்பம்
like	பிடித்திருக்கிறது
henri	ஹென்றி
stepena	டிகிரி
stepena	டிகிரிகள்
stepena	பட்டம்
stepena	டிகிரி
bol	வலியை
bol	வலி
bol	வலிகள்
tradicionalno	பாரம்பரிய
tradicionalno	பாரம்பரியம்
tradicionalno	பாரம்பரியமாக
problemi	சர்ச்சைகள்
problemi	பிரச்சனைகள்
problemi	பிரச்சினைகள்
ustanak	insurrection
dobre	நன்று
dobre	குட்
dobre	நல்லது
