conclut	menyimpulkan
inscrire	daftarkan
complément	melengkapi
complément	tambahan
complément	supplement
complément	suplemen
futurs	future
futurs	berjangka
traverser	menyeberang
traverser	crossing
traverser	penyeberangan
traverser	melintas
traverser	melintasi
traverser	salib
traverser	lintas
traverser	cross
traverser	palang
dons	donasi
dons	sumbangan
dons	sumbang
dons	donasi
dons	menyumbang
dons	sumbangkan
dons	donasi
dons	sumbangan
ignore	abaikan
patrie	motherland
patrie	homeland
patrie	nusa
malo	malo
sèche	dry
sèche	mengeringkan
sèche	kering
sèche	keringkan
oxygène	oksigen
ampleur	besarnya
ampleur	besaran
molécules	molekul
signée	menandatangani
signée	ditandatangani
signée	signed
céramique	tembikar
céramique	keramik
céramique	keramik
céramique	keramik
uss	uss
judaïsme	yudaisme
pauvreté	kemiskinan
sévère	parah
sévère	buritan
sévère	stern
souligne	tegangan
souligne	menekankan
souligne	highlight
souligne	sorot
souligne	highlights
souligne	sorotan
souligne	digarisbawahi
exemplaire	menyalin
exemplaire	copy
exemplaire	salin
exemplaire	salinan
exemplaire	teladan
wings	sayap
wings	wings
enregistrer	rekor
enregistrer	rekam
enregistrer	record
enregistrer	simp
enregistrer	luu
enregistrer	simpan
enregistrer	save
enregistrer	daftarkan
enregistrer	register
monstre	aneh
monstre	freak
monstre	rakasa
monstre	monster
acides	asam
acides	acid
séparés	dipisahkan
séparés	dipisah
séparés	berpisah
séparés	terpisah
séparés	pisahkan
séparés	memisahkan
séparés	dipisah
morales	morales
perry	perry
roubaix	roubaix
commerces	berbelanja
commerces	toko
brève	ringkas
brève	singkat
brève	brief
anthologie	antologi
positive	positive
positive	positif
substance	zat
substance	substansi
geste	gestur
geste	gerak
geste	sikap
numériques	numerik
numériques	digital
matrice	matriks
matrice	matrix
nfl	nfl
sardaigne	sardinia
escrime	anggar
perception	persepsi
perception	persepsi
charleroi	charleroi
axes	sumbu
axes	sumbu
axes	axis
significations	makna
descendance	keturunan
descendance	keturunan
mayer	mayer
électroniques	elektronika
électroniques	electronic
électroniques	elektronik
appartenance	afiliasi
appartenance	milik
commonwealth	persemakmuran
retenue	dipertahankan
gregory	gregory
gregory	gregorius
arménien	armenia
domestique	prt
domestique	domestik
domestique	domestique
plongée	diving
plongée	selam
plongée	menyelam
plongée	dive
plongée	menyelam
plongée	snorkel
composants	komponen
composants	bahan
rival	rival
rival	saingan
rival	lawannya
patriarche	patriarkh
chair	kedagingan
chair	daging
constituant	konstituen
dominant	mendominasi
dominant	dominan
julian	julian
carburant	bbm
téléchargement	download
téléchargement	unduhan
téléchargement	mengunduh
téléchargement	unduh
téléchargement	download
téléchargement	unduhan
téléchargement	unduh
téléchargement	pengunduhan
téléchargement	pengunduhan
téléchargement	mengunduh
voler	terbang
voler	lalat
voler	fly
voler	terbang
voler	flying
voler	menerbangkan
voler	mencuri
voler	curi
sigle	akronim
kilomètre	kilometer
kilomètre	kilometer
kilomètre	kilometer
dubois	dubois
identifié	ditandai
identifié	identifikasi
identifié	diidentifikasi
identifié	teridentifikasi
identifié	mengidentifikasi
successives	berturut
vaucluse	vaucluse
honneurs	kehormatan
capturé	tertangkap
capturé	ketahuan
capturé	direbut
capturé	tertangkap
capturé	ditangkap
jet	jie
jet	jet
enterrée	dimakamkan
enterrée	dikuburkan
enterrée	terkubur
enterrée	dikubur
riz	padi
riz	rice
riz	nasi
riz	nyampe
riz	beras
riz	riz
constance	constance
ème	ème
affichage	tampilkan
affichage	tampilan
affichage	display
affichage	melihat
affichage	tampilan
affichage	lihat
guatemala	guatemala
extraordinaire	menakjubkan
extraordinaire	amazing
chan	chan
urbains	urban
urbains	perkotaan
médicis	médicis
médicis	medici
trajet	rute
doyen	dekan
doyen	dean
extérieurs	outdoor
extérieurs	eksternal
extérieurs	eksterior
bridge	bridge
bridge	anjungan
bridge	jembatan
décédée	almarhum
décédée	wafat
décédée	meninggal
créatures	makhluk
créatures	mahluk
otan	nato
patinage	skating
patinage	seluncur
patinage	berseluncur
patinage	skate
patinage	berseluncur
perdent	kehilangan
indispensable	esensial
indispensable	penting
révision	tinjauan
révision	review
révision	tinjau
révision	ulasan
révision	ulas
révision	meninjau
révision	revisi
const	const
préliminaire	pendahuluan
bulle	gelembung
bulle	bubble
bulle	gelembung
alessandro	alessandro
modifiée	modifikasi
modifiée	diubah
modifiée	dimodifikasi
pete	pete
médicaments	pengobatan
cricket	cricket
cricket	jangkrik
cricket	kriket
ancêtres	leluhur
olga	olga
développés	dikembangkan
développés	mengembangkan
touristes	wisatawan
touristes	turis
réédité	reissued
terrible	mengerikan
terrible	mengerikan
blood	blood
blood	darah
indépendantes	independen
indépendantes	independent
indépendantes	mandiri
demandant	menanyakan
demandant	bertanya
demandant	meminta
hilaire	hilaire
barrière	pembatas
barrière	penghalang
barrière	pagar
barrière	penadah
barrière	gedek
soie	sutera
soie	sutra
soie	silk
essayé	dicoba
essayé	mencoba
essayé	dicoba
acoustique	acoustic
acoustique	akustik
acoustique	audio
acoustique	akustik
colonial	kolonial
marches	marche
marches	langkah
intellectuelle	intelektual
intellectuelle	cendekiawan
aluminium	aluminium
aluminium	alumunium
aluminium	aluminium
aluminium	alumunium
composées	terdiri
piège	snare
piège	jebakan
piège	perangkap
piège	trap
biélorussie	belarus
biélorussie	belarusia
doc	doc
doc	mbah
doc	dok
policière	polisi
policière	kepolisian
policière	police
citations	kutipan
citations	quotes
citations	kutipan
tubes	tabung
écho	menggema
écho	gema
écho	gaung
écho	echo
thématique	tematik
industrielles	industri
industrielles	industrial
tragédie	tragedi
mozart	mozart
hart	hart
hôtels	hotel
diminution	kurangi
diminution	mengurangi
diminution	menurun
diminution	berkurang
diminution	penurunan
diminution	penurunan
diminution	berkurang
diminution	menurun
horizon	cakrawala
horizon	ufuk
horizon	horizon
gorge	tenggorokan
gorge	kerongkongan
gorge	jurang
silver	perak
silver	silver
pauline	pauline
offrant	menawarkan
chronologique	kronologis
hugh	hugh
amphibiens	amfibi
amphibiens	amfibi
érigée	didirikan
durand	durand
océanie	oseania
kenya	kenya
pilier	pilar
pilier	tiang
diamant	berlian
diamant	diamond
diamant	intan
diamant	berlian
diamant	intan
diamant	wajik
diamant	diamonds
quinzaine	fifteen
quinzaine	fortnight
drogue	obat
drogue	narkoba
drogue	drogue
drogue	obat
drogue	narkoba
soutenue	berkelanjutan
soutenue	didukung
derby	derby
magazines	majalah
tennessee	tennessee
chaos	kekacauan
chaos	chaos
guise	guise
guise	kedok
chanter	sing
chanter	nyanyi
chanter	nyanyikan
chanter	menyanyi
chanter	bernyanyi
abrégé	disingkat
abrégé	abridged
historiquement	historis
fusil	shotgun
fusil	senapan
fusil	pistol
fusil	gun
fusil	senjata
fusil	senapan
fusil	rifle
serbes	serbia
serbes	serbia
serbes	serbia
marx	marx
couverte	tertutupi
couverte	ditutupi
couverte	tercakup
reliques	pusaka
reliques	relik
roberts	roberts
roumaine	rumania
broadway	broadway
législatif	legislatif
législatif	legislatif
rotterdam	rotterdam
salaire	gaji
salaire	upah
salaire	pahala
salaire	upah
salaire	pendapatan
salaire	penghasilan
rappeur	rapper
rappeur	rap
plaines	plains
plaines	dataran
watson	watson
prêté	dipinjamkan
prêté	meminjamkan
préféré	favourite
préféré	favorit
préféré	favorite
préféré	kesukaan
préféré	terfavorit
préféré	favorit
préféré	mengistimewakan
préféré	disukai
préféré	diutamakan
ingénierie	teknik
ingénierie	rekayasa
bayonne	bayonne
asiatiques	asian
asiatiques	asia
clara	clara
bataillons	batalyon
pérez	pérez
magistrat	judge
magistrat	menghakimi
magistrat	hakim
magistrat	hakim
magistrat	magistrate
chanteurs	penyanyi
automobiles	mobil
automobiles	otomotif
ethnique	etnis
ethnique	etnik
ethnique	etnis
ethnique	etnik
comarque	comarca
haies	hedges
haies	rintangan
haies	hedge
considérées	dianggap
considérées	dipertimbangkan
flanc	mengapit
randonnée	mendaki
randonnée	hiking
randonnée	trekking
chambéry	chambéry
vignes	vignes
vignes	anggur
contrainte	stres
contrainte	stress
contrainte	batasan
contrainte	kendala
contrainte	paksaan
contrainte	paksaan
contrainte	pemaksaan
folk	kaum
folk	rakyat
folk	folk
portails	gates
portails	gerbang
portails	portal
billets	tiket
apogée	klimaks
apogée	pinnacle
apogée	peak
apogée	puncak
obtenue	diperoleh
antarctique	antarktika
antarctique	antartika
antarctique	antarktika
contenir	mengandung
contenir	berisi
conducteur	pengemudi
conducteur	driver
conducteur	supir
conducteur	sopir
conducteur	penggerak
conducteur	driver
conducteur	pengemudi
conducteur	kondektur
conducteur	konduktor
étendu	diperluas
étendu	extended
étendu	diperpanjang
étendu	perluasan
étendu	mengembang
étendu	diperluas
étendu	memperluas
interdite	terlarang
interdite	dilarang
interdite	terlarang
interdite	dilarang
interdite	banned
interdite	dilarang
sphère	bola
sphère	lingkup
libye	libya
libye	libya
choisie	dipilih
choisie	terpilih
chirurgie	operasi
chirurgie	pembedahan
chirurgie	bedah
chirurgie	pembedahan
chirurgie	bedah
oublié	lupa
oublié	dilupakan
oublié	lupa
oublié	terlupakan
résidences	residences
grammaire	grammar
yann	jan
mineure	kecil
mineure	minor
balles	bola
balles	balls
balles	peluru
balles	bulet
légendaire	legendaris
légendaire	legendary
tigre	tiger
tigre	harimau
tigre	macan
tigre	tigre
compromis	berkompromi
compromis	kompromi
compromis	dibobol
compromis	dikompromikan
horloge	jam
horloge	clock
middle	middle
middle	pertengahan
middle	tengah
chaine	rantai
séoul	seoul
parts	bagikan
parts	berbagi
parts	dibagikan
parts	saham
partager	membagikan
partager	bagikan
partager	sharing
partager	berbagi
partager	bagikan
partager	berbagi
partager	share
pluriel	jamak
omar	omar
monica	monica
rey	rey
rey	juragan
dépôts	deposito
dépôts	setoran
josef	josef
michèle	michelle
michèle	michelle
michèle	michele
pommes	apel
pommes	apel
pommes	apple
vannes	gates
vannes	gerbang
vannes	vannes
haine	haine
haine	kebencian
haine	kebencian
haine	hate
haine	membenci
haine	benci
poussée	dorong
poussée	dorongan
giorgio	giorgio
picard	pcd
nommer	menunjuk
nommer	penamaan
nommer	nama
lettonie	latvia
lettonie	latvia
alerte	alarm
alerte	peringatan
alerte	warning
alerte	siaga
alerte	peringatan
alerte	waspada
alerte	alert
fermes	farm
fermes	perkebunan
fermes	peternakan
fermes	ladang
fermes	pertanian
fermes	ladang
fermes	pertanian
fermes	peternakan
échappe	lolos
échappe	escape
tunisienne	tunisia
tunisienne	tunisia
copies	salinan
restaurer	kembalikan
restaurer	mengembalikan
restaurer	pulihkan
restaurer	memulihkan
restaurer	mengembalikan
annecy	annecy
edwards	edwards
raid	rahmatullah
raid	raid
raid	serbuan
distances	kejauhan
distances	jarak
gardiens	penjaga
gardiens	pengawal
gardiens	guardian
gardiens	guardians
gardiens	wali
piscine	kolam
piscine	pool
donnés	diberikan
donnés	diberi
donnés	sumbangan
donnés	disumbangkan
donnés	menyumbang
minorité	minoritas
ronald	ronald
charité	amal
charité	sedekah
charité	amal
charité	bersedekah
allée	gang
allée	alley
sienne	sienna
sienne	siena
emily	emily
explications	penjelasan
explications	penjelasan
abel	abel
abel	habel
extérieures	eksterior
cave	gua
cave	cave
cave	basemen
cave	basement
dessiné	digambar
dessiné	ditarik
acquérir	memperoleh
séparé	dipisahkan
séparé	dipisah
séparé	berpisah
séparé	terpisah
séparé	pisahkan
séparé	memisahkan
séparé	dipisah
graphe	grafik
graphe	graf
enregistrée	direkam
enregistrée	merekam
enregistrée	dicatat
enregistrée	terekam
enregistrée	didaftarkan
enregistrée	terdaftar
enregistrée	tersimpan
enregistrée	disimpan
enregistrée	diselamatkan
archéologue	arkeolog
passés	past
recommandations	rekomendasi
recommandations	rekomendasi
recommandations	saran
plainte	pengaduan
plainte	keluhan
plainte	komplain
plainte	pengaduan
plainte	keluhan
plainte	komplain
hippolyte	hippolyte
doubles	double
doubles	ganda
doubles	dobel
doubles	gandakan
doubles	ganda
égyptienne	mesir
idéologie	ideologi
idéologie	ideologis
cage	sangkar
cage	cage
cage	kandang
cage	kurungan
préserver	melestarikan
préserver	melestarikan
préserver	memelihara
tronçon	stretch
tronçon	peregangan
tronçon	meregang
banc	bangku
souverains	penguasa
souverains	berdaulat
souverains	kedaulatan
copyright	copyright
gaule	gaul
gaule	galia
martine	martine
martine	martina
martine	martinus
martine	martin
indochine	indochina
indochine	indochine
captain	kapten
buffalo	kerbau
buffalo	cengkeh
buffalo	buffalo
italiennes	italia
juriste	jurist
juriste	paralegal
juriste	pengacara
enlever	buang
enlever	hapus
enlever	menghapus
enlever	hilangkan
démographie	demografi
démographie	demografis
démographie	demografi
sonate	sonata
asiatique	asia
asiatique	asian
asiatique	asia
regarde	menonton
regarde	watch
regarde	tonton
regarde	look
regarde	lihat
regarde	lihatlah
suffixe	akhiran
corde	tali
corde	chord
corde	akord
geoffroy	geoffroy
oklahoma	oklahoma
documentaires	dokumenter
documentaires	dokumenter
sep	sep
pâte	adonan
pâte	dough
pâte	tempelkan
pâte	tempel
pâte	paste
pâte	bubur
pâte	pulp
xviii	xviii
organisateur	penyelenggara
organisateur	organizer
organisateur	organiser
papa	ayah
papa	ayah
papa	daddy
papa	papa
rames	dayung
florent	florent
imagine	bayangkanlah
imagine	bayangkan
imagine	imagine
ordinateurs	komputer
ordinateurs	komputer
ordinateurs	computer
tables	meja
tables	tabel
bassiste	bassist
bassiste	bass
bassiste	kakap
jessica	jessica
gang	geng
gang	gang
martial	martial
subir	menjalani
bouton	kancing
bouton	tombol
toucher	touch
toucher	sentuhan
toucher	sentuh
toucher	mengharukan
toucher	menyentuh
now	sekarang
now	now
now	kini
aoste	aosta
combattant	kombatan
combattant	petarung
combattant	fighter
combattant	tempur
tropicale	tropical
tropicale	tropis
fossiles	fosil
fossiles	fossil
fossiles	fosil
citadelle	benteng
citadelle	citadel
plastique	plastic
plastique	plastik
plastique	plastic
plastique	plastik
exister	eksis
décider	memutuskan
décider	memutuskan
décider	tentukan
décider	putuskan
menaces	ancaman
menaces	ancaman
ventre	perut
ventre	ventre
ventre	belly
ventre	perut
ventre	perutnya
ventre	lambung
ventre	perut
forestier	kehutanan
forestier	hutan
forestier	forest
carrières	carrières
carrières	karir
carrières	karier
identiques	identik
mécaniques	mekanik
mécaniques	mekanika
mécaniques	mekanik
mécaniques	mechanical
mécaniques	mekanis
mécaniques	mekanika
vicaire	vikaris
plages	beach
plages	pantai
plages	pantai
barrages	bendungan
mayence	mainz
intérim	temp
entraîné	dilatih
entraîné	terlatih
brasserie	brewery
prestige	prestise
châtillon	châtillon
missionnaire	misionaris
rico	riko
rico	rico
vendue	terjual
vendue	sold
vendue	dijual
favorables	menguntungkan
protestant	protestan
spirituel	spiritual
spirituel	rohani
priorité	prioritas
constitutionnelle	konstitusional
rivalité	permusuhan
rivalité	perseteruan
rivalité	persaingan
valentin	valentin
valentin	valentine
plaisance	plaisance
problématique	bermasalah
problématique	masalah
problématique	problem
précédé	didahului
danseuse	dancer
danseuse	penari
conforme	mematuhi
earth	bumi
earth	earth
violent	kekerasan
démon	daemon
démon	jurik
démon	setan
démon	iblis
démon	devil
démon	setan
démon	siluman
démon	iblis
démon	demon
constructeurs	pembangun
constructeurs	manufaktur
constructeurs	produsen
arcades	arcade
arcades	arcade
madonna	madonna
sourire	smile
sourire	senyum
sourire	tersenyum
sourire	tersenyumlah
sourire	smiling
sourire	tersenyum
sourire	senyum
sourire	senyuman
sourire	tersenyum
carrés	kuadrat
carrés	square
carrés	persegi
carrés	kuadrat
sommeil	ngantuk
sommeil	mengantuk
sommeil	tidur
sommeil	sleep
sommeil	tidur
sommeil	sleeping
digne	bermartabat
digne	layak
saoudite	arabia
saoudite	saudi
contenus	isi
contenus	konten
contenus	isi
perdus	kalah
perdus	tersesat
perdus	kehilangan
perdus	lost
perdus	hilang
défi	tantangan
défi	challenge
défi	menantang
défi	tantang
rite	rite
rite	ritus
consulat	konsulat
consulat	konsulat
schmidt	schmidt
indigènes	pribumi
indigènes	native
indigènes	pribumi
cinéaste	filmmaker
magnifique	beautiful
magnifique	cantiknya
magnifique	cantik
magnifique	indah
magnifique	megah
magnifique	menakjubkan
magnifique	cantik
classic	klasik
classic	classic
chances	peluang
hôpitaux	hospital
hôpitaux	rs
divinité	dewa
divinité	dewi
ukrainien	ukraina
confiée	dipercayakan
amanda	amanda
afro	afro
tigers	harimau
tigers	tigers
tigers	macan
démontrer	menunjukkan
intellectuels	intelektual
intellectuels	intelektual
intellectuels	cendekiawan
périodique	periodik
périodique	berkala
entente	entente
entente	kartel
entente	cartel
stevens	stevens
trilogie	trilogy
précieux	berharga
précieux	precious
précieux	berharga
précieux	bernilai
indication	indikasi
installent	install
installent	pasang
installent	instal
danube	danube
danube	donau
centenaire	centenary
centenaire	centennial
donjon	dungeon
croissant	berkembang
croissant	tumbuh
croissant	bertumbuh
croissant	menumbuhkan
croissant	croissant
croissant	sabit
croissant	crescent
croissant	menjulang
croissant	menaik
jul	jul
animée	animasi
amant	amant
amant	pencinta
amant	pecinta
amant	kekasih
amant	lover
caps	cap
caps	caps
légal	hukum
légal	sah
légal	legal
prévenir	peringatkan
prévenir	mencegah
prévenir	cegah
batman	batman
tibétain	tibetan
tibétain	tibet
carmen	carmen
jungle	rimba
jungle	hutan
jungle	jungle
assomption	assomption
assomption	asumsi
condamnation	penghukuman
condamnation	kutuk
légitime	legit
let	biarkan
let	biarlah
let	let
biodiversité	hayati
lys	lili
lys	lily
lys	lys
rail	rel
rail	mandar
disparus	menghilang
cou	leher
cou	neck
cou	leher
accidents	kecelakaan
accidents	tabrakan
accidents	macet
accidents	crash
blois	blois
kazakhstan	kazakhstan
spectre	specter
spectre	spectra
spectre	spektrum
spectre	spectre
ajoutant	menambahkan
ajoutant	menambah
transcription	transkripsi
transcription	transkrip
violoniste	fiddler
achille	achille
achille	achilles
achille	achilles
édit	dekrit
tag	tanda
tag	tag
profiter	enjoy
profiter	nikmati
profiter	menikmati
profiter	nikmatilah
profiter	menikmati
publicitaire	periklanan
publicitaire	mengiklankan
publicitaire	iklan
publicitaire	beriklan
sandra	sandra
grosses	grosses
una	una
hésite	ragu
datée	tertanggal
élémentaire	elemental
élémentaire	dasar
élémentaire	basic
élémentaire	sd
recrutement	rekrutmen
recrutement	perekrutan
recrutement	perekrutan
recrutement	merekrut
rohan	rohan
procédures	prosedur
présidé	diketuai
terminal	terminal
explorer	menjelajah
explorer	menjelajahi
explorer	jelajahi
explorer	jelajah
explorer	penjelajah
explorer	explorer
partition	partisi
partition	score
partition	skor
couples	pasangan
considérant	mempertimbangkan
considérant	mengingat
considérant	resital
ana	ana
reconnus	dikenal
reconnus	diakui
reconnus	diakui
reconnus	dikenal
reconnus	dikenali
reconnus	diakui
reconnus	mengenali
amérindiens	amerindian
plastiques	plastic
plastiques	plastik
plastiques	plastic
plastiques	plastik
violation	pelanggaran
violation	pelanggaran
violation	pelanggaran
conservateurs	pengawet
conservateurs	konservatif
conservateurs	konservatif
rappel	recall
rappel	pengingat
rappel	adz
plats	kempes
plats	flat
plats	rata
plats	datar
plats	piring
neuchâtel	neuchâtel
cameron	cameron
miracle	mukjizat
miracle	miracle
miracle	keajaiban
amédée	amédée
gène	jeni
gène	gene
gène	gen
formés	dibentuk
formés	terbentuk
formés	dilatih
formés	terlatih
cfa	cfa
deutsche	deutsche
anarchiste	anarkis
anarchiste	anarkis
indo	indo
graphiques	grafik
graphiques	grafis
graphiques	sadis
graphiques	bagan
graphiques	grafik
graphiques	grafis
graphiques	grafika
monétaire	moneter
charlemagne	charlemagne
monique	monique
parallèles	paralel
parallèles	paralel
créature	makhluk
créature	mahluk
accusations	tuduhan
accusations	tuduhan
accusations	menuduh
apporté	dibawa
négatif	negative
négatif	negatif
juger	judge
juger	menghakimi
juger	hakim
juger	menghakimi
résidents	penduduk
résidents	resident
résidents	residen
résidents	penduduk
résidents	warga
résidents	penghuni
provoqué	memprovokasi
opérateurs	operator
toiles	kanvas
toiles	canvas
toiles	kanvas
toiles	canvas
toiles	kain
toiles	lukisan
martínez	martinez
martínez	martínez
albanie	albania
thé	teh
thé	tea
assister	menghadiri
assister	hadiri
assister	dampingi
unit	satuan
unit	unit
enregistrés	direkam
enregistrés	merekam
enregistrés	dicatat
enregistrés	terekam
enregistrés	didaftarkan
enregistrés	terdaftar
enregistrés	tersimpan
enregistrés	disimpan
enregistrés	diselamatkan
connexion	login
connexion	masuk
connexion	menyambung
connexion	menyambungkan
connexion	menghubungkan
connexion	terhubung
connexion	sambungan
connexion	koneksi
connexion	sambung
connexion	connect
connexion	hubungkan
connexion	terhubung
briques	bata
briques	brick
briques	bata
opinions	opini
opinions	pendapat
distribué	didistribusikan
tranche	irisan
tranche	slice
tranche	tranche
brothers	saudara
brothers	bersaudara
brothers	brothers
bonnet	bonnet
sul	sul
partisan	partisan
partisan	pendukung
partisan	supporter
dumas	dumas
coque	hull
coque	lambung
cloud	awan
cloud	cloud
confié	dipercayakan
boutique	shop
boutique	ruko
boutique	toko
boutique	belanja
boutique	berbelanja
boutique	boutique
boutique	butik
boutique	simpan
boutique	toko
knight	ksatria
knight	knight
knight	kesatria
accuse	menyalahkan
accuse	menggugat
accuse	menuduh
accuse	tuduh
colloque	simposium
colloque	colloque
suspendu	suspensi
suspendu	penangguhan
suspendu	skors
suspendu	diskors
suspendu	ditangguhkan
felix	felix
under	under
under	dibawah
mare	mare
exigences	persyaratan
exigences	tuntutan
castro	castro
inventé	diciptakan
sidney	sidney
ténor	tenor
aveugle	blind
aveugle	buta
aveugle	tunanetra
ferry	feri
ferry	ferry
espionnage	memata
espionnage	spy
espionnage	spionase
vies	nyawa
vies	lives
segment	segmen
roulant	rolling
roulant	bergulir
roulant	berguling
tabac	berasap
tabac	merokok
tabac	tembakau
scalemajor	scalemajor
palace	puput
palace	istana
palace	keraton
libérale	liberal
timeaxis	timeaxis
étendre	extend
étendre	memperpanjang
étendre	perpanjang
étendre	perluas
étendre	ekspansi
étendre	kembangkan
étendre	luaskan
étendre	memperluas
étendre	memperpanjang
tutelle	perwalian
monarque	monarki
monarque	monarch
réunions	rapat
réunions	pertemuan
nbc	nbc
butler	butler
tissus	kain
tissus	kain
suffisante	kecukupan
spencer	spencer
dépasser	mendahului
dépasser	menyalip
connecticut	connecticut
afficher	tunjukkan
afficher	show
afficher	tampilkan
afficher	perlihatkan
afficher	pertunjukan
afficher	tampilkan
afficher	tampilan
afficher	display
afficher	melihat
afficher	tampilan
afficher	lihat
dominante	dominan
dominante	dominasi
entités	entitas
sélectionnés	dipilih
sélectionnés	terpilih
pensez	berpikir
pensez	pikir
pensez	pikirkan
hercule	hercules
hercule	hercule
forcé	dipaksakan
forcé	dipaksa
forcé	paksakan
forcé	terpaksa
forcé	dipaksa
zur	zur
solde	keseimbangan
solde	saldo
solde	balance
récolte	harvest
récolte	panen
récolte	tanaman
récolte	pangkas
récolte	crop
récolte	potong
récolte	memanen
récolte	panen
gustav	gustav
attaqué	menyerang
attaqué	diserang
oregon	oregon
apprécié	suka
apprécié	disukai
apprécié	menyukai
apprécié	dihargai
apprécié	disyukuri
apprécié	menikmati
apprécié	dinikmati
cape	cape
cape	tanjung
diff	diff
infos	info
infos	information
infos	informasi
monté	ditunggangi
monté	dikait
monté	dikaitkan
monté	mount
artificielle	artifisial
artificielle	buatan
jésuite	jesuit
jésuite	jesuit
voyageur	penumpang
voyageur	pelancong
voyageur	wisatawan
voyageur	traveller
voyageur	musafir
voyageur	pengembara
voyageur	wisatawan
voyageur	musafir
voyageur	traveler
traitements	perawatan
leslie	leslie
serpents	ular
serpents	ular
entourage	rombongan
cuir	leather
cuir	kulit
reporter	wartawan
reporter	reporter
imagesize	imagesize
utah	utah
serie	serie
carnaval	carnaval
carnaval	karnaval
location	rental
location	sewa
location	persewaan
location	penyewaan
condamnés	divonis
condamnés	terpidana
condamnés	dihukum
condamnés	divonis
condamnés	dikutuk
condamnés	dihukum
condamnés	narapidana
cacher	menyembunyikan
cacher	sembunyikan
cacher	sembunyi
cacher	menyembunyikan
cacher	bersembunyi
come	datang
neuilly	neuilly
intrigue	intrik
plotarea	plotarea
kentucky	kentucky
schneider	schneider
probabilité	probabilitas
probabilité	kemungkinannya
probabilité	kemungkinan
matériels	hardware
académique	akademik
académique	akademisi
académique	akademis
roll	roll
roll	gulung
accusation	tuduhan
accusation	dakwaan
accusation	penuntutan
châssis	sasis
responsabilités	tanggungjawab
lyrique	lyrical
lyrique	lirik
lyrique	lyrics
gain	keuntungan
gain	bati
gain	gain
laser	laser
minimale	minimum
minimale	minimal
minimale	minimal
minimale	minim
composant	komponen
sérieusement	serius
sérieusement	seriously
noté	dinilai
noté	dicatat
sauvetage	penyelamatan
sauvetage	rescue
nina	nina
doigts	fingers
doigts	jari
doigts	finger
détruits	dihancurkan
détruits	hancur
détruits	dimusnahkan
détruits	menghancurkan
convoi	konvoi
atterrissage	landing
atterrissage	pendaratan
atterrissage	mendarat
blaise	blaise
encre	tinta
encre	ink
remplir	mengisi
remplir	isi
remplir	isian
remplir	fill
progressiste	progresif
invitation	undangan
invitation	invite
invitation	undang
invitation	undangan
invitation	kondangan
technologique	teknologi
souffre	menderita
cercles	circle
cercles	lingkaran
arche	arkhe
arche	ark
arche	bahtera
arche	tabut
arche	lengkungan
arche	arch
collaborateurs	kolaborator
collaborateurs	karyawan
collaborateurs	kontributor
collaborateurs	penyumbang
restaurants	restoran
viaduc	viaduct
gravures	ukiran
émergence	munculnya
gratuit	bebas
gratuit	gratis
gratuit	free
préférence	preferensi
préférence	mengistimewakan
préférence	disukai
préférence	diutamakan
alabama	alabama
stan	stan
queensland	queensland
holstein	holstein
escalade	escalade
escalade	panjat
escalade	pendakian
escalade	mendaki
escalade	memanjat
claudia	claudia
allusion	petunjuk
alla	alla
mécanismes	mekanisme
mathilde	mathilde
mathilde	matilda
oslo	oslo
bombardements	pemboman
bombardements	pengeboman
bombardements	pemboman
bombardements	pengeboman
bombardements	pemboman
bombardements	pengeboman
bombardements	bom
bombardements	mengebom
rennais	rennais
ice	ice
ice	es
suffisant	kecukupan
foncé	dark
foncé	gelap
foncé	kegelapan
wendy	wendy
hôtes	penyelenggara
hôtes	host
hôtes	tamu
ricardo	ricardo
rhodes	rhodes
caché	tersembunyi
caché	bathin
caché	disembunyikan
caché	hidden
klein	klein
oscars	oscar
mrc	rcm
mrc	mrc
cincinnati	cincinnati
ltd	ltd
cyril	cyril
judith	judith
cie	cie
carol	carol
promenade	promenade
promenade	berjalan
promenade	berjalanlah
promenade	walk
rita	rita
établis	didirikan
établis	mapan
dupont	dupont
séparer	memisahkan
séparer	terpisah
séparer	pisahkan
séparer	memisahkan
séparer	dipisah
massive	besaran
massive	masif
massive	massive
online	daring
online	online
visites	kunjungannya
visites	kunjungan
visites	berkunjung
visites	tur
visites	tours
visites	tour
visites	wisata
albanais	albania
head	head
head	kepala
pub	pab
pub	pub
portland	portland
antérieure	anterior
acceptée	diterima
prétexte	dalih
prétexte	dalih
julius	julius
mitterrand	mitterrand
sacrifice	kurban
sacrifice	pengorbanan
sacrifice	pengorbanannya
socialisme	sosialisme
impasse	kebuntuan
impasse	buntu
impasse	kebuntuan
impasse	buntu
impasse	penyanderaan
impasse	kebuntuan
adrian	adrian
dialecte	dialek
dialecte	amoy
dialecte	dialek
juventus	juventus
genèse	genesis
guerriers	laskar
guerriers	warriors
guerriers	pejuang
guerriers	prajurit
réservée	dipesan
recteur	rektor
sabre	sabre
sabre	saber
sabre	pedang
sabre	sword
offert	ditawarkan
offert	menawarkan
loups	wolves
loups	srigala
loups	serigala
loups	wolf
loups	serigala
loups	loups
restaurée	memulihkan
restaurée	dipulihkan
damien	damien
damien	damian
frise	friesland
itinéraire	arah
itinéraire	rute
pertinence	relevansi
complexité	kerumitan
complexité	kompleksitas
