процедура	procedimento
коммунистическая	comunista
широкая	vasto
широкая	ampla
широкая	amplo
широкая	wide
широкая	ampla
широкая	amplo
мюзикл	musical
мюзикл	musicais
резерв	reservas
резерв	reserva
резерв	reserve
резерв	reservar
репрессий	repressão
репрессий	represálias
репрессий	represálias
репрессий	represália
прозвища	apelidos
прозвища	alcunhas
поняли	percebido
поняли	entendido
поняли	entendi
поняли	entendeu
поняли	compreendido
поняли	compreendeu
интересный	interessante
интересный	interessantes
реальные	real
реальные	verdadeiro
реальные	reais
реальные	verdadeiros
реальные	verdadeira
теннис	ténis
теннис	tênis
теннис	tenis
ключи	chaves
ключи	teclas
лавры	louros
сделанные	feitos
сделанные	feita
сделанные	feito
сделанные	made
восприятия	percepções
банды	gangues
банды	gangs
банды	bandos
татарский	tártaro
духовное	espiritual
духовное	espirituais
славу	fama
славу	fame
славу	glórias
славу	glória
славу	glory
поляна	polyana
таиланд	tailândia
финансирование	financiamento
финансирование	financiamentos
финансирование	financiamento
финансирование	finanças
младшая	caçula
младшая	younger
глазго	glasgow
соперников	rivais
пакистан	paquistão
робин	robin
робин	robyn
библиотек	bibliotecas
угроза	ameaça
угроза	ameaças
угроза	ameaça
мтс	mts
председатели	cadeiras
председатели	presidentes
мозель	moselle
подростков	adolescentes
подростков	adolescentes
демо	demonstração
демо	demo
демо	demos
демо	demonstrações
трагедия	trágica
трагедия	trágicas
трагедия	trágico
трагедия	tragédia
трагедия	tragédias
заседание	sessão
заседание	sessões
заседание	encontro
заседание	reunião
ушла	gone
ушла	ido
ушла	sumido
луки	arcos
луки	luca
луки	luka
таиланда	tailândia
таиланда	tailandesa
таиланда	tailandês
таиланда	thai
таиланда	tailandeses
пройдя	passando
советники	consultores
советники	conselheiros
советники	conselheiros
советники	vereadores
советники	conselheiros
отправили	enviados
отправили	enviado
отправили	enviada
отправили	enviadas
отправили	enviados
отправили	enviou
отправили	enviado
аэропорты	aeroportos
гитлер	hitler
связанный	vinculado
связанный	ligados
связанный	ligado
связанный	ligada
оплаты	pagamento
организмов	organismos
присоединиться	participe
присоединиться	aderir
присоединиться	juntar
присоединиться	participar
хьюстон	houston
счастье	felicidade
счастье	felicidades
загрузки	downloads
загрузки	descargas
загрузки	transferências
холл	hall
холл	salão
культ	cult
культ	cultos
культ	seita
культ	culto
домашнее	caseira
домашнее	caseiros
домашнее	caseiras
домашнее	caseiro
лесных	floresta
лесных	bosque
лесных	florestas
лесных	forest
никитин	nikitin
поколений	gerações
македония	macedónia
македония	macedônia
кондратьев	kondratiev
утверждено	aprovada
утверждено	aprovados
утверждено	aprovadas
утверждено	aprovado
волос	hair
волос	cabelos
волос	pêlo
волос	cabelo
создатели	criadores
покрытия	cobertura
покрытия	cover
покрытия	cubra
покрытия	cobrir
покрытия	capa
покрытия	tintas
покрытия	revestimentos
ферма	fazenda
ферма	quintas
ферма	quinta
произносится	pronunciado
произносится	pronunciada
грозный	grozny
условие	condição
условие	estado
объединять	combine
объединять	combinar
португальский	portugueses
португальский	portugues
португальский	português
португальский	portuguesa
низкий	baixa
низкий	baixos
низкий	low
низкий	baixo
древесины	madeiras
древесины	madeira
уменьшить	reduzir
уменьшить	reduza
уменьшить	diminuição
уменьшить	diminuir
уменьшить	psiquiatra
уменьшить	encolhe
уменьшить	encolher
типичный	típico
типичный	típicas
типичный	típicos
типичный	típica
геолог	geólogo
мобильных	móvel
мобильных	telemóvel
мобильных	celular
мобильных	móveis
получены	recebida
получены	recebido
получены	receberam
получены	recebidos
получены	recebeu
получены	recebidas
азота	nitrogénio
азота	azoto
азота	nitrogênio
усовершенствования	melhoramentos
усовершенствования	melhorias
усовершенствования	melhoramentos
усовершенствования	melhorias
дань	tributo
дань	tributos
дань	homenagem
мозг	cérebro
мозг	miolos
мозг	brain
мозг	cérebros
мозг	miolos
мозг	cérebro
поднял	criado
бред	brad
бред	delírio
бред	delirante
дэнни	danny
дэнни	danni
дэнни	denny
секция	seção
секция	secção
десятка	dez
десятка	ten
десятка	dúzias
десятка	dúzia
нацистской	nazista
нацистской	nazi
нацистской	nazis
нацистской	nazistas
господин	senhor
господин	mister
господин	dominus
богатых	ricas
богатых	rico
богатых	ricos
богатых	rich
богатых	rica
богатых	ricos
биология	biologia
акулы	tubarões
акулы	tubarões
акулы	shark
акулы	tubarão
михайловский	mikhailovsky
диалектов	dialetos
сложность	dificuldade
сложность	dificuldades
сложность	complexidade
прибытия	chegada
прибытия	chegar
осло	oslo
расписание	calendário
расписание	horário
расписание	horário
расписание	agendamento
расписание	programação
расписание	agendar
введено	introduzida
введено	introduziu
введено	introduzidas
введено	introduzidos
введено	introduzido
квантовой	quantum
квантовой	quântico
квантовой	quântica
джонатан	jonathan
снималась	estrelou
разрыв	rompimento
разрыв	ruptura
разрыв	rotura
разрыв	lacuna
разрыв	fosso
разрыв	gap
греки	gregos
греки	grega
греки	grécia
греки	gregos
греки	grego
проявления	manifestações
проявления	manifestação
богослов	teólogo
эволюция	evolution
эволюция	evolução
подписания	assinar
подписания	assinando
подписания	assinatura
подписания	assinatura
леонардо	leonardo
дипольный	dipolo
сеньор	señor
сеньор	signor
сеньор	señor
водитель	condutor
водитель	maquinista
водитель	driver
водитель	motorista
постоянная	permanente
постоянная	permanentes
постоянная	constante
постоянная	constantes
монахов	monges
паоло	paolo
завоевать	conquistar
завоевать	conquista
завоевать	conquiste
вино	vinho
вино	vinhos
бокс	boxe
откровенно	francamente
прожил	viveu
прожил	vivi
прожил	morava
прожил	vivia
прожил	vivido
рабов	escravos
рабов	escravas
формируется	formando
боливии	boliviano
боливии	bolívia
популярная	popular
популярная	populares
желающие	desejando
шейх	sheikh
шейх	xeque
шейх	sheik
шейх	xeque
шейх	sheik
охлаждения	refrigeração
охлаждения	resfriamento
охлаждения	arrefecimento
охлаждения	refrigeração
путешественник	traveler
путешественник	viajante
путешественник	viajante
гаити	haiti
арсенал	arsenal
отбор	seleção
отбор	selecção
заменена	substituído
заменена	substituídos
заменена	substituída
заменена	substituiu
автономии	autonomia
мадам	senhora
мадам	madame
мадам	madame
молока	leite
специалиста	especializado
специалиста	especialista
словари	dicionários
длительность	duração
окончательный	finais
окончательный	final
мера	medir
мера	mede
мера	medida
департаменты	departamentos
новичков	novatos
фазы	fases
рекорды	registos
рекорды	records
рекорды	registros
рекорды	discos
меню	menu
меню	ementa
меню	cardápio
меню	menus
меню	ementas
белград	belgrado
вилли	willy
вилли	willi
вилли	willy
вилли	willie
хлеба	pães
хлеба	pão
владельцев	proprietários
владельцев	donos
кислот	ácidos
дословно	textualmente
археологических	arqueológico
археологических	arqueológica
археологических	arqueológico
археологических	arqueológicos
археологических	arqueológicas
археологических	arqueologia
сорока	forty
сорока	quarenta
сорока	magpie
соблюдать	observem
соблюдать	observar
соблюдать	observe
наталия	natalia
наталия	natália
приносит	traz
инициатором	iniciador
дерби	derby
глеб	gleb
голода	fome
испанию	espanha
ассамблеи	assembleias
ассамблеи	montagem
ассамблеи	assembleia
ассамблеи	assembléia
фернандес	fernández
фернандес	fernandez
фернандес	fernández
фернандес	fernandes
снаружи	fora
археолог	arqueólogo
отмечена	marcada
отмечена	marcados
отмечена	identificado
отмечена	marcado
отмечена	identificada
отмечена	marcadas
отмечена	marcou
отмечена	marcados
отмечена	marcado
отмечена	marcada
баскетбол	basquete
баскетбол	basquetebol
константинополь	constantinopla
гектаров	hectares
предпочтение	preferência
предпочтение	preferência
предпочтение	preferencial
предпочтение	preferida
предпочтение	preferido
общение	comunicação
общение	comunicação
общение	comunicando
общение	comunicar
встретились	met
встретились	conheceu
встретились	conheci
джефф	geoff
джефф	jeff
абд	abd
луч	feixe
луч	trave
луч	viga
противоречия	contradições
противоречия	contradições
противоречия	contradição
аст	ast
амстердам	amsterdão
амстердам	amsterdam
амстердам	amesterdão
амстердам	amsterdã
эми	amy
антуан	antoine
цветок	flor
цветок	flower
философские	filosófica
философские	filosóficos
философские	filosófico
философские	filosóficas
частная	privada
частная	privado
частная	private
цру	cia
цру	cia
цру	cla
калия	potássio
ленте	feed
морган	morgan
морган	morgana
прокурор	promotor
прокурор	procurador
мигель	miguel
равных	iguais
равных	igualar
равных	equal
равных	igual
равных	iguais
равных	igual
сомали	somália
сомали	somália
сомали	somali
арк	arc
арк	arco
арк	ark
арк	arca
чай	chá
этапы	fases
этапы	estádios
этапы	estágios
этапы	etapas
этапы	fases
этапы	degraus
этапы	etapas
этапы	passos
этапы	marcos
размягчения	amolecimento
родственники	parentes
содержащий	contendo
доверие	confiança
доверие	confidência
доверие	trust
доверие	confiar
доверие	confia
доверие	confiança
доверие	confie
интерьер	interior
интерьер	interiores
кинематическая	cinemática
уничтожено	destruídos
уничтожено	destruído
уничтожено	destruída
уничтожено	arrasaram
мэтт	matt
блоки	blocos
блоки	bloqueios
блоки	quadras
михаэль	miguel
михаэль	michael
аргентинский	argentina
аргентинский	argentino
хью	hugo
хью	hugh
леопольд	leopold
леопольд	leopoldo
склоне	ladeira
склоне	encosta
склоне	inclinação
склоне	declive
сер	senhor
нормальная	normais
нормальная	normal
нос	nariz
произношение	pronúncia
наследника	herdeiro
наследника	herdeira
пит	pete
пит	piet
адама	adão
адама	adam
адама	adama
ионизации	ionização
кишинёв	chișinău
уверенно	confiantes
уверенно	confiante
анп	anp
абрамович	abramovich
кукол	bonecos
кукол	bonecas
луций	lúcio
луций	lucius
зерна	grão
зерна	cereais
зерна	grãos
зерна	grãos
марг	marg
еврейские	judaica
еврейские	judeus
еврейские	judia
еврейские	judeu
еврейские	judaico
габриэль	gabriel
габриэль	gabrielle
дракон	dragão
дракон	dragões
дракон	dragon
тенденции	tendências
монархии	monarquia
балла	balla
разбил	esmagado
пекин	beijing
пекин	pequim
девочек	girls
девочек	miúdas
девочек	garotas
девочек	raparigas
девочек	meninas
дарья	darya
дарья	daria
жозе	jose
жозе	josé
жозе	josé
поставки	envios
поставки	remessas
поставки	carregamentos
поставки	abastecimento
поставки	fornecimento
поставки	fornecimentos
поставки	entregas
поставки	suprimentos
поставки	fornecimentos
грудь	peito
грудь	tórax
грудь	baú
грудь	peito
грудь	mama
грудь	seio
грудь	seios
грудь	peitos
грудь	mamas
грудь	seios
новиков	novikov
интересует	interessada
интересует	interessado
интересует	interessados
интересует	interessadas
бросил	abandonadas
бросил	abandonou
бросил	abandonada
бросил	abandonado
бросил	abandonados
бросил	largado
бросил	deitou
самолет	avião
самолет	aeronave
самолет	aviões
самолет	aeronaves
самолет	avião
самолет	avião
картер	carter
картер	cárter
противостояние	confrontação
противостояние	confronto
противостояние	confrontos
противостояние	oposição
противостояние	impasse
изабелла	isabel
изабелла	isabella
изабелла	isabela
союзники	aliados
заговора	conspiração
противники	adversários
противники	adversários
противники	oponentes
противники	opositores
тула	tula
грузинская	georgiano
грузинская	georgianos
грузинская	georgiana
расчёт	cálculos
расчёт	cálculo
расчёт	calcula
расчёт	calcular
расчёт	calcule
хотела	procurada
хотела	queria
хотела	procurado
хотела	procurados
чудо	maravilha
чудо	marvel
чудо	milagre
чудо	maravilha
чудо	wonder
юристы	juristas
юристы	advogados
четвёртая	quarta
рак	câncer
рак	cancro
рак	cancer
редкие	raros
редкие	rara
редкие	raras
редкие	raro
доходы	rendimentos
доходы	receita
доходы	receitas
доходы	renda
доходы	rendimento
доходы	receitas
доходы	proveitos
доходы	rendimentos
доходы	receitas
миссури	missouri
алматы	almaty
первоначальный	inicial
первоначальный	iniciais
поддерживается	apoiado
поддерживается	suportados
поддерживается	suportadas
поддерживается	suportada
поддерживается	suportado
поддерживается	suporta
поддерживается	apoia
поддерживается	suportes
поддерживается	apoios
потребления	consumo
женское	feminino
женское	feminina
женское	femininos
женское	mulher
женское	fêmea
женское	feminino
университеты	universidades
привлечения	envolventes
привлечения	envolvente
привлечения	atraia
привлечения	atraem
привлечения	atrair
привлечения	atraindo
привлечения	atrair
вместимость	capacidade
венесуэла	venezuela
заговор	trama
заговор	conspiração
заговор	parcela
заговор	enredo
заговор	conspiração
добавлен	adicionado
добавлен	adicionada
добавлен	acrescentado
добавлен	adicionados
добавлен	adicionou
добавлен	adicionadas
монтаж	montagem
монтаж	editando
монтаж	edição
программирование	programação
защищал	defendida
защищал	defendi
защищал	defendidos
защищал	defendeu
защищал	defendido
торжественно	solenes
торжественно	solene
торжественно	solenemente
священников	padres
священников	sacerdotes
вселенная	universe
вселенная	universo
панели	painéis
панели	painel
панели	painel
бизнесмен	empresário
резерва	reserva
резерва	reserve
резерва	reservar
зимние	inverno
бич	beech
бич	faia
бич	praia
бич	praias
оливер	oliver
слышал	ouviu
слышал	ouviram
слышал	ouvido
слышал	ouvi
макаров	makarov
сун	sun
сун	sol
горький	gorky
горький	amargo
горький	amarga
горький	amargos
горький	amargas
удобно	convenientes
удобно	conveniente
удобно	confortável
удобно	confortáveis
удобно	confortável
удобно	confortáveis
удобно	útil
лёгкие	lung
лёгкие	pulmão
лёгкие	pulmões
лёгкие	pulmões
послание	recado
послание	mensagem
послание	epístola
препарат	fármaco
препарат	droga
произведено	produzidos
произведено	produziu
произведено	produzida
произведено	produzidas
произведено	produzido
океании	oceania
скрипка	violino
избежание	evitando
избежание	evitar
избежание	evitar
избежание	evasão
молекулы	molécula
молекулы	moléculas
молекулы	moléculas
скрипач	violinista
скрипач	violinista
скрипач	fiddler
азербайджанская	azerbaijão
допускается	permitido
допускается	permitidos
допускается	permitidas
допускается	permitida
допускается	permitido
допускается	permitidos
допускается	permitida
романович	romanovich
формах	formas
формах	impressos
формах	formulários
собраний	assembleias
померания	pomerânia
терминологии	terminologia
монреаль	montreal
вены	veias
вены	veios
вены	viena
бонус	bonus
бонус	bônus
бонус	bónus
ирак	iraque
стамбул	istambul
кнессета	knesset
изобретения	invenções
изобретения	inventos
гнездо	nest
гнездо	ninho
гнездо	ninhos
индию	índia
индию	india
стратегия	estratégia
специальность	especialidade
специальность	especialidade
парламентские	parlamentar
парламентские	parlamentares
важная	importante
важная	importantes
холокоста	holocausto
никарагуа	nicarágua
массе	missa
массе	massa
представительство	representação
местная	locais
местная	local
порты	portos
сообщили	denunciado
сообщили	denunciou
сообщили	relatado
сообщили	comunicados
сообщили	denunciada
перес	peres
перес	peres
перес	perez
перес	pérez
перес	pérez
реагирует	reage
маркус	marcus
маркус	markus
адъютант	ajudante
энрике	enrique
энрике	henrique
уничтожен	destruídos
уничтожен	destruído
уничтожен	destruída
уничтожен	arrasaram
розы	roses
розы	rosas
национальностей	nacionalidades
батарей	baterias
батарей	pilhas
визит	visite
визит	visitar
визит	visita
празднования	celebrações
празднования	comemorações
александро	alexandro
уругвай	uruguai
акад	akad
готова	pronto
готова	preparados
готова	pronta
готова	prontos
готова	preparado
виконт	visconde
виконт	visconde
индиана	indiana
зайцев	zaitsev
пабло	pablo
канзас	kansas
цветной	colorido
цветной	colorido
самолета	avião
самолета	aeronave
самолета	aviões
самолета	aeronaves
конференций	conferências
разрушение	demolição
разрушение	demolições
разрушение	destruição
дина	deena
дина	dinah
дина	dina
обновления	actualizações
обновления	atualizações
обновления	atualizar
обновления	actualizar
обновления	actualização
обновления	atualização
колонна	colunas
колонна	coluna
ахмад	amam
ахмад	ahmad
объявления	comunicados
объявления	anúncios
объявления	classificados
объявления	anúncios
персидского	persa
персидского	persas
предположения	suposição
предположения	pressuposto
предположения	assunção
предположения	pressupostos
предположения	hipóteses
предположения	suposições
рики	ricky
живет	lives
живет	mora
живет	vidas
живет	vive
спасает	salva
спасает	economiza
полости	cavidade
монголия	mongólia
перемещения	deslocação
перемещения	deslocamento
гамма	gamma
гамма	gama
ссылаясь	recordando
ссылаясь	relembrando
ссылаясь	citando
профсоюзов	uniões
профсоюзов	sindicatos
посвященный	dedicada
посвященный	dedicados
посвященный	dedicado
забыл	esquecida
забыл	esqueceu
забыл	esquecido
забыл	esquecidos
забыл	esqueci
забыл	esqueceu
последовало	seguido
последовало	seguida
последовало	seguiu
последовало	seguidos
последовало	seguiram
методики	metodologias
тропических	tropical
изменилась	mudado
изменилась	alterado
изменилась	mudou
изменилась	alterada
изменилась	mudei
долг	dever
долг	duty
долг	dívida
долг	dívidas
ален	allen
ален	alain
колебаний	hesitação
колебаний	hesitações
бернар	bernard
бернар	bernardo
беременности	gravidez
беременности	gestação
полезные	utilidade
полезные	útil
полезные	úteis
полезные	útil
полезные	úteis
совместное	articulação
совместное	joint
лонг	longa
лонг	longos
лонг	longo
лонг	comprido
лонг	long
равнины	planícies
равнины	planície
полезно	utilidade
полезно	útil
полезно	úteis
полезно	útil
полезно	úteis
санчес	sanchez
санчес	sánchez
санчес	sánchez
гэри	gary
инфраструктура	infraestruturas
инфраструктура	infraestrutura
металл	metais
металл	metal
уход	carinho
уход	carinhoso
уход	carinhosa
уход	cuidando
уход	cuidados
уход	cuidado
уход	care
ребята	galera
ребята	tipos
ребята	pessoal
неизвестен	desconhecida
неизвестен	desconhecidos
неизвестен	desconhecidas
неизвестен	desconhecido
скалы	penhascos
скалы	falésias
скалы	rochedos
скалы	pedras
скалы	rochas
скалы	rocks
романенко	romanenko
домашний	home
домашний	casa
домашний	lar
домашний	caseira
домашний	caseiros
домашний	caseiras
домашний	caseiro
лунный	lunares
лунный	lunar
комиссара	comissária
комиссара	comissário
оскорбление	insultuoso
оскорбление	insulto
оскорбление	insultar
оскорбление	insulto
оскорбление	insultar
марс	marte
марс	mars
перечислены	listada
перечислены	listado
перечислены	enumerados
перечислены	listados
расти	rusty
расти	enferrujado
расти	enferrujada
расти	crescer
расти	cresce
расти	crescem
расти	cresçam
расти	cresça
моды	moda
моды	mods
применить	aplicar
применить	aplique
башкирская	bashkir
преподавания	ensinando
преподавания	ensino
преподавания	ensinar
сервера	servidores
сервера	servidor
сервера	server
зарегистрировано	registrada
зарегистрировано	registada
зарегистрировано	registrado
зарегистрировано	registado
зарегистрировано	registados
единое	unificado
единое	unificada
этнографии	etnografia
рекомендую	recomendo
рекомендую	recomendar
рекомендую	recomende
рекомендую	recomenda
комбинации	combinações
комбинации	combinação
указатель	index
указатель	indice
указатель	índices
указатель	índice
указатель	ponteiro
рог	corno
рог	horn
рог	chifre
рог	buzina
поместье	manor
поместье	mansão
различие	distinção
различие	diferenca
различие	diferença
различие	diferenças
зла	malvado
зла	mal
зла	evil
зла	maldade
окружение	ambiente
окружение	envolvente
окружение	arredores
адриан	adrien
адриан	adriano
адриан	adrian
порода	raça
порода	mestiço
альманах	almanaque
хранение	posse
хранение	possessão
хранение	armazenagem
хранение	armazenamento
возможен	possivel
возможен	possíveis
возможен	possível
жертву	sacrificio
жертву	sacrifícios
жертву	sacrifício
коалиция	coligação
коалиция	coalizão
спорить	discutindo
спорить	argumentar
спорить	argumentando
документальных	documentário
правильное	corrija
правильное	correcta
правильное	correto
правильное	corrigir
исследовал	explorado
исследовал	explorada
исследовал	explorados
исследовал	pesquisado
исследовал	pesquisou
пропаганда	propaganda
зубы	dentes
зубы	dente
треки	trilhas
треки	trilhos
треки	faixas
опасаясь	temendo
специализированных	especializados
специализированных	especializado
специализированных	especializada
специализированных	especializados
специализированных	especializado
специализированных	especializada
кучу	pilha
ущелье	desfiladeiro
ущелье	ravina
доминик	dominick
доминик	dominic
доминик	dominique
доминик	dominik
шахматы	xadrez
шахматы	chess
будапешт	budapeste
фактором	factor
фактором	fator
казимир	casimir
животное	animais
животное	animal
тюрингия	turíngia
дракона	dragão
дракона	dragões
дракона	dragon
углерода	carbono
свидетелей	testemunhas
кпм	pcf
преодолеть	superado
преодолеть	superar
преодолеть	ultrapassar
усиление	reforço
усиление	fortalecimento
усиление	reforçando
усиление	reforço
атаковали	atacado
атаковали	atacaram
атаковали	atacada
атаковали	atacados
атаковали	atacou
легион	legião
дискография	discografia
взвод	squad
взвод	pelotão
взвод	esquadrão
взвод	pelotão
точная	precisos
точная	exato
точная	exatas
точная	exatos
точная	exato
точная	exata
точная	exatas
гоголя	gogol
богатства	riquezas
богатства	riqueza
богатства	riquezas
богатства	riqueza
рейна	rayna
рейна	reno
рейна	reina
рейна	raina
заключить	concluir
примечательно	notavelmente
примечательно	notável
организм	organismo
обряд	rito
личинки	vermes
личинки	larvas
личинки	larvas
личинки	larva
личинки	atacante
личинки	striker
сообщается	denunciado
сообщается	denunciou
сообщается	relatado
сообщается	comunicados
сообщается	denunciada
панорама	panorama
исключить	excluir
исключить	excluem
исключить	apagar
исключить	excluir
исключить	apaga
исключить	eliminar
опер	óperas
монахи	monges
белок	proteína
белок	proteínas
свердловская	sverdlovsk
временный	temporários
временный	temporariamente
временный	temporário
временный	temporária
временный	temporárias
временный	temporário
завершена	completou
завершена	concluída
завершена	concluído
завершена	concluídas
завершена	concluídos
завершена	terminei
завершена	terminou
завершена	acabado
завершена	concluído
завершена	terminado
завершена	terminada
груневельд	groeneveld
консульство	consulado
консульство	consulados
кастро	castro
матрицы	matrizes
матрицы	matrix
матрицы	matriz
вызывать	invocar
вызывать	convoca
вызывать	convocar
упадок	recusar
упадок	declínio
взрослые	adultos
взрослые	adulto
взрослые	adulta
взрослые	adultos
арестованы	detido
арестованы	presa
арестованы	preso
арестованы	presos
документальные	documentários
медичи	médicis
медичи	medici
медичи	médici
ранний	early
ранний	cedo
исчезновения	desaparecimentos
исчезновения	sumiço
исчезновения	desaparecimento
исчезновения	desaparecimentos
знакомство	familiaridade
знакомство	familiaridade
знакомство	conhecido
знакомство	conhecidos
иисус	jesus
итальянские	italiana
итальянские	italianos
итальянские	italiano
компонент	componente
объяснил	explicado
объяснил	explicada
объяснил	explicou
искренне	atenciosamente
искренне	sinceramente
искренне	genuinamente
удобства	conveniência
удобства	comodidade
удобства	amenidades
вэй	wei
хорхе	jorge
спутники	satélites
спутники	satélite
спутники	satellite
спутники	satélites
спутники	luas
опытом	experiências
рон	roan
рон	ron
наблюдение	acompanhamento
наблюдение	monitorização
наблюдение	monitoramento
наблюдение	observação
наблюдение	vigilância
наблюдение	observar
наблюдение	observando
деда	avô
деда	vovô
деда	vô
деда	avô
деда	vovô
деда	avo
черепа	caveiras
черепа	crânios
черепа	caveira
черепа	crânio
герберт	herbert
якоб	jacob
якоб	jacó
якоб	jakob
словакия	eslováquia
интеграции	integração
женщину	mulher
актер	ator
актер	actor
мальчиков	boys
мальчиков	rapazes
мальчиков	meninos
мальчиков	rapaziada
мальчиков	garotos
агломерации	aglomeração
марке	marche
успешного	sucesso
костей	bones
костей	ossos
костей	espinhas
парков	parques
сделки	transações
сделки	operações
сделки	transacções
сделки	promoções
сделки	ofertas
попробуйте	tenta
попробуйте	tente
попробуйте	tentar
попробуйте	experimente
попробуйте	experimenta
избирательного	selectivo
избирательного	seletiva
избирательного	selectivos
избирательного	selectiva
девиз	mote
девиз	lema
девиз	slogan
николо	nicolò
сек	sec
салон	salão
греческая	helénica
греческая	grega
греческая	grécia
греческая	gregos
греческая	grego
тысячелетия	milênio
тысячелетия	millennium
тысячелетия	milénio
серийный	serial
серийный	seriado
серийный	série
земледелия	agricultura
лекарственных	medicinal
лекарственных	medicinais
частное	privada
частное	privado
частное	private
риска	risco
риска	riscos
зеркало	mirror
зеркало	espelho
беседы	conversas
беседы	entrevistas
пересадка	transplante
пересадка	transplantação
пересадка	transplante
пересадка	transplantação
регулярный	regulares
регулярный	regular
рассказать	conte
рассказать	diz
рассказать	diga
грей	cinzenta
грей	cinzento
грей	cinza
грей	grey
грей	cinzentos
райт	wright
вертолёт	helicóptero
вертолёт	helicópteros
мали	mali
реакций	reacções
реакций	reações
независимая	independent
независимая	independentes
независимая	independente
грузовых	frete
грузовых	mercadorias
украшения	joalharia
украшения	joias
украшения	jóias
украшения	joalharia
украшения	joias
украшения	jóias
украшения	condecorações
украшения	decorações
правду	verdade
правду	truth
уровни	níveis
уровни	níveis
организатором	organizador
священники	padres
священники	sacerdotes
влиятельных	influente
влиятельных	influentes
разнообразие	diversidades
разнообразие	diversidade
разнообразие	variedade
разнообразие	variety
хирург	cirurgião
хирург	cirurgiã
хирург	cirurgiões
брони	blindagem
брони	armadura
брони	armaduras
признано	reconhecido
признано	reconhecidas
признано	reconhecidos
признано	reconhecida
признано	reconhecido
признано	reconheceu
признано	reconhecidos
признано	reconhecida
признано	reconhecido
признано	reconheci
признано	reconhecidas
признано	reconhecidos
признано	reconhecida
патрон	cartucho
патрон	patrono
патрон	padroeiro
зомби	zombie
зомби	zumbis
зомби	zumbi
зомби	zumbis
зомби	zombies
поворот	twist
поворот	torção
поворот	reviravolta
поворот	torcer
поворот	torce
поворот	vire
поворот	turn
поворот	vira
поворот	virar
поворот	rodar
поворот	girar
поворот	pivot
поворот	pivô
царей	czares
гражданства	nacionalidade
молитвы	oração
молитвы	preces
молитвы	orações
ботанический	botânica
ботанический	botânicos
ботанический	botânico
босния	bósnia
конечной	derradeira
конечной	ultimate
дэйв	dave
алжир	argel
алжир	argélia
алжир	argélia
коричневые	marrom
коричневые	brown
коричневые	castanhos
коричневые	castanhas
коричневые	castanha
коричневые	castanho
саймон	simon
саймон	simão
саймон	simón
нила	neil
нила	nilo
бтр	btr
саид	sayid
саид	syed
саид	said
саид	disse
саид	saeed
декан	dean
декан	reitor
декан	decano
декан	reitora
низким	baixa
низким	baixos
низким	low
низким	baixo
повсеместно	omnipresente
феномен	fenómenos
феномен	fenômeno
феномен	fenômenos
феномен	fenómeno
феномен	fenômeno
феномен	fenômenos
руды	minério
руды	ore
руды	minérios
руды	minérios
исправления	correções
исправления	correcções
электрических	elétricos
электрических	elétrica
электрических	elétrico
электрических	eléctrica
истины	verdades
джеффри	godofredo
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
блюз	azuis
ценные	valiosas
ценные	valiosa
ценные	valioso
ценные	valiosos
эмблемы	emblema
эмблемы	insígnia
эмблемы	brasão
нефть	azeite
нефть	óleo
нефть	petróleo
нефть	óleos
нефть	petróleo
существенное	significativos
существенное	significativo
существенное	significativa
существенное	significante
существенное	significativas
снег	nevar
снег	neve
снег	snow
виа	via
детройт	detroit
показывать	mostra
показывать	espetáculo
показывать	mostrar
показывать	show
целые	inteiras
целые	inteiros
целые	inteiro
водный	aquosa
преступников	criminosos
преступников	criminosas
воля	will
воля	vontade
экономии	austeridade
теннесси	tennessee
дженнифер	jennifer
форд	ford
шар	char
шар	balão
шар	bola
шар	ball
подарок	presentes
подарок	presente
подарок	dádiva
подарок	presente
подарок	dom
очко	pontuação
очко	placar
очко	ponto
очко	point
субрегион	subregião
группировка	facção
группировка	agrupamento
стрелка	atirador
стрелка	shooter
стрелка	flecha
стрелка	seta
стрелка	arrow
жидкость	fluido
жидкость	fluidos
жидкость	liquido
жидкость	líquidos
жидкость	líquido
жидкость	líquida
свойство	propriedade
свойство	imóvel
свойство	propriedades
этаж	chão
этаж	pavimento
этаж	piso
этаж	andar
гранди	grandi
гродно	grodno
выполнено	preenchidas
выполнено	cumprida
выполнено	cumprido
выполнено	cumprida
выполнено	concretizou
филологии	filologia
заявив	afirmando
сербов	sérvios
контекста	contexto
тяжести	gravidade
тяжести	severidade
луга	pradarias
луга	prados
луга	prados
луга	meadows
люксембурга	luxemburgo
люксембурга	luxembourg
соловьёв	solovyov
курорт	estância
курорт	resort
вектор	vector
вектор	vetores
вектор	vetor
фантастический	fantásticas
фантастический	fantástica
фантастический	fantástico
леона	leona
закончить	acabamento
закончить	concluir
закончить	finalizar
закончить	terminar
закончить	termine
мирное	pacífico
мирное	pacífica
саха	saha
саха	sakha
присоединение	adesão
присоединение	juntando
барабанщик	baterista
нож	faca
трудах	escritos
тянет	puxar
тянет	puxando
акция	acção
акция	action
акция	ação
изобретение	invento
изобретение	invenção
навыки	skills
навыки	habilidades
навыки	aptidões
навыки	competências
навыки	habilidade
навыки	perícia
навыки	habilidades
грубо	rudes
грубо	grosseiro
грубо	rude
бранденбург	brandemburgo
бранденбург	brandenburg
