川西	kawanishi
パルス	pulsação
パルス	impulso
パルス	pulso
パルス	pulsações
レオナルド	leonardo
許諾	autorização
許諾	permissão
まゆ	sobrancelha
カオス	caos
カオス	chaos
マネージメント	gerência
マネージメント	gestão
マネージメント	gerenciamento
ハングル	hangul
抹消	anulação
抹消	cancelamento
セクシー	sexy
セクシー	sensual
セクシー	sexys
発光	brilhando
ちび	tiny
ちび	minúsculo
ダウ	dow
リッチモンド	richmond
注ぐ	pour
海岸線	litoral
カーネル	kernel
カーネル	núcleo
カーネル	kernels
カーネル	miolo
電線	cabo
電線	cable
電線	cabos
スペンサー	spencer
居酒屋	taberna
居酒屋	taverna
ギルバート	gilberto
ギルバート	gilbert
隆盛	takamori
興奮	excitação
興奮	emoção
興奮	animado
興奮	empolgado
興奮	excitado
興奮	animada
モータースポーツ	motorsport
モータースポーツ	motorsports
台地	planalto
春日部	kasukabe
パルマ	palma
パルマ	parma
日数	dias
再戦	revanche
再戦	desforra
機密	confidencialidade
機密	confidenciais
機密	confidencial
未遂	tentada
未遂	tentativa
未遂	tentativas
未遂	tentativa
クライアント	cliente
クライアント	clientes
掃除	limpeza
掃除	limpando
掃除	limpar
掃除	limpezas
微生物	microrganismos
微生物	microorganismos
ウシ	gado
ウシ	bovinos
ソマリア	somália
穀物	grão
穀物	cereais
穀物	grãos
パオ	pao
音色	tons
抜粋	excerto
抜粋	trecho
山名	yamana
スカイライン	horizonte
鉱石	minério
鉱石	ore
鉱石	minérios
保育園	viveiro
保育園	berçário
シンポジウム	simpósio
シンポジウム	colóquio
美香	mika
ブランデンブルク	brandemburgo
ブランデンブルク	brandenburg
ブランデンブルク	brandeburgo
エドガー	edgar
ローラー	roller
下線	sublinhada
下線	sublinhou
下線	sublinhado
下線	sublinhar
下線	sublinhado
トラスト	trust
トラスト	confiar
トラスト	confia
トラスト	confiança
トラスト	confie
エリカ	erika
アニメーター	animador
谷山	taniyama
稲田	inada
カバ	hipopótamo
カバ	hipopótamo
ジョーカー	joker
ジョーカー	brincalhão
ジョーカー	coringa
受け入れる	aceitamos
受け入れる	aceite
受け入れる	aceito
受け入れる	aceitar
受け入れる	aceita
迫撃砲	morteiro
迫撃砲	argamassa
迫撃砲	morteiros
中谷	nakatani
浅川	asakawa
補助金	subsídios
補助金	subvenções
補助金	subsidiado
補助金	subsidiados
シェフ	chef
シェフ	cozinheiro
スクープ	furo
歯車	gear
歯車	engrenagem
大当たり	jackpot
俊夫	toshio
グレッグ	greg
パスワード	password
パスワード	senha
パスワード	senhas
メカニック	mecânico
メカニック	mecânica
申告	declarar
申告	declara
申告	declaram
申告	declare
申告	declaro
申告	declaração
赤ちゃん	nenê
赤ちゃん	neném
赤ちゃん	bebé
赤ちゃん	bebê
赤ちゃん	baby
赤ちゃん	bebés
赤ちゃん	bebês
細分	subdivisões
細分	subdivisão
金井	kanai
壱岐	iki
スクロール	rolagem
スクロール	pergaminho
スクロール	rolar
スクロール	role
スクロール	deslocar
会う	conheçam
会う	conheça
会う	conhecer
弾頭	ogiva
セクター	sector
セクター	setor
セクター	setores
セクター	sectores
濃い	forte
濃い	strong
濃い	fortes
公言	professam
減らす	diminuição
減らす	diminuir
減らす	reduzir
減らす	reduza
ショパン	chopin
トロンボーン	trombone
ネック	pescoço
ストライキ	strike
ストライキ	greve
最低限	mínimos
最低限	mínimo
最低限	mínima
最低限	minimo
スクランブル	mexidos
スクランブル	mexido
レター	letra
レター	carta
回廊	claustro
回廊	corredor
プレゼン	apresentação
プレゼン	apresentando
プレゼン	apresentações
モスク	mesquitas
モスク	mesquita
ルーカス	lucas
ルーカス	lukas
プライド	pride
プライド	orgulho
清算	liquidação
テロリスト	terrorista
テロリスト	terroristas
バーンズ	barnes
バーンズ	queimaduras
バーンズ	burns
バーンズ	queima
管理人	administrador
管理人	administradora
管理人	administradores
管理人	administradores
管理人	administrador
管理人	administradora
持ち込み	trazer
持ち込み	tragam
持ち込み	traga
持ち込み	traz
サンガ	sanga
宗像	munakata
コスチューム	figurino
コスチューム	fantasia
コスチューム	figurino
コスチューム	trajes
コスチューム	fatos
コスチューム	figurinos
こだま	kodama
カージナルス	cardeais
美智子	michiko
波動	onda
波動	acenar
波動	wave
エアバス	airbus
スペック	grão
スペック	especificações
スペック	especificação
ボリス	boris
サンバ	samba
原告	queixoso
原告	requerente
地主	senhorio
チキン	frango
チキン	galinhas
チキン	galinha
チキン	chicken
チキン	frangos
インデックス	index
インデックス	indice
インデックス	índices
インデックス	índice
インデックス	índices
さおり	saori
中道	moderar
中道	moderado
中道	moderados
中道	moderada
頼朝	yoritomo
ピックアップ	captadores
ピックアップ	pickup
コールド	frio
コールド	cold
コールド	frios
コールド	fria
プライス	preço
プライス	preços
プライス	price
ハロルド	harold
ハロルド	haroldo
待遇	tratamentos
待遇	tratamento
北極	ártico
北極	arctic
北極	árctico
西園寺	saionji
フレンチ	french
フレンチ	franceses
フレンチ	francês
すごい	incrível
すごい	fantástico
すごい	espetacular
すごい	incrível
すごい	incrivel
すごい	fantástico
すごい	amazing
吹雪	nevasca
吹雪	nevão
吹雪	blizzard
ライプツィヒ	leipzig
アダムズ	adams
ジュース	sumo
ジュース	juice
ジュース	sumos
ジュース	suco
ジュース	sucos
ジュース	sucos
ジュース	sumos
ゴルファー	golfista
ルージュ	rouge
バーツ	baht
守山	moriyama
従兄弟	primo
従兄弟	prima
ギルド	guild
ギルド	guildas
回生	regenerativa
ニュルンベルク	nürnberg
ニュルンベルク	nuremberga
ニュルンベルク	nuremberg
ブラザー	irmão
ブラザー	irmao
ブラザー	brother
チューリッヒ	zurique
チューリッヒ	zurique
内線	prolongamento
内線	extensão
内線	prorrogação
字体	glifo
ルクス	lux
宮原	miyahara
ステッカー	vinheta
ステッカー	figurinha
ステッカー	figurinhas
ステッカー	autocolantes
ステッカー	stickers
ステッカー	adesivos
浅い	raso
浅い	superficial
浅い	rasa
カブ	nabo
カブ	nabos
カブ	filhote
パウル	paulo
パウル	paul
三味線	shamisen
故人	defunto
故人	falecida
故人	falecido
故人	falecidos
アッパー	uppercut
ハンドボール	handebol
小野寺	onodera
小出	koide
オークス	carvalhos
オークス	oaks
石狩	ishikari
エッグ	ovos
エッグ	egg
エッグ	ovo
エッグ	ovos
更生	reorganização
更生	reabilitação
スキン	peles
スキン	skins
スキン	pele
スキン	skin
ピンチ	beliscar
ピンチ	pitada
悦子	etsuko
まさし	masashi
パース	perth
皐月	satsuki
エマ	emma
エマ	ema
ヌード	nudez
ヌード	nude
ヌード	nuas
ヌード	nua
ヌード	nu
ヌード	nus
ヌード	nus
メビウス	moebius
公害	poluição
コペンハーゲン	copenhague
コペンハーゲン	copenhagen
コペンハーゲン	copenhaga
りんご	maçãs
りんご	maçã
りんご	maçãs
りんご	maça
りんご	apple
ヒカル	hikaru
インフルエンザ	influenza
インフルエンザ	gripe
インフルエンザ	gripe
イラ	ila
オーボエ	oboé
石山	ishiyama
毒性	tóxicos
毒性	tóxico
毒性	tóxica
毒性	tóxicas
毒性	toxicidade
メカニズム	mecanismos
メカニズム	mecanismo
ファンタジア	fantasia
やさしい	facil
やさしい	fácil
やさしい	easy
やさしい	calma
ジャンボ	jumbo
ネギ	leek
燃える	queimando
燃える	queimar
燃える	queima
芳賀	haga
体質	constituição
イヌ	cão
イヌ	cadela
イヌ	dog
イヌ	cachorro
苦しみ	sofrimentos
苦しみ	sofrendo
苦しみ	sofrimentos
苦しみ	sofrimento
キノコ	cogumelos
キノコ	cogumelos
キノコ	cogumelo
グラン	gran
厚い	espesso
厚い	grossa
厚い	grosso
厚い	espessa
ヤンキー	ianque
ヤンキー	yankee
飛躍	salto
麻痺	paralisia
麻痺	paralisação
麻痺	paralisante
麻痺	paralítico
麻痺	paralisia
オリンピア	olympia
オリンピア	olímpia
クラウス	kraus
クラウス	klaus
義経	yoshitsune
証人	testemunhas
証人	testemunha
証人	testemunhar
賞賛	admire
賞賛	admiro
賞賛	admirar
賞賛	admiração
賞賛	elogio
賞賛	elogios
賞賛	louvor
シリアル	serial
シリアル	seriado
シリアル	série
シリアル	cereais
シリアル	cereais
シリアル	cereal
子育て	paternidade
ウィンドウ	janela
水分	humidade
水分	umidade
聴く	ouça
聴く	ouve
バーバラ	bárbara
バーバラ	barbara
遊ぶ	jogar
遊ぶ	joga
遊ぶ	play
遊ぶ	jogue
遊ぶ	reproduzir
決済	pagamentos
決済	liquidação
決済	povoamento
決済	assentamento
決済	pagamento
サニー	ensolarado
サニー	sunny
嫉妬	ciumes
嫉妬	ciúmes
嫉妬	ciumenta
嫉妬	ciumento
嫉妬	inveja
嫉妬	ciúmes
嫉妬	ciúme
嫉妬	ciumes
嫉妬	inveja
なつみ	natsumi
ディスコ	discoteca
ディスコ	disco
相川	aikawa
ブタ	porcos
ブタ	suínos
ブタ	porco
ブタ	porca
ノーマン	normando
ノーマン	normandos
ノーマン	norman
ノーマン	normanda
尾翼	tail
尾翼	cauda
尾翼	rabo
退却	retiro
退却	recuo
退却	retirada
退却	recuar
退却	retirar
悪意	malicioso
悪意	maldoso
悪意	maliciosa
悪意	malícia
高村	takamura
オタク	geek
オタク	nerd
オタク	nerd
オタク	totó
オタク	nerd
屋台	yatai
屋台	bancas
屋台	barracas
伝導	condutividade
受け取る	receber
受け取る	recebe
受け取る	recebem
受け取る	receba
アーロン	aaron
アーロン	aarão
アンチ	anti
ベストセラー	bestseller
ピコ	pico
葉月	hazuki
ステンレス	inoxidável
壁画	murais
壁画	mural
エンブレム	emblemas
エンブレム	emblema
エンブレム	insígnia
エンブレム	brasão
素敵	encantador
素敵	encantadora
素敵	adorável
素敵	boa
素敵	belo
素敵	bom
素敵	legal
素敵	nice
思想家	pensadores
ピクセル	pixel
ピクセル	pixels
ピクセル	píxeis
コントローラ	controladores
コントローラ	controle
コントローラ	controladora
コントローラ	controlador
たまに	ocasionalmente
外科医	cirurgião
外科医	cirurgiã
外科医	cirurgiões
伝送	transmissão
木戸	kido
トロイ	tróia
トロイ	troy
トロイ	troia
二条	nijō
翔子	shoko
タンカー	petroleiro
気体	gas
気体	gás
気体	gases
気体	gases
処罰	punir
処罰	castigar
処罰	punição
処罰	castigos
処罰	punições
処罰	castigo
処罰	punível
ロータス	lotus
ロータス	lótus
キャンセル	cancelar
キャンセル	cancela
キャンセル	cancelado
キャンセル	cancelou
キャンセル	cancelados
キャンセル	cancelei
キャンセル	cancelada
キャンセル	cancelado
キャンセル	cancelou
キャンセル	cancelados
キャンセル	cancelada
キャンセル	anulação
キャンセル	cancelamento
血統	linhagem
不完全	imperfeito
不完全	imperfeita
ウィキ	wiki
リスボン	lisboa
掘削	escavação
掘削	escavações
掘削	perfuração
掘削	perfurações
ボリビア	boliviano
ボリビア	bolívia
棄却	demissão
棄却	destituição
棄却	despedimento
幼虫	larvas
幼虫	larva
悪夢	pesadelos
悪夢	pesadelos
悪夢	pesadelo
桜田	sakurada
演目	programas
標準化	normalização
チェルシー	chelsea
ナンシー	nancy
カタール	catar
カタール	qatar
カタール	catar
カタール	qatar
解読	decifrar
解読	descodificar
解読	descodificação
ゲイリー	gary
岩瀬	iwase
やまと	yamato
出血	sangrar
出血	hemorragia
出血	sangramento
出血	hemorragias
出血	hemorragia
タンゴ	tango
濡れ	molhar
濡れ	molhado
濡れ	molhada
濡れ	húmido
濡れ	húmida
濡れ	wet
ロンド	rondo
キックボクシング	kickboxing
台北市	taipei
諮問	consulta
諮問	consultas
火事	fire
火事	fogueira
火事	fogo
火事	incêndio
小早川	kobayakawa
慎太郎	shintaro
正夫	masao
ジュリエット	julieta
ジュリエット	juliet
マクラーレン	mclaren
プファルツ	pfalz
オアシス	oásis
オアシス	oasis
クウェート	kuwait
クウェート	koweit
疲労	exaustivo
疲労	cansativo
疲労	fadiga
疲労	cansaço
疲労	fadiga
疲労	cansaço
疲労	exaustão
疲労	esgotamento
平壌	pyongyang
国々	países
ディー	dee
タコ	octopus
タコ	polvo
内訳	repartição
内訳	detalhamento
内訳	desagregação
内訳	discriminação
内訳	avarias
内訳	discriminações
ジャイアント	gigante
ジャイアント	giant
ジャイアント	gigantes
バディ	amigo
バディ	amigão
バディ	buddy
出願	aplicativo
出願	aplicação
ウォーレン	warren
銃弾	bullet
銃弾	bala
今泉	imaizumi
妥協	compromisso
ピストン	êmbolo
ピストン	pistão
鉄拳	tekken
派手	vistoso
派手	vistoso
雅美	masami
グラミー	grammy
抗体	anticorpos
抗体	anticorpo
抗体	imunoglobulina
抗体	anticorpos
抗体	anticorpo
風船	balão
風船	balões
おばさん	titia
おばさん	tia
おばさん	tia
リターン	devolução
リターン	retornar
リターン	retorno
リターン	regresso
ユーラシア	eurásia
安定性	estabilidade
コメディアン	humorista
コメディアン	comediante
コメディアン	comediantes
フェリックス	felix
フェリックス	félix
副官	ajudante
エレクトロニクス	eletrônica
エレクトロニクス	electrónica
エレクトロニクス	eletrônicos
パトロール	patrulha
クレーター	crateras
クレーター	cratera
キャピタル	capitais
キャピタル	capital
チャット	papo
チャット	conversar
チャット	chat
チャット	conversa
高句麗	goguryeo
糖尿病	diabetes
ディズニーランド	disneyland
ディズニーランド	disneylândia
エルフ	duende
エルフ	elf
エルフ	elfo
エルフ	elfos
エルフ	duendes
バーガー	burger
バーガー	hambúrguer
バーガー	hamburguer
カリウム	potássio
サバイバル	sobrevivência
根室	nemuro
シックス	seis
シックス	six
蛍光	fluorescentes
蛍光	fluorescente
蛍光	fluorescência
ともだち	tomodachi
可愛い	fofo
可愛い	giro
可愛い	fofos
可愛い	gracinha
可愛い	fofa
可愛い	bonito
可愛い	bonita
可愛い	pretty
スピリット	espírito
スピリット	spirit
スピリット	espirito
みちのく	michinoku
相良	sagara
グアム	guam
民兵	milícias
民兵	milícia
側室	concubina
側室	concubinas
ルター	luther
ルター	lutero
共鳴	ressonância
ジュリアン	julian
ジュリアン	juliano
ジュリアン	julián
受領	recebimento
受領	recepção
受領	recibo
山野	yamano
チャーチル	churchill
ロフト	loft
ロフト	lofts
まゆみ	mayumi
湯川	yukawa
及川	oikawa
シャム	siameses
シャム	sham
帰属	atribuição
モモ	peaches
モモ	pêssegos
モモ	pêssego
モモ	momo
モモ	pêssego
モモ	peach
コンボ	combo
デンバー	denver
感度	sensibilidade
大師	daishi
ハント	caça
ハント	hunt
ハント	caçar
ハント	caçada
ドレスデン	dresden
欠席	ausente
欠席	ausentes
欠席	ausência
口座	conta
批准	ratificação
批准	ratificações
説教	sermões
説教	pregando
説教	pregação
説教	sermão
説教	pregar
説教	prega
平松	hiramatsu
連想	associativa
フルーツ	fruto
フルーツ	frutos
フルーツ	frutas
フルーツ	fruta
フルーツ	frutas
フルーツ	frutos
著しい	notável
著しい	notáveis
カウンティ	condado
カウンティ	condados
返済	reembolso
チャネル	canais
チャネル	canal
チャネル	channel
淳子	junko
尾根	cume
尾根	ridge
知子	tomoko
ウェスタン	ocidental
ウェスタン	ocidentais
ウェスタン	western
ウェスタン	oeste
白馬	hakuba
スキャン	varrimento
スキャン	digitalização
スキャン	varredura
スキャン	scan
スキャン	varredura
スキャン	digitalização
敬意	respeitar
敬意	respeitem
敬意	respeite
敬意	respeito
オリエンタル	orientais
オリエンタル	oriental
鋭い	afiada
鋭い	sharp
鋭い	afiados
鋭い	afiado
小谷	kotani
お茶	chá
クローズ	fecha
クローズ	feche
クローズ	perto
クローズ	close
クローズ	fechar
ワープ	dobra
ワープ	warp
正一	shoichi
ダイナマイト	dinamite
ダイナマイト	dynamite
コリンズ	collins
飲む	beber
飲む	bebida
飲む	bebendo
飲む	bebe
飲む	beber
飲む	bebida
飲む	beba
オークション	leilões
オークション	leilão
オークション	leilões
ポータブル	portátil
ポータブル	portáteis
ポータブル	portabilidade
モンロー	monroe
産卵	desova
芥川	akutagawa
トラップ	cilada
トラップ	armadilha
トラップ	armadilhas
同値	equivalência
ローテーション	rodízio
ローテーション	rotação
プリズム	prisma
フェアリー	fada
フェアリー	fairey
ポット	panela
ポット	pote
ポット	maconha
ポット	pot
ポット	erva
マッカーサー	macarthur
ハチ	vespa
ハチ	abelhas
ハチ	vespas
ミッチェル	mitchell
ミッチェル	mitchel
カルト	cult
カルト	cultos
カルト	seita
カルト	culto
消える	desaparecer
消える	desaparecendo
消える	desaparecimento
消える	desaparecer
消える	desaparece
消える	sumir
消える	desapareça
テンション	tensão
テンション	tensões
個別に	individualmente
ジャスト	só
ジャスト	apenas
フォーカス	focar
フォーカス	focus
フォーカス	foco
ナムコ	namco
分化	diferenciação
但馬	tajima
ウエスタン	ocidental
ウエスタン	ocidentais
ウエスタン	western
ウエスタン	oeste
ラトビア	letónia
ラトビア	letônia
ラトビア	letão
ラトビア	letónia
ラトビア	letônia
酢酸	acetato
スタンプ	selo
スタンプ	carimbo
スタンプ	figurinhas
スタンプ	autocolantes
スタンプ	stickers
スタンプ	adesivos
スタンプ	vinheta
スタンプ	figurinha
スタンプ	coto
スタンプ	cepo
スタンス	postura
発令	emissão
激戦	feroz
激戦	ferozes
おいしい	delicia
おいしい	gostoso
おいしい	delícia
おいしい	delicioso
おいしい	delicia
おいしい	deliciosa
おいしい	deliciosos
停滞	estagnação
停滞	estacionário
停滞	estacionária
臼井	usui
スリップ	escorregar
スリップ	deslize
茂雄	shigeo
カブス	filhotes
カブス	crias
カブス	cubs
照射	irradiação
照射	exposição
クルーザー	cruzador
ハンドブック	manual
江藤	eto
アーカンソー	arkansas
パッド	pad
板垣	itagaki
マナー	etiqueta
マナー	maneiras
マナー	modos
バットマン	batman
相沢	aizawa
タイル	telha
タイル	azulejos
タイル	azulejo
タイル	ladrilhos
タイル	telhas
タイル	azulejos
タイル	peças
螺旋	hélice
ホフマン	hoffmann
ホフマン	hoffmann
ホフマン	hoffman
ホフマン	hofmann
レジスタ	registos
レジスタ	regista
レジスタ	registro
レジスタ	registrar
レジスタ	registo
レジスタ	registar
ピュア	puras
ピュア	pura
ピュア	puro
ピュア	puros
ピュア	pure
蒸留	destilação
蒸留	destilados
蒸留	destilado
蒸留	destilada
フレイ	frey
野崎	nozaki
墨田	sumida
ブーツ	bota
ブーツ	boot
ブーツ	botas
ブーツ	boots
電通	dentsu
出版物	publicações
出版物	publicação
ヒューズ	hughes
ヒューズ	pavio
ヒューズ	rastilho
ヒューズ	fusível
問い合わせ	inquérito
問い合わせ	inquéritos
問い合わせ	consulta
問い合わせ	query
問い合わせ	inquéritos
連帯	solidária
連帯	solidariedade
ポーター	carregador
ポーター	porteiro
ポーター	porter
帰宅	home
帰宅	casa
帰宅	lar
千鳥	chidori
野上	nogami
メイキング	making
メイキング	fazendo
エフェクト	efeitos
エフェクト	efeito
野間	noma
デス	death
デス	morte
バター	manteiga
塩谷	shioya
長瀬	nagase
教職員	faculdade
結核	tuberculose
ヨルダン	jordânia
ヨルダン	jordano
ヨルダン	jordânia
ヨルダン	jordão
ヨルダン	jordan
コバルト	cobalto
ソフトボール	softbol
ソフトボール	softball
アルビレックス	albirex
起業	empreendedor
起業	empresária
起業	empreendedora
起業	empresário
起業	empreendedorismo
欠陥	falha
欠陥	defeito
欠陥	defeito
欠陥	defeitos
欠陥	imperfeição
欠陥	imperfeições
未完	inacabada
未完	inacabado
コブラ	cobra
シスター	sister
シスター	irmã
石見	iwami
グリル	grelhados
グリル	churrasqueira
グリル	grelha
グリル	grill
グリル	grelhados
脂肪	gordura
脂肪	gordo
脂肪	gorda
脂肪	gordas
脂肪	fat
回顧	retrospectiva
アーネスト	ernest
アーネスト	ernesto
眠る	dormir
眠る	dorme
眠る	durma
眠る	sono
天台宗	tendai
植村	uemura
成美	narumi
アスレチック	atlética
アスレチック	atlético
彼氏	namorado
エミー	amy
迫害	perseguições
迫害	perseguição
迫害	perseguidos
迫害	perseguido
迫害	perseguida
迫害	perseguidas
良一	ryoichi
左近	sakon
勧誘	solicitação
手数料	comissão
手数料	taxa
手数料	honorários
手数料	taxas
手数料	honorários
バドミントン	badminton
利き手	lateralidade
ザック	zac
陶器	cerâmica
スクリプト	guiões
スクリプト	roteiros
スクリプト	scripts
スクリプト	guião
スクリプト	roteiro
スクリプト	script
拓郎	takuro
トライアングル	triângulo
溶岩	lava
フィニッシュ	acabamento
フィニッシュ	concluir
フィニッシュ	finalizar
フィニッシュ	terminar
フィニッシュ	termine
異端	heresia
異端	herético
高見	takami
真似	imitar
真似	imitar
フン	hun
ハス	lotus
ハス	lótus
メグ	meg
ボールド	arrojado
ボールド	negrito
ボールド	ousada
ボールド	ousado
トッド	todd
入浴	banhar
入浴	banheira
入浴	banho
入浴	bath
ハング	hung
ハング	enforcado
ハング	enforcar
ハング	pendurar
流体	fluido
流体	fluidos
流体	fluidos
流体	fluídos
ジュネーヴ	genebra
ハーバート	herbert
お菓子	rebuçados
お菓子	doces
秀行	hideyuki
未完成	inacabada
未完成	inacabado
未完成	incompletas
未完成	incompleta
未完成	incompleto
未完成	incompletos
圭介	keisuke
オシ	sst
犬山	inuyama
ブレーメン	bremen
共生	simbiótica
六角	rokkaku
宮澤	miyazawa
チューブ	tubo
チューブ	tube
ヒゲ	barbas
林業	florestais
林業	florestas
林業	silvicultura
浄土宗	jodo
変装	disfarça
変装	disfarçar
変装	disfarce
変装	disfarçada
変装	disfarçado
変装	disfarces
祐介	yusuke
軍需	armamento
シグナル	sinais
シグナル	sinal
シグナル	sinalizar
オリーブ	olive
オリーブ	oliveira
オリーブ	azeitona
オリーブ	azeitona
オリーブ	azeitonas
面接	entrevista
ダイエット	dietas
ダイエット	dietas
ダイエット	alimentação
ダイエット	dieta
ダイエット	diet
ダブリン	dublin
ダブリン	dublim
信念	fé
信念	faith
信念	crenças
信念	crença
信念	crenças
スチュアート	stuart
ワイヤー	arame
ワイヤー	fios
ワイヤー	fio
ワイヤー	arames
ワイヤー	fios
アルブレヒト	albrecht
バレル	barril
サンティアゴ	santiago
雅人	masato
碑文	inscrição
碑文	inscrições
一樹	kazuki
いろは	iroha
ブルターニュ	bretanha
ブルターニュ	brittany
審判員	árbitro
審判員	árbitro
審判員	árbitros
さゆり	sayuri
スレッド	conversação
スレッド	conversa
スレッド	tópicos
スレッド	fios
スレッド	fio
スレッド	conversas
正和	showa
麻布	azabu
ドラキュラ	dracula
ドラキュラ	drácula
ルネ	rené
ルネ	renato
ルネ	rené
ルネ	rene
桟橋	píer
桟橋	cais
桟橋	pier
亜鉛	zinco
グラハム	graham
正博	masahiro
デューク	duque
デューク	duke
語彙	vocabulários
語彙	vocabulário
コーディネーター	coordenador
コーディネーター	coordenadora
ソナー	sonar
充電	cobrar
充電	tarifação
充電	recarga
充電	recarregar
グラブ	agarra
グラブ	agarrar
バーミンガム	birmingham
マイヤー	meyer
守谷	moriya
鍋島	nabeshima
リリー	lily
リリー	lilly
リリー	lírio
リリー	lili
大工	carpinteiro
大工	carpenter
大工	carpinteiros
停泊	amarração
隠岐	oki
チャイ	chai
ワクチン	vacinas
ワクチン	vacinas
ワクチン	vacina
監獄	prisão
監獄	cárcere
監獄	prisões
デラウェア	delaware
売る	vender
売る	venda
売る	vendo
売る	vende
破片	escombros
破片	entulho
破片	detritos
破片	destroços
夜叉	yasha
筑前	chikuzen
スポーツカー	sportscar
桃園	taoyuan
ペーター	pedro
ペーター	peter
買い物	compras
既婚	casou
既婚	casada
既婚	casado
既婚	casados
陽性	positivos
陽性	positivas
陽性	positivo
陽性	positiva
チョーク	giz
チョーク	sufocar
四十	forty
四十	quarenta
エコー	eco
エコー	echo
同調	conformidade
スイング	baloiço
スイング	balança
スイング	balançar
スイング	swing
クランク	manivela
コミュニティー	comunidade
施策	políticas
トラクター	tractores
トラクター	tratores
トラクター	tractores
トラクター	trator
トラクター	tractor
カリスマ	carisma
カリスマ	carismático
吹く	golpes
吹く	sopra
下着	calcinha
下着	cueca
下着	cuecas
分泌	secreção
分泌	secreções
ドキドキ	emocionante
ドキドキ	excitante
ドキドキ	empolgante
和光	wako
高井	takai
克彦	katsuhiko
驚き	surpresa
驚き	surpreenda
ジェフリー	jeffrey
ジェフリー	jeffery
廃墟	ruína
廃墟	arruinar
廃墟	ruínas
深度	profundidade
配当	dividendo
配当	dividendos
配当	repartição
配当	distribuição
配当	dividendos
故意	deliberada
故意	deliberado
故意	intencional
故意	intencionais
故意	propositadamente
故意	intencionalmente
ニコ	nico
ニコ	niko
クロム	chrome
クロム	cromo
クロム	crómio
クロム	cromo
生き方	lifestyle
預言	profecia
預言	profecias
掲示	postagem
掲示	publicar
掲示	postando
掲示	postar
掲示	publicando
掲示	boletim
パスポート	passaportes
パスポート	passaporte
カロリー	calorias
カロリー	calorias
消化	digestão
ヘビ	cobra
ヘビ	snake
ヘビ	serpente
ヘビ	cobras
ヘビ	serpentes
膨張	expansão
バッジ	atalho
バッジ	insígnia
バッジ	distintivo
バッジ	insígnias
バッジ	distintivos
残酷	cruel
残酷	crueldade
残酷	cruéis
ペナルティ	penalidade
ペナルティ	penalização
ペナルティ	sanção
ペナルティ	pena
フェンス	vedação
フェンス	cerca
浪速	naniwa
船員	sailor
船員	marujo
船員	marinheiro
フォレスト	forrest
フォレスト	floresta
フォレスト	bosque
フォレスト	florestas
フォレスト	forest
クラッチ	embreagem
クラッチ	embraiagem
見習い	aprendizes
見習い	aprendizes
見習い	aprendiz
見習い	estagiária
見習い	estagiário
黙示録	apocalipse
枢機卿	cardeal
枢機卿	cardinal
メソッド	método
メソッド	métodos
スチュワート	stewart
スギ	cedar
スギ	cedro
龍之介	ryunosuke
コップ	xícara
コップ	copa
コップ	taça
コップ	chávena
コップ	copo
からくり	karakuri
母国	pátria
和歌集	wakashū
視界	visibilidade
ニッケル	níquel
反響	ecoando
反響	eco
反響	echo
川本	kawamoto
プラットホーム	plataforma
カルチョ	calcio
スーザン	susana
スーザン	susan
ハイチ	haiti
ハイチ	haitiano
ハイチ	haiti
杉原	sugihara
洗浄	lavagem
洗浄	lavar
洗浄	limpeza
洗浄	limpando
洗浄	limpar
洗浄	limpezas
不祥事	escândalo
不祥事	escândalos
不祥事	escândalos
チエ	chie
委任	delegação
委任	mandato
祭壇	altar
シエラ	serra
新一	shinichi
手当	mesada
手当	subsídio
ボローニャ	bologna
ボローニャ	mortadela
ボローニャ	bolonha
ヤギ	cabra
ヤギ	bode
ヤギ	caprinos
ヤギ	cabras
ヤギ	bodes
ワークショップ	oficinas
ワークショップ	workshops
ワークショップ	seminários
ワークショップ	workshop
ワークショップ	oficina
ワークショップ	ateliê
ワーグナー	wagner
金庫	seguros
金庫	cofre
金庫	seguro
金庫	segura
金庫	cofres
臨済宗	rinzai
慎吾	shingo
消耗	atrito
消耗	desgaste
充当	apropriação
充当	dotação
被告人	acusado
被告人	acusada
被告人	acusadas
被告人	acusados
被告人	acusado
被告人	réu
被告人	ré
被告人	arguido
被告人	requerido
バトン	bastão
バトン	baton
睡眠	dormir
睡眠	dorme
睡眠	durma
睡眠	sono
氷室	himuro
モノクロ	monocromático
洗濯	lavagem
洗濯	lavar
洗濯	lavandaria
洗濯	lavanderia
ツル	guindaste
ツル	crane
ツル	garça
ツル	grua
リヒャルト	richard
リヒャルト	ricardo
吉沢	yoshizawa
裏側	costas
裏側	volta
裏側	voltar
レズビアン	lésbica
レズビアン	lésbicas
レズビアン	lésbicas
芸者	gueixa
チャップリン	chaplin
吸気	inalado
吸気	inalação
祝福	bênção
祝福	benção
祝福	bênçãos
祝福	bençãos
祝福	abençoado
祝福	abençoados
祝福	blessed
祝福	abençoada
林檎	maçã
林檎	maçãs
林檎	maça
林檎	apple
星空	estrelada
星空	estrelado
ケット	ket
ロナルド	ronald
ランニング	executando
ランニング	running
ランニング	correndo
高尾	takao
古谷	furuya
届出	notificação
レスキュー	salvamento
レスキュー	resgate
土居	doi
委嘱	delegação
委嘱	comissão
アンドレア	andreia
アンドレア	andrea
パンダ	panda
ハク	haq
