табори	kampen
молодим	jong
молодим	young
регулярні	periodiek
ходи	moves
ходи	beweegt
монету	munt
монету	munten
кімната	kamer
альянс	alliance
альянс	verbond
альянс	bondgenootschap
альянс	alliantie
корпорація	corporatie
корпорація	corporation
штук	vastzitten
штук	vastgelopen
кінь	paard
сенат	senaat
батьківщина	vaderland
батьківщина	moederland
батьківщина	thuisland
батьківщина	vaderland
коробка	box
коробка	vak
коробка	doos
коробка	versnellingsbak
твердість	hardheid
ланка	lanka
запалення	ontsteking
поразку	falen
поразку	falende
гази	gassen
гази	gaza
оцінювання	scoren
оцінювання	evaluatie
оцінювання	beoordeling
важливість	belangrijkheid
важливість	belang
важливість	ernst
важливість	strengheid
важливість	urgentie
виживання	voortbestaan
виживання	survival
виживання	overleven
виживання	overleving
дизель	dieselolie
дизель	diesel
написала	schreven
написала	schreef
багатство	rijkdommen
багатство	rijkdom
багатство	rijkdom
винограду	druiven
винограду	druif
винограду	druiven
судану	soedanese
судану	sudan
судану	soedan
загреб	zagreb
сидить	zit
сидить	zittend
сидить	zittende
персонал	personeel
обмежені	limited
обмежені	beperkt
обмежені	gelimiteerd
обмежені	beperkte
мухаммед	mohammad
мухаммед	mohammed
мухаммед	muhammad
мухаммед	mohammed
мухаммед	mohammed
мухаммед	muhammed
вищому	premier
обрані	uitgelicht
обрані	uitgelichte
обрані	aanbevolen
обрані	geselecteerde
обрані	geselecteerd
обрані	uitgekozen
обрані	gekozen
нафта	olieverf
нафта	aardolie
нафта	olie
нафта	aardolie
нафта	petroleum
сигнали	seinen
сигнали	signalen
розділити	vork
розділити	splitsen
розділити	split
сибір	siberië
міркувань	redenering
міркувань	redeneren
міссісіпі	mississippi
конрад	konrad
конрад	koenraad
конрад	conrad
конрад	koenraad
безумовно	absoluut
безумовно	zeker
безумовно	beslist
род	hengel
род	idd
род	rod
арсенал	arsenaal
арсенал	arsenal
абсолютна	absolute
маргарет	margaret
маргарет	margaretha
сицилії	sicilië
попередня	voorgaande
попередня	vorig
попередня	vorige
попередня	eerdere
адм	adm
мазепа	mazeppa
мазепа	mazepa
спереду	front
спереду	voorkant
спереду	voorzijde
провулки	steegjes
розбив	gesloopt
кандидатуру	kandidatuur
інженерних	engineering
інженерних	machinebouw
інженерних	techniek
крус	cruz
крус	kroes
знаючи	wetende
поховали	begraven
суцвіття	bloeiwijze
подолати	overwinnen
подолати	overwonnen
проведених	helm
проведених	roer
підряд	opeenvolgende
рівноваги	evenwicht
пілотів	piloten
пілотів	loodsen
ратуша	hal
ратуша	zaal
ратуша	hall
міра	myra
міра	mira
міра	meet
міра	meten
міра	maatstaf
міра	maatregel
військах	forces
військах	krachten
спокою	sereniteit
виробляють	produceren
мережах	netwerken
впевнений	zeker
математичні	wiskunde
математичні	wiskundige
математичні	wiskundig
математичні	mathematische
математичні	wiskunde
луїза	louisa
луїза	luisa
луїза	louise
залишатися	blijven
залишатися	blijf
броні	pantser
броні	harnas
найвищих	langste
найвищих	hoogste
запитів	aanvragen
запитів	verzoeken
зник	gone
зник	verdwenen
зник	verdween
зник	verdwenen
зник	verdween
відповідними	respectieve
відповідними	respectievelijke
механічний	mechanisch
механічний	mechanische
кераміка	aardewerk
кераміка	ware
кераміка	keramische
кераміка	keramiek
кераміка	keramiek
астрономи	astronomen
дербі	darby
дербі	derby
прапором	vlag
зерно	graan
студій	studies
ставка	tarief
всюди	globaal
всюди	overal
всюди	overal
виконали	bevriest
найвище	langste
найвище	hoogste
підтримання	handhaven
гідності	waardigheid
відповідну	toepasselijk
відповідну	geschikt
відповідну	passende
відповідну	passend
відповідну	gepast
приносить	leedvermaak
реалізацію	uitvoering
реалізацію	tenuitvoerlegging
реалізацію	implementatie
проза	proza
вираження	uitdrukken
вираження	uiten
виграли	gewonnen
виграли	won
путівник	handleiding
путівник	gids
матриця	matrix
філолог	taalkundige
формує	gevormd
розчин	mortier
розчин	mortieren
розчин	oplossing
баланс	saldo
баланс	balans
баланс	evenwicht
тунель	tunnel
верес	veres
визначена	gedefinieerd
визначена	omschreven
визначена	gedefinieerde
визначена	geïdentificeerde
визначена	geïdentificeerd
розгортання	intrekken
розгортання	expansie
розгортання	uitbreiden
розгортання	uitbreiding
випускник	afstuderen
випускник	afgestudeerd
випускник	afgestudeerde
доходи	grondstoffen
мат	maat
мат	schaakmat
потоцький	potocki
ветеран	veteraan
вірогідно	zogenaamd
вірогідно	vermeend
вірогідно	vermoedelijk
герберт	herbert
похідні	derivaten
змусили	geforceerde
змусили	gedwongen
змусили	afgedwongen
змусили	geforceerd
вирощують	groeien
художниця	kunstenares
художниця	artiest
художниця	kunstenaar
художниця	artist
корінь	root
корінь	wortel
алкоголю	likeur
алкоголю	dranken
алкоголю	alcohol
медічі	medici
відзначення	kos
звільнили	ontslagen
звільнили	geloosd
звільнили	ontslagen
договори	verdragen
бурятія	boerjatië
занепад	ruïneren
занепад	verpesten
занепад	ruïne
занепад	bestraffing
занепад	onheil
занепад	doom
арабська	arabische
арабська	arabisch
процесора	gpu
процесора	cpu
процесора	processor
симона	simone
мартин	marcin
мартин	gull
метали	metalen
метали	metal
метали	metaal
метали	metalen
дені	dani
модулі	modules
дозволити	activeren
дозволити	inschakelen
дозволити	toestaan
їхньому	hun
пшениці	tarwe
співдружності	commonwealth
співдружності	gemenebest
незалежний	zelfstandig
незалежний	onafhankelijke
незалежний	onafhankelijk
величезна	reusachtig
величезна	enorm
величезна	enorme
величезна	gigantisch
штучний	kunstmatige
штучний	kunstmatig
двадцяти	twintig
двадцяти	twenty
чернівців	tsjernivtsi
підтверджує	bevestigt
подією	gebeurtenis
подією	evenement
подією	event
вершину	hoekpunt
рука	arm
рука	hand
стиснення	compressie
реальність	werkelijkheid
реальність	realiteit
школярів	scholieren
школярів	schoolkinderen
тридцять	dertig
тридцять	thirty
подію	gebeurtenis
подію	evenement
подію	event
покриті	uitgeput
покриті	verarmd
неправильно	verkeerd
неправильно	verkeerde
неправильно	fout
аналогічний	analoog
диски	schijven
диски	schijven
диски	cds
улюблений	favoriet
улюблений	favoriete
улюблений	favoriet
улюблений	favoriete
іспанською	spaanse
іспанською	spaans
доведено	bewezen
доведено	bewees
доведено	bewezen
доведено	aangetoonde
ззаду	terug
ззаду	rug
ззаду	back
жанрів	genres
суперників	rivalen
суперників	tegenstanders
фернандо	fernando
шон	shawn
шон	shaun
шон	sean
янки	yankees
янки	yanks
янки	yankee
статистичні	statistisch
статистичні	statistische
цвітіння	bloesem
фан	ventilator
фан	waaier
фан	fan
фан	fang
трикутник	driehoek
муреш	mureș
клермон	clermont
крива	kromme
крива	curve
радника	adviseur
кіпру	cyprus
самець	mannelijk
самець	male
самець	mannetje
самець	mannelijke
заново	herbouwen
кримська	krim
емілія	emilia
емілія	aemilia
емілія	amelia
голокосту	holocaust
земельні	zeeland
різновидів	smaken
гессен	hessen
віл	wil
віл	hiv
леопольд	leopold
актуальні	populair
тяжіння	zwaarte
тяжіння	zwaartekracht
індонезія	indonesië
прованс	provence
вимова	uitspraak
наступником	opvolger
серійний	serienummer
серійний	seriële
францію	frankrijk
автономний	autonoom
автономний	autonome
автономний	offline
алтай	altaj
арагон	aragón
арагон	aragón
арагон	aragon
тонкі	mager
тонкі	thin
тонкі	dun
митці	kunstenaars
митці	artiesten
сант	sant
підлітків	teen
підлітків	tiener
підлітків	adolescenten
підлітків	pubers
закриті	gesloten
закриті	afgesloten
мідь	koper
ростислав	rostislav
воїн	strijder
воїн	krijger
уельс	wales
хата	boomhut
духовні	geestelijke
духовні	spirituele
духовні	spiritueel
духовні	geestelijk
розробник	ontwikkelaar
розробник	ontwikkelaars
янг	jonge
янг	jong
янг	young
шостий	sixth
шостий	zesde
вісь	as
єврейська	joodse
єврейська	jood
єврейська	joods
єврейська	hebreeuws
колон	colón
колон	colon
податок	belasting
податок	belastingen
прокурора	advocaat
прокурора	procureur
прокурора	aanklager
рядка	line
рядка	lijn
гранд	grandes
гранд	grande
гранд	grand
сталін	stalin
дует	duet
секція	afdeling
секція	sectie
латинська	latijnse
латинська	latijns
латинська	latijn
шахтар	sjachtar
шахтар	mijnwerker
адаптації	aanpassing
позначені	gelabeld
колеги	collegae
колеги	collega
підтримати	ondersteuning
підтримати	steun
підтримати	support
підтримати	ondersteunen
дослівно	woordelijk
дослівно	letterlijk
дзеркала	spiegels
штучні	kunstmatige
штучні	kunstmatig
публікація	verhaal
публікація	story
публікація	publicatie
публікація	publikatie
публікація	bekendmaking
публікація	detachering
публікація	publicatie
публікація	uitgeverijen
публікація	publiceren
публікація	uitgeverij
едмонтон	edmonton
здійснюються	geopereerd
здійснюються	geëxploiteerd
башкири	basjkieren
адріан	adriaen
адріан	adrián
адріан	hadrianus
адріан	adrian
якесь	enkele
якесь	sommigen
якесь	sommige
італію	italië
кора	korst
кора	aardkorst
кора	kora
кора	cora
спалили	afgebrand
спалили	verbrand
звіти	rapporten
звіти	verslagen
спеціалізовані	gespecialiseerd
надгробок	grafsteen
правосуддя	justice
правосуддя	gerechtigheid
правосуддя	justitie
правосуддя	rechtvaardigheid
сміття	vuilnis
сміття	afval
сміття	vuilnis
пор	bakboord
пор	haven
пор	poort
літом	zomertijd
колесо	rad
колесо	wiel
юлій	julius
враховувати	overweging
приток	zijrivieren
череп	schedel
череп	skull
захоплені	gevangengenomen
захоплені	gevangen
вгорі	upper
вгорі	bovenste
вгорі	opper
вгорі	top
вгорі	bovenste
вгорі	bovenkant
коричневі	brown
коричневі	bruine
коричневі	bruin
колона	column
колона	zuil
колона	kolom
колона	colonna
рідкісний	zeldzame
рідкісний	zelden
рідкісний	zeldzaam
піднімається	klimt
піднімається	stijgt
піднімається	rising
піднімається	stijgend
піднімається	stijgende
піднімається	rijzende
купол	koepel
купол	dome
передбачав	voorspeld
передбачав	voorspelde
почути	hoor
почути	horen
лео	leo
жорстоко	wrede
жорстоко	wreed
валя	valea
мандрівник	reiziger
мандрівник	reiziger
мандрівник	zwerver
мандрівник	wandelaar
барі	bari
грані	facetten
багатства	rijkdom
худ	kap
худ	motorkap
худ	hood
худ	capuchon
тренування	trainen
тренування	training
тренування	opleiding
тренування	oefenen
мільйон	miljoen
малювання	schilderen
малювання	verven
малювання	schilderkunst
малювання	schilderij
малювання	tekenen
малювання	tekening
сімейство	familie
сімейство	gezin
прийоми	kunstjes
прийоми	trucjes
прийоми	trucs
аполлон	apollo
рафаель	raphael
рафаель	raphaël
рафаель	rafael
урану	uranium
дума	doema
перевагою	voordeel
судова	forensische
судова	forensisch
почалась	begonnen
зібрано	gebouwde
зібрано	gebouwd
зібрано	gecompileerd
зібрано	opgesteld
зібрано	samengesteld
зібрано	verzamelde
зібрано	verzameld
зібрано	gegroepeerd
зібрано	gegroepeerde
зібрано	ingezameld
зібрано	verzamelde
зібрано	verzameld
переконати	overtuigen
розлучення	scheiding
розлучення	echtscheiding
розлучення	scheiden
виключення	uitsluiten
виключення	uitzondering
пен	peng
пен	pinnen
пен	spelden
пен	kegels
пен	speld
пен	pincode
пен	pin
пен	vastzetten
сервера	cervera
сервера	server
люфтваффе	luftwaffe
штучно	kunstmatig
штучно	fictief
штучно	fictieve
фотограф	fotografe
фотограф	fotograaf
стрічку	ticker
стрічку	bandje
стрічку	plakband
стрічку	tape
ставків	caches
попит	eisen
попит	eis
крайній	porno
винахід	uitvinding
змінилася	veranderde
змінилася	gewijzigd
змінилася	veranderd
записати	schrijven
записати	schrijf
записати	record
записати	branden
записати	brand
записати	burn
записати	verbranden
куби	cuba
уникати	vermijd
уникати	voorkom
уникати	vermijdt
уникати	vermijden
звільнено	ontslagen
звільнено	bevrijd
албанія	albanië
туристичний	toerist
підручники	tutorials
дедалі	kouder
пола	pola
дружба	vriendschappen
дружба	vriendschap
чорногорія	montenegro
венера	venus
айрес	aires
зменшує	reduceert
зменшує	vermindert
зменшує	vermindert
могилу	grave
могилу	graf
підключення	verbinden
комбінації	combinaties
поліцейський	smeris
поліцейський	flik
поліцейський	politieagent
поліцейський	politieman
дам	dame
поверхонь	oppervlakken
поверхонь	oppervlakten
конкретно	specifiek
лазаренко	lazarenko
воювали	gevochten
воювали	bevochten
воювали	gestreden
курорт	resort
курорт	vakantieoord
позитивний	positief
позитивний	positieve
туніс	tunesië
туніс	tunis
чай	thee
кримінальні	misdadiger
кримінальні	misdadig
кримінальні	crimineel
вірус	virus
вірус	virussen
зосереджені	concentreren
висловлювання	uitvoer
висловлювання	output
розрив	break
розрив	pauze
розрив	breken
розрив	gap
куля	bol
куля	bullet
куля	kogel
легенд	legenden
легенд	legendes
органічні	biologisch
органічні	organische
органічні	organisch
підприємців	ondernemers
цілу	hele
цілу	geheel
підняття	opvoeden
згоду	goedkeuring
згоду	toestemming
згоду	instemming
зростанням	oplopende
зростанням	opgaande
зростанням	oplopend
коричневий	brown
коричневий	bruine
коричневий	bruin
каф	caf
археологічний	archeologisch
археологічний	archeologische
коробки	boxen
коробки	vakjes
коробки	kisten
коробки	dozen
лави	lava
шкода	jammer
шкода	medelijden
шкода	sorry
шкода	betreuren
шкода	spijt
шкода	balen
делла	della
фарби	schilderen
фарби	verven
фарби	verf
сформовано	gevormde
сформовано	gevormd
собака	hond
собака	hondje
шолом	helm
пропаганда	propaganda
таджикистану	tadzjikistan
записані	schriftelijke
записані	geschreven
впливати	beïnvloeden
впливати	beïnvloeden
впливати	invloed
впливати	beïnvloeding
швейцарський	zwitserse
швейцарський	zwitsers
підприємстві	faciliteit
лікуванні	traktatie
лікуванні	behandelen
лікуванні	behandel
ліцензію	rijbewijs
ліцензію	licentie
ліцензію	vergunning
ліцензію	rijbewijs
ліцензію	licentie
курт	kurt
курт	curt
сумнів	twijfelen
сумнів	twijfel
змішані	mixed
змішані	vermengd
змішані	gemixt
змішані	gemengde
змішані	gemengd
підтверджено	bevestigd
підтверджено	bevestigde
підтверджено	goedgekeurde
підтверджено	goedgekeurd
індивідуальні	individu
індивідуальні	individueel
кримські	krim
заарештовано	opgepakt
заарештовано	aangehouden
заарештовано	gearresteerd
альтернативний	alternatief
альтернативний	alternatieve
альтернативний	plaatsvervanger
альтернативний	afwisselen
континенту	continent
ванкувер	vancouver
небесної	hemels
небесної	hemelse
зла	kwaad
зла	slechtheid
зла	evil
траса	traceren
траса	spoor
траса	trace
встановлює	verzamelingen
встановлює	sets
глядача	toeschouwers
геологічні	geologische
геологічні	geologisch
заслуговує	verdient
холодна	koude
холодна	kou
холодна	koud
фільтр	filter
фільтр	filteren
сильна	sterk
сильна	sterke
сильна	sterken
мера	burgemeester
важливості	belangrijkheid
важливості	belang
репертуар	repertoire
ваз	vaz
ваз	vazen
ярмарок	eerlijke
ярмарок	redelijk
ярмарок	fair
ярмарок	eerlijk
ліцензія	rijbewijs
ліцензія	licentie
ліцензія	vergunning
ліцензія	rijbewijs
ліцензія	licentie
геть	weg
пісок	zand
пера	pera
пера	veren
пера	veertje
пера	veer
гірше	erger
гірше	slechter
ворог	vijand
невдало	gezakt
невдало	mislukt
невдало	mislukte
невдало	gefaald
девіз	devies
девіз	motto
лицарі	knights
лицарі	ridders
тривалості	verwaarlozen
тривалості	verwaarlozing
часті	veelvuldig
часті	frequente
часті	frequent
спокійно	ontspannen
спокійно	relaxed
завершити	finish
завершити	voltooien
завершити	afmaken
завершити	afwerking
завершити	einde
завершити	beëindigen
завершити	eind
завершити	voltooid
завершити	invullen
завершити	complete
завершити	compleet
підняти	verheffen
підняти	til
підняти	optillen
підняти	lift
підняти	opheffen
підняти	tillen
підняти	verhogen
відсутнє	geen
розквіт	bloeit
змінні	variabelen
чоловічу	mannelijkheid
клер	claire
клер	clair
нікого	iedereen
нікого	iemand
нікого	niemand
террі	terry
раннє	early
раннє	vroeg
раннє	vroege
вибрана	uitverkorene
вибрана	uitgekozen
вибрана	gekozen
вибрана	uitverkoren
інфраструктура	infrastructuur
інфраструктура	infrastructuren
реконструкцію	verbouwing
реконструкцію	verbouwen
присвячено	gewijd
присвячено	toegewijde
присвячено	toegewijd
присвячено	opgedragen
спорядження	rugzakken
спорядження	gear
спорядження	versnelling
спорядження	vistuig
спорядження	uitrusting
кіото	kyoto
продюсери	producers
продюсери	producenten
навчальної	zelfstudie
навчальної	tutorial
навчальної	leerprogramma
математичної	wiskunde
реалізувати	implementeren
наміри	intenties
наміри	bedoelingen
наміри	voornemens
черепаха	schildpad
черепаха	schildpad
збудження	opwinding
синонім	synoniem
синонім	synoniemen
пропонував	bijgedragen
пропонував	bijdroeg
кінематограф	cinematografie
кінематограф	bioscoop
кінематограф	bioscopen
кінематограф	cinema
страв	afwas
браян	brian
браян	bryan
гільдії	gilde
рон	rhône
рон	ron
ілюстрація	illustratie
схему	kaders
схему	regeling
традиційна	traditioneel
традиційна	traditionele
симон	simon
іконостас	iconostase
залізний	strijkijzer
залізний	ijzer
якоб	jacob
якоб	jakob
якоб	jakob
воскресіння	wederopstanding
воскресіння	opstanding
рукописи	manuscripten
рукописи	handschriften
соліст	frontman
вихідний	uitgaand
вихідний	uitgaande
збираються	verzamelen
збираються	samenkomst
видати	lozing
видати	ontladen
видати	lozen
видати	chanteerde
видати	gechanteerd
мовні	taalkundige
привілеї	privileges
привілеї	bevoegdheden
привілеї	voorrechten
фраза	zin
міфи	mythen
міфи	mythes
фольклор	folk
фольклор	folklore
заповіт	testament
будівельник	bouwer
скарби	schatten
рання	early
рання	vroeg
рання	vroege
джейсон	jason
комерційного	commerciële
комерційного	commercieel
юліан	julian
анатомія	anatomie
федеральний	federale
федеральний	federaal
тед	ted
польщу	polen
керрі	kerry
керрі	carrie
польовий	arvense
страйк	strike
страйк	staking
віддали	gaf
платівки	records
рибу	vissen
оригінал	oorspronkelijke
оригінал	origineel
оригінал	originele
підвищує	verhoogt
підвищує	verhogingen
тихий	pacific
відмова	falen
відмова	mislukkingen
відмова	mislukking
відмова	mislukken
відмова	mislukkeling
себастьян	sebastian
себастьян	sebastiaan
себастьян	sebastián
єзуїтів	jezuïeten
стелі	plafond
постійна	constante
постійна	constant
євгеній	eugene
хоп	hop
підвищити	verhoging
підвищити	vergroten
підвищити	verhoog
підвищити	verhogen
підвищити	stijging
змії	slangen
змії	slangen
змії	slang
змії	snake
безпосередній	onmiddellijk
безпосередній	onmiddellijke
провідник	handleiding
провідник	gids
провідник	geleider
провідник	dirigent
провідник	conducteur
партизан	guerrilla
партизан	guerrillastrijders
партизан	partijdige
партизан	partijdig
допомагали	geholpen
допомагали	hielp
аграрної	agrarische
аграрної	agrarisch
ютери	machines
мільярдів	miljard
мільярдів	biljoen
протести	protesten
протести	protest
ельзас	elzas
шеф	chef
шеф	kok
шеф	chef
шеф	chief
шеф	opperhoofd
завтра	morgen
завтра	tomorrow
обряд	rite
боксери	boksers
жозеф	jozef
жозеф	joseph
зупинка	stoppen
зупинка	gestopt
зупинка	stopte
зупинка	stop
зупинка	stoppen
зупинка	halt
поліцейських	politieagenten
допомагати	helpen
дзвін	klokken
дзвін	bells
дзвін	bell
проміжок	interval
проміжок	witruimte
удари	kranen
удари	stoten
удари	achterbakse
удари	achterbaks
холодний	koude
холодний	kou
холодний	koud
кавалерії	cavalerie
сорок	veertig
сорок	forty
вантажний	vracht
вантажний	goederenvervoer
вантажний	vrachtvervoer
епізоди	afleveringen
відпочинок	ontspanning
відпочинок	recreatie
відпочинок	uitrusten
відпочинок	rusten
відпочинок	rest
відпочинок	rust
автомат	machine
апостол	boodschapper
апостол	apostel
апостол	gezant
липа	lipa
липа	tilia
калію	kalium
кінцівок	ledematen
змінився	veranderde
змінився	gewijzigd
змінився	veranderd
замінено	vervangen
пів	helft
пів	half
спираючись	leunen
спираючись	neig
подвійний	dubbel
подвійний	dubbele
подвійний	tweepersoons
подвійний	verdubbelen
подвійний	double
подвійний	dubbele
подвійний	duale
подвійний	dual
товариш	kameraad
вирішують	oplossen
нараховується	gegund
нараховується	uitgereikt
нараховується	toegekend
сортування	sorteren
сортування	sorteren
розробок	ontwikkelingen
організми	organisme
організми	organismen
красний	krasny
десант	geweldpleging
десант	mishandeling
десант	aanval
десант	troopers
більшим	grotere
більшим	groter
місій	missies
путін	poetin
кравчук	kravtsjoek
юридичні	legaal
юридичні	wettelijk
юридичні	wettig
юридичні	juridische
юридичні	juridisch
труси	ondergoed
труси	onderbroek
труси	slips
труси	boksers
пишеться	spreuk
пишеться	betovering
пишеться	gespeld
організували	gearrangeerd
організували	geregeld
барбара	barbara
виняток	uitzondering
законодавчих	wetgevend
законодавчих	wetgevende
знижує	vermindert
колу	coke
колу	cokes
колу	cola
сосни	pines
сосни	dennen
павільйон	paviljoen
копіювання	kopiëren
копіювання	kopieer
копіювання	kopie
копіювання	kopiëren
подарунок	geschenk
подарунок	cadeautje
подарунок	cadeau
подарунок	gift
подарунок	kado
подарунок	aanwezig
подарунок	heden
подарунок	presenteren
подарунок	presenteer
шляхтич	gentilhomme
буркіна	burkina
польова	arvense
ата	carnet
блиск	shine
блиск	glans
блиск	schijnen
обстеження	beoordeeld
обстеження	geëvalueerd
осип	osip
продати	verkopen
продати	verkoop
аркадій	arkady
помічника	assistente
помічника	assistent
стамбул	istanboel
стамбул	istanbul
рівність	gelijkheid
іноземців	buitenlanders
іноземців	vreemdelingen
захоплено	vangt
захоплено	binnengedrongen
захоплено	binnengevallen
фаза	fase
відчуває	zintuigen
прочитати	lezen
прочитати	gelezen
прочитати	lees
мовознавство	taalkunde
існуючі	bestaand
існуючі	bestaande
електроніка	elektronica
електроніка	electronica
електроніка	elektronisch
зімбабве	zimbabwe
зімбабве	zimbabwaanse
координації	coördinatie
перетворити	omzetten
перетворити	bekeren
перетворити	converteren
перетворити	transformatie
перетворити	transformeren
зварювання	lassen
ескадрильї	eskader
ескадрильї	squadron
дизайнер	ontwerper
дизайнер	designer
партнерів	maten
дощів	regenachtige
цинку	zink
узагальнення	generalisatie
узагальнення	veralgemening
узагальнення	veralgemening
комуністи	communisten
судові	hof
ленін	lenin
болгарський	bulgaarse
болгарський	bulgaars
говорили	praten
говорили	pratende
говорили	sprak
говорили	spraken
фрукти	vruchten
фрукти	fruit
фрукти	vrucht
фрукти	vruchten
фрукти	fruit
марсі	marcy
міф	mythes
міф	mythe
здавалося	leken
здавалося	leek
промені	stralen
промені	balken
промені	stralen
партнер	partner
дельта	delta
чудовий	heerlijk
очікування	wachtende
очікування	afwachten
очікування	wachten
налаштування	instellen
налаштування	valstrik
налаштування	configuratie
налаштування	voorkeuren
налаштування	configureren
налаштування	instellingen
рушій	engine
рушій	motor
старші	oudere
старші	ouder
навички	vaardigheden
навички	skills
завдали	veroorzaakte
завдали	veroorzaakt
зустрічей	benoemingen
зустрічей	afspraken
зустрічей	meetings
зустрічей	ontmoetingen
зустрічей	vergaderingen
зустрічей	bijeenkomsten
діалог	query
діалог	opvragen
діалог	zoekopdracht
діалог	dialoog
діалог	dialoog
едо	edo
порошенко	porosjenko
купити	aanschaf
купити	aankoop
купити	inkoop
купити	kopen
купити	koop
олесь	ales
геральдика	heraldiek
цивільний	civiele
цивільний	burgerlijke
цивільний	burgerlijk
цивільний	civiel
цивільний	civiel
потяги	treinen
принцеси	prinsessen
доставки	verzending
доставки	scheepvaart
доставки	verzenden
доставки	verschepen
підводного	onderwater
практичне	praktische
практичне	praktisch
завершується	uiteinden
завершується	eindigt
завершується	einde
завершується	eindigend
редакторів	redactie
редакторів	redacteuren
шини	banden
шини	bus
продовжили	hervat
захисники	beschermers
переробка	recyclen
переробка	recycling
дане	deen
дане	dane
житель	burger
житель	citizen
брокгауза	efron
демократичний	democratische
демократичний	democratisch
демократичний	democraten
демократичний	democraat
протистояти	confronteren
погіршення	verslechterende
погіршення	verergering
погіршення	verslechtering
погіршення	verergeren
сирія	syrië
індіана	indiana
боже	jeetje
боже	jeetje
прикрашені	versierd
ситуаціях	situaties
зараження	geïnfecteerd
зараження	ontstoken
зараження	besmet
зараження	geïnfecteerde
зараження	neerslag
захисників	verdedigers
форд	ford
фірмі	firma
юхимович	raspoetin
лід	leiden
лід	lood
лід	loden
лід	lead
лід	ijs
лід	ice
мор	maure
помітні	opvallend
соціалістів	socialisten
дунай	donau
демо	demo
прибрати	schoon
прибрати	proper
прибрати	schoonmaken
прибрати	clean
прибрати	verwijder
прибрати	verwijderen
палаті	ward
нагірно	nagorno
темний	duister
темний	donker
темний	donkere
мусульмани	moslim
мусульмани	moslims
мусульмани	moslims
видобування	extractie
видобування	winning
видобування	ripper
облога	belegering
облога	beleg
ходів	moves
ходів	beweegt
ніколас	nicolás
ніколас	nicolaas
ніколас	nicholas
брами	gates
брами	poorten
уфа	ufa
баррі	barry
лувр	louvre
фішер	fisher
фішер	fischer
додаткова	extra
додаткова	aanvullende
додаткова	aanvullend
припинено	afgebroken
казані	kazan
претендентів	inzendingen
гарно	mooi
гарно	lekker
гарно	fijn
гарно	leuk
гарно	nice
перетворено	geconverteerd
перетворено	bekeerd
перетворено	omgezet
перетворено	omgerekend
перетворено	omgebouwd
турина	turina
геологічних	geologisch
перекласти	vertaal
перекласти	vertalen
корі	corey
корі	cory
корі	cori
трудові	arbeid
поставлені	prestaties
перемагає	winnende
перемагає	winnend
перемагає	winning
перемагає	winnen
перемагає	nederlagen
груди	borst
груди	borstkas
груди	borst
груди	borsten
чекати	wachten
чекати	wacht
допоміжні	assistenten
вченим	geleerde
птаха	vogeltje
птаха	vogels
птаха	vogel
стадія	podium
стадія	fase
стадія	toneel
стадія	stadium
повідомили	geïnformeerd
ззовні	extern
ззовні	uitwendig
ззовні	buiten
ззовні	buitenkant
рейд	raid
рейд	inval
пояснив	toegelicht
пояснив	uitgelegd
автоматична	automaat
автоматична	automatische
автоматична	automatisch
партизани	guerrilla
партизани	guerrillastrijders
партизани	guerrilla
партизани	partizanen
отвори	holes
отвори	gaten
зближення	grenzen
сухі	droge
сухі	droog
сухі	drogen
поповнення	vervangers
поповнення	troepen
розіграш	loterij
жива	levend
фасо	faso
фізично	lichamelijk
фізично	fysiek
дивитися	kijk
дивитися	kijken
дивитися	kijken
ставлять	fokken
ставлять	voortplanten
ставлять	ras
жанна	johanna
жанна	jeanne
таємниця	mysterie
таємниця	mystery
таємниця	geheim
таємниця	secret
таємниця	geheimhouding
таємниця	geheimzinnigheid
творців	scheppers
творців	makers
застосувати	solliciteren
застосувати	toepassen
печер	grotten
істини	waarheden
коротко	kort
коротко	kortstondig
коротко	kort
коротко	beknopt
коротко	korte
вагон	wagon
вагон	wagen
тяжко	moeilijk
тяжко	hard
тяжко	harde
тяжко	verpleging
нагляду	supervisie
нагляду	toezicht
потрібний	bobs
ректора	rector
молодша	younger
молодша	jonger
молодша	jongere
описи	beschrijvingen
описи	omschrijvingen
куб	cube
куб	kubus
напали	aangevallen
універсальний	universal
універсальний	universeel
універсальний	universele
подивитися	zien
подивитися	zie
подивитися	kijk
подивитися	kijken
подивитися	kijk
процесори	verwerker
очікується	verwachtte
очікується	verwacht
очікується	verwachte
очікується	verwacht
очікується	verwachten
очікується	hangende
очікується	afwachting
матвій	matthew
членство	lidmaatschap
оригінальне	oorspronkelijke
оригінальне	origineel
оригінальне	originele
звернутися	consult
звернутися	consulteren
звернутися	raadplegen
повітряна	antenne
повітряна	lucht
подають	gediend
подають	opgediend
подають	geserveerd
подають	serveert
битв	slagveld
ірак	irak
гомер	homer
орда	horde
смирнов	smirnov
степ	steppe
пострілів	schoten
пострілів	shots
тінь	shadow
тінь	schaduw
переглянути	bladeren
переглянути	beoordeling
переглянути	recensie
переглянути	herziening
переглянути	zien
переглянути	zie
переглянути	weergave
переглянути	uitzicht
переглянути	bekijk
переглянути	bekijken
антологія	bloemlezing
інтенсивність	intensiteit
інтенсивність	sterkte
інтенсивність	kracht
поклав	gedeponeerde
поклав	gestort
поклав	gedeponeerd
християни	christelijke
християни	christen
християни	christelijk
християни	christian
християни	christenen
