年	aasta
鄧	deng
機械	masin
機械	masina
機械	masinad
機械	mehaanilised
機械	mehaaniline
爭議	vaidlustatud
爭議	vaidlus
爭議	vaidlused
爭議	vaidluse
爭議	vaidlus
發射	start
發射	käivitamine
首先	kõigepealt
首先	esmalt
首先	esimene
入侵	sissetungi
入侵	sissetung
同盟	league
同盟	liiga
同盟	liidud
同盟	liit
同盟	liitlased
轉換	teisendamine
轉換	teisendamine
轉換	muundamise
轉換	muuta
轉換	teisendamine
轉換	ümberkujundamine
轉換	muutumine
疑似	kahtlustatakse
疑似	kahtlus
疑似	kahtlustatav
唱	laulge
唱	laulda
唱	laula
唱	laulma
蕭	shaw
血	veri
血	vere
努力	jõupingutused
努力	pingutused
事情	asjad
事情	asju
監督	järelvalve
監督	järelevalve
監督	järelevalve
監督	järelevalve
軌道	pala
軌道	raja
軌道	rada
軌道	rööbastee
軌道	orbiidi
軌道	jäljed
軌道	rajad
軌道	orbiidile
軌道	orbiidil
今日	täna
狼	hunt
狼	wolf
尼斯	mõnus
尼斯	kena
尼斯	nice
部門	osakond
部門	sektor
汗	higistamine
汗	khan
汗	higi
南極	antarktika
南極	antarktika
綜合	sünteesi
廣播	ülekanne
廣播	ringhäälingu
廣播	raadio
廣播	radio
比例	suhtarv
比例	suhe
比例	osakaal
比例	proportsionaalne
偶像	iidol
側	külg
父母	vanemad
父母	lapsevanemad
父母	vanem
父母	lapsevanem
它們	nad
鍾	kell
鍾	kella
廖	liao
飛行	lendamine
飛行	lendavad
飛行	lendu
飛行	lennu
飛行	lend
統一	ühtne
統一	ühtsus
統一	ühtsuse
統一	ühtlustamine
統一	ühtlustamine
冬	talv
恢復	taastamine
恢復	taasta
恢復	taastamine
恢復	taastumine
恢復	taaskasutamine
恢復	jätka
綠	midori
綠	roheline
設施	rajatised
設施	rajatiste
設施	rajatised
設施	rajatis
退役	pensionil
退役	erus
框	box
框	kast
框	karp
框	kasti
框	lahter
框	raamid
框	kaader
框	raam
框	raami
住宅	eluruumi
住宅	elamu
住宅	elukoht
住宅	elukoha
住宅	elamine
伊朗	iraani
伊朗	iraan
伊朗	iraani
圍	wai
莊	pankur
混合	hübriid
混合	mix
混合	segamise
混合	segatud
混合	sega
混合	segunenud
混合	segu
混合	segamine
混合	segamist
殺	tapa
殺	tappa
山脈	mäed
山脈	vahemik
山脈	vahemikus
上海市	shanghai
莫斯科	moskva
食品	toit
食品	toitu
食品	söök
食品	toidud
食品	toiduained
王國	kuningriik
希臘	kreeka
希臘	kreeka
深度	sügavuste
深度	sügavus
法案	bill
法案	arve
法案	arved
有限	piiratud
有限	limited
學者	akadeemikud
學者	õpetlane
學者	õpetlased
戰士	sõdur
戰士	sõdalane
被迫	sundis
被迫	sunnitud
湖北	hubei
合成	sünteetiline
合成	sünteetilised
合成	komposiit
合成	sünteesi
四十	nelikümmend
基因	gene
基因	geen
基因	geeni
基因	geenid
罪	patu
罪	patt
罪	patud
鳥	linnu
鳥	lind
鳥	linnuke
鳥	bird
鳥	linnud
教練	treener
展示	näidatakse
展示	näitamine
展示	näita
展示	etendus
展示	show
展示	kuva
湘	xiang
槍	püss
槍	relv
錦	kam
只要	lihtsalt
義大利	itaalia
義大利	itaalia
讀	loe
讀	lugemine
讀	loetud
讀	lugemine
讀	lugemist
很快	varsti
成都	chengdu
追	chase
追	tagaajamine
厚	paksud
厚	paks
拍	tulista
拍	tulistada
統治	valitsemisaeg
藩	domeeni
藩	valdkond
部落	hõim
部落	hõimu
部落	hõimu
部落	hõimud
圓	ring
圓	circle
圓	ringi
圓	ümar
圓	ümmargused
圓	ümmargune
圓	voor
幫助	abi
幫助	appi
幫助	aidake
教會	kirikud
教會	kiriku
教會	kirik
連結	lingi
連結	link
連結	seos
連結	ühendus
連結	ühenda
設定	komplekti
設定	komplekt
設定	määra
設定	seadis
設定	seadistus
設定	seadistused
記者	reporterid
記者	ajakirjanikud
記者	ajakirjanik
記者	ajakirjanik
記者	reporter
數量	kogused
數量	kogus
星系	galaktikate
星系	galaktika
星系	galaxy
鳳	phoenix
假	väär
假	võlts
留下	püsi
方便	mugav
領	krae
領	võru
程式	programm
程式	programmid
校長	direktor
合理	mõistlik
合理	mõistlikud
挪威	norra
挪威	norra
挪威	norras
步	step
步	sammu
步	samm
勇	yong
所在地	asukoht
解釋	selgitused
解釋	seletus
解釋	selgitus
解釋	seleta
解釋	selgita
解釋	selgitada
刀	mõõk
刀	nuga
刀	noa
批評	kriitikat
批評	kriitika
批評	kriitikat
批評	kriitika
批評	kritiseerida
太子	vürst
太子	prints
太子	prince
檔案	failid
檔案	arhiivid
檔案	fail
檔案	faili
檔案	arhiivi
檔案	arhiiv
爵士	jazzi
爵士	jazz
狗	koera
狗	koer
狗	koerad
國會	parlament
國會	kongress
病毒	viiruse
病毒	viirus
病毒	viirused
富士	fuji
阿根廷	argentina
阿根廷	argentiina
創	tron
計算	arvutamine
計算	informaatika
計算	arvutus
計算	arvutamine
計算	arvestus
計算	arvutused
對手	rivaal
對手	vastased
對手	rivaalid
對手	vastane
碧	bea
湯	supp
一天	päev
一天	päeva
艦隊	laevastiku
艦隊	laevastik
廣州	guangzhou
錢	raha
碑	monumendi
食用	söödav
晉	jin
廣東	guangdongi
廣東	kantoni
棒球	pesapalli
棒球	pesapall
中立	neutraalsuse
中立	erapooletus
中立	neutraalne
中立	erapooletu
質量	missa
質量	massi
質量	mass
質量	kvaliteet
化石	fossiilid
持有	valduses
持有	omamine
持有	hoidmine
理解	arusaadav
理解	arusaamine
理解	mõistmist
理解	mõistmine
理解	arusaam
其實	tegelikult
其實	tegelt
波蘭	poola
美洲	ameerika
美洲	ameerika
恆星	täht
恆星	tähe
恆星	staar
恆星	staarid
恆星	tähed
恆星	tähtede
部長	minister
挑戰	väljakutsed
挑戰	väljakutse
挑戰	väljakutse
東方	idas
東方	itta
東方	ida
東方	idamaine
東方	orient
東方	ida
賈	jia
幾乎	peaaegu
阿拉	allah
玲	ling
玲	lingil
消失	kaovad
消失	kaduma
例子	näited
例子	näiteid
司令	komandör
月球	kuu
月球	moon
地圖	kaart
地圖	kaardid
杭州	hangzhou
女兒	tütar
結婚	abielu
岳	yue
引用	tsiteeritud
引用	noteeritud
引用	tsitaat
官員	ametnikud
請求	nõudmised
請求	taotlused
請求	palve
請求	taotlus
請求	päring
殖民地	kolooniad
殖民地	koloonia
原子	aatomite
原子	aatom
原子	aatomi
原子	aatom
菲律賓	filipiinid
觀眾	publik
觀眾	vaatajad
進攻	ründa
進攻	rünnak
珊	päikest
珊	päike
貓	kassid
貓	kass
貓	cat
吸引	külgetõmme
吸引	meelitada
測試	test
測試	katse
測試	katsetused
測試	katsed
測試	testid
測試	katsed
測試	testimine
測試	katsetamine
專業	professionaal
專業	professionaalne
專業	ametialane
專業	elukutse
專業	kutseala
專業	eriala
旅遊	tour
旅遊	tuur
旅遊	ringkäik
旅遊	reisimine
旅遊	reisi
旅遊	turism
旅遊	turist
石油	õli
石油	nafta
石油	nafta
浪	lained
浪	laineid
浪	laine
需求	vaja
需求	vajadus
需求	vajadused
需求	vajab
需求	nõudlus
需求	nõudmine
內部	sisustus
內部	sisemus
內部	interjöör
內部	sees
內部	sise
內部	sisemised
內部	sisemine
內部	sisemiselt
失	eksinud
失	kaotas
失	kadunud
失	kaotatud
集合	koguneda
方言	dialekt
方言	dialekti
日文	jaapani
日文	jaapanlased
特里	terry
犯罪	kuriteod
犯罪	kuritegevus
犯罪	kuriteod
犯罪	kuritegu
犯罪	kuritöö
君主	monarh
君主	monarhia
公爵	vürst
公爵	duke
公爵	hertsog
降低	vähenemine
降低	vähenda
私人	reamees
私人	privaatne
私人	era
私人	erasektori
軟體	tarkvara
每日	igapäevane
每日	igapäevane
每日	päevane
每日	päevas
拒絕	vähenemine
拒絕	langus
拒絕	eitamine
拒絕	tagasilükkamise
原始	toores
原始	toor
原始	toorelt
原始	primitiivne
原始	algeline
原始	originaalne
原始	originaal
原始	algne
警告	hoiatus
警告	hoiatused
俱樂部	klubi
俱樂部	club
俱樂部	klubid
敗	kaotus
貿易	kauplemine
貿易	kauplemise
貿易	kauplemine
貿易	kaubandus
減少	vähenemine
減少	langus
減少	vähenda
減少	vähendada
減少	vähendamine
減少	vähendamise
減少	vähenemine
減少	vähenda
減少	vähendamine
減少	vähendatud
知名度	nähtavus
身體	keha
硬	raske
硬	kõva
碼頭	kai
女主角	kangelanna
女主角	näitleja
女主角	näitlejanna
恐怖	terrori
恐怖	õudus
柴油	diisel
肖	shaw
園	aia
園	aed
生於	sündis
生於	sündinud
風格	stiilid
風格	stiil
這裡	siin
長度	pikkus
勝利	win
勝利	võida
勝利	võidu
勝利	võitu
勝利	võit
勝利	triumf
女王	kuninganna
女王	queen
蒙特	mont
天皇	imperaator
天皇	keiser
每天	igapäevane
邀請	kutsu
邀請	kutse
邀請	kutsus
邀請	kutsutud
邀請	kutseid
邀請	kutsed
邀請	kutse
邀請	kutsub
傳說	legend
傳說	legendi
傳說	legendid
變化	muutused
變化	muudatused
舞台	arena
舞台	lava
舞台	staadium
舞台	etapp
實際	tegelik
食物	toit
食物	toitu
食物	söök
食物	toidud
延伸	venitada
延伸	venib
延伸	laiendatud
延伸	pikendatud
延伸	laiendamine
延伸	pikendamine
延伸	laiendus
延伸	pikendamise
廠	taim
廠	taime
廠	tehas
廠	vabrik
廠	tehas
推	lükka
意外	avarii
意外	õnnetus
羽	sulg
收費	süüdistused
收費	laengud
收費	süüdistus
收費	laeng
收費	tasu
收費	laadimine
巷	lane
巷	alley
翔	xiang
翔	shang
翔	sho
圖書館	raamatukogude
圖書館	raamatukogu
圖書館	teegi
突破	läbimurre
人生	life
人生	elu
通用	üldine
通用	ühise
通用	ühised
修正	muudatus
修正	muudatused
天文	astronoomiline
天文	astronoomia
原創	originaalsus
原創	originaalne
原創	originaal
原創	algne
地鐵	metroo
地鐵	metroo
地鐵	metro
先後	järjestikused
先後	järjestikuste
瓜	melon
司法	õiglus
司法	õigusemõistmine
花園	aia
花園	aed
花園	aiad
玄	xuan
玄	hyun
實驗	eksperimendid
實驗	eksperiment
實驗	eksperimentaalne
課程	kurss
課程	kursus
課程	õppekava
課程	kursused
課程	õppekavade
估計	hinnanguline
估計	hinnanguliselt
估計	hinnangud
估計	hinnang
估計	hinnang
箱	box
箱	kast
箱	karp
箱	kasti
箱	lahter
規劃	planeerimine
規劃	kavandamine
伏	volt
配置	konfiguratsioon
配置	seadistus
配置	seadistamine
配置	seadistamine
後衛	kaitsja
國內	riigisiseselt
國內	riigisisesed
國內	kodumaine
柴	chai
個月	kuu
現場	stseen
現場	stseeni
尤其是	eriti
十字	rist
十字	cross
十字	risti
信仰	faith
信仰	usk
信仰	usku
信仰	uskumused
反應	reageerivad
反應	reageeri
反應	reageerima
反應	reageerida
反應	reaktsioon
反應	reaktsioonid
賞	tasu
賞	autasu
卒	ettur
文明	tsivilisatsioon
文明	tsivilisatsiooni
安徽	anhui
價值	väärtused
價值	väärtus
本地	kohalikult
本地	lokaalselt
本地	kohapeal
本地	kohalik
本地	kohalikud
案件	case
案件	kohtuasi
案件	juhtum
銷售	müüa
銷售	müümine
銷售	müük
銷售	müük
旅行	reisimine
旅行	reisi
旅行	reisimine
旅行	trip
旅行	reis
小姐	preili
多個	mitmekordne
多個	mitu
考慮	kaaluma
考慮	kaaluda
靖	jing
波斯	pärsia
退休	pensionile
退休	pensionil
退休	erus
路易	louis
冬季	talv
步槍	vintpüssid
步槍	püssid
步槍	püss
步槍	püssi
步槍	vintpüss
捷運	metroo
捷運	metro
棋	male
久	pikad
久	pikka
久	pikk
機器	masin
機器	masina
機器	masinad
通道	kanal
通道	kanalid
通道	läbipääsu
墨	tint
疾病	haigus
疾病	haigused
疾病	haigus
疾病	haigused
疾病	haigus
含有	sisaldab
逮捕	arreteerida
逮捕	vahistamine
逮捕	vahistamised
英里	miles
英里	miili
心理	psühholoogiline
心理	psühholoogia
心理	vaimne
心理	vaimse
氣旋	tsüklon
生成	genereerimine
生成	tekitada
生成	tekitatud
生成	tekitab
每個	iga
每個	iga
失敗	nurjunud
失敗	ebaõnnestunud
失敗	nurjus
失敗	ebaõnnestus
失敗	ebaõnnestumine
失敗	rike
失敗	tõrge
失敗	läbikukkumine
嘴	suu
捷克	tšehhi
數位	digitaalse
數位	digitaalne
馬來西亞	malaisia
馬來西亞	malaisias
協議	kokkulepe
協議	leping
投降	alistu
投降	loobumine
郎	lang
四月	aprill
蛋白	valk
蛋白	proteiin
蛋白	valgud
蛋白	valke
條件	tingimuslikud
條件	tingimuslik
條件	tingimustega
條件	tingimused
條件	seisukord
條件	tingimus
條件	seisund
蘇格蘭	šotimaal
蘇格蘭	šotimaa
印尼	indoneesia
下降	vähenemine
下降	langus
下降	tilk
名單	nimekiri
名單	loetelu
名單	loend
名單	nimekirjad
名單	loetelud
隊長	kapten
霸	bak
戲劇	draama
戲劇	teater
戲劇	teater
創建	loo
創建	luua
創建	loomine
創建	looming
創建	loomine
牙	hambad
牙	hammas
牙	hamba
吃	söömine
吃	söömas
吃	söön
吃	söö
吃	sööma
吃	süüa
首席	ülemus
首席	pealik
首席	ülem
可靠	usaldusväärne
強烈	tugev
強烈	tugevad
芝加哥	chicagos
芝加哥	chicago
運作	toimimine
女人	naise
女人	naine
滕	teng
華人	hiina
華人	hiinlased
繼承	pärib
繼承	päri
繼承	päranduse
淡水	magevee
資源	ressurss
資源	vahendid
資源	ressursid
平面	tasane
平面	lame
平面	lennuk
重量	kaalud
重量	kaal
重量	kaalu
依然	ikkagi
依然	ikka
化學	keemiline
化學	keemilised
化學	kemikaal
化學	keemia
乾	kuivaks
乾	kuivad
乾	kuiv
蔣	chiang
房屋	house
房屋	majja
房屋	maja
房屋	majad
共識	konsensus
共識	konsensuse
共識	üksmeel
基金會	sihtasutus
基金會	fond
基金會	vundament
基金會	sihtasutuste
老師	õpetaja
五十	viiskümmend
堅	caine
刻	graveeritud
合約	lepingud
合約	leping
平原	plain
平原	tasandikud
證明	tõendid
證明	tõestus
佔領	okupeerida
佔領	okupatsiooni
佔領	amet
領導	juhtiv
蓮	lotus
蓮	lian
幸福	õnn
幸福	õnne
幸福	õnnelik
靜	jing
弟弟	vend
弟弟	venna
貝爾	kella
貝爾	belli
貝爾	bell
城堡	loss
城堡	castle
城堡	lossi
奧運	olympic
奧運	olümpia
奧運	olümpiamängud
泰國	tai
泰國	tais
影像	piltide
影像	pildid
影像	pilt
影像	pildi
凌	ling
凌	lingil
凌	ram
吻	musi
吻	kiss
吻	suudlus
火山	vulkaan
火山	vulkaaniline
火山	vulkaanid
廟	tempel
廟	temple
阿拉伯	araabia
阿拉伯	araabia
腳	jalad
腳	jalg
產業	industries
產業	tööstus
產業	tööstuse
產業	tootmisharu
產業	mõisa
生存	ellujäämise
生存	ellujäämine
棒	suure
裝置	seade
裝置	seadis
裝置	rajatised
裝置	seadmed
現象	nähtused
現象	fenomen
現象	nähtus
女孩	tüdruk
女孩	tüdrukud
女孩	girls
年輕	noored
年輕	young
年輕	noor
藤	viinapuu
早上	hommik
商品	toode
商品	toote
商品	kaubad
商品	kaup
商品	kauba
商品	kaubad
商品	tooted
商品	kaup
受傷	vigastatud
評論	kommentaari
評論	kommentaar
評論	kommentaarid
評論	märkused
狀況	staatus
狀況	seisund
狀況	oleku
狀況	olek
狀況	seisukord
狀況	tingimus
狀況	seisund
小組	paneeli
小組	paneel
承認	tunnustamine
承認	tunnustus
承認	kajastamine
年齡	age
年齡	vanust
年齡	vanus
年齡	vanused
汀	tingi
汀	ting
廣泛	ulatuslikud
廣泛	ulatuslik
嶺	ridge
更改	muuda
更改	muutused
更改	muudatused
更改	muutused
更改	muuda
更改	muudatus
更改	muutus
序	proloog
派遣	lähetamine
泥	pori
泥	muda
泥	clay
泥	savi
葵	kwai
研究生	magistriõppe
提及	mainib
提及	mainitakse
提及	maini
訪問	külla
訪問	külastus
訪問	visiit
訪問	külastused
儘管	kuigi
儘管	ehkki
拳	rusikas
利益	huve
利益	huvid
霞	xia
伊拉克	iraak
奧林匹克	olympic
奧林匹克	olümpia
最低	madalaim
衛星	satelliidid
衛星	satelliit
純	puhas
海上	meri
海上	mere
正面	positiivsed
正面	positiivse
正面	positiivne
愛情	armastan
愛情	love
愛情	armastus
愛情	armastust
島嶼	saart
島嶼	saar
島嶼	saared
島嶼	saartele
粗	karm
生日	sünnipäevad
生日	sünnipäeva
生日	sünnipäev
蟹	krabi
邨	mõisa
放送	ringhäälingu
理想	ideaalsed
理想	ideaalne
桃	virsiku
忽略	eiramine
忽略	ignoreeritakse
忽略	eirata
忽略	eiratakse
忽略	ignoreeritakse
忽略	eiramine
忽略	ignoreerides
忽略	eirates
農業	põllumajanduslik
農業	põllumajandus
農業	põllumajandus
活	live
活	elama
舞蹈	tantsu
舞蹈	tants
舞蹈	tantsi
舞蹈	tantsida
舞蹈	tantsimine
民主黨	demokraadid
丸	maru
丸	tabletid
衝突	konfliktid
衝突	kokkupõrked
衝突	clash
衝突	konflikt
衝突	konfliktid
湖泊	järve
湖泊	järv
湖泊	lake
湖泊	järved
確認	kinnitatud
確認	kinnitus
確認	kinnitus
確認	kinnitada
確認	kinnitan
確認	kinnita
簡	jane
調整	kohandused
調整	korrigeerimine
調整	korrigeerimine
調整	kohandamine
調整	kohandus
調整	reguleerimine
調整	kohandamine
調整	kohandada
崖	kaljude
崖	bluff
崖	kalju
崖	cliff
犬	koera
犬	koer
犬	koerad
編劇	kirjutaja
編劇	kirjanik
版權	autoriõigused
版權	autoriõigus
冷	külm
冷	külmad
粒子	osakesed
粒子	osakeste
粒子	osakesed
粒子	osake
婚姻	abielu
最新	uusim
成本	kulu
成本	maksumus
成本	kulud
成本	kulud
祿	loc
接收	vastuvõtmine
接收	vastuvõtt
數字	arvud
數字	number
數字	arv
數字	numbrid
常見	ühise
常見	ühised
愛爾蘭	iiri
愛爾蘭	iirlased
愛爾蘭	iirimaa
第九	üheksanda
第九	üheksas
冰川	liustik
冰川	liustikud
通知	teated
通知	märka
通知	teade
通知	teatamine
通知	teade
通知	teavitamine
鼓	trumm
鼓	trummi
鼓	trummid
鼓	trumme
裝甲	turvis
裝甲	turvis
惡	kurjus
惡	kurja
惡	kuri
拉丁	ladina
邵	shao
邵	shaw
政治家	poliitikud
政治家	poliitik
上升	tõuse
上升	tõus
上升	tõusev
上升	tõuseb
丈夫	abikaasa
布朗	brown
布朗	pruuniks
布朗	pruunid
布朗	pruun
重要性	olulisus
重要性	tähtsus
黃金	golden
黃金	kuldsed
黃金	kuldne
黃金	kuld
黃金	kulda
黃金	kullast
醫學	meditsiin
醫學	meditsiinilised
醫學	meditsiiniline
到達	saabumine
到達	saabuvad
到達	saabusid
到達	saabunud
到達	saabus
山口	yamaguchi
山口	col
紅色	punane
紅色	punased
商人	kaupmees
商人	ärimees
商人	kaupmehed
商人	ärimehed
成就	saavutused
成就	saavutamine
成就	saavutus
十月	oktoober
十月	okt
金屬	metallist
金屬	metall
金屬	metal
金屬	metalli
金屬	metallid
金屬	metallist
金屬	metall
改編	kohanemine
改編	kohandatud
改編	kohandused
收購	omandamine
收購	ülevõtmine
安裝	paigaldus
安裝	paigaldamine
安裝	rajatis
安裝	paigaldamine
安裝	paigaldatud
安裝	paigaldamine
大街	avenue
大街	avenüü
糖	komm
糖	kommi
糖	candy
糖	suhkrut
糖	suhkur
動作	tegevus
動作	võte
動作	toiming
動作	liigub
動作	käigud
動作	liigutab
半島	poolsaar
分裂	jagatud
分裂	jagamine
分裂	pooleks
分裂	jaga
代替	asenda
代替	asendus
代替	asendatakse
代替	asendamine
隊伍	meeskonnad
隊伍	rühmad
隊伍	tiim
隊伍	meeskond
收藏	kogu
收藏	kollektsioon
收藏	kogumine
措施	meetmed
能源	energiat
能源	energia
能源	energeetika
大多	enamikul
大多	enamus
大多	enamik
大多	enim
大多	peamiselt
大多	enamjaolt
大多	enamasti
機動	manööver
機動	manööver
暴力	vägivaldsed
暴力	vägivaldne
暴力	vägivald
暴力	vägivalla
人們	inimesed
人們	rahvas
人們	people
觀測	jälgides
觀測	tähelepanek
觀測	vaatluse
觀測	vaatlus
面對	näoga
實際上	tegelikult
實際上	tegelt
暗	tume
划	rea
划	rida
壁	müür
壁	sein
壁	seina
知識	teadmised
知識	teadmine
粉	roosa
粉	roosad
粉	pulber
預計	oodatud
預計	eeldatav
預計	oodati
顏色	värv
顏色	värvi
顏色	värvid
顏色	värvus
顏色	värv
顏色	värvi
顏色	värvid
補	täiendus
譚	tan
控股	hoidmine
團隊	meeskonnad
團隊	rühmad
團隊	tiim
團隊	meeskond
碳	süsinik
分支	filiaalid
分支	oksad
分支	oks
分支	filiaal
分支	haru
分支	filiaali
拆除	lammutada
拆除	lammutamine
女神	jumalanna
律師	advokaadid
律師	juristid
律師	advokaat
律師	jurist
年份	aastad
年份	aasta
免費	vabad
免費	vaba
免費	free
免費	tasuta
物質	aine
物質	ainet
物質	ained
大致	ligikaudne
自我	self
自我	ego
家人	pere
家人	perekond
任期	mõiste
任期	termin
永久	alalise
永久	alalised
永久	alaline
永久	püsiv
永久	jäädavalt
永久	püsivalt
分配	jaotamine
分配	eraldamine
分配	jaotamine
分配	jaotus
分配	jaotumine
幻想	fantaasia
幻想	illusioon
幻想	illusioonid
幻想	fantaasiad
購買	ostu
購買	ostmine
購買	ost
購買	osta
購買	ostud
購買	ostmine
購買	ostetud
購買	ostes
購買	ostmine
經驗	kogemused
經驗	kogemus
經驗	kogemused
航空公司	airlines
航空公司	lennufirma
物種	liigid
物種	liik
廉	lian
火星	mars
火星	marss
治療	terapeutilise
治療	teraapia
治療	ravi
治療	ravile
治療	töötlus
治療	ravi
治療	töötlemine
治療	ravile
戀	koi
在一起	koos
在一起	üheskoos
波特	potter
玻璃	klaasi
玻璃	klaasist
玻璃	klaas
學術	akadeemiline
學術	akadeemilise
學術	academia
三角	triangulatsioon
三角	kolmnurk
三角	kolmnurkne
結合	kombineerimine
結合	kombineerida
結合	kombineeritud
結合	kombineerimine
結合	ühendades
推動	lükka
港口	port
港口	sadam
港口	sadam
港口	harbour
港口	sadamad
穩定	püsivus
穩定	stabiilsus
穩定	stabiliseerimine
穩定	stabiilset
穩定	stabiilsed
穩定	stabiilne
氣	gaas
氣	gaasi
氣	bensiin
法官	kohtunik
法官	kohtunikud
透露	avalikustatud
古典	klassikalised
古典	klassika
古典	klassikalise
古典	klassikaline
古典	klassika
古典	klassikalised
古典	classic
古典	klassikaline
喬治	jüri
喬治	george
市區	kesklinna
市區	kesklinn
市區	kesklinnas
共和	vabariiklaste
共和	vabariik
作曲家	heliloojate
作曲家	laulukirjutaja
作曲家	helilooja
作曲家	koostaja
教宗	paavst
教宗	pope
角度	nurk
角度	nurgad
地址	aadressid
地址	aadress
身分	identiteedi
身分	identiteet
碼	code
碼	kood
碼	õu
碼	õue
碼	jardi
引發	käivitatud
顏	yan
慕尼黑	müncheni
感染	infektsioonid
感染	nakatatud
感染	nakatunud
感染	infektsioon
感染	nakkus
薄	õhuke
薄	peenike
薄	õhukesed
保障	garantiid
保障	garantiid
保障	tagatis
保障	garantii
安娜	anna
原則	põhimõtted
原則	doktriin
原則	põhimõte
收集	kogumine
收集	kogu
收集	kollektsioon
收集	kogumine
收集	koguda
收集	koguma
收集	kogutud
簡單	lihtne
簡單	lihtne
簡單	kerge
男人	meestele
男人	mehed
男人	mehel
男人	mees
男人	man
規則	reeglid
規則	eeskirjad
潔	jie
化合物	ühendid
化合物	ühendid
化合物	ühend
八月	august
八月	aug
法庭	tribunal
法庭	kohus
法庭	kohtud
貴	gui
貴	kallid
榮譽	au
榮譽	au
聞	lõhna
聞	lõhn
四個	neli
出售	müüa
出售	müük
民間	rahvas
想要	tahaks
想要	tahad
共產黨	kommunistid
防止	ennetada
淳	jun
妹妹	õde
三月	märts
表達	väljend
表達	väljendus
無線	traadita
芒	mans
吸收	imendumine
吸收	imendunud
奧地利	austria
誰	kes
誰	keda
成人	täiskasvanu
成人	täiskasvanud
成人	täiskasvanud
整合	integreeritud
整合	integreerimine
整合	integratsioon
整合	lõimumine
整合	integreerimine
跑	jooks
威爾	will
威爾	tahe
供應	varud
供應	tarned
供應	tarvikud
供應	varustamine
供應	tarne
泛	paan
泛	paani
泛	pan
泛	panni
岸	kalda
岸	kaldal
岸	shore
祖父	vanaisa
哥哥	vend
哥哥	venna
終於	lõpuks
龜	kilpkonn
龜	kilpkonn
結	sõlm
結	sõlme
二月	veebruar
醫生	arst
醫生	arsti
醫生	doktor
教師	õpetaja
教師	õpetajad
不滿	rahulolematust
阿里	ali
涉嫌	kahtlustatakse
涉嫌	kahtlus
涉嫌	kahtlustatav
總理	premier
伯爵	krahv
親王	vürst
親王	prints
親王	prince
特徵	omadused
特徵	omadused
特徵	karakteristikud
特徵	iseloomustus
特徵	motiiv
特徵	iseloomulik
航天	aerospace
進一步	edasine
進一步	edasi
進一步	kaugemale
穿	seljas
穿	kanna
穿	kanda
傷	vigastatud
政黨	party
政黨	pidu
政黨	erakond
政黨	peole
相對	sugulane
相對	suhteline
相對	suhteliselt
邑	ett
入口	sissepääs
入口	sisenemine
一半	pool
七月	juuli
危機	kriiside
危機	kriise
危機	kriis
指示	juhised
指示	juhend
指示	juhendid
東南	kagu
揚	jan
軍團	leegion
軍團	leegionid
憲法	põhiseadus
憲法	põhiseaduste
天然	looduslik
天然	loomulik
天然	naturaalne
天然	looduslikud
打破	vaheaeg
打破	murda
駕駛	juht
駕駛	autojuht
駕駛	sõida
駕駛	sõitmas
駕駛	sõidab
駕駛	sõitmine
恐龍	dinosaurused
恐龍	dinosaurused
特性	iseloomulik
特性	omadused
特性	karakteristikud
特性	iseloomustus
名人	kuulsus
名人	kuulsused
氧化	oksüdatsiooni
氧化	oksiid
腹	kõht
腹	kõhu
移除	eemaldamine
移除	eemalda
戰車	kaarik
笑	naerata
笑	naeratus
笑	naer
笑	naerma
笑	naera
笑	naerda
總督	kuberner
通訊	kommunikatsioon
通訊	side
通訊	uudiskiri
通訊	teatis
通訊	suhtlemine
通訊	kommunikatsioon
通訊	side
商店	shop
商店	pood
商店	kauplus
商店	poodi
商店	poe
商店	poed
商店	poode
商店	kauplused
商店	pood
商店	poodi
延長	laiendatud
延長	pikendatud
延長	laiendamine
延長	pikendamine
延長	laiendus
延長	pikendamise
裝備	seadmed
裝備	varustus
裝備	varustus
裝備	käik
裝備	riietus
司馬	sima
顧問	konsultant
顧問	nõustaja
顧問	nõunik
顧問	konsultandid
焦	jiao
醫療	meditsiinilised
醫療	meditsiiniline
古老	iidne
古老	iidsed
古老	iidsete
細胞	rakk
細胞	lahter
細胞	rakkude
細胞	raku
細胞	lahtri
細胞	rakke
細胞	rakud
患者	patsiendid
患者	patsient
劇情	draama
劇情	proovitüki
站台	platvorm
斌	bin
依據	alus
抗議	protest
抗議	protesti
急	kiire
急	rush
男主角	näitleja
典型	tüüpilised
典型	tüüpiline
中間	keskmine
中間	vahepealne
文獻	kirjandus
理查	richard
蜥	sisalik
多數	enamikul
多數	enamus
多數	enamik
多數	enim
多數	enamus
暫停	peatamise
暫停	suspensioon
暫停	peatamine
暫停	peatatud
暫停	paus
暫停	pausi
原型	prototüüp
原型	prototüübid
百萬	mln
百萬	miljonit
百萬	miljon
百萬	miljoni
百萬	miljoneid
百萬	miljonid
聲音	heli
聲音	hääl
聲音	hääle
聲音	häält
測量	mõõtmine
測量	mõõte
測量	mõõtmine
測量	mõõtmised
測量	mõõtmine
測量	mõõdud
測量	mõõt
測量	abinõu
測量	meede
買	osta
買	ostes
買	ostmine
近代	tänapäeva
近代	moodne
近代	kaasaegne
噸	tonni
噸	tonn
噸	tonni
噸	tonnides
噸	tonni
噸	tonn
論文	essee
論文	väitekirja
論文	paber
