年	год
夜	ночи
夜	ночами
夜	ночей
夜	ночи
夜	ночь
夜	ночное
夜	night
乘客	пассажирских
乘客	пассажир
乘客	пассажира
乘客	пассажиров
乘客	пассажиры
錦標賽	чемпионат
錦標賽	турнир
錦標賽	турниры
錦標賽	чемпионат
禁止	запретить
禁止	запрет
禁止	бан
禁止	запрещена
禁止	запрещенные
禁止	запретный
禁止	запрещается
禁止	запрещено
禁止	запрещенные
禁止	запрещается
禁止	запрещена
禁止	запрещено
禁止	запрещении
禁止	запрет
禁止	запрещение
重播	воспроизвести
重播	повтор
重播	воспроизведения
重播	воспроизведение
重播	карась
宣傳	публичности
宣傳	пропаганды
宣傳	пропаганда
宣傳	пропаганду
巨大	огромная
巨大	огромный
巨大	огромные
巨大	огромное
同樣	аналогично
克拉	карат
蛇	змея
蛇	змеи
蛇	змей
蛇	змеи
蛇	змей
紫	фиолетовый
紫	вайолет
週	недели
週	неделю
週	неделя
完整	полный
完整	полные
完整	полное
完整	полного
完整	полная
完整	полный
完整	полная
完整	завершить
爆	взрыв
爆	взрыва
上市	перечисленные
上市	перечисленных
上市	перечислены
上市	листинг
德里	дели
森林	леса
森林	лесных
森林	лес
森林	леса
介紹	представляем
介紹	представляя
介紹	вступление
介紹	intro
介紹	презентации
介紹	презентация
介紹	представление
白色	белые
白色	уайт
白色	white
白色	белый
白色	белое
晚上	вечер
晚上	вечерний
晚上	ночи
晚上	ночь
晚上	ночное
晚上	night
國王	король
國王	кинг
國王	царь
國王	king
袁	юаней
欣	синь
耳	ухо
耳	уха
耳	уши
改變	меняется
改變	изменение
改變	меняю
改變	перемены
改變	изменение
改變	изменения
改變	изменить
改變	сменить
廣場	площадь
廣場	квадрат
廣場	квадратный
廣場	пьяцца
廣場	площадь
廣場	plaza
廣場	плаза
市民	граждане
市民	граждан
市民	гражданин
市民	гражданина
樹	дерево
樹	деревья
樹	деревьев
大西洋	атлантик
大西洋	атлантике
聯邦	федеральное
聯邦	федеральные
聯邦	федерального
聯邦	федеральный
聯邦	федеральная
聯邦	федерация
聯邦	федерации
聯邦	конфедерация
聯邦	конфедерации
麻	конопля
土耳其	индейка
土耳其	турция
土耳其	турцию
土耳其	турции
酸	кислый
酸	кислота
酸	кислоты
酸	кислот
董事	директоров
董事	директора
外交	дипломатические
外交	дипломатическая
外交	дипломатической
外交	дипломатическое
外交	дипломатия
外交	дипломатии
夫人	мадам
公斤	килограммов
公斤	килограмма
公斤	килограмм
公斤	килограмма
公斤	кило
公斤	килограмм
效果	эффект
效果	последствия
效果	эффекты
說明	описание
資格	квалификация
連續	последовательно
連續	непрерывный
連續	непрерывно
連續	постоянного
連續	непрерывное
連續	континуум
晚	опаздывает
晚	поздний
晚	поздно
晚	опоздал
輪	колеса
輪	колесо
輪	колеса
輪	колёса
輪	круглая
輪	круглые
輪	раунд
記錄	запись
記錄	запись
記錄	рекорд
記錄	записать
記錄	записывать
記錄	records
記錄	рекорды
記錄	записи
作戰	боевая
作戰	бой
寫	напиши
寫	пиши
寫	пишите
寫	напишите
寫	написать
寫	пишу
寫	написание
寫	писать
鹿	олень
地理	географической
地理	географический
地理	географические
地理	географии
地理	география
姜	кан
姜	цзян
姜	рыжий
姜	рыжая
姜	джинджер
最近	недавно
最近	недавние
最近	последние
最近	недавнее
最近	недавно
咸	соленое
網頁	вебсайт
網頁	сайт
秘密	тайна
秘密	секрет
秘密	секретная
秘密	секретный
變	перемены
變	изменение
變	изменения
變	изменить
變	сменить
開放	открытости
開放	открытость
開放	открыть
開放	открытый
開放	открыто
開放	open
開放	открытая
主持人	ведущий
主持人	ведущая
主持人	принимающих
主持人	принимающая
主持人	координатор
主持人	посредника
主持人	посредник
移民	иммигранты
移民	иммигрантов
移民	эмиграции
移民	мигрантов
移民	мигранты
移民	иммиграция
移民	иммиграции
移民	миграции
移民	миграция
運輸	транспорт
運輸	транспортировка
運輸	транспорт
運輸	перевозка
運輸	перевозки
背	назад
背	back
背	спина
背	обратно
第八	восьмая
第八	восьмое
第八	восьмой
姚	яо
大小	размеры
大小	размеры
大小	размер
演唱會	концерт
演唱會	концертов
演唱會	концерты
錫	тин
習性	привычки
頂	сверху
頂	верх
頂	топ
頂	top
柏林	берлин
三個	три
三個	трое
今天	сегодня
今天	today
符	амулет
親	поцелуй
親	kiss
親	целуй
兒子	сынок
兒子	сын
骨	костей
骨	кости
骨	кость
加州	калифорния
加州	калифорнии
人口普查	переписи
人口普查	перепись
人口普查	переписей
人口普查	переписи
戰役	битва
戰役	бой
戰役	сражение
戰役	битв
戰役	сражения
戰役	битвы
電台	radio
電台	радио
墓	могила
墓	гробнице
墓	могила
墓	серьезную
北方	северный
北方	северная
北方	север
北方	норт
北方	северной
北方	северный
北方	северная
北方	северные
北方	северное
北方	северной
活躍	активная
活躍	активны
活躍	активный
活躍	активное
活躍	активные
星期一	понедельникам
星期一	понедельник
首播	премьеру
首播	премьера
業務	business
業務	бизнес
射	стреляй
射	стреляйте
射	стрелять
前身	предшественника
前身	предшественник
前身	предшественник
啟	кай
啟	кая
極	полярных
極	чрезвычайно
極	крайне
野	wild
野	дикий
野	дикая
野	дикие
投資	инвестиции
投資	инвестирование
投資	инвестировать
投資	вложить
投資	капиталовложения
投資	инвестиции
投資	инвестирование
投資	капиталовложения
投資	инвестиции
海洋	океаны
海洋	океанов
海洋	океан
海洋	океана
類型	жанр
類型	type
類型	тип
類型	типы
類型	типов
類型	виды
機會	шанс
機會	возможность
機會	возможности
機會	возможности
錯誤	ошибка
錯誤	неправильный
錯誤	неправильно
錯誤	неверно
錯誤	ошибки
錯誤	ошибка
儀	йи
總部	штаб
健康	здорового
健康	здоровый
健康	здоровое
健康	здоровые
健康	здоровая
健康	здоровья
健康	здоровье
健康	здравоохранения
健康	здравоохранение
股	подразделение
股	единицы
股	единица
身高	высота
身高	рост
熱	горячие
熱	hot
熱	жарко
熱	горячо
熱	горячая
熱	тепло
熱	тепла
熱	жара
空中	воздушных
空中	воздушная
空中	воздухе
空中	воздух
空中	air
工人	трудящиеся
工人	работники
工人	рабочие
工人	работников
工人	трудящихся
工人	работник
工人	рабочий
輕	light
輕	свет
輕	света
輕	светло
輕	зажигалка
輕	легче
經常	часто
經常	регулярный
經常	регулярная
經常	регулярные
經常	регулярное
經常	регулярного
經常	нередко
經常	часто
經常	зачастую
經常	частое
經常	частые
經常	часто
臺	терраса
滿	мицуру
滿	полный
滿	полные
滿	полное
滿	полного
滿	полная
負	негативных
負	отрицательный
負	отрицательные
負	отрицательно
負	негативные
負	отрицательное
粵語	кантонский
亨利	генрих
亨利	анри
亨利	генри
交易	сделка
交易	торговой
交易	торговля
交易	сделку
交易	сделка
交易	операции
交易	сделок
交易	сделки
黑色	чёрное
黑色	черный
黑色	black
黑色	чёрные
黑色	чёрный
爆炸	взрыв
爆炸	взрыва
爆炸	взрыв
爆炸	детонации
爆炸	подрыв
喜歡	нравится
喜歡	like
喜歡	как
警方	полицейские
警方	полиции
警方	полиция
警方	полицейский
十七	семнадцать
十七	seventeen
尹	юн
能量	энергия
能量	energy
能量	энергии
能量	энергетика
酒	алкоголь
酒	спирт
酒	вина
酒	вино
地面	поверхность
地面	поверхности
地面	основание
太平	тайпин
普遍	universal
普遍	универсальные
普遍	универсальное
普遍	универсальный
普遍	всеобщего
普遍	универсальная
十年	десятилетие
十年	десятилетия
然後	тогда
然後	потом
然後	затем
十四	четырнадцать
鬼	призрак
鬼	призраки
鬼	привидение
昆	кун
鼠	крысы
鼠	крыса
鼠	мышка
鼠	мыши
鼠	мышь
鼠	мышей
鼠	мыши
必要	необходимо
必要	необходимая
必要	необходимые
必要	необходимое
必要	необходимый
俄	россия
俄	russia
山西	шаньси
南極洲	антарктике
南極洲	антарктики
小型	маленькая
小型	маленькие
小型	малых
小型	маленький
小型	мелкие
小型	малые
退出	бросить
退出	выход
退出	выезд
以色列	израиль
兒童	детей
兒童	дети
兒童	дитя
兒童	детский
兒童	ребенок
兒童	ребёнок
兒童	ребенка
一切	все
一切	всё
東部	восточная
東部	востоке
東部	восток
東部	ист
東部	east
東部	восточный
東部	восточные
東部	восточная
東部	восточной
東部	восточное
逐漸	постепенного
逐漸	постепенное
逐漸	постепенный
逐漸	постепенно
博物館	музеи
博物館	музей
固定	стационарных
固定	исправлена
固定	стационарных
固定	стационарные
對話	переписку
對話	переписка
對話	разговор
對話	беседа
對話	диалог
對話	диалоги
對話	диалог
對話	переписки
對話	разговоры
對話	беседы
琴	скрипка
階段	этапе
階段	стадия
階段	фаза
階段	этап
階段	этапы
階段	этапах
階段	фазы
階段	этапах
階段	стадии
階段	этапы
階段	ступень
階段	этап
階段	стадия
階段	этапе
江西	цзянси
游	плавать
游	tour
游	тур
游	гастроли
游	плавание
薛	сюэ
病	больна
病	болен
病	болезнь
病	заболевание
病	болезни
病	болезнь
病	заболевание
病	заболевания
病	болезни
病	больная
病	больным
病	больна
病	больные
病	болен
病	больной
病	болезнь
病	болезни
問	спроси
問	спросить
問	спросите
翡翠	джейд
維持	поддержание
維持	поддержание
維持	ведение
格式	форматирование
格式	форматы
格式	формат
事故	авария
事故	аварии
事故	случайность
事故	дтп
事故	происшествия
事故	аварии
事故	аварий
事故	дтп
臺北	тайбэй
互	взаимный
互	взаимно
互	взаимной
互	взаимные
互	взаимная
刺	ножевых
藝人	артисты
藝人	исполнитель
藝人	художник
藝人	артист
藝人	artist
藝人	художники
藝人	артисты
藝人	художников
藝人	исполнители
藝人	артист
天使	ангелами
天使	ангелы
天使	ангелов
天使	анхель
天使	ангел
天使	ангела
表面	поверхность
表面	поверхности
池	пруд
池	пул
池	бассейн
池	бильярд
圖片	картинка
圖片	фотография
圖片	фотка
圖片	рисунки
圖片	фотографии
圖片	картинки
圖片	pictures
圖片	имидж
圖片	картинка
圖片	образ
圖片	изображения
圖片	изображение
圖片	картинки
圖片	изображения
圖片	образы
建設	конструкция
建設	строительство
風暴	бури
風暴	шторм
風暴	буря
風暴	гроза
定義	определение
定義	определить
定義	определяющие
定義	определяя
定義	определение
定義	определения
步兵	пехотный
步兵	пехоты
指定	указывается
指定	указывает
指定	обозначение
指定	назначение
指定	назначенных
指定	назначенный
指定	назначенные
指定	указать
指定	укажите
指定	уточнить
解決	решимость
解決	решить
熊	медведей
熊	медведи
熊	сюн
熊	мишка
熊	медвежонок
熊	медведь
休	хью
國語	мандарин
火箭	ракеты
火箭	ракета
騎士	найт
騎士	конь
騎士	рыцарь
騎士	рыцари
指揮	команда
指揮	командования
指揮	командование
指揮	дирижёр
指揮	проводник
安排	организовать
安排	договоренности
安排	договоренность
實	минору
象	слонов
象	слона
象	слон
明星	star
明星	звезда
明星	стар
明星	звёзды
明星	звезды
爆發	вспышка
爆發	извержение
現任	текущий
現任	текущее
現任	нынешней
現任	текущие
現任	текущая
現任	настоящее
現任	подарок
潮	прилив
你的	твоя
你的	ваши
你的	ваш
你的	ваша
你的	твой
你的	ваше
匈牙利	венгрии
匈牙利	венгрия
匈牙利	венгрии
匈牙利	венгерский
羊	овец
羊	овца
羊	овцы
羊	коза
羊	козёл
羊	козел
河流	ривер
河流	река
河流	реки
河流	реки
河流	рек
出席	посещающих
出席	присутствовала
出席	присутствовали
車輛	автомобили
車輛	автомобиль
京都	киото
京都	киотский
五月	мая
五月	мэй
五月	май
五月	майские
上午	утро
上午	morning
河北	хэбэй
馮	фэн
使用者	пользователь
使用者	пользователя
使用者	пользователю
使用者	пользователей
使用者	пользователи
鄧	дэн
機械	machine
機械	машина
機械	аппарат
機械	механизм
機械	механизма
機械	механические
機械	механических
爭議	спорных
爭議	споры
爭議	споры
爭議	спорные
爭議	спорных
爭議	спорный
爭議	спор
爭議	споры
爭議	спора
發射	запуск
發射	пуск
首先	первый
首先	сначала
首先	первое
首先	первая
首先	first
入侵	вторжения
入侵	вторжение
入侵	вторжения
入侵	вторжений
同盟	лиги
同盟	лига
同盟	союзы
同盟	альянс
同盟	союзники
同盟	союзников
轉換	преобразовать
轉換	преобразование
轉換	конверсии
轉換	преобразовать
轉換	преобразования
轉換	преобразование
轉換	преобразование
轉換	трансформация
轉換	преобразования
轉換	преобразование
轉換	трансформации
疑似	подозревается
疑似	подозревали
唱	пой
唱	петь
蕭	шоу
蕭	шо
血	кровь
血	blood
血	крови
努力	усилия
事情	вещи
監督	надзор
監督	надзора
監督	надзор
監督	надзора
監督	наблюдение
監督	наблюдения
軌道	трек
軌道	дорожка
軌道	трека
軌道	орбиты
軌道	треки
軌道	дорожки
軌道	следы
軌道	орбиты
軌道	орбиту
軌道	орбиты
今日	сегодня
今日	today
狼	вульф
狼	вулф
狼	волка
狼	вольф
狼	волк
尼斯	приятно
尼斯	мило
部門	департамент
部門	сектор
汗	хан
汗	пот
南極	антарктики
南極	антарктике
綜合	синтез
綜合	обобщение
廣播	трансляция
廣播	трансляции
廣播	вещание
廣播	вещания
廣播	вещание
廣播	radio
廣播	радио
河畔	nad
比例	соотношение
比例	пропорции
比例	доля
比例	пропорции
比例	пропорционально
比例	пропорционального
偶像	идолы
偶像	идолов
偶像	идол
側	боковой
側	сторона
側	стороне
怡	джардин
父母	родители
父母	родителям
父母	родителей
父母	родитель
它們	они
鍾	часы
廖	ляо
渡	ватару
飛行	полёт
飛行	полет
飛行	летать
飛行	полёт
飛行	бегство
飛行	перелет
飛行	полет
飛行	рейс
統一	единая
統一	объединенная
統一	единого
統一	единое
統一	единства
統一	единство
統一	воссоединение
統一	объединение
統一	унификации
統一	согласования
統一	согласование
冬	зимняя
冬	зимний
冬	зима
冬	винтер
冬	зимние
大獎	джекпот
恢復	восстанавливать
恢復	восстановить
恢復	восстановление
恢復	восстановления
恢復	оздоровление
恢復	восстановление
恢復	восстановления
恢復	возобновить
綠	мидори
綠	зелёные
綠	зелень
綠	зелёный
綠	зелёная
綠	зеленый
設施	объекты
設施	удобства
設施	установки
設施	установок
設施	сооружения
退役	отставке
退役	списан
框	box
框	ящик
框	коробку
框	коробка
框	шкатулка
框	рамки
框	рамку
框	кадр
框	рамки
住宅	жилище
住宅	жилых
住宅	жилой
住宅	резиденция
住宅	проживание
伊朗	иран
伊朗	иранский
伊朗	ирана
伊朗	иранские
圍	вай
莊	банкир
莊	чжуанский
混合	смешанной
混合	гибрид
混合	mix
混合	смешать
混合	микс
混合	смешивание
混合	смешанных
混合	смешанная
混合	смешанные
混合	смешанный
混合	смесь
混合	смешивания
殺	убей
殺	убивать
殺	убить
殺	убейте
山脈	горы
山脈	дальность
山脈	диапазон
上海市	шанхай
莫斯科	moscow
莫斯科	москва
莫斯科	московская
食品	питание
食品	продовольственной
食品	пища
食品	еды
食品	продовольствие
食品	еда
王國	царство
王國	королевство
王國	царство
王國	королевства
王國	королевств
希臘	греческая
希臘	греки
希臘	греков
希臘	греческий
希臘	греции
希臘	грецию
希臘	греция
深度	глубины
深度	глубин
深度	глубины
深度	глубина
深度	глубину
高雄	гаосюн
法案	билл
法案	законопроект
法案	купюры
法案	законопроекты
法案	счета
有限	ограниченные
有限	ограниченное
有限	ограниченная
有限	ограниченный
有限	конечное
有限	конечный
有限	конечных
學者	ученые
學者	учёный
學者	ученый
學者	ученые
學者	ученых
戰士	солдат
戰士	воин
被迫	принудительный
被迫	принудительные
被迫	принудительного
湖北	хубэй
合成	синтетических
合成	составных
合成	составные
合成	синтез
合成	обобщение
四十	forty
四十	сорок
四十	сорока
基因	ген
基因	джин
基因	гена
基因	гены
罪	грех
罪	син
罪	грехи
鳥	птичка
鳥	бёрд
鳥	птицы
鳥	птица
鳥	птички
鳥	птицы
鳥	птиц
教練	тренер
展示	показывать
展示	шоу
展示	show
展示	показать
展示	показ
展示	отображения
展示	отображение
展示	показ
湘	сян
槍	пистолет
槍	пушка
槍	оружие
槍	ствол
錦	кам
只要	просто
只要	только
義大利	италия
義大利	италию
義大利	италии
義大利	итальянское
義大利	итальянский
義大利	итальянцы
義大利	итальянские
義大利	итальянская
義大利	италии
讀	читайте
讀	читай
讀	прочитать
讀	прочесть
讀	читать
讀	читаем
讀	чтения
讀	читаю
讀	чтение
很快	вскоре
很快	скоро
成都	чэнду
追	чейз
追	погоня
厚	толстый
厚	толстая
厚	толщиной
厚	толстые
拍	стреляй
拍	стреляйте
拍	стрелять
藩	домен
藩	домена
部落	племя
部落	племени
部落	племен
部落	племен
部落	племена
圓	круг
圓	круглая
圓	круглые
圓	раунд
幫助	помогите
幫助	помощь
幫助	помочь
幫助	справка
教會	церквей
教會	церкви
教會	церковь
教會	церкви
連結	подключение
連結	соединение
連結	линк
連結	связать
連結	ссылка
連結	ссылку
連結	связать
連結	подключиться
連結	соединение
連結	подключение
設定	комплект
設定	сет
設定	набор
設定	установить
設定	настройки
設定	параметры
設定	настройка
記者	журналист
記者	журналистка
記者	репортер
記者	репортёр
數量	количества
數量	количествах
數量	количество
星系	галактики
星系	галактик
星系	галактика
星系	галактике
星系	galaxy
星系	гэлакси
鳳	феникс
假	ложь
假	ложный
假	ложное
假	ложные
假	фальшивый
假	фальшивка
假	фальшивые
假	подделка
留下	остаться
方便	удобный
方便	удобно
方便	удобная
方便	удобное
領	ошейник
領	воротник
程式	программа
程式	программы
校長	директор
合理	разумная
合理	разумно
合理	разумный
合理	разумное
合理	разумные
挪威	норвежский
挪威	норвегии
挪威	норвегия
挪威	норвегию
挪威	норвегии
步	шаг
勇	ён
所在地	местоположение
所在地	расположение
所在地	местонахождение
所在地	место
解釋	пояснения
解釋	объяснения
解釋	разъяснения
解釋	пояснения
解釋	объяснение
解釋	пояснение
解釋	разъяснение
解釋	разъяснения
解釋	объясните
解釋	объяснить
十九	девятнадцать
刀	меч
刀	нож
批評	критика
批評	критику
批評	критика
批評	критиковать
太子	принц
太子	принс
太子	князь
檔案	файлы
檔案	файлов
檔案	архивы
檔案	архив
檔案	архивов
檔案	файл
檔案	архив
爵士	джаз
狗	собака
狗	пес
狗	пёс
狗	собак
狗	собаки
狗	псы
國會	парламент
國會	съезд
國會	конгресс
病毒	вирус
病毒	вирусы
病毒	вирусов
病毒	вирусы
富士	фудзи
阿根廷	аргентина
當選	избранный
當選	избрана
當選	избран
當選	избранные
創	трон
計算	вычислить
計算	расчета
計算	расчёт
計算	рассчитать
計算	расчета
計算	расчет
計算	вычисления
計算	расчеты
計算	расчёт
計算	расчета
計算	расчет
計算	расчеты
對手	соперник
對手	противники
對手	оппонентов
對手	противников
對手	соперников
對手	соперник
對手	противник
碧	би
湯	суп
一天	день
一天	day
一天	дэй
艦隊	флота
艦隊	флот
廣州	гуанчжоу
錢	money
錢	деньги
碑	памятник
食用	съедобные
晉	джин
晉	джинны
晉	джинн
晉	джиннов
廣東	гуандун
廣東	кантонский
棒球	бейсбол
中立	нейтралитет
中立	нейтралитета
中立	нейтральный
中立	нейтралитет
中立	нейтральной
中立	нейтральным
質量	массе
質量	массового
質量	масса
質量	качество
化石	окаменелости
化石	ископаемых
化石	ископаемые
化石	ископаемого
持有	хранение
持有	владение
持有	обладание
持有	запасах
持有	держится
理解	поняли
理解	понял
理解	понимание
理解	взаимопонимание
理解	понимания
波蘭	польши
波蘭	польша
波蘭	польшу
美洲	america
美洲	америка
美洲	америки
美洲	америка
恆星	звёздный
恆星	star
恆星	звезда
恆星	стар
恆星	звёзды
恆星	звезды
淑	сук
部長	министр
部長	министра
挑戰	задачи
挑戰	проблемы
挑戰	вызовы
挑戰	challenge
挑戰	задача
挑戰	вызов
挑戰	сложных
挑戰	вызов
東方	восточная
東方	востоке
東方	восток
東方	ист
東方	east
東方	восточный
東方	восточной
東方	восточная
東方	восточное
東方	orient
東方	восточные
東方	восточная
東方	восточной
東方	восточное
賈	цзя
羽毛球	бадминтон
幾乎	практически
幾乎	почти
阿拉	аллах
玲	линг
玲	лин
消失	исчезнет
消失	исчезнуть
消失	исчезают
例子	примеры
司令	командор
司令	командующий
司令	коммандер
司令	командир
月球	лунный
月球	мун
月球	луна
月球	луну
地圖	карта
地圖	карту
地圖	карт
地圖	карты
杭州	ханчжоу
女兒	дочь
女兒	дочка
結婚	брак
結婚	браки
岳	юэ
引用	процитировал
引用	цитирую
引用	цитата
引用	цитаты
官員	чиновники
請求	просьбы
請求	запросы
請求	запросить
請求	просьба
請求	просьбе
請求	запрос
殖民地	колоний
殖民地	колонии
殖民地	колония
殖民地	колонии
原子	атомы
原子	атомов
原子	атомной
原子	атомные
原子	атомная
原子	атом
菲律賓	филиппин
菲律賓	филиппины
觀眾	зрителей
觀眾	зрители
觀眾	аудитории
觀眾	зрители
觀眾	аудитория
觀眾	аудитории
觀眾	зрителей
觀眾	зрители
進攻	нападение
進攻	атака
進攻	атаковать
進攻	атаку
珊	sun
珊	солнце
珊	вс
珊	сун
珊	сунь
貓	кошек
貓	коты
貓	кошки
貓	кэт
貓	кот
貓	кпп
貓	кошка
貓	cat
吸引	влечение
吸引	привлек
吸引	привлекает
吸引	привлекла
吸引	привлечения
吸引	привлекать
吸引	привлечение
吸引	привлечь
吸引	привлечения
吸引	привлекая
吸引	привлечение
測試	испытания
測試	проверка
測試	тест
測試	испытание
測試	тесты
測試	испытания
測試	испытания
測試	проверка
測試	испытание
測試	тестирование
專業	профессиональное
專業	professional
專業	профессиональная
專業	профессионал
專業	профессия
專業	специальность
專業	специализация
旅遊	tour
旅遊	тур
旅遊	гастроли
旅遊	поездки
旅遊	проезд
旅遊	путешествия
旅遊	путешествие
旅遊	туризм
旅遊	туристических
旅遊	туристический
旅遊	турист
旅遊	путешествует
旅遊	путешествия
旅遊	путешествие
石油	нефти
石油	нефть
石油	масло
石油	нефти
石油	нефть
浪	волн
浪	волны
浪	волна
浪	волны
需求	нужно
需求	нужна
需求	потребность
需求	потребностей
需求	потребности
需求	потребовать
需求	спрос
需求	спроса
需求	требование
內部	внутренних
內部	интерьер
內部	внутри
內部	изнутри
內部	внутрь
內部	внутренние
內部	внутреннего
內部	внутренняя
內部	внутренний
內部	внутреннее
內部	внутренне
失	потерянный
失	потеряна
失	потерял
失	потерян
失	проиграл
集合	собрать
方言	диалект
方言	диалектов
日文	японские
日文	японская
日文	японский
日文	японцы
日文	японское
日文	японии
特里	терри
犯罪	преступления
犯罪	преступность
犯罪	преступления
犯罪	преступление
君主	монарх
君主	монархии
君主	суверенного
君主	суверенные
君主	суверенное
公爵	герцог
公爵	дюк
降低	уменьшить
降低	уменьшение
私人	частное
私人	частный
私人	частная
私人	частного
私人	личное
私人	частные
軟體	software
每日	повседневной
每日	ежедневная
每日	daily
每日	ежедневно
每日	ежедневный
拒絕	отклонить
拒絕	упадок
拒絕	отказ
拒絕	отрицание
拒絕	отказ
拒絕	неприятие
拒絕	отклонение
原始	raw
原始	сырой
原始	примитивные
原始	оригинальная
原始	оригинально
原始	оригинальные
原始	первоначального
原始	оригинальный
原始	оригинал
警告	предупреждения
警告	предупреждение
警告	предостережение
警告	предупреждения
俱樂部	club
俱樂部	клуб
俱樂部	клубы
敗	поражение
敗	поражения
敗	победить
貿易	торговой
貿易	торговля
貿易	торговли
貿易	торговля
貿易	trade
減少	отклонить
減少	упадок
減少	уменьшить
減少	сократить
減少	уменьшение
減少	сокращение
減少	уменьшить
減少	уменьшение
減少	уменьшение
知名度	видимости
知名度	видимость
身體	body
身體	тела
身體	тело
硬	жестко
硬	трудно
硬	жёсткий
硬	сложно
硬	тяжело
碼頭	док
碼頭	пирс
碼頭	пьер
女主角	героиня
女主角	актриса
邱	цю
恐怖	террор
恐怖	ужас
恐怖	ужасы
柴油	дизель
肖	шоу
肖	шо
園	гарден
園	сад
園	garden
生於	родилась
生於	родился
風格	стайлз
風格	стили
風格	стилей
風格	style
風格	стиль
這裡	здесь
這裡	вот
長度	длину
長度	протяженность
長度	длина
長度	продолжительность
勝利	победить
勝利	выиграть
勝利	победа
勝利	победу
勝利	победы
勝利	победа
勝利	триумф
女王	королева
女王	queen
女王	куин
女王	царица
蒙特	мон
天皇	император
每天	повседневной
邀請	пригласить
邀請	приглашение
邀請	приглашаем
邀請	приглашаю
邀請	приглашение
邀請	приглашаю
邀請	приглашен
邀請	приглашенные
邀請	приглашены
邀請	приглашена
邀請	приглашения
邀請	приглашений
邀請	приглашение
邀請	приглашения
邀請	приглашает
傳說	легенды
傳說	легенда
傳說	легенды
變化	изменения
舞台	арена
舞台	арене
舞台	ступень
舞台	этап
舞台	стадия
舞台	этапе
實際	фактическое
實際	фактические
實際	фактический
實際	фактическая
實際	фактических
食物	питание
食物	продовольственной
食物	пища
食物	еды
食物	продовольствие
食物	еда
延伸	расширенный
延伸	расширенная
延伸	расширенное
延伸	продлен
延伸	продлить
延伸	продление
延伸	расширение
廠	растения
廠	завод
廠	растение
廠	растений
廠	фабрика
廠	завод
推	push
推	толчок
意外	авария
意外	аварии
意外	случайность
意外	дтп
羽	перо
前鋒	vanguard
前鋒	нападающий
前鋒	личинки
收費	обвинения
收費	обвинение
收費	заряд
收費	плату
收費	гонорар
收費	плата
收費	зарядки
收費	заряд
收費	сборы
巷	переулок
巷	лейн
巷	лэйн
巷	переулке
巷	переулок
翔	сян
翔	шан
翔	шо
圖書館	библиотеки
圖書館	библиотек
圖書館	библиотеки
圖書館	библиотека
突破	прорыв
突破	взлом
人生	life
人生	жизнь
人生	жизни
回應	реагирование
通用	общих
通用	общие
通用	общая
修正	поправки
修正	поправка
修正	поправки
天文	астрономических
天文	астрономии
原創	оригинальность
原創	оригинальная
原創	оригинально
原創	оригинальные
原創	первоначального
原創	оригинальный
原創	оригинал
地鐵	метро
地鐵	метро
地鐵	метрополитен
司法	правосудия
司法	справедливость
司法	правосудие
花園	гарден
花園	сад
花園	garden
花園	сады
玄	сюань
玄	хён
實驗	опыты
實驗	эксперименты
實驗	эксперимент
實驗	экспериментальных
實驗	экспериментальная
實驗	экспериментальные
實驗	экспериментальное
實驗	экспериментальный
課程	курс
課程	курсы
估計	сметы
估計	смета
估計	оценки
估計	смета
估計	оценить
箱	box
箱	ящик
箱	коробку
箱	коробка
箱	шкатулка
規劃	планирование
伏	вольт
配置	настройка
配置	конфигурации
配置	конфигурация
配置	настройка
配置	настроить
後衛	защитника
後衛	защитник
國內	внутренние
海南	хайнань
個月	месяц
個月	месяца
現場	сцена
尤其是	особенно
津	цу
十字	кросс
十字	крест
十字	креста
信仰	вере
信仰	веру
信仰	вера
信仰	вера
信仰	убеждения
信仰	убеждений
反應	реагировать
反應	отреагировать
反應	реакция
反應	реакции
反應	реакция
反應	реакции
反應	реакций
賞	вознаграждение
賞	награда
卒	пешка
文明	цивилизация
文明	цивилизацию
文明	цивилизации
安徽	аньхой
價值	величины
價值	значения
價值	ценностей
價值	ценности
價值	ценность
價值	значение
價值	величина
價值	стоимость
本地	местная
本地	локальные
本地	местных
本地	местное
本地	местный
本地	местные
案件	случае
案件	случай
案件	дело
案件	кейс
銷售	продажа
銷售	продажа
銷售	продажи
銷售	продаж
銷售	продажи
銷售	продажа
銷售	распродажа
旅行	поездки
旅行	проезд
旅行	путешествия
旅行	путешествие
旅行	путешествия
旅行	путешествие
旅行	путешествует
旅行	путешествия
旅行	путешествие
旅行	поездка
旅行	трип
旅行	путешествие
小姐	мисс
小姐	miss
多個	несколько
多個	множественные
考慮	рассмотрим
考慮	рассмотреть
靖	цзин
波斯	персидского
退休	отставке
路易	людовик
路易	луи
路易	луис
冬季	зимняя
冬季	зимний
冬季	зима
冬季	винтер
冬季	зимние
步槍	винтовки
步槍	ружья
步槍	винтовка
步槍	винтовку
步槍	ружье
捷運	метро
捷運	метрополитен
棋	шахматы
棋	сёги
久	длинный
久	длинная
久	длинные
久	долго
久	лонг
機器	machine
機器	машина
機器	аппарат
機器	аппараты
機器	машины
通道	канал
通道	channel
通道	каналы
通道	проход
墨	чернил
墨	чернила
疾病	болезнь
疾病	заболевание
疾病	болезни
疾病	болезнь
疾病	заболевание
