और	en
प्रेमी	lover
प्रेमी	liefhebbers
प्रेमी	kêrel
श्रमिक	arbeid
श्रमिक	labour
श्रमिक	arbeid
नमूना	voorbeeld
नमूना	specimen
दीक्षित	dixit
व्यापारियों	traders
स्पेक्ट्रम	spektrum
ड्राइवर	drywers
ड्राइवर	bestuurders
ड्राइवर	aandrywer
ड्राइवर	drywer
ड्राइवर	aandrywer
दस्तावेज	dokumente
दस्तावेज	dokument
आयतन	volume
आयतन	volumes
लुईस	lewis
लुईस	louise
हल्का	lig
हल्का	ligte
हल्का	ligter
हल्का	ligte
जहाजों	skepe
प्रबन्धन	bestuur
वस्तुतः	literally
खगोलशास्त्र	sterrekunde
परेशान	pla
परेशान	ontsteld
रिश्ते	relationships
रिश्ते	verhoudings
रिश्ते	verhouding
आईसीसी	icc
दण्ड	kriminele
नाग	snake
नाग	slang
क्रान्ति	rewolusie
क्रान्ति	revolusie
प्रश्नों	navrae
ब्यूरो	bureau
निर्णायक	definitiewe
शीत	winter
विशेषज्ञों	deskundiges
विशेषज्ञों	kundiges
विशेषज्ञों	kenners
विशेषज्ञों	experts
धूल	stof
क्षण	oomblikke
क्षण	oomblik
सम्पादक	redigeerders
उत्तराखंड	uttarakhand
पायलट	pilot
ब्राज़ील	brasilië
समर्थित	gesteun
समर्थित	ondersteunde
बास्केटबॉल	basketball
बास्केटबॉल	basketbal
प्रगतिशील	progressiewe
शूटिंग	skiet
शूटिंग	verskietende
महिलाएं	dames
महिलाएं	meisies
महिलाएं	vroulik
महिलाएं	vroue
महिलाएं	vrouens
असंभव	onmoontlik
बारी	bari
रेसिंग	racing
रेसिंग	resies
ऑक्साइड	oxide
चंडीगढ़	chandigarh
विशेषताएँ	kenmerke
विशेषताएँ	eienskappe
विशेषताएँ	spesifikasies
विशेषताएँ	spesialiteite
आधारभूत	basiese
आधारभूत	fundamentele
बारिश	reën
कृपा	grace
कोशिकाएं	selle
विफलता	mislukking
नियोजन	beplanning
आपदा	ramp
आपदा	disaster
उत्साह	zeal
ऊतकों	tissues
वोट	stem
वोट	stemme
पूर्वज	voorouer
उत्तरदायी	verantwoordelik
ऑस्ट्रिया	oostenryk
आश्रय	skuiling
समुच्चय	gestel
समुच्चय	instel
समुच्चय	stel
धान	paddy
मूर	moors
मूर	moore
कॉपीराइट	kopiereg
झूठ	lie
झूठ	jok
झूठ	leuen
झूठ	lies
विवेक	bewussyn
ब्रह्माण्ड	heelal
ब्रह्माण्ड	kosmiese
बेन	ben
मेमोरी	geheue
मेमोरी	herinnering
फोर्ड	ford
एलिज़ाबेथ	elizabeth
एलिज़ाबेथ	elisabeth
एलिज़ाबेथ	elisabeth
चीज	kaas
पीड़ा	pyn
सीटें	sitplekke
जनित	gegenereerde
जनित	gegenereer
आपराधिक	kriminele
श्रीनगर	srinagar
यांत्रिकी	mechanics
यांत्रिकी	waartoe
आघात	trauma
भाइयों	broers
मांसपेशियों	spiere
बाएं	gelaat
उतार	deklinasie
उतार	ebb
प्रदाता	verskaffer
दानव	reus
दानव	monster
कोमल	gentle
समस्याएं	probleme
समस्याएं	problems
चढ़ाई	klim
चढ़ाई	hiking
इंक	inc
होल	gat
विक्रय	verkope
आउटपुट	afvoer
वास्तविकता	realiteit
वास्तविकता	werklikheid
पुर्तगाल	portugal
सिंड्रोम	sindroom
उपज	vervaardig
उपज	produce
उपज	oplewer
उपज	opbrengs
क्षमा	forgiveness
सशक्त	bemagtig
सांख्यिकी	statistiek
सांख्यिकी	statistieke
मिस	mejuffrou
मिस	miss
मिस	mej
व्यस्त	besig
रोका	opgehou
रोका	gestop
रोका	gestaak
समझना	verdraagsaamheid
समझना	begrip
बिलबोर्ड	billboard
सेल्सियस	celsius
टैंक	tenk
टैंक	tenks
खुशी	vreugde
खुशी	gaiety
खुशी	geluk
पिन	pins
पिन	speld
चट्टान	rock
चट्टान	fossiel
चट्टान	cliff
सफर	reis
सफर	journey
अणुओं	molekules
उपभोग	verbruik
उपभोग	vrymoedigheid
वाष्प	stoom
अभिनीत	rolverdeling
बरो	munisipaliteit
प्रजातियां	spesie
प्रजातियां	spesies
गुरुत्वाकर्षण	swaartekrag
गुरुत्वाकर्षण	gravitasie
शैल	rock
संगत	aanpasbaar
संगत	versoenbaar
अवसाद	depressie
स्तम्भ	kolomme
खनन	mining
खनन	myn
खनन	mynbou
खनन	mynwese
कॉमिक्स	comics
कॉमिक्स	strokiesverhaal
हार्डवेयर	hardeware
बुध	mercury
बुध	kwik
बुध	wo
मरीज	geduldig
मरीज	patient
इंडियाना	indiana
मलिक	malik
कमीशन	kommissie
उजागर	blootgestel
उजागर	kaak
इलेक्ट्रॉन	elektron
सम्भावना	moontlikheid
क्षैतिज	horisontale
महमूद	mahmoud
महमूद	mahmoed
डबल	dubbel
डबल	dubbele
ड्रम	drum
ड्रम	drom
ड्रम	dromme
ड्रम	drums
अस्पष्ट	obscure
दीक्षा	inisiasie
अवरोध	blokke
अवरोध	barrier
टावर	tower
टावर	toring
संबोधित	aanspreek
ड्रामा	drama
छेद	gat
घन	cuba
घन	kuba
घन	cube
घन	kubus
घन	kubieke
द्रविड़	drawidiese
अन्वेषण	exploration
गैसों	gasse
संरचनात्मक	strukturele
उपनिवेश	skikking
उपनिवेश	colony
उपनिवेश	kolonie
विमानों	lugvaart
हार्मोन	hormone
सीटों	sitplekke
अमृत	amrita
आरक्षित	gereserveer
आरक्षित	webbediener
आरक्षित	gereserveer
आरक्षित	reserveer
आरक्षित	bespreek
ग्रीस	grease
ग्रीस	griekeland
कष्ट	misery
पढ़ा	lees
पढ़ा	gelees
संचरण	ratkas
संचरण	navigasie
पूल	swembad
निरपेक्ष	absolute
प्रवास	verskuiwing
प्रवास	migrasie
प्रवर्तन	enforcement
बंधन	bind
हंगरी	hongarye
हंगरी	hongaarse
बॉब	bob
ब्राउन	bruin
मराठा	maratha
दावे	eise
सुरंग	tonnel
लो	neem
लो	tree
लो	vat
सीरिया	sirië
क्रोध	woede
क्रोध	woede
क्रोध	rage
भावनात्मक	emosioneel
गायब	verdwyn
दाल	lensies
माहौल	atmosfeer
आयन	ion
शिकारी	hunter
शिकारी	jagter
शिकारी	stalker
पंजीकरण	registreer
पंजीकरण	registrasies
पंजीकरण	registrasie
अपशिष्ट	afval
केस	kas
केस	geval
केस	gevalle
क्लासिक	classics
क्लासिक	klassiek
क्लासिक	klassieke
पाली	pali
पाली	pi
पचास	vyftig
केन	kane
पुरस्कारों	belonings
टेक	tech
टेक	teck
मोड	dodge
मोड	modus
लड़के	seuns
लड़के	seun
लड़के	seuntjie
जयंती	jubilee
शुक्रवार	vrydag
शुक्रवार	vrydae
लेनदेन	transaksie
लेनदेन	transaksies
जर्सी	jersey
समानांतर	parallel
समानांतर	parallelle
बटन	knoppies
बटन	knoppie
उपक्रम	aktiwiteite
उपक्रम	aktief
फ्रेम	rame
फ्रेम	raam
फ्रेम	realm
ग्लोब	aardbol
ग्लोब	globe
खुराक	dose
लंका	lanka
पंख	feather
पंख	vlerke
पंख	vleuels
पंख	hordes
अगला	volgende
इंस्टीट्यूट	instituut
उपलब्धता	beskikbaarheid
ताकत	sterkte
विशेषताएं	kenmerke
विशेषताएं	eienskappe
चौड़ी	wyd
श्रमिकों	werkers
श्रमिकों	workers
विक्रेता	verkoper
विक्रेता	verskaffer
विक्रेता	verkoper
विक्रेता	salesman
विक्रेता	verkopers
मैनचेस्टर	manchester
टाइगर	tier
टाइगर	tiger
विंडोज़	windows
विंडोज़	vensters
गैलरी	galleries
गैलरी	galery
सती	sati
स्वच्छ	deurskynend
स्वच्छ	deursigtig
चर्चित	trend
चर्चित	tendens
चर्चित	neiging
चर्चित	gewild
चर्चित	neigings
गेहूँ	koring
ट्रिपल	drievoudige
ट्रिपल	triple
कर्नल	kolonel
स्तनधारी	soogdier
बीमार	siek
यूईएफए	uefa
घंटों	ure
गिनी	guinee
लक्ष्यों	doelwitte
लक्ष्यों	doele
चिह्नित	markus
चिह्नित	merk
चिह्नित	mark
गर्भावस्था	swangerskap
संरक्षक	voogde
संरक्षक	guardian
संरक्षक	voog
अध्यापक	onderwyser
पर्ल	pearl
पर्ल	boodskapper
पर्ल	perl
लुई	louis
लुई	lodewyk
त्वरित	speedy
त्वरित	versnel
गर्भाशय	uterus
डाली	dali
माउंट	mount
माउंट	monteer
युद्धों	oorloë
युद्धों	wars
शर्तों	voorwaardes
शर्तों	toestande
शर्तों	bepalings
शर्तों	voorwaardes
रियल	regte
रियल	egte
गेम्स	speletjies
गेम्स	wedstryde
अनुशासन	dissipline
मैकमोहन	mcmahon
जवाहरलाल	jawaharlal
वाद्य	instrumenteel
सम	selfs
धारक	houer
माइक	mike
कपास	katoen
घूर्णन	rotasie
होम्स	homs
बाण	pyl
अनुकूलन	aanpassing
निकोबार	nicobar
चक्रवात	sikloon
भूख	honger
ग्रंथि	klier
मार्गों	roetes
रिश्ता	betrekking
रिश्ता	verwantskap
रिश्ता	verhouding
टेक्सास	texas
आधी	half
छाप	indruk
छाप	besoek
शपथ	eed
गिरने	falling
गिरने	vallende
बंध	bind
बोले	bole
निवारण	voorkoming
कुत्तों	hondjies
कुत्तों	honde
औरंगजेब	aurangzeb
बॉल	bal
बॉल	balle
जनन	voortplanting
बे	baai
बे	bay
डॉन	don
आरक्षण	bespreking
आरक्षण	besprekings
चाचा	oom
विश्राम	ontspanning
विश्राम	leisure
चर	veranderlikes
चर	variant
चैनलों	kanale
नागर	nagar
विधियाँ	metodes
आगामी	komende
आगामी	opkomende
आगामी	naderende
बुखार	koors
शोर	geraas
यूरोपियन	euro
आजीवन	leeftyd
आजीवन	lewensduur
मेरठ	marathi
शिविर	kamp
दांत	tande
पुनर्निर्माण	heropbou
राष्ट्रीयता	nasionaliteit
ब्रदर्स	broers
ब्रदर्स	bros
फील्ड	terrein
फील्ड	veld
तीस	dertig
उद्गम	oorsprong
फ्रांसिस्को	francisco
पारसी	persies
पारसी	persiese
प्रयोक्ता	gebruiker
दीर्घकालिक	chroniese
स्टोर	winkels
स्टोर	stoor
स्टोर	winkel
हसन	hassan
हसन	hasan
रक्षक	saviour
रक्षक	verlosser
रक्षक	verlosser
टेलर	taylor
जूते	skoene
जूते	stewels
जूते	skoene
चांदी	silwer
कल्प	kalpa
पेन	pen
पेन	krale
पेन	pens
दरवाजे	door
दरवाजे	deur
दरवाजे	deure
दरवाजे	doors
डांस	dance
डांस	dans
राजदूत	ambassador
ग्यारह	elf
मृदा	grond
हरि	hari
मधुर	lieflike
मधुर	soet
रेशम	silk
कैम्ब्रिज	cambridge
रेत	sand
सूचक	wyser
प्रतियोगिताओं	kompetisies
सुई	needle
सुई	sui
बैक	rug
बैक	agterkant
बैक	terug
होगन	hogan
संकाय	fakulteit
प्रोजेक्ट	projek
प्रोजेक्ट	projekte
संज्ञानात्मक	kognitiewe
फिलिप	phillip
फिलिप	philip
शोधकर्ताओं	navorsers
कस्बा	town
आरेख	diagram
बैडमिंटन	pluimbal
फ्री	gratis
फ्री	vry
फ्री	free
वास्तु	argitek
वास्तु	architect
वास्तु	argitektuur
मिर्च	peppers
स्थिरता	stabiliteit
स्थिरता	volhoubaarheid
फ्रैंक	frank
निषेध	verbod
चिली	chili
स्राव	ontslag
स्राव	ontlaai
देरी	vertraging
देरी	laat
देरी	vertragings
देरी	vertraag
नारंगी	orange
नारंगी	gewysig
नारंगी	lemoen
नारंगी	oranje
नारियल	kokospalm
प्रतिनिधियों	verteenwoordigers
सुविधाएँ	kenmerke
सुविधाएँ	eienskappe
बॉन्ड	bind
चयनित	gekose
चयनित	gekies
चयनित	gemerk
भेदभाव	diskriminasie
आदर	respek
आदर	revere
घट	pot
जोसेफ	joseph
घंटा	ure
घंटा	vakansie
घंटा	uur
मुखिया	chief
मानवता	humanity
मानवता	geesteswetenskappe
सहकारी	koöperatiewe
दुश्मन	vyand
दुश्मन	foe
लीटर	liter
लीटर	liter
मीनार	tower
मीनार	toring
द्वितीयक	sekondêr
द्वितीयक	sekondêre
वक़्त	tyd
वक़्त	tydstip
आस्ट्रेलिया	australië
कॉफी	koffie
डेटाबेस	databasis
विशेषज्ञता	konsentrasie
विशेषज्ञता	studierigting
विशेषज्ञता	kundigheid
विनिर्माण	vervaardiging
फाइबर	vesel
परेशानी	moeilikheidsgraad
परेशानी	moeilikheid
परेशानी	sukkel
परेशानी	gesukkel
परेशानी	moeite
संतुलित	gebalanseerd
संतुलित	gebalanseerde
जंग	jung
संक्रामक	aansteeklik
दिमाग	brain
दिमाग	brein
दिमाग	gedagte
इंटर	inter
वयस्कों	volwassenes
टेबल	veranderlike
टेबल	tafel
टेबल	tabel
टेबल	waardes
टेबल	tafels
स्कॉट	scott
मैड्रिड	madrid
गढ़	bastion
जागरूकता	bewusmaking
जागरूकता	gewaarwording
जागरूकता	bewustheid
अस्थि	been
सीबीएस	cbs
कुंजी	sleutels
कुंजी	sleutel
कुंजी	key
रोटी	brood
स्क्वायर	vierkantig
स्क्वायर	vierkant
स्क्वायर	vierkantige
स्क्वायर	skype
मंदी	resessie
निर्देशांक	koördinaat
निर्देशांक	koördineer
मिमी	mimi
इराक	irak
प्रशंसक	fans
प्रशंसक	bewonderaars
प्रशंसक	aanhangers
प्रशंसक	waaier
प्रशंसक	aanhanger
प्रशंसक	bewonderaar
सेठ	seth
आँकड़े	statistiek
आँकड़े	statistieke
आँकड़े	statistiek
आँकड़े	statistieke
मन्त्र	mantra
उदार	liberale
मूर्तियों	idols
मुद्दा	kwessie
स्वाधीनता	vryheid
स्वाधीनता	liberty
भाषाएं	tale
एयरलाइन	airbus
एयरलाइन	lugredery
एयरलाइन	lugdiens
एयरलाइन	airlines
तस्वीरें	prente
तस्वीरें	prentjies
ग्रेड	graad
सब्जी	groente
बोइंग	boeing
आत्मकथा	outobiografie
सवारी	rit
सवारी	ride
कपड़ा	tekstiel
कपड़ा	tekstiele
गंध	reuk
गंध	ruik
अंटार्कटिका	antarktika
गोद	laps
गोद	rondte
छुट्टी	vakansie
छुट्टी	vakansie
यंग	jonk
यंग	jong
अल्लाह	god
अल्लाह	allah
राइट	wright
सम्पत्ति	eiendom
नित्य	daaglikse
पेट्रोलियम	petroleum
प्रस्थान	vertrek
प्रस्थान	vertrek
दहन	verbranding
आंख	oog
पालतू	troeteldier
पालतू	troeteldiere
संचित	opgehoopte
संचित	saamgevat
लाला	lala
टोनी	tony
सजीव	leef
सजीव	tuiste
सजीव	regstreekse
सजीव	lewendige
सजीव	gepubliseer
सजीव	regstreeks
सजीव	organisme
यूनिट	eenhede
यूनिट	eenheid
स्टेट्स	provinsies
स्टेट्स	deelstate
स्टेट्स	state
शायर	shire
कविताएँ	poems
कविताएँ	gedigte
दीर्घा	galery
शॉट	skoot
शॉट	skote
मिस्टर	mister
लता	lata
थाई	thai
कोर्स	natuurlik
चिकित्सकों	therapy
चिकित्सकों	dokters
वॉशिंगटन	washington
वस्तुएं	items
फैसले	besluite
मानस	manas
कराते	karate
उत्तेजित	hiper
उत्तेजित	opgewonde
उत्तेजित	pomp
अनावश्यक	onnodige
अनावश्यक	ongewensde
अनावश्यक	ongewenste
अनावश्यक	onnodig
क्षतिग्रस्त	beskadig
सेवक	dienaar
नाव	boot
फिल्मी	rolprent
शर्करा	koolhidraat
पंच	punch
बोला	gesproke
विघटन	ontbinding
विघटन	disintegration
अनौपचारिक	informele
साम्यवादी	kommunisme
प्रासंगिक	toepaslikheid
प्रासंगिक	relevante
प्रासंगिक	relevant
प्रासंगिक	gepas
लहर	waai
लहर	golf
सल्फेट	sulfate
कूद	spring
कूद	spring
प्रत्यय	agtervoegsel
प्रत्यय	agtervoegsels
परंपराओं	tradisies
ऊन	flous
ऊन	wol
नासा	nasa
ब्रह्मांड	heelal
ब्रह्मांड	kosmos
हीरो	held
हीरो	hero
विराम	komma
विराम	maatskappy
रियो	rio
विकृत	bedorwe
सांख्यिकीय	statistiese
सैम	sam
एयरपोर्ट	lughawe
एयरपोर्ट	lughawens
सुलभ	handy
सुलभ	handige
हू	hoo
रिक्त	null
रिक्त	leeg
रिक्त	leë
रिक्त	egipte
रिक्त	leë
रिक्त	blank
बडी	maatjie
अनुभवों	ervaringe
अनुभवों	ervarings
गामा	gram
गामा	gambië
गामा	gamma
नियंत्रक	beheerder
नियंत्रक	kontrole
नियंत्रक	kontroles
अनु	anu
पाचन	vertering
मोर	peacock
बाइबिल	bybel
स्थाई	permanente
स्थाई	permanent
फेफड़े	longe
दोस्तों	guys
दोस्तों	vriende
वोल्टेज	spanning
दरअसल	eintlik
रोज	roos
रोज	alledaagse
रोज	daaglikse
खुलासा	vertoon
खुलासा	onthul
मान्यताओं	oortuigings
जरूर	moet
प्रशासक	administrateurs
प्रशासक	admins
प्रशासक	administrateur
नकल	imitation
नकल	duplikaat
नकल	dupliseer
बलिदान	opofferings
बलिदान	sacrifice
बलिदान	opoffering
सर्प	snake
सर्प	slang
स्ट्रोक	beroerte
बैटमैन	batman
गुड	goeie
गुड	goed
एप्पल	appel
एप्पल	apple
मधु	heuning
परिदृश्य	palestina
परिदृश्य	panorama
परिदृश्य	landskap
परिदृश्य	scenario
परिदृश्य	perspektief
पालि	lob
मछलियों	fishes
मछलियों	visse
अनुपस्थिति	afwesigheid
मार्क्स	marxisme
मार्क्स	marx
वॉन	von
सराय	sarai
सराय	inn
सराय	herberg
कट	cut
भयानक	verskriklike
भयानक	terrible
भयानक	horrible
केविन	kevin
कर्ता	akteur
शिक्षित	ingelig
साबुन	seep
मिलन	milaan
मिलन	milan
हिंसक	geweldadig
हिंसक	geweldadige
हिंसक	violent
हिंसक	gewelddadig
गेंदबाजी	rolbal
गेंदबाजी	gloei
ढाका	dhaka
सेवाएँ	dienste
तलाक	egskeidings
तलाक	egskeiding
तलाक	geskei
आक्सीजन	suurstof
राजनयिक	diplomatieke
एजेंसियों	agentskappe
ब्रूस	bruce
कवच	amulet
कवच	armor
ड्यूक	duke
ड्यूक	hertog
दूत	ambassador
अनुष्ठान	ritual
राष्ट्रमंडल	commonwealth
तार्किक	logies
तार्किक	logiese
महामारी	epidemie
मीर	mir
पिक्चर्स	prente
पिक्चर्स	prentjies
पिक्चर्स	pixar
साइकिल	fietse
साइकिल	fiets
कामयाब	suksesvol
कामयाब	suksesvolle
कामयाब	beheerde
विजयी	seëvier
क्वांटम	quantum
साहस	moed
व्याप्त	verstrooide
ओल्ड	oud
ओल्ड	ou
ज़रा	zara
निंदा	veroordeel
थकान	moeg
कोट	jas
अपमान	belediging
घोर	blatant
मूवी	fliek
मूवी	rolprent
मूवी	flieks
मूवी	rolprente
मूवी	movies
मेटल	metaal
प्रोफाइल	profiel
प्रोफाइल	profiele
ब्रिज	bridges
ब्रिज	brûe
ब्रिज	brug
ताज	kroon
ताज	taj
व्याख्यान	lectures
व्याख्यान	lesings
व्याख्यान	lesing
चिकित्सीय	mediese
चिकित्सीय	medies
छोड़ा	oorgeslaan
छोड़ा	gevlug
छोड़ा	gestaak
छोड़ा	gekanselleer
व्हिस्की	whiskey
व्हिस्की	whisky
ज़्यादातर	meestal
नागरिकता	burgerskap
अक्तूबर	oktober
अक्तूबर	okt
अक्तूबर	oct
एक्ट	wet
जोकर	nar
जोकर	boer
जोकर	jack
जोकर	clown
जोकर	gloei
मित्रों	vriende
कूट	kuta
निमित्त	oorsaak
निमित्त	saak
निमित्त	veroorsaak
भवनों	geboue
आज़ाद	azad
अवधी	awa
पठन	voordrag
कोयले	kole
कोयले	steenkool
वीज़ा	visa
कास्त्रो	castro
आकाशगंगा	galaxy
आकाशगंगा	sterrestelsel
गुणा	maal
गुणा	vermenigvuldig
समायोजन	verstelling
समायोजन	verstel
समायोजन	verstellings
प्रायोजित	geborg
प्रायोजित	geborgde
विषम	onewe
बाली	ban
बाली	bali
संदिग्ध	verdagte
संदिग्ध	verdag
हां	ja
राह	manier
राह	way
कंक्रीट	beton
जिंदगी	lewe
शिया	shia
अकेला	alleen
अकेला	enkel
अकेला	eensaam
उपनगरीय	voorstad
बाबर	babur
प्रांतों	provinsie
डाटाबेस	databasis
ह्रदय	hart
ह्रदय	hartjie
चाप	arc
चाप	boog
चाप	arch
पन्ना	emerald
खुश	gelukkig
दरों	tariewe
हंस	goose
हंस	gans
फायदा	voordeel
फायदा	bevoordeel
फायदा	voordeel
फायदा	advantage
भरोसा	trust
भरोसा	vertrou
फेफड़ों	long
फेफड़ों	longe
झुकाव	sterte
झुकाव	kantel
झुकाव	deklinasie
उग्र	aandoenlik
पं	definitief
पं	paw
ओडिशा	orissa
बाजारों	markte
भाषाविज्ञान	taalkunde
धमकी	boelie
मेहनत	hard
मेहनत	harde
मेहनत	moeilik
थाईलैंड	thailand
पर्याय	sinoniem
सार्थक	betekenisvolle
सार्थक	betekenisvol
चाँदी	silwer
वर्णक्रम	spektrum
प्रायोगिक	eksperimentele
प्रायोगिक	eksperimenteel
राक्षस	demoon
राक्षस	demon
राक्षस	monster
एलिस	elis
ग्रे	grys
ग्रे	grys
ग्रे	grey
शाकाहारी	vegetariese
शाकाहारी	vegan
श्वास	asemhaling
पोल	meningspeiling
पोल	opnames
पोल	meningspeilings
गारंटी	gewaarborg
गारंटी	waarborg
निर्भरता	afhanklikheid
तंग	tang
तंग	smal
चीजें	dinge
योनि	pussy
योनि	vagina
कांच	glas
शस्त्र	wapens
शस्त्र	bewapen
शस्त्र	wapen
शस्त्र	arms
गुलाबी	pienk
गुलाबी	rosy
इलेक्ट्रॉनिक्स	elektronika
ब्राउज़र	blaaier
बियर	bier
गान	anthem
एनबीसी	nbc
पुरूष	manlike
पुरूष	mannetjie
लाइट	lig
लाइट	ligte
अभिव्यक्त	express
महा	maha
ऑस्कर	oscars
बाएँ	gelaat
राष्ट्रवादी	nationalist
इंजनों	locomotives
स्टीफन	stephen
स्टीफन	stefanus
ब्लूज़	blues
रूपांतरित	omskep
रूपांतरित	omgeskakel
कांस्य	brons
देशांतर	lengteligging
देशांतर	lengtegraad
वृत्ति	beroep
महिलाएँ	dames
महिलाएँ	meisies
महिलाएँ	vroulik
महिलाएँ	vroue
महिलाएँ	vrouens
व्यंजनों	resepte
आचार	etiek
मापदंड	kriteria
एडिनबर्ग	edinburgh
काच	glas
युवाओं	jeug
सोलह	sestien
सोलह	sixteen
मलय	malaysia
मलय	maleisië
मलय	malay
मलय	maleise
सीमेंट	cement
डिज़्नी	disney
गोलाकार	rondte
गोलाकार	sirkelvormige
सिकंदर	alexander
टोक्यो	tokyo
टोक्यो	tokio
भाग्य	fortuin
भाग्य	destiny
भाग्य	lot
भाग्य	fate
बैल	bull
पैनल	paneel
पैनल	panel
मारिया	maria
स्वीकार्य	aanvaarbare
स्वीकार्य	aanvaarbaar
एनिमेटेड	geanimeerde
दिनांक	datum
गुट	fraktion
प्रतिस्थापन	vervanging
प्रतिस्थापन	plaasvervanging
प्रतिस्थापन	plaasvervangers
प्रतिस्थापन	plaasvervanger
रोज़	roos
रोज़	daaglikse
आर्मी	weermag
आर्मी	leër
आर्मी	army
ब्लेक	blues
ब्लेक	blake
गर्भवती	swanger
सोशल	maatskaplike
सोशल	sosiale
सोशल	sosiaal
खरीदा	gekoop
खरीदा	gekoopte
खरीदा	aangekoop
विवादों	geskille
विवादों	dispute
लीड्स	leeds
सिगरेट	sigaret
शास्त्रों	scriptures
सूट	kleed
हिंद	hind
शान	shan
प्रविष्ट	insert
प्रविष्ट	onderbreek
वुड्स	woods
बर्फ़	sneeu
बर्फ़	ys
मरुस्थल	woestyn
विवादित	betwis
विवादित	omstrede
बिल्डिंग	gebou
क्रमिक	gradual
अल्पसंख्यक	minority
बर्मी	birmaanse
अपर्याप्त	onvoldoende
ट्रक	trok
ट्रक	vragmotor
ट्रक	vragmotors
ट्रक	bakkies
ट्रक	trokke
डीन	dean
कब्र	grave
कब्र	graf
फर्श	vloer
फर्श	floor
ग्राउंड	grond
ग्राउंड	ground
पैकेज	pakkette
पैकेज	pakette
पैकेज	pakkie
पैकेज	pakket
मोती	boodskapper
मोती	perl
मोती	pearl
मोती	pêrels
पादरी	pastor
पादरी	predikante
पादरी	predikant
यूरो	euro
है,	is,
लिटिल	bietjie
तम्बाकू	tabak
परिपक्व	volwasse
उष्ण	tropiese
हरित	groen
लेडी	dame
लेडी	lady
कॉर्पोरेशन	corporation
कॉर्पोरेशन	korporasie
कॉर्पोरेशन	onderneming
दया	mercy
टेक्स्ट	teksboodskap
टेक्स्ट	teks
इंद्र	indra
कांगो	kongo
इरादा	voorneme
इरादा	bedoeling
आशीर्वाद	blessing
अहिंसा	ahimsa
अवतरण	landings
ओजोन	osoon
ग्रिड	rooster
सुप्रीम	supreme
अनन्त	oneindige
अनन्त	ewige
मॉल	mall
यूनेस्को	unesco
त्रिपुरा	tripoera
आस्ट्रिया	oostenrykse
आस्ट्रिया	oostenryk
निर्वाण	nirvana
रिपब्लिकन	republican
बगैर	sonder
सपना	droom
वेन	wayne
उत्तराधिकार	aanspraakmakers
कारावास	uitdien
कारावास	tronk
आयुक्त	kommissaris
उत्तरदायित्व	verantwoordelikheid
विद्रोही	rebel
बैठा	sitting
बैठा	sit
बैठा	sa
परमेश्वर	god
स्टर्लिंग	sterling
स्टर्लिंग	stirling
फीफा	fifa
दूतावास	ambassade
दूतावास	embassy
चुनी	elected
चुनी	verkose
प्राइवेट	pvt
प्राइवेट	privaat
चित्रकारी	skilder
चित्रकारी	skildery
बेसबॉल	bofbal
निकटवर्ती	nabye
निकटवर्ती	nabygeleë
निकटवर्ती	naby
उदर	abdomen
झीलों	mere
फायर	brand
फायर	vuur
हैमिल्टन	hamilton
ऑर्डर	orde
ऑर्डर	bestel
ऑर्डर	volgorde
ऑर्डर	bestelling
ऑर्डर	rangskik
ऑर्डर	orders
ऑर्डर	bestellings
किलोग्राम	kilogram
स्त्रोत	bronne
स्त्रोत	bron
स्त्रोत	bronne
टेप	tape
भूविज्ञान	geologie
खैर	goed
खैर	wel
खैर	sowel
वाइरस	virus
वाइरस	viruses
रबर	rubber
रबर	eraser
गाथा	saga
सूक्ष्मदर्शी	mikroskoop
सुंदरता	skoonheid
यहूदियों	jode
निकोलस	nicolas
निकोलस	nikolaas
निकोलस	nicolaas
आठवीं	eighth
मूर्तियाँ	standbeelde
मिसाइल	missiele
अर्थशास्त्री	ekonoom
उद्यमी	entrepreneurs
उद्यमी	entrepreneur
जोड़ों	paartjies
परिपूर्ण	perfek
सन्त	sant
कवरेज	dekking
उपग्रहों	satelliet
परमात्मा	divine
वाक्यांश	frases
मकबरा	monument
मकबरा	mausoleum
विशेषण	aktief
सराहना	waardering
सराहना	waardeer
सराहना	appreciated
मार्केट	markplein
मार्केट	mark
मंगलवार	dinsdag
मंगलवार	dinsdae
जाहिर	apparently
किताबें	boeke
हिटलर	hitler
सीख	leer
सीख	leer
सीईओ	ceo
सीईओ	hub
विस्फोटक	ontploffing
विस्फोटक	plofbare
विस्फोटक	plofstof
जीवविज्ञान	biologie
वृत्तचित्र	dokumentêr
वृत्तचित्र	documentary
आपातकालीन	noodgeval
आपातकालीन	emergency
सनातन	ewige
तुर्क	turkye
तुर्क	turk
संकर	hybrid
प्रो	prof
बोस्टन	boston
स्तन	breast
असमिया	assamees
पेपर	papier
सल्तनत	sultanate
वाटर	water
प्रथाओं	gebruike
नाईट	ridder
नाईट	ruiter
रॉ	rou
औरत	vrou
चाँद	maan
निकासी	ontruiming
भूटान	bhoetan
जॉनसन	johnson
त्रिकोण	geteël
त्रिकोण	driehoeke
साइबेरिया	siberië
विकृति	warp
सारांश	synopsis
सारांश	opsomming
दूरस्थ	afgeleë
दूरस्थ	remote
करेगी	sal
अपराधों	misdade
अपराधों	misdrywe
अपराधों	misdaad
लौकिक	kosmiese
शिक्षकों	onderwysers
चिड़ियाघर	dieretuin
चिड़ियाघर	zoo
