گوینده	vorbitor
محتوی	recipient
محتوی	container
محتوی	containerul
نامزدها	nominalizari
معصوم	nevinovat
معصوم	inocent
معصوم	nevinovata
معصوم	inocenta
کارتون	carton
کارتون	cutie
کارتون	cartoon
احتیاط	prudent
احتیاط	prudenta
آموخته	predat
آموخته	invatat
دربی	derby
گرامر	gramatica
گرامر	gramatica
سپیده	dawn
سپیده	zorii
سپیده	zori
نیکو	niko
نیکو	nico
بخت	averi
بخت	fortune
بخت	avere
هاله	halle
هاله	aura
هاله	aura
هاله	halo
بهنام	mancator
توری	grila
توری	grila
بنویسد	scrieti
بنویسد	scrieti
بنویسد	scriu
بنویسد	scrie
همسران	sotii
همسران	neveste
همسران	sotii
همسران	nevestele
قراردادهای	contractele
قراردادهای	contracte
قراردادهای	protocoale
قراردادهای	protocoalele
هوندا	honda
دیداری	vizuala
دیداری	vizual
بهای	pret
بهای	pretul
بهای	pretul
بهای	pret
آیفون	iphone
گیلاس	cherry
ارکان	pilonul
ارکان	stalp
ارکان	pilon
ارکان	erkan
گزاره	propunere
شایستگی	calificata
شایستگی	calificate
شایستگی	calificat
شایستگی	merite
شایستگی	merit
مشتقات	derivate
مشتقات	derivati
مشتقات	variante
مشتقات	variantele
اسکای	skye
اسکای	cerul
اسکای	sky
اسکای	cer
سنگر	bunker
سنگر	buncar
تصدی	comisiei
تصدی	comisia
تصدی	comisie
تصدی	comision
همجوار	contigua
موجی	undei
موجی	val
موجی	valul
موجی	valuri
موجی	valurile
کارآمد	eficiente
کارآمد	eficienta
کارآمد	eficient
کارآمد	eficienta
انعطاف	flexibile
انعطاف	flexibila
انعطاف	flexibil
ادارات	birourile
ادارات	oficii
ادارات	birouri
ردیابی	urmarire
ردیابی	urmarire
ردیابی	urmarirea
ردیابی	tracker
ردیابی	urmaritor
ردیابی	trace
ماهانه	lunare
ماهانه	lunar
ماهانه	lunara
قدیس	sfant
قدیس	sfantul
قدیس	sfantul
قدیس	saint
تهی	gol
تهی	goale
تهی	goala
تهی	goala
رفیع	high
رفیع	inalta
رفیع	inalta
رفیع	rafi
نگاشت	harta
نگاشت	harta
جمجمه	craniile
جمجمه	cranii
جمجمه	craniu
جمجمه	skull
جمجمه	craniul
عطار	attar
عطار	bacan
سوزن	ac
سوزن	acului
سوزن	acul
بنادر	porturile
بنادر	porturi
جوزپه	giuseppe
اعتدال	equinox
پذیرایی	cazare
پذیرایی	primire
پذیرایی	receptie
پذیرایی	receptie
پذیرایی	divertisment
پذیرایی	entertainment
عروسک	papusi
عروسک	papusa
عروسک	papusa
چیزها	lucrurile
چیزها	lucruri
تزیین	decorarea
یقین	anumite
یقین	certitudinea
یقین	certitudine
یقین	nesigur
یقین	incert
یقین	nesigura
قاطع	decisiv
قاطع	decisiva
قاطع	decisive
اریتره	eritreea
دهقان	taran
هریسون	harrison
بولونیا	bologna
حک	gravura
انشعاب	furca
انشعاب	creanga
انشعاب	ramura
انشعاب	filiala
انشعاب	sucursala
انشعاب	branch
وایمار	weimar
گردنه	abrupte
گردنه	abrupta
گردنه	abrupt
مارسل	marcel
کسر	deducerea
کسر	deducere
کسر	fractiunile
کسر	deficitului
کسر	deficitul
کسر	deficit
عبادت	cult
عبادت	venera
متراکم	dens
متراکم	densa
جنایات	infractiuni
جنایات	delicte
جنایات	infractiuni
جنایات	crime
آئودی	audi
ترمینال	terminal
ترمینال	terminalul
ترمینال	terminale
نامحدود	infinit
نامحدود	infinite
نامحدود	infinita
نامحدود	nelimitata
نامحدود	nelimitat
نامحدود	nelimitate
سرنگون	rastoarne
سرنگون	rasturnarea
آپاچی	apache
مشروط	contingente
مشروط	contingent
عرضی	peisaj
عرضی	peisajului
عرضی	peisajul
عرضی	transversala
ذرت	porumb
بدانید	stiu
وبر	weber
سرودن	compune
سرودن	compun
تعاونی	cooperant
تکنیکی	tehnica
تکنیکی	tehnice
تکنیکی	tehnic
زی	zee
نفی	deportarea
گسیل	emisie
گسیل	emisia
گسیل	emisii
داوطلبانه	voluntariat
داوطلبانه	voluntare
داوطلبانه	voluntara
داوطلبانه	voluntar
خائن	tradator
رویس	royce
گریگوری	grigore
گریگوری	gregory
کنراد	conrad
چکاوک	lark
بالتیک	baltica
بالتیک	baltice
آیوی	ivy
راجرز	rogers
میرسد	sosind
ادوین	edwin
رنگهای	culori
رنگهای	culorile
اطفال	copii
اطفال	copiii
هسن	hessa
هسن	hesse
یونس	yunus
یونس	iona
یونس	jonah
همسایگی	vecinatate
همسایگی	cartierul
همسایگی	cartier
همسایگی	vecinatate
همسایگی	cartier
فرضی	ipotetic
فرضی	ipotetica
راو	raw
راو	crud
متناظر	corespunzatoare
متناظر	corespunzator
متناظر	corespunzand
آهسته	whispering
آهسته	lenta
آهسته	lent
آهسته	incet
زاگرب	zagreb
نوی	neu
نیکول	nicole
گوگ	gogh
فری	feribotul
فری	feribot
فری	bac
فری	frey
تقطیر	distilarea
تقطیر	distilare
سرنگونی	rasturnarea
آلتو	alto
نیکلای	nikolai
نیکلای	nikolai
رؤیا	roya
رؤیا	visul
رؤیا	vis
رؤیا	viseaza
رؤیا	viseaza
اهدای	donator
اهدای	donatorul
اهدای	donatoare
پرل	pearl
پرل	perla
پرل	perla
پرل	perl
رفیق	gagiu
رفیق	omule
رفیق	dude
رفیق	amice
لیو	liv
بدانند	stiu
عظمت	grandoare
مناظره	dezbateri
مناظره	dezbatere
مناظره	dezbaterea
مناظره	dezbat
مناظره	dezbatem
مناظره	dezbateri
مناظره	dezbaterile
میکرو	micro
بادهای	vanturi
بادهای	vanturile
تاب	swinging
تاب	leagan
تاب	leagana
تاب	swing
ناتینگهام	nottingham
بیاورید	adu
صمیمی	cordial
صمیمی	intim
صمیمی	intimi
صمیمی	intima
صمیمی	intime
زینب	zainab
زینب	zeynep
قربان	domnule
سوءاستفاده	abuzuri
سوءاستفاده	abuz
سوءاستفاده	abuzul
جنوا	genova
گنگ	banda
گنگ	gasca
مچ	incheietura
مچ	incheietura
یخی	frost
یخی	gheata
یخی	gheata
یخی	gheata
یخی	ice
یخی	gheata
قحطی	foametea
قحطی	foamete
قحطی	foamete
ماسک	masca
ماسک	masca
ماسک	masti
میگیرد	primeste
مکانیزم	mecanismului
مکانیزم	mecanism
مکانیزم	mecanismul
شهدا	martiri
قرض	imprumut
قرض	imprumutul
قرض	datorie
قرض	datorii
قرض	imprumut
قرض	imprumuta
قرض	imprumuta
استوا	ecuator
دشواری	dificultate
دشواری	dificultati
دشواری	dificultatea
مهمات	munitie
آند	andine
رحمان	rahman
وصیت	testament
وصیت	testamentul
محفظه	capsula
محفظه	capsula
دول	dui
دول	dole
دول	dol
مشاوران	consilierii
مشاوران	consilieri
احتراق	ardere
احتراق	combustie
احتراق	aprindere
احتراق	aprinderea
کلک	trick
کلک	truc
کلک	pacaleala
گرده	polenul
گرده	polen
متخصصین	experti
متخصصین	expertii
متخصصین	experti
متخصصین	tech
متخصصین	specialisti
تریپل	tripla
تریپل	tripla
تریپل	triple
تریپل	triplu
فسیلی	fosile
فسیلی	fosila
فسیلی	fosili
مهاجرین	migranti
مهاجرین	imigranti
مهاجرین	refugiati
مهاجرین	refugiati
پروسه	procedeu
پروسه	proces
پروسه	procesului
پروسه	procesul
گوهر	esenta
گوهر	esenta
تراشه	chip
تراشه	cip
تحقیر	umilita
تحقیر	umilit
تحقیر	umilitor
تحقیر	umilitoare
تحقیر	umilirea
تحقیر	umilire
عنکبوتی	paianjen
عنکبوتی	paianjenul
عنکبوتی	paianjen
عنکبوتی	spider
پوینت	punctul
پوینت	punct
جراح	chirurg
جراح	chirurgul
جراح	jarrah
نورنبرگ	nuremberg
اتمسفر	atmosfera
اتمسفر	atmosfera
اتمسفر	atmosferic
اتمسفر	atmosferice
قفس	cusca
قفس	cage
شهوانی	erotica
شهوانی	erotic
شهوانی	erotice
جاسوس	spion
جاسوس	spionul
ندا	neda
دوجانبه	bilaterale
دوجانبه	bilateral
دوجانبه	bilaterala
پروتون	proton
لورا	laura
آشکارا	public
ساسکاچوان	saskatchewan
لکه	petele
لکه	pata
لکه	pata
لکه	blob
سوارکاری	calarind
سوارکاری	ecvestru
متریک	metrice
جاش	josh
بحر	mare
بحر	marea
راینلاند	renania
انسانها	oamenii
حسابرسی	audit
حسابرسی	auditul
حسابرسی	contabil
حسابرسی	contabilitatea
حسابرسی	contabilitate
قناری	canari
قناری	canare
قناری	canar
گلوکز	glucoza
یگان	unitate
یگان	unitatea
قرارگاه	decontarea
قرارگاه	decontare
قرارگاه	asezare
پشتوانه	dotare
بوریس	boris
گروگان	ostatici
گروگان	ostatec
گروگان	ostatic
تدارک	pregatiri
تدارک	preparat
تدارک	pregatire
تدارک	pregatire
تدارک	pregatirea
جووانی	giovanni
دینار	dinar
دینار	dinari
انور	enver
انور	anwar
ویک	vic
استارک	stark
اتلاف	deseuri
اتلاف	deseuri
اتلاف	risipa
بای	golful
بای	bay
رس	rass
مونترال	montreal
کعبه	kaaba
ابدی	eterna
ابدی	eterna
ابدی	eterne
ابدی	etern
ابدی	nemuritori
ابدی	nemuritor
ابدی	nemuritoare
پتر	petru
پتر	peter
پتر	petr
سیلیکات	silicat
مهری	sigiliu
مهری	foca
مهری	sigiliul
مهری	seal
مواجهه	confruntare
مواجهه	confruntarea
نزول	coborare
عسکری	askari
پروتستان	protestant
سرعتی	speedy
تجلیل	sarbatorire
تجلیل	sarbatoare
زحمات	fapta
زحمات	fapta
سپر	scut
سپر	scutul
سپر	shield
فرات	eufrat
ایزدی	providence
اسکیت	patinaj
اسکیت	patina
اسکیت	skateboarding
آراسته	atractiv
آراسته	atragatoare
آراسته	atractiva
آراسته	atractive
آراسته	atragator
آراسته	decorata
آراسته	decorate
آراسته	decorat
آراسته	impodobit
بورلی	beverly
چهارراه	intersectia
چهارراه	intersectie
فراطبیعی	paranormale
فراطبیعی	paranormal
سلاطین	regilor
سلاطین	kings
سلاطین	regii
سلاطین	regi
سایمون	simon
والاس	wallace
دیکتاتوری	dictatoriale
دیکتاتوری	dictatura
دیکتاتوری	dictatura
سویی	sui
اندلس	andaluzia
لوسی	lucy
خشکسالی	foametea
خشکسالی	foamete
خشکسالی	seceta
خشکسالی	seceta
سمفونیک	simfonic
الموت	alamut
ریکاردو	riccardo
ریکاردو	ricardo
کلوپ	club
کلوپ	clubul
کلوپ	klopp
پوشیدن	purtarea
پوشیدن	purtand
پوشیدن	uzura
پوشیدن	uzura
پوشیدن	purta
پوشیدن	poarta
کلاب	club
کلاب	clubul
تایی	tae
لایپزیگ	leipzig
نفرت	urii
نفرت	ura
نفرت	ura
نفرت	urasc
نفرت	ura
نفرت	ura
برخاست	decolare
برخاست	decolarea
هالی	holly
چهاردهمین	fourteenth
ادواردز	edwards
نواری	panglica
نواری	panglica
تالیفات	compilatii
مونته	monte
آناهیتا	anahita
هافمن	hoffmann
هافمن	hoffman
غزنوی	ghazni
تروریست	terorist
تروریست	terorista
تروریست	teroristul
انصار	ansar
ارگان	organe
ارگان	organele
ارگان	orga
ارگان	organe
ارگان	orga
ارگان	organ
ارگان	organul
خفیف	blanda
خفیف	usoara
خفیف	usoara
مخروطی	conic
مخروطی	con
بازجویی	interogatoriul
بازجویی	interogare
بازجویی	interogatoriu
بازجویی	interogatoriu
انبساط	expansiune
انبساط	extinderea
انبساط	expansiunea
انبساط	extindere
قفسه	raft
قفسه	raftul
قفسه	dulap
پرتقال	orange
پرتقال	portocala
پرتقال	portocaliu
پرتقال	portocalie
پرتقال	portocale
پرتقال	portocalele
نایت	knight
نایت	cavaler
نایت	cavalerul
کامیون	camioneta
کامیون	camionul
کامیون	camion
شهریاری	monarhiei
شهریاری	monarhie
شهریاری	monarhia
فلک	ferris
اسپرت	sport
اسپرت	sporturi
جواهرات	bijuteriile
جواهرات	bijuterii
جواهرات	bijuterie
جواهرات	bijuteriile
جواهرات	bijuterii
جواهرات	bijuterie
جواهرات	bijuteriile
جواهرات	bijuterii
وانگ	wang
بیا	vino
کورپوریشن	corporation
ویلی	willie
عماد	imad
کیارستمی	kiarostami
مارپیچ	labirintul
مارپیچ	labirint
مارپیچ	labirintul
مارپیچ	labirint
مارپیچ	serpentine
مارپیچ	spirala
مارپیچ	spirala
مارپیچ	helix
ترنر	turner
میکروسکوپ	microscop
نکا	neckar
بیم	warner
سگا	sega
سگا	caini
سگا	cainii
سگا	caini
نهر	nahr
نهر	parau
نهر	creek
پارما	parma
جزیی	banal
گوارشی	gastro
گوارشی	digestiv
سوسک	gandaci
سوسک	gandac
بزرگسال	adulti
بزرگسال	adult
بزرگسال	adulta
بزرگسال	adulti
بزرگسال	adulti
لیبرالیسم	liberalism
وجوه	fonduri
وجوه	fondurile
غشای	membrana
غشای	membrana
فلیکس	felix
پیکربندی	configurare
پیکربندی	configuratia
شنی	nisip
شنی	sand
شنی	nisipul
دخیل	implicate
دخیل	implicata
دخیل	implicat
کلیولند	cleveland
صوری	formale
صوری	formala
صوری	formal
چهارگانه	cvadruplu
رهنمودهای	orientari
رهنمودهای	orientarile
بنفیکا	benfica
شیرجه	scufundari
شیرجه	scufundare
شیرجه	scufundare
قسمتهای	episoadele
قسمتهای	episoade
تریلیون	trilioane
معاف	scutite
جدیدترین	ultimele
باشکوه	magnific
باشکوه	magnifica
باشکوه	magnifica
تصدیق	confirmarea
تصدیق	confirmare
تصدیق	confirma
تصدیق	confirma
تصدیق	confirmare
تصدیق	confirm
تصدیق	recunoscut
تصدیق	confirmand
تصدیق	verificarea
تصدیق	verificare
رویارویی	confruntare
رویارویی	confruntarea
گرگوری	grigore
گرگوری	gregory
کلارا	clara
کلارا	clara
کلارا	klara
جاوید	nemuritori
جاوید	nemuritor
جاوید	nemuritoare
کینگز	regilor
کینگز	kings
کینگز	regii
کینگز	regi
سوشی	sushi
واتسون	watson
استن	stan
کریستف	christof
کریستف	christoph
رصد	observator
رصد	observatorul
رصد	observare
رصد	observatie
سوژه	subiect
سوژه	subiectul
تاخت	galop
تنباکو	tutun
تنباکو	tutunul
فنلاندی	finlandez
فنلاندی	finlandeza
منحرف	pervers
آلکساندر	alexandre
مونرو	monroe
ارل	earl
گنجشک	vrabii
گنجشک	vrabie
گنجشک	sparrow
گاردین	gardian
گاردین	tutore
گاردین	pazitor
گاردین	guardian
زوال	stramutate
زوال	deplasata
فروید	freud
اسلو	oslo
بلکبرن	blackburn
جردن	jordan
جردن	iordania
فاستر	foster
تراژدی	tragedie
تراژدی	tragedia
سیزدهمین	thirteenth
پررنگ	timid
پررنگ	timida
سباستین	sebastian
رؤیای	visul
رؤیای	vis
رؤیای	viseaza
رؤیای	viseaza
المپیاد	olimpiada
المپیاد	olimpiada
بتهوون	beethoven
وردی	verdi
کانونی	focale
فلوئورید	fluorura
دوزیستان	amfibian
موریتانی	mauritania
ادراری	urinar
ادراری	urinara
ادراری	urinare
کلاوس	klaus
گراند	grande
گراند	grand
شاهدخت	printesa
شاهدخت	printesa
شاهدخت	printesa
برمه	burma
برمه	birmania
برمه	birmanez
واعظ	predicatorul
واعظ	predicator
خر	magar
هانوفر	hanovra
هانوفر	hanovra
اندر	ender
پیشگام	pionier
الکترو	electro
کریگ	craig
فشاری	presiuni
فشاری	presiunea
فشاری	presiune
غریبه	straini
غریبه	straini
غریبه	strainii
غریبه	strain
غریبه	strain
شهرستانهای	comitate
شمشیربازی	scrima
معلول	handicapat
معلول	handicap
معلول	invaliditate
معلول	incapacitate
هیروشیما	hiroshima
آپارتمان	apartamentul
آپارتمان	apartament
شیمیدان	chimist
سفت	strans
سفت	strans
بتنی	bethany
تاین	tyne
نیش	sting
لیژ	liège
دیروز	ieri
کیوتو	kyoto
اوژن	eugène
اوژن	eugene
عیب	defect
عیب	defect
ریل	feroviar
تعالیم	doctrina
معابد	templele
ماهیگیری	pescuit
ماهیگیری	pescuiesc
ماهیگیری	pescuitul
غیرعادی	neobisnuit
غیرعادی	neobisnuit
پیرس	pierce
هولمز	holmes
ظلم	opresiune
ظلم	cruzimea
ظلم	cruzime
ظلم	nedreptatea
ظلم	nedreptate
تمرینات	antrenamente
تمرینات	antrenament
تمرینات	pregatire
تمرینات	formare
خرچنگ	crabi
خرچنگ	crabii
خرچنگ	raci
خرچنگ	homari
خرچنگ	homar
خرچنگ	homarul
خرچنگ	crabi
خرچنگ	rac
خرچنگ	crab
کشنده	letale
کشنده	letal
کشنده	letala
کشنده	mortale
کشنده	mortala
کشنده	mortal
کشنده	fatale
کشنده	fatal
کشنده	fatala
کشنده	fatala
بوته	bush
ناظری	spectator
کاتالان	catalana
مورفی	murphy
گرسنگی	foame
گرسنگی	foamete
گرسنگی	foamea
پالایش	filtru
پالایش	filtrare
پالایش	filtreaza
پالایش	filtrul
پالایش	filtrarea
پالایش	filtrare
پالایش	rafinare
رمزی	ramsey
چاله	balta
چاله	balta
شاهکار	cascadorii
شاهکار	cascadorie
شاهکار	capodopera
شاهکار	capodopera
شاهکار	feat
نویز	zgomote
نویز	zgomotul
نویز	galagie
نویز	zgomot
ادریس	enoch
ادریس	idris
نمانده	aproape
رسوب	sedimente
صافی	safi
داش	dash
ریچل	rachel
شیلا	sheila
شیلا	silla
عبدی	abdi
عمرو	amr
تاثیرات	efectele
تاثیرات	efecte
احتمالات	sanse
احتمالات	cote
احتمالات	probabilitate
احتمالات	probabilitatea
یتیم	orfane
یتیم	orfani
یتیم	orfanii
یتیم	orfane
یتیم	orfan
یتیم	orfana
دوس	dos
شفا	vindeca
شفا	vindeca
شفا	vindecat
شفا	vindecata
شفا	vindecare
شفا	vindecarea
شفا	vindecat
شفا	vindecata
مغازه	shop
مغازه	magazin
چرخشی	rotativa
نشانگان	sindromul
نشانگان	sindrom
کنکور	examinarea
کنکور	examinare
نهفته	latenta
نهفته	incorporate
نهفته	incorporata
نهفته	incorporat
روانپزشکی	psihiatrie
روانپزشکی	psihiatrie
روانپزشکی	psihiatrice
روانپزشکی	psihiatrica
روانپزشکی	psihiatric
چیره	dominat
چیره	dominata
بلوچی	bellucci
گلکسی	galaxie
گلکسی	galaxia
گلکسی	galaxy
درازا	prelungit
درازا	prelungite
درازا	prelungita
پاها	picioarele
پاها	picioare
خواهران	surori
خواهران	surorilor
خواهران	surorile
ریخت	varsat
اکو	eco
اکو	eko
اکو	ecou
اکو	ecoul
اکو	echo
قبله	directia
قبله	directie
قبله	directie
قبله	directia
استبداد	tirania
استبداد	tiranie
تیتراژ	creditele
تیتراژ	credite
ولفگانگ	wolfgang
وزنه	greutati
وزنه	greutate
وزنه	greutatea
وزنی	ponderata
وزنی	ponderat
وزنی	ponderate
اجداد	stramosii
پت	pet
پت	pat
پاپی	poppy
پاپی	papi
پاپی	pappy
ثریا	soraya
قیصر	kaiser
پایش	scanez
پایش	scanarea
پایش	scanare
پایش	monitorizarea
پایش	monitorizare
پایش	monitorizate
پایش	monitorizat
پایش	monitorizata
آلیکانته	alicante
فانی	fanny
فانی	muritori
فانی	muritoare
فانی	muritor
پهلو	lateral
پهلو	side
اکسپرس	exprim
اکسپرس	expres
اکسپرس	express
اکسپرس	exprima
اکسپرس	exprima
اسکس	essex
نخبگان	elita
نخبگان	elita
نخبگان	elite
فینیکس	capsule
فینیکس	capsulele
فینیکس	phoenix
کرو	crow
کرو	cioara
کرو	corb
کرو	cioara
کرو	karev
کرایسلر	chrysler
هوتن	hutton
هوتن	houten
هوتن	houghton
صفا	safa
ساسکس	sussex
تاجگذاری	incoronare
تاجگذاری	incoronarea
فسفر	fosfor
بولتون	bolton
چشمی	ochiul
چشمی	ochi
چشمی	eye
اوتار	uttar
اوا	eva
اوا	ewa
هلسینکی	helsinki
آندورا	andorra
اجبار	forta
اجبار	forta
اجبار	forta
اجبار	constrangere
اجبار	constrangere
اجبار	fortat
اجبار	fortat
اجبار	fortata
معقول	sensibil
معقول	rational
معقول	rezonabila
معقول	rezonabile
معقول	rezonabil
بارگیری	descarca
بارگیری	descarcare
بارگیری	descarca
بارگیری	descarcarea
بارگیری	incarc
بارگیری	incarcare
بارگیری	incarcare
بارگیری	descarcare
بارگیری	descarcarea
بارگیری	descarcat
بارگیری	descarcat
بارگیری	descarcata
بارگیری	descarcate
مذکر	barbat
مذکر	masculin
مذکر	mascul
مذکر	barbat
مذکر	masculin
دایناسور	dinozaur
بقا	supravietuire
بقا	supravietuire
تورینو	tra
تورینو	torino
متفرقه	diverse
آدریان	adrian
هیچکدام	niciuna
برشی	forfecare
اویل	petrol
اویل	ulei
اویل	petrolul
گیبسون	gibson
استثنای	exceptie
استثنای	exceptie
هراس	teroare
هراس	teroarea
هراس	fobie
آوازی	vocale
آوازی	vocal
مغولی	mongol
استفن	stefan
استفن	stefan
استفن	stefan
استفن	stefan
استفن	steffen
رسوایی	scandalul
رسوایی	scandal
سوخو	suhoi
آویزان	hung
آویزان	spanzurat
آویزان	atarna
آویزان	spanzurare
آویزان	spanzuratoarea
آویزان	agatat
طغیان	razvratit
طغیان	rebelul
طغیان	rebel
طغیان	rebela
طغیان	rebeliune
طغیان	rebeliunea
نیاکان	stramosii
مسخره	ridicol
مسخره	ridicola
الزامی	obligatoriu
الزامی	obligatorie
الزامی	obligatorii
نخجوان	naxcivan
عجیبی	ciudat
عجیبی	straniu
حمد	hamad
حمد	lauda
حمد	lauda
حمد	laude
نوشیدن	baut
نوشیدن	bea
نوشیدن	bautura
سفره	tabelul
سفره	masa
سفره	masa
سفره	tabel
مالدیو	maldive
هل	impingand
هل	hal
اشمیت	schmidt
اشمیت	schmitt
لوتر	luther
راهبرد	strategie
راهبرد	strategia
استنباط	dedus
رمزگذاری	criptare
فرانچسکو	francisco
فرانچسکو	francesco
زا	generator
زا	generatorul
مصادره	confiscate
مصادره	confiscat
مصادره	confiscata
سازندگی	constructii
سازندگی	constructie
سازندگی	constructie
سازندگی	constructii
وارث	mostenitor
وارث	mostenitor
روزولت	roosevelt
قصبه	parohia
قصبه	parohie
قصبه	casbah
دماغه	cape
دماغه	pelerina
دماغه	pelerina
اولا	ola
قدردانی	aprecierea
قدردانی	apreciere
ویتنی	whitney
کوستا	costa
غزالی	ghazali
دیم	dim
راش	rush
راش	fagus
ققنوس	phoenix
اوراسیا	eurasia
مرگبار	mortale
مرگبار	mortala
مرگبار	mortal
مرگبار	fatale
مرگبار	fatal
مرگبار	fatala
مرگبار	fatala
کابین	cabana
کابین	cabina
کابین	cabina
کابین	cabana
وکالت	avocat
جوجه	gaina
جوجه	pui
جوجه	gaina
بهبودی	recuperarea
بهبودی	redresare
بهبودی	redresarea
بهبودی	recuperare
بهبودی	imbunatatiri
بهبودی	ameliorare
بهبودی	imbunatatire
عینک	ochelari
عینک	paharele
عینک	ochelarii
عینک	pahare
هومبولت	humboldt
بریدن	taiere
مارکسیسم	marxism
پذیرای	receptiv
متابولیسم	metabolismul
متابولیسم	metabolizarea
متابولیسم	metabolizare
متابولیسم	metabolism
میرود	plimbari
میرود	plimbarile
کج	stramba
کج	stramb
کج	oblic
ناکام	dezamagit
ناکام	dezamagit
ناکام	dezamagita
ناکام	frustrat
ناکام	frustrata
شمع	lumanarea
شمع	lumanare
شمع	lumanarile
شمع	lumanari
تاد	todd
مترادف	sinonim
شلوغ	mizerie
شلوغ	dezordonat
شلوغ	murdar
شلوغ	ocupat
شلوغ	ocupate
شلوغ	ocupata
شلوغ	ocupata
شلوغ	zgomotoasa
شلوغ	zgomotos
شلوغ	aglomerata
شلوغ	aglomerat
ژولیت	juliette
ژولیت	julieta
ژولیت	juliet
بنیامین	benjamin
گنبدی	fiddler
فال	fortune
فال	avere
ونسان	vincent
لوکا	luca
لوکا	luka
مرکبات	citrice
یوجین	eugene
فیس	facebook
هاروی	harvey
توییتر	twitter
ید	iod
فرج	faraj
تنور	cuptor
تنور	cuptorul
تنور	tenor
بیاورند	produc
بیاورند	produce
توگو	togo
عصبانی	suparat
عصبانی	furioasa
عصبانی	suparata
عصبانی	furios
عصبانی	suparat
جوآن	joan
جوآن	ioana
شعرای	versuri
شعرای	versurile
آوانگاری	fonetic
استوک	stoke
زباله	deseuri
زباله	deseuri
زباله	risipa
زباله	gunoi
زباله	gunoiul
زباله	gunoi
زباله	gunoaie
زباله	gunoiul
آشیانه	cuib
آشیانه	cuibul
آشیانه	hangarul
آشیانه	hangar
جوندگان	rozatoare
توهم	iluzii
توهم	iluzia
توهم	iluzie
آنتون	anton
آشامیدنی	baut
الاهلی	comerciale
الاهلی	comercial
الاهلی	reclama
الاهلی	comerciala
پانزدهمین	fifteenth
هیدروکسی	hidroxi
کاران	karan
آبزی	acvatic
آبزی	acvatice
آزادسازی	eliberare
آزادسازی	eliberarea
شکلات	ciocolata
شکلات	ciocolata
ژنوم	genomului
الک	elan
الک	sita
الک	sita
الک	alec
رقبای	rivalii
رقبای	rivali
رقبای	rivale
آفتابی	soare
آفتابی	insorita
آفتابی	insorit
آفتابی	sunny
ترجیحات	preferinte
ترجیحات	bac
جوشکاری	sudare
جوشکاری	sudura
چهارچوب	cadrul
ختنه	circumcizia
ختنه	circumcis
استثنایی	speciala
استثنایی	speciala
استثنایی	speciale
استثنایی	special
استثنایی	exceptionala
استثنایی	exceptionale
استثنایی	exceptional
استثنایی	exceptional
تاجیک	tadjic
بوت	booth
پابلو	pablo
جابر	jaber
پالاس	pallas
ائوسن	eocen
چیبا	chiba
باربادوس	barbados
بلیک	blake
انفجاری	explozia
انفجاری	explozie
انفجاری	explozibil
انفجاری	exploziva
انفجاری	explozive
انفجاری	exploziv
انفجاری	detonarea
انفجاری	detonare
گیت	gate
گیت	poarta
گیت	poarta
گیت	git
گیت	gates
گیت	portile
گیت	porti
گیت	porti
عرف	mores
انتحاری	sinuciderea
انتحاری	sinucidere
انتحاری	suicid
اوکراینی	ucrainean
اوکراینی	ucraineana
قلمروی	teritoriu
قلمروی	teritoriul
ترانزیستور	pnp
ترانزیستور	tranzistor
سیریلیک	chirilic
امتناع	refuzul
امتناع	refuz
امتناع	refuzand
بازل	basel
مهمانی	party
مهمانی	petrecere
مهمانی	partid
مهمانی	festin
مهمانی	sarbatoare
مهمانی	banchet
مهمانی	banchetul
رویت	intoarce
دیلم	ranga
دیلم	ranga
پیشانی	fruntea
پیشانی	frunte
کاسپین	caspica
قلع	tinichea
قلع	tin
قلع	staniu
قلع	tabla
بگو	spune
آزاده	libera
آزاده	liber
آزاده	liberi
آزاده	free
آزاده	gratuit
پدران	stramosii
متین	metamfetamina
متین	metin
حیفا	haifa
داغستان	daghestan
کاناگاوا	kanagawa
پگاه	early
پگاه	timpuriu
پگاه	devreme
توفان	taifun
توفان	furtuna
توفان	furtuna
توفان	storm
قطعا	categoric
اژدهای	balaur
اژدهای	dragonul
اژدهای	dragon
یاسر	yasser
بالتیمور	baltimore
ملوک	maluku
اولاً	ula
تسهیلات	utilitare
نژادپرستی	rasismul
نژادپرستی	rasismului
نژادپرستی	rasism
اینتل	intel
استرس	stres
استرس	stress
استرس	stresul
استرس	stresat
استرس	subliniat
ناب	spumante
ناب	pura
ناب	pura
ناب	pure
ناب	pur
مفسر	interpret
مفسر	comentator
آندرا	andrea
آندرا	andreea
آندرا	andhra
نادو	nadu
مطبوع	cimbru
مطبوع	balsam
بلخی	balkhi
متعارف	conventionale
متعارف	conventional
متعارف	canonice
منار	minar
بیهوده	zadar
بیهوده	vanitate
بیهوده	vanitatea
بیضی	oval
بیضی	elipsa
بیضی	eliptice
کمرنگ	palid
کمرنگ	palida
اور	orr
کلسترول	colesterol
کلسترول	colesterolul
کلسترول	colesterolului
مدفوع	fecale
مدفوع	scaun
پسته	fistic
هلیکوپتر	elicopter
هلیکوپتر	elicopterul
هلیکوپتر	helo
هلیکوپتر	elicopter
شیوا	shiva
یونی	ion
یونی	ioane
گلو	gat
گلو	gat
گلو	gatul
سریالی	serial
ندیده	vazute
ندیده	vazut
ندیده	vazut
