और	un
बल	spēks
भाई	brāl
भाई	brālim
भाई	brālis
भाई	brāli
तहत	zem
उपचार	terapija
उपचार	ārstēšana
उपचार	apstrāde
केन्द्र	centrs
केन्द्र	centrā
केन्द्र	centrs
केन्द्र	centrā
केन्द्र	centra
अवस्था	valsts
अवस्था	štats
लागू	piemēro
लागू	piemērotās
लागू	piemēro
लागू	piemērot
लागू	pielietot
लागू	piemēro
लागू	piemērojama
लागू	piemērojams
निजी	personiska
निजी	personīgie
निजी	personīgais
निजी	personīgā
निजी	personīga
निजी	privāti
निजी	privāta
निजी	privātie
निजी	private
निजी	privātais
निजी	privāts
निर्णय	spriedums
निर्णय	sprieduma
निर्णय	spriedums
निर्णय	spriedumu
निर्णय	lēmums
निर्णय	lēmumi
निर्णय	lēmumus
जॉन	džons
मिला	atrasta
मिला	atrastas
मिला	atrasts
मिला	saņēmu
मिला	mila
घंटे	stundas
घंटे	stundām
वंश	dinastija
प्रारंभिक	sākotnējā
प्रारंभिक	sākotnējais
प्रारंभिक	iepriekšēja
मुक्त	bezmaksas
मुक्त	brīva
मुक्त	free
मुक्त	brīvs
बल्कि	drīzāk
परन्तु	bet
परन्तु	taču
मनुष्य	cilvēks
मनुष्य	cilvēka
मनुष्य	cilvēku
मनुष्य	cilvēks
मनुष्य	vīrietis
मनुष्य	vecīt
उपकरण	instruments
उपकरण	rīks
उपकरण	ierīces
उपकरण	iekārtas
उपकरण	inventārs
उपकरण	aprīkojums
उपकरण	iekārta
उपकरण	ierīces
उपकरण	ierīce
उपकरण	rīki
उपकरण	instrumenti
उपकरण	darbarīki
विक्रम	vikram
उपन्यास	romāns
नेपाल	nepālas
नेपाल	nepālā
ऑफिस	birojs
ऑफिस	biroja
ऑफिस	biroju
बदलाव	pārvērtības
बदलाव	mainīt
बदलाव	maiņa
बदलाव	izmaiņas
बदलाव	pārmaiņas
अनुमति	atļaujas
अनुमति	atļauti
अनुमति	atļauta
अनुमति	atļauts
अनुमति	atļautas
अनुमति	atļauja
नीति	politika
नीति	politikā
नीति	politikas
हवाई	havajiešu
हवाई	havaju
गांव	ciema
गांव	ciemata
गांव	ciems
गांव	ciematu
गांव	ciemu
गांव	ciemats
वापस	muguru
वापस	atpakaļ
वापस	mugura
यूरोपीय	eiropa
यूरोपीय	europe
यूरोपीय	eiropas
यूरोपीय	eiropietis
साधारण	vienkārši
साधारण	vienkāršs
साधारण	vienkārša
साधारण	vienkāršas
साधारण	vienkāršā
साधारण	vispārējā
साधारण	vispārējais
साधारण	vispārīgi
साधारण	vispārēji
देखने	skatīšanās
पंजाब	pendžabas
दक्षिणी	dienvidu
दक्षिणी	dienvidu
दक्षिणी	dienvidos
दक्षिणी	dienvidi
बैंड	josla
बैंड	joslas
नया	jauna
नया	jaunums
नया	jauni
नया	jauns
नया	jaunais
नया	jaunas
नया	jaunāks
नया	jaunākas
पर्वत	kalns
पर्वत	kalnu
सूर्य	saule
सूर्य	sun
सूर्य	saulē
सूर्य	saules
अनुवाद	tulkošana
अनुवाद	tulkojums
अनुवाद	tulko
अनुवाद	iztulkot
अनुवाद	pārtulkot
अनुवाद	tulkot
अनुवाद	tulkojumi
समुदाय	kopienas
समुदाय	kopienu
समुदाय	kopienas
समुदाय	kopiena
मान	vērtības
मान	vērtība
स्वतंत्र	neatkarīgais
स्वतंत्र	neatkarīgi
स्वतंत्र	neatkarīga
स्वतंत्र	neatkarīgs
स्वतंत्र	neatkarīgas
टीवी	televizors
टीवी	televīzijas
टीवी	televīzija
हाल	nesenā
हाल	nesen
चला	darbināt
चला	skrien
चला	palaist
कथा	stāstījuma
पक्ष	pusē
पक्ष	side
दृश्य	viedokļi
दृश्य	viedoklis
दृश्य	uzskati
दृश्य	skati
दृश्य	skatuves
दृश्य	skatuve
दृश्य	redzams
दृश्य	pamanāma
दृश्य	redzami
दृश्य	redzamais
दृश्य	redzama
दृश्य	skats
दृश्य	apskatīt
भोजन	virtuve
भोजन	pārtika
भोजन	ēdiens
भोजन	pārtika
भोजन	vakariņas
भोजन	maltītes
भोजन	ēdiens
भोजन	ēdienreizes
भोजन	milti
भोजन	maltīte
मॉडल	modeļus
मॉडल	modeļi
मॉडल	paraugi
मॉडल	modeles
मॉडल	modelis
मॉडल	model
मॉडल	modele
मॉडल	paraugs
मुंबई	mumbaja
आयोजित	turēti
आयोजित	turēts
आयोजित	turētas
प्रकाशन	publicēšanu
प्रकाशन	publicēšana
प्रकाशन	izdošana
प्रकाशन	publikācija
प्रकाशन	publicēšana
प्रकाशन	publikācija
प्रकाशन	publicēšanas
प्रांत	province
प्रांत	ils
अतः	tāpēc
अतः	tādēļ
मिलियन	milānas
मिलियन	milāna
मिलियन	miljons
मिलियन	miljoni
मिलियन	miljonos
मिलियन	miljoniem
मिलियन	miljoni
पांच	piecus
पांच	piecas
पांच	pieciem
पांच	pieci
संचालित	darbina
संचालित	ekspluatē
संचालित	darbina
उससे	viņam
उससे	viņu
वहां	tur
विधानसभा	montāža
विधानसभा	asamblejas
विधानसभा	asambleja
मन	prātā
मन	prāta
मन	prātu
मन	prāts
मन	mann
ऑस्ट्रेलिया	austrālija
उम्र	vecums
सागर	jūra
सक्रिय	aktivizēta
सक्रिय	ieslēgts
सक्रिय	ieslēgti
सक्रिय	aktivizēts
सक्रिय	ieslēgta
सक्रिय	ļāva
सक्रिय	īpašvārds
सक्रिय	aktīvais
सक्रिय	aktīvs
सक्रिय	aktīvi
सक्रिय	aktīva
सक्रिय	aktīvā
आया	aya
आया	atnācu
आया	atnāca
निश्चित	drošs
निश्चित	pārliecināts
अभिनेत्री	aktrise
छोड़	izlaist
छोड़	atstāt
छोड़	atvaļinājumu
छोड़	atvaļinājums
छोड़	atvaļinājuma
कृपया	lūdzu
कृपया	ludzu
जर्मनी	vācijas
जर्मनी	vācietis
जर्मनी	vācu
जर्मनी	vācijas
जर्मनी	vācija
जर्मनी	vācijā
हासिल	sasniegti
हासिल	sasniegta
हासिल	sasniegts
लंदन	londona
लंदन	londonā
लंदन	london
जापान	japāna
वस्तु	postenis
वस्तु	materiāli
वस्तु	materiāls
वस्तु	objekts
वस्तु	iebilst
वस्तु	objekti
वस्तु	priekšmeti
स्वरूप	formāts
जीत	win
जीत	laimē
जीत	uzvarēt
जीत	uzvar
जीत	uzvaras
जीत	uzvarēs
अध्यक्ष	prezidents
अध्यक्ष	priekšsēdētāja
अध्यक्ष	priekšsēdētājs
अध्यक्ष	runātājs
अध्यक्ष	runātāja
अध्यक्ष	priekšsēdētāja
अध्यक्ष	priekšsēdētājs
राज्यों	valstis
मामले	lietas
मामले	gadījumi
मामले	korpusi
मामले	gadījumos
विजेता	ieguvējs
विजेता	uzvarētājs
विजेता	uzvarētāja
विजेता	ieguvēji
विजेता	uzvarētājus
विजेता	uzvarētāji
बाजार	bazaar
बाजार	tirgus
बाजार	tirgi
बाजार	tirgus
बाजार	tirgū
लीग	līgas
लीग	līga
लीग	līgās
कविता	dzejolis
कविता	dzeja
कविता	dzejas
तरफ	pusē
तरफ	side
दिसंबर	decembrī
दिसंबर	decembris
दिसंबर	decembra
दिसंबर	decembrim
दिसंबर	decembris
दिसंबर	dec
खान	khan
वास्तविक	reāli
वास्तविक	īstais
वास्तविक	īsta
वास्तविक	reālā
वास्तविक	reālās
वास्तविक	īstas
वास्तविक	faktiskās
वास्तविक	faktiskie
वास्तविक	faktiskais
वास्तविक	faktiskā
वास्तविक	īsta
वास्तविक	patiesu
वास्तविक	īstas
वास्तविक	patiesas
इलाहाबाद	allahābāda
चैनल	kanāli
चैनल	chanel
चैनल	kanāls
उत्पाद	produkta
उत्पाद	izstrādājums
उत्पाद	produkts
उत्पाद	ražojums
उत्पाद	izstrādājumi
उत्पाद	produkti
उत्पाद	ražojumi
राज	raj
सात	septiņi
सात	septiņas
सात	vii
आरंभ	sākt
आरंभ	palaist
आरंभ	sākums
आरंभ	starts
आरंभ	palaižot
आरंभ	palaišana
आरंभ	palaišanas
योग्य	kvalificēts
योग्य	kvalificētu
योग्य	kvalificēta
योग्य	kvalificēti
समुद्र	jūrās
समुद्र	jūrām
समुद्र	jūru
समुद्र	jūra
प्रारंभ	sākts
प्रारंभ	sākta
प्रारंभ	sākās
प्रारंभ	sākt
प्रारंभ	palaist
प्रारंभ	sākums
प्रारंभ	starts
प्रारंभ	palaižot
प्रारंभ	palaišana
प्रारंभ	palaišanas
प्रारंभ	ierauga
प्रारंभ	starta
समाचार	jaunumi
समाचार	ziņas
समस्या	problēmu
समस्या	problēma
समस्या	problēmas
समस्या	emitēt
समस्या	izdot
वीडियो	video
वीडियो	video
नही	nav
नही	ne
वन	meža
वन	meži
वन	mežs
मत	balsis
संभव	iespējamie
संभव	iespējams
संभव	iespējamā
संभव	iespējama
नेटवर्क	tīkls
नेटवर्क	tīkla
नेटवर्क	tīkli
बौद्ध	budistu
घटना	starpgadījums
घटना	incidentu
घटना	incidents
घटना	negadījums
घटना	atgadījums
घटना	notikums
घटना	fenomens
घटना	parādība
प्रकृति	nauru
प्रकृति	jaukt
प्रकृति	daba
प्रकृति	raksturs
प्रकृति	dabu
मूल्य	cenas
मूल्य	cena
मूल्य	cenu
मूल्य	vērtība
रोचक	interesanti
रोचक	interesants
रोचक	interesantas
रोचक	interesanta
क्लब	klubā
क्लब	club
क्लब	klubs
क्लब	kluba
क्लब	klubi
क्लब	klubiem
क्लब	klubos
समिति	komiteju
समिति	komiteja
सर्वाधिक	vairums
सर्वाधिक	visvairāk
अरब	arābija
अरब	arābu
अरब	miljardos
अरब	miljardi
अरब	miljards
राजनीति	politika
राजनीति	politikā
चरण	step
चरण	posms
चरण	soli
चरण	solis
चरण	posmi
चरण	stadijas
चरण	posmiem
चरण	posmus
चरण	pakāpieni
चरण	soļi
चरण	posmi
चरण	posms
चरण	stadija
नाटक	drāma
विरोध	protestus
विरोध	protesti
विरोध	protestu
विरोध	protests
विरोध	kontrasts
विरोध	opozīcijas
विरोध	iebildumi
विरोध	opozīcija
विरोध	konflikti
विरोध	konflikts
विरोध	konflikti
ज्ञात	zināma
ज्ञात	zināmi
ज्ञात	zināms
ज्ञात	pazīstama
नेतृत्व	vadība
अंतर	starpība
अंतर	atšķirība
अंतर	plaisu
अंतर	llp
अनुभव	pieredzes
अनुभव	pieredze
अनुभव	pieredzes
संरचना	struktūra
संरचना	uzbūve
संरचना	tekstūras
संरचना	konsistence
संरचना	sastāvs
निर्धारित	noteiktais
कैलेंडर	kalendārs
कैलेंडर	kalendāra
कैलेंडर	kalendārā
सीमित	ierobežot
सीमित	ierobežots
सीमित	limited
सीमित	ierobežota
सीमित	ierobežoti
सीमित	šaura
सीमित	šauri
सीमित	šauras
सीमित	šaurs
पत्रिका	žurnāls
पत्रिका	magazine
पत्रिका	dienasgrāmata
तेल	eļļa
तेल	eļļas
तेल	nafta
काव्य	friendship
काव्य	dzeja
काव्य	dzejas
छोटा	mazas
छोटा	mazās
छोटा	mazie
छोटा	maza
छोटा	mazs
छोटा	maz
छोटा	maza
छोटा	mazais
छोटा	īsa
छोटा	īsais
छोटा	īsā
छोटा	īsi
छोटा	īss
छोटा	sīkā
छोटा	sīkās
छोटा	sīka
संपादन	labot
संपादन	rediģēt
संपादन	edits
संपादन	rediģēšanas
संपादन	redaktoriem
औसत	vidējais
औसत	vidēji
औसत	vidējā
औसत	vidējais
अफ्रीका	āfrika
विश्वास	uzticēties
विश्वास	uzticēšanās
विश्वास	uzticība
विश्वास	uzticību
विश्वास	ticu
विश्वास	ticība
विश्वास	ticībā
विश्वास	ticību
विश्वास	uzticību
विश्वास	pārliecība
विश्वास	uzticība
विश्वास	uzticēšanās
विश्वास	noticēt
विश्वास	tici
विश्वास	ticu
रक्षा	aizsargātu
रक्षा	sargāt
रक्षा	pasargāt
रक्षा	aizsargāt
रक्षा	aizstāvība
रक्षा	aizsardzība
रक्षा	aizstāvība
रक्षा	aizsardzība
रक्षा	aizsardzības
जर्मन	vācijas
जर्मन	vācietis
जर्मन	vācu
विपरीत	reversā
विपरीत	atpakaļgaitā
विपरीत	reversās
विपरीत	pretējā
विपरीत	pretēja
विपरीत	pretim
खुद	pats
खुद	pats
खुद	paša
खुद	pašu
निर्माता	ražotāji
निर्माता	izgatavotājs
निर्माता	ražotājs
निर्माता	ražotājs
निर्माता	radītāju
निर्माता	radītājs
निर्माता	radītāja
प्रतियोगिता	konkurence
प्रतियोगिता	konkurss
विद्युत	elektroenerģija
विद्युत	elektrība
विद्युत	elektriskas
विद्युत	elektriskie
विद्युत	elektrisko
विद्युत	elektriskās
विद्युत	elektriskais
विद्युत	elektriskās
विद्युत	elektriskie
विद्युत	elektriskā
विद्युत	elektrisko
वायु	vēju
वायु	vēja
वायु	vējš
वायु	gaiss
निर्भर	atkarīgs
निर्भर	atkarīga
निर्भर	atkarīgas
निर्भर	atkarīgi
निर्भर	kontingenta
आसपास	netālu
आसपास	tuvumā
अधिनियम	akts
अधिनियम	act
अधिनियम	rīkoties
लिखे	rakstīt
लिखे	rakstiet
रूस	krievija
विजय	uzvara
विजय	uzvaras
बस	bus
बस	autobuss
बस	vienkārši
बस	tikai
गुरु	guru
महाराष्ट्र	mahārāštras
महिलाओं	dāmas
महिलाओं	dāmām
महिलाओं	mātītes
महिलाओं	sievietes
हमारे	mūsu
फ्रांस	franciju
फ्रांस	francijā
फ्रांस	francija
फ्रांस	france
धारा	pašreizējais
धारा	pašreizējo
धारा	pašreizējie
धारा	strāva
धारा	pašreizējā
धारा	iedaļa
धारा	sadaļa
धारा	sekcija
धारा	straumes
धारा	straume
धारा	stream
प्रेम	mīlestība
प्रेम	mīli
प्रेम	love
प्रेम	mīla
प्रेम	mīlu
इंजन	dzinējs
इंजन	motors
इंजन	motora
इंजन	motoriem
इंजन	dzinējiem
इंजन	motori
इंजन	dzinēji
आंदोलन	uzbudinājums
आंदोलन	satraukums
आंदोलन	kustība
आंदोलन	kustību
अंतरराष्ट्रीय	international
अंतरराष्ट्रीय	starptautiskā
अंतरराष्ट्रीय	starptautiski
कृष्णा	krišna
अभिनय	darbošanās
अभिनय	rīkojoties
सफलता	veiksme
सफलता	veiksmes
सफलता	panākumi
सफलता	veiksmīgi
सफलता	panākumus
सफलता	veiksmīga
विधान	likumdošanas
विधान	likumdošana
रासायनिक	ķīmiskais
रासायनिक	ķīmiskā
कृष्ण	krišna
चलता	pastaigas
डॉलर	dolāros
डॉलर	dolārus
डॉलर	dolāri
डॉलर	dolāru
डॉलर	dolārs
डॉलर	dolāra
बच्चे	bērni
बच्चे	bērns
मन्दिर	templi
पर्याप्त	pietiek
पर्याप्त	pietiekami
पर्याप्त	pietiks
मसीह	kristus
मसीह	kristu
पूजा	dievkalpojumu
भारी	smags
भारी	smagas
भारी	smaga
भारी	smagais
भारी	smagi
भारी	smago
पत्नी	sievas
पत्नी	sieva
मान्यता	atzīšana
मान्यता	atzinība
इंडिया	indija
इंडिया	indijā
इंडिया	indijas
कप	kauss
अत्यंत	milzīga
अत्यंत	ārkārtīgi
तरीके	veidi
उचित	godīgi
उचित	taisnīgs
उचित	taisnīgi
उचित	taisnīga
उचित	godīgu
उचित	godīgs
उचित	piemērota
उचित	piemērotas
उचित	atbilstoša
उचित	piemēroti
उचित	piemērots
उचित	saprātīgas
उचित	saprātīgs
उचित	saprātīgi
उचित	saprātīga
उचित	pienācīga
सड़क	iela
सड़क	autoceļš
सड़क	ceļš
रात	nakts
रात	naktī
रात	nakti
विदेशी	aizjūras
विदेशी	ārvalstu
विदेशी	ārzemju
कोशिश	mēģini
कोशिश	pamēģini
कोशिश	mēģināt
सूत्र	formula
सूत्र	formulas
सूत्र	sūtra
जीव	radījumi
जीव	organisms
डिग्री	grādus
डिग्री	grādi
डिग्री	grādu
डिग्री	grāds
जिनके	kuru
जिनके	kura
बाल	apmatojums
बाल	matus
बाल	matiem
बाल	mati
बाल	bal
झील	ezera
झील	ezers
मामलों	lietas
मामलों	gadījumi
मामलों	korpusi
मामलों	gadījumos
ना	naa
स्वामी	īpašniece
स्वामी	īpašnieks
स्वामी	svami
स्वामी	īpašnieki
सिर्फ	tikai
सिर्फ	tikai
कश्मीर	kašmiras
सुविधा	motīvs
सुविधा	īpašība
पिछले	iepriekšējā
पिछले	iepriekšējais
पिछले	iepriekšējās
पिछले	iepriekšējie
आयु	vecums
प्रचार	paaugstināšana
प्रचार	veicināšana
प्रचार	popularizēšana
प्रचार	veicināšanas
प्रचार	veicināt
प्रचार	veicinātu
प्रचार	popularizēt
प्रचार	propaganda
प्रचार	propagandas
प्रशिक्षण	apmācības
प्रशिक्षण	apmācību
प्रशिक्षण	mācības
प्रशिक्षण	mācību
प्रशिक्षण	apmācība
फ़रवरी	februārī
फ़रवरी	februāra
फ़रवरी	februāris
फ़रवरी	februāra
फ़रवरी	feb
उल्लेखनीय	ievērojamo
उल्लेखनीय	zīmīgi
उल्लेखनीय	ievērojams
रेडियो	radio
डिजाइन	dizaina
डिजाइन	dizains
डिजाइन	projektēšana
डिजाइन	konstrukcija
कंप्यूटर	datoram
कंप्यूटर	datoru
कंप्यूटर	dators
कंप्यूटर	datoriem
कंप्यूटर	datorus
कंप्यूटर	datori
मंत्री	ministre
मंत्री	ministrs
मंत्री	ministra
मंत्री	ministriem
मंत्री	ministri
सम्बन्ध	saistība
सम्बन्ध	attiecības
आबादी	apdzīvota
आबादी	populācija
आबादी	iedzīvotāji
तत्व	elementi
तत्व	elementa
तत्व	elements
तत्व	elementam
तत्व	elementā
दस	desmit
दस	ten
भौतिक	fiziskais
भौतिक	fiziskās
भौतिक	fiziskie
भौतिक	fiziski
भौतिक	fiziska
भौतिक	fiziskā
जिन	dzjiņ
जिन	džins
आपको	tu
आपको	tevi
आपको	jums
आपको	tev
आपको	jūs
सहयोग	sadarbība
सहयोग	sadarbības
सहयोग	sadarbība
गैस	gāze
गैस	gāzes
वी	wii
राय	atzinums
राय	rai
राय	viedokļi
राय	atzinumi
राय	atzinumus
कनाडा	kanāda
व्यक्तियों	personām
व्यक्तियों	personas
विश्लेषण	iedalījums
विश्लेषण	sadalījums
विश्लेषण	dalījums
विश्लेषण	dalījumi
विश्लेषण	dalījums
विश्लेषण	analīzes
विश्लेषण	analīzi
विश्लेषण	analīze
विश्लेषण	analytics
विश्लेषण	analītiķi
लक्ष्य	mērķi
लक्ष्य	mērķis
लक्ष्य	mērķa
लक्ष्य	target
लक्ष्य	mērķis
लक्ष्य	mērķi
लक्ष्य	mērķus
शासक	valdnieks
न्यायालय	tiesa
न्यायालय	palāta
तमिल	tamilu
अधिकतर	pārsvarā
अधिकतर	galvenokārt
अधिकतर	lielākoties
मीडिया	media
मीडिया	mediji
मीडिया	mediju
जूलियन	julian
पार्क	park
पार्क	parkā
पार्क	parka
पार्क	parks
पार्क	parkos
पार्क	parki
अधिकारी	amatpersona
अधिकारी	ierēdnis
अधिकारी	amatpersona
अधिकारी	virsnieks
अधिकारी	virsnieka
अधिकारी	virsnieki
अधिकारी	amatpersonas
अधिकारी	virsnieku
मिट्टी	mālu
मिट्टी	māla
मिट्टी	dubļi
तंत्र	sistēmu
तंत्र	sistēma
तंत्र	sistēmas
सितम्बर	septembris
सितम्बर	septembrī
सितम्बर	septembri
सितम्बर	sep
सप्ताह	nedēļa
सप्ताह	nedēļā
सप्ताह	nedēļu
सप्ताह	nedēļas
सप्ताह	nedēļām
सप्ताह	nedēļās
निकट	tuvu
निकट	netālu
क्रम	pasūtījums
क्रम	kārtība
क्रम	pasūtīt
क्रम	rīkojums
क्रम	secība
क्रम	sekvence
क्रम	secība
बनने	kļūstot
भवन	ēkas
भवन	ēka
भवन	ēkas
भवन	celtnes
मिली	atrasta
मिली	atrastas
मिली	atrasts
मिली	saņēmu
ग्राम	gramos
ग्राम	gramus
ग्राम	grami
ग्राम	gramu
शायद	varbūt
शायद	varbūt
देख	redz
देख	skatīt
लिंक	saikne
लिंक	saite
लिंक	saites
लिंक	links
पाँच	piecus
पाँच	piecas
पाँच	pieciem
पाँच	pieci
निर्देशक	direktora
निर्देशक	direktors
निर्देशक	direktore
निर्देशक	režisors
लक्षण	simptomi
लक्षण	simptoms
लक्षण	pazīmes
लक्षण	zīmes
संपर्क	saskarē
संपर्क	sazināties
संपर्क	kontakti
संपर्क	kontakts
संपर्क	kontakti
संपर्क	kontaktus
वित्तीय	finansiālā
वित्तीय	finansiālais
वित्तीय	finansiāls
वित्तीय	finanšu
गंगा	ganga
महीने	mēnešus
महीने	mēnešiem
महीने	mēneši
महीने	mēnesis
महीने	mēnesi
सुरक्षित	aizsargāta
सुरक्षित	aizsargāti
सुरक्षित	aizsargāts
सुरक्षित	aizsargātas
सुरक्षित	drošu
सुरक्षित	drošs
सुरक्षित	droši
सुरक्षित	droša
सुरक्षित	drošībā
सुरक्षित	rezervēts
सुरक्षित	rezervēta
सुरक्षित	rezervēti
सुरक्षित	rezervētas
सुरक्षित	drošas
सुरक्षित	drošs
सुरक्षित	droša
पर्यावरण	vide
लगातार	nepārtrauktu
लगातार	nepārtraukts
लगातार	nepārtrauktā
लगातार	nepārtraukti
लगातार	pastāvīgi
लगातार	nepārtraukti
पद्म	padma
अत्यधिक	smagākas
अत्यधिक	smagāku
अत्यधिक	smagāks
अत्यधिक	smagāka
अत्यधिक	ārkārtīgi
भूगोल	ģeometrija
भूगोल	ģeogrāfija
बेहतर	labāku
बेहतर	labāka
बेहतर	labāk
बेहतर	labāki
बेहतर	labāks
मुख्यालय	mītnes
मुख्यालय	mītne
मुख्यालय	mītne
लिपि	alfabēts
लिपि	skriptu
लिपि	skripts
एल्बम	albuma
एल्बम	albums
एल्बम	albumu
एल्बम	albumus
धन	naudu
धन	nauda
धन	naudas
सॉफ्टवेयर	programmatūru
सॉफ्टवेयर	programmatūra
सॉफ्टवेयर	programmatūrai
सॉफ्टवेयर	programmatūras
योग	sum
योग	summa
योग	joga
योग	kopsummas
गुजरात	gudžaratas
शीर्ष	top
शीर्ष	tops
शीर्ष	augšējā
शीर्ष	augšējais
संस्था	iestāde
संस्था	institūcija
औद्योगिक	rūpnieciskais
औद्योगिक	rūpniecības
औद्योगिक	rūpnieciskie
औद्योगिक	rūpnieciska
प्रधान	priekšnieks
नेता	vadītājs
नेता	vadonis
नेता	līderi
नेता	leader
नेता	līderis
नेता	vadītāji
नेता	līderi
संविधान	konstitūcija
संविधान	konstitūcijas
संविधान	konstitūcijā
अनुमान	aplēses
शीर्षक	virsraksts
शीर्षक	virsraksts
शीर्षक	virsraksti
शीर्षक	galvenes
शीर्षक	virsraksts
शीर्षक	tituls
अवसर	iespēja
अवसर	izdevība
अवसर	iespēja
अवसर	iespējas
अंक	cipariem
अंक	cipari
अंक	score
अंक	punkti
अंक	punktus
अंक	punkti
शोध	pētījumi
शोध	pētniecības
शोध	pētniecība
शोध	izpēte
स्पेन	spānija
गांधी	gandijs
हमेशा	vienmēr
जोखिम	risks
जोखिम	bīstamība
जोखिम	apdraudējums
जोखिम	bīstamības
तापमान	temperatūras
तापमान	temperatūra
तापमान	termometru
शाखा	filiāles
शाखा	zarus
शाखा	zars
शाखा	zaru
शाखा	filiāle
शाखा	zara
इत्यादि	etc
इत्यादि	utt
प्रतीक	simbolus
प्रतीक	simboli
प्रतीक	simbols
प्रतीक	ikonu
प्रतीक	ikona
प्रतीक	ikonas
प्रतीक	emblēmas
प्रतीक	ikonas
संदर्भ	rekomendācijas
संदर्भ	atsauces
संदर्भ	ref
संदर्भ	atsauces
संदर्भ	atsauce
संदर्भ	konteksts
संदर्भ	konteksta
आयोजन	organizēt
करीब	tuvāka
करीब	tuvāk
करीब	aizvērt
करीब	tuvu
चक्र	ritenis
चक्र	cikli
चक्र	cikls
प्राथमिक	primārās
प्राथमिक	primāra
प्राथमिक	primārie
प्राथमिक	primārā
प्राथमिक	primārais
प्राथमिक	iepriekšēja
गुण	atribūtu
गुण	piedēvēt
गुण	atribūta
गुण	atribūts
गुण	raksturlielums
गुण	īpašums
गुण	īpašība
गुण	īpašības
गुण	atribūti
गुण	raksturlielumi
ग्रह	planēta
ग्रह	planētas
ग्रह	planētu
ग्रह	planētas
महल	pils
महल	pilij
महल	palace
सिद्ध	pierādīts
सिद्ध	pierādīta
बजाय	drīzāk
निधन	nāve
निधन	nāves
निधन	aiziešana
बराबर	vienlīdz
बराबर	vienādi
बराबर	vienāda
बराबर	vienāds
बराबर	vienlīdzīga
बराबर	vienlīdzīgi
बराबर	līdzvērtīgs
बराबर	vienāda
बराबर	vienāds
मिनट	minūtes
मिनट	protokols
मिनट	protokoli
मिनट	minūte
मिनट	minūti
मिनट	min
फिल्मों	filmas
फिल्मों	kino
व्यवसाय	uzņēmumi
व्यवसाय	profesija
व्यवसाय	bizness
व्यवसाय	uzņēmējdarbība
बनाई	pārbūvēts
संरक्षण	saglabāšanās
संरक्षण	saglabāšanas
संरक्षण	saglabāšana
संरक्षण	saglabāšanu
संरक्षण	saglabāšana
संरक्षण	aizsardzība
शो	rādīt
शो	parādīt
प्रस्ताव	priekšlikums
प्रस्ताव	ierosinājumi
प्रस्ताव	priekšlikumi
प्रस्ताव	piedāvājums
रिपोर्ट	ziņot
रिपोर्ट	ziņojums
रिपोर्ट	pārskati
रिपोर्ट	ziņojumi
अंग	orgānu
अंग	orgāns
हिस्से	daļa
हिस्से	frakcija
मुस्लिम	musulmaņi
मुस्लिम	musulmaņu
रिकॉर्ड	rekords
रिकॉर्ड	ieraksts
रिकॉर्ड	uzskaite
रिकॉर्ड	ieraksti
रिकॉर्ड	pieraksti
सरल	vienkārši
सरल	vienkāršs
सरल	vienkārša
सरल	vienkāršas
सरल	vienkāršā
धातु	metāla
धातु	metāls
धातु	metāli
परिषद	padomes
परिषद	padome
परिषद	padomi
परिषद	konfederācija
परिषद	konfederāciju
शारीरिक	fiziskais
शारीरिक	fiziskās
शारीरिक	fiziskie
शारीरिक	fiziski
शारीरिक	fiziska
शारीरिक	fiziskā
संघर्ष	cīņa
संघर्ष	konflikts
संघर्ष	konflikti
तकनीक	tech
तकनीक	tehnika
तकनीक	paņēmiens
तकनीक	tehnoloģija
तकनीक	tehnoloģiju
तकनीक	tehnoloģijas
तकनीक	paņēmieni
फल	augļi
फल	auglis
फल	augļus
फल	augļi
कैसे	kā
प्रकट	atklāt
प्रकट	atklāj
कार्बनिक	organisko
कार्बनिक	organiskie
शाह	shah
विवरण	apraksts
विवरण	detaļas
विवरण	detalizēta
विवरण	sīki
विवरण	detalizēti
शादी	laulība
शादी	laulībā
शादी	laulību
शादी	laulības
शादी	kāzas
शादी	kāzām
शादी	kāzu
उप	apakš
पात्र	tvertne
पात्र	konteiners
पात्र	konteinera
वेब	web
वेब	tīmekļa
संसद	parlaments
सन्दर्भ	rekomendācijas
सन्दर्भ	atsauces
सन्दर्भ	atsauces
सन्दर्भ	atsauce
सन्दर्भ	konteksts
सन्दर्भ	konteksta
चेन्नई	čennai
परमाणु	kodolenerģijas
परमाणु	kodolenerģija
परमाणु	molekulā
परमाणु	molekulas
परमाणु	molekulu
परमाणु	atoms
आक्रमण	iebrukums
आक्रमण	uzbrukums
आक्रमण	uzbrukumu
आक्रमण	uzbrukt
आक्रमण	uzbrukumā
कार	auto
कार	automašīna
कार	automobilis
कार	mašīna
कार	automašīnas
कार	cars
कार	automobiļi
कार	automašīnām
केरल	kerala
जांच	zonde
जांच	zondes
जांच	izskatīt
जांच	izmeklēšana
जांच	izmeklēšanā
जांच	testa
जांच	tests
जांच	pārbaude
पत्थर	akmens
आठ	astoņas
आठ	astoņi
आठ	astoņus
आठ	astoņiem
विषयों	temati
विषयों	tēmas
टेनिस	tenisa
पारंपरिक	tradicionāls
पारंपरिक	tradicionālie
पारंपरिक	tradicionālais
पारंपरिक	tradicionālā
पारंपरिक	tradicionālo
पारंपरिक	tradicionāli
