les	the
colonel	pukovnik
longtemps	dugi
longtemps	dug
longtemps	dugu
longtemps	long
longtemps	dugo
congrès	kongres
chinois	kineski
frédéric	friedrich
frédéric	frédéric
frédéric	fridrik
frédéric	frederick
frédéric	frederik
frédéric	frederic
soleil	sunce
soleil	sunce
utilisateur	korisnički
utilisateur	korisnik
allemands	njemački
allemands	nijemci
moscou	moskva
sportif	sport
amis	prijatelji
amis	friends
amis	prijatelj
amis	drug
lnh	nhl
peinture	slikarstvo
légion	legija
légion	legiji
légion	legije
légion	légion
figure	figura
figure	cifra
figure	figure
figure	umjetničko
mexique	meksiko
limite	ograničavaju
limite	ograničenje
dernières	last
dernières	poslednji
dernières	poslednja
dernières	posljednja
dernières	zadnja
dernières	posljednji
dernières	najnoviji
dernières	najnovija
dernières	najnovije
cinquième	petom
cinquième	peta
cinquième	peto
cinquième	peti
gens	narod
guitare	gitara
liberté	sloboda
liberté	liberté
liberté	sloboda
html	html
contenu	sadržaj
contenu	sadržaja
contenu	sadržaj
star	zvijezda
fête	festival
fête	stranka
fête	partija
photo	foto
photo	fotografija
photo	slika
canal	kanal
canal	kanal
canal	kanalu
canal	channel
vincent	vincent
jouer	play
jouer	igrati
jouer	igraju
jouer	sviranje
jouer	igraju
jouer	playing
jules	jules
jules	julije
précédente	prethodna
précédente	prethodnim
précédente	prethodni
précédente	prethodno
précédente	prethodnom
précédente	prethodne
polonais	poljski
polonais	poljaci
polonais	pol
analyse	analiza
noire	noire
noire	crni
noire	crna
recherches	pretresa
recherches	pretrage
recherches	potraga
recherches	pretraga
recherches	istraživanje
recherches	istraživanja
côtés	strane
offre	ponude
offre	nudi
offre	ponuda
sauf	osim
frontière	granica
frontière	granica
max	max
américains	američki
américains	amerikanac
américains	amerikanaca
américains	amerikanci
existence	postojanja
existence	postojanje
indépendance	nezavisnost
eaux	voda
eaux	vodama
love	ljubav
uniquement	samo
entière	cijelobrojni
résistance	snage
résistance	snaga
résistance	otpor
dessous	ispod
smith	smith
caractère	karaktera
caractère	karakter
caractère	lik
contient	sadrži
bleu	plava
bleu	bleu
asie	azija
jack	jack
classé	ocijenjeno
classé	ocijenio
classé	klasificirane
classé	klasifikovan
classé	rangirana
classé	trećeplasirani
classé	rangirane
classé	uložili
www	www
guy	tip
signifie	znači
tome	tome
objets	objekti
sommet	samit
border	granica
faits	činjenica
faits	činjenice
construite	sagrađena
construite	izgrađena
construite	izgrađeno
construite	izgradio
construite	konstruisana
licence	licence
licence	dozvola
licence	licenca
licence	dozvolu
licence	licencu
juifs	jevrejska
juifs	jevrejsko
juifs	jevrej
juifs	jevrejski
juifs	jevreji
suit	slijedi
médecin	ljekar
médecin	doktor
écrire	pisu
écrire	napiši
écrire	pišu
écrire	pisanje
lance	lens
lance	koplje
lance	koplje
fonds	fond
fonds	sredstva
fonds	fondovi
besoin	potrebni
besoin	potrebno
besoin	potrebna
besoin	potreban
besoin	potrebne
besoin	treba
fondateur	osnivača
fondateur	osnivač
avance	plasirao
grec	grčki
règles	pravila
soldats	vojnici
mark	marka
mark	mark
chicago	chicago
provence	provence
publie	objavljuje
religion	religija
successeur	nasljednik
successeur	nasljednika
successeur	nasljednica
cimetière	cimetière
cimetière	groblje
cimetière	groblje
composée	sastavljene
somme	somme
somme	sum
somme	suma
formé	formirane
formé	formirana
formé	trenirao
formé	obučenih
formé	obučeni
éviter	izbjegavanje
éviter	izbjegava
éviter	izbjeći
éviter	izbjegavati
éviter	izbjegne
éviter	izbjegavanja
éviter	izbjegavanju
réserve	rezervi
réserve	rezerve
réserve	rezerva
défaite	poraženi
défaite	poražena
défaite	porazila
défaite	porazio
défaite	poraz
défaite	poraza
sports	sportsko
ceci	ove
maritime	pomorski
maritime	maritime
épreuve	test
voies	trake
cardinal	kardinal
exploitation	eksploatacija
sert	služi
encyclopédie	enciklopedija
encyclopédie	enciklopedije
encyclopédie	enciklopedija
résumé	apstraktna
résumé	apstraktni
résumé	sažetak
lutte	hrvanje
lutte	borba
parents	roditelji
parents	roditelja
parents	roditelj
tournée	turneja
tournée	tour
rose	ružičasta
rose	ruža
disque	diska
disque	disk
disque	disku
disque	disc
recensement	popis
philosophie	filozofija
hôpital	bolnica
hôpital	bolnice
propriété	imovine
propriété	vlasništvo
propriété	imovina
propriété	imovinu
propriété	imovinska
propriété	vlasništva
propriété	vlasništvo
collaboration	saradnja
ouvert	otvorene
ouvert	otvorena
ouvert	otvoren
ouvert	otvoreno
ouvert	open
ouvert	otvoren
ouvert	otvorili
ouvert	otvorio
parler	pričao
parler	pričaj
parler	razgovara
parler	talk
parler	govoriti
parler	govori
expression	izraza
expression	izraz
astéroïdes	asteroidi
astéroïdes	asteroidi
astéroïdes	asteroide
astéroïdes	asteroida
nécessaire	potrebni
nécessaire	potrebno
nécessaire	potrebna
nécessaire	potreban
nécessaire	potrebne
nécessaire	potrebnih
nécessaire	neophodni
nécessaire	neophodno
nécessaire	neophodna
nécessaire	neophodan
nécessaire	neophodnih
nécessaire	neophodnu
règne	vladavine
suède	švedska
difficile	hard
difficile	teško
difficile	teškom
difficile	teški
difficile	težak
difficile	teško
difficile	teška
inconnu	nepoznata
inconnu	nepoznat
inconnu	nepoznati
tom	tome
tom	tom
champions	šampioni
modèles	modeli
modèles	templates
meilleurs	bolji
meilleurs	bolje
meilleurs	najbolji
meilleurs	best
animaux	ljubimce
animaux	životinje
cheval	konjima
cheval	konji
cheval	konj
soutien	podrška
navires	brodovi
navires	brodove
navires	brodovima
navires	plovila
débuts	debi
débuts	počeci
milan	milano
milan	milano
rive	rive
rive	obalu
rive	shore
rive	obala
animation	animacija
raymond	raymond
méthode	metodologiji
méthode	metod
communication	komunikacija
petites	male
petites	mali
commun	zajednički
commun	zajedničkim
commun	zajedničku
jardin	bašti
jardin	bašte
jardin	bašta
jardin	džennet
min	min
avion	aviona
avion	avion
avion	aeroplane
avion	avion
paroisse	parohija
internes	unutrašnje
internes	unutrašnja
internes	unutrašnji
mots	riječi
mots	reči
portugal	portugal
devint	postala
devint	postao
devint	postali
devint	postalo
vert	zelena
vert	vert
strasbourg	strazburu
personnel	ličnu
personnel	ličnim
personnel	lične
personnel	lična
personnel	lično
personnel	lični
personnel	personal
personnel	osoblje
local	lokalnom
local	lokalni
frank	frank
olivier	oliver
olivier	olivier
catherine	catherine
catherine	katarina
historien	istoričar
historien	historičar
inde	inde
inde	indija
relation	odnosu
crée	stvara
crée	stvaraju
crée	napravi
crée	stvoriti
crée	kreiranje
crée	kreirana
crée	stvoreno
crée	stvorena
crée	stvoren
crée	stvorio
navire	brod
navire	brod
baptiste	baptiste
étudiants	studenti
étudiants	učenici
étudiants	student
apparition	izgled
manque	nedostatak
manque	nestala
manque	nestale
manque	missing
manque	nestao
manque	nestali
manque	nedostaje
plein	pun
plein	full
plein	puna
plein	punom
plein	puni
plein	punu
naturel	prirodno
opposition	opozicioni
opposition	protivljenje
opposition	opozicija
franco	franco
simplement	prosto
simplement	jednostavno
simplement	samo
essentiellement	većinom
essentiellement	uglavnom
essentiellement	uglavnom
pourtant	ipak
adaptation	adaptacija
abbé	abbe
abbé	opat
abbé	abbé
gérard	gérard
gérard	gerard
argument	argument
semaines	sedmica
semaines	sedmica
familles	porodice
familles	porodica
familles	porodično
expérience	eksperiment
expérience	eksperimentu
expérience	iskustva
expérience	iskustvo
gardien	guardian
gardien	garda
gardien	čuvar
gardien	golman
appelle	call
appelle	poziv
dramatique	drama
dramatique	dramatičnog
dramatique	dramatična
dramatique	dramatičnim
dramatique	dramatičnu
dramatique	dramatičan
extérieur	izvan
extérieur	vanjska
extérieur	vanjski
extérieur	exterior
restauration	ugostiteljskih
restauration	obnovu
draft	nacrtu
draft	nacrt
médecine	medicina
établissement	osnivanje
marne	marne
régional	regionalni
régional	regionalna
thème	tema
thème	tema
prison	zatvor
prison	zatvor
distance	udaljenost
capacité	kapacitete
capacité	kapacitet
capacité	kapaciteti
capacité	sposobnosti
capacité	sposobnost
littéraire	književni
littéraire	književna
littéraire	littéraire
écoles	škole
arrêté	uhapšeni
arrêté	uhapšena
arrêté	uhapšen
arrêté	prekinuto
tradition	tradicija
réalité	stvarnost
savoie	savoie
savoie	savoy
connaissance	poznanika
connaissance	znanje
étoile	zvijezda
marche	marche
marche	walking
marche	mart
marche	hod
jaune	žuta
serbie	srbija
permettent	dozvoliti
permettent	omogućile
permettent	dozvoljavaju
permettent	dopusti
telle	takva
telle	takvih
telle	takve
telle	takav
traitement	obrade
traitement	obradu
traitement	obradi
traitement	liječenje
traitement	lečenje
traitement	tretman
traitement	tretmanu
masse	masa
arc	duga
arc	cra
arc	sedžde
arc	luk
tombe	pada
tombe	spada
tombe	vodopadi
tombe	grob
tombe	grobnica
tombe	grob
risque	rizik
socialiste	socijalistička
réalise	shvata
réalise	realizovao
notables	zapažen
vrai	real
vrai	pravi
vrai	istina
vrai	tačna
armées	naoružani
armées	oružane
baseball	bejzbol
arabe	arab
arabe	arapsko
arabe	arapskih
arabe	arapska
arabe	arapski
arabe	arapsko
acte	ponašaju
acte	čin
acte	akt
acte	djelo
arthur	arthur
arthur	artur
live	live
grèce	grčka
major	major
santa	santa
civile	civilno
civile	civilna
civile	civilno
civile	civilna
civile	civilni
essai	esej
essai	testiranje
essai	suđenje
essai	test
décrit	opisuje
décrit	opisala
décrit	opisane
décrit	opisan
décrit	opisao
anglaise	engleski
écosse	škotska
albums	albuma
héros	heroji
héros	hero
héros	heroj
termes	pojmove
termes	uslovi
permis	dozvola
permis	dozvolu
permis	dozvole
permis	licence
permis	dozvola
permis	licenca
permis	dozvolu
permis	licencu
permis	dozvole
nantes	nantes
filles	djevojke
filles	girls
filles	kćerke
filles	kćerkama
filles	kćeri
midi	podne
midi	podne
midi	midi
aura	auru
aura	aura
pdf	pdf
géographique	geografske
géographique	geografska
géographique	geografski
ciel	nebo
ciel	ciel
ciel	sky
ciel	nebo
anti	anti
rang	redom
occidentale	zapadu
occidentale	zapad
occidentale	zapadu
occidentale	zapadna
occidentale	zapadnim
occidentale	zapadne
occidentale	zapadni
washington	washington
washington	vašington
rurale	ruralni
rurale	ruralne
maladie	bolest
maladie	oboljenja
maladie	bolest
aéroport	aerodrom
king	king
king	kralj
dictionnaire	dictionnaire
dictionnaire	rječnik
autorité	autoritet
portant	nosio
portant	imajući
préfecture	prefektura
officielle	zvanična
officielle	zvaničnik
officielle	zvanične
officielle	zvanični
officielle	službeni
futur	budućnost
objectif	cilj
objectif	objektivan
objectif	objektiv
objectif	leće
objectif	svrha
objectif	gol
objectif	cilj
objectif	meta
cap	rt
cap	kap
ingénieur	inženjera
ingénieur	inženjeri
ingénieur	inženjer
actes	dela
actes	akte
actes	akti
actes	akata
actes	djela
irlande	irska
occupe	zauzima
hongrie	mađarska
peine	kaznu
peine	rečenica
peine	kazna
peine	presudom
peine	tuge
peine	penala
peine	kazna
peine	bol
britanniques	britanski
britanniques	britansko
britanniques	britanska
britanniques	britanske
britanniques	britanci
absence	odsustva
absence	odsustvo
absence	odsustvu
importants	važnom
importants	važna
importants	važno
importants	bitan
importants	važnih
importants	bitno
guerres	ratovi
yves	yves
yves	stanley
sociétés	korporacija
sociétés	korporacije
sociétés	kompanije
chanteuse	pjevačica
chanteuse	pjevač
crise	kriza
brigade	odred
brigade	brigada
chapitre	poglavlje
madrid	madrid
cordialement	iskreno
cordialement	hvala
drapeau	zastava
utilisés	korištene
utilisés	koristi
utilisés	korišteno
utilisés	korišten
application	primjenu
application	aplikacija
application	prijavu
application	prijavi
application	aplikativni
application	prijave
application	app
application	aplikacija
application	aplikaciju
responsable	odgovorne
responsable	odgovorna
responsable	odgovorni
responsable	odgovornim
responsable	odgovoran
circuit	kolo
japonaise	japanski
banque	bankarstvo
banque	bankarske
banque	banka
décédé	poginuo
décédé	umro
décédé	umrlo
décédé	umrla
danse	ples
danse	plesu
danse	ples
genève	genève
genève	ženeva
développé	razvijao
développé	razvijene
développé	razvio
systèmes	sistemi
élèves	studenti
élèves	učenici
élèves	zenice
officiellement	formalno
officiellement	zvanicno
officiellement	službeno
officiellement	zvanično
remplacé	zamijenio
remplacé	zamijenjeni
fleuve	rijeka
univers	svemir
villages	sela
villages	selima
critiques	kritika
critiques	kritike
critiques	kritičari
critiques	kritična
critiques	kritično
vraiment	istinski
vraiment	stvarno
argentine	argentina
argentine	argentinac
salon	salon
salon	salonu
écriture	pisanje
libération	oslobodilački
libération	oslobođenje
libération	puštanje
libération	oslobađanje
entièrement	potpuno
entièrement	potpuno
entièrement	sasvim
largement	generalno
die	umri
jazz	džez
caractéristiques	specifičnosti
caractéristiques	karakteristike
réunion	sastanak
réunion	susret
réunion	okupljanje
trente	trento
trente	trideset
trente	thirty
julien	julian
julien	juliana
julien	julijanski
julien	julien
chasse	lov
chasse	lov
processus	proces
processus	procesi
gaz	plin
gaz	gaz
gaz	gasove
gaz	gasova
gaz	gasovi
orléans	orleans
catégories	kategoriju
catégories	kategorija
catégories	kategorije
catégories	kategorija
propres	own
propres	vlastiti
propres	sopstvenog
propres	sopstvene
propres	sopstveni
propres	posjeduju
mixte	mješovite
mixte	mješovita
régulièrement	redovno
juan	juan
véritable	real
véritable	pravi
véritable	istina
véritable	tačna
lee	lee
rapide	brzo
rapide	brza
rapide	brz
rapide	brzi
rapide	brzo
agriculture	poljoprivreda
traduit	prevedene
traduit	preveden
traduit	prevedena
chœur	hor
chœur	hor
décret	dekretom
décret	dekret
léon	léon
léon	lion
léon	leon
léon	lav
léon	leo
naturelle	prirodno
plantes	biljke
permettre	dozvoliti
permettre	omogućile
permettre	dozvoljavaju
permettre	dopusti
nommée	nazvana
nommée	nazvane
nommée	nazvan
nommée	proglašen
résidence	boravka
fusion	spajanje
fusion	spoje
fusion	spajanje
fusion	fusion
fusion	topljenja
fusion	topljenje
critères	kriteriji
commandement	naredba
commandement	komandu
commandement	komanda
portrait	portret
mairie	mairie
choses	stvari
jan	jan
sang	pjevao
sang	krv
jeanne	jane
jeanne	jeanne
indique	ukazuje
yeux	eyes
yeux	očima
yeux	oči
yeux	oka
yeux	oko
all	all
all	svi
all	sve
types	tipovi
types	vrste
moyens	znači
reprise	reprise
prédécesseur	prethodnik
retraite	penzionisanja
retraite	penzionisanje
retraite	penzionisan
retraite	penzionisani
retraite	penzije
retraite	povlači
description	opis
ferroviaire	željeznice
ferroviaire	željeznički
ferroviaire	željeznički
ferroviaire	pruga
table	sto
antonio	antonio
magnitude	jačine
emploi	jobs
emploi	poslovi
emploi	zaposlenje
promotion	promocije
promotion	promocija
québécois	québec
alliance	savez
alliance	alijansa
unités	jedinice
unités	jedinica
quel	što
importantes	važnom
importantes	važna
importantes	važno
importantes	bitan
importantes	važnih
importantes	bitno
brun	brown
faune	fauna
faune	planinarske
originaire	porijeklom
faite	made
faite	napravio
faite	napravljena
faite	napravljen
faite	napravila
faite	uradio
faite	urađen
faite	završeno
faite	urađeno
participé	prisustvovala
participé	prisustvovao
participé	učestvovalo
participé	učestvovali
participé	učestvovao
participé	učestvovala
actions	dionica
actions	dijeli
actions	akcija
actions	radnje
actions	akcije
actions	postupci
actions	postupcima
baron	baron
biographie	bio
biographie	biografija
effets	uticaji
effets	efekti
effets	efekt
effets	efekat
bosnie	bosna
explique	objasniti
explique	objasni
explique	objašnjava
égypte	egipat
avenue	avenue
blocage	blokirati
blocage	blokirati
dominique	dominic
dominique	dominique
dominique	dominika
nœud	čvor
nœud	čvor
serbe	srpska
serbe	srpski
serbe	srpski
événements	događaja
événements	događaji
événements	dešavanja
christophe	chris
christophe	christopher
christophe	christophe
atelier	radionica
atelier	radionice
atelier	radionici
atelier	radionicu
atelier	atelier
auguste	auguste
raisons	razlozi
raisons	razloga
raisons	razum
francis	francis
francis	franjo
atlantique	atlantski
atlantique	atlantika
atlantique	atlantska
cent	stotinu
cent	stotine
cent	hundred
cent	stotina
cent	cent
voiture	automobil
agent	agens
agent	agent
disney	disney
débute	počinje
débute	započinje
débute	počinje
débute	započinje
écrite	pisani
écrite	napisano
écrite	zapisano
écrite	napisao
écrite	pisan
écrite	pisao
chute	vodopad
chute	jesen
chute	pad
chute	pada
chute	falling
chute	padao
communiste	komunistička
communiste	komunistički
présentation	prezentacija
étranger	alien
étranger	vanzemaljski
étranger	stranac
étranger	foreigner
étranger	stranac
étranger	stranih
étranger	strani
étranger	stranim
documentaire	dokumentarac
cartes	karte
cartes	mapa
cartes	mape
cartes	karta
sièges	sjedenja
sièges	mjesta
secret	tajna
secret	tajnosti
couple	par
couple	nekoliko
couple	ubrzanje
publics	javni
publics	javnost
publics	javna
publics	javno
métro	metro
métro	metro
mary	merjem
mines	rudarstvo
mines	rudnici
mines	mina
mines	mine
conférence	konferencija
conférence	predavanje
palmarès	rang
alsace	alsace
mains	ruke
mains	rukama
alfred	alfred
locaux	prostorije
locaux	prostorija
locaux	lokalnom
locaux	lokalni
publiée	postavljenim
publiée	objavljenog
publiée	objavljen
publiée	objavljene
publiée	objavljeni
publiée	objavljena
soir	večeri
soir	veče
soir	night
basé	based
basé	bazirana
basé	osnovu
différence	diff
différence	razlika
bateau	čamac
musicale	muzičkim
musicale	muzičke
musicale	muzički
musicale	muzička
musicale	mjuzikl
musicale	musical
enregistré	snimila
enregistré	snimljene
enregistré	snimljen
enregistré	snimio
enregistré	registrovan
enregistré	registrovana
enregistré	spasio
xls	xls
connexe	vezani
connexe	vezane
changement	promjena
changement	izmjena
changement	promjene
changement	promjeni
changement	promene
changement	promena
privée	privatno
privée	privatne
privée	privatni
privée	privatna
députés	parlamentaraca
députés	parlamentarci
députés	poslanici
commencé	počelo
commencé	počeo
commencé	započeo
commencé	počela
commencé	započela
commencé	počeo
commencé	počela
électrique	električne
électrique	električna
électrique	električni
électrique	električna
électrique	električni
telles	takva
telles	takvih
telles	takve
telles	takav
opérations	operacija
opérations	operacijama
opérations	transakcija
vite	brzo
vite	brzo
vite	brza
vite	brz
vite	brzi
vite	brzo
diocèse	diocese
rhin	rajna
identité	identitet
identité	identiteta
normandie	normandie
normandie	normandija
culturel	kulturna
culturel	kulturno
culturel	kulturni
culturel	kulturnih
variation	varijacija
romans	rimljani
sportive	sport
rejoindre	pridruživanja
rejoindre	pridruživanje
hommage	homage
hommage	počast
collecte	prikupljanja
collecte	zbirka
collecte	kolekcija
collecte	collection
faveur	prilog
transports	prijevoz
transports	prevoz
transports	transport
transports	transport
seuls	sami
seuls	sama
rio	rio
juge	kadiluk
francisco	francisco
néerlandais	holandski
lille	lille
complexe	kompleksan
complexe	kompleks
complexe	kompleksna
und	und
concept	pojam
universitaire	univerzitet
universitaire	akademik
universitaire	akademska
universitaire	akademske
contexte	pozadinu
contexte	pozadina
contexte	kontekst
contexte	kontekstu
contact	kontakt
fortement	snažno
vis	screws
vis	vis
vis	vijak
concert	koncert
lois	zakoni
lois	lois
douze	dvanaest
ferme	farma
one	jedan
one	jedna
hautes	visoko
hautes	visoki
édouard	edouard
édouard	edvard
édouard	edward
édouard	édouard
massif	čvrsto
massif	čvrste
massif	masivne
massif	masivan
massif	masivna
massif	masivni
vente	prodaju
vente	prodaja
vente	prodaja
athlétisme	atletski
athlétisme	athletic
athlétisme	atletici
culte	kult
culte	mesdžida
répartition	slom
répartition	distribuciji
répartition	distribucija
répartition	distribuciju
matériel	materijal
matériel	material
matériel	hardversko
matériel	oprema
avocat	advokat
avocat	advokat
bras	bras
bras	oružje
bras	ruka
calais	calais
proposition	prijedlog
épreuves	testovi
conduit	provodnik
appartenant	vlasništvu
perdu	izgubljeni
perdu	izgubila
perdu	izgubljena
perdu	izgubili
perdu	izgubio
nice	nice
visite	posjetu
visite	posjeta
visite	turneja
visite	tour
solution	rješenje
solution	rješenja
solution	rešenje
atteindre	dostići
volley	volley
volley	odbojka
promu	unaprijeđen
portes	gates
portes	vrata
portes	doors
informatique	računari
informatique	računarstvo
conception	dizajn
mur	zid
scientifiques	naučna
scientifiques	naučne
scientifiques	naučno
scientifiques	naučnici
tourisme	turizam
passant	passant
passant	prenošenja
luc	luke
luc	luk
luc	luc
façade	fasada
statue	kip
photos	fotografije
photos	fotografija
photos	pictures
photos	slike
construire	izgradnji
construire	gradi
construire	grade
construire	graditi
construire	sagraditi
tente	šator
scott	scott
contrairement	suprotno
contrairement	suprotna
liège	liege
liège	liège
liège	cork
utilisant	koristeći
huile	ulje
convention	konvenciji
convention	konvencija
convention	konvenciju
orient	istok
orient	orient
tourné	snimio
dessin	dizajn
dessin	crtež
barcelone	barcelona
manuel	manuel
manuel	uputstvo
manuel	priručnik
joe	joe
espagnole	španski
pression	pritisak
maroc	maroko
maroc	maroc
faux	krivo
faux	wrong
faux	pogrešan
faux	pogrešno
faux	lažnih
faux	lažna
faux	lažne
faux	lažni
faux	lažno
christ	hristos
christ	hrista
colombie	columbia
colombie	kolumbija
colombie	kolumbija
baie	berry
baie	baie
baie	zaliv
documents	dokumentima
documents	dokumenata
documents	dokumenti
documents	dokumente
athlète	sportista
bourgogne	bordo
contraire	suprotno
contraire	suprotna
contraire	suprotnost
contraire	suprotna
contraire	suprotnim
contraire	suprotno
destination	odredište
destination	destinacija
destination	destinacije
champs	polja
vierge	djevica
vierge	virgin
vierge	djevice
vierge	djevica
vierge	prazna
lesquels	kom
lesquels	koja
lesquels	koju
température	temperatura
température	temperatura
température	temperature
enfance	djetinjstvo
acteurs	glumaca
acteurs	glumci
candidat	kandidata
candidat	kandidat
lancé	pokrenula
lancé	pokrenut
lancé	lansirana
lancé	pokrenuta
dates	datira
dates	datuma
dates	datumi
procès	suđenje
procès	tužbe
procès	tužbu
cercle	kružnica
essais	testovi
essais	testiranje
essais	eseje
aider	pomoći
aider	pomogne
aider	pomoć
mention	spomen
mention	spomenuti
arrêt	prestaju
arrêt	zaustaviti
arrêt	stop
arrêt	zaustavlja
arrêt	zaustavljanje
arrêt	stanica
arrêt	gašenje
agence	agencija
perd	izgubiti
perd	gube
perd	izgubi
perd	gubi
perd	izgubi
mari	mari
mari	muž
élément	elemenat
élément	element
pouvait	može
représentation	zastupljenost
représentation	predstavništvo
représentation	predstavljanja
cycle	ciklus
chemins	putevi
chemins	putevi
chemins	ceste
renaissance	renesansa
renaissance	preporod
sais	zna
sais	znaju
sais	know
hall	vijećnica
hall	dvorana
hall	hall
attention	pažnja
jones	jones
marin	marin
marin	moreplovac
marin	morskih
marin	morski
marin	marine
domaines	domena
domaines	polja
domaines	područja
domaines	oblasti
usine	biljke
usine	fabrika
fontaine	fontana
fontaine	česme
fontaine	fontaine
parlementaire	parlamentarni
roland	roland
printemps	proljeće
printemps	proleće
printemps	printemps
prêtre	sveštenik
prêtre	sveštenika
étoiles	zvijezda
étoiles	zvijezda
étoiles	zvezde
réforme	reforma
chris	chris
élevé	visoko
élevé	visoki
élevé	podignut
élevé	podigao
élevé	povišene
xixe	xix
monastère	samostan
organisé	organizirani
organisé	organizirano
organisé	organizirana
organisé	organizovana
organisé	organizovane
organisé	organizovani
organisé	organizovano
organisé	organizovan
dos	dos
dos	nazad
dos	back
dos	vrati
noël	noël
noël	božić
enquête	istraga
enquête	istraživanje
enquête	ispitivanje
trouvé	našla
trouvé	pronađen
trouvé	pronađena
trouvé	pronašli
trouvé	pronašao
trouvé	utvrdila
anomalie	abnormalni
anomalie	abnormalnost
anomalie	abnormalnosti
ign	ign
majeur	major
beau	lijepe
beau	lijepa
beau	beau
villa	vila
villa	villa
lecture	čita
lecture	reading
lecture	čita
montage	montaža
montage	rastućim
montage	instalacija
montage	instalaciju
dollars	dolara
dollars	dolar
professionnelle	profesionalne
professionnelle	profesionalna
professionnelle	profesionalni
professionnelle	professional
masculin	mužjak
cantons	kantona
cantons	kantoni
branche	ogranak
branche	grana
batterie	baterija
batterie	baterije
batterie	bubanj
batterie	drums
pointe	vrh
pointe	pointe
thèse	disertaciju
thèse	teze
thèse	teza
démocratique	demokratski
démocratique	demokratska
géographie	geografija
nancy	nancy
amateur	amaterski
sait	zna
caroline	caroline
caroline	karolina
caroline	karolina
participer	sudjeluje
participer	učestvuju
participer	učesnice
participer	učestvuju
participer	učestvovati
clair	jasni
clair	jasnih
clair	jasno
clair	jasna
clair	jasan
clair	clair
test	test
test	testiranje
west	zapadu
west	zapad
relativement	relativno
exemplaires	kopija
exemplaires	kopije
versions	verzije
venir	dođu
venir	dolaze
venir	dolazi
venir	doći
venir	dolazi
laisser	napustiti
laisser	ostavi
laisser	napusti
gilles	giles
gilles	gilles
plateau	platou
plateau	plato
bataillon	bataillon
bataillon	bataljon
vin	vin
vin	vino
devenue	postala
devenue	postao
devenue	postali
devenue	postalo
spécialiste	specijalista
spécialiste	stručnjak
vivant	živi
vivant	living
vivant	živo
vivant	živa
vivant	live
vivant	živa
ressources	resursi
ressources	resurse
ajouter	dodaju
ajouter	dodati
ajouter	dodajte
rencontres	susreti
rencontres	sastanke
rencontres	sastancima
rencontres	sastanci
rencontres	sastanaka
rencontres	datiraju
demander	ask
demander	zahtjev
israël	izrael
tué	ubila
tué	ubio
tué	ubijena
tué	ubijen
tué	ubila
tué	ubili
tué	ubio
tué	ubijena
tué	ubijen
tué	ubijeni
généraux	generali
généraux	general
siècles	vijekova
siècles	vijekovima
présenté	podnijela
présenté	predstavila
présenté	predstavljena
présenté	predstavljen
présenté	predstavilo
présenté	predstavio
territoires	teritorije
territoires	teritorija
png	png
mike	mike
revanche	osveta
revanche	revanš
revanche	osveta
revanche	osvete
recueil	compendium
recueil	compilation
recueil	zbirka
recueil	kolekcija
recueil	collection
napoléon	napoléon
napoléon	napoleona
napoléon	napoleon
net	neto
net	net
planète	planeta
endroit	mjesto
intervention	intervencija
intervention	intervencije
auparavant	prethodno
auparavant	pre
auparavant	prije
bob	boba
océan	okean
idées	ideja
idées	idejama
idées	ideje
combats	borbe
combats	borbama
combats	bori
corée	koreja
tokyo	tokio
totale	ukupno
finales	finale
bus	autobus
bus	autobusa
certaine	određenim
certaine	određene
comprendre	razumiju
comprendre	razumije
comprendre	shvati
comprendre	shvatanje
comprendre	razumijevanje
vivre	živi
vivre	living
vivre	živo
vivre	živa
vivre	live
edward	edvard
edward	edward
ordres	naređenje
ordres	naređenja
arme	oružje
arme	pištolj
dynastie	dinastija
erreur	grešku
erreur	greška
erreur	greška
publications	objave
publications	publikacija
coll	coll
organisme	tijela
organisme	tijelo
organisme	tijelu
organisme	telo
organisme	organizam
organisme	organizma
williams	williams
faculté	fakultet
faculté	fakulteta
génération	generacija
expédition	ekspedicija
expédition	otpreme
tchèque	češki
google	google
européens	evropljani
européens	evropljanin
européens	evropski
arbre	drvo
tribunal	tribunal
tribunal	tribunala
tribunal	sud
appartient	pripada
règle	vladar
règle	pravilo
walter	valter
walter	walter
possibilité	mogućnost
euros	euro
euros	eura
euros	evra
eugène	eugène
eugène	eugene
avions	aviona
avions	avioni
archevêque	nadbiskup
participants	učesnici
participants	prisutnima
dvd	dvd
artillerie	artiljerija
mesures	mjerama
mesures	mjere
mesures	mere
mesures	merenje
mesures	mjerenja
mesures	mjerenje
occupation	okupacije
occupation	okupacija
vent	vjetar
logiciel	softver
définition	definicija
danemark	danska
administrateur	admin
administrateur	administrator
vos	vaš
vos	tvoje
vos	your
bruno	bruno
travailler	rad
travailler	radna
travailler	radi
travailler	radeći
travailler	radio
travailler	radnu
églises	crkava
mouvements	kretanje
mouvements	pokreti
mouvements	pokret
princesse	princeza
princesse	princeze
volonté	will
volonté	će
volonté	ce
germain	germain
oiseaux	ptice
homonymie	čvor
race	trka
race	rasa
sûr	sure
sûr	siguran
disponible	dostupan
disponible	dostupno
disponible	dostupni
disponible	dostupna
disponible	raspolaganju
totalement	potpuno
totalement	potpuno
totalement	sasvim
totalement	potpuno
continentale	kontinentalna
continentale	kontinentalni
continentale	kopnom
continentale	kopno
ski	ski
ski	skijanje
