poesie	poesía
sorgfältig	conta
sorgfältig	atento
churchill	churchill
canyon	canón
virtuelle	virtual
mathematisch	matemática
mathematisch	matemáticas
mathematisch	matemática
mathematisch	as
eyes	os
eyes	ollos
strophe	verso
zonen	zonas
zonen	zona
money	cartos
money	diñeiro
money	os
money	xiro
krönung	da
krönung	coroación
sonstiges	outra
sonstiges	outros
sonstiges	outro
sonstiges	outras
sonstiges	aos
sonstiges	outros
sonstiges	demais
sonstiges	outras
sklaverei	escravitude
freilassung	liberación
sitzplätze	asentos
schenkung	regalo
schenkung	agasallo
knie	xeonllos
knie	xeonllo
gleichmäßig	uniforme
unzulässig	prohibido
unzulässig	prohibidas
fischerei	pescar
fischerei	pesca
schlimmer	peores
schlimmer	peor
schlimmer	empeora
proteine	proteína
proteine	proteínas
vergrößerung	fixarnos
bekämpfen	loita
bekämpfen	contra
bekämpfen	loitar
bekämpfen	loitamos
bekämpfen	combate
bekämpfen	pelexar
bekämpfen	combater
bekämpfen	de
bekämpfen	combate
bekämpfen	combates
bekämpfen	postos
bekämpfen	loitar
bekämpfen	contra
bekämpfen	loita
schrieben	escribín
schrieben	escribiron
schrieben	escribiume
schrieben	escribiu
schrieben	a
factor	factor
infektion	infeccións
infektion	infección
émile	emile
nordirland	do
nordirland	norte
nordirland	irlanda
ukrainisch	ucraniano
nobelpreisträger	nobel
deckt	cobre
leone	leoa
leone	christo
übel	mal
übel	malo
übel	malvado
übel	maldade
übel	malvados
fabriken	fábricas
tagung	sesión
tagung	xunta
tagung	reunión
tagung	encontro
tagung	cita
programmierung	de
programmierung	programación
äquivalent	equivalente
verworfen	toneladas
physiologie	fisioloxía
lob	gábote
lob	teu
schätzungen	estima
schätzungen	que
schätzungen	estimouse
pool	piscina
pool	a
beschlüsse	tomar
beschlüsse	decisións
face	cara
face	rostro
dynamik	dinámica
dynamik	dinámicas
dynamik	dinámica
fortsetzen	seguir
fortsetzen	continuar
fortsetzen	continúan
fortsetzen	continúe
fortsetzen	continuaremos
aufgetreten	atopou
dienstgrad	última
mittlerer	media
mittlerer	medio
mittlerer	oriente
asiaten	asiática
asiaten	asiático
asiaten	asiáticos
ideale	ideais
ideale	ideal
ideale	ideais
rau	aproximada
rau	vaga
rau	duro
rau	mal
rau	moi
rau	duros
rau	duras
zielgruppe	obxectivo
zielgruppe	audiencia
zielgruppe	público
zielgruppe	auditorio
zielgruppe	obxectivo
kostüme	vestiario
kostüme	disfraces
nepal	nepal
berührung	tacto
berührung	toque
berührung	contacto
berührung	tocar
berührung	toques
gitarren	guitarra
stadien	fases
mitgliedstaaten	membro
mitgliedstaaten	da
mitgliedstaaten	membros
formeln	fórmula
transparent	transparentes
transparent	transparente
korruption	corrupción
korruption	da
tanzen	baile
tanzen	baila
tanzen	bailar
tanzen	danza
tanzen	baile
tanzen	bailando
tanzen	bailar
tanzen	bailaba
vorausgesetzt	cama
vorausgesetzt	ofrecía
vorausgesetzt	asumindo
flüge	voo
strategien	estratexias
baujahr	ano
atom	atómicos
atom	núcleo
atom	atómica
latin	latín
umsetzen	temperán
away	lonxe
protestantische	protestante
weisheit	a
weisheit	sensatez
weisheit	sabiduría
weisheit	sabedoría
nächster	máis
nächster	próxima
nächster	ao
nächster	seguinte
nächster	lado
nächster	próximo
nächster	o
sehnsucht	desexo
bewegte	mudeime
bewegte	a
bewegte	mudouse
bewegte	se
göttlichen	divino
göttlichen	divina
illustriert	ilustra
dumm	parvos
dumm	parvadas
dumm	parva
dumm	unha
dumm	parvada
dumm	estúpido
dumm	estúpida
dumm	estúpidos
dumm	parvo
dumm	estúpidas
dumm	parvadas
dumm	parvo
dumm	unha
paaren	par
paaren	oficial
kalk	cal
kalk	lima
mad	tola
mad	tolo
mad	enfadado
oberleutnant	tenente
peak	pico
hass	odio
hass	odio
hass	os
hass	o
hass	a
diamond	diamante
diamond	verdade
homer	homer
kampfhandlungen	loita
kampfhandlungen	contra
kampfhandlungen	loitar
kampfhandlungen	loitamos
kampfhandlungen	combate
kampfhandlungen	pelexar
kampfhandlungen	combater
realisieren	de
realisieren	conta
realisieren	que
realisieren	que
realisieren	conta
dichterin	poeta
dichterin	poetas
dichterin	o
alphabetisch	alfabética
flaggen	bandeira
chi	chi
led	levou
led	leva
led	levoume
led	á
kapitalismus	capitalista
kapitalismus	o
kapitalismus	capitalismo
niederlassungen	lugares
niederlassungen	oficinas
verletzten	feridos
socken	os
socken	calcetíns
lieferung	entrega
lieferung	despachos
lieferung	de
lieferung	subministración
vielfältige	diverso
testen	probar
testen	proba
testen	exame
testen	probas
testen	de
testen	test
testen	exames
testen	probas
testen	probando
absurd	absurdo
absurd	absurdas
psychologische	psicolóxica
psychologische	psicolóxicas
journalismus	xornalismo
schöpfung	creación
ausgestorben	extinguiron
übungen	exercicios
übungen	dirixe
übungen	un
übungen	exercicio
blake	blake
lou	lou
scheiden	divorcio
scheiden	o
scheiden	divorciar
einbeziehung	participación
einbeziehung	implicación
anzeichen	sinais
markenname	marca
motion	movemento
herrschaften	señores
herrschaften	cabaleiros
akteure	músicos
akteure	entidades
akteure	actores
andernfalls	contrario
andernfalls	ou
andernfalls	doutro
andernfalls	xeito
andernfalls	se
andernfalls	non
andernfalls	senón
graue	gris
graue	gris
graue	é
schwangerschaft	embarazada
schwangerschaft	preñado
planen	planificación
planen	plan
planen	plano
planen	posición
planen	oferta
lucky	afortunada
lucky	sorte
lucky	afortunado
lucky	con
lucky	de
zahn	dentes
zahn	os
gelobt	gábote
gelobt	teu
gästen	convidados
schuh	zapato
schuh	zapato
schuh	zapatos
schuh	os
schuh	botas
schuh	tenis
langsamer	lento
langsamer	lenta
langsamer	lentos
langsamer	ou
langsamer	frean
langsamer	tranquilo
mächtige	poderosa
mächtige	poderosos
mächtige	poderoso
räder	roda
räder	rodas
räder	raís
officer	de
officer	oficial
officer	policía
officer	axente
folter	tortura
berufe	profesión
berufe	traballo
eye	ollo
eye	ollos
eye	visual
verpasst	de
verpasst	menos
illegalen	ilegal
vergehen	pasar
vergehen	pase
südost	sueste
südost	sureste
raumfahrt	espazo
raumfahrt	espacio
raumfahrt	no
statement	declaración
geoffrey	geoffrey
urteile	xuízos
dawn	alborecer
dawn	amencer
wahlkampf	campaña
zutreffend	preciso
zutreffend	precisa
entführung	secuestro
shop	tenda
shop	de
shop	mae
shop	choio
shop	delegados
bravo	bravo
politikern	políticos
schickt	envía
verlorene	perdeu
verlorene	perderon
verlorene	perdín
verlorene	perdemos
verlorene	perdido
kombinationen	combinación
kombinationen	de
check	cheque
check	comprobalo
ausfall	por
ausfall	cardíacos
ausfall	imaxinación
ausfall	fracaso
ausfall	fracasado
finanzieren	fondo
finanzieren	de
genossenschaft	cooperativas
genossenschaft	cooperativa
genossenschaft	dos
konvent	convento
trail	rastro
trail	pista
bauernhof	granxa
bauernhof	a
bauernhof	campo
bauernhof	leira
bauernhof	casa
bauernhof	reserva
bauernhof	granxas
erzeugte	producida
erzeugte	neuronas
erzeugte	xerado
vieh	gando
vieh	vacas
vieh	gado
yards	metros
paket	paquete
mittwoch	o
mittwoch	mércores
mechanisch	mecánica
mechanisch	mecánico
beeindruckt	impresionado
far	de
far	moito
far	lonxe
far	ata
ghost	pantasma
ghost	espírito
unglücklich	miserábel
unglücklich	vida
unglücklich	infeliz
liberty	liberdade
liberty	a
liberty	libertade
neueste	recente
neueste	recentes
neueste	últimos
neueste	últimos
neueste	último
neueste	últimas
too	tamén
too	demasiado
too	moi
depression	depresión
depression	posparto
depression	a
depression	da
degen	espada
arbeitslosigkeit	paro
ira	ira
konstante	constante
separat	separado
separat	separar
tischtennis	ao
tischtennis	tenis
geister	pantasma
geister	espírito
revolutionäre	revolucionario
revolutionäre	revolucionaria
revolutionäre	revolucionarios
geschriebene	escrito
geschriebene	escrita
geschriebene	o
tank	tanque
tank	depósito
krank	enfermo
krank	mal
krank	está
krank	enferma
krank	de
krank	enfermou
krank	doente
krank	enfermo
krank	enfermos
krank	enferma
suizid	suicidio
suizid	suicidarse
möbel	mobles
vladimir	vladimir
dynamische	dinámica
strafrecht	penal
strafrecht	criminais
strafrecht	criminal
strafrecht	crime
extremen	extremas
mais	millo
mais	trigo
liebhaber	amantes
steinkohle	carbón
hochland	terras
hochland	altas
hochland	altas
riesen	xigantes
riesen	un
riesen	xigantes
riesen	xigante
riesen	dólares
riesen	10000
riesen	mil
beheben	amañar
beheben	establecer
beheben	arranxar
beheben	a
lebenszeit	vida
lebenszeit	esperanza
lebenszeit	vida
lebenszeit	lonxevidade
tyler	tyler
markieren	mark
markieren	marca
markieren	a
markieren	marcos
auffallend	sorprendente
auffallend	notables
auffallend	extraordinario
auffallend	rechamante
spaltung	dividen
obgleich	aínda
obgleich	que
obgleich	non
obgleich	pero
obgleich	malia
gnade	misericordia
gnade	piedade
gnade	misericordioso
sing	cantar
sing	canta
sing	cante
einblick	percepción
einblick	sobre
gelaufen	marcharon
gelaufen	sen
gelaufen	entrei
gelaufen	entramos
erstaunlich	incrible
erstaunlich	incribles
erstaunlich	sorprendente
erstaunlich	abraiante
erstaunlich	o
erstaunlich	marabilloso
erstaunlich	asombroso
lücken	déficits
sendet	envía
tendenzen	tendencias
stella	stella
schülerinnen	estudantes
schülerinnen	os
schülerinnen	alumnos
schülerinnen	aos
schülerinnen	alumnos
schülerinnen	alumnado
schülerinnen	terceiro
spezialisten	especialista
spezialisten	profesionais
woods	bosque
woods	bosques
woods	árbores
woods	monte
ran	marcharon
ran	sen
bestellte	que
bestellte	atención
bestellte	pedimos
stehend	de
stehend	pé
stehend	estar
stehend	estaba
stehend	parados
beschlagnahmt	de
entschlossen	decisivo
entschlossen	decidido
entschlossen	con
entschlossen	decidiron
entschlossen	decidimos
entschlossen	decidiu
entschlossen	decidín
angels	os
angels	anxos
angels	inferno
radikale	radical
radikale	radicais
radikale	radicais
beschriftung	etiqueta
notizen	notas
verschlossen	pechada
verschlossen	con
verschlossen	empechar
deck	cuberta
rich	ricos
rich	rica
rich	rico
lügen	mentiras
lügen	mentira
lügen	mentir
lügen	está
lügen	mentindo
lügen	mentes
lügen	páramo
lügen	xace
lügen	está
lügen	reside
lügen	mentira
lügen	mentiras
fachleute	profesionais
fachleute	expertos
einmarsch	invasión
hase	coello
tägliche	cotiá
tägliche	día
tägliche	diariamente
tägliche	daily
tägliche	cotiá
tägliche	diario
freundes	mozo
gruppierung	grupo
gruppierung	de
andrews	andrews
tödliche	mortal
tödliche	pecados
tödliche	fatal
vermeintlichen	debía
vermeintlichen	que
vermeintlichen	supón
vermeintlichen	suponse
vermeintlichen	supostamente
vermeintlichen	se
vermeintlichen	teño
vermeintlichen	supúñase
gewöhnliche	común
gewöhnliche	cotiáns
gewöhnliche	era
gewöhnliche	ordinario
gewöhnliche	correntes
gewöhnliche	normais
gewöhnliche	simple
gewöhnliche	banal
medikamente	medicamentos
medikamente	medicamento
medikamente	medicación
medikamente	mellor
medikamente	menciña
medikamente	medicinas
medikamente	medicina
medikamente	baseada
medikamente	na
medikamente	médicos
medikamente	menciña
arzneimittel	medicinas
arzneimittel	medicina
arzneimittel	baseada
arzneimittel	na
arzneimittel	médicos
arzneimittel	menciña
warm	quente
warm	calor
warm	calor
warm	quentes
warm	quente
warm	cálida
niemandem	ninguén
niemandem	non
niemandem	a
exakte	exacto
exakte	exacta
exakte	mesmas
exakte	exactamente
exakte	mesma
günstig	barato
radiosender	radio
schwierige	difícil
schwierige	dificil
erkenne	recoñecer
erkenne	te
erkenne	recoñecera
heike	anthony
polizist	poli
polizist	policía
polizist	de
polizist	oficial
polizist	policía
polizist	axente
polizist	policía
gremien	comités
gremien	órganos
gremien	corpos
gremien	corpo
gremien	os
kranke	enfermo
kranke	enfermos
kranke	enferma
reduzierung	reducir
reduzierung	a
reduzierung	redución
reduzierung	diminución
reduzierung	diminúe
generalgouverneur	gobernador
hauptsache	principal
hauptsache	importante
nächstgelegene	máis
enorm	enorme
enorm	enormes
enorm	inmensa
konzession	licencia
gestoppt	parei
gestoppt	de
gestoppt	parou
gestoppt	detívose
gestoppt	paramos
armeen	exércitos
bevorzugen	favor
bevorzugen	preferimos
bevorzugen	prefire
bevorzugen	gusto
bevorzugen	dos
bevorzugen	prefiro
bevorzugen	prefires
monitor	monitor
begrenzung	restrición
begrenzung	límite
rivers	ríos
ungeachtet	importar
genoss	da
genoss	disfrutei
alfa	chan
vernünftige	sensible
freigelassen	liberado
freigelassen	liberados
freigelassen	editaron
visuelle	visual
visuelle	visuais
umweltschutz	entorno
umweltschutz	ambiente
umweltschutz	medio
umweltschutz	ambientais
interessanter	interesante
interessanter	interesantes
zucht	de
schritten	pasos
senegal	senegal
jacobs	xacob
lot	moito
lot	moita
lot	moitos
lot	moitas
überschreiten	cruzar
überschreiten	cruzando
gürtel	cinto
modernes	modernos
modernes	moderna
modernes	as
modernes	modernas
modernes	moderno
self	eu
self	presente
laute	forte
laute	alto
laute	alta
laute	voz
laute	barullento
laute	ruidoso
boss	xefe
boss	patrón
aktivisten	activista
zunahme	incremento
zunahme	aumento
zunahme	a
zunahme	incrementar
zunahme	aumenta
zunahme	aumentar
zunahme	crecemento
michele	michele
kenn	sabes
kenn	sabe
kenn	sei
kenn	sabemos
kill	matar
kill	a
erdöl	petróleo
erdöl	aceite
erdöl	de
zaren	tsar
pfad	camiño
pfad	senda
pfad	seu
pfad	rastro
pfad	pista
devil	demo
devil	diaño
tageszeitungen	xornais
tageszeitungen	prensa
arbeitsplatz	traballo
arbeitsplatz	traballar
arbeitsplatz	de
arbeitsplatz	traballo
religiös	relixioso
religiös	relixiosa
liegend	está
liegend	mentindo
liegend	mentes
liegend	páramo
jungs	rapaces
jungs	nenos
jungs	os
jungs	mozos
jungs	tipos
jungs	mozos
jungs	rapaces
jungs	tíos
jungs	homes
jungs	rapaces
jungs	mozos
lohn	soldo
lohn	salario
lohn	salarios
lohn	recompensa
nimm	a
seelen	almas
seelen	alma
außerordentlich	extraordinario
außerordentlich	cantidade
außerordentlich	extraordinarias
außerordentlich	extraordinarios
außerordentlich	extraodinarios
außerordentlich	extraordinaria
außerordentlich	moi
außerordentlich	extremadamente
außerordentlich	tremendamente
unterdrückung	da
unterdrückung	represión
unterdrückung	opresión
markierte	marcados
kanten	do
schein	brillar
schein	bill
schein	billete
schein	conta
schein	dereitos
schein	contrato
schein	fluorescente
vllt	se
vllt	cadra
vllt	quizais
vllt	pode
vllt	talvez
geschoss	chan
geschoss	piso
geschoss	andar
geschoss	bala
separate	separar
schützt	protexe
schützt	a
gewöhnlichen	común
gewöhnlichen	cotiáns
gewöhnlichen	era
gewöhnlichen	ordinario
gewöhnlichen	correntes
gewöhnlichen	normais
gewöhnlichen	simple
gewöhnlichen	banal
pilze	cogomelos
wiegt	pesa
steigenden	aumento
ländliche	campo
geruch	cheiro
geruch	a
geruch	ulir
geruch	cheira
geruch	ules
bahnsteig	plataforma
erdgas	gas
erdgas	gasolina
erdgas	de
erdgas	gases
kugeln	esferas
kugeln	pelotas
kugeln	collóns
kugeln	ovos
kugeln	as
kugeln	balas
kugeln	as
kliniken	clínica
kliniken	hospitais
kliniken	os
stress	estrés
parallele	paralelo
streben	da
streben	busca
streben	persecución
streben	rostros
streben	caras
streben	por
vorbilder	modelos
vorbilder	exemplos
gespalten	dividido
effektiv	efectivas
effektiv	efectiva
effektiv	efectivo
effektiv	efectivos
effektiv	eficaces
effektiv	eficaz
effektiv	a
vitamin	vitamina
öffentlichkeitsarbeit	publicidade
intellektuellen	intelectuais
intellektuellen	intelectual
konsum	consumir
konsum	consumimos
konsum	consumo
interpretieren	interpretar
interpretieren	a
fünfzig	50
fünfzig	cincuenta
reist	viaxa
reist	viaxes
predigten	sermón
heiß	quente
heiß	calor
bestellung	cita
bestellung	orde
bestellung	para
bestellung	xiro
bestellung	postal
gespeist	farto
gespeist	de
gespeist	alimentado
fürchte	medo
magie	maxia
magie	máxico
magie	máxica
wanderungen	camiñando
wanderungen	pola
wanderungen	andar
wanderungen	andando
wanderungen	subindo
wanderungen	camiñaba
wanderungen	camiñar
wanderungen	polas
wanderungen	camiña
spezies	especie
spezies	especies
populäre	popular
populäre	populares
populäre	frente
populäre	cantante
populäre	impopular
eiserne	ferro
norton	norton
lebensdauer	vida
lebensdauer	esperanza
lebensdauer	vida
lebensdauer	lonxevidade
schauspielern	a
schauspielern	actuando
schauspielern	actuar
zunge	lingua
kelch	cunca
kelch	café
poker	póquer
poker	ao
poker	de
präsidium	despacho
bauwesen	construír
bauwesen	edificio
bauwesen	construción
bauwesen	civís
bauwesen	civil
bauwesen	construción
bauwesen	construcción
bauwesen	construír
bauwesen	construtora
klinischen	clínicos
klinischen	clínicas
klinischen	clínico
buddha	buda
lagerung	almacén
lagerung	almacenamento
lagerung	consigna
aktivist	activista
diagnostik	diagnóstico
diagnostik	diagnose
edge	do
dienstag	martes
komplexität	complexidade
fotografieren	fotografía
fotografieren	foto
fotografieren	fotografía
fotografieren	a
fotografieren	disparar
fotografieren	disparando
fotografieren	tiro
kanone	canóns
kanone	sobre
kanone	os
kanone	artillaría
kanone	canón
kanone	arma
kanone	pistola
kanone	revólver
beschränkung	restrición
hurrikan	furacán
einführen	presentarlles
einführen	á
einführen	presentar
einführen	ao
einführen	introducir
einführen	presente
kommunismus	comunista
kommunismus	partido
kommunismus	comunistas
kommunismus	comunismo
kommunismus	o
say	dicir
say	di
say	que
making	facer
making	a
making	de
making	facendo
leerzeichen	espacios
leerzeichen	espazos
mittelmeerraum	mediterráneo
formell	formal
sack	saco
wiederherzustellen	a
wiederherzustellen	restaurar
kostenlose	libre
kostenlose	libres
kostenlose	balde
lüge	mentiras
lüge	mentira
lüge	mentir
predigt	sermón
variation	variación
haltestellen	paradas
haltestellen	frea
haltestellen	detén
haltestellen	deixa
haltestellen	se
haltestellen	comisarías
haltestellen	postos
westminster	westminster
uhren	ve
uhren	reloxos
uhren	mira
uhren	reloxo
uhren	de
uhren	pé
schulter	ombro
schulter	ombreiro
schulter	ombros
verringern	reducir
verringern	diminución
verringern	diminúe
erlernen	aprender
erlernen	aprendizaxe
erlernen	aprendendo
erlernen	a
erlernen	aprenden
erlernen	aprender
erlernen	a
ironie	ironía
haufen	pila
haufen	feixe
haufen	rochas
haufen	de
haufen	da
haufen	morea
haufen	uns
haufen	de
haufen	chea
haufen	grupo
haufen	fato
vergessenheit	esqueceu
vergessenheit	esqueciches
vergessenheit	esquecín
rhythm	ritmo
unzählige	myriad
originalen	os
originalen	orixinais
lines	liñas
lines	de
lines	trincheiras
lines	frases
spital	hospital
harbor	porto
löcher	buratos
löcher	buracos
konferenzen	conferencia
konferenzen	de
konferenzen	conferencias
konferenzen	rolda
konferenzen	conferencias
viren	virus
ernährt	farto
ernährt	de
ernährt	alimentado
bekanntheitsgrad	conciencia
bekanntheitsgrad	cognición
geplündert	despedidos
persien	irán
rohstoffe	materia
rohstoffe	materias
befehle	orde
befehle	motoras
befehle	ordes
befehle	mando
befehle	de
befehle	comando
befehle	ordes
befehle	orde
befehle	as
befehle	encargos
detailliert	detalle
detailliert	detalles
riesige	enormes
riesige	enorme
riesige	gran
riesige	xigante
riesige	grande
riesige	amplo
riesige	gran
zugegeben	mañá
informatiker	científico
informatiker	científicos
informatiker	científica
organismus	organismo
organismus	organismos
email	correo
vierzig	40
lesern	lectores
kalte	frío
kalte	fría
kalte	arrefriado
räumlich	geographic
jamaika	xamaica
jamaika	jamaica
blöd	estúpido
blöd	estúpida
blöd	estúpidos
blöd	parvo
blöd	estúpidas
blöd	parvadas
blöd	parvo
hochhaus	torre
taube	pomba
zwingen	a
zwingen	obrigando
anderweitig	outra
einzuführen	presentarlles
einzuführen	á
einzuführen	presentar
einzuführen	ao
einzuführen	introducir
einzuführen	presente
soft	suave
knopf	botón
nähere	a
nähere	mais
nähere	máis
nähere	preto
nähere	xuntarse
nähere	achéguense
nähere	achegádevos
favoriten	favorito
favoriten	favoritos
favoriten	favorita
favoriten	preferido
einmalig	único
einmalig	únicas
bereitgestellt	cama
bereitgestellt	ofrecía
gegessen	comemos
gegessen	comín
gegessen	comeu
gegessen	comiches
gegessen	hoxe
gegessen	comín
berechnungen	cálculos
wertvoll	valioso
absichten	intención
beeinträchtigt	visuais
beeinträchtigt	con
beeinträchtigt	afectados
beeinträchtigt	afecta
beeinträchtigt	á
care	importa
care	igual
care	me
simulation	simulación
stärkeren	máis
stärkeren	forte
räuber	ladróns
räuber	bandidos
fraktionen	dous
fraktionen	grupos
dominanz	dominante
dominanz	educativa
dominanz	dominación
flügeln	as
flügeln	ás
lasten	carga
friedhöfe	cemiterio
gezielte	obxectivo
geheim	segredo
geheim	secreto
geheim	secreta
mitternacht	noite
mitternacht	ano
mitternacht	reloxo
mitternacht	doce
mitternacht	media
mitternacht	medianoite
mitternacht	da
mitternacht	á
pistole	pistola
pistole	arma
pistole	revólver
pistole	arma
pistole	pistola
pistole	revólver
vorhandensein	existencia
vorhandensein	vida
vorhandensein	presenza
vorhandensein	diante
vorhandensein	a
memoiren	declaración
gewohnt	vivimos
gewohnt	viviron
gewohnt	viviu
gewohnt	viviamos
gewohnt	vivían
gewohnt	vivín
gewohnt	vivía
fülle	cubrir
fülle	encher
unterschrieben	asinado
android	android
enorme	enorme
enorme	enormes
verbraucher	consumidores
heiko	julie
heiko	david
chemisch	químicas
chemisch	químico
flasche	botellas
flasche	botella
illegale	ilegal
strasse	rúa
strasse	street
strasse	estrada
strasse	camiño
netzwerke	rede
netzwerke	de
vorgesehene	de
maul	boca
maul	boca
maul	bocas
cut	cortar
obama	obama
organismen	organismo
organismen	organismos
senken	reducir
kalt	frío
kalt	fría
kalt	arrefriado
fields	campos
fields	campo
fields	leiras
tansania	tanzania
tansania	cimbabue
tansania	zimbawe
tansania	zimbabwe
beschleunigung	aceleración
güte	amabilidade
güte	bondade
güte	deus
güte	bondade
batterien	batería
morde	asasinatos
morde	un
morde	homicidio
morde	asasinato
morde	asasino
burns	queimaduras
burns	arde
kulturell	cultural
benzin	gasolina
ausdrücke	frases
ausdrücke	expresións
ausdrücke	expresión
erläutern	explicar
erläutern	explicarllo
einzigartig	único
einzigartig	únicas
geschosse	balas
geschosse	as
geschosse	mísiles
revolutionär	revolucionario
revolutionär	revolucionaria
buchen	reserva
buchen	libro
sortierung	unha
sortierung	como
sortierung	de
sortierung	tipo
sortierung	especie
sokrates	sócrates
vermisst	de
vermisst	menos
vermisst	a
vermisst	desaparecidos
vermisst	faltan
vermisst	falta
vermisst	perdidos
vermisst	faltaba
dirigenten	director
speisen	comedor
speisen	mesa
buck	dólar
verborgen	oculto
verborgen	oculta
verborgen	ocultas
verborgen	escondidos
verborgen	escondidas
melodien	melodías
melodien	melodía
früchten	froita
cash	diñeiro
cash	en
cash	efectivo
cash	contado
cash	cartos
cash	suficiente
cash	cobro
cash	cobrar
merkwürdig	curioso
merkwürdig	raro
merkwürdig	estraño
merkwürdig	estraña
merkwürdig	extraño
merkwürdig	moi
merkwürdig	rara
merkwürdig	raro
merkwürdig	peculiar
aktuelles	actual
aktuelles	actuais
aktuelles	que
aktuelles	súa
aktuelles	corrente
aktuelles	noticias
aktuelles	noticia
aktuelles	novas
irre	tolas
irre	manicomio
irre	tolo
irre	enfermo
irre	tolear
irre	tola
irre	tolos
irre	tolas
irre	tolo
walt	walt
schafe	ovellas
kurven	curva
papa	pai
papa	papá
papa	pai
papa	papá
papa	papá
verwirrung	confusión
abstimmen	votamos
abstimmen	voto
abstimmen	votan
abstimmen	votar
abstimmen	votos
abstimmen	voten
abstimmen	votación
taxis	taxi
versprach	prometeron
versprach	prometín
versprach	prometinlle
versprach	prometéronme
versprach	prometida
versprach	prometíchesme
versprach	prometo
versprach	prometera
denk	que
denk	penso
denk	pensar
denk	creo
enormen	enorme
enormen	enormes
individuum	persoa
individuum	cada
individuum	individuais
individuum	individuo
individuum	individual
individuum	tipo
gitter	reixas
gemischt	mestura
gemischt	as
krug	xarra
kamm	cresta
demokratisch	democrático
schleife	acople
schleife	volta
hitze	calefacción
hitze	calor
hitze	o
genetische	xenética
genetische	xenéticas
genetische	xenéticos
genetische	xenético
einkünfte	os
einkünfte	ingresos
einkünfte	do
einkünfte	ingreso
einkünfte	renda
superior	superior
superior	superiores
lenin	lenin
leistungsfähigkeit	capacidade
straftaten	crimes
straftaten	delitos
vincenzo	vincenzo
smart	intelixente
smart	intelixentes
smart	listos
smart	moi
smart	listo
galerien	galería
galerien	de
galerien	louvre
involviert	involucrado
involviert	que
involviert	implicado
involviert	involucrada
lebe	vivir
lebe	vivo
lebe	viven
lebe	vive
lebe	viva
übung	unha
übung	práctica
übung	practicar
übung	exercen
übung	perforar
übung	exercicio
dunkelheit	escuras
dunkelheit	escuro
dunkelheit	escura
dunkelheit	escuridade
dunkelheit	noite
dunkelheit	escuridade
einwand	obxección
araber	árabe
bürgerlich	burguesa
bürgerlich	burgueses
vereinigen	unídevos
vereinigen	irmandádevos
vereinigen	matar
vereinigen	vosas
musikerin	músico
berühmter	famoso
berühmter	famosos
berühmter	famosa
rochester	rochester
konventionellen	convencional
blöcke	mazás
blöcke	de
herzens	corazón
herzens	cardíacas
herzens	cardíaca
herzens	corazóns
herzens	corazón
macdonald	macdonald
ernte	cultivos
ernte	colleita
ernte	cultivos
rangliste	última
wundern	pregúntaste
wundern	pregúntome
wundern	me
wundern	que
édouard	edouard
wasserfall	cae
durcheinander	desastre
durcheinander	boa
durcheinander	lea
durcheinander	porcallada
durcheinander	confusión
durcheinander	confuso
durcheinander	un
durcheinander	caos
fortschritte	progreso
fortschritte	proceso
fortschritte	progresos
fortschritte	segue
fortschritte	os
fortschritte	avances
kochen	cociñar
kochen	cociñeira
kochen	cociñeiro
kochen	cociñar
kochen	cociña
kochen	cociñando
kochen	comida
mechanismen	mecanismos
mechanismen	mecanismo
oberflächen	superficie
studierende	estudantes
studierende	os
studierende	alumnos
studierende	aos
studierende	estudante
studierende	estudantes
studierende	alumno
vergleicht	comparar
vergleicht	comparamos
drucken	imprenta
anweisungen	instrucións
magen	estómago
magen	o
malen	cadro
malen	pintura
weltraum	espazo
weltraum	espacio
weltraum	no
hindernis	barreira
peugeot	peugeot
vielfältig	diverso
sofortige	inmediato
sofortige	contado
inselgruppe	illas
jackie	jackie
vice	vicepresidente
vice	vicio
vice	iwabuchi
vice	antivicio
cloud	nube
schiffs	barco
butter	manteiga
marktführer	líder
künftige	futuro
bezahlung	paga
bezahlung	pagar
bezahlung	pagalo
bezahlung	pago
ausweitung	expansión
ausweitung	expande
ausweitung	extensión
ausweitung	estensión
ausweitung	expansión
tötung	homicidio
tötung	cometidos
erwarte	esperaba
erwarte	agardas
erwarte	agardaba
erwarte	agárdao
erwarte	a
erwarte	que
erwarte	esperar
konten	contas
phantom	membro
phantom	pantasma
phantom	carreta
ratgeber	guía
beabsichtigt	de
potentielle	potencial
straßenverkehr	estradas
straßenverkehr	camiños
straßenverkehr	estrada
straßenverkehr	camiño
paradise	paraíso
paradise	o
ferne	remotas
ferne	distante
ferne	afastado
unüblich	estraño
taktik	táctica
gartens	xardín
gartens	horta
mystery	misterio
fremder	estraños
fremder	descoñecidos
fremder	forasteiros
fremder	descoñecido
fremder	estraño
chin	queixo
buddy	amigo
buddy	colega
buddy	compañeiro
bücherei	biblioteca
clay	clay
eingereicht	a
geistig	mentais
geistig	mental
tierarten	especie
tierarten	especies
picasso	picasso
voraussichtlich	probable
voraussichtlich	que
voraussichtlich	probablemente
voraussichtlich	risco
voraussichtlich	se
voraussichtlich	esperaba
voraussichtlich	que
parade	procesión
unerwartet	inesperado
öffnete	abrimos
öffnete	abriu
öffnete	e
komitat	do
komitat	condado
komitat	o
komitat	nado
garcia	garcía
persönliches	persoal
persönliches	persoais
koran	corán
begeisterung	a
begeisterung	entusiasmo
