the	на
trade	торгівля
degree	градус
degree	ступінь
anti	анти
anti	anti
birth	народження
sun	нд
sun	сонця
sun	сонцю
sun	sun
sun	сонце
finished	завершено
finished	завершені
finished	закінчено
finished	закінчиться
finished	закінчив
rugby	регбі
earth	землею
earth	earth
earth	землі
earth	земля
access	доступ
prior	перед
seasons	сезони
journal	журнал
journal	journal
journal	щоденник
beginning	початок
software	програмний
software	програми
software	застосунок
famous	відома
famous	знамениті
famous	відомий
famous	знаменитий
religious	релігійна
religious	релігійні
martin	мартін
god	божі
god	боже
god	бога
god	бог
god	богу
bit	біт
hours	годин
hours	години
running	виконання
running	виконується
running	працює
running	біг
brought	привезли
brought	принесли
brought	приніс
missing	відсутній
economic	економічне
economic	економічні
economic	економічна
economic	економічний
economic	корупцію
structure	структура
structure	структури
rural	сільське
rural	сільська
remained	залишилася
decision	рішенням
decision	рішення
certain	певних
certain	певні
certain	конкретний
certain	певна
hit	удар
hit	хіт
hit	влучити
hit	зачепив
hit	вдарив
minutes	хвилин
minutes	хвилини
spain	іспанію
spain	іспанія
spain	іспанії
plays	грає
plays	відтворює
whole	цілу
whole	цілий
whole	ціла
joseph	джозеф
joseph	йосип
joseph	жозеф
joseph	йозеф
lord	господь
lord	господа
lord	володар
lord	лорд
web	web
web	веб
decided	вирішили
decided	вирішив
decided	вирішила
operations	дії
operations	операцій
operations	операції
function	функція
function	функцію
function	функції
louis	людовик
louis	луї
louis	луїс
assembly	зборів
assembly	збори
queen	цариці
queen	королева
queen	queen
queen	краля
queen	цариця
security	безпека
security	безпеки
security	security
uses	використовує
uses	користується
uses	використання
ohio	огайо
jan	ян
operation	дія
operation	операція
call	дзвінок
call	зателефонувати
call	виклик
successful	успішно
successful	успішне
successful	вдало
successful	успішний
successful	вдалась
legal	правові
legal	правова
legal	юридична
legal	юридичні
legal	юридичний
russia	росії
russia	росію
russia	росія
prince	принц
prince	принца
prince	князь
jewish	єврейський
jewish	єврейська
staff	персонал
staff	штаб
establishments	прийду
goal	мета
agree	згодна
agree	згоден
agree	згодні
agree	погоджуюсь
agree	погоджуюся
agree	погодьтеся
bad	bad
bad	погана
bad	погано
bad	погане
attendance	приїзд
populated	населеному
nature	природа
nature	природня
allowed	дозволено
allowed	дозволені
captain	капітан
mount	гора
mount	маунт
mount	монтувати
mount	монтування
calculated	вираховується
structures	структури
structures	структур
structures	конструкції
hard	hard
hard	тяжко
hard	важкий
hard	складна
hard	важка
hard	жорсткий
saying	мовляв
saying	кажу
saying	кажеш
manager	керівник
manager	менеджер
earlier	раніше
elections	вибори
meet	знайомство
meet	зустрічаються
box	скринька
box	box
box	ящик
box	коробка
lines	лінії
lines	рядками
lines	рядків
lines	лініями
lines	рядки
democratic	демократичні
democratic	демократичний
democratic	демократична
success	успіх
singles	розряд
traditional	традиційними
traditional	традиційний
traditional	традиційні
traditional	традиційна
traditional	традиційне
rest	відпочинок
highway	шосе
matter	речовина
particularly	особливо
wide	широкий
wide	широка
month	місяця
month	місяць
care	піклування
care	догляд
admin	адміністрування
admin	адмін
admin	адміністратор
cultural	культурний
cultural	культурні
commission	комісія
plan	плануємо
plan	спланувати
plan	планувати
plan	план
practice	вправи
practice	вправа
practice	практика
command	наказую
command	командний
command	команда
nomination	номінації
jersey	джерсі
parties	вечірок
parties	вечірки
parties	партій
michigan	michigan
entire	ціла
anyone	нікому
anyone	нікого
anyone	хтось
approximately	приблизно
master	майстер
master	магістр
master	вчителю
master	master
noted	зауважимо
noted	зауважити
usa	сша
usa	usa
stop	стоп
stop	припинити
stop	зупинки
stop	зупинити
stop	зупинка
stop	зупинитись
feature	можливість
engine	рушій
engine	двигун
response	відповідь
needed	потрібним
needed	потреби
needed	потрібен
needed	потрібною
needed	необхідний
illinois	іллінойс
experience	досвід
engineering	техніка
engineering	інженерних
engineering	інженерія
silver	срібла
silver	срібло
silver	silver
silver	срібний
separate	окреме
separate	відокремити
takes	фотографує
takes	приймає
takes	набуває
secretary	секретар
dutch	нідерландська
dutch	голландська
lee	лі
recording	запис
prime	prime
themselves	самих
themselves	суспільством
rules	правила
uploaded	завантажено
trying	спроби
trying	намагаючись
youth	молодість
youth	юнацтва
youth	юність
youth	молодь
scotland	шотландія
scotland	шотландії
iii	ііі
iii	iii
houses	будинках
houses	доми
houses	будинки
houses	будинків
houses	домів
heart	серце
room	кімната
room	кімнату
stone	камінь
stone	stone
stone	стоун
shown	показана
shown	показані
shown	показано
deal	домовитися
deal	здати
deal	згода
deal	домовились
deal	угода
drama	драматичний
drama	драма
drama	драми
scores	рахунку
dead	помер
dead	померла
dead	мертвий
dead	dead
key	ключ
key	клавіша
shot	постріл
shot	застрелив
turn	хід
turn	черга
turn	повернути
occupation	окупаційні
occupation	окупація
occupation	окупації
scottish	шотландська
executive	виконавчий
plant	завод
plant	рослини
plant	садити
plant	рослина
promoted	рекламні
promoted	підвищили
promoted	рекламний
whom	кого
villages	селах
villages	села
villages	сіл
languages	мови
languages	мов
internet	інтернет
feel	feel
feel	відчуваю
feel	відчути
covered	розібралися
covered	покрита
merge	злиття
mostly	здебільшого
mostly	переважно
numerous	безліч
ancient	давніх
ancient	стародавні
ancient	давні
ancient	стародавній
ancient	давній
attempt	спробу
attempt	спроба
attempt	намагатися
property	властивості
property	властивість
property	майна
property	власність
property	майно
programs	програми
picture	picture
picture	зображення
picture	картинка
picture	фото
finally	нарешті
ships	кораблів
ships	кораблі
fiction	фантастика
fiction	культурі
looking	шукаємо
looking	дивиться
looking	дивлюся
secondary	вторинної
nations	націй
majority	більшість
majority	більшістю
edward	едвард
edward	едуард
annual	річну
annual	річна
annual	щороку
annual	річні
annual	річний
digital	цифрове
digital	digital
digital	цифрова
digital	цифровий
mission	місія
lived	жили
lived	жила
lived	жив
claim	копальні
claim	стверджують
claim	вимагати
claim	володарі
seat	місце
seat	seat
bbc	bbc
profile	профілю
profile	профіль
dance	танці
dance	танцюй
dance	танець
dance	танцювальна
dance	танок
prize	премія
doing	займаюся
georgia	грузія
georgia	грузії
georgia	грузію
port	пор
port	порт
pacific	тихий
castle	замок
pass	перевал
pass	передати
pass	проїхати
transport	транспорт
transport	пересилання
organizations	організації
organizations	організацій
ratio	пропорції
ratio	коефіцієнт
ratio	співвідношення
recently	недавно
recently	нещодавно
fall	падати
fall	осінь
fall	fall
fall	падіння
global	глобальний
global	global
global	загальні
era	епоха
wing	крилом
wing	крило
opinion	думка
commander	commander
commander	командира
commander	командувача
commander	командир
fort	форт
fort	fort
effect	ефект
opening	відкриття
opening	відкривання
opening	відкривається
opening	відкриваємо
fine	файно
fine	добре
purpose	мета
winter	зима
genus	рід
congress	конгрес
congress	конгресу
activities	заняття
activities	діяльності
activities	діяльність
met	зустрілись
met	зустрілися
met	зустріли
income	вклади
income	прибуток
income	дохід
income	прибутки
massachusetts	массачусетс
comes	приходить
older	старші
older	старше
older	старіші
older	старша
peak	пік
lack	відсутність
lack	бракує
lack	брак
lack	нестача
bass	бас
bass	басс
super	супер
complex	комплекс
complex	складні
academic	академічна
academic	навчального
academic	академічний
stars	зірки
accounts	рахунки
appearance	вигляд
asian	азійський
asked	запитали
asked	запитала
asked	просили
asked	просив
asked	запитав
friends	друзями
friends	друзів
friends	друзі
kind	добрі
kind	вид
kind	різновид
till	доки
till	till
till	поки
financial	фінанси
financial	фінансові
financial	фінансова
entry	запис
asia	азія
sense	глузд
sense	почуття
sense	чуття
meaning	сенс
meaning	значення
actress	актриса
actress	акторка
map	карта
map	мапа
intended	призначений
intended	розміщені
intended	призначено
bishop	єпископа
bishop	єпископ
boston	бостон
rate	оцінити
rate	частота
rate	швидкість
rate	оцініть
rate	ставка
literature	література
forest	лісова
forest	ліс
voice	голос
voice	голосом
voice	голосу
jack	джек
pre	pre
pre	пре
pre	попередньо
justice	справедливість
justice	правосуддя
champion	чемпіон
double	дабл
double	двічі
double	дубль
double	подвійна
double	подвійний
double	подвійне
polish	польською
polish	польську
polish	польська
polish	польські
polish	польське
numbers	числа
numbers	номери
numbers	цифри
columbia	колумбія
temple	храму
temple	храм
defeated	перемогли
defeated	поразки
administration	адміністрація
administration	адміністрації
administration	адміністрування
ended	завершене
ended	закінчився
ended	закінчилась
ended	закінчилось
ended	завершився
claims	заявляє
claims	стверджує
jones	джонс
parish	парафія
parish	парафії
israel	ізраїлі
israel	ізраїлю
israel	ізраїль
actors	акторів
actors	актори
sister	сестра
scored	набрав
scored	набрали
scored	набрала
scored	набирає
table	стіл
table	столик
table	таблиця
table	таблиці
attended	відвідали
pop	поп
pop	pop
else	іще
else	інше
newspaper	газета
friend	другові
friend	другом
friend	друг
friend	подруга
friend	друга
unknown	невідомий
unknown	невідомо
unknown	невідома
unknown	невідомі
unknown	невідоме
winner	переможець
winner	переможниці
chart	діаграма
chart	діаграми
initially	спочатку
loss	збиток
loss	втрати
loss	втрата
loss	збитки
loss	втрату
sites	сайти
sites	сайтів
sites	юнеско
starting	починаючи
starting	починається
starting	початок
starting	починаються
starting	запуск
architecture	архітектура
relations	відносини
supported	підтримувані
supported	підтримали
supported	підтримується
tracks	доріжок
tracks	слідкує
tracks	композиції
tracks	доріжки
tracks	сліди
contract	договір
contract	контракт
face	обличчя
face	обличчям
face	face
directly	напряму
directly	безпосередньо
spent	витрачено
spent	витрачений
girl	дівчинка
girl	дівча
girl	дівчина
girl	дівчину
clearly	чітко
clearly	суто
junior	джуніор
junior	дитячий
junior	junior
francisco	франсіско
francisco	франциско
politics	політика
presented	представили
presented	презентували
presented	представлена
presented	презентувала
mar	мар
cause	спричинити
cause	причина
cause	причиною
volume	гучність
caused	призвела
caused	викликала
caused	завдали
tom	тома
tom	том
flight	польоту
flight	переліт
flight	рейс
flight	політ
candidate	кандидат
matches	збігається
matches	матчів
matches	відповідає
matches	сірники
claimed	забрала
except	окрім
except	крім
oil	олива
oil	олія
oil	нафта
assistant	помічники
assistant	помічника
assistant	помічник
surface	поверхні
surface	поверхня
regiment	полк
stories	історії
stories	публікації
stories	розповіді
represented	представлено
gets	здобуває
gets	отримує
speedy	гонщик
weeks	тижні
weeks	тижнів
listing	переліку
allow	дозволяти
allow	дозволити
branch	гілка
retired	закріплені
retired	звільнився
communities	громад
train	потяг
train	поїзд
paper	папір
adding	додавання
provides	надає
provides	закладено
provides	забезпечує
remains	залишається
remains	залишки
victoria	вікторія
metal	метали
metal	металевий
metal	метал
wrong	неправильна
wrong	неправильно
wrong	неправильний
direct	пряма
direct	прямий
direct	direct
direct	прямі
frank	франк
frank	френк
frank	френку
miles	кілометрів
blocked	заблоковано
blocked	заблокували
blocked	заблоковані
launched	запустили
launched	розпочали
mass	маса
mass	mass
chairman	голова
chairman	головою
comedy	комедія
comedy	комедії
relationship	стосунки
relationship	взаємовідношення
knowledge	знань
knowledge	знання
format	формат
format	форматування
creek	крік
creek	струмок
meeting	засідання
meeting	нарада
meeting	зустрічі
meeting	зустріч
failed	невдало
failed	невдача
failed	збій
failed	помилка
officers	офіцери
officers	офіцерів
draft	чернетку
draft	чернетка
draft	чернетки
goes	їздить
goes	йде
goes	переходить
goes	ходить
goes	піде
fight	бій
fight	бійка
fight	fight
figure	фігура
faculty	факультету
faculty	факультет
camp	табір
ran	побігли
ran	побігла
ran	пробіг
ran	ран
ran	біг
variety	різноманітність
variety	сорти
variety	різноманітності
owner	власник
statistics	статистика
statistics	статистикою
statistics	статистику
statistics	статистики
raised	виховали
raised	виростили
raised	карпатські
raised	підняли
heavy	heavy
heavy	важкий
heavy	сильний
alexander	олександр
alexander	александер
alone	наодинці
alone	поодинці
alone	сама
alone	самі
understand	розумію
understand	розуміємо
understand	зрозуміти
understand	зрозуміла
episodes	епізоди
episodes	серії
gives	подано
gives	дає
educational	освітня
educational	навчальна
educational	освітні
educational	навчальних
daily	щоденне
daily	щоденно
daily	щодня
daily	щоденні
williams	вільямс
latin	латинська
latin	латинської
latin	латинські
completely	цілком
completely	повністю
products	продукція
products	виріб
products	вироби
products	продукти
dark	темні
dark	темна
dark	темний
dark	темне
dark	темно
attention	увага
religion	релігія
religion	релігії
von	фон
mind	mind
mind	розум
corps	корпус
administrative	адміністративні
administrative	адміністративний
administrative	адміністративне
cut	різати
cut	вирізати
scott	скотт
becoming	стає
becoming	становлення
becoming	ставши
footballer	футболіст
jean	жан
jean	джин
mayor	мер
mayor	мера
mayor	майор
pro	pro
pro	профі
pro	правозахисники
beach	пляжний
beach	біч
beach	пляж
descent	спуск
leaving	залишаючи
leaving	відправляється
leaving	йдемо
cast	зіграла
territory	територія
write	записати
write	напишіть
write	пишіть
write	виписати
write	написати
towns	містами
forms	форм
forms	форми
joe	джо
inside	inside
inside	всередині
wanted	хотів
wanted	захотіли
wanted	хотіли
wanted	хотіла
solid	суцільна
solid	твердий
solid	суцільний
solid	суцільне
authority	авторитет
authority	правом
mention	згадай
projects	проекти
projects	проектів
del	дель
del	del
continue	продовжувати
continue	продовжити
continue	продовжуємо
cost	вартість
vice	віце
vice	заступник
drive	драйв
drive	пристрій
drive	привід
drive	drive
notice	помічав
notice	помічати
notice	зауваження
notice	помітити
johnson	джонсон
forced	примусово
forced	змусили
forced	вимушена
looks	виглядає
reasons	причини
job	завдання
job	робота
photo	світлину
photo	світлина
photo	світлині
photo	фото
hope	надії
hope	надія
hope	надіюсь
log	журнал
log	лог
log	log
parents	батьки
entered	ввели
entered	введений
entered	введено
entered	введена
entered	увійшов
mike	майк
mike	майка
basic	базові
basic	базове
basic	основні
basic	базовий
basic	основний
scientific	науковий
scientific	наукових
scientific	наукова
amount	сума
amount	суму
spring	весняна
spring	весна
spring	весняний
spring	весняні
oxford	оксфорд
kong	конг
opera	opera
opera	опера
tried	намагалися
tried	спробували
tried	спробував
tried	намагався
tried	пробував
critical	критична
critical	критичні
critical	критичний
simple	просту
simple	простий
simple	проста
simple	прості
simple	просте
founder	засновник
hong	гонг
told	розповіла
told	розповіли
told	казав
husband	чоловік
husband	чоловіка
useful	корисне
useful	корисні
useful	корисна
useful	корисно
useful	корисний
technical	технічні
technical	технічна
technical	технічний
necessary	необхідно
necessary	необхідні
necessary	необхідним
believed	повірила
believed	вірив
believed	здавалось
believed	вірила
believed	вірили
operated	здійснюються
mountains	гори
importance	важливості
importance	важливість
musicians	музикантів
musicians	музиканти
hotel	готель
girls	дівчатка
girls	дівчата
crew	екіпаж
feb	лютого
boy	хлопчик
boy	закохалася
ontario	онтаріо
nation	держава
nation	нації
nation	нація
defense	оборона
defense	захист
defense	оборони
wiki	вікі
champions	чемпіони
golden	золотий
golden	голден
golden	золоті
golden	золоте
districts	райони
faith	віра
racing	перегони
racing	гонки
racing	racing
mainly	переважно
mainly	головним
mainly	основному
auto	автоматичні
auto	автоматичний
auto	авто
auto	автоматично
lives	життів
lives	живе
swedish	шведська
hot	гаряча
hot	hot
hot	гарячий
hot	гаряче
hot	гарячі
entertainment	розваги
entertainment	entertainment
net	нетто
net	net
soccer	футбол
creation	створення
creation	витвір
product	добуток
product	продукт
product	товар
tower	вежа
tower	tower
tower	башта
increased	зросли
increased	збільшили
votes	голоси
votes	голосів
votes	голосує
squadron	ескадрильї
contemporary	сучасна
contemporary	contemporary
contemporary	сучасне
subsequently	послідовно
focus	фокус
focus	фокусування
focus	focus
marriage	шлюб
questions	запитань
questions	питань
questions	вопросы
questions	запитання
questions	питання
naval	морська
details	відомості
details	подробиці
details	деталі
forward	переслати
forward	вперед
forward	пересилання
memorial	меморіал
peace	миру
peace	мир
kept	зберегла
iran	іран
iran	ірану
korea	корея
korea	кореї
analysis	аналіз
winners	переможці
poor	бідними
poor	бідна
poor	бідний
poor	бідні
grade	класі
cricket	cricket
judge	суддя
judge	судді
judge	суддю
electric	електрика
electric	електричний
exist	існують
exist	існує
corporation	корпорація
hold	затримати
hold	тримай
campus	університеті
brazil	бразилії
brazil	бразилія
brazil	бразильська
chris	кріс
beyond	beyond
beyond	поза
increase	збільшити
increase	підвищити
summary	резюме
summary	зведення
summary	підсумок
remaining	залишилося
remaining	залишилось
remaining	лишилось
statement	заява
statement	виписка
statement	твердження
broadcast	трансляція
getting	отримання
getting	розм
piano	піаніно
piano	piano
piano	фортепіано
des	des
des	дез
novels	романів
novels	романи
serving	порцію
serving	виступає
serving	обслуговувати
hour	година
hour	години
hour	годину
moving	переміщення
moving	руху
moving	переїзд
moving	пересування
resolution	resolution
concept	поняття
concept	концепція
alternative	альтернатива
alternative	варіант
alternative	альтернативне
alternative	альтернативні
alternative	альтернативна
alternative	альтернативний
brothers	браття
brothers	брати
attacks	приступ
attacks	атакує
attacks	напади
attacks	атаки
encyclopedia	енциклопедія
republican	республіканська
representatives	представники
representatives	представників
politicians	політики
difficult	важко
difficult	складно
difficult	складне
ability	здатність
ability	можливість
studied	вчився
studied	вивчав
studied	вивчила
studied	навчався
host	вузол
host	ведуча
wall	стіну
wall	стіна
wall	стіні
immediately	негайно
immediately	одразу
immediately	відразу
urban	урбан
urban	міський
pakistan	пакистану
pakistan	пакистан
marine	морська
physical	фізична
physical	фізичні
physical	фізичне
dec	схилення
dec	схил
dec	dec
troops	поповнення
troops	війська
coming	іду
coming	наближається
coming	coming
semi	крапкою
semi	напів
suggest	підкажіть
suggest	запропонувати
emperor	імператор
letter	лист
letter	літера
letter	листі
couple	пара
couple	парочка
duke	герцог
duke	дюк
tell	скажи
tell	розказати
tell	розкажіть
tell	розкажу
tell	розкажи
gallery	галерея
gallery	галерею
gallery	галереї
gallery	gallery
follow	слідувати
follow	стежити
windows	вікон
windows	windows
windows	вікна
tree	дерево
tree	ялинки
hits	hits
jazz	джаз
jazz	jazz
jazz	джазу
protection	захист
relevant	актуальна
count	кількість
count	рахувати
count	відлік
situation	ситуацію
situation	ситуація
situation	становище
situation	ситуації
reviews	огляди
reviews	відгуки
classical	класична
offered	запропоновано
offered	запропонували
offered	запропонував
lady	жіночі
lady	леді
lady	пані
netherlands	нідерланди
netherlands	нідерландах
netherlands	нідерландів
reports	звітів
reports	звіти
influence	перебіг
influence	впливати
influence	вплив
address	адреса
address	звертайтеся
address	адресу
linear	лінійна
linear	лінійний
consider	розглянемо
consider	вважайте
machine	machine
machine	машина
machine	автомат
domain	домен
elements	елементи
minnesota	міннесота
types	типи
serve	служити
serve	подаємо
serve	подавати
sydney	сідні
ministry	міністерства
ministry	міністерство
blood	кров
blood	blood
distance	дистанція
distance	відстань
distance	дистанції
bottom	внизу
bottom	знизу
giving	віддавали
giving	віддавати
giving	віддаю
giving	даючи
giving	даєш
boys	хлопчики
potential	потенціал
toronto	торонто
edited	змінені
edited	змінений
infantry	піхота
oct	жовтня
conflict	конфлікт
workers	робітників
workers	працівників
workers	працівники
workers	робітники
steve	стів
philadelphia	філадельфія
helped	допоміг
helped	допомагали
helped	допомогла
helped	допомагав
helped	допомогли
der	дер
nationality	нації
nationality	країна
nationality	націю
nationality	громадянство
nationality	нація
dispute	суперечка
scene	сцени
scene	сцена
method	метод
titles	заголовки
berlin	берлін
conditions	умови
arms	руки
races	гонок
races	раси
maybe	maybe
maybe	можливо
discovered	виявив
discovered	виявили
discovered	відкрив
iron	залізний
iron	залізо
iron	залізна
iron	заліза
extended	розширені
extended	розширена
extended	розширений
churches	церкви
churches	церквах
churches	храми
churches	церков
positive	позитивне
positive	позитивні
positive	позитивний
positive	позитивно
positive	позитив
santa	санта
nom	ном
longew	longew
imperial	імператорський
imperial	імперський
imperial	imperial
composed	складено
latns	latns
ball	кулька
ball	бал
width	ширина
width	ширину
width	товщина
quickly	швидко
quickly	швиденько
correct	виправте
correct	виправити
correct	правильна
correct	правильний
responsible	відповідальний
responsible	відповідальна
indiana	індіана
soldiers	вояки
soldiers	солдати
soldiers	солдатам
examples	приклади
korean	корейська
genre	жанр
fish	риб
fish	риба
fish	рибу
fish	рибка
fish	риби
senate	сенат
effects	ефекти
gun	рушниця
gun	гармата
gun	пістолет
check	перевірити
check	перевірте
appearances	виступи
plans	плани
renamed	перейменовано
sign	підписати
sign	знак
reporting	звітності
reporting	звітування
sweden	швеція
sweden	швеції
consists	складається
heritage	спадщина
tag	мітка
tag	позначити
tag	позначка
tag	квач
doctor	лікар
doctor	лікаря
doctor	доктор
doctor	лікарю
leaders	лідери
leaders	лідерів
lies	лежить
lies	брехня
lies	бреше
lies	брехні
inc	inc
rivers	річок
rivers	річки
rivers	ріки
crime	злочин
crime	кримінальна
liberal	ліберальна
stand	стоїмо
stand	стенд
stand	stand
bob	bob
bob	боб
existing	існуюче
existing	існуючий
existing	існуючі
existing	існуючу
publishing	видавництво
publishing	оприлюднення
publishing	публікацією
publishing	публікація
publishing	публікування
industrial	промислові
industrial	промислова
industrial	промисловий
answer	відповідь
split	дроблення
split	розділення
split	розділити
split	розділена
apr	apr
sex	стать
sex	секс
sex	sex
mixed	змішана
mixed	змішаний
mixed	змішані
acting	во
acting	заступник
acting	акторська
acting	діяти
personnel	персоналу
rail	залізничний
rail	трамвая
die	загине
die	die
die	померти
premier	premier
premier	вищому
approach	підхід
wisconsin	вісконсин
sentence	речення
sentence	вирок
root	root
root	корінь
ago	ago
ago	тому
standards	стандартів
standards	стандартами
standards	стандартам
standards	стандарти
comics	comics
comics	комікси
comics	комікс
earned	заробив
miss	міс
specifically	спеціально
specifically	конкретно
horse	кінь
contributions	внески
contributions	внесок
carried	несуть
carried	проводяться
lieutenant	лейтенант
lieutenant	лейтенанта
wood	вуд
wood	деревина
wood	лісова
plants	рослини
plants	заводи
initial	початкова
initial	початковий
initial	початкове
origin	джерело
origin	походження
environment	середовища
environment	середовище
rank	звання
rank	вартості
bus	шини
bus	бус
bus	шина
bus	автобус
gas	газова
gas	газу
gas	газ
direction	напрям
direction	напрямок
guide	посібник
guide	провідник
guide	путівник
guide	гід
resources	виконавців
resources	виконавці
resources	ресурси
affairs	справ
accepted	прийнято
accepted	прийняті
accepted	прийняли
accepted	прийнятий
animals	звірі
animals	тварини
nor	ані
activity	активність
activity	дії
activity	діяльності
activity	дія
activity	діяльність
levels	рівні
levels	рівнів
laws	законів
laws	закони
jim	джим
creating	створення
cambridge	cambridge
ones	ті
composer	композитор
composer	редактор
remove	прибрати
remove	видалити
remove	вилучити
agency	агенція
agency	агентство
reserve	резервна
reserve	резерв
reserve	резервний
reserve	заповідник
atlantic	атлантичний
atlantic	атлантична
atlantic	atlantic
supreme	supreme
weight	вагу
weight	вага
ask	запитати
ask	питати
ask	запитувати
ask	попросити
ask	спитати
ask	ask
fighting	бійцівський
fighting	боротьба
fighting	боротьбі
fighting	боротись
fighting	бойовий
fighting	бійка
jackson	джексон
widely	широко
rose	роуз
rose	роза
rose	розі
rose	троянда
operating	операційну
operating	операційна
treatment	лікування
andrew	ендрю
trial	судять
expanded	збільшено
expanded	широкий
daniel	daniel
daniel	даніел
daniel	даніель
daniel	деніел
daniel	данило
certainly	безперечно
certainly	беззаперечно
info	info
info	інформації
info	інформація
sciences	наук
fame	славу
fame	слави
everything	everything
everything	все
everything	усе
avenue	проспект
avenue	avenue
travel	подорож
travel	подорожувати
travel	подорожі
scale	масштаб
scale	шкала
break	break
break	перерва
break	розбити
break	розрив
break	перерви
oregon	орегон
housing	житло
produce	виготовлення
produce	виробляють
capacity	потужність
capacity	спроможність
#efefef	#efefef
fictional	вигаданий
fictional	фантастика
fictional	штучно
exchange	обмін
actions	дії
cited	навели
typically	зазвичай
settlement	поселення
agreement	угода
agreement	угоду
translation	переклад
males	самці
kansas	канзасі
kansas	канзас
managed	переживали
managed	худоби
managed	вдалося
managed	зуміли
managed	керується
bring	принести
bring	принесе
bring	привезти
charge	заряд
fails	невдало
fails	підводить
dedicated	присвячується
dedicated	присвяченого
dedicated	присвячено
dedicated	присвятив
estate	майно
nearby	поблизу
nearby	поруч
residents	мешканці
residents	мешканців
piece	шматок
piece	інсталяція
piece	фігуру
growth	росту
growth	зростання
growth	ріст
trust	довіра
applied	застосування
applied	застосовано
applied	звернулася
drums	ударні
drums	барабани
issued	видала
issued	виданий
issued	випущено
murder	вбивство
murder	убивство
normal	звичайна
normal	нормальний
normal	нормальні
normal	звичайний
normal	звичайне
twenty	двадцять
twenty	двадцяти
avoid	уникнути
avoid	уникайте
avoid	уникати
tony	тоні
norwegian	норвезька
criteria	критерії
criteria	критерій
context	контекст
context	контексту
suggested	рекомендації
suggested	запропоновані
suggested	рекомендовані
revolution	революція
fully	повноцінного
fully	повністю
wars	війн
wars	війни
prominent	видатних
aug	aug
leaves	листочки
leaves	листя
advanced	додатковий
advanced	додаткові
advanced	додаткове
advanced	розширений
advanced	додатково
distribution	розподіл
medicine	ліки
medicine	медицина
garden	садку
garden	садок
garden	сад
reach	охоплення
turkey	туреччина
females	самиць
publications	публікаціях
impact	вплив
households	родин
survey	опитування
height	висота
morning	morning
morning	ранку
morning	ранок
morning	утро
honor	честь
honor	шанувати
honor	вшанування
deep	глибока
deep	deep
deep	глибоко
deep	глибокий
argument	аргументом
argument	аргумент
publication	публікацію
publication	публікація
arthur	артур
elizabeth	єлизавета
elizabeth	елізабет
worth	варта
worth	варто
worth	варте
worth	варті
colorado	колорадо
median	медіана
maryland	меріленд
falls	водоспад
zone	зона
solo	solo
solo	соло
learning	навчання
pay	заплатити
pay	платять
pay	заплатить
choice	вибір
choice	актуально
vol	vol
flag	прапором
flag	прапорець
flag	прапор
flag	прапора
engineer	інженер
cars	автомобілі
cars	тачки
farm	ферма
wilson	вілсон
principal	капітал
acquired	придбані
constructed	побудовано
constructed	проведена
secret	таємний
secret	секретний
secret	таємна
secret	таємниця
secret	таємно
poet	поет
build	зібрати
build	збирання
build	побудувати
build	будувати
remain	remain
remain	залишаються
orchestra	оркестр
orchestra	orchestra
versions	версії
versions	версій
fixed	фіксована
fixed	виправлено
fixed	фіксований
efforts	зусилля
documentary	документальний
equipment	обладнання
equipment	інвентар
ray	рей
ray	ray
yellow	жовте
yellow	жовтого
yellow	жовті
yellow	жовтий
guard	охорона
guard	гвардія
pressure	тиск
grant	грант
grant	надати
prison	тюрма
prison	тюрми
freedom	свобода
norway	норвегії
norway	норвегія
store	зберігати
store	магазин
taylor	тейлор
quarter	квартал
quarter	чверть
designated	названої
designated	призначені
independence	незалежність
independence	незалежності
platform	платформи
platform	платформу
platform	платформа
rome	рим
teacher	викладач
teacher	вчителю
teacher	вчитель
teacher	учитель
teacher	вчителька
copy	скопіюйте
copy	копіювання
copy	скопіювати
copy	копіювати
copy	копія
effort	зусилля
nuclear	ядерної
nuclear	ядерні
nuclear	ядерна
nuclear	ядерний
pictures	зображення
pictures	картинки
models	models
models	моделі
models	моделей
sep	sep
everyone	всім
everyone	усіх
everyone	усі
everyone	усім
everyone	всіх
thank	дяка
description	опис
agreed	згідний
agreed	домовилися
agreed	домовились
agreed	погодився
institutions	закладів
institutions	установи
institutions	інституції
institutions	установ
institutions	топові
covers	обкладинки
covers	охоплює
covers	обкладинок
facilities	споруди
target	призначення
target	ціль
stack	стек
rationale	rationale
stat	stat
combined	комбінований
bronze	бронза
hosted	пройшла
programming	програмування
sri	шрі
railroad	машиніст
railroad	залізниця
unique	унікальний
unique	унікальне
unique	унікальні
defined	визначений
defined	визначена
defined	визначені
defined	визначено
defined	визначається
ocean	океан
cell	клітинка
cell	комірки
cell	комірку
cell	клітини
cell	комірка
missouri	міссурі
concert	концерт
improve	покращити
biography	біографія
biography	біографію
loan	борг
loan	кредитні
loan	кредит
loan	кредиту
contact	контакт
contact	контактна
holy	святі
holy	святе
holy	свята
holy	священні
holy	святий
tennessee	теннессі
sub	sub
safety	безпека
stephen	стівен
stephen	степан
policies	політики
policies	правила
painting	малювання
painting	картина
painting	живопис
price	ціна
mexican	мексиканська
mexican	мексиканський
leadership	лідерство
leadership	лідерства
flying	польоту
message	повідомлення
municipal	муніципальна
municipal	муніципальний
serious	серйозне
serious	серйозно
serious	серйозні
serious	серйозна
