deriva	пропала
rupt	broken
rupt	розбите
rupt	зламаний
rupt	вирвав
integrate	комплексний
panama	панами
afc	afc
utilizari	використовує
utilizari	користується
utilizari	використання
nancy	ненсі
comisie	комісія
reveni	відновити
reveni	повернути
westfalia	вестфалія
arkansas	арканзасу
sinteza	синтез
sinteza	синтез
aripa	крилом
aripa	крило
aripa	крилом
aripa	крило
cauzele	причинами
cauzele	причини
graz	грац
veniturile	прибуток
veniturile	дохід
veniturile	вклади
veniturile	прибуток
veniturile	дохід
veniturile	прибутки
atomic	атомна
clinton	клінтон
continuand	продовжуючи
continuand	продовжуємо
imparateasa	імператриця
imparateasa	імператриця
integrare	інтеграція
districtele	райони
miercurea	середа
miercurea	середи
scenele	краєвиди
dramatice	драматичного
aurelian	авреліан
transmiterea	перенесення
ralph	ральф
hunter	мисливець
armeni	вірмени
armeni	вірменська
vera	віра
vera	вера
sferturi	тривога
sferturi	квартирах
borsod	боршод
demo	демонстрація
demo	демо
standarde	стандартів
standarde	стандартами
standarde	стандартам
standarde	стандарти
minima	мінімальна
minima	мінімальний
minima	мінімум
minima	мінімально
minima	мінімальне
minima	мінімальна
minima	мінімальне
simt	глузд
simt	почуття
simt	чуття
simt	feel
simt	відчуваю
simt	відчути
simt	почуття
simt	відчуття
simt	передчуття
datata	датоване
cateodata	інколи
cateodata	деколи
cateodata	іноді
utila	корисне
utila	корисні
utila	корисна
utila	корисно
utila	корисний
utila	корисні
utila	корисно
utila	корисна
utila	корисний
montferrat	монферрат
dotat	наділені
dotat	подарувати
pastrata	зберегла
pastrata	зберігав
clape	клавіатур
isabella	ізабелла
predare	вчить
predare	навчальні
predare	навчати
predare	викладати
airlines	антонова
airlines	авіалінії
airlines	airlines
transfermarkt	transfermarkt
rareori	рідко
rareori	рідко
abaúj	абауй
patrat	квадратний
patrat	площа
patrat	квадрат
patrat	квадратний
patrat	площа
patrat	квадрат
raze	проміння
raze	промені
epic	епічний
gratie	благодать
gratie	милість
avere	фортуна
avere	багатства
avere	багатство
windsor	віндзор
prevede	надає
prevede	закладено
prevede	забезпечує
birou	офіс
birou	office
birou	стільниці
secretul	таємний
secretul	секретний
secretul	таємна
secretul	таємниця
secretul	таємно
trilogia	трилогія
aniversare	річниця
aniversare	ювілей
gonzaga	гонзага
pib	ввп
frumusetea	краса
executata	виконано
musulmana	мусульмани
musulmana	мусульманин
rob	роб
mehmed	мехмед
concret	бетонні
concret	бетон
frumusete	краса
frumusete	краса
laboratorul	лабораторія
laboratorul	lab
laboratorul	лабораторії
maini	рук
maini	руками
maini	руки
ala	ала
batalionul	батальйон
decorative	декоративна
decorative	декоративний
constient	уважні
constient	відомо
constient	усвідомлює
sectoare	секторів
sectoare	сектори
sansa	шанс
sansa	вірогідність
sansa	шанс
sansa	вірогідність
sansa	санса
autostrada	автомагістраль
autostrada	шосе
autostrada	автомагістраль
autostrada	шосе
autostrada	шосе
compozitori	композиторів
fabricatie	виробництва
fabricatie	виробництво
treimi	третин
alegere	вибір
alegere	актуально
notre	нотр
mostenire	застаріла
mostenire	спадок
mostenire	успадкування
mostenire	застаріла
mostenire	спадок
mode	режим
mode	лад
mode	mode
negocierile	переговори
linda	лінда
split	дроблення
split	розділення
split	розділити
split	розділена
cascada	водоспад
cascada	водоспад
lev	лев
colin	колін
legendele	легенд
masurile	заходи
gruparea	групування
intentionat	навмисним
intentionat	навмисно
iulius	юліус
iulius	юлій
virusul	вірус
petrolul	олива
petrolul	олія
petrolul	нафта
erori	помилки
unghiul	кут
egipteana	єгипетський
egipteana	єгипетська
implementarea	реалізації
implementarea	впровадження
implementarea	реалізація
implementarea	реалізацію
implementarea	адміністративну
implementarea	втілення
implementarea	запровадили
implementarea	реалізації
cuneo	кунео
jakob	якоб
organizatiile	організаціями
msg	msg
masacrul	злочини
patria	вітчизна
patria	вітчизну
patria	вітчизни
patria	батьківщина
patria	вітчизна
patria	батьківщина
capitole	подається
capitole	розділи
capitole	глави
hessa	гессе
hessa	гессен
transferata	перенесені
transferata	перевели
musulman	мусульмани
musulman	мусульманин
omagiu	омаж
negativa	негативний
negativa	негативне
negativa	негативна
negativa	негатив
negativa	негативні
manuale	підручників
estimeaza	оцінки
estimeaza	оцінка
dezvaluit	оприлюднив
dezvaluit	названо
dezvaluit	відкрив
dezvaluit	названо
dezvaluit	відкрив
maritim	морський
nixon	ніксон
zborul	польоту
zborul	переліт
zborul	рейс
zborul	політ
arcade	arcades
arcade	аркада
voluntar	волонтерська
voluntar	добровільно
voluntar	добровільна
voluntar	волонтер
voluntar	волонтера
tramvai	трамвай
responsabilitatea	відповідальність
ceh	чеською
ceh	чеської
ceh	чеська
ceh	чех
stanca	скеля
stanca	рок
stanca	кручі
stanca	rock
stanca	скеля
stanca	рок
stanca	кручі
stanca	rock
sfert	квартал
sfert	чверть
violente	агресивних
violente	жорстокі
violente	жорстоке
colt	кутку
colt	куточок
colt	куті
colt	кутку
colt	куточок
colt	куті
colt	кольт
esec	невдало
esec	невдача
esec	збій
esec	помилка
esec	невдача
esec	відмова
esec	провал
esec	помилка
esec	невдача
esec	відмова
esec	провал
esec	помилка
cannes	канни
anatomie	анатомія
currentclub	currentclub
confirma	підтвердити
confirma	підтвердити
houston	houston
eficienta	ефективна
eficienta	ефективний
eficienta	ефективна
eficienta	ефективно
eficienta	ефективність
eficienta	ефективність
eficienta	ефективна
eficienta	ефективність
proiectare	проектування
proiectare	дизайн
proiectare	розробка
proiectare	розробка
marche	марш
sancho	санчо
violenta	насилля
violenta	насильство
violenta	агресивних
violenta	жорстокі
violenta	жорстоке
violenta	насилля
violenta	насильство
violenta	насилля
violenta	насильство
eleanor	елеонора
oferta	пропозиція
oferta	пропонуємо
oferta	пропозиція
oferta	пропонуємо
favorabile	позитивні
castro	кастро
geologice	геологічні
geologice	геологічних
franc	франк
flavius	флавій
koch	кох
israeliene	ізраїльська
furtuna	гроза
furtuna	шторм
furtuna	буря
furtuna	шторм
furtuna	буря
vatican	ватикан
vatican	ватикані
ken	кен
remarcabil	надзвичайно
remarcabil	визначні
remarcabil	видатним
biologice	біологічних
biologice	біологічна
stiut	знала
stiut	знало
stiut	знали
stiut	знав
regulate	формальні
regulate	регулярний
regulate	звичайний
regulate	формальний
rwanda	руанди
biblioteci	бібліотек
biblioteci	бібліотеки
biblioteci	бібліотеках
ciudat	дивний
ciudat	дивна
ciudat	дивним
ciudat	дивно
ciudat	дивні
ciudat	дивний
ciudat	дивна
ciudat	дивне
ciudat	дивно
ciudat	одд
ciudat	дивно
ciudat	дивним
productions	production
natiune	держава
natiune	нації
natiune	нація
natiune	держава
natiune	нації
natiune	нація
mal	mal
adapost	укриття
adapost	притулок
adapost	укриття
adapost	притулок
status	стан
status	статус
status	стану
status	статусі
tower	вежа
tower	tower
tower	башта
prada	здобич
prada	награбоване
prada	здобич
prada	прада
franconia	франконія
regiment	полк
feb	лютого
artista	художниця
artista	митець
artista	виконавець
artista	художник
artista	художниця
artista	митець
artista	виконавець
artista	художник
titan	титану
titan	титан
marci	бренди
marci	брендів
marci	позначає
marci	марці
revue	ревю
ordinele	замовлення
ozn	нло
ozn	ufo
fortificatii	укріплення
exceptii	винятки
explicatii	пояснення
explicatii	пояснення
valabil	чинного
valabil	дійсний
valabil	чинний
valabil	чинну
monroe	монро
duh	genie
facultate	університет
facultate	коледж
facultate	коледжі
facultate	внз
facultate	факультету
facultate	факультет
neptun	нептун
apache	apache
rezistat	опиралися
rome	рим
manuscrise	рукописи
teologice	духовна
radacini	коріння
radacini	коріння
monarhiei	монархія
negocieri	узгодження
negocieri	перемовини
negocieri	переговори
raf	раф
ierarhia	ієрархія
saraci	бідними
saraci	бідна
saraci	бідний
saraci	бідні
regulamentul	постанова
regulamentul	регулювання
randy	ренді
bibliografice	бібліографічні
administratorii	адміністраторів
administratorii	адміністратори
colorate	кольорові
colorate	кольоровий
colorate	кольорові
versiunile	версії
versiunile	версій
far	маяк
far	фара
dispare	зникає
dispare	зникне
seven	сім
seven	сімка
luftwaffe	люфтваффе
dorita	бажану
dorita	бажаного
dorita	хотів
dorita	захотіли
dorita	хотіли
dorita	хотіла
dorita	бажану
dorita	бажаного
pasarea	птахи
pasarea	птаха
pasarea	пташка
pasarea	птах
tei	lime
vaduva	вдова
vaduva	вдови
vaduva	вдова
vaduva	вдови
vaduva	вдова
vaduva	вдови
garcia	гарсія
ark	ark
ark	ковчег
caseta	касета
caseta	стрічку
caseta	стрічка
caseta	плівка
caseta	стрічки
caseta	касета
musical	музична
musical	музичний
musical	мюзикл
musical	музичні
fericit	щаслива
fericit	щасливі
fericit	щасливе
fericit	щасливий
fericit	щасливим
patriei	батьківщина
poze	фотографії
poze	світлини
poze	світлин
poze	фото
poze	фоток
poze	зображення
poze	картинки
procent	відсотки
procent	відсоток
procent	відсотки
procent	відсотків
procent	відсоток
unguri	угорці
armat	озброєний
armat	озброєні
armat	збройних
mongolii	коментують
sodiu	натрію
prenume	прізвище
tentativa	спробувала
tentativa	спробував
tentativa	замах
tentativa	спробувала
tentativa	спробував
tentativa	замах
prinde	спіймати
prinde	зловити
prinde	встигнути
lut	глина
lut	клей
istria	істрія
judecat	засудили
judecat	судом
dieter	дітер
raspandire	поширення
raspandire	розповсюдження
patricia	патриція
liberty	свобода
esenta	суть
esenta	сутність
esenta	суть
esenta	сутність
cetatenia	нації
cetatenia	країна
cetatenia	націю
cetatenia	громадянство
cetatenia	нація
cetatenia	громадянство
usd	usd
nice	гарно
beatrice	беатріс
atasat	долучено
atasat	долучено
spada	мечем
spada	меч
bolivia	болівії
ciuperci	гриби
ciuperci	гриби
ciuperci	грибів
ciuperci	гриб
ciuperci	гриби
maryland	меріленд
criteriul	критерій
colaboreaza	співпраця
performante	ефективність
performante	виступ
pakistan	пакистану
pakistan	пакистан
optica	оптичний
optica	оптика
optica	оптика
profesoara	викладач
profesoara	вчителю
profesoara	вчитель
profesoara	учитель
profesoara	вчителька
éditions	éditions
solide	суцільна
solide	твердий
solide	суцільний
solide	суцільне
solide	порошок
artificiala	штучна
artificiala	штучний
artificiala	штучне
artificiala	штучні
artificiala	штучна
artificiala	штучний
artificiala	штучне
artificiala	штучні
banks	береги
banks	банків
banks	банки
instructiuni	інструкції
instructiuni	настанови
instructiuni	вказівки
instructiuni	інструкції
instructiuni	настанови
instructiuni	вказівки
aluminiu	алюміній
aluminiu	алюміній
generali	генералів
adige	адідже
ziarist	журналіст
generic	загальна
generic	загальні
generic	звичайний
generic	загальний
generic	загальне
amonte	течії
turismul	туризм
ajax	аякс
flacara	flame
flacara	flame
flacara	flame
grupari	групи
grupari	груп
grupari	спільноти
grupari	групування
marion	маріон
efectua	виконують
efectua	виконати
dinti	зуби
liège	льєж
evidenta	очевидно
evidenta	очевидне
evidenta	банально
evidenta	очевидна
evidenta	очевидно
evidenta	очевидне
evidenta	банально
evidenta	очевидна
distinctia	судження
nod	вузол
nod	вузол
selo	село
glasgow	glasgow
geniu	геніально
geniu	геній
broadway	бродвей
intreprinderea	підприємство
intreprinderea	підприємства
intreprinderea	enterprise
toledo	toledo
autorilor	авторів
autorilor	автори
abdul	абдул
cavaleria	кавалерії
brand	бренду
brand	бренд
brand	brand
burgas	бургас
ciuc	чук
coltul	кутку
coltul	куточок
coltul	куті
cuplu	пара
cuplu	парочка
cuplu	момент
evanghelia	євангеліє
informativ	інформаційні
marturie	свідчення
marturie	показання
marturie	свідчення
marturie	показання
emmanuel	еммануель
alpii	альпи
caracteristic	характеристика
concursuri	конкурсів
concursuri	змагань
concursuri	змагання
concursuri	конкурси
conditie	умова
dobandit	придбані
onorific	почесний
combinat	комбінований
grey	сіра
grey	сірий
grey	грей
como	como
cartiere	районах
cartiere	райони
stand	стоїмо
stand	стенд
stand	stand
stand	сидячи
stand	сиджу
stand	сидить
sanse	шансів
sanse	шанси
sanse	шанс
sanse	вірогідність
sanse	шансів
sanse	шанси
sanse	шанс
sanse	вірогідність
guvernele	уряди
confederatia	спрямованою
confederatia	конфедерація
ward	палаті
localnicilor	місцеві
localnicilor	жителів
organisme	організми
organisme	тіл
organisme	тіла
consul	консул
deciziile	рішення
deciziile	рішень
nevada	невада
iarba	трава
iarba	трави
iarba	трава
iarba	трави
completat	завершено
completat	завершені
completat	виконано
comitet	комітету
comitet	комітет
capabila	здатний
capabila	здатен
capabila	здатний
capabila	здатен
saga	saga
natalia	наталія
natalia	наталя
natalia	наталія
anexate	анексував
celtic	кельтські
arestarea	арешт
hart	гарт
vanzarea	розпродаж
vanzarea	продаж
bella	белла
daily	щоденне
daily	щоденно
daily	щодня
daily	щоденні
volinskii	волинський
rit	обряд
chitarist	гітарист
memoriam	memoriam
sociologie	соціологія
variabila	змінну
variabila	змінної
variabila	змінна
variabila	змінну
variabila	змінної
variabila	змінна
antrenat	навчали
divine	божественна
divine	служба
grecesc	грецька
grecesc	грецький
grecesc	грецьке
grecesc	грек
grecesc	грецькі
sabia	мечем
sabia	меч
proiectarea	проектування
proiectarea	дизайн
proiectarea	розробка
existent	існуюче
existent	існуючий
existent	існуючі
existent	існуючу
instalarea	встановлення
instalarea	встановлення
afectata	задіяні
afectata	ураження
afectata	задіяні
afectata	ураження
drobeta	дробета
franci	франків
franci	франки
tropicale	тропічний
tropicale	тропічні
eine	eine
kane	кейн
puerto	пуерто
cheltuielile	зняття
cheltuielile	витрати
costurile	кошти
costurile	коштує
tehnologic	технологічних
tehnologic	технологічного
tehnologic	технічного
tehnologic	технологічний
semnate	підписано
semnate	підписав
semnate	підписали
vai	долини
dallas	даллас
geometrie	геометрія
notele	класи
calde	тепло
calde	теплі
calde	тепла
clienti	клієнти
clienti	клієнтів
clienti	клієнтами
clienti	клієнти
clienti	клієнтів
clienti	клієнтами
clienti	клієнти
clienti	клієнтів
clienti	клієнтами
clienti	клієнтам
calul	кінь
abuz	зловживання
abuz	образи
unghi	кут
piacenza	яченца
madagascar	мадагаскар
relativa	відносно
relativa	відносна
relativa	відносний
interventii	втручання
interventii	втручання
examenul	екзамен
operatie	дія
operatie	операція
operatie	хірургія
voivodina	воєводина
peisajul	ландшафт
peisajul	краєвид
peisajul	пейзаж
peisajul	ландшафтний
copaci	дерев
copaci	дерева
urs	ведмідь
urs	ведмедик
nina	ніна
stalpi	колони
stalpi	стовпи
divortat	розлучена
divortat	розлучена
stratul	шаром
stratul	шар
plantele	рослини
plantele	заводи
orientala	східних
rick	рік
politist	коп
politist	поліцейський
politist	поліцейського
politist	поліцейський
politist	коп
politist	поліцейський
politist	поліцейського
politist	поліцейський
jeremy	джеремі
locuitor	жителька
locuitor	мешканець
ueda	уеда
cafea	кава
profesional	фахівець
profesional	професійний
profesional	професіонал
profesional	professional
profesional	професійні
profesional	професійно
aziz	азіз
weber	вебер
guvernarea	управління
ascensiunea	сходяться
ascensiunea	сходження
ascensiunea	вознесіння
ofiterii	офіцери
ofiterii	офіцерів
straturi	шари
straturi	шарів
ferma	ферма
ferma	ферма
teoretice	теоретична
nacional	насьйональ
munchen	мюнхен
ivanovici	іванович
urmarirea	стеження
echipaj	екіпаж
rachel	рейчел
vecini	сусіди
vecini	сусіди
patron	відвідувач
patron	покровитель
dosarul	тека
click	клацання
click	натисніть
click	клік
iris	райдуга
iris	півники
rama	блок
rama	кадр
rama	рамка
rama	рама
rama	блок
rama	кадр
rama	рамка
afganistan	афганістану
afganistan	афганістан
interzise	заборона
interzise	заборонено
interzise	заборонене
interzise	заборонений
interzise	заборонені
interzise	заборонено
miles	кілометрів
sfinte	святі
sfinte	святе
sfinte	свята
sfinte	священні
sfinte	святий
tolstoi	толстой
impactul	вплив
impactul	охоплення
abilitatea	здатність
abilitatea	можливість
tango	танго
designer	designer
designer	дизайнер
designer	дизайнера
southern	південна
southern	південний
cultivarea	надійна
cultivarea	вирощування
politicieni	політики
blagoevgrad	благоєвград
demografice	населення
demografice	демографічні
inlocui	замініть
inlocui	заміна
inlocui	замінити
botezat	хрещений
teoriile	теорії
adeseori	часто
living	живі
orientarea	орієнтація
orientarea	орієнтацію
metz	мец
stefano	стефано
modificate	змінений
modificate	змінено
modificate	змінене
modificate	змінені
candidati	кандидатів
candidati	кандидатів
remarcabila	надзвичайно
remarcabila	надзвичайно
incetarea	завершення
variantele	варіанти
vorbim	поговоримо
vorbim	розмова
vorbim	talk
vorbim	говорити
experimente	експерименти
divizata	розділена
divizata	розділив
princeton	princeton
presedintia	президія
navigatie	навігація
navigatie	навігації
navigatie	навігація
navigatie	навігації
bratul	рука
aurul	золота
aurul	gold
aurul	золоті
aurul	золото
litera	лист
litera	літера
litera	листі
participant	учасник
australiei	австралія
australiei	australia
australiei	австралії
edificiu	архітектурні
violent	агресивних
violent	жорстокі
violent	жорстоке
joyce	джойс
delle	делле
regiunilor	регіони
regiunilor	регіонів
regiunilor	регіонах
regiunilor	областях
avantaj	перевагу
avantaj	перевага
avantaj	перевагою
acceptate	прийнято
acceptate	прийняті
acceptate	прийняли
acceptate	прийнятий
genetica	генетичний
genetica	генетика
genetica	генетика
brunswick	brunswick
colegiu	коледж
colegiu	коледжі
colegiu	внз
nucleu	основний
nucleu	core
nucleu	ядро
nucleu	ядро
nucleu	ядра
nopti	ночі
nopti	ночей
nopti	ночі
nopti	ночей
amiralul	адмірал
konrad	конрад
increderea	довіра
increderea	впевненість
niger	нігер
tiparite	надруковано
villeneuve	вільнев
tommy	томмі
tommy	томі
proiectata	розроблена
proiectata	розробив
proiectata	розроблено
proiectata	проекція
supraveghere	нагляду
supraveghere	опіки
supraveghere	нагляд
rap	реп
popularitatea	популярність
decan	дін
brest	брест
française	франсез
combaterea	протидією
surorile	сестрички
surorile	сестри
nepot	племінник
nepot	внук
nepot	онук
extindere	розширення
extindere	розгортання
extindere	розширення
extindere	суфікс
extindere	розширення
dune	дюни
fundamental	принципово
fundamental	основне
fundamental	фундаментальні
doamne	божі
doamne	боже
doamne	бога
doamne	бог
doamne	богу
indirect	непрямі
indirect	непрямим
pure	чисте
pure	чисті
pure	чиста
pure	чистих
episoadele	епізоди
episoadele	серії
ellen	еллен
ellen	елен
floare	квітки
floare	квітка
miezul	основний
miezul	core
miezul	ядро
concrete	бетонні
concrete	бетон
parteneriat	партнерства
parteneriat	партнерство
miros	запах
miros	запахи
miros	запаху
kushiro	кусіро
mortal	смертельна
mortal	смертельно
manuscrisul	грамоти
manuscrisul	рукопис
movila	унії
dog	собака
dog	собачка
dog	пес
verificare	перевірка
verificare	перевірки
verificare	перевірити
verificare	перевірте
dresda	дрезден
expresii	фразами
expresii	фрази
expresii	виразів
expresii	фраз
expresii	вирази
expresii	виразів
confruntat	відомому
car	візок
mobilier	меблі
fund	зад
emisfera	півкулі
rai	heaven
rai	небеса
rai	рай
rai	небес
rai	небесне
rai	rai
teritorial	територіальних
factorii	фактори
factorii	факторів
bucata	шматок
bucata	шматок
bucata	інсталяція
bucata	фігуру
bucata	шматок
bucata	інсталяція
bucata	фігуру
ferrari	феррарі
ferrari	ferrari
suplimentar	додаткові
suplimentar	додаткові
suplimentar	додаткова
suplimentar	додатковий
suplimentar	зайві
suplimentar	додаткова
suplimentar	додаткові
brooklyn	бруклін
oase	кістки
oase	кісточки
oase	кістка
oak	дуб
textile	текстиль
textile	виробів
profesorii	учителі
profesorii	вчителів
profesorii	вчителі
coordonarea	координації
coordonarea	координацію
coordonarea	комплексні
craig	крейг
atomi	атоми
atomi	атомів
obiceiul	звичка
obiceiul	звички
obiceiul	звичкою
ilustrata	illustrated
palace	палац
christine	крістін
christine	крістіна
christine	христина
flancul	фланг
rain	дощ
depozit	склад
depozit	зберігання
depozit	носії
depozit	сховище
depozit	депозит
depozit	сховище
vegas	вегасі
vegas	вегас
semnificatie	сенс
semnificatie	значення
semnificatie	значущість
semnificatie	значущість
oficiul	офіс
oficiul	office
julien	жульєн
traficul	навантаження
traficul	пробки
traficul	трафік
traficul	рух
suspendat	призупинено
seniori	старший
seniori	сеньйор
perspective	перспектив
perspective	перспективи
manhattan	манхеттен
avansata	додатковий
avansata	додаткові
avansata	додаткове
avansata	розширений
avansata	додатково
combinate	комбінований
aplicatie	програми
aplicatie	програма
aplicatie	застосунок
aplicatie	додаток
aplicatie	застосунок
aplicatie	додаток
exprimarea	висловлюють
exprimarea	вираження
inconjoara	оточити
inconjoara	оточити
intretinere	обслуговування
intretinere	супровід
intretinere	обслуговування
intretinere	супровід
silistra	силістринська
liberale	ліберальна
usi	двері
usi	двері
usi	двері
conturi	рахунки
izolate	облаштовано
izolate	самостійні
izolate	ізольовані
joi	четвер
unice	унікальний
unice	унікальне
unice	унікальні
exprimata	висловив
exprimata	висловили
dionisie	діонісій
urata	страшні
urata	страшні
vecinatate	сусідство
vecinatate	оточення
vecinatate	condition
vecinatate	сусідство
vecinatate	сусідства
vizual	візуально
vizual	візуальне
vizual	візуальні
vizual	візуальний
fanii	фани
fanii	шанувальники
fanii	вболівальники
fanii	фанати
prevenirea	запобігання
prevenirea	профілактика
mecanism	механізм
extraordinar	неймовірне
extraordinar	надзвичайні
extraordinar	надзвичайна
talie	талію
talie	талія
talie	пояс
distribuite	спільну
distribuite	поширив
distribuite	спільні
distribuite	поширили
distribuite	спільний
distribuite	поширюється
amor	amor
dracula	дракули
dracula	дракула
bonus	бонус
justificarea	порадившись
restaurat	відновлено
tradare	зради
tradare	зрада
tradare	зрада
tradare	зрада
tradare	зрада
scrieti	записати
scrieti	напишіть
scrieti	пишіть
scrieti	виписати
scrieti	написати
scrieti	записати
scrieti	напишіть
scrieti	пишіть
scrieti	виписати
scrieti	написати
beck	бек
corespondenta	відповідності
corespondenta	листів
corespondenta	відповідності
corespondenta	листів
atomica	атомна
atomica	атомна
adaptarea	адаптація
adaptarea	адаптації
mann	mann
rara	рідкісна
rara	рідкісні
rara	рідкісний
rara	рідкість
rara	рідкісне
rara	рідкісна
rara	рідкісні
rara	рідкісний
rara	рідкість
rara	рідкісне
comunicat	донести
calda	тепло
calda	теплі
calda	тепла
yves	ів
cosmic	космічні
exilat	вигнані
exilat	вигнав
iubeste	любить
iubeste	кохає
iubeste	любить
iubeste	кохає
seminte	насіння
seminte	насіння
seminte	потомство
seminte	насіння
stanford	стенфорд
constitutionale	конституційний
constitutionale	конституційного
demonstra	демонструють
demonstra	продемонстрували
lajos	лайош
grecilor	греки
profunda	сильно
intelectuala	інтелектуальна
intelectuala	інтелектуальної
adiacente	сусіднього
adiacente	сусідню
bond	бонд
subsol	підвал
subsol	підвал
apucat	схопив
genereaza	створити
genereaza	створює
ram	ram
ram	рам
knight	лицар
paine	хліба
paine	хліб
paine	хліба
paine	хліб
radacinile	коріння
editorul	редактор
constand	складаються
heights	висоти
nikita	нікіта
nikita	микита
aquila	аквіла
malcolm	малкольм
trento	тренто
gerard	герард
apreciata	цінувати
apreciata	вдячністю
apreciata	оцінила
instanta	судові
instanta	суд
ghidul	посібник
ghidul	провідник
ghidul	путівник
ghidul	гід
salvarea	спасіння
salvarea	зберігається
salvarea	заощадження
salvarea	збереження
exteriorul	зовнішня
orleans	орлеан
eliminata	позбулися
legume	овочі
legume	овочеві
legume	овочі
conflictele	конфлікти
conflictele	конфліктів
etiopia	ефіопії
rex	рекс
polul	поле
polul	полюс
delhi	делі
destinul	доля
simptome	симптоми
helen	гелен
helen	хелен
lille	лілль
baku	баку
teoretica	теоретична
prestigiu	авторитет
clasificat	оголошення
clasificat	класифікованих
potasiu	калію
avantajul	перевагу
avantajul	перевага
avantajul	перевагою
periodice	періодична
periodice	регулярні
armstrong	армстронг
telecomunicatii	телекомунікаційний
caucaz	кавказ
browser	браузер
browser	навігатор
browser	переглядач
marseille	марсель
aburi	steam
nor	хмара
cicindela	cicindela
geologic	геологічні
geologic	геологічних
hussein	хусейн
client	замовник
client	клієнт
client	клієнта
client	клієнт
giulia	джулія
creand	створення
olimpiada	олімпіада
olimpiada	олімпіада
olimpiada	іграх
olimpiada	олімпіада
olimpiada	олімпіада
olimpiada	іграх
elaborata	виробили
gregory	ґреґорі
gregory	григорій
gregory	грегорі
omega	омега
inchiderea	закриття
inchiderea	замикання
realizand	розуміємо
fibre	слідів
fibre	волокна
fibre	волокна
fibre	fibre
prescott	прескотт
reia	поновити
reia	відновити
reia	продовжити
ritmul	ритм
comisar	комісар
relevante	актуальна
virus	вірус
calciu	кальцій
calciu	кальцію
luptatori	борці
luptatori	бійців
luptatori	бійці
luptatori	бійців
luptatori	бійці
vizitatori	відвідувачів
vizitatori	відвідувачі
descriu	описати
croata	хорватська
aripile	крила
dor	пристрастю
dor	міс
devil	диявол
devil	біс
savant	вчений
savant	науковець
savant	історик
savant	вченим
unsprezece	одинадцять
sep	sep
bombe	бомб
bombe	бомби
martor	свідок
fondatori	засновники
fondatori	засновників
atletism	атлетика
individuala	окремих
individuala	індивідуальна
individuala	індивідуальні
individuala	індивідуальне
individuala	окремі
individuala	індивідуальний
cutremurul	землетрус
angkor	ангкор
impresionat	вражений
impresionat	враженням
lothar	лотар
locatia	розміщення
locatia	місцезнаходження
locatia	локація
locatia	місце
locatia	розташування
locatia	розміщення
locatia	місцезнаходження
locatia	локація
locatia	місце
locatia	розташування
celula	клітинка
celula	комірки
celula	комірку
celula	клітини
celula	комірка
celula	клітинка
celula	комірки
celula	комірку
celula	клітини
celula	комірка
decisiva	рішучий
kazan	казані
alexios	олексій
vegetale	овочі
vegetale	овочеві
imbracaminte	одяг
qui	qui
hoarda	орда
hoarda	орда
explozie	вибух
explozie	вибухом
explozie	вибух
consuma	займати
consuma	займати
gala	урочистий
gala	гала
gala	урочистий
gala	гала
haskovo	хасково
piotr	петро
piotr	piotr
piotr	пйотр
insarcinata	вагітна
insarcinata	вагітності
insarcinata	вагітною
insarcinata	вагітні
insarcinata	вагітна
insarcinata	вагітності
insarcinata	вагітною
insarcinata	вагітні
cristal	ясні
cristal	кристал
pretioase	дорогоцінний
pretioase	дорогоцінні
referendum	референдум
jung	чон
umor	гумор
umor	гумор
greg	грег
quebec	квебек
ravenna	равенна
argumentul	аргументом
argumentul	аргумент
interesati	цікавиться
interesati	зацікавлений
interesati	зацікавило
interesati	цікаво
interesati	цікавить
interesati	цікавляться
bundesliga	бундесліга
criminal	кримінальні
criminal	кримінальний
criminal	кримінальне
criminal	злочинець
criminal	убивця
criminal	вбивця
criminal	убивця
criminal	вбивця
unitar	унітарна
restaurata	відновлено
orizont	горизонт
orizont	horizon
triunghi	трикутник
pesta	пешт
controlate	керується
uite	погляд
uite	вигляд
uite	подивитися
uite	дивіться
uite	дивися
uite	дивись
compact	компактний
compact	стислий
nicola	нікола
pink	рожева
pink	рожевий
progresiv	прогресивна
progresiv	прогресивний
progresiv	прогресивні
progresiv	тривалий
baltica	балтійське
popoarele	народи
bai	бані
bai	бай
finalizarea	завершення
finalizarea	доповнення
carbune	вугілля
carbune	крейдою
carbune	вугілля
carbune	крейдою
cabinet	кабінет
cabinet	кабінету
retinut	збереглося
retinut	затриманих
retinut	заарештовані
retinut	затриманих
retinut	заарештовані
valuri	хвилі
valuri	хвилями
andrews	ендрюс
legislativa	законодавчих
happy	щаслива
happy	щасливі
happy	щасливе
happy	щасливий
happy	щасливим
amenintat	погрожують
amenintat	погрожував
amenintat	погрожують
amenintat	погрожував
glob	глобус
glob	орб
bari	барі
eugène	ежен
separa	відділяє
separa	відрізняє
separa	окреме
separa	відокремити
clermont	клермон
descoperire	прорив
descoperire	відкриття
descoperire	знахідка
emily	емілі
esentiala	необхідних
esentiala	необхідного
esentiala	необхідний
gat	горло
gat	шия
gat	шию
gat	горло
gat	шия
gat	шию
foster	фостер
amatori	аматори
amatori	аматорів
amatori	аматорського
amatori	аматорський
amatori	аматор
balet	балет
dura	дура
dura	витривалі
neoficial	неофіційна
neoficial	неофіційно
acelea	ті
acelea	тих
acelea	тими
fondatorii	засновники
fondatorii	засновників
