susan	siuzana
stanford	stanfordo
bridlice	skalūnų
eurodance	eurodance
ist	ist
pomôcky	įrenginys
pomôcky	aids
pomôcky	įrenginiai
pomôcky	prietaisai
palivá	kuras
palivá	kuro
palivá	kuras
generátor	generatorių
generátor	generatorius
imre	imre
koristi	grobis
chrome	chromas
štáb	įgula
štáb	įgulos
súper	konkurentas
súper	oponentas
kolégium	koledžas
kolégium	kolegijos
kolégium	kolegija
kolégium	koledžo
širší	platesnes
masy	masė
masy	masės
prijatia	autobusų
demokrati	demokratai
demokrati	demokratų
rukopisy	rankraščiai
aktív	turtas
leeds	leeds
výživy	mitybos
výživy	mityba
múdrosť	išmintis
múdrosť	išminties
krvou	kraujas
dakujem	dėkui
dakujem	ačiū
ochranca	gynėjas
ochranca	globėjas
hruška	kriaušės
hruška	kriaušių
wembley	wembley
nezamestnanosti	nedarbas
nezamestnanosti	nedarbo
nútená	priverstinis
vicente	vicente
jed	nuodai
marika	marika
piesky	smėlis
liečenie	gijimo
liečenie	gydymas
vozňov	vagonai
vozňov	vagonų
požadoval	reikalavo
morská	jūra
morská	jūros
tresty	nuobaudos
tresty	baudos
tresty	bausmės
tresty	sankcijos
denníky	žurnalai
denníky	dienoraščiai
kľdr	kldr
hmlovín	ūkai
sicília	sicilijos
carrie	kerė
claudio	claudio
partizánskej	partizanų
fotoaparát	kamera
santana	santana
reálny	tikras
dominantným	dominuojančių
hrudníka	krūtinės
oxforde	oksfordo
rias	dumblių
rias	dumbliai
návštevníkom	lankytojai
návštevníkom	lankytojų
amour	amour
gang	gaujos
gang	gauja
ozbrojený	ginkluotas
ozbrojený	ginkluoti
tunelov	tunelių
tunelov	tuneliuose
modifikácie	pakeitimai
edvard	edvard
želanie	troškimas
želanie	noras
výrobný	gamyba
springs	spyruoklės
analytická	analizės
faust	faust
ovzdušia	oro
ovzdušia	oras
myslieť	manau
kladivo	plaktuką
wimbledonu	wimbledon
andrejev	andrejevas
oranžová	apelsinų
oranžová	amber
oranžová	gintaro
oranžová	gintaras
sústredené	koncentruota
sústredené	koncentruotą
sústredené	koncentruotas
starostlivo	atsargiai
ovládnuť	dominuoti
roi	ig
rebel	sukilėlių
pohlavie	lytis
pohlavie	lytis
verš	vers
linda	linda
nátlak	slėgis
nátlak	slėgio
ivanov	ivanovas
rapper	reperis
streľby	susišaudymai
salón	sedano
mobilný	mobilusis
mobilný	saugojimo
mobilný	mobilus
hosťom	svečiai
ukrajinci	ukrainiečių
rozklad	skilimo
rozklad	skilimas
trosky	nuolaužos
trosky	griuvėsių
slávna	žymi
chodcov	pėsčiųjų
prenasledovaní	persekiojami
garda	garda
pečate	ruonių
rytiera	žirgas
rytiera	riteris
diamant	deimantas
vedomý	sąmoningo
parc	parc
pridaný	pridėtinės
morálky	moralę
morálky	dėsnis
apoštol	apaštalo
sibír	sibirą
marcin	martynas
kukurica	kukurūzai
kukurica	kukurūzų
pohybovala	svyravo
dospelý	suaugusieji
dospelý	suaugusiems
dospelý	suaugusiųjų
dospelý	suaugusieji
roly	vaidmenys
roly	vaidmenis
ars	ars
abstraktné	abstraktus
charty	chartija
charty	chartiją
prázdniny	šventė
prázdniny	atostogos
prázdniny	atostogų
morrison	morrison
inštalované	įdiegti
inštalované	įdiegtas
inštalované	įdiegta
gubernia	muchafaza
brooks	bruksas
klimatických	klimato
sql	sql
súťažiaci	konkurentų
súťažiaci	konkurentai
polnoci	vidurnakčio
szabó	szabó
kontrast	svyravimų
chirurg	chirurgas
presvedčenia	įsitikinimus
pier	lūpų
pier	lūpos
nezamestnanosť	nedarbas
nezamestnanosť	nedarbo
štipendium	stipendijos
štipendium	stipendiją
štipendium	stipendijas
štipendium	stipendiją
štipendium	stipendija
pravopis	rašybos
geometrické	geometrinis
geometrické	geometrija
geometrické	geometrinės
geometrické	geometrinės
zemiaky	bulvės
zemiaky	bulvių
zemiaky	bulves
zemiaky	bulvėms
zemiaky	bulvės
zemiaky	bulvių
leone	leonė
puzdro	mova
puzdro	kapsulė
puzdro	kapsulės
puzdro	apvalkalą
stavcov	slanksteliai
gates	vartus
gates	vartai
rešpekt	pagarba
michelle	michelle
nsdap	nsdap
messerschmitt	messerschmitt
burns	dega
boom	bum
lopty	balius
lopty	kamuolys
tina	tina
oslavu	šventę
oslavu	šventė
oslavu	švente
vysielače	siųstuvai
anaheim	anaheimo
vianočný	kalėdų
špecifická	konkrečių
reklamu	reklamuoti
supa	supa
zábava	smagu
zábava	smagiai
zábava	linksma
zábava	linksmai
zábava	pramogos
zábava	pramoga
zábava	pramogų
priaznivcov	rėmėjų
verný	ištikimas
verný	atsidavusi
verný	ištikimas
autonómie	autonomija
autonómie	autonomiją
autonómie	autonomijos
autonómie	savarankiškumas
doľava	paliko
kodani	kopenhagos
kodani	kopenhaga
dialógu	dialogas
dialógu	dialogo
lovec	medžiotojas
padá	krenta
milosti	grace
mladík	jaunutė
manuálna	rankinis
titanic	titanikas
štítnej	skydliaukės
náboženstiev	religijų
náboženstiev	religijos
odpad	atliekos
singer	dainininkė
odpovedať	atsakymas
odpovedať	atsakyti
odpovedať	atsakymas
odpovedať	atsakyti
odpovedať	atsakymai
odpovedať	atsakymą
tereza	teresa
tereza	tereza
kolegom	kolegos
hendrik	hendrik
dolby	dolby
pekné	gražiai
pekné	gražus
pekné	gražūs
pekné	gražu
ustanovenie	punktas
ustanovenie	įsteigimas
reims	reims
nenávisť	neapykanta
nenávisť	nekenčiu
nenávisť	neapykanta
ventil	vožtuvas
ventil	vožtuvų
vykonanie	įgyvendinimas
komplikácie	komplikacijų
komplikácie	komplikacijos
výhrady	išlygų
inštrumentálne	instrumentinis
antonov	antonov
mills	gamyklų
metabolizmu	metabolizmas
metabolizmu	metabolizmo
torres	torres
prehrávač	žaidėjas
modelky	modelių
modelky	modeliai
hartberg	hartberg
lístok	bilietas
lístok	bilietų
lístok	bilieto
bojisku	mūšio
baníkov	kalnakasiai
ľvov	lvovo
omega	omega
huygens	huygens
roztoky	sprendimai
sharon	šeron
photo	nuotraukos
photo	foto
photo	nuotrauka
fidži	fidžis
fidži	fidžio
titus	titas
willis	willis
dacia	dacia
ukrajinu	ukrainoje
ukrajinu	ukraina
thor	toras
antonius	antonijus
sucha	sausra
litovské	lietuvos
litovské	lietuvių
citlivé	jautrus
citlivé	jautri
citlivé	jautrios
genetika	genetikos
svetelného	šviesos
volvo	volvo
pál	pál
leibniz	leibniz
honoré	honoré
aerosmith	aerosmith
vyvolala	įžiebė
dionýza	dioniso
ego	ego
györgy	györgy
wikipedias	wikipedias
navštívili	lankėsi
mammalia	mammalia
granát	granatas
granát	granata
rovnováha	balansas
rovnováha	pusiausvyrą
rovnováha	pusiausvyra
neúspech	gedimas
neúspech	nesėkmė
neúspech	nepakankamumas
vírusy	virusų
vírusy	virusai
pripadne	krenta
disciplínu	disciplinos
disciplínu	drausmė
disciplínu	disciplina
istanbule	stambule
istanbule	stambulo
baseball	kamuoliukas
baseball	beisbolo
nacizmu	nacizmas
domingo	domingo
marine	jūrų
marine	jūrinė
šance	šansai
šance	šansai
batman	betmenas
motýle	drugelių
gaulle	gaulle
bee	bitės
bee	bičių
bee	bi
depeche	depeche
chodba	koridoriaus
chodba	koridorių
chodba	koridorius
oživenie	animacija
konce	baigiama
konce	baigiasi
hawk	sakalas
eduardo	eduardo
demokratických	demokratinė
demokratických	demokratinis
demokratických	demokratinės
demokratických	demokratinėje
akty	aktus
podsvetí	požemių
goethe	goethe
poriadne	tinkamai
ideál	idealus
ideál	idealu
plat	atlyginimas
rfc	rfc
hunter	medžiotojas
teta	teta
teta	teta
remeselníkov	meistrai
rezerváciu	rezervacija
realitu	tikrovė
realitu	realybe
realitu	realybės
realitu	realybė
márne	beprasmiška
príručky	vadovus
oblúky	arkų
rómov	roma
rómov	romai
rómov	romų
marilyn	marilyn
unikátny	unikali
unikátny	unikalus
zdravý	ekonomiką
aktualizácie	atnaujina
aktualizácie	atnaujinimas
aktualizácie	atnaujinama
námorníkov	jūreiviai
námorníkov	jūreivių
mika	mika
uhlov	kampai
navrhnúť	projektavimas
navrhnúť	dizaino
navrhnúť	dizainas
kvalitatívne	kokybinius
záverečná	galutiniai
záverečná	galutinis
záverečná	galutinė
záverečná	finalas
masívny	masiškai
masívny	didžiulis
mrak	debesis
mrak	debesys
mrak	debesų
yorkshire	jorkšyro
segunda	segunda
hetfield	hetfield
harbour	uosto
harbour	harbour
nosiče	vežėjams
stabilný	ramiai
stabilný	pastovus
stabilný	stabilus
odroda	veislė
taliani	italai
náhrobok	antkapio
vápenec	klintys
sťahovanie	atsiųsti
atómové	atominė
atómové	atominės
lekárka	gydytojo
lekárka	gydytojas
staral	rūpėjo
cyklov	ciklų
cyklov	ciklai
vlhkosti	drėgnumas
vlhkosti	drėgmės
vlhkosti	drėgnis
vlhkosti	drėgmė
joey	džo
univerzálny	universal
univerzálny	universalus
univerzálny	universaliųjų
dlh	skola
bsd	bsd
rybár	fišeris
rybár	žvejys
tanečnica	šokėja
slabšie	silpnesnis
slabšie	silpnesnė
française	française
obsadený	užimta
obsadený	okupuotoje
obsadený	pilotuojami
trois	trois
ignacio	ignacio
počítať	skaičiuoti
bezpečné	saugi
tanečný	šokio
vlhké	drėgnas
vlhké	drėgna
dokumentácie	dokumentacija
dokumentácie	dokumentai
dokumentácie	įrodymai
dokumentácie	dokumentacijos
dokumentácie	dokumentus
riadne	tinkamai
riadne	tinkamai
obvinení	įtarimai
curtis	kurtas
curtis	kurtis
curtis	kurti
plodov	vaisiai
plodov	vaisių
beethoven	bethoveno
výskumník	tyrėjas
výskumník	tyrėjo
životov	gyvena
mans	mans
tvoja	tavo
tvoja	savo
tvoja	jūsų
tvoja	tavo
izolované	izoliuoti
izolované	izoliacija
izolované	izoliuota
izolované	izoliuotas
izolované	izoliuota
opustené	apleistas
opustené	apleista
kvapalný	skystis
kvapalný	skystas
perie	plunksna
perie	plunksnos
trilógia	trilogija
priazeň	mecenatas
flotilu	laivyno
flotilu	laivynas
rovnováhu	balansas
viniča	vynmedžių
oltári	altoriaus
christina	kristina
odstúpiť	atsistatydinti
kábel	kabeliai
kábel	kabelių
uvoľnený	atsipalaidavęs
identifikáciu	identifikavimo
identifikáciu	identifikacija
identifikáciu	identifikavimas
silnejší	stipresnis
pohyblivé	kilnojamasis
bazén	baseino
pomocník	padėjėjas
pomocník	pagalbininkas
záťaž	našta
záťaž	naštą
záťaž	balasto
regulácie	reglamentai
zrekonštruovaný	renovuotas
vylučuje	neapima
cornelis	cornelis
neutrálny	neutralus
experimentu	eksperimentas
experimentu	bandymą
elias	elias
zeleniny	daržovės
zeleniny	daržovių
tsonga	tsonga
zub	dantis
zub	dantų
predpis	skyrimą
jamajka	jamaika
tottenham	tottenham
zlepšuje	pagerina
zlepšuje	pagerėja
zlepšuje	gerina
expo	expo
enzýmy	fermentai
pokrytie	aprėpties
pomsta	kerštas
pomsta	keršto
pomsta	keršto
pomsta	kerštas
absolútnu	absoliutas
absolútnu	absoliutus
nekonečne	begalinė
nekonečne	nepalyginamai
pece	orkaitės
pece	krosnys
pece	krosnies
pece	krosnių
pece	krosnies
pece	krosnis
súhlasí	sutinka
calcio	calcio
svetlana	svetlana
úzka	siauros
úzka	siauras
úzka	siaura
marin	marin
barnard	barnard
geografický	geografiniai
geografický	geografinis
geografický	geografinė
geografická	geografiniai
geografická	geografinis
geografická	geografinė
kremík	silicis
kremík	silicio
riadkov	eilutės
riadkov	eilutės
riadkov	linijos
thajsku	tailandas
neobyčajne	neįprastai
roberts	roberts
sung	sung
jet	jet
snímač	jutiklio
úver	paskolos
úver	paskola
preskúmať	peržiūra
rossi	rossi
proteín	baltymų
proteín	baltymas
proteín	baltymai
sagan	sagan
raid	reidas
sedadiel	sėdynės
sedadiel	vietų
triumf	triumfas
zvyk	įprotis
snow	sniegas
snow	sniego
andre	andre
jordánsko	jordan
jordánsko	jordanija
jordánsko	jordanijos
skladu	sandėlis
skladu	sandėliai
skladu	sandėlio
vesta	vesta
brucha	pilvą
brucha	pilvo
brucha	pilvas
strelca	šaulys
demografia	demografija
demografia	demografijos
demografia	demografija
palív	kuro
palív	kuras
prokurátor	prokuratūra
prokurátor	prokuroras
kaiser	kaiser
iliušin	iljušin
holy	hole
amatérske	mėgėjų
fontány	fontanas
fontány	fontanų
tuberkulózu	tuberkuliozė
tuberkulózu	tuberkuliozės
úvodná	įvadinė
úvodná	įvadinis
obranný	gynybą
nohu	kojos
realizovaná	realizuotas
zložitosť	sudėtingumą
zložitosť	sudėtingumas
etické	etikos
etické	etika
etické	etikos
zdravotníctvo	sveikata
ata	ata
vymenili	keičiamasi
odvahu	drąsos
odvahu	drąsa
diamanty	deimantai
diamanty	deimantų
hada	gyvatės
hada	gyvate
hada	gyvatė
civilizácia	civilizaciją
civilizácia	civilizacija
civilizácia	civilizacijos
civilizácia	civilizacija
din	din
utorok	antradienis
utorok	antradienį
fobos	fobas
rotora	rotoriaus
preprava	laivybos
preprava	laivyba
preprava	shipping
preprava	siunta
preprava	krovinys
preprava	siuntimas
preprava	transportas
vaux	vaux
mame	mama
kačica	and
kačica	antis
duchov	vaiduokliai
duchov	spiritas
konfliktom	konfliktas
laná	lynai
laná	virvės
laná	virves
laná	virvelės
moll	moll
benzín	benzino
benzín	benzinas
benzín	benzinas
oslobodil	išlaisvinti
bertrand	bertrand
aktíva	turtas
aktíva	turtas
aktíva	turto
nohe	kojos
whitney	whitney
rabín	rabinas
olga	olga
mafia	mafija
mafia	mob
mafia	mafija
mafia	mafijos
opát	abatas
prienik	sankirtos
prienik	skvarba
ekologické	ekologinė
ekologické	ekologinio
úctu	pagarbą
iva	iva
adelaide	adelaide
jazdiť	ri
jazdiť	vykdyti
istotu	tikrumo
istotu	tikrumas
poštových	pašto
carol	kerol
crowley	crowley
terapia	terapija
terapia	gydymas
syntézy	sintezę
syntézy	sintezė
bezfarebný	bespalvis
prekvapivo	stebėtinai
vŕtanie	gręžimo
kocky	kauliukai
oxidy	oksidai
vodičov	vairuotojai
vodičov	vairuotojų
veselé	linksmų
kyselinu	rūgštis
hormón	hormono
hormón	hormonas
hormón	hormonų
hormón	hormonai
dac	vpk
zaťaženia	apkrovos
spustiť	vykdyti
spustiť	vykdyti
brisbane	brisbane
obklopujú	apsupti
obklopujú	erdvinis
zhoda	atitinka
zhoda	atitiktis
res	res
veľryby	banginis
kraus	kraus
freiburg	freiburg
potlačiť	akcentas
burton	burton
dubaj	dubajaus
civilného	civilinis
civilného	civilių
demokratov	demokratai
demokratov	demokratų
deformácie	iškraipymų
dodatok	papildymas
obydlia	būsto
obydlia	būstas
obydlia	būstas
fleming	fleming
stavebníctvo	statyba
trump	trump
bosch	bosch
horizontu	horizontas
duke	kunigaikštis
značenie	žymėjimas
značenie	ženklinimas
semien	sėklos
kompromis	kompromisas
antológia	antologijoje
špekulácie	spekuliacija
špekulácie	spekuliacijos
kolega	kolega
vas	vas
nervy	nervai
automatický	auto
automatický	automatinė
podmienené	kontingento
malawi	malavio
xxx	xxx
vápnika	kalcis
vápnika	kalcio
danko	danko
príležitostí	galimybės
ontario	ontarijas
paradise	rojų
paradise	rojus
pneumatiky	padangos
pneumatiky	padangas
pneumatiky	padanga
pneumatiky	padangos
pet	pet
vela	daug
vela	vela
susedia	kaimynai
susedia	kaimynų
susedia	kaimynai
susedia	kaimynės
kúsky	dalys
kúsky	bitų
kúsky	gabaliukai
kúsky	gabalai
krieda	kreida
ahojte	hello
ahojte	sveiki
draka	dragon
čln	barža
čln	valties
čln	valtis
alb	alb
násobok	daugiklis
elo	elo
spokojný	patenkintas
havária	avarija
havária	avarijos
integrácie	integravimas
integrácie	integracijos
integrácie	integracija
integrácie	integruoti
rtecs	rtecs
útlaku	priespaudą
montpellier	montpellier
cessna	cessna
tektonické	tektoninių
milwaukee	milvokio
riaditeľstvo	direktoratas
gliese	gliese
blokovanie	blokavimo
blokovanie	blokavimas
guinei	gvinėja
farebná	spalvos
farebná	spalvų
farebná	spalva
krokodíl	krokodilas
autorita	institucija
vektora	vektorius
kia	kia
adriana	adriana
nezhody	nesutarimų
karlsruhe	karlsruhe
vznikajúce	besivystančių
predbežné	išankstinis
prepojenia	nuorodos
mariano	mariano
kombinované	kombinuotosios
kleopatra	kleopatra
freddie	fredi
rán	žaizdos
biotopy	buveinių
biotopy	buveinė
alonso	alonso
prepracované	patikslintas
porážky	pralaimėjimus
ochranný	apsauginis
prístavov	uostai
jarná	pavasario
jarná	pavasaris
farme	farm
gorila	gorila
metánu	metano
metánu	metanas
vyriešil	išspręsta
samospráva	savivaldybė
smile	šypsena
smile	šypsenos
medici	medici
nirvana	nirvana
úmysel	ketinimas
úmysel	ketinimą
trofeje	trofėjai
metabolizmus	metabolizmas
metabolizmus	metabolizmo
požadované	norimą
bankoviek	banknotai
ateliéri	atelier
jure	jure
posilniť	stiprinti
stepi	stepės
dómy	olas
guvernérom	reguliatorius
guvernérom	gubernatorius
clinton	clinton
nam	nam
han	han
povinná	privalomi
povinná	privalomas
žid	žydų
žid	žydas
hrobe	kapo
chrbtice	srautų
piráti	originalas
označovanie	žymėjimas
označovanie	ženklinimas
označovanie	ženklinimas
označovanie	ženklinimo
označovanie	žymėjimas
spájanie	pažintis
plátno	drobė
claire	kler
stadio	stadio
chili	čili
dohodnuté	sutarta
tendencia	tendencija
rozptyl	dispersija
výhoda	naudos
výhoda	pranašumą
výhoda	pranašumas
oleje	aliejai
oleje	aliejus
oleje	alyvos
biológovia	biologų
dohôd	susitarimai
gustavo	gustavo
balkán	balkanai
balkán	balkanų
balkán	balkanų
efektívny	veiksmingai
zmyslové	jutiminio
svetlý	šviesus
svetlý	šviesi
hrobke	kapas
tao	tao
vhodnejšie	pageidautina
inštalácia	įrenginio
inštalácia	diegimas
inštalácia	įrenginys
inštalácia	įrengimas
inštalácia	montavimas
inštalácia	diegiamos
absolútny	absoliutas
absolútny	absoliutus
uhľovodíkov	angliavandenilių
zábavu	pramogos
zábavu	pramoga
zábavu	pramogų
riečna	upės
riečna	upė
forbes	forbes
zelenina	daržovės
zelenina	daržovių
rúry	orkaitės
chao	menam
ambície	ambicijų
hodinky	saugok
hodinky	prižiūrėti
hodinky	laikrodžiai
kane	kane
atmosférický	atmosferos
hatchback	hečbekas
dávka	dozė
detektív	detektyve
detektív	detektyvas
rush	rush
rýchlejší	greitesnis
rýchlejší	greitesnis
