och	그리고
real	리얼
real	레알
organisation	조직
organisation	기구
organisation	단체
organisation	조직
organisation	기구
högst	최고
vecka	주일
vecka	일주일
vecka	주간
vecka	매주
normandie	노르망디
mallen	템플릿
släppte	떨어짐
anges	나열
skapades	생성
skapades	만들었습니다
normalt	일반적으로
normalt	정규
normalt	보통
normalt	평범
normalt	정상
ställning	상태
ställning	직위
ställning	위치
ställning	포지션
direktör	디렉터
direktör	감독
kap	케이프
funktion	함수
sachsen	작센
administrativa	행정
israel	이스라엘
stanley	스탠리
major	전공
major	메이저
utmärkelser	명예
utmärkelser	수상
utmärkelser	어워드
utmärkelser	장식
utmärkelser	위젯
utmärkelser	배지
utmärkelser	뱃지
vinna	win
vinna	승리
vinna	우승
vinna	승리
målare	화가
saker	것들
saker	사물
saker	물건
projektet	프로젝트
motor	엔진
motor	모터
motor	전동기
bildar	형성
användning	사용법
användning	사용량
användning	사용
användning	이용하기
användning	사용하기
användning	사용
användning	이용
användning	사용하다
vänner	친구
vänner	프렌즈
vänner	친구들이
vänner	친구들
förenade	united
förenade	유나이티드
versionen	버전
greve	카운트
internet	인터넷
huvudstad	자본
huvudstad	수도
huvudstad	캐피탈
huvudstad	자본주의
huvudstad	캐피털
polska	폴란드어
polska	폴란드
tecken	기호
tecken	서명
tecken	사인
tecken	성격
tecken	문자
tecken	캐릭터
tecken	인물
tecken	문자
tecken	등장인물
föräldrar	부모
föräldrar	부모님
tillräckligt	충분해
tillräckligt	충분한
tillräckligt	충분히
open	오픈
open	열기
teatern	연극
teatern	극장
sjöar	호수
sjöar	호수
sjöar	호야
ämnen	주제
ämnen	과목
ämnen	물질
forskare	연구자
forskare	연구원
forskare	과학자
forskare	연구자
forskare	연구원
forskare	과학자
barcelona	바르셀로나
väst	서쪽
väst	서부
väst	웨스트
väst	조끼
permanent	영구적
permanent	영구
sånger	노래
sånger	songs
politiskt	정치
politiskt	정치적
theodor	시어도어
anledning	이유
etc	etc
etc	등등
avsnittet	섹션
krav	요구사항
krav	요구사항
personen	사람
commons	커먼즈
brott	범죄
brott	범죄
brott	범죄
användaren	사용자
anderson	앤더슨
harris	해리스
rekord	레코드
rekord	녹음
rekord	녹화
rekord	기록
nedre	아래쪽
nedre	아래쪽
nedre	밑바닥
nedre	아래
nedre	하단
nedre	바닥
bill	윌리엄
bil	자동차
bil	차량
bil	자동차
mall	템플릿
bilden	사진
bilden	그림
bilden	그림
bilden	이미지
ökade	증가
bär	입고
bär	열매
bär	산딸기
bär	착용
bär	베리베리
bär	베리
budapest	부다페스트
kapten	캡틴
kapten	대위
kapten	선장
röd	붉은
röd	붉은색
röd	레드
röd	빨간색
röd	빨강
lord	주님
turkiet	터키
turkiet	칠면조
nelson	넬슨
organisationen	조직
organisationen	기구
organisationen	단체
organisationen	조직
organisationen	기구
känner	feel
känner	기분
känner	느낌
känner	느낌
känner	느낌이
känner	기분
känner	느낌
produktion	출력
produktion	프로덕션
produktion	생산
produktion	제작
omfattning	범위
omfattning	스코프
internationell	국제
internationell	인터내셔널
utom	빼고
portugal	포르투갈
förhållande	관계
förhållande	비율
förhållande	연애
förhållande	관계
romanen	소설
timmar	영업시간
timmar	시간
gilbert	길버트
nationalitet	국적은
nationalitet	국적
frederick	프레더릭
frederick	프리드리히
post	편지
post	메일
post	우편
post	게시
post	게시글
post	포스트
post	게시물
post	항목
sund	건강하게
sund	건강
sund	건강한
sund	해협
bissau	비사우
föremål	상품
föremål	항목
föremål	품목
föremål	아이템
föremål	객체
föremål	개체
föremål	대상
föremål	천체
föremål	항목
föremål	품목
föremål	아이템
föremål	객체
föremål	개체
föremål	물체
föremål	천체
föremål	주제
föremål	제목
relevant	관련성
relevant	관련
relevant	관련성
ishockey	하키
total	총액
total	전체
sammanhang	맥락
sammanhang	문맥
röster	득표
röster	투표
placering	배치
lopp	경주
lopp	인종
lopp	레이스
lopp	경주
lopp	인종
lopp	경쟁
linje	라인
sociala	사회주의
sociala	사회
sociala	사회적
undantag	예외
undantag	예외
dur	dur
sydafrika	아프리카
kraftigt	강력하게
internationellt	국제
internationellt	인터내셔널
kanaler	채널
kanaler	운하
köpte	샀다
beskriver	설명
beskriver	설명하기
talen	연설
gordon	고든
vetenskapliga	과학
nivå	레벨
nivå	수준
programledare	발표자
flygplan	항공기
flygplan	비행기
burundi	부룬디
allmänt	장군
allmänt	일반
allmänt	일반인
förening	협회
förening	화합물
förening	복합
förening	복합체
riktigt	진짜
riktigt	리얼
riktigt	레알
soldater	군인
soldater	병사
pedro	페드로
nordisk	노르딕
nordisk	스칸디나비아
senast	마지막
senast	라스트
senast	최근
senast	최신
bryssel	브뤼셀
viktigt	중요
viktigt	중요하다
läsning	독서
läsning	읽고
läsning	읽기
carlos	카를로스
politik	정책
politik	방침
politik	정치
politik	정치학
politik	정책
sonen	아들
vikt	무게
vikt	몸무게
vikt	몸무게가
vikt	체중
levande	생활
levande	생방송
levande	라이브
levande	alive
baden	바덴
börja	시작하기
börja	시작
börja	시작
karin	카린
kroppen	시체
kroppen	몸매
kroppen	몸매가
närvarande	현재
närvarande	선물
pennsylvania	펜실베이니아
massachusetts	매사추세츠
serbien	세르비아
redaktör	편집기
redaktör	편집자
redaktör	에디터
sammanlagt	총액
sammanlagt	전체
anställda	직원
anställda	직원들
flytta	움직여
flytta	움직임
flytta	이동
flytta	이사
flytta	움직임
damer	숙녀
korta	짧게
korta	쇼트
korta	짧은
stå	스탠드
jakob	제이콥
jakob	야곱
jakob	제임스
instrument	악기
instrument	인스트루먼트
instrument	계측기
instrument	계측
instrument	악기
instrument	계기
klara	준비
leda	리드
länk	링크
bolag	회사
bolag	컴퍼니
bolag	기업
bolag	회사
brev	편지
brev	메일
brev	우편
brev	글자
brev	편지
brev	편지
opera	opera
opera	오페라
sen	늦은
sen	지각
sen	늦게
sen	그렇다면
sen	그러면
sen	그때
sen	센다
chicago	시카고
sir	sir
sir	선생님
former	모양
former	양식
regel	법칙
regel	규칙
miljarder	십억
miljarder	수십억
artiklarna	기사
begrepp	concept
begrepp	컨셉
begrepp	개념
begrepp	약관
begrepp	용어
begrepp	컨셉
begrepp	개념
begrepp	concepts
åbo	투르쿠
yttre	외부
yttre	외부
faktiskt	사실
faktiskt	실제로
otillräckligt	부족함
midi	미디
midi	midi
individer	개인
bluff	사기
bluff	허세
oberoende	독립
oberoende	독립적
oberoende	독립
oberoende	독립운동
oberoende	독립기념일
sällan	드뭅니다
stephen	스테파노
stephen	스티븐
sårbar	취약
varv	무릎
varv	조선소
varv	혁명
varv	조선소
mikael	마이클
mikael	미하엘
mikael	미카엘
thunder	썬더
thunder	천둥
thunder	선더
latin	라틴
latin	라틴어
steve	스티브
säsonger	시즌
säsonger	계절
alternativ	대안
alternativ	얼터너티브
alternativ	대안
alternativ	옵션
alternativ	옵션
skäl	이유
skäl	이유
skäl	연주회
byggnad	건물
byggnad	건축
byggnad	빌딩
återigen	다시
återigen	또다시
trupper	군대
träd	트리
träd	나무
träd	나무들
träd	트리
träd	나무
www	www
offentliga	공공
offentliga	공개
offentliga	공중
clark	클라크
ansvar	책임
ansvar	책임
ansvar	책임감
havanna	아바나
syftar	목적
syftar	목표
populär	인기가요
populär	인기
populär	인기가
vilhelm	윌리엄
bildas	형성
chihuahua	치와와
närmare	가까워
ordinarie	평범
ordinarie	정규
ordinarie	보통
helsingborg	헬싱보리
josef	조셉
josef	요제프
josef	조제프
josef	조지프
josef	요셉
utvecklingen	개발
utvecklingen	발달
utvecklingen	에볼루션
utvecklingen	진화
utvecklingen	진화론
philip	펠리페
philip	필립
sydney	시드니
night	밤에
night	나이트
samling	콜렉션
samling	컬렉션
samling	모음집
allen	앨런
tegucigalpa	테구시갈파
gräshoppor	메뚜기
iran	이란
täckt	커버
täckt	덮여
besegrade	패배
fängelse	감금
fängelse	교도소
fängelse	감옥
fängelse	교도소
fängelse	감옥
miller	밀러
mexico	멕시코
kategorier	카테고리
kategorier	카테고리가
kategorier	범주
kategorier	분류
våtmarker	습지
town	시내
town	도시
town	타운
town	마을
publicerade	게시
publicerade	게시
publicerade	출판
publicerade	출판됨
eurovision	유로비전
kontakt	접촉
kontakt	문의
kontakt	연락처
kontakt	연락
out	아웃
personliga	개인적
personliga	개인적인
personliga	개인용
personliga	개인
talar	말하기
talar	말하기
följa	팔로우
müller	뮐러
tennessee	테네시
pop	pop
banan	바나나
ligan	동맹
ligan	리그
rose	장미
rose	로즈
tolv	twelve
våra	우리의
våra	우리의
hemma	집에
hemma	고향
hemma	집으로
hemma	가정
ämnet	주제
fadern	아버지
andrew	앤드류
andrew	앤드루
andrew	안드레아
tony	토니
fortsätter	계속
fortsätter	계속하기
fox	폭스
fox	여우
lisa	리사
chris	크리스
makt	파워
makt	전력
makt	권력
texter	노랫말
margareta	마거릿
margareta	마르그리트
helena	헬레나
gränsar	국경
gränsar	경계선
ukraina	우크라이나
elisabeth	엘리자베스
elisabeth	엘리사벳
elisabeth	엘리자벳
elisabeth	엘리자베스
ferrari	페라리
befälhavare	pic
befälhavare	지휘관
befälhavare	지휘관
befälhavare	사령관
befälhavare	커맨더
mike	마이크
tro	믿음
tro	신념
tro	신앙
tro	believe
tro	믿기
tro	신념
tro	믿음
tro	신앙
modell	모델
modell	모형
behov	필요
examen	시험
examen	학위
examen	졸업식
examen	졸업
examen	졸업
examen	졸업
queen	여왕
låter	소리
fortsätta	계속
fortsätta	계속하기
senator	상원
senator	상원의원
malaysia	말레이시아
malaysia	말레이시아어
formel	공식
formel	포뮬러
artister	연기자
artister	공연자
artister	음악가
artister	예술가
artister	아티스트
artister	아티스트가
lena	리나
befolkning	인구순
befolkning	인구
variant	변종
månad	월간
månad	매달
månad	매월
fiction	소설
fiction	픽션
fiction	허구
huvud	헤더
huvud	헤드
huvud	머리
klar	준비
klar	완료
klar	완료되었습니다
bergen	베르겐
paret	커플
paret	부부
upper	윗쪽
upper	상위
jersey	저지
channel	채널
tvåa	듀스
kärlek	러브
kärlek	사랑
föregående	이전
präst	설교
präst	설교자
präst	신부
präst	성직자
maurice	모리스
fakta	팩트
fakta	사실
fakta	팩트
fakta	사실
vinnare	승리자
vinnare	우승자
vinnare	winner
vinnare	승자
vinnare	우승자
vinnare	수상자
vinnare	승자
edwards	에드워즈
dollar	달러
dollar	달러
wyoming	와이오밍
svar	응답
svar	답변
svar	답변
svar	대답
svar	답장
svar	응답
svar	답글
svar	답변
svar	응답
svar	정답
svar	대답해
svar	대답
svar	답변
svar	답장
svar	응답
svar	답글
svar	답변
svar	대응
svar	반응
svar	응답
amazonas	아마존
sade	말했다
täcker	커버
täcker	붕어
allmän	장군
allmän	일반
allmän	일반인
varierar	다양함
visas	표시됨
visas	표시된
visas	표시됨
utvecklade	선진
maka	마누라
maka	와이프
maka	아내
butler	버틀러
turneringen	토너먼트
turneringen	대회
utseende	외모
utseende	모양
utseende	출연
omgång	라운드
klassiska	클래식
klassiska	고전주의
klassiska	고전
klassiska	클래식
klassiska	고전
hjälpa	돕기
regler	규칙
bytes	바이트
ohio	오하이오
street	거리가
street	스트리트
street	거리
street	길거리
org	org
betydelser	의미
styrka	체력
uttryck	표현
uttryck	표현식
uttryck	표현
uttryck	표현식
strid	전투
strid	배틀
strid	전투
strid	컴뱃
super	슈퍼
katarina	캐서린
katarina	카트린
uppmärksamhet	관심
uppmärksamhet	주의
uppmärksamhet	시선
sound	소리
sound	사운드
louise	루이즈
människan	남자
människan	남성
människan	사람
dublin	더블린
polisen	경찰
polisen	경찰관
california	캘리포니아
vis	지혜로운
vis	현명한
vis	지혜
bröt	생김
guangdong	광둥
brian	브라이언
tydligt	명확하게
tydligt	명백하게
tydligt	명백히
slätter	평원
hälften	절반
union	동맹
union	연맹
union	유니언
union	연합
verkligen	정말로
verkligen	정말
ensam	홀로
ensam	혼자
ensam	외로워
ensam	외로운
ensam	외로움
läsa	읽음
läsa	읽어보기
läsa	읽기
läsa	읽는다
läsa	읽고
läsa	독서
läsa	읽고
läsa	읽기
egenskaper	특성
egenskaper	특징
egenskaper	특성
egenskaper	자산
egenskaper	속성
stig	스티그
andalusien	안달루시아
kanarieöarna	카나리아
syd	남부
syd	사우스
syd	남쪽
syd	시드
dom	그들
dom	그들이
dom	그들은
dom	dom
trä	나무
trä	우드
trä	목재
gröna	녹색
gröna	그린
gröna	초록색
gröna	초록
gröna	녹색당
dra	뽑기
dra	당겨
dra	당기
dra	끌기
dra	드래그
dra	추첨
dra	그리기
järnväg	철도
järnväg	레일
järnväg	철도
meddelade	발표
vol	vol
värde	가치
natten	밤에
natten	나이트
patrick	파트리크
patrick	패트릭
ann	ann
dvd	dvd
alan	앨런
alan	알렌
alan	알란
fiskar	피쉬
fiskar	피시
fiskar	생선
fiskar	물고기
fiskar	낚시
madagaskar	마다가스카
madagaskar	마다가스카르
rättigheter	권리
snö	스노우
topp	인기
topp	top
topp	피크
institutet	연구소
tibet	티베트
bear	베어
lära	가르쳐
lära	학습
lära	배운다
lära	배워
standard	기본값
standard	기본
standard	스탠더드
standard	표준
alabama	앨라배마
panama	파나마
kortare	짧게
kortare	단축
skrivna	서면
stationen	역시
howard	하워드
natur	자연
framåt	전진
framåt	전달
framåt	앞으로
framåt	미리
missouri	미주리
öppnade	개설
vladimir	블라디미르
knut	크누드
knut	매듭
dubbel	더블
dubbel	듀얼
mästerskapet	챔피언십
mästerskapet	챔피언쉽
last	로드
last	로딩
last	화물
kontroll	통제
kontroll	제어
kontroll	제어하기
kontroll	컨트롤
teknik	기법
teknik	기술
teknik	테크닉
teknik	기법
musikalbum	앨범
musikalbum	음반
välja	선택하기
välja	선택
traditionella	전통적
traditionella	전통적인
traditionella	전통
minne	추억
minne	기억력
minne	메모리
minne	기억
målet	타깃
målet	대상
målet	타겟
tidskriften	잡지
tidskriften	매거진
krävs	필요함
krävs	필수
taiwan	타이완
taiwan	대만
norman	노르만
norman	노먼
grundare	설립자
grundare	창시자
grundare	창립자
princip	원칙
princip	원리
kyrkor	교회
rené	르네
rené	레네
rené	르네
pan	냄비
berget	산악
berget	마운트
jim	다짐
regemente	연대
starka	강한
starka	스트롱
party	party
party	파티
massa	마사
massa	미사
massa	매스
massa	대량
massa	질량
massa	펄프
populära	인기가요
populära	인기
populära	인기가
skydd	쉼터
skydd	보호
end	종료
end	끝내기
tåg	열차
tåg	기차
tåg	트레인
tåg	기차
tåg	열차
full	가득
full	취해
leo	리오
leo	사자자리
leo	레오
elegans	우아
campbell	캠벨
öppnades	개설
acacia	아카시아
stat	상태
stat	국가
historiskt	사적
historiskt	역사
ali	알리
ali	ali
minor	광산
minor	지뢰
sovjetiska	소련
klockan	시계
klockan	클럭
karaktär	성격
karaktär	문자
karaktär	캐릭터
karaktär	인물
beethoven	베토벤
sjukdom	질환
sjukdom	질병
sjukdom	질환
sjukdom	질병
sjukdom	질병
edvard	에드워드
fotograf	사진사
fotograf	사진관
fotograf	포토그래퍼
fotograf	사진작가
biografi	소개
biografi	바이오
förmodligen	아마도
förmodligen	아마
ross	로스
ernest	어니스트
låtskrivare	작곡가
låtskrivare	송라이터
sångerska	가수
sångerska	싱어
problemet	문제
modifiera	수정
rent	순수한
rent	순수
rent	청소
rent	깨끗한
rent	깨끗하다
flottan	해군
flottan	네이비
flottan	함대
flottan	플리트
äktenskap	혼인
äktenskap	결혼
murray	머리
mat	푸드
mat	음식
mat	식량
mat	식품
kandidat	후보
kandidat	후보자
ekonomi	경제학
ekonomi	경제
arkansas	아칸소
upptäcktes	발견됨
upptäcktes	감지
upptäcktes	발견됨
behövs	필요함
söner	아들들
släkt	관련
släkt	가족
släkt	가족과
släkt	패밀리
claude	클로드
produkter	상품
produkter	제품
indiska	인도인
indiska	인도
indiska	인디언
indiska	인디아
indiska	인도
arm	팔이
mannen	남자
mannen	남성
mannen	사람
ivan	이반
centimeter	센티미터
centimeter	센티미터
centimeter	센티미터
hektar	헥타르
hektar	에이커
kanalen	운하
kanalen	채널
leonard	레오나드
leonard	레너드
energi	에너지
japansk	일본어
japansk	일본
japansk	일본인
jurist	변호사
coast	코스트
coast	해안
orkester	오케스트라
orkester	교향악단
rörelsen	움직임
rörelsen	운동
poet	시인
parken	파크
parken	공원
framgångar	성공
framgångar	성공적
framgångar	성공함
framgångar	성공
hårt	타이트
hårt	열심히
hårt	하드
hårt	어려워
verde	베르데
debut	데뷔해
debut	데뷔
indiana	인디애나
heart	하트
heart	심장
heart	마음
modellen	모델
modellen	모형
arizona	애리조나
baserat	기반
baserat	기반으로
bröderna	형제
bröderna	브라더스
bröderna	형제들
anslutning	커넥션
anslutning	연결
led	led
klubb	클럽
tommy	토미
kenya	케냐
alice	앨리스
råd	충고
råd	조언
andorra	안도라
bosatt	주민
bosatt	레지던트
bosatt	상주
avstånd	거리
avstånd	범위
avstånd	띄어쓰기
avstånd	간격
avstånd	거리
war	전쟁
bulgariska	불가리아어
bulgariska	불가리아
bulgariska	불가리아인
association	협회
rocky	록키
rocky	로키
mening	의미
mening	문장
släppt	발매
släppt	개봉
kent	켄트
death	죽음
death	사망
death	데스
calais	칼레
leva	생방송
leva	라이브
religiösa	종교
grekisk	그리스어
grekisk	그리스
fritt	자유롭게
fritt	free
fritt	무료
fritt	자유
bilar	자동차
bilar	차량
pine	소나무
pine	파인
efternamn	성씨
pdf	pdf
tidning	신문
tidning	잡지
tidning	매거진
tidning	학술
tidning	학술지
tidning	저널
fly	날아라
fly	플라이
fly	탈출
planet	행성
planet	플래닛
planet	평면
planet	비행기
sand	모래
sand	모래시계
tomas	토머스
tomas	토마스
etapp	스테이지
etapp	무대
grant	그랜트
religion	종교
händer	발생
abu	abu
sichuan	쓰촨
renault	르노
medlemmarna	멤버
medlemmarna	구성원
medlemmarna	멤버들
studera	공부하기
studera	공부
studera	공부해
studera	공부하기
studera	공부
studera	연구
lorraine	로렌
lorraine	로레인
slå	beat
slå	이겨
slå	비트
slå	뛰고
lokal	로컬
lokal	현지
kommentarer	댓글
windows	윈도우
morgan	모건
lincoln	링컨
heliga	거룩한
heliga	거룩
visat	표시됨
visat	표시된
visat	표시됨
visat	조회
anställd	직원
anställd	고용
särskild	특수
särskild	특별한
särskild	스페셜
särskild	특별
html	html
lady	숙녀
lady	레이디
lady	아줌마
rheinland	라인란트
tidszon	시간대
sekreterare	비서
sekreterare	비서
berömda	유명한
berömda	유명해
berömda	유명인
berömda	유명하다
berömda	유명
utländska	외국인
överste	대령
pico	피코
täthet	밀도
inlägg	게시
inlägg	게시글
inlägg	포스트
inlägg	게시물
inlägg	게시글
inlägg	게시물
adams	애덤스
adams	아담스
order	주문
anger	지정
anger	나타냅니다
kanadensisk	캐나디안
kanadensisk	캐나다인
fåglar	새들
inslag	원소
sänka	싱크로
titlar	타이틀
titlar	제목
elever	학생
elever	학생들
elever	유학생
elever	동공
dalar	골짜기
dalar	최저
nation	네이션
nation	국민
social	사회주의
social	사회
social	사회적
christopher	크리스토퍼
hästar	말들
armenien	아르메니아
armenien	아르메니아인
skapar	만듭니다
skapar	만들기
skapar	생성
skapar	만드세요
skapar	만들기
elizabeth	엘리자베스
elizabeth	엘리사벳
camp	캠프
framgångsrika	성공적
framgångsrika	성공함
framgångsrika	성공
framgångsrika	성공적인
oliver	올리브
oliver	올리버
driver	드리프트
lucas	루카스
lucas	루커스
beskrivning	설명
beskrivning	묘사
middle	중간
middle	가운데
sannolikt	가능성
trafik	교통량
trafik	트래픽
trafik	교통
tätort	도시
varianter	에디션
varianter	변수
jordan	조던
jordan	조르당
medel	기금
medel	자금
medel	펀드
medel	자원
medel	리소스
rumänien	루마니아
rumänien	루마니아인
rumänien	루마니아어
boston	보스턴
johnny	조니
johnny	쟈니
johnny	자니
wild	와일드
wild	야생
förbundet	규약
förbundet	동맹
förbundet	리그
road	도로
road	로드
lexikon	어휘
lexikon	사전
lexikon	사전
blues	블루스
mix	섞어
mix	믹스
mix	혼합
kod	코드
kod	부호
tillgång	접속
tillgång	접근
tillgång	액세스
tillgång	자산
bro	다리
bro	브리지
boy	boy
boy	소년
boy	남자아이
boy	보이
line	라인
gemensamt	관절
canal	운하
sport	스포츠
sport	스포츠
advokat	변호사
advokat	변호사
shoal	암초
cameron	캐머런
cameron	카메론
armé	육군
armé	군대
vitt	하얀
vitt	화이트
vitt	흰색
vitt	하얀색
vitt	하얗게
lättare	라이터
iso	iso
marcus	마커스
marcus	마르쿠스
ämne	주제
ämne	물질
ämne	주제
ämne	제목
kropp	시체
kropp	몸매
kropp	몸매가
kentucky	켄터키
artist	연기자
artist	공연자
artist	연주자
artist	음악가
artist	예술가
artist	아티스트
artist	아티스트가
championship	챔피언십
championship	챔피언쉽
ägs	소유
down	다운
down	아래로
video	동영상
video	비디오
fält	필드
fält	현장
fält	필드
huvudet	헤드
huvudet	머리
champagne	샴페인
parlamentet	국회
parlamentet	국민의회
parlamentet	의회
spansk	스페인어
kemi	화학
vinst	이익
vinst	win
vinst	승리
vinst	이익
vinst	수익
publik	타겟
publik	관객
publik	군중
sjukhus	병원
sjukhus	병원
förmåga	능력
förmåga	능력
förmåga	능력자
historisk	사적
historisk	역사
privata	비공개
demokratisk	민주당
gemensamma	관절
dakota	다코타
förluster	손해
förluster	손실
förluster	사상자
nyheter	뉴스
nyheter	소식
ray	레이
köptes	샀다
show	표시
show	보이기
show	공연
tornet	타워
skiva	디스크
skiva	디스크
representerar	나타냅니다
ändra	바뀌기
ändra	변경
ändra	수정
ändra	바뀌기
ändra	변화
ändra	변경
ändra	바꾸기
tider	타임스
tider	타임즈
döden	죽음
döden	사망
döden	데스
organisationer	단체
organisationer	조직
organisationer	단체
oavsett	무엇이든지
oavsett	무엇이든
oavsett	whatever
bred	넓은
bred	와이드
bred	넓이
bred	넓은
bred	광범위
bred	광범위한
totala	총액
totala	전체
färger	색상
färger	색상
färger	색깔
manchester	맨체스터
öka	증가
motiv	동기
motiv	프레임
motiv	액자
motiv	프레임
motiv	동기
revolutionen	레볼루션
revolutionen	레벌루션
revolutionen	혁명
ute	ute
ute	아웃
game	게임
game	경기
gul	황색
gul	노랑색
gul	노란색
gul	노랑
äkta	진짜
äkta	리얼
äkta	레알
äkta	정품
äkta	정통
äkta	합법적인
fisk	피쉬
fisk	피시
fisk	생선
fisk	물고기
kunskap	지식인
kunskap	지식
planer	플랜
planer	계획
cambridge	케임브리지
bilda	형식
bilda	형태
bilda	양식
robinson	로빈슨
turner	터너
papua	파푸아
population	인구순
population	인구
slutar	종료
slutar	정류장
golden	황금
golden	골든
värld	월드
värld	세상
värld	세계
anthony	안토니우스
anthony	앤서니
demokratiska	민주당
christina	크리스티나
dead	사망
dead	데드
lawrence	로런스
lawrence	로렌스
termen	용어
porträtt	초상화
porträtt	세로
porträtt	인물
porträtt	portraits
porträtt	초상화
brandenburg	브란덴부르크
klassisk	클래식
klassisk	고전주의
klassisk	고전
klassisk	클래식
klassisk	고전
zambia	잠비아
student	학생
särskilda	구체적
särskilda	특정
särskilda	구체
särskilda	특수
särskilda	특별한
särskilda	스페셜
särskilda	특별
utveckla	개발
stewart	스튜어트
sjätte	여섯번째
förstår	이해
förstår	이해하기
förstår	알아듣기
jimmy	지미
beslutade	결심
television	텔레비전
basse	비공개
ljud	소리
ljud	사운드
ljud	소리
ljud	오디오
framträdande	외모
framträdande	모양
framträdande	출연
fullt	가득
orter	도시
bernard	베르나르드
bernard	버나드
bernard	베르나르
graham	그레이엄
salt	소금
högskolan	대학교
högskolan	대학
högskolan	칼리지
högskolan	대학생
vintern	겨울
vintern	윈터
fasta	금식
fasta	단식
fasta	고정
zürich	취리히
zürich	취리히
effekt	영향
effekt	효과
viktor	빅토르
viktor	빅터
viktor	빅토르
händelser	스토리
händelser	소식
händelser	이벤트
händelser	행사
mandat	위임통치령
vattenfall	폭포
vattenfall	폭포수
vattenfall	폭포
sent	늦은
sent	지각
sent	늦게
kejsare	황제
kejsare	천황
kejsare	황제
versioner	버전
samtida	현대
uruguay	우루과이
oxford	옥스포드
oxford	옥스퍼드
objekt	상품
objekt	항목
objekt	품목
objekt	아이템
objekt	객체
objekt	개체
objekt	물체
objekt	천체
objekt	객체
objekt	개체
objekt	대상
objekt	천체
objekt	항목
objekt	품목
objekt	아이템
home	집에
home	고향
home	집으로
home	가정
relevans	관련성
tävlingar	대회
tävlingar	콘테스트
visades	표시됨
hamburg	함부르크
insatser	행동
insatser	활동
insatser	동작
insatser	액션
insatser	노력
lär	가르쳐
lär	배운다
lär	배워
operation	작동
operation	작전
operation	수술
operation	외과
operation	수술과
luxemburg	룩셈부르크
årligen	매년
angränsande	인접
angränsande	인접한
filosofi	철학
miguel	미겔
nicholas	니컬러스
nicholas	니콜라스
nicholas	니콜라우스
gjorda	made
gjorda	만든
exakt	정확하게
exakt	정확히
exakt	정확히
tidig	초기
tidig	일찍
fischer	피셔
sun	햇볕
sun	태양
falls	폭포
lämnar	떠나
lämnar	떠나기
skivor	레코드
skivor	디스크
skivor	슬라이스
skapat	생성
skapat	만들었습니다
mil	마일
mil	마일스
mil	마일리지
mil	마일
mil	마일리
mil	마일즈
sist	마지막
sist	라스트
studenter	학생
studenter	학생들
studenter	유학생
león	레온
cook	요리사
google	구글
bromsar	브레이크
bromsar	브레이크
förändringar	변화
förändringar	변경
ras	품종
ras	레이스
ras	경주
ras	인종
ras	경쟁
unionen	동맹
unionen	연맹
unionen	유니언
unionen	연합
avgick	사임
avgick	사직
upplaga	에디션
känns	느낌
inne	인사이드
inne	내부
werner	베르너
ren	순수한
ren	순수
ren	청소
ren	깨끗한
ren	깨끗하다
studio	스튜디오
kloster	수도원
kloster	수녀원
kloster	수도원
kloster	수도원
kusten	코스트
kusten	해안
kurt	커트
kurt	쿠르트
herbert	허버트
kansas	캔자스
tanzania	탄자니아
hamn	항구
hamn	항만
hamn	항구
hamn	하버
hamn	항구
hamn	포트
arkitektur	아키텍처
arkitektur	건축학
arkitektur	건축
trodde	생각
franklin	프랭클린
cap	cap
statistik	통계
statistik	통계학
statistik	통계
statistik	통계
statistik	인사이트
kombination	조합
rädda	저장하기
rädda	저장
rädda	구출
rädda	구조
metod	방법론
metod	수단
metod	메서드
metod	방법
metod	메소드
ökar	증가
produktionen	프로덕션
produktionen	생산
produktionen	제작
besök	방문
besök	방문하기
besök	방문
besök	방문자
hessen	헤센
naturliga	자연
naturliga	천연
elva	일레븐
köpa	구매
köpa	구입
köpa	구매하기
köpa	사기
köpa	구매
forum	포럼
forum	포럼
php	php
way	웨이팅
way	way
way	웨이
partier	많이
partier	파티
använt	사용함
använt	사용됨
använt	사용
urban	도시
grundläggande	초등
grundläggande	기본
grundläggande	기초
grundläggande	베이직
statliga	상태
statliga	국가
valencia	발렌시아
dans	댄스
dans	무용
dans	댄싱
dans	춤추는
österrikisk	오스트리아인
dåligt	bad
dåligt	나쁜
dåligt	나쁘다
jönköping	옌셰핑
parker	파커
parker	파크
parker	공원
parker	파크스
behandling	치료법
behandling	치료
behandling	시술
behandling	치료
riddare	기사
riddare	나이트
riddare	나이트
berättelser	스토리
berättelser	소식
städerna	도시
potosí	포토시
tala	말하기
bali	발리
konstnärer	음악가
konstnärer	예술가
konstnärer	아티스트
konstnärer	아티스트가
återkommande	반복
återkommande	재발
återkommande	정기
bruno	브루노
bibliotek	라이브러리
bibliotek	도서관
bibliotek	라이브러리
bibliotek	도서관
intressant	흥미롭다
intressant	흥미로운
intressant	재미있는
katalonien	카탈루냐
alt	alt
mississippi	미시시피
schmidt	슈미트
kapell	채플
kapell	예배당
ericsson	에릭슨
mängder	수량
kejsaren	황제
kejsaren	천황
orange	오렌지
orange	오렌지색
skolor	학교
teori	이론
alex	알렉스
alex	앨릭스
jord	토양
jord	먼지
jord	earth
jord	대지
jord	지구
robin	로빈과
robin	로빈
söka	찾기
söka	검색
söka	검색하기
söka	검색
rörelse	모션
