valoroase	قيمة
banks	مصارف
instrucțiuni	تعليمات
instrucțiuni	ارشادات
instrucțiuni	التعليمات
aluminiu	الالومنيوم
aluminiu	الالمنيوم
aluminiu	الالومنيوم
generali	الجنرالات
ziarist	الصحفي
ziarist	صحفية
ziarist	صحفي
amonte	المنبع
turismul	للسياحة
turismul	السياحة
ajax	اياكس
flacăra	لهب
flacăra	اللهب
flacăra	شعلة
flacăra	الشعلة
grupări	الجماعات
grupări	المجموعات
grupări	مجموعات
grupări	تجمعات
grupări	التجمعات
marion	ماريون
dinți	اسنان
dinți	الاسنان
distincția	التمييز
distincția	التفرقة
distincția	تمييز
nod	عقدة
nod	العقدة
nod	عقدة
nod	العقدة
selo	سيلو
glasgow	جلاسكو
glasgow	غلاسكو
geniu	عبقرية
geniu	العبقري
geniu	عبقري
broadway	برودواي
întreprinderea	المؤسسة
toledo	توليدو
autorilor	المؤلفين
abdul	عبد
brand	براند
brand	ماركة
colțul	الركن
colțul	الزاوية
colțul	زاوية
colțul	ركن
cuplu	زوجين
cuplu	زوجان
cuplu	ثنائي
cuplu	عزم
evanghelia	انجيل
evanghelia	الانجيل
mărturie	الشهادة
mărturie	شهادة
emmanuel	ايمانويل
alpii	الالب
concursuri	مسابقات
concursuri	المسابقات
concursuri	مسابقات
concursuri	المسابقات
condiție	حالة
condiție	شرط
condiție	الحالة
condiție	الشرط
pedeapsă	الجزاء
pedeapsă	العقوبة
pedeapsă	عقوبة
pedeapsă	العقاب
pedeapsă	عقاب
pedeapsă	العقوبة
pedeapsă	عقوبة
dobândit	المكتسبة
dobândit	اكتسبت
dobândit	اكتسب
onorific	فخري
grey	غراي
grey	رمادي
como	كومو
cartiere	المناطق
cartiere	المقاطعات
cartiere	مقاطعات
stand	الوقوف
șanse	فرص
șanse	الفرص
șanse	فرصة
șanse	الفرصة
guvernele	حكومات
guvernele	الحكومات
confederația	الكونفدرالية
confederația	الاتحاد
ward	عنبر
ward	ورد
ward	وارد
localnicilor	المحليون
organisme	الكائنات
organisme	الاجسام
organisme	الهيئات
organisme	الجثث
organisme	جثث
organisme	اجساد
consul	القنصل
consul	قنصل
deciziile	القرارات
deciziile	قرارات
deciziile	مقررات
deciziile	المقررات
nevada	نيفادا
iarbă	العشب
iarbă	عشب
iarbă	الحشيش
completat	اكتمل
completat	اكملت
completat	اكتملت
comitet	اللجنة
comitet	لجنة
capabilă	قادر
capabilă	قادرة
capabilă	قادرين
inițiativă	مبادرة
inițiativă	المبادرة
saga	ساجا
natalia	نتاليا
natalia	ناتاليا
reformă	اصلاح
reformă	الاصلاح
celtic	سيلتيك
arestarea	القبض
arestarea	التوقيف
arestarea	الاعتقال
arestarea	اعتقل
arestarea	توقيف
arestarea	اعتقال
hart	هارت
vânzarea	بيع
vânzarea	البيع
vânzarea	تخفيضات
bella	بيلا
daily	اليومية
daily	اليومي
daily	يومية
daily	يوميا
rit	طقوس
secție	المخفر
italiana	ايطالي
italiana	الايطالية
italiana	ايطالية
italiana	ايطاليا
italiana	الايطالي
variabilă	المتغير
variabilă	متغير
variabilă	متغيرة
divine	الالهي
divine	الالهية
grecesc	يوناني
grecesc	يونانية
grecesc	اليوناني
grecesc	اليونانية
sabia	السيف
sabia	سيف
sabia	سيفا
proiectarea	تصميم
proiectarea	التصميم
existent	موجود
existent	قائم
instalarea	التركيب
instalarea	تثبيت
instalarea	التثبيت
instalarea	تركيب
afectată	المتضررة
afectată	يتاثر
franci	فرنك
tropicale	الاستوائية
kane	كاين
kane	كائن
cheltuielile	النفقات
cheltuielile	الانفاق
cheltuielile	نفقات
cheltuielile	المصروفات
cheltuielile	النفقات
cheltuielile	المصاريف
cheltuielile	نفقات
cheltuielile	المصروفات
cheltuielile	مصروفات
costurile	التكاليف
costurile	تكاليف
tehnologic	تكنولوجية
semnate	موقعة
semnate	توقيع
văi	الوديان
dallas	دالاس
retezat	مقطوعة
atingând	النقر
atingând	التنصت
geometrie	الهندسة
geometrie	هندسة
notele	الرتب
notele	درجات
notele	الدرجات
calde	دافئة
calde	دافئ
clienți	زبائن
clienți	عملاء
clienți	الزبائن
clienți	العملاء
aplica	تطبيق
aplica	تطبق
calul	حصان
calul	الحصان
calul	خيل
abuz	الاساءة
abuz	اساءة
unghi	الزاوية
unghi	زاوية
unghi	بزاوية
madagascar	مدغشقر
relativă	النسبي
relativă	نسبيا
relativă	نسبية
relativă	نسبي
intervenții	التدخلات
intervenții	مداخلات
intervenții	تدخلات
examenul	الامتحان
examenul	امتحان
operație	العملية
operație	العمليات
operație	عملية
operație	الجراحة
operație	جراحة
copaci	اشجار
copaci	الشجر
copaci	شجر
copaci	الاشجار
urs	الدب
urs	بير
urs	دب
nina	نينا
stâlpi	الاركان
stâlpi	الركائز
stâlpi	الاعمدة
stâlpi	اركان
divorțat	مطلق
divorțat	مطلقة
stratul	طبقة
stratul	الطبقة
plantele	نباتات
plantele	النباتات
orientală	شرقي
orientală	شرقية
orientală	الشرقية
rick	ريك
polițist	الشرطي
polițist	شرطي
jeremy	جيريمي
jeremy	جيرمي
locuitor	مقيمة
locuitor	المقيم
locuitor	مقيم
locuitor	المقيمون
cafea	البن
cafea	القهوة
cafea	قهوة
profesional	مهنية
profesional	مهني
profesional	محترف
profesional	احترافية
profesional	المهنية
profesional	مهنيا
aziz	عزيز
guvernarea	الحوكمة
guvernarea	الحكم
ascensiunea	الارتقاء
ofițerii	ضباط
ofițerii	الضباط
straturi	الطبقات
straturi	طبقات
fermă	المزرعة
fermă	مزرعة
teoretice	نظري
urmate	تبعت
munchen	ميونيخ
munchen	ميونخ
urmărirea	تتبع
urmărirea	التعقب
urmărirea	التتبع
urmărirea	تعقب
echipaj	الطاقم
echipaj	طاقم
rachel	راتشيل
rachel	ريتشيل
rachel	ريتشل
rachel	رايتشل
rachel	راشيل
vecini	الجيران
vecini	جيران
vecini	الجيران
dosarul	المجلد
dosarul	مجلد
click	اضغط
click	النقر
click	انقر
click	نقر
click	نقرة
iris	ايرس
iris	ايريس
rama	الاطار
rama	اطار
rama	راما
afganistan	افغانستان
interzise	محرم
interzise	ممنوع
interzise	حرام
interzise	محظور
interzise	محظورة
miles	ميل
miles	مايلز
miles	اميال
sfinte	المقدس
sfinte	المقدسة
sfinte	مقدس
tolstoi	تولستوي
impactul	الاثر
impactul	تاثير
impactul	التاثير
impactul	الاصطدام
impactul	الوصول
abilitatea	القدرة
abilitatea	قدرة
abilitatea	القدره
tango	تانجو
designer	مصمم
designer	مصممة
designer	المصمم
southern	جنوبي
southern	جنوبية
southern	جنوب
politicieni	سياسيين
politicieni	السياسيين
politicieni	السياسيون
politicieni	الساسة
demografice	الديمغرافية
demografice	الديمغرافية
înlocui	يستعاض
înlocui	تستبدل
înlocui	استبدال
înlocui	استبدل
botezat	عمدت
teoriile	نظريات
teoriile	النظريات
adeseori	غالبا
living	المعيشة
living	العيش
orientarea	توجيه
orientarea	توجه
orientarea	التوجه
orientarea	التوجيه
metz	ميتز
modificate	المعدل
modificate	معدل
modificate	تعديل
modificate	معدلة
candidați	المرشحين
candidați	المرشحون
candidați	مرشحين
încetarea	انهاء
variantele	متغيرات
variantele	المتغيرات
vorbim	كلام
vorbim	الحديث
vorbim	الكلام
vorbim	التحدث
întărit	عزز
întărit	معززة
întărit	عزز
întărit	معزز
experimente	التجارب
experimente	تجارب
divizată	انقسام
divizată	مقسم
divizată	مقسمة
princeton	برينستون
președinția	الرئاسة
președinția	رئاسة
navigație	الملاحة
brațul	ذراع
brațul	الذراع
brațul	بذراع
aurul	ذهبي
aurul	جولد
aurul	غولد
aurul	ذهب
aurul	الذهب
literă	حرف
literă	خطاب
literă	رسالة
participant	مشارك
australiei	استراليا
edificiu	صرح
violent	عنيف
violent	عنف
violent	عنيفة
joyce	جويس
regiunilor	الاقاليم
regiunilor	مناطق
regiunilor	المناطق
avantaj	الميزة
avantaj	ميزة
avantaj	مزية
acceptate	قبلت
acceptate	مقبولة
genetică	وراثي
genetică	الوراثة
brunswick	برونزويك
colegiu	كلية
colegiu	الكلية
colegiu	الجامعة
nucleu	النواة
nucleu	اساسي
nucleu	الصميم
nucleu	النواة
nucleu	نواة
nopți	الليالي
nopți	ليالي
nopți	ليال
amiralul	الادميرال
amiralul	ادميرال
amiralul	الاميرال
rezerve	الاحتياطيات
rezerve	احتياطيات
încrederea	الثقة
încrederea	ثقة
niger	النيجر
redactat	منقحة
simt	تحس
simt	تشعر
simt	اشعر
simt	يشعر
simt	شعور
simt	الاحساس
simt	اشعر
simt	الشعور
simt	احساس
tipărite	مطبوعة
tipărite	مطبوع
tommy	تومي
proiectată	صمم
proiectată	صممت
supraveghere	الاشراف
supraveghere	اشراف
supraveghere	المراقبة
supraveghere	مراقبة
rap	الراب
rap	راب
popularitatea	شعبية
popularitatea	الشعبية
decan	دين
decan	العميد
decan	عميد
brest	بريست
surorile	الاخوات
surorile	اخوات
nepot	حفيد
extindere	التوسيع
extindere	التوسع
extindere	التوسيع
extindere	توسع
extindere	توسيع
extindere	تمديد
extindere	امتداد
extindere	التمديد
dune	الكثبان
dune	الكثبان
doamne	اللهم
doamne	الله
pure	خالص
pure	نقي
pure	نقية
episoadele	الحلقات
episoadele	حلقات
ellen	ايلين
ellen	الين
floare	الزهرة
floare	وردة
floare	زهرة
murală	جدارية
miezul	النواة
miezul	اساسي
miezul	الصميم
concrete	ملموسة
concrete	الاسمنت
concrete	الخرسانة
parteneriat	الشراكة
parteneriat	شراكة
miros	شم
miros	الشم
miros	رائحة
mortal	مميت
manuscrisul	المخطوطة
dog	الكلب
dog	كلب
verificare	التحقق
verificare	تحقق
verificare	التحقق
verificare	تفقد
verificare	كش
expresii	العبارات
expresii	عبارات
expresii	التعابير
expresii	تعابير
mobilier	اثاث
mobilier	الاثاث
fund	مؤخرة
fund	الحمار
fund	حمار
fund	مؤخرة
rai	النعيم
rai	الجنة
rai	السماء
teritorial	اقليمي
factorii	عوامل
factorii	العوامل
bucată	القطعة
bucată	قطعة
ferrari	فيراري
suplimentar	تكميلية
suplimentar	التكميلي
suplimentar	تكميلي
suplimentar	اضافي
suplimentar	اضافية
brooklyn	بروكلين
oase	العظام
oase	عظام
oase	بونز
oase	العظم
oase	عظمة
oase	عظم
oak	البلوط
textile	النسيج
textile	نسيج
textile	المنسوجات
profesorii	الاساتذة
profesorii	المعلمين
profesorii	المعلمون
profesorii	معلمين
profesorii	المدرسون
coordonarea	تنسيقية
coordonarea	تنسيق
coordonarea	التنسيق
craig	كريغ
craig	كريج
atomi	الذرات
atomi	ذرات
obiceiul	عاده
obiceiul	العادة
obiceiul	عادة
palace	قصر
palace	القصر
christine	كرستين
christine	كريستين
plasă	الشبكة
plasă	صافي
plasă	الصافي
plasă	mesh
rain	مطر
rain	المطر
rain	الامطار
depozit	مخزن
depozit	المخزن
depozit	المستودع
depozit	مستودع
depozit	مخزن
depozit	المخزن
depozit	التخزين
depozit	تخزين
depozit	وديعة
depozit	الودائع
depozit	المستودع
depozit	مستودع
vegas	فيجاس
vegas	فيغاس
semnificație	بمعنى
semnificație	معنى
semnificație	المعنى
semnificație	يعنى
semnificație	يعني
semnificație	دلالة
semnificație	الاهمية
semnificație	اهمية
oficiul	المكتب
oficiul	مكتب
oficiul	المنصب
traficul	المرور
suspendat	موقوف
suspendat	معلق
seniori	المسنين
seniori	كبار
seniori	الاقدم
perspective	افاق
perspective	الافاق
perspective	المنظورات
perspective	منظورات
manhattan	منهاتن
manhattan	مانهاتن
avansată	متقدم
avansată	متقدمة
avansată	المتقدمة
avansată	المتقدم
aplicație	الطلب
aplicație	تطبيق
aplicație	التطبيق
aplicație	تطبيق
aplicație	التطبيق
înconjoară	يحيط
înconjoară	تحيط
întreținere	النفقة
întreținere	صيانة
întreținere	الصيانة
liberale	الليبرالية
liberale	الليبرالي
uși	ابواب
uși	الابواب
conturi	حسابات
conturi	الحسابات
izolate	معزول
izolate	معزولة
izolate	عزل
izolate	منعزل
joi	الخميس
joi	خميس
unice	فريدون
unice	فريدة
unice	فريد
urata	قبيح
urata	قبيحة
urata	القبيح
urata	بشع
vecinătate	حي
vecinătate	الحي
vecinătate	الجوار
vecinătate	الجوار
vecinătate	الحي
vecinătate	الجوار
vizual	بصريا
vizual	بصري
vizual	بصرية
vizual	البصرية
vizual	مرئي
fanii	المعجبين
fanii	معجبين
fanii	لعشاق
fanii	انصار
sensuri	المعاني
sensuri	معاني
sensuri	معان
prevenirea	المنع
prevenirea	الوقاية
mecanism	الالية
mecanism	الية
talie	الخصر
distribuite	المشتركة
distribuite	تقاسم
distribuite	مشترك
distribuite	توزع
ace	الاس
ace	اس
ace	ايس
ducesa	دوقة
ducesa	الدوقة
dracula	دراكولا
bonus	علاوة
bonus	العلاوة
justificarea	التبرير
justificarea	مبرر
justificarea	المبرر
justificarea	المبررات
justificarea	تبرير
restaurat	اعيدت
trădare	الخيانة
trădare	خيانة
scrieți	كتابة
scrieți	اكتب
scrieți	الكتابة
beck	بيك
corespondență	مراسلات
corespondență	المراسلة
corespondență	المراسلات
corespondență	مراسلة
atomică	الذرية
atomică	ذرية
adaptarea	التكيف
adaptarea	تكيف
adaptarea	تكييف
mann	مان
rară	النادر
rară	نادر
rară	نادرة
caldă	دافئة
caldă	دافئ
cosmic	الكونية
iubește	يحب
semințe	بذور
semințe	البذور
semințe	البذور
semințe	بذرة
stanford	ستانفورد
constituționale	الدستورية
constituționale	دستورية
constituționale	دستوري
grecilor	اليونانيون
intelectuală	الفكرية
intelectuală	فكرية
adiacente	مجاور
adiacente	المتاخمة
bond	السند
bond	بوند
subsol	قبو
subsol	سرداب
subsol	القبو
subsol	السرداب
cupă	كوب
cupă	فنجان
cupă	كاس
cupă	الكاس
cupă	الكوب
generează	تولد
generează	توليد
ram	رام
ram	كبش
knight	فارس
knight	الفارس
pâine	الخبز
pâine	خبز
rădăcinile	جذور
rădăcinile	الجذور
editorul	محرر
editorul	محررة
editorul	المحرر
heights	مرتفعات
heights	المرتفعات
nikita	نيكيتا
malcolm	مالكولم
malcolm	مالكوم
gerard	جيرارد
apreciată	قدرت
apreciată	يقدر
apreciată	اقدر
apreciată	تقدر
apreciată	نقدر
instanță	محكمة
instanță	المحكمة
instanță	المحاكم
ghidul	مرشد
ghidul	دليل
ghidul	الدليل
ghidul	المرشد
ghidul	ارشاد
salvarea	الخلاص
salvarea	الادخار
salvarea	الحفظ
salvarea	انقاذ
exteriorul	الخارجي
exteriorul	خارجي
exteriorul	خارجية
duncan	دنكان
duncan	دانكن
duncan	دونكان
legume	الخضار
legume	خضار
legume	الخضار
legume	خضار
legume	الخضروات
conflictele	النزاعات
conflictele	المنازعات
conflictele	الصراعات
conflictele	صراعات
etiopia	اثيوبيا
rex	ريكس
polul	قطب
polul	القطب
delhi	دلهي
destinul	القدر
destinul	قدر
destinul	المصير
simptome	اعراض
simptome	الاعراض
helen	هيلين
baku	باكو
teoretică	نظري
prestigiu	هيبة
clasificat	مصنف
potasiu	البوتاسيوم
avantajul	الميزة
avantajul	ميزة
avantajul	مزية
periodice	دوري
periodice	الدوريات
armstrong	ارمسترونغ
caucaz	القوقاز
browser	المتصفح
browser	متصفح
marseille	مرسيليا
aburi	البخار
aburi	بخار
nor	السحاب
nor	سحاب
nor	غيمة
nor	سحابة
cantoane	الكانتونات
geologic	الجيولوجي
geologic	الجيولوجية
hussein	حسين
hussein	الحسين
client	الزبون
client	زبون
client	عميل
client	العميل
client	زبون
client	الزبون
olimpiada	الاولمبية
gregory	جريجوري
gregory	غريغوري
omega	اوميغا
închiderea	الاغلاق
închiderea	اغلاق
închiderea	خاتمة
realizând	ادراك
fibre	الياف
fibre	الياف
fibre	الالياف
fibre	الياف
fibre	الالياف
prescott	بريسكوت
reia	استئناف
ritmul	ايقاع
ritmul	الايقاع
comisar	مفوضة
comisar	المفوض
comisar	مفوض
comisar	المفوضة
virus	الفيروس
virus	فيروس
virus	فيرس
calciu	كالسيوم
calciu	الكالسيوم
luptători	المصارعين
luptători	المقاتلين
luptători	مقاتلين
luptători	المقاتلون
luptători	المقاتلات
vizitatori	زوار
vizitatori	الزائرين
vizitatori	الزوار
descriu	صف
descriu	وصف
croată	الكرواتي
croată	الكرواتية
aripile	اجنحة
aripile	الاجنحة
dor	الشوق
dor	شوق
dor	مشتاق
existentă	موجود
existentă	قائم
devil	شيطان
savant	عالم
savant	عالمة
savant	العلماء
savant	العالم
savant	الباحث
savant	عالم
savant	باحث
unsprezece	eleven
bombe	القنابل
bombe	قنابل
martor	شاهد
martor	شاهدة
martor	الشاهد
individuală	فرد
individuală	فردية
individuală	فردي
individuală	الفردية
individuală	الفرد
cutremurul	زلزال
cutremurul	الزلزال
sculptura	النحت
sculptura	تمثال
sculptura	نحت
sculptura	النحت
sculptura	نحت
impresionat	معجب
locația	موقع
locația	الموقع
locația	المكان
celulă	زنزانة
celulă	الزنزانة
celulă	خلية
celulă	الخلية
decisivă	حاسم
decisivă	حاسمة
decisivă	الحاسم
kazan	كازان
vegetale	الخضار
vegetale	خضار
îmbrăcăminte	ملابس
îmbrăcăminte	الملابس
explozie	الانفجار
explozie	الانفجار
explozie	انفجار
consumă	تستهلك
gala	غالا
însărcinată	الحوامل
însărcinată	حبلى
însărcinată	حامل
cristal	كريستال
cristal	بلورة
cristal	الكريستال
prețioase	الثمينة
prețioase	الغالي
referendum	استفتاء
referendum	الاستفتاء
supusă	خاضع
jung	جونغ
jung	جونج
jung	جيونغ
umor	الفكاهة
greg	غريغ
greg	جريج
quebec	كيبك
quebec	كيبيك
quebec	كوبيك
ravenna	رافينا
argumentul	حجة
argumentul	الحجة
interesați	المهتمة
interesați	مهتمة
interesați	مهتم
interesați	مهتما
bundesliga	البوندسليغا
criminal	جنائية
criminal	مجرم
criminal	المجرم
unitar	الوحدوي
restaurată	اعيدت
orizont	الافق
probă	العينة
probă	عينة
contesa	الكونتيسة
triunghi	المثلث
triunghi	مثلث
pesta	بيست
uite	نظرة
uite	انظري
uite	النظرة
uite	انظر
compact	الاتفاق
compact	ميثاق
compact	الميثاق
nicola	نيكولا
pink	الوردي
pink	وردي
pink	وردية
progresiv	التدريجي
progresiv	تدريجي
baltică	البلطيق
popoarele	شعوب
popoarele	الشعوب
băi	الحمامات
băi	حمامات
finalizarea	الاكتمال
finalizarea	الانجاز
finalizarea	اكمال
cărbune	الفحم
cărbune	فحم
cărbune	الفحم
cărbune	فحم
cabinet	الوزارة
reținut	محتجز
valuri	الامواج
valuri	موج
valuri	موجات
valuri	امواج
valuri	الموجات
andrews	اندروز
legislativă	تشريعي
legislativă	تشريعية
happy	يسعد
happy	سعيده
happy	هابي
happy	سعيد
happy	سعيدة
amenințat	هدد
amenințat	مهددة
amenințat	مهدد
separă	يفصل
separă	منفصل
separă	منفصلة
descoperire	الاكتشاف
descoperire	اكتشاف
emily	اميلي
emily	ايميلي
esențială	اساسي
gât	حنجرة
gât	الحلق
gât	الحنجرة
gât	الرقبة
gât	رقبة
gât	عنق
gât	العنق
foster	يتبنى
amatori	هواة
amatori	هاو
amatori	هاوية
amatori	الهواة
marș	المسيرة
marș	الزحف
balet	الباليه
balet	باليه
balet	البالية
acelea	هؤلاء
acelea	اولئك
controlează	التحكم
controlează	السيطرة
controlează	سيطرة
controlează	تحكم
amiral	الادميرال
amiral	ادميرال
amiral	الاميرال
purtate	بالية
purtate	لبست
inaugurarea	تنصيب
inaugurarea	تدشين
intelectuale	الفكرية
intelectuale	فكرية
redir	redir
încălzire	تسخين
încălzire	تدفئة
încălzire	التدفئة
diplomatic	الدبلوماسي
diplomatic	دبلوماسية
diplomatic	الدبلوماسية
diplomatic	دبلوماسي
afacerea	العمل
afacerea	الاعمال
afacerea	عمل
regate	الممالك
utah	يوتا
utah	يوتاه
maximum	الاقصى
cad	كاد
canto	غناء
canto	يغني
canto	اغني
canto	تغني
canto	الغناء
bunicii	الاجداد
ceremonie	مراسم
ceremonie	المراسم
cupe	الكؤوس
cupe	كؤوس
porumb	ذرة
porumb	الذرة
ascensiune	الارتقاء
edwin	ادوين
siguranța	السلامة
siguranța	سلامة
siguranța	الامان
buddha	بوذا
lituaniană	الليتوانية
lituaniană	ليتوانيا
omar	عمر
standardul	قياسي
standardul	المعيار
standardul	معيار
lambert	لامبرت
lambert	لامبيرت
lexikon	lexikon
dansul	يرقص
dansul	الرقص
dansul	رقص
dansul	ترقص
agentul	عميل
agentul	وكيل
agentul	العميل
agentul	عميلة
agentul	الوكيل
winston	ونستون
winston	وينستون
hughes	هيوز
module	وحدات
module	الاضافات
module	ملحقات
module	الملحقات
pactul	حلف
pactul	الحلف
pactul	ميثاق
pactul	الميثاق
scriind	الكتابه
scriind	كتابة
scriind	اكتب
scriind	الكتابة
musulmanii	المسلمين
musulmanii	مسلمون
musulmanii	المسلمون
musulmanii	مسلمين
germanice	الجرمانية
văile	الوديان
atingerea	اللمس
atingerea	لمس
pearl	اللؤلؤ
pearl	بيرل
pearl	اللؤلؤة
statistice	احصائي
statistice	احصائية
libia	ليبيا
ambasadorul	السفيرة
ambasadorul	سفير
ambasadorul	السفير
discipline	التخصصات
discipline	الضوابط
luptător	مقاتلة
luptător	المقاتل
luptător	مقاتل
luptător	مصارع
minut	الدقيقة
minut	دقيقة
măsurarea	القياس
măsurarea	قياس
măsurarea	القياس
măsurarea	قياس
aprovizionare	الامداد
aprovizionare	توريد
aprovizionare	امداد
litri	ليتر
calcar	الجيري
blu	بلو
arborele	الشجرة
arborele	شجرة
porecla	لقب
holocaustului	محرقة
holocaustului	المحرقة
oferită	عرضت
submarine	الغواصات
submarine	الغواصات
genetic	وراثي
cole	كول
ascunse	مخفي
ascunse	مخفية
berkeley	بيركيلي
berkeley	بيركلي
dieta	حمية
dieta	الحمية
torres	توريس
inainte	للامام
inainte	الامام
inainte	قبل
marcello	مارسيلو
imigranți	المهاجرين
imigranți	المهاجرون
imigranți	مهاجرين
scoala	مدرسه
scoala	مدرسة
scoala	المدرسة
scoala	المدارس
carnea	اللحم
carnea	لحوم
carnea	اللحوم
carnea	لحم
activist	ناشط
activist	ناشطة
activist	الناشطة
comunicarea	الاتصالات
comunicarea	الاتصال
comunicarea	التواصل
martori	شهود
martori	الشهود
martori	شاهد
martori	شاهدة
martori	الشاهد
continentul	القارة
continentul	قارة
lan	ايان
propaganda	الدعاية
propaganda	دعاية
unificarea	التوحيد
unificarea	توحيد
romantic	رومانسية
romantic	رومنسي
romantic	رومانسي
poștale	البريدي
divină	الالهي
divină	الالهية
plasată	موضوعة
nicole	نيكول
owen	اوين
triple	الثلاثي
triple	ثلاثي
triple	ثلاثية
calculul	الحساب
calculul	حساب
africane	افريقية
africane	افريقي
africane	الافريقي
africane	الافريقية
africane	افريقيا
gerhard	جيرهارد
gerhard	غيرهارد
ieri	امس
ieri	البارحة
ieri	البارحه
ieri	الامس
pretins	تظاهرت
pretins	ادعى
fericire	سعادة
fericire	السعادة
virgin	عذراء
virgin	بتول
virgin	العذراء
roi	roi
roi	سرب
roi	السرب
copiat	منقول
campioana	بطل
campioana	البطل
fix	اصلاح
fix	اصلح
defensivă	دفاعية
defensivă	دفاعي
periculos	خطير
periculos	خطر
periculos	خطيرة
periculos	خطرة
disciplină	انضباط
disciplină	الانضباط
astronomice	الفلكية
astronomice	فلكي
segment	الجزء
segment	القطعة
segment	شريحة
segment	الشريحة
martir	شهيدا
martir	شهيد
martir	الشهيد
zeii	الهة
zeii	الالهة
vinovat	مذنب
avantaje	مزايا
avantaje	المزايا
raw	الخام
raw	خام
raw	نيئة
călugării	الرهبان
înot	سباحة
înot	للسباحة
înot	السباحة
înot	سباحة
blocare	قفل
blocare	القفل
proza	النثر
funcționale	وظيفية
funcționale	وظيفي
vite	ماش
vite	ماشية
vite	الماشية
interpret	مترجم
interpret	المترجم
interpret	المؤدي
piept	صدر
piept	الصدر
piept	الصدر
piept	الثدي
presiuni	ضغط
presiuni	الضغط
procedură	الاجراء
procedură	الاجراءات
procedură	اجراء
finlandeză	الفنلندي
finlandeză	الفنلندية
consolidarea	تقوية
consolidarea	التعزيز
consolidarea	التجميع
consolidarea	الدمج
consolidarea	التوحيد
six	six
six	ستة
six	سكس
inel	الخاتم
inel	خاتم
orar	جدولة
orar	جدول
expusă	مكشوف
respinsă	مرفوضة
respinsă	رفض
tătari	تتار
criteriu	معيار
criteriu	المعيار
criteriu	معايير
criteriu	المعايير
lausanne	لوزان
consecințe	النتائج
consecințe	العواقب
consecințe	التبعات
consecințe	عواقب
qing	كينغ
furnizează	توفر
furnizează	يوفر
furnizează	يزود
ursul	الدب
ursul	بير
ursul	دب
ritual	طقوس
ritual	طقوس
ritual	الطقوس
ted	تيد
ted	تد
steag	علم
steag	العلم
catedrală	كاتدرائية
analize	التحليلات
analize	تحليلات
analize	التحليل
analize	تحليل
analize	تحليلات
julie	جولى
julie	جولي
pierd	تخسر
mecanismul	الالية
mecanismul	الية
gérard	جيرار
acceptarea	قبول
acceptarea	القبول
acceptarea	قبول
uscate	الجافة
uscate	جاف
uscate	جافة
intensitate	الشدة
intensitate	شدة
intensitate	كثافة
intensitate	الكثافة
tang	تانغ
tang	تانج
egiptene	المصري
egiptene	مصرية
egiptene	مصري
egiptene	المصرية
pierdere	خسارة
pierdere	الخسارة
termice	حراري
termice	حرارية
surprins	مندهش
mulțumit	راضي
mulțumit	راض
mulțumit	راضية
mulțumit	رضيت
cutie	صندوق
cutie	مربع
cutie	بوكس
cutie	الصندوق
cutie	كارتون
modernizare	الارتقاء
mor	اموت
mor	مت
mor	يموت
mor	اموت
mor	mor
mor	مور
datorată	المستحقة
volumele	مجلدات
volumele	المجلدات
descoperirile	الاكتشافات
compromis	تسوية
compromis	مساومة
hora	hora
truman	ترومان
umbră	الظل
umbră	ظل
umbră	الظل
export	التصدير
export	صدر
export	تصدير
export	الصادرات
acuzații	اتهامات
acuzații	الاتهامات
delegația	الوفد
delegația	فد
delegația	وفد
procedeu	العملية
procedeu	عملية
sentimentele	المشاعر
sentimentele	مشاعر
tamara	تمارا
violoncel	التشيلو
pază	الامن
pază	الامنية
experimentale	تجريبية
experimentale	تجريبي
sad	حزن
sad	حزين
sad	محزن
sad	حزينة
mătase	سيلك
mătase	حرير
mătase	الحرير
tatiana	تاتيانا
rezoluția	قرار
rezoluția	القرار
taie	قطع
anatolia	الاناضول
scufundat	الغارقة
scufundat	المغمورة
urmări	مسار
urmări	المسار
urmări	المقطوعة
mason	ماسون
mason	مايسن
mason	مايسون
mason	ميسن
mason	ميسون
specialitatea	التخصص
specialitatea	تخصص
perfectă	مثالي
perfectă	مثالية
perfectă	الكمال
perfectă	ممتاز
constructor	البناء
constructor	منشئ
capabile	قادر
capabile	قادرة
capabile	قادرين
img	img
pură	خالص
pură	نقي
pură	نقية
ecologice	الايكولوجية
ecologice	الايكولوجي
legislativ	تشريعي
legislativ	تشريعية
pisa	بيزا
conservatoare	محافظ
conservatoare	محافظة
conservatoare	المحافظة
crescută	رفعت
crescută	اثير
crescută	زاد
intensitatea	الشدة
intensitatea	شدة
intensitatea	كثافة
intensitatea	الكثافة
lacurile	البحيرات
crystal	كريستال
crystal	بلورة
crystal	الكريستال
identifică	التعرف
maturitate	الاستحقاق
maturitate	النضج
maturitate	نضج
maturitate	استحقاق
maturitate	النضوج
cabana	الكوخ
cabana	الكوخ
cabana	كابينة
cabana	مقصورة
cabana	كوخ
cabana	المقصورة
bakr	بكر
elită	نخبة
elită	النخبة
disputa	نزاع
disputa	النزاع
organice	العضوية
organice	عضوية
organice	عضوي
detaliile	تفاصيل
detaliile	التفاصيل
detaliile	للتفاصيل
rată	المعدل
rată	معدل
rată	البطة
rată	بط
rată	داك
rată	بطة
rect	المستقيم
islamul	الاسلام
islamul	اسلام
culte	الطوائف
orgă	العضو
fuge	يدير
poetică	شاعري
