маляр	pintor
плакати	chorar
плакати	chores
плакати	choro
плакати	berra
тунелів	túneles
мультфільмів	viñeta
мультфільмів	tira
слух	que
слух	oído
слух	escoita
слух	escoito
допускає	permite
оточили	rodeados
водяне	auga
піаніно	piano
намалював	drew
приїхала	chegou
приїхала	veu
їхали	conducir
їхали	conducindo
їхали	a
говорячи	falar
говорячи	falando
майка	mike
живота	estómago
живота	ventre
живота	barriga
погане	mala
погане	malos
погане	mal
погане	malas
погане	malo
погане	mágoa
депресія	depresión
депресія	deprimido
депресія	depresión
депресія	posparto
депресія	a
депресія	da
скидання	vertedoiro
годинники	ve
годинники	reloxos
годинники	mira
втечу	fuxida
втечу	escapar
втечу	da
втечу	fugarse
втечу	fuxir
втечу	fuga
соня	sonia
їдуть	ao
погодитися	aceptar
погодитися	aceptalo
погодитися	acepto
ідентифікувати	identificar
ідентифікувати	identificalos
ідентифікувати	identifiques
ідентифікувати	identificamos
ідентифікувати	que
контракти	contratos
наданий	a
виділяти	chabola
виділяти	de
кольорова	cor
кольорова	cores
кольорова	de
кольорова	cor
кольорова	ser
куріння	cigarros
застосовує	se
застосовує	aplica
прибуло	cheguei
прибуло	á
прибуло	chegou
прибуло	chegamos
прибуло	chegaron
прибуло	a
прибуло	chegar
веселі	gracioso
веселі	divertido
веселі	raro
урок	lección
урок	aprender
урок	aprendede
воротах	auschwitz
мітчелл	mitchell
помаранчевий	laranxa
губа	baía
ідеалів	ideais
дорослий	adultos
дорослий	adulta
дорослий	adulto
дорослий	dun
патрульний	patrulla
виразів	frases
виразів	expresións
вини	culpa
перстень	anel
відповіли	responderon
захищено	protexido
інженерія	enxeñería
інженерія	enxeñaría
туристи	turistas
барні	barney
розлад	trastorno
розлад	desorde
експериментальна	experimental
розчарування	decepción
дотримуватись	obedecer
прогулянки	camiñando
прогулянки	pola
прогулянки	andar
прогулянки	andando
прогулянки	subindo
прогулянки	camiñaba
прогулянки	camiñar
прогулянки	polas
ідеально	perfecto
ідеально	perfecta
ідеально	perfectos
ідеально	perfectamente
ідеально	pasar
площина	avión
комерційне	comercial
комерційне	anuncio
електронне	electrónica
електронне	electrónico
життєво	vital
ієрогліфи	idiogramas
ієрогліфи	personaxes
цінний	valioso
зізнається	confesar
муха	e
муха	pilotar
муха	voar
муха	voan
муха	voarei
муха	voe
муха	voo
елвіс	elvis
жорстокі	cruel
жорстокі	violentos
жорстокі	violenta
жорстокі	violentas
жорстокі	violento
жорстокі	violencia
мік	mick
функціональність	características
нікуди	onde
нікуди	calquera
нікуди	lugar
нікуди	parte
нікуди	a
нікуди	nada
нікуди	en
нікуди	ningures
нікуди	a
дюк	duque
данні	danny
юристи	avogados
агресію	atacado
проповідник	sacerdote
передбачити	predicir
передбачити	predín
публічний	público
публічний	pública
публічний	públicos
публічний	públicas
летить	moscas
летить	voa
обід	almorzo
обід	xantar
обід	o
обід	comida
обід	comer
обід	cear
обід	cea
обід	a
індустрія	industria
різноманітності	diversidade
різноманітності	variedade
різноманітності	de
корму	cuberta
учням	estudantes
учням	os
учням	alumnos
учням	aos
учням	alumnos
учням	alumnado
учням	terceiro
геном	xenoma
навчали	adestrados
навчали	para
навчали	adestrada
навчали	adestrado
річі	richie
варті	ser
варті	a
варті	pena
варті	paga
варті	valor
варті	vale
дріб	fracción
імунітет	inmunes
імунітет	inmune
імунітет	inmunitario
леви	leóns
захищений	protexido
резервний	reserva
смертей	mortes
твій	teu
твій	túa
твій	seu
твій	a
твій	túa
твій	teu
твій	o
твій	seu
твій	súa
просту	simples
просту	simple
просту	sinxelo
просту	sinxela
роже	roger
фазу	fase
шторм	treboada
ритуал	ritual
ритуал	rituais
ручний	manual
крамниця	tenda
крамниця	de
крамниця	mae
крамниця	choio
крамниця	delegados
спричинити	porque
спричинити	causa
спричинити	causar
ясла	cativos
бойовиками	militantes
очікувати	que
очікувати	esperar
молекула	molécula
молекула	molecular
антропологія	antropoloxía
потомство	sementes
потомство	semente
нога	pé
нога	outro
нога	infantaría
нога	o
нога	perna
нога	pernas
нога	unha
нога	pata
запрошено	convidei
запрошено	a
запрошено	invitamos
запрошено	invitoume
запрошено	invitado
запрошено	convidado
запрошено	convidou
ідеали	ideais
близнюк	picos
піклування	importa
піклування	igual
піклування	me
пальця	dedo
пальця	o
негативне	negativo
витримав	se
витримав	lle
витримав	chegar
витримав	empeorou
поточна	actual
поточна	actuais
поточна	que
поточна	súa
поточна	corrente
дивним	estraño
дивним	estraña
дивним	extraño
дивним	moi
дивним	rara
дивним	raro
залежних	dependentes
залежних	depende
рибалка	pescador
ураган	furacán
слухач	escoita
слухач	ouvinte
трошки	lixeiramente
середземне	mediterráneo
бонні	coelliño
бонні	encol
бонні	bonnie
заплатити	paga
заплатити	pagar
заплатити	pagalo
злочинці	delincuentes
злочинці	criminais
чоботи	botas
чоботи	as
порожні	baleira
порожні	baleiro
порожні	baleiras
порожні	valeiro
брехня	mentiras
брехня	mentira
брехня	mentir
брехня	xace
брехня	está
брехня	reside
брехня	mentira
брехня	mentiras
стежити	pista
стежити	track
стежити	camiño
стежити	rastro
стежити	cambios
стежити	hipódromo
стежити	seguir
стежити	seguen
стежити	siga
поштою	correo
поштою	envía
поштою	envíe
замовник	cliente
відмінний	excelentes
відмінний	excelente
відмінний	de
діабет	diabetes
свідки	testemuñas
печеру	das
печеру	cavernas
печеру	cova
нерви	nervios
нерви	os
краєвиди	escenas
комірки	célula
комірки	cela
комірки	as
комірки	células
бідні	pobre
бідні	pobres
барак	casa
щур	rata
пишіть	escribir
пишіть	escribe
пишіть	escribo
фотографію	fotografía
фотографію	foto
задоволенням	pracer
задоволенням	encantado
задоволенням	gusto
задоволенням	placer
натуральні	natural
натуральні	normal
натуральні	naturais
натуральні	a
фігурки	figuras
обставинах	as
обставинах	experiencias
скрипці	violín
відступати	retirada
стопи	metros
стопи	os
стопи	pés
стопи	pé
розійшлися	separadas
розійшлися	a
розійшлися	rompeu
розійшлися	crebou
розійшлися	entraron
розійшлися	rompín
слабка	débil
біл	bill
біл	billete
біл	conta
біл	dereitos
біл	contrato
сукні	vestidos
читачам	lectores
звітності	reportando
звітності	información
тобою	que
інституції	institucións
привіт	ola
привіт	ei
привіт	eh
привіт	oe
орієнтовно	probablemente
орієнтовно	que
клітки	gaiola
слонів	elefantes
слонів	elefante
слонів	marchar
підготувала	preparada
підготувала	listo
підготувала	preparado
ноттінгем	nottingham
підтвердила	confirmado
королівське	teatro
королівське	royal
королівське	súa
королівське	real
королівське	alteza
врожай	colleita
молочні	leitería
запаху	cheiro
запаху	a
запаху	ulir
запаху	cheira
запаху	ules
крах	por
крах	toliño
вигоди	beneficios
вигоди	os
розвантаження	bobina
реагувати	reaccionar
реагувати	reaccionaredes
реагувати	reacciona
реагувати	reaccionan
реагувати	aos
реагувати	ante
реагувати	reaccionei
уміння	habilidades
уміння	habilidade
ризики	riscos
шериф	alguacil
шериф	shérif
шериф	gobernador
повів	levou
повів	leva
повів	levoume
повів	á
імперський	imperial
корисне	útil
корисне	útiles
корисне	para
поясніть	explicar
поясніть	explicarllo
щука	pike
волонтери	voluntarios
ланцюги	cadeas
ланцюги	as
чаша	pratos
чаша	bowl
чаша	cunca
чаша	cunca
чаша	café
відкривають	abre
відкривають	abra
провал	fracasar
провал	fallan
провал	non
провал	por
провал	cardíacos
провал	imaxinación
провал	fracaso
провал	fracasado
сокира	machada
злочинець	penal
злочинець	criminais
злочинець	criminal
злочинець	crime
лінк	enlace
дослідити	explorar
наркотики	medicamentos
наркотики	fármacos
наркотики	drogas
суп	sopa
суп	xantar
суворі	grave
суворі	graves
звітів	informes
звітів	sobre
гігантський	enorme
гігантський	xigantesco
гігантський	pauta
комунізм	comunismo
комунізм	o
тайлер	tyler
стосунку	lazos
магічні	máxicos
магічні	máxico
відправитися	avións
вертикальний	pé
вертикальний	verticais
вертикальний	vertical
штучна	artificiais
штучна	artifical
штучна	artificial
бос	xefe
бос	patrón
віддала	deume
віддала	deu
віддала	a
охоплення	collo
охоплення	acadar
охоплення	chegar
охоплення	ao
охоплення	a
мовчання	silencio
мовчання	o
вад	bugs
вад	myers
антоні	anthony
субота	sábado
прихований	oculto
прихований	oculta
прихований	ocultas
прихований	escondidos
прихований	escondidas
моцарт	mozart
обладунки	armadura
обладунки	armadura
газова	gas
газова	gasolina
газова	de
газова	gases
голосував	votou
голосував	votaron
живіт	estómago
живіт	o
постраждалих	vítimas
вірили	que
жири	graxa
жири	gorda
жири	gordo
жири	gordos
жири	o
еквівалент	equivalente
африканські	áfrica
африканські	africana
африканські	africanos
африканські	africano
колега	colega
сьома	sétimo
дженні	jenny
прозорий	transparentes
прозорий	transparente
емоційно	emocionalmente
краща	mellor
краща	mellores
товариші	camaradas
товариші	dos
товариші	compañeiros
замовив	que
замовив	atención
замовив	pedimos
поїздка	pantalóns
поїздка	volta
поїздка	ir
поїздка	liscar
джефферсон	jefferson
блискавка	lóstrego
місцини	lugares
місцини	sitios
місцини	onde
дір	buratos
дір	buracos
ізольовані	illado
ізольовані	illada
опромінення	radiación
поступ	progreso
поступ	proceso
поступ	progresos
поступ	segue
сподобався	gustaba
сподобався	lle
сподобався	gustara
сподобався	gustou
сподобався	me
сподобався	gustáballe
злом	mal
злом	malo
злом	malvado
злом	maldade
злом	malvados
фокус	centre
фокус	centrarse
фокус	centramos
фокус	centrarme
фокус	foco
фокус	focalizar
спати	sono
спати	durmir
спати	durme
коштує	custa
коштує	costa
коштує	custar
коштує	custos
коштує	sanitarios
наживо	vivir
наживо	vivo
наживо	viven
наживо	vive
наживо	viva
любити	agarimosa
вивіз	porta
джастін	justin
смужки	reixas
мун	lúa
мун	moon
перерва	romper
перерва	o
ідентифікація	identificar
ідентифікація	identificalos
ідентифікація	identifiques
ідентифікація	identificamos
ідентифікація	que
ідентифікація	identificación
ідентифікація	documento
ідентифікація	identidade
акціонерів	accionistas
слухав	escoitei
арканзасу	arkansas
дитя	nena
дитя	neno
дитя	fillo
подача	comer
подача	alimentar
подача	poderán
подача	de
подача	manter
біда	problema
біда	problemas
улюблені	favorito
улюблені	favoritos
улюблені	favorita
улюблені	preferido
тло	de
тло	fondo
знахідка	descubrimento
вітаміни	vitaminas
динамічна	dinámica
неможлива	imposible
неможлива	imposíbel
злий	enfadado
злий	anoxados
злий	anoxado
злий	enfadada
свіжі	fresco
свіжі	fresca
свіжі	frescos
свіжі	descarado
свіжі	descarados
свіжі	frescas
свіжі	cambiar
замовити	orde
замовити	para
замовити	xiro
замовити	postal
читайте	lin
читайте	ler
читайте	leo
читайте	le
змова	conspiración
уповноваженого	delegado
скинути	lanzamento
медсестра	enfermeira
ліма	lima
диявол	demo
диявол	diaño
відлік	contan
відлік	contar
відлік	conde
відлік	con
відлік	conta
відлік	contar
відлік	contigo
мардж	marge
вдови	viúva
маріанна	marianne
маріанна	marianka
сінгапурі	singapur
відчув	sentía
відчув	sentíame
відчув	que
відчув	sentín
велосипед	bicicleta
велосипед	en
велосипед	moto
велосипед	bici
велосипед	bicicleta
велосипед	en
лампа	lámpada
совісті	consciencia
совісті	a
совісті	conciencia
совісті	da
тероризм	terrorismo
нормальним	corda
нормальним	cordo
комунікація	comunicación
пальне	combustible
картинки	as
картинки	fotos
картинки	imaxes
картинки	fotografías
домовилися	en
домовилися	acordo
кнопка	botón
убивство	homicidio
убивство	cometidos
убивство	asasinatos
убивство	un
убивство	homicidio
убивство	asasinato
убивство	asasino
ненависті	odio
ненависті	os
ненависті	o
ненависті	a
порошку	tocador
вигідно	beneficios
вигідно	ganancias
щасливе	feliz
щасливе	contento
щасливе	felices
щасливе	contenta
вантажівка	camión
романтична	romántico
романтична	románticos
солодкий	sweet
солодкий	doces
солодкий	doce
елен	ellen
свідок	testemuña
темне	escuras
темне	escuro
темне	escura
темне	escuridade
темне	noite
небезпеці	perigo
били	golpearon
винний	culpable
винний	culpábel
винний	culpábeis
оплата	pago
вибухом	explosión
ланцюжок	cadea
ланцюжок	subministración
ланцюжок	traballos
заробив	gañaba
гелен	helen
вставити	pegar
переконує	vende
джулі	julie
шекспір	shakespeare
датчик	sensor
просили	pregunteille
просили	preguntou
просили	lle
цифрове	dixital
цифрове	dixitais
корисними	beneficiosa
доставка	entrega
незвичайний	estraño
еллі	ellie
поцілунок	bico
поцілунок	bícame
поцілунок	bicar
поцілунок	un
поцілунок	biquiño
спроможність	capacidade
спроможність	de
жорстокість	cruel
жорстокість	crueldade
муром	páramo
подорожувати	viaxar
подорожувати	viaxa
подорожувати	cara
подорожувати	viaxando
фантазія	fantasía
повноцінного	totalmente
інтерфейси	interfaces
чисте	puro
чисте	pura
чисте	puros
місячні	lúa
місячні	moon
свиня	porco
стежка	rastro
стежка	pista
шахтарів	mineiros
шахтарів	obreiros
рахунки	billetes
рахунки	contas
рахунки	as
рахунки	facturas
рахунки	contas
яблуко	mazá
яблуко	apple
яблуко	asadas
яблуко	mazás
заповнити	cubrir
заповнити	encher
виводять	reaccionar
виводять	reaccionaredes
виводять	reacciona
виводять	reaccionan
виводять	aos
виводять	ante
виводять	reaccionei
контактна	contacto
контактна	coñecidos
контактна	en
контактна	con
контактна	podo
контактна	contactar
данська	danés
данська	daneses
твої	teu
твої	túa
твої	seu
твої	a
твої	túa
твої	teu
твої	o
твої	seu
твої	súa
агенція	axencia
агенція	de
комплектів	eles
комплектів	os
комплектів	deles
природною	inherente
віскі	whisky
віскі	güisqui
віскі	escocés
віскі	dobre
віскі	whisky
віскі	botellas
критична	fatal
критична	crítica
існуючий	existente
існуючий	existentes
існуючий	telescopios
зайнятість	moi
зайнятість	ocupado
зайнятість	ocupados
зайнятість	negocios
зайнятість	ocupada
солдатам	soldados
солдатам	os
владімір	vladimir
самотні	soa
самотні	só
електрика	electricidade
електрика	a
ребро	do
пробував	intentei
пробував	intentou
пробував	tratamos
пробував	tentei
пробував	tentou
довіра	confianza
довіра	en
довіра	confianza
довіра	confiar
довіра	confío
діловий	negocios
діловий	negocio
діловий	asunto
діловий	traballo
дрю	drew
полярна	polar
полярна	polares
будиночок	cabana
гарячка	febre
генетичний	xenética
генетичний	xenéticas
генетичний	xenéticos
генетичний	xenético
досвідчені	experimentou
досвідчені	experiencia
досвідчені	experimentado
досвідчені	nisto
менеджерів	encargados
лекція	charla
близьке	por
близьке	toliño
заставу	fianza
найяскравіших	máis
імхо	ben
бідність	pobreza
бідність	a
зацікавлений	me
зацікавлений	interesaba
зацікавлений	interesábame
зацікавлений	interesados
зацікавлений	interesado
зацікавлений	interese
зацікавлений	interesa
зацікавлений	interesada
цікавість	curiosidade
запитав	pregunteille
запитав	preguntou
запитав	lle
сталий	sostible
крадіжки	un
крадіжки	roubo
дорожні	estrada
дорожні	camiño
добровольці	voluntarios
цитування	cita
цитування	citar
анні	anni
хірургія	cirurxía
жорстокий	cruel
вигнав	despedidos
вірив	que
товста	groso
троянда	rose
тайм	momento
тайм	tempo
тайм	vez
тайм	hora
корисно	útil
корисно	útiles
корисно	para
корисно	útil
корисно	axuda
запросити	convídovos
запросити	a
адвокати	avogados
хелен	helen
виправдання	desculpe
виправдання	perdoe
виправдання	desculpa
вера	vera
їли	comemos
їли	comín
їли	comeu
їли	comiches
їли	hoxe
їли	desordes
їли	comer
їли	comendo
їли	coma
їли	a
їли	comelo
завершене	ao
завершене	rematamos
завершене	rematou
завершене	acabou
завершене	total
завершене	completa
завершене	completar
завершене	completo
черепашки	de
черепашки	tartaruga
мухи	moscas
мухи	voa
затриманий	custodia
затриманий	baixo
навчити	ensino
навчити	ensinar
навчити	ensinarche
придбані	adquirían
дотик	tacto
дотик	toque
дотик	contacto
дотик	tocar
дотик	toques
єви	eva
єви	aninovo
єви	data
єви	véspera
єви	noitevella
обама	obama
зупинено	parei
зупинено	de
зупинено	parou
зупинено	detívose
зупинено	paramos
біс	demo
біс	diaño
згодні	acordo
згодні	de
згодні	concordo
згодні	dacordo
дахи	nos
дахи	teitos
дахи	tellados
трапилося	lle
трапилося	pasou
трапилося	ocorreu
трапилося	aconteceu
трапилося	sucedeu
трапилося	que
спробувала	intento
спробувала	de
запрошують	convidei
запрошують	a
запрошують	invitamos
запрошують	invitoume
запрошують	invitado
запрошують	convidado
запрошують	convidou
круто	xenial
круто	ben
круто	fresco
іда	ida
метелики	bolboretas
дистанція	distancia
дистанція	distancias
дистанція	lonxe
дистанція	as
дистанція	até
вимушена	obrigado
вимушена	a
вимушена	forzado
вимушена	todo
вимушена	obrigoume
вимушена	recrutado
незвичайні	estraño
пластику	de
пластику	plástico
божевільний	tolas
божевільний	manicomio
божевільний	tolo
божевільний	enfermo
божевільний	tolear
зайві	de
зайві	máis
зайві	extra
зайві	un
репортер	xornalista
репортер	reporteiro
гаразд	moi
гаразд	ben
гаразд	vale
гаразд	está
гаразд	acordo
гаразд	ben
гаразд	vale
гаразд	está
начальників	xefes
полярний	polar
полярний	polares
англієць	a
англієць	británico
англієць	británica
англієць	británicos
англієць	británicas
англієць	inglesa
візуальний	visual
візуальний	visuais
вон	non
вон	vai
вон	vou
грек	grego
статистикою	estatísticas
профілактика	prevención
навчитися	aprenden
навчитися	aprender
навчитися	a
проповідь	sermón
душею	alma
купила	mercou
купила	merquei
купила	merqueino
купила	merqueille
купила	comprou
чуття	sentido
чуття	ten
сидячи	eu
сидячи	sentei
сидячи	sentouse
сидячи	senteime
сидячи	sentou
сидячи	onda
сидячи	sentado
сидячи	sentados
сидячи	sentada
сидячи	sentados
сидячи	sentado
кишені	peto
кишені	petos
кишені	nos
кишені	petos
впевненість	confianza
вакуум	aspirador
вакуум	aspiradores
закінчилась	ao
закінчилась	rematamos
закінчилась	rematou
закінчилась	acabou
закінчилась	por
закінчилась	de
фургон	van
фургон	pham
укриття	refuxio
зненацька	súpeto
зненацька	de
зненацька	repente
виклики	retos
виклики	desafíos
виклики	chama
виклики	chamadas
виклики	á
виклики	as
виклики	chamada
виклики	trompetas
виклики	ninguén
покупки	compras
покупки	mercar
суфікс	extensión
суфікс	estensión
щоденна	cotiá
сидіти	senta
сидіти	sente
сидіти	sentar
обіцянку	promesa
обіцянку	prometer
обіцянку	prométolle
обіцянку	prometo
обіцянку	prométocho
втекла	fuxiu
втекла	da
атрибутів	atributos
гольф	golf
гольф	ao
сни	soños
коротше	basicamente
коротше	básicamente
молодою	nova
молодою	mozos
молодою	mozo
молодою	novo
молодою	moza
кинули	caéronlle
кинули	caeron
кинули	aquí
кинули	caeume
кинули	baixou
кинули	tiraron
кинули	tirou
кинули	o
інфекція	infección
голландська	dutch
фашистів	fascistas
хлопчики	rapaces
хлопчики	nenos
хлопчики	os
хлопчики	mozos
програє	perde
лан	lentes
лан	lente
бензин	gasolina
еллен	ellen
шина	autobús
шина	parada
шина	autocarro
расселл	russell
новина	noticias
новина	noticia
новина	novas
проміжки	déficits
відсотки	por
відсотки	cento
відсотки	interese
відсотки	interesa
альбер	albert
кохана	querida
кохана	cariño
кохана	querida
кохана	meu
кохана	querido
кохана	cariño
кохана	ben
кохана	amado
кохана	querido
їсть	come
бажаючих	dispostos
бажаючих	a
бажаючих	disposto
бажаючих	dispostas
бажаючих	deus
бажаючих	quere
бажаючих	querería
бажаючих	disposta
надлишок	exceso
надлишок	de
отрута	veleno
атакує	ataca
атакує	ataques
хочеш	quero
хочеш	queres
хочеш	quere
хочеш	quero
хочеш	queremos
хочеш	quere
хочеш	queren
хочеш	queres
розмовляли	falei
розмовляли	falou
розмовляли	falaba
ямайки	xamaica
ямайки	jamaica
тісто	diñeiro
усвідомлює	consciente
усвідомлює	conscientes
глобальний	mundial
глобальний	de
глобальний	global
глобальний	globais
справедливий	xusto
справедливий	feira
раб	de
раб	escravos
раб	escrava
пацієнт	paciente
пацієнт	doente
пацієнт	pacientes
сусід	veciño
студентка	estudante
студентка	estudantes
студентка	alumno
блейк	blake
досконало	perfecto
досконало	perfecta
досконало	perfectos
маркес	márquez
позитивне	positivo
позитивне	positiva
сліпих	cegas
сліпих	cega
сліпих	cego
сліпих	invidentes
сліпих	cegos
дебати	debate
абзац	parágrafo
абзац	punto
сід	sid
сміх	risos
сміх	risas
сміх	rir
сміх	risa
сміх	rían
коректно	ben
грипу	gripe
надійний	fiables
надійний	fiable
надійний	de
надійний	confianza
надійний	en
дзеркал	espellos
сповідь	confesión
сповідь	confesións
напишіть	escribir
напишіть	escribe
напишіть	escribo
розумна	intelixente
вірю	cres
вірю	creo
вірю	que
вірю	crer
вірю	cremos
підводна	auga
підводна	baixo
підводна	a
вчиться	estudando
вчиться	estudar
функціональна	funcionais
функціональна	funcional
мішок	bolsa
мішок	bolso
мішок	maletín
мішок	saco
мішок	saco
алкоголь	alcol
алкоголь	alcohol
закинув	tiraron
закинув	tirou
закинув	o
красива	fermoso
красива	bonita
красива	fermosa
красива	precioso
красива	fermosas
відкинути	toneladas
дитяче	nena
дитяче	neno
дитяче	fillo
збиток	perda
тягар	carga
кульки	pelotas
кульки	collóns
кульки	ovos
кульки	as
дів	inmersión
домів	casas
домів	fogares
яскрава	e
яскрава	brillantes
яскрава	brillante
яскрава	forte
яскрава	alto
яскрава	alta
яскрава	voz
розумні	intelixente
розумні	intelixente
розумні	intelixentes
флориді	florida
небезпечна	perigoso
небезпечна	perigosos
небезпечна	perigosa
небезпечна	perigosas
візуальні	visual
візуальні	visuais
тен	dez
тен	10
малиновський	malinowski
горн	corno
міністру	ministro
міністру	ministra
міністру	pastor
міністру	cabinet
міністру	o
фантастична	fantástico
фантастична	fantástica
сніданок	almorzo
сніданок	almorzar
винен	culpable
винен	culpábel
винен	culpábeis
гостя	convidado
гостя	invitado
контур	camiño
контур	senda
контур	seu
домовитися	tratar
домовитися	negocio
домовитися	trato
гарячий	quente
гарячий	calor
швидку	ambulancia
солідарність	a
солідарність	solidariedade
летять	avións
летять	os
усмішка	sorriso
усмішка	sorrir
усмішка	sorrí
податкова	impostos
серйозна	serio
серйозна	seria
серйозна	en
серйозна	grave
злодій	ladrón
сорочка	camisa
сорочка	camiseta
здати	tratar
здати	negocio
здати	trato
текстовий	texto
текстовий	de
текстовий	mensaxe
текстовий	mensaxes
бітів	partes
бітів	pezas
чарівник	mago
столи	mesas
перетнув	cruzamos
рідкісна	pouco
підбір	para
підбір	encaixan
підбір	ataque
підбір	encaixa
підбір	ben
підбір	axustan
підбір	de
дивився	miraba
дивився	ollos
дивився	puña
дивився	mirei
атрибут	atributo
обом	tanto
обом	dúas
обом	dous
обом	os
обом	ambos
попросити	pedir
попросити	preguntar
попросити	pregunte
фар	a
звички	costumes
звички	hábitos
звички	hábito
звички	costume
звички	o
фунт	libra
лютер	luther
лютер	king
рози	rosas
глядач	espectador
глядач	espectadores
глядач	audiencia
зграї	rabaño
маску	máscara
пароль	contrasinal
акумулятор	batería
дісней	disney
лічильник	mostrador
горить	queimaduras
горить	arde
машиніст	tren
спробуйте	tentar
спробуйте	intentar
шерлок	sherlock
поїхала	foi
поїхала	fun
покращена	mellorou
клієнтами	clientes
гук	todos
зручні	desfrutando
зручні	ben
зручні	cómodo
тиха	silencio
економія	economía
економія	a
економія	da
енні	annie
сумно	triste
сумно	tristes
звір	besta
остаточна	resultado
кудись	nalgures
кудись	nalgún
кудись	lugar
кудись	sitio
кудись	parte
кудись	sitio
гаряче	quente
гаряче	calor
точним	exacto
смаки	feixóns
смаки	xudías
пророків	profetas
пропустити	skip
пропустити	mo
долучитися	á
долучитися	a
долучитися	aquí
долучитися	únete
диктатура	ditadura
погрози	ameazas
покарати	castigar
заробляти	gañar
юджин	eugene
рахувати	contan
рахувати	contar
рахувати	conde
рахувати	con
рахувати	conta
загадка	misterio
прозорі	transparentes
прозорі	transparente
місток	oco
місток	ponte
місток	bridge
абрахам	abraham
вагітна	embarazada
вагітна	preñado
радикальна	radical
радикальна	radicais
брехні	xace
брехні	está
брехні	reside
брехні	mentira
брехні	mentiras
копіювати	copia
мотузки	corda
регістр	caso
регістр	se
регістр	rexistro
шотландська	escoceses
трансфер	transferir
трансфер	traslado
евакуація	evacuación
вухо	oído
вухо	ouvido
вухо	orella
плавати	nadar
плавати	baño
плавати	nado
надіслати	enviar
надіслати	a
трафік	tráfico
ролик	producida
ліхтарі	luces
ліхтарі	as
ліхтарі	luz
ліхтарі	apaguen
кимось	alguén
кимось	alguén
кимось	que
голий	espido
відчути	sinto
відчути	sentir
відчути	que
відчути	síntome
спить	durmindo
спить	durmir
спить	somníferos
бартон	barton
мільярди	millóns
мільярди	mil
мільярди	de
мільярди	millóns
мільярди	mil
мільярди	miles
телевізор	a
телевізор	televisión
телевізор	tele
телевізор	da
телевізор	programa
телевізор	tv
життів	vidas
життів	vida
життів	vive
отрути	veleno
скинули	caéronlle
скинули	caeron
скинули	aquí
скинули	caeume
скинули	baixou
твоя	a
твоя	túa
твоя	teu
твоя	o
твоя	seu
твоя	súa
твоя	teu
твоя	túa
твоя	seu
щурів	ratas
бідний	pobre
бідний	pobres
кривавий	maldito
кривавий	idiota
кривавий	malditos
лелека	cegoña
вічна	eterna
трансформація	transformación
пляшка	botella
небес	ceo
небес	deus
небес	ceos
примірник	exemplo
задоволений	satisfeito
голден	de
голден	ouro
зарплати	soldo
зарплати	salario
доза	dose
коти	gatos
антарктида	antártida
покликання	chama
покликання	a
покликання	por
покликання	chamando
покликання	chamar
підліток	adolescencia
капелюх	sombreiro
капелюх	o
капелюх	chapeu
капелюх	sombreiriño
спостерігає	ve
спостерігає	reloxos
спостерігає	mira
неділях	os
неділях	domingos
неділях	domingo
купівлю	mercando
генерація	xeración
генерація	da
лотар	lothar
винні	lle
винні	debo
винні	debe
винні	debémosche
винні	a
винні	debes
ейнштейн	einstein
ногою	pé
ногою	outro
ногою	infantaría
ногою	o
телескопів	telescopios
очистити	claro
очистити	clara
очистити	claras
очистити	limpa
очистити	limpo
очистити	limpar
натиснути	prensa
натиснути	o
натиснути	press
закордоном	estranxeiro
закордоном	fóra
вазописець	pintor
запитань	preguntas
запитань	as
запитань	pregunta
запитань	cuestións
сяйво	fluorescente
наочно	ilustra
хвилювання	a
формальний	regularmente
формальний	normal
формальний	típica
формальний	de
формальний	taxis
формальний	regular
видимість	visibilidade
гітару	guitarra
шовку	seda
шовку	de
насилля	violencia
насилля	a
інтернаціонал	international
інтернаціонал	internacional
інтернаціонал	internacionais
патріотизм	patriotismo
опублікувати	posto
опублікувати	poste
опублікувати	correos
опублікувати	correo
опублікувати	de
опублікувати	publicar
стандартне	estándar
стандартне	de
зупиняє	paradas
зупиняє	frea
зупиняє	detén
зупиняє	deixa
зупиняє	se
світлин	fotos
світлин	as
світлин	fotografías
світлин	foto
світлин	túas
ванна	bañeira
ванна	baño
навчати	ensinar
навчати	ensino
навчати	ensinanza
заявка	poxa
глузд	sentido
глузд	ten
наклеп	acusación
пограбували	roubaron
пережити	sobrevivir
пережити	sobrevivimos
пережити	á
пережити	sobreviven
пережити	sobreviva
пережити	ser
пережити	humano
пережити	supervivintes
закріпити	prendedor
комерційну	o
комерційну	comercio
вмістити	para
вмістити	encaixan
вмістити	ataque
вмістити	encaixa
вмістити	ben
вмістити	axustan
вмістити	de
меншості	minoría
світанок	alborecer
світанок	amencer
весняні	primavera
весняні	a
кігті	canteiros
кігті	garras
лабіринт	labirinto
поширити	compartir
поширити	comparten
поширити	compartimos
поширити	a
поширити	parte
намагатися	intento
намагатися	de
заповнений	de
заповнений	cheos
порядковий	contar
порядковий	contigo
витрачено	pasamos
витрачено	pasei
витрачено	pasou
витрачено	anos
репутація	reputación
репутація	sona
дтп	incidente
дтп	accidente
клініка	clínica
молитву	oracións
янгол	anxo
заручини	compromiso
секретний	segredo
секретний	secreto
секретний	secreta
гігант	un
гігант	xigantes
гігант	xigante
паралельний	paralelo
дивує	abraiado
дивує	sorprendidos
дивує	sorprendeuse
дивує	sorprendeume
дивує	sorprende
