το	را
διδασκαλία	آموزش
απόδειξη	رسید
απόδειξη	برهان
απόδειξη	اثبات
απόδειξη	مدرک
καταστροφές	فجایع
καταστροφές	حوادث
διάθεση	حالت
διάθεση	حوصله
διοικητικές	اداری
ρώσος	روس
ρώσος	روسیه
ρώσος	روسی
είκοσι	بیست
κατοικία	اقامتگاه
κατοικία	جایگاه
κατοικία	اقامت
διοικητικό	اداری
άντρες	مردانی
άντρες	مردها
άντρες	مردان
κινηματογράφο	سینما
κινηματογράφο	سینمای
κινηματογράφο	cinema
ποιητή	poet
ποιητή	شاعری
ποιητή	شاعر
ποιότητας	کیفیتی
ποιότητας	کیفیت
συνδέονται	متصل
παλαιό	پیر
παλαιό	قدیمی
παλαιό	قدمت
παλαιό	کهنه
κοινοβουλίου	مجلس
κοινοβουλίου	پارلمان
ινδίας	هند
ινδίας	هندوستان
τείχη	دیوارها
τείχη	دیوارهای
τείχη	دیوار
σύγχρονο	مدرن
σύγχρονο	امروزی
σύγχρονο	modern
σύγχρονο	معاصر
στόλο	ناوگان
υπεύθυνος	مسئول
υπεύθυνος	مسول
υπεύθυνος	مسئولیت
δάσος	وودز
δάσος	فارست
δάσος	جنگل
δάσος	جنگلی
οδηγίες	دستورالعملها
οδηγίες	دستورالعمل
ρίτσαρντ	ریچارد
φθινόπωρο	پاییز
φθινόπωρο	پائیز
φθινόπωρο	پاییزی
φθινόπωρο	خزان
φθινόπωρο	سقوط
φθινόπωρο	پاییز
φθινόπωρο	fall
φθινόπωρο	افتادن
διαδικασίες	روشها
ερευνητές	محققین
ερευνητές	پژوهشگران
ερευνητές	محققان
θράκη	تراکیه
δύση	وست
δύση	باختر
δύση	غرب
δύση	غربی
διάταξη	رزق
διάταξη	چیدمان
ρώσοι	روسها
μεταγραφή	رونویسی
πρόσφυγες	مهاجر
πρόσφυγες	پناهنده
πρόσφυγες	پناهندگان
πρόσφυγες	پناهجویان
πρόσφυγες	مهاجرین
βασικός	پایه
βασικός	پکیج
βασικός	بیسیک
άνοδος	طلوع
κόμη	شمارش
οριστικά	قطعی
δράμα	درام
έλεγχος	مهار
έλεγχος	کنترل
έλεγχος	کنترول
έλεγχος	بررسی
αλλάζει	تغییر
έμφαση	تأکید
έμφαση	تاکید
υπηκοότητα	تابعیت
υπηκοότητα	ملیت
υπηκοότητα	ملیتی
υπηκοότητα	تابعیت
υπηκοότητα	شهروندی
μηδέν	صفر
μηδέν	زیرو
μηδέν	zero
φωτιά	آتشسوزی
φωτιά	آتش
φωτιά	آتیش
εκατοντάδες	صدها
ήπειρο	قاره
χάλκινο	برنز
χάλκινο	برنزی
χάλκινο	لرستان
αντίληψη	ادراک
πανιώνιος	panionios
δρόμους	خیابانها
δρόμους	خیابان
πλατφόρμα	سکوی
πλατφόρμα	سکو
σπύρος	اسپیروس
σπύρος	اسپیرو
ρωμαίοι	رومیها
δάσκαλος	معلم
δάσκαλος	معلمی
δάσκαλος	teacher
δάσκαλος	آموزگار
χάρι	هری
ανασκαφές	excavations
ένδειξη	نشانه
ουγγαρίας	مجارستان
ελισάβετ	الیزابت
διαμάχη	مجادله
διαμάχη	جدال
διαμάχη	جنجال
διαμάχη	نزاع
διαμάχη	جدال
διαμάχη	ستیزه
διαμάχη	پرخاش
βαθμός	زینه
βαθμός	درجه
βαθμός	درجه
βαθμός	نمره
βαθμός	رتبه
βαθμός	درجه
σταθερή	ثابت
σταθερή	معین
σταθερή	ثابت
σταθερή	یکنواخت
σταθερή	پایدار
κριτήριο	فرقان
κριτήριο	معیار
κριτήριο	ملاک
κοινωνικές	اجتماعی
κοινωνικές	سوسیال
φρανκ	فرانک
φρανκ	فرنک
δάση	جنگلداری
δάση	جنگلهای
δάση	جنگلها
δάση	فارست
δάση	جنگل
δάση	جنگلی
φιλόσοφοι	فیلسوفان
ουγγαρία	مجارستان
ακρόπολη	آکروپولیس
ακρόπολη	ارگ
μαθητής	مردمک
μαθητής	محصل
μαθητής	شاگرد
μαθητής	دانشجو
γιους	پسران
γιους	فرزندان
υποψηφιότητες	نامزدها
υποψηφιότητες	نامزدهای
πρεμιέρα	پریمیر
πρεμιέρα	افتتاحیه
βιογραφικό	bio
θεά	الهه
πελοποννήσου	پلوپونز
κρίσιμη	بحرانی
κρίσιμη	انتقادی
κρίσιμη	حیاتی
κρίσιμη	crucial
ηράκλειο	هراکلیون
κωδικός	گذرواژه
κωδικός	پسورد
κωδικός	کد
τύχη	بخت
τύχη	فال
τύχη	ثروت
τύχη	شانس
επικοινωνία	ارتباط
επικοινωνία	ارتباطات
επικοινωνία	مکاتبه
επικοινωνία	ارتباطی
επικοινωνία	ارتباط
επικοινωνία	آشنا
επικοινωνία	آشنای
επικοινωνία	تماس
επικοινωνία	ارتباطات
επικοινωνία	مخابرات
επικοινωνία	آیات
γεωγραφική	جغرافیایی
είδε	دیده
είδε	دید
δόξα	شهرتش
δόξα	شهرت
δόξα	شهرتی
δόξα	عزت
δόξα	جلال
δόξα	شکوه
κέρκυρας	کورفو
πέμπτη	پنجم
πέμπτη	پنجمی
πέμπτη	پنجمین
πέμπτη	پنجشنبه
ποσότητες	کمیت
καθολική	کاتولیک
καθολική	جهانی
καθολική	یونیورسال
αίσθηση	احساس
αίσθηση	حس
αίσθηση	احساسش
αίσθηση	عقل
αίσθηση	حس
εξίσωση	معادله
μοίρα	اسکادران
μοίρα	سرنوشت
μοίρα	تقدیر
μοίρα	سرنوشتی
μοίρα	سرنوشت
μοίρα	تقدیر
αραβικά	عربی
αραβικά	تازی
ασθένεια	بیماری
ασθένεια	بیماری
ασθένεια	ناخوشی
ασθένεια	مرضی
ασθένεια	بیماری
αρχαίος	کهن
αρχαίος	باستانی
αρχαίος	باستان
φυλακή	زندان
φυλακή	زندان
πλήρης	پر
πλήρης	کاملش
πλήρης	سرشار
πλήρης	فول
πλήρης	پره
πλήρης	تکمیل
στρατιωτικοί	ارتش
στρατιωτικοί	نظامی
στρατιωτικοί	ارتشی
αποσύρθηκε	بازنشست
αποσύρθηκε	بازنشسته
αποσύρθηκε	کناره
αγγλικό	انگلیسی
αγγλικό	english
περιουσία	بخت
περιουσία	فال
περιουσία	ثروت
περιουσία	ملک
περιουσία	املاک
αθλητικό	اتلتیک
αθλητικό	ورزشی
αθλητικό	ورزشکار
αθλητικό	اسپورتینگ
αθλητικό	ورزشی
οργανώσεις	سازمانها
οργανώσεις	سازمانهای
κενό	خلاء
κενό	خلأ
κενό	خلا
κενό	خلأ
κενό	تهی
κενό	باطل
κενό	خالی
κενό	تهی
κενό	خالی
ιβάν	ایوان
βαθμοί	مراتب
βαθμοί	نمره
βαθμοί	نقاط
βαθμοί	امتیاز
βαθμοί	درجه
σάντα	سانتا
σάντα	بابانوئل
σάντα	santa
στέλεχος	کرنش
παπαδόπουλος	پاپادوپولوس
σμύρνη	ازمیر
σμύρνη	izmir
αριστερό	چپ
σίγουρα	قطعاً
σίγουρα	قطعا
λαμβάνοντας	گرفتن
σχετικές	مربوط
σχετικές	مربوطه
σχετικές	مربوط
σχετικές	مرتبط
μοριακή	مولکولی
σχηματισμό	تشکیل
άγγελος	آنجل
άγγελος	فرشته
άγγελος	انجل
συνεχή	مستمر
συνεχή	مداوم
συνεχή	پیوسته
συνεχή	پاینده
ευαισθησία	حساس
ευαισθησία	حساسی
ευαισθησία	حساسیت
ευαισθησία	مهربانی
κόρες	مردمک
κόρες	شاگردان
κόρες	دختران
οργανική	آلی
οργανική	ارگانیک
εργοστάσιο	گیاهی
εργοστάσιο	نیروگاه
εργοστάσιο	پلنت
εργοστάσιο	گیاه
εργοστάσιο	کارخانه
θερμοκρασίες	دما
προσωρινή	موقت
προσωρινή	موقتی
προσωρινή	موقت
προσωρινή	موقت
προσωρινή	موقتی
κωμωδία	کمدی
συρίας	سوریه
συρίας	سوریه
συρίας	سوری
ηθοποιό	بازیگر
ηθοποιό	actress
φυλές	قبایل
φυλές	قبیله
φυλές	پشتون
φυλές	قبایلی
φυλές	قبایل
φυλές	قبائل
φυλές	نژادها
συγγραφή	نویسندگی
συγγραφή	نوشتن
κύπρος	قبرس
κυβερνήτη	کاپیتان
κυβερνήτη	سروان
κυβερνήτη	ناخدا
κυβερνήτη	حاکم
κυβερνήτη	فرماندار
πίτερ	پتر
πίτερ	پیتر
πίτερ	پطرس
αποφασίζει	اراده
εκπρόσωπος	سخنگوی
εκπρόσωπος	نماینده
εκπρόσωπος	واگذاری
εκπρόσωπος	نماینده
βλέπει	میبیند
βλέπει	بیند
κατασκευές	ساخت
κατασκευές	سازندگی
κατασκευές	ساختمان
γέννηση	تولد
γέννηση	birth
γέννηση	ولادت
αλεξάντερ	اسکندر
αλεξάντερ	الکساندر
άκρη	لبه
άκρη	اج
άκρη	لبۀ
συναυλία	کنسرت
γιορτή	مهمانی
γιορτή	عید
γιορτή	ضیافت
γιορτή	جشن
γιορτή	جشن
γιορτή	تجلیل
μάντσεστερ	manchester
μάντσεστερ	منچستر
έγγραφα	اسناد
λειτουργίες	توابع
τακτική	منظم
τακτική	تاکتیکهای
τακτική	تاکتیک
τακτική	رزم
τακτική	تاکتیک
τακτική	تاکتیکی
κάλυψη	کاور
κάλυψη	جلد
κάλυψη	پوشش
κάλυψη	پوشش
σαφώς	واضح
σαφώς	آشکارا
σαφώς	وضوح
μαρκ	مارک
ψευδώνυμο	لقب
ψευδώνυμο	تخلص
ποπ	pdo
ποπ	پاپ
ποπ	pop
ωκεανό	اقیانوس
ωκεανό	اقیانوسی
πέρσες	ایرانیان
πέρσες	ایرانیها
έννοιες	مفاهیم
καλλιτεχνική	هنرمندانه
καλλιτεχνική	هنرمندی
θρησκευτική	مذهبی
θρησκευτική	دینی
πακιστάν	پاکستان
παναγία	مدونا
βιέννης	وین
βιέννης	وینا
εκθέσεις	گزارشها
πλευρό	دنده
ανεξάρτητο	مستقل
καλλιέργεια	تمدن
καλλιέργεια	فرهنگی
καλλιέργεια	فرهنگ
παραίτηση	استعفای
παραίτηση	استعفاء
παραίτηση	استعفا
βήματα	گامهای
χουάν	خوان
χουάν	خوآن
διαμόρφωση	پیکربندی
σερ	سِر
καταστάσεις	وضعیتهای
πεδία	فیلدز
πεδία	مزارع
βρετανοί	بریتانیایی
βρετανοί	بریتانیا
σμιθ	اسمیت
σκέψη	تفکر
σκέψη	تفکر
σκέψη	فکر
φυσικές	طبیعی
φυσικές	natural
πγδμ	مقدونی
πγδμ	مقدونیه
πγδμ	مقدونیه
δυναμικό	بالقوه
δυναμικό	پتانسیل
δυναμικό	داینامیک
δυναμικό	پویای
δυναμικό	پویا
δυναμικό	دینامیک
πρωτότυπο	اصیل
πρωτότυπο	اصلی
πρωτότυπο	اوریجینال
βλέπε	see
βλέπε	دیدن
ενημέρωση	توجیهی
ενημέρωση	بهروز
χίου	خیوس
παο	پائو
ροή	تغذیه
ροή	خوراندن
ροή	جریان
ροή	جریان
ροή	جریانی
υπολογιστές	رایانه
υπολογιστές	کامپیوتر
υπολογιστές	کامپیوترها
υπολογιστές	رایانه
υπολογιστές	کامپیوتر
γεν	ین
απέτυχε	خرابی
σύνδεσμο	پیوند
σύνδεσμο	لینک
συχνότητα	فرکانسی
συχνότητα	فرکانس
συχνότητα	بسامد
χαμηλή	کم
χαμηλή	low
εστία	خوابگاه
εστία	شیوع
κορέα	کره
άθλημα	sport
άθλημα	اسپورت
άθλημα	ورزش
άθλημα	ورزشی
άθλημα	ورزشکار
χωρητικότητα	ظرفیت
χωρητικότητα	گنجایش
χωρητικότητα	تناژ
εκλογική	انتخاباتی
εκλογική	انتخابات
πιθανή	امکان
πιθανή	ممکن
παραδοσιακή	سنتی
δραματική	دراماتیک
πλήκτρα	کلیدها
πλήκτρα	کلید
χαλκού	مس
καταφύγιο	پناهگاه
καταφύγιο	پناه
καταφύγιο	سنگر
καταφύγιο	پناهگاه
καταφύγιο	محراب
καταφύγιο	حرم
καταφύγιο	پناه
καταφύγιο	پناهی
μετάλλια	مدال
απόλυτη	مطلق
αποτυχία	شکست
αποτυχία	مردود
αποτυχία	شکست
αποτυχία	نارسایی
αποτυχία	خرابی
αποτυχία	خرابی
τοποθέτηση	کاریابی
φανέλα	نیوجرسی
φανέλα	جرسی
φανέλα	جرزی
τροφή	غذایی
τροφή	خوراک
τροφή	غذا
πύργο	تاور
πύργο	برج
πύργο	رُخ
διαχείρισης	مدیریت
θεατρικό	تئاتری
ταυτότητα	شناسایی
ταυτότητα	همانی
ταυτότητα	هویت
μετρό	مترو
μετρό	متروی
μετρό	مترو
μετρό	متروی
επιμέρους	شخصی
επιμέρους	فرد
πανεπιστήμια	دانشگاههای
πανεπιστήμια	دانشگاهها
γιατρός	پزشکان
γιατρός	پزشک
γιατρός	دکتری
γιατρός	داکتر
γιατρός	دکتر
χημικός	شیمیدان
φυτό	گیاهی
φυτό	نیروگاه
φυτό	پلنت
φυτό	گیاه
φίλους	دوستان
όγκος	تومور
όγκος	غده
κακό	bad
κακό	بد
κακό	شر
κακό	شرور
κακό	شرارت
κακό	بد
σπάρτη	اسپارتا
δύσκολη	سخت
δύσκολη	سختی
δύσκολη	دشوار
κίτρινο	زرد
τραγουδιστές	خوانندگان
ρωμαίους	رومیها
γραφεία	دفاتر
γραφεία	ادارات
φιλμ	فیلم
φιλμ	film
ουκρανία	اوکراین
ισχυρό	توانا
ισχυρό	نیرومند
ισχυρό	پرقدرت
ισχυρό	قدرتمند
ηλία	الیاس
ηλία	الایژا
ηλία	الیاس
στατιστική	آمارهای
στατιστική	آمار
συνθέτες	آهنگسازان
μητρόπολη	کلانشهر
ηχογράφηση	ضبط
αντικειμένων	اشیاء
αντικειμένων	اجسام
αντικειμένων	اشیا
γιόχαν	یوهان
γιόχαν	یوهان
θεσσαλίας	تسالی
εξέταση	کنکور
εξέταση	معاینه
ποίημα	شعری
ποίημα	شعر
μέθοδοι	روشهای
δανία	دانمارک
δέντρο	درخت
δέντρο	درختی
γουίλιαμ	ویلیام
μέγιστο	حداکثر
μέγιστο	بیشینه
ήρωα	قهرمان
ήρωα	پهلوان
διαχειριστή	سرپرست
διαχειριστή	مدیر
διαχειριστή	سرپرست
χημικό	شیمیایی
άκρα	ناحق
μονάχου	مونیخ
παραδόσεις	رسوم
κοινωνικό	اجتماعی
κοινωνικό	سوسیال
κανένας	هیچکس
πεθάνει	بمیرم
πεθάνει	بمیرد
πεθάνει	بمیر
απειλή	تحدید
απειλή	تهدید
πρωί	صبح
πρωί	بامداد
ετήσια	سالانه
ετήσια	سالیانه
ετήσια	سالانه
ετήσια	سالیانه
υποθέσεις	موارد
νεκροταφείο	قبرستان
νεκροταφείο	گورستان
νεκροταφείο	قبرستان
παραλλαγές	مشتقات
παραλλαγές	تغییرات
βαθιά	عمیقاً
βαθιά	عمیقا
βαθιά	اعماق
βαθιά	ژرف
βαθιά	عمیق
κώδικας	کد
τσαρλς	شارل
τσαρλς	چارلز
επιτυχημένη	موفق
επιτυχημένη	رستگار
απαραίτητο	لازم
απαραίτητο	ضروری
απαραίτητο	واجب
απαραίτητο	ضروری
αδερφός	برادر
αδερφός	داداش
εργαλείο	ابزار
αρχιτέκτονας	معمار
αρχιτέκτονας	architect
γιουγκοσλαβία	یوگسلاوی
ελεύθερος	free
ελεύθερος	آزادی
ελεύθερος	رایگان
ελεύθερος	آزاده
ελεύθερος	آزاد
αποικία	کلونی
αποικία	مستعمره
καβάλας	کاوالا
κυρία	بانوی
κυρία	بانو
κυρία	بانوی
κυρία	بانو
λόγιος	ادیب
λόγιος	پژوهشگر
κλίση	شیب
κλίση	سراشیبی
κλίση	گرادیان
δημοφιλής	عامه
δημοφιλής	محبوبه
δημοφιλής	محبوب
αφγανιστάν	افغانستان
μεταβολές	تغییرات
ενεργά	فعال
ενεργά	فعالانه
τόνους	تن
προηγούμενες	پیشین
προηγούμενες	قبلی
δημοκρατική	دمکراتیک
δημοκρατική	دموکراتیک
δημοκρατική	دموکرات
παίκτη	بازیکن
αργεντινής	آرژانتین
αργεντινής	آرژانتینی
αργεντινής	آرژانتین
αργεντινής	آرژانتینی
εισήγαγε	معرفی
θεία	عمه
θεία	خاله
θεία	عمه
θεία	خاله
θεία	عمه
γουινέα	گینه
διαιρείται	تقسیم
ικανότητες	مهارتش
ικανότητες	مهارت
ικανότητες	مهارتهای
αφιέρωμα	وطنم
αφιέρωμα	خراج
αντιπολίτευσης	اپوزیسیون
αντιπολίτευσης	مخالف
αντιπολίτευσης	مخالفین
αντιπολίτευσης	مخالفت
κιλά	lbs
φάσμα	طیف
μέγαρο	عمارت
ελάχιστη	کمترین
ελάχιστη	کمینه
ελάχιστη	کمترین
ελάχιστη	کمینه
βιετνάμ	ویتنام
βιετνάμ	ویتنامی
παρούσα	حاضر
παρούσα	هدیه
ντοκιμαντέρ	مستند
υψηλότερη	بالاترین
υψηλότερη	بالاتری
υψηλότερη	بالاتر
πωλ	پائول
πωλ	پال
πωλ	پل
πωλ	پاول
άμστερνταμ	آمستردام
άμστερνταμ	امستردام
επιθυμία	خواهان
επιθυμία	طالب
επιθυμία	میل
επιθυμία	هوس
επιθυμία	آرزو
επιθυμία	کاش
επιθυμία	ارزو
επιθυμία	ارزوی
γεωγραφικό	جغرافیایی
γεωγραφικό	جغرافی
γεωγραφικό	جغرافیایی
προφορά	تلفظ
προφορά	آکسان
προφορά	لهجه
προφορά	لهجه
άγιοι	مقدسات
ακολουθώντας	following
ακολουθώντας	ذیل
ιούλιος	ژوئیه
ιούλιος	جولای
σκότωσε	بکش
σκότωσε	بکشی
σκότωσε	بکشم
σκότωσε	کشتن
σκότωσε	کشته
εγκαταλείψει	رها
τζακ	جک
συμπέρασμα	نتیجه
σταυρό	صلیب
σταυρό	کراس
σταυρό	عبور
μηχανές	دستگاهها
μηχανές	ماشینها
αγωνιστές	مبارزان
μεταβολή	تغییر
απαραίτητα	الزاماً
απαραίτητα	لزوما
απαραίτητα	لزوماً
εκατό	صد
μάρτιν	مارتن
μάρτιν	مارتین
φορείς	ناوهای
σκάφος	مجرا
σκάφος	سفینه
σκάφος	کشتی
σκάφος	کشتیها
σκάφος	قایق
σκάφος	کشتی
ένταση	کشش
ένταση	تنش
ένταση	شدت
απουσία	غایب
απουσία	غیبت
απουσία	غیاب
όροι	شروط
όροι	اصطلاحات
όροι	شرایط
όροι	وضعیتهای
όροι	شرایط
δέντρα	درخت
δέντρα	درختان
δέντρα	درختها
μέγιστη	حداکثر
μέγιστη	بیشینه
μόναχο	مونیخ
μόνιμα	پایدار
μόνιμα	همیشگی
μόνιμα	دائم
μόνιμα	دائمی
μόνιμα	دایمی
μόνιμα	دایم
σταυρός	صلیب
σταυρός	کراس
σταυρός	عبور
δημιουργός	صورتگر
δημιουργός	سازنده
δημιουργός	آفریدگار
δημιουργός	سازنده
δημιουργός	آفریننده
δημιουργός	خالق
μέσων	آلات
φίλοι	دوستان
στελέχη	مدیران
στελέχη	کارگزاران
όπλων	بازوان
όπλων	بازوها
όπλων	آغوش
όπλων	بازو
δείκτης	شاخص
δείκτης	نمایه
δείκτης	شاخص
αναλογία	تناسب
αναλογία	نسبت
άγνωστος	ناشناخته
πρόσφατες	اخیر
δυνατότητες	امکانات
δυνατότητες	بالقوه
δυνατότητες	پتانسیل
ουρά	صف
ουρά	تیل
ουρά	دم
ουρά	دمش
λογότυπο	لوگو
αυξάνεται	افزایش
αυξάνεται	افزایشی
ήρωας	قهرمان
ήρωας	پهلوان
κορυφαία	بالا
κορυφαία	top
κορυφαία	تاپ
κορυφαία	اوج
κορυφαία	فاعل
μικρότερα	کوچکتر
επιτρέπεται	مجاز
αέριο	گس
αέριο	گاز
συν	پلاس
νήσος	آیلند
νήσος	جزیره
νήσος	آیل
μεραρχία	تقسیم
μεραρχία	واحد
ακολουθία	دنباله
οξυγόνο	اکسیژن
ποινή	مجازات
ποινή	پنالتی
ποινή	حکم
ποινή	جمله
αναπαράσταση	نمایندگی
ματς	تطبیق
ματς	مسابقه
ματς	کبریت
ματς	تطابق
έντουαρντ	ادوارد
λαμβάνουν	دریافت
αυτόματα	اتوماتیک
αυτόματα	خودکار
γυμναστήριο	باشگاه
γυμναστήριο	ورزشگاه
γυμναστήριο	ورزش
γυμναστήριο	زورخانه
λίμνες	لیکس
χαν	khan
χαν	خان
χαν	هانگ
χαν	هان
νόμους	قوانین
λήψη	بارگیری
λήψη	دانلود
λήψη	برداشت
λήψη	بگیر
λήψη	بگیرد
λήψη	بگیرید
χριστιανοί	کریستین
χριστιανοί	کریستیان
χριστιανοί	مسیحی
χριστιανοί	کریستن
χριστιανοί	مسیحیان
χριστιανοί	مسیحی
χριστιανοί	نصارا
οπτική	دیداری
οπτική	بصری
οπτική	تصویری
οπτική	اپتیک
ενίσχυση	کمکهای
αποκατάσταση	بازگردانی
αποκατάσταση	مرمت
αποκατάσταση	ترمیم
αποκατάσταση	اعاده
αποκατάσταση	نوسازی
αποκατάσταση	توانبخشی
διευθυντή	director
διευθυντή	کارگردان
ευγενείς	بزرگوار
ευγενείς	نوبل
ευγενείς	اصیل
ευγενείς	گرامی
ευγενείς	نجیب
δέρμα	چرمی
δέρμα	چرم
δέρμα	پوست
δέρμα	پوستی
οθόνη	پرده
οθόνη	نظارت
οθόνη	نمایشگر
οθόνη	مانیتور
οθόνη	بزمجه
σάο	سائو
τουρκικά	ترکیه
τουρκικά	ترکی
μίλια	مایل
μίλια	مایلز
προτείνω	توصیه
ιδρύματα	موسسات
ιδρύματα	نهادهای
ιδρύματα	مؤسسات
ήχο	صوت
ήχο	صدا
ήχο	صدا
στρατευμάτων	قافله
στόλος	ناوگان
σκωτία	اسکاتلند
ίδιοι	همون
έγκλημα	جرم
έγκλημα	جنایت
έγκλημα	جرایم
έγκλημα	جُرم
συσκευές	دستگاهها
συσκευές	دستگاههای
παράγουν	بیاورند
γιαν	jan
γιαν	یان
ρωμαίος	رومان
ρωμαίος	رومی
ρωμαίος	رومن
ρωμαίος	روم
ρωμαίος	رومئو
τάφος	مقبره
τάφος	آرامگاه
τάφος	قبر
σχολές	مدارس
ρίζα	ریشه
κοινωνικά	اجتماعی
κοινωνικά	سوسیال
κομητεία	شهرستان
κομητεία	کانتی
κεφάλαιο	سوره
κεφάλαιο	فصل
κεφάλαιο	پایتخت
κεφάλαιο	سرمایه
αντιπροσωπεύει	معرف
πνευματική	معنوی
πνευματική	روحانی
πνευματική	روشنفکری
πνευματική	عقلانی
πνευματική	روشنفکر
πνευματική	فکری
εκδότης	ناشر
εκδότης	ویرایشگر
εκδότης	فرستنده
εκδότης	صادرکننده
χρυσά	زرین
χρυσά	طلایی
χρυσά	گلدن
χρυσά	طلائی
χρυσά	طلای
χρυσά	gold
χρυσά	طلا
χρυσά	طلایی
χρυσά	گلد
χρυσά	زرین
παλαιότερη	قدیمیترین
παλαιότερη	بزرگتر
παλαιότερη	پیرتر
υψηλό	والا
υψηλό	رفیع
υψηλό	بلند
παραδοσιακό	سنتی
απόστολος	رسولی
όρη	کوهستان
όρη	کوهها
παραλλαγή	variant
παραλλαγή	تنوع
σκοτώθηκαν	کشته
ζακ	زک
ζακ	ژاک
φινλανδία	فنلاند
νωρίς	پگاه
νωρίς	اوایل
μάτι	چشم
μάτι	چشمی
συλλογικό	اشتراکی
συλλογικό	جمعی
ύμνος	تسبیح
ύμνος	سرود
ύμνος	سرود
κανάλια	کانالها
κανάλια	کانالهای
κανάλια	کانالها
νορβηγία	نروژ
ορυκτά	معدنی
αποτελούνται	متشکل
ιδιοκτησία	ویژگی
ιδιοκτησία	دارایی
ιδιοκτησία	ملک
ιδιοκτησία	اموال
ιδιοκτησία	مالکیت
ιδιοκτησία	مالکیت
είσοδος	ورودی
είσοδος	مدهوش
είσοδος	ورود
είσοδος	اماکن
είσοδος	ورودی
είσοδος	مدخل
είσοδος	ورودی
είσοδος	ورود
σχηματίζεται	تشکیل
αποσαφήνιση	ابهامزدایی
μεσόγειο	مدیترانه
αεροσκαφών	هواپیمای
αεροσκαφών	هواگرد
πάντοτε	always
πάντοτε	همیشه
χοσέ	جوز
χοσέ	خوزه
χοσέ	خسه
χοσέ	ژوزه
χοσέ	خوزه
ζηλανδία	زلاند
κυβερνήσεις	دولتها
κυβερνήσεις	دولتهای
μαξ	max
μαξ	مکس
μαξ	ماکس
μαξ	بیشینه
επαγγελματίας	حرفهای
επαγγελματίας	پرو
επαγγελματίας	pro
επαγγελματίας	حرفهای
αντίστασης	مقاومت
αντίστασης	مقاومتی
αντίστασης	مخالفان
συστηματική	سیستمیک
συστηματική	سیستماتیک
συστηματική	اصولی
ίχνη	ردیابی
μηνών	ماهها
μηνών	ماه
μηνών	ماهه
μηνών	ماههای
σπορ	sport
σπορ	اسپورت
σπορ	ورزش
σπορ	ورزشی
σπορ	ورزشکار
σπορ	اسپرت
σπορ	اسپورت
σπορ	ورزشی
σπορ	ورزش
στρατηγική	استراتژی
στρατηγική	راهبرد
δημοσίευση	انتشار
δημοσίευση	چاپخانه
δημοσίευση	پست
δημοσίευση	پستی
δημοσίευση	post
παρέμειναν	ماند
ανακοίνωση	حدیث
ανακοίνωση	اعلان
ανακοίνωση	اطلاعیه
ανακοίνωση	ارتباط
ανακοίνωση	ارتباطات
ανακοίνωση	مکاتبه
ανακοίνωση	ارتباطی
ευρύ	پهناور
ευρύ	پهنا
ευρύ	وسیع
κόμικς	کمیک
σκάφη	قایقهای
σκάφη	قایقها
σκάφη	کشتیها
σκάφη	کشتی
σκάφη	رگها
γνώσεις	دانش
γνώσεις	آگاهی
γνώσεις	علم
γνώσεις	معرفت
απαραίτητη	لازم
απαραίτητη	ضروری
απαραίτητη	واجب
ζώνες	کمربند
θύματα	قربانیان
επιθετικός	پرخاشگرانه
επιθετικός	پرخاشگری
επιθετικός	پرخاشگر
επιθετικός	تهاجمی
επιθετικός	استرایکر
επιθετικός	مهاجم
πετρούπολη	پترزبورگ
πνευματικά	معنوی
πνευματικά	روحانی
άλμα	جهش
άλμα	پرش
άλμα	پرشی
άλμα	جهش
άλμα	کبیسه
άλμα	الما
άλμα	آلما
πολιτικούς	سیاستمداران
δήλωση	بیانیه
δήλωση	اظهارات
δήλωση	اعلام
δήλωση	اعلان
θέα	نما
θέα	نمای
ολυμπιάδα	المپیاد
ουκρανίας	اوکراین
ουκρανίας	اوکراینی
ηθική	اخلاقیات
ηθική	اخلاق
ηθική	اخلاقی
ηθική	اخلاق
ηθική	اخلاق
ηθική	اخلاقیات
ηθική	اخلاقی
ηθική	اخلاق
ξύλο	چوبی
ξύλο	وود
ξύλο	چوب
ανάγνωση	بخوان
ανάγνωση	خواندن
ανάγνωση	خوانده
ανάγνωση	بخوانند
ανάγνωση	بخوانید
ανάγνωση	خواندن
ανάγνωση	قرائت
ναπολέοντα	ناپلئون
αλή	علی
αλή	ali
μαθηματικός	ریاضیدان
λίβερπουλ	liverpool
λίβερπουλ	لیورپول
μιλάνο	میلان
μιλάνο	میلانو
νεότερη	جوانتر
νεότερη	جدیدتر
θερμότητα	گرما
θερμότητα	حرارت
θερμότητα	گرمای
λακωνίας	لکونیا
γερουσία	سنا
γερουσία	سنای
προσωπικού	کارکنان
προσωπικού	پرسنل
λάρισα	لاریسا
λάρισα	لاریسا
αργά	دیر
αργά	آهسته
αργά	آهسته
εκδήλωση	رویداد
εκδήλωση	واقعه
εκδήλωση	رخداد
αύγουστος	آگوست
αύγουστος	آگست
αύγουστος	اوت
καθηγητές	اساتید
καθηγητές	معلم
καθηγητές	مدرس
τοπίο	مناظر
τοπίο	عرضی
τοπίο	منظره
κανόνας	قاعده
κανόνας	قانون
ιερός	مقدس
ξεχωριστά	جداگانه
μουσικούς	نوازنده
μουσικούς	نوازندگان
άγνωστη	ناشناخته
κατάλληλη	مناسب
κατάλληλη	درخور
κατάλληλη	مناسب
κατάλληλη	مناسبه
