から	od
階段	stepenice
ナン	nan
那覇	naha
条例	uredba
条例	propis
ヘリコプター	helikopter
フォーク	fork
フォーク	folk
ブリッジ	most
ルーム	sobu
ルーム	soba
ルーム	sobe
ルーム	sobe
反映	odražavati
反映	odražavaju
思い出	sjećanja
思い出	uspomene
思い出	uspomena
ピアニスト	pijanist
原理	princip
原理	principi
キューバ	kubanska
キューバ	kuba
予約	termin
予約	termina
予約	imenovanje
送る	poslati
送る	šalju
送る	send
バーン	barn
戦術	taktike
戦術	taktika
ホイール	točak
ホイール	točkove
カラ	kara
レーザー	laser
アキ	aki
ライオンズ	lavovi
間違い	greške
間違い	grešku
間違い	greška
ヒトラー	hitler
フィラデルフィア	philadelphia
走り	run
忍者	nindža
サスペンス	napetost
ユーザ	korisnički
ユーザ	korisnik
ユーザ	korisnici
ユーザ	korisnika
海峡	moreuz
海峡	kanal
海峡	kanalu
海峡	channel
氏名	ime
ムーン	mjesec
ムーン	moon
永井	nagai
ラーメン	ramen
誤解	nesporazuma
ワイ	wai
バッハ	bacha
バッハ	bach
スポット	mjesto
スポット	tačka
スポット	mesta
スポット	mjesta
酸素	kisik
マサチューセッツ	massachusetts
ハリー	hari
ハリー	harry
要件	zahtjevi
ビーチ	plaža
ビーチ	plaže
チャンピオンシップ	championship
チャンピオンシップ	šampionat
チャンピオンシップ	prvenstvo
プロセス	proces
プロセス	procesi
カルロス	karlos
カルロス	carlos
友達	prijatelji
友達	friends
友達	prijatelj
友達	drug
充実	ispunjavanju
ガイドライン	smjernice
ガイドライン	guideline
リポーター	novinar
リポーター	reporter
登記	registracija
登記	registraciju
登記	registracije
伊豆	izu
レディ	ledi
レディ	dami
レディ	dama
レディ	lady
ついに	konačno
改組	reorganizirana
損害	štetu
損害	oštećenja
損害	štete
損害	oštećenje
河野	kono
キース	keith
ボート	brodove
ボート	brodovi
ボート	čamac
説得	uvjere
サーキット	kolo
行列	matrica
独占	monopol
ベリー	bobica
ベリー	berry
道具	oprema
道具	alat
道具	alat
道具	instrument
天気	vremenska
粒子	čestice
粒子	čestice
粒子	čestica
謝罪	apologize
認知	kognitivno
認知	kognitivne
認知	kognitivna
避ける	izbjeći
避ける	izbjegavati
避ける	izbjegne
避ける	izbjegavanja
比率	odnos
比率	proporcija
エリ	eli
ビール	pivo
クリスタル	kristal
リレー	štafeta
中田	nakata
ボクサー	bokser
チャンピオンズ	šampioni
ドクター	doktor
あゆみ	miyazaki
マレーシア	malezija
マレーシア	malezijski
マジ	ozbiljno
告知	hadis
告知	primijetiti
符号	kod
無限	beskonačnost
バイオ	bio
ハロー	alo
ハロー	halo
コーポレーション	korporacija
付与	dalo
付与	dat
付与	davanje
付与	grant
エリック	erik
研究員	istraživač
ハーフ	polovina
ハーフ	polovinu
ハーフ	pola
定理	teorem
ジェン	jen
ネオ	neo
幸せ	sreća
幸せ	sretan
幸せ	sretna
幸せ	happy
人種	trka
人種	rasa
運河	kanal
運河	kanalima
同等	ekvivalentni
同等	ekvivalent
リトアニア	litvanija
グローバル	globalni
グローバル	globalno
安倍	abe
パラダイス	raj
農民	seljak
農民	seljaci
台詞	dijalog
候補者	kandidata
候補者	kandidata
候補者	kandidat
彗星	kometa
彗星	komete
スプリング	proljeće
スプリング	proleće
アナウンス	hadis
アナウンス	objaviti
アナウンス	objavljujući
アナウンス	najavljujući
アナウンス	najavama
心臓	srce
日光	sunce
日光	sunčeva
ウエスト	zapadu
ウエスト	zapad
ウエスト	struka
ゆり	jurij
大使館	ambasada
肉体	meso
食事	obroku
食事	obroka
豊富	obilne
バイト	bajt
バイト	bajtova
ジェフ	jeff
避難	evakuaciju
避難	pješačko
避難	utočište
避難	evakuaciju
君主	monarh
装飾	odlikovanja
装飾	ukrasi
ドラゴンズ	zmajevi
あや	aya
アテネ	atene
アテネ	atina
モンテ	monte
テーブル	sto
テーブル	tabele
リボン	traka
チリ	čileanski
チリ	chili
チリ	čile
サマー	ljeto
併合	anektirana
併合	konsolidacije
併合	aneksija
処刑	pogubljenje
武士	samuraj
武士	bushi
感覚	čulima
感覚	senzacija
感覚	čulo
警告	upozorenje
警告	upozoravajući
警告	upozorenja
警告	upozorenja
プログラミング	programiranje
白鳥	labudova
白鳥	labud
頻繁	često
頻繁	često
頻繁	česti
公爵	vojvoda
差分	razlika
差分	razlike
差分	razlika
ネコ	mačke
ネコ	cats
ネコ	mačaka
ネコ	mačka
才能	talentovanih
才能	talentovani
山頂	vrhunac
山頂	peak
グラフィック	grafički
グラフィック	grafika
ハイム	haim
マスク	maska
マスク	maske
マスク	maski
公国	kneževinu
圧倒的	pretežna
麻生	aso
バレー	volley
バレー	dolina
緑色	zelena
川島	kawashima
強調	naglasak
金額	iznose
金額	iznosi
金額	količina
金額	iznos
チップ	cips
チップ	čip
チップ	vrh
辞職	ostavke
辞職	ostavku
辞職	ostavka
チョウ	leptir
アルコール	alkohol
同志	drug
同志	drugova
同志	drugovi
テープ	traka
テープ	trake
要因	faktori
予報	prognoza
予報	predviđen
マネジメント	menadžment
サーバ	servere
サーバ	server
化合物	jedinjenja
化合物	jedinjenje
所有者	vlasnik
所有者	vlasnici
所有者	vlasnike
ルカ	luke
ルカ	luk
ルカ	luca
弱い	slabije
弱い	slabiji
弱い	slabi
弱い	slaba
弱い	slab
祝日	praznik
祝日	praznici
祝日	praznike
祝日	praznika
マーケット	pijaci
マーケット	tržišta
マーケット	tržište
マーケット	tržišta
年金	penzije
年金	penzija
年金	penzije
芸能人	zabavljači
三人	tri
バランス	uravnotežen
バランス	mjerilo
バランス	bilans
液体	tečnost
ウェールズ	vels
審判	sud
審判	suđenje
審判	vladajuća
審判	vladajuće
タンパク質	proteina
バット	bat
ルパン	lupin
予測	predviđaju
予測	prognoza
予測	predviđen
予測	predviđanje
予測	predviđanja
予測	proročanstva
暗号	enkripcija
暗号	kriptografija
メアリー	merjem
欲しい	žele
栄養	ishrana
不安	anksioznost
食べる	jede
食べる	jedi
食べる	eat
食べる	jede
食べる	jedu
トマス	thomas
メタ	meta
検事	tužilac
理想	ideale
理想	idealan
理想	idealni
ひろし	hiroshi
たけし	takeshi
遊び	play
遊び	igrati
遊び	igraju
服部	hattori
ハリウッド	hollywood
ショック	šok
フェイス	vjera
フェイス	licem
フェイス	suočavaju
フェイス	suočiti
フェイス	lice
フェイス	face
行使	vježbi
行使	vježba
ピット	jama
ピット	pitt
炭素	ugljik
チェロ	violončelo
ワーク	rad
プライバシー	privatnost
美濃	mino
道場	dojo
濃度	koncentracije
濃度	koncentracija
濃度	koncentraciju
セーブ	spasi
看板	billboard
エンジェル	anđeo
大西洋	atlantski
大西洋	atlantika
大西洋	atlantska
ダース	desetak
単語	riječ
単語	riječi
単語	reči
懸念	zabrinutosti
テキスト	tekst
テキスト	text
テキスト	tekstova
テキスト	tekstovima
品質	kvalitet
品質	kvaliteta
ジア	gia
ジア	zia
三宅	miyake
倉庫	skladište
ワイルド	divljeg
ワイルド	divlji
ワイルド	wild
ワイルド	divlja
ワイルド	wilde
チーフ	načelnik
チーフ	glavni
チーフ	šef
内側	unutrašnji
内側	unutrašnja
珍しい	neuobičajena
珍しい	neuobičajene
珍しい	neuobičajen
珍しい	neobično
珍しい	neuobičajena
アレクサンドル	aleksandr
誰か	neko
寄付	donacija
寄付	donaciju
寄付	donirati
寄付	donacija
寄付	donacije
艦船	brodovi
艦船	brodove
艦船	brodovima
学問	učenje
復元	vraćanje
復元	obnovu
死ぬ	umri
オハイオ	ohio
フランツ	franz
個別	pojedinačno
個別	individualni
個別	individualne
ベクトル	vektor
古河	koga
軍艦	vazduhoplovstvo
津波	cunami
テック	tech
プラットフォーム	platforma
プラットフォーム	platformi
プラットフォーム	platformu
プラットフォーム	platforme
プラットフォーム	platformi
水泳	plivanje
水泳	plivački
水泳	plivačica
水泳	plivač
水泳	plivanju
大村	omura
ダンサー	plesači
ダンサー	dancer
考古学	arheologija
考古学	arheolog
考古学	arheologija
噴火	erupcije
外側	spoljne
外側	vanjski
外側	spoljnoj
外側	spoljašnje
外側	spoljašnja
外側	exterior
レム	lem
レム	rem
征服	osvajanja
征服	osvajanje
監査	revizija
監査	revizije
監査	reviziji
監査	revizije
アミ	ami
杉山	sugiyama
早い	ranim
通路	prolaza
通路	prolaz
港湾	luka
港湾	port
集会	skupština
ミラノ	milano
ミラノ	milano
封印	pečat
切り替え	prebacivanje
嫌い	mržnja
嫌い	mržnje
嫌い	mrzim
嫌い	hate
嫌い	mrze
教科書	udžbenika
教科書	udžbenici
サイン	znak
人材	personal
遭遇	susret
密度	gustoća
同僚	kolega
同僚	kolege
同僚	saradnici
方程式	jednačina
レスリング	hrvanje
知的	intelligent
花火	vatrometa
フラッシュ	flash
フラッシュ	flush
ボイス	glas
修復	obnovu
トライ	pokušaj
トライ	try
宿泊	smještaja
洪水	poplava
洪水	poplave
洪水	poplava
洪水	poplava
ナス	patlidžan
くま	kuma
保証	garantirana
保証	garantira
保証	garantuje
保証	garancija
三田	sanda
三十	trideset
三十	thirty
想い	misli
ホラー	horor
ダグラス	douglas
偵察	izviđačka
ラウ	lau
維新	obnovu
コイン	novčiće
コイン	kovanica
コイン	novčić
コイン	novčića
踊り	plesu
踊り	ples
刑務所	zatvora
刑務所	zatvor
重力	gravitacija
ドメイン	domena
ドメイン	domen
パーティ	stranka
パーティ	partija
パーティ	stranaka
パーティ	stranke
クラーク	clarke
クラーク	clark
信託	vjeruje
ジャージー	jersey
漁業	ribolovu
彫刻	graviranje
彫刻	skulptura
彫刻	vajar
彫刻	skulptura
彫刻	carving
フィル	phil
砂漠	pustinja
砂漠	pustinja
水中	podvodni
マーガレット	margaret
砲撃	bombardovanje
科目	subjekti
ひかり	hikari
新井	arai
スロー	spor
恐竜	dinosaurusi
恐竜	dinosaurusa
レビュー	pregled
セックス	spol
小笠原	ogasawara
追記	append
出品	navodeći
ピア	pia
パレード	parade
ゴム	guma
コラボレーション	saradnja
フィン	finn
レオン	lion
レオン	leon
警察官	policajci
警察官	policija
部族	pleme
部族	plemena
メロディ	melodija
結晶	kristal
ハンド	šaka
見出し	headline
見出し	headings
見出し	naslovi
ユーゴ	jugo
カレー	kari
妖精	vila
昆虫	insekti
昆虫	insektima
昆虫	insekte
昆虫	insekti
墓地	mezarja
墓地	groblje
墓地	groblje
妊娠	trudnoća
妊娠	trudna
野菜	povrće
野菜	veg
野菜	povrće
野菜	povrća
叔父	amidže
叔父	ujka
叔父	amidža
コンクリート	beton
河口	liman
エントリー	ulazak
エントリー	upis
エントリー	unose
釣り	ribolov
ストア	radnja
ストア	prodavnica
ストア	store
フロー	protoka
フロー	protok
フロー	flow
フロー	strujanje
フロー	teku
南極	antarktik
南極	antarktik
パシフィック	pacifik
パシフィック	pacifika
パシフィック	pacifički
パシフィック	pacifiku
ハッピー	sretan
ハッピー	sretna
ハッピー	happy
ノーベル	nobelova
ノーベル	nobel
スクリーン	ekran
スクリーン	ekrana
シェル	ljuske
シェル	shell
シェル	granate
シェル	granata
グラス	staklo
後輩	juniors
雰囲気	atmosfera
雰囲気	atmosferu
恒星	zvjezdana
恒星	zvijezda
ビス	bis
介護	briga
ハンス	hans
下流	nizvodno
吉岡	yoshioka
ヒュー	hugh
水平	horizontalna
水平	horizontalni
ネル	nell
野口	noguchi
本多	honda
スカウト	scout
じゅん	jun
職人	zanatlija
職人	zanatlija
改定	reviziju
秀樹	hideki
エロ	erotske
週末	vikend
ホセ	jose
ホセ	josé
コーン	kukuruza
コーン	kupa
スキル	vještine
スキル	vještina
スキル	vještine
サイクル	ciklusi
サイクル	ciklusa
サイクル	ciklus
名作	remek
マット	met
マット	matt
吹き替え	nazvana
吹き替え	nazvan
ツイン	blizanac
東亜	toa
最小	minimalno
最小	minimum
最小	minimalna
フォーラム	forumima
フォーラム	forum
書き込み	pisu
書き込み	napiši
書き込み	pišu
書き込み	pisanje
地中海	mediteranska
地中海	mediteranski
地中海	mediteran
勇者	hrabri
貫通	prodiru
シェア	dijeljenje
シェア	podijeli
シェア	dionica
シェア	dijeli
大洋	okeanima
大洋	okeani
大洋	okean
カリ	cali
カリ	kari
ハインリヒ	heinrich
鈴鹿	suzuka
俳句	haiku
悲劇	tragedija
マルクス	marcus
マルクス	marksa
マルクス	marx
ヴァン	van
喪失	gubitak
エール	ale
分散	distribuiran
乾燥	suha
乾燥	suho
乾燥	sušenje
落下	pada
落下	falling
落下	padao
落下	jesen
落下	pad
告示	primijetiti
マリン	marin
マリン	morskih
マリン	morski
マリン	marine
スタンダード	standardni
繊維	tekstil
繊維	vlakana
繊維	fiber
繊維	vlakna
繊維	vlakana
繊維	vlakna
待ち	čekanje
待ち	čekajući
待ち	čeka
待ち	čekaju
待ち	čekanja
待ち	sačeka
待ち	čekati
待ち	wait
スパ	banja
スパ	spas
エンターテイメント	zabava
演習	vježbe
検出	detekciju
配列	matričnih
体力	snage
体力	snaga
ライアン	ryan
ペルー	peruanska
ペルー	perú
ペルー	perua
ペルー	peruu
ペルー	peru
ケンタッキー	kentucky
拳銃	pistols
ルシア	lucije
ルシア	lucija
ルシア	lucia
アンテナ	antenna
ラマ	lama
フェニックス	phoenix
船体	hull
狩り	lov
狩り	lov
キッド	mali
キッド	dijete
キッド	kid
エコ	eko
エコ	eco
クリスチャン	hrišćanski
クリスチャン	christian
クリスチャン	hrišćanska
クリスチャン	kršćanska
クリスチャン	hrišćanin
クリスチャン	kristijan
チケット	ulaznice
チケット	karte
チケット	ulaznica
チケット	karta
幻想	iluzija
幻想	iluziju
幻想	iluzije
イリノイ	illinois
フォト	foto
フォト	fotografija
石炭	ugalj
グラム	gram
グラム	grama
ウィルソン	wilson
ボウ	sedžde
ボウ	luk
キリスト	hristos
キリスト	hrista
ループ	petlja
ラジ	raj
開く	otvorene
開く	otvorena
開く	otvoren
開く	otvoreno
開く	open
開く	otvaranje
電圧	napon
ジェリー	jerry
和解	pomirenja
和解	pomirenje
和解	naselje
喜劇	komedija
光学	optički
光学	optičko
光学	optika
トミー	tommy
ライター	pisac
ライター	lahke
信用	kredit
タイガー	tigar
キット	kit
ビジュアル	vizuelni
ビジュアル	vizuelno
ビジュアル	vizuelna
ビジュアル	visual
歩行	walking
歩行	hod
カナ	kana
クレイ	cray
クレイ	glina
影響力	uticaja
影響力	utjecaj
影響力	uticaj
カテゴリー	kategoriju
カテゴリー	kategorija
カテゴリー	kategorije
カテゴリー	kategorija
ストレート	pravo
ウルフ	wolf
ウルフ	vuk
ウルフ	vuka
フロンティア	granica
純粋	čisti
純粋	čisto
純粋	čista
役職	pozicija
役職	položaj
役職	titule
役職	titula
支払	plaćanje
支払	isplata
薬物	droga
薬物	droga
誘拐	otet
誘拐	kidnapovao
誘拐	kidnapovan
侵略	invazija
侵略	agresija
いずみ	izumi
フード	hood
化石	fosila
化石	fosili
踊る	plesu
踊る	ples
ジョニー	johnny
渓谷	gorge
推奨	preporučuje
推奨	preporučio
推奨	preporučila
デッド	mrtva
デッド	mrtvi
デッド	mrtvo
デッド	mrtav
天文台	opservatorija
指数	exponent
北西部	sjeverozapadu
エアロ	aero
ドット	tačaka
ドット	tačke
ドット	tačka
果実	plod
果実	voće
果実	plod
虐殺	masakr
魅力	šarma
弥生	yayoi
玩具	igračka
玩具	igračke
玩具	toys
広がる	širi
南京	nanjing
住宅地	stambeni
住宅地	stambene
昼間	podne
昼間	daytime
大気	atmosfera
大気	atmosferu
インディアナ	indiana
エンターテインメント	zabava
傑作	remek
クライ	cry
ヴェネツィア	venecija
起動	startup
起動	pokretanju
起動	pokretanje
起動	pokrenuti
ディーン	din
ボルト	bolt
アイデア	ideja
アイデア	idejama
アイデア	ideje
アイデア	ideja
弾薬	municija
弾薬	municiju
弾薬	municije
弾薬	municije
弾薬	municiju
グレー	gray
グレー	siva
グレー	sive
グレー	sivi
グレー	siva
コナン	conan
抽選	lutrija
ユリウス	julije
品種	raznovrsnost
品種	različitih
角度	ugao
エレベーター	lift
エレベーター	podići
エレベーター	podigne
エレベーター	lift
アンドレ	andre
アンドレ	andré
批評家	kritičara
批評家	kritičar
ヤマハ	yamaha
拘束	obavezujuća
マンチェスター	manchester
マウント	rastućim
マウント	mount
ダート	dirt
音楽家	muzičar
訂正	korekcija
ソックス	sox
ソックス	čarape
幽霊	duh
幽霊	duha
調達	nabavke
調達	nabavku
予防	preventivne
予防	sprječavanje
予防	prevenciju
予防	prevenciji
谷口	taniguchi
胴体	torso
フランシス	francis
フランシス	franjo
ロッテ	lotte
友情	prijateljstva
友情	prijateljstava
友情	prijateljstvo
友情	prijateljstva
機材	oprema
ブッシュ	bush
ブッシュ	busch
コンパクト	compact
パロディ	parodija
反射	odraz
反射	reflections
後で	kasnije
刺激	stimulans
テイラー	taylor
アルファベット	abeceda
アルファベット	alphabets
フォーマット	formatting
フォーマット	formats
フォーマット	formatu
フォーマット	formata
フォーマット	format
ケア	briga
アース	zemlja
バルブ	zalistak
伊賀	iga
鉱物	minerali
幸福	sreća
振動	osciliranje
ピーク	vrhunac
ピーク	peak
台北	taipei
阿波	awa
任天堂	nintendo
山地	planine
山地	planina
症候群	sindrom
志摩	shima
汚染	zagađenje
汚染	zagađenost
汚染	kontaminacija
フランソワ	francois
メニュー	menu
メニュー	menus
洋子	yoko
火星	mars
細菌	bakterijske
細菌	bakterijskih
細菌	bakterije
リンカーン	lincoln
リンカーン	linkoln
中尉	poručnik
ハーン	hahn
ハーン	khan
ハーン	kan
民主主義	demokratski
民主主義	demokratska
民主主義	demokratija
背中	nazad
背中	back
背中	vrati
競合	takmičar
競合	sukob
競合	konflikt
ミスター	mister
キュー	queue
キュー	redovi
元素	elemenata
元素	elementima
元素	elementa
元素	elemente
元素	elementi
元素	elemenat
元素	element
ヒューストン	houston
ヒューストン	huston
性的	seksualnu
性的	spolno
性的	spolni
性的	seksualna
グレン	glen
グレン	glenn
薔薇	bara
薔薇	ruža
薔薇	roses
スズキ	suzuki
技法	tehnika
王女	princeza
王女	princeze
トリオ	trio
狭い	uski
狭い	uske
母音	samoglasnik
シンボル	simboli
シンボル	simbola
シンボル	simbol
情熱	strast
デトロイト	detroit
太鼓	bubanj
太鼓	drums
クルー	ekipa
左側	lijevo
所得	prihod
集める	prikupljanje
カタログ	katalog
カタログ	katalog
保全	konzervacijska
保全	održanja
保全	očuvanje
卒業生	diplomaca
バリ	bali
有権者	glasača
有権者	glasačke
有権者	glasačima
有権者	birači
有権者	glasači
焼き	burn
カンザス	kansas
獅子	lav
日程	raspored
婚約	angažman
婚約	bavili
婚約	angažiran
ディスプレイ	prikaz
マニア	manija
退学	protjerivanje
退学	izbacivanja
退学	protjerala
繰り返す	ponovi
サイエンス	nauka
アパート	stan
アパート	apartmana
アパート	stanova
真理	istine
真理	istina
オートバイ	motorom
オートバイ	motocikala
マツ	pinus
マツ	bor
マツ	pine
明示	eksplicitni
加速	ubrzanje
電池	baterija
電池	baterije
まもなく	kratko
まもなく	ubrzo
まもなく	ubrzo
まもなく	uskoro
深刻	ozbiljna
深刻	ozbiljan
深刻	ozbiljne
緩和	opuštanja
ミシガン	michigan
クリエイティブ	kreativne
クリエイティブ	kreativna
クリエイティブ	kreativno
クリエイティブ	kreativni
年次	godišnjim
年次	godišnji
年次	godišnjem
年次	godišnja
破産	bankrotirala
破産	stečaj
交付	izdavanje
法廷	sud
西山	nishiyama
スケール	skala
天井	plafonu
人格	ličnost
岩田	iwata
セッション	sjednicu
セッション	sjednici
セッション	sjednica
セッション	sjednica
系譜	genealogija
宇宙船	spaceship
トロント	toronto
アレン	allen
アレン	alen
研究室	laboratoriji
研究室	laboratorija
研究室	laboratorija
研究室	laboratoriji
研究室	lab
債務	obaveza
債務	obaveza
債務	duga
債務	dug
教区	parohija
教区	diocese
マーケティング	marketing
赤色	crvena
倒産	stečaj
伝記	biographies
伝記	biografija
町長	gradonačelnik
エレクトリック	električna
エレクトリック	električni
頂点	apex
アトランタ	atlanta
エンジニア	inženjer
ジャーナル	žurnal
チャージ	optužba
チャージ	naboj
チャージ	optuživši
チャージ	optužujući
ピース	mira
ピース	komad
儀式	ceremoniji
儀式	ceremonija
儀式	svečanosti
儀式	svečano
儀式	ritualnim
プレーヤー	igrač
ロマンス	romantika
アルファ	alpha
アルファ	alfa
バスク	baskijski
薄い	tanke
パンク	pank
エージェンシー	agencija
ペル	pell
笑い	smije
挨拶	greet
挨拶	pozdrav
ニコライ	nicolai
ニコライ	nikolaj
広東	guangdong
広東	kanton
アレックス	alex
ロープ	užeta
ロープ	užadi
鳥類	ptice
外交官	diplomata
外交官	diplomata
外交官	diplomati
リクエスト	zahtjevi
リクエスト	zahtjeva
リクエスト	zahtjev
カントリー	zemlja
等級	jačine
ホット	hot
ホット	vrelo
オーディオ	audio
交際	datiraju
ヘア	dlaka
どこか	negdje
望遠鏡	teleskop
陰謀	zavjere
陰謀	zavjera
生年月日	rođendan
発信	odlazeći
営利	profit
営利	dobit
飛ぶ	mušica
飛ぶ	lete
飛ぶ	leteći
国名	zemlja
エッセイ	esej
エッセイ	eseje
神殿	hram
採択	usvojen
採択	usvojena
マニュアル	uputstvo
マニュアル	priručnik
シフト	pomak
性別	spol
性別	spol
露出	izložena
露出	izloženi
露出	izložen
露出	izloženost
露出	izlaganje
ポルノ	pornografije
ポル	pol
ポル	poi
顧客	mušterija
挿絵	illustrations
モト	moto
フェザー	perje
スラム	slam
スラム	slum
シミュレーション	simulacijama
シミュレーション	simulacija
シミュレーション	simulacije
シミュレーション	simulacija
ミネソタ	minnesota
いっぱい	pun
いっぱい	full
いっぱい	puna
いっぱい	punom
いっぱい	puni
いっぱい	punu
空手	karate
貴重	plemenite
燃焼	sagorijevanje
権威	autoritet
トウ	deng
サロン	salon
サロン	salonu
最長	najduži
最長	najduža
パナソニック	panasonic
小隊	vod
報酬	kompenzacije
報酬	kompenzaciju
報酬	naknadu
報酬	naknade
報酬	nagrada
整数	cijelobrojni
整数	integers
フォワード	napred
フォワード	naprijed
骨折	frakture
骨折	frakture
ゴースト	duh
ゴースト	duha
ゴースト	duhovi
支払い	platiti
支払い	plaćaju
支払い	plati
支払い	plate
支払い	plaćanje
支払い	plaćanja
支払い	plaćanje
支払い	isplata
フラワー	cvijet
賭け	klađenja
賭け	ulog
賭け	opkladu
モジュール	modular
モジュール	modula
モジュール	modul
眼鏡	naočale
アポロ	apolon
アップル	jabuka
ホスト	računar
ホスト	domaćin
タービン	turbina
ポルト	porto
策定	formulacija
礼拝	namaz
礼拝	molitva
演算	operacija
演算	operacijama
グローブ	globus
グローブ	rukavice
イラストレーター	illustrator
学歴	obrazovanje
電報	telegraph
ハワード	howard
内陸	kontinentalno
アシスト	asistencija
アシスト	pomaže
アシスト	asistencija
識別	identifikuje
識別	identifikaciji
識別	utvrditi
識別	identifikacija
識別	identificira
アフガニスタン	afganistan
アフガニスタン	afganistanski
オットー	otto
プロテスタント	protestantizam
プロテスタント	protestant
微妙	suptilna
健二	kenji
ロット	lot
ロット	mnogo
生地	batter
心配	brine
心配	brinu
心配	zabrinut
書類	dokument
書類	dokumentima
書類	dokumenata
書類	dokumenti
書類	dokumente
書類	papire
デイリー	svakodnevne
デイリー	dnevnik
デイリー	svakodnevni
デイリー	dnevni
降下	spuštanje
ドス	dos
ライフル	puška
ノア	nuh
デルタ	delta
辞退	pad
辞退	odbio
パーセント	procentima
パーセント	postotak
パーセント	posto
パーセント	procenata
職務	dužnosti
勾配	gradijent
ゼロ	nula
鳥羽	toba
放射線	zračenje
放射線	radijacija
ラフ	gruba
疑惑	sumnje
疑惑	sumnju
エンタープライズ	preduzeće
エンタープライズ	preduzetništvo
エンタープライズ	enterprise
救済	remedy
救済	spas
ハンドル	drškom
ゆえに	stoga
評判	ugled
フルート	flauta
ワーナー	warner
つる	vine
ウー	vu
カウント	računaju
カウント	grof
カウント	broji
カウント	broji
アレクサンダー	aleksandar
アレクサンダー	alexander
サード	treći
サード	treća
サード	treće
割り当て	dodjela
割り当て	zadatak
割り当て	zadatke
バブル	mjehur
トリノ	torino
明るい	svjetlost
明るい	bright
明るい	bistra
サスペンション	obustave
埋葬	sahrane
埋葬	ukop
埋葬	sahranjen
トレイン	voz
家老	karo
本質	suštinu
本質	suštini
本質	srž
大都市	metropola
芸術家	umjetnici
芸術家	umjetnik
ハリス	haris
ハリス	harris
セレクション	selekcija
セレクション	izbor
ボランティア	volonterski
ボランティア	dobrovoljno
フェラーリ	ferrari
ファイブ	pet
熱帯	tropske
熱帯	tropski
熱帯	tropska
熱帯	tropa
半径	poluprečnik
ノミネート	nominacije
元帥	maršal
コック	cook
コック	cock
たかし	takashi
マケドニア	makedonija
ナポリ	napulj
ナポリ	napoli
消費者	potrošača
消費者	potrošači
消費者	potrošača
損失	gubitak
損失	gubitke
損失	gubici
ストック	berze
ストック	dionica
ストック	deonice
ストック	dionice
声明	izjava
ハミルトン	hamilton
妄想	paranoja
妄想	poremećaji
貧困	siromaštvo
貧困	siromaštva
シアトル	seattle
ワゴン	vagon
力学	mehanika
マキ	maki
タイムズ	puta
楕円	elipsa
楕円	eliptična
ソリ	sanke
マレー	malajski
マレー	murray
ルートヴィヒ	ludwig
遺伝	genetičke
遺伝	genetička
遺伝	genetičko
遺伝	genetički
遺伝	genetski
遺伝	genetsko
違法	nelegalno
違法	ilegalni
違法	ilegalno
違法	ilegalne
キエフ	kijev
野生	divljeg
野生	divlji
野生	wild
野生	divlja
パトリック	patrick
トール	tor
公衆	javni
公衆	javnost
公衆	javna
公衆	javno
ケネディ	kenedi
ケネディ	kennedy
染色	staining
農場	farma
マーシャル	maršal
強度	snage
強度	snaga
源氏	genji
勇気	hrabrost
セキュリティ	obezbjeđenje
セキュリティ	sigurnost
債権	tvrde
債権	tvrdnju
債権	tvrdnje
債権	tvrdi
ハーバード	harvard
祖母	nana
イエロー	žuta
フロア	kata
フロア	spratu
フロア	poda
フロア	sprat
ラッセル	russell
位相	faze
位相	faza
受付	prihvatanje
受付	prijem
手続	procedura
手続	procedure
クラフト	kraft
ドキュメント	docs
ドキュメント	dokument
ドキュメント	dokumentima
ドキュメント	dokumenata
ドキュメント	dokumenti
ドキュメント	dokumente
ドキュメント	dokumentacija
ドキュメント	dokumentaciju
思考	misleći
思考	misao
思考	misli
覚醒	buđenje
ニール	neil
ニール	nil
ニール	neal
講習	obuke
講習	trening
講習	obuka
講習	treninga
講習	obuku
ホップ	hop
コンピューター	računar
コンピューター	računari
マネー	novac
ウォール	zid
レート	stopa
クラウン	kruna
クラウン	krunu
ロベルト	robert
ロベルト	roberto
貨幣	novac
仮想	virtualna
仮想	virtuelna
仮想	virtualni
マイアミ	miami
当事者	stranaka
当事者	stranke
常陸	hitachi
田原	tahara
悪戯	hoax
迷宮	lavirint
ロジャー	roger
ローラ	laura
ローラ	lola
朗読	recitacija
ハナ	hana
夜明け	dawn
夜明け	zore
夜明け	zora
ポンプ	pumpa
ポンプ	pumpe
フレデリック	frédéric
フレデリック	fridrik
フレデリック	frederick
フレデリック	frederik
含める	uključuju
含める	uključiti
ハイブリッド	hibrida
ハイブリッド	hibridni
ハイブリッド	hybrid
マウス	miševi
マウス	miš
レインボー	duga
失う	izgubiti
失う	gube
失う	izgubi
ベンチ	klupi
ベンチ	klupa
ヴェルディ	verdi
蜂起	ustanak
スタブ	stubs
感じる	osjete
感じる	osjećaju
感じる	osjeti
感じる	osjeća
テリー	terry
脅威	prijetnje
脅威	prijetnjama
脅威	prijetnji
脅威	prijetnju
脅威	prijetnja
触媒	katalizator
虚偽	lažnih
車輪	točak
車輪	točkove
シャツ	dres
主人	muž
歌人	pjesnik
アリゾナ	arizona
プラハ	prag
結婚式	vjenčanje
結婚式	vjenčanja
アルミ	aluminijum
アルミ	aluminijuma
香り	miris
シールド	štita
シールド	štit
不在	odsutan
オブジェクト	objekat
