और	oraz
खेती	hodowla
खेती	rolnictwo
खेती	zbiory
खेती	żniwa
खेती	zbiór
खेती	zbiorów
लिखने	pisanie
लिखने	pisać
लिखने	pismo
वर्णित	opisano
वर्णित	opisane
वर्णित	opisał
वर्णित	opisana
विभाजन	podział
विभाजन	wydział
विभाजन	dywizji
विभाजन	dywizje
विभाजन	przegrody
विभाजन	działy
विभाजन	podziały
प्रशासनिक	administracyjna
प्रशासनिक	administracyjny
प्रशासनिक	administracyjne
विशेषता	atrybut
विशेषता	jakości
विशेषता	jakość
विशेषता	funkcja
विशेषता	cecha
कठिन	żmudne
कठिन	twardy
कठिन	hard
कठिन	ciężko
कठिन	twarde
कठिन	twarda
कठिन	twardziel
कठिन	twardy
कठिन	twarda
कठिन	trudna
कठिन	trudny
कठिन	trudne
कड़ी	łącze
कड़ी	link
कड़ी	ogniwo
कड़ी	odnośnik
कड़ी	linków
कड़ी	łącza
कड़ी	linki
कड़ी	odnośniki
कड़ी	łańcuchy
कड़ी	łańcuch
कड़ी	łańcucha
कड़ी	łańcuszek
एकमात्र	sole
ईरान	iranie
ईरान	iranu
ईरान	irański
ईरान	iran
क्षेत्रीय	regionalnych
क्षेत्रीय	regionalne
क्षेत्रीय	regionalny
क्षेत्रीय	regionalna
जान	know
लड़ाई	bitwa
लड़ाई	battle
लड़ाई	bitwie
लड़ाई	bitwy
लड़ाई	walka
लड़ाई	walka
लड़ाई	walcz
परिभाषित	zdefiniowano
परिभाषित	zdefiniowane
परिभाषित	określonych
परिभाषित	zdefiniowana
परिभाषित	zdefiniowany
परिभाषित	zdefiniowanych
अंश	ułamek
अंश	frakcja
ग्रामीण	wiejskich
ग्रामीण	wiejski
रोड	drogowy
रोड	drogi
रोड	drodze
रोड	droga
रोड	road
प्रस्तावित	proponowane
प्रस्तावित	proponowana
प्रस्तावित	proponowany
गायक	singer
गायक	piosenkarz
गायक	wokalista
गायक	piosenkarka
इस्लाम	islamu
इस्लाम	islam
समुद्री	żołnierz
समुद्री	morski
समुद्री	marine
समुद्री	morskie
समझा	rozumieć
उनको	je
उनको	ich
उनको	im
उपयोगी	użyteczny
उपयोगी	przydatne
उपयोगी	użyteczne
उपयोगी	przydatny
उपयोगी	przydatna
उपयोगी	przydatna
उपयोगी	pomocny
उपयोगी	pomocna
उपयोगी	pomocne
उपयोगी	przydatność
उपयोगी	użyteczności
कोशिका	cela
कोशिका	celi
केंद्रीय	centralnego
केंद्रीय	central
केंद्रीय	centralny
केंद्रीय	środkowa
केंद्रीय	centralne
केंद्रीय	centralna
सत्र	sesja
सत्र	sesję
सत्र	sesje
सत्र	sesji
सत्र	sesji
सत्र	sesje
नारायण	narayan
मिश्र	egipt
मिश्र	egiptu
मिश्र	egipcie
मिश्र	mishra
मिश्र	egipski
मिश्र	egipcjanie
पहुँच	dostęp
पहुँच	zasięg
पहुँच	reach
पहुँच	dostępność
पहुँच	dostępności
पहुँच	osiągnie
पहुँच	sięga
पहुँच	osiąga
मेरा	mine
मेरा	kopalnia
मेरा	moja
मेरा	mój
मेरा	moje
मिस्र	egipt
मिस्र	egiptu
मिस्र	egipcie
मिस्र	egipski
मिस्र	egipcjanie
गणराज्य	republiki
गणराज्य	republika
छात्रों	uczniowie
छात्रों	studenci
छात्रों	studentów
पुराना	stare
पुराना	stary
पुराना	old
पुराना	stara
पुराना	starsza
पुराना	starsze
पुराना	starsi
पुराना	starszy
जम्मू	dżammu
तेज	szybkie
तेज	szybki
तेज	szybka
तेज	szybko
सम्राट	imperator
सम्राट	cesarzem
सम्राट	cesarza
सम्राट	cesarz
नवंबर	listopada
नवंबर	listopadzie
नवंबर	listopad
नवंबर	listopada
नवंबर	listopad
कारणों	powody
कारणों	przyczyny
प्रवाह	przepływu
प्रवाह	przepływy
प्रवाह	przepływ
अपराध	spowiedzi
अपराध	spowiedź
अपराध	wyznanie
अपराध	przestępstwo
अपराध	przestępczość
अपराध	przestępstwa
अपराध	zbrodnie
अपराध	zbrodni
अपराध	zbrodnia
अमेरिकन	amerykańska
अमेरिकन	american
अमेरिकन	amerykański
अमेरिकन	amerykańskie
अमेरिकन	amerykanin
व्यक्तित्व	osobowość
व्यक्तित्व	osobowości
जन	jan
यूनाइटेड	zjednoczone
यूनाइटेड	united
यूनाइटेड	zjednoczona
यूनाइटेड	zjednoczeni
यूनाइटेड	zjednoczonych
जापानी	japonii
जापानी	japonia
जापानी	japońska
जापानी	japoński
जापानी	japońskie
जापानी	japończycy
रॉक	skała
रॉक	kamień
रॉक	skały
रॉक	rock
लंबी	wysoka
लंबी	wysoki
लंबी	wysokie
लंबी	długi
लंबी	długa
लंबी	długo
लंबी	długie
लंबी	long
गेम	mecz
गेम	game
गेम	gry
गेम	gra
गेम	mecze
गेम	gier
गेम	gry
अन्दर	wewnątrz
संपत्ति	własności
संपत्ति	nieruchomości
संपत्ति	właściwość
संपत्ति	własność
संपत्ति	nieruchomość
संपत्ति	majątek
संपत्ति	aktywów
संपत्ति	aktywa
संक्षिप्त	skrót
संक्षिप्त	krótkie
संक्षिप्त	krótki
संक्षिप्त	krótko
संक्षिप्त	krótka
संक्षिप्त	zwięźle
संक्षिप्त	zwięzłe
क्यों	dlaczego
गलत	nieprawidłowy
गलत	nieprawidłowe
गलत	nieprawidłowa
गलत	źle
गलत	fałsz
गलत	fałszywa
गलत	fałszywe
गलत	nieprawdziwe
गलत	fałszywy
वर्मा	varma
वर्मा	verma
सर्वोच्च	najwyższa
सर्वोच्च	najwyższy
सर्वोच्च	najwyższa
सर्वोच्च	najwyższy
सर्वोच्च	najwyższe
लेना	lena
भौतिकी	fizyki
भौतिकी	fizyka
वाहन	pojazdy
वाहन	pojazd
वाहन	pojazdy
वाहन	nośnik
वाहन	pojazdu
फ़िल्में	filmy
सैनिक	żołnierz
सैनिक	żołnierzu
सैनिक	wojskowy
सैनिक	wojsko
सैनिक	wojskowe
सैनिक	wojska
डेटा	dane
डेटा	data
स्थिर	statyczne
दूध	mleka
दूध	mleko
विद्वानों	uczeni
मानना	uwierz
रखना	zachowaj
बाह्य	zewnętrzne
उपस्थिति	obecność
उपस्थिति	uczestnictwo
उपस्थिति	obecność
उपस्थिति	występowanie
समूहों	grup
समूहों	grupy
समूहों	grupach
आये	przyszedł
आये	przyszło
होटल	hotel
उच्चारण	wymowa
साहित्यिक	literackie
पुरुषों	męskie
पुरुषों	faceci
पुरुषों	men
पुरुषों	mężczyźni
पुरुषों	męskie
पुरुषों	mens
वृक्ष	drzewo
वृक्ष	drzewko
वृक्ष	drzewa
वृक्ष	drzewa
निवेश	inwestowanie
निवेश	inwestycja
निवेश	inwestycje
निवेश	inwestora
निवेश	inwestorzy
निवेश	inwestor
निवेश	inwestycje
निवेश	inwestycji
निवेश	inwestycja
निवेश	inwestycyjne
निवेश	inwestowanie
निवेश	inwestycje
निवेश	inwestycja
निवेश	inwestycji
तत्वों	elementy
तत्वों	pierwiastki
सत्य	satya
सत्य	prawda
सत्य	prawdy
सत्य	merytoryczne
दार्शनिक	filozof
सौ	hundred
सौ	setka
आंतरिक	wnętrze
आंतरिक	wnętrz
आंतरिक	wnętrza
आंतरिक	wewnętrzne
आंतरिक	wewnętrzny
आंतरिक	wewnętrznego
आंतरिक	wewnętrzne
आंतरिक	wewnętrzna
निकल	niklu
प्रत्यक्ष	oczywista
प्रत्यक्ष	oczywisty
प्रत्यक्ष	oczywiste
प्रत्यक्ष	bezpośrednia
प्रत्यक्ष	bezpośredni
प्रत्यक्ष	bezpośrednie
प्रत्यक्ष	direct
मित्र	przyjaciele
मित्र	przyjaciółki
मित्र	znajomi
मित्र	znajomych
मित्र	przyjaciół
मित्र	przyjaciółka
मित्र	koleżanka
मित्र	znajomy
मित्र	przyjaciel
दर्द	ból
दर्द	bólu
दर्द	bóle
दर्द	cierpienie
बिजली	elektrycznej
बिजली	elektryczność
बिजली	błyskawica
बिजली	piorun
बिजली	błyskawica
बिजली	piorun
कार्ड	kartki
कार्ड	karty
कार्ड	wizytówki
कार्ड	kart
कार्ड	akord
कार्ड	kartka
कार्ड	karta
कार्ड	kartę
कार्ड	karty
कार्ड	wizytówka
बिंदु	punkty
बिंदु	punktów
बिंदु	kropka
बिंदु	dot
बिंदु	punkt
बिंदु	pkt
बिंदु	point
बुद्ध	budda
बुद्ध	buddy
स्टेडियम	stadiony
स्टेडियम	stadion
स्टेडियम	stadium
हजार	tysiąc
हजार	tysięcy
हजार	tys
अभाव	brak
अभाव	nieobecności
अभाव	nieobecność
रिलीज़	zwolnienie
रिलीज़	uwolnienie
रिलीज़	wydania
रिलीज़	uwalnia
शांति	pokoju
शांति	peace
शांति	pokój
वितरण	dostawa
वितरण	przesyłka
वितरण	dostarczanie
वितरण	dostawy
वितरण	dystrybucji
वितरण	dystrybucja
वितरण	rozkład
आय	dochód
आय	przychód
आय	przychody
आय	dochody
आय	zyski
आय	zarobki
आय	zarobków
आय	dochody
आय	dochód
आय	przychód
आय	przychody
आय	dochodów
आय	dochody
रन	biegnie
रन	biega
फाइनल	ostateczny
फाइनल	ostateczna
फाइनल	finał
फाइनल	ostateczne
फाइनल	końcowe
फाइनल	finale
फाइनल	finały
टेलीविजन	telewizja
टेलीविजन	tv
टेलीविजन	telewizor
टेलीविजन	telewizji
दैनिक	dzienna
दैनिक	daily
दैनिक	codziennie
दैनिक	codzienne
दैनिक	dziennie
न्याय	sprawiedliwości
न्याय	sprawiedliwość
फूल	kwiaty
फूल	kwiatki
फूल	kwiat
फूल	kwiaty
फूल	kwiecie
फूल	kwiatek
कल्पना	wizualizacji
कल्पना	wyobraźnia
कल्पना	wyobraźni
कल्पना	wyobraźnię
प्राप्ति	pozyskanie
प्राप्ति	przejęcie
प्राप्ति	nabywanie
प्राप्ति	nabycie
प्राप्ति	pozyskiwanie
प्राप्ति	nabycia
दिल	dil
दिल	heart
दिल	serce
दिल	serca
दिल	serduszka
दिल	hearts
दिल	serc
दिल	serca
गाने	utwory
गाने	pieśni
गाने	piosenki
सुंदर	piękne
सुंदर	piękna
सुंदर	pięknie
सुंदर	śliczna
सुंदर	ładny
सुंदर	śliczna
सुंदर	całkiem
सुंदर	ładna
सुंदर	ładne
सुंदर	przystojny
यानि	środki
यानि	oznacza
हाउस	house
हाउस	domu
हाउस	dom
अफ़्रीका	afryka
इच्छा	pragnienie
इच्छा	pożądanie
इच्छा	pragnienia
इच्छा	pożądania
इच्छा	zachcianki
इच्छा	ochota
इच्छा	pragnienia
भार	ciężar
भार	wagi
भार	waga
खंड	sekcję
खंड	sekcji
खंड	dział
खंड	sekcja
खंड	bloku
खंड	zablokuj
खंड	zablokować
खंड	blok
मिश्रण	mix
मिश्रण	mieszać
मिश्रण	mieszanka
मिश्रण	wymieszać
मिश्रण	mieszaniny
मिश्रण	mieszanka
मिश्रण	mieszanina
मिश्रण	mieszanka
समर्पित	poświęcone
समर्पित	oddany
समर्पित	poświęcona
समर्पित	poświęcony
समर्पित	oddani
पहुंच	dostęp
स्मारक	pomnik
व्यास	średnicy
व्यास	średnica
प्यार	miłość
प्यार	love
प्यार	miłości
प्यार	kocham
प्यार	kochać
प्यार	kochająca
प्यार	kochający
लखनऊ	lucknow
आन्दोलन	przemieszczanie
आन्दोलन	ruch
मंत्रालय	ministerstwa
मंत्रालय	ministerstwo
आत्मा	duszę
आत्मा	dusza
आत्मा	dusze
आत्मा	soul
आत्मा	duszy
आत्मा	duchu
आत्मा	ducha
आत्मा	duch
आत्मा	spirit
हे	hej
पक्षी	ptaka
पक्षी	ptak
पक्षी	bird
पक्षी	ptaszek
निवासी	mieszkańców
निवासी	mieszkańcy
निवासी	rezydenta
निवासी	mieszkaniec
निवासी	rezydentów
निवासी	mieszkańców
निवासी	mieszkańcy
अंततः	ostatecznie
अंततः	ewentualnie
डेविड	dawid
डेविड	david
कह	powiedz
जंक्शन	junction
जंक्शन	skrzyżowania
जंक्शन	skrzyżowanie
खास	specjalna
खास	specjalny
खास	specjalne
खास	wyjątkowy
खास	szczególne
जलवायु	klimat
बांग्लादेश	bangladeszu
तय	stałe
तय	stały
तय	stała
तय	ustalone
तय	ustalona
धारावाहिक	serial
धारावाहिक	seryjny
धारावाहिक	seryjne
धारावाहिक	odcinki
धारावाहिक	odcinków
तारे	star
तारे	gwiazdka
तारे	gwiazda
तारे	gwiezdne
तारे	gwiazdy
तारे	gwiazd
तारे	gwiazdki
तारे	gwiazdy
तारे	gwiazdek
बनाना	robienie
बनाना	zrobienie
बनाना	tworzenie
बनाना	tworzeniu
बनाना	tworzenia
बाकी	pozostałość
बाकी	wypoczynek
बाकी	odpoczynek
बाकी	pozostało
बाकी	pozostały
बाकी	pozostała
संत	sant
संत	świętych
संत	święci
संत	święty
संत	święta
संत	saint
ऊंचाई	wysokości
ऊंचाई	wzrost
ऊंचाई	wysokość
उपग्रह	satelitarne
उपग्रह	satelita
उपग्रह	satelitarnej
उपग्रह	satelitarna
उपग्रह	satelity
तुर्की	turcja
तुर्की	indyk
तुर्की	turcji
तुर्की	turecka
तुर्की	tureckie
तुर्की	turecki
संस्कार	pogrzeb
संस्कार	pogrzebu
संस्कार	pogrzeby
संस्कार	rytuały
संस्कार	namaszczenie
शंकर	shankar
अर्थव्यवस्था	gospodarka
अर्थव्यवस्था	gospodarki
अर्थव्यवस्था	ekonomia
बीमारी	choroba
बीमारी	choroby
बीमारी	choroba
बीमारी	choroby
बीमारी	choroba
बीमारी	choroby
वार्षिक	rocznie
वार्षिक	roczne
वार्षिक	roczna
वार्षिक	coroczne
वार्षिक	roczny
वार्षिक	roczne
वार्षिक	rocznie
वार्षिक	roczna
परिसर	lokale
परिसर	pomieszczenia
परिसर	złożone
परिसर	złożona
परिसर	złożony
परिसर	kompleks
परिसर	skomplikowane
अधिकतम	max
अधिकतम	maks
अधिकतम	najcięższe
अधिकतम	maksimum
अधिकतम	maksymalnie
अधिकतम	maksymalny
अधिकतम	maksymalna
अधिकतम	maksymalizacji
वैश्विक	globalny
वैश्विक	global
वैश्विक	globalna
वैश्विक	globalnego
वैश्विक	globalne
तभी	tylko
अनिवार्य	obowiązkowo
अनिवार्य	obowiązkowe
अनिवार्य	obowiązkowa
अनिवार्य	obowiązkowy
अनिवार्य	essentials
अनिवार्य	obowiązkowo
अनिवार्य	obowiązkowe
अनिवार्य	obowiązkowy
अनिवार्य	obowiązkowa
अनिवार्य	obowiązkowo
अनिवार्य	obowiązkowe
अनिवार्य	obowiązkowy
अनिवार्य	obowiązkowa
अनिवार्य	zasadnicze
उपाधि	stopień
सामान्यतः	zazwyczaj
सामान्यतः	normalnie
तारा	star
तारा	gwiazdka
तारा	gwiazda
तारा	gwiezdne
तारा	gwiazdy
द्वार	bramka
द्वार	brama
द्वार	bramy
द्वार	bramę
द्वार	gate
द्वार	wrota
द्वार	drzwi
द्वार	drzwi
मुख्यतः	głownie
मुख्यतः	głównie
आनंद	smacznego
आनंद	zapraszamy
आनंद	anand
कम्पनी	towarzystwo
कम्पनी	kompania
कम्पनी	firma
कम्पनी	firmy
कम्पनी	spółka
कम्पनी	przedsiębiorstwo
रे	ray
जिनकी	czyja
जिनकी	czyj
जिनकी	czyje
स्थायी	stałe
स्थायी	stała
स्थायी	trwałe
स्थायी	stały
स्थायी	trwałego
स्थायी	trwałe
स्थायी	trwały
लकड़ी	drewniany
लकड़ी	drewniana
लकड़ी	drewniane
लकड़ी	drewno
लकड़ी	wood
लकड़ी	drewna
गोल	rand
गोल	bramka
गोल	gol
गोल	cel
गोल	okrągła
गोल	okrągły
गोल	okrągłe
गोल	runda
तल	piętrze
तल	piętro
तल	podłoga
तल	dół
तल	dno
तल	dnie
तल	dole
तल	dolna
पू	kupa
ऋण	kredyt
ऋण	pożyczka
ऋण	pożyczki
ऋण	długi
ऋण	długu
ऋण	dług
ऋण	zadłużenie
ऋण	kredyty
ऋण	pożyczki
ऋण	odjąć
ऋण	minus
दास	das
नंबर	numer
नंबर	liczba
त्वचा	skóry
त्वचा	skórę
त्वचा	skóra
नोबेल	nobla
अधिकारियों	władzom
अधिकारियों	władze
अधिकारियों	organy
अधिकारियों	funkcjonariusze
अधिकारियों	oficerowie
अधिकारियों	oficerów
जटिल	wyszukane
जटिल	złożone
जटिल	złożona
जटिल	złożony
जटिल	kompleks
जटिल	skomplikowane
जटिल	skomplikowany
जटिल	skomplikowana
जटिल	skomplikowane
हमला	atak
आपूर्ति	dostawy
आपूर्ति	zaopatrzenie
आपूर्ति	zapasy
आपूर्ति	zaopatrzenie
आपूर्ति	dostaw
आपूर्ति	podaż
अर्थशास्त्र	ekonomia
अर्थशास्त्र	ekonomii
अर्थशास्त्र	ekonomiczny
दर्ज	zarejestrowany
दर्ज	rejestrowane
दर्ज	zapisane
दर्ज	zarejestrowane
दर्ज	nagrane
हस्ताक्षर	podpisania
हस्ताक्षर	podpisanie
हस्ताक्षर	podpisów
हस्ताक्षर	podpisy
हस्ताक्षर	podpis
कानूनी	legalnie
कानूनी	legalny
कानूनी	legalna
कानूनी	legalne
कानूनी	legalnie
कानूनी	prawny
कानूनी	prawne
कानूनी	legalne
टिप्पणी	komentarz
टिप्पणी	komentować
टिप्पणी	nuty
टिप्पणी	noty
टिप्पणी	notatek
टिप्पणी	notatki
टिप्पणी	zauważa
टिप्पणी	uwagi
टिप्पणी	komentarzy
टिप्पणी	komentarze
डे	dey
स्मृति	pamięć
स्मृति	wspomnienia
स्मृति	wspomnienie
स्मृति	pamięci
वेद	ved
वेद	veda
राजनैतिक	polityczny
राजनैतिक	politycznych
राजनैतिक	polityczne
राजनैतिक	polityczna
तीव्र	szybkie
तीव्र	szybki
तीव्र	szybka
तीव्र	szybko
तीव्र	tropikalnych
तीव्र	tropikalne
तीव्र	intensywny
तीव्र	intensywna
तीव्र	intensywne
तीव्र	intensywnie
सम्बन्धित	odpowiadający
सम्बन्धित	odpowiadające
सम्बन्धित	odpowiadających
सम्बन्धित	odpowiadająca
सम्बन्धित	powiązany
सम्बन्धित	powiązanych
सम्बन्धित	powiązane
सम्बन्धित	pokrewne
हाइड्रोजन	wodór
हाइड्रोजन	wodoru
चयन	wybiera
चयन	selekcja
चयन	zaznaczenie
चयन	wybór
चयन	wyboru
चयन	dobór
चयन	zaznaczenia
राजनीतिज्ञ	polityk
राजनीतिज्ञ	polityka
राजनीतिज्ञ	politycy
यूनानी	grecki
यूनानी	grecka
यूनानी	grecja
यूनानी	greckie
यूनानी	grecji
यूनानी	grecja
जॉर्ज	jerzego
जॉर्ज	jerzy
जॉर्ज	grzegorz
जॉर्ज	george
डीवीडी	dvd
स्वर्ण	złota
स्वर्ण	złoto
स्वर्ण	gold
स्वर्ण	złoty
ठोस	stałe
ठोस	solidne
ठोस	solidna
ठोस	solidny
सभ्यता	cywilizacja
सभ्यता	cywilizacji
मशीन	machine
मशीन	automat
मशीन	maszyny
मशीन	maszyna
विदेश	zagranicą
विदेश	zagranicy
विदेश	zagraniczny
विदेश	zagranicznych
विदेश	obce
विदेश	zagraniczna
विदेश	zagraniczne
दवा	medycyny
दवा	lekarstwo
दवा	medycyna
दवा	lekarstwa
दवा	lekarstwa
दवा	leki
ऋषि	rishi
ऋषि	sage
शेयर	akcje
शेयर	udostępnienia
शेयर	udziały
गर्म	gorąco
गर्म	hot
गर्म	gorące
गर्म	gorąca
गर्म	gorący
सौर	słoneczna
सौर	słoneczny
सौर	słoneczne
पंथ	creed
पंथ	wyznanie
एशियाई	azji
अपेक्षाकृत	stosunkowo
अपेक्षाकृत	względnie
परिभाषा	definicja
परिभाषा	definicji
परिभाषा	definicje
पति	mąż
पति	mężu
पति	maz
सफेद	biel
सफेद	białe
सफेद	white
सफेद	biała
सफेद	biały
संधि	pakt
संधि	paktu
संधि	traktatem
संधि	traktaty
संधि	traktatu
संधि	traktat
संधि	traktacie
वैकल्पिक	alternatywna
वैकल्पिक	alternatywne
वैकल्पिक	alternatywa
वैकल्पिक	alternatywny
वैकल्पिक	alternatywnie
वैकल्पिक	zastępca
वैकल्पिक	alternatywny
वैकल्पिक	zastępców
वैकल्पिक	alternatywne
वैकल्पिक	alternatywna
वैकल्पिक	opcjonalnie
वैकल्पिक	opcjonalne
जयपुर	jaipur
हार	naszyjnik
हार	porażki
हार	klęska
हार	przegrana
हार	pokonać
हार	porażka
समाधान	rozdzielczość
समाधान	rezolucja
समाधान	rozdzielczości
समाधान	rezolucji
समाधान	rozwiązanie
समाधान	roztwór
समाधान	rozwiązania
समाधान	roztwory
समाधान	rozwiązania
समाधान	rozwiązań
जेल	więzienia
जेल	areszt
जेल	więzienie
जेल	więzieniu
जेल	więzienie
जोड़ा	para
हिमालय	himalajach
राजमार्ग	autostrady
राजमार्ग	autostrad
राजमार्ग	autostrady
राजमार्ग	autostrada
राजमार्ग	highway
राजमार्ग	autostradzie
पेड़	drzewo
पेड़	drzewko
पेड़	drzewa
पेड़	drzewa
कैरियर	kariera
कैरियर	kariery
कैरियर	karierę
कैरियर	przewoźnik
कैरियर	przewoźnika
कैरियर	nośnik
कैरियर	kariera
कैरियर	kariery
इंच	cal
इंच	centymetry
इंच	cale
इंच	cali
डिजिटल	cyfrowy
डिजिटल	cyfrowa
डिजिटल	cyfrowe
डिजिटल	digital
श्रेष्ठ	superior
श्रेष्ठ	przełożony
निगम	nigam
निगम	corporation
निगम	korporacji
निगम	korporacja
आग	ogień
आग	pożar
चैम्पियनशिप	mistrzostwa
चैम्पियनशिप	championship
चैम्पियनशिप	mistrzostw
चैम्पियनशिप	mistrzostwo
शराब	alkoholu
शराब	alkohol
शराब	wina
शराब	wino
पौधे	rośliny
पौधे	roślin
पौधे	roślin
पौधे	rośliny
पौधे	roślina
जमीन	kraina
जमीन	land
जमीन	ląd
जमीन	grunty
जमीन	ziemia
जमीन	ziemi
जमीन	grunt
जमीन	mielone
जमीन	podłoże
खाने	jeść
खाने	jem
हाथों	ręce
हाथों	dłonie
बाज़ार	bazaar
बाज़ार	rynki
बाज़ार	rynków
बाज़ार	rynek
बाज़ार	targ
बाज़ार	rynku
बाज़ार	market
आदमी	mężczyzna
आदमी	człowiek
आदमी	man
मस्जिद	meczetu
मस्जिद	meczet
किरदार	znaków
किरदार	postacie
किरदार	znaki
किरदार	postaci
किरदार	bohaterowie
किरदार	postać
निर्धारण	uchwyty
निर्धारण	osprzęt
नुकसान	utrata
नुकसान	strata
नुकसान	straty
नुकसान	strat
नुकसान	straty
नुकसान	zniszczenia
नुकसान	uszkodzenie
नुकसान	szkody
नुकसान	uszkodzenia
आकर्षित	przyciągnąć
आकर्षित	przyciągać
रस	soki
रस	juice
रस	sok
रस	soku
रस	soki
ऑनलाइन	online
सेट	ustaw
सेट	set
सेट	zestaw
सेट	komplet
सेट	zestawy
सेट	komplety
भेद	rozróżnienie
भेद	wyróżnienie
भेद	sekret
भेद	secret
भेद	tajne
भेद	tajemnica
भेद	wyróżnienia
फोन	telefony
फोन	telefonicznie
फोन	telefon
फोन	telefony
मनोविज्ञान	psychologii
मनोविज्ञान	psychologia
शक्तिशाली	potężne
शक्तिशाली	potężna
शक्तिशाली	potężny
शक्तिशाली	mocne
व्याकरण	gramatyki
अवार्ड	wyróżnienie
अवार्ड	nagrodę
अवार्ड	nagroda
अवार्ड	nagrody
कौन	kto
कौन	kogo
कौन	who
चिह्न	symbol
चिह्न	symbolu
चिह्न	symboli
चिह्न	symbole
चिह्न	podpisz
चिह्न	znak
चिह्न	ikony
चिह्न	ikona
चिह्न	ikonę
वर्गीकरण	klasyfikacji
वर्गीकरण	klasyfikacja
जोड़	dodawanie
जोड़	dodanie
आरोप	opłat
आरोप	ładunki
आरोप	opłaty
उड़ान	lotu
उड़ान	lot
महासागर	oceany
महासागर	oceanów
महासागर	oceanu
महासागर	ocean
माल	majątek
माल	bogactwo
माल	bogactwa
एयर	powietrza
एयर	powietrze
एयर	air
महसूस	czuję
महसूस	czuć
अध्याय	rozdział
अध्याय	rozdziałów
अध्याय	rozdziały
कराया	opancerzony
विमानक्षेत्र	lotnisko
दान	przekazał
दान	darowizny
दान	darowizna
दान	dotacja
दान	oddania
दान	darowizna
दान	dotacje
दान	datki
दान	wpłat
दान	darowizny
दान	wpłaty
दान	dobroczynność
अनुपात	gradientu
अनुपात	pochylenia
अनुपात	stosunek
अनुपात	proporcje
अनुपात	współczynnik
विद्रोह	bunt
विद्रोह	buntu
विद्रोह	rebelii
विद्रोह	bunt
कक्षा	klasie
कक्षा	klasa
कक्षा	zajęcia
कक्षा	klasy
कक्षा	klasa
कक्षा	orbity
कक्षा	orbicie
कक्षा	orbitę
स्नातक	kawaler
स्नातक	matura
स्नातक	absolwent
इंजीनियरिंग	maszynownia
इंजीनियरिंग	inżynieria
इंजीनियरिंग	inżynierii
मूर्ति	posągi
मूर्ति	idol
मराठी	marathi
माइकल	michael
माइकल	michał
संस्थापक	założyciel
इलाज	kuracja
इलाज	wyleczyć
इलाज	lekarstwo
इलाज	traktowanie
इलाज	traktować
इलाज	traktuj
इलाज	leczyć
इलाज	traktowanie
इलाज	leczenie
इलाज	kuracja
इलाज	obróbka
अवधारणा	koncepcja
अवधारणा	pojęcie
अवधारणा	koncepcji
अभ्यास	praktyce
अभ्यास	trening
अभ्यास	praktyki
अभ्यास	ćwiczenia
अभ्यास	praktyka
शाही	królewska
शाही	królewski
शाही	królewskie
शाही	royal
शाही	shahi
पाकिस्तानी	pakistan
पाकिस्तानी	pakistanie
पाकिस्तानी	pakistanu
पाकिस्तानी	pakistanu
ब्लैक	czarna
ब्लैक	czarne
ब्लैक	black
ब्लैक	czerń
ब्लैक	czarny
भेजा	wysłany
भेजा	wysłane
भेजा	wysłano
संसाधन	zasoby
संसाधन	zasobów
संसाधन	zasób
संसाधन	zasoby
संसाधन	zasobów
संसाधन	środki
जीन	genu
जीन	gene
जीन	gen
जीन	geny
मजबूत	solidne
मजबूत	silna
मजबूत	silny
मजबूत	mocne
मजबूत	silne
मजबूत	mocna
प्रोग्राम	programu
प्रोग्राम	program
प्रोग्राम	programy
प्रोग्राम	programów
प्रोग्राम	programy
मिश्रित	zmieszane
मिश्रित	mieszane
मिश्रित	mieszana
मिश्रित	mieszany
मिश्रित	mieszanej
मिश्रित	miksera
निरंतर	ciągła
निरंतर	ciągłe
निरंतर	ciągły
निरंतर	ciągłego
निरंतर	stałe
निरंतर	stały
निरंतर	stałej
निरंतर	stała
प्रबंध	zarządzanie
प्रबंध	zarządzanie
प्रबंध	zarządzać
पदक	medal
व्यंजन	spółgłosek
व्यंजन	kuchnia
परिस्थितियों	sytuacje
जमा	depozyt
जमा	depozytu
जमा	depozyty
जमा	depozytów
जमा	depozyty
स्त्री	kobiety
स्त्री	kobieta
स्त्री	samica
स्त्री	kobieta
स्त्री	damskie
स्त्री	kobiety
स्त्री	suczka
चित्रण	remis
चित्रण	losowanie
चित्रण	rysować
चित्रण	wyciągnąć
चित्रण	ilustracja
यातायात	ruch
यातायात	korki
यातायात	przewóz
यातायात	transportu
यातायात	transportowe
यातायात	transport
यातायात	airways
सूक्ष्म	subtelne
सूक्ष्म	subtelny
सूक्ष्म	mikro
लंबाई	długość
लंबाई	długości
हेनरी	henryka
हेनरी	henryk
हेनरी	henry
डाला	wprowadzone
डाला	wpisane
डाला	wprowadzony
समीक्षा	recenzje
समीक्षा	przeglądy
समीक्षा	recenzji
समीक्षा	opinie
समीक्षा	recenzja
समीक्षा	przeglądu
समीक्षा	przegląd
समीक्षा	rewizja
मोटर	silnik
मोटर	motor
कर्मचारियों	pracowników
कर्मचारियों	pracownicy
हमले	ataki
हमले	ataków
हमले	atakuje
हमले	atak
अक्षर	sylaba
अक्षर	pisma
अक्षर	liter
अक्षर	listy
अक्षर	litery
अक्षर	postać
अक्षर	znak
अक्षर	charakter
अक्षर	list
अक्षर	pismo
अक्षर	litera
अक्षर	znaków
