から	no
会員	biedrs
会員	dalība
リスト	sarakstu
リスト	saraksta
リスト	uzskaitījums
リスト	saraksts
リスト	sarakstus
リスト	saraksti
リスト	sarakstiem
トンネル	tunelis
トンネル	tuneļi
チャート	diagrammas
チャート	kartes
チャート	diagramma
共通	kopējo
共通	bieži
ケン	ken
内部	interjera
内部	iekšlietu
内部	iekšējais
内部	iekšējie
内部	iekšēji
内部	iekšējā
内部	iekšējais
内部	iekšēja
内部	iekšējs
内部	iekšējie
グリーン	zaļas
グリーン	zaļa
グリーン	zaļā
グリーン	zaļš
グリーン	zaļi
竣工	pabeigšana
竣工	pabeigšanas
戦車	tvertne
戦車	tanku
戦車	tvertnes
戦車	tanki
戦車	cisternas
スキー	slēpju
スキー	slēpošanas
スキー	slēpošana
愛称	iesauka
消滅	izzušana
消滅	izmiršanas
再開	atsākt
再開	atsāk
再開	atsākt
再開	atsāk
ミニ	mini
機器	ierīce
機器	iekārtas
機器	inventārs
機器	aprīkojums
機器	iekārta
機器	ierīces
プロダクション	ražošana
プロダクション	produkcija
スタッフ	personāls
スタッフ	darbinieki
いくつか	dažas
いくつか	dažiem
いくつか	daži
プログラム	programmā
プログラム	programma
プログラム	programmu
プログラム	programmā
プログラム	programma
プログラム	programmu
プログラム	programmas
アカデミー	akadēmijas
アカデミー	akadēmija
アカデミー	akadēmijā
アカデミー	academy
アカデミー	akadēmijas
合意	vienprātība
合意	piekritu
合意	piekrita
合意	vienošanās
合意	nolīgumu
合意	nolīgums
二人	divas
二人	divus
二人	divi
改善	uzlabošana
改善	uzlabo
改善	uzlabo
改善	uzlabot
改善	uzlabotu
改善	uzlabošanās
改善	uzlabošana
改善	uzlabojums
改善	uzlabojumi
文書	dokuments
文書	dokumentu
文書	dokumenti
文書	dokumentus
世代	paaudze
世代	paaudzes
世代	paaudzēm
世代	paaudzes
世代	paaudzēs
ブラジル	brazīlija
ブラジル	brazīlijas
ブラジル	brazīlijas
ネットワーク	tīkls
ネットワーク	tīkla
ネットワーク	tīkli
審査	pārskatīšana
審査	pārskatīt
審査	pārskats
審査	izskatīšana
ダン	dens
ダン	dan
重量	svars
重量	svara
観測	novērotais
観測	novērotā
観測	novērota
観測	novērotas
観測	novērotās
観測	novērots
観測	ievērojot
観測	novērot
観測	novērošana
観測	novērojums
観測	novērojumu
観測	novērojumi
観測	piezīmes
観測	novērojumi
観測	novērojumus
観測	apsvērumi
会場	vieta
プレイヤー	spēlētājs
プレイヤー	spēlētāji
プレイヤー	atskaņotāji
シャー	shah
河川	upe
河川	upes
河川	upēm
河川	upēs
河川	upes
クイズ	aptaujā
巨大	milzīgi
巨大	milzīgas
巨大	milzīga
巨大	milzīgs
巨大	milzu
伝統	tradīcijas
伝統	tradīcija
伝統	tradīciju
伝統	tradīcijas
伝統	tradīcijām
ナイト	zirdziņš
ナイト	nakts
ナイト	naktī
ナイト	nakti
区分	kategoriju
区分	kategorija
区分	kategorijā
命令	instrukcija
命令	norādījums
命令	rīkojumi
命令	pasūtījumu
命令	pavēle
命令	pasūtījumi
命令	pasūtījumus
ジャン	žans
ジャン	džīna
旅行	braucieni
旅行	ceļošana
旅行	ceļot
旅行	ceļojumi
旅行	brauciens
旅行	ceļojums
旅行	braucienā
旅行	brauciens
旅行	ceļojums
旅行	ceļo
旅行	ceļošana
旅行	ceļo
旅行	braucieni
旅行	trips
旅行	ceļojumi
ルー	lū
後継	pēcteči
月曜	pirmdienās
少ない	mazāk
比較	salīdzina
比較	salīdzināt
比較	salīdzinājumi
貴族	augstmaņi
貴族	aristokrātu
向上	uzlabo
向上	uzlabot
向上	uzlabotu
バトル	kaujā
バトル	kauja
バトル	cīņa
バトル	kaujas
日曜	svētdienas
日曜	svētdienās
ダンス	dejas
ダンス	dejo
ダンス	deju
ダンス	dejot
ダンス	deja
ダンス	dejas
ダンス	dejo
ダンス	dejošana
資格	kvalifikāciju
資格	kvalifikācija
資格	kvalifikācijas
資格	kvalifikācija
資格	kvalifikācijas
プロデュース	ražot
プロデュース	produkcija
実現	realizētu
ミサイル	raķetes
セント	centi
セント	centu
セント	centi
文章	teikumu
文章	teikums
文章	sods
ルート	maršruti
ルート	ceļi
ルート	maršrutus
ルート	maršruts
ルート	root
ルート	sakne
ルート	saknes
わずか	nelieli
わずか	neliels
わずか	neliela
わずか	nelielas
到着	ierašanās
到着	ierodas
トラ	tīģeris
トラ	tīģeri
平和	miers
平和	mieru
平和	miera
平和	miermīlīgu
平和	mierīga
注意	piesardzība
注意	uzmanību
注意	uzmanība
注意	uzmanības
ドラゴン	pūķi
ドラゴン	pūķi
ドラゴン	pūķis
一度	reizi
一度	vienreiz
一度	reiz
今日	šodien
集合	komplekts
集合	kopa
集合	uzstādīt
集合	komplekti
コンサート	koncerts
コンサート	koncertā
コンサート	koncerti
回転	rotējošā
回転	rotācija
回転	griezt
回転	pagriezt
ロボット	robotu
ロボット	robots
ロボット	roboti
歩兵	kājnieku
青年	jaunatne
青年	jaunieši
青年	jaunība
小惑星	asteroīds
用語	termins
用語	apzīmējums
用語	apzīmējumi
用語	termini
用語	terminoloģija
前身	priekšgājējs
前身	pioniera
前身	priekšgājēji
姉妹	māsas
姉妹	māsa
小さな	mazas
小さな	mazās
小さな	mazie
小さな	maza
小さな	mazs
テン	cauna
テン	desmit
テン	ten
秘密	noslēpumus
秘密	noslēpumi
秘密	secret
秘密	slepeni
秘密	slepens
秘密	noslēpums
秘密	slepenība
操作	darbības
操作	operācijas
操作	ekspluatācija
操作	darbība
操作	operācija
操作	ekspluatācija
残り	atlikušās
残り	atlikusī
残り	atlikušais
一致	atbilst
一致	atbilstība
一致	atbilst
一致	sakritība
一致	mača
一致	sakrīt
適用	piemēro
適用	piemērot
適用	pielietot
オーストリア	austrijas
オーストリア	austrija
オーストリア	austrijas
オーストリア	austrijā
オーストリア	austriju
山梨	jamanasi
イオン	jonu
仲間	biedri
仲間	biedrs
ジャック	džeks
ジャック	jack
ソロ	solo
フィールド	lauks
フィールド	lauka
フィールド	laukā
フィールド	lauki
フィールド	laukiem
フィールド	laukus
キロ	kilometri
キロ	kilogramu
論文	disertāciju
諸島	salas
諸島	salām
休止	apturēšana
休止	suspensijas
休止	suspensija
休止	pauze
高知	koči
メキシコ	meksikas
メキシコ	meksika
メキシコ	meksikas
メキシコ	meksikā
フォード	fords
フォード	ford
福祉	labturība
福祉	labklājība
レポート	ziņot
レポート	ziņojums
レポート	ziņojumi
レポート	pārskati
レポート	ziņojumi
要素	elementi
要素	elementa
要素	elements
要素	elementam
要素	elementā
市町村	pašvaldībām
市町村	pašvaldības
市町村	municipalitātes
市町村	novads
市町村	pašvaldība
平日	darbdienās
地図	kartē
地図	karte
地図	kartes
ブリ	bri
違反	pārkāpums
違反	pārkāpumi
違反	uzbrucēji
衛星	pavadonis
衛星	satelītu
性能	sniegums
性能	veiktspēja
カメラ	fotoaparāta
カメラ	kamera
カメラ	fotoaparātu
カメラ	kameru
カメラ	kamerām
カメラ	kameras
役割	loma
役割	lomu
役割	lomas
十分	pietiek
十分	pietiekami
十分	pietiks
ティー	tējas
改良	uzlabojumi
改良	uzlaboti
改良	uzlabota
改良	uzlabots
改良	uzlabojies
ワイド	plašs
ワイド	plaša
講師	lektors
講師	instruktoru
講師	instruktors
ルイ	luiss
ルイ	luis
ルイ	rui
ルイ	luī
曖昧	neskaidra
曖昧	neskaidrs
曖昧	nenoteikts
曖昧	neskaidrību
録音	ierakstīšana
録音	reģistrēšana
録音	ierakstīšanas
録音	reģistrācija
サブ	apakš
ニッポン	nippon
読み	lasi
読み	lasīt
指名	izvirzīšanas
指名	nominācijas
指名	izvirzīšana
指名	nomināciju
冒険	piedzīvojumu
冒険	piedzīvojums
冒険	piedzīvojumi
冒険	piedzīvojumiem
冒険	piedzīvojumi
コレクション	kolekcijas
コレクション	savākšanas
コレクション	kolekcijas
コレクション	vākšana
コレクション	savākšana
コレクション	kolekcija
犯罪	noziedzību
犯罪	noziegumi
犯罪	noziegums
犯罪	noziedzība
大陸	kontinents
大陸	kontinentos
大陸	kontinentiem
バイパス	apiet
画面	ekrāns
医師	ārsts
医師	ārstam
医師	ārsti
医師	ārsti
医師	ārsts
国会	parlaments
国会	diēta
インタビュー	intervijas
インタビュー	intervijā
インタビュー	interviju
インタビュー	intervija
インタビュー	intervijas
ワシントン	vašingtonas
マガジン	žurnāls
マガジン	magazine
生命	life
生命	dzīve
生命	dzīvi
生命	dzīvība
執行	izpilde
コミュニティ	kopienas
コミュニティ	kopienu
コミュニティ	kopienas
コミュニティ	kopiena
弁護士	juristi
弁護士	advokāti
弁護士	jurists
弁護士	advokātu
弁護士	advokāts
弁護士	advokāta
危険	bīstamas
危険	bīstams
危険	bīstama
危険	bīstamā
危険	bīstami
危険	briesmas
危険	draudi
健康	veselīgi
健康	veselīga
健康	veseli
健康	veselīgs
健康	veselības
健康	veselību
健康	veselība
愛媛	ehimes
設備	ērtības
わか	waka
価格	cenas
価格	cenas
価格	cena
価格	cenu
アニメーション	animācijas
アニメーション	animācija
アニメーション	animācijas
対立	konflikts
対立	konflikti
参考	atsauces
参考	atsauce
香川	kagavas
工学	inženierijas
工学	inženierijas
タン	tan
母親	mātes
母親	mātēm
母親	māte
母親	mātes
ベン	bens
ベン	ben
専攻	majors
ドア	durvju
ドア	durvis
ドア	durvis
数学	matemātika
数学	matemātikas
数学	matemātika
信号	signālus
信号	signāli
信号	signāls
信号	signālu
ドン	dons
ドン	don
ダイレクト	tiešā
ダイレクト	tiešs
ダイレクト	tiešais
ダイレクト	direct
ダイレクト	tieša
審議	apspriede
あまり	nedaudz
ゴール	mērķi
ゴール	mērķus
ゴール	mērķis
金融	finansējums
金融	finanses
金融	finanšu
スウェーデン	zviedrija
ミス	garām
ミス	pietrūkst
ミス	miss
ミス	jaunkundze
ロバート	roberts
周囲	perimetrs
周囲	perimetru
動画	video
動画	video
わら	salmi
広告	reklāmas
広告	reklāma
広告	sludinājums
ユダヤ	jūdeja
佐賀	saga
実行	darbināt
実行	izpildīt
実行	izpilda
実行	izpilde
始める	sākt
始める	palaist
始める	sākums
始める	starts
始める	sākam
始める	sākt
入口	ieeja
チャンピオン	čempions
チャンピオン	čempioni
日記	dienasgrāmatas
日記	žurnāli
日記	dienasgrāmata
日記	dienasgrāmata
日記	dienasgrāmatu
日記	dienasgrāmatas
セル	šūna
セル	šūnām
セル	elementi
セル	šūnas
有効	aktivizēta
有効	ieslēgts
有効	ieslēgti
有効	aktivizēts
有効	ieslēgta
有効	ļāva
有効	derīgs
有効	derīga
有効	derīgi
有効	spēkā
フラン	franku
フラン	frena
歌詞	teksti
歌詞	lyrics
サイ	degunradzis
サイ	degunradži
サイ	degunradzis
パワー	power
パワー	jaudas
パワー	jauda
パワー	vara
アーティスト	mākslinieku
アーティスト	māksliniekiem
アーティスト	izpildītāji
アーティスト	mākslinieki
アーティスト	izpildītājs
アーティスト	māksliniece
アーティスト	mākslinieks
食品	pārtika
食品	ēdiens
サポート	atbalstīt
サポート	atbalstu
サポート	atbalsts
サポート	atbalsta
午後	pēcpusdienā
午後	pēcpusdienas
午後	pēcpusdiena
ステーション	stacija
ステーション	stacijā
ステーション	stacijas
戦艦	bruņukuģis
騎士	zirdziņš
騎士	bruņinieku
音声	balsi
音声	balss
音声	audio
音声	runā
音声	runu
音声	runas
音声	runa
うた	uta
遺産	mantojums
遺産	mantojuma
権利	tiesības
トロ	toro
学習	iemācījies
学習	mācīšanās
学習	mācies
学習	mācīties
バンク	banka
スコア	score
スコア	punkti
スペース	atstarpes
スペース	telpas
スペース	telpa
スペース	kosmoss
四国	šikoku
潜水艦	zemūdens
潜水艦	zemūdeņu
潜水艦	zemūdenes
人生	life
人生	dzīve
人生	dzīvi
人生	dzīvība
証券	vērtspapīri
証券	vērtspapīrus
ウェブサイト	mājaslapa
ウェブサイト	mājaslapā
コピー	kopēt
コピー	kopiju
コピー	eksemplārs
コピー	kopija
コピー	kopijas
コピー	eksemplāri
コピー	kopē
コピー	kopēšana
コピー	kopēšanas
ステークス	likmes
エピソード	epizodes
エピソード	epizode
エピソード	epizodi
イラスト	ilustrācijas
イラスト	ilustrācija
すでに	jau
収容	apņēmība
収容	apņemšanās
収容	saistības
収容	aizturēšanas
収容	aizturēšana
希望	cerības
希望	cerību
希望	cerības
希望	ceru
希望	cerība
マリア	marija
航空機	lidmašīnas
航空機	lidaparāti
ジェイ	sīlis
マシン	mašīna
練習	prakse
練習	praksi
練習	trenēties
ソフトウェア	programmatūru
ソフトウェア	programmatūra
ソフトウェア	programmatūrai
ソフトウェア	programmatūras
燃料	kurināmais
燃料	degviela
燃料	degvielas
燃料	kurināmais
燃料	degvielas
再生	atskaņošanas
再生	rehabilitācija
再生	rehabilitācijas
古い	vecā
古い	veca
古い	veci
古い	vecs
撤退	atkāpties
撤退	atsaukšana
撤退	atsaukšanu
撤退	izstāšanās
撤退	anulēšana
領域	teritorija
領域	platība
領域	apgabals
領域	laukums
司令官	kapteinis
司令官	komandiera
司令官	komandieris
司令官	komandieri
防御	aizstāvība
防御	aizsardzība
防御	aizstāvība
防御	aizsardzība
防御	aizsardzības
歴代	secīgi
歴代	secīgas
天使	eņģeļi
天使	eņģelis
無料	bezmaksas
無料	brīva
無料	free
無料	brīvs
教室	klasē
ビジネス	uzņēmumi
ビジネス	bizness
ビジネス	uzņēmējdarbība
ジャンプ	lec
ジャンプ	nolec
友人	draugs
ソウル	seulas
ソウル	dvēseli
ソウル	dvēsele
期待	gaidas
期待	cerības
期待	gaidas
期待	paredzamais
期待	gaidīts
期待	paredzamo
傾向	tendence
自転車	velo
自転車	velosipēdi
自転車	velosipēdus
自転車	velosipēdi
自転車	velosipēdiem
自転車	velosipēdu
自転車	velosipēds
自転車	riteni
自転車	velosipēda
自転車	velosipēds
自転車	velosipēdu
動き	kustības
銀河	galaxy
困難	grūtības
困難	grūtības
モンスター	briesmonis
供給	piegāde
供給	piedāvājums
供給	apgāde
アカウント	konts
アカウント	konti
アカウント	pārskati
記憶	atmiņa
記憶	atmiņas
フィルム	plēve
フィルム	filma
フィルム	plēves
ロケット	raķešu
ロケット	raķete
早稲田	waseda
低い	zema
低い	zemā
低い	mazs
低い	zems
まとめ	kopsavilkums
解決	atrisināt
兵器	ieročus
兵器	ieroči
はい	jā
北京	pekinas
北京	pekinā
北京	pekinas
引用	citāts
引用	citātiem
引用	citāts
サイド	pusē
サイド	side
トリ	torija
原則	principi
ラブ	mīlestība
ラブ	mīli
ラブ	love
ラブ	mīla
ラブ	mīlu
株式	akcijas
株式	krājums
株式	krājumi
株式	krājumu
信頼	uzticību
信頼	pārliecība
信頼	uzticība
信頼	uzticēšanās
信頼	uzticēties
信頼	uzticēšanās
信頼	uzticība
信頼	uzticību
信頼	ticu
信頼	uzticamo
信頼	uzticama
信頼	uzticams
分析	analizē
分析	analizēt
分析	analīzes
分析	analīzi
分析	analīze
収入	ienākumi
収入	ienākumi
収入	ieņēmumi
収入	ienākumus
収入	ienākums
収入	ienākuma
収入	ienākumi
収入	ieņēmumi
ベルリン	berlīnē
ベルリン	berlīne
ベルリン	berlīnes
ベルリン	berlin
流れる	plūst
惑星	planēta
惑星	planētas
惑星	planētu
惑星	planētas
同時	vienlaikus
同時	vienlaicīga
中野	nakano
ルイス	luiss
ルイス	lūiss
ルイス	luiss
ルイス	luis
目標	mērķi
目標	mērķus
裁判所	tiesa
裁判所	palāta
裁判所	tiesām
裁判所	tiesas
計算	aprēķini
計算	aprēķins
計算	aprēķināšana
計算	aprēķins
計算	aprēķināšana
計算	aprēķina
計算	aprēķināt
計算	aprēķināšana
自治	autonomiju
自治	autonomijas
自治	autonomija
バイ	bye
バイ	atā
テスト	testa
テスト	tests
テスト	pārbaude
テスト	testi
テスト	pārbaudes
テスト	testus
テスト	testēšana
テスト	testēšanas
意識	apziņa
意識	samaņas
意識	apzinoties
物質	vielai
物質	viela
許可	atļauja
許可	atļaut
許可	atļauj
許可	pieļaut
許可	atļaut
許可	atļauja
許可	atļaujas
回復	atgūtu
回復	atgūst
回復	atgūt
回復	atveseļoties
回復	atgūšanās
回復	atveseļošanās
回復	atveseļošanas
回復	atgūšana
回復	reģenerācija
回復	atgūt
画家	gleznotājs
中止	pārtraukt
拡張	paplašināta
拡張	paplašinātas
拡張	pagarināts
拡張	paplašināts
拡張	paplašinātā
拡張	paplašinājumi
書籍	grāmatas
大きい	lielie
大きい	liels
大きい	lielas
大きい	lieli
大きい	liela
大きい	lielā
大きい	liels
大きい	lielais
大きい	lieli
大きい	liela
大きい	lielā
ハート	sirds
ハート	heart
ハート	hart
メン	vīriešiem
メン	vīri
メン	vīrieši
治療	terapija
治療	terapijā
治療	terapiju
治療	terapijai
治療	terapija
治療	ārstēšana
治療	apstrāde
固定	fiksācijas
固定	fiksēti
固定	fiksēta
固定	noteikta
固定	fiksēts
マイケル	maikls
マイケル	michael
観客	skatītājiem
観客	skatītāji
観客	skatītāju
観客	auditorija
観客	skatītājiem
観客	auditorijas
観客	publika
観客	skatītāji
観客	auditorija
免許	licences
免許	licence
装甲	bruņas
装甲	bruņas
寺院	templi
占領	aizņem
占領	aizņemtas
占領	profesija
占領	nodarbošanās
占領	okupācijas
青春	jaunatne
青春	jaunieši
青春	jaunība
出現	parādīšanās
出現	izšķilšanās
背景	fons
背景	fona
比較的	salīdzinoši
比較的	salīdzinoši
比較的	relatīvi
比較的	samērā
準備	pagatavošana
準備	preparāts
準備	sagatavošana
準備	gatavošanās
準備	sagatavošanās
準備	sagatavošana
準備	sagatavo
準備	sagatavoties
準備	sagatavot
準備	gatavoties
アート	māksla
アート	art
規格	standartos
規格	standartus
規格	standarti
スイス	šveice
スイス	šveicē
スイス	šveices
除去	eliminācija
除去	izvadīšana
除去	likvidēšana
除去	izņemšanas
除去	pārcelšanās
除去	noņemšana
除去	izņemšana
形状	formas
形状	forma
シアター	teātrī
知事	vadītāji
知事	regulators
知事	gubernators
崩壊	sabrukumu
崩壊	sabrukums
崩壊	sabrukuma
崩壊	krišanās
崩壊	sabrukšanas
最新	jaunākie
最新	jaunāko
最新	jaunākās
最新	jaunākais
キリスト教	kristians
キリスト教	kristiešu
キリスト教	kristiāns
キリスト教	kristietība
交渉	sarunas
交渉	pārrunas
交渉	sarunas
普及	izplatīšana
マスター	kapteinis
マスター	meistars
マスター	saimnieks
アナ	ana
アナ	anna
最近	nesenā
最近	nesen
最近	nesen
無期限	nenoteikts
インターチェンジ	apmaiņa
インターチェンジ	apmaiņas
インターチェンジ	apmaiņā
整理	uzkopšanas
整理	sakopšana
アウト	ārā
アウト	out
付属	grupētas
協定	vienošanās
協定	nolīgumu
協定	nolīgums
協定	vienošanās
協定	līgumi
スクール	skola
スクール	skolas
スクール	skolu
スクール	skolā
推定	pieņēmums
推定	aprēķināts
山崎	jamadzaki
協議	konsultācijas
協議	apspriešana
協議	apspriedes
吸収	uzsūkšanās
吸収	absorbcija
吸収	absorbciju
ダウン	leju
ダウン	lejā
ダウン	lejup
前田	maeda
処分	likvidēšana
処分	iznīcināšana
大佐	pulkvedis
ブック	grāmata
ブック	grāmatiņa
ブック	grāmatu
軍団	korpuss
遺跡	drupas
ケイ	kay
アクション	rīcība
アクション	darbības
検証	pārbaudīt
検証	pārbauda
検証	pārbaude
検証	apstiprināt
検証	apstiprināšana
上野	ueno
認識	atzīšana
認識	atzinība
逮捕	arests
逮捕	apcietināšanas
逮捕	arestēts
逮捕	arestēti
逮捕	apcietināts
逮捕	aresti
オフ	nost
オフ	off
オフ	izslēgts
金属	metāla
金属	metāls
金属	metāli
トーク	runāt
バラ	rozes
バラ	roze
消防	ugunsdzēšanas
消防	ugunsdzēsības
拒否	kritums
拒否	atteikties
拒否	atsaka
拒否	atteikt
拒否	atteikums
拒否	liegt
拒否	noliegt
拒否	noliedz
拒否	noraidīt
拒否	noraida
ボス	priekšnieks
ボス	boss
戦略	stratēģijas
戦略	stratēģija
ゴールデン	golden
ゴールデン	zelta
クロス	krustu
クロス	krusta
クロス	krusts
興行	mūziķe
興行	sniegums
興行	veiktspēja
スケート	slidām
解除	atcelšana
解除	anulēšana
関数	amats
関数	funkcija
関数	funkcijas
負傷	ievainots
ルス	luz
ソビエト	padomju
中島	nakadžima
ガール	meitiņa
ガール	meitene
ガール	meitenei
フランク	frenks
ハンガリー	ungārija
職員	darbinieka
職員	darbinieks
職員	personāls
職員	amatpersona
職員	ierēdnis
ポート	ostas
ポート	portu
ポート	ostā
ポート	osta
ポート	ostām
ポート	pieslēgvietas
ポート	ostas
検査	izskatīšana
検査	apskate
検査	pārbaude
検査	inspekcija
検査	inspekcijas
ホワイト	balti
ホワイト	balta
ホワイト	balts
ホワイト	baltais
ホワイト	baltā
中華人民共和国	ķtr
ミックス	jaukti
ミックス	jauktie
ミックス	jaukts
ミックス	sajaukts
ミックス	jaukta
ミックス	samaisa
ミックス	maisījums
ミックス	mix
資金	fondi
質問	jautājums
質問	jautājumu
質問	jautājumi
閉鎖	slēgšanas
閉鎖	slēgšanu
閉鎖	aizvēršana
閉鎖	slēgšana
演劇	teātrī
演劇	teātris
演劇	teātra
言及	pieminēts
言及	minēt
言及	pieminēt
言及	pieminēts
言及	minēts
言及	pieminēja
言及	minēta
言及	piemin
ギリシャ	grieķijā
ギリシャ	grieķija
金曜日	piektdienas
金曜日	piektdienā
金曜日	piektdiena
金曜日	piektdienās
ライフ	life
ライフ	dzīve
ライフ	dzīvi
ライフ	dzīvība
否定	liegt
否定	noliegt
否定	noliedz
否定	noliegšana
否定	noliegums
大使	vēstnieks
大使	vēstnieku
広場	kvadrātveida
広場	laukumā
ビッグ	liels
ビッグ	lielais
ビッグ	lieli
ビッグ	liela
ビッグ	lielā
ヤング	jauni
ヘンリー	henrijs
常に	vienmēr
爆発	sprādziens
売上	noiets
売上	pārdošana
モスクワ	maskava
モスクワ	maskavas
モスクワ	maskavā
重複	dublikāts
重複	pārklājas
重複	pārklāšanās
さくら	sakura
概念	jēdziens
概念	koncepciju
概念	koncepcija
概念	koncepts
概念	jēdzieni
概念	koncepcijas
パート	daļa
危機	krīzes
危機	krīze
危機	krīzes
ドライバー	vadītāji
ドライバー	autovadītāji
ドライバー	vadītājiem
ドライバー	šoferi
ドライバー	vadītājs
ドライバー	autovadītājs
ドライバー	vadītāja
ドライバー	šoferis
裁判	izmēģinājums
裁判	pētījums
裁判	prāva
裁判	pētījumā
巨人	giganti
巨人	milzu
トーナメント	turnīrs
北東	ziemeļaustrumu
エース	ake
エース	ace
アクセス	piekļūt
アクセス	pieeja
アクセス	piekļuve
アクセス	pieejas
アクセス	piekļūst
安定	stabilitāte
安定	stabilitāti
安定	stabila
安定	stabils
安定	stabilas
安定	stabili
安定	stabilu
調整	korekcijas
調整	pielāgojumi
調整	pielāgojumus
調整	pielāgojums
調整	regulēšana
調整	korekcija
調整	koriģēšana
調整	pielāgošana
調整	pielāgot
調整	noregulēt
調整	koriģēt
調整	koriģē
調整	koordinācija
調整	saskaņošana
調整	koordinēšana
中世	viduslaiku
不足	deficīts
不足	trūkums
不足	iztrūkums
解釈	interpretācijas
解釈	interpretācijas
解釈	interpretāciju
解釈	interpretācijā
解釈	interpretēt
解釈	interpretācija
根拠	pamats
根拠	pamatojums
買収	pārņemšanas
買収	pārņemšana
買収	iegāde
買収	iegūšana
買収	iegādi
募集	darbā
ホームページ	mājaslapa
ホームページ	mājaslapā
プレイ	atskaņot
プレイ	play
プレイ	spēlē
プレイ	spēlēt
ビット	bitu
ビット	bitiem
ビット	sīkumi
ビット	biti
日曜日	svētdienas
日曜日	svētdienās
日曜日	svētdien
日曜日	svētdienā
日曜日	svētdienu
日曜日	sunday
日曜日	svētdiena
注目	uzmanību
注目	uzmanība
注目	uzmanības
国王	king
国王	karalis
国王	ķēniņš
分布	sadalījums
分布	sadale
分布	izplatība
分布	izplatīšanās
分布	sadales
分布	izplatīšana
太田	ota
パス	ceļš
パス	takas
パス	ceļi
パス	padod
ミュージシャン	mūziķis
ミュージシャン	mūziķi
リーダー	lasītājiem
リーダー	lasītāji
リーダー	vadītājs
リーダー	vadonis
リーダー	līderi
リーダー	leader
リーダー	līderis
リーダー	lasītājs
与える	iedot
与える	dod
与える	dot
与える	dodiet
ファイナル	galīgais
ファイナル	galīgo
ファイナル	gala
ファイナル	galīgā
コモ	komo
ポルトガル	portugālē
ポルトガル	portugāle
高度	augstums
高度	augstumā
テニス	tenisa
ゆき	juki
結合	obligācija
結合	obligācijas
知識	zināšanas
ライセンス	licences
ライセンス	apliecība
ライセンス	licence
ライセンス	licences
ライセンス	licence
ライセンス	licencēts
ライセンス	licencēta
ライセンス	licencēti
メール	pasta
メール	pasts
赤い	sarkani
赤い	sarkano
赤い	sarkana
赤い	sarkanais
赤い	sarkans
赤い	sarkanā
クリア	skaidra
クリア	skaidri
クリア	skaidrs
クリア	dzidrs
実績	sasniegtais
実績	sasniegumi
実績	sasniegumiem
実績	sasniegšanas
実績	sasniegšanu
実績	sasniegums
実績	sasniegumu
実績	sasniegšana
アリ	skudra
アリ	ari
アリ	skudru
アリ	ali
バスケットボール	basketbola
バスケットボール	basketbols
バスケットボール	basketball
繰り返し	atkārtota
繰り返し	atkārtoti
繰り返し	atkārtots
繰り返し	atkārtot
繰り返し	atkārtots
繰り返し	atkārto
繰り返し	atkārtošanās
繰り返し	atkārtošana
繰り返し	atkārtošanos
新規	jauna
新規	jaunums
新規	jauni
新規	jauns
新規	jaunais
新規	jaunas
閲覧	pārlūkot
閲覧	pārlūkošanas
土曜日	sestdienu
土曜日	sestdienas
土曜日	sestdienā
土曜日	sestdien
土曜日	sestdiena
土曜日	sestdienas
端末	termināla
端末	termināli
端末	termināļa
端末	termināļi
端末	termināli
トヨタ	toyota
ヤン	jan
ヤン	jans
上昇	celšanās
事情	apstākļi
都道府県	prefektūrās
都道府県	prefektūras
都道府県	prefektūra
都道府県	valsts
都道府県	štats
隊長	kapteinis
隊長	kapteini
悪魔	velns
悪魔	dēmons
規制	regulēšana
規制	regula
規制	regulējums
規制	reglamentēta
規制	regulēta
規制	regulēts
オペラ	opera
オペラ	operas
カイ	kai
みんな	ikviens
みんな	visi
みんな	visiem
みんな	džeki
みんな	puiši
みんな	veči
ディレクター	direktora
ディレクター	direktors
ディレクター	direktore
ディレクター	režisors
判決	sprieduma
判決	spriedums
判決	spriedumu
駐車	stāvvieta
駐車	stāvvietas
女王	dāma
女王	karaliene
女王	queen
女王	karalienes
木曜	ceturtdien
木曜	ceturtdiena
修了	pabeigšana
修了	pabeigšanas
合成	sintētisks
合成	sintētiskais
合成	sintētiski
合成	sintētisko
合成	sintētiska
合成	sintētiskie
合成	sastāvs
合成	sintēze
合成	sintēzi
ミン	min
ローズ	roze
島根	simanes
数字	numuri
数字	skaitļi
提示	uzrādīts
上海	šanhajas
侵攻	iebrukums
侵攻	iebrukumiem
国旗	karogs
国旗	karoga
国旗	karogi
人類	cilvēci
人類	cilvēce
人類	cilvēcei
人類	cilvēce
現象	parādības
現象	fenomens
現象	parādība
二つ	divas
二つ	divus
二つ	divi
証明	jāpierāda
証明	pierādīt
証明	pierādījumu
証明	pierādījumi
証明	pierādījums
祭り	festivāls
祭り	svētki
祭り	svētki
祭り	festivālos
ジェームズ	džeimss
ジェームズ	džeims
ゴールド	zeltā
ゴールド	zelta
ゴールド	zelts
社員	darbinieka
社員	darbinieks
社員	nodarbinātie
社員	darbinieki
村上	murakami
エア	gaiss
原子力	kodolenerģijas
原子力	kodolenerģija
アイルランド	īrija
アイルランド	īrijā
ボタン	pogas
ボタン	poga
ボタン	pogu
プロフィール	profilu
プロフィール	profila
プロフィール	profils
プロフィール	profili
仏教	budisms
仏教	budistu
ストリート	iela
ストリート	ielām
ストリート	ielās
ストリート	ielas
強制	obligāta
