benito	benito
banca	lavice
banca	lavičce
llars	domácností
llars	domácnosti
gall	kohout
desnivell	sklon
desnivell	svahu
aristocràcia	aristokracie
piscina	kulečník
piscina	bazén
atles	atlas
imdb	imdb
allegro	allegro
clars	jasné
clars	jasný
clars	čistý
clars	vyčistit
acusats	obžalovaní
nuevo	nuevo
artesans	řemeslníci
suplent	náhradník
suplent	alternativní
gehrels	gehrels
participacions	akcie
participacions	podíly
participacions	sdílení
marató	maraton
ànimes	duší
ànimes	duše
cec	slepý
cec	slepé
cec	slepá
secretària	sekretářka
secretària	tajemník
feliç	šťastný
feliç	radost
feliç	šťastná
feliç	happy
distribuïts	distribuován
localitzar	lokalizovat
marino	marino
madame	madam
madame	madame
emigració	emigrace
multimèdia	multimediální
creades	vytvořené
creades	stvořil
creades	vytvořeno
creades	vytvořil
creades	vytvořena
creades	vytvořen
fosfat	fosfátu
ipa	npp
enclavament	enkláva
ferrara	ferrara
mag	kouzelník
mag	mág
mag	mag
act	jednat
act	čin
act	akt
act	dějství
autobusos	autobusy
ovelles	ovečky
ovelles	ovčí
ovelles	ovce
confirma	potvrzuji
confirma	potvrzení
confirma	potvrdit
mariner	námořník
adjacent	sousední
adjacent	přilehlé
matilde	matilda
gloria	glorie
gloria	glorii
gloria	gloria
logotip	logo
logotip	loga
infinit	nekonečná
infinit	nekonečné
infinit	nekonečný
infinit	nekonečno
infinit	nekonečna
infinit	nekonečno
jason	jason
guerrer	bojovnice
guerrer	bojovníka
guerrer	válečník
guerrer	bojovník
purament	čistě
purament	ryze
revestiment	povlaku
revestiment	potah
pineda	pineda
comandants	velitelé
perfecta	dokonalá
perfecta	perfektní
perfecta	dokonalý
charlotte	charlotte
actualització	aktualizace
actualització	aktualizovat
rectes	rovné
rectes	rovně
rectes	přímo
cromosoma	chromozom
diccionaris	slovníky
predominant	převládající
coca	koks
coca	kokain
coca	cola
coca	coca
inundacions	povodně
inundacions	záplavy
sanz	sanz
salts	potápění
salts	skáče
salts	skočí
salts	skoky
groeneveld	groeneveld
gregorio	gregorio
zur	zur
milícia	milice
helen	helena
helen	helen
sergent	seržant
narrador	vypravěč
ambulància	sanitka
ambulància	ambulance
excavació	vykopávky
barons	baroni
legions	legie
kosovo	kosova
kosovo	kosovu
kosovo	kosovo
emès	emitované
emès	vydané
emès	vydaná
emès	vydáno
emès	vydaný
gots	góty
vaca	kráva
econòmicament	ekonomicky
econòmicament	hospodářsky
sebastián	sebastian
sebastián	sebastiana
ciment	cementu
ciment	cement
cadira	židle
cadira	židli
cadira	křeslo
transbordador	trajekt
làser	laserem
làser	laser
làser	laserové
claudio	claudio
coloració	zbarvení
coloració	barvení
progressiva	postupné
progressiva	progresivní
quaderns	sešity
libro	libro
evita	evita
adhesió	členství
fum	kouř
fum	kouřit
fum	dým
niu	hnízdo
niu	hnízda
equivalents	ekvivalenty
consolat	konzulát
consolat	konzulátu
neoclàssic	neoklasické
masters	masters
masters	mistři
masters	mistrů
masters	mistry
wallace	wallace
amos	amos
amos	masters
amos	mistři
amos	mistrů
amos	mistry
pretendent	nápadník
peó	pěšák
comissionat	komisař
comissionat	komisaře
comissionat	komisaři
dotzena	dvanácté
significatius	významná
significatius	značná
significatius	významné
significatius	významný
mon	mon
erosió	eroze
verona	verona
sabor	chuť
sabor	příchuť
sabor	chuť
civilitzacions	civilizace
hugh	hugh
lara	lara
butaca	křeslo
simpson	simpsonová
simpson	simpson
implementació	implementace
implementació	provedení
implementació	provádění
implementació	realizace
guido	guido
robinson	robinson
cabells	vlasy
cabells	vlasů
cabells	srst
cabells	chlupy
bemoll	plochý
bemoll	byt
bemoll	ploché
bemoll	plochá
arturo	arturo
divuit	osmnáct
bobby	bobbyho
bobby	bobby
consonant	souhláska
revelació	zjevení
revelació	odhalení
estrasburg	štrasburku
hort	sadu
hort	sad
inventar	vymyslet
raúl	raúl
horda	hordy
complutense	complutense
ajuntaments	obce
ajuntaments	obcí
adolfo	adolfo
gneu	gnaeus
budisme	buddhismus
cretaci	křídy
volant	létání
volant	létající
volant	lítání
sostingut	ostrý
sostingut	ostře
sostingut	ostré
sostingut	ostrá
bakr	bakr
oceans	oceány
oceans	oceánů
consorci	konsorcia
consorci	konsorcium
otan	nato
honda	honda
pastures	pastviny
pastures	pastviny
empat	kravata
empat	remíza
empat	kravatu
desena	desáté
desena	desátý
aguda	akutní
compatible	slučitelné
compatible	kompatibilní
pastors	pastýři
telecomunicacions	telekomunikace
morris	morris
morris	morrise
side	straně
side	strana
side	boční
side	side
consentiment	souhlas
pàdua	padova
charente	charente
paradís	ráje
paradís	ráj
paradís	paradise
caserna	kasáren
caserna	kasárnách
múltiple	násobek
laos	laosu
kara	kara
kara	karo
llegendari	legendární
fires	veletrzích
adaptada	přizpůsobené
adaptada	upravená
cristall	crystal
cristall	křišťálové
cristall	krystal
duo	dvojka
duo	duo
musa	múza
transparent	průhledné
transparent	průhledný
transparent	transparentní
olimpíada	olympiáda
martiri	mučednictví
acusacions	obvinění
acusacions	obviňování
auguste	auguste
potassi	draslíku
potassi	draslík
potassi	draselný
espiral	spirála
feminista	feministické
einstein	einstein
bitllets	vstupenky
bitllets	jízdenky
bitllets	lístky
bitllets	letenky
companya	společník
companya	společnice
warren	warrena
warren	warren
forçat	donutil
forçat	donucen
forçat	nucené
quars	křemen
quentin	quentin
garantia	záruční
garantia	záruku
garantia	záruka
garantia	garance
garantia	ručení
garantia	záruka
eficient	účinné
eficient	efektivní
trilogia	trilogii
tonalitat	hue
tonalitat	zbarvení
tonalitat	odstín
destacable	nevšední
destacable	pozoruhodný
destacable	pozoruhodná
destacable	pozoruhodné
electrodomèstics	spotřebiče
forjat	zfalšoval
palerm	palermu
mòduls	moduly
mòduls	modulů
sorprenent	překvapivé
sorprenent	překvapující
sorprenent	překvapivý
combatents	bojovníků
combatents	bojovníci
pedrera	lomu
pedrera	lom
remodelació	přestavba
nenes	dívky
nenes	holčičky
nenes	holky
nenes	děvčata
xbox	xbox
llenç	plátno
operatius	operační
operatius	operativní
operatius	provozní
atòmica	atomová
atòmica	atomové
atòmica	atomový
exiliat	exilu
compliment	soulad
compliment	dodržování
vladimir	vladimír
vladimir	vladimir
adolescent	teenager
mònaco	monaka
estalvis	úspor
estalvis	spoření
estalvis	úspory
vie	vie
erik	eriku
erik	erik
firma	podpis
diversa	rozmanité
diversa	různorodé
balcans	balkán
balcans	balkánu
conversa	konverzaci
conversa	rozhovor
conversa	konverzace
somnis	snů
somnis	sny
müller	müller
palmas	palmas
castilla	castilla
yusuf	yusuf
bari	barnatého
bari	bari
estratègies	strategie
heidelberg	heidelbergu
concedida	poskytnutá
concedida	udělené
concedida	uděleno
concedida	udělen
concedida	poskytnuta
adaptacions	přizpůsobení
adaptacions	adaptace
homo	homo
margarita	margarita
minories	menšiny
esprint	sprint
visigots	vizigóty
conducció	řízení
conducció	jízda
xocolata	čokoládové
xocolata	čokoládu
xocolata	čokolády
xocolata	čokoláda
xocolata	čokoládová
disposicions	ustanovení
rèptils	plazi
acompanya	doprovází
edita	úprava
edita	upravit
decoratius	dekorativní
noció	pojem
quintet	kvintet
descripcions	popisy
disminueix	snižuje
bossa	vak
bossa	pytel
bossa	tašku
bossa	taška
stark	starka
stark	stark
processador	procesor
nan	nan
württemberg	württembersko
capitalisme	kapitalismus
delegats	delegáti
ambientals	ekologické
ambientals	environmentální
ambientals	ekologická
springs	springs
springs	prameny
hispano	hispano
yuan	yuan
barbus	barbus
begudes	nápoje
begudes	nápoje
begudes	pití
challenge	výzvu
challenge	výzva
cilindres	válce
amants	milenci
amants	milenky
amants	milence
amants	milovníci
hàbit	zvyk
afer	aféra
derrotes	porážky
argila	hlína
argila	hlíny
argila	clay
tunis	tunisu
grossa	grossa
gremi	cech
prades	prades
dallas	dallasu
dallas	dallas
criminals	zločinci
immediat	okamžité
immediat	bezprostřední
immediat	okamžitá
immediat	okamžitý
viatgers	cestovatelé
viatgers	poutníci
patinatge	bruslení
dennis	dennis
dennis	denis
reims	reims
etimologia	etymologie
rotterdam	rotterdamu
panteó	pantheon
bàltic	baltského
ronald	ronald
ronald	ronalda
fórmules	vzorce
fórmules	vzorce
antàrtida	antarktidě
intèrprets	tlumočníků
intèrprets	umělci
pioners	pionýři
fossa	fossa
eddie	eddie
eddie	eddieho
sentits	smyslů
sentits	smysly
calent	horko
calent	sexy
calent	hot
calent	horké
bateries	baterie
bateries	baterky
montgomery	montgomery
trencat	rozbité
trencat	zlomený
trencat	rozbitý
trencat	zlomená
trencat	zlomené
aleix	alexios
coronada	korunován
comunisme	komunismus
comunisme	komunismu
irene	irena
irene	irene
satisfer	uspokojit
positius	kladný
positius	kladné
positius	pozitivní
strauss	strauss
cerro	cerro
fabricat	vyráběné
fabricat	vyrobené
fabricat	vyrobeno
fabricat	vyrobeny
fabricat	vyrobený
jacint	hyacint
rècords	záznamy
rècords	rekordy
rècords	desky
rècords	records
ecologia	ekologie
baltimore	baltimoru
baltimore	baltimore
nantes	nantes
plomes	peří
sistemàtica	systematické
sistemàtica	systematicky
tit	titus
brabant	brabant
combinacions	kombinace
colin	colin
colin	colina
colin	coline
llemosí	limousin
estructurals	strukturální
lliura	váhy
lliura	libra
lliura	libru
rita	ritu
rita	rita
cries	potomstvo
cries	potomků
cries	potomka
cries	potomci
cries	potomek
diocesà	diecézní
finalitats	účely
transformada	proměnit
simètrica	symetrické
simètrica	symetrické
wellington	wellington
frescos	čerstvé
frescos	fresh
frescos	svěží
frescos	čerstvý
frescos	čerstvá
admetre	přiznat
significatives	významná
significatives	značná
significatives	významné
significatives	významný
bush	křoví
bush	bush
bush	bushe
bush	keř
bush	bushova
defensiu	obranný
defensiu	obranná
defensiu	obranné
recompensa	odměna
recompensa	odměnou
recompensa	odměnu
romàntica	romantický
romàntica	romantika
romàntica	romantická
romàntica	romantik
romàntica	romantické
cavitat	dutiny
exactes	přesné
exactes	přesná
exactes	přesný
pardo	pardo
fontaine	fontaine
balduí	baldwin
salsa	omáčku
salsa	omáčka
nielsen	nielsen
mostrava	ukázal
mostrava	ukázala
granit	žuly
corredors	běžce
corredors	běžci
reorganització	reorganizaci
reorganització	reorganizace
negro	černoch
vinci	vinci
franca	franca
invertebrats	bezobratlých
iris	iris
harrison	harrisona
harrison	harrison
nicholas	nicholas
sastre	krejčí
retard	zpoždění
retard	zdržení
retard	prodlení
pascal	pascal
salzburg	salzburg
brooklyn	brooklyn
brooklyn	brooklynu
superioritat	nadřazenost
pipí	pepin
repeteix	opakovat
repeteix	opakuji
repeteix	smyčka
repeteix	smyčky
eusebi	eusebios
valeri	valerij
valeri	valeri
acceleració	zrychlení
continents	kontinenty
cohen	cohen
embarcacions	lodě
embarcacions	čluny
enciclopedia	enciclopedia
ravenna	ravenna
degà	deane
degà	děkan
degà	dean
glasgow	glasgow
disposades	domluvené
disposades	zařídil
vancouver	vancouveru
clube	clube
conquerit	dobyl
mixt	smíšená
mixt	smíšené
mixt	smíšený
abel	abel
mod	mod
copiar	kopírování
formals	formální
formals	formálně
caracas	caracasu
pelegrinatge	pouť
convocatòria	volejte
convocatòria	volání
convocatòria	zavolat
convocatòria	volat
bombai	bombaji
bombai	bombaji
anglo	anglo
direccions	směry
direccions	směr
cher	cher
escàndol	skandální
escàndol	skandál
escàndol	skandály
proveir	poskytovat
proveir	poskytnout
léon	léon
làmines	povlečení
làmines	listy
làmines	plechy
bucarest	bukurešti
concursos	soutěže
concursos	soutěže
ling	ling
blaus	blues
américa	américa
polinomi	polynom
espases	meče
reg	zavlažování
serbis	srbové
regal	dárek
regal	dar
seleccionat	vybrán
seleccionat	vybraná
seleccionat	vybráno
seleccionat	vybrané
seleccionat	vybraný
num	num
croat	chorvatské
yahya	yahya
diploma	diplom
metz	metz
wikidata	wikidata
matt	matt
matt	matta
tomé	tomé
batejat	pokřtěn
batejat	pokřtěn
abi	abi
sortides	výstupy
sortides	výstupů
sortides	východy
supervisió	dohled
supervisió	dozor
progressiu	postupné
progressiu	progresivní
bots	boti
poderosos	mocná
poderosos	mocný
poderosos	mocní
deep	hluboká
deep	hluboké
deep	hluboko
deep	hluboký
reflex	reflex
botó	knoflík
botó	tlačítko
plens	plné
plens	plný
plens	plná
ulster	ulster
calvo	plešatý
calvo	calvo
armand	armand
hampshire	hampshire
màntua	mantovy
seques	sušená
seques	sušený
seques	sušené
facultats	fakulty
veterans	veteránů
veterans	veterány
julián	julian
julián	juliana
julián	juliane
agut	treble
guàrdies	dozorci
guàrdies	strážní
guàrdies	stráže
bridge	most
bridge	můstek
bridge	bridge
vuitena	osmá
vuitena	osmé
vuitena	osmý
dijous	čtvrtek
baby	baby
baby	zlato
baby	dítě
baby	miláček
reyes	reyes
assignar	přidělit
assignar	přiřadit
mercader	obchodník
vestíbul	hala
vestíbul	lobby
nomenats	jmenovaný
nomenats	jmenované
nomenats	jmenován
gala	gala
cabana	chatě
cabana	chata
cabana	chaty
cabana	kabina
johns	johns
extensions	prodloužení
extensions	rozšíření
darmstadt	darmstadt
integrats	integrovaná
integrats	integrovaný
integrats	integrované
cilindre	válec
pesos	závaží
pesos	váhy
inquisició	inkvizice
ref	rozhodčí
celler	sklepení
celler	sklep
celler	sklepě
celler	vinařství
constança	constance
ploma	tužka
ploma	pen
ploma	pero
ploma	peří
ploma	pírko
angular	úhlové
oman	ománu
innovacions	inovace
continuat	pokračoval
continuat	pokračovalo
continuat	pokračovala
continuat	pokračování
nits	noci
nits	večery
nits	nocí
pendents	náušnice
donades	dáno
donades	dána
joão	joão
mani	mani
express	expres
express	express
express	vyjádřit
express	expresní
gov	gov
convencionals	konvenční
carnaval	karneval
yang	jang
yang	yang
cartells	plakáty
dominada	dominoval
ametlla	mandlové
ametlla	mandle
ornamental	okrasné
resurrecció	znovuzrození
resurrecció	vzkříšení
resurrecció	zmrtvýchvstání
obaga	umbrie
ucd	ucd
quadrangular	foursquare
denunciar	odsoudit
domèstic	domácí
teclats	klávesnice
teclats	klávesy
mill	mill
mill	mlýn
llavor	osiva
llavor	semena
llavor	semeno
llavor	osivo
armstrong	armstrong
sky	nebe
sky	obloha
sky	sky
sky	nebeský
reconstruït	přestavěl
esborrany	návrh
esborrany	koncept
esborrany	guma
esborrany	gumu
tesis	teze
tor	tor
ordena	seřadit
ordena	třídit
notari	notář
politècnica	polytechnické
grams	gramů
schneider	schneider
montfort	montfort
responsabilitats	odpovědnosti
responsabilitats	zodpovědnost
responsabilitats	povinnosti
responsabilitats	odpovědnost
plantacions	plantáže
subdivisió	dělení
subdivisió	pobočka
subdivisió	pobočky
subdivisió	větev
meyer	meyer
facilita	usnadňuje
exercit	vykonávané
localment	místně
localment	lokálně
tracció	trakční
incidents	incidenty
segells	razítka
segells	známky
lents	čočky
acad	akad
valent	statečná
valent	statečné
valent	statečný
convençut	přesvědčen
convençut	přesvědčil
feixista	fašistické
nòmades	nomádi
escalada	lezení
studios	studia
atributs	atributy
farmàcies	lékárny
eugène	eugène
berg	berg
resistents	rezistentní
resistents	odolná
banks	banks
banks	banky
banks	bankám
banks	bank
pensant	myšlení
pensant	přemýšlím
pensant	přemýšlení
mauritània	mauritánie
convocat	povolal
convocat	předvolán
discografia	diskografie
òptic	optické
òptic	optická
òptic	optický
ressonància	rezonance
embaràs	těhotenství
alegria	joy
alegria	radosti
alegria	radost
mineria	důlní
mineria	těžba
mineria	těžební
siena	siena
cromosomes	chromozomy
horts	sady
cristóbal	cristóbal
guerrero	guerrero
hegemonia	hegemonii
demandes	požadavky
cadascú	každý
cadascú	každé
cadascú	každá
divinitat	božství
divinitat	božstvo
judicis	zkoušky
alcaldes	starostové
grove	grove
grove	háj
apollo	apollo
plànol	rovina
plànol	letadlo
patates	brambory
patates	brambor
metabolisme	metabolismu
metabolisme	metabolismus
caos	chaosu
caos	chaos
hunter	hunter
hunter	lovec
jefferson	jefferson
obligacions	závazky
obligacions	povinnosti
cecília	cecilie
polo	polo
yes	ano
trento	trento
français	français
floyd	floyd
seients	sedadel
seients	sedadla
seients	sedačky
frau	podvod
frau	podvodník
frau	podvody
cantonades	rohy
llimona	citrón
llimona	lemon
llimona	citron
sentia	cítil
sentia	cítila
nervis	nervy
tolerància	toleranci
tolerància	tolerance
phoenix	fénix
phoenix	phoenixu
phoenix	phoenix
diables	ďáblové
abandonament	opuštění
suecs	švédi
autoria	autorství
born	narodil
born	narozena
born	narozen
amenaçat	vyhrožoval
amenaçat	vyhrožovali
definicions	definice
directori	adresář
neutrons	neutrony
funeral	pohřeb
funeral	pohřební
felicitat	spokojenost
felicitat	štěstí
rares	vzácný
rares	vzácné
rares	vzácná
jura	jura
subgrup	podskupiny
bonn	bonnu
plegat	složit
plegat	skládací
plegat	skládání
plegat	rozkládací
tallat	řez
tallat	střih
pronunciació	výslovnost
intencions	úmysly
intencions	záměry
estrets	průlivy
conill	králíček
conill	zajíc
conill	králík
navegador	prohlížeč
tia	buchta
tia	teta
tia	tety
tia	tetička
tia	teto
tia	tia
banco	banco
sedis	sedis
textura	textura
ismail	ismail
émile	émile
belgues	belgičané
fortificada	opevněné
trobant	nález
trobant	nalezení
júlia	julie
júlia	julii
júlia	julia
yves	yves
violació	znásilnění
administratius	správní
administratius	administrativní
heavy	těžká
heavy	těžké
heavy	těžký
fantasma	ghost
fantasma	přízrak
fantasma	duch
fantasma	duchu
fantasma	strašidlo
impedeix	brání
impedeix	zabraňuje
after	po
after	poté
judaisme	judaismus
cuir	kožené
cuir	kůže
vegas	vegas
peticions	žádosti
exacte	přesné
exacte	přesná
exacte	přesný
maximilià	maximilian
senadors	senátoři
àlies	alias
àlies	alias
àlies	přezdívky
valois	valois
huelva	huelva
mites	mýty
mites	mýtů
influents	vlivný
localitza	lokalizovat
cometa	kometa
iss	iss
nervi	drzost
nervi	nervy
nervi	nerv
conservats	zachovány
conservats	konzervované
detroit	detroitu
detroit	detroit
legítim	oprávněný
legítim	legitimní
santi	santi
perdó	odpuštění
cruïlla	junction
cruïlla	křižovatka
serguei	sergej
harvey	harveyho
harvey	harvey
julian	julian
julian	juliana
julian	juliane
batallons	armády
théâtre	théâtre
icona	ikonu
icona	ikona
icona	ikony
electró	elektron
disputada	sporné
disputada	sporná
combinada	kombinovaný
combinada	kombinovaná
combinada	kombinované
arkansas	arkansasu
horitzó	horizont
horitzó	obzoru
assetjada	obležení
racional	racionální
racional	racionálně
obligatori	povinně
obligatori	povinné
obligatori	povinná
obligatori	povinný
autobús	bus
autobús	autobus
autobús	autobusem
autobús	autobusy
transmet	přenáší
congost	rokle
fàrmacs	léky
fàrmacs	drogy
dimoni	čert
dimoni	ďábel
dimoni	démon
brava	brava
criticar	kritizovat
philadelphia	philadelphie
philadelphia	filadelfie
philadelphia	philadelphii
creadors	tvůrců
creadors	tvůrci
fòssil	fosilních
fòssil	fosilní
lucre	zisk
lucre	zisku
lucre	výdělek
académie	académie
sintaxi	syntaxe
mandíbula	čelist
mandíbula	čelisti
soto	soto
autèntica	závazné
terços	třetiny
leningrad	leningradu
ombres	stíny
constitucions	ústavy
administrar	spravovat
entusiasme	nadšení
assumeix	předpokládá
físicament	fyzicky
físicament	tělesně
físicament	fyzikálně
terrible	strašné
terrible	strašný
atletes	sportovci
atletes	sportovce
emocions	emoce
pobladors	osadníci
pib	hdp
hubert	hubert
veterinari	veterináři
veterinari	veterinář
veterinari	veterinář
finalitza	končí
finalitza	dokončit
gabon	gabonu
orella	uši
orella	ucha
orella	ouška
orella	ušní
orella	ucho
chan	chan
mason	masona
mason	mason
benín	benin
championship	mistrovství
championship	šampionát
amagat	skryto
amagat	skrytý
amagat	ukrytý
amagat	skrytá
amagat	skryté
suaus	měkký
suaus	měkká
suaus	jemné
suaus	měkké
subtropicals	subtropické
pce	pce
rex	rex
vita	vita
teràpia	terapie
teràpia	terapii
compilació	sestavování
compilació	sestavení
nòrdic	severské
stade	stade
yale	yale
boris	boris
bey	bey
boles	míče
boles	míčky
boles	koule
decisiu	rozhodná
decisiu	rozhodný
decisiu	rozhodné
decisiu	rozhodující
hotels	hotelů
hotels	hotely
custòdia	vazbě
custòdia	opatrovnictví
calàbria	kalábrie
