可疑	不審
藝術品	美術
頭盔	ヘルメット
頭盔	ヘルメット
飽和	飽和
飽和	彩度
飽和	飽和
異形	エイリアン
異形	エイリアン
同學會	同窓会
同學會	再会
畫廊	ギャラリー
畫廊	ギャラリー
耕作	農業
英特爾	intel
籃	バスケット
籃	かご
稅務	租税
稅務	租税
稅務	税金
稅務	税金
哥倫布	コロンブス
西瓜	スイカ
印章	切手
印章	スタンプ
印章	アザラシ
印章	封印
印章	印章
印章	シール
印章	押印
丸子	ボール
永生	不老不死
迷信	迷信
負荷	読み込む
負荷	ロード
負荷	読み込み
威士忌	ウィスキー
威士忌	ウイスキー
威士忌	ウィスキー
威士忌	ウイスキー
靜態	スタティック
熱火	ヒート
土豆	ポテト
土豆	ジャガイモ
土豆	じゃがいも
土豆	じゃがいも
土豆	ジャガイモ
土豆	ポテト
塗鴉	グラフィティ
塗鴉	落書き
蜱	ダニ
蜱	tick
收縮	陣痛
收縮	縮小
收縮	収縮
美援	usaid
彈簧	スプリング
公示	広報
公示	宣伝
自制	手作り
自制	自家製
鎧甲	アーマー
鎧甲	装甲
丸山	丸山
忠實	忠実
豬肉	豚肉
豬肉	ポーク
狹義	狭い
中風	ストローク
馬尾	ポニーテール
崇高	尊い
飛躍	飛躍
均勻	ユニフォーム
均勻	制服
未遂	未遂
遺忘	忘却
遺忘	忘却
謹慎	注意
歌舞伎	歌舞伎
控制權	コントロール
錘	ハンマー
錘	ハマー
篩選	フィルタ
篩選	フィルター
篩選	選考
篩選	スクリーニング
篩選	フィルタ
篩選	フィルター
香草	バニラ
博覽	エキスポ
劫掠	略奪
重逢	同窓会
重逢	再会
噴泉	噴水
噴泉	噴水
裸露	ヌード
裸露	全裸
絕地	ジェダイ
變態	変態
預估	予言
預估	予測
預估	予報
預估	予測
預估	見積もり
預估	推定
渾	フン
盲人	ブラインド
盲人	盲人
羚羊	アンテロープ
田納西州	テネシー
綠化	緑化
泗水	スラバヤ
鉀	カリウム
火藥	火薬
火藥	粉末
火藥	パウダー
盧布	ルーブル
盧布	ルーブル
遺失	ロスト
爆裂	バースト
爆裂	爆裂
心智	メンタル
羊毛	フリース
羊毛	ウール
泥土	土壌
泥土	ダート
多哥	トーゴ
激動	わくわく
激動	ワクワク
激動	興奮
刺刀	銃剣
造假	偽造
造假	贋作
畫像	肖像
畫像	ポートレート
畫像	縦長
輪迴	転生
所有者	オーナー
所有者	所有者
所有者	オーナー
所有者	所有者
解碼	デコード
解碼	解読
解碼	デコード
園藝	園芸
園藝	ガーデニング
園藝	庭園
幻象	蜃気楼
閃耀	磨き
閃耀	シャイニング
流利	流暢
信使	メッセンジャー
信使	messenger
信使	courier
監測	モニタリング
監測	監視
監測	モニター
監測	モニタ
濱田	浜田
創世	ジェネシス
怨恨	恨み
羽球	バドミントン
鴞	フクロウ
鴞	ふくろう
征服者	征服者
絲帶	リボン
絲帶	リボン
開朗	陽気
戶籍	住所
限期	締切
限期	締め切り
限期	期限
名流	セレブリティ
名流	有名人
引渡	引渡し
盔甲	アーマー
盔甲	装甲
盔甲	装甲
太監	宦官
太監	宦官
鈦	チタン
斷裂	骨折
斷裂	破壊
簡訊	sms
著陸	着陸
著陸	上陸
佛教徒	仏教徒
佛教徒	仏教徒
佛教徒	仏教
釘	ネイル
延後	延期
猶他	ユタ
水管	パイプ
水管	パイプス
脖子	ネック
開車	ドライブ
班長	分隊
沙子	砂塵
秋海棠	ベゴニア
比對	マッチング
比對	マッチ
比對	一致
化妝品	メイク
化妝品	化粧
形容詞	形容詞
形容詞	形容詞
可逆	可逆
創傷	トラウマ
創傷	外傷
產卵	産卵
含義	意味
地毯	ラグ
地毯	敷物
地毯	カーペット
地毯	じゅうたん
地毯	絨毯
鼻音	鼻音
長門	長門
一致性	一貫性
維生素	ビタミン
維生素	ビタミン
營救	救助
營救	レスキュー
冥王	ハーデース
韃靼	タタール
加沙	ガザ
勘察	測量
再婚	再婚
古蘭經	クルアーン
古蘭經	コーラン
古蘭經	コーラン
檢索	取得
美德	美徳
斬首	斬首
斬首	斬首
教訓	教訓
教訓	レッスン
教訓	授業
妊娠	妊娠
孫女	孫娘
猶他州	ユタ
男朋友	彼氏
男朋友	ボーイフレンド
護送	エスコート
護送	護送
橘色	orange
橘色	オレンジ
租戶	テナント
戈壁	ゴビ
暗戀	クラッシュ
撒哈拉	サハラ
畸形	変形
天明	天明
墳墓	墓所
墳墓	墓穴
校正	修正
校正	補正
校正	訂正
校正	校正
接吻	キス
接吻	接吻
江河	河川
發酵	発酵
石灰	石灰
石灰	ライム
有效率	効率
製圖	写像
製圖	マッピング
空洞	中空
手錶	時計
手錶	腕時計
手錶	腕時計
本能	本能
冷凍	フローズン
冷凍	凍結
冷凍	フリーズ
分居	別居
分居	分離
堅固	固体
賺取	獲得
賺取	稼ぐ
薪酬	報酬
薪酬	給与
罪惡	シン
罪惡	sin
催眠	催眠
催眠	睡眠薬
自動化	オートメーション
大都市	大都市
大都市	メトロポリス
品味	味見
品味	味覚
洗手間	トイレ
洗手間	便器
洗手間	風呂
洗手間	浴室
洗手間	トイレ
審計	監査
審計	監査
審計	監査
更少	少ない
赫爾辛基	ヘルシンキ
爬升	登る
漂浮	フローティング
漂浮	浮動
漂浮	フロート
漂浮	float
身後	後ろ
修飾	修飾
笑容	笑顔
笑容	スマイル
遊說	ロビー
內在	インサイド
內在	内側
內在	インナー
內在	内面
槭	acer
侏儒	ミゼット
侏儒	ドワーフ
侏儒	小人
通話	通話
通話	コール
人行道	歩道
人行道	舗装
老公	ダンナ
同班同學	クラスメート
同班同學	同級生
搶劫	強盗
咽	咽頭
飢餓	飢餓
飢餓	空腹
飢餓	飢え
飢餓	空腹
人魚	マーメイド
人魚	マーメイド
人魚	人魚
批次	バッチ
舒服	快適
舒服	快適
殺戮	キリング
靜止	停滞
負載	読み込む
負載	ロード
負載	読み込み
集群	クラスタ
道場	道場
兌換	利用
兌換	交換
無論如何	とにかく
裝載	読み込む
裝載	ロード
裝載	読み込み
裝載	ローディング
阿爾卑斯山	アルプス山脈
阿爾卑斯山	アルプス
假的	フェイク
視力	視力
視力	光景
十字路口	十字路
十字路口	交差点
十字路口	十字路
婁	ルー
神童	神童
煙草	タバコ
煙草	たばこ
獎盃	トロフィー
獎盃	トロフィー
酵母	酵母
農夫	農家
農夫	農家
誇張	誇張
稠密	濃密
傷口	傷口
門徒	弟子
門徒	弟子
槳	パドル
轉運	トランス
掠奪	略奪
馬克思主義	マルクス主義
異端	異端
異端	異説
相識	知り合い
相識	知人
相識	知り合い
相識	知人
牧野	牧野
展覽會	展示
展覽會	展示
濾波器	フィルタ
濾波器	フィルター
前沿	フロンティア
對流	対流
精子	精子
精子	精液
青銅	青銅
青銅	ブロンズ
賓州	ペンシルバニア
過時	時代遅れ
過時	時代遅れ
蒲公英	たんぽぽ
蒲公英	タンポポ
負傷	負傷
馬術	馬術
烏鴉	カラス
烏鴉	クロウ
烏鴉	レイヴン
交錯	交互
交錯	交代
牆壁	ウォール
淨化	パージ
淨化	粛清
淨化	浄化
淨化	浄化
淨化	浄化
香味	香り
香味	アロマ
今後	フューチャー
今後	未来
今後	将来
無盡	インフィニット
洛基	ロッキー
白血病	白血病
仙境	フェアリーランド
雞蛋	エッグ
雞蛋	エッグ
激勵	鼓舞
激勵	インスパイア
激勵	インセンティブ
激勵	インスピレーション
激勵	インスパイア
等效	同等
等效	同値
處女	処女
處女	ヴァージン
孟買	ボンベイ
孟買	ムンバイ
大米	ご飯
大米	ライス
代詞	代名詞
挑釁	挑発
翻修	リフォーム
翻修	リフォーム
翻修	リフォーム
舊的	古い
舊的	オールド
一切都	すべて
一切都	全て
中級	中間
中級	中級
鹹	塩辛い
獾	アナグマ
圍牆	ウォール
圍牆	フェンス
調解	あっせん
調解	調停
調解	調停
資歷	資格
鋼琴家	ピアニスト
泡泡	バブル
擔憂	心配
擔憂	心配
通緝	wanted
通緝	求む
園林	庭園
眼鏡蛇	コブラ
降解	劣化
潮濕	しっとり
潮濕	湿気
潮濕	水分
老鷹	イーグルス
老鷹	ワシ
老鷹	イーグル
被動	パッシブ
腳踏車	バイク
腳踏車	自転車
腳踏車	自転車
桐生	桐生
視角	遠近
視角	遠近法
視角	視点
視角	視点
憎恨	憎悪
憎恨	嫌い
憎恨	憎しみ
林業	林業
林業	農林
露營	camp
露營	キャンプ
露營	キャンプ
罰金	罰金
手腕	手首
女高音	ソプラノ
鈔票	紙幣
陌生	よそ者
素食	ベジタリアン
素食	ヴィーガニズム
清算	弁済
清算	清算
海藻	コンブ
海藻	昆布
海藻	ワカメ
海藻	海藻
海藻	藻類
褲	ズボン
褲	ズボン
褲	パンツ
液化	液化
胡蜂	ハチ
胡蜂	スズメバチ
望月	望月
考古學	考古学
考古學	考古学
火化	火葬
火化	火葬
嵌入式	組込み
嵌入式	組み込み
宴會	パーティ
宴會	パーティー
宴會	ごちそう
宴會	宴会
打電話	通話
打電話	コール
海鮮	魚介類
海鮮	シーフード
飄	フローティング
飄	浮動
彩票	宝くじ
彩票	抽選
雙眼	アイズ
車輪	ホイール
車輪	車輪
車輪	ホイール
車輪	車輪
悲痛	悲しみ
頭腦	mind
頭腦	マインド
頭腦	脳みそ
嚴肅	深刻
石膏	出演
石膏	キャスト
石膏	ギプス
石膏	漆喰
偏離	偏差
笑話	ジョーク
笑話	冗談
笑話	ジョーク
花冠	カローラ
吸煙	喫煙
吸煙	スモーク
控訴	クレーム
控訴	苦情
仁慈	慈悲
仁慈	マーシー
愚蠢	バカ
科長	チーフ
標準化	標準化
緊湊	コンパクト
村子	村落
村子	ヴィレッジ
抵消	オフセット
束縛	緊縛
字串	ストリング
趨向	トレンド
趨向	流行
概要	アウトライン
概要	概略
概要	概説
性愛	性別
性愛	セックス
拘禁	拘禁
拘禁	勾留
拘禁	留置
拘禁	収容
哈爾濱	ハルビン
不朽	不老不死
鼠疫	疫病
鼠疫	ペスト
餅乾	ビスケット
餅乾	cookie
餅乾	クッキー
餅乾	cookie
餅乾	クッキー
焊	溶接
劑量	線量
劑量	一服
觸控	タッチ
觸控	touch
觸控	触る
壽司	すし
壽司	寿司
田地	フィールド
田地	フィールズ
骷髏	スケルトン
骷髏	骨格
骷髏	髑髏
骷髏	頭蓋骨
船尾	スターン
船尾	船尾
寶藏	宝物
寶藏	宝物
寶藏	財宝
鷸	シギ
加西亞	ガルシア
加西亞	ガルシア
單軌	モノレール
麥加	メッカ
不公	不公平
開賽	カサイ
開賽	葛西
蜻蜓	とんぼ
里拉	リラ
羞辱	屈辱
散步	ウォーキング
散步	歩行
散步	歩く
散步	歩き
散步	ウォーク
散步	歩行
散步	歩く
散步	徒歩
稅收	租税
稅收	租税
稅收	税金
稅收	税金
稅收	収益
稅收	収入
稅收	歳入
電容	コンデンサ
電容	コンデンサ
搬家	引越し
搬家	移動
橄欖	オリーブ
橄欖	オリーブ
紫外	紫外線
價錢	プライス
價錢	対価
價錢	値段
價錢	価格
學徒	修業
學徒	見習い
學徒	見習い
毛皮	毛皮
感冒	インフルエンザ
借款	ローン
借款	融資
借款	ローン
借款	融資
借款	借用
借款	借入金
僵局	ステイルメイト
僵局	行き詰まり
僵局	デッドロック
股本	エクイティ
股本	持分
失業率	失業
軍火	アームス
備用	スタンバイ
備用	バックアップ
核桃	クルミ
核桃	くるみ
核桃	クルミ
龍捲風	トルネード
龍捲風	竜巻
無形	不可視
水力發電	水力
尊稱	敬語
珍寶	ジャンボ
珍寶	尊い
珍寶	precious
珍寶	貴重
珍寶	宝物
珍寶	財宝
椰子	ココナツ
椰子	ココナッツ
椰子	ココナッツ
滲透	浸透
滲透	潜入
蜈蚣	ムカデ
鶇	ツグミ
復活節	イースター
床上	ベッド
勸說	説得
勸說	説得
胸罩	ブラジャー
胸罩	ブラジャー
胸罩	ブラ
賄賂	賄賂
賄賂	贈収賄
賄賂	賄賂
賄賂	賄賂
教員	講師
教員	講師
教員	インストラクター
償還	償還
償還	弁償
償還	返済
座談會	シンポジウム
肝臟	レバー
肝臟	肝臓
醜	醜い
醜	みにくい
槌	ハンマー
槌	ハマー
和泉	いずみ
和泉	和泉
吞併	併合
微妙	微妙
腰帶	ベルト
焚燒	焼却炉
咖啡廳	カフェ
咖啡廳	カフェ
大赦	恩赦
張貼	ポスト
張貼	投稿
張貼	投稿
張貼	掲示
盜版	海賊
傳球	パス
受洗	洗礼
套裝	スーツ
套裝	背広
足跡	足跡
足跡	足跡
農地	農地
洗衣	洗濯
洗衣	ランドリー
半數	半分
半數	ハーフ
安培	琥珀
安培	アンバー
花粉	花粉
芒果	マンゴー
芒果	マンゴ
芒果	マンゴー
紅豆	シェリー
反面	しっぽ
救護車	救急車
動脈	動脈
動脈	動脈
好玩	楽しい
頻譜	スペクトル
尊嚴	威厳
尊嚴	品格
尊嚴	尊厳
洩漏	漏れ
洩漏	漏洩
洩漏	リーク
洩漏	こぼす
浮動	フローティング
浮動	浮動
浮動	フロート
浮動	float
拼寫	つづり
拼寫	スペル
拼寫	スペリング
拼寫	呪文
拼寫	スペル
驚奇	驚き
驚奇	サプライズ
歐亞	ユーラシア
行軍	行軍
海馬	タツノオトシゴ
毀壞	破壊
轉世	転生
惠美	emi
惠美	えみ
墊	パッド
墊	クッション
胎兒	胎児
灑	こぼす
危急	クリティカル
蕭條	うつ病
單數	オッド
單數	奇数
大宗	バルク
無辜	無実
生還者	サバイバー
共鳴	vibes
共鳴	共感
圓頂	ドーム
終端	端末
終端	ターミナル
終端	端末
軍備	軍需
軍備	軍備
聲譽	評判
汽水	ソーダ
被告人	被告人
被告人	被告
相思	アカシア
檢舉	レポート
檢舉	報告
視線	光景
木乃伊	ミイラ
木乃伊	ミイラ
訪客	ビジター
訪客	ビジター
外流	流出
傳真	ファックス
傳真	ファクシミリ
傳真	ファクス
傳真	fax
傳真	fax
情人節	バレンタイン
彈道	弾道
私營	非公開
私營	プライベート
推遲	延期
推遲	ディレイ
推遲	遅延
推遲	延期
推遲	延期
湧入	流入
浪子	zorro
突擊隊	コマンドー
並行	パラレル
並行	並列
驕傲	プライド
驕傲	傲慢
驕傲	誇り
驕傲	誇らしい
驕傲	自慢
驕傲	誇り
光圈	絞り
環流	循環
暈	気絶
暈	目眩
暈	フラフラ
暈	halo
薄荷	ミント
薄荷	ペパーミント
扶桑	扶桑
熱線	ホットライン
弦樂	ストリング
樂手	ミュージシャン
難得	レア
閉幕	閉会
折衷	妥協
蒸發	蒸発
未婚妻	婚約
未婚妻	フィアンセ
未婚妻	フィアンセ
餐館	レストラン
餐館	レストラン
餐館	飲食店
驚喜	驚き
驚喜	サプライズ
聲望	プレステージ
聲望	評判
完整性	整合性
不尋常	珍しい
墮落	退廃
定量	定量
強壯	強い
強壯	濃い
焦耳	ジュール
創世紀	ジェネシス
偏見	バイアス
偏見	害する
偏見	偏見
偏見	先入観
騎馬	乗馬
騎馬	乗る
騎馬	配車
慣性	慣性
慣性	慣性
英明	英明
芭蕾	バレエ
裸體	ヌード
裸體	全裸
裸體	ヌード
介質	ミディアム
介質	メディア
捨棄	破棄
禮貌	礼儀
禮貌	マナー
仙子	フェアリー
仙子	妖精
大腿	太もも
大腿	太もも
齒輪	歯車
齒輪	ギア
齒輪	ギア
大汗	ハーン
大汗	カーン
命題	命題
命題	テーゼ
命題	論文
高尚	尊い
高尚	貴族
乾旱	旱魃
乾旱	干ばつ
乾旱	旱魃
不等式	不平等
不等式	不等式
窗戶	ウィンドウ
每星期	毎週
每星期	週間
每星期	週刊
每星期	ウィークリー
疏忽	過失
疏忽	怠慢
疏忽	過失
套用	応用
天賦	タレント
天賦	ギフト
天賦	贈り物
巢穴	隠れ家
負債	責任
負債	負債
地平線	地平線
地平線	ホライズン
地平線	水平線
橋梁	ブリッジ
刑期	宣告
刑期	センテンス
刑期	文章
欺負	いじめ
欺負	いじめ
王宮	宮殿
店鋪	ショップ
店鋪	店舗
店鋪	ショップ
蓬萊	蓬莱
肘	ひじ
膀胱	膀胱
農作物	農産物
農作物	作物
農作物	トリミング
農作物	切り取る
農作物	切り取り
隱形	不可視
半球	半球
序曲	序曲
蒙特婁	モントリオール
封包	パケット
硝基	ニトロ
跑步	走る
跑步	ランニング
跑步	run
跑步	ラン
跑步	走り
跑步	走る
跑步	ジョギング
跑步	ジョギング
立方體	立方体
立方體	キューブ
立方體	立方体
立方體	キューブ
模範	モデル
開局	開く
開局	オープニング
青春期	思春期
瓜地馬拉	グアテマラ
剪刀	ハサミ
剪刀	はさみ
風味	フレーバー
振動	振動
振動	振動
電晶體	トランジスタ
胡桃	くるみ
胡桃	クルミ
路邊	道端
混血兒	ハイブリッド
混血兒	ハイブリッド
閃亮	ピカピカ
閃亮	シャイニング
支架	ブレース
地理學	地理
不可避免	必然
不可避免	やむを得ない
不可避免	やむを得ない
拍手	拍手
微粒	粒子
微粒	パーティクル
微粒	粒子
面試	面接
面試	インタビュー
面試	インタビュー
回饋	フィードバック
節慶	フェスティバル
節慶	祭事
節慶	祭り
節慶	お祭り
作文	随筆
作文	エッセイ
作文	随筆
作文	エッセイ
作文	エセー
太空梭	シャトル
頭骨	頭蓋骨
頭骨	髑髏
頭骨	頭蓋骨
搖	振る
搖	シェイク
搖	shake
陌生人	よそ者
肢體	手足
肢體	四肢
拉麵	ラーメン
煙霧	スモッグ
煙霧	スモーク
最大值	最大
最大值	maximum
聯想	lenovo
名氣	名声
夕陽	夕焼け
夕陽	日没
子宮	子宮
子宮	子宮
簡短	短い
簡短	ショート
水底	水中
昨日	きのう
昨日	昨日
拇指	親指
拇指	親指
千禧年	ミレニアム
話語	談話
管線	パイプライン
振幅	振幅
感官	感覚
徑向	放射状
弱化	弱める
柚子	グレープフルーツ
呼應	反響
往下	ダウン
考古學家	考古学
走路	ウォーキング
走路	歩行
走路	歩く
走路	歩き
走路	ウォーク
走路	歩行
走路	歩く
走路	徒歩
幫派	ギャング
幫派	ギャング
臭氧	オゾン
納米比亞	ナミビア
慈悲	思いやり
慈悲	同情
慈悲	慈悲
慈悲	マーシー
薪金	給料
薪金	俸給
薪金	給与
薪金	給与
乳糖	ラクトース
探訪	面会
傷殘	障害
初等	小学校
互換	スワップ
後悔	後悔
後悔	後悔
古董	アンティーク
古董	ビンテージ
古董	アンティーク
繼母	継母
打架	ファイティング
打架	ファイト
奇跡	奇跡
奇跡	ミラクル
奇跡	奇跡
奇跡	驚異
水利工程	水道
精緻	絶妙
比值	比率
比值	マージン
比值	余白
浣熊	アライグマ
浣熊	アライグマ
報廢	廃車
香織	かおり
蕾絲	レース
麻將	麻雀
半夜	ミッドナイト
半夜	真夜中
男高音	テナー
滑坡	地すべり
滑坡	山崩れ
發燒	発熱
物價	価格
病床	ベッド
小麥	小麦
小麥	コムギ
橡	オーク
感性	感性
導覽	ツアー
明信片	はがき
明信片	ハガキ
明信片	はがき
經營者	オペレーター
咒語	呪文
咒語	スペル
天狼星	シリウス
提琴	ヴァイオリン
提琴	バイオリン
引文	引用
引文	引用
引文	引用
引文	サイテーション
葫蘆	hulu
恐怖主義	テロリズム
恐怖主義	テロ
恐怖主義	テロリスト
蛙泳	平泳ぎ
恐怖份子	テロリスト
謀殺案	殺人
著色	染める
著色	塗り絵
散播	広がる
散播	拡散
散播	スプレッド
陰莖	陰茎
陰莖	ペニス
上衣	ブラウス
日刊	ジャーナル
日刊	日記
防水	防水
舞會	プロム
照相機	カメラ
照相機	カメラ
青色	シアン
優雅	エレガント
優雅	エレガンス
優雅	洒落
陣風	一陣
肋骨	リブ
肋骨	肋骨
臀部	股関節
臀部	ヒップ
臀部	股関節
深層	ディープ
深層	深い
隱私	非公開
隱私	プライベート
隱私	プライバシー
小百合	さゆり
救世主	救世主
取樣	サンプリング
取樣	サンプル
取樣	サンプリング
簡潔	シンプル
簡潔	簡潔
床位	ベッド
海星	ヒトデ
魔法師	魔法使い
魔法師	ウィザード
腎臟	腎臓
淡化	薄める
磋商	相談
