리카르도	ricardo
사슴	cervo
시에라	serra
로건	logan
카와시마	kawashima
기독교인	cristãos
소원	wish
소원	deseje
소원	desejo
소원	desejar
소원	desejos
수다	falador
병행	concorrente
병행	concomitante
존경하는	respeitado
존경하는	respeitadas
존경하는	respeitados
존경하는	respeitada
비례	proporcional
비례	proporcionais
비례	proporcionalidade
비례	proporção
비례	proporções
런타임	runtime
반박	refutação
반박	refutar
베스트셀러	bestseller
베스트셀러	bestseller
베스트셀러	bestsellers
모니터링	monitorizados
모니터링	monitorizado
모니터링	monitorado
모니터링	acompanhamento
모니터링	monitorização
모니터링	monitoramento
모니터링	monitor
모니터링	monitorar
모니터링	monitora
오크	orc
오크	orcs
엣지	borda
엣지	aresta
엣지	edge
하모니카	harmónica
하모니카	harmônica
하모니카	gaita
파이썬	python
쓸데없는	inútil
쓸데없는	inúteis
난이도	dificuldade
난이도	dificuldades
오구라	ogura
브룩스	brooke
브룩스	brooks
나뭇잎	folhas
나뭇잎	folhas
나뭇잎	folha
현관	alpendre
미니애폴리스	minneapolis
스바루	subaru
사담	saddam
팟캐스트	podcast
팟캐스트	podcasts
파라	farah
아이디어	ideias
아이디어	idéias
아이디어	idéia
아이디어	idea
아이디어	ideia
관습	costumes
관습	alfândegas
관습	aduaneira
관습	alfândega
관습	habitual
캐롤라이나	carolina
인터랙티브	interativo
인터랙티브	interativa
인터랙티브	interactiva
인터랙티브	interactivo
인터랙티브	interactive
부상당한	ferido
부상당한	ferida
부상당한	feridos
페널티	penalidade
페널티	penalização
페널티	sanção
페널티	pena
합금	ligas
합금	ligas
케이시	casey
퍼거슨	ferguson
수사관	investigadores
우회	desvio
우회	bypass
드레이크	drake
애니멀	animais
애니멀	animal
죄수	prisioneiras
죄수	presos
죄수	prisioneiros
기증	donativo
기증	doação
기증	dádiva
훔볼트	humboldt
맬컴	malcolm
맬컴	malcom
푸틴	putin
패킷	pacotes
패킷	pacote
아카기	akagi
다카기	takagi
공학자	engenheira
공학자	engenheiro
프리덤	liberdade
프리덤	liberdades
프리덤	freedom
서킷	circuito
서킷	circuitos
요시키	yoshiki
유야	yuia
동지	solstício
동지	camarada
동지	companheiros
동지	camaradas
메이슨	pedreiro
메이슨	mason
결정하기	decidir
결정하기	decida
결정하기	decidam
결정하기	decide
침묵	silêncios
침묵	silêncio
침묵	silencioso
침묵	silent
침묵	silencio
침묵	silêncio
중성	neutral
중성	neutro
중성	neutra
중성	neutralidade
중성	neutros
헌트	caça
헌트	hunt
헌트	caçar
헌트	caçada
괴산	raptada
괴산	sequestrada
괴산	raptado
괴산	sequestrado
부등식	desigualdade
부등식	desigualdades
벵골	bengali
벵골	bengala
여자들	mulheres
융합	fusão
융합	fundida
융합	fundido
융합	fundidos
비틀즈	beatles
니코	niko
니코	nico
장화	botas
장화	boots
스나이퍼	atirador
스나이퍼	sniper
버팔로	búfalos
버팔로	búfalo
버팔로	buffalo
커리어	carreira
커리어	carreiras
커리어	carreira
공구	ferramenta
일자리	emprego
일자리	trabalhos
일자리	empregos
프로스트	geada
프로스트	frost
셰인	shane
크릭	crick
둥지	nest
둥지	ninho
둥지	ninhos
둥지	ninhos
아바타	avatar
일시적	temporariamente
일시적	temporários
일시적	temporariamente
일시적	temporário
일시적	temporária
일시적	temporárias
맥도널드	mcdonald
맥도널드	mcdonalds
맥도널드	macdonald
마늘	alho
마늘	alhos
절벽	penhascos
절벽	falésias
절벽	penhasco
절벽	precipício
절벽	cliff
유머	humor
유머	humor
박쥐	bat
박쥐	morcego
박쥐	bastão
박쥐	bastões
박쥐	morcegos
올림푸스	olimpo
올림푸스	olympus
빙하	geleiras
빙하	glaciares
푸앵카레	poincaré
듀엣	dueto
스타킹	meias
발광	luminoso
발광	luminosas
발광	luminosos
발광	luminosa
발광	luminescência
콤플렉스	complexas
콤플렉스	complexo
콤플렉스	complexos
콤플렉스	complexa
빈곤	pobreza
빈곤	miséria
럭셔리	luxo
럭셔리	luxuoso
보츠와나	botswana
보츠와나	botsuana
물결	ondulação
물결	onda
물결	acenar
물결	wave
스트레이트	straight
스트레이트	hetero
스트레이트	hétero
스트레이트	direto
이탈리아인	italianos
이탈리아인	italiana
이탈리아인	italianos
이탈리아인	italiano
생태계	ecossistema
생태계	ecossistemas
생태계	ecossistemas
듀티	dever
듀티	duty
홀리	holly
로체스터	rochester
무작위	aleatoriedade
무작위	aleatoriamente
무작위	random
무작위	aleatório
무작위	aleatória
무작위	aleatórios
발렌타인	valentim
발렌타인	valentines
발렌타인	valentim
발렌타인	valentine
처칠	churchill
랜스	lance
랜스	lança
보손	bósons
엑셀	excel
서스펜션	suspensão
투자가	investidor
투자가	investidores
스킨	pele
스킨	skin
니노미야	ninomiya
지배자	dominante
지배자	dominador
지배자	dominantes
퇴장	ejecção
헬레나	helena
이사벨라	isabella
이사벨라	isabela
각도	angle
각도	ângulo
도망자	fugitiva
도망자	fugitivos
도망자	fugitivo
파이트	lutas
파이트	combates
파이트	brigas
토네이도	tornado
습지	pântano
습지	marsh
열쇠	chaves
열쇠	teclas
봄바디어	bombardeiro
봄바디어	bombardier
아들들	sons
아들들	filhos
구두	sapato
시리얼	serial
시리얼	seriado
시리얼	série
시리얼	cereais
시리얼	cereais
시리얼	cereal
예언	profecias
예언	profetas
예언	profecia
예언	profecias
점화	ignição
프레스	imprensa
프레스	pressione
마스터스	mestres
마스터스	masters
마스터스	mestrado
마스터스	mestre
마스터스	master
토양	solo
토양	solos
레이첼	raquel
레이첼	rachel
레이첼	rachael
아론	aaron
아론	aarão
아론	aron
신념	fé
신념	faith
신념	crenças
신념	crenças
신념	crença
얼티밋	derradeira
얼티밋	ultimate
변조	modulação
플라즈마	plasma
복음	evangelho
복음	gospel
복음	orientações
복음	orientação
우표	selo
우표	carimbo
우표	carimbos
우표	selos
조앤	joana
조앤	joan
일본항공	jal
히사시	hisashi
이온화	ionização
오리온자리	orion
오리온자리	órion
소수점	decimal
소수점	decimais
소수점	decimais
타악기	percussão
썬더	trovão
썬더	trovões
썬더	thunder
마샬	marshall
마샬	marechal
라이징	rising
셰이크	sheikh
셰이크	xeque
셰이크	sheik
셰이크	xeque
셰이크	sheik
아이카와	aikawa
창문	janela
댄싱	dança
댄싱	dançando
댄싱	dançar
댄싱	dancing
저수지	reservatórios
저수지	reservatório
슈가	açúcares
슈가	açúcar
슈가	sugar
슈가	açucar
관리하기	gerir
관리하기	gerenciar
불쾌한	desagradáveis
불쾌한	desagradável
버뮤다	bermuda
버뮤다	bermudas
피사	pisa
체스터	chester
리오넬	lionel
판도라	pandora
인터럽트	interrupção
인터럽트	interromper
인터럽트	interrupção
인터럽트	interrupções
매스	missa
매스	massa
인디애나폴리스	indianápolis
인디애나폴리스	indianapolis
주님	senhor
마돈나	madonna
반영	reflita
반영	refletir
반영	reflectir
반영	reflexão
반영	reflexo
미화	usd
인플루엔자	influenza
인플루엔자	gripe
인플루엔자	gripe
자바스크립트	javascript
마르티네스	martinez
마르티네스	martínez
전시관	exibição
전시관	exposição
전시관	exposições
콜롬보	colombo
암살자	assassinas
암살자	assassinos
암살자	assassina
암살자	assassino
알랭	alain
코스모스	cosmo
코스모스	cosmos
더럼	durham
세타	teta
세타	theta
시아파	xiitas
시아파	xiita
요시노리	yoshinori
궁궐	palácio
궁궐	palace
미묘한	sutil
미묘한	subtil
퓨전	fusão
캄차카	kamchatka
랭커스터	lancaster
일하기	trabalhando
일하기	trabalhar
일하기	funcionando
프레이저	fraser
마커스	marcus
슈테판	estêvão
슈테판	stefan
슈테판	stephan
아나키즘	anarquismo
사보이	saboia
사보이	savoy
애비뉴	avenida
애비뉴	avenue
다운타운	downtown
입법부	legislatura
알칼리	alcalino
알칼리	alcalinos
알칼리	alcalina
바라며	esperando
기쁨	joy
기쁨	alegria
기쁨	alegrias
기쁨	delícias
기쁨	prazer
오자키	ozaki
뉴펀들랜드	newfoundland
헌장	charter
클러스터	cluster
클러스터	agregado
클러스터	aglomerado
클러스터	clusters
클러스터	aglomerados
핼리팩스	halifax
첸나이	chennai
프록시	proxies
프록시	procuração
프록시	proxy
바스	banheira
바스	banho
바스	bath
핵분열	cisão
핵분열	fissão
인피니트	infinitos
인피니트	infinito
인피니트	infinita
인피니트	infinitas
아무나	alguém
스텔라	stella
릴리즈	libertação
릴리즈	release
릴리즈	solte
릴리즈	lançamento
릴리즈	liberação
릴리즈	libera
릴리즈	lançamentos
제라드	gerrard
제라드	gérard
제라드	gerard
모금	angariação
아바스	abbas
궁수자리	sagitário
클레오파트라	cleópatra
시편	salmo
시편	salmos
시편	salmos
잉카	inca
잉카	incas
카라카스	caracas
도도	graus
서식	formatar
서식	formatação
산토스	santos
크라쿠프	cracóvia
산책	caminhada
산책	passear
산책	andar
산책	caminhar
산책	passeio
플라잉	voando
플라잉	voar
플라잉	flying
추첨	desenhar
추첨	desenhe
추첨	desenha
추첨	empate
추첨	sorteio
제롬	jerome
제롬	jerônimo
패트리어트	patriotas
패트리어트	patriota
미학	estética
미학	estético
미학	estética
물품	bens
물품	mercadoria
물품	mercadorias
물품	mercadoria
그리기	desenhar
그리기	desenhe
그리기	desenha
그리기	empate
그리기	sorteio
그리기	desenho
그리기	desenhar
그리기	desenhando
헤라클레스	hercules
헤라클레스	hércules
헤라클레스	héracles
쥐라기	jurássico
용품	suprimentos
용품	fornecimentos
콘스탄티노스	constantine
콘스탄티노스	constantino
서포터	apoiante
하코네	hakone
마술	feitiçaria
마술	bruxaria
마술	mágica
마술	mágico
마술	magic
마술	mágicas
마술	magia
부담	ónus
부담	fardo
각색	adaptações
각색	dramatizado
의인화	antropomorfismo
폭력적인	violento
폭력적인	violentas
폭력적인	violentos
폭력적인	violenta
그리니치	greenwich
매운	picante
매운	picantes
바리톤	barítono
허락	permissão
네덜란드인	holanda
네덜란드인	holandês
네덜란드인	holandeses
네덜란드인	neerlandês
네덜란드인	dutch
본드	vínculo
본드	laço
본드	bond
섹터	sector
섹터	setor
섹터	setores
섹터	sectores
우주인	astronautas
우주인	astronauta
장벽	obstáculos
장벽	entraves
장벽	barreiras
장벽	barreira
비와	biwa
강조	destaque
강조	realçar
강조	realce
강조	destacar
강조	ênfase
강조	destaque
강조	destacando
강조	realce
강조	intensidade
리브	liv
리브	reeve
탐구	investigações
탐구	inquéritos
탈선	descarrilou
탈선	descarrilamento
트라이스타	tristar
포춘	fortuna
포춘	fortune
수염	barbuda
수염	barbudo
수염	barbas
수염	barba
수염	barbas
미쳐	doida
미쳐	louca
미쳐	maluco
미쳐	doido
미쳐	louco
트리오	trio
카네코	kaneko
본질	essência
리젠시	regência
돼지고기	porco
까다로운	complicado
까다로운	manhoso
욕망	desejo
욕망	luxúria
욕망	desejos
매뉴얼	manuais
매뉴얼	manual
챌린저	desafiador
챌린저	challenger
챌린저	desafiante
킹덤	reino
킹덤	kingdom
카노	kano
안전성	segurança
우산	umbrella
예매	reserva
삼각	triangular
보두앵	baldwin
보두앵	balduíno
남방	sulistas
남방	sulista
남방	sul
남방	southern
남방	meridional
서커스	circus
서커스	circo
서커스	circos
서커스	circos
컴파일	compilar
컴파일	compilado
컴파일	compilados
컴파일	compiladas
컴파일	compilada
컴파일	coletânea
컴파일	compilação
컴파일	compilar
이브라힘	ibrahim
볼링	boliche
볼링	bowling
초과	excede
초과	ultrapassa
초과	excesso
초과	excessos
초과	excedeu
초과	excedido
초과	ultrapassou
초과	ultrapassado
향수	nostalgia
향수	nostálgico
향수	perfumes
향수	fragrâncias
향수	nostalgia
향수	saudade
향수	fragrância
향수	fragrâncias
향수	perfumes
향수	perfume
브라질인	brasileiros
국민투표	referendo
페가수스자리	pegasus
가와구치	kawaguchi
서스펜스	suspense
셀틱	celta
셀틱	celtic
셀틱	celtas
실무	prática
실무	práticos
실무	prático
수니파	sunitas
수니파	sunita
케이타	keita
술집	pub
이더넷	ethernet
포브스	forbes
돌고래	golfinho
돌고래	dolphin
돌고래	golfinhos
돌고래	golfinhos
고소	acusação
고소	sue
퍼시	percy
실비아	sylvia
실비아	silvia
실비아	silvia
에볼루션	evolution
에볼루션	evolução
올림피아	olympia
올림피아	olímpia
동행	acompanhe
동행	acompanham
동행	acompanhar
비문	inscrição
지니	gênio
지니	génio
지니	ginny
귄터	günter
권장	recomendada
권장	recomendados
권장	recomendado
권장	recomendou
부관	delegada
부관	adjunto
부관	deputado
부관	delegado
부관	póstumo
조슈아	joshua
조슈아	josué
우즈	floresta
우즈	bosque
우즈	bosques
가이아	gaia
사카타	sakata
신탁	trust
신탁	confiar
신탁	confia
신탁	confiança
신탁	confie
엉덩이	ass
엉덩이	cú
엉덩이	rabo
엉덩이	cu
엉덩이	bunda
엉덩이	hip
엉덩이	quadril
엉덩이	anca
엉덩이	nádegas
엉덩이	ancas
엉덩이	quadris
엉덩이	quadril
엉덩이	cu
엉덩이	rabo
엉덩이	bumbum
엉덩이	bunda
빌뉴스	vilnius
가르침	ensinando
가르침	ensino
가르침	ensinar
가르침	ensinamentos
웍스	funciona
웍스	obras
웍스	trabalhos
웍스	works
웍스	trabalha
웍스	wok
가쓰라	katsura
마쓰우라	matsuura
셀프	cell
셀프	célula
셀프	cela
가봉	gabão
칙령	édito
셔먼	sherman
인테리어	interior
인테리어	interiores
인테리어	interiores
상어	tubarões
상어	tubarões
상어	shark
상어	tubarão
블룸	florescer
블룸	bloom
블룸	florescem
알타이	altai
근로자	trabalhadores
근로자	operários
근로자	trabalhadoras
근로자	trabalhador
근로자	operário
응답	responde
응답	responder
응답	responda
응답	respondam
응답	respostas
응답	respostas
응답	responde
응답	resposta
응답	responder
응답	responda
응답	responde
응답	resposta
응답	responder
응답	responda
응답	resposta
대략적인	aproximado
대략적인	aproximada
저널리즘	jornalismo
조립	montadas
조립	montados
조립	montado
텅스텐	tungsténio
카불	cabul
카불	kabul
앵글로	anglo
로사리오	rosário
로사리오	rosario
장점	méritos
장점	vantagens
장점	vantagem
오렌지색	orange
오렌지색	laranja
내시	nash
이륙	descolagem
이륙	decolagem
검사관	inspector
검사관	inspetor
등대	farol
제이콥	jacob
제이콥	jacó
차이콥스키	tchaikovsky
우디	woody
던지기	atira
디럭스	deluxe
브롱크스	bronx
상상	imaginação
상상	imaginária
상상	imaginário
상상	imaginários
상상	imaginei
상상	imaginou
상상	imaginava
상상	imaginado
상상	imagina
상상	imaginem
상상	imaginar
상상	imagine
밀스	moinhos
밀스	mills
카르타고	cartago
통계학	estatísticas
통계학	estatística
통계학	estatístico
통계학	estatística
커넥션	conexões
커넥션	ligações
커넥션	ligação
커넥션	conexão
서프라이즈	surpresa
서프라이즈	surpreenda
픽션	ficção
픽션	fiction
학업	acadêmica
학업	académico
학업	acadêmico
학업	académica
호화	luxuosa
호화	luxuosos
호화	luxuoso
포츠담	potsdam
혐오	nojo
혐오	repulsa
혐오	desgosto
혐오	nojo
혐오	enojado
혐오	ódio
혐오	ódio
혐오	odiar
혐오	odeio
혐오	odeia
블라인드	blind
블라인드	cega
블라인드	cego
블라인드	cegos
블라인드	cegas
블라인드	cortinas
블라인드	persianas
등산	escalada
등산	escalar
등산	montanhismo
착용	veste
착용	vestir
착용	desgaste
착용	vestível
레베카	rebeca
레베카	rebecca
천장	tecto
천장	teto
천장	tectos
페라리	ferrari
다면체	poliedro
슈트라우스	strauss
아우크스부르크	augsburg
하든	harden
하든	endurecer
옴니아	omnia
모리셔스	maurícia
모리셔스	maurício
신용카드	crédito
신용카드	credit
신용카드	credito
달팽이	caracóis
달팽이	lesma
달팽이	caracol
달팽이	caracóis
소중히	valorize
러닝	runs
가상화	virtualização
대리석	mármore
대리석	marble
대리석	berlindes
노르만	normando
노르만	normandos
노르만	norman
노르만	normanda
계란	ovos
계란	egg
계란	ovo
계란	ovos
렉스	rex
자비	mercy
자비	piedade
자비	clemência
자비	misericórdia
핸드	mão
핸드	hand
외모	aparências
외모	aparições
외모	aparição
외모	aparência
외모	aparecimento
보행자	pedestres
보행자	peões
보행자	pedestre
보행자	peão
보행자	pedestres
보행자	peões
이르쿠츠크	irkutsk
미네르바	minerva
당구	bilhar
당구	bilhar
노블	noble
노블	nobres
노블	nobre
형제들	irmãos
형제들	brothers
형제들	irmaos
행진곡	march
행진곡	marchar
행진곡	marcha
행진곡	março
사치코	sachiko
외로운	solitária
외로운	solidão
외로운	solitário
외로운	solitários
라벨	rótulos
라벨	etiquetas
라벨	rótulo
라벨	etiqueta
라벨	label
라벨	gravadora
트레이시	tracy
팔이	braço
팔이	arm
팔이	armar
프레스턴	preston
벽돌	tijolos
벽돌	brick
벽돌	tijolo
벽돌	tijolos
라이	lai
폴란드인	postes
폴란드인	polos
폴란드인	poloneses
폴란드인	polacos
폴란드인	pólos
백금	platina
하인	serva
하인	servo
미완성	inacabada
미완성	inacabado
캘린더	calendário
캘린더	calendários
사이공	saigon
사이공	saigão
오타쿠	otaku
재규어	jaguares
재규어	onças
재규어	jaguar
재규어	onça
걷기	caminhada
걷기	passear
걷기	andar
걷기	caminhar
걷기	caminha
걷기	passeios
걷기	andei
걷기	andou
걷기	caminhou
걷기	caminhada
걷기	passear
걷기	andar
걷기	caminhar
걷기	passeio
카를스루에	karlsruhe
사바나	savannah
사바나	savana
바지	calças
바지	calça
바지	calças
바지	calça
라플라스	laplace
설득	persuadido
설득	convenceu
설득	persuadidos
설득	persuasão
설득	persuadir
설득	convencer
설득	convença
설득	convence
설득	convencer
설득	convença
광업	mineira
광업	mineração
페가수스	pegasus
부트	bota
부트	boot
애슬론	athlon
써니	ensolarado
써니	sunny
타타르	tártaro
니카라과의	nicaraguense
니카라과의	nicarágua
아크라	accra
어려움	dificuldade
어려움	dificuldades
어려움	dificuldades
어려움	dificil
어려움	difíceis
어려움	difícil
껍질	concha
껍질	casca
껍질	shell
껍질	carapaça
껍질	casca
껍질	descascar
껍질	peel
오르기	subida
오르기	sobe
오르기	subir
오르기	escalar
완화	atenuação
완화	mitigação
완화	atenuantes
완화	mitigação
완화	flexibilização
그리드	grade
그리드	grelha
그리드	grid
그리드	grelhas
부록	apêndice
부록	apêndices
클랜시	clancy
파이어니어	pioneiros
파이어니어	pioneiro
파이어니어	pioneira
파이어니어	pioneer
탱고	tango
윌리스	willis
회귀	regressão
텐서	tensor
언리얼	surreal
언리얼	irreal
떠나기	deixe
떠나기	sair
떠나기	deixar
떠나기	saindo
떠나기	partindo
떠나기	deixando
떠나기	deixar
푸리에	fourier
농도	concentrações
농도	concentração
농도	profundidade
코코	nariz
코스타	costa
슬롯	slot
슬롯	ranhura
슬롯	slots
폴라	paula
다이오드	diodo
엘레나	helena
엘레나	elena
샘플링	amostra
샘플링	amostras
샘플링	amostragem
지평선	horizonte
지평선	horizon
팬더	panda
팬더	panteras
팬더	pantera
튜브	tubagem
튜브	tubo
튜브	tube
튜브	tubos
홍대	hong
원더	maravilha
원더	wonder
카트	carroça
카트	carrinho
레저	lazer
마르코프	markov
직위	posição
직위	posições
비아	via
진흙	lama
브리타니아	britânia
브리타니아	britannia
쿼터	quarter
쿼터	trimestre
추론	inferência
추론	raciocínio
헐리우드	hollywood
케리	kerry
모모	momo
적응	adaptação
적응	adaptar
적응	adaptando
적응	adaptáveis
적응	adaptável
적응	adaptação
적응	adapt
적응	adaptar
레니	lenny
체이스	perseguição
체이스	chase
코뮌	municípios
코뮌	comunas
인디아	índia
인디아	india
입원	hospitalizado
입원	internado
입원	hospitalização
흡연	fumando
흡연	tabagismo
흡연	fumar
흡연	fumadores
흡연	fumante
흡연	fumador
복권	loteria
복권	lotaria
복권	sorteio
양키	ianque
양키	yankee
로마노프	romanoff
로마노프	romanov
가이아나	guiana
섀도우	sombras
섀도우	sombra
섀도우	shadow
단속	repressão
피아트	fiat
블레이크	blake
이방인	estranha
이방인	estranho
이방인	forasteiro
아드리안	adriano
아드리안	adrian
프로포즈	propor
프로포즈	propondo
포르쉐	porsche
벤처	empreendimento
벤처	venture
부스	cabine
부스	estande
부스	booth
부스	barraca
대머리	careca
대머리	careca
대머리	calvo
대머리	carecas
스미레	sumire
마티아스	matias
마티아스	matthias
호스팅	hospedagem
호스팅	alojado
호스팅	hospedado
스탬프	selo
스탬프	carimbo
스탬프	carimbos
스탬프	selos
베트남어	vietnamitas
베트남어	vietnamita
드러낸다	revela
에메랄드	esmeralda
에메랄드	esmeraldas
아프로	afro
색인	indexados
색인	index
색인	indice
색인	índices
색인	índice
색인	índices
파우스트	fausto
테두리	borda
테두리	fronteira
테두리	contorno
하퍼	harper
카우보이	vaqueiro
카우보이	caubói
카우보이	cowboy
카우보이	vaqueiros
카우보이	cowboys
부탄	butão
포화	saturação
포화	saturado
포화	saturados
로이스	reuss
로이스	royce
로이스	lois
목차	conteúdos
목차	conteúdo
미즈시마	mizushima
오카	oka
서류	papéis
국수	massa
국수	noodles
국수	macarrão
국수	massas
결핵	tuberculose
불평등	desigualdade
불평등	desigualdades
불평등	desigual
불평등	desiguais
남용	abuso
남용	abusos
화해	conciliação
화해	reconciliação
화해	concertação
화해	conciliação
편집기	editor
편집기	editora
편집기	editores
줄무늬	listrada
줄무늬	listras
줄무늬	riscas
벅스	buck
벅스	insectos
벅스	insetos
벅스	bugs
벅스	bichos
벅스	erros
벅스	bucks
니컬러스	nicolás
니컬러스	nicholas
니컬러스	nicolau
모듈러	modular
베일	bale
베일	fardo
베일	fardos
베일	veil
베일	véu
베일	vale
무의미한	inútil
사드	saad
퇴직	aposentadoria
퇴직	reforma
퇴직	aposentado
퇴직	reformado
퇴직	reformados
퇴직	aposentados
포인터	ponteiros
포인터	ponteiro
녹아	derrete
녹아	derreter
무지	ignorância
무지	desconhecimento
박격포	morteiro
박격포	argamassa
박격포	morteiros
포괄적	abrangente
포괄적	abrangentes
자이	chiayi
재활	reabilitação
재활	reabilitação
통증	dor
통증	dores
통증	pain
통증	dores
마당	estaleiro
마당	yard
마당	quintal
마당	pátio
크로스오버	crossover
복합체	complexas
복합체	complexo
복합체	complexos
복합체	complexa
복합체	composto
복합체	compostos
카누	canoas
카누	canoagem
카누	canoa
카누	canoas
만찬	ceia
시그널	sinal
시그널	sinalizar
볼셰비키	bolcheviques
더그	doug
앵커리지	fixação
앵커리지	anchorage
앵커리지	ancoragem
숨겨져	ocultado
숨겨져	oculta
숨겨져	escondidos
숨겨져	oculto
숨겨져	escondido
깔끔하게	puro
깔끔하게	arrumado
오타루	otaru
찾아보기	navegar
찾아보기	navegue
찾아보기	descubra
찾아보기	descobre
찾아보기	descobrir
찾아보기	descubram
블레어	blair
피처링	apresentando
니콜라우스	nicolás
니콜라우스	nicholas
니콜라우스	nicolau
댓글	comentem
댓글	comente
댓글	comentar
댓글	comenta
댓글	comentário
댓글	comentar
댓글	comentando
댓글	comentado
댓글	comentou
댓글	comentaram
댓글	comentário
댓글	comentar
댓글	comenta
댓글	comentários
댓글	observações
카렐리야	carélia
반짝반짝	brilha
아래쪽	lower
아래쪽	inferior
아래쪽	abaixo
아래쪽	fundo
아래쪽	bottom
플로피	disquete
플로피	disquetes
수족관	aquário
수족관	aquários
편리하다	convenientes
편리하다	conveniente
콜라	cocaína
콜라	coque
콜라	coca
콜라	cola
조달	aquisições
미드	meade
미드	mead
미드	meados
미드	mid
리바운드	rebotes
검출	deteção
검출	detecção
네티즌	internautas
손상된	danificado
손상된	danificadas
손상된	danificados
손상된	danificada
걷고	caminhada
걷고	passear
걷고	andar
걷고	caminhar
범죄자	criminosos
범죄자	criminosas
범죄자	criminoso
범죄자	criminal
범죄자	criminosa
범죄자	penal
범죄자	agressor
명성	fama
명성	fame
명성	reputação
쏟아져	derramando
입술	lábios
입술	lábio
입술	lip
외래	ambulatório
마티	marty
섀넌	shannon
농부	agricultores
농부	fazendeiros
농부	lavradores
농부	lavrador
농부	agricultor
농부	fazendeiro
농부	camponês
호위	escolta
호위	acompanhantes
호위	acompanhante
베니	benny
응급	urgências
응급	emergências
응급	emergência
응급	emergências
카즈오	kazuo
스무	twenty
스무	vinte
실린더	cilindro
실린더	cilindros
우분투	ubuntu
리타	rita
샤이니	shah
샤이니	xá
샤이니	shinee
손해	perdas
손해	prejuízos
손해	dano
손해	danos
손해	estrago
버추얼	virtual
버추얼	virtuais
어시스트	auxilia
어시스트	assistências
브람스	brahms
아이비	hera
아이비	ivy
스플리트	dividir
스플리트	split
베이컨	bacon
베이컨	toucinho
코니	connie
혈관	navios
혈관	embarcações
치프	chief
치프	chefe
치프	alcaide
노스웨스턴	northwestern
노스웨스턴	noroeste
에베레스트	evereste
에베레스트	everest
공상	sonhando
타원형	elíptica
마일스	miles
마일스	quilómetros
마일스	milhas
디나르	dinar
리처드슨	richardson
마인드	mentes
노래방	karaoke
피드백	opiniões
피드백	opinião
피드백	feedback
피드백	comentários
공지	avisos
공지	anuncio
공지	anúncio
공지	aviso
공지	comunicados
공지	anúncios
잠금	fechadura
잠금	lock
잠금	trancar
잠금	cadeado
잠금	desbloquear
잠금	bloqueamento
바하마	bahamas
설리번	sullivan
훌리오	julio
훌리오	júlio
루니	rooney
무례한	rudes
무례한	grosseiro
무례한	rude
매트	matt
매트	matte
매트	mat
매트	esteira
매트	tapete
매트	mats
매트	tapetes
항아리	frasco
항아리	jarra
항아리	jar
항아리	jarro
항아리	potes
항아리	frascos
아키하바라	akihabara
엘런	ellen
고마쓰	komatsu
온실	estufa
온실	estufas
우동	udon
지불	pagar
지불	pagando
지불	pagar
지불	paga
지불	pague
지불	paga
지불	pays
지불	pagamento
감지	deteção
감지	detecção
감지	detectadas
감지	detectada
감지	detectado
감지	detectados
감지	detectar
감지	detecta
감지	detetar
네이션	nação
네이션	nation
언제부터	since
언제부터	desde
통역	interprete
통역	intérprete
연습생	praticar
연습생	prática
연습생	pratique
연습생	pratica
민병대	milícias
민병대	milícia
워프	dobra
워프	warp
갈라	gala
아브라함	ibrahim
아브라함	abraham
아브라함	abraão
전갈자리	escorpião
전갈자리	scorpius
아리스토텔레스	aristóteles
체계적	sistemático
체계적	sistemáticas
체계적	sistemáticos
체계적	sistemática
크로니클	crônica
크로니클	chronicle
크로니클	crónica
물고기자리	peixes
코다마	kodama
자격증	certificação
자격증	qualificações
자격증	habilitações
자격증	credenciais
자격증	certificadas
자격증	certificados
자격증	certificado
자격증	certificada
가정교사	tutor
가정교사	tutores
가정교사	explicações
가정교사	governanta
루미	rumi
매리너	mariner
매리너	marinheiro
남서	sudoeste
벤치	bancadas
벤치	banco
벤치	bancada
스완	swan
스완	cisne
흔적	rasto
흔적	trail
흔적	trilha
흔적	trilho
흔적	rastro
흔적	traces
흔적	traços
흔적	vestígios
흔적	traço
흔적	vestígios
흔적	trace
흔적	trilhas
흔적	trilhos
에드먼턴	edmonton
말라위	malawi
캐치	catch
캐치	apanha
캐치	apanhar
캐치	capturas
캐치	captura
비자	visa
비자	visto
비자	vistos
세르비아인	sérvios
세르비아인	sérvio
세르비아인	sérvia
플루트	flauta
넷스케이프	netscape
오늘도	hj
오늘도	hoje
파서	analisador
부모님	pais
부모님	pais
스위프트	swift
수류탄	granada
수류탄	granadas
콜렉션	recolha
콜렉션	colecção
콜렉션	coleção
단점	desvantagem
단점	inconvenientes
단점	desvantagens
몬테레이	monterrey
펀자브	punjab
펀자브	punjabi
단락	parágrafo
단락	parágrafos
하버	harbour
무제한	ilimitada
무제한	ilimitado
무제한	ilimitadas
무제한	ilimitados
숨김	ocultado
숨김	oculta
숨김	escondidos
숨김	oculto
숨김	escondido
메사	mesa
매기	maggie
카세트	cassete
카세트	cassetes
행복하게	alegremente
행복하게	felizmente
귀도	guido
거품	bubbles
거품	bolhas
거품	espuma
거품	bolha
랠리	comício
랠리	rally
랠리	rali
닫습니다	fecha
닫습니다	feche
닫습니다	perto
닫습니다	close
닫습니다	fechar
닫습니다	fecha
독립기념일	independência
독립기념일	independence
스캇	scott
색채	coloração
배너	banners
