और	и
भूमि	земельный
भूमि	land
भूमि	земля
व्यापक	всеобъемлющий
व्यापक	всеобъемлющего
व्यापक	широкая
व्यापक	широкие
व्यापक	широкого
व्यापक	широкий
व्यापक	широкая
व्यापक	широкие
व्यापक	широкой
व्यापक	широкий
किमी	км
प्रबंधन	управлять
प्रबंधन	менеджмент
प्रबंधन	руководство
प्रबंधन	управление
परीक्षण	испытания
परीक्षण	проверка
परीक्षण	тест
परीक्षण	испытание
परीक्षण	тесты
परीक्षण	испытания
परीक्षण	испытания
परीक्षण	проверка
परीक्षण	испытание
परीक्षण	тестирование
अनुसंधान	исследований
अनुसंधान	исследования
अनुसंधान	исследование
आन्ध्र	андхра
गीत	песни
गीत	songs
गीत	песня
गीत	песнь
गीत	song
गणना	граф
गणना	считать
गणना	расчеты
गणना	расчёт
गणना	расчета
गणना	расчет
गणना	рассчитаны
गणना	рассчитан
गणना	рассчитано
गणना	рассчитана
गणना	рассчитанные
गणना	вычислить
गणना	расчета
गणना	расчёт
गणना	рассчитать
गणना	вычисления
निम्न	низко
निम्न	низкий
निम्न	низкая
निम्न	низким
निम्न	низкое
खोज	поиск
खोज	искать
खोज	ищите
खोज	разведку
खोज	разведка
खोज	разведки
खोज	обнаружить
खोज	открытие
खोज	обнаружение
सांस्कृतिक	культурный
सांस्कृतिक	культурные
जाति	жанров
जाति	гонки
जाति	гонка
जाति	расы
जाति	раса
जाति	касты
व्यवहार	поведение
व्यवहार	поведение
योगदान	взнос
योगदान	вклад
योगदान	взносы
योगदान	вклады
योगदान	вклад
प्रतिशत	проценты
प्रतिशत	процент
इनकी	их
सही	идеальная
सही	идеальный
सही	идеально
सही	правильно
सही	верно
सही	вправо
सही	true
सही	правда
सही	правильно
सही	исправить
सही	правильное
सही	правильный
पुरुष	мужчин
पुरुष	men
पुरुष	мужчины
पुरुष	мужики
पुरुष	мужской
पुरुष	мужчина
पुरुष	самец
पुरुष	мужские
पुरुष	чел
पुरुष	мужик
पुरुष	человек
पुरुष	мужчина
पुरुष	man
मिल	милл
जनगणना	переписи
जनगणना	перепись
संबंधी	родственник
संबंधी	относительной
संबंधी	относительное
संबंधी	относительные
संबंधी	относительный
संबंधी	относительная
अंतर्गत	под
उद्योग	отрасли
उद्योग	отраслей
उद्योग	промышленности
उद्योग	отрасль
उद्योग	индустрия
उद्योग	промышленность
छोटी	маленькая
छोटी	маленькие
छोटी	малых
छोटी	маленький
छोटी	мелкие
छोटी	малые
छोटी	little
छोटी	маленький
छोटी	маленькая
छोटी	мало
छोटी	маленькие
छोटी	короткая
छोटी	короткий
छोटी	короткое
छोटी	короткие
छोटी	коротко
छोटी	поменьше
छोटी	меньшие
छोटी	меньше
मदद	помогите
मदद	помощь
मदद	помочь
मदद	справка
दिशा	направление
दिशा	ориентация
दिशा	ориентации
दिशा	направленность
सूचना	информация
सूचना	info
सूचना	инфо
सूचना	уведомление
सूचना	уведомления
सूचना	уведомление
सूचना	извещение
सूचना	информация
कमी	отсутствие
कमी	недостаток
पत्र	буква
पत्र	письмо
राम	рама
राम	рам
राम	рама
नवम्बर	ноября
नवम्बर	ноябрь
नवम्बर	ноябрь
नवम्बर	ноя
माता	мата
पीछे	назад
पीछे	back
पीछे	спина
पीछे	обратно
पीछे	позади
पीछे	сзади
पीछे	назад
पीछे	задняя
पीछे	тыл
पीछे	сзади
पीछे	задних
राष्ट्रपति	президент
राष्ट्रपति	председатель
दल	стороны
दल	партии
दल	вечеринки
दल	экипаж
दल	команда
दल	экипажа
दल	party
दल	сторона
दल	партия
दल	вечеринка
दल	когорты
मीटर	мтс
मीटर	счетчик
मीटर	метр
मीटर	метрах
मीटर	метров
मीटर	метр
मीटर	метров
क्रिया	меры
क्रिया	действий
क्रिया	действие
क्रिया	действия
क्रिया	акция
क्रिया	глагол
क्रिया	действия
क्रिया	меры
क्रिया	активность
क्रिया	действия
क्रिया	деятельность
गूगल	google
गूगल	google+
कॉलेज	колледжей
कॉलेज	колледжи
कॉलेज	коллегия
कॉलेज	колледж
विवाह	свадеб
विवाह	свадьбы
विवाह	браков
विवाह	браки
विवाह	брак
विवाह	браки
विवाह	свадьбу
विवाह	свадьбы
विवाह	свадебный
विवाह	свадьба
मैच	матч
मैच	совпадение
बनाए	созданные
बनाए	созданный
बनाए	создано
बनाए	создана
बनाए	создан
सुधार	усовершенствования
सुधार	улучшения
सुधार	улучшение
सुधार	исправление
सुधार	поправка
सुधार	коррекция
सुधार	реформирование
सुधार	реформы
सुधार	реформа
सुधार	совершенствование
सुधार	улучшение
समाप्त	закончить
समाप्त	завершить
समाप्त	конце
समाप्त	end
समाप्त	конец
समाप्त	завершил
समाप्त	завершено
समाप्त	завершен
समाप्त	завершена
समाप्त	истекает
समाप्त	закончили
समाप्त	завершена
समाप्त	закончил
समाप्त	завершено
समाप्त	истек
ब्रिटेन	британия
करें	тос
दिनों	дни
दिनों	days
दिनों	дней
बच्चों	kids
बच्चों	детки
बच्चों	дети
बच्चों	детки
प्रौद्योगिकी	технология
प्रौद्योगिकी	техника
प्रौद्योगिकी	технологии
महत्व	важность
रह	остаюсь
नियम	правил
नियम	правила
नियम	правило
जन्मे	родилась
जन्मे	родился
शब्दों	слов
शब्दों	слова
चीनी	китайская
चीनी	китайское
चीनी	китайцы
चीनी	китайский
चीनी	китая
स्वास्थ्य	здоровья
स्वास्थ्य	здоровье
स्वास्थ्य	здравоохранения
स्वास्थ्य	здравоохранение
सहायक	ассистент
सहायक	помощник
सहायक	полезное
सहायक	полезный
सहायक	полезно
सहायक	полезные
सहायक	помощник
घोषणा	объявление
घोषणा	декларация
घोषणा	заявление
प्रयुक्त	используется
प्रयुक्त	использовано
प्रयुक्त	используемый
प्रयुक्त	используемые
प्रयुक्त	использован
प्रयुक्त	претор
उल्लेख	упомянуть
उल्लेख	упоминание
उल्लेख	упоминается
उल्लेख	упоминает
उल्लेख	упоминания
उपयुक्त	соответствующих
उपयुक्त	уместно
उपयुक्त	подходящих
उपयुक्त	подходящий
उपयुक्त	подходящее
उपयुक्त	подходит
उपयुक्त	подходящие
बंद	закрыть
बंद	близко
बंद	закройте
बंद	off
बंद	офф
बंद	закрыта
बंद	закрыто
बंद	закрытая
बंद	закрытое
बंद	закрыты
किलोमीटर	километров
किलोमीटर	километр
किलोमीटर	километров
जिसने	кто
जिसने	who
जिसने	воз
इंग्लैंड	англии
इंग्लैंड	англия
इंग्लैंड	rus
धीरे	постепенно
धीरे	медленно
धीरे	потихоньку
सार्वजनिक	общественность
सार्वजनिक	публичные
सार्वजनिक	общественности
लाख	миллионов
लाख	миллион
लाख	млн
लाख	миллиона
लाख	лак
खिलाफ	против
सफल	успешное
सफल	успешные
सफल	успешно
सफल	успешного
सफल	успешная
सफल	успешный
सफल	процветать
सफल	преуспеть
सफल	плодовитый
सफल	успех
सफल	успеха
पहचान	идентификация
पहचान	идентификации
पहचान	выявление
पहचान	личности
पहचान	идентичность
पहचान	идентификация
पहचान	самобытность
पहचान	личность
राष्ट्र	nations
राष्ट्र	нация
राष्ट्र	нации
संग्रह	подборки
संग्रह	коллекции
संग्रह	архив
संग्रह	коллекция
संग्रह	collection
संग्रह	коллекции
संग्रह	сбор
भीतर	внутри
भीतर	изнутри
भीतर	внутрь
मौजूद	настоящее
मौजूद	подарок
रक्त	кровь
रक्त	blood
रक्त	крови
कांग्रेस	съезд
कांग्रेस	конгресс
सम्मान	респект
सम्मान	уважать
सम्मान	уважение
सम्मान	уважаю
सम्मान	честь
नृत्य	dance
नृत्य	танцуй
नृत्य	танец
नृत्य	танцы
सामूहिक	коллектив
सामूहिक	коллективных
सामूहिक	коллективные
सामूहिक	коллективная
सामूहिक	коллективное
स्रोत	источник
स्रोत	источники
एकल	сингл
संकेत	оперативного
संकेत	намёк
संकेत	подсказка
संकेत	намек
संकेत	подсказку
संकेत	сигнал
संकेत	символ
संकेत	подсказки
संकेत	намеки
मानक	стандартные
मानक	стандарт
मानक	стандартная
मानक	стандартный
मानक	standard
बताया	рассказал
स्वतंत्रता	свободы
स्वतंत्रता	свободу
स्वतंत्रता	свобода
स्वतंत्रता	свобода
स्वतंत्रता	независимости
स्वतंत्रता	независимость
यौगिक	комплекса
यौगिक	соединение
विकि	wiki
विकि	вики
विद्यालय	школ
विद्यालय	школы
विद्यालय	школе
विद्यालय	school
विद्यालय	школа
विद्यालय	школы
अंतर्राष्ट्रीय	международные
अंतर्राष्ट्रीय	международный
विशाल	огромная
विशाल	огромный
विशाल	огромные
विशाल	огромное
विशाल	огромные
विशाल	грандиозное
विशाल	большой
विशाल	крупных
विशाल	крупный
विशाल	большая
विशाल	крупные
विशाल	большие
विशाल	массовые
गैर	non
बंगाल	бенгалии
कानून	закон
कानून	право
कानून	законов
कानून	законы
महान	здорово
महान	отлично
महान	великолепно
बल	усилие
बल	силы
बल	сила
बल	force
बल	силу
भाई	бро
भाई	брат
भाई	брат
भाई	братец
भाई	брат
तहत	под
उपचार	лечение
उपचार	обращение
उपचार	лечение
केन्द्र	центр
केन्द्र	центр
अवस्था	штат
अवस्था	состояние
अवस्था	государство
लागू	применяется
लागू	прикладной
लागू	применяются
लागू	применить
लागू	применять
लागू	применимо
निजी	личная
निजी	личные
निजी	личное
निजी	личного
निजी	личный
निजी	частное
निजी	частный
निजी	частная
निजी	частного
निजी	личное
निजी	частные
निर्णय	суждение
निर्णय	суждение
निर्णय	решение
निर्णय	решения
जॉन	джон
जॉन	иоанн
मिला	найдена
मिला	найдено
मिला	нашла
मिला	найден
मिला	найдены
मिला	есть
मिला	получила
मिला	получил
मिला	мила
घंटे	часов
घंटे	часы
वंश	династии
वंश	династия
प्रारंभिक	первоначальные
प्रारंभिक	первоначальный
प्रारंभिक	первоначального
प्रारंभिक	начальная
प्रारंभिक	первоначальная
प्रारंभिक	начальный
मुक्त	свободно
मुक्त	бесплатно
मुक्त	свободный
मुक्त	свободной
मुक्त	бесплатный
मुक्त	бесплатные
परन्तु	но
मनुष्य	человеческое
मनुष्य	человеческая
मनुष्य	человек
मनुष्य	человека
मनुष्य	чел
मनुष्य	мужик
मनुष्य	человек
मनुष्य	мужчина
मनुष्य	man
उपकरण	инструмент
उपकरण	устройств
उपकरण	устройства
उपकरण	снаряжение
उपकरण	аппаратура
उपकरण	оборудование
उपकरण	оборудования
उपकरण	приборов
उपकरण	устройство
उपकरण	устройства
उपकरण	инструменты
उपकरण	сервис
विक्रम	викрам
उपन्यास	роман
नेपाल	непала
नेपाल	непале
नेपाल	непал
ऑफिस	кабинет
ऑफिस	канцелярия
ऑफिस	офис
बदलाव	перемены
बदलाव	изменение
बदलाव	изменения
बदलाव	изменить
बदलाव	сменить
अनुमति	разрешения
अनुमति	разрешены
अनुमति	допускается
अनुमति	разрешено
अनुमति	разрешите
अनुमति	разрешение
नीति	политика
हवाई	гавайский
हवाई	гавайи
गांव	деревне
गांव	село
गांव	деревня
वापस	назад
वापस	back
वापस	спина
वापस	обратно
यूरोपीय	europe
यूरोपीय	европу
यूरोपीय	европа
यूरोपीय	европы
यूरोपीय	европейская
यूरोपीय	европейского
यूरोपीय	европейское
यूरोपीय	европейский
साधारण	простой
साधारण	простое
साधारण	простая
साधारण	простые
साधारण	посредственный
साधारण	общие
साधारण	генерал
देखने	просмотра
देखने	просмотр
पंजाब	пенджаб
दक्षिणी	южные
दक्षिणी	южная
दक्षिणी	южный
दक्षिणी	южной
दक्षिणी	южное
दक्षिणी	южная
दक्षिणी	юг
दक्षिणी	южный
दक्षिणी	южной
बैंड	band
नया	новые
नया	новинка
नया	новая
नया	новый
नया	новых
नया	новое
पर्वत	горы
पर्वत	горный
पर्वत	гора
पर्वत	горных
सूर्य	sun
सूर्य	солнце
सूर्य	вс
सूर्य	сун
सूर्य	сунь
अनुवाद	перевод
अनुवाद	переводить
अनुवाद	перевести
अनुवाद	переводы
समुदाय	сообщества
समुदाय	общины
समुदाय	община
समुदाय	общины
समुदाय	сообщества
समुदाय	сообщество
मान	величины
मान	значения
मान	ценностей
मान	ценности
मान	ценность
मान	значение
मान	величина
मान	стоимость
स्वतंत्र	независимый
स्वतंत्र	независимая
स्वतंत्र	независимое
स्वतंत्र	независимые
टीवी	телевидения
टीवी	телевидение
टीवी	телевизор
हाल	недавние
हाल	последние
हाल	недавнее
हाल	недавно
चला	запустить
चला	беги
कथा	повествование
कथा	рассказ
पक्ष	сторона
पक्ष	стороне
दृश्य	просмотры
दृश्य	просмотров
दृश्य	мнения
दृश्य	взгляды
दृश्य	сцена
दृश्य	видна
दृश्य	виден
दृश्य	видны
दृश्य	видимые
दृश्य	видимых
दृश्य	посмотреть
दृश्य	просмотр
दृश्य	просмотреть
दृश्य	вид
भोजन	кухня
भोजन	питание
भोजन	продовольственной
भोजन	пища
भोजन	еды
भोजन	продовольствие
भोजन	еда
भोजन	ужин
शिव	шива
मॉडल	модели
मॉडल	моделей
मॉडल	модели
मॉडल	образец
मॉडल	model
मॉडल	модель
मुंबई	мумбаи
आयोजित	провел
प्रकाशन	издательство
प्रकाशन	публикация
प्रकाशन	публикация
प्रकाशन	опубликование
प्रकाशन	издание
प्रांत	область
प्रांत	провинция
अतः	поэтому
मिलियन	милан
मिलियन	миллионов
मिलियन	миллион
मिलियन	млн
मिलियन	миллиона
मिलियन	миллионов
मिलियन	миллионы
पांच	пятеро
पांच	пять
उससे	его
उससे	ему
वहां	там
विधानसभा	сборка
विधानसभा	ассамблеи
विधानसभा	собрание
विधानसभा	ассамблея
मन	разум
मन	ум
मन	манн
ऑस्ट्रेलिया	австралия
ऑस्ट्रेलिया	австралии
उम्र	возраст
सागर	моря
सागर	море
सागर	sea
सक्रिय	включено
सक्रिय	включена
सक्रिय	включен
सक्रिय	прилагательное
सक्रिय	активная
सक्रिय	активны
सक्रिय	активный
सक्रिय	активное
सक्रिय	активные
आया	ая
आया	айя
आया	пришла
आया	пришел
आया	пришёл
निश्चित	уверен
निश्चित	конечно
निश्चित	уверена
अभिनेत्री	актриса
छोड़	пропустить
छोड़	пропускать
छोड़	оставьте
छोड़	оставить
छोड़	покинуть
कृपया	пожалуйста
जर्मनी	немецкая
जर्मनी	немецкие
जर्मनी	немец
जर्मनी	немецкое
जर्मनी	германии
जर्मनी	немецкий
जर्मनी	германия
जर्मनी	германию
जर्मनी	германии
हासिल	достигнуто
लंदन	лондоне
लंदन	london
लंदन	лондон
जापान	japan
जापान	японии
जापान	япония
वस्तु	пункт
वस्तु	товар
वस्तु	материал
वस्तु	материалы
वस्तु	предмет
वस्तु	объект
वस्तु	объекта
वस्तु	объектов
वस्तु	предметы
वस्तु	объекты
सम्मानित	честь
सम्मानित	заслуженный
स्वरूप	формат
जीत	победить
जीत	выиграть
जीत	победа
जीत	выигрывает
जीत	побеждает
अध्यक्ष	президент
अध्यक्ष	председатель
अध्यक्ष	выступающий
अध्यक्ष	спикер
अध्यक्ष	оратор
अध्यक्ष	председателю
अध्यक्ष	председателя
अध्यक्ष	председатель
राज्यों	государства
राज्यों	штатов
राज्यों	штаты
मामले	случаи
मामले	дела
विजेता	победитель
विजेता	победителей
विजेता	победители
बाजार	базар
बाजार	рынки
बाजार	рынок
बाजार	рынка
लीग	лиги
लीग	лига
लीग	лиг
कविता	стих
कविता	стихотворение
कविता	стихи
कविता	поэзия
तरफ	сторона
तरफ	стороне
दिसंबर	декабрь
दिसंबर	дек
दिसंबर	декабрь
खान	хан
वास्तविक	real
वास्तविक	настоящий
वास्तविक	настоящие
वास्तविक	настоящая
वास्तविक	реальные
वास्तविक	фактическое
वास्तविक	фактические
वास्तविक	фактический
वास्तविक	фактическая
वास्तविक	фактических
वास्तविक	подлинные
वास्तविक	подлинного
वास्तविक	подлинный
चैनल	каналы
चैनल	шанель
चैनल	канал
चैनल	channel
चैनल	каналы
उत्पाद	произведение
उत्पाद	продукта
उत्पाद	изделие
उत्पाद	товар
उत्पाद	продукт
उत्पाद	товары
उत्पाद	продукция
उत्पाद	изделия
उत्पाद	продукты
राज	радж
सात	seven
सात	семь
सात	седьмая
सात	vii
आरंभ	начинайте
आरंभ	начать
आरंभ	начало
आरंभ	старт
आरंभ	стартап
योग्य	квалифицированный
योग्य	квалифицированные
योग्य	квалифицированных
समुद्र	моря
समुद्र	морям
समुद्र	моря
समुद्र	море
समुद्र	sea
प्रारंभ	начали
प्रारंभ	начато
प्रारंभ	начал
प्रारंभ	началось
प्रारंभ	начинайте
प्रारंभ	начать
प्रारंभ	начало
प्रारंभ	старт
प्रारंभ	стартап
प्रारंभ	стартовый
समाचार	news
समाचार	новость
समाचार	новости
समस्या	проблемы
समस्या	проблема
समस्या	вопрос
समस्या	выпуск
समस्या	проблема
वीडियो	video
वीडियो	видео
वीडियो	видео
नही	не
वन	леса
वन	лесных
वन	лес
मत	голоса
मत	голосов
संभव	возможная
संभव	возможна
संभव	возможно
संभव	возможен
नेटवर्क	сеть
नेटवर्क	сети
नेटवर्क	network
नेटवर्क	сетей
नेटवर्क	сети
नेटवर्क	сетях
बौद्ध	буддийских
घटना	инцидента
घटना	инцидент
घटना	происшествие
घटना	мероприятие
घटना	событие
घटना	явление
घटना	феномен
प्रकृति	науру
प्रकृति	характер
प्रकृति	характера
प्रकृति	натура
प्रकृति	природа
मूल्य	прайс
मूल्य	цена
मूल्य	ценность
मूल्य	значение
मूल्य	величина
मूल्य	стоимость
रोचक	интересное
रोचक	интересная
रोचक	интересный
रोचक	интересно
रोचक	интересные
क्लब	club
क्लब	клуб
क्लब	клубы
समिति	комитет
समिति	комитета
सर्वाधिक	большинство
सर्वाधिक	наиболее
अरब	аравия
अरब	арабские
अरब	арабское
अरब	арабская
अरब	араб
अरब	арабский
अरब	миллиард
अरब	миллиарда
अरब	млрд
राजनीति	политики
राजनीति	политика
चरण	шаг
चरण	этапах
चरण	стадии
चरण	этапы
चरण	этапы
चरण	ступеньки
चरण	шаги
चरण	ступень
चरण	этап
चरण	стадия
चरण	этапе
नाटक	драма
नाटक	драмы
विरोध	протесты
विरोध	протеста
विरोध	протесты
विरोध	протест
विरोध	контраст
विरोध	оппозиции
विरोध	оппозиция
विरोध	противодействие
विरोध	противостояние
विरोध	конфликты
विरोध	конфликт
विरोध	конфликты
विरोध	коллизия
ज्ञात	известные
ज्ञात	известное
ज्ञात	известный
ज्ञात	известен
ज्ञात	известная
नेतृत्व	руководство
नेतृत्व	лидерство
अंतर	отличие
अंतर	различие
अंतर	разница
अंतर	различия
अंतर	разрыв
अंतर	пробел
अनुभव	опыт
अनुभव	опытом
अनुभव	опыт
संरचना	структура
संरचना	текстура
संरचना	композиция
संरचना	состав
निर्धारित	определено
निर्धारित	определен
निर्धारित	определены
कैलेंडर	календарь
सीमित	ограничить
सीमित	ограниченные
सीमित	ограниченное
सीमित	ограниченная
सीमित	ограниченный
सीमित	узких
सीमित	узкие
सीमित	узкий
सीमित	сузить
पत्रिका	журнал
पत्रिका	magazine
पत्रिका	дневник
पत्रिका	журнал
पत्रिका	journal
तेल	нефти
तेल	нефть
तेल	масло
काव्य	стихи
काव्य	поэзия
छोटा	маленькая
छोटा	маленькие
छोटा	малых
छोटा	маленький
छोटा	мелкие
छोटा	малые
छोटा	little
छोटा	маленький
छोटा	маленькая
छोटा	мало
छोटा	маленькие
छोटा	короткая
छोटा	короткий
छोटा	короткое
छोटा	короткие
छोटा	коротко
छोटा	крошечный
छोटा	крошечные
संपादन	правка
संपादन	редактировать
संपादन	изменить
संपादन	редактирование
संपादन	правки
संपादन	монтаж
संपादन	редактирование
संपादन	редактирования
संपादन	редакторов
औसत	средняя
औसत	средний
औसत	среднее
औसत	посредственный
अफ्रीका	африка
विश्वास	доверие
विश्वास	доверять
विश्वास	довериться
विश्वास	вере
विश्वास	веру
विश्वास	вера
विश्वास	уверенность
विश्वास	доверие
विश्वास	поверить
विश्वास	верить
विश्वास	верим
विश्वास	верю
विश्वास	вера
रक्षा	защищать
रक्षा	защитить
रक्षा	защитите
रक्षा	защита
रक्षा	оборона
रक्षा	обороны
रक्षा	защита
रक्षा	оборона
रक्षा	обороны
जर्मन	немецкая
जर्मन	немецкие
जर्मन	немец
जर्मन	немецкое
जर्मन	германии
जर्मन	немецкий
विपरीत	вспять
विपरीत	обратная
विपरीत	обратный
विपरीत	обратное
विपरीत	противоположное
विपरीत	напротив
खुद	себя
खुद	сам
खुद	собственная
खुद	собственных
खुद	собственные
खुद	собственный
खुद	собственное
निर्माता	производителей
निर्माता	производители
निर्माता	продюсеры
निर्माता	изготовитель
निर्माता	производитель
निर्माता	изготовителем
निर्माता	производитель
निर्माता	продюсер
निर्माता	творец
निर्माता	создатель
प्रतियोगिता	конкуренция
प्रतियोगिता	соревнования
प्रतियोगिता	конкурс
प्रतियोगिता	конкуренции
प्रतियोगिता	соревнование
प्रतियोगिता	конкурс
प्रतियोगिता	евровидение
विद्युत	электричество
विद्युत	электроэнергии
विद्युत	электрический
विद्युत	электрические
विद्युत	электрических
विद्युत	электрическая
विद्युत	электрический
विद्युत	электрик
विद्युत	electric
विद्युत	электрическая
वायु	ветер
वायु	ветра
वायु	воздух
वायु	air
निर्भर	контингента
निर्भर	контингент
आसपास	неподалеку
आसपास	рядом
आसपास	поблизости
अधिनियम	акт
लिखे	напиши
लिखे	пиши
लिखे	пишите
लिखे	напишите
लिखे	написать
रूस	россия
रूस	russia
विजय	виджай
विजय	победу
विजय	победы
विजय	победа
बस	автобус
बस	просто
बस	только
गुरु	гуру
महाराष्ट्र	махараштра
महिलाओं	леди
महिलाओं	дамы
महिलाओं	самки
महिलाओं	женщины
महिलाओं	женщины
महिलाओं	женщин
हमारे	наши
हमारे	наше
हमारे	наш
हमारे	наша
फ्रांस	франции
फ्रांस	франс
फ्रांस	франция
फ्रांस	france
धारा	текущий
धारा	текущее
धारा	нынешней
धारा	текущие
धारा	текущая
धारा	секция
धारा	раздел
धारा	ручей
धारा	поток
प्रेम	прем
प्रेम	голубки
प्रेम	любить
प्रेम	love
प्रेम	люблю
प्रेम	любовь
प्रेम	любим
इंजन	мотор
इंजन	двигатель
इंजन	движок
इंजन	двигателя
इंजन	двигатели
इंजन	двигателей
आंदोलन	агитации
आंदोलन	передвижение
आंदोलन	движение
अंतरराष्ट्रीय	международные
अंतरराष्ट्रीय	международный
कृष्णा	кришна
अभिनय	исполняющий
सफलता	успех
सफलता	успеха
विधान	законодательная
विधान	законодательные
विधान	законодательство
रासायनिक	химического
रासायनिक	химический
रासायनिक	химическая
कृष्ण	кришна
चलता	ходит
चलता	прогулки
डॉलर	доллары
डॉलर	доллар
बच्चे	kids
बच्चे	детки
बच्चे	дети
बच्चे	дитя
बच्चे	детский
बच्चे	ребенок
बच्चे	ребёнок
बच्चे	ребенка
मन्दिर	храм
पर्याप्त	хватит
पर्याप्त	достаточно
पर्याप्त	адекватных
पर्याप्त	адекватное
पर्याप्त	достаточное
पर्याप्त	адекватные
मसीह	христос
पूजा	пуджа
पूजा	поклоняться
पूजा	поклонение
भारी	тяжелых
भारी	тяжелая
भारी	тяжелые
भारी	тяжёлая
भारी	тяжелый
भारी	тяжёлый
पत्नी	жене
पत्नी	жена
पत्नी	жены
मान्यता	вера
मान्यता	действительности
मान्यता	действительность
मान्यता	признание
इंडिया	индию
इंडिया	индия
इंडिया	индии
कप	чашка
कप	чаша
कप	кубок
कप	cup
कपूर	капур
अत्यंत	огромные
अत्यंत	чрезвычайно
अत्यंत	крайне
तरीके	способы
तरीके	пути
उचित	справедливый
उचित	справедливо
उचित	ярмарка
उचित	справедливая
उचित	справедливых
उचित	соответствующих
उचित	уместно
उचित	разумная
उचित	разумно
उचित	разумный
उचित	разумное
उचित	разумные
उचित	надлежащего
सड़क	улица
सड़क	street
सड़क	дорога
सड़क	дорожной
सड़क	road
सड़क	роуд
रात	ночи
रात	ночь
रात	ночное
रात	night
विदेशी	зарубежные
विदेशी	заморских
विदेशी	иностранный
विदेशी	иностранное
विदेशी	иностранных
कोशिश	попробуй
कोशिश	попробовать
कोशिश	попробуйте
कोशिश	попытка
सूत्र	formula
सूत्र	формулы
सूत्र	формула
सूत्र	сутра
जीव	существа
जीव	организм
जीव	организма
डिग्री	градусов
डिग्री	степени
डिग्री	степень
डिग्री	степени
जिनके	чьи
जिनके	чей
जिनके	чье
जिनके	чья
बाल	волосы
बाल	волос
बाल	бал
झील	озеро
झील	лейк
मामलों	случаи
मामलों	дела
यद्यपि	хотя
स्वामी	хозяин
स्वामी	владельца
स्वामी	владелец
स्वामी	свами
स्वामी	владельцы
स्वामी	владельцев
स्वामी	владельцам
सिर्फ	только
सिर्फ	просто
सिर्फ	только
कश्मीर	кашмире
सुविधा	особенность
सुविधा	полезность
सुविधा	полезности
पिछले	предыдущие
पिछले	предыдущая
पिछले	предыдущий
पिछले	предыдущее
आयु	аю
आयु	долголетия
आयु	возраст
आयु	возраст
आयु	века
आयु	возрастов
प्रचार	акции
प्रचार	поощрения
प्रचार	продвижение
प्रचार	поощрение
प्रचार	повышение
प्रचार	продвигать
प्रचार	пропаганды
प्रचार	пропаганда
प्रचार	пропаганду
प्रशिक्षण	подготовка
प्रशिक्षण	подготовки
प्रशिक्षण	обучение
प्रशिक्षण	тренинг
फ़रवरी	февраля
फ़रवरी	февраль
फ़रवरी	февраля
फ़रवरी	февраль
उल्लेखनीय	замечательный
रेडियो	radio
रेडियो	радио
डिजाइन	конструкций
डिजाइन	design
डिजाइन	конструкция
डिजाइन	проектирование
डिजाइन	дизайн
कंप्यूटर	компьютер
कंप्यूटर	computer
कंप्यूटर	компьютеры
मंत्री	министр
मंत्री	министра
मंत्री	министры
मंत्री	министрами
मंत्री	министров
सम्बन्ध	отношений
सम्बन्ध	отношения
आबादी	населения
आबादी	население
तत्व	элементы
तत्व	элемент
दस	десять
दस	десятка
दस	ten
आगरा	агра
भौतिक	физическая
भौतिक	физический
भौतिक	физические
भौतिक	физической
भौतिक	физическое
जिन	джин
जिन	джин
आपको	тебя
आपको	you
आपको	вы
आपको	ты
सहयोग	сотрудничество
सहयोग	сотрудничество
गैस	газа
गैस	бензин
गैस	газ
वी	wii
राय	мнение
राय	рай
राय	rai
राय	мнение
राय	мнения
राय	рой
कनाडा	canada
कनाडा	канаду
कनाडा	канада
व्यक्तियों	лиц
विश्लेषण	разбивка
विश्लेषण	срыв
विश्लेषण	распад
विश्लेषण	разбивки
विश्लेषण	анализа
विश्लेषण	анализ
विश्लेषण	analytics
विश्लेषण	аналитики
विश्लेषण	аналитики
लक्ष्य	мишени
लक्ष्य	цели
