asiakkaat	clientes
raoul	raúl
naamio	máscara
karhut	osos
lihasten	músculos
lihasten	os
maanantaina	o
maanantaina	luns
maanantaina	10
picasso	picasso
hiukkaset	partículas
lentokentälle	aeroporto
sukupolvien	xeracións
todelliset	real
tapaaminen	cita
tapaaminen	xunta
tapaaminen	reunión
tapaaminen	encontro
tapaaminen	cita
tapaaminen	con
domenico	domenico
kentin	kent
vuoria	montañas
vuoria	das
vuoria	andes
vuoria	montes
vuoria	lorenzo
vuoria	montaña
vuoria	monte
verotus	impostos
virrat	fluxo
virrat	transmisión
kestävää	sostible
palveluksen	favor
vastaukset	respostas
vastaukset	as
vastaukset	respostas
vastaukset	repostas
maksettu	pagar
maksettu	pagou
leipä	pan
leipä	cartos
kauemmin	xa
kauemmin	máis
kauemmin	tempo
kauemmin	non
kauemmin	a
täydelliset	perfecto
täydelliset	perfecta
täydelliset	perfectos
täydelliset	total
täydelliset	completa
täydelliset	completar
täydelliset	completo
ilmapiiri	atmosfera
ilmapiiri	ambiente
reilu	xusto
reilu	feira
nähneet	ver
nähneet	viron
nähneet	visto
nähneet	vin
nähneet	vira
nähneet	viches
reaktiota	reacción
tietoisuuden	conciencia
tietoisuuden	cognición
tietoisuuden	consciencia
tietoisuuden	a
tietoisuuden	conciencia
tietoisuuden	da
vakavaa	serio
vakavaa	seria
vakavaa	en
vakavaa	grave
eläintarha	ángeles
eläintarha	zoolóxico
eläintarha	zoo
leipää	pan
leipää	cartos
kuumaa	quente
kuumaa	calor
tieteellisesti	cientificamente
tieteellisesti	científicamente
kiinnostuneet	me
kiinnostuneet	interesaba
kiinnostuneet	interesábame
kiinnostuneet	interesados
kiinnostuneet	interesado
kiinnostuneet	interese
kiinnostuneet	interesa
kiinnostuneet	interesada
kävelee	camiñando
kävelee	pola
kävelee	andar
kävelee	andando
kävelee	subindo
kävelee	camiñaba
kävelee	camiñar
kävelee	polas
kävelee	camiña
vaikeudet	dificultades
hankkeita	proxectos
hankkeita	os
rockefeller	rockefeller
ringo	ringo
muurit	paredes
muurit	muros
muurit	as
muurit	defensas
hyväksynnän	aprobación
pyramidin	pirámide
määritetään	decidido
määritetään	con
määritetään	determinar
määritetään	determinan
määritetään	han
sopimusten	contratos
logiikkaa	lóxica
kemiaa	química
kysy	pedir
kysy	preguntar
kysy	pregunte
westminster	westminster
avioeron	divorcio
avioeron	o
avioeron	divorciar
laukaus	disparou
luova	creativo
luova	creativos
luova	creativa
luova	creativas
ideat	as
ideat	ideas
työläiset	traballadores
työläiset	os
työläiset	obreiros
ehtoja	termos
ehtoja	funcionamento
ehtoja	a
ehtoja	condicións
ehtoja	patoloxías
ehtoja	as
kemialliset	químicas
kemialliset	químico
ehdokkaiden	candidatos
lähtökohta	premisa
lähetystön	embaixada
tutkiva	método
tutkiva	investigación
karva	pelo
karva	cabelo
kiihtyvyys	aceleración
reagoida	reaccionar
reagoida	reaccionaredes
reagoida	reacciona
reagoida	reaccionan
reagoida	aos
reagoida	ante
reagoida	reaccionei
maissi	millo
maissi	trigo
nenän	nariz
nenän	o
nenän	no
maito	leite
puista	árbores
puista	das
huuto	chorar
huuto	chores
huuto	choro
huuto	berra
kiinteistö	propiedade
keihäs	arpón
keihäs	spear
näytetty	que
näytetty	se
näytetty	mostra
näytetty	amosado
näytetty	demostrado
näytetty	as
aka	alias
katsella	vendo
katsella	a
katsella	as
katsella	ver
katsella	mirando
katsella	mirar
katsella	observando
tarkastaja	inspector
tarkastaja	comisario
sisällytetty	incluía
vapautettu	liberado
vapautettu	liberados
vapautettu	editaron
eka	primeiro
eka	primeira
katuja	rúas
katuja	polas
katuja	rúa
pitoisuus	de
pitoisuus	concentración
murhat	asasinatos
murhat	un
murhat	homicidio
murhat	asasinato
murhat	asasino
määräys	ordes
määräys	orde
määräys	as
määräys	encargos
toive	gustaríame
toive	desexo
toive	desexaría
toive	oxalá
soturit	guerreiros
juhlaa	celebración
uusimmat	últimos
uusimmat	último
uusimmat	últimas
demokratiaa	democracia
lukeminen	lendo
lukeminen	ler
lukeminen	lectura
lukeminen	a
muoti	moda
muoti	a
tuttua	familiar
tuttua	familiarizados
tuttua	familiares
tuttua	coñeces
reaganin	reagan
todistuksen	certificado
todistuksen	partida
todistuksen	de
todistuksen	nacemento
maatila	granxa
maatila	a
maatila	campo
maatila	leira
maatila	casa
maatila	reserva
sektori	sector
tarkistettu	a
ruma	fea
ruma	feo
tyytymätön	infeliz
lauseita	frases
lauseita	frases
omena	mazá
omena	apple
omena	asadas
omena	mazás
allekirjoittanut	asinado
olemus	esencia
äänestykset	votos
äänestykset	votación
sunset	solpor
ajankohtaista	noticias
ajankohtaista	noticia
ajankohtaista	novas
perheet	familias
perheet	as
nahka	coiro
nahka	o
proteiineja	proteína
proteiineja	proteínas
tiedostot	arquivos
matkapuhelin	móbil
lippuja	billetes
lippuja	entradas
visuaalinen	visual
visuaalinen	visuais
huiput	picos
huiput	xemelgos
jakelu	entrega
jakelu	distribución
jakelu	de
laskeminen	contar
laskeminen	contigo
ikuisen	eterna
muutto	movéndose
muutto	aquí
muutto	de
juuria	as
juuria	raíces
adoptoi	adopte
välitä	importa
välitä	igual
välitä	me
palautetaan	volta
laurie	laurie
haaste	reto
haaste	desafío
haaste	desafiar
kohtaukset	escenas
ilkeä	mal
ilkeä	malo
ilkeä	malvado
ilkeä	maldade
ilkeä	malvados
ilkeä	dicir
annetut	lle
annetut	a
annetut	dado
annetut	se
poikkeuksen	excepción
poikkeuksen	excepcións
hyvinvointia	prosperidade
hyvinvointia	benestar
hyvinvointia	asistencia
hyvinvointia	social
kellyn	kelly
kokeet	exames
kokeet	probas
kokeet	tests
kokeet	ensaios
kokeet	xuízos
kokeet	experimentos
sunnuntaisin	os
sunnuntaisin	domingos
sunnuntaisin	domingo
molekyyli	molécula
molekyyli	molecular
palvelusta	favor
kuolleisuus	infantil
kuolleisuus	mortalidade
kääntäminen	tradución
tank	tanque
tank	depósito
pin	prendedor
kommunisteja	os
kommunisteja	comunistas
edellytys	condición
edellytys	situación
edellytys	doenza
edellytys	estado
syyte	acusación
syyte	cargo
syyte	mando
syyte	cargos
syyte	carga
vaimoa	muller
vaimoa	esposa
vaimoa	dona
katettu	cuberto
kokeilu	experimento
kokeilu	experimentos
kosketus	tacto
kosketus	toque
kosketus	contacto
kosketus	tocar
kosketus	toques
potilaat	pacientes
potilaat	os
potilaat	doentes
potilaat	paciente
potilaat	doente
potilaat	pacientes
peili	o
peili	espello
käskyjä	ordes
käskyjä	orde
käskyjä	as
käskyjä	encargos
shepherd	pastor
shepherd	pastorciño
kumppani	socio
torilla	cadrado
torilla	square
torilla	cadradas
torilla	praza
torilla	limpo
mielekästä	significativo
vitamiini	vitamina
tietokoneita	ordenadores
tietokoneita	computadores
juossut	marcharon
juossut	sen
tontti	propiedade
houkutus	tentación
houkutus	deixes
lampaita	ovellas
lempi	favorito
lempi	favoritos
lempi	favorita
lempi	preferido
ehto	condición
ehto	situación
ehto	doenza
ehto	estado
hirviöitä	monstros
kynnet	canteiros
kynnet	garras
kynnet	unllas
kynnet	cravos
jacobin	xacob
vaaka	equilibrio
vaaka	balance
vaaka	o
vaaka	escala
sormus	anel
keinot	formas
keinot	xeitos
keinot	xeito
keinot	maneiras
keinot	de
keinot	forma
clyde	clyde
riippuvaisia	dependentes
riippuvaisia	depende
määräykset	ordes
määräykset	orde
määräykset	as
määräykset	encargos
sovellukset	aplicacións
sovellukset	para
yksinkertaisin	máis
kärsiä	sufrir
kenttiä	campos
kenttiä	campo
kenttiä	leiras
vakooja	espía
esteitä	obstáculos
etsintä	buscar
etsintä	procura
etsintä	busca
osallistujia	participantes
viulua	violín
huippua	do
huippua	enriba
huippua	20
huippua	cima
huippua	superior
miamin	miami
taika	maxia
taika	máxico
taika	máxica
parturi	barbeiro
parturi	perruqueiro
pehmeää	suave
liitot	sindicatos
pankit	bancos
herrat	señores
herrat	cabaleiros
näyte	mostra
jakanut	compartidos
jakanut	compartiron
jakanut	compartido
jakanut	compartida
jakanut	compartimos
jakanut	compartiu
tupakan	tabaco
aloitus	a
aloitus	comezando
aloitus	empezando
aloitus	comeza
aloitus	tiña
aloitus	iniciar
aloitus	comezaba
aloitus	comezar
kauneus	beleza
kauneus	a
turvallinen	salvo
turvallinen	segura
turvallinen	seguro
turvallinen	seguros
turvallinen	a
myrkkyä	veleno
tupakkaa	tabaco
tupakkaa	cigarros
tupakkaa	tabaco
kaatunut	cae
kaatunut	caeu
kaatunut	namorado
suppea	estreito
saapuminen	chegada
miehistöä	tripulación
miehistöä	equipo
jaettuna	dividido
leimaa	filatelia
leimaa	selo
donovan	donovan
istuva	sentada
istuva	sentados
istuva	sentado
julkisuus	publicidade
tuhoaminen	destrución
tuhoaminen	destruíndo
tuhoaminen	destrución
tuhoaminen	destrucción
laboratorion	laboratorio
toimittajia	xornalistas
toimittajia	xornalistas
ohjelmalla	programa
ohjelmalla	de
ohjelmalla	programar
plymouth	plymouth
tyytyväisiä	satisfeito
proteiini	proteína
suosittelen	aconsellan
suosittelen	que
sosiaalisesti	socialmente
howardin	howard
viikonloppuna	fin
viikonloppuna	de
viikonloppuna	semana
hajota	dividen
pistooli	pistola
valtameri	océano
valtameri	océanos
isien	pais
isien	os
isien	pai
asiakirja	documento
ego	ego
ohjaamo	taxi
muuttuva	cambiar
muuttuva	cambiando
muuttuva	muda
muuttuva	a
muuttuva	mudando
muuttuva	de
muuttuva	cambio
salaista	segredo
salaista	secreto
salaista	secreta
kysyttiin	pregunteille
kysyttiin	preguntou
kysyttiin	lle
ohjelmistojen	software
taulu	cadro
taulu	pintura
haastattelun	entrevista
haastattelun	unha
haastattelun	entrevisto
kuvaillut	descrito
melody	melodía
julistettu	declarou
valtuudet	autoridade
valtuudet	poderes
lupaus	promesa
lupaus	prometer
lupaus	prométolle
lupaus	prometo
lupaus	prométocho
taata	garantía
taata	garantir
mekanismi	mecanismo
sinetti	foca
sinetti	selo
princetonin	princeton
agentit	axentes
kirjastoon	biblioteca
arizonassa	arizona
olo	sensación
olo	sentir
olo	sentimento
saatavuus	acceso
saatavuus	aos
raul	raúl
paholainen	demo
paholainen	diaño
vierasta	convidado
vierasta	invitado
siirrettävä	transferir
siirrettävä	traslado
propagandaa	propaganda
floridaan	florida
valokuvien	fotos
valokuvien	fotografías
rikokset	crimes
rikokset	delitos
rikokset	delito
rikokset	crime
rikokset	criminalidade
rikokset	crimes
rikokset	delincuencia
siltoja	bridges
siltoja	pontes
pyhitetty	sagrado
pyhitetty	sagrados
lyijy	conducir
lyijy	levar
lyijy	a
lyijy	até
kapitalismin	o
kapitalismin	capitalismo
baseballin	béisbol
kuluttajien	consumidores
iloa	ledicia
iloa	alegría
iloa	desfrute
iloa	da
kokeneet	experimentou
kokeneet	experiencia
kokeneet	experimentado
kokeneet	nisto
satamat	porto
koston	vinganza
koston	vingar
lenny	lenny
shore	costa
aasialainen	asiática
aasialainen	asiático
aasialainen	asiáticos
erikoistuneet	especialista
kick	unha
kick	malleira
kick	patada
kick	dáme
kick	una
kick	botar
kick	patea
ylpeä	orgullosa
ylpeä	orgullosos
ylpeä	de
ylpeä	orgulloso
ylpeä	fachendoso
buddha	buda
vartioi	garda
vartioi	de
asetukset	opcións
ehkäistä	evitar
ehkäistä	previr
ehkäistä	que
ehkäistä	prever
forrest	forrest
laajeneminen	expansión
köyhyyden	pobreza
köyhyyden	a
keskiyön	noite
keskiyön	ano
keskiyön	reloxo
keskiyön	doce
keskiyön	media
keskiyön	medianoite
keskiyön	da
keskiyön	á
dong	dong
hiekan	area
sydäntä	corazón
sydäntä	cardíacas
sydäntä	cardíaca
planeetat	planetas
putoaminen	a
putoaminen	namorarse
putoaminen	caendo
putoaminen	derrube
putoaminen	ardendo
abstrakti	abstracta
heijastaa	reflicten
heijastaa	reflictan
heijastaa	reflicte
heijastaa	o
koettu	experimentou
koettu	experiencia
koettu	experimentado
koettu	nisto
naapurin	veciño
sinclair	sinclair
uskalla	se
uskalla	atreven
uskalla	a
tiedemiehet	científicos
tiedemiehet	os
tiedemiehet	sociólogos
oleminen	ser
oleminen	estar
oleminen	a
oleminen	se
puvun	para
puvun	satisfacer
puvun	traxe
rabbit	coello
oak	oak
oak	carballo
britti	a
britti	británico
britti	británica
britti	británicos
britti	británicas
britti	inglesa
mittaus	medir
mittaus	medindo
partio	patrulla
saatanan	satanás
saatanan	satán
näkyvyys	visibilidade
progress	progreso
progress	proceso
progress	progresos
progress	segue
varjot	sombras
näyttivät	mirei
näyttivät	parecía
näyttivät	cara
virtauksen	fluxo
virtauksen	transmisión
käytöksen	comportamento
käytöksen	conducta
käytöksen	comportamentos
käytöksen	seu
käytöksen	conduta
ilmastointi	ventilación
hamlet	aldea
hamlet	estratéxicas
vitamiinia	vitaminas
vitamiinia	vitamina
kuwait	kuwait
huonekaluja	mobles
katse	os
katse	ollos
katse	mirada
luodin	bala
atomic	atómicos
atomic	núcleo
atomic	atómica
tallennetaan	aforrando
tallennetaan	salvar
tallennetaan	aforro
tallennetaan	aforraban
tuhoavat	destrución
tuhoavat	destruíndo
tarpeet	precisa
tarpeet	ten
tarpeet	necesita
tarpeet	necesidades
istuimen	sentar
istuimen	asento
istuimen	sitio
istuimen	senta
istuimen	séntese
istuimen	sente
senegalin	senegal
juo	auga
juo	café
juo	bebendo
juo	beber
juo	beber
juo	bebe
juo	copa
vuorovaikutusta	interacción
korttelin	mazá
korttelin	bloque
korttelin	bloquear
korttelin	acceso
korttelin	barracón
aukkoja	déficits
aukkoja	buratos
aukkoja	buracos
paidan	camisa
paidan	camiseta
kaavaa	fórmula
alustan	plataforma
shipping	despachos
kuninkaita	reis
riisiä	arroz
riisiä	de
ruumiita	cadáveres
ruumiita	corpos
ruumiita	corpo
ruumiita	os
selitetty	explicou
rajallinen	limitado
rajallinen	limitada
käännöstä	tradución
myyjä	vendedor
myyjä	vendedor
myyjä	libro
myyjä	máis
myyjä	vendido
toivoen	que
osumia	golpea
osumia	a
osumia	toca
juusto	queixo
tunnisti	recoñeceu
eläintä	animais
eläintä	animal
castron	castro
robotin	robot
vauriot	danos
vauriot	dano
paimen	pastor
paimen	pastorciño
romanssi	romance
sumu	néboa
sumu	brétema
graves	foxas
graves	comúns
graves	tumbas
kisaa	carreira
kisaa	raza
kisaa	a
kisaa	internacional
kisaa	de
kisaa	carreiras
vatsan	estómago
vatsan	o
välitön	aguda
välitön	inmediato
välitön	contado
palautus	a
palautus	volvo
palautus	regresar
palautus	volva
palautus	cambio
palautus	volver
palautus	retorno
palkkion	recompensa
esteet	obstáculos
tasoja	niveis
ottaminen	a
ihmiskunta	a
ihmiskunta	humanidade
rat	rata
rotta	rata
seuraus	consecuencia
seuraus	efecto
seuraus	efectos
bakteeri	bacteriana
bakteeri	bacteriano
bakteeri	bacteria
bakteeri	as
bakteeri	bacterias
verot	impostos
verot	impostos
verot	dos
yksinkertaiset	simples
yksinkertaiset	simple
yksinkertaiset	sinxelo
yksinkertaiset	sinxela
palestiinalaisten	palestinos
iphone	iphone
soitettu	tocaba
soitettu	xogamos
soitettu	o
soitettu	papel
vuorovaikutuksessa	interactuando
vuorovaikutuksessa	co
vuorovaikutuksessa	interactuar
projektio	proxección
sankareita	heroes
sankareita	son
sankareita	heroínas
kaupalliset	comercial
kaupalliset	anuncio
ansainnut	gañaba
tuoksu	cheiro
tuoksu	a
tuoksu	ulir
tuoksu	cheira
tuoksu	ules
persoonallisuus	personalidade
käveli	entrei
käveli	entramos
juhlapäivä	de
juhlapäivä	vacacións
vauhti	velocidade
vauhti	rapidez
salaisuudet	os
salaisuudet	segredos
salaisuudet	poden
salaisuudet	adoptar
pukeutuu	vestidos
nimeäminen	cita
hiukkasia	partículas
yhteiskunnallisesti	socialmente
reiän	buraco
reiän	burato
reiän	furado
reiän	hole
prosessien	procesos
franklinin	franklin
metallinen	de
metallinen	metal
riippuvuus	dependencia
vaikutusvalta	influencia
vaikutusvalta	influír
pakotettu	obrigado
pakotettu	a
pakotettu	forzado
pakotettu	todo
pakotettu	obrigoume
pakotettu	recrutado
projektit	proxectos
projektit	os
valaistus	iluminación
scotland	escocia
reunan	do
yritä	tentar
yritä	intentar
ristiin	cruzar
ristiin	cruz
ristiin	atravesar
ristiin	crosstree
juhlimaan	celebrar
dollari	dolar
dollari	dólar
dollari	por
dollari	cartos
ridge	cresta
toiveita	desexa
estäminen	previr
estäminen	evitando
bentley	bentley
riskejä	riscos
luulin	que
luulin	pensaba
luulin	pensei
direct	directa
angus	angus
pomo	xefe
pomo	patrón
planeettoja	planetas
tikku	quedarei
välineet	instrumental
välineet	instrumentos
välineet	ferramentas
välineet	as
välineet	equipamento
painovoima	gravidade
painovoima	a
viranomainen	autoridade
kuole	morren
kuole	morre
kuole	morrer
resurssit	recursos
catch	coller
catch	pescar
pakolaisten	de
pakolaisten	refuxiados
verinen	maldito
verinen	idiota
verinen	malditos
hintojen	prezos
hintojen	os
parkinsonin	párkinson
lähestymistapa	enfoque
kiinteät	sólida
voimala	planta
voimala	vexetais
voimala	de
mack	mackie
mack	navalla
mack	mack
pal	amigo
rakasti	me
rakasti	queridos
rakasti	amas
rakasti	amaba
rakasti	encantábache
jäljittää	pista
jäljittää	track
jäljittää	camiño
jäljittää	rastro
jäljittää	cambios
jäljittää	hipódromo
jäljittää	a
jäljittää	rastro
kauhun	terror
kommunisti	comunista
kommunisti	partido
kommunisti	comunistas
maksimi	max
muistiinpanoja	notas
suosituimmat	do
suosituimmat	enriba
suosituimmat	20
suosituimmat	cima
suosituimmat	superior
bing	bing
luotettavaa	fiables
luotettavaa	fiable
sanomalehdet	xornais
sanomalehdet	prensa
vyön	cinto
jagger	jagger
rekisteriin	rexistro
kierto	ciclo
orja	de
orja	escravos
orja	escrava
varasto	almacén
varasto	almacenamento
varasto	consigna
varasto	depósito
vaali	elección
vaali	eleccións
vaali	electoral
lehmän	vaca
elintarvikkeet	comida
elintarvikkeet	alimentos
elintarvikkeet	alimentaria
pyydetty	pregunteille
pyydetty	preguntou
pyydetty	lle
hautoja	foxas
hautoja	comúns
hautoja	tumbas
rekisteröityä	rexistrado
rekisteröityä	rexistro
ystävällisesti	favor
ystävällisesti	consciente
kyllästynyt	aburrida
kaupat	almacéns
kaupat	depósitos
kaupat	provisións
detroitissa	detroit
laudan	xunta
laudan	de
laudan	reunión
laudan	bordo
laudan	comida
kasva	crecen
kasva	medrar
kasva	medran
kasva	cultivar
kasva	crecer
kasva	medra
jatkettu	a
päivittäinen	día
päivittäinen	diariamente
päivittäinen	daily
päivittäinen	cotiá
päivittäinen	diario
työskentely	traballando
työskentely	a
työskentely	traballar
työskentely	traballo
vallankaappaus	golpe
valvontaa	controla
sheriffi	mariscal
sheriffi	alguacil
sheriffi	shérif
sheriffi	gobernador
ammattilaisia	profesionais
vapaaehtoiset	voluntarios
luovutettu	liberado
luovutettu	liberados
luovutettu	editaron
bangladeshin	bangladesh
kadulle	rúa
kadulle	street
näyttelyyn	exposición
vinnie	vinnie
käytännöllinen	práctica
tunnelma	atmosfera
tunnelma	ambiente
tunnelma	humor
tunnelma	ánimo
seinä	parede
seinä	muro
rahtia	carga
rahtia	cargamento
jänis	coello
psykologiaa	psicoloxía
psykologiaa	de
isompia	máis
isompia	grandes
isompia	grande
isompia	maiores
isompia	é
isompia	son
tavoittaa	collo
tavoittaa	acadar
tavoittaa	chegar
tavoittaa	ao
tavoittaa	a
hay	feo
apina	mono
apina	monos
suhteellisesti	parente
hypätä	así
hypätä	saltar
hypätä	chimpa
pyörät	rodas
pyörät	raís
suojelee	protexe
suojelee	protexe
suojelee	a
pelaamassa	xogando
pelaamassa	xogar
pelaamassa	tocando
pelaamassa	tocar
maapallo	terra
maapallo	mundo
maapallo	da
maapallo	earth
aja	conducir
aja	coche
aja	conduzo
hallitukset	os
hallitukset	gobernos
konstaapeli	de
konstaapeli	oficial
konstaapeli	policía
konstaapeli	axente
hubble	hubble
hubble	espacial
rabbi	rabino
pyöriä	rodas
pyöriä	raís
perintöä	herdanza
tarkkuutta	precisión
kollegansa	colega
allekirjoittaa	sinal
allekirjoittaa	asinar
suosittelee	aconsellan
suosittelee	que
tietokannan	base
tietokannan	de
tietokannan	datos
vangittu	capturado
vangittu	capturados
vangittu	prisioneiro
pizza	pizza
moraalinen	morais
moraalinen	moral
moraalinen	a
moraalinen	vontade
ymmärrystä	entender
ymmärrystä	comprensión
ymmärrystä	entendemento
ymmärrystä	comprender
marylandin	maryland
seinän	parede
seinän	muro
ilon	ledicia
ilon	alegría
ilon	desfrute
ilon	da
mekaanisen	mecánica
mekaanisen	mecánico
pub	bar
huoli	te
huoli	preocupes
huoli	por
huoli	se
huoli	preocupe
konsepti	concepto
apartheid	apartheid
pitempään	xa
pitempään	máis
pitempään	tempo
pitempään	non
pitempään	a
toiveet	desexa
toiveet	esperanza
toiveet	esperanzas
hymy	sorriso
hymy	sorrir
hymy	sorrí
aatteen	porque
aatteen	causa
aatteen	causar
ostettu	mercou
ostettu	merquei
ostettu	merqueino
ostettu	merqueille
ostettu	comprou
kathleen	kathleen
mielenosoitus	protesto
mielenosoitus	protesta
mielenosoitus	manifestación
mielenosoitus	demostración
carpenter	carpinteiro
yksityiskohta	detalle
yksityiskohta	detalles
check	cheque
check	comprobalo
kerääminen	de
kerääminen	colección
määritetty	decidido
määritetty	con
prosesseja	procesos
asuminen	vivo
asuminen	vivir
asuminen	vivindo
asuminen	vida
asuminen	vivenda
antaminen	a
antaminen	dar
antaminen	un
erotus	diferenza
erotus	diferenzas
erotus	diferencia
erotus	mesmo
avery	avery
aloittaminen	a
aloittaminen	comezando
aloittaminen	empezando
aloittaminen	comeza
aloittaminen	tiña
aloittaminen	iniciar
aloittaminen	comezaba
aloittaminen	comezar
salaliitto	conspiración
tuominnut	condenados
tuominnut	a
tuominnut	condenado
mineraaleja	minerais
virtuaalinen	virtual
koskenut	tocan
koskenut	están
koskenut	tocar
koskenut	a
koskenut	tocáronme
wilkes	wilkes
toimitukset	subministración
toimitukset	de
toimitukset	subministración
sairaudesta	enfermidade
omistajia	os
naapuri	veciño
ammattiliittojen	sindicatos
tunniste	identificación
tunniste	documento
tunniste	identidade
tunniste	de
tunniste	identidade
siementen	sementes
siementen	semente
gaga	gaga
elä	vivir
elä	vivo
elä	viven
elä	vive
elä	viva
itsenäiset	independente
ketjussa	cadea
ketjussa	subministración
ketjussa	traballos
tehokkuus	eficiencia
tehokkuus	eficacia
surun	dor
surun	pena
lisä	adicional
lisä	de
lisä	máis
lisä	extra
lisä	un
ilme	cara
ilme	rostro
tunnelmaa	atmosfera
tunnelmaa	ambiente
tunnelmaa	humor
tunnelmaa	ánimo
vainaja	falecido
videossa	vídeo
videossa	video
videossa	videoxogos
judge	xuíz
judge	xulgar
wheeler	wheeler
kölnissä	perfume
kölnissä	colonia
oppimista	aprender
oppimista	aprendizaxe
oppimista	aprendendo
oppimista	a
juomaa	copas
mainitse	mencionar
mainitse	mención
riippuvuutta	dependencia
kävellä	camiñando
kävellä	pola
kävellä	andar
kävellä	andando
kävellä	subindo
kävellä	camiñaba
kävellä	camiñar
kävellä	polas
kävellä	andar
kävellä	camiñar
avaimet	chaves
avaimet	as
voita	manteiga
voita	gañar
taustatietoja	de
taustatietoja	fondo
puhdistus	limpando
puhdistus	a
puhdistus	limpeza
puhdistus	da
todiste	proba
todiste	probas
vietetty	pasamos
vietetty	pasei
vietetty	pasou
vietetty	anos
tunnista	recoñecer
tunnista	te
tunnista	recoñecera
tunnista	identificar
tunnista	identificalos
tunnista	identifiques
tunnista	identificamos
tunnista	que
typpi	nitróxeno
komponentti	compoñente
siskon	irmá
siskon	a
kultaiset	de
kultaiset	ouro
moraali	moral
moraali	morais
moraali	moral
moraali	a
moraali	vontade
nälkä	fame
nälkä	de
nälkä	pasando
nälkä	famentos
nälkä	fame
nälkä	fame
tuhkimo	cinsenta
tuhkimo	cincenta
pääoma	capital
pääoma	capitais
pääoma	capitol
pääoma	o
savu	fume
savu	fumar
savu	para
savu	fumo
täytäntöön	temperán
häitä	de
häitä	voda
häitä	matrimonio
häitä	noiva
hiljaisuus	silencio
hiljaisuus	o
humalassa	bébedo
humalassa	emborrachar
humalassa	bébeda
humalassa	un
humalassa	bébedos
humalassa	emborracheime
geneettinen	xenética
geneettinen	xenéticas
geneettinen	xenéticos
geneettinen	xenético
komea	guapos
komea	guapo
komea	guapa
komea	moi
palkat	soldo
palkat	salario
palkat	salarios
vakuutus	seguro
vakuutus	seguros
piru	demo
piru	diaño
menetetty	perdeu
menetetty	perderon
menetetty	perdín
menetetty	perdemos
menetetty	perdido
viisikymmentä	50
viisikymmentä	cincuenta
luvattu	prometeron
luvattu	prometín
luvattu	prometinlle
luvattu	prometéronme
luvattu	prometida
luvattu	prometíchesme
luvattu	prometo
luvattu	prometera
harmony	harmonía
tarkkailla	observar
varas	ladrón
varjojen	sombras
harjoituksia	exercicios
harjoituksia	dirixe
harjoituksia	un
katkera	amarga
turisteja	turistas
korruptio	corrupción
korruptio	da
ymmärtäminen	entender
ymmärtäminen	comprensión
ymmärtäminen	entendemento
ymmärtäminen	comprender
vuokraa	renda
vuokraa	aluguer
vuokraa	alugar
leijonat	leóns
emile	emile
humphrey	humphrey
sekava	confuso
tilattu	que
tilattu	atención
tilattu	pedimos
akuutti	aguda
rikolliset	penal
rikolliset	criminais
rikolliset	criminal
rikolliset	crime
rikolliset	delincuentes
rikolliset	criminais
suojelua	protección
laitteisto	equipamento
instrumentit	instrumental
instrumentit	instrumentos
systemaattisesti	pór
systemaattisesti	práctica
systemaattisesti	sistematicamente
saalis	coller
saalis	pescar
saalis	botín
sanomalehtiä	xornais
sanomalehtiä	prensa
mainostaa	a
selitetään	explican
selitetään	explica
typpeä	nitróxeno
huomautuksia	notas
huomautuksia	comentarios
epäselvyyttä	ambigüidade
epäselvyyttä	moral
molekyylit	moléculas
tulehdus	infección
heikkous	debilidade
helvetti	inferno
helvetti	carallo
helvetti	demo
helvetti	cona
ratsastaa	pantalóns
ratsastaa	volta
ratsastaa	ir
ratsastaa	liscar
nauraa	rir
nauraa	de
nauraa	nunca
nauraa	rir
nauraa	risa
nauraa	rían
karkea	cru
karkea	groseiro
karkea	aproximada
karkea	vaga
karkea	duro
karkea	mal
karkea	moi
karkea	duros
karkea	duras
epäilys	dúbida
epäilys	dubidar
epäilys	dúbidas
epäilys	dubido
epäilys	dubídoo
ohjaamon	taxi
portit	gates
ilmaissut	se
kaliforniasta	california
puiset	de
puiset	madeira
vaikutelma	impresión
tavarat	bens
tavarat	luxo
tavarat	o
tavarat	ben
läsnäolo	presenza
läsnäolo	diante
läsnäolo	a
kulttuurinen	cultural
torstaina	xoves
korjaukset	reparar
arvostaa	aprezar
arvostaa	apreciaría
arvostaa	estivese
arvostaa	gustaríame
mill	fábrica
mill	mill
mill	muíño
lothar	lothar
neljäkymmentä	40
kirkkain	máis
sisältävien	que
sisältävien	contén
ymmärretty	que
ymmärretty	comprendín
ymmärretty	entendían
ymmärretty	entendeu
ymmärretty	entendía
harmaata	gris
harmaata	gris
harmaata	é
soon	en
soon	canto
soon	axiña
soon	pronto
ammuttu	disparou
leroy	leroy
strand	strand
rohkeutta	valor
rohkeutta	coraxe
rohkeutta	valentía
rohkeutta	valente
rohkeutta	collóns
maksettava	paga
maksettava	pagar
maksettava	pagalo
harjoitukset	exercicios
harjoitukset	dirixe
harjoitukset	un
harjoitukset	unha
harjoitukset	práctica
harjoitukset	practicar
harjoitukset	exercen
tragedia	traxedia
tragedia	desgraza
siemen	sementes
siemen	semente
painovoiman	gravidade
painovoiman	a
algoritmi	algoritmo
hankkiminen	adquisición
istuin	eu
istuin	sentei
istuin	sentouse
istuin	senteime
istuin	sentou
istuin	onda
