бизнисмен	商人
соколов	sokolov
задржување	扣留
задржување	留用
микро	微觀
микро	微型
микро	微
наставка	延伸
наставка	擴展
наставка	延長
наставка	延期
иво	ivf
иво	試管嬰兒
сабат	安息日
гласачите	選民
брашно	麵粉
одобрени	核定
одобрени	核准
одобрени	批准
верба	信仰
верба	信心
верба	信念
предавач	講師
регулатива	條例
најдете	找到
најдете	尋找
структурни	結構
убедливо	說服
укинувањето	拆卸
укинувањето	拆解
укинувањето	拆除
шумарство	林業
победија	元
ора	ora
парада	遊行
парада	巡遊
парада	閱兵
јарослав	jaroslav
инженеринг	工程
инженеринг	工程學
метална	金屬
дар	dar
дар	禮物
дар	禮品
дар	天賦
убивање	殺戮
убивање	殺害
убивање	殺
вајат	wyatt
родено	生於
родено	誕生
родено	出生
родено	天生
реванш	復賽
фосили	化石
меј	小美
меј	梅
силва	silva
сулфур	硫磺
сулфур	硫
сулфур	硫磺
сулфур	硫
дијабетес	糖尿病
кодирање	編碼
кодирање	編碼
хуго	hugo
строги	僵硬
строги	僵
строги	嚴格
строги	嚴謹
спасување	節省
спасување	儲蓄
спасување	營救
спасување	救援
спасување	拯救
меридијан	子午線
скапи	昂貴
скапи	貴
проби	排練
проби	排演
домати	番茄
домати	西紅柿
домати	蕃茄
домати	番茄
домати	西紅柿
домати	蕃茄
инсектите	昆蟲
измери	測量
измери	度量
измери	計量
измери	衡量
измери	量度
салон	沙龍
универзум	宇宙
верен	忠心
верен	忠誠
верен	忠誠
верен	忠實
леонид	leonid
отфрлање	彈射
отфрлање	拒絕
билиони	億萬
најден	找到
најден	發現
аналитички	分析
логори	營地
петто	第五
петто	第五次
набавка	供應
набавка	供給
кинтана	quintana
фосилни	化石
правописот	拼字
правописот	拼寫
хенрик	henryk
пуштање	重播
пуштање	播放
зрак	梁
зрак	束
зрак	光束
тумор	瘤
тумор	腫瘤
бањата	廁所
бањата	浴室
бањата	洗手間
бањата	浴
бањата	洗澡
домаќинствата	住戶
статут	章程
статут	法規
статут	規約
антоан	antoine
урнатини	廢墟
урнатини	遺址
урнатини	遺跡
бајрон	拜倫
хилс	丘陵
скалата	梯子
скалата	梯
скалата	階梯
конвенции	公約
никита	nikita
стилски	時尚
стилски	優雅
експонати	展覽
експонати	展品
задна	後方
легендите	傳說
легендите	傳奇
привремен	溫度
насади	莊稼
насади	農作物
насади	作物
прваци	冠軍
нос	鼻
нос	鼻子
кантони	各州
кеј	凱
александер	亞歷山大
александер	alexander
норвешкиот	挪威
креативност	創造性
креативност	創意
креативност	創造力
вината	罪惡感
вината	內疚
вината	愧疚
пристигнуваат	抵達
пристигнуваат	抵達
пристигнуваат	到達
ела	ela
изменета	修改
кампот	露營
кампот	難民營
кампот	營
кампот	營地
камери	照相機
камери	相機
синхронизација	同步
синхронизација	同步
паника	恐慌
приморски	沿海
исплати	付款
исплати	付款
исплати	支付
исплати	給付
цвеќе	花
цвеќе	鮮花
цвеќе	花卉
цвеќе	花兒
цвеќе	花朵
цвеќе	花
цвеќе	花兒
цвеќе	花朵
преживеаните	生還者
преживеаните	幸存者
тетка	姑姑
тетка	伯母
тетка	姨媽
тетка	阿姨
тетка	姑姑
тетка	姨媽
бури	風暴
ветрот	風
оригинал	原文
оригинал	原件
оригинал	原創
оригинал	原始
оригинал	原
реактори	反應堆
виде	鋸
виде	鋸子
алис	愛麗絲
исправено	直立
експлицитно	明示
експлицитно	明文
глума	演戲
глума	演技
глума	代理
приватност	隱私
приватност	隱私權
зора	dawn
зора	拂曉
зора	黎明
зора	天亮
етер	醚
етер	aether
виртуелни	虛擬
верност	忠心
верност	忠誠
внукот	外甥
внукот	侄子
внукот	孫子
внукот	外孫
спирс	長矛
спирс	spears
хипотези	假說
пушење	吸煙
лесли	leslie
пропушти	錯過
трансформира	轉換
трансформира	變換
трансформира	轉變
трансформира	變形
биографии	傳記
егзил	流亡
егзил	放逐
егзил	流放
придобивки	福利
придобивки	增益
брендови	品牌
изобилство	galore
молитви	祈禱
молитви	禱告
универзално	環球
универзално	普及
универзално	普遍
топло	溫暖
топло	暖
мудрост	智慧
пепел	灰
пепел	骨灰
пепел	灰燼
пепел	灰
пепел	ash
пепел	火山灰
пепел	灰燼
компилација	編纂
компилација	編譯
компилација	匯編
конзули	領事
проста	簡單
тениски	網球
натпреварувачки	競爭力
натпреварувачки	競爭
казнет	禁足
казнет	停飛
пливачи	泳者
гордост	自尊
гордост	自豪
гордост	驕傲
подиумот	講台
подиумот	主席台
подобрувања	改進
подобрувања	改善
подобрувања	改良
ендрју	andrew
пирамиди	金字塔
изумирање	滅絕
изумирање	絕種
припаѓала	屬於
преживеани	生還者
преживеани	幸存者
дози	劑量
периферијата	郊外
периферијата	郊區
судовите	法庭
судовите	法院
ефективна	有效
видов	鋸
видов	鋸子
синтакса	句法
синтакса	語法
отворените	傑出
отворените	未決
сомневање	疑問
сомневање	懷疑
сомневање	疑慮
сомневање	懷疑
неодамнешните	最近
неодамнешните	近期
пишаните	手寫
уникатна	獨特
уникатна	獨一無二
будење	覺醒
наследникот	繼承人
мкцк	紅十字會
инди	獨立
ерозија	侵蝕
празна	空白
празна	空
извештаите	報告
сателитски	衛星
исчезнати	缺少
исчезнати	失蹤
исчезнати	遺失
детектив	警探
детектив	偵探
украсен	點綴
написи	文章
хавиер	javier
честици	顆粒
честици	粒子
честици	微粒
познавања	知識
размислувања	沈思
размислувања	反射
размислувања	思考
рута	路線
ривалство	競爭
ривалство	對立
епски	史詩
рикардо	riccardo
процесор	處理器
процесор	cpu
самит	峰會
рангирани	評分
рангирани	排名
ноќни	夜行
ѕвездена	恆星
робинсон	魯濱遜
робинсон	robinson
пор	柏
коцка	立方
коцка	方塊
коцка	立方體
законска	合法
прилагодување	調整
прилагодување	調整
прилагодување	調整
отров	毒
отров	毒液
отров	毒素
отров	毒藥
отров	毒
отров	毒物
гавран	烏鴉
свештенството	神職人員
сојузи	聯盟
сојузи	同盟
форуми	論壇
станот	公寓
пресудата	量刑
пресудата	判刑
пресудата	裁決
пресудата	判決
харт	hart
харт	芯
јаглероден	碳
јаглероден	炭
пастрмка	鱒魚
окупирана	超支
вообичаен	平時
рушевини	瓦礫
рушевини	碎石
рушевини	廢棄物
рушевини	碎片
рушевини	廢墟
рушевини	遺址
рушевини	遺跡
емс	ems
предградие	郊區
предградие	郊區
гуштер	蜥蜴
гуштер	蜥
замисли	想象
замисли	想像
московски	莫斯科
проекција	投射
проекција	投影
проекција	預測
едукација	教育
едукација	學歷
прати	送出
подобрена	改進
подобрена	改善
подобрена	改良
подобрена	強化
подобрена	加強
подобрена	增強
сомнеж	疑問
сомнеж	懷疑
сомнеж	疑慮
корито	河床
државјани	國民
тајност	保密
викиизвор	wikisource
пуштени	獲釋
формирајќи	成型
формирајќи	形成
афирмација	申明
слогови	音節
копје	標槍
копје	長矛
копје	矛
африканска	非洲
слатки	甜食
слатки	糖果
слатки	糖果
слатки	糖
атрибути	屬性
зрна	糧食
зрна	穀物
зрна	糧
зрна	穀物
изговорот	讀音
изговорот	發音
шумахер	鞋匠
атлантикот	大西洋
христа	基督
дуќани	企業
начело	原則
начело	原理
ванг	王
солзи	淚水
солзи	流淚
солзи	淚
солзи	眼淚
корејски	韓國
корејски	韓語
инструментот	儀器
инструментот	樂器
инструментот	文書
точен	準確
точен	精確
чуден	怪
чуден	怪異
чуден	單數
чуден	怪
максимално	最大值
максимално	最大限度
рудниците	地雷
триаголници	三角形
одлика	特性
одлика	特點
одлика	特徵
водител	主持人
водител	主機
хуманитарни	慈善
хуманитарни	人道主義
лагуна	潟湖
тегови	加權
тегови	重量
оклоп	盔甲
оклоп	鎧甲
оклоп	裝甲
оклоп	盔甲
оклоп	裝甲
пајаци	蜘蛛
рен	任
ефикасни	高效
ефикасни	有效率
ефикасни	有效
гулаб	鴿
гулаб	鴿子
гулаб	鳩
гулаб	鴿
гулаб	鴿子
индивидуално	個別
спореди	比較
лавови	獅子
омилени	最愛
омилени	喜愛
телекомуникации	電訊
телекомуникации	電信
телекомуникации	電訊
телекомуникации	電信
помирување	和解
помирување	調解
притвор	拘留所
притвор	拘禁
притвор	拘留
притвор	保管
притвор	監護
притвор	羈押
строг	嚴格
строг	嚴謹
поканет	邀請
поканет	受邀
клајстерс	clijsters
преживување	存活
преживување	求生
преживување	生存
артилерија	大炮
артилерија	火炮
артилерија	炮兵
платени	付費
кастел	castel
умираат	垂死
решетка	電網
соништа	夢
соништа	夢境
соништа	夢想
постдипломски	研究生
достапност	可用性
уши	耳
уши	耳朵
внесе	注射
внесе	注入
некого	某人
некого	有人
занаетчии	工匠
занаетчии	工匠
донации	捐贈
донации	捐助
донации	捐款
модул	單元
модул	模組
вертикални	垂直
вертикални	縱向
влажна	濕潤
влажна	潮濕
влажна	濕
скелет	骷髏
скелет	骨架
скелет	骨骼
смртност	死亡率
лушпи	貝殼
лушпи	殼
гулбис	gulbis
греам	graham
крварење	流血
крварење	出血
ники	nicky
ники	nikki
ники	nicki
напуштен	廢棄
напуштен	遺棄
вектори	向量
преставници	代表
лисица	狐
лисица	狐狸
лисица	fox
лисица	黃鼠狼
лисица	鼬
лисица	鼬鼠
колекции	收藏
совршена	完美
медитеранска	地中海
странична	橫向
странична	側
монасите	僧侶
монасите	和尚
фиксна	固定
фараонот	法老
клисурата	峽谷
клисурата	山溝
искрено	真誠
мислители	思想家
менаџери	管理者
предрасуди	偏見
предрасуди	偏見
џастин	justin
интензивна	密集
интензивна	激烈
интензивна	密集
шминка	化妝
шминка	化妝品
електромагнетни	電磁
тор	tor
лаборатории	實驗室
цензура	審查
арх	arh
синтетички	合成
картон	硬紙板
картон	紙板
привлекување	景點
привлекување	吸引力
привлекување	吸引
привлекување	吸引
привлекување	吸引
плаќања	付款
плаќања	支付
нијанса	tint
нијанса	陰影
светли	明亮
кубни	立方
кафена	棕
кафена	褐
кафена	布朗
кафена	brown
кафена	棕色
стабилизација	穩定
драги	dear
ловци	獵人
тод	todd
графити	塗鴉
пофалби	表揚
пофалби	贊美
пофалби	稱贊
одговорности	責任
ноф	nof
грижата	關懷
грижата	關愛
грижата	愛心
грижата	關心
капки	滴
презимето	姓
презимето	姓氏
масовен	大宗
масовен	批量
масовен	散裝
масовен	質量
масовен	彌撒
голманот	守門員
голманот	守門員
жермен	germain
реган	里根
извонредна	傑出
извонредна	未決
акционери	股東
акционери	股東
зачини	香料
илустрации	插圖
сандра	sandra
истакнувајќи	強調
продавачот	賣方
полесни	打火機
полесни	輕
двојка	夫妻
двојка	情侶
двојка	夫婦
емигранти	移民
емигранти	移民
психолошка	心理
чудни	怪
чудни	怪異
чудни	奇怪
чудни	單數
чудни	怪
скијачки	滑雪
разочаран	失望
рамнини	平原
ослободителната	解放
споредни	spinoff
грч	抽筋
грч	twitch
грч	抽搐
спонтано	自發
спонтано	自發性
спонтано	自發
повремени	偶而
повремени	零星
струјна	擦音
јама	坑
матичната	主機板
етерот	aether
соу	母豬
соу	sow
клер	claire
пинјин	拼音
ментални	心智
ментални	心理
ментални	精神
какао	可可
бејл	bale
суринам	蘇利南
трофеи	獎盃
трофеи	獎杯
елиминира	消除
лирски	抒情
преведено	翻譯
купови	成堆
истекува	到期
истекува	過期
истекува	到期
истекува	過期
дрејк	drake
потврден	確認
лесото	賴索托
чешкиот	捷克
индијанци	印地安人
монк	僧侶
монк	和尚
монк	僧
поправи	修復
поправи	修
поправи	固定
бес	怒
бес	憤怒
бес	怒火
бес	怒
бес	怒
бес	憤怒
бес	怒火
комуницира	溝通
младинска	青年
младинска	青春
младинска	青少年
лејкерс	湖人
ушите	耳
ушите	耳朵
безвучна	清音
батерии	電池
ефикасен	高效
ефикасен	有效率
ефикасен	有效
родител	家長
родител	父母
кобејн	cobain
адмирал	adm
застој	僵局
застој	停滯
застој	停滯
ови	ovi
персиска	波斯
вклучувањето	堵塞
далечни	遙遠
далечни	遠方
линда	linda
кристи	kristi
ореви	堅果
ореви	核桃
твојот	你的
височини	高地
труење	中毒
специјализирана	專長
специјализирана	專業
омажена	已婚
поларна	極
поларна	極地
интеракции	互動
интеракции	相互作用
икс	higgs
стручен	專家
пензионирање	退休
опасен	危險
опасен	危險性
тези	命題
тези	論文
неутрален	中性
неутрален	中立
истражуваат	探索
хајдук	hajduk
трансплантација	移植
трансплантација	移植
прекинува	中斷
достоинство	尊嚴
јуниор	初級
јуниор	junior
јуниор	少年
индукција	誘導
индукција	感應
генерира	生成
генерира	生成
полов	性
товарот	載荷
индијанците	印地安人
хеликоптери	菜刀
хеликоптери	直升機
хеликоптери	直升飛機
шалке	schalke
наведена	上市
дивизии	師團
молекуларна	分子
лохан	lohan
лохан	羅漢
бабата	阿婆
вмрежување	網路
живеалиштето	hab
чувари	守衛
чувари	衛兵
чувари	守護者
чувари	監護人
кланот	氏族
кланот	部族
кланот	氏
интервенции	干預
интервенции	干涉
опатија	修道院
разговара	聊天
монопол	壟斷
монопол	專賣
усвојување	收養
продавање	銷售
продавање	賣
лава	岩漿
лава	熔岩
патки	鴨
патки	鴨子
локомотива	機車
локомотива	火車頭
авантура	探險
авантура	冒險
троши	消瘦
троши	花費
троши	花費
арапи	阿拉伯人
предвидена	預計
фреди	freddy
пакт	協約
пакт	約定
солидарност	聲援
солидарност	團結
купувањето	購置
купувањето	購買
купувањето	買
конкретен	具體
конкретен	混凝土
конкретен	水泥
изолиран	絕緣
изолиран	隔熱
изолиран	隔離
изолиран	孤立
изолиран	與世隔絕
керол	carole
вето	否決權
вето	否決
рударски	採礦業
рударски	礦業
рударски	採礦
лисја	樹葉
лисја	葉子
вечен	永恆
крави	奶牛
експрес	快車
експрес	明示
експрес	express
експрес	特快
лојалност	忠心
лојалност	忠誠
изменет	修改
поволна	方便
поволна	有利
најстари	最年長
исход	成果
исход	結果
андите	安第斯山脈
палас	皇宮
палас	宮殿
палас	王宮
палас	宮廷
палас	宮
подлабоко	更深
академици	學者
ветерот	風
повлечен	撤回
фатени	抓到
фатени	被俘
иницијативи	倡議
иницијативи	動議
ефес	efes
извидување	偵查
извидување	偵察
извидување	偵查
извидување	偵察
плима	潮流
плима	潮
плима	浪潮
плима	潮汐
плима	潮水
плима	潮汐
прошетка	步行
прошетка	散步
прошетка	走路
мите	蟎
опасно	危險
опасно	危險性
приближува	臨近
приближува	接近
крем	奶油
крем	霜
седмото	第七
мвп	mvp
заложници	人質
заложници	人質
житни	穀物
житни	穀類
аранжман	安排
стебла	樹
стебла	樹木
епилепсија	癲癇
шелдон	sheldon
пушењето	吸煙
специфично	具體
специфично	具體地說
текстил	紡織
текстил	紡織品
текстил	紡織業
текстил	紡織
текстил	紡織品
пруги	花臉
пруги	條紋
борење	摔跤
борење	摔角
очила	護目鏡
очила	眼鏡
гео	geo
откажување	取消
ммф	imf
здрави	健康
органска	有機
релевантни	相關
деј	dej
изгубен	失
изгубен	輸
изгубен	輸了
изгубен	遺失
изгубен	迷失
фиксен	固定
документарец	紀錄片
јунг	鄭
забавни	娛樂
делхи	德里
кен	ken
кен	肯
преминување	跨越
преминување	穿越
издавачи	出版社
издавачи	出版商
убавица	可愛
убавица	美容
убавица	美人
убавица	美女
убавица	美
спори	緩慢
спори	慢
данкан	鄧肯
данкан	duncan
наследи	繼承
социјализмот	社會主義
напуштена	廢棄
напуштена	遺棄
милост	慈悲
милост	憐憫
милост	仁慈
тероризмот	恐怖主義
пристапување	入世
пристапување	加入
имунолошкиот	免疫
извонреден	非凡
извонреден	傑出
извонреден	未決
дипломира	畢業
кањон	峽谷
четиринаесет	fourteen
четиринаесет	十四
земјоделие	農耕
земјоделие	耕作
земјоделие	務農
земјоделие	農業
земјоделие	農業
череп	骷髏
череп	頭顱
череп	頭骨
имунитет	豁免權
имунитет	豁免
имунитет	免疫
рударството	採礦業
рударството	礦業
рударството	採礦
опасна	危險
опасна	危險性
команди	命令
слух	聽證會
слух	聽力
слух	聽覺
демократи	民主黨
заеми	借款
заеми	貸款
картографија	製圖
пропорционална	比例
гигс	giggs
трамвај	電車
пријави	報告
пријави	檢舉
огранок	包租
огранок	分行
огранок	分支
ирвинг	歐文
оброк	餐
оброк	飯
луси	露西
луси	lucy
погрешна	錯誤
погрешна	錯
сид	sid
однадвор	外部
однадвор	對外
госпоѓа	夫人
хант	獵
хант	hunt
хант	狩獵
светилиште	避難所
светилиште	神社
сметката	帳號
сметката	帳戶
ограда	籬笆
ограда	柵欄
ограда	圍牆
молба	抗辯
молба	答辯
конзервативна	保守派
конзервативна	保守
драматично	戲劇性
умерени	中等
умерени	適度
умерени	適中
умерени	溫和
поставеност	軍備
естетика	美學
сексуалност	性行為
сексуалност	性
томпсон	thompson
албион	albion
сорта	品種
сорта	繁殖
екваторска	赤道
маченик	烈士
маченик	殉難者
неофицијално	非正式
пристигна	抵達
пристигна	到達
мојсеј	摩西
ритуал	儀式
ритуал	禮
ритуал	儀式
емитувана	廣播
емитувана	直播
емитувана	播放
емитувана	播出
потомство	後代
чак	chuck
стиви	stevie
бони	bonnie
берн	伯爾尼
преговара	談判
проширени	擴張
проширени	擴大
проширени	靜脈曲張
хералд	先驅
елис	elise
медитација	冥想
парфем	芳香
парфем	香氣
парфем	芬芳
парфем	香味
парфем	香水
парфем	香水
зацврсти	鞏固
привлечност	吸引力
привлечност	景點
привлечност	吸引力
привлечност	吸引
сура	篇章
безброј	無數
протеран	流亡
протеран	流放
одобрува	核准
одобрува	批准
хоризонтално	橫向
хоризонтално	水平
сосед	鄰居
владика	主教
владика	bishop
алуминиум	鋁
алуминиум	鋁
ѕвезден	星星
ѕвезден	恆星
ѕвезден	star
ѕвезден	星
ѕвезден	明星
комисии	傭金
масивни	大規模
одмазди	報復
одмазди	報仇
одмазди	復仇
рогови	鹿角
рогови	牛角
џош	josh
детални	詳細
спин	旋轉
рангирање	評比
рангирање	評分
рангирање	名次
рангирање	排行
рангирање	排名
пензиониран	退休
пензиониран	退役
координатите	坐標
координатите	座標
алах	真主
алах	阿拉
предложено	推薦
удри	命中
клаус	klaus
наплата	結賬
наплата	計費
наплата	帳單
превласт	至高無上
еколошка	生態
екстремни	極端
екстремни	極度
екстремни	極限
мила	蜂蜜
мила	dear
грабежи	搶掠
грабежи	掠奪
грабежи	劫掠
грабежи	打劫
грабежи	劫
грабежи	搶劫
рахман	rahman
злосторство	暴行
злосторство	犯罪
поправка	修復
поправка	維修
поправка	修理
поправка	修繕
денвер	丹佛
определба	從屬關係
определба	隸屬
критично	危急
критично	批判
критично	臨界
платформата	鑽機
апсорбира	吸收
јанко	janko
утре	明天
утре	明日
елвис	貓王
мик	麥克風
бронзена	青銅
бронзена	銅
лора	laura
веродостојни	可信
стрмни	陡
стрмни	陡峭
прогон	流亡
прогон	放逐
прогон	流放
прогон	迫害
булеварот	大道
сценарија	情景
случаеви	案例
исчезнување	滅絕
исчезнување	絕種
исчезнување	失蹤
гарнизон	駐軍
болшевиците	布爾什維克
квартови	貧民窟
квартови	貧民區
влага	水分
влага	濕度
влага	潮濕
влага	濕度
бунтовници	叛亂份子
бунтовници	叛亂分子
бунтовници	叛亂份子
бунтовници	叛亂分子
бунтовници	叛軍
зенит	zenit
потрошувачки	消費者
купен	購買
