fauna	fauna
ricognizione	oppklaring
mind	sinn
mind	mind
lento	slow
lento	treg
lento	tregt
lento	langsom
pacific	stillehavet
pacific	pacific
illustratore	illustratør
venduta	solgte
venduta	selges
venduta	solgt
mars	mars
jonas	jonas
public	offentleg
public	offentlige
public	offentlig
fortificazioni	befestningen
fortificazioni	festning
fortificazioni	festning
thailandia	thailand
thailandia	thailands
radiazione	stråling
veda	veda
vario	varierte
vario	variert
vario	diverse
sopravvivenza	overlevelse
accompagnata	ledsaget
xavier	xavier
visitatori	besøkende
visitatori	besøkende
roberta	roberta
saltare	jump
saltare	hopp
saltare	hoppe
saltare	hopp
saltare	hopping
saltare	hopper
laguna	laguna
laguna	lagune
laguna	lagunen
alpha	alpha
alpha	alfa
rappresentati	representerte
rappresentati	representert
derek	derek
nestor	nestor
stoccarda	stuttgart
castiglione	castiglione
tullio	tullius
tullio	tullio
galli	galli
galli	gallere
atlantic	atlantic
atlantic	atlanteren
nutre	oppdateringer
seguaci	følgere
seguaci	followers
seguaci	tilhengere
ricostruito	rekonstruert
ricostruito	gjenoppbygd
secondari	sekundær
rispettivi	respektive
fusoliera	flykroppen
nominata	nominert
butler	butler
butler	hovmester
sospeso	suspendert
apostoli	sendebud
apostoli	apostlenes
walt	walt
vendute	solgte
vendute	selges
vendute	solgt
volti	fjes
volti	ansiktene
volti	ansikter
volti	ansikt
volti	faces
cooperazione	samarbeid
verlag	verlag
altamente	svært
egiziano	egyptisk
mississippi	mississippi
armeno	armensk
miniere	gruvedrift
miniere	gruvene
miniere	miner
rilascio	frigi
rilascio	slipp
rilascio	løslatelse
uniche	unik
uniche	unikt
uniche	unike
ashley	ashley
afghanistan	afghanistan
miranda	miranda
armistizio	våpenhvile
armistizio	våpenhvile
attilio	attilio
missile	rakett
missile	rocket
missile	missil
pugno	punch
pugno	slå
pugno	punsj
pugno	knyttneve
pugno	knyttneven
liegi	liège
astronomia	astronomi
pensione	pensjon
saudita	saudiske
saudita	saudi
masse	massene
ezio	ezio
depositi	innskudd
corruzione	bestikkelser
corruzione	bestikkelse
corruzione	korrupsjon
mila	mila
direttiva	direktiv
avviato	started
avviato	begynte
avviato	begynt
avviato	startet
avviato	starta
avviato	påbegynte
avviato	påbegynt
avviato	innviet
spettro	ghost
spettro	spøkelse
spettro	spectre
spettro	spekteret
spettro	spektrum
spettro	spectrum
pannelli	panelene
garcia	garcia
garcia	garcía
genera	genererer
genera	generere
genera	generer
genera	genererer
illuminazione	belysning
doge	doge
incrociatori	kryssere
singapore	singapores
singapore	singapore
fisher	fisher
minacce	trusler
minacce	trussel
minacce	trussel
dovere	plikt
armstrong	armstrong
mezzogiorno	noon
mangiare	spiser
mangiare	spising
mangiare	spis
mangiare	eter
mangiare	spises
mangiare	spise
mangiare	ete
mangiare	eat
aurora	aurora
trappola	fella
trappola	felle
trappola	trap
albano	albano
bucarest	bucurești
karen	karen
cortina	cortina
esposta	eksponert
esposta	utsatt
esposta	avslørt
bang	bang
fattoria	farm
fattoria	gård
fattoria	bondegård
allestimento	iscenesettelse
allestimento	trimmes
marinai	sjømenn
marinai	sjøfolk
camp	leiren
camp	leirskole
camp	leir
camp	camp
petrolio	olje
petrolio	petroleum
mas	mas
protestante	protestant
manifesta	manifesterer
manifesta	manifest
jaime	jamie
jaime	jaime
avanguardia	vanguard
primario	primære
primario	primærvalg
primario	primær
bin	bin
duncan	duncan
amata	elska
amata	elsket
amata	elskede
longobardi	langobarder
arancione	orange
arancione	appelsin
arancione	oransje
legnano	legnano
lipsia	leipzig
orazio	orazio
orazio	horatio
orazio	horace
tyler	tyler
elite	eliten
elite	elite
joel	joel
combinata	kombinert
alpini	alpin
alpini	alpine
incisione	gravering
incisione	inngravert
incisione	gravert
incisione	etsning
wendy	wendy
stand	står
stand	stå
stand	stand
stand	avlukke
stand	bås
stand	booth
assassinato	myrdet
assassinato	drept
assassinato	myrdet
rom	rom
rom	roma
quattrocento	quattrocento
sacramento	sacramento
sacramento	sakrament
disposizioni	proviant
disposizioni	bestemmelser
complete	komplett
complete	fullføre
complete	fullført
protetto	beskyttet
protetto	beskyttes
carburante	drivstoff
xbox	xbox
rabbia	vrede
rabbia	sinne
rabbia	raseriet
rabbia	rabies
rabbia	raseri
rabbia	rage
rabbia	raseriet
julien	julien
edwin	edwin
kenny	kenny
spinto	dyttet
uscite	exit
uscite	avslutt
uscite	utgang
uscite	utgangene
uscite	utganger
seven	seven
seven	syv
seven	syver
seven	sju
giovedì	torsdagen
giovedì	torsdag
giovedì	thursday
manhattan	manhattan
protette	beskyttet
protette	beskyttes
pesantemente	tungt
colpita	imponert
finanziario	økonomiske
finanziario	økonomisk
imparare	læring
imparare	lærer
imparare	learn
imparare	lære
imparare	lær
dignità	verdighet
ridotte	redusert
ridotte	reduserte
rari	skjelden
rari	sjelden
rari	sjeldent
rari	sjeldne
cacciatori	jegere
romanico	romansk
cavità	hulrom
espressioni	uttrykk
violenta	voldelig
debito	gjeld
debito	debetkort
assumendo	forutsatt
assumendo	anta
hank	hank
adventures	adventures
adventures	eventyr
falco	falcon
falco	falken
falco	hawk
falco	hauk
falco	falco
torinese	torinese
foster	foster
continue	kontinuerlig
continue	fortløpende
continue	sammenhengende
ristampa	reissue
lirica	lyric
lirica	lyrisk
madame	madame
iscrizioni	inskripsjon
iscrizioni	innskriftene
iscrizioni	registreringer
iscrizioni	registrering
iscrizioni	påmelding
iscrizioni	vognkort
marx	marx
daniela	daniela
storm	uvær
storm	storm
fretta	rush
portaerei	operatør
polemica	kontroverser
elsa	elsa
battesimo	dåp
battesimo	dåp
battesimo	barnedåp
laurent	laurent
interazione	samhandling
interazione	interaksjon
islamica	islamsk
diagnosi	diagnose
diagnosi	diagnostikk
africana	afrikanske
africana	afrikansk
prestazione	opptreden
prestazione	resultater
prestazione	forestilling
prestazione	performance
prestazione	ytelse
adulto	voksen
adulto	voksent
adulto	voksne
medioevale	middelalderske
carla	carla
digitali	digitalt
digitali	digitale
digitali	digital
ferita	sår
conservate	bevart
conservate	bevarte
conservate	bevares
glasgow	glasgow
controlla	sjekke
controlla	kontroller
controlla	sjekk
installato	installerte
installato	installert
hawaii	hawaii
reliquie	relikvie
reliquie	relikvier
dolci	søtsaker
dolci	godteri
dolci	kaker
dolci	søte
dolci	søtt
dolci	desserter
shanghai	shanghai
malcolm	malcolm
pole	pole
pole	stolpe
espressa	express
espressa	uttrykt
espressa	uttrykkes
quotidiani	aviser
poggio	poggio
false	falsk
false	usant
false	falske
false	falskt
evil	ondskapen
evil	evil
evil	ondskap
operativi	operative
operativi	operativ
improvviso	brått
improvviso	brå
improvviso	plutselige
censura	sensuren
censura	sensur
browser	nettlesere
browser	nettleser
browser	nettleseren
ombre	skyggene
ombre	skygger
ombre	skygge
ombre	shadow
ombre	skyggen
nasa	nasa
alonso	alonso
sconosciuta	ukjent
sconosciuta	ukjente
sconosciuta	uvisst
sicilie	sicilier
margini	marginer
margini	marg
margini	margin
incrocio	snitt
incrocio	krysset
incrocio	veikryss
incrocio	kryss
catturati	fanget
eastern	østlig
eastern	øst
stevens	stevens
doug	doug
gilles	gilles
imo	imo
pakistan	pakistan
rod	rod
invisibile	usynlige
invisibile	usynlig
invisibile	usett
ltd	ltd
unesco	unesco
mammiferi	pattedyr
mammiferi	pattedyr
superstiti	overlevende
biologia	biologien
biologia	biologi
propulsione	framdrift
crema	krem
crema	fløte
assia	hessen
esclusiva	exclusive
esclusiva	eksklusive
esclusiva	eksklusivt
esclusiva	eksklusiv
profeta	profet
cartone	kartong
cartone	papp
attivamente	aktivt
bando	merknad
bando	varsel
provenza	provence
brigate	brigader
incredibile	utrolig
incredibile	amazing
incredibile	utrolig
incredibile	ufattelig
incredibile	utrolig
incredibile	utrolige
comunicare	kommunisere
comunicare	kommunisere
comunicare	kommuniserer
comunicare	kommunikasjon
discreto	diskret
discreto	diskré
discreto	diskret
assegnazione	tildeling
assegnazione	tilordning
patricia	patricia
sfruttamento	utnyttelse
sfruttamento	utnytting
bond	binding
bond	obligasjon
bond	bond
basilea	basel
sviluppati	utviklet
ana	ana
cerchi	sirkler
cerchi	felger
rap	rapp
rap	rap
sparta	sparta
baroni	baronene
persiano	persisk
persiano	persiske
persiano	perser
six	sekser
six	seks
six	six
cileno	chilensk
visite	besøk
veronica	veronica
generare	genererer
generare	generere
generare	genererer
generare	generere
generare	generer
valvole	ventil
valvole	ventilene
tolosa	toulouse
maya	maya
pink	pink
pink	rosa
raggiungibile	nås
acquistare	kjøpet
acquistare	kjøp
acquistare	kjøpe
acquistare	buy
acquistare	kjøp
decima	tenth
decima	tiende
trascorso	tilbragt
parodia	parodi
wells	brønner
wells	wells
alejandro	alejandro
risposto	svarte
risposto	besvart
risposto	besvarte
pasqua	påsken
pasqua	påska
pasqua	påske
ordina	sortering
ordina	sorter
ordina	sortere
ordina	bestille
ordina	orden
ordina	bestilling
ordina	order
ordina	rekkefølge
made	lagd
made	made
made	laget
too	óg
too	too
too	også
marketing	markedsføring
ventura	ventura
etica	etikk
convoglio	konvoi
convoglio	konvoien
turni	skift
cole	cole
collaborazioni	samarbeid
ribelle	rebell
ribelle	opprører
ribelle	rebel
dinamica	dynamikk
dinamica	dynamisk
dinamica	dynamiske
trampolino	trampoline
emi	emi
montato	montert
edilizia	bygging
edilizia	konstruksjon
plastica	plast
plastica	plastikk
plastica	plast
vantaggi	fordeler
vantaggi	goder
vantaggi	fordeler
vantaggi	fortrinn
vantaggi	fordel
risolto	avklart
risolto	løst
risolto	løste
risolto	løst
risolto	oppklart
risolto	fikset
risolto	fast
risolto	reparert
clarke	clarke
gun	pistol
gun	gun
gun	revolver
adottare	adoptere
adottare	adopterer
narrazione	historiefortelling
narrazione	fortellingen
distribuiti	distribuert
distribuiti	distribueres
distribuiti	fordelt
osservatore	observatør
osservatore	observer
osservatore	watcher
fair	rettferdig
fair	fair
original	originalt
original	originalen
original	opprinnelig
original	originale
original	opprinnelige
original	original
diamante	diamond
diamante	diamant
diamante	diamanten
quote	kvoter
divino	guddommelig
divino	guddommelige
caos	kaos
ripeto	gjentar
ripeto	gjenta
divorzio	skilsmisse
planet	planet
shaw	shaw
imperatori	keiser
imperatori	keisere
globe	globe
volontario	frivillig
volontario	frivillige
volontario	frivillig
hughes	hughes
linux	linux
ivo	ivo
riservata	reservert
funzionale	funksjonell
misteriosa	mystisk
alaska	alaska
tradurre	oversetter
tradurre	oversette
tradurre	oversetting
tradurre	oversette
tradurre	oversett
attribuzione	tilskrivelse
attendere	venter
attendere	avventer
attendere	waiting
attendere	venting
attendere	vent
attendere	vente
nicolás	nicolás
tipografia	typografi
impiegata	medarbeider
impiegata	ansatt
curata	kurert
adesione	adhesjon
adesione	tiltredelse
reich	reich
indonesia	indonesia
doctor	doktor
doctor	doktoren
doctor	lege
doctor	doctor
appennino	appenninene
applicato	søkt
applicato	anvendt
applicato	søkte
cara	kjære
cara	cara
esegue	utfører
causata	forårsaket
ovunque	overalt
precipitazioni	nedbør
precipitazioni	nedbør
processore	prosessor
ricostruire	gjenoppbyggingen
ricostruire	gjenoppbygge
ricostruire	gjenoppbyggingen
nikolaj	nikolaj
nikolaj	nikolai
nikolaj	nikolaj
mann	mann
proteste	protest
proteste	protestere
proteste	protester
membrana	membran
banche	banks
banche	banker
validi	gyldige
validi	gyldig
piombo	lede
piombo	bly
piombo	føre
ripristino	gjenoppretting
ripristino	gjenopprett
ripristino	gjenopprette
ripristino	restaurering
ripristino	restaurasjonen
ripristino	restaurerer
ripristino	gjenoppretter
gustav	gustav
nazisti	nazist
nazisti	nazistene
nazisti	nazister
sita	sita
bon	bon
faro	faro
faro	fyr
faro	fyrtårn
faro	fyret
effettivi	faktiske
edimburgo	edinburgh
hood	hetten
hood	hood
hood	hette
cripta	krypt
uovo	egg
rifiuti	avfall
entrate	innganger
entrate	inntekt
entrate	omsetning
entrate	inntekter
cancelliere	kansler
primogenito	førstefødte
incidenti	ulykker
incidenti	uhell
sonda	sonde
sonda	sonden
boeing	boeing
applicare	gjelder
applicare	søk
applicare	bruk
applicare	søke
finanze	finans
livio	livio
grasso	grease
grasso	smøre
grasso	fett
grasso	tjukk
grasso	fat
grasso	fet
grasso	feit
annuncio	kunngjøring
annuncio	kunngjøringen
innumerevoli	utallige
aggregato	samlede
consacrato	salvet
collettivo	kollektivt
collettivo	kollektiv
collettivo	kollektivet
febbre	feber
sella	sella
sella	salen
sella	sadel
sella	sal
cacciatore	huntsman
cacciatore	jeger
cacciatore	hunter
mattoni	murstein
mattoni	brick
mattoni	murstein
seta	silk
seta	silke
ideali	idealer
ideali	ideelt
ideali	ideal
ideali	ideell
ideali	ideelle
primera	primera
liberali	liberale
liberali	liberale
liberali	liberal
elettronico	elektroniske
elettronico	elektronisk
animati	animert
estetica	estetikk
estetica	estetiske
estetica	estetisk
sonno	sleepy
sonno	søvnig
sonno	sleep
sonno	søvn
sonno	sove
sonno	sovende
sonno	sover
shadow	skygge
shadow	shadow
shadow	skyggen
occupare	okkuperer
occupare	occupy
occupare	okkupere
eccezionale	enestående
eccezionale	fremragende
eccezionale	enestående
eccezionale	eksepsjonelle
eccezionale	eksepsjonelt
chiostro	klostergangen
incisioni	gravering
incisioni	tegningene
lopez	lopez
progressivo	gradvis
progressivo	progressiv
progressivo	progressive
rischi	risikoer
rischi	sjanser
rischi	risiko
rischi	risiko
rischi	risikere
fusto	stilk
rumore	støy
rumore	bråk
specializzato	spesialisert
palestina	palestina
rinascita	gjenfødelse
rinascita	revival
pompeo	pompeius
kyle	kyle
abc	abc
sciatore	skiløper
sciatore	langrennsløper
sciatore	alpinist
scout	scout
scout	speider
scout	speidere
arabia	arabia
eccessiva	overdrevent
eccessiva	overdreven
osservata	observert
osservata	observerte
osservata	observasjon
attrazione	dragning
attrazione	attraksjon
attrazione	tiltrekning
divieto	ban
divieto	forby
divieto	forbud
divieto	forbudstiden
earl	earl
earl	jarl
nana	nana
nana	besta
intelligente	flinke
intelligente	snedig
intelligente	smart
intelligente	intelligente
intelligente	intelligent
intelligente	smart
navarra	navarra
navarra	pamplona
abraham	abraham
meriti	fortjene
meriti	fortjener
meriti	merit
michail	mikhail
michelle	michelle
molecola	molekyl
square	firkantet
square	kvm
square	kvadratisk
square	kvadrat
anversa	antwerpen
steel	stål
magica	magi
magica	magic
magica	trylling
magica	magisk
magica	trolldom
magica	magisk
significative	betydelig
significative	vesentlig
significative	betydningsfullt
bacio	kyssing
bacio	kysse
bacio	kysser
bacio	kiss
bacio	kyss
spara	skyte
spara	skyt
spara	skyter
elisa	eliza
elisa	elisa
rispose	svarte
sensibile	sensitivt
sensibile	sensitive
sensibile	følsom
sensibile	følsomt
sensibile	sensitiv
generico	generisk
cartoni	kartonger
guarnigione	garrison
guarnigione	garnisonen
guarnigione	garnison
coll	coll
incantesimo	stave
spade	sverd
spade	spade
senna	seine
senna	senna
oliva	olive
oliva	oliven
oliva	oliva
bureau	bureau
orsini	orsini
innocenzo	uskyldig
innocenzo	innocens
innocenzo	uskyldige
ramírez	ramírez
ramírez	ramírez
ramírez	ramirez
medievali	middelalderske
diamond	diamond
diamond	diamant
diamond	diamanten
mappe	kart
chang	chang
miniera	mitt
miniera	gruve
miniera	mine
miniera	min
umanista	humanistisk
umanista	humanist
battute	spøker
battute	vitser
determina	bestemmer
determina	avgjør
determina	avgjør
determina	avgjøre
determina	fastslå
determina	bestem
determina	bestemme
onorario	æres
trovate	finn
trovate	finne
selezionato	valgt
selezionato	utvalgte
selezionato	utvalgt
selezionato	valgte
nido	reir
nido	rede
pubblicamente	offentlig
ordinaria	alminnelig
ordinaria	ordinær
ordinaria	ordinært
ordinaria	vanlig
belli	vakker
belli	nydelige
belli	vakkert
belli	belli
bundesliga	bundesliga
riso	rice
riso	ris
player	player
player	spiller
volpe	fox
poker	poker
oscura	obskur
mortale	dødelig
mortale	dødelig
mortale	fatale
mortale	dødelig
opzione	alternativ
strana	sprøtt
strana	merkelig
strana	rar
strana	snålt
strana	rart
strana	merkelig
strana	strange
strana	rart
interviste	intervjuer
celebrare	feire
giovinezza	ungdommen
giovinezza	ungdom
guitar	guitar
guitar	gitar
succeduto	lyktes
sostituisce	erstattes
sostituisce	erstatter
vinti	vinnes
vinti	vunnet
vinti	won
vinti	vant
some	some
some	noen
some	enkelte
sommergibile	ubåt
cantoni	kantoner
denver	denver
costruttore	byggmester
costruttore	produsent
pci	pci
württemberg	württemberg
baptiste	baptiste
vicente	vicente
preparare	forberede
preparare	klargjør
intel	intel
southern	sørlige
southern	southern
southern	søndre
cicero	cicero
batte	slår
batte	beats
bonifacio	bonifacio
bonifacio	boniface
loira	loire
madison	madison
lupi	wolves
lupi	ulver
lupi	wolf
lupi	ulv
abuso	misbruk
abuso	overgrep
abuso	misbruk
abuso	mishandling
capolinea	terminus
moretti	moretti
spiriti	ånder
dirty	møkkete
dirty	skitten
dirty	skitne
dirty	dirty
dirty	skittent
wisconsin	wisconsin
gesuita	jesuitt
lang	lang
restaurato	renovert
restaurato	oppusset
restaurato	gjenopprettet
restaurato	restaurert
tunisia	tunisia
joey	joey
sophie	sophie
povero	stakkars
povero	fattig
povero	fattige
turistico	turist
rivelazione	åpenbaring
impegnata	travle
impegnata	travel
impegnata	busy
impegnata	opptatt
impegnata	travelt
meyer	meyer
sottili	tynn
sottili	tynt
sottili	tynne
spia	spion
spia	spionere
becco	nebbet
becco	nebb
combustibile	drivstoff
viso	ansiktet
viso	ansikt
viso	face
fischer	fischer
schiena	attende
schiena	back
schiena	tilbake
schiena	rygg
fiamma	flamme
risparmio	sparepenger
risparmio	lagring
risparmio	lagrer
risparmio	sparer
risparmio	sparing
mercanti	kjøpmenn
brooks	brooks
dorothy	dorothy
facebook	facebook
sostituendo	erstatter
motion	motion
motion	bevegelse
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
annie	annie
fianchi	hipp
fianchi	hoften
fianchi	hofte
fianchi	hofter
fianchi	hoftene
fianchi	flankene
bull	okse
bull	bull
finanza	finans
pressioni	press
pressioni	trykk
pressioni	belastninger
deboli	svakt
deboli	svak
deboli	svakt
deboli	svake
metalli	metall
metalli	metal
metalli	metaller
mit	mit
chirurgia	kirurgi
chirurgia	kirurgisk
diminuzione	redusert
diminuzione	reduser
diminuzione	minsk
diminuzione	nedgang
diminuzione	redusere
andrés	andrés
seguiti	skygget
seguiti	fulgte
seguiti	fulgt
seguiti	følges
loc	loc
vulcano	vulkan
vulcano	vulcan
sonoro	lyd
sonoro	sound
sonoro	lyden
dialoghi	dialog
dialoghi	dialogene
adelaide	adelaide
radiale	radial
concludere	konkludere
schmidt	schmidt
ice	is
ice	ice
molecolare	molekylær
sepoltura	begravelse
cohen	cohen
tumore	svulst
tumore	kreft
cliente	kunde
cliente	klient
cliente	kunde
biografico	biografiske
incisa	inngravert
incisa	gravert
rovina	ruin
rovina	ødelegge
break	brekke
break	pause
break	brekk
break	avbrekk
break	bryt
scade	utløper
scade	utløper
harvard	harvard
bolognese	bolognese
incoronazione	kroning
affermare	hevde
mantello	cape
mantello	kapp
mantello	kappe
mantello	mantle
angoli	hjørner
angoli	hjørnene
angoli	vinkler
edge	kant
edge	edge
edge	kanten
duchi	dukes
duchi	duke
duchi	hertug
sospetti	mistenkte
sospetti	mistanke
sospetti	mistenker
sospetti	mistenkt
sospetti	mistenkte
sospetti	mistenkelige
sospetti	mistenkelig
sospetti	mistenksom
sospetti	mistanke
sospetti	mistanke
sospetti	mistanker
sanità	helsa
sanità	helse
contribuisce	bidrar
contribuisce	bidrar
contribuisce	bidra
tributo	hyllest
tributo	tribute
tributo	tributt
imposta	set
imposta	satt
imposta	angi
imposta	sett
imposta	angitt
imposta	moms
imposta	skatt
zhang	zhang
estone	estiske
estone	estisk
split	split
split	delt
control	control
control	kontroll
control	kontroller
control	kontrollere
miti	myter
tigre	tiger
tigre	tigre
portico	veranda
portico	verandaen
portico	portiko
spiegazioni	forklaring
spiegazioni	forklaringer
hudson	hudson
granata	granat
subsp	subsp
bordeaux	bordeaux
biblioteche	biblioteker
biblioteche	bibliotek
biblioteche	biblioteket
amiche	vennene
amiche	vener
amiche	venner
corolla	corolla
tales	tales
emiliano	emiliano
mercurio	kvikksølv
mercurio	mercury
piattaforme	plattformer
piattaforme	plattformen
piattaforme	plattform
fascio	bjelke
fascio	stråle
fascio	beam
consisteva	besto
uci	uci
montenegro	montenegros
montenegro	montenegro
aiuti	aid
missionario	misjonær
vasco	vasco
damiano	damien
damiano	damian
damiano	damiano
remake	remake
burton	burton
birmingham	birmingham
fleming	fleming
determinazione	besluttsomhet
determinazione	viljestyrke
font	skrifter
cfr	cfr
berlina	sedan
cold	kulde
cold	forkjølelse
cold	kald
cold	kaldt
creek	creek
suprema	supreme
marchesi	marchesi
metallica	metallica
metallica	metallic
tradotta	oversatt
tradotta	oversettes
tradotta	oversatte
ruth	ruth
dee	dee
scartamento	måleren
tip	tips
kane	kane
occasionalmente	sporadisk
occasionalmente	tidvis
occasionalmente	innimellom
orléans	orleans
orléans	orléans
orléans	orléans
complessità	kompleksitet
complessità	kompleks
cliff	cliff
adventure	adventure
adventure	eventyr
adventure	eventyret
cum	cum
rifiutato	avslått
rifiutato	avvist
rifiutato	avslo
rifiutato	nektet
rifiutato	avslått
rifiutato	avslo
rifiutato	avvist
chirurgo	kirurg
celebrazione	feiring
voluta	ønskes
voluta	ønsket
voluta	ettersøkt
voluta	etterlyst
resistere	motstå
ecuador	ecuador
sainte	sainte
fiandre	flandern
circondata	omringet
circondata	omgitt
viceré	visekonge
koch	koch
cox	cox
repubblicana	republikanske
repubblicana	republikaner
repubblicana	republikansk
numerazione	nummerering
viterbo	viterbo
montevideo	montevideo
soddisfare	tilfredsstiller
soddisfare	tilfredsstille
cantieri	yards
toledo	toledo
paulo	paulo
lanciata	lanserte
lanciata	lansert
lanciata	sjøsatt
segmento	segment
segmento	innslag
teodoro	theodore
teodoro	reodor
teodoro	teodoro
ass	ass
ass	rumpe
chiusi	lukka
chiusi	lukket
chiusi	stengt
ginocchio	kne
ginocchio	kneet
guadagnare	tjene
guadagnare	fortjene
guadagnare	tjen
sullivan	sullivan
consultato	konsultert
wind	vind
wind	wind
jackie	jackie
turisti	turister
mancini	mancini
duetto	duett
duetto	duetter
lara	lara
early	early
early	tidig
early	tidlig
early	tidlige
early	tidleg
ellis	ellis
conquistata	erobret
consorte	ektefelle
chiavi	nøkler
chiavi	keys
chiavi	nøklene
chiavi	nøkkel
difensiva	defensiv
celle	celle
celle	cellene
celle	celler
parente	relativ
parente	relativt
parente	relative
parente	slektning
magnetico	magnetisk
vivi	direkte
vivi	live
vivi	lev
vivi	direktesending
vivi	bodd
vivi	levende
vivi	alive
contribuendo	bidrar
contribuendo	bidra
vandalismo	hærverk
nativo	innfødt
punizione	straff
martello	hammer
martello	martell
rangers	rangers
rangers	rangere
kingdom	kingdom
kingdom	kongedømme
atomi	atom
atomi	atomer
spa	spa
templi	templer
avvisi	varsler
avvisi	merknader
muoversi	flytte
muoversi	flytt
pittsburgh	pittsburgh
ein	ein
caserma	brakker
caserma	brakke
elicottero	helikopter
elicottero	chopper
escluso	utelater
escluso	ekskluderer
escluso	ekskluderte
escluso	utelukket
escluso	ekskludert
geografico	geographic
geografico	geografisk
offerte	tilbud
offerte	tilbudene
rain	regn
rain	rain
montgomery	montgomery
trailer	trailer
marcelo	marcelo
accento	aksent
cbs	cbs
helsinki	helsingfors
helsinki	helsinki
mother	mor
mother	moder
mother	mother
caserta	caserta
progettista	designer
lecco	lecco
mista	blanda
mista	blandet
brandon	brandon
medina	medina
islanda	island
compositori	komponister
donazione	donasjon
donazione	donasjonen
donazione	bidraget
donazione	bidrag
wikilink	wikilink
sentieri	stier
sentieri	løypene
sentieri	stier
fiscale	fiscal
dawn	daggry
dawn	morgengry
dawn	dawn
dose	dose
patti	patti
restaurata	gjenopprettet
restaurata	restaurert
sequenze	sekvenser
orto	orto
walsh	walsh
hardcore	hardcore
helena	helena
pinacoteca	pinacoteca
gil	gil
ladro	innbruddstyv
ladro	tyv
ladro	tjuv
mel	mel
streghe	sjarmert
streghe	heks
streghe	witch
streghe	hekser
alias	dekknavn
alias	alias
alias	aka
equazioni	ligning
equazioni	ligninger
decisiva	avgjørende
decisiva	besluttsom
percy	percy
electric	elektrisk
falsa	falsk
falsa	usant
falsa	falske
falsa	falskt
falsa	falskt
falsa	falsk
falsa	fake
sottolineare	understrek
superficiale	overfladisk
superficiale	grunt
superficiale	grunne
kill	drep
kill	kill
kill	drepe
papà	far
papà	fattern
papà	pappa
papà	daddy
papà	pappa
papà	papa
complimenti	congratulations
complimenti	gratulasjoner
complimenti	gratulerer
complimenti	gratulere
complimenti	kudos
complimenti	komplimenter
complimenti	grattis
faenza	faenza
fazione	fraksjon
fazione	fraksjonen
sovranità	suverenitet
nucleari	kjernefysisk
presunta	påståtte
presunta	påstått
presunta	antatt
presunta	antatt
sergej	sergei
sergej	sergej
bottiglia	flaske
eliminati	slettede
eliminati	slettet
eliminati	slettes
eliminati	eliminert
muscolare	muskel
muscolare	muskler
muscolare	muskuløs
preferisce	foretrekker
senior	senior
genesi	genesis
log	logg
log	logge
descritti	beskrives
descritti	beskrevet
descritti	beskrev
pereira	pereira
seduta	sittende
seduta	sitte
seduta	sitter
seduta	sittet
seduta	sitting
pellegrino	pilegrim
pellegrino	pilgrim
pellegrino	pellegrino
hero	helt
hero	hero
hero	helten
attraversare	krysser
frammento	fragment
frammento	shard
gibson	gibson
combattenti	jagerfly
