dores	valu
simpson	simpson
constituinte	koostisosa
forever	igaveseks
forever	igavesti
cratera	kraater
hábito	harjumus
duff	duff
detetive	uurija
detetive	detektiiv
lagoas	tiigid
restauro	taastamine
restauro	taasta
restauro	taastamine
publicamente	avalikult
frederick	friedrich
frederick	frederick
milan	milano
levantamento	tõste
levantamento	tõstmine
cumprimento	vastavus
cumprimento	tervitus
sacramento	sacramento
sacramento	sakrament
temporariamente	ajutiselt
temporariamente	ajutised
temporariamente	ajutine
avançado	muud
avançado	arenenud
avançado	täiustatud
incluídas	kaasatud
interpretações	tõlgenduste
alerta	hoiatus
alerta	häire
rotas	marsruudid
islândia	islandil
islândia	island
islândia	islandi
perna	jalg
perna	jalale
saindo	väljumine
saindo	lahkumas
saindo	lahkub
saindo	lahkumine
haiti	haiti
haiti	haiti
habitação	eluaseme
mágica	maagiline
mágica	võlu
mágica	magic
mágica	maagia
mágica	maagiline
mágica	maagilised
seul	soul
dever	tollimaks
repressão	repressioonide
trek	treki
folk	rahvas
einstein	einstein
pimenta	pepper
pimenta	pipart
pimenta	pipar
quarteto	quartet
adicionado	lisatud
discovery	discovery
discovery	avastus
discovery	avastamine
lutando	võitlemine
lutando	võitlus
model	mudel
model	modell
model	näidis
alpha	alpha
alpha	alfa
chelsea	chelsea
hero	hero
hero	kangelane
irregular	ebaühtlane
irregular	ebaregulaarne
uniformes	ühtlane
uniformes	ühtsed
uniformes	munder
junção	ühendamine
junção	ühenda
fábricas	tehased
norueguês	norra
teen	teismeliste
teen	teismeline
compacto	kompaktne
hermann	hermann
sérvio	serbia
reich	reich
vendida	müüdud
aquitânia	aquitaine
porquê	miks
claudia	claudia
tendências	trend
tendências	suundumus
tendências	suundumusi
tendências	suundumused
bang	pauk
bang	paugu
tomadas	võetud
relativo	sugulane
relativo	suhteline
julie	julie
planície	plain
planície	tasandikud
pilares	sammas
pilares	samba
dialeto	dialekt
designer	disainer
chuck	chuck
devidamente	nõuetekohaselt
senadores	senaatorid
canhões	kahur
canhões	kahurid
barreiras	takistused
barreiras	tõkked
voar	fly
voar	lenda
voar	lennata
voar	lendama
voar	kärbes
voar	lendamine
voar	lendavad
empire	impeerium
empire	impeeriumi
doação	annetus
doação	annetuse
dieta	dieet
dieta	toitumine
mercury	elavhõbeda
mercury	elavhõbe
ninja	ninja
gabriela	gabriella
gabriela	gabriela
match	sobivus
match	match
logística	logistika
bósnia	bosnia
bósnia	bosnia
atrair	meelitada
diplomata	diplomaat
depósitos	hoiused
ataca	rünnakud
subir	roni
subir	ronida
juventus	juventus
túnel	tunnel
salomão	solomon
salomão	saalomoni
piedade	kahju
piedade	halastus
piedade	halastust
piedade	vagadus
mármore	marmor
mortais	surelikud
mortais	surelik
mortais	surelikud
lituânia	leedu
lituânia	leedus
lituânia	leedu
apaixonado	kirglik
romântica	romantik
romântica	romantiline
dezoito	kaheksateist
fazendas	põllumajandusettevõtete
terço	roosikrantsi
terço	kolmas
terço	kolmanda
substituto	asendus
substituto	asendaja
substituto	asendus
substituto	asendamine
advogados	advokaadid
advogados	juristid
holland	holland
escura	tume
simone	simone
elena	elena
competência	jurisdiktsiooni
competência	pädevus
competência	pädevus
talentos	anded
talentos	andeid
talentos	talent
talentos	ande
talentos	annet
júlia	julia
traduzir	tõlkimine
traduzir	tõlkida
traduzir	tõlgi
traduzir	tõlkimine
grey	hallid
grey	hall
grey	grey
igor	igor
noel	noel
boêmia	čechy
cúpula	kuppel
cúpula	kupli
parceiros	partnerid
acordos	lepingud
acordos	kokkulepped
cruzamento	ületamine
camilo	camilo
sono	unine
sono	uni
sono	maga
sono	magamine
sono	magama
sono	magada
spears	spears
projectos	projektid
revelar	paljastavad
hughes	hughes
algodão	puuvill
obtida	saadud
narrador	jutustaja
sets	komplektid
sets	seab
duro	raske
duro	kõva
duro	kõva
duro	sitke
duro	karm
alabama	alabama
desenvolvidas	arenenud
desenvolvidas	arendatud
parlamentares	parlamentaarne
lucro	kasum
lucro	kasum
lucro	kasumid
cama	voodi
nona	nona
nona	üheksanda
nona	üheksas
beat	peksa
criatura	elukas
criatura	olend
criatura	olevus
terapia	teraapia
terapia	ravi
terapia	ravile
betty	betty
desafios	väljakutsed
neerlandês	hollandi
estrangeira	välismaalane
estrangeira	välismaised
estrangeira	välismaa
sri	sri
abel	abel
provisório	vahepealne
provisório	ajutine
benefício	kasu
diesel	diisel
condes	loeb
htm	htm
derrotados	võidetud
derrotados	löödud
cameron	cameron
treinar	rongi
treinar	rong
determina	määrab
aurélio	aurelio
aurélio	aurelius
inscrições	kirjed
inscrições	registreerimine
most	enamikul
most	enamus
most	enamik
most	enim
alejandro	alejandro
cerveja	õlut
cerveja	õlle
cerveja	õlu
cerveja	ale
bravo	bravo
bravo	vapper
bravo	vaprad
bravo	vapp
italia	italia
pes	esp
efetivo	efektiivne
efetivo	tulemuslik
efetivo	tõhus
efetivo	tõhusad
aposentadoria	pensionile
wisconsin	wisconsinis
padroeiro	patroon
guadalajara	guadalajara
ref	kohtunik
campina	heinamaa
cleveland	cleveland
inventor	leiutaja
manifesto	manifest
manifesto	manifesti
adotada	lapsendatud
adotada	vastuvõetud
adotada	adopteeritud
dadas	antud
aquecimento	küte
aquecimento	kütte
operário	töötaja
operário	tööline
friends	sõbrad
demônio	saatan
demônio	deemon
traição	reetmise
traição	reetmine
traição	reetmine
automática	automaat
automática	automaatsed
automática	automaatne
vigário	vikaar
vigário	kirikuõpetaja
treino	koolitus
treino	koolitused
treino	väljaõpe
treino	treeningud
treino	trenni
adquirida	soetatud
adquirida	omandatud
poderosos	võimas
exposto	paljastatud
combinado	kombineeritud
holstein	holstein
secundários	teisene
secundários	teisesed
secundários	teisese
secundários	teisejärguline
nomeados	määratud
diploma	diplom
livraria	raamatupoes
projeção	projektsioon
meridiano	meridian
catherine	catherine
catherine	katariina
excelência	tipptaseme
imperadores	imperaator
imperadores	keiser
andares	põrandad
derivada	tuletatud
ódio	vihkamine
ódio	vihkamist
ódio	viha
ódio	vihkamine
foguetes	raketid
foguetes	rakette
foguetes	rakett
ensinamentos	tunnid
ensinamentos	õppetunnid
ensinamentos	õpetused
deslocamento	veeväljasurve
deslocamento	nihe
deslocamento	kompenseerida
imóvel	omadus
imóvel	omand
léo	leo
turim	torino
turim	torino
nancy	nancy
incrível	imeline
incrível	hämmastav
incrível	võimas
incrível	vägev
incrível	äge
porcentagem	protsent
porcentagem	protsent
chocolate	šokolaad
chocolate	šokolaadi
edson	edison
ródano	rhône
medir	mõõtmine
medir	mõõte
medir	mõõt
medir	abinõu
medir	meede
falada	räägitud
falada	rääkinud
terminais	terminal
terminais	terminali
terminais	terminalide
schmidt	schmidt
libras	naelad
libras	naela
minho	minho
fechar	lähedal
fechar	sulge
fechar	sulgemine
tráfico	inimkaubandus
comerciantes	ettevõtjad
comerciantes	kauplejad
comerciantes	kaupmehed
comerciantes	kaupmehed
body	keha
arqueológico	arheoloogiline
etnia	etniline
sobreviver	ellujäämine
jurista	advokaat
jurista	jurist
apollo	apollo
rumores	kuulujutud
rumores	kuulujutte
rumores	kuulujutt
rumores	kuulujutud
listados	loetletud
morris	morris
genes	geenid
genes	gene
genes	geen
genes	geeni
estreita	kitsas
estreita	kitsad
rito	riitus
oferecido	pakkus
oferecido	pakutav
oferecido	pakutud
urso	mõmmi
urso	karu
chá	teed
chá	tee
reynolds	reynolds
curiosidade	uudishimulik
curiosidade	uudishimu
errada	väär
errada	vale
errada	valesti
consecutivas	järjestikuse
turca	türgi
piscina	bassein
piscina	basseini
andreas	andreas
chapéu	müts
chapéu	mütsi
chapéu	kaabu
chapéu	kübar
apontado	osutas
renunciou	loobunud
discutido	arutatud
singular	ainsuses
mares	merede
desculpas	vabandus
rara	harv
rara	harva
rara	haruldased
rara	haruldane
moto	ratas
moto	jalgratas
moto	ratta
moto	mootorratas
moto	mootorratta
moto	moto
doctor	arst
doctor	arsti
doctor	doktor
procurador	advokaat
procurador	prokurör
procurador	süüdistaja
pega	võtke
pega	võta
definidas	defineeritud
definidas	määratletud
circuitos	vooluring
aeronáutica	lennundus
consecutivos	järjestikuse
esqui	suusa
esqui	suusatama
criadores	loojad
criadores	kasvatajate
punição	karistus
punição	karistuse
editada	muudetud
editada	toimetatud
editada	redigeerinud
divulgado	vabanenud
divulgado	vabastatud
divulgado	avalikustatud
adulta	täiskasvanu
adulta	täiskasvanud
nomenclatura	nomenklatuuri
nomenclatura	nomenklatuur
concorda	nõus
concorda	nõustub
trilogia	triloogia
jenkins	jenkins
confirmada	kinnitatud
gibson	gibson
enrique	enrique
parciais	osaline
bater	peksa
bater	peksmine
bater	peksmise
bater	hit
bater	löö
bater	tabas
caos	kaos
coreana	korea
influente	mõjukas
colo	sülle
partindo	lahkumas
partindo	lahkub
partindo	lahkumine
extração	kaevandamine
extração	ekstraheerimisel
varsóvia	varssavi
through	läbi
lance	lance
lance	pakkumine
script	skripti
script	käsikiri
script	skript
aproveitando	naudib
estágios	etapid
luftwaffe	luftwaffe
terminado	lõpetatud
traça	koi
proteína	valk
proteína	proteiin
proteína	valgud
dominicana	dominikaani
bin	bin
swift	swifti
swift	swift
leslie	leslie
parente	sugulane
parente	suhteline
nuvens	pilvede
nuvens	pilvi
nuvens	pilved
nuvens	pilve
nuvens	pilved
nuvens	cloud
nuvens	pilv
fêmea	naissoost
distâncias	vahemaad
distâncias	kaugus
distâncias	vahemaa
correção	parandus
correção	korrigeerimine
correção	korrektsioon
correção	parandused
correção	parandamine
processador	protsessor
processador	töötleja
semanal	nädalane
semanal	nädalas
semanal	iganädalane
macedônia	makedoonia
macedônia	makedoonia
ávila	ávila
essenciais	hädavajalik
ensinar	õpetamine
ensinar	õpetamise
ensinar	õpeta
ensinar	õpetada
bach	bach
economista	majandusteadlane
cola	liimi
cola	liim
cola	koola
cola	cola
proibição	ban
proibição	keeld
proibição	keelustamine
proibição	keeld
proibição	keelustamine
ângelo	angelo
key	võtme
key	key
key	võti
residente	resident
residente	elanik
garotas	tüdrukud
garotas	girls
emily	emily
carla	carla
coordenador	koordinaator
periódico	perioodiline
periódico	perioodilised
periódico	perioodilised
obrigatório	kohustuslikud
obrigatório	kohustuslik
obrigatório	nõutud
obrigatório	nõutavad
obrigatório	vajalik
obrigatório	nõutav
obrigatório	kohustuslik
obrigatório	kohustuslikud
obrigatório	kohustuslik
preservar	säilita
preservar	säilitamine
cook	cook
cook	kokk
entregar	kohaletoimetamine
equipado	paigaldatud
equipado	varustatud
sódio	naatrium
sódio	naatriumi
caixas	kastid
caixas	karbid
concordou	leppis
concordou	kokkulepitud
contínuo	pidev
contínuo	pideva
tribunais	kohtud
early	early
early	vara
early	varajane
early	varajased
early	varane
abrigo	varjupaik
abrigo	peavarju
acompanhamento	jälgimine
acompanhamento	järelevalve
acompanhamento	jälgimine
acompanhamento	seire
acompanhamento	kaasas
permaneceram	jäi
permaneceram	jäid
explicou	selgitas
explicou	selgitati
explicou	selgitatud
impulso	tõukejõu
impulso	pulss
impulso	impulss
impulso	impulss
randy	randy
bebida	joomine
bebida	jooki
bebida	juua
bebida	jook
bebida	jooki
bebida	jook
máscara	mask
máscara	maskid
dublin	dublini
dublin	dublinis
gostava	meeldis
daria	darja
mineração	kaevandamine
random	suvaline
random	juhuslik
ten	kümme
ten	ten
shadow	varju
shadow	vari
robôs	robotid
reflexão	peegeldus
pseudônimo	pseudonüüm
fatal	saatuslik
fatal	surmav
marcel	marcel
abandonada	mahajäetud
abandonada	hüljatud
dividir	jaga
dividir	pooleks
agr	agr
vilões	kurikael
vilões	kurikaelad
obrigada	tänan
obrigada	aitäh
obrigada	tänud
essência	olemus
tropa	väed
tropa	armee
tropa	sõjavägi
indicados	näidatud
indicados	näidustatud
revolution	revolutsioon
maryland	marylandi
lealdade	ustavus
lealdade	lojaalsust
lealdade	lojaalsus
exemplar	eeskujulik
deixe	jäta
maciço	massiivne
concorrência	konkurents
concorrência	võistlus
concorrência	konkurentsi
ilustrado	illustreeritud
lava	pesta
lava	pesema
lava	pese
lava	laava
islâmica	islami
exclusão	tõrjutus
exclusão	tõrjutuse
exclusão	kustutamine
observou	täheldatud
observou	vaadeldud
observou	märkis
hardcore	hardcore
quântica	quantum
five	viis
armado	relvastatud
valle	valle
alba	alba
feijão	oa
feijão	bean
feijão	uba
feijão	oad
feijão	uba
vendendo	müüa
vendendo	müümine
eletricidade	elektrienergia
eletricidade	elekter
pelotas	graanulid
val	exp
val	val
mason	mas
mason	mason
alonso	alonso
alonso	alonzo
ira	viha
ira	ira
ira	raev
banho	vanni
banho	vann
obrigação	kohustus
reconheceu	tunnustatud
reconheceu	tunnistas
contratos	lepingud
future	tulevikku
future	tulevik
vira	pööre
vira	pööra
vira	keera
kane	kane
dedos	varbad
dedos	sõrmed
provocar	provotseerida
destaques	rõhutab
abandono	hüljata
abandono	hülgamine
abandono	loobumine
express	express
express	ekspress
express	väljendada
rosas	roosid
polar	polar
fenton	fenton
bateu	hit
bateu	löö
bateu	tabas
mista	segatud
mista	sega
mista	segunenud
convencer	veenda
convencer	veena
convencer	veenev
convencer	veenda
convencer	veena
budismo	budism
antropologia	antropoloogia
nicole	nicole
rodoviário	maantee
rodoviário	tee
rodoviário	road
executada	hukatud
executada	hukati
kiev	kyiv
kiev	kiievi
vancouver	vancouveri
plural	mitmuses
planet	planet
planet	planeet
powell	powell
painéis	paneelid
engenho	leidlikkus
apropriado	sobiv
apropriado	asjakohane
apropriado	kohane
apropriado	sobilik
israelense	iisraeli
israelense	iisrael
bueno	bueno
estuda	uuring
miles	miles
miles	miili
cresce	kasvab
cresce	kasvavad
cresce	kasvatamine
cresce	kasvama
cresce	kasva
cresce	kasvab
cláudia	claudia
cláudia	claude
surgir	tekivad
surgir	tõuse
correspondência	kirjavahetus
correspondência	ühesugused
exames	katsetused
exames	katsed
exames	testid
exames	eksamid
istambul	istanbuli
orientado	orienteeritud
need	vaja
need	vajadus
filadélfia	philadelphia
sessenta	kuuskümmend
folclore	folkloor
francisca	francesca
francisca	frances
antunes	antunes
patricia	patricia
negrito	julge
negrito	rasvane
colombo	columbus
colombo	colombo
tracy	tracy
rituais	rituaalid
rituais	rituaal
rituais	rituaali
manhattan	manhattanil
manhattan	manhattan
manhattan	manhattani
chan	chan
louise	louise
datada	kuupäevaga
cachorro	koera
cachorro	koer
vôlei	võrkpall
estátuas	kujud
amanda	amanda
guardas	valvurid
diferentemente	erinevalt
significativas	tähendusrikas
significativas	märkimisväärne
beijo	musi
beijo	kiss
beijo	suudlus
tubo	toru
tubo	piip
tubo	toru
finlandês	soome
vulcão	vulkaan
aparecimento	välimus
abrindo	avamine
pólo	polo
hemisfério	poolkera
dramaturgo	näitekirjanik
consideravelmente	märkimisväärselt
consideravelmente	märgatavalt
gravidez	rasedus
bayer	bayer
contacto	kontakt
contacto	kontakti
usualmente	tavaliselt
boletim	uudiskiri
boletim	bülletään
tecnológica	tehnoloogiline
philippe	philippe
beisebol	pesapalli
beisebol	pesapall
mandado	order
naves	laevu
naves	laevad
neutro	neutraalne
neutro	erapooletu
promove	edendada
promove	edendab
acústica	akustiline
acústica	akustika
nathan	nathan
stand	seisa
sinfonia	sümfoonia
desportos	sport
desportos	spordi
paolo	paolo
sentidos	meeli
encontrando	leidmine
christina	christina
barroso	barroso
radicais	radikaalid
radicais	radikaalne
estimativa	hinnang
estimativa	hinnang
estimativa	hinnanguline
estimativa	hinnanguliselt
avaliações	hinnangud
avaliações	hinnangud
liberação	vabastamine
liberação	vabasta
liberação	vabastada
intenções	kavatsused
intenções	kavatsus
intenções	kavatsusest
intenções	kavatsus
faces	põsed
faces	näod
speed	pöörlemiskiirus
speed	kiirus
bowl	kausi
bowl	kauss
príncipes	printsid
generais	kindralid
dog	koera
dog	koer
valência	valencia
valência	valence
influentes	mõjukas
declara	teatab
declara	kinnitab
declara	deklareerib
declara	kuulutada
restaurar	taastamine
restaurar	taasta
restaurar	taastamine
marfim	elevandiluu
palmas	palmas
acontecimento	sündmus
acontecimento	üritus
estratégica	strateegilised
estratégica	strateegiline
protótipo	prototüüp
garante	kindlustab
garante	tagab
label	etikett
label	pealdis
label	märgistus
label	märgis
singapura	singapuri
singapura	singapuris
reconhecidos	tunnustatud
reconhecidos	tunnustatud
reconhecidos	tunnistas
reconhecidos	tunnustatud
continentes	mandrite
carregar	koormus
carregar	laadi
carregar	laadimine
carregar	üleslaadimise
carregar	üleslaadimine
anton	anton
rain	vihm
rain	rain
acompanha	kaasas
ultra	ultra
ghost	vaim
ghost	vaimu
ghost	kummitus
ghost	tont
organizados	korraldatud
organizados	organiseeritud
organizados	organiseeritud
visitante	külastaja
visitante	külaline
jin	jin
severo	severus
severo	raskekujuline
severo	tõsine
rondônia	rondônia
lento	aeglane
missionários	misjonäri
salvação	lunastus
adriana	adriana
alumínio	alumiiniumi
alumínio	alumiinium
alumínio	alumiiniumist
alumínio	alumiinium
alentejo	alentejo
quebrar	vaheaeg
quebrar	murda
ligas	sulamist
ligas	liigasse
ligas	sulamid
primitiva	primitiivne
primitiva	algeline
karen	karen
rex	rex
respondida	vastas
respondida	vastasid
respondida	vastasid
respondida	vastatud
proposição	ettepanek
pontas	nõuanded
pontas	vihjed
pontas	jootraha
pontas	otsad
pontas	lõpeb
pontas	lõppeb
preliminar	esialgse
preliminar	esialgsed
preliminar	esialgne
inspirou	inspireeritud
soyuz	sojuz
havaí	hawaii
havaí	havai
visitada	külastatud
exigências	nõuded
exigências	nõudmised
hope	loodan
hope	lootus
gota	podagra
gota	tilk
ilustrações	illustratsioonid
ilustrações	illustratsioon
consumidor	tarbija
fibras	kiud
fibras	kiud
fibras	kiu
fibras	kiud
retiro	taganeda
transmissões	ringhäälingusaadete
dissolução	lahustamine
dissolução	lahustunud
dissolução	lahustatud
dissolução	lahustada
dissolução	lahustatakse
duelo	duell
informa	informeerib
informa	teavitab
demissão	vallandamise
demissão	tagasiastumisega
condecorado	autasustatud
condecorado	kaunistatud
goa	goa
nina	nina
lang	lang
blanco	blanco
descritas	kirjeldas
descritas	kirjeldatud
irlandesa	iiri
irlandesa	iirlased
escravidão	orjus
movimentação	käitlemine
movimentação	käsitlemine
movimentação	käitlemise
movimentação	liikumine
madison	madison
madison	madisoni
mutantes	mutandid
mutantes	mutant
azerbaijão	aserbaidžaani
azerbaijão	aserbaidžaan
azerbaijão	aserbaidžaani
clero	vaimulikud
felix	felix
orgulho	uhkus
orgulho	uhke
orgulho	uhked
houten	houten
fantástico	fantastiline
fantástico	võimas
fantástico	vägev
fantástico	äge
fantástico	imeline
fantástico	hämmastav
chagas	haavad
membrana	membraani
jato	jet
zeus	zeusi
zeus	zeus
dominar	domineerida
todd	todd
poluição	reostuse
poluição	reostus
poluição	saaste
nassau	nassau
ditador	diktaator
romero	romero
estranha	veider
estranha	imelik
estranha	kummaline
estranha	imelik
estranha	veider
estranha	võõras
nacionalista	natsionalistlik
nacionalista	natsionalistlik
camp	laagri
camp	laager
camp	laagris
cadeiras	toolid
juliana	juliana
rogers	rogers
desenvolvendo	väljatöötamine
desenvolvendo	arendamine
desenvolvendo	areneb
cuiabá	cuiabá
olga	olga
marrom	brown
marrom	pruuniks
marrom	pruunid
marrom	pruun
isolamento	isolatsioon
isolamento	isolatsiooni
isolamento	eraldatus
isolamento	eraldamine
isolamento	isolatsioon
isolamento	isolatsiooni
amostras	proovi
amostras	valim
amostras	näidis
amostras	proov
amostras	näidised
amostras	proovid
harvey	harvey
passeio	kõnnitee
passeio	ratsutada
passeio	sõit
passeio	jalutuskäik
passeio	kõnni
passeio	jalutuskäik
lentamente	tasapisi
lentamente	aeglaselt
adventures	seiklused
controlada	kontrollitud
controlada	kontrollitav
búlgaro	bulgaaria
emerson	emerson
palestra	loeng
desastre	katastroof
desastre	katastroofi
velocidades	kiirused
panorama	panorama
ligando	helistamine
emílio	emil
emílio	emilio
omar	umar
omar	omar
cry	nutta
cry	nutma
cry	nuta
deutsche	deutsche
olha	vaata
olha	vaadake
pago	makstud
pago	tasustatud
pago	tasutud
pago	tasus
vasto	laia
colaborador	toetaja
colaborador	kaastöötaja
queijo	juustu
queijo	juust
rpg	rpg
colin	colin
chanceler	kantsler
lucy	lucy
ain	ain
middle	keskmine
ídolo	iidol
migração	ränne
migração	rände
servia	teenis
servia	teeninud
servia	serveeritud
bate	lööb
bate	hit
bate	löö
bate	tabas
levantar	tõsta
levantar	lift
levantar	tõste
levantar	tõsta
levantar	tõstan
levantar	tõste
levantar	tõstmine
mede	mõõt
mede	abinõu
mede	meede
bit	ilo
bit	bit
validade	kehtivus
retratos	portreed
pat	pat
sacerdotes	preestrid
raras	harv
raras	harva
raras	haruldased
raras	haruldane
glenn	glenn
fraca	nõrk
fraca	nõrga
fraca	nõrgad
acústico	akustiline
organizadas	organiseeritud
óscar	oscar
destinos	sihtkohad
pânico	paanika
infantis	lapsik
paciência	kannatust
paciência	kannatlikkust
paciência	kannatus
brad	brad
intercontinental	intercontinental
consumidores	tarbija
consumidores	tarbijad
claire	claire
supervisão	järelvalve
supervisão	järelevalve
supervisão	järelevalve
prisioneiro	vangi
prisioneiro	kinnipeetav
prisioneiro	vang
juliano	julian
juliano	julien
oregon	oregoni
certificação	sertifitseerimine
tubarão	hai
tubarão	haid
macaco	ahv
macaco	pärdik
macaco	ahv
escritórios	bürood
escritórios	kontorid
sabedoria	tarkust
sabedoria	tarkus
avançada	muud
avançada	arenenud
avançada	täiustatud
heroes	kangelased
funeral	matustel
funeral	matus
funeral	matused
funeral	matuse
sofrendo	kannatab
sofrendo	kannatusi
sofrendo	kannatused
sofrendo	kannatavad
medina	medina
race	ralli
race	võidusõit
race	rass
desapareceu	haihtunud
desapareceu	kadus
desapareceu	kadusid
desapareceu	kadus
obama	obama
carlota	charlotte
dem	dem
honda	honda
generation	põlvkonna
generation	generatsioon
generation	põlvkond
drake	drake
modificação	muutmine
bartolomeu	bartholomew
tecnológico	tehnoloogiline
batizado	ristitud
batizado	ristimine
renault	renault
canhão	kahur
acontecendo	juhtub
utah	utah
atuações	esitus
rca	rca
mayer	mayer
hábitos	harjumused
brilho	sära
brilho	kuma
brilho	läige
brilho	heleduse
experiente	kogetud
experiente	kogenud
experiente	maitsestatud
sofrido	kannatanud
sofrido	kannatas
pertenceu	kuulus
living	elamine
living	elav
caras	näod
costeira	ranniku
heavyweight	raskekaalu
temporal	ajaline
sidney	sydney
sidney	sidney
beto	bob
elaborado	väljatöötatud
arqueologia	arheoloogia
arqueologia	arheoloogia
martínez	martinez
martínez	martínez
jeremy	jeremy
joey	joey
repetir	korda
repetir	korrata
repetir	kordamine
repetir	kordan
repetir	kordus
pratos	plaadid
pratos	taldrikud
pratos	nõud
pratos	nõusid
mississippi	mississippi
ginasta	võimleja
dependente	sõltuv
dependente	sõltuvad
sena	seine
necessita	vajadused
necessita	vajab
térmica	termilise
roubar	rob
roubar	varasta
roubar	varastada
roubar	varastama
roubar	varastamine
roubar	varastab
cícero	cicero
blake	blake
sullivan	sullivan
citadas	viidatud
citadas	tsiteeritud
citadas	noteeritud
avançar	ette
daniela	daniela
estratégias	strateegiad
terrível	kohutav
terrível	kohutav
dueto	duett
ellen	ellen
musica	muusika
estádios	etapid
conferências	konverentsid
yang	yang
tanzânia	tansaania
votou	hääletati
votou	hääletasid
votou	hääletanud
votou	hääletas
mozart	mozart
islâmico	islami
suave	tõrgeteta
suave	sujuv
suave	mahe
suave	sile
suave	kerged
suave	kerge
suave	pehme
suave	pehmed
ferdinand	ferdinand
futuras	tulevikku
futuras	tulevik
espectral	spektraalne
brooklyn	brooklyn
brooklyn	brooklyni
brinquedos	mänguasjad
actriz	näitleja
actriz	näitlejanna
tocada	puudutas
tocada	puudutatud
tocada	liigutatud
tocada	puudutanud
flandres	flandria
comerciante	kaupmees
comerciante	ettevõtja
comerciante	kaupmees
palestras	kõnelused
palestras	loeng
southern	lõuna
concordar	nõus
planejado	planeeritud
planejado	plaanitud
planejado	kavandatud
kyle	kyle
brincadeira	nali
brincadeira	nalja
recebidos	saadi
recebidos	saadud
recebidos	laekunud
disciplinas	distsipliinide
animada	animeeritud
animada	erutatud
animada	elav
dialetos	dialekti
barro	clay
barro	savi
