در	ドア
دموکرات	民主主義
دادگاه	法廷
دادگاه	コート
دادگاه	裁判所
کنتاکی	ケンタッキー
سزار	シーザー
یمن	イエメン
شناسایی	識別
شناسایی	同定
شناسایی	識別
اسم	名詞
قطر	カタール
بند	band
بند	バンド
بند	段落
بند	曲げる
ستارگان	stars
ستارگان	スターズ
درختان	樹木
نتایج	結果
اثبات	証明
اثبات	証明
اثبات	プルーフ
اثبات	証拠
ادغام	合併
ادغام	マージ
ادغام	統合
ادغام	マージ
جذب	吸収
جذب	アトラクション
لباس	被服
لباس	ドレス
لباس	ドレス
لباس	被服
لباس	洋服
ترکی	トルコ
ترکی	七面鳥
سلام	こんにちは
سلام	ハロー
سلام	ピース
سلام	平和
تحلیل	分析
تحلیل	解析
ریاضی	数学
ریاضی	数学
همچنان	スティル
همچنان	それでも
همچنان	まだ
تاریخچه	履歴
تاریخچه	由緒
تاریخچه	歴史
تاریخچه	沿革
نوشتار	ドキュメント
نوشتار	書類
نوشتار	文書
نقره	シルバー
آواز	歌う
آواز	歌曲
آواز	ソング
گلوب	グローブ
نظرات	意見
نظرات	コメント
مرز	ボーダー
مرز	国境
مرز	境界
رویدادهای	イベント
رویدادهای	行事
روستاها	村落
گیاه	プラント
گیاه	植物
فرزندان	息子
فرزندان	子供
امپراتور	エンペラー
امپراتور	皇帝
امپراتور	天皇
خانگی	ペット
خانگی	手作り
خانگی	自家製
نویسندگی	執筆
نویسندگی	書き込み
نویسندگی	筆記
حاکم	ルーラー
حاکم	定規
حاکم	知事
بندر	ベンダー
بندر	港湾
بندر	ポート
چینی	中国語
چینی	中国人
اینترنتی	インターネット
جو	ジョー
قبول	受け入れ
قبول	受け入れる
قبول	承認
هزینه	費用
هزینه	原価
هزینه	コスト
هزینه	費用
هزینه	経費
آرکانزاس	アーカンソー
اتاق	部屋
اتاق	ルーム
اتاق	部屋
اتاق	ルーム
نسل	世代
نسل	ジェネレーション
نسل	種子
نسل	シード
طبقه	フロア
روند	トレンド
روند	流行
روند	過程
روند	プロセス
روند	プロシージャ
روند	手順
روند	手続き
شیوه	mla
قیمت	プライス
قیمت	対価
قیمت	値段
قیمت	価格
ضبط	記録
ضبط	レコーディング
ضبط	録音
ضبط	レコード
ضبط	記録
هفتم	vii
قابلیت	能力
صلح	ピース
صلح	平和
سلسله	王朝
نیازمند	ニーズ
اعداد	数字
اعداد	数値
توانایی	能力
ویندوز	windows
اورگن	オレゴン
نصب	設置
نصب	インストール
نصب	インストール
نصب	インストール
آرام	平和
آرام	アラム
موج	波動
موج	ウェーブ
نوشت	書き込み
نوشت	書く
نوشت	書き込む
قلمرو	縄張り
قلمرو	レルム
ویسکانسین	ウィスコンシン
تالار	ホール
مذهب	宗教
باور	バウアー
باور	信じる
باور	believe
باور	信ずる
نظارت	モニタリング
نظارت	監視
نظارت	モニター
نظارت	モニタ
نظارت	監督
نظارت	監視
آسیب	被害
آسیب	ダメージ
آسیب	損傷
آسیب	損害
احتمالاً	おそらく
الجزایر	アルジェリア
الجزایر	アルジェリア
بیت	beat
بیت	ビート
بیت	ビット
بیت	beyt
لرستان	青銅
لرستان	ブロンズ
نواحی	ディストリクト
تونی	トニー
عناصر	ウィジェット
عناصر	要素
عناصر	元素
عناصر	エレメント
شیلی	チリ
شیلی	チリ
آقا	サー
موفقیت	サクセス
موفقیت	成功
قالب	フォーマット
قالب	書式
امضا	署名
امضا	調印
امضا	サイン
امضا	記号
امضا	署名
امضا	署名
ارومیه	オルーミーイェ
عمده	バルク
عمده	卸売
عمده	少佐
عمده	メジャー
عمده	専攻
امارات	uae
امارات	エミレーツ
توکیو	東京
دعوت	招待
دعوت	招聘
دعوت	招待
دعوت	招待
نامزدهای	ノミネート
لقب	愛称
لقب	ニックネーム
فرار	エスケープ
فرار	脱出
صفحات	ページ
آوردن	持ち込み
آوردن	ブリング
سود	営利
سود	収益
سود	利益
سود	給付
سود	利益
باد	バド
باد	wind
سقوط	クラッシュ
سقوط	落ちる
سقوط	落下
الدین	din
اصطلاح	熟語
اصطلاح	用語
الگوریتم	アルゴリズム
طبیعت	ネイチャー
طبیعت	自然
ایندیانا	インディアナ
گشت	斥候
گشت	パトロール
نوازندگان	ミュージシャン
نوازندگان	オーケストラ
حقیقت	真実
حقیقت	真理
مسلمان	イスラム教
مسلمان	ムスリム
مسلمان	イスラム教
مسلمان	ムスリム
صفر	ゼロ
تجهیزات	道具
تجهیزات	装備
تجهیزات	機器
تجهیزات	機材
یزد	ヤズド
خطر	リスク
خطر	危険
فرض	想定
فرض	就任
هواپیما	飛行機
معاون	バイス
فرمان	指揮
فرمان	コマンド
فرمان	オーダー
فرمان	注文
فرمان	入札
فرمان	命令
فرمان	オーダー
فرمان	注文
فدراسیون	連邦
تجربه	経験
تجربه	エクスペリエンス
تجربه	エクスペリエンス
تجربه	体験
تجربه	経験
آزمایش	テスト
آزمایش	実験
آزمایش	テスト
مسیحی	クリスチャン
مسیحی	キリスト教
مسیحی	キリスト教徒
مسیحی	キリスト教徒
متصل	コネクト
متصل	接続
غذایی	食べ物
غذایی	料理
غذایی	食品
غذایی	ディッシュ
غذایی	食事
امید	期待
امید	ホープ
امید	希望
کالج	カレッジ
کالج	大学
ساحل	ビーチ
ساحل	砂浜
خبری	news
خبری	ニュース
اندونزی	インドネシア
عزیز	dear
عزیز	ディア
عزیز	アジズ
عزیز	アズィーズ
بلغارستان	ブルガリア
مطلب	ハガー
مطلب	イシス
مطلب	記事
مطلب	冠詞
زرد	イエロー
زرد	黄色
تجارت	商業
تجارت	コマース
تجارت	取引
تجارت	営業
تجارت	事業
تجارت	ビジネス
تجارت	貿易
تجارت	トレード
تجارت	取引
ذخیره	ストレージ
ذخیره	セーブ
ذخیره	保存
ذخیره	保存
ذخیره	店舗
ذخیره	ストア
ذخیره	リザーブ
دودمان	王朝
پوست	スキン
پوست	スキン
پوست	皮膚
برچسب	タグ
برچسب	ラベル
کلرادو	コロラド
رقص	ダンス
رقص	ダンス
رقص	ダンシング
رقص	踊り
رقص	踊る
فی	ファイ
فی	フェイ
دانشگاهی	アカデミック
دانشگاهی	カレッジ
دانشگاهی	大学
روسی	ロシア
روسی	ロッシ
جرج	ジョージ
علاقه	利子
علاقه	利息
آشنا	おなじみ
آشنا	コンタクト
فنلاند	フィンランド
جلو	フロント
جلو	表側
جلو	前面
جلو	進む
جلو	フォワード
جلو	転送
عضویت	会員
جبهه	フロント
جبهه	表側
جبهه	前面
تابستان	summer
تابستان	サマー
معدنی	鉱物
سد	ダム
مدرک	証明
مدرک	プルーフ
مدرک	証拠
مدرک	証拠
اختصاص	シングルス
نفوذ	影響力
نفوذ	影響
نفوذ	ハッキング
نفوذ	潜入
عقب	戻る
عقب	後ろ
عقب	背中
عقب	裏側
سرباز	兵士
سرباز	兵隊
سرباز	非公開
سرباز	プライベート
خشک	辛口
خشک	ドライ
خشک	乾燥
فراوان	豊富
تاثیر	影響力
تاثیر	影響
اگرچه	だけれども
احساس	感じる
احساس	feel
احساس	フィール
احساس	気分
احساس	フィーリング
احساس	フェルト
احساس	気持ち
احساس	感情
ادوارد	エドワード
برنز	バーンズ
برنز	やけど
برنز	青銅
برنز	ブロンズ
خرید	ショップ
خرید	購入
خرید	買う
خرید	購入
خرید	ショッピング
خرید	買い物
خرید	買物
خرید	購入
قاره	大陸
قاره	大陸
هشتم	viii
شاخه	支店
شاخه	支社
شاخه	ブランチ
شاخه	支部
قطعه	セグメント
قطعه	ピース
قطعه	セグメント
قطعه	線分
دیوار	ウォール
مترجم	翻訳
مترجم	インタプリタ
مترجم	通訳
روایت	ストーリー
روایت	物語
اعدام	処刑
اعدام	実行
اعدام	執行
روح	お化け
روح	幽霊
روح	ゴースト
روح	精神
روح	スピリット
درگاه	港湾
درگاه	ポート
امتیاز	スコア
امتیاز	得点
امتیاز	ポイント
پیشرفت	プログレス
پیشرفت	経過
پیشرفت	進捗
پیشرفت	振興
روحانی	スピリチュアル
مخصوص	スペシャル
منفی	ネガティブ
منفی	マイナス
منفی	ネガ
نکته	メモ
نکته	ノート
نکته	チップ
نکته	tip
نکته	ヒント
نکته	ポイント
گیاهی	プラント
گیاهی	植物
سهام	株式
سهام	シェア
سهام	株式
سهام	ストック
پرنده	鳥類
پرنده	バード
برلین	ベルリン
تفسیر	解説
تفسیر	解釈
تفسیر	通訳
درود	祝福
درود	あいさつ
درود	挨拶
درود	あいさつ
درود	挨拶
ولز	ウェルシュ
ولز	ウェールズ
ولز	ウェルズ
کانال	運河
کانال	チャネル
کانال	チャンネル
کانال	海峡
هرچند	しかしながら
هرچند	だけれども
اسناد	書類
اسناد	ドキュメント
اسناد	書類
اسناد	文書
داریوش	ダレイオス
داریوش	ダリウス
توضیحات	コメント
دقت	解像度
دقت	精度
دقت	正確性
دقت	精度
آنجلس	angeles
روزهای	日数
چارلز	シャルル
دامنه	範囲
دامنه	スコープ
دامنه	ドメイン
دامنه	振幅
نجات	保存
نجات	救助
نجات	レスキュー
مفید	有益
مفید	役に立つ
مفید	役立つ
مارتین	マーティン
مارتین	マーチン
میسیسیپی	ミシシッピ
مهاجم	ストライカー
رکوردز	レコード
نماد	シンボル
نماد	記号
نماد	表記
نماد	記法
تصویری	ビジュアル
تکمیل	修了
تکمیل	補完
تکمیل	竣工
تکمیل	完成
تکمیل	コンプリート
تکمیل	完備
قهرمانان	ヒーローズ
قهرمانان	heroes
قهرمانان	チャンピオンズ
قهرمانان	チャンピオン
نبراسکا	ネブラスカ
وظیفه	義務
زادروز	生年月日
زادروز	バースデー
آکادمی	アカデミー
ارسال	送信
ارسال	送信
ارسال	送る
دیدار	meet
دیدار	会う
دیدار	ミーティング
دیدار	会議
دیدار	遭遇
دیدار	出会い
فضا	スペース
فضا	空間
عکاسی	撮影
عکاسی	写真
توماس	トマス
توماس	トーマス
صادق	正直
انگلیس	イギリス
پیوست	添付
پیوست	取り付ける
پیوست	付録
پیوست	差押え
پیوست	添付
پیوست	愛着
موسی	モーゼ
موسی	モーゼス
موسی	ムサ
پای	フィート
پای	パイ
مثبت	陽性
مثبت	ポジティブ
ارتباطات	つながり
ارتباطات	接続
ارتباطات	通信
ارتباطات	コミュニケーション
ارتباطات	通信
ارتباطات	コミュニケーション
فراوانی	豊富
جراحی	手術
سابقه	先例
سابقه	判例
سابقه	前例
مدافع	ディフェンダー
مس	真鍮
قرارداد	protocol
قرارداد	議定書
قرارداد	プロトコル
قرارداد	協定
قرارداد	合意
قرارداد	契約
قلب	心臓
قلب	ハート
دارایی	プロパティ
دارایی	財産
دارایی	アセット
دارایی	資産
دارایی	アセット
دارایی	資産
بهداشت	衛生
بهداشت	健康
بابل	バベル
بابل	バビロン
شبه	疑似
نشست	セッション
نشست	sat
ظرفیت	定員
ظرفیت	容量
درک	デレック
درک	デレク
آلن	アレン
آلن	アラン
مسیحیت	キリスト教
تاجیکستان	タジキスタン
پیتر	ペーター
پیتر	peter
پیتر	ピーター
متال	メタル
متال	金属
مسکو	モスクワ
رومی	瑠美
رومی	るみ
رومی	ローマン
رومی	ロマン
رومی	ローマ
سرویس	サービス
شاهزاده	プリンス
ملک	プロパティ
ملک	財産
ملک	不動産
سرمایه	資本
سرمایه	首都
سرمایه	キャピタル
احترام	尊敬
احترام	尊重
احترام	リスペクト
احترام	敬意
الکترونیک	エレクトロニクス
الکترونیک	エレクトロニック
رقابت	競技
رقابت	コンペ
رقابت	競争
رقابت	コンペティション
رقابت	コンテスト
کلید	キー
کلید	キー
کلید	key
کهن	古代
نیم	半分
نیم	ハーフ
نیم	ニム
شیرین	スウィート
شیرین	甘い
بد	バッド
بد	悪い
بوشهر	ブーシェフル
سان	太陽
سان	sun
سان	san
سان	サン
شاخص	索引
شاخص	インデックス
شاخص	インジケータ
بگیرد	take
خواندن	読み
خواندن	読み込み
خواندن	読み取り
خواندن	読む
خواندن	読書
اسب	ウマ
اسب	ウマ
زیبایی	美人
زیبایی	美女
زیبایی	美容
هافبک	ミッドフィールダー
حذفی	プレーオフ
حذفی	プレイオフ
حافظه	思い出
حافظه	メモリ
حافظه	メモリー
حافظه	記憶
مقیاس	スケール
مقیاس	縮尺
مقیاس	目盛
مکتب	学校
مکتب	スクール
مارک	マーク
مارک	マルク
معمولی	普通
معمولی	共通
معمولی	普通
معمولی	ノーマル
اهداف	ゴール
اهداف	目標
اهداف	ターゲット
درد	痛み
درد	疼痛
درد	ペイン
کارکنان	人材
کارکنان	職員
کارکنان	社員
فتح	征服
فتح	征服
فتح	勝利
لوئیزیانا	ルイジアナ
هواپیمای	航空機
هواپیمای	飛行機
هواپیمای	飛行機
هواپیمای	飛行機
اعتماد	トラスト
اعتماد	trust
اعتماد	信頼
الان	now
الان	ナウ
ریز	タイニー
ریز	ちっちゃい
ریز	ちび
ریز	小さい
ماند	滞在
درمانی	治療
درمانی	セラピー
درمانی	ヒーリング
حالا	now
حالا	ナウ
خودکار	自動
خودکار	オート
خودکار	自動
خودکار	オートマチック
اطلاع	通知
نشریه	ジャーナル
نشریه	日記
گوگل	google
ظاهری	外側
خانم	ミス
کتابی	書物
کتابی	ブック
خارجه	外国
سنگی	ストーン
سنگی	ロック
پیمان	条約
سلیمان	ソロモン
سلیمان	スレイマン
سلیمان	スライマーン
اهواز	アフヴァーズ
انتظار	待ち
انتظار	expect
یافتن	find
آلاسکا	アラスカ
پیر	古い
پیر	オールド
پیر	ピエール
کمپانی	会社
ناصر	ナーセル
بتن	コンクリート
پستی	ポスト
پستی	投稿
پستی	ポスタル
تاج	クラウン
افتخار	誇らしい
افتخار	自慢
افتخار	誇り
افتخار	名誉
فلسطین	パレスチナ
فلسطین	パレスチナ
بازسازی	再建
بازسازی	リフォーム
بازسازی	再建
بازسازی	リニューアル
غار	洞窟
غار	洞窟
تخریب	解体
تخریب	破壊
فیزیکی	フィジカル
فیزیکی	物理
موسسه	研究所
موسسه	設立
موسسه	制度
موسسه	施設
موسسه	機関
موافقت	同意
موافقت	合意
موافقت	賛成
گرجستان	グルジア
گرجستان	ジョージア
پاک	クリーン
پاک	きれい
پاک	ピュア
پاک	純粋
نیروگاه	プラント
نیروگاه	植物
آمدن	来る
آمدن	カミング
پردازش	処理
پردازش	加工
اعتقاد	信仰
اعتقاد	信念
کامپیوتر	コンピューター
کامپیوتر	コンピュータ
کامپیوتر	コンピューター
کامپیوتر	コンピュータ
ویژگی	プロパティ
ویژگی	財産
ویژگی	機能
ویژگی	フィーチャー
ویژگی	特徴
وسایل	道具
وسایل	装備
وسایل	機器
وسایل	機材
کارخانه	工場
قرضی	債務
منچستر	マンチェスター
ساختن	建物
ساختن	構築
ساختن	メイキング
غیره	その他
قوی	強い
قوی	濃い
خالی	空っぽ
خالی	空欄
خالی	ブランク
گنبد	ドーム
فرانک	フランク
اعتراض	異議
اعتراض	抗議
رسانه	メディア
میلان	ミラノ
صربستان	セルビア
تکرار	繰り返し
تکرار	繰り返す
تکرار	繰り返し
تکرار	反復
تکرار	繰り返し
پرو	ペルー
پرو	プロ
پرو	pro
پرو	ペルー
رشت	ラシュト
اعتبار	信用
اعتبار	クレジット
اعتبار	評判
خودکشی	自殺
امروزی	モダン
اکشن	アクション
مرغ	鶏肉
مرغ	ニワトリ
مرغ	チキン
خوش	ハッピー
خوش	幸せ
امنیتی	セキュリティ
امنیتی	セキュリティー
میزوری	ミズーリ
بخار	蒸気
بخار	スチーム
بخار	蒸気
برداشت	収穫
برداشت	take
شناسه	識別子
سنی	age
سنی	年齢
مصطفی	ムスタファ
پژوهش	研究
پژوهش	リサーチ
مین	メイン
مین	ミン
مین	min
محاسبه	計算
محاسبه	計算
محاسبه	計算
محاسبه	算定
ویتنام	ベトナム
سپاس	感謝
سپاس	感謝
سپاس	賞賛
سپاس	賛美
بازداشت	逮捕
بازداشت	拘禁
بازداشت	勾留
بازداشت	留置
بازداشت	収容
بایرن	バイエルン
آسمان	天国
آسمان	sky
آسمان	スカイ
جنگل	フォレスト
جنگل	森林
جنگل	ジャングル
عادی	普通
عادی	ノーマル
منتقدان	評論家
برادران	兄弟
برادران	ブラザーズ
حاوی	含む
انبار	倉庫
انبار	ストレージ
انبار	バーン
انبار	納屋
وین	ウェイン
استونی	エストニア
تأیید	確認
تأیید	確認
تأیید	認証
تأیید	検証
گری	灰色
گری	グレイ
گری	グレー
جکسون	ジャクソン
جواب	回答
جواب	答え
جواب	答弁
خودم	自分
خودم	myself
توپ	ボール
احداث	シナリオ
دیدن	見る
دیدن	訪問
آریزونا	アリゾナ
دوربین	カメラ
آشنایی	紹介
آشنایی	導入
کلیه	腎臓
میر	ミール
میر	マイヤー
میر	メイヤー
فیلیپین	フィリピン
کیلوگرم	キログラム
مردمان	ピープル
محکوم	受刑者
خالص	ピュア
خالص	純粋
خالص	独占
میزبان	ホスト
میزبان	主催
هنگ	ホン
هنگ	連隊
وسط	真ん中
وسط	ミドル
متغیر	変数
متغیر	可変
متغیر	変数
مدرس	講師
مدرس	インストラクター
مدرس	教員
مدرس	教師
مدرس	マドラス
مراکش	モロッコ
مراکش	マラケシュ
خواهر	姉妹
خواهر	シスター
جستجوی	検索
آهنگساز	作曲家
بودجه	予算
شنای	泳ぐ
شنای	水泳
شنای	泳ぎ
شنای	スイミング
شنای	競泳
شنای	水泳
گذشت	合格
پرتاب	投げる
پرتاب	打ち上げ
پرتاب	起動
دستگیر	逮捕
دستگیر	キャプチャー
دستگیر	キャプチャ
دستگیر	攻略
قلبی	心臓
قلبی	ハート
مؤثر	実効
تشکر	鑑賞
نیو	new
نیو	新しい
نیو	新規
نیو	ネオ
خروجی	アウトプット
خروجی	出力
جدی	深刻
الکساندر	アレクサンドロス
الکساندر	アレクサンダー
الکساندر	アレキサンダー
ترکیبی	組み合わせ
ترکیبی	コンビネーション
مولی	モリー
غذا	食べ物
غذا	料理
غذا	食品
آیین	信条
آیین	教義
آیین	儀式
موشک	ロケット
موشک	ミサイル
جستجو	検索
جستجو	検索
تماس	コンタクト
تماس	通話
تماس	コール
پنجمین	フィフス
اقیانوسیه	ofc
نقض	違反
نقض	違反
اتصال	つながり
اتصال	接続
اتصال	接続
اتصال	コネクト
اتصال	接続
سنگین	重い
سنگین	ヘビー
اشغال	忙しい
اشغال	ビジー
اشغال	占領
اشغال	職業
رودهای	河川
پروانه	チョウ
پروانه	バタフライ
واژگان	語彙
واژگان	語彙
موضوعات	トピック
ریاضیات	数学
ریاضیات	数学
جزء	パート
جزء	部分
عنصر	要素
عنصر	元素
عنصر	エレメント
گینه	ギニア
گینه	ギニア
امکانات	可能性
امکانات	施設
امکانات	設備
اجماع	合意
تصرف	占有
تصرف	所持
سالن	サロン
ترسناک	怖い
ترسناک	ホラー
تمدن	文化
تمدن	カルチャー
تمدن	文明
رییس	ボス
سفارت	大使館
بهشت	庭園
بهشت	パラダイス
بهشت	楽園
جک	ジャック
جک	ジャッキ
سناتور	議員
دیجیتال	デジタル
بیمار	患者
بیمار	病気
هسته	コア
هسته	core
هسته	原子核
هسته	原子力
هسته	カーネル
نمایشگاه	ショールーム
نمایشگاه	展示
یوسف	ヨセフ
حمام	風呂
حمام	浴室
حمام	トイレ
حمام	風呂
حمام	浴室
حمام	風呂
حمام	入浴
عصبی	緊張
عصبی	神経質
عصبی	ヒステリック
حیوانات	動物
حیوانات	アニマル
حیوانات	動物
مایع	流体
مایع	液体
اشکال	バグ
اشکال	不具合
اشکال	bug
میز	テーブル
میز	デスク
مکانیک	力学
مکانیک	メカニック
خواست	wanted
خواست	求む
بالغ	成人
بالغ	大人
جالب	興味深い
جالب	おもしろい
جالب	面白い
چوب	木材
چوب	木製
چوب	ウッド
چوب	スティック
مالزی	マレーシア
مجمع	アセンブリ
مجمع	集会
مجمع	組み立て
تکثیر	乗算
تکثیر	重複
تکثیر	複製
میانگین	平均
میانگین	平均
میانگین	意地悪
ظهور	アドベント
ظهور	出現
قطعات	パーツ
قطعات	部品
قطعات	コンポーネント
تابلوی	パネル
حملات	攻撃
نرخ	レート
نرخ	評価
رمانتیک	ロマンス
رمانتیک	ロマンチック
قول	約束
قول	promise
اتمی	アトミック
اتمی	原子
گرایش	トレンド
گرایش	流行
گرایش	姿勢
گرایش	態度
گرایش	傾向
حداکثر	tops
حداکثر	トップス
حداکثر	最大
حداکثر	maximum
پادشاهان	キングス
گویش	方言
سوخت	燃料
سوخت	焼き
سوخت	火傷
سوخت	やけど
سوخت	burn
حلقه	リング
حلقه	指輪
حلقه	リング
حلقه	指輪
حلقه	ループ
یوتا	ユタ
یوتا	イオタ
سیمرغ	フェニックス
مربی	トレーナー
مربی	コーチ
مربی	コーチング
هری	ハリー
پیوسته	連続
اندکی	リトル
اندکی	小さい
حادثه	アクシデント
حادثه	事故
حادثه	災害
الیور	オリヴァー
الیور	オリバー
مراحل	過程
مراحل	プロセス
مراحل	舞台
مراحل	ステージ
حاجی	土師
حاجی	ハジ
اطلس	アトラス
اطلس	アトランティック
اطلس	大西洋
سوره	チャプター
سوره	チャプター
نامگذاری	命名
نامگذاری	呼称
ابتدایی	小学校
ابتدایی	メイン
ابتدایی	プライマリ
پیامبر	メッセンジャー
پیامبر	messenger
مهندس	エンジニア
مجوز	免許
مجوز	ライセンス
مجوز	許可
مجوز	許諾
محتوای	コンテンツ
محتوای	内容
ستون	カラム
درگیری	関与
درگیری	競合
درگیری	紛争
درگیری	対立
درگیری	コンフリクト
مایل	マイル
مایل	マイル
مادرید	マドリッド
مادرید	マドリード
جورج	ジョージ
اختلال	無秩序
قضیه	定理
اردبیل	アルダビール
مسیحیان	キリスト教徒
طراح	デザイナー
طراح	プランナー
خروج	終了
خروج	exit
خروج	出口
سربازان	兵士
آشپزی	コック
آشپزی	クック
آشپزی	料理
آشپزی	調理
آشپزی	クッキング
آشپزی	料理
خواجه	宦官
رفع	フィックス
رفع	修正
رفع	解決
رفع	解消
سوپر	スーパー
مقامات	当局
جوانی	青年
جوانی	若者
جوانی	ユース
جوانی	青春
الکترونیکی	エレクトロニック
مصاحبه	面接
مصاحبه	インタビュー
مصاحبه	インタビュー
لوله	パイプ
لوله	チューブ
روزی	ロージー
روزی	day
روزی	一日
پایدار	パーマネント
پایدار	安定
گرچه	だけれども
حوادث	災害
حوادث	事故
حوادث	イベント
حوادث	行事
ادعا	債権
ادعا	主張
ادعا	取得
ادعا	債権
دربار	法廷
دربار	コート
دربار	裁判所
ارزیابی	評価
ارزیابی	格付
ارزیابی	評価
ارزیابی	評定
ارزیابی	査定
ارزیابی	評価
زنی	女性
مسئولیت	責任
مسئولیت	責務
خواب	ドリーム
خواب	dream
خواب	睡眠
خواب	眠る
خواب	スリープ
وزیران	大臣
وزیران	公使
قلم	pen
قلم	ペン
قلم	フォント
مشاهیر	有名人
قاضی	ジャッジ
قاضی	裁判官
زاهدان	ザーヘダーン
دم	ダム
دم	尾翼
دم	しっぽ
روغن	石油
روغن	オイル
نر	男性
نر	オス
برگ	ベルク
برگ	葉っぱ
برگ	葉っぱ
ملکه	女王
ملکه	クイーン
ملت	ネーション
ملت	国民
کابل	カブール
کابل	ワイヤ
کابل	針金
کابل	ワイヤー
کابل	ケーブル
کابل	電線
کابل	ケーブル
پذیرش	入場
پذیرش	入学
پذیرش	入園
پذیرش	承諾
پذیرش	受入れ
پذیرش	承認
پذیرش	受付
پذیرش	レセプション
پذیرش	披露宴
پذیرش	受付
پذیرش	受け入れ
پذیرش	受け入れる
پذیرش	承認
مد	ファッション
فینال	ファイナル
رویداد	イベント
رویداد	行事
کریم	カリム
لینک	リンク
آرتور	アーサー
شصت	sixty
پایانی	最終
پایانی	決勝
پایانی	ファイナル
پایانی	エンディング
چهره	テーマ
چهره	フェイス
یادبود	追悼
یادبود	記念碑
یادبود	モニュメント
یادبود	記念碑
تکنولوژی	テック
تکنولوژی	技術
تکنولوژی	テクノロジー
جمعه	fri
جمعه	金曜日
جمعه	フライデー
درگیر	交戦
وسطی	真ん中
وسطی	ミドル
نامی	ナミ
دارو	医学
دارو	ドラッグ
دارو	薬物
کوچکی	小さな
کوچکی	スモール
کوچکی	小さい
کوچکی	マイナー
مدارس	学校
مدارس	流派
ایوان	イワン
ایوان	イヴァン
ایوان	エヴァン
ایوان	エバン
نوار	テープ
سخنرانی	講義
سخنرانی	教本
سخنرانی	講演
سخنرانی	音声
سخنرانی	スピーチ
کربن	炭素
نقاش	画家
نمای	表示
نمای	見る
نمای	ビュー
مک	mac
مک	マック
ذهن	mind
ذهن	マインド
گلستان	ロザリオ
ماری	メアリ
ماری	メアリー
کوچه	裏通り
کوچه	路地
دروازه	ゲート
بازرگانی	マーチャント
بازرگانی	商人
بازرگانی	商業
بازرگانی	コマース
نادر	レア
تجزیه	parse
تجزیه	分解
تجزیه	腐敗
تهدید	脅威
تهدید	威嚇
تهدید	脅迫
تهدید	脅迫
تهدید	威嚇
تهدید	脅威
مونتانا	モンタナ
انتقاد	批評
انتقاد	評論
انتقاد	批判
انتقاد	批評
کپی	コピー
سلامت	健康
سلامت	ピース
سلامت	平和
سلامت	安全
سلامت	セーフティ
طایفه	氏族
ابزارهای	ツール
ابزارهای	道具
صبح	モーニング
ذرات	粒子
ذرات	パーティクル
ذرات	粒子
خداوند	ゴッド
حروف	手紙
شاهد	証人
تور	tor
تور	ツアー
تور	ツアー
تور	トゥール
تور	net
تور	ネット
تور	トール
هفتاد	seventy
کشتار	虐殺
کشتار	屠殺
خانوادگی	家族
سیاستمدار	政治家
تلفظ	発音
تلفظ	発音
گذر	トランジット
گذر	合格
گذر	パス
نهادهای	機関
مالکیت	占有
مالکیت	所持
مالکیت	プロパティ
مالکیت	財産
معین	固定
معین	固定された
تایلند	タイ
صدر	宰相
شکار	狩り
شکار	ハンティング
شکار	狩猟
راهنمایی	ヒント
بایگانی	アーカイブ
بایگانی	書庫
بایگانی	アーカイブ
بایگانی	ファイリング
بایگانی	アーカイブ
گره	ノード
گره	引き分け
گره	ネクタイ
گره	結び目
سختی	困難
سختی	難しい
تغذیه	フィード
تغذیه	栄養
هویت	ホイト
هویت	アイデンティティー
هویت	アイデンティティ
منصور	マンスール
شورش	暴動
شورش	反乱
اراک	アラック
عمدتاً	主に
عمدتاً	主に
خاطرات	思い出
جانشین	後継
سالانه	年次
مشکلی	問題
شغل	経歴
شغل	キャリア
شغل	職業
شغل	仕事
شغل	ジョブ
شغل	職業
لشکر	アーミー
لشکر	軍隊
لشکر	陸軍
اکثریت	過半数
اساطیر	神話
ابعاد	サイズ
ابعاد	寸法
منطقی	論理
منطقی	論理
متهم	被告人
متهم	被告
میل	欲望
میل	ミル
زلزله	地震
اندیشه	反映
گراف	グラフ
پیوندهای	リンク
صامت	サイレント
صامت	無音
فولاد	スチール
فولاد	鋼鉄
پویانمایی	アニメイト
پویانمایی	アニメーション
پویانمایی	アニメーション
ارتباطی	通信
ارتباطی	コミュニケーション
کلمات	言葉
کلمات	単語
زندانی	捕虜
زندانی	囚人
پنهان	ヒデ
پنهان	隠す
پنهان	隠し
تایید	確認
استخراج	エキス
استخراج	吸い出し
استودیو	スタジオ
رژیم	ダイエット
رژیم	ダイエット
رژیم	献立
رژیم	国会
رژیم	政権
سند	砂塵
سند	ドキュメント
سند	書類
سند	文書
هتل	ホテル
کانون	焦点
کانون	フォーカス
بیرونی	外側
شیکاگو	シカゴ
رها	離れる
کمیسیون	手数料
کمیسیون	コミッション
کمیسیون	委嘱
مرجع	リファレンス
مرجع	参照
مرجع	参考
نیازی	要件
بازیگری	演技
ارجاع	リファレンス
ارجاع	参照
ارجاع	参考
نسبتاً	そこそこ
سلول	セル
سلول	セル
پلی	ブリッジ
پلی	ポリ
دکتری	医師
دکتری	ドクター
دکتری	先生
دکتری	医者
ناوبری	航法
ناوبری	ナビゲーション
موزیکال	ミュージカル
دختران	ガールズ
ضعیف	弱い
حاشیه	リム
حاشیه	マージン
