και	そして
κόμη	カウント
δράμα	ドラマ
έλεγχος	コントロール
έλεγχος	チェック
έμφαση	強調
υπηκοότητα	国籍
υπηκοότητα	市民
βορειοανατολικά	北東
μηδέν	ゼロ
φωτιά	火事
φωτιά	ファイア
φωτιά	火災
ήπειρο	大陸
χάλκινο	青銅
χάλκινο	ブロンズ
αντίληψη	知覚
δρόμους	道路
δρόμους	ストリート
πλατφόρμα	プラットフォーム
πλατφόρμα	プラットホーム
διοικητή	司令官
δάσκαλος	教員
δάσκαλος	教師
δάσκαλος	先生
χάρι	ハリー
ανασκαφές	掘削
ανασκαφές	発掘
ανασκαφές	発掘
ουγγαρίας	ハンガリー
ελισάβετ	エリザベス
ελισάβετ	エリザベート
διαμάχη	論争
διαμάχη	申し立て
βαθμός	学位
βαθμός	学年
βαθμός	グレード
βαθμός	ランク
σταθερή	固定
σταθερή	固定された
σταθερή	安定
κοινωνικές	ソーシャル
φρανκ	フランク
δάση	林業
δάση	農林
δάση	森林
δάση	フォレスト
δάση	森林
ουγγαρία	ハンガリー
ακρόπολη	城塞
μαθητής	生徒
μαθητής	瞳孔
μαθητής	生徒
μαθητής	学生
γιους	息子
υποψηφιότητες	ノミネート
πρεμιέρα	初演
πρεμιέρα	プレミア
βιογραφικό	バイオ
βιογραφικό	再開
θεά	女神
κρίσιμη	クリティカル
κωδικός	パスワード
κωδικός	コード
κωδικός	符号
τύχη	フォーチュン
επικοινωνία	通信
επικοινωνία	コミュニケーション
επικοινωνία	コンタクト
επικοινωνία	通信
επικοινωνία	コミュニケーション
δόξα	名声
δόξα	グローリー
πέμπτη	フィフス
πέμπτη	木曜日
πέμπτη	木曜
ποσότητες	数量
ποσότητες	数量
καθολική	カトリック
καθολική	ユニバーサル
αίσθηση	気分
αίσθηση	フィーリング
αίσθηση	感覚
αίσθηση	センス
αίσθηση	感覚
εξίσωση	方程式
μοίρα	戦隊
μοίρα	運命
μοίρα	運命
ασθένεια	病気
ασθένεια	疾患
ασθένεια	病気
ασθένεια	疾病
ασθένεια	病気
αρχαίος	古代
σύνοδο	サミット
σύνοδο	頂上
φυλακή	刑務所
φυλακή	監獄
πλήρης	いっぱい
πλήρης	フル
πλήρης	コンプリート
πλήρης	完備
στρατιωτικοί	軍事
στρατιωτικοί	軍隊
αποσύρθηκε	退職
αποσύρθηκε	引退
αγγλικό	イングリッシュ
αγγλικό	英語
περιουσία	フォーチュン
περιουσία	不動産
αθλητικό	アスレチック
οργανώσεις	団体
κενό	ギャップ
κενό	gap
κενό	バキューム
κενό	真空
κενό	無効
κενό	ボイド
κενό	空っぽ
κενό	空欄
κενό	ブランク
ιβάν	イワン
ιβάν	イヴァン
βαθμοί	ポイント
σάντα	サンタ
στέλεχος	変形
παπαδόπουλος	パパドプロス
αριστερό	左側
σίγουρα	シュア
σχετικές	関連
σχετικές	関連
μοριακή	分子
σχηματισμό	フォーメーション
πέραν	ビヨンド
άγγελος	エンジェル
άγγελος	天使
συνεχή	連続
ευαισθησία	感度
ευαισθησία	感受性
κόρες	瞳孔
οργανική	有機
εργοστάσιο	プラント
εργοστάσιο	植物
εργοστάσιο	工場
κωμωδία	喜劇
κωμωδία	コメディ
κωμωδία	コメディー
συρίας	シリア
συρίας	シリア
ηθοποιό	女優
ηθοποιό	俳優
φυλές	氏族
συγγραφή	執筆
συγγραφή	書き込み
συγγραφή	筆記
κύπρος	キプロス
κυβερνήτη	隊長
κυβερνήτη	キャプテン
κυβερνήτη	知事
ζωντανά	ライブ
ζωντανά	生きる
πίτερ	ペーター
πίτερ	peter
πίτερ	ピーター
αποφασίζει	決める
εκπρόσωπος	スポークスマン
εκπρόσωπος	代理人
κατασκευές	建設
κατασκευές	構造
γέννηση	誕生
αλεξάντερ	アレクサンドロス
αλεξάντερ	アレクサンダー
αλεξάντερ	アレキサンダー
άκρη	エッジ
άκρη	edge
συναυλία	コンサート
γιορτή	祝日
γιορτή	休日
γιορτή	ホリデー
γιορτή	ごちそう
γιορτή	祝賀会
γιορτή	お祝い
μάντσεστερ	マンチェスター
έγγραφα	ドキュメント
έγγραφα	書類
έγγραφα	文書
λειτουργίες	関数
τακτική	レギュラー
τακτική	戦術
τακτική	戦術
κάλυψη	表紙
κάλυψη	被覆
κάλυψη	カバー
κάλυψη	cover
μαρκ	マルク
μαρκ	marc
μαρκ	マーク
μαρκ	マルク
ψευδώνυμο	別名
ψευδώνυμο	偽名
ψευδώνυμο	エイリアス
ψευδώνυμο	愛称
ψευδώνυμο	ニックネーム
ψευδώνυμο	偽名
ποπ	pdo
ποπ	ポップ
ποπ	pop
προγραμματισμού	プログラミング
ωκεανό	大洋
έννοιες	概念
έννοιες	コンセプト
πακιστάν	パキスタン
παναγία	マドンナ
εκθέσεις	展示
εκθέσεις	レポート
εκθέσεις	報告
πλευρό	肋骨
ανεξάρτητο	独立
ανεξάρτητο	インディペンデント
καλλιέργεια	文化
καλλιέργεια	カルチャー
καλλιέργεια	栽培
παραίτηση	辞表
παραίτηση	辞任
παραίτηση	辞職
παραίτηση	放棄
πλάκα	楽しい
βήματα	足音
βήματα	歩数
βήματα	手順
βήματα	ステップ
χουάν	フアン
διαμόρφωση	構成
διαμόρφωση	設定
καταστάσεις	状況
καταστάσεις	情勢
πεδία	フィールド
πεδία	フィールズ
χάσει	ロスト
σμιθ	スミス
σκέψη	思考
σκέψη	考え
σκέψη	思考
φυσικές	自然
φυσικές	ナチュラル
πγδμ	マケドニア
σωστή	正解
σωστή	正しい
δυναμικό	ポテンシャル
δυναμικό	ダイナミック
πρωτότυπο	プロトタイプ
πρωτότυπο	オリジナル
βλέπε	見る
ενημέρωση	ブリーフィング
ενημέρωση	アップデート
ενημέρωση	更新
προεδρία	総裁
παο	パオ
ροή	フィード
ροή	フロー
ροή	流れ
ροή	ストリーム
ροή	渓流
υπολογιστές	コンピューター
υπολογιστές	コンピュータ
υπολογιστές	コンピューター
υπολογιστές	コンピュータ
απέτυχε	失敗
δεσμούς	ネクタイ
σύνδεσμο	リンク
ντι	ディー
συχνότητα	周波数
συχνότητα	頻度
χαμηλή	低い
εστία	アウトブレイク
εστία	hotspot
κορέα	朝鮮
κορέα	韓国
δημιουργείται	作成
άθλημα	スポーツ
χωρητικότητα	定員
χωρητικότητα	容量
χωρητικότητα	トン数
πιθανή	可能性
έμαθε	学習
δραματική	ドラマチック
νίκου	nicu
πλήκτρα	キー
πλήκτρα	キーボード
πλήκτρα	キーボード
αποχώρηση	出発
αποχώρηση	脱退
αποχώρηση	離脱
αποχώρηση	撤退
καταφύγιο	シェルター
καταφύγιο	避難所
καταφύγιο	バンカー
καταφύγιο	聖域
καταφύγιο	避難
μουσεία	美術館
μουσεία	博物館
μετάλλια	メダル
αποτυχία	失敗
αποτυχία	故障
αποτυχία	失敗
αποτυχία	失敗
τοποθέτηση	位置決め
τοποθέτηση	配置
τοποθέτηση	マウント
φανέλα	ジャージー
φανέλα	フランネル
τροφή	食べ物
τροφή	料理
τροφή	食品
πύργο	シャトー
πύργο	タワー
διάμετρο	直径
διαχείρισης	経営
διαχείρισης	マネジメント
διαχείρισης	マネージメント
διαχείρισης	管理
ταυτότητα	同定
ταυτότητα	識別
ταυτότητα	アイデンティティー
ταυτότητα	アイデンティティ
δείγματα	標本
δείγματα	サンプル
μετρό	地下鉄
μετρό	地下鉄
μετρό	メトロ
ύλη	物質
ύλη	事柄
μπαράζ	連発
επιμέρους	個人
επιμέρους	個別
πανεπιστήμια	大学
διαλύθηκε	解散
γιατρός	医師
γιατρός	医師
γιατρός	ドクター
γιατρός	先生
γιατρός	医者
φυτό	プラント
φυτό	植物
φίλους	友だち
φίλους	友達
όγκος	音量
όγκος	ボリューム
όγκος	体積
όγκος	腫瘍
όγκος	腫瘍
κακό	バッド
κακό	悪い
σπάρτη	スパルタ
δύσκολη	難しい
συμπεριλαμβανομένου	含む
κίτρινο	イエロー
κίτρινο	黄色
γραφεία	オフィス
φιλμ	映画
φιλμ	フィルム
ουκρανία	ウクライナ
ισχυρό	パワフル
ηλία	エリヤ
ηλία	エリアス
ηλία	イライアス
στατιστική	統計
μητρόπολη	大都市
μητρόπολη	メトロポリス
ηχογράφηση	記録
ηχογράφηση	レコーディング
ηχογράφηση	録音
αντικειμένων	オブジェクト
σύσταση	おすすめ
σύσταση	推薦
εξέταση	審査
εξέταση	試験
εξέταση	検査
εξέταση	取調べ
αρχιεπίσκοπος	大主教
μέθοδοι	メソッド
δανία	デンマーク
δέντρο	ツリー
μέγιστο	最大
μέγιστο	maximum
ήρωα	ヒーロー
ανώτατο	supreme
διαχειριστή	管理者
διαχειριστή	管理人
διαχειριστή	管理者
διαχειριστή	管理人
χημικό	化学
άκρα	手足
άκρα	四肢
άκρα	四肢
μονάχου	ミュンヘン
παραδόσεις	伝統
παραδόσεις	デリバリー
κοινωνικό	ソーシャル
πεθάνει	die
πεθάνει	死ぬ
απειλή	威嚇
απειλή	脅威
πρωί	モーニング
κάπου	どこか
ετήσια	年次
υποθέσεις	事例
υποθέσεις	ケース
νεκροταφείο	墓地
νεκροταφείο	墓地
νεκροταφείο	墓所
νεκροταφείο	墓場
παραλλαγές	バリエーション
παραλλαγές	変奏曲
σκοτ	スコット
βαθιά	ディープ
βαθιά	深い
κώδικας	コード
κώδικας	符号
τσαρλς	シャルル
επιτυχημένη	成功
αδερφός	兄弟
αδερφός	ブラザー
εργαλείο	ツール
εργαλείο	工具
εργαλείο	道具
ελεύθερος	フリー
ελεύθερος	無料
ελεύθερος	自由
κυρία	マダム
κυρία	レディ
λόγιος	学者
κλίση	スロープ
κλίση	斜面
κλίση	傾き
κλίση	グラデーション
κλίση	勾配
κλίση	ティルト
κλίση	傾き
κλίση	インクライン
δημοφιλής	人気
δημοφιλής	ポピュラー
αφγανιστάν	アフガニスタン
μεταβολές	変更
ενεργά	アクティブ
τόνους	トン
τόνους	トン
δημοκρατική	民主主義
παίκτη	プレイヤー
παίκτη	プレーヤー
αργεντινής	アルゼンチン
αργεντινής	アルゼンチン
αργεντινής	アルゼンチン
θεία	おばさん
θεία	おばさん
θεία	叔母
θεία	おば
γουινέα	ギニア
ικανότητες	スキル
αφιέρωμα	朝貢
αντιπολίτευσης	野党
κιλά	lbs
κιλά	ポンド
κιλά	キログラム
φάσμα	スペクトル
μέγαρο	マンション
ελάχιστη	最低限
ελάχιστη	最低
ελάχιστη	最小
ελάχιστη	最小限
βιετνάμ	ベトナム
παρούσα	現在
παρούσα	present
παρούσα	プレゼント
ντοκιμαντέρ	ドキュメンタリー
ντοκιμαντέρ	ドキュメンタリー
συνθέσεις	構成
πωλ	ポール
πωλ	パウル
άμστερνταμ	アムステルダム
επιθυμία	欲望
επιθυμία	wish
επιθυμία	ウィッシュ
προφορά	発音
προφορά	アクセント
προφορά	アクセント
άγιοι	聖徒
άγιοι	セインツ
σκότωσε	キル
σκότωσε	kill
τζακ	ジャック
τζακ	ジャッキ
συμπέρασμα	結論
συμπέρασμα	エンディング
σταυρό	十字架
σταυρό	クロス
σταυρό	cross
σταυρό	十字
χερσόνησο	半島
μηχανές	エンジン
μηχανές	機械
μηχανές	機械
αγωνιστές	ファイターズ
μεταβολή	チェンジ
μεταβολή	変更
μεταβολή	変化
μάρτιν	マーティン
μάρτιν	マーチン
σκάφος	船舶
σκάφος	船舶
σκάφος	工芸
σκάφος	クラフト
σκάφος	ボート
ένταση	緊張
ένταση	テンション
ένταση	輝度
ένταση	光度
απουσία	不在
απουσία	欠席
απουσία	欠席
όροι	規約
όροι	用語
όροι	条件
δέντρα	樹木
μέγιστη	最大
μέγιστη	maximum
μόναχο	ミュンヘン
μόνιμα	パーマネント
σταυρός	十字架
σταυρός	クロス
σταυρός	cross
σταυρός	十字
δίκτυα	ネットワーク
δημιουργός	メーカー
δημιουργός	クリエーター
φίλοι	友だち
φίλοι	友達
όπλων	アームス
δείκτης	索引
δείκτης	インデックス
δείκτης	インジケータ
εντύπωση	インプレッション
αναλογία	比率
αναλογία	割合
αναλογία	比率
άγνωστος	不明
πρόσφατες	最近
δυνατότητες	可能性
δυνατότητες	ポテンシャル
ουρά	キュー
ουρά	尾翼
ουρά	しっぽ
λογότυπο	ロゴ
αυξάνεται	増加
ήρωας	ヒーロー
κορυφαία	top
κορυφαία	上部
κορυφαία	トップ
μικρότερα	小さい
αέριο	気体
αέριο	ガス
συν	プラス
νήσος	アイル
μεραρχία	師団
μεραρχία	ディビジョン
ακολουθία	シーケンス
οξυγόνο	酸素
ταξινόμηση	ソート
ταξινόμηση	分類
ποινή	ペナルティ
ποινή	宣告
ποινή	センテンス
ποινή	文章
αναπαράσταση	表現
ματς	マッチ
ματς	一致
έντουαρντ	エドワード
λαμβάνουν	受け取る
λαμβάνουν	受信
αυτόματα	自動
αυτόματα	オートマチック
γυμναστήριο	体育館
γυμναστήριο	ジム
γυμναστήριο	体育館
λίμνες	湖沼
χαν	ハーン
χαν	カーン
χαν	ハン
νόμους	法律
λήψη	ダウンロード
λήψη	take
χριστιανοί	クリスチャン
χριστιανοί	キリスト教
χριστιανοί	キリスト教徒
χριστιανοί	キリスト教徒
οπτική	ビジュアル
οπτική	光学
ενίσχυση	扶助
ενίσχυση	援助
αποκατάσταση	修復
αποκατάσταση	復元
αποκατάσταση	維新
αποκατάσταση	リハビリテーション
αποκατάσταση	更生
αποκατάσταση	再生
αποκατάσταση	リハビリ
διευθυντή	監督
διευθυντή	ディレクター
διευθυντή	取締役
ευγενείς	貴族
ευγενείς	尊い
μάρκος	マルコス
δέρμα	レザー
δέρμα	皮革
δέρμα	スキン
δέρμα	皮膚
οθόνη	画面
οθόνη	スクリーン
οθόνη	モニター
οθόνη	モニタ
σάο	sao
μίλια	マイル
προτείνω	おすすめ
προτείνω	すすめる
προτείνω	薦める
ιδρύματα	機関
ήχο	サウンド
ήχο	音声
ήχο	オーディオ
ήχο	audio
στρατευμάτων	部隊
στόλος	艦隊
στόλος	フリート
σκωτία	スコットランド
ίδιοι	同じ
ίδιοι	おなじ
ακτινοβολία	放射線
ακτινοβολία	放射
έγκλημα	犯罪
δουκάτο	公国
συσκευές	デバイス
συσκευές	機器
παράγουν	プロデュース
γιαν	ヤン
ρωμαίος	ローマン
ρωμαίος	ロマン
ρωμαίος	ローマ
ρωμαίος	ロミオ
ρωμαίος	ロメオ
τάφος	墓所
τάφος	墓穴
σχολές	学校
σχολές	流派
σχολές	学部
ρίζα	root
ρίζα	ルート
κοινωνικά	ソーシャル
σωστό	正解
σωστό	正しい
κομητεία	カウンティ
κεφάλαιο	チャプター
κεφάλαιο	資本
κεφάλαιο	首都
κεφάλαιο	キャピタル
πνευματική	スピリチュアル
πνευματική	知識人
εκδότης	出版
εκδότης	パブリッシャー
εκδότης	出版社
εκδότης	エディタ
εκδότης	エディター
χρυσά	ゴールデン
χρυσά	黄金
χρυσά	gold
χρυσά	ゴールド
υψηλό	ハイ
υψηλό	高い
απόστολος	使徒
όρη	山地
όρη	山脈
μοναδικός	ユニーク
μοναδικός	独特
παραλλαγή	variant
παραλλαγή	バリエーション
ζακ	ザック
φινλανδία	フィンランド
νωρίς	アーリー
νωρίς	早い
κατασκευάστηκαν	製造
ύμνος	聖歌
κανάλια	チャネル
κανάλια	チャンネル
κανάλια	運河
νορβηγία	ノルウェー
ορυκτά	鉱物
ορυκτά	鉱物
ιδιοκτησία	プロパティ
ιδιοκτησία	財産
είσοδος	入学
είσοδος	玄関
είσοδος	入口
είσοδος	入り口
είσοδος	入力
είσοδος	エントリー
είσοδος	エントリ
αποσαφήνιση	釈明
μεσόγειο	地中海
αεροσκαφών	航空機
αεροσκαφών	飛行機
πάντοτε	常に
πάντοτε	いつも
χάρτες	地図
χάρτες	マップ
χοσέ	ホセ
χοσέ	ホセ
μαξ	マックス
μαξ	max
επαγγελματίας	プロフェッショナル
επαγγελματίας	プロ
επαγγελματίας	pro
αντίστασης	抵抗
αντίστασης	レジスタンス
κινητήρες	エンジン
ίχνη	トラック
ίχνη	トレース
ίχνη	トレース
μηνών	ヶ月
μηνών	months
σπορ	スポーツ
σπορ	スポーツ
στρατηγική	戦略
δημοσίευση	投稿
δημοσίευση	掲示
δημοσίευση	公開
δημοσίευση	出版物
δημοσίευση	出版
δημοσίευση	公表
δημοσίευση	ポスト
δημοσίευση	投稿
βιβλιοθήκες	図書館
βιβλιοθήκες	ライブラリ
ανακοίνωση	告知
ανακοίνωση	アナウンス
ανακοίνωση	発表
ανακοίνωση	公表
ανακοίνωση	お知らせ
ανακοίνωση	通信
ανακοίνωση	コミュニケーション
ευρύ	ワイド
κόμικς	漫画
κόμικς	コミック
σκάφη	ボート
σκάφη	艦船
σκάφη	船舶
γνώσεις	知識
ζώνες	ゾーン
ζώνες	シートベルト
ζώνες	ベルト
επιθετικός	ストライカー
πνευματικά	スピリチュアル
άλμα	ジャンプ
άλμα	飛躍
άλμα	アルマ
πολιτικούς	政治家
δήλωση	ステートメント
δήλωση	声明
δήλωση	布告
δήλωση	宣言
δήλωση	申告
θέα	表示
θέα	見る
θέα	ビュー
ουκρανίας	ウクライナ
ηθική	道徳
ξύλο	木材
ξύλο	木製
ξύλο	ウッド
ανάγνωση	読み
ανάγνωση	読み込み
ανάγνωση	読み取り
ανάγνωση	読む
ανάγνωση	読書
ναπολέοντα	ナポレオン
αλή	アリー
αλή	アリ
αλή	ali
λίβερπουλ	リヴァプール
λίβερπουλ	リバプール
μιλάνο	ミラノ
μιλάνο	ミラノ
νεότερη	若い
θερμότητα	ヒート
γερουσία	元老院
αε	roi
προσωπικού	人材
προσωπικού	職員
αργά	遅い
αργά	遅い
αργά	スロー
αργά	ゆっくり
αργά	ゆっくりと
εκδήλωση	イベント
εκδήλωση	行事
αύγουστος	アウグスト
καθηγητές	教員
καθηγητές	教師
τοπίο	風景
τοπίο	景色
τοπίο	横長
τοπίο	風景
τοπίο	横向き
επιτέθηκε	襲撃
κανόνας	ルール
όγκο	音量
όγκο	ボリューム
όγκο	体積
μουσικούς	ミュージシャン
άγνωστη	不明
εξώφυλλο	表紙
εξώφυλλο	被覆
εξώφυλλο	カバー
εξώφυλλο	cover
σχεδιασμός	計画
σχεδιασμός	企画
σχεδιασμός	プランニング
σχεδιασμός	デザイン
σχεδιασμός	設計
σχεδιασμός	意匠
ανθρώπινο	ヒト
ανθρώπινο	ヒューマン
ανθρώπινο	人間
τζόουνς	ジョーンズ
αντόνιο	アントニオ
αδέλφια	兄弟
αδέλφια	ブラザーズ
σουδάν	スーダン
εύρος	範囲
εύρος	レンジ
ευρεία	広い
υποστηρικτές	サポーター
λατρεία	カルト
λατρεία	礼拝
λατρεία	崇拝
σύμβαση	契約
σύμβαση	コンベンション
σύμβαση	大会
κακή	バッド
κακή	悪い
ορισμός	定義
ιταλικό	イタリアン
τυχαία	ランダム
πετρελαίου	石油
πετρελαίου	オイル
ντράμερ	ドラマー
ακρωτήριο	ケープ
μέτρησης	測定
σικελίας	シチリア
μπάλα	ボール
διαστήματα	音程
διαστήματα	間隔
συνεχείς	連続
επισκέπτες	ビジター
επισκέπτες	ゲスト
συσκευή	デバイス
συσκευή	機器
απαιτήσεις	要件
απαιτήσεις	要求
απαιτήσεις	債権
κονγκό	コンゴ
υδρογόνο	水素
κατάρρευση	内訳
κατάρρευση	崩壊
κατάρρευση	たたむ
κινείται	引越し
κινείται	移動
επιχείρημα	論証
τομέας	セクター
μετατροπή	変換
μετατροπή	改宗
μετατροπή	変換
μετατροπή	コンバート
εισόδου	エントリー
εισόδου	エントリ
εισόδου	入力
αικατερίνη	キャサリン
επιχειρήματα	論証
επιχειρήματα	引数
ανθολογία	アンソロジー
φρουρά	ガード
άγνωστα	不明
εκπομπές	排出
όπλο	武器
όπλο	凶器
όπλο	ガン
νεαρός	若い
νεαρός	ヤング
γραμμένο	筆記
πέτρα	ストーン
πέτρα	ロック
διάδοση	普及
κύκλους	サークル
κύκλους	サイクル
φτάνοντας	到着
θείο	硫黄
θείο	硫黄
ανταλλαγή	貿易
ανταλλαγή	トレード
ανταλλαγή	取引
ανταλλαγή	交換
λέων	ライオン
λέων	獅子
λέων	レオン
λέων	レオ
λέων	leo
νίκο	ニコ
νίκο	ニコ
καταστήματα	店舗
καταστήματα	ショップ
καταστήματα	店舗
παρατήρηση	傍聴
παρατήρηση	観察
παρατήρηση	観測
μόνιμη	パーマネント
κροατία	クロアチア
παντρευτεί	水曜日
παντρευτεί	wed
πρωταθλητή	チャンプ
πρωταθλητή	チャンピオン
τζων	ジョン
δομές	構造
ντελ	del
ντελ	デル
ντελ	デル
ντελ	dell
αμυντικός	ディフェンダー
ηχώ	反響
ηχώ	エコー
αγώνισμα	イベント
αγώνισμα	行事
απόσπασμα	引用
απόσπασμα	抜粋
απόσπασμα	分隊
απόσπασμα	エキス
πέναλτι	ペナルティ
κατανόηση	理解
κορυφές	tops
κορυφές	トップス
αστέρια	stars
αστέρια	スターズ
λευκή	白い
λευκή	ホワイト
συγγενείς	親族
συγγενείς	親戚
λουί	ルイス
λουί	ルイ
διαταγή	オーダー
διαταγή	注文
περιορισμένη	限定
περιορισμένη	limited
περιορισμένη	制限
μετακίνηση	ムーブ
μετακίνηση	移動
μετακίνηση	引越し
μετακίνηση	移動
μετακίνηση	ムーブメント
μετακίνηση	楽章
μετακίνηση	運動
ουάσινγκτον	ワシントン
πω	say
πω	セイ
φύλλο	葉っぱ
φύλλο	シート
ελληνιστική	ヘレニズム
εφαρμόζεται	応用
μεταφράσεις	翻訳
μικρότερες	小さい
οργανισμοί	団体
διαπραγματεύσεις	ネゴシエーション
διαπραγματεύσεις	交渉
διαπραγματεύσεις	交渉
διαπραγματεύσεις	交渉
νεκροί	デッド
μεσογείου	地中海
ψηλά	ハイ
ψηλά	高い
επικράτεια	縄張り
εξωτερικά	外部
επίδοση	パフォーマンス
επίδοση	性能
επίδοση	興行
μύθο	神話
μύθο	寓話
συστατικά	コンポーネント
συστατικά	材料
συστατικά	食材
συστατικά	成分
κορέας	朝鮮
κορέας	韓国
ισλάμ	イスラム教
ρωμαϊκό	ローマン
ρωμαϊκό	ロマン
ρωμαϊκό	ローマ
πεθαίνει	瀕死
γαλαξία	銀河
γαλαξία	銀河系
στέμμα	クラウン
αίτημα	請求
αίτημα	リクエスト
πόλεμοι	戦争
πόλεμοι	ウォーズ
στρατιωτικά	軍事
στρατιωτικά	軍隊
πλήρωμα	クルー
πυροβόλα	シュート
διανομή	分布
διανομή	流通
διανομή	配当
χώροι	構内
χώροι	敷地
χώροι	サイト
χώροι	スペース
σικάγο	シカゴ
επιστολές	手紙
σταθερό	安定
σταθερό	固定
σταθερό	固定された
αθλήματα	スポーツ
πλαγιές	スロープ
πλαγιές	傾き
έθνος	ネーション
έθνος	国民
εμπρός	進む
εμπρός	フォワード
εμπρός	転送
στενή	狭い
πολίτης	文官
πολίτης	市民
παρέμβαση	干渉
λάδι	石油
λάδι	オイル
σιδήρου	アイロン
αριστερή	左側
έντονο	激しい
πυρκαγιά	火事
πυρκαγιά	ファイア
πυρκαγιά	火災
νεότερος	最年少
νεότερος	若い
μέτρηση	測定
μέτρηση	測定
επιχειρηματίας	ビジネスマン
επιχειρηματίας	起業
χαρά	joy
χαρά	ジョイ
χαρά	喜び
χαρά	快感
χαρά	喜び
χαρά	快楽
αμβέρσα	アントワープ
έγγραφο	ドキュメント
έγγραφο	書類
έγγραφο	文書
καταγραφή	記録
καταγραφή	レコーディング
καταγραφή	録音
καταγραφή	登録
καταγραφή	登記
μετάδοση	伝送
μετάδοση	放送
μετάδοση	配信
μετάδοση	ブロードキャスト
μετάδοση	放送
μετάδοση	ブロードキャスト
ψυχή	ソウル
ψυχή	霊魂
κυπριακή	キプロス
τείχος	ウォール
οικία	住居
οικία	居所
θηλυκό	女性
χιλ	ヒル
ζημιές	ダメージ
ζημιές	損害賠償
ζημιές	被害
ζημιές	ダメージ
ζημιές	損傷
ζημιές	損害
ομιλία	音声
ομιλία	スピーチ
ελπίδα	ホープ
ελπίδα	希望
σύλληψη	逮捕
σύλληψη	キャプチャー
σύλληψη	キャプチャ
σύλληψη	攻略
λευκωσία	ニコシア
αίτηση	出願
αίτηση	アプリケーション
αίτηση	請求
αίτηση	リクエスト
χημικά	化学
σικελία	シチリア
πλούσιο	金持ち
πλούσιο	リッチ
πτυχίο	ディプロマ
πτυχίο	学位
γρήγορη	クイック
γρήγορη	速い
γρήγορη	高速
εξοπλισμό	歯車
εξοπλισμό	ギア
σοβαρή	深刻
σοβαρή	重度
αποελ	apoel
ιατρός	医師
επιγραφές	碑文
αποσπάσματα	エキス
βαριά	重い
βαριά	ヘビー
ουρανό	sky
ουρανό	スカイ
κόντρα	コントラ
κόντρα	反対
ταξίδια	旅行
ταξίδια	旅行
ταξίδια	旅行
ταξίδια	旅行
θετικές	陽性
θετικές	ポジティブ
φάσεις	舞台
φάσεις	ステージ
ήρωες	ヒーローズ
ήρωες	heroes
προορισμό	行き先
προορισμό	目的地
προορισμό	宛先
σκοτώσει	キル
σκοτώσει	kill
επιδόσεις	パフォーマンス
επιδόσεις	性能
επιδόσεις	興行
τριάντα	三十
τριάντα	thirty
διαλυτότητα	溶解度
αντικατάσταση	置換
αντικατάσταση	置換
αντικατάσταση	上書き
αντικατάσταση	置換
αντικατάσταση	置換
τοιχογραφίες	壁画
βιομηχανική	工業
συνεργάτης	パートナー
συνεργάτης	同僚
ασκήσεις	演習
κλαμπ	クラブ
κλαμπ	棍棒
κλαμπ	クラブ
αλφάβητο	アルファベット
εσωτερικά	内部
επιρροές	影響力
επιρροές	影響
επιρροές	影響
περού	ペルー
περού	ペルー
αστερισμό	星座
υποχρεώσεις	義務
υποχρεώσεις	債務
υποχρεώσεις	負債
σπήλαιο	洞窟
δέλτα	デルタ
μπράιαν	ブライアン
φρανσουά	フランソワ
ιδιωτική	非公開
ιδιωτική	プライベート
θετικά	陽性
θετικά	ポジティブ
δυσκολίες	困難
δυσκολίες	困難
τάφο	墓所
τάφο	墓穴
ατομικό	個人
ατομικό	個別
βουλγαρική	ブルガリア
νομοθεσία	立法
αραβική	アラブ
δωρεάν	フリー
δωρεάν	無料
δωρεάν	自由
βελιγραδίου	ベオグラード
εξετάσεις	テスト
εξετάσεις	試験
εξετάσεις	試験
συνδυασμός	組み合わせ
συνδυασμός	コンビネーション
συνδυασμός	組み合わせ
τζαζ	ジャズ
λάθη	間違い
λάθη	エラー
σόλο	ソロ
διατριβή	テーゼ
διατριβή	論文
προσωπικότητα	個性
προσωπικότητα	人柄
προσωπικότητα	性格
προσωπικότητα	人格
προσωπικότητα	パーソナリティ
βελιγράδι	ベオグラード
οπαδούς	フォロワー
ιερέας	司祭
επισκοπή	教区
ξενοδοχείο	ホテル
διάσπαση	分ける
διάσπαση	分割
διάσπαση	スプリット
στάλιν	スターリン
στόχους	ゴール
στόχους	目標
επαγγελματικό	プロフェッショナル
μαύρα	黒い
μαύρα	ブラック
κίνδυνος	リスク
κίνδυνος	危険
σχεδιασμού	計画
σχεδιασμού	企画
σχεδιασμού	プランニング
κατανάλωση	消費
φλωρεντία	フローレンス
φλωρεντία	フィレンツェ
μονακό	モナコ
μωάμεθ	ムハンマド
μωάμεθ	モハメッド
διάγνωση	診断
μεταφορές	転送
μεταφορές	輸送
μεταφορές	交通
εταιρίες	会社
φάρμακα	医学
δυναμική	ダイナミック
ακτίνα	ビーム
ακτίνα	半径
ακτίνα	radius
συνεργάτες	パートナー
συνεργάτες	同僚
εναλλακτική	オルタナティブ
εναλλακτική	代替
εναλλακτική	交互
ίαν	lan
ίαν	イアン
μύθος	伝説
μύθος	神話
έξοδο	終了
έξοδο	exit
έξοδο	出口
χανς	ハンス
στερεά	固体
ισορροπία	残高
ισορροπία	バランス
ισορροπία	平衡
ισορροπία	均衡
ρυθμός	ペース
ρυθμός	レート
