float	vznášať
allahu	boh
allahu	boha
allahu	bože
boli	bolí
otkrije	prezradiť
otkrije	odhaliť
otkrije	objavovať
otkrije	objaviť
kum	krstný
operativnu	operatívne
papua	papua
kriterij	kritérium
kriterij	kritéria
pijanist	klavirista
misty	misty
iznose	čiastky
iznose	množstvá
iznose	sumy
administracija	podanie
administracija	podaní
administracija	administratíva
administracija	podávanie
administracija	správa
čarobnjak	čarodejníka
čarobnjak	sprievodca
čarobnjak	čarodejník
suđenja	skúškach
suđenja	skúšky
suđenja	pokusov
suđenja	pokusy
tragovima	stopy
tragovima	indície
tragovima	stopách
tragovima	kroky
theodor	theodor
udp	udp
paz	paz
ikona	ikonu
ikona	ikona
glad	hladomor
glad	hlad
glad	hladu
glad	hlad
francuza	francúz
parc	parc
planirana	plánované
planirana	plánuje
planirana	plánovaný
planirana	naplánovaná
planirana	plánovaná
access	pristup
access	prístup
emitira	vysiela
emitira	vysielania
stalnih	trvalý
stalnih	pretrvávajúce
stalnih	pretrvávajúca
stalnih	pretrvávajúci
stalnih	trvalá
stalnih	nonstop
proizlazi	vzniká
principi	zásady
principi	princípy
principi	zásadami
izgubi	prehrá
izgubi	prehráva
izgubi	stráca
izgubi	stratí
izgubi	stratiť
izgubi	prehrať
homer	homer
republikanska	republikán
gan	gunn
bruto	brutto
bruto	hrubé
bruto	hrubá
bruto	hrubého
bruto	hrubý
bruto	hnus
classic	klasika
classic	klasická
classic	klasický
classic	klasické
alel	alely
gandhi	gándhí
jednaki	rovnaké
jednaki	rovnaký
jednaki	rovná
jednaki	rovné
izdavanje	vydávanie
izdavanje	vydávajúci
izdavanje	vydávanie
izdavanje	vydanie
izdavanje	emisia
hubble	hubble
einstein	einstein
civilna	občiansky
civilna	občianskych
civilna	civilné
civilna	občianske
civilna	civilná
civilna	občianska
civilna	civilný
civilna	civilného
civilna	civilné
civilna	civilná
teritorijalna	územná
teritorijalna	územné
teritorijalna	územnej
teritorijalna	územný
schalke	schalke
mine	bane
mine	baní
mine	míny
stabilan	stabilné
stabilan	stabilná
stabilan	stabilný
emily	emily
ferenc	františek
ferenc	ferenc
nosača	dopravca
nosača	prepravca
nosača	operátor
nosača	nosič
kuna	kuna
dođu	poď
attr	attr
operacijama	operácie
operacijama	prevádzky
operacijama	prevádzka
drina	drinu
hepburn	hepburn
ribolov	rybársky
ribolov	rybolov
ribolov	rybolovu
ribolov	rybárske
naboj	nabiť
naboj	poplatok
siva	gray
siva	sivé
siva	sivá
siva	sivý
siva	šedá
siva	šedá
siva	sivý
siva	grey
siva	šedé
siva	sivá
siva	sivé
kane	kane
šupljina	dutiny
pokrivaju	kryt
pokrivaju	cover
pokrivaju	zakryť
pokrivaju	krytie
pokrivaju	pokrytie
osmi	ôsmej
osmi	ôsmy
osmi	ôsma
hamlet	hamlet
bekr	bakr
wimbledon	wimbledonu
udata	manželia
udata	vydatá
udata	ženatý
skladištenje	uskladnenie
skladištenje	ukladanie
skladištenje	uchovávanie
skladištenje	skladovanie
idejama	nápady
idejama	nápadov
idejama	myšlienky
idejama	predstavy
obnovio	obnovené
obnovio	obnovený
obnovio	obnovuje
obnovio	obnovená
ponuda	ponúknuť
ponuda	ponuka
ponuda	ponuku
ekspedicija	expedícia
rumunski	rumunský
rumunski	rumunská
rumunski	rumunskom
rumunski	rumunské
rumunski	rumunského
dugogodišnji	dlhoročný
tvorac	stvoriteľ
tvorac	tvorca
studijama	štúdium
studijama	štúdie
budizam	budhizmus
čovječnosti	ľudstva
čovječnosti	ľudstvu
čovječnosti	ľudstvo
čovječnosti	ľudskosť
čovječnosti	ľudskosti
potpuna	vyplniť
potpuna	úplné
potpuna	kompletný
potpuna	dokončiť
potpuna	kompletná
potpuna	kompletné
kasiopeja	cassiopeia
logos	logá
logos	loga
princeton	princeton
izdavačke	vydávanie
izdavačke	publikovanie
izdavačke	zverejnenie
izdavačke	uverejňovanie
izdavačke	vydavateľstvo
arheološka	archeologické
levi	levi
mečeva	zápasy
mečeva	zhody
mečeva	zhoda
mečeva	zápalky
brz	rýchle
brz	rýchlo
brz	rýchly
brz	rýchla
javi	javi
leslie	leslie
uzorak	vzorky
uzorak	vzorku
uzorak	vzorka
uzorak	ukážka
melbourne	melbourne
vjerskim	náboženských
vjerskim	náboženské
vjerskim	náboženský
vjerskim	náboženská
vjerskim	veriaci
govornika	reproduktory
govornika	rečníci
govornika	rečníkov
odabran	vybrané
odabran	vybratý
odabran	zvolená
odabran	vybraná
odabran	vybraný
odabran	vybraté
srijemska	sriemska
uporište	opory
izvrši	vykonať
izvrši	popraviť
izvrši	spustiť
izloženi	odhalený
izloženi	vystavená
izloženi	odhalené
izloženi	vystavený
izloženi	vystavené
basic	základný
basic	základné
basic	základného
basic	základná
prijelaza	križovatiek
prijelaza	križovatky
wallis	wallis
držala	držaný
držala	držané
držala	držala
kornjača	korytnačka
čeljusti	pazúry
jabuke	jablká
jedinstveno	jedinečne
jedinstveno	jedinečný
jedinstveno	unikátne
jedinstveno	jedinečné
jedinstveno	jedinečná
jedinstveno	unikátny
uzimajući	užívanie
uzimajući	brať
tajno	tajne
ravnoteža	rovnováha
jutro	ranná
jutro	ráno
jutro	rano
roosevelt	roosevelt
arg	arg
pokrenuta	spustený
pokrenuta	spustené
pokrenuta	spustená
deutsche	deutsche
auguste	auguste
roberts	roberts
vista	vista
lociran	umiestnený
lociran	umiestnená
lociran	umiestnené
kontinentalno	vnútrozemská
kontinentalno	vnútrozemské
kontinentalno	vnútrozemský
kontinentalno	vnútrozemských
jednakost	rovnosť
advokat	advokát
advokat	právnik
advokat	právnika
advokat	advokát
shell	shell
mehanika	mechanika
fer	fer
fer	spravodlivý
fer	fér
fer	spravodlivé
fer	veľtrh
prolaza	ulička
prolaza	uličke
ltd	ltd
carlsen	carlsen
naizgled	zdanlivo
nazvane	pomenované
nazvane	menom
svjestan	vedomý
svjestan	vedomá
objavljivanje	uverejnenie
objavljivanje	uverejňovanie
objavljivanje	uverejnení
objavljivanje	publikácia
objavljivanje	zverejnenie
objavljivanje	zverejňovanie
virovitica	virovitica
sony	sony
avanture	dobrodružstvá
bros	bros
bros	bratia
organska	organický
organska	organické
organska	organická
organska	ekologické
trend	trend
trend	tendencia
bogovima	bohmi
bogovima	bohovia
bogovima	bohov
pažljivo	opatrne
pažljivo	starostlivo
pažljivo	pozorne
pažljivo	dôkladne
uništenja	ničenie
uništenja	ničenia
uništenja	zničenie
ramos	ramos
baka	starka
baka	babička
baka	babka
vjerska	náboženských
vjerska	náboženské
vjerska	náboženský
vjerska	náboženská
vjerska	veriaci
utvrđenje	pevnosť
utvrđenje	fort
zagradi	zátvorkách
zagradi	konzoly
dominantni	dominantný
dominantni	dominantné
dominantni	dominantným
logika	logika
logika	logiky
logika	logiku
logika	logické
wesley	wesley
proizvedena	vyrobiť
proizvedena	vyrobené
proizvedena	vyrobená
proizvedena	vyrobený
proizvedena	vyrábali
ubijena	zavraždená
ubijena	zavraždení
ubijena	zavraždený
ubijena	zabitý
ubijena	zabil
ubijena	zabili
ubijena	zabila
vene	žilách
vene	žily
vene	žíl
rastao	narástol
rastao	vyrástol
rastao	rástol
rastao	rástla
moldavija	moldavsko
moldavija	moldavská
relacija	rovnocennosť
misle	myslis
misle	myslite
misle	myslieť
olympique	olympique
motivima	motívy
vlažnost	vlhkosť
šalju	pošli
šalju	poslať
šalju	odoslať
alge	riasy
alge	rias
hebrejski	hebrejčine
rect	rect
augustin	augustin
pivo	piva
pivo	pivo
pivo	pivko
enciklopedije	encyclopaedia
granate	škrupín
granate	mušle
šerif	šerif
šerif	šerifa
smallville	smallville
ograničenje	obmedzenie
ograničenje	limit
ograničenje	obmedziť
kukuruz	kukurica
kukuruz	kukuricu
iupac	iupac
turner	turner
psihologija	psychológia
psihologija	psychológie
geometrija	geometria
geometrija	geometrie
pravno	zákonne
pravno	právne
pravno	legálne
alfons	alfonso
kut	kut
libija	líbya
klarinet	klarinet
prebačen	prevedená
prebačen	prevedený
prebačen	presunuté
prebačen	prenesené
prebačen	prevedené
zadatke	pridelenia
zadatke	úlohy
ostavi	odíď
ostavi	opustiť
ostavi	odísť
ostavi	dovolenka
ostavi	nechajte
einar	einar
srđan	srdjan
sistematski	systematicky
jamie	jamie
izložena	odhalený
izložena	vystavená
izložena	odhalené
izložena	vystavený
izložena	vystavené
specifičnosti	ukazovatele
specifičnosti	vlastnosti
specifičnosti	charakteristika
specifičnosti	charakteristiky
nafta	ropné
nafta	ropa
nafta	ropný
željeznički	koľaj
željeznički	železničnej
željeznički	koľajnice
željeznički	železničná
željeznički	železnica
željeznički	železnice
željeznički	železničná
željeznički	železnica
željeznički	železničné
luz	luz
orbitala	hybridizácia
šesnaest	sixteen
šesnaest	šestnásť
sarađivao	spolupracoval
sarađivao	spolupracovalo
sarađivao	spolupracovali
sarađivao	spolupracovala
sarađivao	spolupracujú
sarađivao	spolupracovať
sarađivao	spolupracuje
bomba	bomby
bomba	bomba
lloyd	lloyd
stop	zastaviť
kuba	kubu
kuba	kube
kuba	kuba
elektronska	elektronický
elektronska	elektronická
elektronska	elektronické
elektronska	elektronickej
hrv	hrv
dole	down
dole	nadol
dole	dolu
dole	dole
dole	prízemie
dole	dole
instrumente	nástroje
instrumente	prístroje
instrumente	nástrojov
navare	viana
zapošljava	zamestnáva
poručnik	poručík
poručnik	nadporučík
iure	jure
zaustavlja	zastaviť
nestala	chýbajúci
nestala	chýbajúce
nestala	nezvestný
nestala	chýba
nestala	chýbajú
odsustvo	absencia
odsustvo	neexistencia
odsustvo	absencie
odsustvo	neprítomnosti
odsustvo	neprítomnosť
tragova	stopy
slobodi	voľné
okružena	obklopený
okružena	obkľúčení
okružena	obkľúčený
spomenut	spomenul
spomenut	spomínali
spomenut	spomenula
spomenut	spomenuli
spomenut	spomenuté
ponedjeljak	pondelok
ponedjeljak	pondelka
arhitektonski	architektonické
px}}	px}}
ofanziva	urážlivé
geometrijski	geometrické
postotak	percentá
postotak	percentuálna
postotak	percento
panama	panama
panama	paname
spriječi	zabrániť
spriječi	zamedzenie
spriječi	predísť
spriječi	predchádzať
datumi	dátumy
datumi	termíny
interese	záujmov
interese	záujmy
tajvan	taiwan
tajvan	taiwanu
panzer	panzer
izložen	odhalený
izložen	vystavená
izložen	odhalené
izložen	vystavený
izložen	vystavené
kenneth	kenneth
izdavača	vydavateľov
carska	cisársky
carska	imperial
tame	tmu
tame	temnoty
tame	temnota
tame	tma
tame	tmy
tame	temné
tame	skrotiť
počast	cest
počast	česť
počast	hold
počast	pocta
ozbiljne	vážne
ozbiljne	závažné
ozbiljne	závažná
ozbiljne	vážny
ozbiljne	vážna
vice	vice
franaka	frankov
nuklearni	jadrová
nuklearni	jadrové
nuklearni	jadrovej
nuklearni	jadrový
prisiljeni	nútená
prisiljeni	nútené
prisiljeni	nútený
prisiljeni	donútili
hronika	kronika
hronika	chronicle
prezentacija	prezentácia
prezentacija	prezentáciu
prezentacija	prezentácie
metan	metánu
metan	metán
dubai	dubaj
dubai	dubai
dubai	dubaji
friends	priatelia
friends	priateľov
friends	kamaráti
kancelar	kancelár
britannica	britannica
born	narodená
born	narodené
born	narodený
poplave	záplavy
poplave	povodne
ukrajinci	ukrajinci
vezivanje	viazanie
demokratija	demokraciu
demokratija	demokracia
vivo	vivo
schmidt	schmidt
reforma	reformovať
reforma	reforma
usmjeren	cielený
usmjeren	namierené
profesionalne	profesionálne
profesionalne	profesionál
profesionalne	odborná
profesionalne	profesionálny
profesionalne	profesionálna
andersson	andersson
doors	dvere
doors	dverí
talasi	vlny
talasi	vĺn
jože	jože
pobunjenika	povstalci
pobunjenika	rebelov
pobunjenika	rebeli
pobunjenika	rebel
lane	lane
lane	pruh
nowrap	nowrap
zalihe	zásoby
zalihe	zásobovanie
zalihe	dodávky
baterije	akumulátory
baterije	batérie
baterije	batérií
baterije	baterky
delfin	delfín
crtež	načrtnúť
crtež	náčrt
crtež	portrét
crtež	kresba
crtež	kreslenie
crtež	výkres
crtež	čerpania
grah	fazuľa
grah	bean
grah	fazuľa
grah	fazule
plata	plata
darwin	darwin
oklopnih	pancierové
inteligencija	inteligencia
inteligencija	spravodajstvo
inteligencija	inteligenciu
inteligencija	spravodajská
hassan	hassan
memorija	pamäte
memorija	pamäť
memorija	spomienka
memorija	spomienku
dizel	naftu
dizel	diesel
dizel	dieselové
dizel	nafta
izgubiti	stratiť
izgubiti	prehrať
strategije	stratégie
strategije	stratégií
noviji	novšie
trave	tráva
trave	tráve
trave	trávu
trave	trávy
sirius	sirius
karbonat	uhličitan
karbonat	uhličitanu
unix	unix
romi	rómov
romi	rómovia
romi	rómske
romi	roma
ključanja	varu
planova	plánuje
planova	plánov
planova	plány
dem	dem
laboratorija	laboratória
laboratorija	laboratórií
laboratorija	laboratóriá
laboratorija	laboratórium
laboratorija	laboratória
laboratorija	laboratórne
laboratorija	laboratóriá
laboratorija	laboratórium
doza	dávok
doza	dávky
doza	dávku
doza	dávky
doza	dávka
doza	dávke
robovi	otroci
robovi	otrokom
robovi	otrokov
din	din
din	dekan
din	deana
din	dean
svuda	všade
svuda	vsade
predaja	odovzdanie
predaja	vzdať
obnovu	obnova
obnovu	obnovenie
obnovu	obnova
obnovu	obnovenie
obnovu	rehabilitácie
obnovu	rehabilitáciu
ključa	kľúče
ključa	klávesy
senegal	senegal
receptore	receptory
receptore	receptorov
chase	naháňať
chase	chase
predviđa	predpovedá
nadh	nadh
sergei	sergej
otrov	jedom
otrov	jed
otrov	jedu
otrov	jedom
otrov	otráviť
otrov	jedu
otrov	jed
sutra	zajtrajšok
sutra	zajtra
pogodan	výstižné
pogodan	montáž
pogodan	vhodný
pogodan	vhodné
pogodan	vhodná
pogodan	vhodnú
konzul	konzul
autorska	autorských
diane	diane
zahtjevi	žiada
zahtjevi	žiadostí
zahtjevi	požiadavky
zahtjevi	žiadosti
zahtjevi	požiadavky
zahtjevi	požiadavky
mostovi	mostov
mostovi	mosty
opremljen	vybavené
opremljen	vybavená
opremljen	vybavený
povuče	odobrať
bon	bon
počeci	začiatky
nasilje	násilia
nasilje	násilie
povećane	zvýšený
povećane	zvýšená
povećane	zvýšil
povećane	zvýšenie
povećane	zvýšené
nekako	láskavá
nekako	láskavé
nekako	láskavý
nekako	nejak
nekako	nejako
nekako	akosi
tooltip	tooltip
poljaci	stĺpy
poljaci	poliaci
poljaci	poliakov
tehnička	technický
tehnička	technická
tehnička	technickej
tehnička	technické
beskonačno	nekonečný
beskonačno	nekonečné
beskonačno	nekonečná
beskonačno	nekonečnej
beskonačno	nekonečne
beskonačno	nekonečne
beskonačno	donekonečna
everton	everton
adp	adp
wells	studne
wells	jamky
wells	wells
fran	fran
dalmacija	dalmácia
legio	legio
fragmenti	fragmenty
fragmenti	úlomky
kate	katka
procjenu	posudzovanie
procjenu	zhodnotenie
procjenu	vyhodnotenie
procjenu	hodnotenie
procjenu	posúdenie
move	presunúť
move	ťah
move	posunúť
move	pohyb
move	presun
baterija	batéria
baterija	batérie
baterija	baterka
socijalno	sociálne
socijalno	spoločensky
blogs	blogy
kuvajt	kuvajte
puk	pluku
spontano	spontánne
spontano	spontánne
uništi	zničiť
uništi	zničí
uništi	ničiť
sveukupno	celkový
sveukupno	celková
sveukupno	celkovo
sveukupno	celkové
sveukupno	celkove
promocija	povýšenie
promocija	propagáciu
promocija	propagácia
ispunjava	vyplní
ispunjava	napĺňa
ispunjava	vypĺňa
ispunjava	naplní
mil	mil
gvatemala	guatemala
individualne	individuálna
individualne	individuálne
individualne	jednotlivec
individualne	individuálny
individualne	jednotlivca
individualne	jednotlivých
sfere	guľôčky
sfere	sféry
oštećenje	poškodenie
oštećenje	škody
palo	palo
stanislav	stanislav
uspješnu	úspešné
uspješnu	úspešní
uspješnu	úspešný
uspješnu	úspešná
arterije	tepny
arterije	artérie
afrička	africký
afrička	afrického
afrička	africké
afrička	africká
afrička	afrických
slavni	slávny
slavni	slávni
slavni	slávne
slavni	slávna
samir	samir
rum	rumu
rum	rum
moderno	módne
antigeni	antigény
marx	marx
oktavijan	octavian
deklaracija	deklaráciu
deklaracija	deklarácia
deklaracija	vyhlásenie
deklaracija	prehlásenie
alpsko	alpskom
honduras	hondurase
vole	hraboš
eriksson	eriksson
spasi	zachrániť
spasi	save
spasi	uložiť
spasi	ukladať
spasi	uloženie
fan	ventilátor
fan	fanúšik
fan	fan
fan	fanúšika
glagola	slovesá
ppm	ppm
ein	ein
muller	muller
hrom	chrome
hrom	chrómu
violine	husle
caroline	caroline
caroline	karolína
svile	hodvábu
svile	hodváb
izbornom	volebné
izbornom	volebného
izbornom	volebná
izbornom	volebný
drive	disk
drive	pohon
drive	jazdiť
barij	bárnatého
direktni	priame
direktni	priama
direktni	priamo
direktni	priamy
direktni	direct
instalacija	inštalácia
instalacija	inštaláciu
instalacija	montáž
instalacija	zariadenie
instalacija	inštalovanie
instalacija	inštalácia
instalacija	inštalovať
instalacija	nainštalovať
primirje	prímerie
poteškoće	trápení
poteškoće	ťažkosti
poteškoće	ťažkostí
služiti	slúžia
služiti	slúžiť
uran	urán
uran	uran
dell	dell
adis	addis
vođen	vedená
vođen	riadiť
vođen	vedené
vođen	riadená
vođen	riadené
vođen	vedený
mrtvi	mŕtve
mrtvi	mŕtva
mrtvi	mŕtvi
mrtvi	mŕtvy
mrtvi	dead
reaktora	reaktorov
reaktora	reaktory
stepenu	stupeň
šok	šokujúce
šok	šoku
šok	šok
dijalekt	dialekt
čudovišta	strašidlá
čudovišta	príšery
čudovišta	príšer
čudovišta	monštrá
julian	julian
julian	juliana
koper	koper
meša	mesa
take	brať
take	vziať
take	zober
take	zoberte
abdullah	abdullah
cvjeta	prekvitať
oksidacije	oxidácia
neill	neill
slavio	oslava
veli	veli
utisak	dojem
infrastruktura	infraštruktúra
infrastruktura	infraštruktúru
serravalle	serravalle
helij	hélium
građanin	občan
građanin	občana
čitava	celý
čitava	celok
čitava	celé
čitava	celku
čitava	celá
dodajte	pridaj
dodajte	pridať
camille	camille
giorgio	giorgio
mašinski	mechanické
mašinski	mechanická
mašinski	mechanický
pčela	včiel
pčela	včelí
pčela	bee
cole	cole
siemens	siemens
aspx	aspx
zagorje	zagorje
izmir	izmir
parkovi	parky
parkovi	parkov
kolonijalne	koloniálnej
vilnius	vilniuse
selby	selby
formata	formáte
formata	formátu
formata	formát
angelo	angelo
neslaganja	nezhody
imuni	imunitný
neda	ned
neda	neda
lorenzo	lorenzo
trovanja	otravy
trovanja	otravu
trovanja	otrava
izumio	vynašiel
izumio	vymyslený
sihr	čary
sihr	magické
sihr	magic
sihr	čary
sihr	mágia
sihr	kúzlo
postizanje	dosahovanie
postizanje	dosiahnutie
plivanju	kúpanie
plivanju	plávanie
plivanju	plávajúce
masi	dav
masi	zástup
masi	davu
razvijao	rozvíjanie
razvijao	rozvojových
razvijao	vyvinutá
razvijao	vyvinutý
razvijao	rozvinuté
razvijao	vyvinuté
biblije	biblie
inicijativa	iniciatívu
inicijativa	iniciatívy
inicijativa	iniciatíva
urbana	urban
urbana	mestský
urbana	mestské
urbana	mestská
žiri	porota
žiri	porote
žiri	poroty
ragbi	rugby
havaji	havaj
havaji	hawaii
federalni	federálny
federalni	federálne
federalni	federálna
prepreka	prekážok
prepreka	prekážky
prepreka	prekážku
prepreka	prekážka
prepreka	prekážka
preglednik	prehliadač
baptiste	baptiste
lancaster	lancaster
birmingham	birmingham
xvii	xvii
mogućnostima	možností
mogućnostima	možnosti
proton	protón
commons	commons
protoka	tok
protoka	toku
protoka	flow
protoka	prietok
gradec	gradec
takmičar	súťažiaci
takmičar	konkurent
takmičar	konkurenta
detalje	podrobnosti
detalje	detaily
soko	falcon
soko	sokol
soko	hawk
soko	sokol
soko	jastrab
vega	vega
hunter	hunter
hunter	lovec
louvre	louvre
vlasništva	vlastníctva
vlasništva	vlastníctvo
ujedinjena	united
ujedinjena	zjednotená
ujedinjena	zjednotení
ujedinjena	spojené
erectus	erectus
srednjim	stredne
srednjim	stredný
srednjim	stredná
srednjim	stredné
srednjim	médium
bacač	džbán
bacač	nadhadzovač
nordijska	nordic
fokus	sústrediť
fokus	zameranie
fokus	sústredenie
ratko	ratko
emisiju	ukázať
emisiju	zobraziť
emisiju	predstavenie
emisiju	ukáž
kasparov	kasparova
wide	širokého
wide	širokú
wide	široký
wide	široké
wide	široká
prost	prost
mama	mama
mama	maminka
mama	mamička
mama	mama
mama	mami
mama	mame
celje	celje
kariba	karibiku
platforma	plošina
platforma	platforma
platforma	platformy
platforma	platformu
césar	césar
namjere	zámery
namjere	úmysly
namjere	zámer
namjere	úmysel
centenario	centenario
spojena	zlúčené
spojena	zlúčený
menadžera	správcovia
menadžera	manažéri
menadžera	manažérov
sposobni	schopný
sposobni	schopná
sposobni	schopné
rogers	rogers
maccabi	maccabi
robu	tovaru
robu	tovar
robu	tovary
robu	tovarov
joachim	joachim
pereira	pereira
olivier	olivier
hat	klobúk
hat	čiapku
hat	čiapka
čvrsti	vytrvalým
lucija	lucia
doze	dávok
doze	dávky
garda	stráž
garda	strážiť
garda	strážnik
garda	garda
drveni	drevené
drveni	drevená
drveni	drevený
drveni	drevených
promijenjen	zmenilo
promijenjen	zmenil
promijenjen	zmenené
promijenjen	zmenená
promijenjen	zmenila
složio	dohodnuté
složio	dohodnutý
desi	desi
amazonas	amazonas
desetine	desiatok
desetine	desiatky
desetine	desiatok
desetine	tucty
desetine	desiatky
desetine	skóre
ciudad	ciudad
običnih	obyčajná
običnih	obyčajné
običnih	bežný
običnih	obyčajný
potvrdila	potvrdený
potvrdila	potvrdená
potvrdila	potvrdené
devedesetih	deväťdesiate
claudio	claudio
tvoj	váš
tvoj	tvoje
tvoj	tvoj
tvoj	vaše
tvoj	tvoja
tvoj	vaša
mhc	mhc
stavljen	daj
sekcije	oddiely
sekcije	úseky
sekcije	sekcií
sekcije	sekcie
odobrio	schválil
odobrio	schválený
odobrio	schválili
odobrio	schválená
odobrio	schválené
tragedija	tragédia
tragedija	tragédie
anđeo	angelina
anđeo	anjelik
anđeo	anjela
anđeo	angel
anđeo	anjel
branislav	branislav
kent	kent
joel	joel
betty	betty
pojavljivanja	vystúpenia
lim	lim
algoritam	algoritmus
algoritam	algoritmu
exd	exd
bande	gangov
bande	gangy
bande	banda
bande	gang
fenerbahçe	fenerbahçe
luna	luna
mrtva	mŕtve
mrtva	mŕtva
mrtva	mŕtvi
mrtva	mŕtvy
mrtva	dead
imenovana	vymenovaní
imenovana	vymenovaný
imenovana	vymenovaná
imenovana	menovaný
kreiranje	vytvárať
kreiranje	vytvorte
kreiranje	vytvoriť
kreiranje	vytváranie
kreiranje	vytvára
kreiranje	vytvorenie
preostala	zostávajúca
preostala	zostávajúci
preostala	zostáva
preostala	zostávajúce
republikanske	republikán
poslanici	poslovia
poslanici	apoštolov
poslanici	poslanci
poslanici	mps
poslanici	zákonodarcov
oluje	búrky
oksidi	oxid
kopnena	land
kopnena	pozemok
kopnena	pôdy
kopnena	pozemky
kopnena	pôda
kopnena	mleté
kopnena	pozemné
kopnena	zemi
kopnena	zem
kopnena	pozemný
flora	flora
signale	signály
signale	signálov
violina	husle
trgovaca	predajcovia
trgovaca	predajcov
milwaukee	milwaukee
anglo	anglo
bavili	zasnúbená
bavili	zapojené
bavili	zasnúbený
raj	raj
raj	raja
raj	raj
raj	paradise
intervencije	intervencie
intervencije	zásah
intervencije	intervencia
slava	slava
slava	sláva
slava	slávu
uvid	nahliadnutie
blizak	zatvoriť
blizak	uzavrieť
blizak	zavrieť
stručni	odborník
stručni	znalec
stručni	expert
minus	mínus
uzrokujući	spôsobuje
uzrokujući	spôsobujú
širokog	širokého
širokog	široké
širokog	širokú
širokog	široký
širokog	široká
pobijedi	výhra
pobijedi	vyhrať
bundeslige	bundeslige
menadžment	hospodárenie
menadžment	riadenie
menadžment	vedenie
menadžment	manažment
menadžment	spravovanie
bubanj	bubon
bubanj	bicie
bubanj	bubna
poklon	darček
poklon	dar
jod	jódu
carla	carla
ekvivalent	rovnocenné
ekvivalent	rovnocenná
ekvivalent	ekvivalentná
ekvivalent	ekvivalent
ekvivalent	rovnocenný
ekvivalent	ekvivalentné
kompletna	vyplniť
kompletna	úplné
kompletna	kompletný
kompletna	dokončiť
kompletna	kompletná
kompletna	kompletné
moon	mesiaca
moon	mesiaci
moon	mesiac
moon	moon
erwin	erwin
gay	gay
gay	teplý
poplava	povodňovej
poplava	záplavy
poplava	povodne
poplava	záplavy
poplava	povodne
ada	ada
kew	chaty
kew	chát
csstext	csstext
esej	esej
slabosti	slabiny
slabosti	slabosti
slabosti	nedostatky
harvey	harvey
ismail	ismail
korisne	užitočný
korisne	užitočné
korisne	užitočná
virgin	panic
virgin	panna
happel	happel
srednjih	sekundárne
srednjih	sekundárna
srednjih	sekundárny
srednjih	druhotné
vijetnamski	vietnamských
nikozija	nikózii
grace	pôvab
grace	grace
grace	milosti
grace	milosť
portala	portály
spremnika	svorky
spremnika	klipy
díaz	díaz
bazilika	bazilika
tamne	dark
tamne	temné
tamne	tmavá
tamne	tmavé
tamne	tmavý
tkivu	tkanivo
tkivu	tkanív
tkivu	tkaniva
tkivu	tkanivá
definisati	definovať
definisati	vymedziť
definisati	definovanie
definisati	vymedzenie
platon	plato
rfc	rfc
tata	ocko
tata	oci
tata	otec
tata	ocko
tata	otecko
tata	tatko
timor	timor
kapital	kapitál
desktop	plochu
desktop	plocha
desktop	plochy
nosač	dopravca
nosač	prepravca
nosač	operátor
nosač	nosič
počinio	spáchané
počinio	zaviazala
počinio	spáchal
uzela	zobrala
uzela	vzal
uzela	brala
uzela	bral
snimljene	nahraté
snimljene	zaznamenaný
snimljene	zaznamenané
snimljene	zaznamenaná
ulaganja	investovanie
ulaganja	investície
staljin	stalin
katastrofa	pohroma
katastrofa	katastrofa
katastrofa	katastrofu
katastrofa	katastrofa
otkrivene	objavila
otkrivene	objavili
otkrivene	objavené
otkrivene	objavil
rhode	rhode
plemići	aristokrati
uređuje	upravuje
svg}}	svg}}
amy	amy
okončan	skončilo
okončan	skončil
okončan	skončila
okončan	ukončené
brooks	brooks
izazov	výzvu
izazov	challenge
izazov	výzva
izazov	vyzvať
čarobnjaka	čarodejníka
čarobnjaka	sprievodca
čarobnjaka	čarodejník
savezi	spojenectvá
savezi	aliancie
tropske	tropické
tropske	tropického
webb	webb
sen	sen
sugerira	navrhuje
sugerira	naznačuje
redovi	fronty
sfera	guľa
mikroskop	mikroskop
jetra	pečeň
jetra	pečene
odbacuje	odmieta
odbacuje	odmietne
robot	robot
robot	robota
umre	zomrie
umre	umrie
cvijeće	kvety
cvijeće	kvetov
cvijeće	kvietky
cvijeće	kvetiny
galileo	galileo
alexandre	alexandre
porazila	porazil
porazila	porazený
porazila	porazili
mahmud	mahmud
atomskih	atómové
atomskih	atómová
sportsko	športová
sportsko	šport
sportsko	športy
sportsko	športové
svinje	prasatá
svinje	ošípané
svinje	svine
svinje	prasce
svinje	ošípaných
najniža	najnižší
najniža	najnižšie
najniža	najnižšej
najniža	najnižšia
najniža	najnižšiu
tretmana	ošetrenia
tretmana	ošetrovanie
tretmana	liečby
kapi	kvapky
kapi	kvapiek
metale	kovy
metale	kovov
prijateljstva	priateľstvá
prijateljstva	priateľstvo
prijateljstva	priateľstva
poslali	odoslané
poslali	poslané
poslali	odoslaná
poslali	poslali
generali	generáli
generali	generálov
projekcija	projekcia
projekcija	prognóza
projekcija	projekcie
projekcija	premietanie
projekcija	prognózy
projekcija	projekcie
bazama	databáz
bazama	databázy
otrovan	jedovatý
otrovan	jedovaté
otrovan	otrávený
denver	denveri
standardi	štandardov
standardi	normy
standardi	štandardy
nestali	preč
nestali	prec
nestali	chýbajúci
nestali	chýbajúce
nestali	nezvestný
nestali	chýba
