hovards	howard
abovestyle	abovestyle
brūss	bruce
tunelis	túnel
tunelis	tunel
harju	harju
peldētājs	nadador
peldētājs	nadadora
čigānu	cigana
čigānu	gipsy
čigānu	cigano
čigānu	ciganas
čigānu	cigana
čigānu	cigano
šekspīra	shakespeare
izpildi	cumprimento
izpildi	realização
konkrēti	especificamente
pastāvīgā	permanente
pastāvīgā	permanentes
beidzies	expirado
beidzies	expirou
fiat	fiat
glonass	glonass
dubnas	dubna
gregorijs	gregory
gregorijs	gregório
trans	trans
vārnas	corvos
atdalīta	separadas
atdalīta	separados
atdalīta	separado
bundeslīgas	bundesliga
atzītas	reconhecido
atzītas	reconheci
atzītas	reconhecidas
atzītas	reconhecidos
atzītas	reconhecida
atzītas	reconhecido
atzītas	reconhecidas
atzītas	reconhecidos
atzītas	reconhecida
ekspedīcijā	grinch
skolēniem	alunos
skolēniem	pupilas
žils	jules
džims	jim
asambleja	montagem
asambleja	assembleia
asambleja	assembléia
kāzas	casamentos
kāzas	boda
kāzas	casamento
kāzas	bodas
kāzas	wedding
zane	zane
vidējs	mídia
vidējs	médio
vidējs	média
vidējs	meio
vidējs	médium
tehniski	tecnicamente
britannica	britannica
žogs	vedação
žogs	cerca
flāmu	flamenga
flāmu	flamengos
flāmu	flamengo
gazprom	gazprom
silts	quentes
silts	quente
silts	morno
karogi	flags
karogi	bandeiras
gārnis	heron
gārnis	garça
rita	rita
četrdesmit	forty
četrdesmit	quarenta
disciplīnas	disciplinas
stadijas	estádios
stadijas	estágios
stadijas	etapas
stadijas	fases
delfi	delphi
pamiers	tréguas
pamiers	trégua
pamiers	armistício
linu	linho
akmeņi	stones
akmeņi	pedras
akmeņi	rochedos
akmeņi	pedras
akmeņi	rochas
akmeņi	rocks
honda	honda
abba	abba
aes	aes
aes	eae
signālus	sinais
galatasaray	galatasaray
sodīts	castigado
sodīts	castigados
sodīts	punido
pacers	pacers
mati	hair
mati	cabelos
mati	pêlo
mati	cabelo
senas	antiga
senas	antigo
senas	antigos
senas	antiguidade
senas	ancião
eric	eric
budistu	budista
budistu	budistas
džeralds	gerald
džeralds	geraldo
parakstīt	assine
parakstīt	signo
parakstīt	assina
parakstīt	assinar
parakstīt	sinal
donalds	donald
irāka	iraque
biologs	biólogo
biologs	bióloga
anita	anita
jeruzalemes	jerusalem
jeruzalemes	jerusalém
dens	dan
neparasti	invulgar
neparasti	incomum
bioloģiskā	biológica
bioloģiskā	biológicas
bioloģiskā	biológicos
bioloģiskā	biológico
piektajā	quinto
piektajā	quinta
podlases	podláquia
hdi	idh
tipisks	típico
tipisks	típicas
tipisks	típicos
tipisks	típica
niedru	palheta
niedru	reed
niedru	cana
vēlu	tarde
vēlu	atrasada
vēlu	tardia
vēlu	atrasados
vēlu	atrasado
piesaistīja	atraídas
piesaistīja	atraiu
piesaistīja	atraído
piesaistīja	atraídos
vienoties	concordar
vienoties	concorda
vienoties	concordam
vienoties	concordo
hipotēze	hipóteses
hipotēze	hipótese
platumā	largura
manuels	manuel
dienvidi	sul
dienvidi	south
ražoti	produzidos
ražoti	produziu
ražoti	produzida
ražoti	produzidas
ražoti	produzido
ražoti	fabricados
ražoti	fabricado
ražoti	fabricada
ražoti	fabricadas
medībās	caça
medībās	caçar
medībās	caçando
medībās	caçada
abinieku	anfíbio
abinieku	anfíbios
lūiss	lewis
paaugstināta	aumentado
paaugstināta	aumentados
paaugstināta	aumentou
paaugstināta	aumentada
zviedriem	suecos
pieraksts	notação
pieraksts	anotação
pieraksts	subscrição
pieraksts	assinatura
locītavas	articulações
locītavas	juntas
mao	mao
trīspadsmit	treze
trīspadsmit	thirteen
drošu	seguros
drošu	cofre
drošu	seguro
drošu	segura
sēru	luto
fantāzijas	fantasy
fantāzijas	fantasia
fantāzijas	fantasias
fantāzijas	fantasias
lauksaimniecība	agricultura
lauksaimniecība	agricultura
apzināti	conscientemente
apzināti	intencionalmente
apzināti	deliberadamente
apzināti	conscientemente
apzināti	intencional
apzināti	intencionais
ievads	introdução
čaulas	concha
čaulas	casca
čaulas	shell
čaulas	carapaça
čaulas	cascas
čaulas	conchas
čaulas	forro
avangard	avangard
laikus	atempada
laikus	oportuno
laikus	oportuna
dziļu	profundo
dziļu	profunda
ana	ana
kopīgas	partilhado
kopīgas	compartilhada
kopīgas	compartilhado
kopīgas	compartilhou
kopīgas	partilhada
senioru	seniores
senioru	idosos
senioru	finalistas
milzīga	enormes
milzīga	enorme
milzīga	enormes
milzīga	enorme
milzīga	enorme
milzīga	maciço
milzīga	massivo
milzīga	maciça
milzīga	massive
milzīga	imensa
milzīga	imensas
milzīga	imenso
lāci	ursinho
lāci	bear
lāci	urso
pagrīdes	boardwalk
radošo	criativo
radošo	creative
radošo	criativos
radošo	criativa
uzplauka	prosperou
grīnbergs	grünberg
bobsleja	bobsleigh
pārtrauc	abortar
pārtrauc	cancelando
pārtrauc	interrompendo
pārtrauc	interrupções
sūtīt	manda
sūtīt	envie
sūtīt	mandem
sūtīt	enviar
sūtīt	envia
iekšējais	interior
iekšējais	interiores
iekšējais	internas
iekšējais	internos
iekšējais	interno
iekšējais	interna
iekšējais	interior
sandra	sandra
pārtraukums	break
pārtraukums	quebrar
pārtraukums	quebra
pārtraukums	pausa
pārtraukums	interrupção
pārtraukums	interrupção
pārtraukums	interromper
slēpjas	esconder
slēpjas	escondidos
slēpjas	escondendo
slēpjas	escondido
ķirurgs	cirurgião
ķirurgs	cirurgiã
ķirurgs	cirurgiões
cēlušies	desceu
cēlušies	desceram
dzeltenais	amarelo
dzeltenais	amarelos
dzeltenais	amarela
silver	prateado
silver	silver
silver	prata
augumu	estatura
augumu	altura
oriģinālā	originais
oriģinālā	original
peldēšanas	natação
peldēšanas	nadar
pētnieku	pesquisador
pētnieku	investigadora
pētnieku	investigador
sacenšas	competir
sacenšas	competindo
sacenšas	competir
kristāliska	cristalino
kristāliska	cristalina
rasu	racial
rasu	raciais
kritēriji	critérios
kritēriji	critério
mareks	marek
svītras	listras
svītras	riscas
zēns	garoto
zēns	boy
zēns	moço
zēns	rapaz
zēns	menino
imperatore	imperatore
palestīniešu	palestiniano
palestīniešu	palestinos
palestīniešu	palestiniana
palestīniešu	palestino
palestīniešu	palestina
palestīniešu	palestinianos
paskaidrojumi	explicações
paskaidrojumi	esclarecimentos
baltastes	bulwer
sargā	guardando
brīvs	vago
brīvs	vagos
brīvs	livre
brīvs	grátis
brīvs	free
brīvs	gratuito
bagātīgi	abundante
bagātīgi	abundantes
bagātīgi	abundante
bagātīgi	abundantes
pazuda	desapareceram
pazuda	desaparecido
pazuda	sumiu
pazuda	desapareceu
iegādāts	comprou
iegādāts	comprados
iegādāts	comprada
iegādāts	adquirido
iegādāts	comprado
peldēšana	natação
peldēšana	nadar
golden	dourada
golden	dourados
golden	golden
golden	ouro
golden	dourado
alejas	galerias
līdakas	lúcio
līdakas	pike
izstrādāti	desenvolvido
izstrādāti	desenvolvidas
izstrādāti	desenvolvidos
izstrādāti	desenvolvida
izstrādāti	desenvolveu
katastrofas	calamidades
katastrofas	catástrofes
katastrofas	desastres
pavēlnieks	senhor
vienādojumu	equação
organisms	organismo
eca	tce
eca	eca
sudānas	sudanês
plānota	regulares
plānota	programada
plānota	agendada
plānota	programados
plānota	agendado
plānota	programado
plānota	planeado
plānota	planejou
plānota	planejado
plānota	planejada
plānota	planeada
slēgt	fechadura
slēgt	lock
slēgt	trancar
slēgt	cadeado
hēlija	hélio
#ff	#ff
atpazīstamību	renome
bayer	bayer
piepilsētas	suburbano
piepilsētas	suburbana
strēlnieki	arqueiros
sadalīšanas	dissecação
sadalīšanas	dividindo
piesaistīt	atraia
piesaistīt	atraem
piesaistīt	atrair
kopija	copiar
kopija	cópia
kopija	copie
balasta	encalhados
balasta	encalhado
balasta	ociosos
balasta	lastro
pievienotas	anexada
pievienotas	anexados
pievienotas	anexa
pievienotas	anexado
vīrusu	viral
vīrusu	virais
vīrusu	virus
vīrusu	vírus
būtiskas	essencial
būtiskas	essenciais
laikapstākļi	clima
laikapstākļi	tempo
laikapstākļi	meteorologia
izpratni	entendendo
izpratni	compreender
izpratni	compreendendo
izpratni	entendimento
izpratni	compreensão
laima	laima
laima	lyme
laima	lime
laima	lima
laima	cal
sulu	sumo
sulu	juice
sulu	sumos
sulu	suco
sulu	sucos
starptautisks	transnacional
starptautisks	transnacionais
asamblejas	montagem
asamblejas	assembleia
asamblejas	assembléia
omx	omx
sēdes	sentando
sēdes	sentado
sēdes	sentada
sēdes	sentados
sēdes	encontros
sēdes	reuniões
sēdes	audiências
sēdes	audições
bot	bots
vienādojums	equação
pateikt	dizer
pateikt	say
pateikt	digam
pateikt	diga
pateikt	diz
mākslīgā	artificiais
mākslīgā	artificial
akli	blind
akli	cega
akli	cego
akli	cegos
akli	cegas
akli	cegamente
pierre	pierre
regulāra	regulares
regulāra	regular
uzlabo	melhorar
uzlabo	melhoria
uzlabo	melhorando
uzlabo	melhora
uzlabo	melhorar
uzlabo	melhora
uzlabo	melhore
plāksnes	pratos
plāksnes	placas
plāksnes	chapas
plāksnes	placa
plāksnes	prato
plāksnes	chapa
kēnigsbergas	königsberg
reikenens	räikkönen
garīgais	espiritual
garīgais	espirituais
džonijs	johnny
džonijs	jonny
aptieka	farmácias
aptieka	farmácia
ronis	foca
ronis	lacre
ronis	selo
cēzara	caesar
cēzara	cesar
cēzara	césar
oksīdu	óxido
oksīdu	óxidos
juridiski	juridicamente
juridiski	legalmente
cvk	cce
absolūti	absolutamente
tēvam	pai
tēvam	padre
civilā	civil
civilā	civis
civilā	civil
civilā	civis
masīva	maciço
misisipi	mississippi
misisipi	mississipi
misisipi	mississípi
atrisināt	resolvidos
atrisināt	resolveu
atrisināt	resolvido
atrisināt	resolvi
atrisināt	resolver
atrisināt	resolve
atrisināt	solucionar
atrisināt	resolver
atrisināt	resolva
nvs	cis
nvs	ic
nvs	sci
nvs	sia
nvs	cei
datori	computadores
reģistrētas	registrada
reģistrētas	registada
reģistrētas	registrado
reģistrētas	registado
reģistrētas	registados
ieiet	entra
ieiet	entra
ieiet	insira
ieiet	enter
ieiet	entrar
drošība	seguranças
drošība	segurança
drošība	segurança
atkarību	dependência
atkarību	dependências
procesora	cpu
procesora	processador
procesora	processadores
atcelt	cancelar
atcelt	cancela
talantu	talentos
talantu	talento
zīmēšanas	desenho
zīmēšanas	desenhar
zīmēšanas	desenhando
piens	leite
vidzeme	livônia
avīzē	jornal
avīzē	jornais
tavu	seu
tavu	sua
civilās	civil
civilās	civis
civilās	civil
civilās	civis
precīzs	precisos
precīzs	exato
precīzs	exatas
precīzs	exatos
precīzs	exato
precīzs	exata
precīzs	exatas
diplomātiskās	diplomática
diplomātiskās	diplomático
diplomātiskās	diplomáticos
reperis	rapper
trauku	prato
luna	luna
lerijs	larry
parakstīšanas	assinar
parakstīšanas	assinando
parakstīšanas	assinatura
rīki	ferramentas
rīki	engrenagens
rīki	engrenagem
zonās	zonas
intervijā	entrevista
rīkles	garganta
gazols	gasol
yesno	yesno
toyota	toyota
apturēta	pausado
apturēta	suspensa
apturēta	suspensos
apturēta	suspenso
atzīmē	notes
atzīmē	anotações
atzīmē	notas
rūpnieciski	industrialmente
aicina	vocação
aicina	chamar
aicina	chamando
aicina	ligando
aicina	convites
aicina	convida
skaitļošanas	computação
skaitļošanas	informática
aizliegums	ban
aizliegums	banimento
aizliegums	banir
aizliegums	proibição
aizliegums	proibições
aizliegums	interdição
aizliegums	proibição
klārks	clarke
klārks	clark
koncepciju	conceito
vienmērīgi	uniformemente
vienmērīgi	uniformemente
ieroci	pistola
ieroci	gun
ieroci	arma
slepkavību	assassinato
slepkavību	assassínio
slepkavību	homicídio
las	las
gaga	gaga
samazinājies	caído
samazinājies	caída
samazinājies	caídos
samazinājies	recusou
samazinājies	recusada
samazinājies	recusado
šūmahers	schumacher
grenlandes	groenlândia
grenlandes	gronelândia
normandijas	normandia
garšu	gosto
garšu	sabor
garšu	provar
garšu	prove
pauda	dublado
step	step
step	passo
step	etapa
step	degrau
veikalā	loja
pašreizējie	correntes
pašreizējie	atual
pašreizējie	atuais
pašreizējie	actual
pašreizējie	corrente
procedūras	procedimentos
atlikušās	remanescente
atlikušās	restante
atlikušās	restantes
atlikušās	permanecendo
tuberkulozes	tuberculose
skeleta	esqueleto
ulrihs	ullrich
jostas	correias
jostas	cintos
porsche	porsche
zināt	conheça
zināt	saiba
zināt	sei
zināt	sabe
bazilika	basil
bazilika	basílio
bazilika	manjericão
bazilika	basílica
dala	divididas
dala	dividida
dala	dividido
dala	divididos
dala	divido
kurland	kurland
izšķilšanās	emergência
izšķilšanās	surgimento
izšķilšanās	eclosão
izšķilšanās	incubação
orientalis	orientalis
izcili	brilhante
izcili	brilhantes
izcili	pendentes
izcili	excelente
izcili	excelentes
apvienotais	fundido
apvienotais	fundidos
apvienotais	fundiu
līknes	curvas
joahims	joaquim
joahims	joachim
zebiekste	doninha
zebiekste	fuinha
konfederāciju	confederações
konfederāciju	confederação
salīdzināt	comparar
salīdzināt	compare
tiesneši	juízes
tiesneši	juizes
rex	rex
aģents	agente
chrysolina	chrysolina
žurnāliste	jornalista
romans	romana
romans	romanas
romans	roman
romans	romano
romans	romanos
pārklājas	sobreposições
pārklājas	sobreposição
pārklājas	sobreposições
elektriskais	elétricos
elektriskais	eléctricos
elektriskais	elétrica
elektriskais	elétrico
ieee	ieee
palīdzot	ajudando
palīdzot	ajudar
atpazīt	reconhecem
atpazīt	reconhecer
atpazīt	reconhece
atpazīt	reconhecível
atpazīt	reconhecíveis
atpazīt	reconhecer
atpazīt	reconhece
mergedtoprow	mergedtoprow
made	feitos
made	feita
made	feito
made	made
uzrakstīts	escrito
uzrakstīts	escritas
uzrakstīts	escritos
uzrakstīts	escrita
taisnstūra	retangular
taisnstūra	retângulo
taisnstūra	rectângulo
taisnstūra	retangular
taisnstūra	rectangular
ita}}	ita}}
deklarācijas	declarações
ūdenskritums	cachoeira
ūdenskritums	cascata
personība	identidade
personība	personalidade
intensīva	intensivos
intensīva	intensivas
intensīva	intensiva
intensīva	intenso
intensīva	intensivo
intensīva	intensa
intensīva	intensas
intensīva	intensos
intensīva	intenso
maņu	sensorial
maņu	sensoriais
pēcnācējiem	prole
pēcnācējiem	descendência
ieslodzījuma	encarceramento
ērti	convenientes
ērti	conveniente
ērti	confortável
ērti	confortáveis
amsterdamas	amsterdão
amsterdamas	amsterdam
amsterdamas	amesterdão
amsterdamas	amsterdã
modifikācija	modificação
modifikācija	modificações
gudrības	sabedoria
mute	boquinha
mute	mouth
mute	boca
mute	foz
mute	bocas
ziemeļi	norte
ziemeļi	north
sarkani	vermelhas
sarkani	vermelha
sarkani	vermelho
sarkani	vermelhos
sarkani	red
optisko	óptica
optisko	óptico
optisko	ópticos
optisko	ótica
sauss	seca
sauss	secos
sauss	secas
sauss	secar
sauss	seco
noliktava	armazém
noliktava	entreposto
sazināties	contacto
sazināties	contato
sazināties	comuniquem
sazināties	comunique
sazināties	comunicar
sazināties	comunica
praksi	praticar
praksi	prática
praksi	pratique
praksi	pratica
nodoklis	dever
nodoklis	duty
nodoklis	impostos
nodoklis	imposto
dobumu	cavidades
alvis	alvis
kandidatūru	candidatura
hop	lúpulo
hop	hop
dāma	queen
dāma	rainha
dāma	moça
dāma	senhora
dāma	dama
ražotāji	produtores
ražotāji	fabricantes
solis	step
solis	passo
solis	etapa
solis	degrau
iedzīvotājs	residente
iedzīvotājs	residentes
iedzīvotājs	morador
vērts	valendo
vērts	worth
vērts	digno
vērts	merecedor
vērts	dignos
vērts	digna
vērts	merecedores
kuģniecības	envio
kuģniecības	frete
kuģniecības	envios
kuģniecības	remessa
vakuuma	aspirador
vakuuma	vácuo
hipotēzi	hipóteses
hipotēzi	hipótese
apvienojas	funde
apvienojas	fusão
apvienojas	fundir
apvienojas	junção
apvienojas	mesclar
apvienojas	mesclagem
apvienojas	fundir
apvienojas	mesclagem
palikusi	esquerdo
palikusi	left
palikusi	esquerda
palikusi	partiu
apsūdzēja	acusado
apsūdzēja	acusada
apsūdzēja	acusadas
apsūdzēja	acusados
florida	flórida
florida	florida
matricas	matrix
matricas	matriz
kopenhāgenā	copenhague
kopenhāgenā	copenhagen
kopenhāgenā	copenhaga
luhanskas	luhansk
izīrēts	alugado
izīrēts	alugou
finansiāli	financeiramente
kaķiem	cats
kaķiem	gatos
kaķiem	gatas
arheologs	arqueólogo
laulība	casamento
laulība	matrimônio
ieviešana	implementação
ieviešana	execução
sasniegumu	conquista
manipulatoru	manipulador
atšķirties	diferem
gaz	gaz
uzskaitītas	enumerado
uzskaitītas	enumerados
uzskaitītas	enumeradas
uzskaitītas	listada
uzskaitītas	listado
uzskaitītas	enumerados
uzskaitītas	listados
nigērijas	nigeriano
nigērijas	nigéria
nigērijas	nigerianos
profesore	professor
profesore	professora
prefektūra	prefeitura
iecirknis	compartimento
tcp	tcp
muti	boquinha
muti	mouth
muti	boca
muti	foz
muti	bocas
gmbh	gmbh
fails	arquivo
fails	ficheiro
redakcijas	editorial
redakcijas	versões
gulbji	cisnes
slovēnija	eslovénia
slovēnija	eslovênia
copa	copa
peldēt	nado
peldēt	natação
peldēt	nadar
solaris	solaris
obama	obama
apdares	finalizando
apdares	terminando
apdares	acabamento
apdares	acabamentos
organizētas	organizada
organizētas	organizados
organizētas	organizado
organizētas	organizou
spuras	barbatanas
marie	marie
marie	maria
lībekas	lübeck
īzaks	isaac
dārzos	jardins
dārzos	gardens
veicinātu	foster
veicinātu	promover
veicinātu	promove
veicinātu	promova
pelēkas	cinzenta
pelēkas	cinzento
pelēkas	cinza
pelēkas	grey
pelēkas	cinzentos
pērkons	trovão
pērkons	trovões
pērkons	thunder
sabruka	ruiu
sabruka	desmoronou
sabruka	desabou
inspektors	inspector
inspektors	inspetor
ķirzakas	lagartos
likvidēt	eliminem
likvidēt	eliminar
likvidēt	elimine
dejotāja	bailarina
dejotāja	dançarino
dejotāja	dancer
dejotāja	dançarina
dejotāja	bailarino
olimpiskajā	olympic
olimpiskajā	olímpico
olimpiskajā	olímpica
olimpiskajā	olímpicos
luters	luther
luters	lutero
vāgners	wagner
kursos	cursos
tuksnesis	deserto
tuksnesis	desert
tuksnesis	desertos
atzīti	reconhecido
atzīti	reconhecidas
atzīti	reconhecidos
atzīti	reconhecida
atzīti	reconhecido
atzīti	reconheci
atzīti	reconhecidas
atzīti	reconhecidos
atzīti	reconhecida
teritoriālais	territorial
teritoriālais	territoriais
dziļš	profunda
dziļš	profundo
dziļš	deep
piesaista	atrai
piesaista	atraem
piesaista	atraia
piesaista	atraem
piesaista	atrair
žaunu	gill
dana	dana
dārziņš	jardim
dārziņš	horta
silvija	sylvia
silvija	silvia
silvija	silvia
izpildītāji	artistas
izpildītāji	artistas
pavlovs	pavlov
sausā	seca
sausā	secos
sausā	secas
sausā	secar
sausā	seco
sausā	dri
pacientiem	doentes
pacientiem	pacientes
asp	asp
vienādu	farda
vienādu	uniforme
vienādu	uniformes
izzūd	desaparece
vadims	vadim
mini	mini
sekcija	seção
sekcija	secção
sekcija	baia
sekcija	baía
sekcija	bay
adams	adams
izpaudās	manifestou
izpaudās	manifestada
izpaudās	manifestado
izpaudās	manifestadas
ethernet	ethernet
digitālā	digitais
digitālā	digital
gāzts	derrubado
gāzts	derrubada
bioloģija	biologia
eļļa	azeite
eļļa	óleo
eļļa	petróleo
eļļa	óleos
frakcija	fracção
frakcija	fração
saturēt	contenha
saturēt	conter
saturēt	contenham
saturēt	contêm
bahs	bach
atbalstītāji	partidários
atbalstītāji	apoiantes
atbalstītāji	apoiadores
atbalstītāji	adeptos
definīcija	definição
labāks	melhor
labāks	melhores
palīgā	socorro
palīgā	ajude
palīgā	ajudar
palīgā	ajuda
dzīvsudraba	mercury
dzīvsudraba	mercúrio
fiksēts	fixo
fiksēts	fixas
fiksēts	fixos
fiksēts	corrigido
fiksēts	fixa
mākslīgais	artificiais
mākslīgais	artificial
lādiņu	projétil
lādiņu	projéctil
cieņu	dignidade
cauna	marten
paplašināta	estendida
paplašināta	prolongado
paplašināta	estendido
paplašināta	alargado
paplašināta	alargada
paplašināta	ampliado
paplašināta	ampliada
paplašināta	alargado
paplašināta	expandido
paplašināta	ampliado
paplašināta	expandida
paplašināta	expandiu
veselas	inteiras
veselas	inteiros
veselas	inteiro
apvalks	túnica
falco	falco
frakciju	facção
biļetes	passagens
biļetes	ingressos
biļetes	bilhetes
dimantu	diamond
dimantu	diamante
dimantu	diamantes
izplatīšanās	propagação
izplatīšanās	repartição
izplatīšanās	distribuição
izplatīšanās	espalhe
izplatīšanās	propagação
izplatīšanās	espalhar
izplatīšanās	espalhando
izplatīšanās	espalhar
atveres	portabilidade
atveres	aberturas
nikolass	nicolás
nikolass	nicholas
nikolass	nicolau
gadījuma	aleatoriamente
gadījuma	random
gadījuma	aleatório
gadījuma	aleatória
gadījuma	aleatórios
gadījuma	informal
gadījuma	casual
gadījuma	casuais
utype	utype
amerikāņi	americanos
tīra	puras
tīra	pura
tīra	puro
tīra	puros
tīra	pure
tīra	limpo
tīra	limpe
tīra	limpar
tīra	limpa
baumas	rumores
baumas	boatos
baumas	rumores
baumas	boato
baumas	rumor
izabella	isabel
izabella	isabella
izabella	isabela
izabella	isabelle
prāga	praga
nogulumu	sedimentar
nieres	rins
nieres	rim
nieres	rins
pasākuma	medir
pasākuma	mede
pasākuma	medida
patērē	consumidas
patērē	consumida
patērē	consumido
patērē	consumidos
patērē	consumir
patērē	consumindo
patērē	consumir
patērē	consomem
patērē	consome
patērē	consome
zālamana	solomon
zālamana	salomão
apsūdzēts	acusado
apsūdzēts	acusada
apsūdzēts	acusadas
apsūdzēts	acusados
reklāma	publicidade
reklāma	publicidade
vikingi	vikings
sidnejas	sidney
sidnejas	sydney
munīcijas	munições
munīcijas	munição
plānā	plano
plānā	plan
plānā	planejar
muguru	costas
muguru	volta
muguru	voltar
mūris	parede
mūris	muro
mūris	mural
mūris	muralha
apzīmējumi	termos
apzīmējumi	legend
apzīmējumi	lenda
apzīmējumi	legenda
porto	porto
gravenhorst	gravenhorst
turēt	segure
turēt	hold
turēt	segurar
turēt	segura
turēt	mantenha
turēt	continue
turēt	continuem
turēt	manter
polo	polo
polo	pólo
laivas	barcos
ģenētiski	geneticamente
interscope	interscope
svētdienas	domingos
mainsnak	mainsnak
vasalis	vassalo
eksperimenti	experimentando
eksperimenti	experiências
eksperimenti	experimentos
eksperimenti	experimentação
eksperimenti	experimentação
ievada	introdutória
clippers	clippers
leonards	léonard
leonards	leonardo
leonards	leonard
atpūta	recriação
atpūta	recreação
atpūta	lazer
atpūta	repouso
atpūta	descansa
atpūta	resto
atpūta	descansar
atpūta	descanse
atpūta	descanso
nirnbergas	nuremberga
nirnbergas	nuremberg
dzemdes	útero
dzemdes	uterina
dzemdes	útero
dzemdes	ventre
saimnieki	mestres
saimnieki	masters
saimnieki	mestrado
saimnieki	anfitriões
saimnieki	exércitos
tarkovskis	tarkovski
gods	honra
gods	honra
gods	honor
skaļi	alto
skaļi	barulhenta
skaļi	barulhento
algu	salário
algu	salário
pretojās	resistiu
pretojās	resisti
pretojās	resistido
veru	võru
uzplaukums	boom
uzplaukums	bum
piramīdas	pirâmide
piramīdas	pirâmides
augstākas	superior
publikācija	publicação
publikācija	publicar
publikācija	edição
publikācija	publicação
publikācija	publicando
gps	gps
elo	elo
risinājumi	soluções
teju	quase
uzraudzības	vigilância
tīrs	puras
tīrs	pura
tīrs	puro
tīrs	puros
tīrs	pure
tīrs	limpo
tīrs	limpe
tīrs	limpar
tīrs	limpa
konflikti	conflitos
konflikti	conflito
konflikti	conflitos
sārmu	alcalinos
sārmu	alcalina
sārmu	alcalino
sārmu	alcalino
sārmu	alcalinos
sārmu	alcalina
mijiedarbība	interação
mijiedarbība	interacção
mijiedarbība	interações
mijiedarbība	interacções
kritiski	críticas
kritiski	crítico
kritiski	critica
kritiski	críticos
kritiski	crítica
markss	marx
tulkots	traduzida
tulkots	traduzidas
tulkots	traduzido
nintendo	nintendo
jfk	jfk
sertificēts	certificadas
sertificēts	certificados
sertificēts	certificado
sertificēts	certificada
internazionale	internazionale
izvietot	implantar
piecpadsmit	fifteen
piecpadsmit	quinze
mācīja	ensinei
mācīja	ensinou
mācīja	ensinada
mācīja	ensinado
mācīja	ensinados
tipiski	normalmente
tipiski	tipicamente
tipiski	típico
tipiski	típicas
tipiski	típicos
tipiski	típica
teritoriāli	territorialmente
spartaks	spartacus
laukiem	fields
laukiem	campos
blīvi	densamente
urālu	ural
urālu	urais
mir	mir
sems	sam
viltus	falsa
viltus	false
viltus	falsas
viltus	falsos
viltus	falso
viltus	falsa
viltus	falsos
viltus	falso
viltus	fake
apmaiņā	intercâmbio
maisījums	mistura
maisījums	mix
maisījums	mixagem
maisījums	misture
maisījums	misturar
maisījums	mistura
maisījums	mistura
maisījums	misturar
dalīšanās	partilhar
dalīšanās	compartilhamento
dalīšanās	compartilhando
dalīšanās	compartilhar
dalīšanās	partilha
automašīna	carro
automašīna	automóvel
pievienojies	participe
pievienojies	aderir
pievienojies	juntar
pievienojies	participar
extra	figurante
extra	extra
lēna	lena
lēna	slow
lēna	lento
lēna	lenta
lēna	devagar
plānus	planos
aizstāvji	defesas
aizstāvji	defensores
amsterdamā	amsterdão
amsterdamā	amsterdam
amsterdamā	amesterdão
amsterdamā	amsterdã
sīrija	síria
jaunieši	jovens
jaunieši	juventude
milzīgs	enormes
milzīgs	enorme
milzīgs	tremendo
milzīgs	tremenda
adatas	agulha
adatas	agulhas
adatas	agulhas
tūre	tour
novērtēt	avalie
novērtēt	avaliar
novērtēt	avalie
novērtēt	avaliar
novērtēt	avalia
novērtēt	apreciando
intensitāte	intensidade
intensitāte	intensidades
ovis	ovis
jūdžu	milha
kļūmes	fracassos
kļūmes	falhas
tulkojumi	traduções
allmusic	allmusic
sajūta	sentimento
sajūta	sentindo
sajūta	sensação
sajūta	feeling
aizdomas	suspeita
aizdomas	suspeito
aizdomas	suspeitos
aizdomas	suspeita
aizdomas	suspeitas
aizdomas	suspeitas
unikāls	únicos
unikāls	único
unikāls	única
unikāls	únicas
tic	tique
tic	tic
daina	daina
domāja	pensei
domāja	pensamento
domāja	pensado
domāja	pensou
pretinieki	adversários
pretinieki	oponentes
pretinieki	opositores
pretinieki	inimigos
pretinieki	inimigas
alba	alba
garsija	garcia
indes	venenos
pieaugušiem	adultos
keita	kate
vienkāršā	simple
vienkāršā	simples
vienkāršā	elementar
drēzdenes	dresden
cieš	sofrendo
cieš	sofrimentos
cieš	sofrimento
cieš	sofrer
cieš	sofre
cieš	sofra
cieš	sofrem
sitiens	shot
sitiens	tiro
sitiens	baleado
pasliktinājās	piorou
pasliktinājās	deteriorado
pasliktinājās	deteriorou
adrijas	adriático
zemāks	lower
zemāks	inferior
stratēģiski	estrategicamente
stratēģiski	estratégico
stratēģiski	estratégica
stratēģiski	estratégicos
haizivs	tubarões
haizivs	shark
haizivs	tubarão
kabeļu	cabo
kabeļu	cable
kabeļu	cabos
interjera	interior
interjera	interiores
linga	linga
apmatojums	hair
apmatojums	cabelos
apmatojums	pêlo
apmatojums	cabelo
sadalīšanās	particionamento
sadalīšanās	decomposição
hornets	vespas
itunes	itunes
lūdz	pede
lūdz	solicitando
cola	cola
stadija	palco
stadija	etapa
apsūdzības	acusação
apsūdzības	acusações
mantu	droga
rīks	ferramenta
lexikon	lexikon
cerēja	esperava
lokomotīvju	locomotiva
komunisti	comunistas
ģeogrāfisko	geográficos
ģeogrāfisko	geográfico
ģeogrāfisko	geográfica
imperatori	imperadores
xml	xml
gruzija	georgia
gruzija	geórgia
veģetācijas	vegetação
imdb	imdb
vakaros	noites
panda	panda
zīmols	brand
zīmols	marca
būtnes	seres
degviela	combustível
