експонатів	pameran
воїн	prajurit
воїн	warrior
воїн	pejuang
уельс	wales
хата	treehouse
духовні	spiritual
духовні	rohani
розробник	pengembang
розробник	developer
янг	muda
янг	young
янг	mudanya
шостий	keenam
шостий	sixth
вісь	sumbu
вісь	axis
єврейська	yahudi
єврейська	ibrani
колон	usus
податок	pajak
податок	tax
прокурора	pengacara
прокурора	jaksa
рядка	line
рядка	baris
рядка	garis
гранд	grandes
гранд	grande
гранд	grand
сталін	stalin
дует	duet
секція	daerah
секція	bagian
секція	seksi
латинська	latin
шахтар	shakhtar
шахтар	penambang
адаптації	adaptasi
позначені	ditandai
колеги	kolega
колеги	rekan
підтримати	dukungan
підтримати	dukung
підтримати	support
підтримати	mendukung
дзеркала	cermin
дзеркала	mirror
штучні	artifisial
штучні	buatan
публікація	cerita
публікація	story
публікація	berita
публікація	kisah
публікація	publikasi
публікація	penerbitan
публікація	terbitan
публікація	posting
публікація	mengirim
публікація	mengirimkan
публікація	penerbit
публікація	terbitan
публікація	penerbitan
публікація	publikasi
публікація	menerbitkan
едмонтон	edmonton
здійснюються	dioperasikan
здійснюються	dioperasi
адріан	adriaen
адріан	hadrian
адріан	adrian
якесь	some
якесь	beberapa
італію	italy
італію	italia
кора	kerak
кора	kora
кора	cora
спалили	terbakar
спалили	dibakar
ядер	kernel
звіти	laporan
спеціалізовані	spesialis
надгробок	nisan
правосуддя	keadilan
сміття	sampah
сміття	sampah
пор	pelabuhan
пор	dermaga
пор	port
природним	alami
колесо	roda
колесо	ban
юлій	julius
враховувати	pertimbangan
бразильський	amazon
приток	tributaries
череп	tengkorak
череп	skull
захоплені	direbut
захоплені	tertangkap
захоплені	ditangkap
вгорі	upper
вгорі	atas
вгорі	top
вгорі	puncak
вгорі	teratas
коричневі	brown
коричневі	coklat
колона	kolom
колона	colonna
рідкісний	langka
рідкісний	rare
рідкісний	jarang
піднімається	rising
піднімається	bangkit
купол	kubah
купол	dome
передбачав	prediksi
передбачав	memprediksi
передбачав	diprediksi
передбачав	meramalkan
почути	mendengar
почути	hear
почути	dengarlah
лео	leo
жорстоко	kejam
жорстоко	kejamnya
валя	valea
мандрівник	pengembara
мандрівник	wisatawan
мандрівник	musafir
мандрівник	traveler
мандрівник	pelancong
мандрівник	wisatawan
мандрівник	traveller
мандрівник	musafir
мандрівник	pengembara
мандрівник	pengelana
барі	bari
грані	aspek
багатства	harta
багатства	kekayaan
худ	kerudung
худ	tudung
худ	hood
тренування	berlatih
тренування	latihan
тренування	pelatihan
тренування	berlatih
мільйон	juta
мільйон	million
мільйон	sejuta
малювання	melukis
малювання	lukisan
малювання	gambar
малювання	menggambar
сімейство	keluarga
сімейство	family
сімейство	famili
прийоми	tipuan
прийоми	trik
аполлон	apollo
рафаель	raphael
рафаель	halmahera
рафаель	rafael
рафаель	raphaël
урану	uranium
дума	duma
перевагою	keuntungan
перевагою	keunggulan
судова	forensik
зібрано	membangun
зібрано	dibangun
зібрано	built
зібрано	dikompilasi
зібрано	dikumpulkan
зібрано	berkumpul
зібрано	dikelompokkan
зібрано	dikumpulkan
переконати	yakinkan
переконати	meyakinkan
розлучення	perceraian
розлучення	bercerai
виключення	dikecualikan
виключення	pengecualian
виключення	terkecuali
виключення	eksepsi
пен	peng
пен	peniti
пен	pin
пен	sematkan
пен	pin
сервера	cervera
сервера	server
люфтваффе	luftwaffe
штучно	artifisial
штучно	fiksi
штучно	fiktif
фотограф	photographer
фотограф	fotografer
стрічку	penanda
стрічку	ticker
стрічку	pita
стрічку	rekaman
стрічку	tape
ставків	cache
попит	menuntut
попит	permintaan
попит	demand
крайній	porno
винахід	penemuan
змінилася	diubah
змінилася	berubah
записати	tulis
записати	menulis
записати	tulislah
записати	rekor
записати	rekam
записати	record
записати	terbakar
записати	membakar
записати	burn
записати	bakar
куби	cuba
куби	kuba
уникати	hindari
уникати	menghindari
звільнено	ditembakkan
звільнено	dipecat
звільнено	pecat
звільнено	memecat
звільнено	dibebaskan
албанія	albania
туристичний	wisatawan
туристичний	turis
підручники	tutorial
дружба	persahabatan
дружба	persahabatan
дружба	pertemanan
чорногорія	montenegro
венера	venus
айрес	aires
зменшує	mengurangi
могилу	kubur
могилу	kuburan
могилу	makam
підключення	menyambung
підключення	menyambungkan
підключення	menghubungkan
підключення	terhubung
комбінації	kombinasi
поліцейський	polisi
поліцейський	cop
дам	dame
поверхонь	permukaan
конкретно	khususnya
курорт	resort
курорт	resor
позитивний	positive
позитивний	positif
туніс	tunisia
туніс	tunis
чай	teh
чай	tea
кримінальні	pidana
кримінальні	kriminal
кримінальні	criminal
кримінальні	penjahat
вірус	virus
зосереджені	berkonsentrasi
висловлювання	output
висловлювання	keluaran
розрив	istirahat
розрив	break
розрив	kesenjangan
розрив	celah
розрив	gap
куля	bola
куля	lingkup
куля	peluru
куля	bullet
куля	bulet
легенд	legends
легенд	legenda
органічні	organic
органічні	organik
підприємців	pengusaha
ресторан	restoran
цілу	keseluruhan
цілу	whole
цілу	utuh
підняття	membesarkan
згоду	persetujuan
згоду	persetujuan
зростанням	menjulang
зростанням	menaik
коричневий	brown
коричневий	coklat
каф	caf
ірані	irani
археологічний	arkeologi
археологічний	purbakala
коробки	kotak
лави	lahar
лави	lava
шкода	kasihan
шкода	maaf
шкода	penyesalan
шкода	menyesal
шкода	menyesali
шкода	sebal
делла	della
фарби	paint
фарби	cat
сформовано	dibentuk
сформовано	terbentuk
собака	anjing
собака	dog
повернули	turning
шолом	helm
пропаганда	propaganda
таджикистану	tajikistan
записані	tertulis
записані	ditulis
шевчук	shevchuk
впливати	pengaruhi
впливати	amaliah
впливати	memengaruhi
впливати	mempengaruhi
впливати	pengaruhi
впливати	memengaruhi
впливати	pengaruh
швейцарський	swiss
сильних	diberdayakan
підприємстві	fasilitas
лікуванні	perlakukan
лікуванні	mengobati
ліцензію	lisensi
ліцензію	lisensi
ліцензію	sim
курт	kurt
курт	curt
сумнів	meragukan
сумнів	keraguan
сумнів	ragukan
сумнів	ragu
змішані	mixed
змішані	bercampur
змішані	campuran
змішані	campur
підтверджено	terkonfirmasi
підтверджено	konfirmasi
підтверджено	dikonfirmasi
підтверджено	dikonfirmasikan
підтверджено	disetujui
індивідуальні	individu
індивідуальні	individual
індивідуальні	perorangan
кримські	krimea
заарештовано	ditahan
заарештовано	ditangkap
альтернативний	alternative
альтернативний	alternatif
альтернативний	alternative
альтернативний	alternatif
континенту	benua
ванкувер	vancouver
небесної	surgawi
небесної	kahyangan
зла	kejahatan
зла	jahat
зла	evil
траса	lacak
траса	trace
траса	jejak
встановлює	set
чекає	menanti
заслуговує	layak
холодна	cold
холодна	kedinginan
холодна	dingin
фільтр	filter
фільтр	penyaring
фільтр	saring
фільтр	saringan
сильна	tegar
сильна	strong
сильна	kuat
мера	walikota
мера	mayor
важливості	pentingnya
репертуар	repertoar
ваз	vaz
ваз	vas
ваз	guci
ярмарок	adil
ярмарок	fair
ліцензія	lisensi
ліцензія	lisensi
ліцензія	sim
геть	jauh
геть	away
геть	menjauh
пісок	sand
пісок	pasir
пісок	papak
пера	pera
пера	bulu
гірше	buruk
ворог	enemy
ворог	musuh
невдало	gagal
девіз	motto
девіз	moto
лицарі	ksatria
лицарі	knights
лицарі	kesatria
тривалості	kelalaian
часті	sering
спокійно	rileks
спокійно	santai
завершити	selesaikan
завершити	finish
завершити	akhiri
завершити	end
завершити	akhir
завершити	melengkapi
завершити	lengkapi
завершити	selesaikan
завершити	komplit
завершити	lengkap
підняти	angkat
підняти	lift
підняти	angkat
підняти	naikkan
підняти	galang
розквіт	mekar
змінні	variabel
чоловічу	kedewasaan
чоловічу	kejantanan
клер	claire
клер	clair
нікого	anyone
нікого	siapapun
террі	terry
раннє	early
раннє	dini
раннє	awal
задня	posterior
вибрана	dipilih
вибрана	terpilih
інфраструктура	prasarana
інфраструктура	infrastruktur
реконструкцію	merombak
присвячено	didedikasikan
присвячено	berdedikasi
спорядження	ransel
спорядження	gear
кіото	kyoto
продюсери	produsen
продюсери	produser
навчальної	tutorial
математичної	matematika
реалізувати	terapkan
наміри	niat
черепаха	turtle
черепаха	penyu
синонім	sinonim
пропонував	kontribusi
кінематограф	sinematografi
кінематограф	cinema
кінематограф	bioskop
кінематограф	sinema
страв	piring
стік	gorong
браян	brian
браян	bryan
гільдії	guild
рон	rhône
рон	ron
ілюстрація	ilustrasi
схему	framework
схему	skema
традиційна	traditional
традиційна	tradisional
знайдена	memuja
знайдена	menyembah
знайдена	beribadah
симон	simon
залізний	besi
залізний	iron
якоб	jacob
якоб	yakub
якоб	jakob
воскресіння	kebangkitan
рукописи	manuskrip
рукописи	naskah
збираються	gathering
збираються	mengumpulkan
збираються	kumpul
збираються	pengumpulan
видати	pengosongan
видати	debit
видати	diperas
мовні	linguistik
привілеї	keistimewaan
фраза	frase
фраза	frasa
міфи	mitos
фольклор	kaum
фольклор	rakyat
фольклор	folk
будівельник	builder
будівельник	pembangun
скарби	harta
рання	early
рання	dini
рання	awal
джейсон	jason
комерційного	komersial
комерційного	komersil
юліан	julian
анатомія	anatomi
федеральний	federal
тед	ted
польщу	polandia
керрі	kerry
керрі	carrie
польовий	arvense
страйк	mogok
страйк	strike
страйк	serang
страйк	coret
платівки	catatan
платівки	rekor
платівки	records
рибу	ikan
оригінал	asli
оригінал	original
тихий	pacific
тихий	pasifik
відмова	gagal
відмова	kegagalan
камер	kamera
себастьян	sebastian
єзуїтів	jesuit
постійна	constant
постійна	konstanta
постійна	konstan
кулемета	minigun
євгеній	eugene
хоп	hop
підвищити	naikkan
підвищити	tingkatkan
підвищити	meningkat
підвищити	meningkatkan
підвищити	peningkatan
змії	ular
змії	ular
безпосередній	immediate
провідник	pedoman
провідник	panduan
провідник	pemandu
провідник	kondektur
провідник	konduktor
партизан	gerilyawan
партизан	partisan
допомагали	terbantu
допомагали	dibantu
аграрної	agraria
ютери	mesin
мільярдів	milyar
мільярдів	miliar
протести	protes
ельзас	alsace
шеф	chef
шеф	koki
шеф	chief
шеф	ketua
шеф	kepala
завтра	besok
завтра	esok
завтра	tomorrow
обряд	rite
обряд	ritus
боксери	petinju
боксери	boxer
жозеф	yusuf
жозеф	joseph
зупинка	menghentikan
зупинка	dihentikan
зупинка	terhenti
зупинка	berhenti
зупинка	stop
допомагати	menolong
допомагати	membantu
дзвін	lonceng
дзвін	bells
дзвін	lonceng
дзвін	belle
дзвін	bel
дзвін	bell
проміжок	interval
проміжок	spasi
удари	ketuk
удари	keran
удари	ketukan
холодний	cold
холодний	kedinginan
холодний	dingin
кавалерії	kavaleri
сорок	forty
вантажний	pengangkutan
вантажний	angkutan
епізоди	episode
відпочинок	rekreasi
відпочинок	istirahat
відпочинок	beristirahat
автомат	mesin
автомат	automaton
апостол	rasul
липа	lipa
липа	tilia
калію	kalium
пилип	filipp
цифр	digit
змінився	diubah
змінився	berubah
замінено	tergantikan
замінено	digantikan
замінено	diganti
пів	separuh
пів	setengahnya
пів	half
пів	setengah
спираючись	bersandar
спираючись	dekapan
подвійний	double
подвійний	ganda
подвійний	dobel
подвійний	gandakan
подвійний	dual
товариш	kamerad
відверто	memukul
вирішують	tekad
нараховується	diberikan
нараховується	dianugerahi
сортування	urut
сортування	urutkan
сортування	mengurutkan
сортування	menyortir
сортування	pengurutan
розробок	perkembangan
організми	organisme
красний	krasny
десант	serbu
десант	serangan
десант	penyerangan
місій	misi
путін	putin
кравчук	kravchuk
юридичні	hukum
юридичні	sah
юридичні	legal
труси	celana
труси	celana
труси	petinju
труси	boxer
пишеться	spell
пишеться	mantra
пишеться	eja
пишеться	dieja
організували	diatur
барбара	barbara
виняток	pengecualian
виняток	terkecuali
виняток	eksepsi
законодавчих	legislatif
колу	coke
колу	kokain
колу	kola
сосни	pines
павільйон	paviliun
павільйон	pavilion
копіювання	menyalin
копіювання	copy
копіювання	salin
копіювання	salinan
копіювання	menyalin
копіювання	penyalinan
подарунок	hadiah
подарунок	pemberian
подарунок	kado
подарунок	sajikan
подарунок	hadir
подарунок	present
шляхтич	gentilhomme
буркіна	burkina
польова	arvense
блиск	shine
блиск	bersinar
обстеження	dievaluasi
осип	osip
продати	jual
продати	sell
продати	menjual
аркадій	arkady
помічника	pembantu
помічника	asisten
стамбул	istanbul
рівність	persamaan
рівність	kesetaraan
захоплено	menangkap
захоплено	diserbu
захоплено	menginvasi
захоплено	menyerbu
фаза	fase
відчуває	indera
відчуває	indra
прочитати	bacalah
прочитати	baca
прочитати	read
прочитати	dibaca
прочитати	membaca
мовознавство	linguistik
електроніка	elektronika
електроніка	electronics
електроніка	elektronik
електроніка	elektronika
електроніка	electronic
електроніка	elektronik
зімбабве	zimbabwe
координації	koordinasi
перетворити	mengkonversi
перетворити	mengonversi
перетворити	konversi
перетворити	transformasi
перетворити	mengubah
зварювання	las
ескадрильї	skuadron
дизайнер	perancang
дизайнер	designer
дизайнер	desainer
цинку	seng
узагальнення	generalisasi
комуністи	komunis
судові	court
судові	sidang
судові	pengadilan
судові	mahkamah
ленін	lenin
болгарський	bulgaria
говорили	berbicara
фрукти	buah
фрукти	buah
марсі	marcy
міф	mitos
промені	balok
промені	sinar
партнер	partner
партнер	mitra
партнер	pasangan
партнер	rekan
дельта	delta
чудовий	wonderful
чудовий	indah
очікування	waiting
очікування	menunggu
очікування	menanti
налаштування	setup
налаштування	penyiapan
налаштування	pengaturan
налаштування	konfigurasi
налаштування	preferensi
налаштування	setingan
налаштування	mengkonfigurasi
налаштування	pengaturan
рушій	engine
рушій	mesin
навички	keahlian
навички	skill
навички	keterampilan
рядовий	pvt
зустрічей	rapat
зустрічей	pertemuan
діалог	pertanyaan
діалог	kueri
діалог	dialog
діалог	dialog
едо	edo
порошенко	poroshenko
купити	pembelian
купити	membeli
купити	beli
купити	membeli
олесь	ales
геральдика	heraldik
цивільний	civil
цивільний	sipil
цивільний	perdata
цивільний	sipil
принцеси	putri
доставки	pengiriman
доставки	perkapalan
неволі	bersuka
неволі	bergembiralah
неволі	bersukacita
неволі	bergembira
неволі	bersukacitalah
практичне	praktis
завершується	berakhir
завершується	ending
завершується	berakhiran
завершується	mengakhiri
завершується	berakhir
редакторів	penyunting
редакторів	redaksi
редакторів	editor
організаціях	lsm
шини	ban
шини	bus
шини	bis
продовжили	dilanjutkan
передумови	persyaratan
переробка	recycle
дане	dane
житель	warga
житель	citizen
брокгауза	efron
демократичний	demokratik
демократичний	demokratis
демократичний	demokrat
демократичний	demokrasi
демократичний	demokrat
сирія	syria
сирія	suriah
індіана	indiana
боже	gosh
боже	god
боже	tuhan
боже	allah
прикрашені	dihiasi
ситуаціях	situasi
зараження	terinfeksi
зараження	kejatuhan
форд	ford
фірмі	firma
фірмі	teguh
фірмі	tegas
юхимович	rasputin
лід	memimpin
лід	prospek
лід	pimpin
лід	lead
лід	ice
лід	es
мор	maure
помітні	mencolok
соціалістів	sosialis
дунай	danube
дунай	donau
демо	demo
прибрати	bersihkan
прибрати	bersih
прибрати	clean
прибрати	buang
прибрати	hapus
прибрати	menghapus
прибрати	hilangkan
палаті	ward
палаті	bangsal
нагірно	nagorno
темний	dark
темний	gelap
темний	kegelapan
мусульмани	muslim
мусульмани	muslim
видобування	ekstraksi
видобування	pencabutan
видобування	ripper
видобування	merobek
видобування	menyobek
видобування	mengekstrak
облога	pengepungan
облога	mengepung
облога	kepung
ходів	moves
ніколас	nicholas
брами	gates
брами	gerbang
уфа	ufa
баррі	barry
лувр	louvre
фішер	fisher
фішер	fischer
додаткова	kelebihan
додаткова	ekstra
додаткова	tambahan
додаткова	extra
додаткова	supplemental
припинено	digagalkan
припинено	dibatalkan
припинено	menggugurkan
казані	kazan
гарно	nice
перетворено	dikonversi
перетворено	mengonversi
геологічних	geologis
перекласти	menerjemahkan
перекласти	terjemahkan
перекласти	translate
корі	corey
корі	cory
корі	cori
трудові	buruh
перемагає	memenangkan
перемагає	menang
груди	chest
груди	dada
груди	payudara
груди	dada
груди	breast
чекати	tunggu
чекати	wait
допоміжні	asisten
вченим	cendekia
вченим	sarjana
вченим	terpelajar
вченим	cendekiawan
птаха	bird
птаха	burung
стадія	pentas
стадія	tahap
стадія	panggung
стадія	stage
повідомили	diinformasikan
ззовні	eksternal
ззовні	luar
ззовні	diluar
рейд	rahmatullah
рейд	raid
рейд	serbuan
пояснив	diluruskan
пояснив	dijelaskan
пояснив	menjelaskan
автоматична	automatic
автоматична	otomatis
партизани	gerilyawan
партизани	gerilyawan
отвори	lubang
сухі	dry
сухі	mengeringkan
сухі	kering
сухі	keringkan
поповнення	penggantian
поповнення	pasukan
жива	hidup
жива	alive
фасо	faso
фізично	fisik
дивитися	menonton
дивитися	watch
дивитися	tonton
дивитися	nonton
дивитися	menonton
дивитися	watching
ставлять	breed
ставлять	biak
жанна	jeanne
таємниця	misteri
таємниця	mystery
таємниця	rahasia
таємниця	secret
таємниця	kerahasiaan
творців	pembuat
застосувати	terapkan
печер	gua
коротко	ringkas
коротко	singkat
коротко	brief
вагон	wagon
вагон	gerobak
тяжко	susah
тяжко	hard
тяжко	keras
тяжко	keperawatan
тяжко	perawat
тяжко	menyusui
тяжко	nursing
потрібний	bobs
ректора	rektor
молодша	younger
молодша	muda
описи	deskripsi
куб	cube
куб	kubus
напали	menyerang
напали	diserang
універсальний	bersatu
універсальний	unified
універсальний	universal
подивитися	lihat
подивитися	menonton
подивитися	watch
подивитися	tonton
подивитися	look
подивитися	lihat
подивитися	lihatlah
процесори	pengolah
процесори	prosesor
очікується	diduga
очікується	diharapkan
очікується	menduga
очікується	mengharapkan
очікується	ditunda
очікується	tertunda
очікується	menunggu
очікується	pending
матвій	matius
матвій	matthew
печерської	benteng
членство	keanggotaan
оригінальне	asli
оригінальне	original
звернутися	konsultasi
звернутися	berkonsultasi
звернутися	konsultan
повітряна	udara
повітряна	udara
повітряна	air
подають	dilayani
подають	dihidangkan
подають	disajikan
подають	melayani
битв	battlefield
ірак	irak
гомер	homer
орда	gerombolan
смирнов	smirnov
пострілів	tembakan
пострілів	shots
тінь	bayangan
тінь	shadow
тінь	bayang
переглянути	jelajahi
переглянути	jelajah
переглянути	ramban
переглянути	tinjauan
переглянути	review
переглянути	tinjau
переглянути	ulasan
переглянути	ulas
переглянути	meninjau
переглянути	lihat
переглянути	melihat
переглянути	tampilan
переглянути	lihat
антологія	antologi
започаткував	melembagakan
інтенсивність	intensitas
інтенсивність	kekuatan
поклав	disetorkan
християни	christian
християни	kristiani
християни	kristen
християни	nasrani
християни	kristen
паша	pasha
викрадення	menculik
викрадення	penculikan
знімок	snapshot
знімок	kilasan
пилипович	turko
сусідів	sekamar
горами	numpuk
олівер	oliver
фундамент	foundation
фундамент	fondasi
фундамент	yayasan
фундамент	pondasi
окреме	terpisah
окреме	pisahkan
окреме	memisahkan
окреме	dipisah
позов	gugatan
оподаткування	perpajakan
ходити	berjalan
ходити	walking
заборонені	terlarang
заборонені	dilarang
заборонені	blacklist
хоккайдо	hokkaido
волтер	walter
орест	orestes
ключі	keys
ключі	kunci
ключі	key
ключі	token
салоні	pondok
салоні	kabin
землеробство	pertanian
бак	buck
бак	kudaan
бак	bak
бак	bac
самка	permpuan
самка	female
самка	betina
самка	perempuan
таблиць	meja
таблиць	tabel
гарольд	harold
турин	torino
скрізь	kemanapun
приєднатися	bergabung
приєднатися	gabung
приєднатися	bergabunglah
приєднатися	join
меблі	perabotan
меблі	mebel
меблі	perabot
меблі	furnitur
меблі	furniture
відзначено	mengindikasikan
відзначено	menandakan
відзначено	menunjukkan
платон	plato
грудей	payudara
грудей	dada
грудей	breast
збережені	tersimpan
збережені	disimpan
збережені	diselamatkan
сенатор	senator
гітари	harmonisa
буш	semak
буш	bush
глибокий	sedalam
глибокий	mendalam
глибокий	deep
просте	simple
просте	simpel
просте	sederhana
хутро	bulu
зареєстрований	didaftarkan
зареєстрований	terdaftar
іванова	ivanova
чеської	ceko
дано	dano
дано	diberikan
дано	diberi
посадку	landing
посадку	pendaratan
посадку	mendarat
скандал	skandal
скандал	scandal
скандал	skandal
арабські	arab
арабські	arabic
кей	kay
реп	rep
реп	rap
подальшим	pengekangan
астронавти	astronot
обеліск	obelisk
збирає	mengoleksi
збирає	mengumpulkan
збирає	membangun
референдум	referendum
патент	paten
супер	super
аматорів	amatiran
аматорів	amatir
їсти	makan
їсти	makan
їсти	eat
їсти	makanlah
відправлення	pemberangkatan
відправлення	keberangkatan
відправлення	keberangkatan
зручності	kenyamanan
прихід	kedatangan
прихід	timbulnya
чверть	triwulan
чверть	quarter
чверть	kuartal
чверть	seperempat
протест	keberatan
протест	protes
фермі	fermi
інтенсивно	intens
інтенсивно	menegangkan
меню	menu
меню	menunya
меню	menu
меню	enu
брюссель	brussels
брюссель	brussel
забезпечувати	memadai
яйце	egg
яйце	telur
боснія	bosnia
турецькі	turki
турецькі	turkish
побачила	gergaji
побачила	saw
складна	susah
складна	hard
складна	keras
владимир	vladimir
сир	cheese
сир	keju
трилер	thriller
путіна	putin
півфіналі	semifinal
всесвітньо	terkenal
сніг	salju
сніг	bersalju
сніг	salju
сніг	snow
необхідним	diperlukan
необхідним	perlu
мануель	manuel
луганський	lugansk
дейв	dave
вілен	vilaine
візит	kunjungi
візит	kunjungan
візит	mengunjungi
чинний	valid
чинний	sah
чинний	validitas
чинний	keabsahan
напої	minuman
напої	minumlah
напої	minum
напої	minuman
напої	minum
збирають	memanen
збирають	panen
попович	popović
куль	peluru
куль	bulet
співає	bernyanyi
співає	dancin
співає	menyanyi
співає	bernyanyi
діалектів	dialek
попередніми	prabayar
альфонсо	alfonso
класичні	klasik
класичні	classic
картах	maps
картах	peta
грант	kabulkan
грант	hibah
грант	grant
співав	sang
фінансова	financial
фінансова	keuangan
фінансова	finansial
жук	kumbang
надані	asalkan
надані	disediakan
ведмідь	beruang
ведмідь	pikul
ведмідь	bear
сьомий	ketujuh
сьомий	seventh
протока	selat
імператриця	permaisuri
імператриця	maharani
контролює	kontrol
контролює	mengontrol
контролює	kendali
ісландія	islandia
компаніями	bisnis
компаніями	perusahaan
еро	hérault
логічно	logis
анджей	andrzej
вдова	janda
кан	kang
кан	kahn
кан	kan
ботаніка	botani
надійності	keandalan
сов	sauve
грін	greene
фрази	frase
фрази	terjemahan
фрази	frasa
символіка	simbol
символіка	simbolisme
суха	dry
суха	mengeringkan
суха	kering
суха	keringkan
нормандії	normandie
гая	gaia
розрахунків	pemukiman
розрахунків	permukiman
негативний	negative
негативний	negatif
звернув	membelok
звернув	meliuk
вказівки	bimbingan
вказівки	pedoman
вказівки	panduan
вказівки	petunjuk
вказівки	instruksi
їздив	ditunggangi
здобич	mangsanya
здобич	mangsa
благодійний	sedekah
благодійний	amal
благодійний	bersedekah
руб	rube
цезар	caesar
географ	geographer
теннессі	tennessee
ханство	kekhanan
інна	inna
боббі	bobby
боббі	bobbi
організовані	terorganisasi
організовані	terorganisir
організовані	teratur
організовані	tertata
номера	bernomor
номера	angka
номера	nomor
номера	bilangan
номера	nomer
озброєні	dipersenjatai
озброєні	bersenjata
анголи	angola
приймав	karyawan
вінсент	vincent
графи	grafik
нікола	nicola
нікола	nikola
традиційне	traditional
традиційне	tradisional
підземний	underground
голосувати	vote
голосувати	suara
голосувати	voting
екологічний	ekologi
юра	jura
домашній	home
домашній	rumah
домашній	pulang
домашній	beranda
домашній	homemade
різноманіття	keragaman
різноманіття	keanekaragaman
різноманіття	keberagaman
кримінальний	pidana
кримінальний	kriminal
кримінальний	criminal
кримінальний	penjahat
запиту	pertanyaan
запиту	kueri
соціальне	social
соціальне	sosial
будує	membangun
буддизм	buddhisme
описати	deskripsikan
описати	gambarkan
описати	uraikan
описати	jelaskan
вихідного	berasal
практичні	praktis
палермо	palermo
готовність	ready
готовність	siap
готовність	kesiapan
узбекистан	uzbekistan
черепа	tengkorak
черепа	skull
геометрія	geometri
учасникам	peserta
учасникам	partisipan
християнська	christian
християнська	kristiani
християнська	kristen
справжня	real
справжня	nyata
справжня	ril
справжня	riil
ледве	nyaris
шум	noise
шум	bising
шум	kebisingan
шум	derau
базиліка	basilika
віа	via
віа	melalui
віа	lewat
релігій	agama
гальмування	pengereman
конвенція	konvensi
атакували	dikejar
насадження	belukar
архіпелаг	kepulauan
прорив	terobosan
маркетинг	marketing
маркетинг	memasarkan
маркетинг	pemasaran
джоан	joan
джекі	jackie
інвестиції	investasi
інвестиції	investasi
альберто	alberto
муніципальний	kotamadya
муніципальний	municipal
футів	feet
футів	kaki
буріння	bor
складів	syllables
рекорди	catatan
рекорди	rekor
рекорди	records
дикі	wild
дикі	liar
підвіски	liontin
нести	carry
їжа	food
їжа	makanan
їжа	pangan
їжа	pangsit
пристосування	kustomisasi
пристосування	penyesuaian
білгород	belgorod
християнський	christian
християнський	kristiani
християнський	kristen
морально	sosial
чеська	ceko
показані	ditampilkan
показані	diperlihatkan
показані	ditunjukkan
показані	ditampilkan
повертаються	mengembalikan
думав	pikir
думав	pemikiran
думав	berpikir
меценат	maecenas
громадське	publik
громадське	public
гарний	tampan
гарний	ganteng
гарний	handsome
перевал	oper
перевал	lulus
перевал	pass
білок	protein
гвинтівка	senapan
гвинтівка	rifle
бергамо	bergamo
юнацтва	pemuda
злочинців	kriminal
злочинців	penjahat
вопросы	pertanyaan
сату	satu
рідина	cairan
рідина	fluida
рідина	cairan
рідина	liquid
рідина	cair
натхнення	inspirasi
репутацію	reputasi
чимось	something
чимось	sesuatu
надійність	keandalan
надійність	dipercaya
надійність	terpercaya
надійність	trusted
джеррі	gerry
джеррі	jerry
грузинська	georgia
сумський	sumy
знімати	merekam
знімати	syuting
знімати	memfilmkan
випадкових	random
випадкових	acak
спинний	spinal
персональний	personal
персональний	pribadi
командири	atasan
землетрус	gempa
богу	god
богу	tuhan
богу	allah
невідоме	bruk
регулярний	biasa
регулярний	regular
регулярний	reguler
мартен	maarten
покращити	tingkatkan
покращити	meningkatkan
робітника	karyawan
мюллер	müller
мюллер	mueller
мюллер	muller
рой	roy
лампи	lampu
еріка	erika
еріка	erica
клієнта	klien
допомогли	terbantu
допомогли	dibantu
чесно	sejujurnya
чесно	jujur
медики	medis
медики	medik
найближча	terdekat
запах	bau
запах	penciuman
запах	wangi
запах	aroma
запах	bau
запах	penciuman
запах	bau
гострий	sharp
гострий	tajam
деніел	daniel
циклів	siklus
робін	robin
робін	robyn
закрити	close
закрити	dekat
закрити	tutup
стануть	menjadi
експерт	ahli
експерт	pakar
мається	tersirat
гетто	ghetto
голуб	merpati
маркус	markus
маркус	marcus
монгольська	mongol
монгольська	mongolia
