மற்றும்	y
வடிவமைப்பு	diseño
வடிவமைப்பு	configurar
வடிவமைப்பு	configure
வடிவமைப்பு	formato
வெப்பநிலை	temperatura
வெப்பநிலை	temperaturas
இன்னொரு	otro
இன்னொரு	another
இன்னொரு	otra
நிலையை	status
நிலையை	estatus
நிலையை	estado
நிலையை	situación
கப்பல்	barco
கப்பல்	nave
கப்பல்	buque
அறிமுகம்	introducción
அறிமுகம்	acerca
அறிமுகம்	sobre
காங்கிரசு	congreso
காங்கிரசு	congresos
கோயம்புத்தூர்	coimbatore
வரி	línea
வரி	line
வரி	linea
வரி	fiscalidad
வரி	impuesto
வரி	tributación
வரி	impuestos
காட்டும்	regresa
காட்டும்	retornos
காட்டும்	regresos
காட்டும்	devuelve
காட்டும்	devoluciones
மாறாக	alternativamente
மாறாக	contrariamente
மாறாக	contrario
குரல்	voice
குரல்	voz
இயக்குநர்	directora
இயக்குநர்	director
ஜேம்ஸ்	james
ஜேம்ஸ்	santiago
ஜேம்ஸ்	jaime
ஜேம்ஸ்	jacobo
தயாரிப்பு	preparativos
தயாரிப்பு	preparación
தயாரிப்பு	preparaciones
தயாரிப்பு	preparado
தயாரிப்பு	producto
தயாரிப்பு	produccion
தயாரிப்பு	producción
புள்ளி	punta
புள்ளி	point
புள்ளி	punto
இணைப்புக்கள்	conexiones
இணைப்புக்கள்	acoplamientos
இணைப்புக்கள்	vínculos
இணைப்புக்கள்	enlaces
இணைப்புக்கள்	links
கருவி	dispositivos
கருவி	dispositivo
கருவி	alcance
கருவி	ámbito
கருவி	alcances
கருவி	tool
கருவி	herramienta
கருவி	instrumento
டேவிட்	jose
டேவிட்	david
இயங்கும்	activos
இயங்கும்	activo
இயங்கும்	activa
இயங்கும்	running
இயங்கும்	ejecutando
இயங்கும்	corriendo
இயங்கும்	correr
புராணம்	puranas
புராணம்	legend
புராணம்	leyenda
நிகழ்ச்சி	espectáculo
நிகழ்ச்சி	show
நிகழ்ச்சி	mostrar
பௌத்த	budismo
பௌத்த	budista
பௌத்த	budistas
எழுதப்பட்ட	escrito
எழுதப்பட்ட	escritas
எழுதப்பட்ட	escrita
எழுதப்பட்ட	escritos
கொலை	asesinato
கொலை	asesinatos
கொலை	homicidio
வண்ணம்	color
வண்ணம்	color
நிலையங்கள்	salones
நிலையங்கள்	estaciones
நிலையங்கள்	emisoras
பரப்பளவு	superficie
பரப்பளவு	zona
பரப்பளவு	area
பரப்பளவு	área
உறுதி	confirmadas
உறுதி	confirmado
உறுதி	confirmados
உறுதி	confirmada
வழக்கம்	regulares
வழக்கம்	regular
வழக்கம்	regularidad
வழக்கம்	personalizado
வழக்கம்	personalizada
வழக்கம்	costumbre
வழக்கம்	custom
வழக்கம்	costumbres
குறைவாக	baja
குறைவாக	bajos
குறைவாக	bajas
குறைவாக	low
குறைவாக	bajo
குறைவாக	menos
கலைஞர்கள்	intérpretes
கலைஞர்கள்	artistas
கலைஞர்கள்	artistas
செ	sorda
செ	sordos
செ	sordo
பாகிஸ்தான்	pakistán
பாகிஸ்தான்	pakistán
பாகிஸ்தான்	paquistaní
பாகிஸ்தான்	paquistaníes
பாகிஸ்தான்	pakistaní
சற்று	levemente
சற்று	ligeramente
அங்கே	allí
அங்கே	ahi
அங்கே	ahí
இன	razas
இன	carreras
இன	étnico
இன	etnias
இன	étnicos
இன	étnicas
இன	étnica
இன	etnia
இன	raciales
இன	racial
வசதி	confort
வசதி	comodidad
வசதி	comfort
வசதி	consuelo
வசதி	característica
வசதி	rasgo
வசதி	largometraje
வசதி	cómodo
வசதி	confortable
வசதி	cómoda
வசதி	agusto
வசதி	cómodas
வழங்கப்படும்	proporcionada
வழங்கப்படும்	proporcionados
வழங்கப்படும்	proporcionado
வழங்கப்படும்	ofrecido
வழங்கப்படும்	ofrecida
வழங்கப்படும்	ofrecí
வழங்கப்படும்	ofreció
வழங்கப்படும்	ofrecidos
முயற்சி	pruebe
முயற்சி	probar
முயற்சி	intente
முயற்சி	prueba
முயற்சி	tratar
முயற்சி	esfuerzo
கதைகள்	narrativas
கதைகள்	historias
கதைகள்	relatos
கதைகள்	cuentos
அரபு	arab
அரபு	arabe
அரபு	árabe
அரபு	árabes
அரபு	arabe
அரபு	árabe
இவற்றை	éstas
இவற்றை	estos
இவற்றை	estas
இவற்றை	éstos
பிரான்சு	francia
பிரான்சு	france
ஈரோடு	erosionar
விண்வெளி	espaciales
விண்வெளி	space
விண்வெளி	espacial
விண்வெளி	espacio
மாற்றங்கள்	modificaciones
மாற்றங்கள்	cambios
மாற்றங்கள்	cambia
அடர்த்தி	densidad
படங்கள்	fotos
படங்கள்	fotografías
படங்கள்	imagenes
படங்கள்	fotos
படங்கள்	fotografías
படங்கள்	cuadros
படங்கள்	imágenes
படங்கள்	imagenes
படங்கள்	imágenes
ஆயிரம்	mil
வார்ப்புருக்கள்	plantillas
இனம்	raza
இனம்	razas
இனம்	reproducirse
இனம்	mestizo
இனம்	race
இனம்	carrera
இனம்	raza
இனம்	etnia
இனம்	étnico
இனம்	etnias
இனம்	étnica
புரிந்து	entienda
புரிந்து	comprenda
புரிந்து	comprender
புரிந்து	entiende
புரிந்து	entender
செய்கிறது	deshielo
வாக்குகள்	votos
வாக்குகள்	votaciones
ரூபாய்	rupias
ரூபாய்	rs
ரூபாய்	rupia
அமைச்சர்	ministro
அமைச்சர்	pastor
அமைச்சர்	ministra
கூட்டு	union
கூட்டு	unión
கூட்டு	sindicato
கூட்டு	agregar
கூட்டு	agrega
கூட்டு	añadir
கூட்டு	añade
கூட்டு	add
கூட்டு	sum
கூட்டு	suma
கூட்டு	asociaciones
கூட்டு	asociativo
திட்டங்கள்	planos
திட்டங்கள்	planes
திட்டங்கள்	proyectos
திட்டங்கள்	projects
அண்ணா	ana
அண்ணா	anna
உயரம்	estatura
உயரம்	altura
தரம்	grado
தரம்	quality
தரம்	calidad
தரம்	cualidad
வரையில்	hasta
எளிய	simple
எளிய	sencilla
எளிய	sencillo
எளிய	simples
தமிழர்கள்	tamiles
ஒப்பந்தம்	pacto
ஒப்பந்தம்	contractuales
ஒப்பந்தம்	contractual
ஒப்பந்தம்	contrato
பணிகள்	tareas
பணிகள்	trabajos
பணிகள்	jobs
பணிகள்	empleos
பணிகள்	empleo
தேவி	devi
நிலம்	terrenos
நிலம்	land
நிலம்	terreno
நிலம்	tierra
நிலம்	tierras
யார்	oms
யார்	quiénes
யார்	quién
யார்	quien
மண்டலம்	region
மண்டலம்	comarca
மண்டலம்	región
மண்டலம்	zona
மண்டலம்	zone
குற்றம்	culpable
குற்றம்	culpables
குற்றம்	delito
குற்றம்	delincuencia
குற்றம்	crimen
குற்றம்	criminalidad
அன்னை	madre
இரட்டை	dobles
இரட்டை	doble
இரட்டை	gemela
இரட்டை	twin
இரட்டை	gemelos
இரட்டை	gemelo
இரட்டை	dual
அலுவலகம்	oficinas
அலுவலகம்	oficina
அலுவலகம்	office
அலுவலகம்	despacho
வீடு	hogar
வீடு	casa
வீடு	inicio
வீடு	residence
வீடு	residencia
வீடு	house
வீடு	casita
வீடு	casa
சந்தை	mercado
சந்தை	mercado
சந்தை	market
தலை	head
தலை	cabezal
தலை	cabeza
அனைத்துலக	internacional
அனைத்துலக	international
அனைத்துலக	internacionales
உரிமைகள்	derechos
நீ	tu
நீ	te
நீ	tú
நீ	usted
நீ	vos
கிராம	pueblo
கிராம	poblado
கிராம	villa
கிராம	aldea
திறந்த	abrir
திறந்த	abre
திறந்த	abierta
திறந்த	abra
திறந்த	abierto
முழுமையாக	plenamente
முழுமையாக	totalmente
முழுமையாக	completamente
முழுமையாக	totalmente
முழுமையாக	completamente
நெடுஞ்சாலை	autovía
நெடுஞ்சாலை	autopista
நெடுஞ்சாலை	carretera
கோட்பாடு	teoría
கோட்பாடு	teoria
மாதிரி	muestra
மாதிரி	muestras
மாதிரி	ejemplo
மாதிரி	senderos
மாதிரி	modelos
மாதிரி	maqueta
மாதிரி	modelo
நடிகைகள்	actrices
தெரிவு	elección
தெரிவு	opción
தெரிவு	elegir
தெரிவு	choice
குமார்	kumar
கட்டி	tumor
பிரதான	comandante
பிரதான	major
பிரதான	mayor
பிரதான	main
பிரதான	principales
பிரதான	principal
அறிவு	conocimiento
அறிவு	conocimientos
பொறுத்து	dependiendo
தெரியவில்லை	neutral
தெரியவில்லை	neutro
தெரியவில்லை	neutrales
தெரியவில்லை	neutra
வழங்கி	servidor
பண்பாடு	cultivo
பண்பாடு	cultura
ராஜா	raja
ராஜா	king
ராஜா	rey
சூழல்	medioambiente
சூழல்	ambiente
சூழல்	entorno
சூழல்	contexto
கடுமையான	duro
கடுமையான	duros
கடுமையான	rudo
கடுமையான	dura
கடுமையான	rugosidad
கடுமையான	severas
கடுமையான	severa
கடுமையான	severo
கடுமையான	grave
எண்ணெய்	aceite
எண்ணெய்	petroleo
எண்ணெய்	óleo
எண்ணெய்	petróleo
பொருட்களை	cosas
வானியல்	astronomía
மாற்று	switch
மாற்று	interruptor
மாற்று	convertir
மாற்று	convierta
மாற்று	cambios
மாற்று	cambio
மாற்று	cambiar
மாற்று	cambia
மாற்று	variación
மாற்று	sustituya
மாற்று	sustituir
மாற்று	reemplazar
மாற்று	reemplazo
இணையதளம்	website
இணையதளம்	web
இணையதளம்	sitio
வாழ்ந்து	living
வாழ்ந்து	vivir
வாழ்ந்து	viviendo
மழை	lluviosa
மழை	lluvioso
மழை	lluvia
மழை	lluvias
தெரிகிறது	parece
தெரிகிறது	miradas
தெரிகிறது	aspecto
தெரிகிறது	parece
தெரிகிறது	looks
கார்பன்	carbon
கார்பன்	carbono
கார்பன்	carbón
உலகளாவிய	worldwide
உலகளாவிய	mundial
உலகளாவிய	mundialmente
உலகளாவிய	mundial
உலகளாவிய	global
உலகளாவிய	globales
தோன்றும்	splash
தோன்றும்	aparecer
தோன்றும்	aparecen
ஏற்றுக்	aceptadas
ஏற்றுக்	aceptados
ஏற்றுக்	aceptada
ஏற்றுக்	aceptado
நான்காவது	cuarto
நான்காவது	cuarta
பேருந்து	bus
பேருந்து	autobus
பேருந்து	autobús
பேருந்து	autobuses
பேருந்து	ómnibus
வழக்கமாக	regularmente
வழக்கமாக	periódicamente
வழக்கமாக	habitualmente
வழக்கமாக	normalmente
வழக்கமாக	generalmente
வழக்கமாக	usualmente
விதி	destino
விதி	regla
தெரு	calle
தெரு	callejero
தெரு	street
தெரு	calles
இறைவன்	lord
இறைவன்	señor
நிகழும்	ocurre
யூ	yoo
கண்	ojo
மகள்	hija
தேசியக்	nacionales
தேசியக்	national
தேசியக்	nacional
மூல	original
மூல	originales
இடது	izquierda
இடது	izquierdo
எல்லாம்	everything
எல்லாம்	todo
எல்லாம்	todas
எல்லாம்	all
எல்லாம்	todo
எல்லாம்	todos
நிலையான	corregido
நிலையான	fijo
நிலையான	fijos
நிலையான	fijado
நிலையான	fijas
நிலையான	estándar
நிலையான	norma
நிலையான	estandar
நிலையான	standard
சிறப்பான	especiales
சிறப்பான	especial
சிறப்பான	special
தோல்	cuero
தோல்	piel
தோல்	cueros
தோல்	piel
தோல்	cutis
தோல்	skin
கூடுதலாக	extra
கால்	pata
கால்	pierna
கால்	ganado
கால்	bovino
கால்	bovinos
கால்	foot
கால்	pié
கால்	pie
கால்	trimestre
ஆர்வம்	interesados
ஆர்வம்	interesado
ஆர்வம்	interesada
ஆர்வம்	interesadas
ஆர்வம்	interes
ஆர்வம்	interés
ஆர்வம்	intereses
கவனம்	concentración
கவனம்	atención
கவனம்	atencion
கவனம்	enfoque
கவனம்	centrar
கவனம்	concentración
கவனம்	focus
கவனம்	foco
மூத்த	senior
நினைவு	recuerdos
நினைவு	memoria
நினைவு	recuerdo
உருவானது	constituido
உருவானது	formado
உருவானது	formadas
உருவானது	formada
உருவானது	formados
தூய	puras
தூய	pura
தூய	puro
தூய	puros
கவிதைகள்	poemas
நிறுவப்பட்டது	atascado
நிறுவப்பட்டது	estancado
நிறுவப்பட்டது	instalada
நிறுவப்பட்டது	instaladas
நிறுவப்பட்டது	instalados
நிறுவப்பட்டது	instalado
வாய்ப்பு	casualidad
வாய்ப்பு	chance
வாய்ப்பு	oportunidad
வாய்ப்பு	oportunidad
வாய்ப்பு	oportunidades
மத்தியில்	centrada
மத்தியில்	centrado
மருந்து	medicina
மருந்து	medicamento
மருந்து	medicinas
மருந்து	farmacéutico
மருந்து	farmacéuticos
மருந்து	farmacéutica
மா	maa
மா	mango
மா	mangos
ஏன்	porqué
ஏன்	why
கிடைத்தது	got
கிடைத்தது	tengo
கிடைத்தது	consiguió
தொலைபேசி	teléfono
தொலைபேசி	teléfonos
தொலைபேசி	telefono
தொலைபேசி	teléfono
தொலைபேசி	teléfonos
தொலைபேசி	telefono
தொலைபேசி	telefonía
ரவி	ravi
கட்டமைப்பு	estructurales
கட்டமைப்பு	estructural
கட்டமைப்பு	configuración
கட்டமைப்பு	estructura
பாரம்பரிய	clásicos
பாரம்பரிய	clásica
பாரம்பரிய	clasico
பாரம்பரிய	clásico
பாரம்பரிய	tradicionales
பாரம்பரிய	tradicional
சின்னம்	icono
சின்னம்	icon
சின்னம்	ícono
எண்கள்	numeros
எண்கள்	números
தொழில்நுட்பம்	tecnologia
தொழில்நுட்பம்	tecnológico
தொழில்நுட்பம்	tecnología
தொழில்நுட்பம்	tecnológica
ஏரி	lagos
ஏரி	lago
ஏரி	laguna
பாடிய	cantada
பாடிய	sung
பாடிய	cantado
சிலை	ídolo
சிலை	idol
சிலை	estatua
வெள்ளி	vie
வெள்ளி	viernes
வெள்ளி	plata
வெள்ளி	plateado
இலத்தீன்	latinas
இலத்தீன்	latino
இலத்தீன்	latina
இலத்தீன்	latin
இலத்தீன்	latín
சோழன்	chola
நேச	aliado
நேச	aliadas
நேச	aliada
நேச	aliados
நேரடி	viva
நேரடி	live
நேரடி	vivir
நேரடி	vive
நேரடி	directa
நேரடி	directo
நேரடி	directamente
நேரடி	direct
நேரடி	directos
நேரடி	directas
சுற்றுலா	turístico
சுற்றுலா	turistas
சுற்றுலா	turística
சுற்றுலா	turismo
சுற்றுலா	turista
சுற்றுலா	recorrido
சுற்றுலா	tour
சுற்றுலா	gira
சுற்றுலா	giras
சுற்றுலா	excursiones
சுற்றுலா	tours
சுற்றுலா	recorridos
சுற்றுலா	turismo
கிராமத்தில்	pueblo
கிராமத்தில்	poblado
கிராமத்தில்	villa
கிராமத்தில்	aldea
நமது	thw
நமது	nuestra
நமது	nuestras
நமது	nuestros
நமது	nuestro
புலிகள்	tigres
அவர்களை	ellas
அவர்களை	ellos
அனுமதி	cita
அனுமதி	designación
அனுமதி	nombramiento
அனுமதி	permiso
அனுமதி	autorización
அனுமதி	desbloqueo
அனுமதி	desbloquear
அனுமதி	permitir
அனுமதி	apruebe
அனுமதி	aprueba
அனுமதி	aprobar
பயன்	uso
பயன்	utilización
பயன்	provecho
பயன்	beneficio
நிகழ்வு	acontecimiento
நிகழ்வு	evento
ஆதி	adi
மைல்	miles
மைல்	millas
மைல்	kilómetros
மைல்	mile
மைல்	milla
மைல்	kilómetro
வளரும்	crecer
வளரும்	creciente
வளரும்	creciendo
வளரும்	crece
வளரும்	desarrollándose
வளரும்	desarrollando
கால்பந்து	fútbol
கால்பந்து	futbol
உடலில்	cuerpo
உடலில்	corporal
உடலில்	cadáver
உடலில்	body
உடலில்	carrocería
பக்க	lateral
பக்க	side
பக்க	costado
பக்க	laterales
பக்க	lado
சான்	chan
சான்	san
உயரத்தில்	estatura
உயரத்தில்	altura
கொண்டுள்ள	conteniendo
அமிலம்	ácidos
அமிலம்	acido
அமிலம்	ácido
விண்டோஸ்	windows
விண்டோஸ்	ventana
விண்டோஸ்	ventanas
விண்டோஸ்	ventanillas
கூட்டமைப்பு	federación
கூட்டமைப்பு	confederación
உத்தரப்	uttar
தொழிலாளர்	parto
விலங்குகள்	animales
மறு	decadencia
மறு	declinación
மறு	descenso
மறு	declive
மறு	disminución
மறு	declinar
மறு	niegan
மறு	negar
மறு	denegar
மறு	negado
மறு	niegue
மறு	rechazo
மறு	rechazar
முடிவுகள்	resultados
மனிதன்	humano
மனிதன்	humanas
மனிதன்	humana
மனிதன்	humanos
மனிதன்	man
மனிதன்	hombre
மாணவர்	alumna
மாணவர்	alumno
மாணவர்	estudiantes
மாணவர்	estudiante
பேசும்	hablando
குறிப்பிடுகிறது	especifica
நோக்கம்	objetivas
நோக்கம்	objetiva
நோக்கம்	objetivo
நோக்கம்	mision
நோக்கம்	mission
நோக்கம்	misión
கடந்து	pasó
கடந்து	pasando
உருவாக்கி	generadores
உருவாக்கி	generador
உருவாக்கி	creadora
உருவாக்கி	creador
உருவாக்கி	compositor
உருவாக்கி	compositora
உருவாக்கி	promotor
உருவாக்கி	revelador
உருவாக்கி	desarrolladores
உருவாக்கி	desarrollador
பாண்டிய	pandya
ஒத்த	parecido
ஒத்த	similar
ஒத்த	similares
ஒத்த	parecidos
பச்சை	verde
பச்சை	green
பச்சை	verdes
அலகு	unit
அலகு	unidad
உள்நாட்டு	doméstica
உள்நாட்டு	domésticas
உள்நாட்டு	domésticos
உள்நாட்டு	doméstico
நகராட்சி	municipalidad
நகராட்சி	municipio
உறவு	relación
உறவு	parentesco
உறவு	relación
உறவு	relacion
உறவு	relaciones
நூலகம்	bibliotecas
நூலகம்	biblioteca
சண்டை	batalla
சண்டை	combate
சண்டை	batallas
சண்டை	combates
சண்டை	peleas
சண்டை	lucha
சண்டை	fighting
சண்டை	luchando
சண்டை	pelea
சண்டை	fight
சண்டை	lucha
சண்டை	luchar
நிறம்	color
நிறம்	color
விமானம்	avión
விமானம்	avion
விமானம்	aeroplano
விமானம்	vuelo
விமானம்	avión
விமானம்	aeronaves
விமானம்	aviones
விமானம்	aeronave
பதில்	contestar
பதில்	contesta
பதில்	responder
பதில்	respuesta
பதில்	contestar
பதில்	contestación
பதில்	responder
பதில்	respuesta
திருவிழா	festival
திருவிழா	festivales
திருவிழா	carnavales
திருவிழா	carnaval
நான்காம்	cuarto
நான்காம்	cuarta
வெளியிடப்பட்ட	publicados
வெளியிடப்பட்ட	publicadas
வெளியிடப்பட்ட	publicada
வெளியிடப்பட்ட	publicado
கூடாது	not
கூடாது	no
காலை	morning
காலை	mañana
காலை	mañanas
சமூகம்	society
சமூகம்	sociedad
சமூகம்	comunidad
சமூகம்	sociales
சமூகம்	social
புற்றுநோய்	cancer
புற்றுநோய்	cáncer
சு	chu
ஆன்	ann
மெய்யியல்	filosofía
மெய்யியல்	secularismo
மெய்யியல்	dedicación
மெய்யியல்	devoción
நாட்களில்	días
நாட்களில்	jornadas
நாட்களில்	dias
நாட்களில்	days
பயணிகள்	pasajeros
அறுவை	cirugía
அறுவை	cirugías
இணை	unir
இணை	únete
இணை	unirse
இணை	conecta
இணை	conectarse
இணை	conectar
இணை	asociado
இணை	asociada
இணை	asociar
அழுத்தம்	empuje
அழுத்தம்	presión
அழுத்தம்	presiones
அழுத்தம்	presion
அழுத்தம்	hincapié
அழுத்தம்	énfasis
அழுத்தம்	compresión
கல்லூரிகள்	colegios
கல்லூரிகள்	universidades
மன்றம்	club
மன்றம்	garrote
மன்றம்	discoteca
மன்றம்	concilio
மன்றம்	consejo
மன்றம்	concejo
மன்றம்	foro
மன்றம்	forum
மன்றம்	foros
இஸ்லாமிய	islámico
இஸ்லாமிய	islámica
இஸ்லாமிய	islámicas
இஸ்லாமிய	islámicos
உண்மை	cierto
உண்மை	true
உண்மை	verdadera
உண்மை	verdad
உண்மை	verdadero
உண்மை	hecho
உண்மை	verdad
உண்மை	truth
உண்மை	realidad
உண்மை	reality
அவனது	sus
அவனது	su
இத்தாலிய	italiana
இத்தாலிய	italianos
இத்தாலிய	italiano
இனங்கள்	razas
இனங்கள்	especies
இனங்கள்	especie
தலைவன்	jefa
தலைவன்	chief
தலைவன்	jefe
நின்று	standing
நின்று	parados
நடக்கும்	pasa
நடக்கும்	ocurre
நடக்கும்	sucede
டைம்ஸ்	tiempos
டைம்ஸ்	veces
டைம்ஸ்	épocas
டைம்ஸ்	times
பிரிட்டிஷ்	británico
பிரிட்டிஷ்	británicos
பிரிட்டிஷ்	británica
நிகழ்ச்சிகள்	eventos
நிகழ்ச்சிகள்	acontecimientos
புதிதாக	novedad
புதிதாக	nuevas
புதிதாக	nuevos
புதிதாக	nuevo
புதிதாக	novedades
புதிதாக	nueva
புதிதாக	recién
புதிதாக	recien
புதிதாக	recién
புதிதாக	frescas
புதிதாக	fresh
புதிதாக	frescos
புதிதாக	fresco
புதிதாக	fresca
வரைபடம்	plano
வரைபடம்	mapa
வரைபடம்	mapas
வரைபடம்	gráfico
வரைபடம்	gráfica
வரைபடம்	mapas
வரைபடம்	mapa
தாவரங்கள்	plantas
தாவரங்கள்	planta
தண்ணீர்	agua
கர்நாடக	karnataka
விளையாட்டுகள்	juegos
விளையாட்டுகள்	deportivo
விளையாட்டுகள்	deportes
விளையாட்டுகள்	deporte
கட்டப்பட்டது	construidos
கட்டப்பட்டது	construido
கட்டப்பட்டது	construida
உள்	interno
உள்	interna
உள்	local
உள்	locales
உள்	interior
மொழிபெயர்ப்பு	traducción
மொழிபெயர்ப்பு	traducciones
மொழிபெயர்ப்பு	traducir
மொழிபெயர்ப்பு	traduzca
மொழிபெயர்ப்பு	traduce
வின்	vin
வின்	winn
விளையாட்டுக்கள்	juegos
விளையாட்டுக்கள்	deportivo
விளையாட்டுக்கள்	deportes
விளையாட்டுக்கள்	deporte
நிமிடங்கள்	actas
நிமிடங்கள்	minutos
கருப்பு	negra
கருப்பு	black
கருப்பு	negras
கருப்பு	negros
கருப்பு	negro
குறுகிய	corta
குறுகிய	short
குறுகிய	cortos
குறுகிய	corto
குறுகிய	breve
தொடங்கப்பட்டது	comenzó
தொடங்கப்பட்டது	iniciada
தொடங்கப்பட்டது	comenzado
தொடங்கப்பட்டது	iniciado
நம்	nuestra
நம்	nuestras
நம்	nuestros
நம்	nuestro
அரசர்கள்	reyes
அரசர்கள்	kings
பொருளியல்	económico
பொருளியல்	economía
பொருளியல்	económicas
நிறைய	lotes
நிறைய	montones
நிறைய	lot
நிறைய	lote
கொடி	flag
கொடி	bandera
எப்போதும்	always
எப்போதும்	siempre
எப்போதும்	forever
எப்போதும்	ever
எழுத்துக்கள்	alfabeto
எழுத்துக்கள்	cartas
எழுத்துக்கள்	letras
எழுத்துக்கள்	caracteres
எழுத்துக்கள்	personajes
சுருக்கம்	recapitulación
சுருக்கம்	resumen
சுருக்கம்	síntesis
சுருக்கம்	sumario
அரசாங்கம்	gobierno
மாறி	variable
மாறி	variables
பாதை	sendero
பாதை	path
பாதை	camino
பாதை	surco
வென்று	ganados
வென்று	ganó
வென்று	ganado
வென்று	gané
வென்று	gano
சரியாக	exactamente
சரியாக	exacto
மாகாண	provincial
மாகாண	provinciales
நாடகம்	drama
நாடகம்	dramática
நாடகம்	dramático
ஓவியம்	cuadro
ஓவியம்	pintar
ஓவியம்	pintura
ஓவியம்	pintando
இறந்த	muerta
இறந்த	muertos
இறந்த	dead
இறந்த	muerto
உள்ளே	dentro
உள்ளே	adentro
உள்ளே	inside
கோ	coe
கூட்டணி	alliance
கூட்டணி	alianza
அதிகாரப்பூர்வ	oficial
அதிகாரப்பூர்வ	funcionario
அதிகாரப்பூர்வ	official
அதிகாரப்பூர்வ	funcionaria
அப்துல்	abdul
செலவு	gastar
செலவு	gastados
செலவு	gastado
சுழற்சி	rotación
சுழற்சி	espiral
சுழற்சி	loop
சுழற்சி	bucle
சுழற்சி	ciclo
சுழற்சி	ciclos
மனம்	mind
மனம்	mente
மனம்	almas
நோய்கள்	enfermedades
அண்மையில்	recientemente
எளிதில்	fácilmente
எளிதில்	facilmente
எளிதில்	facil
எளிதில்	sencilla
எளிதில்	fácil
எளிதில்	sencillo
எளிதில்	easy
அதிகாரம்	empoderar
அதிகாரம்	potenciar
அதிகாரம்	empoderamiento
அதிகாரம்	potencia
அதிகாரம்	power
அதிகாரம்	poder
தானே	thane
நகைச்சுவை	comedia
கணித	mates
கணித	matemáticas
கணித	matemática
விநாயகர்	ganesh
விநாயகர்	ganesha
சரி	okey
சரி	okay
சரி	ok
சரி	vale
சரி	pues
சரி	bien
சரி	bueno
சரி	pozo
பக்கங்கள்	páginas
பக்கங்கள்	paginas
நீதிமன்றம்	juzgado
நீதிமன்றம்	tribunal
நீதிமன்றம்	tribunales
நீதிமன்றம்	corte
நீதிமன்றம்	court
செயல்படும்	activos
செயல்படும்	activo
செயல்படும்	activa
அதிபர்	president
அதிபர்	presidenta
அதிபர்	presidente
அதிபர்	pres
அலுவலர்	oficial
அமைவிடம்	lugar
அமைவிடம்	ubicacion
அமைவிடம்	ubicación
அமைவிடம்	emplazamiento
அமைவிடம்	localización
லீக்	league
லீக்	liga
லீக்	ligas
லீக்	puerros
நிர்வாகம்	gerencia
நிர்வாகம்	gestión
நிர்வாகம்	dirección
நிர்வாகம்	administración
நிர்வாகம்	administración
நிர்வாகம்	administrativa
நிர்வாகம்	administrativos
நிர்வாகம்	administrativas
நிர்வாகம்	administrativo
முறையை	método
ஆசியா	asia
ஓய்வு	esparcimiento
ஓய்வு	ocio
ஓய்வு	recreo
ஓய்வு	recreación
ஓய்வு	jubilación
ஓய்வு	retiro
ஓய்வு	resto
ஓய்வு	descanso
ஓய்வு	descansar
ஓய்வு	reposo
ஓய்வு	descansen
ஓய்வு	relajante
தாக்கம்	impact
தாக்கம்	repercusión
தாக்கம்	impacto
புரட்சி	revolution
புரட்சி	revolución
வலைத்தளம்	website
வலைத்தளம்	web
வலைத்தளம்	sitio
போராட்டம்	protestas
போராட்டம்	protestar
போராட்டம்	protesta
போராட்டம்	lucha
போராட்டம்	agitación
ஏதேனும்	cualquier
ஏதேனும்	cualquiera
நிறைவு	terminación
நிறைவு	finalización
நிறைவு	conclusión
நிறைவு	completada
நிறைவு	finalizado
நிறைவு	completadas
நிறைவு	completados
நிறைவு	terminado
நிறைவு	completado
நிறைவு	completado
நிறைவு	completa
நிறைவு	completar
நிறைவு	completas
நிறைவு	completo
நடவடிக்கைகள்	actividades
கூகுள்	google
மரியா	maría
மரியா	mary
மரியா	maria
மரியா	maría
மரியா	maria
மலர்	flor
மலர்	flores
இடைப்பட்ட	entre
விரைவில்	pronto
விரைவில்	soon
விரைவில்	próximamente
பாடகர்	singer
பாடகர்	cantor
பாடகர்	cantante
ஏற்பாடு	organizada
ஏற்பாடு	organizados
ஏற்பாடு	organizadas
ஏற்பாடு	organizado
ஏற்பாடு	acuerdo
ஏற்பாடு	arreglo
ஏற்பாடு	arreglos
நிறைந்த	lleno
நிறைந்த	full
நிறைந்த	llena
நிறைந்த	plena
நிறைந்த	completo
கட்டிடக்கலை	arquitectura
ஆட்டம்	juego
ஆட்டம்	coincidir
ஆட்டம்	cerilla
ஆட்டம்	partido
ஆட்டம்	coincidencia
ஆட்டம்	match
மண்	suelos
மண்	tierra
மண்	suelo
மண்	arena
மண்	sand
குழுக்கள்	grupos
குழுக்கள்	agrupa
குழுக்கள்	agrupaciones
சூரியன்	sun
சூரியன்	sol
இந்திரா	indira
இந்திரா	indra
தீ	incendio
தீ	fuego
உருவாக்கிய	compuesta
கடற்கரை	playas
கடற்கரை	playa
முற்றிலும்	absolutamente
வீட்டில்	caseros
வீட்டில்	casero
வீட்டில்	casera
வீட்டில்	caseras
இயக்கிய	dirigida
இயக்கிய	dirigido
எடை	peso
யின்	yin
உருவான	constituido
உருவான	formado
உருவான	formadas
உருவான	formada
உருவான	formados
வழங்குகிறது	proporciona
வழங்குகிறது	provee
ஜனதா	janata
தொடர்ச்சியாக	continuamente
பெற்றோர்	crianza
பெற்றோர்	paternidad
பெற்றோர்	progenitores
பெற்றோர்	padres
பெற்றோர்	progenitor
பெற்றோர்	padres
ஒற்றை	soltero
