que	that
retirada	retreat
retirada	withdrawal
professionals	professionals
professionals	professional
antigament	formerly
pisos	flats
pisos	floors
batlle	batlle
cadascun	each
colòmbia	colombia
taiwan	taiwan
carolina	carolina
episodi	episode
derrotat	defeated
superiors	superiors
intervenció	intervention
territorial	territorial
tocar	touching
bach	bach
esperit	spirit
documental	documentary
síria	syria
tret	gunshot
independents	independent
independents	independents
observar	observe
scott	scott
diferències	differences
lateral	lateral
alliberament	release
alliberament	liberation
gel	ice
límits	limits
vilanova	vilanova
gens	gens
clàssic	classic
tram	stretch
canals	channels
canals	canals
fusió	fusion
abandona	quit
cops	beatings
equivalent	equivalent
homenatge	tribute
olímpic	olympic
ocells	birds
portada	cover
poema	poem
kullander	kullander
naval	naval
idioma	language
fàcil	easy
marie	marie
hereu	heir
perill	danger
capa	layer
mediterrània	mediterranean
exili	exile
múltiples	multiple
venda	sale
desert	desert
especials	specials
especials	special
públiques	public
protegir	protect
programari	software
king	king
alacant	alicante
amplada	width
cel	heaven
cel	sky
durada	duration
demostrar	demonstrate
senat	senate
mitologia	mythology
civils	civilians
html	html
minerals	minerals
explicar	explain
esdeveniment	event
disponible	available
abat	abbot
sánchez	sanchez
àngel	angel
uruguai	uruguay
curses	careers
mediterrani	mediterranean
proteïnes	protein
proteïnes	proteins
circumscripció	constituency
naus	ships
islam	islam
normes	rules
françois	françois
virus	virus
tomba	tomb
frank	frank
plena	full
representants	representatives
regular	regular
productor	producer
carregat	loaded
assegurar	secure
arribant	coming
risc	risk
contracte	contract
factors	factors
tenint	bearing
tenint	taking
corresponent	corresponding
trets	gunshots
trets	shots
sultà	sultan
oberta	open
verge	virgin
descobriment	discovery
trobada	meeting
autonomia	autonomy
car	expensive
bandes	bands
provincial	provincial
alps	alps
campionats	championships
sòl	soil
enginyeria	engineering
paisatge	landscape
granada	granada
catalina	catalina
opinió	opinion
regnes	kingdoms
revistes	magazines
chicago	chicago
deriva	drift
edward	edward
globus	globe
globus	balloons
globus	balloon
rica	rica
dominis	domains
parlants	speakers
val	val
difusió	diffusion
difusió	spread
difusió	dissemination
acabat	finish
acabat	finished
relleu	relief
carboni	carbon
identitat	identity
humanitat	humanity
rio	rio
bisbat	bishopric
protagonista	protagonist
são	são
cartes	cards
roques	roques
roques	rocks
tradicionalment	traditionally
adquirir	acquire
catàleg	catalogue
catàleg	catalog
escultor	sculptor
tony	tony
bisbes	bishops
propietari	owner
journal	journal
harry	harry
comportament	behavior
exposicions	exhibitions
enemic	enemy
ningú	anyone
ningú	nobody
republicà	republican
cavalleria	cavalry
paleta	palette
marge	margin
restaurants	restaurants
finalitat	purpose
congo	congo
representen	represent
converteix	convert
candidat	candidate
plataforma	platform
presents	present
angle	angle
habitualment	usually
dansa	dance
visita	visit
coral	coral
entrevista	interview
motors	engines
fred	cold
fred	fred
portuguès	portuguese
dècades	decades
corda	rope
corda	chord
classificada	classified
pensament	thought
milers	thousands
armada	navy
inscripció	registration
iniciativa	initiative
voluntat	will
flandes	flanders
perfil	profile
transició	transition
cova	cave
adaptació	adaptation
teresa	teresa
tasques	tasks
ceràmica	ceramic
ceràmica	ceramics
ràpid	fast
jan	jan
arxius	files
arxius	archives
dubte	doubt
moneda	currency
moneda	coin
facultat	faculty
foto	photo
lsp	lsp
salt	salt
enginyer	engineer
vessants	strands
consum	consumption
associat	associate
boca	mouth
boca	boca
nobles	nobles
realment	really
caça	hunting
soler	soler
partícules	particles
college	college
destrucció	destruction
tren	train
usat	used
belga	belgian
cavalls	horses
calendari	calendar
pedres	stones
descriure	describe
aconseguit	achieved
adoptar	adopt
infant	child
reunió	meeting
aliments	foods
parell	peer
williams	williams
pop	pop
astúries	asturias
resolució	resolution
berenguer	berengar
berenguer	berenguer
oncle	uncle
ficció	fiction
ocasió	occasion
nadal	christmas
time	time
públics	public
walter	walter
anat	gone
pesca	fishing
crític	critic
crític	critical
geòrgia	georgia
carn	meat
produït	produced
comuns	common
marroc	morocco
detalls	details
ordo	ordo
bàsquet	basketball
costes	coasts
senzill	simple
css	css
incorporar	incorporate
volums	volumes
exteriors	foreign
gabriel	gabriel
eines	tools
retrat	portrait
exèrcits	armies
pantalla	screen
estrena	premiere
diccionari	dictionary
definitivament	definitely
conquerir	conquer
penedès	penedès
nuclear	nuclear
guanyat	won
guanyat	earned
accident	accident
vot	vote
tendència	trend
sexual	sexual
comtes	earls
ordinador	computer
ruïnes	ruins
fama	fame
cuina	kitchen
vols	flights
variant	variant
russos	russians
comarques	counties
lemmon	lemmon
cèsar	caesar
llistes	lists
comèdia	comedy
interpretar	interpret
das	das
originals	originals
clarament	clearly
univers	universe
significat	meaning
alfred	alfred
concretament	specifically
lleugerament	slightly
manresa	manresa
continental	continental
extinció	extinction
destruir	destroy
persa	persian
equipament	equipment
llegir	read
max	max
avions	planes
masculí	male
nota	note
fàcilment	easily
convertit	converted
sorgir	arise
actors	actors
compondre	compose
creixent	growing
vocal	vowel
jack	jack
eduard	edward
eduard	eduard
florència	florence
interna	internal
vapor	vapor
vapor	steam
directa	direct
certes	certain
roman	roman
bateria	battery
guia	guide
gràcia	grace
romania	romania
màquina	machine
màquina	host
unesco	unesco
inofensiu	harmless
noguera	noguera
decideix	decides
execució	execution
estacions	seasons
estacions	stations
excepció	exception
canó	cannon
designació	appointment
literària	literary
costats	sides
comprar	buy
estret	strait
estret	narrow
escriu	write
system	system
fenomen	phenomenon
cost	cost
agent	agent
impacte	impact
fosc	dark
colla	gang
organismes	agencies
organismes	organisms
ull	eye
flor	flower
raja	raja
ala	ala
promoció	promotion
declaració	statement
declaració	declaration
guanyador	winner
della	della
vehicle	vehicle
seccions	sections
fusteria	carpentry
depèn	depends
postal	postcard
bell	bell
millora	improvement
preu	price
super	super
llar	home
circular	circular
metall	metal
escriptors	writers
crítiques	reviews
encarregat	commissioned
veneçuela	venezuela
violí	violin
violí	fiddle
feliu	feliu
aniversari	birthday
aniversari	anniversary
disputa	dispute
esports	sports
ocupat	busy
gòtic	gothic
filòsof	philosopher
èxits	achievements
barris	neighborhoods
vicente	vicente
interessos	interests
dibuixos	drawings
johann	johann
controlar	controlling
entendre	understand
avinguda	avenue
michel	michel
democràtic	democratic
santuari	sanctuary
defineix	defines
defineix	define
emir	emir
natal	natal
tolosa	toulouse
comunicacions	communications
saxònia	saxony
designada	designated
cant	cant
cant	singing
nostre	ours
lee	lee
aus	birds
construccions	constructions
infantil	childish
cristianisme	christianity
segur	sure
electoral	electoral
exemplars	copies
suma	sum
baviera	bavaria
centrals	central
lectura	reading
raons	reasons
còmic	comics
occidentals	westerners
secret	secret
tècnic	technical
tècnic	technician
nacionalitat	nationality
estén	extends
estén	extend
donada	given
dura	hard
alexander	alexander
financera	financial
francesco	francesco
cristià	christian
zero	zero
contenen	contain
definir	define
nebot	nephew
colònies	colonies
produeixen	produce
sonora	sonora
vies	tracks
hotel	hotel
temperatures	temperatures
otomà	ottoman
proclamar	proclaim
crea	create
enemics	enemies
utilitzats	used
senyors	gentlemen
altar	altar
protegit	protected
amenaça	threat
vegetació	vegetation
iraq	iraq
conflictes	conflicts
aran	aran
músics	musicians
nacionalista	nationalist
déus	gods
resoldre	resolve
resoldre	solve
dibuix	drawing
monarquia	monarchy
factor	factor
activa	activate
missatge	message
presentació	presentation
anell	ring
mary	mary
democràcia	democracy
filipines	philippines
absència	absence
prefix	prefix
històries	stories
branques	branching
branques	branches
barroc	baroque
disciplina	discipline
presoners	prisoners
plantilles	templates
one	one
discurs	discourse
discurs	speech
transmissió	transmission
transmissió	transmit
testament	testament
flora	flora
cadascuna	each
profunditat	depth
capçalera	header
mineral	ore
mineral	mineral
superar	overcome
constantinoble	constantinople
voltes	laps
composicions	compositions
goya	goya
continent	continent
paret	wall
arthur	arthur
períodes	periods
sierra	sierra
criteris	criteria
recinte	enclosure
andré	andré
ramón	ramón
ramón	ramon
atmosfera	atmosphere
bones	good
bizantí	byzantine
geografia	geography
proposat	proposed
combinació	combination
macedònia	macedonia
botigues	shops
botigues	stores
nét	grandson
disposició	layout
disposició	provision
sacerdot	priest
windows	windows
adn	dna
havent	having
coma	coma
coma	comma
episodis	episodes
ona	wave
organisme	organism
paletes	pallets
taules	tables
onze	eleven
pati	courtyard
pati	yard
víctor	victor
veritat	truth
junts	together
horta	horta
particularment	particularly
maneres	ways
calor	heat
munic	munich
sectors	sectors
cruz	cruz
conservatori	conservatory
manteniment	maintenance
útil	useful
reformes	reforms
rècord	record
treballant	working
artilleria	artillery
western	western
utilització	use
blancs	whites
substituït	replaced
illinois	illinois
ascens	ascent
renaixement	renaissance
renaixement	rebirth
alfabet	alphabet
avió	airplane
avió	plane
mines	mines
escenari	stage
pilar	pillar
pilar	pilar
uneix	join
provença	provence
ales	wings
ales	ales
quarts	quarters
oxigen	oxygen
actuacions	performances
nintendo	nintendo
mode	mode
vietnam	vietnam
variable	variable
declarat	declared
individuals	individual
karl	karl
suec	swedish
lampisteria	thorium
constitueix	constitutes
cerdanya	cerdanya
romànic	romanesque
desaparèixer	disappear
recuperació	recovery
regiment	regiment
elevat	elevated
tancat	closed
legal	legal
gai	gay
camins	roads
camins	paths
iran	iran
bilbao	bilbao
divideix	split
divideix	divides
bàsicament	basically
tardor	autumn
violència	violence
vidre	glass
programació	programming
dividit	divided
ous	eggs
continguts	contents
formats	formats
fetes	made
determinat	determined
lord	lord
aquelles	those
relacionat	related
necessitats	needs
identificar	identify
comentaris	comments
dificultats	difficulties
compostos	compounds
probable	likely
vidal	vidal
consulta	query
consulta	consultation
assaig	testing
passeig	walk
sales	rooms
sales	halls
estableix	set
fauna	fauna
marró	brown
arrels	roots
nuclis	kernels
nuclis	nuclei
nuclis	cores
perpinyà	perpignan
puerto	puerto
ciclisme	cycling
judici	trial
manual	manual
amistat	friendship
amistat	friend
assistir	attend
italians	italians
llicència	licence
llicència	license
universitats	universities
antiguitat	seniority
sal	salt
poders	powers
lisboa	lisbon
cavallers	gentlemen
savoia	savoy
savoia	savoia
letònia	latvia
wiki	wiki
equació	equation
enterrat	buried
petició	request
petició	petition
escapar	escape
baró	baron
miró	miro
miró	miró
metro	subway
metro	metro
diaris	newspapers
diaris	journals
diaris	diaries
pertanyia	belonged
imposar	impose
alba	alba
càncer	cancer
graus	degrees
historiadors	historians
majoritàriament	mostly
amsterdam	amsterdam
usos	uses
nicolau	nicholas
turc	turkish
blat	wheat
borgonya	burgundy
caracteritza	characterized
adults	adults
arriben	arrive
giuseppe	giuseppe
nominacions	nominations
norma	norma
norma	norm
mor	dies
mor	mor
sobirania	sovereignty
conjuntament	jointly
benet	benet
nasa	nasa
georges	georges
viatges	travel
jazz	jazz
coure	copper
ohio	ohio
portat	ported
portat	brought
dissenyat	designed
monedes	coins
monedes	currencies
fragments	fragments
quin	what
temporal	temporary
confederació	confederation
localització	location
senador	senator
valladolid	valladolid
pablo	pablo
delta	delta
basílica	basilica
alberto	alberto
javier	javier
existir	exist
potencial	potential
tennis	tennis
cobert	covered
cobert	shed
oficines	offices
buit	empty
buit	vacuum
juvenil	youth
gust	taste
borbó	bourbon
neerlandès	dutch
colom	pigeon
colom	colom
gómez	gomez
gómez	gómez
turcs	turks
lituània	lithuania
pro	pro
convertint	converting
convertint	turning
tothom	everyone
hans	hans
traduït	translated
moral	moral
moral	morals
moral	morality
hitler	hitler
barreja	shuffle
barreja	mix
henri	henri
rebels	rebels
equador	equator
equador	ecuador
notícia	news
femelles	females
publica	commit
catòlic	catholic
acer	steel
aquitània	aquitaine
farmàcia	pharmacy
rodes	wheels
celebració	celebration
utc+	utc+
informe	report
dictadura	dictatorship
finlàndia	finland
uci	icu
recents	recent
personals	personal
cursos	courses
seqüència	sequence
galícia	galicia
califa	caliph
flux	flow
badalona	badalona
acabada	finished
roda	wheel
estàtua	statue
retirat	retired
secundari	secondary
cotxe	car
registres	records
golden	golden
electricista	electrician
esforços	efforts
líders	leaders
fotos	photos
jardins	gardens
soviètic	soviet
lès	lès
arma	weapon
arma	gun
agustí	augustine
agustí	agustí
seguidors	followers
seguidors	trackers
campanyes	campaigns
open	open
bages	bages
cinquè	fifth
aprofitar	seize
noia	girl
aprendre	learn
radiació	radiation
braç	arm
noblesa	nobility
interessant	interesting
químic	chemical
químic	chemist
pertanyen	belong
ports	ports
idiomes	languages
teories	theories
catòlics	catholics
raça	breed
econòmics	economic
haleakala	haleakalā
pacific	pacific
missions	missions
burgos	burgos
travessa	crosses
navegació	navigation
hidrogen	hydrogen
jurisdicció	jurisdiction
separació	separation
popularitat	popularity
divisions	divisions
rebé	received
pols	dust
símbols	symbols
literari	literary
friedrich	friedrich
hamburg	hamburg
indis	indians
senyora	madam
senyora	lady
salamanca	salamanca
sort	lucky
andalusia	andalusia
contribuir	contributing
contribuir	contribute
vicenç	vicenç
online	online
índex	index
var	var
mecànica	mechanical
realització	realisation
realització	realization
sec	sec
placa	plate
frase	phrase
frase	sentence
explotació	exploitation
tortosa	tortosa
conservador	conservative
preparar	prepare
suficient	enough
executiu	executive
heroi	hero
insectes	insects
concepció	conception
passos	steps
passos	footsteps
christian	christian
vivia	lived
opera	opera
mecanisme	mechanism
empresari	entrepreneur
empresari	employer
regles	rules
regles	rulers
conservat	preserved
exclusivament	exclusively
xarxes	networks
senyals	signals
senyals	signs
prat	prat
eina	tool
termini	term
alaska	alaska
competir	compete
assistència	assistance
matí	morning
distingir	distinguish
caràcters	characters
indonèsia	indonesia
radical	radical
emmy	emmy
investigacions	investigations
posseeix	possesses
regla	rule
cardona	cardona
desenvolupa	develops
mot	mot
campiona	champion
repartiment	cast
últimes	latest
causes	causes
irlandès	irish
parcialment	partly
parcialment	partially
centenars	hundreds
alternativa	alternative
brown	brown
regidors	councillors
debat	discussion
debat	debate
compromís	engagement
compromís	commitment
absoluta	absolute
aprovat	approved
contes	tales
professió	profession
quantitats	quantities
audiència	audience
suprem	supreme
dama	lady
claude	claude
quadres	tables
existents	existing
estatut	statute
editors	editors
coneixements	knowledge
òrgan	organ
polonès	polish
competicions	competitions
sotmetre	subdue
oklahoma	oklahoma
diumenge	sunday
crònica	chronicle
connexió	connection
equilibri	balance
equilibri	equilibrium
den	den
càmera	camera
pilots	pilots
jaciment	reservoir
drama	drama
estada	stay
cognom	surname
ritme	rhythm
companyies	companies
privat	private
estrangers	foreigners
deixeble	disciple
màquines	machines
sèrbia	serbia
gamma	gamma
avaluació	evaluation
taxa	rate
solitari	lonely
agents	agents
propòsit	purpose
varietats	varieties
esquerre	left
ideal	ideal
pena	penalty
pena	pena
contemporània	contemporary
esperança	hope
tesi	thesis
personalitat	personality
comparació	comparison
errors	bugs
errors	mistakes
éssers	beings
propers	upcoming
museus	museums
pèrsia	persia
aprenentatge	learning
estadística	statistics
pujol	pujol
napoleó	napoleon
debut	debut
matemàtic	mathematician
cultures	cultures
estranger	foreigner
prèviament	previously
mamífers	mammals
petroli	petroleum
enrique	enrique
separat	separated
separat	disjoint
governs	governments
live	live
pacte	covenant
administrador	admin
administrador	administrator
pakistan	pakistan
líquid	liquid
congregació	congregation
àmpliament	widely
reducció	reduction
cònjuge	spouse
margarida	margherita
representacions	representations
tomàs	thomas
dorsal	engine
dorsal	dorsal
carbó	coal
presentat	submitted
presentat	presented
shao	shao
mozart	mozart
bot	bot
urbana	urbana
bons	bonds
teatral	theatrical
gos	dog
pilota	ball
luci	lucius
llinda	lintel
citat	quoted
pic	pic
maó	brick
visual	visual
gris	grey
paràmetres	parameters
víctimes	victims
loira	loire
julià	julian
cinquanta	fifty
arrel	root
filles	daughters
jutge	judge
cerca	search
negocis	business
almirall	admiral
variacions	variations
fronteres	boundaries
fronteres	borders
còpies	copies
forts	strong
transformació	transformation
johnson	johnson
verlag	verlag
wikimedia	wikimedia
creant	creating
molècules	molecules
refugi	shelter
refugi	refuge
brillant	brilliant
neu	snow
associacions	associations
associacions	partnerships
indicar	indicate
electrons	electrons
aleta	fin
tensió	tension
tensió	voltage
batalles	battles
participa	participates
obre	open
masses	masses
considerable	considerable
tradicions	traditions
participat	participated
treballat	worked
regidor	alderman
regidor	councillor
component	component
porter	doorman
porter	goalkeeper
porter	porter
contemporani	contemporary
wilson	wilson
presoner	prisoner
demanda	demand
muller	muller
missa	missa
missa	mass
caterina	catherine
castro	castro
nazi	nazi
traduir	translate
visible	visible
trofeu	trophy
laboratori	laboratory
laboratori	lab
urss	ussr
estils	styles
capelles	chapels
blocs	blocks
càlcul	calculus
càlcul	calculation
abast	scope
hug	hugh
ofensiva	offensive
cau	cau
fleca	bakery
simfonia	symphony
pràctiques	internship
pràctiques	practices
moda	fashion
jorge	jorge
mentrestant	meanwhile
substitució	replacement
petersburg	petersburg
soc	soc
regionals	regional
regionals	regionals
bob	bob
revisió	review
revisió	revision
gil	gil
observatori	observatory
provisional	provisional
infants	children
signatura	signature
llet	milk
dates	dates
nigèria	nigeria
afluent	tributary
colonial	colonial
esforç	effort
combustible	fuel
alan	alan
recorda	remember
rector	rector
nat	nat
francis	francis
desaparició	disappearance
enorme	huge
iso	iso
oliver	oliver
clan	clan
menorca	minorca
menorca	menorca
missouri	missouri
arxipèlag	archipelago
partidaris	loyalists
partidaris	supporters
pietro	pietro
arqueològic	archaeological
sucre	sugar
teorema	theorem
estima	loves
grande	grande
freqüent	frequent
saga	saga
dents	teeth
facilitar	facilitate
oportunitat	chance
lai	lai
acompanyat	accompanied
acompanyat	escorted
afegit	added
designat	designated
trànsit	traffic
garcia	garcia
quina	what
costums	customs
distinció	distinction
implica	implies
marítim	maritime
alonso	alonso
rin	rhine
sofia	sofia
campions	champions
tractats	treaties
sardenya	sardinia
conceptes	concepts
espectacle	show
influències	influences
sous	sous
sous	salaries
significativa	meaningful
cinquena	fifth
bernard	bernard
prats	prats
virtual	virtual
ford	ford
qüestions	issues
montevideo	montevideo
victor	victor
emprat	used
llevat	yeast
fira	fair
pol	pol
estratègia	strategy
sudan	sudan
regent	regent
rellotge	watch
rellotge	clock
disponibles	available
carlo	carlo
semblants	similar
fundadors	founders
radio	radio
gaudí	gaudi
gaudí	gaudí
ricard	ricard
ricard	richard
boston	boston
vicent	vincent
desaparegut	disappeared
desaparegut	missing
membrana	membrane
files	ranks
files	rows
específic	specific
proteïna	protein
precisament	precisely
sainte	sainte
desig	desire
desig	wish
quinze	fifteen
hipòtesi	hypothesis
electrònica	electronics
cafè	coffee
dispositius	devices
prestigi	prestige
pianista	pianist
bill	bill
seixanta	sixty
hollywood	hollywood
conreu	cultivation
conreu	crop
rico	rico
praga	prague
ernest	ernest
crítics	critics
pastor	pastor
cosí	cousin
òrgans	organs
expressar	express
històricament	historically
unep	unep
danys	damage
ratpenat	myotis
bulgària	bulgaria
adam	adam
mostres	samples
substàncies	substances
candidatura	candidacy
candidatura	nomination
números	numbers
variants	variants
aproximació	approximation
individu	individual
magnitud	magnitude
ruiz	ruiz
tall	cutting
wcmc	wcmc
british	british
guionista	screenwriter
mateu	matthew
association	association
observació	observation
viles	villages
viles	vile
teulada	roof
reconstrucció	reconstruction
prefectura	prefecture
riquesa	wealth
mariscal	marshal
esborra	delete
posada	posada
alexandria	alexandria
sobreviure	survive
sobreviure	surviving
renunciar	resign
unanimitat	unanimity
herència	legacy
herència	inheritance
òperes	operas
braços	arms
espera	wait
sorra	sand
vocals	vowels
herba	grass
herba	weed
avantatge	advantage
ivan	ivan
prínceps	princes
greus	serious
long	long
young	young
clàssics	classics
ampliació	extension
segell	stamp
segell	seal
allen	allen
aliat	ally
constantí	constantine
arnau	arnau
classificar	classify
tossal	summit
figueres	figueres
bits	bits
lògica	logic
coloma	coloma
claus	keys
claus	claus
llacs	lakes
varia	varies
síntesi	synthesis
societats	societies
menció	mention
escuts	shields
cúpula	dome
propostes	proposals
argument	argument
màrtir	martyr
hisenda	hacienda
àlbums	albums
mèrit	merit
orientació	guidance
orientació	orientation
ministres	ministers
actitud	attitude
escultures	sculptures
vídua	widowed
vídua	widow
reproducció	reproduction
tipologia	typology
jueu	jewish
jueu	jew
will	will
ambaixador	ambassador
còpia	copy
integrat	integrated
matriu	matrix
existia	existed
proporciona	provides
competència	competition
perruqueria	hairdresser
desconegut	unknown
impossible	impossible
procediment	procedure
constitucional	constitutional
liceu	lyceum
intents	attempts
quaranta	forty
alma	alma
germanes	sisters
variables	variables
gregori	gregory
africà	african
villa	villa
subordo	subordo
quadrats	squares
responsabilitat	liability
responsabilitat	responsibility
youtube	youtube
monarca	monarch
testimoni	witness
testimoni	testimony
temàtica	topic
temàtica	theme
massís	massif
alimentació	food
metalls	metals
taylor	taylor
sostre	roof
proporcionar	provide
avi	grandparent
avi	grandpa
avi	grandfather
orleans	orleans
orleans	orléans
pobres	poor
votació	vote
molecular	molecular
maternal	maternal
pluja	rain
brigada	brigade
típic	typical
judicial	judicial
generar	generate
samuel	samuel
acords	agreements
determinada	determined
rival	rival
pagament	payment
teixits	tissues
bibliografia	bibliography
reaccions	reactions
representat	represented
acadèmic	academic
lorenzo	lorenzo
prússia	prussia
permís	permission
permís	permit
dei	dei
integració	integration
osona	osona
vestit	dress
vestit	suit
marcel	marcellus
marcel	marcel
primària	primary
fòssils	fossils
tones	tons
cerimònia	ceremony
panamà	panama
franz	franz
abella	abella
abella	bee
dispositiu	device
criteri	criterion
compositors	composers
recollir	collect
relacionada	related
condemnat	sentenced
cup	cup
ciclistes	cyclists
triomf	triumph
penya	peña
cultiu	cultivation
cultiu	crop
francs	franks
teologia	theology
mercè	mercè
litoral	coastline
administratiu	administrative
pou	pou
pou	pit
agrupació	grouping
espectadors	spectators
espectadors	viewers
creador	creator
subjecte	subject
artificial	artificial
perspectiva	perspective
candidats	candidates
magdalena	magdalena
carmen	carmen
gegants	giants
banderes	flags
decisions	decisions
canvia	switch
canvia	change
habilitat	skill
habilitat	enabled
ajudant	assistant
ajudant	helper
tripulació	crew
lineal	linear
afirmar	affirm
air	air
etiòpia	ethiopia
tecnologies	technologies
obtingut	obtained
temples	temples
palestina	palestine
literalment	literally
estocolm	stockholm
monjo	monk
assumir	assume
conseqüències	consequences
grammy	grammy
jueva	jewish
xxi	xxi
mascle	male
elisabet	elizabeth
zootaxa	zootaxa
passen	pass
fracàs	failure
atlantic	atlantic
consens	consensus
green	green
maurice	maurice
granota	frog
mapes	maps
restar	subtract
lieja	liège
fidel	faithful
fidel	fidel
madagascar	madagascar
capítols	chapters
redacció	drafting
berguedà	berguedà
fruits	fruits
casal	casal
franja	strip
publicitat	advertising
transformar	transform
conjunts	sets
confiança	trust
marbre	marble
dominar	dominate
record	souvenir
començat	started
interiors	interiors
espinosa	espinosa
descendent	descending
ànima	soul
possibilitats	possibilities
marcat	marked
andrés	andrés
canons	cannons
possessions	possessions
mata	kill
mata	mata
lima	lima
àngels	angels
múrcia	murcia
perruqueries	salons
perruqueries	hairdressers
amateur	amateur
castellana	castellana
descens	downhill
envair	invaded
envair	invade
teixit	tissue
teixit	fabric
abandonat	abandoned
orgue	organ
dvd	dvd
aprovació	approval
ric	rich
desemboca	empties
vegetals	vegetables
preparació	preparation
virgínia	virginia
dominant	dominant
diversitat	diversity
comunistes	communists
gegant	giant
eduardo	eduardo
executat	executed
mataró	mataró
claudi	claudius
derivats	derivatives
joe	joe
joaquín	joaquin
joaquín	joaquín
pamplona	pamplona
doctrina	doctrine
electricistes	electricians
rendiment	performance
rendiment	yield
dipòsit	deposit
integrar	integrate
balaguer	balaguer
assentament	settlement
precisió	precision
precisió	accuracy
ponts	bridges
usant	using
leipzig	leipzig
famosos	famous
famosos	celebrities
mina	mina
mina	mine
creek	creek
biologia	biology
pal	suit
pres	taken
pennsilvània	pennsylvania
indiana	indiana
ubicació	location
femella	female
situacions	situations
ordinadors	computers
cridar	scream
cors	hearts
cors	corsican
documentat	documented
dissolució	dissolution
quadrat	square
pisces	pisces
adreça	address
índies	indies
escollir	choose
gir	twist
dificultat	difficulty
cooperació	cooperation
bíblia	bible
conferències	conferences
mart	mart
mart	mars
segura	segura
oferta	offer
emissió	broadcast
emissió	emission
destruïda	destroyed
animació	animation
editat	edited
trens	trains
cabrera	cabrera
cita	appointment
cotxes	cars
gruix	thick
gruix	thickness
existent	existing
afegeix	add
campo	campo
intercanvi	exchange
consciència	conscience
consciència	consciousness
preses	shots
jackson	jackson
confirmar	confirm
otomans	ottomans
evident	obvious
fortament	strongly
modificacions	modifications
soldat	soldier
acta	acta
relleus	relay
addicionals	additional
signat	signed
capturat	captured
signe	signe
signe	sign
dolor	pain
llenguadoc	languedoc
terminal	terminal
tècnics	technical
tècnics	technicians
ideologia	ideology
espiritual	spiritual
soprano	soprano
metal	metal
absolut	absolute
nba	nba
impostos	taxes
intensitat	intensity
actius	assets
llegat	legacy
millores	improvements
singular	singular
monte	monte
high	high
socialistes	socialists
vendes	sales
reduït	reduced
cinta	tape
granollers	granollers
stephen	stephen
menja	eat
marco	marco
patriarca	patriarch
exercici	exercise
molins	molins
paulo	paulo
díaz	díaz
díaz	diaz
capes	layers
alfonso	alfonso
proporció	ratio
proporció	proportion
vilafranca	vilafranca
freqüents	frequent
ahmad	ahmad
cantar	sing
associada	associated
legislatura	legislature
apartament	apartment
símptomes	symptoms
fases	phases
establerta	established
negoci	business
mars	mars
lewis	lewis
separa	separates
missatges	messages
fam	hunger
rurals	rural
dirigeix	directs
arròs	rice
estable	stable
davis	davis
negociacions	negotiations
perd	loses
inaugurar	inaugurate
rol	role
guarnició	garrison
cadenes	chains
cadenes	strings
torí	turin
iowa	iowa
oviedo	oviedo
circumstàncies	circumstances
dient	saying
biblioteques	libraries
bretó	breton
aventures	adventures
sitges	sitges
sitges	silos
venus	venus
rivera	rivera
separats	separated
guanya	wins
iugoslàvia	yugoslavia
donació	donation
places	squares
continu	continuous
continu	continuum
adolf	adolf
eric	eric
memorial	memorial
revolucionari	revolutionary
canàries	canary
catedràtic	professor
algèria	algeria
hebreu	hebrew
uniforme	uniform
incendi	fire
vives	vives
depressió	depression
substància	substance
sens	sens
mir	mir
cervera	cervera
assalt	assault
investigadors	researchers
seminari	seminary
seminari	seminar
single	single
regulars	regular
roc	ocr
roc	roc
mike	mike
aplica	apply
governant	ruler
oral	oral
minnesota	minnesota
estètica	aesthetics
álvarez	alvarez
anne	anne
assumptes	matters
passió	passion
mater	mater
forn	oven
ray	ray
rendir	surrendering
ones	waves
cao	cao
andrea	andrea
indústries	industries
claustre	cloister
miller	miller
èpoques	eras
repressió	repression
santos	santos
voluntaris	volunteers
himne	hymn
himne	anthem
croàcia	croatia
admissibilitat	admissibility
ana	ana
pascual	pascual
pagès	pagès
springer	springer
parlant	talking
parlant	speaking
legió	legion
puntuació	rating
puntuació	score
ofici	craft
tancs	tanks
bomba	bomb
microsoft	microsoft
marne	marne
nomenament	appointment
pavelló	pavilion
bolívia	bolivia
retrats	portraits
pilars	pillars
cadis	cádiz
amant	lover
restaurar	restore
segarra	segarra
matemàtica	maths
matemàtica	mathematics
matemàtica	math
quedant	staying
pacients	patients
gasos	gases
destí	destiny
kong	kong
subsp	subsp
cichlids	cichlids
ciudad	ciudad
asteroides	asteroids
exactament	exactly
maryland	maryland
pèrdues	losses
traduccions	translations
convenció	convention
consells	tips
elevació	elevation
enginyers	engineers
mòdul	module
intervenir	intervene
corba	curve
fulla	leaf
cordes	ropes
maine	maine
creix	grows
hoquei	hockey
setanta	seventy
silva	silva
dieta	diet
mundo	mundo
indi	indian
indi	indi
continuïtat	continuity
istat	istat
césar	césar
talla	cut
designar	designate
empúries	empúries
anti	anti
planetes	planets
confondre	confuse
inicials	initials
rellevant	relevant
anvers	antwerp
agències	agencies
delegació	delegation
rené	rené
solucions	solutions
inspiració	inspiration
berlin	berlin
cantons	cantons
integral	integral
geometria	geometry
ferits	injured
ferits	wounded
rutes	routes
steve	steve
beneficis	benefits
wilhelm	wilhelm
vega	vega
