metodele	méthodes
atribuite	attribué
atribuite	attribués
atribuite	attribuée
atribuite	attribué
atribuite	assignée
atribuite	assignés
atribuite	affecté
atribuite	assignées
atribuite	assigné
bursă	camaraderie
bursă	bourse
etaje	étages
etaje	planchers
etaje	sols
rază	rayon
rază	radius
dragomir	dragomir
reciproc	mutuelle
reciproc	réciproque
reciproc	mutuel
reciproc	mutuelles
extra	supplémentaires
extra	supplémentaire
extra	extra
avansate	avancés
avansate	avancées
avansate	avancé
avansate	perfectionné
avansate	avancée
trenuri	trains
antena	parabole
antena	plat
antena	antenne
umbra	shadow
umbra	ombre
umbra	ombres
umbra	ombre
umbra	ombrage
umbra	abat
umbra	teinte
vocală	voyelles
vocală	voyelle
creuse	creuse
omorât	assassiné
omorât	assassinés
omorât	tué
omorât	assassinée
omorât	tué
omorât	tuée
omorât	tués
mărturii	témoignages
mărturii	témoignages
mărturii	témoignage
aaron	aaron
falls	chutes
falls	tombe
falls	falls
figură	chiffre
figură	figure
paraná	paraná
transformare	transformation
academică	académiques
academică	universitaire
academică	universitaires
academică	académique
promovează	promouvoir
promovează	stimuler
promovează	boost
promovează	dynamiser
promovează	booster
digitale	numérique
digitale	numériques
digitale	digital
abbas	abbas
hcm	hcm
grafic	graphique
grafic	graphe
grafic	graphiques
grafic	graphique
grafic	graphique
grafic	diagramme
antrenori	autocars
antrenori	entraîneurs
antrenori	coachs
antrenori	entraîneurs
antrenori	formateurs
contul	compte
pedeapsa	pénalités
pedeapsa	peine
pedeapsa	pénalité
pedeapsa	sanction
pedeapsa	punition
pedeapsa	châtiment
pedeapsa	punitions
pedeapsa	sanction
bancă	banques
bancă	banque
bancă	banquette
bancă	banc
mei	mei
sevilla	séville
sevilla	sevilla
sevilla	séville
sevilla	seville
domnule	messire
domnule	monsieur
definite	définie
definite	définis
definite	définies
definite	défini
pauză	interrompre
pauză	pause
pauză	suspendre
pauză	break
pauză	pause
pauză	rupture
pauză	briser
allan	allan
seminarul	séminaire
săptămâna	semaine
săptămâna	semaines
globală	global
globală	mondiale
globală	mondial
globală	mondiaux
torre	torre
conan	conan
brescia	brescia
sarcini	tâches
circuitul	circuit
înfrânt	vaincu
înfrânt	défaite
înfrânt	battu
înfrânt	vaincus
înfrânt	vaincue
hrușciov	khrouchtchev
roxana	roxana
ferrara	ferrara
string	chaîne
string	ficelle
string	string
string	cordes
julian	julian
julian	julien
mandatului	mandat
collins	collins
ontario	ontario
valoroase	précieux
valoroase	précieuse
pianist	pianiste
reclamă	commercial
reclamă	commerciaux
reclamă	commerciales
reclamă	commerciale
reclamă	publicitaire
reclamă	publicité
reclamă	publicités
maniu	maniu
merite	mérites
merite	mérites
merite	mérite
tong	tong
neagu	neagu
comunicații	communications
manga	manga
manga	mangas
electorală	électorale
indo	indo
marketing	marketing
marketing	commercialisation
declara	déclarer
declara	déclare
declara	déclarons
declara	déclarent
montreal	montréal
montreal	montreal
ribbentrop	ribbentrop
scade	diminution
scade	diminuer
scade	réduire
scade	baisse
ton	thon
ton	thons
ton	tonalité
ton	tonus
cheia	touche
cheia	clef
cheia	clé
cheia	clefs
cheia	clés
britannica	britannica
romanov	romanov
vidin	vidin
mecanice	mécanique
mecanice	mécaniques
vrh	vrh
ascunde	masquer
ascunde	cache
ascunde	cacher
mobil	mobile
mobil	portable
sean	sean
schi	ski
schi	skier
schi	ski
fondarea	fondatrice
depozite	entrepôts
depozite	dépôts
depozite	gisements
fictiv	fictif
fictiv	fictive
fictiv	fictifs
fictiv	fictive
fictiv	fictif
aeroport	aéroports
aeroport	aéroport
talentul	talents
talentul	talent
oklahoma	oklahoma
terestră	terrestre
terestră	terrestres
permisiunea	autorisation
permisiunea	permission
bernhard	bernhard
nepoata	nièce
bătut	vaincu
bătut	battues
bătut	battue
bătut	battu
bătut	battus
pragul	seuil
ouă	œufs
ouă	oeufs
ușa	porte
aristotel	aristote
panchen	panchen
alpha	alpha
atlético	atlético
liudmila	ludmila
contrar	contrairement
contrar	contraires
contrar	contraire
sprijină	supporte
sprijină	soutient
sprijină	soutiens
sprijină	supports
tipărită	imprimé
tipărită	imprimée
tipărită	imprimées
tipărită	imprimés
rica	rica
araneidae	araneidae
imnul	hymne
chirurgie	chirurgie
afecta	affecter
afecta	affectent
madison	madison
icoana	icônes
icoana	icône
xinglong	xinglong
amy	amy
klaus	klaus
adriana	adriana
pași	marches
pași	étapes
spațial	spatiale
legislația	législation
legislația	législations
butler	butler
butler	majordome
discutat	discuté
inutil	inutile
inutil	inutilisable
inutil	inutilité
inutil	inutiles
rolling	laminage
rolling	rouler
rolling	roulant
rolling	roulement
explicație	explication
explicație	explications
ritm	rythmique
ritm	rythme
hudson	hudson
placa	plaque
bursa	bursa
bursa	bourse
nori	nuages
edmund	edmund
edmund	edmond
mercedes	mercedes
intelectuali	intellectuels
intelectuali	intellectuelle
intelectuali	intellectuel
intelectuali	intellectuels
împotrivă	contre
împotrivă	against
proprietari	propriétaires
protejat	protégées
protejat	protégés
protejat	protégée
protejat	protégé
ronald	ronald
alin	alin
colective	collective
colective	collectifs
colective	collectif
popularitate	popularité
gândit	réfléchi
gândit	pensais
gândit	pensé
gândit	pensée
homo	homo
homo	homosexualité
homo	gay
homo	homosexuel
castle	château
castle	chateau
droguri	drogues
droguri	drogue
droguri	dope
droguri	drogue
droguri	médicament
willem	willem
execuție	exécution
jucând	jouer
jucând	jouant
intervenit	intervenue
intervenit	intervenu
generat	générés
generat	générées
generat	générée
generat	généré
succese	réussites
succese	succès
succese	succes
succese	succès
succese	success
succese	réussite
bratislava	bratislava
damasc	damas
nuvelă	novella
morbihan	morbihan
publica	publier
publica	publie
publica	publiez
reformei	reforme
reformei	réformer
reformei	réforme
reformei	réformes
necunoscute	inconnue
necunoscute	inconnu
necunoscute	inconnus
necunoscute	inconnues
filipine	philippines
filipine	philippins
secundară	secondaires
secundară	secondaire
carabus	carabus
promis	promise
promis	promises
promis	promis
rin	rin
rin	rhin
incident	incident
incident	incidents
semnificația	signification
semnificația	importance
plecare	départ
plecare	depart
plecare	départs
memorii	mémoires
memorii	mémoires
gândire	réfléchir
gândire	pensant
gândire	pensée
gândire	penser
identificate	identifiée
identificate	identifié
identificate	identifiées
identificate	identifiés
vladimirescu	vladimirescu
anatomia	anatomie
farmacie	drugstore
farmacie	pharmacie
biți	bits
rightarm	rightarm
mexican	mexicaines
mexican	mexicaine
mexican	mexicains
mexican	mexicain
five	five
five	cinq
portrete	portraits
pictate	peintes
pictate	peinte
pictate	peint
pictate	peints
aleksandr	aleksandr
parcuri	parcs
pozitivă	positive
pozitivă	positives
pozitivă	positif
pozitivă	positifs
tipărit	imprimé
tipărit	imprimée
tipărit	imprimées
tipărit	imprimés
sângele	sang
sângele	sanguin
sângele	blood
marchiz	marquis
marchiz	marquis
yemen	yémen
cântând	chant
cântând	chanter
stiluri	styles
protejarea	protéger
protejarea	protégeant
norvegian	norvégiens
norvegian	norvégien
norvegian	norvégienne
împușcat	coup
împușcat	shot
împușcat	abattus
împușcat	tir
împușcat	abattu
sălbatică	wild
sălbatică	sauvage
sălbatică	sauvages
teamă	peur
teamă	fear
teamă	crainte
teamă	craintes
statui	statues
sâmbătă	samedi
sâmbătă	saturday
profesioniști	professionnels
irlandez	irlandaise
irlandez	irlandais
consilieri	conseillers
consilieri	conseillers
bunica	mémé
bunica	mamie
bunica	mémé
bunica	mamie
lituaniei	lituanie
limitate	limitée
limitate	limitées
limitate	limité
limitate	limités
pereți	murs
sándor	sándor
cosmin	cosmin
perry	perry
sept	septum
sept	sept
distincție	distinction
distincție	distinguer
distincție	distinctions
platformă	plate
platformă	quai
platformă	plateforme
platformă	plateformes
cronici	chroniques
rugăciune	prières
rugăciune	prière
rugăciune	prier
luther	luther
personalitatea	personnalité
atelierul	atelier
atelierul	ateliers
cook	cuisiner
cook	cuisinier
cook	cuire
cook	cook
cook	cuisinière
tighina	tighina
tara	pays
tara	tara
blois	blois
abur	vapeur
abur	vapeurs
oleg	oleg
respectarea	respect
respectarea	conformité
vama	coutumes
vama	douanes
vama	douane
vama	douanières
vama	douanier
interimar	provisoire
interimar	intérimaire
interimar	intérimaires
interimar	intérim
adult	adulte
adult	adultes
împarte	diviser
împarte	scinder
împarte	split
împarte	scission
experimental	expérimental
experimental	expérimentale
dir	dir
logica	logique
logica	logiques
helsinki	helsinki
julia	julia
mussolini	mussolini
scooby	scooby
faimos	fameux
faimos	célèbre
faimos	célèbres
nuntă	mariage
nuntă	noces
nuntă	mariages
magdalena	magdalena
anastasia	anastasia
studiourile	studios
posterior	postérieure
posterior	postérieur
bat	bat
bat	batte
apr	apr
apr	avril
apr	avr
mintea	esprit
mintea	mind
dmitri	dmitry
dmitri	dmitri
dmitri	dimitri
americanii	américains
alexei	alexei
alexei	alexeï
sârb	serbe
sârb	serbes
sârb	serbe
sârb	serbes
documentul	document
baba	baba
mediaș	mediaș
codreanu	codreanu
preocupat	préoccupé
preocupat	préoccupée
preocupat	concerné
preocupat	concernés
preocupat	préoccupé
preocupat	préoccupés
preocupat	préoccupée
brusc	subitement
brusc	soudainement
brusc	soudain
brusc	soudaine
brusc	subite
brusc	soudain
debehogne	debehogne
japonezi	japonais
japonezi	japonaise
japonezi	japonaises
inspirată	inspiré
inspirată	inspirées
inspirată	inspirés
inspirată	inspirée
paraguay	paraguay
consacrat	consacrée
consacrat	consacré
consacrat	consacrés
jennifer	jennifer
cantal	cantal
izolat	isolées
izolat	isolés
izolat	isolée
izolat	isolé
izolat	isolées
izolat	isolés
izolat	isolée
izolat	isolé
berg	berg
anulat	annulée
anulat	annulé
anulat	annulés
anulat	annulée
anulat	annulé
anulat	annulés
precizează	précisez
precizează	préciser
precizează	spécifier
evaluare	notation
evaluare	cotation
evaluare	cote
evaluare	évaluation
evaluare	evaluation
evaluare	évaluation
evaluare	appréciation
evaluare	évaluation
evaluare	valorisation
asediu	siege
asediu	siège
divizat	divisé
divizat	divisée
divizat	divisées
divizat	divisés
divizat	diviser
divizat	scinder
divizat	split
divizat	scission
bergamo	bergame
taxe	impôt
taxe	impôts
taxe	taxes
taxe	fiscalité
taxe	frais
taxe	honoraires
novo	novo
încurajat	encouragées
încurajat	encouragée
încurajat	encouragés
încurajat	encouragé
enterprise	enterprise
enterprise	entreprise
inamic	ennemies
inamic	ennemis
inamic	ennemie
inamic	ennemi
vehicul	véhicule
botanică	botanique
botanică	botanique
arma	arme
arma	fusil
arma	pistolet
arma	arme
arma	revolver
diferențele	différences
servi	servir
servi	sers
servi	servez
hanul	inn
presupus	supposé
presupus	présumé
presupus	supposé
presupus	prétendument
presupus	présumés
presupus	prétendument
presupus	prétendue
presupus	présumé
presupus	présumée
presupus	prétendu
presupus	présumés
presupus	présumé
presupus	présumée
nagy	nagy
musulmane	musulmans
musulmane	musulmane
musulmane	musulman
modificată	modifié
modificată	modifiée
modificată	modifiées
modificată	modifiés
modificată	modifié
modificată	modifiée
modificată	amendée
modificată	amendé
arakan	arakan
definitivă	définitive
definitivă	définitif
definitivă	définitifs
definitivă	définitives
rasa	race
rasa	course
rasa	race
restaurarea	restauration
emerit	émérite
cafenea	cafe
cafenea	café
cafenea	café
permanente	permanente
permanente	permanentes
permanente	permanent
permanente	permanents
vizibilă	visible
vizibilă	visibles
asociație	association
index	index
index	indice
obișnuită	ordinaire
obișnuită	ordinaires
moral	moralement
moral	morale
moral	moral
moral	moraux
moral	moralité
kenneth	kenneth
trofee	trophées
asigurări	assurances
asigurări	assurance
dispute	contentieux
dispute	litiges
dispute	conflits
dispute	différends
portughez	portugaise
portughez	portugais
funcționar	clerc
funcționar	greffier
funcționar	commis
haiti	haiti
haiti	haïti
sindromul	syndrome
locație	localisation
locație	emplacement
locație	localité
locație	lieu
prezență	fréquentation
prezență	présence
prezență	assiduité
prezență	participation
prezență	présence
eugene	eugène
eugene	eugene
persan	persique
persan	perse
persan	perses
persan	persan
sinaia	sinaia
traseu	sentier
traseu	piste
traseu	itinéraire
traseu	route
traseu	trajet
traseu	parcours
îmbunătățit	améliorés
îmbunătățit	améliorées
îmbunătățit	améliorée
îmbunătățit	amélioré
îmbunătățit	améliorés
îmbunătățit	renforcée
îmbunătățit	améliorée
îmbunătățit	amélioré
vinde	vends
vinde	vendre
arhitecturale	architecturaux
arhitecturale	architectural
logic	logique
logic	logiques
logic	logique
logic	logiques
precizie	précision
precizie	exactitude
precizie	précision
precizie	justesse
meyer	meyer
măsoară	mesurer
măsoară	mesure
dom	dôme
dom	coupole
dom	dome
dom	dom
über	über
fame	célébrité
fame	renommée
fame	gloire
fame	fame
lymantria	lymantria
controlat	contrôlées
controlat	contrôlés
controlat	contrôlée
controlat	contrôlé
acționat	agi
coleg	confrère
coleg	collègue
coleg	collègue
express	exprès
express	exprimer
express	express
express	expresse
amt	amt
nel	nel
baltice	baltique
baltice	baltes
mustafa	mustapha
mustafa	mustafa
ardere	combustion
ardere	brûlant
ardere	brûlure
ardere	gravure
ardere	brûler
cost	coût
cost	coûts
modifică	modifiez
modifică	modifier
boeing	boeing
întoarcere	retourner
întoarcere	retour
întoarcere	revenir
cercetătorii	chercheurs
peșteră	caverne
peșteră	grotte
peșteră	cave
senat	sénat
gay	gays
gay	homosexualité
gay	gay
gay	homosexuel
creta	crète
creta	craie
ming	ming
montgomery	montgomery
egiptean	égyptiens
egiptean	égyptienne
egiptean	égyptien
variabile	variable
variabile	variables
variabile	variables
mediterană	méditerranéen
mediterană	méditerranéenne
mediterană	méditerranée
metale	métal
metale	métaux
metale	metal
metale	métallique
metale	métalliques
metale	métaux
pană	plumes
pană	plume
bush	brousse
bush	bush
bush	buissons
bush	buisson
standardele	normes
daneză	danoises
daneză	danois
daneză	danoise
verticală	verticales
verticală	verticalement
verticală	verticaux
verticală	vertical
verticală	verticale
renunță	annuler
renunță	annule
azerbaidjan	azerbaïdjan
niveluri	niveaux
mitchell	mitchell
notat	notée
notat	remarqué
notat	noté
strategică	stratégique
strategică	stratégiques
cambodgia	cambodgien
cambodgia	cambodgiens
cambodgia	cambodgienne
cambodgia	cambodgien
cambodgia	cambodge
pablo	pablo
morris	morris
lent	ralentir
lent	lentement
lent	lenteur
lent	lent
lent	lente
cosma	cosma
academice	académiques
academice	universitaire
academice	universitaires
academice	académique
ice	verglas
ice	ice
ice	glace
kate	kate
aurora	aurora
aurora	aurores
aurora	aurore
sinod	concile
sinod	synode
rou	rou
maría	maría
oregon	oregon
bănci	banques
bănci	bancs
restaurant	restaurant
restaurant	gastronomie
afectate	affectée
afectate	affectés
afectate	touchés
afectate	touchée
afectate	affecté
afectate	touché
baltă	flaque
pavia	pavie
structurile	structures
impuse	imposés
impuse	imposée
impuse	imposées
impuse	infligée
impuse	imposé
silezia	silésie
silezia	silésie
uriaș	géants
uriaș	géant
uriaș	giant
uriaș	géante
tabere	camps
tabere	campements
alma	alma
atribuie	attribuer
atribuie	affecter
atribuie	assigner
formulă	formule
formulă	formules
kentucky	kentucky
indicat	indiquée
indicat	indiqués
indicat	indiqué
mărfuri	cargaison
mărfuri	fret
mărfuri	marchandises
mărfuri	marchandise
mărfuri	biens
belle	belle
grâu	froment
grâu	blé
cuantică	quantum
cuantică	quantique
văzute	vu
văzute	vus
văzute	visionné
walt	walt
dublin	dublin
festivaluri	festivals
festivaluri	fêtes
ball	boule
ball	ball
ball	balle
ball	ballon
rusesc	russes
rusesc	russe
concepte	notions
concepte	concepts
padova	padoue
echivalentul	équivalentes
echivalentul	équivalente
echivalentul	équivalents
echivalentul	équivalent
fani	fans
fani	ventilateurs
fani	adeptes
afirmând	affirmant
postum	posthume
postum	posthume
plovdiv	plovdiv
participanții	participants
mandate	mandats
mandate	mandats
morminte	tombes
morminte	tombeaux
morminte	tombes
morminte	tombeaux
morminte	graves
morminte	fosses
colegi	collègues
colegi	collaborateurs
colegi	collègues
potențialul	potentialités
potențialul	potentiels
potențialul	potentielle
potențialul	potentiel
exactă	exacte
exactă	exactement
exactă	exact
exactă	exactes
horror	horreur
vizibile	visible
vizibile	visibles
uss	uss
flash	instantané
flash	flash
flash	éclair
flash	flashs
duminica	dimanches
duminica	dimanche
duminica	sunday
duminica	dimanches
duminica	dimanche
srl	llc
srl	sarl
srl	srl
srl	ltée
srl	ltd
împiedicat	empêchée
împiedicat	empêché
persia	perse
elementare	primaire
elementare	élémentaire
elementare	élémentaires
christina	christina
arhipelagul	archipel
succesiunea	successions
succesiunea	succession
protocol	protocole
protocol	protocol
update	actualisation
update	actualiser
execută	exécuter
execută	exécute
ecuador	équateur
ecuador	equateur
bull	bull
bull	taureau
bull	taureaux
kenya	kenya
îngropat	enfoui
îngropat	inhumé
îngropat	enterré
îngropat	enterrés
îngropat	enterrée
november	novembre
locații	localisations
locații	lieux
biblie	biblique
biblie	bible
fabricat	fabriqués
fabricat	fabriqué
fabricat	fabriqué
fabricat	fabriquées
fabricat	fabriquée
fabricat	fabriqués
durere	souffrance
durere	douleur
durere	peine
durere	douleurs
întâlniri	rencontres
întâlniri	réunions
întâlniri	rencontres
recomandat	recommandés
recomandat	conseillé
recomandat	recommandée
recomandat	recommandé
recomandat	recommandées
lucrând	travaillant
lucrând	travailler
taiwan	taiwan
taiwan	taïwan
dramatică	spectaculaire
dramatică	dramatique
dramatică	dramatiques
populată	peuplée
populată	peuplés
populată	peuplé
populată	peuplées
tereza	thérèse
tereza	teresa
tereza	theresa
culex	culex
dex	dex
semnată	signées
semnată	signée
semnată	signé
semnată	signés
baptiste	baptiste
stelele	etoiles
stelele	vedettes
stelele	étoiles
emisă	émis
emisă	émises
emisă	délivrés
emisă	émise
emisă	délivré
emisă	émises
emisă	émise
emisă	émis
compuși	composés
sovieticii	soviétiques
praf	dust
praf	poussière
praf	poussières
praf	poudre
praf	poudres
haga	haye
zeus	zeus
animat	toon
animat	animées
animat	animé
animat	animés
animat	animée
nintendo	nintendo
locuită	habité
locuită	habitées
locuită	habités
locuită	peuplé
locuită	habitée
semnal	signaux
semnal	clignotant
semnal	signal
ceas	regardez
ceas	montre
ceas	montres
ceas	regarder
ceas	regarde
ceas	horloge
ceas	horloges
democrație	démocratie
alfa	alpha
alfa	alfa
expune	démasquer
expune	exposer
expune	révéler
expune	dévoiler
fantastică	fantastiques
fantastică	fantastique
partener	associé
partener	partenaire
partener	associée
partener	partenaires
cerințele	exigences
cerințele	prescriptions
occidentali	occidentaux
amenințare	menaces
amenințare	menace
inventator	inventeur
bolta	voûte
bolta	caveau
bolta	coffre
lovituri	coups
lovituri	bosses
lovituri	dents
vizitează	visite
vizitează	visitez
vizitează	visiter
vizibil	visible
vizibil	visibles
rgb	rvb
sporturi	sport
sporturi	sports
informatii	info
informatii	infos
informatii	informations
informatii	infos
informatii	renseignements
informatii	information
observație	remarque
observație	observation
parker	parker
zeilor	dieux
liechtenstein	liechtenstein
discovery	découverte
discovery	découvertes
discovery	discovery
găsiți	trouver
găsiți	trouvez
dur	rude
dur	bruts
dur	dur
dur	coriace
tăiat	cut
tăiat	couper
tăiat	coupé
tăiat	coupez
tăiat	coupe
etajul	etage
etajul	étage
etajul	sol
etajul	plancher
chapelle	chapelle
chapelle	chappelle
strategie	stratégie
peisaj	paysager
peisaj	paysage
peisaj	paysages
attila	attila
experiment	expérimenter
experiment	expérience
experiment	expérimentation
finalizată	complété
finalizată	terminée
finalizată	achevés
finalizată	achevé
finalizată	terminées
finalizată	terminé
vinci	vinci
reptile	reptile
reptile	reptiles
reptile	reptiles
constat	consistait
convinge	convaincre
convinge	convainc
convinge	persuader
convinge	persuade
sportul	sportif
sportul	sportive
sportul	sport
leul	lion
leul	lionne
personalul	personnel
personalul	personnel
aron	aron
preveni	empêcher
preveni	prévenir
plată	payement
plată	paiements
plată	paiement
prize	douilles
won	gagné
won	gagnée
won	gagnées
won	won
won	gagnés
integrarea	intégration
reci	rhume
reci	froide
reci	froid
reci	froids
integrat	intégrée
integrat	intégrées
integrat	intégré
integrat	intégrés
fabricate	fabriqués
fabricate	fabriqué
fabricate	fabriqué
fabricate	fabriquées
fabricate	fabriquée
fabricate	fabriqués
roosevelt	roosevelt
nuvela	novella
vasili	vassili
aviație	aviation
aviație	aéronautique
spanioli	espagnols
spanioli	espagnol
spanioli	espagnole
spanioli	espagnols
heinz	heinz
petit	petit
thompson	thompson
wallace	wallace
monarh	monarque
beethoven	beethoven
ploaie	pluies
ploaie	rain
ploaie	pluie
islamului	islam
bremen	brème
bremen	brême
zagora	zagora
artificial	artificiellement
artificial	artificiels
artificial	artificiel
artificial	artificielle
artificial	artificielles
solară	solaires
solară	solaire
disponibilă	dispo
disponibilă	disponible
disponibilă	disponibles
reprezentative	représentant
reprezentative	représentante
marino	marino
fetele	filles
primită	reçu
primită	reçues
primită	reçus
primită	reçue
guvernat	régis
guvernat	gouvernés
guvernat	gouverné
strategia	stratégie
transmise	transmise
transmise	transmises
transmise	transmis
culmea	dorsale
culmea	ridge
culmea	arête
culmea	crête
identice	identique
identice	identiques
fotografia	photo
fotografia	photographie
fotografia	photographique
locuite	habité
locuite	habitées
locuite	habités
locuite	peuplé
locuite	habitée
albrecht	albrecht
aia	que
aia	cela
separarea	séparation
datoria	devoir
interpretări	interprétations
scrisoarea	lettre
eroul	héro
eroul	héros
eroul	hero
aviației	aviation
aviației	aéronautique
rupt	brisé
rupt	broken
rupt	cassé
rupt	brisée
rupt	cassée
rupt	déchiré
rupt	arraché
rupt	déchirés
rupt	déchirée
integrate	intégrée
integrate	intégrées
integrate	intégré
integrate	intégrés
panama	panama
panama	panamá
afc	afc
utilizări	usages
utilizări	utilise
utilizări	utilisations
greaca	grecs
greaca	grecque
greaca	grecques
greaca	grec
supranumit	surnommé
supranumit	surnommée
nancy	nancy
comisie	commission
westfalia	westphalie
arkansas	arkansas
sinteza	synthèses
sinteza	synthèse
aripa	escadre
aripa	aile
aripa	ailier
aripa	wing
aripa	ailes
cauzele	cause
cauzele	causes
graz	graz
veniturile	revenus
veniturile	revenu
veniturile	recettes
veniturile	revenu
veniturile	revenus
atomic	atomiques
atomic	atomique
clinton	clinton
continuând	continuer
continuând	continue
împărăteasă	impératrice
integrare	intégration
districtele	districts
districtele	arrondissements
districtele	quartiers
miercurea	mercredi
miercurea	mercredis
scenele	scènes
dramatice	spectaculaire
dramatice	dramatique
dramatice	dramatiques
transmiterea	transmission
transmiterea	transmissions
ralph	ralph
hunter	chasseur
hunter	hunter
armeni	arméniens
armeni	arménienne
armeni	arménien
armeni	arméniens
vera	vera
vera	véra
sferturi	quarts
sferturi	trimestres
borsod	borsod
demo	démonstration
demo	demo
demo	démo
demo	démos
standarde	normes
minimă	minimales
minimă	minimum
minimă	minimal
minimă	minimale
minimă	minimums
minimă	minime
minimă	minimale
minimă	minimaliste
minimă	minimum
minimă	minimes
minimă	minimal
simț	sens
desemna	désigner
datată	datés
datată	datée
datată	daté
pătruns	pénétré
câteodată	quelquefois
câteodată	parfois
utilă	utile
utilă	utiles
utilă	serviable
utilă	utile
utilă	utiles
montferrat	montferrat
dotat	doté
dotat	dotée
dotat	doués
dotat	doué
dotat	douée
dotat	talentueuse
dotat	talentueux
păstrată	préservée
păstrată	préservé
păstrată	conservés
păstrată	préservés
păstrată	conservées
păstrată	préservées
clape	claviers
isabella	isabella
isabella	isabelle
predare	enseignement
airlines	airlines
sănătatea	sante
sănătatea	santé
transfermarkt	transfermarkt
rareori	rarement
rareori	rarement
zimbru	zimbru
climă	climat
abaúj	abaúj
pătrat	carré
pătrat	carrés
pătrat	square
pătrat	carrées
raze	rayons
raze	raies
epic	épique
epic	epic
epic	épopée
grație	grâces
grație	grâce
grație	grace
avere	fortune
avere	richesses
avere	richesse
windsor	windsor
prevede	fournit
fin	nageoire
fin	fin
birou	bureaux
birou	bureau
birou	bureau
secretul	secrets
secretul	secret
secretul	secrète
trilogia	trilogie
aniversare	anniversaire
aniversare	anniversaires
aniversare	anniversaire
gonzaga	gonzaga
pib	pib
frumusețea	beauté
executată	exécuté
executată	exécutés
executată	exécutée
musulmană	musulmans
musulmană	musulmane
musulmană	musulman
rob	rob
rob	cambrioler
rob	braquer
mehmed	mehmed
concret	concret
concret	concrètes
concret	béton
frumusețe	beauté
laboratorul	laboratoire
laboratorul	laboratoires
laboratorul	laboratoire
laboratorul	labo
laboratorul	lab
mâini	mains
ala	ala
batalionul	bataillon
decorative	décoratifs
decorative	décorative
decorative	décoratif
decorative	décoratives
conștient	consciente
conștient	conscient
conștient	conscients
conștient	consciente
conștient	conscientes
conștient	conscient
conștient	conscients
raluca	raluca
sectoare	secteurs
șansă	hasard
șansă	chance
autostrada	autoroute
autostrada	autoroutes
autostrada	route
autostrada	autoroute
autostrada	autoroutes
compozitori	compositeurs
fabricație	fabrication
fabricație	fabrication
zemplén	zemplén
alegere	choix
moștenire	héritage
moștenire	legacy
moștenire	legs
moștenire	héritage
moștenire	héritages
mode	mode
negocierile	négociations
linda	linda
split	diviser
split	scinder
split	split
split	scission
cascada	cascade
cascada	chute
lev	lev
colin	colin
legendele	légendes
măsurile	mesures
germana	allemand
germana	allemands
germana	allemande
gruparea	groupement
gruparea	regroupement
intenționat	intentionnellement
intenționat	intentionnel
intenționat	intentionnelle
intenționat	intentionnels
intenționat	délibérément
intenționat	intentionnellement
iulius	julius
iulius	jules
virusul	virus
tribul	tribu
petrolul	huiles
petrolul	huile
petrolul	pétrole
erori	fautes
erori	erreurs
unghiul	angle
egipteană	égyptiens
egipteană	égyptienne
egipteană	égyptien
implementarea	implémentation
cuneo	cuneo
jakob	jakob
organizațiile	organisations
msg	msg
masacrul	massacrer
masacrul	massacre
masacrul	massacres
patria	patrie
patria	patrie
patria	patrie
aval	aval
capitole	chapitres
hessa	hesse
hessa	hesse
transferată	transférées
transferată	transférés
transferată	transférée
transferată	transféré
musulman	musulmans
musulman	musulmane
musulman	musulman
omagiu	hommage
omagiu	tribut
omagiu	hommages
omagiu	hommage
runda	arrondi
runda	ronde
runda	rond
runda	rondes
runda	ronds
negativă	négative
negativă	négatif
negativă	négatives
negativă	négatifs
manuale	manuels
manuale	manuels
otomani	ottomans
estimează	estimation
estimează	devis
estimează	estimations
dezvăluit	divulguées
dezvăluit	divulgué
dezvăluit	révélé
dezvăluit	dévoilée
dezvăluit	dévoilé
dezvăluit	révélés
dezvăluit	révélé
dezvăluit	dévoilé
dezvăluit	révélées
dezvăluit	révélée
maritim	maritimes
maritim	maritime
nixon	nixon
zborul	vol
arcade	arcades
arcade	arcades
arcade	arcade
voluntar	volontaire
voluntar	volontaires
voluntar	volontaires
voluntar	volontaire
voluntar	bénévole
voluntar	bénévolat
voluntar	bénévoles
tramvai	tram
tramvai	tramways
tramvai	tramway
responsabilitatea	responsabilités
responsabilitatea	responsabilité
ceh	tchèque
ceh	tchèques
elias	elias
stâncă	rocheux
stâncă	rock
sfert	quart
sfert	trimestre
violente	violentes
violente	violent
violente	violents
violente	violente
colț	corner
colț	coin
aducând	apportant
succesive	successifs
succesive	successives
eșec	échec
eșec	raté
eșec	échoué
eșec	échec
eșec	défaillance
cannes	cannes
trib	tribu
anatomie	anatomie
varna	varna
confirmă	confirmez
confirmă	confirmation
confirmă	confirmer
houston	houston
yeung	yeung
eficientă	efficace
eficientă	efficaces
eficientă	efficace
eficientă	efficaces
împărăteasa	impératrice
proiectare	dessin
proiectare	design
proiectare	conception
proiectare	concevoir
marche	marche
marche	marches
sancho	sancho
violență	violences
violență	violence
eleanor	eleanor
deșert	désert
deșert	désertique
oferta	offrir
oferta	offre
favorabile	favorable
favorabile	favorables
favorabile	propice
favorabile	favorable
favorabile	favorables
castro	castro
geologice	géologique
geologice	géologiques
geologice	géologiques
geologice	géologique
franc	franc
franc	francs
flavius	flavius
koch	koch
israeliene	israélien
israeliene	israélienne
israeliene	israéliens
israeliene	israéliennes
furtună	orage
furtună	orage
