залізний	இரும்பு
терористи	பயங்கரவாதிகள்
терористи	தீவிரவாதிகள்
бельгійський	பெல்ஜிய
імператорський	இம்பீரியல்
мігель	மிகுவல்
домінік	டோமினிக்
пабло	பாப்லோ
точна	துல்லியமாக
точна	துல்லியமான
мобільного	மொபைல்
мобільного	கைபேசி
мобільного	செல்பேசி
адамс	ஆடம்ஸ்
стіну	சுவர்
ударних	தாள
безробіття	வேலைவாய்ப்பின்மை
демократія	நாயகம்
демократія	ஜனநாயகம்
демократія	மக்களாட்சி
зоряні	நட்சத்திர
зоряні	நட்சத்திரம்
зоряні	ஸ்டார்
дакота	டகோட்டா
аліса	ஆலிஸ்
тримали	நடைபெற்ற
тримали	நடைபெற்றது
вантажівки	டிரக்குகள்
томмі	டாமி
перекладено	மொழிபெயர்க்கப்பட்டது
інцидент	சம்பவம்
граматики	ஜெர்மன்
граматики	இலக்கணம்
ісаак	ஐசக்
брайан	பிரியன்
брайан	பிரயன்
брайан	பிரையன்
бренд	ப்ராண்ட்
бренд	பிராண்ட்
бренд	புத்தம்
бренд	பிராண்டு
продавати	விற்க
продавати	விற்கவும்
продавати	விற்பனை
дієслова	வினைச்சொற்கள்
томпсон	தாம்சன்
дасть	தயாராக
гарсія	கார்சியா
гарсія	கார்சியா
мір	மிர்
альбрехт	ஆல்பிரெஃக்ட்
чий	யாருடைய
чий	யாருடையது
декларація	பிரகடனம்
людство	நேயம்
людство	மனிதநேயம்
людство	மனிதம்
аптека	மருந்தகம்
зло	தீய
зло	தீமைகள்
зло	தீங்கு
множення	பெருக்கல்
франциск	பிரான்சிஸ்
сонячна	சோலார்
сонячна	சூரிய
заклик	முறையீடு
заклик	மேல்முறையீடு
вказаний	கொடுத்த
вказаний	கொடுக்கப்பட்ட
вказаний	குறிப்பிடப்பட்டுள்ளது
вказаний	குறிப்பிடவில்லை
вказаний	குறிப்பிட்ட
вказаний	குறிப்பிடப்பட்டது
стаб	குத்தினார்
блокувати	தடு
павлов	pavlov
виконавця	வள
виконавця	வளம்
куті	மூலை
куті	மூலையில்
куті	கார்னர்
справедливість	நியாயம்
справедливість	நீதி
урал	உரல்
наталі	நடாலீ
метт	மாட்
метт	மேட்
контент	உள்ளடக்கம்
контент	கொள்கலன்
уряди	அரசுகள்
уряди	அரசுகளும்
крем	கிரீம்
перрі	பெர்ரி
ліквідацію	எலிமினேஷன்
стріт	நேராக
стріт	நேர்
стріт	நேரான
стріт	வீதி
стріт	தெருவில்
стріт	தெரு
тимчасові	தற்காலிக
комплект	அமை
женеві	ஜெனீவா
божество	கடவுள்
президентів	ஜனாதிபதிகள்
наркотиків	மருந்துகள்
агенти	முகவர்கள்
встановлюють	நிமிர்ந்த
бокс	குத்துச்சண்டை
металургія	உலோகவியல்
сині	நீலம்
сині	நீல
сині	ப்ளூஸ்
досягнуто	அடைந்தது
досягнуто	அடைந்து
досягнуто	வளங்களும்
райт	ரைட்
рятує	சேமிப்புகள்
ліків	மருந்துகள்
папська	pontifical
цукор	சுகர்
цукор	சர்க்கரை
цукор	சீனி
кисень	ஆக்சிஜன்
кисень	பிராணவாயு
кисень	ஆக்ஸிஜன்
самостійна	சுதந்திர
нацистів	நாசி
зручно	வசதியாக
зручно	வசதி
вознесіння	மேலேற்றம்
смугу	ஓடுபாதை
купер	கூப்பர்
сировина	precursor
обговорити	விவாதிக்க
плям	வெள்ளத்தை
сік	பழச்சாறு
сік	ஜூஸ்
почалось	தொடங்கப்பட்டது
почалось	தொடங்கினார்
почалось	தொடங்கியது
почалось	ஆரம்பித்தது
бухта	துறைமுகம்
бухта	கோவ்
заблокувати	தடை
заблокувати	லாக்
заблокувати	பூட்டு
заблокувати	தடு
бутану	பொத்தான்
бутану	பூட்டான்
саха	சாஃகா
європейців	ஐரோப்பியர்கள்
європейців	ஐரோப்பியர்
дональд	டொனால்ட்
прийшло	வந்த
прийшло	வந்ததும்
прийшло	வந்தான்
прийшло	வந்தேன்
прийшло	வந்தது
тереза	தெரேஸ்
тереза	தெரசா
тереза	தெரேசா
тереза	தெரேசா
добрив	உரம்
емі	ஆமி
емі	ஏமி
самогубство	தற்கொலை
отримає	போஸ்
максиміліан	மாக்சிமிலியன்
союзниками	உறவினர்கள்
кантон	canton
експрес	விரைவுவண்டி
експрес	எக்ஸ்பிரஸ்
парад	அணிவகுப்பு
парад	அணிவகுப்பில்
остаточний	இறுதியான
остаточний	இறுதி
остаточний	முடிகிறது
скеля	ராக்
скеля	பாறை
небезпечні	ஆபத்தானது
небезпечні	அபாயகரமானது
небезпечні	ஆபத்தான
аризона	அரிசோனா
готовності	இயங்கியல்
банківської	வங்கி
вільнюс	வில்னியஸ்
емоції	உணர்ச்சிகளை
складну	நடப்பில்
складну	நடப்பிலுள்ள
ларрі	லாரி
лінійний	நேரான
лінійний	நேரியல்
консульство	consulate
ірландський	ஐரிஷ்
ринки	சந்தைகள்
оксид	ஆக்சைடு
вороги	பகைவர்கள்
вороги	எதிரிகள்
вологість	ஈரப்பதம்
інструктор	பயிற்றுவிப்பாளர்
вечірній	மாலை
аграрний	விவசாய
рису	நெல்
рису	சாதம்
рису	அரிசி
рису	சோறு
шанувальників	ரசிகன்
шанувальників	ரசிகர்
шанувальників	விசிறி
ліван	லெபனான்
бомб	குண்டுகள்
бомб	வெடிகுண்டுகள்
критичні	சிக்கலான
критичні	சிக்கலானது
критичні	முக்கியமான
посиланнями	இணைப்புகள்
посиланнями	இணைப்புக்கள்
болото	fen
болото	சதுப்பு
рівнина	வெறும்
рівнина	சாதாரண
рівнина	சாதா
рівнина	வெறுமை
генератор	இயற்றி
генератор	உருவாக்கி
вертикально	செங்குத்து
позбавлені	stripped
постійну	நடப்பில்
постійну	நடப்பிலுள்ள
причинами	காரணங்கள்
причинами	செய்கிறான்
скоріш	மாறாக
кімнату	அறை
кімнату	அறையை
кімнату	ரூம்
відвідали	தெரிவித்துக்
відвідали	கலந்துகொண்டார்
відвідали	கலந்துகொண்ட
відвідали	கலந்துகொண்டனர்
стратегічного	மூலோபாய
абетка	எழுத்துக்கள்
абетка	அகரவரிசை
племінник	மருமகன்
піку	ஸ்பைக்
полегшення	நிம்மதியாக
полегшення	நிம்மதி
лукас	லூகாஸ்
печатка	முத்திரை
роза	ரோஸ்
роза	ரோஜா
роза	ரோசா
сплати	கட்டணங்கள்
сплати	கட்டணம்
домен	தளம்
домен	டொமைன்
домен	களம்
запропонувати	பரிந்துரைக்க
запропонувати	பரிந்துரை
запропонувати	propose
ліки	மருந்து
ліки	மருத்துவம்
чинного	செல்லுபடியாகும்
чинного	செல்லாத
чинного	முறையான
реальний	ரியல்
реальний	உண்மையான
реальний	நிஜம்
шифрування	மறையாக்கம்
шифрування	மறையாக்கம்
шифрування	மறையாக்கம்
марку	தட்டும்
марку	முத்திரை
умова	நிலையில்
умова	நிபந்தனை
подорожував	பயணித்த
вибраний	தேர்ந்தெடுக்கப்பட்ட
вибраний	தேர்ந்தெடுக்கப்பட்டது
столу	assessing
революційний	புரட்சிகரமான
революційний	புரட்சிகர
зустрілися	எதிர்கொள்ள
зустрілися	சந்தித்த
зустрілися	சந்தித்தேன்
кишинів	சிஷினோ
океанії	ஓசியானியா
додані	சேர்க்கப்பட்டனர்
додані	சேர்க்கப்பட்டார்
додані	சேர்க்கப்பட்டது
ходив	கலந்துகொண்டனர்
ходив	கலந்துகொண்டார்
відносна	உறவினர்
відносна	சார்ந்த
британці	பிரிட்டிஷ்
глибока	ஆழமான
глибока	ஆழ்ந்த
глибока	ஆழமானது
глибока	ஆழமாக
леоне	லியோன்
луїджі	luigi
судження	proposition
судження	அறிக்கைகளை
компонента	பகுதிகள்
франклін	ஃப்ராங்க்ளின்
увечері	இன்றி
увечері	இன்றிரவு
милосердя	கருணை
милосердя	ரஹ்மத்
приєднується	இணைந்துள்ளார்
приєднується	இணைந்தது
приєднується	சேர்ந்துள்ளார்
приєднується	சேர்ந்தார்
приєднується	இணைந்தார்
приєднується	இணைகிறார்
уламки	கழிவுகள்
мелодії	இசைக்கு
квантова	குவாண்டம்
андреас	andreas
джефф	ஜெஃப்
відправлено	அனுப்புனர்
сесія	அமர்வு
анімації	அசைவூட்டம்
доказ	ஆதாரம்
доказ	சான்று
продовжила	தொடர்கிறது
продовжила	தொடர்ந்தது
рідні	கின்
сценарії	எழுத்து
вікінгів	வைக்கிங்
град	ஆலங்கட்டி
формати	வடிவமைப்புகள்
формати	வடிவங்கள்
сину	மகனும்
сину	மகனுடன்
сину	மகனே
сину	மகன்
голі	நிர்வாண
голі	நிர்வாணமாக
яном	இயன்
люсі	லூசி
термінал	முனையம்
хорхе	ஜோர்ஜ்
документація	ஆவணங்கள்
заходить	அமைக்கிறது
твердим	வகுத்தது
крит	இதமான
масло	வெண்ணை
масло	பட்டர்
масло	வெண்ணெய்
гриб	காளான்
авіаційна	விமானம்
авіаційна	வானூர்தி
норт	வடக்கே
норт	வட
норт	வடக்கு
квадрат	சதுரம்
кеш	தற்காலிக
костюм	சூட்
старожитностей	antiquities
дженніфер	ஜெனிபர்
лопес	லோபஸ்
лопес	லோபஸ்
щільності	அடர்த்தி
лісабон	லிஸ்பன்
меншим	சிறிதாக
меншим	சிறியது
плавлення	உருக்கி
графічні	கிராபிக்
графічні	கிராஃபிக்
графічні	வரைகலை
графічні	கிராபிக்ஸ்
земноводні	amphibian
руські	ரஷ்யர்கள்
огляди	விமர்சனங்கள்
огляди	மதிப்பீடுகள்
огляди	மதிப்புரைகள்
аматорський	அமெச்சூர்
торгова	வர்த்தகம்
нуль	சுழி
поводження	கையாளுதல்
коротке	குறுகிய
коротке	குறுகியது
коротке	குட்டை
коротке	short
тури	சுற்றுலா
вей	வெய்யில்
вей	வெய்
залоз	neoplasm
кращі	சிறப்பாக
кращі	பரவாயில்லை
ллойд	லாயிட்
простори	இடைவெளிகள்
ялта	யால்ட்டா
виготовлена	manufactured
процедур	சிகிச்சைகள்
затвор	ஷட்டர்
вар	var
жозе	ஜோஸ்
влаштовує	ஏற்கக்கூடிய
мрії	கனவுகள்
мрії	கனவுகளும்
мрії	கனவுகளை
обробку	செயல்படுத்துகிறது
обробку	செயலாக்கம்
обличчям	முகம்
обличчям	முக
мітинг	ஊர்வலம்
мітинг	பேரணி
точні	வெவ்வேறு
точні	துல்லியமாக
точні	துல்லியமான
вірша	கவிதை
зміщення	ஆஃப்செட்
зміщення	தள்ளிய
масивів	arrays
свідоцтво	பித்துப்பிடித்த
сонячні	சோலார்
сонячні	சூரிய
рай	சொர்க்கம்
рай	சொர்க்கம்
таїланд	தாய்லாந்து
депресії	மனச்சோர்வு
депресії	அழுத்தமாக
командний	cmd
командний	ஆணை
командний	கட்டளையை
командний	உத்தரவு
командний	கட்டளை
язи	தசைகளை
язи	தசைகள்
нащадок	வாரிசுகள்
нащадок	குழந்தை
печатки	முத்திரை
вибрав	பலரை
айдахо	idaho
радше	உரம்
доводить	பற்றை
шкала	அளவுகோல்
шкала	அளவு
терор	பயங்கரவாத
терор	தீவிரவாத
терор	வாத
коронації	முடிசூட்டு
телефони	ஃபோன்கள்
телефони	போன்கள்
оттава	ஒட்டாவா
вертикальні	செங்குத்து
повені	வெள்ளம்
ребра	விலா
ребра	விளிம்பு
ребра	முனை
ребра	எட்ஜ்
артерії	embolism
мури	சுவர்களில்
мури	சுவர்கள்
лестер	லெஸ்டர்
лестер	leicester
притулку	அடைக்கலம்
притулку	புகலிடம்
впала	விழுந்தது
впала	விழுந்த
натовп	கூட்டம்
натовп	கூட்டமும்
натовп	கூட்டத்தை
геолог	புவியியலாளர்
діаграма	வரைப்படம்
діаграма	வரைபடம்
діаграма	விளக்கப்படம்
султанат	சுல்தானகம்
страху	அஞ்சி
страху	அச்சம்
страху	பயம்
страху	பயமும்
кажу	சொல்கிறேன்
кажу	சொல்ல
кажу	சொல்
кажу	சொல்லி
кажу	சொல்லும்
каналом	பைப்
каналом	குழாய்
каналом	வழிமுறை
каналом	சேனல்
каналом	அலைவரிசை
каналом	தடங்கள்
майні	bahn
моментів	moments
моментів	தருணங்கள்
моментів	கணங்கள்
моментів	தருணங்களை
молодші	சிறு
молодші	மைனர்
пограбування	கொள்ளை
світи	உலகின்
світи	உலகங்கள்
лонг	லாங்
лонг	long
лонг	நீண்ட
додатки	நிரல்கள்
додатки	விண்ணப்பங்கள்
додатки	பயன்பாடுகள்
додатки	உபரி
додатки	பயன்பாடுகள்
підтвердили	உறுதி
підтвердили	உறுதிசெய்யப்பட்டது
йоган	யொகான்
йоган	ஜொஹான்
міцно	இறுக்கமான
міцно	இறுக்கமாக
помітити	அறிவிப்பு
помітити	கவனிக்க
поворот	சுழற்சி
додаткове	உயர்நிலை
додаткове	மேம்படுத்தப்பட்ட
додаткове	மேம்பட்ட
благословення	ஆசீர்வாதம்
благословення	ஆசிர்வாதம்
благословення	ஆசி
благословення	ஆசிகள்
благословення	ஆசி
центрах	மையங்களை
романо	romano
сітки	கட்டம்
ральф	ரால்ப்
відправити	அனுப்பு
квадратний	சதுரம்
крайньому	lett
експерти	நிபுணர்கள்
опіки	எரிகிறது
цілісність	சீர்மை
берклі	பெர்க்லி
пропустив	தவறவிட்ட
пропустив	தவறியது
карток	கார்டுகள்
карток	அட்டைகள்
долар	டாலர்
борг	கடன்
борг	கடன்
борг	கடனை
схвалення	ஒப்புதல்
схвалення	அங்கீகரிப்பு
іноземний	அன்னிய
іноземний	வெளிநாட்டு
фбр	fbi
бронювання	இடஒதுக்கீடு
бронювання	முன்பதிவு
кастро	காஸ்ட்ரோ
танзанії	தான்சானியா
кредит	கிரெடிட்
кредит	கடன்
кредит	கடன்
кілометр	கிலோமீட்டர்
небезпека	அபாயம்
резерв	நடமாடும்
резерв	ரிசர்வ்
резерв	முன்பதிவு
розбили	உடைந்து
розбили	உடைத்த
розбили	உடைத்தது
процедуру	செயல்முறை
процедуру	நடைமுறை
процедуру	முறை
регбі	ரக்பி
лисиця	நரி
лисиця	ஃபாக்ஸ்
роуз	ரோஸ்
роуз	ரோஜா
ліон	லியோன்
базовий	தளம்
базовий	பேஸ்
базовий	அடிப்படை
базовий	பேசிக்
базовий	அடிப்படை
боролися	போராடினார்
боролися	போராடிய
вузький	குறுகலான
косова	கொசோவோ
цитати	மேற்கோள்
цитати	மேற்கோள்கள்
цитати	மேற்கோள்கள்
адміністрування	நிர்வாகி
адміністрування	நிர்வாகம்
радість	ஆனந்தம்
кримінальне	கிரிமினல்
кримінальне	குற்றவியல்
кримінальне	காகிதக்கூழ்
вбивці	கொலைகாரர்கள்
попереднє	முன்னைய
попереднє	முந்தையது
попереднє	முந்தைய
попереднє	பூர்வாங்க
попереднє	முந்தையது
попереднє	முந்தைய
шпиталь	மருத்துவமனை
батарея	பேட்டரி
сподіваюсь	கூடுமானவரை
сподіваюсь	நம்பிக்கையுடன்
чаю	தேநீர்
чаю	தேயிலை
чаю	டீ
закінчити	முடி
закінчити	முடிக்க
закінчити	முடிக்கவும்
закінчити	முடி
закінчити	இறுதி
закінчити	முடிவு
одружена	திருமணம்
виросла	வளர்ந்தது
понеділок	திங்கள்கிழமை
понеділок	திங்கட்கிழமை
понеділок	திங்கள்
платформу	பிளாட்பார்ம்
платформу	தளம்
динамічний	டைனமிக்
труба	பைப்
труба	குழாய்
труба	குழாய்
труба	எக்காளம்
шин	ஷீன்
теніс	டென்னிஸ்
грей	பழுப்பு
грей	சாம்பல்
щоденно	தினமும்
щоденно	அன்றாடம்
щоденно	தினசரி
щоденно	அன்றாட
щоденно	தினந்தோறும்
доменіко	domenico
миші	எலிகள்
миші	சுட்டி
миші	எலி
миші	சொடுக்கி
підписати	அத்தாட்சி
підписати	அடையாளம்
підписати	குறி
порівняти	ஒப்பிட்டு
жертвами	பாதிக்கப்பட்டவர்கள்
подруга	காதலியே
подруга	காதலி
подруга	நண்பன்
подруга	நண்பர்
подруга	நண்பனும்
подруга	தோழி
подруга	நண்பரே
молитва	தொழுகையை
молитва	ஜெபம்
молитва	பிரார்த்தனை
стабільність	ஸ்திரத்தன்மை
пости	ஹெலிகாப்டர்கள்
пости	வேகவைத்த
пости	இடுகைகள்
тай	தாய்
кропивницький	மார்க்
кропивницький	குறி
спокій	அமைதி
ширше	அகலமான
хворим	கொடுமை
хворим	பிணி
хворим	உடம்பு
хворим	உடல்நிலை
необхідного	அத்தியாவசிய
демократичні	ஜனநாயக
крамниці	கடைகள்
астероїди	ராக்ஸ்
астероїди	பாறைகள்
костюми	சாதிகள்
прогноз	முன்னறிவிப்பு
нормальних	மரியாதைக்குரிய
засновники	நிறுவனர்கள்
засновники	founding
гарні	நன்று
гарні	குட்
гарні	நல்லது
гарні	நல்ல
гарні	நன்மை
наближається	நெருங்கி
наближається	வருகின்றன
наближається	வரும்
наближається	வருகிறார்கள்
наближається	வருகிறான்
зустріли	சந்தித்த
зустріли	சந்தித்தேன்
ліза	லிசா
румунська	ரோமானியன்
робінсон	ராபின்சன்
вбивця	கொலைகாரன்
вбивця	கில்லர்
помітили	கவனித்தேன்
штефан	ஸ்டீபன்
представляти	பிரதிநிதியாக
представляти	பிரதிநிதித்துவம்
паралельні	இணையான
паралельні	இணையாக
спробували	முயற்சித்தேன்
подробиці	விளக்கங்கள்
подробиці	விவரங்கள்
подробиці	விவரம்
єреван	யெரெவான்
реєстрація	பதிவு
реєстрація	பதிவுசெய்தல்
реєстрація	பதிவு
взаємини	உறவுமுறைகள்
взаємини	உறவுகளை
взаємини	உறவுகள்
повторення	திரும்புகிறது
студентам	மாணவர்கள்
студентам	மாணவர்களும்
вижити	பிழைக்க
норман	நார்மன்
надаються	இருக்கிறார்கள்
партнери	கூட்டாளர்கள்
голосом	குரலில்
голосом	குரல்
екваторіальної	நிலநடுக்கோடு
леонард	லியோனார்ட்
представила	அறிமுகப்படுத்திய
громадянам	குடிமக்கள்
самара	சமாரா
теології	இறையியல்
зловживання	முறைகேடு
зловживання	வன்கொடுமை
цру	cia
філіппіни	பிலிப்பைன்ஸ்
підвид	subspecies
сказала	சொன்னேன்
сказала	சொன்னான்
сказала	சொன்னார்
банди	கும்பல்
чув	கேட்டேன்
чув	கேட்ட
чув	கேட்டது
чув	கேட்டிருக்கிறேன்
вернер	வெர்னர்
ховається	மறைத்தல்
пляжі	கடற்கரைகள்
баха	பாகா
урожай	அறுவடை
протоколів	நெறிகள்
сховище	சேமிப்பு
сховище	சேமிப்பகம்
сховище	கிடங்கு
анальний	anal
хворий	கொடுமை
хворий	பிணி
хворий	உடம்பு
хворий	உடல்நிலை
ацтеків	அசுட்டெக்
докладно	விவரம்
комета	comet
михаїл	மைக்கல்
михаїл	மைகேல்
михаїл	மைக்கேல்
кота	கோட்டா
запрошені	அழைக்கப்பட்டார்கள்
запрошені	அழைக்கப்பட்டது
запрошені	அழைக்கப்பட்டார்
запрошені	அழைக்கப்பட்டனர்
близькість	அந்தரங்கம்
камері	பிரிகேடியர்
стрільба	நடிப்பது
стрільба	படப்பிடிப்பு
джакомо	கியாகோமோ
лінійна	நேரான
лінійна	நேரியல்
відповісти	பதில்
відповісти	மறுமொழி
чудес	wonderland
місячний	மாதந்தோறும்
місячний	மாதாந்திர
місячний	மாத
місячний	சந்திர
філ	ஃபில்
чиста	தூய்மையான
чиста	தூய்மை
чиста	தூய
втеча	எஸ்கேப்
франкфурт	frankfurt
вагітність	கர்ப்பம்
рожевий	இளஞ்சிவப்பு
рожевий	பிங்க்
диво	ஆச்சரியமாக
диво	அதிசயம்
кращий	சிறந்தவை
кращий	சிறந்தது
кращий	சிறப்பாக
кращий	சிறந்த
йон	ஜான்
йон	ஜோன்
сподіваючись	நம்பிக்கையுடன்
сподіваючись	நம்புகிறேன்
уругвай	உருகுவே
церквах	தேவாலயங்கள்
вашингтона	வாஷிங்டன்
виграє	வெற்றி
виграє	வெற்றிகள்
метью	மேத்யூ
метью	மத்தேயு
співати	பாடும்
співати	பாடுகிறார்
розширена	ipa
розширена	நீடிப்பு
алгебра	இயற்கணிதம்
абдул	abdul
абдул	அப்துல்
перепрошую	மன்னிக்கவும்
перепрошую	வருந்துகிறேன்
людський	மனிதன்
людський	மனிதரும்
людський	மனித
людський	மனிதர்
хмар	மேகங்கள்
псевдоніми	புனைப்பெயர்கள்
доходить	படப்பிடிப்பு
мозамбіку	மொசாம்பிக்
купує	வாங்கி
коронація	முடிசூட்டு
границі	வரம்புகள்
границі	எல்லைகள்
знайомі	பழக்கமான
знайомі	தெரிந்தவர்கள்
знайомі	தெரிந்தவர்கள்
показала	காட்டினார்
показала	காட்டியது
кішка	பூனையை
кішка	பூனை
халіфат	கலீபகம்
страждання	துன்பத்தை
краса	அழகை
краса	அழகு
краса	அழகி
інструкцій	தொகுப்பி
душанбе	டுஷான்பே
гончар	பாட்டர்
діана	டயானா
деревина	மரம்
белл	பெல்
белл	மணி
оклахома	ஓக்லஹோமா
дискусія	கலந்துரையாடலை
дискусія	விவாதம்
дискусія	கலந்துரையாடல்
дай	டேய்
дай	டாய்
дай	dai
забрав	எடுத்த
приєдналася	இணைந்துள்ளார்
приєдналася	இணைந்தது
приєдналася	சேர்ந்துள்ளார்
приєдналася	சேர்ந்தார்
приєдналася	இணைந்தார்
рівний	சமமான
рівний	சமம்
розмова	உரையாடல்
розмова	பேச்சு
розмова	பேசவும்
розмова	பேசு
конкурентів	போட்டியாளர்கள்
конкурентів	வாடிக்கையாளர்
поштовх	அழுத்து
ера	வயது
планка	பிளாங்க்
єгипетський	எகிப்திய
вічний	ஓயாமல்
вічний	நித்திய
імпорт	இறக்குமதி
імпорт	உள்வாங்கு
американською	nsa
гранати	கோமேதகம்
активи	சொத்துக்கள்
активи	சொத்துகள்
серверів	சேவையகங்கள்
розкрити	விரி
розкрити	விரிவாக்கம்
службовець	clerk
службовець	கிளார்க்
мобільний	மொபைல்
мобільний	கைபேசி
мобільний	செல்பேசி
визнають	இயங்குகிறதா
шанси	வாய்ப்புகளை
шанси	வாய்ப்புக்கள்
місячного	மாதந்தோறும்
місячного	மாதாந்திர
місячного	மாத
мечем	வாள்
сербська	செர்பியன்
ходить	செல்கிறது
інтелект	உளவுத்துறை
інтелект	புலனாய்வு
інтелект	நுண்ணறிவு
автоматичний	தானியங்கு
автоматичний	தானியங்கி
автоматичний	தானாகவே
автоматичний	தன்னியக்கம்
автоматичний	ஆட்டோ
автоматичний	தானியங்கு
автоматичний	தானியங்கி
автоматичний	தன்னியக்கம்
автоматичний	தன்னியக்கமாக
автоматичний	தன்னியக்க
вертоліт	ஹெலிகாப்டர்
розсіювання	சிதறல்
страва	டிஷ்
кен	கென்
кемпбелл	காம்ப்பெல்
льодовик	பனியாறு
відбиття	பிரதிபலிப்பு
тор	தோர்
тактика	உத்திகள்
дубль	இரட்டிப்பு
дубль	இரட்டை
миша	சுட்டி
миша	எலி
миша	சொடுக்கி
перетин	குறுக்குவெட்டு
перетин	crossover
аравія	அரேபியா
софі	சோபி
холмс	ஹோம்ஸ்
звертався	கோரப்பட்டது
різною	தங்கியுள்ளது
активіст	ஆர்வலர்
вапняку	சுண்ணக்கல்
звільнив	எரிப்பு
звільнив	அடைவுகள்
німець	ஜெர்மன்
кукурудзи	சோளம்
мерфі	மர்பி
блюз	ப்ளூஸ்
тимчасове	தற்காலிக
алессандро	alessandro
включити	சேர்க்கவும்
включити	சேர்த்து
роздуми	நினைத்து
роздуми	நினைத்துக்
роздуми	நினைத்துக்கொண்டு
роздуми	சிந்தனை
аляска	அலாஸ்கா
випуски	வெளியீடுகள்
зоопарк	zoo
цариці	ராணி
цариці	குயின்
цариці	மகாராணி
рани	காயங்கள்
рани	காயங்களை
відступ	உள்ளமைவு
відступ	ஆஃப்செட்
відступ	தள்ளிய
святе	புனித
святе	பரிசுத்த
святе	புனிதமானது
розуміючи	புரிதல்
зупинився	நிறுத்தப்பட்டது
зупинився	நிறுத்தி
підтвердити	உறுதிப்பாடு
підтвердити	உறுதிப்படுத்தல்
підтвердити	உறுதிப்படுத்துதல்
підтвердити	ஒப்புக்
підтвердити	சரிபார்
підтвердити	உறுதிப்படுத்தவும்
підтвердити	அனுமதிகள்
підтвердити	உறுதிசெய்கிறது
підтвердити	உறுதிப்படுத்துகிறது
астрономія	வானியல்
каталоги	திரட்டு
каталоги	அட்டவணைகள்
каталоги	அடைவுகள்
каталоги	திரட்டு
каталоги	அட்டவணைகள்
мальта	மால்டா
знамениті	பிரபல
розвідник	சாரணர்
десятка	பத்து
випустити	இழப்பு
баба	பாபா
легендарний	பழம்பெரும்
впевнено	தன்னம்பிக்கை
впевнено	தன்னம்பிக்கையை
ліхтенштейн	லீக்டன்ஸ்டைன்
консультантом	ஆலோசகர்
консультантом	ஆலோசகர்கள்
прикрас	நகைகள்
лоран	laurent
приблизна	கணக்கிடப்பட்ட
мобільні	மொபைல்
мобільні	கைபேசி
мобільні	செல்பேசி
нельсон	நெல்சன்
вбрання	உடையை
господа	இறைவனின்
господа	இறைவனை
господа	இறைவன்
господа	இறைவா
господа	இறைவனிடம்
коментарів	கருத்துகளில்
коментарів	கருத்துக்களில்
коментарів	கருத்துகள்
коментарів	கருத்துக்கள்
ефективний	பயனுள்ள
ефективний	திறம்
жаба	தேரை
жаба	தவளை
араби	அரபியர்கள்
зайнято	busy
позначки	புல்லட்
позначки	தோட்டா
позначки	அடையாளங்கள்
позначки	குறியீடுகள்
позначки	லேபிள்கள்
позначки	சீட்டுகள்
позначки	லத்தீன்
позначки	தோட்டாக்கள்
маски	முகமூடிகள்
юридично	சட்டபூர்வமாக
індійська	இந்தியர்
індійська	இந்தியன்
індійська	இந்திய
деколи	சிலநேரங்களில்
деколи	சிலநேரம்
точний	வெவ்வேறு
симфонічний	சிம்பொனி
континенті	கண்டம்
габріель	கேப்ரியல்
хороші	நன்று
хороші	குட்
хороші	நல்லது
хороші	நல்ல
хороші	நன்மை
фокс	நரி
фокс	ஃபாக்ஸ்
сертифікат	சான்றிதழ்கள்
сертифікат	சான்றிதழ்
неділі	ஞாயிற்றுக்கிழமை
нащо	ஏன்
нащо	எதற்கு
нащо	எதற்காக
кодів	குறியீடுகள்
мухаммад	முஹம்மது
складною	சிக்கலானது
легендарного	பழம்பெரும்
оголошує	அறிவிக்கிறது
альто	ஆல்டோ
тайвань	தைவான்
кольорові	நிறமுள்ள
зайнята	busy
цікавить	ஆர்வமுள்ளவர்கள்
цікавить	ஆர்வம்
цікавить	விருப்பமுள்ளவர்கள்
лінкольн	லிங்கன்
підняли	வளர்த்தது
невада	நெவாடா
позбавити	ஒன்றையும்
позбавити	rid
атом	அணு
метр	மீட்டர்
метр	மீட்டர்
мая	மாயா
мая	மஜா
африканський	africanus
африканський	ஆப்பிரிக்க
миттєво	உடனடியாக
хмара	மேகம்
хмара	மேக
хмара	முகில்
айова	அயோவா
зберегла	வைக்கப்பட்டுள்ள
зберегла	வைத்திருந்தது
діагностика	ஆய்வுகள்
діагностика	அலசல்
африканська	ஆப்பிரிக்க
тлумачний	புரியும்
броди	பிராடி
парами	இரட்டையர்
розмовляє	பேச்சுக்கள்
розмовляє	பேசுகிறது
оцінок	மதிப்பீடுகள்
завантажити	ஏற்று
завантажити	உள்வாங்கு
завантажити	சுமை
сальвадор	சல்வடோர்
аст	ast
словників	அகராதிகள்
спасіння	சாபவிமோசனம்
лиха	துன்பத்தை
терміново	அவசரம்
казино	கேசினோ
казино	சூதாட்டம்
прибутки	வருவாய்
прибутки	வருமானம்
хворі	கொடுமை
хворі	பிணி
хворі	உடம்பு
хворі	உடல்நிலை
базові	பேசிக்
базові	அடிப்படை
едгар	எட்கர்
пустеля	பாலைவனத்தில்
пустеля	பாலைவனம்
коннектикут	கனெடிகட்
саудівська	சவூதி
саудівська	சவுதி
настрій	மூட்
настрій	மனநிலையை
настрій	மனநிலை
традиційними	பாரம்பரிய
