הפיל	слон
עוזרת	помошник
הוקי	хокеј
בפנים	внатре
בפנים	однатре
חרדה	нестрплив
חרדה	возбуда
חרדה	вознемиреност
חרדה	немир
חרדה	ужас
התיישב	средено
פער	празнина
פער	јаз
פער	гап
בסיני	синај
טורים	столбови
טורים	колони
סבב	ротација
שריד	остаток
שריד	реликвија
שמור	спаси
שמור	зачувај
שמור	зачувување
שמור	продолжи
שמור	задржи
שמור	чувај
עמותה	непрофитна
עמותה	здружение
עמותה	асоцијација
הדלת	врата
טכניקה	техника
חוקרת	истражувач
ארטילריה	артилериски
ארטילריה	артилерија
עמיתים	колегите
עמיתים	колеги
עמיתים	колешки
הי	еј
טבעות	прстени
ולמה	велма
בסיסים	бази
בסיסים	базите
נגמר	над
קרס	кука
קרס	срушена
הבטן	желудник
הבטן	стомак
הוכח	докажан
הוכח	докажа
הוכח	докажано
הוכח	докажана
ציפורי	барди
חירות	слободата
חירות	слобода
חירות	либерти
חירות	слобода
יונים	гулаби
אוסטרים	австријците
קיטור	пареа
כריסטינה	кристина
כריסטינה	кристина
ממלכות	царства
ממלכות	кралствата
ממלכות	кралства
בייקר	бејкер
גרג	грег
תוניסיה	тунис
הברכה	благослов
הגיב	реагирале
הגיב	реагираа
הגיב	реагираше
הגיב	коментираше
מינסוטה	минесота
גילברט	гилберт
בכור	првородениот
ביולוגי	биолошки
ביולוגי	биолошко
ביולוגי	биолошка
שולט	доминантниот
האג	хашки
האג	хаг
שועל	фокс
שועל	лисица
שועל	fox
שועל	лисицата
מקרטני	макартни
להתיישב	решиме
פירנצה	флоренс
פירנצה	фиренца
חדה	остро
חדה	шарп
חדה	остра
חדה	остар
חדה	остри
פלילית	злосторник
פלילית	кривично
פלילית	кривични
פלילית	кривична
פלילית	криминално
שן	шен
שן	забот
שן	заб
הגבלה	рестрикција
הגבלה	ограничување
הגבלה	ограничи
לוויינים	сателитите
לוויינים	сателити
צילם	снимија
צילם	снимен
צילם	снимена
צילם	снимаа
צילם	зема
צילם	земаа
צילם	зеде
צילם	фотографирани
גופני	физичко
גופני	физичка
גופני	физички
בסקי	баскиски
בסקי	скијање
בסקי	скијањето
פגיעות	ранливост
פגיעות	повредени
פגיעות	повреди
רגשית	емотивно
רגשית	емоционална
רגשית	емотивен
רגשית	емоционален
רגשית	емотивна
רגשית	емотивно
רגשית	емоционално
אופציה	опција
ביקרו	посети
ביקרו	посетени
נוספה	додадена
נוספה	додаде
נוספה	додадени
נוספה	додадено
נוספה	додаден
פירס	пирс
אפלטון	платон
מרסל	марсел
פינק	пинк
פינק	розово
פינק	розево
פינק	розова
פינק	розе
פינק	финк
ברון	баронот
ברון	барон
ספריות	библиотеките
ספריות	библиотеки
ווטסון	вотсон
ווטסון	ватсон
דאגה	загрижувачки
דאגה	загриженост
דאגה	загриженост
נופש	ресорт
נופש	одморалиште
נופש	одмор
נופש	одморалишта
נופש	летувалишта
טימור	тимор
טימור	тимур
הביולוגי	биолошки
הביולוגי	биолошко
הביולוגי	биолошка
יוצרי	креаторите
יריחו	џерико
אלמנט	елементот
אלמנט	елемент
הירידה	потекло
גומי	гумена
גומי	гумени
גומי	гума
הארכיון	архив
הארכיון	архива
הארכיון	архивата
חוזים	договори
ריהאנה	ријана
הכיוון	правец
הכיוון	насока
משיח	месија
ללבוש	носи
ללבוש	носам
ללבוש	носат
משגר	фрлач
משגר	започнување
רייגן	реган
סנטיאגו	сантијаго
סנטיאגו	сантјаго
אמיתיים	вистински
אמיתיים	реално
אמיתיים	вистинско
אמיתיים	вистинска
אמיתיים	реална
אמיתיים	реал
נוב	нуб
נוב	ноб
דורה	дора
ברן	берн
שינויי	промени
שינויי	измени
סכסוכים	конфликти
סכסוכים	спорови
סכסוכים	расправии
מונעת	возен
מונעת	возел
מונעת	превентивни
מונעת	превентивно
מונעת	превентивна
אריות	лавовите
אריות	лавови
לאום	националност
ורוד	пинк
ורוד	розово
ורוד	розево
ורוד	розова
ורוד	розе
דריה	дарија
טנסי	тенеси
כפוף	подреден
כפוף	бент
בעלים	сопственик
בעלים	сопрузи
בעלים	сопственици
קמפיין	кампања
מחמד	pet
מחמד	миленик
מחמד	милениче
מחמד	миленици
מחמד	миленичиња
אטומים	атоми
מונטריאול	монтреал
סו	сју
סו	тужи
סו	су
נשיאה	претседател
הנאמנים	лојалисти
אוטובוסים	автобуси
ערוצי	канали
ערוצי	каналите
קלווין	келвин
קלווין	калвин
קלווין	келвин
שובר	купон
שובר	купонот
שובר	крши
שובר	паузи
שובר	попуштање
שובר	ваучер
שובר	ваучери
מעניקה	дава
תחזוקה	одржувањето
תחזוקה	одржување
השתלטות	преземање
השתלטות	превземање
השתלטות	преземањето
בורות	неук
בורות	незнаење
יורדת	опаѓачки
מבינה	разберете
מבינה	разбере
מבינה	сфати
מבינה	разбери
מעבדה	лабораторија
מעבדה	лабараторија
מעבדה	лабораторија
מיזוג	спојување
מיזוג	спојувањето
מיזוג	спои
מיזוג	спојување
מיזוג	спојување
מיזוג	условување
מוניטין	репутација
תינוק	бебе
תינוק	орце
תינוק	душичка
תינוק	срце
פארקר	паркер
הוחזר	вратен
הוחזר	вратени
שליליות	негативно
שליליות	негативен
שליליות	негативна
שליליות	негатив
שליליות	негативни
שליליות	негативност
גרנדה	гренада
גרנדה	гранде
גרנדה	гранада
שפע	изобилство
מקדונלד	мекдоналдс
מקדונלד	мекдоналд
מיין	мејн
צינורות	гасоводи
צינורות	цевки
צינורות	цевки
האף	нос
נוזלי	течна
נוזלי	течни
נוזלי	течност
ניומן	њуман
בלבול	забуни
בלבול	конфузија
בלבול	збунетост
בלבול	дезориентација
פסיפס	мозаик
אכילה	хранење
אכילה	јадење
אכילה	јаде
אכילה	зајадливи
סנטר	брадата
סנטר	брада
סנטר	муцка
סנטר	средина
סנטר	центар
בון	бон
בון	бон
בון	коска
בון	бун
בון	благодет
לבוב	lviv
סקוטי	скоти
סקוטי	шкотски
יצרן	производител
יצרן	произведувач
מאל	мал
מאל	mal
פייסבוק	facebook
פייסבוק	фејсбук
קופה	coupe
מחזאי	драматург
תחנה	станица
תחנה	парк
תחנה	park
אלמוני	анонимни
אלמוני	анонимен
אלמוני	анонимно
פצצת	бомба
בנין	бенин
מקוריים	оригинал
מקוריים	оригинали
המצלמה	камера
המצלמה	апарат
גאורגי	ѓорѓи
גאורגי	георги
גאורגי	георгиј
ליטאים	литванци
חטא	грешно
חטא	грешен
חטא	грев
חטא	sin
חטא	гревот
סולטאן	султан
סולטאן	султанот
שרף	смола
המעי	црево
לפרט	образложи
לפרט	наведете
רצינית	сериозен
רצינית	сериозна
רצינית	озбилно
דקר	декер
דקר	декер
דורו	дуро
הורדת	симнува
הורדת	симнат
הורדת	преземено
הורדת	симнување
סתיו	есента
סתיו	наесен
סתיו	есен
סתיו	паѓање
סתיו	пад
סתיו	падот
סתיו	есен
סתיו	падне
צלילה	нуркање
צלילה	dive
צלילה	нуркање
מקורית	оригинал
באחריות	загарантиран
באחריות	загарантирана
באחריות	гарантирано
באחריות	гарантирани
באחריות	загарантирано
באחריות	одговорно
צוותי	екипи
צוותי	тимови
חמורים	магариња
בואי	дојди
מגנוס	магнус
אינדיאנים	индијци
אינדיאנים	индијанците
אינדיאנים	индијанци
מחוברים	поврзани
מחוברים	поврзано
מחוברים	поврзан
פופולריים	популарно
פופולריים	популарен
פופולריים	популарни
פופולריים	популарна
פופולריים	популарно
פופולריים	популарна
פופולריים	популарни
מתוקים	слатко
מתוקים	слатка
מתוקים	слатки
רבייה	одгледување
רבייה	размножување
רבייה	репродукција
רבייה	размножување
הקשיים	потешкотии
הקשיים	тешкотии
קונגרס	конгресот
קונגרס	конгрес
איזון	рамнотежа
איזון	баланс
איזון	биланс
איזון	балансирање
מכני	механички
חבורות	модринки
חבורות	модрици
חבורות	модринки
חבורות	модрици
איכרים	земјоделци
איכרים	фармери
איכרים	земјоделците
איכרים	селани
איכרים	селаните
מוקדון	македонска
פוסק	арбитер
ייחודיות	единствени
ייחודיות	уникатни
ייחודיות	уникатна
ייחודיות	уникатно
ייחודיות	уникатен
דוגמא	пример
המאפיין	карактеристика
המאפיין	одлика
מתמשך	континуирано
מתמשך	континуиран
מתמשך	континуирани
מתמשך	тековен
מתמשך	тековни
מתמשך	тековна
מתמשך	траен
משערים	шпекулираат
ממציא	пронаоѓач
האירופאים	европејци
האירופאים	европјани
האירופאים	европејците
שוות	еднакво
שוות	еднаков
שוות	еднакви
שמיני	осмиот
שמיני	осма
שמיני	осми
נקי	јасна
נקי	јасно
נקי	чисто
נקי	јасен
נקי	исчисти
נקי	чиста
נקי	чисто
נקי	чисти
נקי	чист
נקי	исчисти
מקהלה	хор
מקהלה	рефрен
מקנה	мекена
מיקרו	микро
שפל	ниско
שפל	ниски
שפל	ниска
שפל	низок
ורה	вера
פריץ	фриц
העתקה	копирај
העתקה	копирање
העתקה	копија
העתקה	копирање
בניתוח	хируршки
פלין	флин
ספירס	спирс
ספירס	копја
ספירס	копјата
סטנפורד	стенфорд
הכספי	каспиското
עלויות	трошоци
ברצינות	сериозно
ברצינות	озбилно
הוואי	хаваи
הוואי	хаваите
חסום	блокирај
חסום	блок
חסום	блокиран
חסום	блокирано
חסום	блокирани
חסום	блокирана
יעדים	метите
יעדים	мети
יעדים	целите
יעדים	голови
יעדים	цели
יעדים	дестинации
וימבלדון	вимблдон
ורד	роуз
ורד	rose
ורד	роза
חילוץ	извлекување
חילוץ	екстракција
חילוץ	спасување
חילוץ	спас
חילוץ	спасувачки
סודות	тајни
תפוצה	достигнат
תפוצה	опсег
תפוצה	достигне
תפוצה	досег
ביצורים	тврдини
ביצורים	суштества
תפוח	епл
תפוח	јаболко
תפוח	apple
מצרית	египетска
מצרית	египетски
להתאמן	вежбање
להתאמן	пракса
להתאמן	практика
לאפס	ресетирање
להעיד	сведочат
להעיד	сведочи
מפרש	пловат
מפרש	едра
יישומים	апликации
יישומים	апликации
ספרייה	библиотека
למרגלות	падини
פוטבול	фудбал
מועדפת	омилено
מועדפת	омилен
מועדפת	омилена
מועדפת	омилени
מועדפת	претпочитана
אחראים	одговорен
אחראים	одговорно
אחראים	одговорни
אחראים	одговорна
יעקובסון	јакобсон
הגשת	поднесување
רוזנטל	розентал
נגזרת	дериват
נגזרת	derivation
מצריים	египет
מחסה	засолниште
ריבר	река
ריבר	ривер
ריבר	реката
קמפבל	кембел
קמפבל	кемпбел
אלבניה	албанија
גזים	гасови
נמלים	пристаништа
נמלים	мравки
השרירים	мускулите
השרירים	мускули
נוזלים	течности
נוזלים	течности
נוזלים	течност
אדריאן	адријан
אדריאן	адриан
הפסחא	велигденска
הפסחא	велигденски
הפסחא	велигден
אוקראינים	украинците
המכפלה	патријарси
רוברטו	роберто
איסטנבול	istanbul
איסטנבול	истанбул
איתור	следење
איתור	лоцирање
וליאן	џулиан
וליאן	џулијан
צופן	шифра
צופן	код
גאולה	спас
גאולה	спасението
גאולה	спасение
גאולה	искупување
רעה	bad
רעה	лоша
רעה	лош
רעה	лошо
רעה	бад
המסגרת	рамка
רוכב	јава
רוכב	јавач
רוחו	рохо
בעצמי	себе
בעצמי	себеси
בעצמי	самиот
מצלמה	камера
מצלמה	апарат
העמודים	столба
העמודים	столбови
יושבת	седи
יושבת	седење
יושבת	седејќи
עודף	вишок
עודף	промени
עודף	промена
עודף	смени
עודף	измени
עודף	вишокот
עודף	вишок
העצב	нервен
העצב	нерв
העצב	нервни
פוסטר	фостер
הוגים	мислители
אופרות	опери
האבל	хабл
האבל	жалост
האבל	жалење
בלייק	блејк
אסר	забрането
אסר	забрани
אסר	забранета
אסר	забранети
בחינה	испит
מאבד	губи
קינן	кинан
קינן	кенан
טייסים	пилоти
טייסים	пилотите
התקדם	однапред
התקדם	напредување
השדות	полиња
השתנתה	променето
השתנתה	променет
בלעדי	ексклузивно
בלעדי	ексклузивна
בלעדי	ексклузивни
בלעדי	exclusive
נשבר	скршен
נשבר	скршена
נשבר	прекршени
נשבר	скршено
נשבר	скршени
נשבר	банкрот
נשבר	скрши
נשבר	пукна
סיציליה	сицилија
איליה	илија
איליה	елија
נעלמו	заминати
נעלמו	исчезнал
נעלמו	исчезна
אוילר	ојлер
טיטוס	тит
לואיז	луиз
לואיז	луиз
פסולת	остатоци
פסולת	рушевини
פסולת	отпад
רגלי	нозете
רגלי	нозе
רגלי	пион
בארט	барт
בארט	барет
אימוץ	усвојувањето
אימוץ	усвојување
אימוץ	посвојување
אימוץ	посвоен
אימוץ	усвоена
אימוץ	усвоени
אימוץ	усвои
אימוץ	посвоена
אימוץ	усвоено
מופעל	овозможен
מופעל	овозможена
מופעל	овозможено
מופעל	активиран
מופעל	активирана
מופעל	активирани
רווחים	простори
רווחים	заработка
רווחים	заработувачка
רווחים	примања
רווחים	профити
רווחים	профит
בוחן	квиз
ויל	ке
ויל	вил
ויל	ќе
אוהל	шатори
אוהל	шатор
אוהל	шаторот
אפריקאית	африканска
אפריקאית	африкански
דיזל	дизел
אוסטרלי	австралијанецот
אוסטרלי	австралиска
אוסטרלי	австралиски
לוסי	луси
מוטיב	мотив
ליאון	лион
ליאון	леон
יביא	донеси
יביא	донесе
יביא	донесете
שורק	свиркање
אוצרות	богатства
נוגע	допре
נוגע	допира
עצמאיות	независни
עצמאיות	независна
עצמאיות	независен
עצמאיות	независно
בריא	здрав
בריא	здрави
בריא	здрава
תאודור	теодор
תאודור	теодор
ניקסון	никсон
סלים	селим
סלים	слим
סלים	slim
סלים	корпи
סלים	кошници
סלים	салим
חוקיות	легалноста
חוקיות	легитимноста
חוקיות	законитоста
חוקיות	легално
חוקיות	законска
חוקיות	легална
חוקיות	правна
חוקיות	легален
חוקיות	правен
פיוס	помирување
פיליפס	philips
פיליפס	филипс
מסובך	незгоден
מסובך	комплицирано
מסובך	комплициран
מסובך	комплицирана
מסובך	комплицирани
ויימאר	вајмар
תיעודי	документарец
דיכאון	депресија
להרים	укине
צאצא	потомство
צאצא	подмладок
צאצא	потомок
אסיר	затвореник
אסיר	затвореничка
אסיר	заробеник
אסיר	затвореник
אסיר	затвореник
אסיר	осуденик
קתולי	католички
קתולי	католик
קתולי	католичка
אפריקאים	африканци
במול	рамен
במול	рамно
במול	дур
במול	рамни
במול	рамна
לית	ли
כוס	пичка
כוס	пичка
כוס	чашка
כוס	куп
כוס	шолја
כוס	пехар
מדידת	мерење
מילוי	пополнувач
מילוי	пополнуваат
מילוי	пополнување
מילוי	полнат
מילוי	полнење
אמריקנים	американците
אמריקנים	американци
סינגפור	сингапур
לצבור	акумулира
הערבה	степа
השומרים	чувари
יושבים	седи
יושבים	седење
יושבים	седејќи
מצלמות	камери
התעללות	злоупотребувани
התעללות	злоупотребува
התעללות	насилен
התעללות	злоставување
התעללות	злоупотреби
התעללות	злоупотреба
רגש	емоции
רגש	емоција
רגש	емотивно
רגש	емоционална
רגש	емотивен
רגש	емоционален
רגש	емотивна
מראות	знаменитости
מראות	огледала
תרגיל	вежба
תרגיל	вежбање
תרגיל	вежби
תרגיל	вежба
תרגיל	вежбајте
הוסר	отстранета
הוסר	отстранет
הוסר	отстранети
מחמוד	махмуд
מחמוד	махмуд
התמחות	стажирање
התמחות	специјализирана
התמחות	специјалитет
התמחות	специјалност
לצרף	прикачи
הנבחר	одбрани
הנבחר	избрани
הנבחר	избран
גרי	гери
גרי	гари
גרי	кери
המתמחה	стажист
נבל	негативец
נבל	злосторник
נבל	харфа
כרטיסים	карти
כרטיסים	билети
כרטיסים	карти
כרטיסים	картички
מרתון	маратон
המפקח	инспектор
דרבי	дерби
דרבי	дербито
גנרלים	генерали
משפיעה	влијателниот
משפיעה	влијателен
משפיעה	влијателна
משפיעה	влијателни
משפיעה	погодува
משפיעה	влијае
משפיעה	влијаат
בורוסיה	борусија
מונרו	монро
מחסום	блокада
מחסום	бариери
מחסום	бариерите
מחסום	бариера
השרת	сервер
השרת	серверот
שגרירות	амбасада
אוסבורן	озборн
גרוסמן	гросман
אוהבים	вљубеници
אוהבים	љубовници
אוהבים	љубители
פורים	пурим
חצות	полноќ
מרפי	марфи
ההכנות	подготовки
ההכנות	подготовките
הפיצוץ	експлозија
הפרישה	отцепување
זיכרונות	сеќавања
זיכרונות	спомени
אוכלים	јадење
אוכלים	јаде
היוזמה	иницијатива
נאצים	нацисти
התעמולה	пропаганда
אורה	ора
קרתגו	картагина
נסוג	повлекуваат
נסוג	повлечен
נסוג	повлечена
נסוג	повлечени
בירד	птица
שיפורים	подобрувања
הנטייה	наклонетост
פלש	нападнал
קור	студ
קור	ладно
קור	ладна
קור	студено
קור	студена
קור	kor
סיון	сиван
רוד	род
ציינו	споменати
ציינו	спомнато
ציינו	спомнав
ציינו	споменат
ציינו	спомна
סמוכים	придружни
תראה	погледни
תראה	гледај
תראה	види
נסה	пробајте
נסה	пробај
פצצה	бомба
מינימום	минимално
מינימום	минимална
מינימום	минимум
פנימה	внатре
פנימה	однатре
צפה	гледал
צפה	гледаа
צפה	следена
צפה	гледаше
צפה	лебдење
צפה	гледајте
צפה	гледај
צפה	часовник
צפה	поглед
טיפולים	третмани
טיפולים	терапии
צרה	неволја
צרה	проблем
צרה	проблеми
צרה	тесни
צרה	тесен
לחסוך	штедење
ממדית	димензионални
זהירות	внимателно
ריימונד	рајмонд
ריימונד	рејмонд
סאם	сем
סאם	sam
רוסו	росо
רוסו	русо
רוסו	руско
רוסו	русо
סעד	саад
שוחד	исплата
שוחד	мито
שוחד	подмитување
שוחד	поткуп
שוחד	мито
שוחד	мито
שוחד	поткуп
אוטונומיה	автономија
ירמיהו	џеремаја
ירמיהו	еремија
להודיע	извести
שמאלה	лево
שמאלה	лева
שמאלה	левица
העמידה	став
הלוחות	панели
אנטארקטיקה	антарктикот
נחמה	комфорт
נחמה	комфор
נחמה	утеха
נחמה	удобност
נחמה	утеха
נחמה	утеха
היוקרתי	престижни
היוקרתי	престижниот
היוקרתי	престижна
היוקרתי	престижната
גנטי	генетски
גנטי	генетска
בוני	бони
בוני	бони
ורנר	вернер
סת	сет
פרעה	фараон
פרעה	фараонот
אנכי	вертикално
אנכי	вертикален
אנכי	вертикално
אנכי	вертикални
הבלטי	балтичките
כוונות	намери
כוונות	намерите
מתחרה	натпреварувач
מתחרה	конкурент
מתחרה	натпреварувач
מתחרה	натпреваруваат
מתחרה	натпреварува
נקבות	женките
שוטף	течно
עט	пенкало
עט	пен
שומע	слушне
שומע	слушнат
שומע	слушнете
שומע	слушам
שומע	слушнам
הנהג	шофер
הנהג	возачот
הנהג	управувач
הנהג	возач
דרמטי	драматичен
דרמטי	драматично
דרמטי	драматична
דרמטי	драматични
גידולים	туморите
גידולים	тумори
מצדה	масада
מחתרת	подземјето
מחתרת	подземје
מחתרת	подземен
מחתרת	отпорност
מחתרת	отпорот
מחתרת	отпор
להשתחרר	опуштање
ליטר	литар
ליטר	литар
ליטר	литри
שרירי	мускулна
נצרות	христијански
נצרות	кристијан
נצרות	христијан
נצרות	христијани
נצרות	христијанин
נצרות	христијанство
נצרות	христијанството
ציטוטים	цитати
ציטוטים	изреки
ציטוטים	цитати
זול	евтина
זול	евтино
זול	евтин
זול	евтини
גיבורים	јунаци
גיבורים	херои
חרם	бојкотира
חרם	бојкот
חרם	бојкотот
בטן	стомакот
בטן	стомакот
בטן	стомак
בטן	желудник
בטן	стомак
תקרית	инциденти
תקרית	инцидент
נוגה	венус
נוגה	венера
מגמות	трендови
מרובע	quad
מרובע	квадратен
מרובע	плоштад
מרובע	квадрат
קלייר	клер
קלייר	клер
בציר	берба
שיקולים	интереси
חורים	дупки
ברג	берг
קובנה	каунас
צייד	ловец
צייד	хантер
צייד	лов
צייד	ловење
דמיטרי	дмитри
דמיטרי	димитриј
דמיטרי	димитри
דמיטרי	димитриј
דמיטרי	димитри
דמיטרי	димитриј
גיטרות	гитари
מסלולים	правци
מסלולים	траки
מסלולים	траги
מסלולים	трагови
תקליט	рекорд
תקליט	запис
ביירות	бејрут
מסכימה	договорено
דיאנה	дијана
דיאנה	диана
דיאנה	дајана
חיטה	пченица
חיטה	жито
חיטה	пченицата
קלף	пергамент
קלף	картичка
קלף	картичката
קלף	карта
גרו	гру
רוקי	роки
תקוה	надеж
תקוה	хоуп
מוט	шипка
מוט	pole
חליל	флејта
חליל	халил
פורסט	форест
פוג	фог
משקף	одраз
משקף	одразувајќи
משקף	одразува
אסטרטגי	стратешко
אסטרטגי	стратешка
אסטרטגי	стратешки
אסטרטגי	стратегиски
נכחד	истребени
נכחד	изумрени
רוחנית	духовна
רוחנית	духовни
רוחנית	духовен
רוחנית	духовно
רוחנית	духовно
סתירה	контрадикторни
סתירה	контрадикција
לפרש	толкува
לפרש	толкување
אהבתי	сакан
אהבתי	сакаше
אהבתי	сакано
לגדל	покачување
לגדל	подигање
לגדל	подигне
משלוח	достава
משלוח	испорака
משלוח	достава
משלוח	пратки
משלוח	превоз
רבעים	четвртини
רבעים	одаи
קרקוב	краков
דילן	дилан
לחיזוק	зајакнат
לחיזוק	зајакнување
לחיזוק	зајакне
סטריט	улични
סטריט	улица
סטריט	уличен
בפורטוגזית	португалски
וגאס	вегас
שיפר	шифер
רדיוס	радиус
לסטר	лестер
לסטר	лестер
אמילי	емили
אלכסנדריה	александрија
להמיר	преобрати
אוגנדה	уганда
תלונות	приговори
תלונות	поплаки
תלונות	жалби
האמירויות	емирати
פרווה	крзно
סלוניקי	солун
פנמה	панама
ייחוס	педигре
הבריחה	бегство
הבריחה	избега
תבור	табор
המחוקקים	пратениците
פיגועים	нападите
פיגועים	напади
פיגועים	бомбардирања
התחלתי	почна
התחלתי	започна
התחלתי	почнал
התחלתי	почнаа
תדירות	фрекфенција
תדירות	фреквенција
אבחון	дијагностика
אבחון	дијагноза
אבחון	дијагностика
אבחון	дијагностички
שוחררה	пуштен
שוחררה	пуштени
שוחררה	ослободен
אירופי	европски
אירופי	европско
אירופי	европска
משתתפת	учеснички
משתתפת	учесник
משתתפת	учествува
צרכים	потреби
קרנות	средства
קרנות	фондови
קרנות	роговите
קרנות	рогови
התודעה	свест
הקיום	егзистенција
הקיום	постоење
אינטרסים	интереси
רוברטס	робертс
התועלת	корисноста
באדן	баден
דלתא	делта
תואם	компатибилни
תואם	компатибилен
תואם	совпаѓање
גולד	златен
גולד	златни
גולד	злато
גולד	гулд
קית	кит
ציריך	zürich
ציריך	цирих
ציריך	цирих
נלהב	пресреќен
נלהב	ентузијаст
נלהב	ентузијасти
נלהב	ентузијастички
נלהב	страствен
נלהב	страсна
מקסימלי	максимална
מקסימלי	максимално
מקסימלי	максимален
מקסימלי	максимум
מסגרות	кадри
מסגרות	рамки
דקדוק	глаголски
דקדוק	граматика
אלקטרוניקה	електроника
קנטור	кантор
נאש	неш
אפריקני	африканска
אפריקני	африкански
הגירוש	депортации
דלה	дела
שודדי	raiders
שודדי	разбојници
שודדי	ограбувачи
שודדי	ограбувачите
אוסטרלים	австралијци
צמיחה	растење
צמיחה	пораст
צמיחה	раст
צמיחה	растеж
שוחט	касапот
הרצף	континуум
רוזה	роза
רוזה	роса
הפסנתר	пијано
הקמפיין	кампања
פקיד	службеничка
פקיד	службеник
מעשיות	приказни
להירשם	регистрираат
להירשם	регистар
שפם	мустаќи
שפם	мустаќи
שפם	бркови
עצר	запрен
עצר	запре
עצר	престана
עצר	застанале
עצר	застанал
נכשלה	неуспешно
נכשלה	пропадна
הצביע	посочи
הצביע	гласале
הצביע	гласаше
הצביע	изгласана
הצביע	гласаа
הצביע	гласал
רומנטית	романтична
רומנטית	романтика
רומנטית	романтичен
רומנטית	романтично
תו	белешка
תו	забелешка
תו	нота
תו	карактер
תו	лик
תו	знак
ברונו	бруно
אדגר	едгар
סידן	калциум
עוצב	дизајнирана
עוצב	дизајнирани
עוצב	дизајниран
עוצב	дизајнирано
סימטריה	симетрија
שפיגל	шпигел
לאיים	загрозат
צעירות	младите
צעירות	млад
צעירות	јанг
צעירות	young
צעירות	млади
צעירות	млада
זורמים	тече
מושלמת	совршена
מושלמת	совршени
מושלמת	совршен
מושלמת	перфектно
מושלמת	совршено
ידעה	знаев
ידעה	знаел
ידעה	знаеше
לוקחת	земање
יומני	дневник
עמוקים	deep
עמוקים	длабок
עמוקים	длабока
עמוקים	длабоко
עמוקים	длабоки
ספורטאי	спортист
ספורטאי	атлетичар
ספורטאי	атлетичарка
ספין	врти
ספין	вртење
ספין	спин
כחולה	плава
כחולה	сина
כחולה	сини
כחולה	блу
כחולה	сино
בחשאי	тајно
חדירה	пенетрација
חדירה	продор
חדירה	упадот
ליפה	липе
לירי	лири
לירי	лирски
שניתנו	дадена
שניתנו	дадени
שניתנו	дадено
שניתנו	даден
שניתנו	извршена
הבוחרים	гласачи
גרייס	благодет
גרייס	грејс
ההתחלה	почеток
מיושב	населено
מיושב	населен
מיושב	средено
מיושב	населени
מונד	monde
ירוקה	зелен
ירוקה	зелена
ירוקה	зелено
ירוקה	зелени
נאצי	нацистичка
נאצי	нацистички
נאצי	нацист
נאצי	наци
קראוס	краус
לחלץ	извлекување
לחלץ	екстракт
מסוכנים	опасен
מסוכנים	опасно
מסוכנים	опасни
מסוכנים	опасна
טקסים	ритуали
טקסים	обреди
טקסים	церемонии
עתידי	иднина
קנט	кент
ימני	десно
ימני	надесно
ימני	право
מיג	миг
מיג	мигот
הרצוי	посакуваната
הרצוי	посакуваните
סלובניה	словенија
גרילה	герилски
גרילה	герилска
בלפור	белфор
תם	tam
תם	там
להיטים	погодоци
להיטים	хитови
להיטים	удира
ברוקלין	бруклин
האשים	обвинет
האשים	обвини
האשים	обвинети
האשים	обвинета
שמיעה	слух
שמיעה	сослушување
מיגל	мигел
לסקר	ласкер
וויליאם	вилијам
כת	култ
כת	секта
שמיים	sky
שמיים	небо
שמיים	неба
שמיים	небо
וולפגנג	волфганг
נפתחת	отвора
שרמן	шерман
משולבים	комбинација
משולבים	комбиниран
משולבים	здружени
משולבים	комбинирано
משולבים	комбинирана
איגור	игор
ראול	раул
ראול	раул
ראול	раул
סויוז	сојуз
מיה	mia
מיה	мија
מיה	миа
תסמינים	симптоми
נכנע	предадете
נכנע	предавање
נכנע	принос
שחיינים	пливачи
הבגרות	адолесценција
החלום	сон
החלום	dream
קוב	коб
חרושת	фабрика
חרושת	фабрички
התבוסה	пораз
תאוצה	забрзување
בהתנדבות	доброволно
בהתנדבות	доброволни
בהתנדבות	волонтерски
בהתנדבות	доброволна
בהתנדבות	доброволно
מפורש	експлицитно
גולגולת	череп
גולגולת	черепот
אופיינית	типично
אופיינית	типичен
אופיינית	типична
אופיינית	типични
קניין	купувач
קניין	купувачот
מוטל	мотел
מוטל	мотелот
הולנדית	дач
הולנדית	холандска
הולנדית	холандскиот
הולנדית	холандски
מלצר	келнер
סוציולוגיה	социологија
מנות	порции
מנות	садови
מנות	јадења
מנות	чинии
מנות	дози
הבעלות	сопственост
הבעלות	сопственоста
הבעלות	сопствеништво
קירוב	киров
פרוסט	пруст
פרוסט	фрост
פטיש	фетиш
פטיש	чекан
פטיש	хамер
עורק	артерија
עורק	артеријата
עורק	артерии
אלימה	насилно
אלימה	насилен
אלימה	насилна
אלימה	насилни
מעריך	проценување
משמעותיות	значајна
משמעותיות	значајни
משמעותיות	значаен
משמעותיות	значајно
משמעותיות	значајни
משמעותיות	значителна
משמעותיות	значајно
משמעותיות	значајна
משמעותיות	значителен
משמעותיות	значаен
מכריז	најавува
מכריז	најави
מכריז	прогласи
מכריז	најавуваат
מכריז	објавувајќи
מקלדת	тастатура
הקוסם	волшебник
בקפריסין	кипар
נטלי	натали
נטלי	натали
מיומנויות	вештини
מיומנויות	способности
מייד	веднаш
מייד	одма
טרנסילבניה	трансилванија
מפתחות	клучевите
מפתחות	тастери
מפתחות	клучеви
מפתחות	копчиња
צב	желката
צב	желка
