georg	گئورگ
estimativa	برآورد
estimativa	تخمین
estimativa	برآورد
estimativa	تخمین
avaliações	نقدهای
liberação	نشر
liberação	آزادسازی
intenções	قصدی
intenções	قصد
intenções	نیات
intenções	مقاصد
intenções	قصدش
intenções	قصد
intenções	قصدی
intenções	قصدم
intenções	قصد
faces	چهره
faces	رخسار
speed	سرعت
bowl	کاسه
dog	سگ
dog	سگی
valência	والنسیا
restaurar	بازگردانی
restaurar	بازگرداندن
restaurar	برگرداندن
restaurar	بازیابی
restaurar	بازگرداندن
marfim	عاج
palmas	پالماس
acontecimento	رویداد
acontecimento	واقعه
acontecimento	رخداد
estratégica	راهبردی
estratégica	استراتژیک
garante	ضامن
label	برچسب
singapura	سنگاپور
reconhecidos	تصدیق
continentes	قاره
carregar	بارگذاری
carregar	بار
carregar	بارگذاری
estabelecendo	تاسیس
estabelecendo	تأسیس
anton	آنتون
rain	باران
rain	بارانی
rain	بارون
ghost	شبح
ghost	گوست
ghost	روح
visitante	مهمان
severo	سوروس
severo	شدید
rondônia	روندونیا
lento	آهسته
missionários	دینیه
salvação	رستگاری
adriana	آدریانا
alumínio	آلومینیوم
alumínio	آلومینیوم
quebrar	بشکند
quebrar	استراحت
quebrar	شکستن
quebrar	شکستن
quebrar	شکنی
ligas	آلیاژ
ligas	فرسنگ
karen	کرن
karen	کارن
rex	رکس
proposição	گزاره
pontas	نکات
preliminar	مقدماتی
inspirou	الهام
governantes	فرمانروایان
governantes	حاکمان
soyuz	سایوز
mundos	جهانیان
mundos	دنیاها
mundos	دنیاهای
havaí	هاوایی
visitada	بازدید
exigências	نیازها
exigências	نیازهای
exigências	خاسته
exigências	تقاضا
hope	امیدی
hope	هوپ
hope	امیدوارم
hope	hope
hope	امید
gota	نقرس
gota	افت
gota	قطره
gota	چکه
ilustrações	تصویرسازی
fibras	الیاف
fibras	فیبر
fibras	فایبر
fibras	الیاف
fibras	الیاف
retiro	نشینی
variadas	متنوع
transmissões	مخابره
dissolução	انحلال
duelo	دوئل
demissão	برکناری
demissão	استعفای
demissão	استعفاء
demissão	استعفا
nativo	بومی
sintra	سینترا
condecorado	آراسته
goa	گوا
nina	نینا
lang	لنگ
blanco	بلانکو
irlandesa	ایرلند
irlandesa	ایرلندی
escravidão	بردگی
escravidão	اسارت
movimentação	گرداندن
movimentação	جنبش
movimentação	تحرک
movimentação	نهضت
madison	مدیسون
mutantes	تغییرپذیر
azerbaijão	اذربایجان
azerbaijão	آذربایجان
azerbaijão	آذربایجانی
clero	روحانیت
clero	روحانیون
felix	فلیکس
felix	فیلیکس
orgulho	پراید
orgulho	غرور
orgulho	تکبر
orgulho	مغرور
orgulho	سرافراز
orgulho	افتخار
orgulho	سربلند
houten	هوتن
fantástico	عالی
fantástico	عالیه
operado	تدابیر
chagas	شاگاس
membrana	غشای
membrana	غشاء
jato	جت
zeus	زاوش
zeus	زئوس
todd	تاد
poluição	آلودگی
nassau	ناسو
ditador	دیکتاتور
romero	رومرو
estranha	عجیب
estranha	عجیبی
estranha	عجیب
estranha	غریبه
camp	اردوگاه
camp	اردو
camp	کمپ
cadeiras	صندلیهای
juliana	جولیانا
rogers	راجرز
desenvolvendo	توسعه
cuiabá	کویابا
olga	اولگا
marrom	قهوهای
marrom	براون
isolamento	عایق
isolamento	جداسازی
isolamento	انزوا
amostras	نمونه
harvey	هاروی
passeio	سوار
passeio	سواری
lentamente	آهسته
adventures	ماجراهای
búlgaro	بلغاری
emerson	امرسون
palestra	سخنرانی
desastre	مصیبت
desastre	فاجعه
desastre	مصیبتی
desastre	حادثه
panorama	پانوراما
ligando	فراخوانی
emílio	تمپلتون
emílio	امیل
omar	عمر
omar	عمر
cry	گریه
deutsche	دویچه
deportivo	deportivo
olha	نگاهی
olha	ببین
pago	پرداخت
vasto	وسیع
vasto	پهناور
vasto	بیکران
queijo	پنیر
colin	کولین
colin	کالین
gaga	گاگا
chanceler	صدر
lucy	لوسی
ain	عین
ain	آئین
middle	وسطی
middle	میدل
middle	میانی
middle	میانه
middle	وسط
ídolo	طاغوت
ídolo	بُت
migração	وطن
migração	مهاجرت
servia	خدمت
bate	تپش
bate	میزنه
levantar	لیفت
mede	پیمانه
grade	توری
grade	گرید
grade	شبکه
bit	ilo
bit	بیت
bit	ذره
validade	انقضای
validade	انقضا
validade	اعتبار
pat	پت
raras	نادره
raras	کمیاب
raras	نادر
raras	نادری
fraca	ناتوان
fraca	ضعیفی
fraca	ضعیف
fraca	سست
proeminente	برجسته
acústico	آکوستیک
envolver	درگیر
simões	سیموئز
óscar	اسکار
destinos	مقاصد
infantis	کودکانه
paciência	صبور
paciência	شکیبایی
paciência	صبر
mogi	موگی
brad	براد
intercontinental	اینترکنتیننتال
depósito	سپرده
claire	کلیر
claire	کلر
supervisão	نظارتی
supervisão	نظارت
supervisão	سرپرستی
prisioneiro	زندانی
prisioneiro	اسیر
juliano	جولیان
juliano	جولین
juliano	ژولین
oregon	اورگان
oregon	اورگن
certificação	گواهی
tubarão	کوسه
macaco	میمون
escritórios	دفاتر
escritórios	ادارات
sabedoria	حکمت
sabedoria	حکمتی
adotar	سرپرستی
paulinho	پائولینیو
avançada	پیشرفته
heroes	قهرمانان
funeral	ختم
funeral	خاکسپاری
sofrendo	رنج
diferencial	دیفرانسیل
medina	مدینا
medina	مدینه
race	نژاد
race	مسابقه
obama	اوباما
carlota	شارلوت
dem	دم
midi	midi
honda	honda
honda	هوندا
generation	نسل
drake	دریک
batizado	تعمید
batizado	تعمید
renault	رنو
canhão	کانن
utah	یوتا
ptb	ptb
mayer	مایر
hábitos	عادات
brilho	درخشش
brilho	براق
brilho	روشنی
brilho	روشنایی
experiente	تجربه
living	living
living	وزندگی
living	زندگی
caras	چهره
caras	رخسار
costeira	ساحلی
temporal	گیجگاهی
auxiliares	امدادی
sidney	سیدنی
sidney	سیدنی
elaborado	استادانه
arqueologia	باستانشناسی
arqueologia	باستانشناسی
martínez	مارتینز
jeremy	جرمی
joey	جویی
joey	جوئی
repetir	تکرار
pratos	بشقاب
pratos	ظرفها
pratos	ظروف
pratos	غذاهای
mississippi	میسیسیپی
ginasta	ژیمناست
dependente	وابسته
oferecendo	پیشکش
oferecendo	تعارف
oferecendo	پیشنهاد
sena	سن
necessita	نیاز
térmica	گرمایی
térmica	حرارتی
roubar	دزدیدن
roubar	دزدی
cícero	سیسرو
blake	بلیک
sullivan	سالیوان
daniela	دانیلا
dueto	دونفری
musica	موسیقی
musica	موزیک
estádios	ورزشگاههای
estádios	مراحل
convencional	مرسوم
convencional	متعارف
yang	یانگ
tanzânia	تانزانیا
votou	رای
votou	رأی
mozart	موتسارت
islâmico	مسلمانها
islâmico	اسلامی
suave	هموار
suave	صاف
suave	نرم
suave	خفیف
suave	ملایم
suave	ملایم
suave	نرمه
suave	نرمی
suave	سافت
suave	نرم
dantas	دانتاس
ferdinand	فردیناند
futuras	اینده
futuras	future
futuras	آینده
espectral	طیفی
brooklyn	بروکلین
apelo	توسل
actriz	بازیگر
actriz	actress
tocada	لمس
comerciante	بازرگانی
comerciante	تاجر
comerciante	بازرگان
palestras	سخنرانی
southern	جنوب
southern	جنوبی
alcântara	آلسانتارا
contratação	استخدام
contratação	عقد
concordar	موافقت
concordar	موافق
concordar	موافقم
kyle	کایل
brincadeira	جوک
brincadeira	شوخی
brincadeira	شوخی
animada	پویانمایی
animada	کارتونی
animada	انیمیشن
animada	هیجان
animada	لایولی
animada	سرزنده
dialetos	گویشهای
barro	کلی
barro	گلی
brother	برادر
brother	داداش
bonaparte	بناپارت
embarcação	مجرا
embarcação	سفینه
embarcação	کشتی
embarcação	کشتیها
embarcação	قایق
embarcação	کشتی
especialização	تخصص
bates	بیتس
aeroportos	فرودگاههای
aeroportos	فرودگاهها
kings	پادشاهان
kings	سلاطین
kings	شاهان
kings	کینگز
lopez	لوپز
portão	دروازه
portão	گیت
portão	دری
tna	tna
short	کوتاه
short	کوتاهی
short	شلوارک
dante	دانته
porco	خوک
fabricantes	تولیدکنندگان
fabricantes	سازندگان
mecânico	مکانیک
mecânico	مکانیک
mecânico	mechanical
mecânico	مکانیکی
elétricos	برق
elétricos	electrical
elétricos	الکتریکی
elétricos	برقی
elétricos	الکتریکی
elétricos	الکتریک
gregory	گریگوری
gregory	گرگوری
enormes	بزرگی
otávio	اکتاویوس
laser	لیزر
laser	لیزری
declarações	اظهارات
ativamente	فعالانه
imediata	فوری
senna	سنا
falsas	کاذب
falsas	دروغین
falsas	نادرست
falsas	غلط
falsas	باطل
jamie	جمی
bella	بلا
fechamento	خاتمه
fechamento	بستن
tejo	تاقوس
owen	آون
owen	اوون
fausto	فائوستو
fausto	فاوست
dunning	دانینگ
abrigar	بالهایش
salgado	سالگادو
salgado	شوره
salgado	شور
sánchez	سانچز
sánchez	سانچز
layout	چیدمان
berkeley	برکلی
julgar	داوری
julgar	قاضی
gloria	گلوریا
misterioso	اسرارآمیز
aleixo	آلکسیوس
variar	متفاوت
gaia	گایا
pseudo	شبه
aglomerado	خوشه
sustentável	پایدار
madre	مادره
bridge	پل
bridge	پلی
cbf	cbf
luanda	لوآندا
break	بشکند
break	استراحت
break	شکستن
paisagens	مناظر
paisagens	مناظر
paisagens	عرضی
paisagens	منظره
fao	fao
agregado	خوشه
criminosos	مجرمان
criminosos	جنایتکاران
envia	میفرستد
envia	ارسال
croata	کروات
croata	کرواسی
storm	استورم
storm	توفان
storm	طوفان
jose	جوز
jose	خوزه
ward	وارد
sócios	شرکا
sócios	همتای
sócios	شریک
sócios	شرکا
sócios	شریکان
sócios	شرکای
sócios	اعضای
sócios	اعضا
demitido	اخراج
demitido	عزل
expressar	اکسپرس
expressar	ابراز
vinil	وینیل
greve	اعتصاب
profeta	پیغمبر
profeta	پیامبر
profeta	پیغمبری
monumental	قیاس
beyoncé	بیانسه
adventure	ماجرای
adventure	ماجراجویی
oswaldo	اسوالدو
reflete	تاثیری
nfl	nfl
emoções	احساسات
emoções	عاطفه
emoções	هیجانی
emoções	احساسات
camarões	میگو
camarões	میگوی
camarões	کامرون
cecília	سیسیلیا
confirmar	تایید
confirmar	تأیید
confirmar	تصدیق
velas	شمع
mama	mama
mama	ماما
mama	زغالی
mama	سینه
mama	پستان
act	عمل
reforço	تقویت
teresina	ترسینا
dylan	دیلان
dylan	دیلن
nazistas	نازی
nazistas	نازیها
trevas	تیرگی
trevas	ظلمت
trevas	تاریکی
pássaro	پرنده
rato	موش
rato	موش
rato	موشی
rato	ماوس
luzes	چراغها
luzes	چراغ
raiva	عصبانیت
raiva	غضب
raiva	خشم
raiva	عصبانی
raiva	خشمگین
raiva	خشمناک
raiva	هار
raiva	هاری
raiva	خشم
nomeações	نامزدها
nomeações	نامزدهای
mediawiki	مدیاویکی
arms	بازوان
arms	بازوها
arms	آغوش
arms	بازو
gran	گرن
corporação	کورپوریشن
antena	هوایی
antena	انتن
antena	آنتن
refugiados	پناهنده
refugiados	مهاجر
refugiados	پناهنده
refugiados	پناهندگان
refugiados	پناهجویان
refugiados	مهاجرین
galego	گالیسیایی
selva	جنگل
selva	جنگلی
invasões	تهاجم
invasões	هجوم
quartos	اتاقها
quartos	اتاقهای
quartos	اتاق
osso	استخوان
voice	صدا
voice	صدای
nickelodeon	نیکلودئون
poética	شاعرانه
unificação	یگانگی
contratou	استخدام
adesão	چسبندگی
adesão	عضویت
adesão	الحاق
osaka	اوساکا
roraima	رورایما
renúncia	استعفای
renúncia	استعفاء
renúncia	استعفا
parma	پارما
decisiva	قاطع
acessível	متناسب
turbo	توربو
saltos	پاشنه
saltos	جهش
parto	زاییدن
parto	زایمان
parto	تولد
parto	birth
parto	ولادت
amorim	آموریم
diários	نشریات
diários	مجلات
diários	روزانه
diários	daily
diários	دیلی
algas	جلبک
algas	جلبک
dakota	داکوتای
dakota	داکوتا
neta	نوه
patos	داک
patos	اردک
patos	مرغابی
patos	اردک
solares	خورشیدی
empregada	خدمتکاری
empregada	پیشخدمت
receptor	گیرنده
receptor	گیرنده
páscoa	پسح
wolfgang	ولفگانگ
nariz	دماغ
nariz	بینی
restrito	ممنوع
razoável	معقول
castelhano	اسپانیا
castelhano	اسپانیایی
abundância	فراوان
abundância	وفور
abundância	فراوانی
panzer	زرهی
dir	dir
transtorno	اختلال
transtorno	خودشیفته
transtorno	اختلالات
salários	اجرت
salários	دستمزد
salários	اجر
salários	مزد
denominações	designations
denominações	مذاهب
autobiografia	خودزندگینامه
autobiografia	زندگینامه
dell	دل
separa	متمایز
histoire	histoire
northern	شمالی
northern	شمال
holandeses	هلندی
holandeses	داچ
holandeses	هلند
jamaica	جامائیکا
devoção	صمیمیت
ashley	اشلی
honduras	هندوراس
visões	تصورات
catorze	چهارده
ram	رام
ram	ram
ram	رم
praticar	تمرین
salazar	سالازار
freqüentemente	غالبا
freqüentemente	اغلب
cantos	گوشه
funchal	فونچال
bonifácio	بونیفاس
control	مهار
control	کنترل
control	کنترول
morning	صبح
morning	بامداد
advento	ظهور
expulsão	اخراج
march	مارس
march	پیشروی
march	راهپیمایی
mad	مجنون
mad	دیوانه
povoamento	اسکان
povoamento	سازش
povoamento	قرارگاه
povoamento	توافق
oswald	اسوالد
jantar	شام
convenções	کنوانسیون
convenções	همایش
convenções	همایش
trabalhador	کارمند
trabalhador	کارگری
trabalhador	کارگر
brevemente	بزودی
dawn	داون
dawn	طلوع
dawn	سحرگاه
dawn	سپیده
dinossauros	دایناسورها
dinossauros	دایناسور
candidata	کاندید
candidata	نامزد
candidata	کاندیدای
valente	شجاع
valente	دلیر
valente	شجاعی
valente	دلاوری
valente	ولیانت
sacrifício	قربانی
sacrifício	فدا
sacrifício	ذبح
sacrifício	فداکاری
gear	دنده
gear	گیر
prosa	نثر
pour	بریزید
pour	محبّت
india	هند
india	هندوستان
louco	مجنون
louco	دیوانه
louco	دیوانه
louco	دیوونه
louco	دیونه
louco	مجنون
louco	دیوانه
pedaços	قطعه
concorrente	رقیب
sevilha	سویل
eslováquia	اسلواکی
discordo	مخالفم
discordo	اختلاف
discordo	مخالف
modificado	تغییریافته
datado	مورخ
câmeras	دوربینها
chileno	شیلی
wta	wta
destinados	قصد
secas	خشک
secas	خشکیده
secas	خشکسالی
secas	خشک
adeptos	حامیان
adeptos	هواداران
adeptos	هوادارن
adeptos	طرفداران
anuncia	رضوان
sector	بخش
sector	سکتور
nielsen	نیلسن
hulk	هالک
comediante	کمدین
tenor	تنور
tons	لحن
tons	تون
tons	شدتی
factor	فاکتور
factor	عامل
seguros	ایمن
seguros	امان
seguros	امن
seguros	بیمه
fluido	سیال
fluido	مایع
fluido	شاره
exigência	نیازی
atlética	اتلتیک
atlética	ورزشی
atlética	ورزشکار
vivas	زنده
emocional	احساسی
emocional	هیجانی
emocional	احساساتی
emocional	عاطفی
gastos	صرف
gastos	هزینه
gastos	صرف
rudolf	رودولف
predecessor	اسبق
limited	محدود
impor	تحمیل
secretária	میز
secretária	دبیر
secretária	منشی
emanuel	امانوئل
emanuel	امانوئل
budapeste	بوداپست
six	شش
six	سیکس
six	شیش
extenso	وسیع
pardo	پاردو
justice	عدالت
justice	عدل
condução	رسانایی
condução	رانندگی
arruda	آرودا
hello	الو
hello	سلام
chapa	پلاک
chapa	بشقاب
cais	بارانداز
cais	اسکله
cais	اسکله
desenhista	طراح
desenhista	نگارنده
desenhista	designer
couro	چرمی
couro	چرم
gone	رفت
gone	رفتن
gone	رفته
pinheiros	پاینز
administrativos	اداری
adrian	ادرین
adrian	آدریان
adrian	آدرین
diamante	الماس
diamante	دیاموند
diamante	الماسی
diamante	دایموند
homer	هامر
egípcio	مصر
egípcio	مصری
discípulos	حواریون
discípulos	شاگردان
discípulos	مرید
davi	داوی
davi	داوید
davi	داود
davi	داوود
davi	دیوید
davi	david
sofrimento	رنج
refúgio	پناه
refúgio	پناهی
médici	مدیچی
presas	درندگان
presas	طعمه
presas	شکارش
presas	عاج
pescadores	ماهیگیران
pescadores	ماهیگیر
pescadores	ماهیگیر
elevados	مرتفع
elevados	برافراشته
abraham	آبراهام
abraham	قصّه
abraham	ابراهیم
sandy	سندی
mercúrio	عطارد
mercúrio	جیوه
mercúrio	مرکوری
anarquista	آنارشیست
spirit	روحی
spirit	اسپریت
spirit	روح
edu	ادو
telespectadores	بیننده
telespectadores	بینندگان
telespectadores	بازدیدکنندگان
fast	سریع
fast	روزه
fast	تند
doméstico	اهلی
grafo	گراف
heather	هدر
heather	هتر
explorador	کاوشگر
explorador	اکسپلورر
adaptações	تنظیمات
lombardia	لمباردی
quebrou	شکسته
quebrou	ورشکسته
segredos	رازها
segredos	اسرار
segredos	راز
resíduos	اتلاف
resíduos	زباله
resíduos	تلف
resíduos	اسراف
átomo	اتم
chamas	شراره
chamas	شعله
chamas	شعله
farinha	آرد
farinha	غذایی
farinha	غذای
logotipo	لوگو
nord	نورد
elogiou	ستوده
vaidade	غرور
vaidade	باطل
vaidade	بیهوده
grávida	آبستن
grávida	بارداری
grávida	حامله
grávida	باردار
anarquistas	آنارشیست
jeová	یهوه
biológica	زیستی
price	قیمتش
price	بهای
price	پرایس
price	بهایی
price	قیمتی
price	قیمت
soprano	سوپرانو
câmaras	چمبرز
câmaras	دوربینها
envolvida	درگیر
envolvida	دخیل
rider	سوارکار
rider	موتورسواری
rider	سوار
jules	جولز
jules	ژول
bennett	بنت
schleswig	شلسویگ
córdoba	کوردوبا
córdoba	کوردوبا
lido	لیدو
capacidades	قابلیت
divórcio	طلاق
deh	ده
ramón	رامون
pearl	pearl
pearl	مروارید
pearl	پرل
jung	جونگ
jung	یونگ
connecticut	کنتیکت
tradutor	translator
tradutor	مترجم
virar	رویت
virar	نوبت
falência	ورشکستگی
león	لئون
león	لیون
bacharel	لیسانس
bacharel	مجرد
jul	jul
comportamentos	رفتارها
comportamentos	رفتاری
comportamentos	سیرت
comportamentos	رفتار
comportamentos	رفتاری
comportamentos	رفتار
wang	وانگ
wang	ونگ
gómez	گومز
gómez	گومز
tales	داستانها
aborto	سقط
aborto	سقط
donos	صاحبان
sozinha	تنهایی
sozinha	تنها
pássaros	پرندگان
sales	فروش
calma	آرام
calma	آسان
calma	ساده
calma	راحت
escravo	slave
escravo	بنده
escravo	برده
crystal	بلور
crystal	کریستال
crystal	آبگینه
crystal	بلوری
colónia	کلن
colónia	ادکلن
colónia	کلونی
colónia	مستعمره
emília	امیلیا
exercícios	مشق
exercícios	ورزش
exercícios	تمرین
amapá	آماپا
sinônimo	مترادف
persas	پرشین
persas	ایرانیان
persas	ایرانی
persas	فارسی
persas	ایرانیان
persas	ایرانیها
curtis	کورتیس
percy	پرسی
umidade	رطوبت
umidade	رطوبت
boris	بوریس
mira	میرا
refrão	همخوان
refrão	کورس
tabuleiro	سینی
tabuleiro	بورد
tabuleiro	تخته
reggae	رگی
condecorações	تزئینات
curioso	کنجکاو
curioso	کنجکاوی
gratuito	free
gratuito	آزادی
gratuito	رایگان
gratuito	آزاده
gratuito	آزاد
andrés	آندرس
andrés	آندرس
andrés	اندرس
prático	عملی
negativas	نگاتیو
negativas	منفی
piracicaba	piracicaba
earl	ارل
earl	ایرل
sênior	ارشد
livremente	آزادانه
conservatório	کنسرواتوار
conservatório	هنرستان
palmeira	نخل
palmeira	خرمایی
sombras	سایه
sombras	شادو
bruxa	جادوگر
bruxa	جادوگری
paga	تاوان
paga	پرداخت
paga	پرداخت
paga	ارادت
cristais	بلور
cristais	کریستال
cristais	آبگینه
cristais	بلوری
verdadeiros	رئال
verdadeiros	حقیقی
verdadeiros	واقعی
amélia	آملیا
amélia	امیلیا
avanços	پیشرفتهای
ligar	بخوانید
ligar	تماس
ligar	وصل
ligar	اتصال
ligar	متصل
dutra	دوترا
interiores	interior
interiores	داخلی
interiores	درونی
firme	استوار
firme	استواری
firme	ثابت
firme	یکنواخت
correspondentes	متناظر
correspondentes	تطابق
meyer	مایر
meyer	میر
alasca	آلاسکا
angels	فرشتگان
henderson	هندرسون
visíveis	نمایان
visíveis	مرئی
pretas	مشکی
pretas	سیاه
pretas	سیاهی
pretas	بلک
absorção	جذب
planícies	دشتی
planícies	دشتهای
judiciário	قضایی
judiciário	قضائیه
laboratórios	آزمایشگاه
laboratórios	آزمایشگاههای
laboratórios	آزمایشگاهی
laboratórios	لابراتوار
laboratórios	آزمایشگاه
laboratórios	آزمایشگاههای
aristóteles	ارسطو
passados	past
passados	گذشته
gruta	غار
gruta	غاری
patrulha	گشت
patrulha	گشتی
patrulha	پاترول
solidariedade	همبستگی
solidariedade	اتحاد
decadência	پوسیدگی
decadência	انقیاد
teórico	نظری
wind	باد
wind	بادی
mickey	میکی
sensibilidade	حساس
sensibilidade	حساسی
sensibilidade	حساسیت
mao	مائو
butler	باتلر
valeu	تشکر
valeu	سپاس
valeu	ممنون
declarada	اعلام
dourados	زرین
dourados	طلایی
dourados	گلدن
dourados	طلائی
romeno	رومانیایی
romeno	رومانی
anatomia	تشریح
anatomia	آناتومی
picos	میخچه
raros	نادره
raros	کمیاب
raros	نادر
raros	نادری
wave	موج
wave	موجی
batismo	نگارگری
batismo	تعمید
batismo	تعمید
ancestral	اجدادی
ancestral	جد
ancestral	اجداد
ancestral	نیاکان
capturados	دستگیر
capturados	اسیر
paródia	نقیضه
coco	کوکو
coco	نارگیل
pensamentos	افکار
pensamentos	افکارش
teor	محتویات
teor	رضایت
teor	خرسند
teor	محتوای
teor	محتوا
confiável	معتمد
confiável	امین
underground	زیرزمینی
underground	زیرزمین
suspense	مشیت
suspense	تعلیق
suspense	تریلر
ácidos	اسیدهای
ácidos	اسید
ácidos	اسیدی
exceções	استثنا
exceções	استثنا
exceções	استثنای
muros	دیوارها
muros	دیوارهای
muros	دیوار
fictícia	خیالی
executados	اعدام
rich	ثروتمند
rich	ثروتمندان
rich	پولدار
rich	پولداری
rich	غنی
rich	ریچ
hearts	دل
hearts	دلها
plata	پلاتا
roosevelt	روزولت
soccer	soccer
soccer	فوتبال
demográfica	جمعیتی
manga	انبه
manga	mango
manga	مانگا
manga	آستین
irmandade	بورسیه
irmandade	یاران
irmandade	خواهری
irmandade	برادری
ausente	غایب
ausente	گمشده
lama	گِل
lama	ماد
lama	لاما
judaísmo	یهودیت
sistemática	سیستماتیک
sistemática	اصولی
relatórios	گزارشها
faltam	گمشده
stack	پشته
stack	استک
grossa	ضخیم
grossa	کلفت
riacho	بروک
riacho	کریک
riacho	نهر
ovo	تخمک
ovo	تخم
definições	تعاریف
definições	تنظیمات
bissau	بیسائو
goulart	گولارت
derek	درک
licenciado	licensee
unicamente	تنها
dragões	اژدهای
dragões	دراگون
dragões	اژدها
dragões	اژدهایان
laguna	لاگونا
palazzo	کاخ
ranger	جنگلبان
ranger	رنجر
ranger	تکاور
legume	سبزیجات
artísticas	هنرمندانه
artísticas	هنرمندی
suplente	متناوب
angela	آنگلا
angela	آنجلا
turing	تورینگ
turing	تیورینگ
orleans	اورلئان
duncan	دانکن
colinas	هیلز
ciclos	چرخه
escape	گریز
escape	فرار
stefan	استفن
stefan	اشتفان
stefan	stefan
stefan	استیفن
dreams	رؤیاها
dreams	پریشان
dreams	رویاها
dreams	رویاهای
manipulação	گرداندن
manipulação	دستکاری
adler	آدلر
adler	ادلر
casamentos	عروسی
foster	فاستر
armados	مسلح
armados	مجهز
princeton	پرینستون
círculos	دایره
conduzir	درایو
conduzir	رانندگی
conduzir	سوق
conduzir	رانندگی
crescendo	رشد
traseira	عقب
french	فرنچ
french	فرانسه
french	فرانسوی
beja	بجایی
revolucionária	انقلابی
tonight	امشب
fiquei	ماند
fiquei	درنگ
fungos	قارچ
fungos	قارچهای
fungos	قارچی
fungos	قارچها
fungos	قارچهای
defesas	مدافعان
alusão	تلمیح
kill	بکش
kill	بکشی
kill	بکشم
kill	کشتن
fabio	فابیو
hotéis	هتلهای
hotéis	هتلها
mentais	ذهنی
borracha	لاستیکی
borracha	لاستیک
argumentar	بحث
argumentar	حجت
argumentar	برهان
argumentar	استدلال
werner	ورنر
significando	معنای
significando	معنی
significando	معنا
significando	دلالت
bart	بارت
negociação	مذاکرات
negociação	مذاکره
negociação	مذاکره
negociação	تجارت
colar	گردنبند
colar	چسباندن
colar	خمیر
colar	قلاده
colar	یقه
combatente	رزمنده
combatente	جنگنده
combatente	مبارز
combatente	مبارزان
minoria	اقلیت
grama	چمن
grama	چمنی
grama	علف
distinguir	تفصیل
vênus	ونوس
vênus	زهره
catalão	کاتالان
late	بارکس
gramado	چمن
furtado	فورتادو
bando	گله
bando	گنگ
bando	دسته
gasolina	بنزینی
gasolina	بنزین
prudente	احتیاط
prudente	محتاط
prudente	محتاطانه
prudente	محتاط
eleger	منتخب
vanguarda	ونگارد
imperiais	امپراطوری
imperiais	سلطنتی
imperiais	امپراتوری
ontário	انتاریو
executivos	اجرایی
executivos	مدیران
executivos	کارگزاران
registos	رکوردز
registos	ثبات
fino	لاغر
fino	نازک
fino	لاغری
olinda	اولیندا
medição	پیمانه
april	اپریل
april	آوریل
apóstolos	رسولان
apóstolos	پیامبرانی
permanentes	پایدار
permanentes	همیشگی
permanentes	دائم
permanentes	دائمی
permanentes	دایمی
permanentes	دایم
dans	dans
correndo	روان
correndo	دویدن
correndo	اجرا
palace	کاخ
palace	قصر
rotten	پوسیده
rotten	فاسد
instalar	نصب
fechou	بسته
setentrional	شمالی
setentrional	شمال
restrição	محدودیت
restrição	قید
nuvem	ابری
nuvem	ابر
dignidade	شأن
dignidade	بزرگواری
dignidade	وقار
england	انگلستان
england	انگلیس
utilizadores	کاربران
testar	آزمون
testar	آزمایش
testar	تست
cinzas	آش
cinzas	اش
cinzas	خاکستر
comunismo	کمونیسم
medley	مدلی
estatutos	احکام
estatutos	اساسنامه
diamond	الماس
diamond	دیاموند
diamond	الماسی
diamond	دایموند
sumário	خلاصۀ
sumário	خلاصه
bolonha	بولونیا
bolonha	بولون
austríaca	اتریش
austríaca	اتریشی
ace	ایس
ace	آس
armstrong	آرمسترانگ
army	لشگر
army	ارتش
army	ارتشی
army	سپاه
army	لشکر
selecionada	برگزیده
far	دور
subcategorias	زیردسته
recompensa	ثواب
recompensa	اجر
recompensa	پاداش
recompensa	اجر
recompensa	پاداش
zurique	زوریخ
zurique	زوریخ
grandeza	عظمت
grandeza	عظمت
gana	غنا
molécula	مولکول
mia	mia
mia	میا
reed	رید
assentos	صندلی
fornecimento	تامین
sino	سینو
sino	ناقوس
sino	زنگ
sino	بل
preconceito	تعصب
enterprise	انترپرایز
enterprise	سازمانی
rom	رام
rom	rom
homossexuais	همجنسگرایان
criminoso	جنایتکار
criminoso	مجرم
criminoso	تبهکار
criminoso	کیفری
delgado	دلگادو
pacotes	پاکت
esquadra	حوزه
tratando	درمان
cold	سرما
cold	سرد
cold	سرماخوردگی
front	جبهه
front	جلو
carex	کارکس
fly	پرواز
bienal	دوساله
continuamente	مداوم
continuamente	پیوسته
continuamente	دائما
