και	és
λογοτεχνία	irodalom
ρωσική	orosz
ρωσική	oroszul
ρωσική	oroszország
χημεία	kémia
συμμαχία	szövetség
ιδέες	eszmék
ιδέες	ötletek
πίνακες	táblák
πίνακες	asztal
πίνακες	táblázatok
πίνακες	táblázat
πίνακες	asztalok
πίνακες	festmények
λογαριασμό	fiók
λογαριασμό	figyelembe
λογαριασμό	számla
παραγωγός	gyártó
παραγωγός	termelő
παραγωγός	producer
παραγωγός	termelői
παραγωγός	gyártó
γενικές	általános
γενικές	tábornok
ολλανδία	hollandia
ολλανδία	holland
προφίλ	adatlap
προφίλ	profil
προφίλ	profil
προφίλ	profilok
κλίμα	éghajlat
κλίμα	klíma
σπίτια	házak
σπίτια	házakat
ικανότητα	szakértelem
ικανότητα	képesség
ικανότητα	készség
ικανότητα	kapacitások
ικανότητα	kapacitás
ικανότητα	képesség
ικανότητα	képességek
κκε	kkk
αποκτήσει	megszerezte
αποκτήσει	beszerzett
αποκτήσει	szerzett
αποκτήσει	megszerzett
μνημεία	műemlékek
σπάνια	ritkán
σπάνια	ritka
διαγωνισμό	pályázat
διαγωνισμό	verseny
μαθηματικά	matek
μαθηματικά	matematika
μαθηματικά	matematikai
μαθηματικά	matematika
μαθηματικά	matek
μαθηματικά	matematikai
μαθηματικά	matematika
γέφυρα	híd
γέφυρα	bridge
είσοδο	belépő
είσοδο	bejárat
πυκνότητα	sűrűség
πυκνότητα	sűrűsége
πιθανότατα	valószínű
πιθανότατα	valószínűleg
υπουργοί	miniszterek
μαύρο	fekete
μαύρο	black
φύλλα	kártyák
φύλλα	lapok
φύλλα	kártya
φύλλα	levelek
φύλλα	ágynemű
φύλλα	lepedő
κίνδυνο	kockázat
κίνδυνο	kockázatos
κίνδυνο	veszély
αλλιώς	máskülönben
αλλιώς	egyébként
αλλιώς	másképpen
αλλιώς	másképp
ζει	él
ζει	életek
πραγματικά	valóban
πραγματικά	igazán
πραγματικά	tényleg
πραγματικά	igazán
μικρότερη	kisebbet
μικρότερη	kisebbek
μικρότερη	kisebb
μικρότερη	rövidebb
σφαίρα	gömb
σφαίρα	golyót
σφαίρα	golyó
σφαίρα	lövedék
σφαίρα	töltény
βάθος	mélység
βήμα	lépés
βήμα	lépcső
έλλειψη	hiányosság
έλλειψη	hiány
έλλειψη	hiánya
έλλειψη	hiány
έλλειψη	hiány
εγκαταστάσεις	berendezések
εγκαταστάσεις	létesítmények
εγκαταστάσεις	telepítések
εγκαταστάσεις	létesítmények
υψηλή	high
υψηλή	magas
υψηλή	magasan
κοινότητες	közösségek
βρέθηκαν	megtalált
βρέθηκαν	megtaláltam
βρέθηκαν	talált
κατάλογο	könyvtár
κατάλογο	könyvtárban
κατάλογο	katalógus
κατάλογο	katalógus
κυριαρχία	szuverenitás
κυριαρχία	dominanciáját
κυριαρχία	dominium
βασικά	lényegében
βασικά	alapvetően
βασικά	gyakorlatilag
βασικά	igazából
βασικά	valójában
διαχειριστές	adminisztrátorok
διαχειριστές	kezelők
διαχειριστές	vezetők
ευρώ	euró
ευρώ	eur
ευρώ	euró
ευρώ	euróban
ευρώ	euro
κυβερνήτης	kormányzó
προγράμματα	programok
προγράμματα	programok
προσωπικά	személyes
προσωπικά	személyi
προσωπικά	személyesen
εισβολή	invázió
εισβολή	behatolás
γραφή	írással
γραφή	írás
γραφή	írása
στρατιωτικός	katonaság
στρατιωτικός	katonai
στρατιωτικός	hadsereg
οργανισμός	szervezés
οργανισμός	szervezet
οργανισμός	szervezés
οργανισμός	szervezet
οργανισμός	ügynökség
τούρκους	törökök
ρόλος	szerepet
ρόλος	szerep
ρόλος	szerepe
απόλλων	apollo
απόλλων	apolló
ιστότοπος	weboldal
ιστότοπος	honlap
ιστότοπος	webhely
μεγαλύτερα	nagyobb
μεγαλύτερα	nagyobbak
νοσοκομείο	kórházi
νοσοκομείο	kórház
κριτικές	értékelések
κριτικές	vélemények
πολιτικοί	politikusok
δει	láttam
δει	látta
δει	látták
εκδόθηκε	kibocsátott
εκδόθηκε	kiadott
εκδόθηκε	kiadva
όριο	határ
όριο	korlátozás
όριο	határérték
όριο	limit
όριο	korlát
βουλγαρίας	bulgária
προφανώς	látszólag
προφανώς	nyilvánvaló
προφανώς	nyilvánvalóan
εμπόριο	kereskedelem
εμπόριο	kereskedelmi
εμπόριο	kereskedés
εμπόριο	csere
εμπόριο	kereskedelem
εμπόριο	kereskedelmi
ανάγκες	kell
ανάγκες	szükséglet
ανάγκες	szükségletei
ανάγκες	szükségletek
τίτλοι	értékpapír
τίτλοι	értékpapírok
τίτλοι	címeket
τίτλοι	címek
χάρτη	térkép
χάρτη	térképet
χάρτη	charta
ελληνίδα	görög
προηγούμενη	előző
προηγούμενη	korábbi
ποιήματα	verseket
έντονα	erősen
έντονα	intenzíven
στόχος	objektív
στόχος	cél
στόχος	célkitűzés
στόχος	célpont
στόχος	cél
δημιουργεί	létrehoz
δημιουργεί	teremt
αυστρία	ausztria
κέντρα	központok
άνοιξη	tavaszi
άνοιξη	tavasz
ηλικίας	kor
ηλικίας	életkor
ηλικίας	érlelt
φέρεται	bánik
συγκροτήματα	bandák
συγκροτήματα	részegységek
σκοπός	cél
φαν	ventilátor
φαν	rajongó
φαν	fan
φαν	fanni
διαμερίσματα	apartman
διαμερίσματα	lakások
διαμερίσματα	apartmanok
λόγια	szavakat
λόγια	szavak
παραλία	beach
παραλία	part
παραλία	tengerpart
παραλία	tengerparton
παραλία	strand
υποστηρίζει	támogatja
πράγματι	valóban
παραιτήθηκε	felmondott
παραιτήθηκε	lemondott
δυτικό	nyugati
δυτικό	nyugat
δυτικό	western
συνεχώς	folyamatosan
συνεχώς	folyamatosan
συνεχώς	állandóan
συνεχώς	folyamatosan
μικρότερο	kisebb
μικρότερο	kisebbet
μικρότερο	kisebbek
μικρότερο	kisebb
σώματα	holttestek
σώματα	hullák
σώματα	testek
σώματα	szervek
εξαίρεση	kivételek
εξαίρεση	kivétel
εξαίρεση	kizárás
εξαίρεση	kirekesztés
εξαίρεση	kivételek
εξαίρεση	kivétel
εξαίρεση	mentesítés
εξαίρεση	adómentesség
εξαίρεση	mentesség
αιτία	oka
ξεκινά	kezdődik
ξεκινά	kezdődik
αθλητική	sportos
αθλητική	atlétikai
πολιτισμός	tenyésztés
πολιτισμός	kultúra
πολιτισμός	civilizációt
πολιτισμός	civilizáció
τράπεζα	bank
διατηρεί	fenntartja
καπ	cap
καπ	sapka
διαφορετική	más
διαφορετική	különböző
διαφορετική	eltérő
εκκλησίες	templomok
σκόρερ	pontszerző
υποψήφιος	tagjelölt
υποψήφιος	pályázó
υποψήφιος	jelölt
πύργος	tower
πύργος	torony
πύργος	bástya
σχολεία	iskolákban
σχολεία	iskolák
σχολεία	iskola
ντέιβιντ	david
ντέιβιντ	dávid
προπονητή	edző
συζητήσεις	beszélgetések
συζητήσεις	megbeszélések
συζητήσεις	viták
συζητήσεις	viták
συζητήσεις	vitákat
αρχαίο	ősi
αρχαίο	ős
αρχαίο	ókori
προώθηση	kinevezés
προώθηση	előléptetés
προώθηση	előmozdítása
προώθηση	kiemelés
προώθηση	promóciós
προώθηση	előmozdítása
επίσκοπος	futó
επίσκοπος	bishop
επίσκοπος	püspök
πλούσια	gazdag
πλούσια	gazdagok
πλούσια	rich
παράσταση	előadás
παράσταση	teljesítmény
παράσταση	mutasd
παράσταση	show
περάσει	passz
πολωνία	lengyelország
απόλλωνα	apollo
απόλλωνα	apolló
σοφία	sofia
σοφία	sophia
σοφία	bölcsesség
παρουσίαση	megjelenítés
παρουσίαση	bemutatása
παρουσίαση	bemutató
δυνατόν	lehetséges
κατάληψη	átvétel
αναγνώριση	azonosítás
αναγνώριση	azonosító
αναγνώριση	megjelenítés
αναγνώριση	elismerés
αναγνώριση	felismerés
τάγμα	zászlóalj
άκρο	végtag
σήμα	jelet
σήμα	jel
σήμα	jelzés
σήμα	jelvény
σήμα	jelvényt
ευχαριστώ	köszönöm
ευχαριστώ	köszi
ευχαριστώ	koszi
ευρήματα	megállapítások
ευρήματα	leletek
αεροσκάφος	légijármű
αεροσκάφος	repülőgépek
αεροσκάφος	repülőgép
χρόνος	ideje
χρόνος	időpont
χρόνος	idő
πράξεις	műveletek
πράξεις	üzemeltetés
πράξεις	cselekmények
πράξεις	aktusok
πράξεις	műveletek
πράξεις	fellépések
πράξεις	akciók
πράξεις	intézkedések
πράξεις	cselekvések
φίλιππος	fülöp
φίλιππος	philip
δυνατό	erős
δυνατό	erősek
βασιλείς	királyok
βασιλείς	royals
τουρκική	török
επάνω	fent
δήμοι	önkormányzatok
δήμοι	települések
τέταρτη	negyedszer
τέταρτη	negyedik
ύφος	stílus
χώρους	terek
τούρκοι	törökök
ορθόδοξη	ortodox
παραστάσεις	előadások
παραστάσεις	műsorok
παραστάσεις	mutatja
περιοδικά	magazinok
περιοδικά	magazinokat
περιοδικά	folyóiratok
παρακαλώ	kérem
παρακαλώ	kérlek
παράγοντες	ügynökök
παράγοντες	tényezők
τεχνικές	technikák
αστέρας	csillagos
αστέρας	csillag
αστέρας	sztár
φυτά	üzemek
φυτά	növények
φυτά	növény
αγίων	szentek
προτάσεις	ajánlások
προτάσεις	javaslatok
προτάσεις	pályázatok
προτάσεις	javaslatok
προτάσεις	javaslatokat
προτάσεις	ajánlásokat
προτάσεις	ajánlások
προτάσεις	ajánlás
προτάσεις	javaslatok
σύμβουλος	tanácsadó
σύμβουλος	tanácsadó
τεχνολογία	technológia
τεχνολογία	technika
όπλα	karok
όπλα	fegyvert
όπλα	karokat
όπλα	kar
όπλα	fegyverek
όπλα	fegyver
όπλα	fegyverek
όπλα	fegyvereket
όπλα	ágyúk
όπλα	fegyverek
έκρηξη	kitörés
έκρηξη	robbanás
έκρηξη	robbantás
συνέλευση	közgyűlés
συνέλευση	gyűlés
συνέλευση	szerelvény
συνέλευση	egyezmény
συνέλευση	konvent
βασιλικό	basil
βασιλικό	királyi
βασιλικό	royal
πάρκο	park
ποίηση	vers
ποίηση	költészet
εθνών	nemzetek
ανατολικό	keletre
ανατολικό	keleti
ανατολικό	kelet
ανατολικό	kelet
ανατολικό	keleti
διαστάσεις	méretek
διαστάσεις	méretei
διαστάσεις	dimenzió
ερείπια	romok
ερείπια	romokban
ασφάλεια	biztonsági
ασφάλεια	biztonság
ασφάλεια	biztonsági
ασφάλεια	biztonság
ασφάλεια	biztosíték
ασφάλεια	biztosítási
ασφάλεια	biztosítás
γραφείο	hivatal
γραφείο	iroda
γραφείο	íróasztal
γραφείο	asztal
καθημερινή	mindennap
καθημερινή	mindennapi
καθημερινή	naponta
καθημερινή	napi
καθημερινή	hétköznap
εσωτερική	belső
απλή	egyszerű
απλή	szimpla
αρχεία	akták
αρχεία	fájlok
αρχεία	feljegyzések
αρχεία	records
αρχεία	nyilvántartások
αρχεία	nyilvántartás
αρχεία	archívum
διάκριση	diszkrimináció
διάκριση	megkülönböztetés
διάκριση	megkülönböztetés
διάκριση	különbséget
εβδομάδες	hetekig
εβδομάδες	hetek
επιστολή	levélben
επιστολή	betű
επιστολή	levél
επιστολή	levelet
επιστολή	levele
συνεισφορά	járulék
συνεισφορά	hozzájárulás
ιταλικά	olasz
ιταλικά	olaszország
πιθανότητα	valószínűsége
πιθανότητα	valószínűség
πιθανότητα	lehetőség
μόσχα	moszkvai
μόσχα	moszkvában
μόσχα	moszkva
εξέδωσε	kibocsátott
εξέδωσε	kiadott
εξέδωσε	kiadva
ηρακλή	herkules
καλιφόρνια	kaliforniai
καλιφόρνια	california
καλιφόρνια	kalifornia
καλιφόρνια	kaliforniában
πέρασμα	átjáró
πέρασμα	passz
έμβλημα	jelkép
έμβλημα	címere
έμβλημα	embléma
γύρος	kör
γύρος	kerek
γύρος	forduló
γύρος	körbe
παύλος	paul
παύλος	pál
γερμανικό	németül
γερμανικό	német
βρετανική	britek
βρετανική	angol
βρετανική	brit
συγκρούσεις	konfliktusok
συγκρούσεις	konfliktus
συγκρούσεις	ütközés
συγκρούσεις	konfliktusok
συγκρούσεις	konfliktus
χειμώνα	tél
χειμώνα	téli
χειμώνα	télen
πράσινο	zöld
δία	zeusz
δία	jupiter
εταιρείες	társaságok
εταιρείες	vállalatok
εταιρείες	cégek
εταιρείες	cégek
εταιρείες	vállalatok
εταιρείες	társaságok
εταιρείες	cégek
εταιρείες	vállalkozások
εφημερίδες	újság
εφημερίδες	lapok
εφημερίδες	újság
εφημερίδες	újságok
εφημερίδες	papírokat
εφημερίδες	papírok
αρχαιολογικό	régészeti
μουσικός	zenész
χρήματα	pénz
χρήματα	pénzt
τραγουδίστρια	énekesnő
τραγουδίστρια	énekes
τραγουδίστρια	singer
βερολίνο	berlin
βερολίνο	berlinben
βερολίνο	berlini
κλίμακα	mérleg
κλίμακα	skálán
κλίμακα	skála
ανέβηκε	feltöltött
μέλλον	jövőbeli
μέλλον	jövő
κύκλος	kör
κύκλος	kört
κύκλος	ciklus
κύκλος	ciklusban
νωρίτερα	korábban
νωρίτερα	korábbi
βιέννη	bécs
βιέννη	bécsi
σκοτώθηκε	megölt
σκοτώθηκε	megölte
δεδομένου	megadott
δεδομένου	adva
δεδομένου	megadva
δεδομένου	adott
πρότεινε	ajánlott
πρότεινε	javasolt
βασιλείας	bázeli
εφαρμογές	alkalmazások
εφαρμογές	kérelmek
εφαρμογές	alkalmazások
αλλάξει	megváltozott
αλλάξει	változott
αιώνες	évszázadok
αιώνες	évszázadokkal
αιώνες	évmilliók
χτίστηκε	épült
χτίστηκε	épített
χτίστηκε	felépített
χτίστηκε	beépített
ιστορίες	mesék
ιστορίες	történetek
ιστορίες	történeteket
ιστορίες	mesék
ιστορίες	bejegyzések
ισπανικά	spanyolul
ισπανικά	spanyolok
ισπανικά	spanyol
βρετανικό	britek
βρετανικό	angol
βρετανικό	brit
έρευνες	felmérés
έρευνες	felmérések
έρευνες	nyomozás
έρευνες	vizsgálatok
έρευνες	kutatás
έρευνες	kutatások
έρευνες	kutatási
έρευνες	vizsgálatok
έρευνες	érdeklődni
εκλογή	választási
εκλογή	választás
εκλογή	választások
κάνοντας	csinál
κάνοντας	készítés
πρακτική	gyakorlati
πρακτική	praktikus
πρακτική	gyakorlás
πρακτική	edzés
πρακτική	gyakorlat
ρίζες	gyökerek
μερικοί	néhány
ποιητές	költők
σύνδεση	belépés
σύνδεση	bejelentkezés
σύνδεση	kapcsolat
σύνδεση	kapcsolódás
σύνδεση	csatlakozás
σύνδεση	kapcsolódás
σύνδεση	csatlakozás
σύνδεση	hivatkozás
σύνδεση	kapcsolat
σύνδεση	link
σύνδεση	linket
σύνδεση	hivatkozást
σύνδεση	kapcsolódás
σύνδεση	kapcsolatot
αυτοκίνητα	autókat
αυτοκίνητα	autók
αυτοκίνητα	kocsik
τεράστια	hatalmas
τεράστια	óriási
διαδίκτυο	interneten
διαδίκτυο	internet
νούμερο	szám
νούμερο	száma
καφέ	brown
καφέ	barna
καφέ	kávét
καφέ	kávé
πατριάρχης	pátriárka
ευρύτερη	szélesebb
ευρύτερη	tágabb
ευρύτερη	átfogóbb
ευρύτερη	szélesebb
ευρύτερη	tágabb
οδός	útvonal
οδός	útvonalon
οδός	utca
οδός	út
οδός	uton
οδός	közúti
συμπεριλαμβανομένων	beleértve
λος	los
γνωστές	ismeretes
γνωστές	ismertek
γνωστές	ismert
άμυνας	védelem
άμυνας	védekezés
άμυνας	védelmi
μάτια	szemed
μάτια	szeme
μάτια	szem
μάτια	szemek
εκδηλώσεις	események
εκδηλώσεις	esemény
εκδηλώσεις	rendezvények
σερβία	szerbia
βαν	furgon
εσσδ	szovjetunió
ποικιλία	sokszínűség
ποικιλία	sokszínű
ποικιλία	sokféleség
ποικιλία	fajta
κώστα	costas
κώστα	costa
χρονικά	krónikák
δολοφονία	merénylet
δολοφονία	gyilkosság
αθλητής	atléta
αθλητής	sportoló
φιλόσοφος	filozófus
παρασκευή	péntek
παρασκευή	pénteki
παρασκευή	pénteken
καθήκοντα	feladatai
καθήκοντα	feladatok
καθήκοντα	feladatai
καθήκοντα	feladatok
καθήκοντα	vámok
απώλειες	veszteségek
απώλειες	veszteség
απώλειες	veszteségek
απώλειες	veszteség
απώλειες	veszteségeket
απώλειες	áldozatok
συνεχίζει	folytatódik
αποφοίτησε	végzett
εκπομπή	közvetítés
εκπομπή	adás
εκπομπή	kibocsátási
εκπομπή	kibocsátás
κινητήρα	hajtómű
κινητήρα	motor
κινητήρα	motor
αντικαταστάθηκε	levált
αντικαταστάθηκε	helyébe
τόμας	thomas
τόμας	tamás
απλό	egyszerű
απλό	szimpla
απλό	sima
εβδομάδα	héten
εβδομάδα	hét
έρχεται	jövök
έρχεται	jön
επιστήμες	tudomány
επιστήμες	tudományok
αυλή	udvar
αυλή	udvarra
αυλή	udvaron
αυλή	yard
αυλή	hajógyár
αυλή	udvaron
αυλή	udvar
αυλή	udvar
επαγγελματική	szakmai
επαγγελματική	profi
επαγγελματική	professzionális
γαλλικό	francia
γαλλικό	franciák
φήμη	hírneve
φήμη	hírnév
φήμη	hírnév
φήμη	szóbeszéd
φήμη	pletyka
δημοσίευσε	közzétette
δημοσίευσε	kiküldött
δημοσίευσε	közzétett
κόλπο	trick
κόλπο	trükk
τύμπανα	dob
τύμπανα	dob
τύμπανα	dobok
ανακάλυψη	felfedezés
ανακάλυψη	felfedezni
ανακάλυψη	felfedezése
ανακάλυψη	felfedezés
ανακάλυψη	discovery
ιδρυτής	alapítója
ιδρυτής	alapító
διαφορές	különbségek
διαφορές	eltérések
διαφορές	viták
κινήσεις	mozog
κινήσεις	mozgását
πυρήνα	mag
πυρήνα	kernel
ποιος	ki
ποιος	aki
νόμπελ	nobel
κανονική	rendszeresen
κανονική	rendszeres
κανονική	normál
κανονική	szokásos
κανονική	normális
κανονική	normál
αδελφή	nővérem
έπεσε	leesett
έπεσε	fell
έπεσε	esett
έπεσε	elesett
άγαλμα	szobrot
άγαλμα	szobor
βραζιλία	brazília
βορρά	észak
βορρά	északi
βορρά	északra
δύσκολο	nehéz
δύσκολο	kemény
δύσκολο	nehéz
δύσκολο	bonyolult
προσπαθεί	próbálkozik
προσπαθεί	próbálom
αριθμούς	számok
συνεργάστηκε	együttműködött
ιερουσαλήμ	jeruzsálem
στρατόπεδο	camp
στρατόπεδο	tábor
εννέα	kilences
εννέα	kilenc
διαφορετικό	más
διαφορετικό	különböző
διαφορετικό	eltérő
αλήθεια	igaz
αλήθεια	igazi
αλήθεια	igazság
αλήθεια	tényleg
αλήθεια	igazán
ποσότητα	mennyiség
δισκογραφία	diszkográfia
διαδρομή	útvonal
διαδρομή	útvonalon
διαδρομή	utat
διαδρομή	ösvény
διαδρομή	útvonal
διαδρομή	út
νερά	vizei
νερά	vizek
νερά	waters
σουηδία	svédország
λατινική	latin
λατινική	latinul
ολόκληρο	egészben
ολόκληρο	egész
έκφραση	kifejezés
υπολογιστή	számítógép
υπολογιστή	komputer
υπολογιστή	computer
γνωστοί	ismeretes
γνωστοί	ismertek
γνωστοί	ismert
γνωστοί	ismerősök
προσφορά	ajánlat
προσφορά	licit
προσφορά	ajánlat
προσφορά	ajánlatot
φρούριο	erőd
φρούριο	erőd
φρούριο	fort
ανεξάρτητα	önállóan
ανεξάρτητα	függetlenül
παρατηρήσεις	megjegyzések
παρατηρήσεις	megfigyelések
παρατηρήσεις	észrevétel
παρατηρήσεις	észrevételek
παρατηρήσεις	megjegyzések
παρατηρήσεις	hozzászólás
παρατηρήσεις	megjegyzés
παρατηρήσεις	hozzászólások
παρατηρήσεις	észrevételek
δίκη	tárgyalás
αρκετοί	számos
σχόλια	megjegyzések
σχόλια	hozzászólás
σχόλια	megjegyzés
σχόλια	hozzászólások
σχόλια	észrevételek
άξονα	tengely
άξονα	tengely
νομική	jogi
νομική	legális
νομική	törvényes
γράμμα	levélben
γράμμα	betű
γράμμα	levél
γράμμα	levelet
γράμμα	levele
υποψηφιότητα	jelölés
υποψηφιότητα	jelölést
πνεύμα	szellem
πνεύμα	lélek
βουνά	hegység
βουνά	hegyek
παλιό	idős
παλιό	régit
παλιό	régi
παλιό	öreg
παλιό	régiek
τομείς	ágazatok
τομείς	szektorok
συμφωνώ	egyetértek
έκδοσης	kiállító
έκδοσης	kibocsátó
συρία	szíriában
συρία	szíria
γενιά	nemzedék
γενιά	generáció
κατανομή	bontás
κατανομή	juttatás
κατανομή	elosztás
κατανομή	terjesztés
κατανομή	eloszlás
κατανομή	elosztás
κατανομή	forgalmazási
κατανομή	elosztása
κατανομή	forgalmazás
στίχους	verseket
στίχους	szöveget
στίχους	szöveg
στίχους	szövegek
κλειστό	bezárt
κλειστό	zárva
κλειστό	zárt
αυτοκίνητο	autóval
αυτοκίνητο	kocsi
αυτοκίνητο	autó
αυτοκίνητο	kocsival
κατάταξη	rangú
κατάταξη	osztályozási
κατάταξη	besorolás
κατάταξη	osztályozás
κατάταξη	ranglista
δικαιοσύνης	igazságszolgáltatás
δικαιοσύνης	igazság
μεξικό	mexikó
φυσικός	természetes
φυσικός	fizikus
τουρνουά	torna
τουρνουά	bajnokság
σωματεία	szakszervezet
σωματεία	szakszervezetek
αντίτυπα	másolatot
αντίτυπα	másolatok
αντίτυπα	példányok
ημερολόγιο	naptár
ημερολόγιο	naptári
ημερολόγιο	napló
ημερολόγιο	naplója
ημερολόγιο	journal
ημερολόγιο	napló
ημερολόγιο	lap
ημερολόγιο	lapjában
στατιστικά	statisztika
στατιστικά	statisztikák
συμβολή	hozzájáruló
συμβολή	hozzájárulás
συμβολή	járulék
συμβολή	hozzájárulás
βασικές	alap
βασικές	alapvető
στυλ	styles
στυλ	stílus
ήλιο	hélium
τοπικές	helyi
ρεάλ	real
ρεάλ	valós
ρεάλ	igazi
ρεάλ	valódi
βοήθησε	segített
βοήθησε	segítettek
κρατών	államok
κρατών	államokat
γράφτηκε	megírva
γράφτηκε	írásbeli
γράφτηκε	írta
γράφτηκε	írott
βοηθός	asszisztens
βοηθός	segéd
βοηθός	segéd
βοηθός	segítő
βοηθός	helyettes
βοηθός	megbízott
ελβετία	svájc
αναζήτηση	keresés
αναζήτηση	küldetés
βιομηχανία	ágazat
βιομηχανία	iparág
βιομηχανία	ipar
υποστήριξε	támogatott
εσύ	te
μπάσκετ	kosár
μπάσκετ	kosárlabda
επιστρέφει	visszatér
μουσικοί	zenész
μουσικοί	zenészek
κοιλάδα	völgyet
κοιλάδα	völgy
κοιλάδα	völgyben
κοιλάδα	valley
προϊόν	termék
παλάτι	palota
παλάτι	palace
πασά	pasa
συγχώνευση	fúzió
συγχώνευση	egyesülés
συγχώνευση	összefonódás
συγχώνευση	egyesülni
συγχώνευση	egyesülő
εμπειρία	élmény
εμπειρία	tapasztalat
εμπειρία	tapasztalatok
εμπειρία	tapasztalattal
σκηνές	sátrak
σκηνές	sátor
καθ	kath
αθλητικά	sport
αθλητικά	sportban
χρυσός	golden
χρυσός	arany
χρυσός	arany
φίλος	barát
φίλος	barátom
τρίτος	harmadik
τρίτος	harmadszor
σύγκριση	összehasonlítás
σύγκριση	összehasonlítása
ανακοινώθηκε	bejelentette
ανακοινώθηκε	bejelentett
ανακοινώθηκε	meghirdetett
επιστήμονες	tudósok
επιστήμονες	kutatók
περιφέρειες	régiói
περιφέρειες	régiók
ηττήθηκε	legyőzte
ηττήθηκε	legyőzött
δώδεκα	twelve
δώδεκα	tizenkettő
δικηγόρος	ügyvéd
δικηγόρος	jogász
δικηγόρος	ügyvéd
διεξαγωγή	magatartás
πρίγκιπας	herceg
πρίγκιπας	prince
έφυγε	elment
έφυγε	eltűnt
οδηγός	sofőr
οδηγός	vezető
οδηγός	meghajtó
οδηγός	kocsis
οδηγός	járművezető
οδηγός	kalauz
οδηγός	útmutató
δρόμος	utca
δρόμος	út
δρόμος	uton
δρόμος	közúti
τελικός	döntő
τελικός	végleges
τελικός	záró
τελικός	utolsó
τελικός	végső
δήμους	önkormányzatok
δήμους	települések
πιστεύεται	hittem
πιστεύεται	hitte
συνέβη	megtörtént
συνέβη	történt
τοπικά	helyben
τοπικά	helyileg
τοπικά	helyi
πίστη	hitem
πίστη	faith
πίστη	hit
πίστη	hittel
πίστη	hitet
πίστη	hűség
παραδοσιακά	hagyományos
παραδοσιακά	tradicionális
παραδοσιακά	hagyományosan
προέλευση	eredetű
προέλευση	eredet
προέλευση	eredete
προέλευση	származás
προέλευση	eredet
ισχυρή	erőteljes
ισχυρή	erős
διαχείριση	kezelése
διαχείριση	menedzsment
διαχείριση	irányítás
διαχείριση	vezetőség
διαχείριση	gazdálkodás
διαχείριση	irányítási
σταδιοδρομία	karrier
σταδιοδρομία	karrier
ιράν	iráni
ιράν	irán
πιθανό	valószínű
πιθανό	valószínűleg
πιθανό	lehetséges
τζορτζ	george
τζορτζ	györgy
παρουσίασε	bemutatott
συναυλίες	koncertek
αίμα	vér
αίμα	véres
αίμα	blood
ιστορικές	történelmi
ιστορικές	történeti
ζωγραφική	festés
ζωγραφική	festmény
βελτίωση	javítása
βελτίωση	javul
βελτίωση	javítások
βελτίωση	javulás
βελτίωση	fejlesztések
βελτίωση	javítása
βελτίωση	javítása
βελτίωση	javulást
βελτίωση	fejlesztés
βελτίωση	javulás
βέλγιο	belgium
διάμετρος	átmérője
διάμετρος	átmérő
διάμετρος	átmérőjű
εξωτερική	külső
υπολογίζεται	számított
υπολογίζεται	kiszámított
κτήριο	épület
αστυνομία	rendőrség
αστυνομία	rendőr
πτήση	repülőút
πτήση	repülés
πτήση	járat
πτήση	repülési
καρκίνο	rákos
καρκίνο	rák
αλεξάνδρεια	alexandria
στίχοι	verseket
στίχοι	szöveget
στίχοι	szöveg
στίχοι	szövegek
απευθείας	közvetlen
απευθείας	direct
απευθείας	közvetlenül
απευθείας	egyenes
απευθείας	közvetlenül
σύμβολα	jelek
σύμβολα	jelölések
σύμβολα	szimbólumok
σύμβολα	szimbólum
ρωσικά	orosz
ρωσικά	oroszul
ρωσικά	oroszország
πρίγκιπα	herceg
πρίγκιπα	prince
ηλίας	elijah
ηλίας	elias
φυλή	klán
φυλή	törzs
φυλή	faj
φυλή	futam
φυλή	verseny
βενετία	velencei
βενετία	velence
χαρακτήρας	jellem
χαρακτήρας	karakter
δέχεται	elfogadja
δέχεται	elfogad
δέχεται	elfogadó
κόστος	költség
κόστος	költségek
κόστος	költség
κόστος	költségek
τύποι	típusok
τύποι	típusai
προηγουμένως	korábban
σύζυγο	házastársa
σύζυγο	házastárs
σύζυγο	férje
σύζυγο	férjem
σύζυγο	férj
σύζυγο	feleségem
σύζυγο	felesége
σύζυγο	feleség
δημοκρατικό	demokratikus
δημοκρατικό	demokrata
σκωτίας	skócia
σκωτίας	skót
λατινικά	latin
λατινικά	latinul
εγκαταστάθηκαν	letelepedett
σημείωσε	megjegyzendő
σημείωσε	megjegyeztem
δυνατή	erős
δυνατή	erősek
μέτρο	mérték
μέτρο	intézkedés
κλασική	klasszikus
κλασική	klasszikus
κλασική	classic
πιάνο	zongorát
πιάνο	zongorán
πιάνο	zongora
διπλό	kettős
διπλό	dupla
διπλό	duplán
προεδρικές	elnöki
μηχανική	mechanika
μηχανική	szerelők
μηχανική	mérnöki
απώλεια	veszteségek
απώλεια	veszteség
υπέστη	tartós
υπέστη	szenvedett
πραγματική	tényleges
καν	kahn
καν	khan
καν	kán
ψήφους	szavazatok
ψήφους	szavazat
αποστολές	szállítások
αποστολές	szállítmányok
αποστολές	missziók
κυριακή	vasárnap
κυριακή	vasárnapi
βουνό	hegyen
βουνό	hegyi
βουνό	hegy
βουνό	hegyek
ανθρώπινη	ember
ανθρώπινη	emberi
πωλήσεις	eladások
πωλήσεις	eladás
πωλήσεις	értékesítés
πωλήσεις	értékesítési
γεωμετρία	geometria
ολυμπιονίκης	olimpikon
ερρίκος	henrik
ερρίκος	henry
