mainland	continente
drove	conduzi
drove	conduziu
shorts	short
shorts	shorts
shorts	curtas
shorts	calções
drives	drives
drives	conduz
accomplished	cumprida
accomplished	concretizou
autobiography	autobiografia
recruited	recrutada
recruited	recrutados
recruited	recrutado
uprising	revolta
edwin	edwin
velocity	velocidade
terminology	terminologia
raiders	raiders
raiders	salteadores
coordinates	coordenadas
brighton	brighton
viola	viola
para	pará
morrison	morrison
propulsion	propulsão
boxer	boxeador
boxer	pugilista
boxer	boxer
shoulder	ombros
shoulder	ombro
disabled	desativada
disabled	deficientes
disabled	deficiente
disabled	desativadas
disabled	desativado
div	div
tactics	tácticas
tactics	táticas
tactics	táctica
tactics	tática
ernst	ernst
innocent	inocentes
innocent	inocente
rapper	rapper
privacy	privacidade
boeing	boeing
cites	cita
cites	cites
bunch	cambada
bunch	bando
emmy	emmy
indo	indo
distinguish	distinguem
distinguish	distinguir
rosa	rosa
thermal	térmicos
thermal	térmico
thermal	termal
thermal	térmica
flute	flauta
marines	marines
marines	fuzileiros
feminist	feminista
feminist	feministas
trustees	curadores
sculptures	esculturas
nationally	nacionalmente
bacteria	bactérias
bacteria	bactéria
introduce	introduzir
disorders	perturbações
rivalry	rivalidade
rivalry	rivalidades
prevention	prevenção
honored	honrada
honored	homenageado
honored	honrado
honored	honrados
healthy	saudável
healthy	sãos
healthy	saudáveis
circus	circus
circus	circo
circus	circos
speculation	especulações
speculation	especulação
burma	burma
burma	birmânia
burma	mianmar
sec	sec
quiet	calado
quiet	quietos
quiet	silêncio
knee	joelho
deliver	entrego
deliver	entregar
threw	deitou
hypothesis	hipóteses
hypothesis	hipótese
referendum	referendo
travelling	viajando
travelling	viajar
estonian	estoniano
estonian	estónia
estonian	estônia
estonian	estónio
pastor	pastor
sofia	sofia
sofia	sófia
tribune	tribuna
tribune	tribune
tribune	tribuno
lasting	duradoura
lasting	duradouras
lasting	duradouro
permit	permitir
priority	prioridade
pounds	quilos
pounds	libras
cent	cêntimo
cent	cent
cent	cêntimos
consequence	conseqüência
consequence	consequência
rica	rica
furniture	mobiliário
furniture	móveis
macdonald	macdonald
honest	sincero
honest	honesto
honest	honesta
honest	sincera
innovative	inovadores
innovative	inovadoras
innovative	inovador
innovative	inovadora
estimate	estimar
estimate	estimativa
atp	atp
rotation	rodízio
rotation	rotação
syracuse	siracusa
syracuse	syracuse
lecturer	docente
automated	automatizados
automated	automatizado
automated	automatizada
obscure	obscuro
obscure	obscuras
obscure	obscuros
obscure	obscura
kosovo	kosovo
classics	clássicos
julius	julius
julius	júlio
appreciated	apreciada
appreciated	apreciados
appreciated	apreciadas
appreciated	apreciado
naples	nápoles
sebastian	sebastian
sebastian	sebastião
sebastian	sebastián
activated	ativada
activated	ativado
activated	activada
activated	activado
activated	ativadas
activated	ativados
varied	variada
varied	variado
varied	variados
varied	variadas
offense	ofensa
offense	ofensas
advised	aconselhou
advised	aconselhados
advised	aconselhado
barnes	barnes
acknowledged	reconhecido
acknowledged	reconheceu
acknowledged	reconhecidos
acknowledged	reconhecida
exceptions	excepções
exceptions	exceções
martha	marta
martha	martha
drawings	desenhos
barely	mal
hitting	acertando
refuge	refugio
refuge	refúgio
maharashtra	maharashtra
conventions	convenções
elliott	elliott
diplomat	diplomata
searches	procuras
searches	pesquisas
searches	buscas
brigadier	brigadeiro
particle	partícula
malayalam	malaiala
thursday	quinta
icon	ícone
icon	ícones
ulster	ulster
genes	genes
infinite	infinitos
infinite	infinito
infinite	infinita
infinite	infinitas
considerably	consideravelmente
vale	vale
portraits	retratos
paste	pasta
paste	colar
randy	randy
saxony	saxónia
saxony	saxônia
annie	annie
excessive	excessiva
excessive	excessivas
excessive	excessivos
excessive	excessivo
believing	acreditar
believing	acreditando
rhine	reno
mineral	mineral
mineral	minerais
implement	implementar
implement	implementa
implement	aplicar
surgeon	cirurgião
surgeon	cirurgiã
surgeon	cirurgiões
badge	atalho
badge	insígnia
badge	distintivo
charleston	charleston
clause	cláusula
infection	infecções
infection	infecção
infection	infeção
electron	elétrons
electron	elétron
electron	electrões
walt	walt
cnn	cnn
confederation	confederação
accommodate	acomodar
casino	cassino
casino	casino
doctorate	doutoramento
doctorate	doutorado
aux	aux
guatemala	guatemala
settings	configurações
settings	configuração
settings	definições
mask	máscara
mask	mascara
shelter	abrigo
dorothy	dorothy
ethnicity	etnia
hopefully	espero
hopefully	esperemos
elimination	eliminação
heath	heath
heath	charneca
pregnant	grávida
pregnant	grávidas
richards	richards
theodore	theodore
theodore	teodoro
delegates	delegados
blair	blair
fac	fac
phrases	frases
crashed	caiu
crashed	despenhou
preference	preferência
concerto	concerto
bits	bits
construct	construir
tune	melodia
tune	sintonizar
bulk	granel
bulk	grosso
lighthouse	farol
stan	stan
highland	highland
mascot	mascote
squadrons	esquadrões
acceptance	aceitação
tight	apertado
tight	apertadas
tight	apertada
considers	considera
hub	hub
mess	bagunça
routine	rotina
reviewing	revendo
dubbed	dublado
dubbed	apelidada
dubbed	apelidado
dozens	dezenas
dozens	dúzias
spotted	malhado
spotted	visto
spotted	avistado
harmony	harmony
harmony	harmonia
entrepreneur	empreendedor
entrepreneur	empresária
entrepreneur	empreendedora
entrepreneur	empresário
wwe	wwe
apollo	apolo
apollo	apollo
runway	pista
runway	passarela
naked	nus
naked	pelada
naked	nu
naked	nuas
naked	nua
anton	anton
moses	moses
moses	moisés
legally	juridicamente
legally	legalmente
fake	falsa
fake	falsos
fake	falso
fake	fake
revolt	revolta
equity	equidade
equity	participações
providence	providence
providence	providência
investors	investidores
reliability	confiabilidade
reliability	fiabilidade
tenor	tenor
fights	lutas
fights	combates
fights	brigas
pocket	bolso
pocket	pocket
sad	dau
sad	tristes
sad	triste
sad	sad
troy	tróia
troy	troy
troy	troia
treasure	tesouros
treasure	tesouro
ion	iões
ion	íon
ion	íons
transformed	transformada
transformed	transformadas
transformed	transformado
transformed	transformados
transformed	transformou
roberto	roberto
adoption	adoção
adoption	adopção
decrease	diminuição
decrease	diminuir
reserved	reservada
reserved	reservadas
reserved	reservados
reserved	reservado
forgotten	esquecida
forgotten	esqueceu
forgotten	esquecido
forgotten	esquecidos
lok	lok
crop	safra
crop	colheita
licensing	licenciamento
licensing	licenças
advocacy	advocacia
collecting	recolha
collecting	colecionar
treasury	tesouro
treasury	tesouraria
trumpet	trombeta
trumpet	trompete
johnston	johnston
uncertain	incerta
uncertain	incerto
uncertain	incertas
norton	norton
collector	coleccionador
collector	coletor
collector	colecionador
cluster	cluster
cluster	agregado
cluster	aglomerado
dear	querido
dear	queridos
dear	querida
georges	georges
roller	roller
clothes	roupas
clothes	roupa
sovereign	soberano
sovereign	soberana
sovereign	soberanos
enhanced	reforçada
enhanced	melhorados
enhanced	melhorada
enhanced	melhorado
compensation	compensações
compensation	indemnizações
compensation	indemnização
compensation	compensação
consent	consentir
consent	consentimento
outline	esboço
outline	contorno
holdings	holdings
holdings	explorações
jorge	jorge
darkness	trevas
darkness	escuridão
penalties	penalidades
penalties	penalizações
penalties	sanções
bombers	bombardeiros
holes	furos
holes	orifícios
holes	buracos
blow	sopra
blow	golpe
blow	soprar
blow	exploda
cooking	culinária
cooking	cozinha
cooking	cozinhando
cooking	cozinhar
aftermath	rescaldo
trainer	trainer
trainer	formador
trainer	treinador
measuring	medir
measuring	medindo
measuring	medição
retiring	aposentar
chip	chip
consciousness	consciência
archaeology	arqueologia
latvia	letónia
latvia	letônia
telugu	telugu
blogs	blogs
blogs	blogues
protecting	proteger
protecting	proteção
protecting	protegendo
hardy	hardy
nicknamed	apelidado
stamp	selo
stamp	carimbo
nat	nat
fur	peles
fur	pelagem
fur	pêlo
redirected	redirecionado
estimates	estimativas
lit	lit
lit	iluminada
lit	iluminados
lit	iluminado
ritual	ritual
ritual	rituais
locality	localidade
trace	traço
trace	vestígios
trace	trace
marble	mármore
marble	marble
foundations	fundações
politically	politicamente
nottingham	nottingham
derivative	derivado
derivative	derivada
boxers	pugilistas
boxers	boxers
dimension	dimensão
touchdowns	touchdowns
crawford	crawford
bats	bastões
bats	morcegos
yugoslav	jugoslava
tanzania	tanzânia
motto	mote
motto	lema
concentrated	concentrado
concentrated	concentrada
concentrated	concentrados
dirty	sacanagem
dirty	suja
dirty	dirty
dirty	sujo
hayes	hayes
xbox	xbox
identifying	identificando
identifying	identificar
likes	curtidas
likes	curte
likes	gosta
likes	likes
likes	gostos
genres	gêneros
genres	géneros
galleries	galerias
forbes	forbes
councils	conselhos
adequate	adequado
adequate	adequados
adequate	adequada
brass	brass
brass	latão
brass	bronze
bach	bach
alias	alias
alias	pseudónimo
tough	duro
tough	durão
tough	difícil
advertisement	anúncio
advertisement	propaganda
advertisement	publicidade
protagonist	protagonista
trails	trilhas
trails	trilhos
demanded	exigiu
demanded	exigi
demanded	exigia
claire	claire
mistakes	enganos
mistakes	erros
bruno	bruno
dylan	dylan
bag	saco
bag	sacola
bag	bolsa
bag	mala
churchill	churchill
tan	tan
tan	bronzeado
climb	subida
climb	sobe
climb	subir
climb	escalar
witnesses	testemunhas
thames	tamisa
kazakhstan	cazaquistão
bots	bots
presenting	apresentando
highlights	destaques
jumping	pulando
jumping	saltando
jumping	saltar
prof	prof
slovak	eslovaca
slovak	eslovaco
skull	caveira
skull	crânio
missionaries	missionários
ordained	ordenados
ordained	ordenado
eventual	eventual
hoped	esperava
myth	mito
myth	mitos
mandatory	obrigatório
mandatory	obrigatórias
mandatory	obrigatórios
mandatory	obrigatória
stern	popa
stern	stern
fees	taxas
fees	honorários
bet	apostar
bet	aposta
bet	bet
monks	monges
dancers	dançarinos
dancers	bailarinas
dancers	bailarinos
dancers	dançarinas
quantity	quantidades
quantity	quantidade
inventor	inventor
cairo	cairo
graves	graves
graves	covas
graves	sepulturas
graves	túmulos
graves	campas
proximity	proximidade
seemingly	aparentemente
sue	sue
armament	armamento
barrier	barreira
creatures	criaturas
logan	logan
erik	erik
leicester	leicester
silence	silencio
silence	silêncio
jessica	jéssica
jessica	jessica
plateau	planalto
finite	finitos
finite	finito
finite	finita
precedent	precedentes
precedent	precedente
walsh	walsh
zones	zonas
intensity	intensidade
exterior	exteriores
exterior	exterior
murders	assassínios
murders	homicídios
murders	assassinatos
paragraphs	parágrafos
costume	figurino
costume	fantasia
bike	mota
bike	moto
bike	bike
bike	bicicleta
neighborhoods	bairros
neighborhoods	vizinhanças
imprisonment	encarceramento
suffolk	suffolk
forwards	avante
remarkable	notável
remarkable	notáveis
differ	diferem
tin	tin
tin	lata
tin	estanho
garcia	garcia
madagascar	madagáscar
madagascar	madagascar
cameras	câmeras
cameras	câmaras
ammunition	munições
ammunition	munição
fires	fogos
fires	incêndios
viewing	visualizando
viewing	visualização
explore	explorar
explore	explore
explore	explora
builder	construtor
minneapolis	minneapolis
bullet	bullet
bullet	bala
kerry	kerry
subway	metrô
subway	metro
arrow	flecha
arrow	seta
arrow	arrow
economist	economista
bread	pães
bread	pão
lou	lou
strategies	estratégias
rubber	borracha
precise	precisos
rifles	espingardas
rifles	rifles
cognitive	cognitiva
cognitive	cognitivas
cognitive	cognitivo
nest	nest
nest	ninho
nest	ninhos
slam	slam
ancestry	ascendência
portsmouth	portsmouth
convince	convence
convince	convencer
convince	convença
audiences	públicos
boarding	embarque
bonds	obrigações
joshua	joshua
joshua	josué
inhabited	habitadas
inhabited	habitada
inhabited	habitado
casey	casey
attract	atraia
attract	atraem
attract	atrair
kilometres	quilómetros
kilometres	quilômetros
pump	bomba
pump	bombear
feeding	alimentação
feeding	alimentando
prey	presas
prey	presa
prey	rapina
ain	ain
mathematician	matemático
diary	diário
vulnerable	vulneráveis
vulnerable	vulnerável
inscription	inscrição
dubai	dubai
michelle	michelle
lebanese	libanesa
lebanese	libaneses
lebanese	libanês
productive	produtivas
productive	produtiva
productive	produtivo
productive	produtivos
guided	guiada
guided	guiados
guided	guiado
happening	acontecendo
researcher	pesquisador
researcher	investigadora
researcher	investigador
della	della
baden	baden
upgraded	atualizado
demonstration	demonstração
demonstration	manifestação
equality	igualdade
philosophers	filósofos
trap	cilada
trap	armadilha
clara	clara
invitation	convite
marking	marcação
marking	marcando
expertise	especialização
admission	admissão
sacramento	sacramento
certification	certificação
precisely	precisamente
precisely	justamente
casting	fundição
casting	casting
casting	elenco
submarines	submarinos
prohibited	proibida
prohibited	proibidos
prohibited	proibidas
prohibited	proibido
supposedly	pretensamente
supposedly	supostamente
governance	governação
governance	governança
frog	sapo
frog	rã
vague	vago
vague	vaga
vague	vagos
vague	vagas
mhz	mhz
secular	secular
secular	seculares
tracking	rastreamento
tracking	seguimento
tracking	acompanhamento
spa	spa
spa	termas
publicity	publicidade
armoured	blindada
armoured	blindados
armoured	blindado
watts	watts
gibraltar	gibraltar
renewed	renovada
renewed	renovado
renewed	renovados
renewed	renovadas
reflects	reflete
reflects	reflecte
reflects	reflita
fever	febre
melody	melodia
melody	melodias
melody	melody
supporter	apoiante
elaborate	elaborado
elaborate	elaborados
elaborate	elaboradas
elaborate	elaborada
jeffrey	jeffrey
discusses	discute
surnames	sobrenomes
surnames	apelidos
useless	inútil
useless	inúteis
swift	swift
tuesday	terça
silly	bobo
silly	tolo
silly	boba
empress	imperatriz
capabilities	capacidades
newman	newman
scales	escamas
scales	balança
scales	escalas
scales	balanças
beatles	beatles
clergy	clérigos
clergy	clero
jacksonville	jacksonville
sara	sara
lifestyle	lifestyle
bee	abelha
bee	abelhas
bee	bee
holders	titulares
holders	detentores
baltic	báltica
baltic	báltico
baltic	bálticos
czechoslovakia	checoslováquia
czechoslovakia	tchecoslováquia
brandon	brandon
loaded	carregadas
loaded	carregada
loaded	carregados
loaded	carregado
maya	maya
maya	maia
evangelical	evangélica
evangelical	evangélico
enterprises	empreendimentos
enterprises	empresas
imo	omi
imo	imo
mature	maduros
mature	maduro
mature	madura
physically	fisicamente
sequences	sequências
sequences	seqüências
breast	peito
breast	mama
breast	seio
breast	seios
beast	fera
beast	besta
raja	raja
für	für
educator	educadora
educator	educador
bang	bang
bang	estrondo
griffin	griffin
rhodes	rhodes
rhodes	rodes
preparing	preparando
proportion	proporção
proportion	proporções
enrollment	inscrição
enrollment	inscrições
itv	itv
ana	ana
rainbow	rainbow
demon	demónio
demon	demon
demon	demônio
prussian	prussiano
prussian	prussiana
equations	equações
answered	respondida
answered	respondeu
answered	respondido
ist	ist
perception	percepção
distributor	distribuidor
distributor	distribuidora
entities	entidades
jackie	jackie
dynamics	dinâmicas
dynamics	dinâmica
fiji	fiji
insufficient	insuficiente
insufficient	insuficientes
insufficient	insuficiência
algebra	álgebra
homer	homer
homer	homero
larvae	larvas
larvae	larva
limestone	calcário
johns	johns
chaos	caos
chaos	chaos
chang	chang
layers	camadas
crater	cratera
chad	chad
chad	chade
seized	apreendidos
seized	apreendido
seized	apreendida
seized	apreendidas
webster	webster
excess	excesso
excess	excessos
bombardment	bombardeamento
bombardment	bombardeio
ashley	ashley
dot	ponto
dot	dot
gif	gif
translator	tradutor
translator	tradutora
cowboys	vaqueiros
cowboys	cowboys
counted	contei
counted	contaram
counted	contado
counted	contados
hanging	forca
hanging	enforcamento
hanging	enforcado
soprano	soprano
interviewed	entrevistado
interviewed	entrevistados
interviewed	entrevistou
workshops	oficinas
workshops	workshops
workshops	seminários
terrain	terrenos
terrain	terreno
belarus	bielorússia
belarus	bielorrusso
belarus	bielorrússia
liked	gostou
liked	curtido
liked	gostei
liked	gostava
console	consola
console	consoles
console	console
nascar	nascar
applying	aplicando
vandal	vândalo
graduates	diplomados
graduates	graduados
graduates	licenciados
jungle	jungle
jungle	selva
ballot	escrutínio
placement	posicionamento
placement	colocação
fairy	fada
tourists	turistas
reasonably	razoavelmente
performs	realiza
performs	executa
quarterly	trimestrais
quarterly	trimestralmente
quarterly	trimestre
quarterly	trimestral
romans	romanos
rpm	rpm
diploma	diploma
circa	circa
environments	ambientes
swan	swan
swan	cisne
carpenter	carpinteiro
carpenter	carpenter
petition	petição
boris	boris
berry	baga
berry	bagas
berry	berry
invention	invento
invention	invenção
southampton	southampton
prairie	prairie
prairie	pradaria
bend	dobre
bend	dobrar
bend	bend
app	app
app	aplicativo
app	aplicação
finalist	finalista
questioned	interrogados
questioned	questionada
questioned	questionado
questioned	questionou
questioned	interrogado
explicit	explícita
explicit	explícitas
explicit	explícitos
explicit	explícito
draws	desenha
governed	governado
governed	governados
governed	regidos
governed	regido
governed	governada
slight	ligeiro
slight	ligeira
drag	arrasto
drag	arrastar
drag	arraste
drag	drag
drag	arrasta
maxwell	maxwell
planes	aviões
oriental	orientais
oriental	oriental
manufacture	fabrico
manufacture	fabricação
acclaimed	aclamado
coordinator	coordenador
coordinator	coordenadora
bombs	bombas
mohammad	mohammad
mohammad	maomé
bassist	baixista
superman	superman
colombian	colombiano
colombian	colombianos
colombian	colombiana
philippe	philippe
philippe	filipe
felix	felix
felix	félix
bengali	bengali
greene	greene
voluntary	voluntário
voluntary	voluntárias
voluntary	voluntária
floating	flutuantes
floating	flutuando
floating	flutuante
montenegro	montenegro
sketch	sketch
sketch	esboço
mann	mann
flooding	enchentes
flooding	inundação
flooding	inundações
escort	escolta
escort	acompanhantes
escort	acompanhante
dressed	vestida
dressed	vestido
astronomy	astronomia
sudden	repentino
sudden	súbita
sudden	súbito
variables	variáveis
arbitrary	arbitrária
arbitrary	arbitrários
arbitrary	arbitrariamente
arbitrary	arbitrárias
arbitrary	arbitrário
skiing	esquiar
skiing	esqui
timothy	timothy
timothy	timóteo
cello	violoncelo
rainfall	chuvas
rafael	rafael
sphere	esfera
rewrite	reescrever
georg	georg
cinematography	cinematografia
canvas	tela
canvas	lona
canvas	canvas
canvas	telas
chest	peito
chest	tórax
chest	baú
krishna	krishna
provider	provedor
provider	prestador
provider	fornecedor
frances	francisca
frances	frances
crowned	coroado
crowned	coroada
wanting	querer
wanting	querendo
carved	esculpida
carved	esculpidas
carved	talhado
carved	esculpido
poles	postes
poles	polos
poles	poloneses
poles	polacos
poles	pólos
cabin	cabine
cabin	camarote
cabin	cabina
cabin	cabana
civilization	civilização
avoided	evitada
avoided	evitado
avoided	evitou
avoided	evitadas
avoided	evitados
lisbon	lisboa
tongue	língua
tongue	lingua
eliminate	eliminem
eliminate	eliminar
eliminate	elimine
panels	painéis
darwin	darwin
