aktet	actos
lajm	noticia
shkronjat	fuentes
shkronjat	cartas
shkronjat	letras
tërhiqet	retirarse
tërhiqet	jubilarse
tërhiqet	retira
tërhiqet	retirada
tërhiqet	retirar
tërhiqet	retirarse
valley	valle
kampione	campeón
kampione	campeona
kampione	campeon
kampione	champion
përmbushur	cumplida
përmbushur	cumplido
përmbushur	cumpla
përmbushur	cumplirse
përmbushur	cumplir
zhvillime	desarrollos
zhvillime	evolución
zhvillime	acontecimientos
përpjekja	esfuerzo
ille	ille
shfrytëzimi	explotación
mysafir	invitada
mysafir	invitado
mysafir	invitados
mysafir	huésped
javier	javier
lionel	lionel
heq	ascensores
heq	elevadores
heq	elimina
heq	quita
heq	remueve
shtrirjen	extendiendo
shtrirjen	extender
pérez	pérez
thot	dice
sebastian	sebastian
sebastian	sebastián
sen	sen
moto	lema
moto	moto
lene	izquierda
lene	izquierdo
raymond	ramón
raymond	raymond
raymond	raimundo
qepë	cebolla
qepë	cebollas
qepë	cebolla
qepë	cebollas
leonard	leonard
hiqet	levantado
hiqet	levantó
hiqet	levantada
hiqet	eliminada
hiqet	eliminados
hiqet	eliminado
italo	italo
vallès	vallès
ban	ban
ban	prohibición
ban	prohibir
pasqyra	espejos
pasqyra	espejo
pasqyra	mirror
tetori	octubre
investimet	inversiones
gazetare	periodista
gazetare	reportero
gazetare	periodista
gazetare	reportera
dramatik	dramática
dramatik	dramáticos
dramatik	dramáticas
dramatik	dramático
alfredo	alfredo
romeo	romeo
hektarë	hectáreas
hektarë	hectárea
hektarë	acre
hektarë	hectáreas
hektarë	acres
sind	sindh
ftp	ftp
shpallën	proclamada
shpallën	proclamó
shpallën	proclamado
ohër	ohrid
ndihme	ayuda
ndihme	ayudar
instrumentet	instrumentos
skype	skype
tahiri	tahir
zvogëluar	disminuida
zvogëluar	disminuido
zvogëluar	reducido
zvogëluar	reducida
zvogëluar	reducidas
zvogëluar	reducidos
zvogëluar	decreciente
zvogëluar	disminuyendo
campo	campo
montana	montana
autonominë	autonomía
informacionet	información
informacionet	informacion
informacionet	informaciones
informacionet	gobierno
kuvajti	kuwait
kuvajti	kuwaití
akuzat	cargos
akuzat	cargas
akuzat	cobros
akuzat	acusaciones
akuzat	acusaciones
folës	altavoz
folës	orador
folës	parlante
folës	oradora
folës	altavoces
uashington	washington
corporation	corporación
corporation	corporation
kori	estribillo
kori	coro
kori	coro
kori	coros
krijimet	creaciones
rrotull	alrededor
rrotull	around
bay	bahía
bay	bay
shō	shō
barcelonë	barcelona
theodor	theodor
gjuhësor	lingüístico
viktimat	victimas
viktimat	víctimas
krishtlindjeve	coleccionables
jave	week
jave	semana
godet	aciertos
godet	hits
godet	éxitos
madhështor	soberbia
fqinjët	vecinas
fqinjët	vecinos
fqinjët	vecinas
fqinjët	vecinos
vilaine	vilaine
taksa	tributos
taksa	fiscalidad
taksa	impuesto
taksa	tributación
taksa	impuestos
taksa	impuesto
taksa	impuestos
fortifikuar	fortificada
patriotik	patriótico
patriotik	patriótica
patriotik	patriota
teatrore	teatral
teatrore	teatrales
tërësinë	totalidad
izrael	israel
izrael	israelí
përbrenda	entrante
përbrenda	entrantes
traktat	tratado
intensiteti	intensidad
kelly	kelly
zgjerohet	ampliar
zgjerohet	expansión
zgjerohet	expandirse
zgjerohet	expandir
mao	mao
canada	canadá
mendoni	piensen
mendoni	piensa
mendoni	think
mendoni	piense
mendoni	pensar
dallimet	diferencias
bend	band
bend	banda
koke	koke
koke	cefalea
objektiv	objetivas
objektiv	objetiva
objektiv	objetivo
monetare	monetario
monetare	monetarias
monetare	monetarios
monetare	monetaria
liber	libro
parat	dinero
parat	money
zëra	voces
zëra	voices
zëra	especulaciones
zëra	especulación
trembëdhjetë	trece
trembëdhjetë	thirteen
giorgio	giorgio
enët	platillos
enët	platos
çojë	liderar
çojë	plomo
ron	ron
ruajtja	ahorrar
ruajtja	guardando
ruajtja	ahorrando
ruajtja	ahorro
ruajtja	conservación
ruajtja	preservación
oriental	orientales
oriental	oriental
konsideratë	consideración
konsideratë	contraprestación
x}}	x}}
adhurimi	adorando
adhurimi	adoración
shpie	pistas
ndjerë	fieltro
ndjerë	sentí
nazist	nazi
nazist	nazis
superkupa	supercopa
slloveni	eslovenia
huajt	extranjeros
huajt	extranjería
fajtor	culpable
fajtor	culpables
matet	medidos
matet	medida
matet	medido
makine	coches
makine	coche
makine	automóvil
makine	carro
makine	auto
rrymat	corrientes
oborri	patio
oborri	patio
oborri	yard
oborri	yarda
oborri	patio
përkufizimi	definición
mesazhe	mensajes
sistematike	sistémico
sistematike	sistémica
sistematike	sistémicas
sistematike	sistemático
sistematike	sistemáticas
sistematike	sistemáticos
sistematike	sistemática
ndriçim	ilustración
ndriçim	iluminación
ndriçim	alumbrado
tepërt	exceso
tepërt	excedente
tepërt	excesos
tepërt	redundantes
tepërt	redundante
realizimi	implementación
realizimi	aplicación
realizimi	realización
niedersachsen	niedersachsen
fakultet	profesores
fakultet	claustro
fakultet	facultad
fakultet	profesorado
cola	cola
plotëson	complementos
plotëson	complementa
gji	lactancia
gji	mama
gji	pechuga
gji	seno
gji	pecho
gji	golfo
gji	abismo
deklaratë	declaración
deklaratë	afirmación
deklaratë	comunicado
deklaratë	enunciado
deklaratë	declaración
guxim	coraje
guxim	valentía
guxim	valor
guxim	tripas
guxim	agallas
kryetarin	altavoz
kryetarin	orador
kryetarin	parlante
kryetarin	oradora
kryetarin	altavoces
gironde	gironda
komisar	comisaria
komisar	comisionada
komisar	comisionado
komisar	comisario
holandeze	holandesa
holandeze	neerlandés
holandeze	holandés
holandeze	holandeses
pilotët	pilotos
tenerife	tenerife
danimarkë	dinamarca
pakistanit	pakistán
pakistanit	paquistaní
pakistanit	paquistaníes
pakistanit	pakistaní
nënshkrimin	firma
nënshkrimin	firmando
nënshkrimin	firmar
reuss	reuss
psikologjik	psicológico
psikologjik	psicológicas
psikologjik	psicológicos
psikologjik	psicológica
romakë	romanos
seksual	sexuales
seksual	sexual
përqindje	porcentaje
përqindje	porcentajes
përqindje	porcentaje
dekret	decreto
jong	jong
jong	yong
dytësore	marginal
dytësore	fringe
dytësore	secundaria
dytësore	secundario
dytësore	secundarios
dytësore	secundarias
shkollimit	escolarización
shkollimit	escolaridad
kroni	kron
procese	procesos
procese	procesa
priten	esperaban
priten	esperados
priten	esperada
priten	esperado
siro	siro
ndikimet	impactos
ndikimet	repercusiones
ndikimet	influencias
lëngu	licuado
lëngu	batido
lëngu	jugos
lëngu	jugo
lëngu	zumos
lëngu	juice
lëngu	zumo
shtrat	cama
shtrat	camas
shtrat	lecho
personaliteti	individualidad
personaliteti	personalidad
firenze	firenze
oda	oda
oda	aod
administrim	gerencia
administrim	gestión
administrim	dirección
administrim	administración
administrim	administración
budapest	budapest
derën	puertas
derën	puerta
pasuar	seguido
pasuar	seguí
pasuar	siguió
pasuar	seguida
refer	árbitro
refer	ref
refer	referí
adresë	dirección
adresë	direcciones
adresë	domicilio
adresë	direccion
vegël	gadget
vegël	tool
vegël	herramienta
vegël	instrumento
rrota	rueda
rrota	ruedas
nuri	nuri
nuri	nouri
klinike	clínico
klinike	clínicos
klinike	clínica
zbatohet	aplica
zbatohet	implementada
zbatohet	implementado
mujore	mensualmente
mujore	mensual
mujore	mensuales
statistikave	estadística
statistikave	estadísticas
borussia	borussia
lille	lille
besueshëm	confiables
besueshëm	fiable
besueshëm	confiable
besueshëm	fiables
dallime	diferencias
djalli	diablo
djalli	demonio
djalli	satanás
djalli	satán
kurora	coronas
kurora	corona
dokumentuar	documentado
dokumentuar	documentadas
dokumentuar	documentados
dokumentuar	documentada
refuzuar	negado
refuzuar	negó
refuzuar	negada
refuzuar	denegada
refuzuar	denegado
refuzuar	rechazados
refuzuar	rechazado
refuzuar	rechazada
refuzuar	rechazado
refuzuar	denegada
refuzuar	denegado
refuzuar	rechazada
refuzuar	rechazó
refuzuar	declinó
refuzuar	rechazada
refuzuar	disminuido
bashkëpunoi	cooperó
bashkëpunoi	cooperado
messi	messi
kumanova	kumanovo
ashanti	ashanti
yusuf	yusuf
kristiane	cristiano
kristiane	christian
kristiane	cristianos
kristiane	cristiana
kristiane	cristian
kristiane	cristián
këngëtarë	cantantes
edukative	educativo
edukative	educación
edukative	educativa
stanley	stanley
mbytur	estrangulada
mbytur	estrangulado
mbytur	ahogados
mbytur	ahogado
mbytur	ahogada
shkurtit	febrero
përziera	mixtas
përziera	mixta
përziera	mixto
përziera	mixtos
përziera	mezclado
përziera	mezclado
përziera	mezclados
thellësia	profundidad
lazio	lazio
lazio	lacio
fiksuar	corregido
fiksuar	fijo
fiksuar	fijos
fiksuar	fijado
fiksuar	fijas
fiksuar	obsesionada
fiksuar	obsesionado
fiksuar	obsesionados
plastike	plástica
plastike	plásticos
plastike	plástico
deva	deva
punk	gamberro
punk	punk
vetmuar	solitaria
vetmuar	solitarios
vetmuar	solitario
vetmuar	soledad
skema	esquema
skema	régimen
skema	desinstalar
skema	esquema
horizontal	horizontales
horizontal	horizontal
horizontal	horizontalmente
varen	bisagras
varen	bisagra
mjekët	medicos
mjekët	facultativos
mjekët	médicos
mjekët	doctores
mjekët	medicos
mjekët	médicos
ain	ain
fizikisht	físicamente
pbb	pib
pbb	pbi
pasqyruar	reflejada
pasqyruar	reflejado
pasqyruar	reflejados
sánchez	sánchez
iowa	iowa
toledo	toledo
shit	venda
shit	vender
shit	venta
shit	vendo
shit	vende
shit	vendida
shit	vendido
shit	vendidos
shit	vendidas
sllavo	eslava
sllavo	eslavos
sllavo	eslavo
tërheqjen	retiro
tërheqjen	retirada
gjenetik	genéticas
gjenetik	genética
gjenetik	genético
gjenetik	genéticos
karton	cartón
joachim	joachim
joachim	joaquín
lajmet	noticias
lajmet	novedades
lajmet	noticia
aires	aires
disku	disco
disku	disco
përjetoi	experimentado
përjetoi	experimentada
përjetoi	experimentados
fytyrës	faciales
fytyrës	facial
formati	formato
rrjeta	grid
rrjeta	rejilla
rrjeta	red
rrjeta	cuadrícula
rrjeta	neto
rrjeta	net
rrjeta	red
rrjeta	neta
rrjeta	netos
rrjeta	redes
mas	mas
jeshile	verde
jeshile	green
jeshile	verdes
perpara	adelante
perpara	forward
perpara	delantero
perpara	antes
borë	nieves
borë	nevado
borë	nieve
përfundimi	terminación
përfundimi	finalización
përfundimi	conclusión
përfundimi	desenlace
përfundimi	resultado
përfundimi	conclusión
adm	adm
arkeologët	arqueólogos
arkeologët	arqueólogos
synimet	intenciones
harris	harris
kështjellat	fortalezas
veshin	desgaste
fetarë	religiosos
fetarë	religioso
fetarë	religiosa
fetarë	religiosas
drejtorisë	dirección
ikën	gone
ikën	ido
ikën	escapadas
ikën	escapa
ikën	escapes
ikën	abandonando
ikën	saliendo
ikën	dejando
parandalimin	prevención
mjediset	premisas
mjediset	locales
mjediset	entornos
mjediset	ambientes
ecur	caminó
ecur	caminado
capital	capitales
capital	capital
alb	alb
arrinë	alcanza
arrinë	alcances
reagim	reacción
reagim	reacciones
reagim	comentarios
reagim	retroalimentación
veshja	vestimenta
veshja	vestidos
veshja	vestir
veshja	vestido
veshja	traje
veshja	atuendo
veshja	atuendo
fronti	fachada
fronti	frontal
fronti	front
fronti	frente
fronti	delantero
laurent	laurent
matematikan	matemático
fotograf	fotógrafa
fotograf	fotografo
fotograf	fotógrafo
deutschland	deutschland
shëndeti	sanidad
shëndeti	salud
ekuador	ecuador
agjent	agente
agjent	mandatario
agjent	agent
josif	josip
penalltive	tiroteo
château	château
arsyen	razón
arsyen	motivo
arsyen	razon
çati	azotea
çati	techo
çati	tejados
çati	tejado
pasuese	sucesora
pasuese	sucesores
pasuese	sucesor
ruso	russo
ruso	rousseau
arrestuar	detenida
arrestuar	detenido
arrestuar	arrestada
arrestuar	detenidos
arrestuar	arrestados
arrestuar	arrestado
patate	patata
patate	papas
patate	patatas
patate	patatas
patate	papa
patate	patata
poshte	down
poshte	abajo
seksion	seccion
seksion	sección
hermann	hermann
rriti	potenciado
rriti	promocionada
rriti	promocionado
fikse	corregido
fikse	fijo
fikse	fijos
fikse	fijado
fikse	fijas
nikola	nikola
nikola	nicola
vjetori	aniversario
perime	verduras
perime	vegetal
perime	hortalizas
perime	verdura
perime	vegetales
perime	verduras
perime	legumbres
perime	hortalizas
perime	verdura
perime	vegetales
flash	flash
flash	destello
zulu	zulú
dijetarëve	erudito
grada	grados
grada	títulos
grada	titulaciones
grada	rango
pengon	impide
shfrytëzimit	explotación
fitim	ganancia
fitim	beneficio
fitim	provecho
fitim	ganancias
fitim	beneficios
fabrikë	plantas
fabrikë	vegetal
fabrikë	planta
fabrikë	fábricas
fabrikë	fabrica
fabrikë	factoría
fabrikë	factory
fabrikë	fábrica
mynih	múnich
mynih	munich
zbriti	aterrizaron
zbriti	desembarcado
zbriti	aterrizó
zbriti	aterrizado
zbriti	descendieron
zbriti	descendido
zbriti	descendió
brezat	generación
brezat	generaciones
avull	vapor
avull	steam
sllovene	esloveno
sllovene	esloveno
sllovene	eslovenia
sllovene	eslovena
batalioni	batallón
modena	módena
kërkohej	requeridos
kërkohej	exigido
kërkohej	requerido
kërkohej	requerida
vida	vida
ambientit	ambiente
ambientit	ambiente
ambientit	ambiental
pisha	pinus
pisha	pino
pisha	pinos
thërret	llamadas
thërret	convocatorias
dramaturg	dramaturgo
dallojnë	diferenciarse
dallojnë	diferenciar
shoqërie	compañerismo
arif	arif
gjendur	localizada
gjendur	localizado
gjendur	ubicado
gjendur	situado
forumi	foro
forumi	forum
forumi	foros
lexim	reading
lexim	leyendo
lexim	leer
lexim	lectura
lexim	lecturas
faruk	faruk
mysql	mysql
votimi	votación
votimi	votando
votimi	votaciones
votimi	votar
legjendare	legendario
legjendare	legendaria
legjendare	legendarios
kritikët	críticas
kritikët	crítica
kritikët	críticos
bruneit	brunei
bruneit	brunéi
mbishkrim	inscripción
trajtim	tratamiento
shkëlqim	bling
shkëlqim	brilla
shkëlqim	resplandor
femije	ninos
femije	niños
femije	kids
femije	niñez
femije	infancia
femije	ninos
femije	niños
femije	niño
femije	niña
brezave	generación
brezave	generaciones
fqinjë	vecinas
fqinjë	vecinos
fqinjë	vecinas
fqinjë	vecinos
côtes	côtes
lavdishme	gloriosa
lavdishme	glorioso
lavdishme	gloriosos
proteina	proteína
proteina	proteínas
valea	valea
vuajtur	sufrido
vuajtur	sufrió
vuajtur	padecido
vuajtur	sufrieron
vuajtur	sufrida
shkatërroi	destruida
shkatërroi	destruidas
shkatërroi	destruidos
shkatërroi	destruido
shkatërroi	destruyó
dollar	dólar
dollar	dolar
ekzekutive	executive
ekzekutive	ejecutiva
ekzekutive	ejecutivos
ekzekutive	ejecutivas
ekzekutive	ejecutivo
dallueshme	identificables
dallueshme	identificable
festohet	célebre
festohet	celebrada
festohet	celebró
festohet	celebrado
futbollisti	futbolista
tendencë	tendencia
somme	somme
kodrën	colina
kodrën	cerro
kodrën	hill
kombësia	nacionalidad
doi	doi
hip	hip
hip	cadera
hip	eep
organizmi	organismo
zhveshur	desnudo
zhveshur	desnuda
zhveshur	desnudas
zhveshur	desnudos
ngjashmëri	similitudes
ngjashmëri	semejanzas
ngjashmëri	parecido
ngjashmëri	semejanza
tru	brain
tru	cerebro
tru	sesos
tru	cerebro
tru	cerebros
mëshirë	mercy
mëshirë	clemencia
mëshirë	misericordia
mëshirë	piedad
pazar	tiendas
pazar	shopping
pazar	compras
franc	franco
franc	francos
tregim	cuento
tregim	relato
tregim	historia
tregim	story
hernández	hernández
arkivat	archivos
arkivat	archivo
pyetur	interrogados
pyetur	cuestionado
pyetur	cuestionada
pyetur	preguntado
pyetur	interrogado
pyetur	pregunté
pyetur	preguntado
pyetur	preguntó
konflikte	conflicto
konflikte	conflictos
konflikte	conflicto
konflikte	conflictos
sugjeruar	sugerida
sugjeruar	sugerido
sugjeruar	sugirió
plumbi	balazo
plumbi	bala
derë	puertas
derë	puerta
ferri	hell
ferri	infierno
willy	willy
armike	enemigo
armike	enemigas
armike	enemiga
armike	enemigos
përralla	historias
përralla	tales
përralla	relatos
përralla	cuentos
dalai	dalai
japonisht	japonesas
japonisht	japonesa
japonisht	japonés
japonisht	japoneses
still	steele
nassau	nassau
cfare	qué
stefani	esteban
stefani	stefan
stefani	stephanie
aksident	accidente
aksident	accidentes
shkëmbinj	rocks
shkëmbinj	rocas
shkëmbinj	piedras
trimi	valiente
trimi	valientes
ariu	osos
ariu	osa
ariu	bear
ariu	oso
ariu	osito
përbërës	ingrediente
keqja	maldad
lippe	lippe
multi	multi
hop	aro
hop	salto
hop	lúpulo
hop	hop
kundërshtar	oponente
kundërshtar	oponentes
kundërshtar	adversario
relativitetit	relatividad
vizitorët	visitantes
vizitorët	visitas
plagë	herida
plagë	traumatismos
plagë	lesiones
plagë	heridos
plagë	heridas
plagë	heridas
analog	análogo
analog	analógico
analog	analógica
analog	análogo
analog	analógico
analog	analógica
analog	análogos
analog	análoga
lazër	lazer
kardinali	cardenal
kardinali	cardinal
xhamitë	mezquitas
standardeve	normas
standardeve	estándares
kurs	rumbo
kurs	curso
rezervuar	reservado
rezervuar	reservada
rezervuar	reservados
rezervuar	reservado
rezervuar	embalse
bardh	blancas
bardh	blanca
bardh	white
bardh	blancos
bardh	blanco
veproi	actué
veproi	actuó
veproi	actuado
veproi	actuaron
ciklin	menstruación
ciklin	ciclo
ciklin	ciclos
radikale	radical
radikale	radicales
dominuar	dominado
dominuar	dominados
dominuar	dominada
dominuar	dominadas
vizitë	visite
vizitë	visitar
vizitë	visita
sul	sul
daro	daro
sulejmani	salomón
sulejmani	sulaiman
analitike	analítico
analitike	analíticas
analitike	analíticos
analitike	analítica
rolit	rol
rrjedhimisht	consecuentemente
objektivat	objetivos
objektivat	metas
objektivat	blanco
objektivat	objetivos
objektivat	blancos
kanalet	canales
kanalet	canales
amerikanët	americanas
amerikanët	americanos
amerikanët	estadounidenses
amerikanët	norteamericanos
besë	trust
besë	confianza
besë	confía
besë	fideicomiso
besë	confiaba
besë	confianza
besë	confiable
besë	confiado
kongo	congo
pyjore	bosques
pyjore	forestales
pyjore	silvicultura
pyjore	forestal
shprehjet	expresiones
lika	lika
wild	wild
wild	silvestre
wild	silvestres
wild	salvajes
wild	salvaje
specializuara	especializados
specializuara	especializado
specializuara	especializada
specializuara	especializados
specializuara	especializado
specializuara	especializada
kontrast	contrastes
kontrast	contraste
interpretim	interpretación
paralelisht	paralelo
paralelisht	paralelas
paralelisht	paralelos
paralelisht	paralelismo
paralelisht	paralela
udhëtuar	viajó
udhëtuar	viajado
udhëtuar	viajó
udhëtuar	viajado
shkelur	pisado
shkelur	pisó
ipairs	ipairs
altlink	altlink
përhapet	difunde
përhapet	untar
përhapet	diferenciales
harold	harold
pozicionet	puestos
pozicionet	posiciones
pozicionet	posturas
irlandez	irlanda
irlandez	irlandeses
irlandez	irish
irlandez	irlandesa
irlandez	irlandés
irlandez	irlandés
katedralja	catedral
mont	mont
ken	ken
menduarit	pensamiento
menduarit	pensando
menduarit	pensar
vaji	aceite
vaji	petroleo
vaji	óleo
vaji	petróleo
komente	comentarios
komente	retroalimentación
komente	observaciones
komente	comenta
komente	comentarios
komente	comentario
përhapje	propagación
përhapje	difundiendo
përhapje	difundir
shikim	vistazo
shikim	mirada
shikim	mirad
shikim	mire
shikim	mirada
shikim	miren
shikim	mira
cikël	ciclo
cikël	ciclos
paraprake	primarios
paraprake	primarias
paraprake	tentativa
paraprake	tentativas
paraprake	anteproyecto
paraprake	preliminar
paraprake	preliminares
sasuke	sasuke
proteinat	proteína
proteinat	proteínas
proteinat	proteínas
gjalpë	manteca
gjalpë	mantequilla
halimi	halimi
detyrueshëm	obligatoriedad
detyrueshëm	obligatoria
detyrueshëm	obligatorio
detyrueshëm	obligatorios
detyrueshëm	obligatorias
detyrueshëm	obligatoriedad
detyrueshëm	obligatoria
detyrueshëm	obligatorio
detyrueshëm	obligatorios
detyrueshëm	obligatorias
rrjetet	redes
organizohet	organizada
organizohet	organizados
organizohet	organizadas
organizohet	organizado
organizohet	organizada
organizohet	organizados
organizohet	organizadas
organizohet	organizado
acidi	ácidos
acidi	acido
acidi	ácido
ascii	ascii
votuar	votada
votuar	votado
votuar	votó
akte	actos
prishur	rota
prishur	broken
prishur	rotos
prishur	roto
prishur	quebrado
prishur	reventado
prishur	estropeado
prishur	consentido
prishur	malcriada
prishur	consentida
prishur	malcriado
kontrollon	mandos
kontrollon	controles
kontrollon	controla
zana	hada
zana	hadas
zana	zana
neutral	neutral
neutral	neutro
neutral	neutrales
neutral	neutra
operacione	operaciones
operacione	cirugías
operacione	ops
adhuruar	anuncio
adhuruar	adorado
adhuruar	adoraba
adhuruar	adorada
klientit	clienta
klientit	cliente
klientit	clientes
domain	dominios
domain	dominio
hashim	hashim
peshku	pescado
peshku	pesca
peshku	peces
peshku	pescados
peshku	pez
lirisht	libremente
emigrantëve	inmigrantes
emigrantëve	emigrantes
emigrantëve	migrantes
dija	sabían
dija	sabia
dija	sabía
dija	conocía
unter	unter
shpejte	rapidez
shpejte	rápido
shpejte	rapido
shpejte	fast
shpejte	ayuno
automatike	automática
automatike	automático
automatike	automatica
dardha	pera
dardha	peras
muslimane	musulmana
muslimane	musulmanes
muslimane	musulmán
kontekst	contexto
carol	carol
nur	nur
fred	fred
kanceri	cancer
kanceri	cáncer
frederik	frederik
frederik	federico
frederik	frederic
frederik	federico
përshkon	impregna
qik	novia
qik	chica
qik	niña
qik	muchacha
abc	abc
përshtypje	impresión
përshtypje	impresionar
përshtypje	impresiona
lanka	lanka
shpellën	gruta
shpellën	cueva
shpellën	cave
shpellën	caverna
dominon	dominante
dominon	dominando
dominon	dominantes
rrethimin	asedio
rrethimin	sitio
rrethues	rodean
rrethues	envolvente
rrethues	rodear
vëmendjes	foco
vëmendjes	focos
nxit	spurs
nxit	promociona
nxit	promueva
nxit	fomenta
nxit	promueve
bërthamë	core
bërthamë	núcleo
aconitum	aconitum
shenjt	santo
shenjt	santísimo
shenjt	holy
shenjt	santa
dinamik	dinámicos
dinamik	dinamismo
dinamik	dinámicas
dinamik	dynamic
dinamik	dinámico
dinamik	dinámica
përgjigjur	contestado
përgjigjur	respondido
përgjigjur	respondió
përgjigjur	respondido
përgjigjur	respondió
përgjigjur	respondieron
kryetarët	presidentes
kryetarët	ponentes
kryetarët	oradores
kryetarët	parlantes
kryetarët	bocinas
kryetarët	altavoces
kryetarët	alcaldes
kryepeshkopi	arzobispo
unioni	union
unioni	unión
unioni	sindicato
bukureshtit	bucarest
mannheim	mannheim
bruce	bruce
bruce	bruno
heshtje	quietud
heshtje	silencio
heshtje	silenciar
strugë	struga
menjëhershëm	inmediato
menjëhershëm	inmediatas
menjëhershëm	inmediatos
menjëhershëm	inmediata
bregdeti	litoral
bregdeti	costa
bregdeti	litoral
bregdeti	costa
bregdeti	costas
këndoi	sang
këndoi	cantó
këndoi	cantaba
jennifer	jennifer
sferike	esférica
deutsche	deutsche
qëndresa	resistencias
qëndresa	resistencia
mesazhet	mensajes
mesazhet	mensajería
mesazhet	mensajes
sicili	sicilia
vilajeti	vilayato
promovuar	potenciado
promovuar	promocionada
promovuar	promocionado
promovuar	promovido
promovuar	promocionada
promovuar	promocionado
promovuar	ascendido
ekzekutuar	ejecuta
ekzekutuar	ejecute
ekzekutuar	ejecutar
ekzekutuar	ejecutadas
ekzekutuar	ejecutada
ekzekutuar	ejecutado
ekzekutuar	ejecutados
mohuesit	infieles
zhduket	desaparecer
zhduket	desapareciendo
zhduket	desaparición
zhduket	desaparece
zhduket	desaparecer
zhduket	desaparece
zhduket	desaparecen
zhduket	desaparezca
realiste	realista
realiste	realistas
sundimtari	regla
sundimtari	gobernante
lehtësi	facilidad
prix	prix
fildishtë	marfil
bagëti	ganado
bagëti	ganadero
bagëti	ganadería
bagëti	ganado
bagëti	bovino
bagëti	bovinos
bronzi	bronce
lutur	rogó
lutur	suplicó
alessandro	alessandro
vitamina	vitaminas
vitamina	vitaminas
vitamina	vitamina
barbare	barbarie
barbare	bárbaro
barbare	bárbaros
barbare	bárbaro
vlefshëm	valido
vlefshëm	válida
vlefshëm	válido
vlefshëm	válidos
vlefshëm	valida
ansambli	conjunto
dervishi	derviche
minierave	minero
minierave	minería
sql	sql
vizita	visite
vizita	visitar
vizita	visita
vizita	visitas
relieve	relieves
ambasadori	embajadora
ambasadori	embajador
mijëvjeçarit	milenio
mijëvjeçarit	millennium
biologjik	biológica
biologjik	biológicas
biologjik	biológicos
biologjik	biológico
këngëtari	singer
këngëtari	cantor
këngëtari	cantante
kokrra	cereales
kokrra	grano
kokrra	granos
kokrra	baya
kokrra	berry
kokrra	bayas
kokrra	cereales
kokrra	granos
abraham	abraham
gif	gif
hollësi	detalles
hollësi	detalle
hollësi	detalle
askujt	alguien
askujt	cualquiera
kornizë	framework
kornizë	bastidor
kornizë	marco
kornizë	frame
shkëlqyeshëm	excelente
shkëlqyeshëm	excelentes
shifër	figura
shifër	cifra
zgjerim	ampliación
zgjerim	expansión
varreza	cementerios
varreza	cementerios
varreza	cementerio
varreza	cementerio
dhjetori	diciembre
sinjale	señales
akuza	cargos
akuza	cargas
akuza	cobros
akuza	acusaciones
akuza	enjuiciamiento
akuza	acusación
akuza	fiscalía
akuza	condes
akuza	cuenta
cpu	cpu
pasurit	rico
pasurit	ricas
pasurit	rich
pasurit	ricos
pasurit	rica
kampet	bandos
kampet	campos
kampet	campamentos
përmbledhur	recapitulación
grimca	partículas
grimca	sobrealimentado
grimca	partícula
grimca	partículas
buke	pan
teme	tópico
teme	tema
teme	temática
teme	tema
ndare	separadas
ndare	separado
ndare	separada
ndare	separados
historitë	historias
historitë	relatos
historitë	cuentos
qëndruan	permanecieron
qëndruan	permanecido
fisnikët	nobles
federico	federico
diplomë	grado
diplomë	licenciatura
warren	madriguera
warren	warren
përgatitje	preparativos
përgatitje	preparación
përgatitje	preparaciones
përgatitje	preparado
mbështeti	respaldado
mbështeti	apoyado
mbështeti	soportado
mbështeti	apoyó
elementët	ítems
elementët	articulos
elementët	artículos
portugeze	portugueses
portugeze	portuguesa
portugeze	portugués
nowrap	nowrap
faleminderit	gracias
veprimtaritë	actividades
aplikohet	aplicados
aplikohet	aplicado
aplikohet	aplicadas
aplikohet	aplicada
aplikohet	aplica
eksperiencë	experiencia
eksperiencë	experiencias
vom	vom
paraqitën	presentado
paraqitën	presentada
paraqitën	presentados
disiplina	disciplina
disiplina	disciplinas
qëndrimet	actitudes
qëndrimet	actitud
roza	rose
roza	rosa
roza	rosa
roza	roza
falur	perdonados
falur	perdonado
falur	perdonados
falur	perdonado
col	col
nota	grados
ndezur	lit
ndezur	encendida
ndezur	encendido
ndezur	iluminado
ndezur	climatizada
ndezur	calentado
ndezur	acalorado
violinë	violín
posti	post
posti	poste
posti	publicar
posti	publicación
marinës	marina
marinës	armada
gjenevë	génova
gjenevë	ginebra
polar	polar
polar	polares
motivet	motivos
led	liderado
led	liderados
led	led
led	llevó
pritej	esperaban
pritej	esperados
pritej	esperada
pritej	esperado
ajax	ajax
produkti	producto
shoqatë	asociación
shoqatë	association
kara	kara
sekondë	segundos
sekondë	segunda
sekondë	segundas
sekondë	segundo
nam	nam
absolut	tiranos
absolut	absolutas
absolut	absoluta
absolut	absoluto
absolut	absolutos
krishtin	cristo
tregjet	mercados
meksikane	mexicana
meksikane	mexicanos
meksikane	mexicanas
meksikane	mexicano
prokurorisë	enjuiciamiento
prokurorisë	acusación
prokurorisë	fiscalía
shkurre	matorrales
shkurre	arbustos
londra	londres
mbërriti	llegaron
mbërriti	llegamos
mbërriti	llegado
mbërriti	llegó
ishe	eran
ishe	estaban
ishe	fueron
monarkisë	monarquía
mesatarja	promedio
mesatarja	media
zëvëndësues	reemplazo
zëvëndësues	sustitución
verbër	ciegos
