depressione	depresszió
uscite	kilépés
uscite	kilépő
uscite	kijárat
seven	hetes
seven	hét
giovedì	csütörtökön
giovedì	csütörtök
manhattan	manhattanben
manhattan	manhattan
manhattan	manhattani
protette	védett
pesantemente	erősen
colpita	nyűgözve
finanziario	pénzügyi
imparare	tanulok
imparare	tanul
imparare	tanulás
imparare	tanulni
imparare	tanuljon
imparare	tanul
dignità	méltóság
ridotte	csökkent
ridotte	csökkentett
rari	ritka
cacciatori	vadászok
cavità	üreg
espressioni	kifejezéseket
espressioni	kifejezések
violenta	erőszakos
debito	tartozás
debito	adósság
debito	tartozások
debito	adóssága
debito	betéti
assumendo	feltételezve
hank	hank
adventures	kaland
adventures	kalandjai
adventures	kalandok
falco	sólyom
falco	hawk
falco	sólyom
falco	héja
falco	falco
foster	foster
continue	folyamatos
continue	folytonos
lirica	lyric
lirica	lírai
madame	asszonyom
iscrizioni	nyilvántartási
iscrizioni	nyilvántartásba
iscrizioni	regisztráció
marx	marx
storm	vihar
fretta	rush
fretta	rohanás
portaerei	fuvarozó
portaerei	szállító
portaerei	hordozó
polemica	okoskodó
elsa	elsa
battesimo	keresztelő
battesimo	keresztelő
laurent	laurent
interazione	kölcsönhatás
islamica	iszlám
diagnosi	diagnózis
diagnosi	diagnosztika
africana	afrikai
prestazione	előadás
prestazione	teljesítmény
adulto	felnőtt
adulto	nagykorú
medioevale	középkori
carla	carla
digitali	digitális
ferita	seb
conservate	tartósított
conservate	megőrizte
glasgow	glasgow
controlla	csekk
controlla	csekket
controlla	ellenőrzés
installato	telepítve
installato	beépített
installato	telepített
hawaii	hawaii
reliquie	ereklye
reliquie	ereklyéket
dolci	édesség
dolci	sütemény
dolci	torták
dolci	édesek
dolci	édes
dolci	desszertek
dolci	desszert
shanghai	shanghai
malcolm	malcolm
pole	rúd
espressa	express
espressa	expressz
espressa	kifejezett
espressa	kifejezésre
espressa	kifejtett
quotidiani	lapok
quotidiani	újság
quotidiani	újságok
false	hamis
evil	gonoszság
evil	gonosz
operativi	operatív
improvviso	hirtelen
censura	cenzor
censura	cenzúra
browser	böngészők
browser	böngésző
ombre	árnyékok
ombre	árnyék
ombre	árnyak
ombre	árnyékok
ombre	árny
ombre	árnyék
nasa	nasa
alonso	alonso
sconosciuta	ismeretlenek
sconosciuta	ismeretlen
ducale	ducale
incrocio	kereszteződés
catturati	elfogott
catturati	elfogták
eastern	kelet
eastern	keleti
stevens	stevens
doug	doug
gilles	gilles
imo	imo
pakistan	pakisztán
pakistan	pakisztáni
rod	rúd
rod	rod
invisibile	láthatatlan
invisibile	láthatatlanok
invisibile	észrevétlen
invisibile	láthatatlan
ltd	kft
unesco	unesco
mammiferi	emlősök
mammiferi	emlős
mammiferi	emlősök
mammiferi	emlősök
mammiferi	emlős
superstiti	túlélő
superstiti	túlélők
biologia	biológia
propulsione	meghajtás
crema	tejszín
crema	krém
crema	krémet
assia	hessen
assia	hesse
esclusiva	zártkörű
esclusiva	exkluzív
esclusiva	kizárólagos
profeta	próféta
cartone	karton
cartone	karton
cartone	karton
attivamente	aktívan
bando	hirdetmény
bando	értesítés
bando	közlemény
bando	észre
provenza	provence
brigate	brigádok
incredibile	hihetetlen
incredibile	hihetetlen
comunicare	kommunikálni
comunicare	kommunikáció
comunicare	kommunikál
discreto	diszkrét
discreto	különálló
discreto	diszkrét
assegnazione	juttatás
assegnazione	elosztás
assegnazione	megbízás
assegnazione	megbízatás
patricia	patricia
sfruttamento	hasznosítás
sfruttamento	kizsákmányolás
bond	kötés
bond	kötvény
bond	kötelék
bond	bond
basilea	bázeli
sviluppati	fejlett
sviluppati	fejlesztett
sviluppati	kifejlesztett
sviluppati	kidolgozott
ana	ana
cerchi	körök
rap	rap
sparta	spárta
baroni	bárók
persiano	perzsa
six	hat
cileno	chile
cileno	chilei
visite	látogatás
visite	látogatások
veronica	veronica
generare	generáló
generare	generálni
valvole	szelep
valvole	billentyű
valvole	szelep
valvole	szelepek
tolosa	toulouse
maya	maya
maya	maja
pink	pink
pink	rózsaszín
pink	rózsaszínű
acquistare	beszerzés
acquistare	vásárlás
acquistare	vétel
acquistare	vegyél
acquistare	venni
acquistare	vásárol
acquistare	megvásárolni
decima	tizedik
trascorso	elköltött
trascorso	költött
trascorso	töltött
parodia	paródia
wells	wells
alejandro	alejandro
risposto	válaszolt
risposto	válaszolt
pasqua	húsvéti
pasqua	húsvét
ordina	rendezés
ordina	megrendelés
ordina	rendelés
ordina	rend
ordina	parancs
made	készítette
made	készült
made	tett
too	is
too	túl
marketing	marketing
marketing	értékesítés
marketing	forgalmazás
ventura	ventura
etica	etikus
etica	etikai
etica	erkölcs
etica	etika
etica	etikai
convoglio	konvoj
turni	műszak
turni	műszakban
cole	cole
collaborazioni	együttműködés
ribelle	felkelő
ribelle	lázadók
ribelle	lázadó
ribelle	lázadó
dinamica	dynamics
dinamica	dinamikus
apparsa	megjelent
trampolino	trambulin
emi	emi
montato	szerelt
montato	szerelve
edilizia	építkezés
edilizia	építési
edilizia	építés
plastica	műanyag
plastica	műanyag
vantaggi	juttatások
vantaggi	előnyök
vantaggi	ellátások
vantaggi	előnyök
vantaggi	előnyei
vantaggi	előny
risolto	megoldott
risolto	megoldani
risolto	megoldódott
risolto	megoldva
risolto	megoldott
risolto	megoldotta
risolto	megoldva
risolto	rögzített
risolto	fix
risolto	rögzítve
clarke	clarke
gun	fegyver
gun	pisztoly
narrazione	történetmesélés
narrazione	elbeszélés
distribuiti	elosztva
distribuiti	elosztott
distribuiti	osztott
osservatore	megfigyelő
osservatore	megfigyelői
osservatore	megfigyelők
osservatore	figyelő
fair	vásár
fair	korrekt
fair	tisztességes
fair	fair
fair	igazságos
original	eredeti
diamante	gyémánt
diamante	diamond
coinvolgimento	bevonása
coinvolgimento	részvétel
quote	kvóták
divino	isteni
caos	káosz
ripeto	ismétlés
divorzio	válást
divorzio	válás
planet	planet
planet	bolygónak
planet	bolygónk
planet	bolygó
shaw	shaw
imperatori	uralkodó
imperatori	császár
imperatori	császárok
globe	globe
volontario	önkéntes
volontario	önként
volontario	önkéntesen
volontario	önkéntes
hughes	hughes
linux	linux
ivo	ivo
riservata	fenntartva
riservata	foglalt
riservata	fenntartott
funzionale	funkcionális
funzionale	működőképes
misteriosa	titokzatos
misteriosa	misztikus
misteriosa	rejtélyes
alaska	alaszkai
alaska	alaszkában
alaska	alaszka
tradurre	fordít
tradurre	fordítás
tradurre	lefordítani
attendere	vár
attendere	várakozás
attendere	várunk
attendere	várok
riti	kenetet
tipografia	tipográfia
impiegata	alkalmazott
impiegata	alkalmazottak
impiegata	munkavállaló
impiegata	munkatárs
affermazioni	állítások
curata	gyógyult
curata	meggyógyult
curata	igazgatja
adesione	tapadás
adesione	csatlakozás
indonesia	indonéziában
indonesia	indonézia
indonesia	indonéz
doctor	orvos
applicato	alkalmazták
cara	kedves
cara	drága
cara	cara
esegue	teljesít
causata	előidézett
causata	okozta
causata	okozott
palatinato	pfalz
ovunque	akárhol
ovunque	bárhol
ovunque	bárhol
ovunque	bárhová
ovunque	mindenütt
ovunque	mindenhol
precipitazioni	csapadék
precipitazioni	csapadék
processore	feldolgozó
ricostruire	újjáépítése
ricostruire	újjáépíteni
nikolaj	nikolai
nikolaj	nyikolaj
mann	mann
proteste	tiltakozás
proteste	tüntetés
proteste	tiltakozás
proteste	tiltakozások
proteste	tüntetések
membrana	membrán
banche	banks
banche	bankokkal
banche	bankok
validi	érvényes
piombo	ólom
piombo	vezet
ripristino	visszaállítani
ripristino	helyreállítása
ripristino	visszaállítása
ripristino	helyreállítási
ripristino	helyreállítása
gustav	gustav
nazisti	nácik
nazisti	náci
nazisti	nácik
sita	sita
bon	bon
faro	faro
faro	világítótorony
effettivi	tényleges
edimburgo	edinburgh
hood	hood
hood	csuklyás
cripta	kripta
uovo	tojást
uovo	tojás
rifiuti	pazarlás
rifiuti	hulladék
rifiuti	hulladékok
rifiuti	hulladékok
rifiuti	hulladék
entrate	bevételek
entrate	bevétel
entrate	bevételek
cancelliere	kancellár
primogenito	elsőszülött
incidenti	véletlenek
incidenti	balesetek
incidenti	incidens
sonda	szonda
boeing	boeing
applicare	alkalmazni
applicare	jelentkezz
finanze	pénzügyi
finanze	pénzügyek
finanze	finanszírozás
finanze	pénzügyek
grasso	zsír
grasso	zsíros
grasso	dagi
grasso	zsír
grasso	zsírok
grasso	fat
grasso	kövér
annuncio	bejelentés
annuncio	közlemény
innumerevoli	számtalan
innumerevoli	számtalan
aggregato	összesített
aggregato	összesített
consacrato	felkent
consacrato	megszentelt
collettivo	kollektív
febbre	lázas
febbre	láz
sella	sella
sella	nyereg
cacciatore	hunter
cacciatore	vadász
mattoni	tégla
mattoni	tégla
mattoni	brick
seta	selyem
ideali	eszmék
ideali	ideális
liberali	liberálisok
liberali	liberális
elettronico	elektronikusan
elettronico	elektronikus
estetica	esztétika
estetica	esztétikai
sonno	álmos
sonno	aludni
sonno	aludj
sonno	alvás
sonno	alvó
sonno	alszom
sonno	alvás
sonno	alszik
shadow	árnyékok
shadow	árny
shadow	árnyék
occupare	megszálló
eccezionale	kiváló
eccezionale	kiemelkedő
eccezionale	kimagasló
eccezionale	rendkívüli
eccezionale	kivételes
incisioni	metszetek
lopez	lopez
progressivo	fokozatosan
progressivo	fokozatos
progressivo	fokozatos
progressivo	haladó
progressivo	progresszív
sardo	szardíniai
rischi	veszélyeket
rischi	veszélyek
rischi	kockázatok
rischi	kockázat
rischi	kockázat
rischi	kockázatos
fusto	hordó
fusto	szár
rumore	zaj
specializzato	szakosodott
specializzato	szakosított
specializzato	szakosodott
specializzato	szakosított
palestina	palesztin
rinascita	újjászületés
rinascita	revival
pompeo	pompeius
kyle	kyle
abc	abc
sciatore	síelő
sceglie	választja
scout	cserkész
scout	felderítő
scout	felderítők
scout	cserkészek
arabia	arábia
eccessiva	túlzott
osservata	megfigyelhető
osservata	megfigyelt
attrazione	vonzalom
divieto	tilalom
divieto	tilalom
divieto	tilalmak
earl	earl
nana	nana
nana	nagyi
intelligente	okos
intelligente	ügyes
intelligente	ötletes
intelligente	intelligens
intelligente	okos
intelligente	intelligens
intelligente	smart
minoranza	kisebbségi
minoranza	kisebbség
navarra	navarre
navarra	pamplona
abraham	ábrahám
abraham	abraham
meriti	megérdemlik
meriti	érdem
meriti	érdem
michail	mihail
michelle	michelle
molecola	molekula
square	square
square	szögletes
square	négyzetes
square	tér
square	négyzet
anversa	antwerpen
steel	steel
steel	acél
magica	varázs
magica	magic
magica	varázslat
magica	mágia
magica	varázslatos
magica	mágikus
significative	jelentős
significative	szignifikáns
bacio	csók
bacio	csók
bacio	puszi
bacio	kiss
spara	lőni
spara	lő
spara	lő
elisa	eliza
elisa	elisa
rispose	válaszolt
sensibile	érzékeny
sensibile	érzékenyek
sensibile	kényes
generico	általános
generico	generikus
cartoni	dobozok
cartoni	karton
guarnigione	garrison
coll	coll
incantesimo	bűbáj
incantesimo	bűbáj
incantesimo	varázsige
incantesimo	varázslat
spade	kard
spade	kardok
spade	spade
spade	pikk
senna	seine
senna	senna
oliva	olive
oliva	olajbogyó
oliva	oliva
bureau	elnökség
orsini	orsini
innocenzo	ártatlan
innocenzo	ártatlanok
ramírez	ramírez
ramírez	ramirez
medievali	középkori
diamond	gyémánt
diamond	diamond
mappe	térkép
mappe	térképeket
mappe	térképek
soccer	foci
soccer	futball
chang	chang
miniera	enyém
umanista	humanista
battute	vicc
battute	vicceket
battute	viccek
determina	meghatározza
determina	meghatározni
trovate	találni
trovate	megtalálni
selezionato	kijelölt
selezionato	kiválasztva
selezionato	kiválasztott
nido	fészket
nido	fészek
pubblicamente	nyilvánosan
ordinaria	közönséges
ordinaria	hétköznapi
belli	gyönyörű
belli	belli
bundesliga	bundesliga
riso	rizs
player	lejátszó
player	játékos
volpe	róka
volpe	fox
poker	póker
mortale	halálos
mortale	halálos
mortale	végzetes
mortale	halandó
opzione	opció
opzione	lehetőség
strana	fura
strana	furcsa
strana	különös
strana	furcsa
interviste	interjúk
interviste	interjú
celebrare	ünneplés
celebrare	ünnepelni
giovinezza	fiatalok
giovinezza	ifjúsági
giovinezza	fiatalság
giovinezza	ifjúság
guitar	gitár
succeduto	sikerült
sostituisce	helyettesíti
vinti	nyert
vinti	legyőzött
some	néhány
sommergibile	tengeralattjáró
sommergibile	merülő
denver	denverben
denver	denver
costruttore	építő
costruttore	építész
costruttore	konstruktor
costruttore	gyártó
pci	pci
württemberg	württemberg
baptiste	baptiste
toscano	toszkán
vicente	vicente
intel	intel
elettrici	elektromos
southern	dél
southern	déli
cicero	cicero
batte	veri
bonifacio	boniface
loira	loire
madison	madison
lupi	farkasok
lupi	farkas
lupi	wolf
abuso	visszaélés
abuso	bántalmazás
abuso	visszaélés
abuso	visszaélések
capolinea	terminus
moretti	moretti
spiriti	lelkek
spiriti	szesz
spiriti	szellemek
dirty	piszkos
dirty	mocskos
dirty	kosz
wisconsin	wisconsin
gesuita	jezsuita
linguista	nyelvész
lang	lang
restaurato	felújított
restaurato	helyreállt
tunisia	tunézia
joey	joey
sophie	sophie
povero	szegény
povero	szegények
turistico	turisták
turistico	turista
rivelazione	jelenések
impegnata	elfoglalt
meyer	meyer
sottili	vékony
sottili	sovány
cmq	btw
spia	kém
becco	csőr
becco	csőre
combustibile	tüzelőanyag
combustibile	üzemanyag
viso	arc
viso	arcát
viso	arc
viso	arca
fischer	fischer
schiena	vissza
fiamma	láng
risparmio	megtakarítás
risparmio	megtakarítások
risparmio	megtakarítás
risparmio	mentés
risparmio	megmenteni
mercanti	kereskedők
brooks	brooks
dorothy	dorothy
facebook	facebook
facebook	facebookon
motion	mozgás
motion	indítvány
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
annie	annie
fianchi	hip
fianchi	csípő
fianchi	csípő
bull	bull
bull	bika
finanza	pénzügyi
finanza	pénzügyek
finanza	finanszírozás
finanza	pénzügyek
pressioni	nyomás
deboli	ájulás
deboli	halvány
deboli	gyenge
deboli	gyengék
metalli	metál
metalli	metal
metalli	fémek
metalli	fém
metalli	fémek
chirurgia	műtét
chirurgia	sebészet
chirurgia	sebészi
chirurgia	sebészeti
diminuzione	csökkent
diminuzione	csökken
diminuzione	csökkenés
conferenze	konferenciák
andrés	andrés
seguiti	követett
seguiti	követte
loc	loc
vulcano	vulkán
vulcano	vulkán
sonoro	hang
sonoro	hangot
dialoghi	párbeszédre
dialoghi	párbeszéd
dialoghi	párbeszédek
adelaide	adelaide
radiale	radiális
schmidt	schmidt
ice	jég
ice	ice
molecolare	molekula
molecolare	molekuláris
sepoltura	temetés
cohen	cohen
tumore	tumor
tumore	daganat
tumore	tumor
tumore	daganat
tumore	rákos
tumore	rák
cliente	vendég
cliente	ügyfél
cliente	vevő
cliente	vásárlói
cliente	vásárló
cliente	ügyfél
cliente	kliens
rovina	tönkre
brevemente	röviden
break	szünet
break	törés
scade	lejár
scade	lejárat
scade	lejár
scade	lejárat
harvard	harvard
bolognese	bolognai
incoronazione	koronázás
affermare	érvényesíteni
mantello	cape
mantello	fok
mantello	köpeny
mantello	álcázó
mantello	köpeny
angoli	szögek
edge	edge
duchi	dukes
duchi	duke
duchi	herceg
sospetti	gyanúsított
sospetti	gyanús
sospetti	gyanúsított
sospetti	gyanúsítottak
sospetti	gyanakvó
sospetti	gyanús
sospetti	gyanú
sospetti	gyanú
sanità	egészségügy
sanità	egészségügyi
sanità	egészség
contribuisce	hozzájárul
tributo	tribute
imposta	szett
imposta	set
imposta	beállítva
imposta	forgatás
imposta	adó
imposta	adózás
imposta	adók
zhang	zhang
estone	észt
split	osztott
control	kontroll
control	irányítás
control	vezérlő
control	ellenőrzési
control	ellenőrzés
miti	mítoszok
tigre	tigris
tigre	tiger
spiegazioni	magyarázat
spiegazioni	magyarázatot
spiegazioni	magyarázat
spiegazioni	magyarázatot
hudson	hudson
granata	gránát
bordeaux	bordeaux
provocando	okoz
biblioteche	könyvtárak
biblioteche	könyvtári
biblioteche	könyvtár
biblioteche	könyvtárban
amiche	barátokkal
amiche	barátok
amiche	barátaim
amiche	ismerősök
corolla	corolla
tales	mesék
emiliano	emiliano
mercurio	mercury
mercurio	higany
piattaforme	platform
piattaforme	platformok
piattaforme	platform
fascio	sugár
fascio	köteg
uci	uci
montenegro	montenegró
aiuti	támogatás
aiuti	segély
aiuti	támogatások
missionario	misszionárius
vasco	vasco
damiano	damien
damiano	damian
remake	remake
disturbo	rendellenesség
disturbo	zavar
burton	burton
birmingham	birmingham
fleming	fleming
determinazione	meghatározás
determinazione	meghatározása
font	betűtípusok
font	betűtípus
font	font
font	betűtípus
berlina	szedán
cold	hidegen
cold	hideg
creek	patak
creek	creek
suprema	legfőbb
suprema	legfelsőbb
metallica	metallica
metallica	fémes
metallica	fém
tradotta	lefordított
ruth	ruth
dee	dee
tip	tipp
tip	füles
kane	kane
occasionalmente	alkalmi
occasionalmente	alkalmanként
occasionalmente	esetenként
occasionalmente	időnként
occasionalmente	alkalmanként
occasionalmente	esetenként
orléans	orleans
orléans	orléans
complessità	összetettsége
complessità	összetett
complessità	komplex
cliff	szikla
cliff	cliff
adventure	kaland
adventure	kalandok
cum	cum
rifiutato	elutasított
rifiutato	elutasítva
rifiutato	elutasította
rifiutato	elutasított
rifiutato	elutasított
rifiutato	elutasítva
chirurgo	sebész
celebrazione	ünnep
celebrazione	ünneplés
celebrazione	ünnepség
voluta	akartam
voluta	körözött
resistere	ellenállni
ecuador	ecuador
sainte	sainte
fiandre	flanders
viceré	helytartó
koch	koch
cox	cox
repubblicana	republikánusok
repubblicana	republikánus
numerazione	számozási
viterbo	viterbo
montevideo	montevideo
cantieri	hajógyárak
toledo	toledo
paulo	paulo
lanciata	elindított
lanciata	indított
segmento	szegmens
teodoro	theodore
chiusi	bezárt
chiusi	zárva
chiusi	zárt
ginocchio	térde
ginocchio	térd
sullivan	sullivan
consultato	konzultált
wind	szél
wind	szelet
jackie	jackie
turisti	turisták
turisti	turistákat
mancini	mancini
duetto	duett
duetto	duettet
lara	lara
early	korán
early	korai
ellis	ellis
consorte	házastársa
consorte	házastárs
consorte	hitves
chiavi	kulcs
chiavi	kulcsokat
chiavi	kulcsok
chiavi	kulcsfontosságú
chiavi	key
chiavi	kulcs
difensiva	védekező
difensiva	védekezés
celle	cella
celle	sejt
celle	sejtek
celle	cellák
celle	celle
parente	relatív
parente	viszonylagos
parente	rokon
magnetico	mágneses
vivi	live
vivi	élni
vivi	élőben
vivi	élő
vivi	élve
vivi	életben
vivi	él
contribuendo	hozzájáruló
contribuendo	hozzájárulás
vandalismo	vandalizmus
nativo	bennszülött
nativo	őslakos
nativo	őshonos
nativo	bennszülöttek
punizione	büntetés
punizione	őrizet
punizione	büntetés
martello	hammer
martello	kalapács
martello	martell
rangers	rangers
kingdom	királyság
atomi	atom
atomi	atomok
spa	fürdő
spa	spa
spa	gyógyfürdő
spa	wellness
templi	templomok
avvisi	figyelmeztetések
avvisi	hirdetmények
muoversi	mozgás
pittsburgh	pittsburgh
ein	ein
caserma	barakk
elicottero	helikopter
escluso	kizárva
escluso	kizárt
geografico	földrajzi
geografico	földrajzi
offerte	ajánlatok
offerte	kínál
offerte	ajánlat
offerte	ajánlatokat
rain	rain
rain	eső
montgomery	montgomery
trailer	lakókocsi
trailer	pótkocsi
marcelo	marcelo
accento	akcentus
accento	akcentussal
accento	akcentusa
cbs	cbs
helsinki	helsinki
mother	édesanyám
mother	anya
caserta	caserta
progettista	tervező
lecco	lecco
mista	kevert
mista	vegyes
mista	keverve
brandon	brandon
medina	medina
islanda	izlandi
islanda	izland
compositori	zeneszerzők
donazione	adomány
donazione	adományt
fiscale	fiskális
periodico	időszakos
alleate	szövetséges
dawn	hajnal
dawn	dawn
dawn	hajnalban
dose	adagot
dose	dózis
dose	adagolás
dose	adag
patti	patti
restaurata	helyreállt
sequenze	szekvenciák
walsh	walsh
hardcore	kőkemény
hardcore	hardcore
helena	helena
gil	gil
ladro	betörő
ladro	rabló
ladro	tolvaj
mel	mel
streghe	bűbájos
streghe	boszorkány
streghe	boszorkányok
alias	alias
alias	álnév
alias	alias
alias	álnév
alias	álneveket
equazioni	egyenlet
equazioni	egyenletek
decisiva	döntő
decisiva	meghatározó
percy	percy
electric	villamos
electric	villany
electric	elektromos
falsa	hamis
falsa	hamisítvány
falsa	mű
falsa	kamu
falsa	hamis
sottolineare	hangsúlyozni
superficiale	felszínes
superficiale	felületes
superficiale	sekélyes
superficiale	felszínes
superficiale	sekély
kill	megölni
kill	ölj
papà	apa
papà	apu
papà	apu
papà	papa
complimenti	gratulálok
complimenti	gratulálunk
complimenti	gratulálok
complimenti	gratula
fazione	frakció
sovranità	szuverenitás
nucleari	nukleáris
presunta	állítólagos
presunta	feltételezett
sergej	szergej
sergej	sergei
sergej	szergej
bottiglia	palack
bottiglia	üveg
bottiglia	tartály
bottiglia	üveget
eliminati	törölve
eliminati	törölt
muscolare	izmok
muscolare	izom
muscolare	izmos
senior	rangidős
senior	senior
senior	végzős
genesi	genesis
log	napló
log	log
descritti	leírt
pereira	pereira
seduta	ül
seduta	ülve
seduta	ülök
pellegrino	zarándok
discendenza	vérvonal
hero	hős
frammento	töredék
frammento	szilánk
gibson	gibson
combattenti	harcosok
combattenti	vadászok
alieni	idegen
alieni	űrlény
alieni	földönkívüliek
alieni	idegenek
vini	bor
vini	borok
vini	borok
difficilmente	aligha
difficilmente	alig
difensivo	védekező
difensivo	védekezés
vinile	vinil
avenue	avenue
avenue	sugárút
incursioni	rajtaütések
jenny	jenny
minoranze	kisebbségi
minoranze	kisebbség
minoranze	kisebbségek
definite	meghatározott
definite	meghatározva
distacco	különítmény
mancata	elmaradt
prefisso	előtag
cometa	üstökös
aquitania	aquitaine
comunicato	közölt
kit	készletek
kit	készlet
kit	készlet
kit	kit
vampiri	vámpírok
vampiri	vámpírok
vampiri	vámpírok
vampiri	vámpír
dichiarazioni	nyilatkozatok
dichiarazioni	kimutatások
dichiarazioni	állítások
dichiarazioni	nyilatkozatok
accessibile	elérhető
accessibile	hozzáférhető
accessibile	megközelíthető
accessibile	érhető
colombiano	kolumbiai
colombiano	kolumbiai
separato	külön
separato	különálló
separato	elkülönített
separato	külön
mori	mori
sparare	lőni
sparare	lő
correggere	helyes
correggere	korrekt
imminente	küszöbön
imminente	közelgő
imminente	közelgő
esclusione	kizárás
esclusione	kirekesztés
duke	duke
duke	herceg
portate	hozz
portate	hozd
rubrica	irány
virtuale	virtuális
midi	midi
danilo	danilo
generato	keletkező
generato	generált
generato	keletkezett
capua	capua
funzionari	hivatalnokok
funzionari	tisztviselők
funzionari	tisztviselői
fighter	harcos
fighter	bunyós
loco	loco
wonder	csoda
wade	wade
gravidanza	terhességi
gravidanza	terhesség
mercante	kereskedő
negativi	negatív
battere	legyőzni
battere	verés
battere	ver
raffigura	ábrázol
raffigura	ábrázolja
grassetto	merész
grassetto	bátor
algoritmo	algoritmust
algoritmo	algoritmus
riscatto	váltságdíjat
riscatto	váltságdíj
riscatto	megváltás
calda	meleg
calda	melegen
brien	brien
marion	marion
ferreira	ferreira
consulente	tanácsadó
consulente	tanácsadó
consulente	tanácsadó
edmund	edmund
fitzgerald	fitzgerald
abu	abu
holland	holland
versailles	versailles
osserva	megfigyelni
cicerone	cicero
slovacco	szlovák
slovacco	szlovák
malato	beteg
malato	betegek
pagani	pogány
pagani	pogány
pagani	pagani
pagani	pogányok
pagani	pogányok
registra	rekord
registra	lemez
sandy	homokos
sandy	sandy
libano	libanoni
libano	libanon
libano	libanoni
isolamento	szigetelés
isolamento	elszigeteltség
consegnato	szállított
consegnato	leszállított
jana	jana
schieramento	bevetés
sostituiti	levált
sostituiti	helyébe
martedì	kedd
martedì	kedden
martedì	keddenként
harper	harper
campane	harang
campane	harangok
chieti	chieti
heinz	heinz
automobili	autókat
automobili	autók
automobili	kocsik
elettroni	elektron
elettroni	elektronok
compromesso	kompromisszum
compromesso	kompromisszumot
compromesso	kompromisszumos
march	március
march	márciusi
lynn	lynn
césar	cesar
césar	césar
césar	césar
fisicamente	fizikailag
fisicamente	fizikai
interrotto	megszakította
interrotto	megszűnt
ufc	ufc
hearts	szívek
dichiarata	bejelentett
squadriglia	század
pozzi	wells
discorsi	beszédek
dipendenza	függőség
dipendenza	függőség
dipendenza	függőség
bolivia	bolíviai
bolivia	bolívia
nasconde	elrejti
insegnare	tanít
insegnare	tanítani
insegnare	tanítás
insegnare	tanítsd
insegnare	tanítson
insegnare	tanítani
stretti	straits
levante	levante
levante	levant
mezzanotte	éjfél
mezzanotte	éjfélkor
centenario	centenáriumi
yang	yang
pia	pia
salvataggio	megtakarítás
salvataggio	mentés
salvataggio	megmenteni
salvataggio	megmentési
salvataggio	mentő
salvataggio	mentés
raggruppamento	csoportosulás
rieti	rieti
osso	csontos
osso	csont
chen	chen
etnia	etnikai
bristol	bristol
rich	gazdag
rich	gazdagok
rich	rich
rappresentate	képviselt
rappresentate	képviselte
anatomia	anatómia
compressione	kompressziós
legislativo	jogalkotási
stampato	nyomtatott
stampato	nyomott
conan	conan
beverly	beverly
accompagna	kíséri
stabilimenti	üzemek
stabilimenti	gyárak
stabilimenti	létesítmények
sposta	mozgás
armonia	harmónia
armonia	harmony
decorata	díszített
decorata	kitüntetett
edison	edison
esposte	kitett
ripetutamente	ismételten
patty	patty
ain	ain
devozione	odaadás
pronta	kész
preparato	felkészült
preparato	elkészítve
preparato	előkészítve
preparato	elkészített
meeting	gyűlés
meeting	találkozás
meeting	találkozó
meeting	megbeszélés
prigionia	fogságban
parlata	beszélt
bestia	szörnyeteg
bestia	bestia
bestia	vadállat
bestia	fenevad
tattica	taktika
tattica	taktika
tattica	taktikai
stimato	becsült
gioacchino	joachim
maine	maine
fermato	leállt
fermato	megállt
spam	kéretlen
spam	spam
possedere	birtokolni
circle	kör
circle	kört
draghi	sárkányok
circuiti	áramkörök
circuiti	áramkör
circuiti	áramkör
eye	szemet
eye	szeme
eye	eye
eye	szem
contratti	szerződések
coupé	coupe
buffalo	bölény
buffalo	bivaly
buffalo	buffalo
pam	pam
suddivisi	osztva
suddivisi	megosztott
suddivisi	megosztva
sasso	sasso
sasso	szikla
sasso	kő
sasso	rock
lituania	litvániában
lituania	litvánia
facilità	könnyű
datazione	randi
datazione	randizni
datazione	társkereső
furto	betörést
furto	betörés
furto	rablás
furto	lopás
furto	lopás
coordinamento	koordináció
coordinamento	koordinációs
coordinamento	koordináló
mediterranea	mediterrán
cabina	taxi
cabina	taxit
cabina	kunyhó
cabina	kabin
bennett	bennett
pensieri	gondolatai
pensieri	gondolat
pensieri	gondolatok
circo	cirkusz
circo	cirkuszban
ebreo	zsidó
ebreo	zsidók
ebreo	zsidó
ebreo	héber
locomotiva	mozdony
saluti	üdvözlet
bush	bush
bush	bokor
chelsea	chelsea
progresso	előrehaladás
progresso	előrelépés
progresso	fejlődés
progresso	haladás
