алт	alt
боуви	bowie
летно	poletje
пушки	puške
пушки	pušk
пушки	topovi
пушки	puške
пушки	orožje
пушки	pištole
умерена	zmernih
умерена	zmerni
умерена	zmerno
умерена	zmeren
умерена	zmerne
умерена	zmerni
умерена	zmerna
умерена	zmerno
умерена	zmeren
цивилизации	civilizacije
цивилизации	civilizacij
цивилизации	civilizacije
цивилизации	civilizacij
болни	boleča
болни	boleče
болни	boleč
болни	boleči
болни	bolan
лаос	laosu
отон	otho
полот	spol
гравитација	gravitacija
гравитација	gravitacijo
гравитација	težnost
памук	pamuk
памук	bombaž
редовна	redno
редовна	redni
редовна	redna
олимпија	olimpija
погодни	priročno
погодни	priročna
клинтон	clinton
учеснички	sodelujoči
учеснички	sodelujoča
учеснички	sodelujoče
учеснички	udeležence
учеснички	sodelujoči
учеснички	udeleženci
варна	varna
варна	varni
валути	valuta
валути	valute
валути	valute
дно	dno
дно	spodaj
среќен	srečna
среќен	srečen
среќен	vesela
среќен	srečno
постава	postava
азиски	azijske
азиски	azijskih
азиски	azijski
идентични	identična
идентични	enake
поканети	vabljeni
поканети	vabljen
поканети	povabljeni
поканети	vabljena
сведок	priča
арапска	arabska
арапска	arabski
арапска	arabec
уста	ust
уста	usta
уста	gobec
хив	hiv
дилан	dylan
антиохија	antiohijo
болката	bolečine
болката	bolečino
болката	bolečina
управувани	uspela
управувани	uspelo
вработен	zaposleni
вработен	uslužbenec
вработен	delavec
вработен	zaposlena
вработен	zaposleni
вработен	zaposlen
стручно	izvedenec
стручно	strokovna
стручно	strokovnjak
ладен	obremenjen
ладен	laden
бернард	bernard
бернард	bernarda
девојче	punca
девојче	deklica
девојче	dekle
девојче	punco
мајнц	mainz
сценарист	scenarist
моќни	močan
моќни	močni
моќни	močno
моќни	mogočna
моќни	močna
реда	vrstice
реда	vrstic
мисисипи	mississippi
добиена	zmagali
добиена	zmagala
добиена	zmagal
мигел	miguel
чуда	čudežev
чуда	čudeži
чуда	čudeže
чуда	čudes
чуда	čudeže
чуда	čudeži
покани	povabila
покани	vabila
покани	povabi
покани	povabilo
покани	vabilo
покани	povabila
покани	vabila
покани	vabi
робот	robota
робот	robot
одредби	določbe
рамен	ravna
рамен	stanovanje
рамен	ramen
гледал	gledali
гледал	gledal
гледал	opazoval
гледал	gledala
обележја	emblemi
обележја	znamenitosti
детално	podrobno
детално	podrobnost
детално	podrobnosti
предаваат	naučil
хранливи	prehranske
модни	fashion
модни	modno
модни	modna
модни	moda
модни	modo
имплементација	izvedba
имплементација	izvajanje
имплементација	izvrševanje
сини	modro
сини	modre
сини	modri
сини	modra
пијалаци	pijače
пијалаци	pijač
пијалаци	pijačo
пијалаци	pijače
пијалаци	pijača
онтарио	ontario
додатни	dodatna
додатни	dodatno
додатни	dodatni
ген	gene
ген	gen
ген	gen
штети	odškodnina
штети	odškodnine
штети	škoda
антониј	antonij
континенти	celine
континенти	celinah
надмине	premagovanje
надмине	premagati
надмине	premagala
ризици	tveganje
ризици	tveganj
ризици	tveganja
трик	ukana
трик	trik
трик	finta
есеист	esejist
емоции	čustva
емоции	čustvo
емоции	čustva
емоции	čustev
тери	terri
тери	teri
тери	terry
бич	beech
бич	plaža
бич	plažo
бич	obala
бич	beach
доминантен	prevladujoča
доминантен	prevladujoči
доминантен	prevladujoče
доминантен	prevladuje
судење	sojenje
протестанти	protestanti
протестанти	protestnikov
протестанти	protestniki
исполнет	napolnjena
исполнет	napolnjen
исполнет	napolnjeno
конференции	konferenca
конференции	konference
конференции	konferenc
мажот	soprog
мажот	moz
мажот	mož
татковината	domovina
заклучоци	ugotovitve
заклучоци	ugotovitev
заклучоци	sklepi
заклучоци	zaključki
кабинет	omarica
кабинет	omara
кабинет	kabinet
зачуван	rešen
зачуван	rešeno
зачуван	shranjeno
зачуван	rešena
зачуван	shranjena
арагон	aragon
значителна	precejšnja
значителна	precejšnje
сончев	sončna
сончев	sončni
сончев	sončen
сончев	sunny
сончев	sončno
здраво	pozdravljeni
корпорација	korporacija
корпорација	corporation
корпорација	korporacijo
радијација	sevanje
радијација	obsevanje
радијација	sevanja
анимација	animacija
собрал	zbrala
собрал	zbrane
собрал	zbrani
собрал	zbrano
помогнале	pomagala
помогнале	pomagal
помогнале	pomagalo
едвај	komaj
едвај	komajda
едвај	komaj
едвај	komajda
одеднаш	nenadoma
одеднаш	naenkrat
одеднаш	nenadna
одеднаш	nenaden
одеднаш	nenadno
ферари	ferrari
прописи	uredbe
прописи	predpisi
прописи	pravilnik
прописи	uredba
прописи	predpis
прописи	ureditev
премиери	premiere
дуран	durant
дуран	duran
кремљ	kremlju
кромид	čebula
кромид	čebulo
кромид	čebule
кромид	čebula
кромид	čebule
мередит	meredith
успее	uspe
продукт	produkt
продукт	proizvod
продукт	izdelek
античко	antike
свесни	zavestno
висорамнина	višavja
освојувач	osvajalec
викиликс	wikileaks
налог	nalog
започната	izstreljena
задоволува	zadovoljuje
југословенска	jugoslovanske
југословенска	jugoslovanska
југословенска	jugoslovansko
југословенска	jugoslovanski
џеф	jeff
подигање	čevelj
подигање	škorenj
мак	mac
мак	maca
мак	mack
мак	mak
колона	stolpec
колона	kolona
нијанси	odtenke
нијанси	očala
облаци	oblaki
адамс	adams
шират	širjenje
самоа	samoe
иновации	inovacije
иновации	novosti
иновации	inovativnost
иновации	inovacije
иновации	inovacij
топла	vroče
топла	vroč
топла	vroča
топла	topla
топла	topel
топла	topli
топла	toplo
заинтересиран	zanima
заинтересиран	zainteresirani
заинтересиран	zainteresirana
заинтересиран	zainteresirane
спроведени	izveden
спроведени	izvedeno
спроведени	izvedeni
корпорации	družbe
корпорации	korporacije
тропските	tropih
спротивна	nasprotno
спротивна	nasproti
спротивна	nasprotje
забави	pogodbenice
забави	zabave
забави	stranke
грло	grlo
грло	žrelo
грло	grlu
грло	grla
потсетува	spominja
бизниси	podjetja
теоретичар	teoretik
жорж	georges
моќен	mogočni
моќен	mogočno
моќен	mogočna
моќен	močan
моќен	močni
моќен	močno
моќен	mogočna
моќен	močna
воспоставена	ustanovljena
воспоставена	ustanovljen
воспоставена	ugotovljena
воспоставена	vzpostavljen
зими	zime
зими	winters
пилот	pilotni
пилот	pilot
линколн	lincoln
вируси	virusno
вируси	virusne
вируси	virusna
вируси	virusi
вируси	viruse
свесен	zavestno
криви	krivulje
витез	vitez
печатени	tiskani
печатени	tiskane
печатени	natisnjeno
печатени	tiskano
осигура	zagotoviti
искористување	izkoriščanje
рајх	rajh
додадена	dodana
додадена	dodane
додадена	dodanih
додадена	dodan
додадена	dodani
додадена	dodano
семиња	semen
семиња	seme
семиња	semena
интервјуа	intervjuje
интервјуа	intervjujev
интервјуа	razgovori
интервјуа	pogovori
браната	jez
вагнер	wagner
рејчел	rachael
рејчел	rachel
рамна	ravna
рамна	stanovanje
предвидено	zamislil
предвидено	predvideno
предвидено	predvideni
предвидено	predvidena
санчез	sanchez
санчез	sánchez
извршувањето	usmrtitev
извршувањето	izvršitev
извршувањето	izvedba
извршувањето	izvrševanje
декади	desetletji
декади	desetletjih
декади	desetletij
декади	desetletja
забранети	prepovedano
забранети	prepovedan
забранети	prepovedani
забранети	prepovedana
забранети	prepovedano
забранети	prepovedane
забранети	prepovedani
забранети	prepovedana
забранети	prepovedan
забранети	prepovedana
забранети	prepovedani
преименувана	preimenovali
чудно	nerodno
чудно	neprijetno
чудно	neroden
чудно	čuden
чудно	čudno
чудно	nenavadno
чудно	čuden
чудно	čudno
чудно	čudno
чудно	čuden
чудно	nenavadna
чудно	nenavadno
писменост	pismenosti
џефри	geoffrey
џефри	jeffrey
пијалоци	pijačo
пијалоци	pijače
пијалоци	pijača
тактика	taktiko
тактика	taktike
тактика	taktika
тактика	taktika
кастро	castra
кастро	castro
одри	audrey
поплави	poplave
поплави	poplav
поплави	poplave
поплави	poplav
поплави	poplava
поплави	poplave
поплави	poplavo
поплави	poplava
тринидад	trinidad
архиепископот	nadškof
извоз	izvoz
извоз	izvozi
извоз	izvoz
благоевград	blagoevgrad
единбург	edinburghu
тесна	tesno
тесна	tesen
тесна	tesna
багдад	bagdad
доминираат	prevladujejo
ката	kata
ката	nadstropij
ката	tla
ката	nadstropja
аризона	arizona
аризона	arizono
масла	olja
организирано	organizirani
организирано	organizirano
организирано	organiziran
организирано	organizirana
организирано	organizirane
класифицирани	zaupno
ривали	tekmeci
советници	svetovalci
советници	svetovalce
советници	svetovalci
советници	svetovalci
советници	svetovalce
советници	svetovalci
лажни	ponarejena
лажни	ponaredek
лажни	lažno
лажни	fake
опозицијата	nasprotovanje
опозицијата	nasprotovanja
опозицијата	opozicija
опозицијата	opozicije
кук	kuhar
кук	cook
кук	kuharica
полк	regiment
полк	polk
полк	polk
лоара	loire
просторија	sobo
просторија	soba
просторија	sobi
моделите	vzorci
соседи	sosede
соседи	sosedje
соседи	sosedi
соседи	sosedov
соседи	sosede
соседи	sosedje
соседи	sosedi
неделно	tedenska
неделно	tedenski
неделно	tedensko
дамаск	damasku
бруно	bruno
повторува	ponovitve
хал	hala
хал	hal
черепот	lobanjo
черепот	lobanje
черепот	lobanja
паѓаат	padanje
паѓаат	padec
паѓаат	padajoči
паѓаат	padajo
плажи	plaže
таблички	tablice
таблички	krožniki
таблички	plošče
делфин	delfin
делфин	delfina
делфин	delfinov
канцеларии	pisarne
канцеларии	uradi
одиграно	igral
одиграно	igrala
одиграно	igralo
инструкции	navodila
инструкции	navodilo
инструкции	navodila
придонесуваат	prispevati
придонесуваат	prispevanje
чувар	varuh
чувар	imetnik
чувар	varuh
чувар	skrbnik
чувар	stražar
чувар	straža
чувар	čuvaj
чувар	garda
подобрува	izboljšuje
подобрува	izboljša
потешкотии	stisko
потешкотии	težavah
потешкотии	oteženo
потешкотии	težave
потешкотии	težave
нотација	zapis
сончева	sončna
сончева	sončni
сончева	sončne
сончева	sončno
судиите	sodniki
судиите	sodnikov
судиите	sodniki
пречка	ovira
поинаков	drugačna
поинаков	drugačen
поинаков	drugačni
поинаков	drugačno
клинички	klinični
клинички	klinično
именка	samostalnik
отворања	odprtine
вообичаени	običajno
вообичаени	običajna
измислени	namišljeni
измислени	namišljeno
измислени	izumili
измислени	izumil
измислени	izdelani
измислени	izmišljeni
континентот	celina
континентот	celini
континентот	celino
ерп	earp
фан	ventilator
фан	oboževalec
фан	navijač
фан	oboževalka
синовите	sinove
синовите	sinov
синовите	sinovi
синовите	sinova
алесандро	alessandro
еквивалент	ekvivalent
еквивалент	enakovreden
еквивалент	enakovredna
еквивалент	enakovredni
еквивалент	enakovredno
трчање	teče
трчање	tek
трчање	teči
комуницираат	komuniciranje
комуницираат	sporočanje
драматург	dramatik
означен	označena
означен	označeni
означен	označen
означен	označene
означен	označeno
роџерс	rogers
духовен	duhovna
духовен	duhovni
духовен	duhovnega
духовен	duhovne
духовен	duhovno
бенџамин	benjamin
арт	umetnost
арт	umetnosti
арт	art
рудник	moj
рудник	moja
рудник	rudnik
рудник	moje
кажа	kaja
минимална	minimalno
минимална	najmanj
минимална	najmanjša
минимална	minimalno
минимална	minimalne
минимална	minimalna
минимална	min
реален	realistično
реален	realna
реален	realističen
реален	stvarno
реален	realno
чистење	čiščenje
самоил	samuel
елстер	elster
прованса	provansi
купувачот	kupca
купувачот	kupec
монарх	monarh
омилен	priljubljeno
омилен	najljubša
омилен	najljubši
омилен	priljubljeni
омилен	priljubljeno
омилен	najljubša
омилен	najljubši
одразува	odraža
одразува	odseva
одразува	odraža
тежи	tehta
пресврт	zasuk
пресврт	preobrat
пресврт	twist
хармонија	harmonijo
хармонија	harmoniji
хармонија	harmonija
хармонија	harmony
жил	jules
жил	gilles
портали	portali
едгар	edgar
обновено	oživili
обновено	oživeli
обновено	obnovljen
обновено	obnovljena
обновено	obnovljeno
обновено	prenovljeno
обновено	obnovljeno
обновено	obnovljen
обновено	obnovljena
минг	ming
грејс	grace
постол	pella
стрипови	stripi
стрипови	stripov
стрипови	stripe
атанасов	atanasov
заслуга	zasluge
заслуга	kreditne
заслуга	kredit
заслуга	kreditno
сајмон	simon
сајмон	simona
крие	skrije
крие	skrivanje
крие	skriva
сантјаго	santiago
губат	izgublja
губат	izgubi
дијалог	dialog
филипс	phillips
картер	carter
картер	carterjeva
елементот	element
колумбо	kolumb
колумбо	columbo
тигри	tigri
тигри	tigrov
самостоен	solo
добиен	pridobljena
добиен	pridobljen
добиен	pridobljeno
умрела	umrla
умрела	umrl
економии	gospodarstva
комедии	komedije
терористи	teroriste
терористи	teroristi
терористи	teroristov
парламентарни	parlamentarna
парламентарни	parlamentarno
парламентарни	parlamentarni
рој	roy
рој	roj
снабдување	oskrba
снабдување	dobava
стебло	jelka
стебло	drevo
гази	ghazi
обвинети	obtožen
обвинети	obtožen
обвинети	obtožena
обвинети	obtoženi
обвинети	obtožencev
обвинети	napolnjen
обвинети	zaračuna
обвинети	napolnjeno
бот	bota
бот	bot
војводите	dukes
цска	cska
сакајќи	želeti
феномени	pojavi
феномени	pojave
затвори	zapri
затвори	zaprto
затвори	zaprt
затвори	zaprte
затвори	zaprti
затвори	zaprta
вакуум	vakuumske
студентски	dijak
студентски	študent
студентски	učenec
студентски	študentka
студентски	učenka
братучед	sorodnik
братучед	sestrična
братучед	bratranec
братучед	bratranec
фасада	fasado
земјоделско	kmetijska
земјоделско	kmetijske
земјоделско	kmetijsko
земјоделско	kmetijski
лазаров	lazarov
одигран	igral
одигран	igrala
одигран	igralo
особина	lastnost
спротивност	nasprotno
спротивност	nasproti
спротивност	nasprotje
продуценти	pridelovalci
продуценти	proizvajalci
орлеанс	orleans
заминување	odhod
мансфелд	mansfeld
миле	miljo
миле	mile
фасо	faso
образовен	izobraževalnih
образовен	izobraževalno
образовен	izobraževalni
образовен	izobraževanje
одделенија	oddelkih
клас	razred
клас	pouk
сена	senna
сена	seine
полови	spol
непријателот	sovražnik
непријателот	sovražniki
повторување	ponavljanje
повторување	ponovitev
повторување	ponavljanje
повторување	ponovi
вотсон	watson
научи	naučil
тропска	tropske
тропска	tropski
тропска	tropskih
серверот	strežnik
релативна	sorodnik
релативна	relativna
релативна	relativno
томи	tomi
томи	tommy
развивањето	razvijanje
развивањето	razvoj
карпите	razbitine
процедури	postopki
духовни	duhovna
духовни	duhovni
духовни	duhovnega
духовни	duhovne
духовни	duhovno
безбедно	varni
безбедно	varen
безбедно	varna
безбедно	varno
безбедно	varno
постигнато	doseženo
постигнато	dosežene
постигнато	dosežen
постигнато	dosežena
постигнато	doseženo
постигнато	doseženi
намерата	namera
намерата	namen
намерата	namera
преостанатите	preostali
преостанатите	preostale
преостанатите	preostalo
велосипеди	koles
велосипеди	kolesa
велосипеди	kolesa
уставна	ustavne
уставна	ustavno
уставна	ustavna
ископувања	izkopavanje
ископувања	izkopavanja
монастир	monastir
олга	olga
стандардно	privzeta
стандардно	privzeto
стандардно	standardna
стандардно	standardno
стандардно	standard
американец	ameriške
американец	ameriško
американец	ameriški
американец	ameriška
домаќини	gostitelji
одлучено	odločeno
одлучено	odločil
одлучено	odločila
одлучено	odločili
контраст	nasprotje
поен	zadetek
поен	rezultat
задачата	naloga
задачата	opravilo
дијагноза	diagnoza
дијагноза	diagnozo
дијагноза	diagnoze
данлоп	dunlop
пчиња	pčinja
лоренцо	lorenzo
топки	žoge
топки	žogice
топки	kroglice
топки	jajca
тргување	trgovanje
мој	moj
мој	moja
мој	rudnik
мој	moje
испратена	poslan
испратена	poslana
испратена	poslani
испратена	poslano
испратена	poslane
туркменистан	turkmenistan
гледачите	gledalce
гледачите	gledalci
гледачите	gledalcem
бизмарк	bismarck
регулира	ureja
регулира	uravnava
регистрација	registracija
регистрација	evidentiranje
фатен	ujeta
фатен	ujel
фатен	ujeli
фатен	ujet
фатен	ujeli
фатен	ujeta
фатен	zajeti
фатен	ujet
голдман	goldman
пожарот	blaze
хемичар	kemik
хрватскиот	hrvaška
хрватскиот	hrvaško
хрватскиот	hrvaške
хрватскиот	hrvaški
горица	gorica
хелиум	helij
транзиција	prehodno
транзиција	prehod
најмал	najmanjšega
најмал	najmanjše
најмал	najmanjši
најмал	najmanjša
несреќи	nesreče
несреќи	nezgode
несреќи	strmoglavi
несреќи	padci
апарати	aparat
апарати	naprave
апарати	aparati
винчи	vinci
потешко	močneje
потешко	težje
верниците	vernikov
верниците	verniki
верниците	zvesto
верниците	zvesta
верниците	zvest
верниците	zvesti
верниците	častilci
развојни	razvojna
царица	carica
царица	cesarica
издавачки	izdajanje
издавачки	objavo
издавачки	objavljanje
духовна	duhovna
духовна	duhovni
духовна	duhovnega
духовна	duhovne
духовна	duhovno
организаторите	organizatorji
организаторите	organizatorjev
организаторите	organizatorji
балкан	balkan
балкан	balkana
балкан	balkan
слог	zlog
придавки	pridevnikov
тенки	tanke
тенки	tanka
тенки	tanko
тенки	tanek
претворање	pretvarjanje
топење	taljenje
топење	taljenja
топење	topi
топење	stopil
топење	stopi
топење	topi
странска	tuje
странска	tuja
странска	tuji
глобална	svetovna
глобална	globalni
глобална	globalno
глобална	svetovno
никеја	nikejski
другар	tovarišica
другар	tovariš
другар	mate
другар	buddy
непријателски	neprijazen
непријателски	sovražni
непријателски	sovražna
непријателски	sovražno
спорови	spori
спорови	spore
подароци	darili
подароци	darila
подароци	darovi
подароци	darila
кривично	kriminalno
кривично	kazensko
кривично	kriminalec
кривично	kazenskih
трендови	trendi
трендови	gibanja
трендови	trende
комерцијална	komercialni
комерцијална	komercialna
комерцијална	komercialne
комерцијална	reklama
комерцијална	komercialno
јоханес	johannes
билки	rastline
билки	rastlin
билки	zelišča
консензус	soglasja
консензус	soglasje
лизинг	zakup
буркина	burkina
соломон	salomon
соломон	solomon
тимор	timor
сликање	sliko
сликање	slikanje
сликање	barvanje
сликање	slika
миграција	migracije
миграција	selitev
миграција	migracija
откуп	odkupnina
откуп	odkupnino
освојувања	osvajanja
освојувања	osvojitev
освојувања	osvajanje
освојувања	osvojitve
металика	metallica
вулкански	vulkanskega
вулкански	vulkan
ферер	ferrer
пристаништа	pristanišča
дебелината	debelost
дик	tič
дик	dick
олимпик	olimpijski
олимпик	olympic
камерун	kamerun
нелсон	nelson
лозја	vinogradi
лозја	vinogradov
кандидатите	kandidati
кандидатите	kandidatov
кандидатите	kandidatke
кандидатите	kandidata
кандидатите	kandidate
одвоени	ločena
одвоени	ločeni
одвоени	ločeno
камата	obresti
ѓаволот	hudič
ѓаволот	vrag
поморска	pomorski
поморска	pomorsko
поморска	pomorske
дипломатија	diplomacija
пабло	pablo
свирел	igral
свирел	igrala
свирел	igralo
лесни	počasi
склад	skladu
единствени	edinstveno
единствени	edinstven
единствени	edinstvena
единствени	enkratna
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivati
јовановски	jovanovski
бранител	branilec
инспирирани	navdih
ураниум	uran
приврзаниците	navdušenci
потешки	težji
потешки	težja
потешки	težje
фебруари	februarja
фебруари	februar
аматерски	amater
аматерски	amatersko
аматерски	amaterski
функционална	delovanje
функционална	funkcionalne
функционална	funkcionalno
функционална	funkcionalna
функционална	funkcionalni
ракети	rakete
ракети	izstrelki
ракети	rakete
штити	zaščiti
штити	varuje
штити	ščiti
штити	varovanje
емерсон	emerson
претходници	predhodniki
пустина	puščava
пустина	puščavi
хромозоми	kromosomov
основачи	ustanovitelji
тесен	tesno
тесен	tesen
тесен	tesna
тесен	ozko
тесен	ozki
тесен	ozka
тесен	ozke
тесен	ozek
приватно	zasebno
приватно	zasebno
приватно	privat
приватно	zasebna
приватно	zasebnega
приватно	zasebni
интересен	zanimiv
интересен	zanimivo
интересен	zanimiva
рагби	ragbi
рагби	rugby
коен	cohen
коен	cohn
показател	kazalnik
показател	indikator
показател	kazalec
показател	okvirne
показател	okvirno
показател	okvirni
показател	okvirna
долгогодишен	dolgoletni
ќустендил	kjustendil
кадри	okviri
кадри	okvirji
кадри	kadri
систематски	sistematično
систематски	sistematične
систематски	sistematično
систематски	sistematičnega
цвеќиња	rožice
цвеќиња	cvetje
цвеќиња	cvetovi
цвеќиња	rože
скарлет	scarlet
скарлет	scarlett
дефинитивно	definitivno
дефинитивно	vsekakor
дефинитивно	zagotovo
размер	merilo
размер	lestvici
размер	lestvica
размер	obseg
кратенка	bližnjice
кратенка	bližnjico
кратенка	bližnjica
марин	marin
стапките	stopnje
појаси	pasovi
појаси	pasove
појаси	pasovi
колинс	collins
мочуришта	mokrišča
мочуришта	močvirje
мочуришта	barja
ајдахо	idaho
земјоделска	kmetijska
земјоделска	kmetijske
земјоделска	kmetijsko
земјоделска	kmetijski
земјоделска	kmetovanje
земјоделска	kmetovanja
земјоделска	kmetijstvo
земјоделска	gojenje
централа	rastline
централа	rastlina
централа	obrat
централа	osrednje
централа	centralne
централа	centralno
централа	osrednji
централа	centralni
централа	odpremo
советување	svetovanje
советување	svetovanje
трага	sled
трага	sled
трага	svinec
дрес	uniforma
дрес	enotna
дрес	uniformo
сериски	serijsko
сериски	zaporedna
сериски	serijski
албанска	albansko
зло	zlobna
зло	zlo
зло	hudoben
зло	zloben
зло	zlobno
зло	nadloga
микроскоп	mikroskop
оператори	upravljavci
оператори	operaterji
оператори	izvajalci
оператори	operaterje
ракописот	rokopis
датуми	zmenki
датуми	datume
датуми	datumi
исчезнат	pogrešana
исчезнат	manjkajoče
исчезнат	pogrešan
исчезнат	manjka
исчезнат	manjkajo
исчезнат	izgine
исчезнат	izginila
сенегал	senegal
пинк	rožnata
пинк	pink
пинк	rožnate
пинк	rožnati
пинк	rožnato
пинк	roza
приоритет	prednost
приоритет	prednostno
заклетва	prisega
заклетва	prisego
хирургија	operacijo
хирургија	kirurgija
хирургија	operacija
бонд	vez
бонд	bond
ретка	redki
ретка	redko
засолниште	zavetje
засолниште	zatočišče
засолниште	zavetišče
засолниште	zaklonišče
засолниште	svetišče
засолниште	zatočišče
засолниште	zavetišče
засолниште	zatočišče
определување	določanje
влашка	vlaške
реализам	realizem
арамејски	aramejščina
бургенланд	gradiščanska
алфонсо	alfonso
преведување	prevajanje
преведување	prevajanje
преведување	prevod
уво	uho
уво	ušesa
тесалија	tesalijo
седи	sadie
седи	sedi
седи	sedenje
флеминг	flemming
флеминг	fleming
изложување	izpostavitev
изложување	izpostavljanje
изложување	izpostavljenost
изложување	izpostavljenosti
калциум	kalcij
калциум	kalcijev
калциум	kalcija
римјани	rimljani
фреска	fresco
фреска	freska
проценки	ocene
проценки	ocen
проценки	ocene
проценки	ocen
проценки	ocene
проценки	vrednotenje
проценки	vrednotenja
марина	marina
марина	marino
интелектуална	intelektualna
интелектуална	intelektualne
интелектуална	intelektualno
катастрофа	katastrofe
катастрофа	katastrofa
катастрофа	polomija
катастрофа	katastrofo
катастрофа	katastrofa
напаѓаат	napadajo
напаѓаат	napada
овозможувајќи	omogočanje
наведените	zgoraj
тед	ted
индустрии	industries
пери	perry
убави	čudovita
убави	prelepi
убави	prelepe
убави	lepi
убави	lepe
убави	lepa
константинов	konstantinov
козјак	kozjak
терористите	teroriste
терористите	teroristi
терористите	teroristov
призна	priznal
заработка	dobiček
заработка	zasluženo
заработка	zaslužek
заработка	dohodki
заработка	zaslužek
хем	hamm
хем	šunka
хем	ham
хем	šunke
пиј	pijačo
пиј	pij
пиј	pijača
версај	versailles
прост	prost
оценување	evalvacija
оценување	ovrednotenje
оценување	vrednotenje
оценување	ocena
оценување	ocenjevanje
долини	dolin
долини	doline
сузан	suzanne
сузан	susanne
сузан	suzana
сузан	susan
третини	tretjini
третини	tretjine
монетарен	monetarno
монетарен	denarno
монетарен	denarna
јунак	junak
јунак	heroj
автобуси	avtobuse
автобуси	avtobusi
мексикански	mehiško
мексикански	mehiški
мексикански	mehičan
мексикански	mehiška
изненадување	presenečenje
дизајни	modeli
миранда	miranda
патка	duck
патка	račka
патка	raca
ема	ema
ема	emma
застапеност	zastopanje
застапеност	ponazoritev
застапеност	predstavništvo
хомер	homer
маја	maia
маја	maya
маја	maji
маја	majo
маја	maja
окленд	auckland
стипендија	štipendijo
стипендија	štipendija
маски	preobleke
маски	maske
маски	mask
екстремитети	okončine
екстремитети	udov
екстремитети	ude
екстремитети	okončine
екстремитети	okončin
седми	sedmi
седми	sedma
седми	seventh
седми	sedmo
седми	sedmega
формална	formalno
формална	formalnega
часовници	ure
часовници	ur
часовници	ure
часовници	urami
тркала	kolesa
бохемија	bohemia
победува	zmaga
оптика	optika
магнетни	magnetno
магнетни	magnetni
магнетни	magnetna
кантон	cantona
раководење	upravljanje
раководење	obvladovanje
случајна	naključna
случајна	naključno
случајна	naključni
случајна	naključen
опиша	opisano
опиша	opisane
опиша	opisan
опиша	opisani
опиша	opisana
апсолутно	absolutno
студена	mraz
студена	mrzlo
студена	hladno
студена	mrzla
студена	mrzel
забранета	prepovedano
забранета	prepovedan
забранета	prepovedani
забранета	prepovedana
забранета	prepovedano
забранета	prepovedane
забранета	prepovedani
забранета	prepovedana
забранета	prepovedan
забранета	prepovedana
забранета	prepovedani
афро	afro
доброволци	prostovoljci
активист	aktivist
погубен	usmrtili
погубен	izvršena
погубен	usmrčen
терминологија	terminologije
нуклеарно	jedrska
нуклеарно	jedrski
вулкани	vulkani
данте	dante
управител	guverner
едвардс	edwards
братислава	bratislavi
кристоф	kristof
кристоф	christophe
кристоф	christoph
практични	praktično
практични	praktične
практични	praktičen
практични	praktična
глазгов	glasgow
истакнато	poudarila
истакнато	poudarjeno
истакнато	predstavljeni
истакнато	predstavljeno
истакнато	predstavljene
истакнато	predstavljena
истакнато	predstavljenih
истакнато	predstavljen
референци	reference
референци	sklicevanja
референци	sklicevanje
зоја	zoja
кент	kent
отпорност	vzdržljivost
отпорност	vzdržljivosti
отпорност	upor
отпорност	odpornost
отпорност	odpor
отпорност	upiranje
отпорност	odpornost
мајорка	majorki
мајорка	mallorca
хејс	hays
хејс	hayes
невработеноста	brezposelnosti
невработеноста	brezposelnost
илустрација	ponazoritev
илустрација	ilustracija
аферата	afera
аферата	afero
тесни	ozko
тесни	ozki
тесни	ozka
тесни	ozke
тесни	ozek
вртење	predenje
вртење	vrtenje
вртење	zavrti
карактери	liki
карактери	znaki
карактери	like
карактери	znakov
љубомир	ljubomir
прстите	prste
прстите	prstov
прстите	prsti
царства	kraljestev
моќна	močan
моќна	močni
моќна	močno
моќна	mogočna
моќна	močna
белешка	opomba
стекнување	pridobi
стекнување	pridobijo
ниче	nietzsche
неуспешни	neuspešno
неуспешни	neuspešen
неуспешни	neuspešni
ганди	gandhi
предизвикан	izzval
бастон	bastogne
литературна	literarni
долар	dolarja
долар	dolar
секстант	sekstant
тувалу	tuvalu
седница	zasedanje
седница	sejo
седница	zasedanju
седница	seja
задачите	naloge
подножје	noga
полицајци	policaji
полицајци	policisti
полицајци	policisti
полицајци	častniki
полицајци	policisti
полицајци	oficirji
земање	jemanje
водеше	tekel
водеше	tekli
водеше	vodil
водеше	povedel
комунист	komunistično
комунист	komunist
комунист	komunistična
комунист	komunistični
повика	poziva
повика	poklical
грубо	grobi
грубо	groba
грубо	grobo
анкара	ankari
мареј	murray
кривични	kriminalno
кривични	kazensko
кривични	kriminalec
кривични	kazenskih
хелен	helena
хелен	helen
скендербег	skenderbeg
електро	elektro
повелба	listina
повелба	listine
добивањето	sprejemam
добивањето	prejemanje
генетика	genetika
достигнувајќи	doseganje
точната	natančno
точната	natančen
претходен	predhodna
претходен	prejšnja
претходен	predhodni
претходен	prejšnji
претходен	predhodno
анимиран	animirani
инчи	palcev
инчи	centimetrov
сребрена	srebrn
сребрена	srebro
сребрена	srebrno
сребрена	srebrna
сребрена	silver
таџикистан	tadžikistan
социјалистички	socialdemokratov
рамо	rame
рамо	ramo
рамо	rama
рамо	rami
рекламирање	oglaševanje
алјаска	aljaske
алјаска	aljasko
алјаска	aljaski
жлезда	žleze
скорпија	škorpijon
бактериите	bakterija
