الكرامة	αξιοπρέπεια
غازات	αέρια
غازات	βενζίνη
غازات	γκάζι
غازات	αέρια
داروين	δαρβίνου
داروين	δαρβίνος
كارول	κάρολ
كارول	carol
تطبق	εφαρμόστηκε
تطبق	εφαρμόζεται
تطبق	εφαρμοζόμενη
تطبق	ισχύουν
كوسوفو	κοσσυφοπέδιο
كوسوفو	κόσοβο
المستحيل	αδύνατο
المستحيل	αδύνατον
المستحيل	αδύνατη
الدجاج	κότα
الدجاج	κοτόπουλο
السباقات	ιπποδρομίες
السباقات	φυλές
السباقات	κούρσες
السباقات	αγωνιστική
السباقات	αγωνιστικά
التحديات	προκλήσεις
كريمة	κρέμα
كريمة	κρεμ
جونغ	γιουνγκ
جونغ	τζουνγκ
ساكن	κάτοικοι
ساكن	κατοίκους
ساكن	στατική
ساكن	στατικό
شهيرة	διάσημο
شهيرة	διάσημος
شهيرة	διάσημη
شهيرة	διάσημοι
التجديد	καινοτομίες
التجديد	καινοτομίας
التجديد	καινοτομία
التجديد	ανακαίνιση
التجديد	ανανέωση
المدرعة	θωρακισμένο
المدرعة	θωρακισμένο
طبعا	σίγουρα
تروي	τροία
تروي	τρόι
طلعت	ταλάτ
ميغيل	μιγκέλ
ميغيل	miguel
المتقدم	προκαταβολή
المتقدم	προηγμένη
المتقدم	προχωρημένο
المتقدم	προχωρημένη
المتقدم	προηγμένο
لوحظ	παρατηρήθηκαν
لوحظ	παρατηρήθηκε
لوحظ	παρατηρηθεί
لوحظ	σημειώθηκε
لوحظ	σημείωσε
عداد	μετρητή
عداد	μετρητής
يسمع	ακούσω
مسحوق	σκόνη
موجه	σκηνοθέτησε
موجه	σκηνοθεσία
موجه	διάνυσμα
بطن	κοιλιά
بطن	μπέλι
بطن	κοιλιά
بطن	κοιλία
السعر	τιμή
المهرة	ικανός
تصفية	φίλτρο
تصفية	εκκαθάριση
تصفية	εκκαθάρισης
التذاكر	εισητήρια
التذاكر	εισιτήρια
التذاكر	εισιτήριο
التذاكر	εισητήριο
الكتيبة	τάγμα
المشاهير	διασημότητα
المشاهير	διάσημος
المشاهير	διάσημοι
المشاهير	διασημότητες
المشاهير	διάσημοι
التفتيش	επιθεώρηση
التفتيش	επιθεώρησης
المعتاد	συνήθεις
المعتاد	συνήθης
المعتاد	σύνηθες
سوار	βραχιόλι
تكشف	αποκαλύψει
تكشف	αποκάλυψε
تكشف	αποκάλυψη
تكشف	αποκαλύπτει
تكشف	αποκαλύπτεται
نيلسون	νέλσον
نيلسون	nelson
المحاولات	απόπειρες
المحاولات	προσπάθειες
الزنك	ψευδάργυρος
الزنك	ψευδάργυρο
الزنك	ψευδαργύρου
استيعاب	απορρόφησης
استيعاب	απορρόφηση
استيعاب	αφομοίωση
سحر	μαγική
سحر	μαγεία
سحر	μαγικά
سحر	μαγικό
تنشيط	ενεργοποίηση
تنشيط	ενεργοποίηση
تنشيط	ενεργοποίησε
الورقة	χαρτί
الورقة	φύλλο
الورقة	σεντόνι
السوقية	χυδαιότητα
لوثر	λούθερ
شطرنج	σκάκι
متجر	shop
متجر	κατάστημα
متجر	μαγαζί
متجر	κατάστημα
متجر	μαγαζί
التنس	τέννις
التنس	τένις
المتطلبات	απαιτήσεις
النسر	αετός
النسر	γύπα
النسر	αρπακτικό
فرعي	θυγατρική
فرعي	υποβρύχιο
فرعي	υπο
استئصال	εκρίζωση
استئصال	εξάλειψη
مهددة	απειλείται
مهددة	απείλησε
مهددة	απειλούνται
جوني	τζόνυ
جوني	τζόνι
جوني	johnny
ضفدع	βάτραχος
ضفدع	βάτραχος
ضفدع	βάτραχο
جزئية	μερική
جزئية	μερικό
المتطوعين	εθελοντές
المشاركون	συμμετέχοντες
اجتماعات	συσκέψεις
اجتماعات	συναντήσεις
اجتماعات	συνεδριάσεις
اجتماعات	σύνοδοι
تذكارية	αναμνηστικό
تذكارية	αναμνηστικά
فضيلة	αρετή
التغلب	ξεπεράσει
منهجية	μεθοδολογία
منهجية	συστηματικές
منهجية	συστηματικά
منهجية	συστηματικό
منهجية	συστηματική
المعادلات	εξισώσεις
البلطيق	βαλτική
البلطيق	βαλτικής
تحفيز	τόνωση
السويسرية	ελβετικό
السويسرية	ελβετική
السويسرية	ελβετικής
زائد	συν
زائد	plus
خشب	ξύλο
خشب	ξυλεία
خشب	ξυλείας
خشب	ξυλεία
تشييد	ναυπήγηση
تشييد	κατασκευές
تشييد	κατασκευή
المساحات	χώροι
المساحات	χώρους
المساحات	υαλοκαθαριστήρες
ضيقة	σφιχτή
ضيقة	σφιχτά
ضيقة	σφιχτό
الحوت	ιχθείς
الحوت	φάλαινα
ياسمين	γιασεμί
ياسمين	τζάσμιν
مفتي	μουφτής
لوبيز	λόπεζ
لوبيز	lopez
ادعى	ισχυρίστηκε
المساء	απόγευμα
المساء	καλησπέρα
المساء	βράδυ
جوليا	τζούλια
جوليا	χούλια
جوليا	julia
الكل	ολα
الكل	όλοι
الكل	όλες
الكل	όλα
المعاملة	συναλλαγή
المعاملة	θεραπεία
شريان	αρτηρίας
شريان	αρτηρία
المتغير	μεταβλητό
المتغير	μεταβλητή
شارلوت	charlotte
شارلوت	σαρλότ
شارلوت	σάρλοτ
ديانا	ντιάνα
ديانا	νταϊάνα
منتزه	παρκ
منتزه	park
منتزه	πάρκο
الوفاء	εκπληρώσει
الوفاء	εκπλήρωσε
الوفاء	εκπλήρωση
تسهيل	διευκόλυνση
تسهيل	διευκολύνοντας
تسهيل	διευκόλυνση
تسهيل	διευκολύνει
تسهيل	διευκόλυνση
انتقد	επέκρινε
فرعون	φαραώ
يفسر	εξηγεί
يفسر	εξηγείται
شكر	ευχαριστούμε
شكر	ευχαριστίες
شكر	ευχαριστω
شكر	ευχαριστώ
تلقائيا	αυτόματο
تلقائيا	αυτόματη
تلقائيا	αυτόματος
تلقائيا	αυτόματες
تلقائيا	αυτόματα
تلقائيا	αυτομάτως
تلقائيا	αυτόματα
تعاليم	διδασκαλίες
زائر	επισκέπτης
زائر	επισκέπτη
معتمد	διαπίστευση
معتمد	πιστοποιημένο
معتمد	πιστοποιημένη
الكوارث	καταστροφές
الكوارث	καταστροφή
ميديا	μήδεια
تلسكوب	τηλεσκόπιο
التنقل	κινητικότητα
التنقل	κινητικότητας
سمعة	φήμη
سمعة	υπόληψη
هانز	hans
هانز	χανς
جسيم	σωματίδιο
حنا	χάννα
حنا	χάνα
فدان	στρέμματα
فدان	εκτάρια
الاعلى	κορυφαία
الاعلى	τοπ
الاعلى	top
الاعلى	κορυφή
الاعلى	υψηλότερη
الاعلى	υψηλότερο
الاعلى	ψηλότερα
الاعلى	υψηλότερα
تفقد	ελέγξτε
تفقد	επιταγή
تفقد	έλεγχος
تفقد	check
تفقد	τσεκ
امبراطورية	αυτοκρατορία
امبراطورية	empire
امبراطورية	εμπάιρ
تلبية	συναντήσω
تلبية	συνάντηση
بخار	ατμός
بخار	ατμός
بخار	ατμό
بخار	ατμού
الاصابة	τραύμα
الاصابة	ζημία
الاصابة	τραυματισμός
الاصابة	ζημίας
الاصابة	κακώσεις
وضعية	πόζα
العلمانية	κοσμικό
العلمانية	κοσμική
العلمانية	εκκοσμίκευση
دائري	κυκλική
دائري	κυκλικό
دائري	κυκλικά
الاراضي	εδάφη
الاراضي	ξηρά
الاراضي	land
الاراضي	γη
الاراضي	στεριά
المكسيكي	μεξικάνικο
المكسيكي	μεξικάνος
مضاعفات	επιπλοκές
مضاعفات	περιπλοκές
العينات	δείγματα
عادات	συνήθειες
مدرعة	θωρακισμένο
مدرعة	θωρακισμένο
مطلوب	απαραίτητος
مطلوب	χρειαζόταν
مطلوب	απαιτούμενη
مطلوب	απαιτούμενα
مطلوب	απαιτούμενος
مطلوب	απαιτείται
مطلوب	απαιτούμενο
مطلوب	καταζητούμενος
مطلوب	καταζητείται
مطلوب	ήθελε
مطلوب	ηθελε
جدوى	σκοπιμότητα
جدوى	σκοπιμότητας
جدوى	εφικτό
هارت	χαρτ
الحبشة	αβησσυνία
التزلج	σκι
الكمال	τέλειος
الكمال	τέλειο
الكمال	τέλεια
الكمال	τελειότητα
الجسور	γεφυρών
الجسور	γέφυρες
اللاهوت	θεολογία
مهن	επαγγέλματα
مهن	καριέρες
مهن	σταδιοδρομία
مهن	επαγγέλματα
بيتش	παραλία
بيتش	παραλια
بيتش	πιτς
بيتش	ροδάκινο
مترجمة	μεταφραστεί
مترجمة	διερμηνέας
مترجمة	μεταφραστής
مترجمة	μεταφραστή
الجين	τζην
الجين	gene
الجين	τζιν
الجين	γονίδιο
الوصل	σύνδεση
الوالدين	γονείς
وعاء	σκάφος
وعاء	αγγείο
وعاء	πλοίο
وعاء	δοχείο
وعاء	ποτ
وعاء	χόρτο
وعاء	γλάστρα
وعاء	μπωλ
وعاء	μπολ
ميرزا	μίρζα
يشهد	καταθέσει
المفصل	λεπτομερείς
المفصل	λεπτομερές
المفصل	λεπτομερής
المفصل	λεπτομερή
المفصل	μεντεσέ
جيبوتي	τζιμπουτί
لاحظت	παρατηρήσει
فاكهة	καρποί
فاكهة	καρπός
فاكهة	φρούτο
فاكهة	φρούτα
عتبة	κατώφλι
نولان	νόλαν
موراي	μάρεϊ
ارتداء	φορώντας
ارتداء	φόρα
ارتداء	φόρεσε
ارتداء	φθορά
نادية	νάντια
تكامل	συμπληρωματικότητα
تكامل	αναπόσπαστο
تكامل	ολοκλήρωση
تكامل	ένταξη
تكامل	ενσωμάτωση
تكامل	ενοποίηση
المنفذ	λιμάνι
المنفذ	πορτ
المنفذ	λιμένας
المنفذ	θύρα
معتدل	μέτρια
معتدل	μέτριος
معتدل	μέτριο
عجز	αναπηρίας
عجز	αναπηρία
عجز	ανικανότητα
عجز	έλλειμμα
المسافات	αποστάσεις
رفيع	λεπτό
رفيع	λεπτή
رفيع	αδύνατος
رائدة	πρωτοποριακό
رائدة	πρωτοπόρος
ديف	ντέιβ
ديف	ντεβ
استعراض	επανεξέταση
استعراض	αναθεώρηση
استعراض	ανασκόπηση
ذكريات	μνήμες
ذكريات	αναμνήσεις
هوك	γάντζο
هوك	αγκίστρι
هوك	χουκ
هوك	χωκ
هوك	γεράκι
هوك	χοκ
الصمام	βαλβίδα
الزواحف	ερπετό
الزواحف	ερπετά
الزواحف	ερπετά
صمام	βαλβίδα
المثليين	ομοφυλόφιλοι
المثليين	λοατ
فضة	ασημί
فضة	ασημένια
فضة	σίλβερ
فضة	ασήμι
فضة	silver
السلف	προκατόχου
القلاع	κάστρα
القلاع	φρούρια
عشوائية	τυχαίος
عشوائية	τυχαίο
عشوائية	τυχαία
السعي	αναζήτηση
السعي	καταδίωξη
الخادم	υπηρέτρια
الخادم	υπηρέτης
الخادم	υπηρέτη
الخادم	εξυπηρετητής
الخادم	εξυπηρετητή
الخادم	διακομιστής
الخادم	server
انتباه	προσοχή
انتباه	προσοχη
اعتراف	εξομολόγηση
اعتراف	ομολογία
البولندي	πολωνική
البولندي	πολωνικό
البولندي	πολωνικά
البولندي	πολωνικές
البولندي	πολωνοί
البولندي	πολωνός
الفئران	ποντίκια
ارض	ξηρά
ارض	land
ارض	γη
ارض	στεριά
تصدير	εξαγωγές
تصدير	εξαγωγή
تصدير	εξαγωγής
تصدير	πρόλογος
تصدير	εξαγωγή
ناقل	φορέας
ناقل	μεταφορέας
ناقل	αεροπλανοφόρο
ناقل	μεταφορέα
ناقل	μεταφορέας
ناقل	μεταφορέα
ناقل	διάνυσμα
اربعة	τέσσερις
اربعة	τέσσερα
اربعة	four
اربعة	τεσσερα
الفعال	αποτελεσματική
الفعال	αποτελεσματικός
الفعال	αποτελεσματικό
الفعال	αποτελεσματικά
البنكرياس	πάγκρεας
البدائية	αρχέγονη
تيودور	θίοντορ
تيودور	τυδώρ
يعنى	έννοια
يعنى	νόημα
يعنى	εννοώντας
يعنى	σημαίνει
تضخم	πληθωρισμού
تضخم	πληθωρισμός
المحامي	δικηγόρος
المحامي	δικηγόρος
المحامي	δικηγόρο
شلل	παράλυση
الفعاليات	ηθοποιοί
الفعاليات	ηθοποιούς
الفعاليات	γεγονότα
الفعاليات	γεγονοτα
الفعاليات	συμβάντα
الفعاليات	εκδηλώσεις
ضع	βάλτε
ضع	βάλε
نوبة	κατάσχεση
نصيحة	συμβουλές
نصيحة	συμβουλή
نصيحة	φιλοδώρημα
نصيحة	συμβουλή
كتل	μπλοκ
كتل	τετράγωνα
منشور	post
منشور	δημοσίευση
منشور	ποστ
منشور	δημοσιεύθηκε
منشور	δημοσιευθεί
منشور	δημοσιεύτηκε
منشور	δημοσίευση
منشور	δημοσιεύεται
منشور	εκδίδεται
سنوي	ετησίως
سنوي	ετήσια
سنوي	ετήσιο
سنوي	ετήσιες
سنوي	ετήσια
سنوي	ετήσιος
سنوي	χιονισμένη
المؤمن	ασφαλισμένο
المؤمن	πιστός
فاسو	φάσο
انفصال	χωρισμός
انفصال	χωρισμό
انفصال	διαχωρισμός
انفصال	χωρισμός
انفصال	διαχωρισμού
المواهب	ταλέντο
المواهب	ταλέντα
التقاعد	συνταξιοδότησης
التقاعد	συνταξιοδότηση
نايت	νέιτ
نايت	nate
استعداد	έτοιμο
استعداد	έτοιμη
استعداد	έτοιμος
استعداد	έτοιμοι
استعداد	προετοιμασμένος
استعداد	προετοιμασμένη
استعداد	παρασκευασμένα
جثة	σωμα
جثة	πτώμα
جثة	κορμί
جثة	σώμα
جثة	πτώμα
الزي	κοστούμι
الزي	στολή
المتمردين	αντάρτες
المتمردين	επαναστάτες
المتمردين	επαναστάτης
المتمردين	επαναστάτη
كلهم	ολα
كلهم	όλοι
كلهم	όλες
كلهم	όλα
المؤلفين	δημιουργοί
المؤلفين	συντάκτες
المؤلفين	συγγραφείς
برو	πρου
برو	pro
برو	επαγγελματίας
العناوين	τίτλους
العناوين	τίτλοι
العناوين	διευθύνσεις
الغبار	σκόνη
بوركينا	μπουρκίνα
مادية	υλιστική
مادية	υλισμού
جزيء	μόριο
الفخذ	μηρό
غامضة	μυστήριος
غامضة	μυστηριώδης
غامضة	μυστηριώδη
غامضة	μυστηριώδες
المرجانية	κόραλ
المرجانية	κοράλλια
الاقتراع	δημοσκοπήσεων
سويفت	swift
سويفت	σουίφτ
العبور	διέλευση
العبور	διάβαση
العبور	διασχίζοντας
العبور	διέλευση
زامبيا	ζάμπια
جارية	συνεχιζόμενη
ليبي	λίμπι
داني	ντάνι
نمت	κοιμήθηκε
رويس	ρόις
تخصصات	σπεσιαλιτέ
تخصصات	ειδικότητες
تخصصات	σπεσιαλιτέ
تخصصات	ειδικότητες
مرادفات	συνώνυμα
شجر	δένδρα
شجر	δέντρα
كوب	κύπελλο
كوب	κούπα
كوب	φλιτζάνι
المدربين	προπονητές
المدربين	εκπαιδευτές
المدربين	εκπαιδευτές
المدربين	εκπαιδευτών
المواطنة	ιθαγένεια
المواطنة	υπηκοότητα
دوت	ντοτ
دوت	βούλα
دوت	τελεία
بلورات	κρυστάλλους
بلورات	κρύσταλλοι
الاسلامية	ισλαμική
الاسلامية	ισλαμικό
الاسلامية	ισλαμιστές
البركانية	ηφαιστειακή
الهرب	διαφυγής
الهرب	διαφυγή
الهرب	απόδραση
منظم	διοργανωτής
منظم	οργανωτής
الحرجة	κρίσιμη
الحرجة	κρίσιμα
الحرجة	κρίσιμο
الحرجة	κρίσιμες
عريض	πλατύ
عريض	ευρύ
عريض	πλατιά
عريض	τολμηρός
عريض	τολμηρό
عريض	τολμηρή
عريض	ευρεία
استدعاء	ανάκληση
كهف	σπήλαιο
كهف	σπηλιά
تبوك	ταμπούκ
النمل	μυρμήγκι
النمل	αντ
النمل	μυρμήγκια
برية	αγρια
برية	άγρια
برية	άγριος
برية	άγριο
برية	άγριες
برية	ερημιά
سرد	αφήγηση
المصرف	τράπεζα
المصرف	bank
النازي	ναζί
مرسيدس	mercedes
مرسيدس	μερσέντες
مرسيدس	μερσεντές
متكررة	επαναλαμβανόμενη
متكررة	επαναλαμβάνεται
متكررة	επαναλαμβανόμενη
متكررة	επαναλαμβανόμενο
الحلم	ονειρο
الحلم	όνειρο
الحلم	dream
الحلم	όνειρα
الحلم	ονειρεύομαι
وزارات	υπουργεία
نيكولاي	νικολάι
نيكولاي	νικολάε
نيكولاي	νικολάι
شريحة	φέτες
شريحة	φέτα
العتيقة	αντίκα
العتيقة	αντίκες
المقاتلين	μαχητικά
المقاتلين	αγωνιστές
المقاتلين	μαχητές
مشغل	φορέα
مشغل	χειριστή
مشغل	χειριστής
مشغل	παίκτης
مشغل	παίκτη
مشغل	παίχτης
مشغل	παίχτη
سويسري	ελβετικό
سويسري	ελβετική
سويسري	ελβετικής
مهاجمة	επιτίθεται
يدير	τρέχει
دفعت	πληρώνεται
دفعت	πλήρωσε
نعمة	ευλογία
نعمة	γκρέις
ستانفورد	στάνφορντ
اندماج	συγχώνευση
اندماج	σύντηξη
اندماج	τήξη
اندماج	σύντηξης
السقوط	πέφτω
السقوط	πτώση
السقوط	πέφτοντας
السقوط	φθινόπωρο
السقوط	πτώση
داون	αυγή
داون	ξημέρωμα
داون	ντόουν
العزل	μόνωση
العزل	απομόνωση
العزل	διαχωρισμός
العزل	διαχωρισμό
هابل	χαμπλ
القرش	καρχαρίας
القرش	καρχαρία
كوبر	cooper
كوبر	κούπερ
الانتصار	νικη
الانتصار	νίκη
ستوكهولم	στοκχόλμη
الاختراع	επινόηση
الاختراع	εφεύρεση
شرائح	διαφάνειες
شرائح	φέτες
يتلقى	λαμβάνει
يتلقى	παραλαμβάνει
الشغب	ταραχές
الشغب	εξέγερση
الشغب	ταραχή
الحضري	urban
الحضري	αστικές
الحضري	αστική
الحضري	αστικός
الحضري	αστικό
الدورية	περίπολο
الدورية	περίπολος
الدورية	περιπολία
المطالبة	αξίωση
المطالبة	διεκδίκηση
المطالبة	κατοχύρωση
المطالبة	ισχυρισμός
رباعية	τετράδα
رباعية	τετράδα
رباعية	τετραπλό
رحيل	αποχώρηση
رحيل	αναχώρηση
توظيف	πρόσληψη
توظيف	προσλήψεις
توظيف	μίσθωση
مختلفين	διαφορετικός
مختلفين	διαφορετικά
مختلفين	διαφορετικοί
مختلفين	διαφορετική
مختلفين	διαφορετικό
الرسومات	σχέδια
الرسومات	ζωγραφιές
الرسومات	σκίτσα
الرسومات	γραφικά
الاصطناعي	τεχνητή
الاصطناعي	τεχνητά
الاصطناعي	τεχνητό
الاصطناعي	τεχνητές
الصوف	δέρας
الصوف	μαλλί
طقوس	ιεροτελεστία
طقوس	τελετουργικό
طقوس	τελετουργία
طقوس	ιεροτελεστία
طقوس	τελετές
طقوس	τελετουργικά
الاستهلاك	κατανάλωση
الاستهلاك	υποτίμηση
الاستهلاك	απόσβεσης
الاستهلاك	απόσβεση
سباح	κολυμβητής
باراك	μπαράκ
باراك	μπάρακ
باراك	μπαράκ
سبورت	σπορ
سبورت	αθλητισμός
سبورت	άθλημα
تنام	κοιμάται
تنام	ύπνος
تنام	κοιμάσαι
تنام	κοιμάμαι
الالعاب	παιχνίδια
الالعاب	αγωνες
الالعاب	αγώνες
الالعاب	games
البكر	πρωτότοκο
ماسة	διαμάντι
متكامل	ολοκληρωμένη
متكامل	ολοκληρωμένα
متكامل	ολοκληρωμένο
متكامل	ολοκληρωμένες
ويل	γουίλ
ويل	will
ويل	θα
صدمة	σοκ
اكتسبت	αποκτήσει
اكتسبت	αποκτήθηκαν
اكتسبت	αποκτήθηκε
اكتسبت	κεκτημένα
عصفور	μπερντ
عصفور	πουλί
عصفور	πτηνό
عصفور	σπάροου
عصفور	σπουργίτι
نضال	αγώνας
نضال	πάλη
مقدسة	ιερός
مقدسة	ιερά
مقدسة	ιερή
مقدسة	ιερό
رشح	φίλτρο
اليدين	χέρια
الوردي	ροζ
التنافس	αντιπαλότητα
المشروبات	ποτά
فريمان	φρίμαν
تحلل	αποσύνθεση
وصفة	συνταγή
وصفة	συνταγή
كثيفة	πυκνή
كثيفة	πυκνό
ينظم	ρυθμίζει
ينظم	οργανώνει
الجيولوجي	γεωλόγος
الجيولوجي	γεωλογική
ببطء	αργά
ذكاء	εξυπνάδα
ذكاء	ευφυία
ذكاء	νοημοσύνη
ذكاء	έξυπνη
ذكاء	ευφυής
ذكاء	ευφυή
ذكاء	έξυπνος
ذكاء	έξυπνο
ذكاء	έξυπνη
ذكاء	smart
ذكاء	έξυπνος
مولى	μόλυ
مولى	molly
مولى	μόλι
مولى	μόλλυ
الباكستانية	πακιστανός
المثقفين	διανοούμενοι
القبر	τάφος
القبر	τάφο
القبر	τάφος
القبر	τάφο
بيغ	πεγκ
دستورية	συνταγματικότητα
دستورية	συνταγματικά
دستورية	συνταγματικό
دستورية	συνταγματική
تاجر	έμπορος
تاجر	έμπορος
تاجر	έμπορος
تاجر	ντίλερ
اكبر	ακμπάρ
اكبر	μεγαλύτερος
اكبر	μεγαλύτερο
اكبر	μεγαλύτερη
مؤامرة	οικόπεδο
مؤامرة	πλοκή
مؤامرة	συνωμοσία
مؤامرة	συνομωσία
كريستي	κρίστι
كريستي	christy
رقمي	ψηφιακό
رقمي	ψηφιακά
رقمي	ψηφιακή
رقمي	ψηφιακές
رقمي	digital
هالة	χάλα
هالة	ανωμαλία
هالة	αύρα
هالة	φωτοστέφανο
برهان	αποδείξεις
برهان	απόδειξη
الحرائق	φωτιές
الحرائق	πυρκαγιές
القراصنة	πειρατές
مزدوجة	διπλή
مزدوجة	διπλό
مزدوجة	διπλά
مزدوجة	διπλός
الاستراتيجي	στρατηγικό
الفواكه	καρποί
الفواكه	καρπός
الفواكه	φρούτο
الفواكه	φρούτα
الفواكه	καρποί
الفواكه	φρούτα
مير	μιρ
مير	μερ
تسوية	διακανονισμού
تسوية	διευθέτηση
تسوية	διακανονισμός
تسوية	συμβιβασμοί
تسوية	συμβιβασμός
تسوية	συμβιβασμό
تسوية	συμβιβαστική
الالكتروني	ηλεκτρονική
الالكتروني	ηλεκτρονικό
الالكتروني	ηλεκτρονικά
الاتحادي	ομοσπονδιακός
الاتحادي	ομοσπονδιακό
حراري	θερμική
حراري	θερμικές
الكسندر	αλεξάντερ
الكسندر	αλέξανδρε
الكسندر	αλέξανδρος
نشرة	δελτίο
قزوين	κασπία
العملي	πρακτικά
العملي	πρακτική
العملي	πρακτικός
العملي	πρακτικό
قادرين	ικανοί
قادرين	ικανές
قادرين	ικανός
قادرين	ικανό
قادرين	ικανή
تجاهل	αγνοήστε
تجاهل	αγνόησε
تجاهل	αγνοήσω
تجاهل	απόρριψη
تجاهل	αγνόησε
هرتز	χερτζ
استقالة	παραίτηση
محامي	δικηγόρος
محامي	δικηγόρο
كيفن	κέβιν
مارسيليا	μασσαλία
المثالي	ιδανικός
المثالي	ιδανικά
المثالي	ιδανική
المثالي	ιδανικό
القطعة	κομμάτι
القطعة	τεμάχιο
المعارضين	αντιπάλους
المعارضين	αντίπαλοι
افراد	άτομα
التسمم	δηλητηριάσεις
التسمم	δηλητηρίαση
حليب	γάλα
المعتقلين	κρατούμενοι
المعتقلين	κρατουμένων
مطلق	χωρισμένος
مطلق	χωρισμένη
مطلق	χωρισμένοι
مطلق	διαζύγιο
النظير	ομόλογό
مناهضة	αντι
بندقية	καραμπίνα
بندقية	καραμπίνα
بندقية	τουφέκι
المعيشة	ζώντας
الاكتشاف	ανακάλυψη
العقاقير	ναρκωτικά
جنائية	κακοποιός
جنائية	εγκληματική
جنائية	εγκληματίας
جنائية	ποινικό
السامي	σάμι
منارة	φάρο
منارة	φάρος
منارة	φάρος
حفرة	οπή
حفرة	τρύπα
حفرة	λάκκος
حفرة	λάκκο
اسفل	down
اسفل	κάτω
اسفل	κατω
المستوطنات	οικισμούς
خلع	εξάρθρωση
دوس	dos
متطورة	σοφιστικέ
هوندا	honda
الجرحى	πληγωμένος
الجرحى	τραυματίες
الجرحى	πληγωμένη
الجرحى	τραυματίας
الجرحى	τραυματισμένος
الكوميدي	κωμικός
الكوميدي	κωμικό
كلير	claire
كلير	κλερ
كلير	κλαιρ
تراكم	συσσώρευση
الناتو	νατο
الناتو	nato
قاسية	σκληρό
قاسية	σκληρή
مؤشرات	δείκτες
مؤشرات	ενδείξεις
واجب	δασμός
واجب	καθήκον
الاستثمارات	επενδύσεις
الاستثمارات	επένδυση
الاستثمارات	επενδύσεις
الاستثمارات	επενδύσεων
المضيف	ξενιστής
المضيف	υποδοχής
المضيف	παρουσιαστής
المضيف	οικοδεσπότης
تقليدي	παραδοσιακό
تقليدي	παραδοσιακά
تقليدي	παραδοσιακή
تقليدي	παραδοσιακές
تقليدي	παραδοσιακός
تقليدي	κλασσικά
تقليدي	κλασικά
تقليدي	κλασσικό
تقليدي	κλασική
تقليدي	κλασικό
غارسيا	garcia
غارسيا	γκαρσία
رويال	βασιλικός
رويال	βασιλικό
رويال	βασιλική
رويال	royal
رويال	ρόγιαλ
شهيد	μάρτυρας
شهيد	μάρτυρα
بالتحديد	συγκεκριμένα
العامية	αργκό
هدية	παρών
هدية	δώρο
هدية	παρόντες
هدية	παρούσα
هدية	παρόν
هدية	χάρισμα
هدية	δώρο
هدية	δωράκι
انتقادات	επικρίσεις
انتقادات	κριτική
انتقادات	επικρίσεις
انتقادات	κριτική
تشعر	νιώθω
تشعر	νιώσε
ملاك	άγγελος
ملاك	αγγελος
ملاك	έιντζελ
ملاك	angel
حشرات	σφάλματα
حشرات	ζωύφια
حشرات	ζουζούνια
حشرات	έντομα
حشرات	μπαγκς
يضرب	χτυπήματα
تطالب	απαιτεί
تطالب	απαιτητική
تطالب	απαιτητικό
الدخان	καπνός
الدخان	καπνό
الجزاء	ποινή
الجزاء	πέναλτι
الجزاء	κύρωση
الاعتقال	σύλληψη
الاعتقال	κράτησης
الاعتقال	τιμωρία
الاعتقال	κράτηση
الزوايا	γωνιές
الزوايا	γωνίες
الزوايا	γωνίες
المستقيم	πρωκτό
خلاصة	αφηρημένη
خلاصة	αφηρημένος
الصوفي	mystic
الوفاق	συμφιλίωση
الوفاق	ομόνοια
متصفح	browser
تسرب	διαρροή
تسرب	διαρροή
دعاء	προσευχή
تمدد	τέντωμα
سماء	ουρανού
سماء	ουρανός
سماء	ουρανό
سماء	sky
سماء	σκάι
سماء	ουρανοί
سماء	ουρανός
سماء	ουρανούς
حقا	πραγματικά
حقا	αλήθεια
مهد	κούνια
مهد	λίκνο
مهد	κούνια
مساكن	κατοικίες
مساكن	στέγαση
مساكن	στέγασης
مساكن	ακίνητα
مساكن	κατοικίες
فو	φου
بنيامين	benjamin
بنيامين	μπέντζαμιν
نبيلة	ευγενής
نبيلة	ευγενή
نبيلة	νομπλ
نبيلة	ευγενείς
نبيلة	ευγενές
يثير	εγείρει
يثير	αυξήσεις
الزهري	σύφιλη
ترمز	συμβολίζουν
ترمز	συμβολίζει
الميثاق	σύμφωνο
الميثاق	συμπαγής
الميثاق	συμπαγή
الميثاق	συμπαγές
الميثاق	χάρτα
الميثاق	χάρτη
الانتقادات	επικρίσεις
الانتقادات	κριτική
الانتقادات	επικρίσεις
الانتقادات	κριτική
باز	μπαζ
خبز	ψωμί
البيضاوي	οβάλ
هجر	εγκατάλειψη
زيمبابوي	ζιμπάμπουε
تقوية	ενδυνάμωση
مدفعية	πυροβολικό
ناس	ατομα
ناس	ανθρωποι
ناس	άνθρωποι
ناس	κόσμος
ناس	άτομα
ناس	ανθρώπους
قزم	ξωτικό
قزم	νάνος
قزم	νάνος
قزم	νάνο
قزم	gnome
تشارلي	τσάρλι
تشارلي	charlie
تشارلي	τσάρλυ
بدوي	μπαντάουι
حشد	πλήθος
القيادات	ηγεσία
القيادات	αρχηγία
فاتح	φως
فاتح	light
فاتح	ελαφρύ
فاتح	ελαφριά
فاتح	φώς
فاتح	φατίχ
جيرسي	τζέρσεϋ
جيرسي	τζέρσεϊ
جيرسي	τζέρσι
جيرسي	jersey
