மற்றும்	et
மருத்துவர்கள்	docteurs
மருத்துவர்கள்	médecins
மலாக்கா	malacca
மலாக்கா	melaka
கவிஞர்கள்	poètes
கொல்லப்பட்டார்	tué
கொல்லப்பட்டார்	tuée
கொல்லப்பட்டார்	tués
பொருத்தமான	approprié
பொருத்தமான	convenable
பாராளுமன்ற	parlementaire
பிரதி	double
பிரதி	dupliquer
பிரதி	duplicata
பிரதி	duplication
முன்னேற்றம்	progrès
முன்னேற்றம்	progression
முன்னேற்றம்	progresser
முன்னேற்றம்	avancement
அயர்லாந்து	irlande
நடைமுறை	procédure
தெய்வம்	déesses
தெய்வம்	déesse
வழங்கப்பட்ட	fournies
வழங்கப்பட்ட	fourni
வழங்கப்பட்ட	fournie
வழங்கப்பட்ட	fournis
அளித்து	fournies
அளித்து	fourni
அளித்து	fournie
அளித்து	fournis
புறம்	latéraux
புறம்	côté
புறம்	latérale
புறம்	latéral
பாரிஸ்	paris
இயல்பான	bio
இயல்பான	biologiques
இயல்பான	biologique
இயல்பான	organiques
இயல்பான	organique
இயல்பான	normale
இயல்பான	normaux
இயல்பான	normales
இயல்பான	normal
உருது	ourdou
படிப்படியாக	progressif
படிப்படியாக	graduelle
படிப்படியாக	graduel
படிப்படியாக	progressive
படிப்படியாக	progressivement
படிப்படியாக	graduellement
அவனை	lui
அப்பொழுது	ensuite
அப்பொழுது	alors
அப்பொழுது	puis
அளவுகள்	dimensions
அளவுகள்	dimension
அளவுகள்	grandeurs
அளவுகள்	tailles
அளவுகள்	taille
கருத்துகள்	commentaires
கருத்துகள்	remarques
கருத்துகள்	observations
அழுத்த	appuyez
அழுத்த	presse
ஆடை	habillement
ஆடை	vêtements
ஆடை	robe
ஆடை	habillement
ஆடை	vêtements
ஆடை	vêtement
டீ	thés
டீ	tea
டீ	thé
டீ	dee
ஆயிரக்கணக்கான	milliers
லட்சுமி	lakshmi
பீ	abeille
பீ	bee
குறி	marquer
குறி	marque
குறி	mark
குறி	signer
குறி	signe
குறி	panneau
குறி	signez
மேடை	étape
மேடை	stade
மேடை	scène
சாம்பல்	gray
சாம்பல்	gris
சாம்பல்	grise
சாம்பல்	gris
சாம்பல்	grise
மலாய்	malaisien
மலாய்	malais
மலாய்	pourparlers
கன்னட	kannada
கலப்பு	mélangé
கலப்பு	mixtes
கலப்பு	mélangés
கலப்பு	mixte
கலப்பு	mix
கலப்பு	mélanger
கலப்பு	mélange
கலப்பு	mixage
ரா	cru
ரா	premières
ரா	brut
ரா	crue
ரா	raw
ரா	crus
வடமேற்கு	northwest
வருடங்கள்	années
வருடங்கள்	ans
உலகளவில்	globalement
விக்டோரியா	victoria
பொட்டாசியம்	potassium
காலநிலை	climat
காலநிலை	temps
காலநிலை	météorologie
காலநிலை	météo
காலநிலை	climat
காலநிலை	intempéries
பரிந்துரை	proposer
பரிந்துரை	suggérez
பரிந்துரை	suggère
பரிந்துரை	suggérer
பரிந்துரை	recommander
பரிந்துரை	recommande
பரிந்துரை	suggestion
பரிந்துரை	recommandation
பரிந்துரை	recommandations
ஏனென்றால்	parce
ஏனென்றால்	car
ஏனென்றால்	parceque
மொத்தமாக	carrément
மொத்தமாக	complètement
மொத்தமாக	totalement
தோட்டம்	jardins
தோட்டம்	jardin
இலவச	gratuit
இலவச	gratuits
இலவச	free
இலவச	gratuitement
இலவச	libre
ஞானம்	sagesse
நெறிமுறை	protocole
நெறிமுறை	protocol
சினிமா	cinémas
சினிமா	cinéma
சினிமா	ciné
நுகர்வோர்	consommateurs
நுகர்வோர்	consommateur
தோழி	ami
தோழி	amie
தோழி	amis
வாய்	bouche
வாய்	embouchure
வாய்	wai
பாதிப்பு	dégats
பாதிப்பு	dommages
பாதிப்பு	dégâts
பாதிப்பு	dommage
அழகு	beau
அழகு	superbe
அழகு	magnifiques
அழகு	magnifique
அழகு	belle
அழகு	cute
அழகு	mignons
அழகு	mignon
அழகு	mignonne
அழகு	beauté
அழகு	joli
அழகு	jolie
அழகு	jolies
ஆப்பிள்	pommier
ஆப்பிள்	pommes
ஆப்பிள்	apple
ஆப்பிள்	pomme
விஷ்ணு	vishnu
விலகி	loin
தொடர்புகள்	contacts
பெட்டி	coffret
பெட்டி	boîte
பெட்டி	boite
டாம்	tom
கொடுத்த	donné
கொடுத்த	donnés
தொடர்ச்சி	continue
தொடர்ச்சி	ininterrompu
தொடர்ச்சி	continu
தொடர்ச்சி	continus
தொடர்ச்சி	chaîne
தொடர்ச்சி	ficelle
தொடர்ச்சி	string
தொடர்ச்சி	cordes
தொடர்ச்சி	séquences
தொடர்ச்சி	séquence
பில்	bill
பில்	facture
பில்	facturer
வியட்நாம்	vietnam
வியட்நாம்	viêtnam
மொபைல்	mobile
மொபைல்	portable
தாவரம்	végétal
தாவரம்	usine
தாவரம்	plante
பின்னணி	fond
பின்னணி	contexte
கலைகள்	arts
கலைக்களஞ்சியம்	encyclopédie
மின்னணு	électroniques
மின்னணு	electronique
மின்னணு	électronique
பயன்பாடுகள்	applications
பயன்பாடுகள்	demandes
பயன்பாடுகள்	applications
பயன்பாடுகள்	apps
பாரிய	massifs
பாரிய	massif
பாரிய	massive
பாரிய	massives
வெ	ven
வெ	fri
குறிப்பிடப்படுகிறது	rôdeurs
குறிப்பிடப்படுகிறது	marcheurs
கற்பனை	imaginaire
கற்பனை	fantasy
கற்பனை	fantasme
கற்பனை	fantaisie
கற்பனை	imagination
பூக்கள்	fleurs
சகோதரர்கள்	freres
சகோதரர்கள்	frères
சகோதரர்கள்	brothers
போலந்து	pologne
பிரபு	prabhu
ஒவ்வொன்றும்	chacune
ஒவ்வொன்றும்	chaque
ஒவ்வொன்றும்	chacun
தொழிலாளர்கள்	ouvriers
தொழிலாளர்கள்	travailleurs
வளர்ப்பு	foster
தொடர்கள்	série
தொடர்கள்	séries
தொடர்கள்	chaînes
தொடர்கள்	cordes
மது	alcools
மது	alcool
மது	madhu
மது	vins
மது	vin
குறிப்பிடப்பட்டுள்ளது	précisé
குறிப்பிடப்பட்டுள்ளது	spécifiés
குறிப்பிடப்பட்டுள்ளது	spécifiée
குறிப்பிடப்பட்டுள்ளது	spécifié
எட்டாம்	viii
கனடிய	canadiens
கனடிய	canadienne
கனடிய	canadien
கேரளா	kerala
நாசி	nazie
நாசி	nazi
நாசி	nazis
சொல்ல	dites
சொல்ல	say
சொல்ல	dire
சொல்ல	dis
ஆதிக்கம்	domine
ஆதிக்கம்	dominent
ஆதிக்கம்	dominer
ஆதிக்கம்	dominante
ஆதிக்கம்	domination
ஆதிக்கம்	dominance
ஆதிக்கம்	prédominance
விரைவுவண்டி	exprès
விரைவுவண்டி	exprimer
விரைவுவண்டி	express
விரைவுவண்டி	expresse
இஸ்லாம்	islam
தவறு	faux
தவறு	fausse
தவறு	false
தவறு	fausses
தவறு	précision
தவறு	faux
தவறு	tort
தவறு	mal
தவறு	erroné
தவறு	erreur
இளைஞர்	jeunesse
இளைஞர்	jeunes
வாரம்	semaine
வாரம்	semaines
யார்க்	york
பொருந்தும்	postuler
பொருந்தும்	appliquer
பொருந்தும்	appliquez
பொருந்தும்	appariement
பொருந்தும்	adéquation
பொருந்தும்	correspondance
பொருந்தும்	correspondant
பாடி	organisme
பாடி	carrosserie
பாடி	organe
பாடி	corps
பரவல்	diffusion
பரவல்	répartition
பரவல்	distribution
தடுத்து	détention
தடுத்து	rétention
செருமானிய	germanique
திசை	direction
ஈர்ப்பு	attraits
ஈர்ப்பு	attraction
ஈர்ப்பு	attirance
ஈர்ப்பு	attirer
ஈர்ப்பு	attrait
ரே	raie
ரே	ray
நலம்	bien
நலம்	puits
நலம்	bah
நலம்	sante
நலம்	santé
நலம்	fine
நலம்	amende
ஊடகங்கள்	média
ஊடகங்கள்	médias
உணவுகள்	nourritures
உணவுகள்	aliments
போனது	partis
போனது	parti
போனது	gone
இரயில்	train
இரயில்	ferroviaire
இரயில்	rail
உடனே	immédiatement
உடனே	aussitôt
உடனே	asap
இழப்பு	perte
இழப்பு	pertes
இல்லம்	maison
தேசம்	nation
வலுவான	forte
வலுவான	forts
வலுவான	strong
வலுவான	fort
வாக்காளர்	électeur
வாக்காளர்	électeurs
இயக்குநர்கள்	administrateurs
இயக்குநர்கள்	réalisateurs
இயக்குநர்கள்	directeurs
அரசுகள்	gouvernements
பயன்படுத்திக்	utiliser
பயன்படுத்திக்	utilisant
ஒட்டுமொத்த	globale
ஒட்டுமொத்த	globalement
மான்	cerf
மான்	cerfs
மான்	daim
மான்	biche
மான்	chevreuil
பெண்களுக்கு	filles
பெண்களுக்கு	femmes
பெண்களுக்கு	féminin
பெண்களுக்கு	femme
ஆனந்த	ananda
பரிசோதனை	essai
பரிசோதனை	test
பரிசோதனை	épreuve
பரிசோதனை	tester
பரிசோதனை	expérimenter
பரிசோதனை	expérience
பரிசோதனை	expérimentation
மாற்றங்களை	modifications
மாற்றங்களை	changements
வளாகம்	complexe
வளாகம்	complexes
வளாகம்	campus
எழுதப்பட்டது	ecrit
எழுதப்பட்டது	écrite
எழுதப்பட்டது	écrit
எழுதப்பட்டது	écrites
எழுதப்பட்டது	écrits
எழுதப்பட்டது	brulé
எழுதப்பட்டது	brûlés
எழுதப்பட்டது	brûlées
எழுதப்பட்டது	brûlée
எழுதப்பட்டது	brûlé
பிரச்சினை	problème
பிரச்சினை	problématique
சேர்	ajout
சேர்	ajouter
சேர்	ajoute
சேர்	ajoutez
சேர்	joindre
சேர்	rejoignez
சேர்	adhérer
சேர்	rejoindre
பாரசீக	persique
பாரசீக	perse
பாரசீக	perses
பாரசீக	persan
எங்கும்	ailleurs
எங்கும்	partout
எங்கும்	partout
மீதும்	capables
மீதும்	capable
முத்து	perle
முத்து	nacre
முத்து	pearl
முத்து	perles
மகாத்மா	mahatma
கரு	primitives
கரு	noyau
சான்று	justificatif
சான்று	preuve
சான்று	preuves
சான்று	témoignage
தாக்கத்தை	impact
தாக்கத்தை	incidence
வார்த்தை	mot
இளங்கலை	célibataire
இளங்கலை	bachelor
இளங்கலை	baccalauréat
மேம்பட்ட	avancés
மேம்பட்ட	avancées
மேம்பட்ட	avancé
மேம்பட்ட	perfectionné
மேம்பட்ட	avancée
கடினமான	difficiles
கடினமான	dur
கடினமான	hard
கடினமான	difficile
கடினமான	dure
கடினமான	dur
கடினமான	coriace
குளிர்	rhume
குளிர்	froide
குளிர்	froid
குளிர்	froids
இன்னமும்	still
இன்னமும்	encore
இன்னமும்	toujours
தளங்கள்	domaines
தளங்கள்	plateformes
தளங்கள்	sites
சுவர்	paroi
சுவர்	muraille
சுவர்	mur
சிற்பங்கள்	sculptures
பீகார்	bihar
எதிர்கால	future
எதிர்கால	futures
எதிர்கால	futur
எதிர்கால	futurs
எதிர்கால	avenir
வேத	veda
அழைக்கப்பட்ட	appelée
அழைக்கப்பட்ட	appelé
அழைக்கப்பட்ட	appelés
பெரும்பான்மை	majorité
பெரும்பான்மை	majoritaire
பெரும்பான்மை	majoritaires
சபா	sabah
சபா	saba
அதிகபட்ச	max
அதிகபட்ச	maxi
அதிகபட்ச	maxime
அதிகபட்ச	maximum
அதிகபட்ச	maximale
அதிகபட்ச	maximal
அதிகபட்ச	maximales
அதிகபட்ச	maximum
பிழை	error
பிழை	erreur
பிழை	erreurs
நகரும்	déménagement
நகரும்	bouger
நகரும்	déménager
ராய்	roy
விரைவு	rapide
விரைவு	rapidement
விரைவு	vite
விரைவு	rapides
பெறப்பட்ட	reçu
பெறப்பட்ட	reçues
பெறப்பட்ட	reçus
பெறப்பட்ட	reçue
யூனியன்	union
யூனியன்	syndicat
அமினோ	aminé
அமினோ	aminés
எடுக்கும்	prendre
எடுக்கும்	prenant
எடுக்கும்	prend
இந்தியர்கள்	indiens
பாடகர்கள்	chanteurs
பாடகர்கள்	chanteuses
அமைச்சர்கள்	ministres
பிரச்சினைகள்	problèmes
பிரச்சினைகள்	problèmes
டிஜிட்டல்	numérique
டிஜிட்டல்	numériques
டிஜிட்டல்	digital
ஆவணங்கள்	dossiers
ஆவணங்கள்	docs
ஆவணங்கள்	documents
ஆவணங்கள்	documentation
கல்லீரல்	hépatique
கல்லீரல்	foies
கல்லீரல்	foie
கல்லீரல்	hépatiques
சிட்னி	sydney
சான்றிதழ்	certificats
சான்றிதழ்	attestation
சான்றிதழ்	certificat
திருவனந்தபுரம்	trivandrum
திருவனந்தபுரம்	thiruvananthapuram
தற்கொலை	suicide
தற்கொலை	suicides
ஈரான்	iranienne
ஈரான்	iran
துப்பாக்கி	pistolet
துப்பாக்கி	revolver
துப்பாக்கி	fusil
துப்பாக்கி	pistolet
துப்பாக்கி	arme
துப்பாக்கி	revolver
அரிசி	riz
பஞ்சாயத்து	panchayat
காசி	khasi
காசி	kashi
என்பதைப்	benne
டெல்லி	delhi
தனித்த	isolées
தனித்த	isolés
தனித்த	isolée
தனித்த	isolé
பதினாறாம்	xvi
பதினாறாம்	xvie
மாற்றும்	changeant
மாற்றும்	changer
சமன்பாடு	équation
அடிப்படையான	fondamentale
அடிப்படையான	fondamental
அடிப்படையான	fondamentaux
பெண்ணின்	fille
பெண்ணின்	fillette
பெண்ணின்	femme
வளர்ச்சிக்கு	croissance
குளோரைடு	chlorures
குளோரைடு	chlorure
டான்	dan
டான்	don
தாண்டி	beyond
முகவரி	allocution
முகவரி	adresse
சமமாக	égales
சமமாக	égaux
சமமாக	égal
சமமாக	égale
மனிதனின்	man
மனிதனின்	mec
மனிதனின்	homme
அழைப்பு	appeler
அழைப்பு	appelez
அழைப்பு	appel
அழைப்பு	appelle
தீர்ப்பு	jugement
ஆதாரம்	source
ஆதாரம்	sources
ஆதாரம்	justificatif
ஆதாரம்	preuve
ஆதாரம்	preuves
ராயல்	royale
ராயல்	royal
ராயல்	royales
ராயல்	royaux
அடியில்	sous
அடியில்	under
வேற்றுமை	diffèrent
வேற்றுமை	diversité
கட்டணம்	honoraires
கட்டணம்	redevance
கட்டணம்	prix
கட்டணம்	tarif
கட்டணம்	charge
கட்டணம்	payement
கட்டணம்	paiements
கட்டணம்	paiement
நெறி	syntaxe
நதி	nadi
நதி	fleuve
நதி	rivière
கைப்பற்ற	vaincre
கைப்பற்ற	conquête
கைப்பற்ற	conquérir
நண்பர்கள்	amies
நண்பர்கள்	amis
சமீபத்திய	récents
சமீபத்திய	récent
சமீபத்திய	récentes
சமீபத்திய	récente
சமீபத்திய	dernier
சமீபத்திய	dernières
சமீபத்திய	derniers
சமீபத்திய	dernière
தினமும்	quotidien
தினமும்	quotidienne
தினமும்	quotidien
தினமும்	quotidiens
தினமும்	journalier
தினமும்	quotidienne
பார்வதி	parvati
போய்	boi
நட்சத்திரம்	étoile
நட்சத்திரம்	vedette
நட்சத்திரம்	etoiles
நட்சத்திரம்	star
நட்சத்திரம்	étoiles
ஆய்வாளர்	analyste
ஆய்வாளர்	analystes
வீ	wii
வீ	wee
நடத்தை	comportements
நடத்தை	comportement
நடத்தை	comportement
விளையாடும்	jouer
விளையாடும்	jouant
வேளாண்	agro
பள்ளத்தாக்கு	valley
பள்ளத்தாக்கு	vallée
பிலிம்பேர்	filmfare
தங்கி	rester
தங்கி	resté
தங்கி	séjourné
டவுன்	ville
டவுன்	down
டவுன்	descendre
இருக்கும்போது	lorsque
இருக்கும்போது	quand
வழக்கறிஞர்	avocat
வழக்கறிஞர்	juriste
வழக்கறிஞர்	avocate
கோணம்	angle
சிந்தனை	réfléchir
சிந்தனை	pensant
சிந்தனை	pensée
சிந்தனை	penser
சிந்தனை	réfléchi
சிந்தனை	pensais
சிந்தனை	pensé
சிந்தனை	pensée
கூட்டத்தில்	rencontre
கூட்டத்தில்	réunion
தேவைப்படுகிறது	exigée
தேவைப்படுகிறது	exigé
தேவைப்படுகிறது	requise
தேவைப்படுகிறது	nécessaire
தேவைப்படுகிறது	obligatoire
தேவைப்படுகிறது	requis
டன்	tonne
டன்	tonnes
டன்	tonne
டன்	tonnes
தொழில்முறை	professionnels
தொழில்முறை	professionnelle
தொழில்முறை	professionnel
தொழில்முறை	professionnelles
டை	cravate
டை	nouer
டை	cravates
நாட்டார்	vernaculaire
நாட்டார்	folk
விமானங்கள்	vols
நம்பி	croyez
நம்பி	croire
நம்பி	croient
நம்பி	crois
உரிமம்	authentifier
உரிமம்	authentification
உரிமம்	permis
உரிமம்	licences
உரிமம்	licence
உரிமம்	copyright
துருக்கி	turquie
துருக்கி	dinde
துருக்கி	turques
துருக்கி	turque
துருக்கி	turc
துருக்கி	turcs
அடிமை	slave
அடிமை	esclave
அடிமை	esclaves
இரத்தம்	saignement
இரத்தம்	saignée
இரத்தம்	hémorragie
இரத்தம்	saignements
இரத்தம்	sang
இரத்தம்	sanguin
இரத்தம்	blood
விண்கலம்	vaisseau
சுழல்	tourbillon
சுழல்	agiter
சுழல்	récursion
சுழல்	vrille
சுழல்	spin
சுழல்	tourner
சுழல்	tourne
சுழல்	spirale
சுழல்	spirales
பத்ம	padma
தாமரை	lotus
செலுத்தி	nourricier
ரஷ்ய	russes
ரஷ்ய	russe
கால்வாய்	canal
கிருஷ்ண	krishna
வாகனம்	automobile
வாகனம்	véhicule
வாகனம்	automobile
அருவி	cascade
அருவி	chute
அருவி	chutes
அருவி	tombe
அருவி	falls
மேயர்	mayer
மேயர்	bourgmestre
மேயர்	maire
மேயர்	maires
மேயர்	meyer
ரெட்டி	reddy
சாலைகள்	routes
சாலைகள்	chemins
பண்பு	attribuer
பண்பு	attributs
பண்பு	attribut
பண்பு	biens
பண்பு	propriété
செயற்கைக்கோள்	satellite
முடி	cheveu
முடி	cheveux
முடி	coiffure
முடி	finis
முடி	finir
முடி	terminer
முடி	termine
முடி	end
முடி	fin
இசையமைப்பாளர்	musicienne
இசையமைப்பாளர்	musicien
பாம்பு	serpents
பாம்பு	vipère
பாம்பு	snake
பாம்பு	serpent
அறிவிப்பு	annonce
அறிவிப்பு	remarque
அறிவிப்பு	préavis
அறிவிப்பு	avis
அறிவிப்பு	notification
சுவீடன்	suède
விருப்பம்	comme
விருப்பம்	aime
விருப்பம்	aiment
விருப்பம்	genre
விருப்பம்	aimez
நாளை	demain
நாளை	tomorrow
கிடைக்கவில்லை	indisponible
கிடைக்கவில்லை	indisponibilité
பதிவேற்றப்பட்டது	téléchargés
பதிவேற்றப்பட்டது	téléchargé
பதிவேற்றப்பட்டது	téléchargée
வைட்டமின்	vitamine
வைட்டமின்	vitamines
சமையல்	cuisiner
சமையல்	cuisine
சமையல்	cuisson
மூளை	cerveaux
மூளை	cérébrale
மூளை	cerveau
மூளை	cervelle
மூளை	cerveaux
மூளை	cerveau
மூளை	cervelle
தோல்வி	échec
தோல்வி	défaillance
தோல்வி	échec
தோல்வி	raté
தோல்வி	échoué
தோல்வி	perdez
தோல்வி	perdre
தோல்வி	perd
நட்பு	amitié
நட்பு	amitiés
படத்தை	photo
முத்திரை	cachet
முத்திரை	timbre
முத்திரை	timbres
முத்திரை	poinçon
முத்திரை	tampon
முத்திரை	mudra
முத்திரை	phoque
முத்திரை	sceau
முத்திரை	phoques
இலை	feuille
இலை	leaf
இலை	feuilles
வரலாற்றுச்	historique
வரலாற்றுச்	historiques
விவிலிய	biblique
விவிலிய	bibliques
நாயுடு	naidu
மகிழ்ச்சி	bonheur
மகிழ்ச்சி	heureuses
மகிழ்ச்சி	joyeux
மகிழ்ச்சி	heureux
மகிழ்ச்சி	heureuse
மகிழ்ச்சி	joyeuse
வன்முறை	violentes
வன்முறை	violent
வன்முறை	violents
வன்முறை	violente
வன்முறை	violences
வன்முறை	violence
கலவை	mélange
கலவை	mixeur
கலவை	mixer
கலவை	mélangeur
கலவை	mélangé
கலவை	mixtes
கலவை	mélangés
கலவை	mixte
கலவை	mélanger
கலவை	mélange
சார்லஸ்	charles
உள்ளடக்கம்	contenu
உள்ளடக்கம்	contenus
உள்ளடக்கம்	sommaire
உள்ளடக்கம்	contenus
உள்ளடக்கம்	contenu
வர்த்தகம்	commerce
வர்த்தகம்	négoce
வர்த்தகம்	trading
வர்த்தகம்	négociation
என்னுடைய	miens
என்னுடைய	mine
என்னுடைய	mienne
என்னுடைய	mien
கனடாவின்	canadiennes
கனடாவின்	canadiens
அசாம்	assam
அசாம்	azam
பரிமாற்றம்	opérations
பரிமாற்றம்	transactions
பரிமாற்றம்	virement
பரிமாற்றம்	transfer
பரிமாற்றம்	transférer
பரிமாற்றம்	transfert
பரிமாற்றம்	échange
பரிமாற்றம்	echange
பரிமாற்றம்	échanger
கறுப்பு	noire
கறுப்பு	black
கறுப்பு	noires
கறுப்பு	noir
கறுப்பு	noirs
தரமான	qualite
தரமான	qualité
நைட்	knight
நைட்	chevalier
நைட்	chevaliers
கைப்பற்றி	capturées
கைப்பற்றி	capturée
கைப்பற்றி	capturé
கைப்பற்றி	capturés
பயண	voyage
பயண	voyages
பத்தாம்	dixième
பத்தாம்	tenth
கால்சியம்	cobalt
கால்சியம்	calcium
கால்சியம்	celsius
கால்சியம்	magnésium
இயக்கி	pilote
இயக்கி	conducteur
இயக்கி	lecteur
இயக்கி	conduire
காயமடைந்தனர்	blessé
காயமடைந்தனர்	blessée
காயமடைந்தனர்	blessées
காயமடைந்தனர்	blessés
காயமடைந்தனர்	lésée
கடைசியாக	dernier
கடைசியாக	dernière
கடைசியாக	derniers
கடைசியாக	dernières
வெட்டி	cut
வெட்டி	couper
வெட்டி	coupé
வெட்டி	coupez
வெட்டி	coupe
பெறுதல்	recevant
பெறுதல்	recevoir
பெறுதல்	obtenir
பிள்ளைகள்	enfants
பிள்ளைகள்	enfant
தவறாக	faux
தவறாக	tort
தவறாக	mal
தவறாக	erroné
சங்கிலி	enchaîner
சங்கிலி	chaîne
சங்கிலி	chaine
சாதனங்கள்	dispositifs
சாதனங்கள்	appareils
சாதனங்கள்	périphériques
தொலைவு	distance
தொலைவு	éloignement
தொலைவு	distances
மனதில்	esprit
மனதில்	mind
படித்தார்	étudié
படித்தார்	étudiée
படித்தார்	étudiées
படித்தார்	étudiés
அலெக்சாண்டர்	aleksandr
அலெக்சாண்டர்	alexandre
அலெக்சாண்டர்	alexander
களம்	domaine
பழங்கள்	fruits
பூசை	puja
வேட்பாளர்	candidats
வேட்பாளர்	candidate
வேட்பாளர்	candidat
ஓடும்	courir
தொழிற்சாலை	industrie
தொழிற்சாலை	industrielle
தொழிற்சாலை	industriels
தொழிற்சாலை	industrielles
தொழிற்சாலை	industriel
தொழிற்சாலை	fabrique
தொழிற்சாலை	usine
கோடை	eté
கோடை	été
குறைக்க	réduire
ஜனநாயக	démocratique
ஜனநாயக	démocrate
ஜனநாயக	démocratiques
லூக்கா	luke
லூக்கா	luc
லூக்கா	luka
உறுப்புகள்	éléments
உறுப்புகள்	eléments
சர்க்கரை	sucre
சர்க்கரை	sucres
நாட்காட்டி	calendriers
நாட்காட்டி	agenda
நாட்காட்டி	calendrier
ஆலோசனை	conseil
ஆலோசனை	conseils
ஆலோசனை	conseil
ஆலோசனை	consultant
ஆலோசனை	consultation
ஆலோசனை	consultez
ஆலோசனை	consulter
மெதுவாக	ralentir
மெதுவாக	lentement
மெதுவாக	lenteur
மெதுவாக	lent
மெதுவாக	lente
மெதுவாக	lentement
மெதுவாக	doucement
பேராக்	perak
அளிக்கிறது	fournit
காப்பீடு	assurances
காப்பீடு	assurance
அரசியலமைப்பு	constitution
பயன்படுத்துகிறது	utiliser
பயன்படுத்துகிறது	utilisant
பயன்படுத்துகிறது	usages
பயன்படுத்துகிறது	utilise
பயன்படுத்துகிறது	utilisations
மைல்கள்	milles
மைல்கள்	kilomètres
மைல்கள்	miles
மடம்	monastère
மடம்	monastères
புனிதர்	sainte
புனிதர்	saint
பாத்திரம்	rôle
ஆழமான	profond
ஆழமான	profonds
ஆழமான	deep
ஆழமான	profonde
வழிமுறைகள்	chaînes
வழிமுறைகள்	canaux
வழிமுறைகள்	consignes
வழிமுறைகள்	instructions
ஆரம்பித்தது	commencé
ஆரம்பித்தது	démarré
ஆரம்பித்தது	commencée
அதிர்வெண்	répétition
அதிர்வெண்	périodicité
அதிர்வெண்	fréquence
அதிர்வெண்	fréquences
சீரான	uniforme
சீரான	uniformes
பணிபுரிந்தார்	fonctionné
பணிபுரிந்தார்	travaillé
துவக்க	startup
துவக்க	démarrage
கொன்று	assassiner
கொன்று	massacrer
கொன்று	tuer
கொன்று	kill
கொன்று	tuez
கொன்று	tuer
கொன்று	tue
சிட்டி	chitty
சிட்டி	ville
சிட்டி	villes
அதிகரித்து	croissante
புலம்	champ
புலம்	domaine
பாய்	garçon
பாய்	boy
பாய்	bhai
பாய்	pai
பாய்	bai
எங்கள்	notre
எங்கள்	nos
மோகன்	mohan
நந்தி	nandi
தவம்	pénitence
தொற்று	infections
தொற்று	infection
தொற்று	infections
தொற்று	infection
காணாமல்	disparues
காணாமல்	disparue
காணாமல்	disparu
காணாமல்	disparus
காணாமல்	manquants
காணாமல்	manquante
காணாமல்	manque
காணாமல்	manquant
காணாமல்	disparu
சந்திரன்	lunaire
சந்திரன்	lune
சந்திரன்	moon
குழுவினர்	équipage
குழுவினர்	équipages
திரவ	liquide
திரவ	liquides
குலம்	clan
தானாகவே	auto
தானாகவே	automatique
தானாகவே	automatiquement
நுழைவாயில்	passerelle
நுழைவாயில்	gateway
செல்	cell
செல்	cellules
செல்	cellule
மோட்டார்	moteur
மரபியல்	génétique
விமர்சனம்	critique
விமர்சனம்	critiques
கிருஷ்ணா	krishna
போர்கள்	guerres
பொதுநலவாய	commonwealth
பரவியது	propagation
பரவியது	répandre
இசைக்குழு	groupe
இசைக்குழு	orchestre
இசைக்குழு	bande
ஓட்டம்	runner
ஓட்டம்	coureur
ஓட்டம்	flux
ஓட்டம்	débit
ஓட்டம்	flow
ஓட்டம்	écoulement
ஓட்டம்	courir
ஓட்டம்	courir
ஓட்டம்	exécuter
ஊழல்	corrompue
ஊழல்	corrompu
ஊழல்	corrompus
ஊழல்	scandales
ஊழல்	scandale
ஊழல்	arnaquer
ஊழல்	escroquerie
ஊழல்	arnaque
ஊழல்	corruption
குழந்தைகளின்	enfants
பாதி	moitié
பாதி	demi
ஆதலால்	avantage
தேர்	char
தேர்	chariot
ஸ்டீவ்	steve
வம்சம்	dynastie
இந்துக்கள்	hindous
கொஞ்சம்	légère
வாரியம்	planche
தாக்குதல்கள்	attaques
தாக்குதல்கள்	agressions
தாக்குதல்கள்	attentats
அசல்	originale
அசல்	original
அசல்	originaux
முக்கோண	triangulaires
முக்கோண	triangulaire
நிறுத்தி	stoppé
அவளது	her
சுவிட்சர்லாந்து	suisse
கண்டிப்பாக	sure
கண்டிப்பாக	sûre
கண்டிப்பாக	sûr
கண்டிப்பாக	assurément
கண்டிப்பாக	certainement
கண்டிப்பாக	définitivement
உருவாக்குகிறது	créer
உருவாக்குகிறது	crée
கொலம்பியா	colombie
கொலம்பியா	columbia
கொலம்பியா	colombie
மத்தேயு	matthew
மத்தேயு	mathieu
மத்தேயு	matthieu
இந்தோனேசியா	indonésie
நாளும்	journée
நாளும்	jour
நாளும்	journee
பொறி	machine
பொறி	moteur
பொறி	piège
செக்	tchèque
செக்	tchèques
தேடல்	chercher
தேடல்	rechercher
தேடல்	recherche
தேடல்	recherches
தேடல்	recherchez
எலிசபெத்	elizabeth
எலிசபெத்	élisabeth
நன்மை	bénéfice
நன்மை	avantage
நன்மை	prestation
நன்மை	bons
நன்மை	bien
நன்மை	bonne
நன்மை	bon
நன்மை	bonnes
பிணைப்பு	collage
பிணைப்பு	cautionnement
பிணைப்பு	lié
கேட்டுக்	ecouter
கேட்டுக்	écoutant
கேட்டுக்	écouter
கேட்டுக்	écoute
சட்டத்தை	loi
சட்டத்தை	droit
தொலைத்தொடர்பு	télécommunication
தொலைத்தொடர்பு	télécommunications
தொலைத்தொடர்பு	télécommunication
உயர்வு	rise
மையங்கள்	cafés
