hän	她
elävä	活著
poistettiin	刪除
erik	erik
ammatti	專業
ammatti	職業
ammatti	專業
ammatti	職業
ammatti	佔領
radan	追蹤
radan	曲目
radan	軌道
radan	軌跡
auton	車
auton	汽車
kuulunut	屬於
alueilla	地區
lyhyt	簡短
lyhyt	短期
lyhyt	短
lyhyt	矮
lyhyt	簡短
paikka	spot
paikka	斑點
paikka	地方
paikka	地點
muoto	形狀
muoto	形式
muoto	表格
muoto	格式
muoto	形式
muoto	格式化
hall	廳
hall	霍爾
hall	大廳
hall	hall
elämän	生命
elämän	人生
elämän	生活
löydetty	找到
löydetty	發現
sopimus	交易
sopimus	協定
sopimus	協議
sopimus	合同
sopimus	合約
sopimus	條約
kaarle	charles
edellinen	先前
suomea	芬蘭
käytöstä	行為
uran	職業
uran	職業
joitakin	一些
joitakin	有些
bonus	獎金
bonus	紅利
bonus	獎勵
mike	mike
useimmiten	大多
äänestys	表決
äänestys	投票
äänestys	表決
äänestys	投票
stadium	體育館
stadium	運動場
stadium	球場
suuntaan	方向
internet	網路
internet	網際網路
lontoossa	倫敦
mainitaan	提及
mainitaan	mentions
alueet	區域
alueet	各區
alueet	各地區
alueet	地區
viikkoa	星期
viikkoa	周
viikkoa	週
viikkoa	星期
viikkoa	周
viikkoa	週數
tehtävä	委派
tehtävä	指派
tehtävä	任務
tehtävä	轉讓
tehtävä	任務
tehtävä	任務
pidetty	讚
kuukautta	月
kuukautta	月份
kuukautta	月
kuukautta	個月
kuukautta	月份
italiassa	義大利
käyttäjän	使用者
vietti	花費
ongelmia	麻煩
ongelmia	問題
toimiva	功能
toimiva	運作
myi	賣
myi	售出
maailmassa	世界
night	夜晚
night	晚上
night	夜
pop	流行
pop	pop
osallistunut	出席
ongelma	問題
lähtee	樹葉
lähtee	葉子
koneen	機械
koneen	機
koneen	機器
ukrainan	烏克蘭
steve	steve
nobelin	諾貝爾
itävallan	奧地利
sijoitus	投資
sijoitus	投資
max	最多
max	max
max	最大
saavuttanut	已達到
lisätä	增加
lisätä	提高
lisätä	加上
lisätä	加
taistelun	戰
taistelun	戰役
taistelun	戰鬥
eteenpäin	向前
toista	重復
useat	多重
useat	多種
useat	多個
päättää	決定
real	real
real	真實
täytyy	必須
jaettu	共用
jaettu	共享
jaettu	分享
jaettu	分裂
jaettu	分布
jaettu	分裂
jaettu	分割
tietoja	資訊
tietoja	資料
vaikutteita	影響
uudestaan	再次
ääni	聲音
ääni	音效
ääni	語音
ääni	嗓子
ääni	聲音
ääni	音訊
lähteet	來源
estää	阻擋
estää	防止
listan	名單
listan	清單
listan	列表
alexander	亞歷山大
alexander	alexander
vaikutus	撞擊
vaikutus	影響力
vaikutus	影響
vaikutus	衝擊
vaikutus	影響力
vaikutus	影響
vaikutus	特效
vaikutus	效果
vaikutus	效應
vaikutus	特效
vaikutus	效應
vaikutus	影響
vaikutus	效果
syytä	責怪
kirjallisuuden	文學
kirjallisuuden	文獻
kirjallisuuden	文學
komentaja	指揮官
komentaja	司令
data	資料
edellä	上方
edellä	以上
naiset	婦女
naiset	女性
jakaa	共用
jakaa	共享
jakaa	分享
jakaa	share
espanja	西班牙
espanja	西班牙文
espanja	西班牙語
ulkonäkö	外表
ulkonäkö	表象
ulkonäkö	外觀
ulkonäkö	外表
ulkonäkö	外貌
ulkonäkö	看起來
toimitusjohtaja	ceo
toimitusjohtaja	總裁
pentti	pentti
lääni	郡
lääni	縣
death	死亡
death	死神
toisinaan	有時候
toisinaan	偶而
toisinaan	偶爾
joe	丈
joe	祖
joe	喬
joe	joe
tarina	動態
tarina	故事
rooli	作用
rooli	角色
tour	游
tour	遊覽
tour	導覽
tour	旅遊
pro	pro
tony	tony
puolustaja	後衛
talo	屋
talo	房屋
talo	房子
englannissa	英國
englannissa	英格蘭
asukkaita	居民
lännessä	西邊
lännessä	西
lännessä	西方
lännessä	西部
espanjalainen	西班牙文
espanjalainen	西班牙語
vuosia	歲月
vuosia	年份
historiaa	歷史
html	html
pohjoiseen	北方
pohjoiseen	北
pohjoiseen	北部
valmistaa	製成品
eläkkeelle	退休
eläkkeelle	退休
eläkkeelle	退休
eläkkeelle	退役
laki	法律
heimo	部族
heimo	部落
heimo	部落
valmentaja	教練
kanada	加拿大
unkarin	匈牙利
unkarin	匈牙利
unkarin	匈牙利語
tasolla	層次
tasolla	級別
tasolla	等級
tasolla	三級
tasolla	關卡
yorkin	約克
soittaa	呼叫
tapa	殺
haluaa	願望
haluaa	祝願
elävät	生活
tuki	援助
tuki	支援
suuret	大型
aasian	亞洲
aasian	亞洲
järjestää	安排
teksti	文字
teksti	案文
show	展示
show	顯示
show	show
monta	許多
lapset	小孩
lapset	兒童
vastaava	相應
vastaava	對應
vastaava	等效
vastaava	相當於
chris	chris
yhdistää	合併
yhdistää	連結
yhdistää	結合
ohjelma	方案
ohjelma	程式
ohjelma	方案
liittyvät	相關
raja	限制
raja	上限
raja	極限
raja	限
raja	限額
raja	邊界
raja	邊界
raja	邊框
raja	邊境
raja	邊疆
raja	前沿
raja	邊境
liike	企業
liike	業務
liike	商業
liike	商務
liike	動議
liike	運動
liike	運動
yhdistys	結社
yhdistys	協會
rakentaa	建
rakentaa	建立
rakentaa	構造
rakentaa	建構
useimmat	最多
useimmat	大部分
useimmat	多數
useimmat	大多
useimmat	大多數
viidenneksi	第五
viidenneksi	第五次
kisat	games
kisat	遊戲
jossain	某處
edessä	前面
edessä	陣線
joki	河
joki	江河
joki	河流
joki	江
laaja	廣
laaja	寬
laaja	廣義
laaja	廣
laaja	寬
laaja	廣泛
laaja	遼闊
papiksi	神職
hans	hans
talli	馬廄
talli	穩定
talli	馬廄
paavi	教皇
paavi	教宗
nimitys	任用
nimitys	任命
nimitys	預約
nimitys	稱謂
nimitys	指定
henkilöt	人
henkilöt	人們
henkilöt	人民
high	高
kaikille	全部
kaikille	所有
kaikille	all
kaikille	大家
kaikille	每個人
tärkein	主要
vettä	飲水
vettä	水
brasilian	巴西
power	電力
power	電源
power	動力
power	權力
jones	jones
video	視訊
video	影片
edward	edward
tutkimuksen	研究
tutkimuksen	學習
tutkimuksen	調查
tutkimuksen	問卷調查
tutkimuksen	研究
seurakunta	教區
seurakunta	會眾
seurakunta	教會
seurakunta	教堂
elämää	生命
elämää	人生
elämää	生活
osasto	部門
osasto	隔間
osasto	車廂
osasto	包廂
osasto	標題
kuollut	逝者
kuollut	已故
kuollut	死
kilpailut	競賽
käyttäjät	使用者
käyttäjät	使用者
piirikunta	郡
piirikunta	縣
piirikunta	區
piirikunta	地區
ottelu	匹配
ottelu	比對
ottelu	match
ottelu	打架
ottelu	打
ottelu	戰鬥
golden	golden
golden	黃金
golden	金色
tien	公路
tien	道路
tien	路
ulos	出局
jakso	插曲
jakso	集
jakso	期間
west	西邊
west	西
west	西方
west	西部
vaikea	困難
vaikea	難
vaikea	艱難
yksin	獨唱
yksin	獨奏
kesto	期限
laivasto	海軍
laivasto	艦隊
laivasto	船隊
laivasto	車隊
tekijä	因子
tekijä	因數
tekijä	作者
bill	bill
bill	法案
jatko	延續
kehitys	發展
kehitys	演化
kehitys	演變
kehitys	進化
kehitys	演進
osat	部件
osat	零件
osat	元件
berliinin	柏林
berliinin	berlin
operaatio	手術
operaatio	行動
operaatio	運算
operaatio	操作
tutkimus	研究
tutkimus	學習
tutkimus	調查
tutkimus	調查
tutkimus	問卷調查
tutkimus	研究
royal	皇家
royal	皇室
löysi	找到
löysi	發現
kone	機械
kone	機
kone	機器
kone	平面
kone	飛機
maailmaa	世界
petri	petrie
petri	petri
ellei	除非
kantaa	攜帶
erät	項目
lapsi	兒童
lapsi	孩子
albumia	相簿
albumia	專輯
maakunnan	省級
viimeksi	上次
viimeksi	最後
aku	donald
aku	aku
roolit	作用
roolit	角色
suhteellisen	相對
kalifornia	加利福尼亞
kalifornia	加州
young	年輕
young	young
työn	工作
työn	工作
palkinnot	獎勵
palkinnot	頒獎
palkinnot	獎勵
palkinnot	獎
palkinnot	獎品
sanan	詞
sanan	word
sanan	單詞
sanan	字
sanan	單字
israelin	以色列
pelaajan	球員
pelaajan	玩家
britannia	不列顛
britannia	不列顛
teokset	工程
teokset	作品
arkisto	檔案
arkisto	歸檔
arkisto	檔案
org	org
pisteitä	點
pisteitä	點數
pisteitä	積分
lahti	灣
lahti	海灣
lahti	海灣
talon	屋
talon	房屋
talon	房子
minun	礦山
työtä	工作
työtä	工作
pdf	pdf
leveys	緯度
leveys	寬度
leveys	寬
omistaja	所有者
omistaja	業主
abc	abc
risto	ricky
laina	借款
laina	貸款
laina	借貸
rakennuksen	大樓
rakennuksen	建築
rakennuksen	建築物
ohjaus	控制權
ohjaus	控制
ohjaus	指導
jatkuvasti	常數
kysymys	問題
kysymys	提問
seurakunnan	會眾
best	best
best	最好
kirjoitettu	書寫
kirjoitettu	撰寫
tunnus	國徽
tunnus	象徵
tunnus	符號
jonkun	某人
jonkun	有人
esimerkki	範例
valittu	選取
merkitystä	關聯性
asukkaat	居民
vaatii	要求
mary	mary
mary	瑪麗
mary	瑪莉
scott	scott
muutoksia	變更
muutoksia	變動
muutoksia	變化
muutoksia	更改
kärsi	受苦
vesi	飲水
vesi	水
opettaja	老師
opettaja	教師
kohta	不久
kohta	很快
kohta	角
kohta	點
lehdet	樹葉
lehdet	葉子
lehdet	雜誌
lehdet	報章
lehdet	報刊
linna	城堡
linna	castle
linna	城
tee	茶葉
tee	茶
teatteri	電影院
teatteri	劇場
teatteri	戲劇
teatteri	劇院
teatteri	戲院
teatteri	劇場
teatteri	戰區
teatteri	戲劇
teatteri	劇院
teatteri	戲院
jan	jan
jan	楊
jan	揚
rio	rio
sveitsin	瑞士
tuomittiin	定罪
tuomittiin	判刑
keskustelua	對話
keskustelua	辯論
moottori	引擎
moottori	發動機
moottori	馬達
moottori	發動機
moottori	電機
matkan	旅途
matkan	旅程
matkan	旅行
matkan	行程
ben	ben
ben	本
ben	奔
etelään	南
etelään	南方
etelään	南部
josé	jose
leo	獅子座
leo	leo
tukholman	斯德哥爾摩
mahdollisuus	機會
mahdollisuus	機遇
mahdollisuus	機會
mahdollisuus	可能性
kuudes	第六
kuudes	六
kuudes	六個
jäljellä	剩餘
kanava	運河
kanava	canal
kanava	頻道
kanava	海峽
kanava	通道
liisa	lisa
liisa	愛麗絲
liisa	liz
erikseen	分離
park	樸
park	公園
jäseniä	成員
aleksanteri	亞歷山大
aleksanteri	alexander
jumala	神
sanat	歌詞
sanat	言語
sanat	詞語
sanat	字
sanat	詞
luoda	創建
luoda	創建
syy	理由
syy	理性
syy	原因
syy	原因
will	將
will	威爾
japanilainen	日本人
japanilainen	日文
japani	日本
japani	日本人
japani	日文
santa	聖誕老人
hyökkääjä	侵略者
hyökkääjä	前鋒
keskustan	市區
jazz	爵士樂
jazz	爵士
kuningatar	女王
kuningatar	皇后
kuningatar	queen
kuningatar	王后
vaimo	妻子
divisioona	組織
piste	點
piste	角
piste	點
käsikirjoittaja	作家
käsikirjoittaja	作者
käsikirjoittaja	編劇
käsikirjoittaja	編劇
tuntia	小時
menestys	成功
menestys	成功
silta	橋
silta	艦橋
silta	大橋
silta	橋梁
silta	橋牌
muuttuu	改變
mestaruutta	錦標賽
bob	bob
pisteen	角
pisteen	點
onnistunut	成功
melkein	幾乎
kauan	久
kauan	長
viittaus	參考
house	屋
house	房屋
house	房子
pietari	彼得
pietari	peter
käytännön	實用
käytännön	實踐
käytännön	練習
simon	simon
simon	西蒙
simon	西門
pierre	pierre
ehdolla	提名
työ	工作
työ	工作
urheilu	體育
urheilu	運動
urheilu	體育
urheilu	運動
luo	創建
kiinassa	中國
kehittyi	進化
kanadassa	加拿大
piano	鋼琴
eric	eric
august	八月
august	八月份
enimmäkseen	大多
lajit	魚種
lajit	物種
erottaa	分居
itään	東
itään	東部
itään	東方
itään	東區
pää	頭
pää	頭部
seuraavaksi	下一步
vaati	認領
vaati	聲稱
saatavilla	可用
tammi	跳棋
tammi	橡樹
tammi	橡木
tammi	橡
tammi	櫟
osia	部件
osia	零件
muotoon	形狀
arthur	阿瑟
arthur	arthur
poliisi	cop
poliisi	警方
poliisi	警務
poliisi	警察
kaupungit	城鎮
kaupungit	城市
rata	追蹤
rata	曲目
rata	軌道
rata	軌跡
yhteistyötä	協作
yhteistyötä	合作
yhteistyötä	合作
poliittinen	政治
mario	mario
valmistettu	製造
sata	sata
sata	hundred
sata	百
sun	太陽
sun	孫
sun	珊
sun	陽光
windows	windows
windows	窗
windows	視窗
christian	基督教
christian	基督徒
washington	華盛頓
rumpali	鼓手
palaa	燒錄
palaa	燃燒
palaa	燒傷
palaa	燒
palaa	燒死
palaa	返回
palaa	回歸
sukuun	屬
perustaja	創始
perustaja	建國
perustaja	創辦人
perustaja	創始人
jim	jim
marie	marie
omistaa	擁有
omistaa	擁有
playstation	playstation
turkin	土耳其
pisteet	點
pisteet	分數
pisteet	得分
pisteet	比分
pisteet	點數
pisteet	積分
pisteet	分數
maailma	世界
palveluksessa	受雇
den	den
väestö	人口
väestö	人口
stanley	stanley
rap	饒舌
rap	說唱
tukea	支援
jaetaan	共用
jaetaan	共享
jaetaan	分享
tähden	星星
tähden	恆星
tähden	star
tähden	星
tähden	明星
suhde	比率
suhde	比值
suhde	比例
suhde	比
suhde	戀愛
suhde	感情
suhde	關係
ateenan	雅典
prinssi	王子
prinssi	太子
prinssi	親王
vähitellen	漸進
vähitellen	逐漸
vähitellen	逐步
vähitellen	逐漸
kuvaus	說明
kuvaus	描述
aihe	題目
aihe	話題
aihe	專題
aihe	主題
aihe	專題
aihe	主題
aihe	主題
tulokset	成果
tulokset	結果
tappaa	殺
tappaa	殺戮
tappaa	殺害
filosofi	哲學家
sisältö	內容
herra	主
herra	sir
herra	先生
televisio	電視機
televisio	電視
televisio	電視台
lauluntekijä	作曲家
nba	nba
matka	旅行
matka	旅費
matka	旅遊
matka	旅途
matka	旅程
matka	旅行
matka	行程
dave	dave
unionin	聯盟
unionin	工會
lapsen	兒童
lapsen	孩子
tarvitaan	需求
tarvitaan	需要
tarvitaan	需要
tarinan	動態
tarinan	故事
tasavalta	共和國
tasavalta	共和
levinneisyys	發病率
hyvää	開心
hyvää	快樂
hyvää	高興
hyvää	幸福
hyvää	happy
elokuvat	電影
elokuvat	影片
osoite	地址
osoite	住址
rajan	邊界
rajan	邊框
rajan	邊境
league	聯盟
league	同盟
league	聯賽
jakoi	共用
jakoi	共享
jakoi	分享
pelaajat	球員
pelaajat	玩家
norjalainen	挪威
tapauksissa	案例
kuningaskunta	王國
kuningaskunta	國度
julkaisu	釋出
julkaisu	釋放
julkaisu	張貼
julkaisu	郵政
julkaisu	post
julkaisu	出版物
julkaisu	出版
julkaisu	出版
julkaisu	發表
itävalta	奧地利
osoittaa	顯示
auringon	太陽
auringon	孫
auringon	珊
auringon	陽光
auringon	太陽
auringon	太陽能
löydettiin	找到
löydettiin	發現
mainita	提及
julkaisuja	出版物
bbc	bbc
käyttäjien	使用者
jalkapallo	足球
jalkapallo	足球
jalkapallo	美式足球
jalkapallo	橄欖球
tähti	星星
tähti	恆星
tähti	star
tähti	星
tähti	明星
tila	狀況
tila	狀態
tila	現況
tila	農場
tila	模式
tila	太空
tila	空間
chicago	芝加哥
tarjoaa	優惠
tason	層次
tason	級別
tason	等級
tason	三級
tason	關卡
johnson	約翰遜
johnson	johnson
belgian	比利時
tapahtumat	事件
tapahtumat	活動
tapahtumat	交易
pikku	小
johnny	johnny
rahaa	金錢
rahaa	錢
rahaa	現金
aalto	揮手
aalto	浪潮
aalto	波
aalto	浪
aalto	波浪
tapahtumia	事件
tapahtumia	活動
brown	棕
brown	褐
brown	布朗
brown	brown
brown	棕色
yhtiöt	公司
ford	福特
ford	ford
toivo	希望
toivo	hope
kasvatti	foster
kasvatti	寄養
apua	幫助
apua	幫忙
helsinkiin	赫爾辛基
järjestö	組織
järjestö	組織
hot	熱
hot	燙
korean	韓國
korean	韓語
korean	韓國
korean	朝鮮
rakenne	紋理
rakenne	結構
lontoo	倫敦
jorma	jorma
kielet	語言
kielet	語文
kielet	語言
kielet	語
kielet	語文
pojat	男生
pojat	男孩
kim	金
kim	kim
taiteilija	藝術家
taiteilija	藝人
elokuvia	影片
elokuvia	電影
pienempi	更低
pienempi	較低
pienempi	低
pienempi	較小
tunnin	時辰
tunnin	小時
rautatieasema	站
rautatieasema	車站
hyökkäyksen	入侵
hyökkäyksen	侵略
brian	brian
pyhä	聖人
pyhä	聖
pyhä	神聖
pyhä	神聖
väri	色
väri	彩色
väri	顏色
väri	色彩
väri	彩色
väri	顏色
väri	色彩
vladimir	vladimir
kanta	株
kanta	應變
kanta	職位
kanta	位置
kanta	立場
tyttö	女生
tyttö	姑娘
tyttö	女孩
tyttö	girl
mikael	mikael
mikael	麥可
mikael	michael
rakentaminen	大樓
rakentaminen	建築
rakentaminen	建築物
rakentaminen	施工
rakentaminen	建設
rakentaminen	建築
parhaat	best
parhaat	最好
ksi	ksi
merkitty	訂閱
long	久
long	長
juan	juan
hengen	精神
media	媒體
media	媒介
parlamentin	國會
parlamentin	議會
lippu	旗幟
lippu	國旗
lippu	旗
lippu	旗子
lippu	售票
lippu	票
lippu	門票
lippu	車票
pelata	玩
pelata	彈
pelata	播放
toisena	第二
toisena	秒
varsinainen	實際
vihreä	綠色
vihreä	綠
vihreä	綠地
vihreä	格林
ystävä	朋友
ystävä	好友
kutsuttu	邀請
kutsuttu	受邀
space	太空
space	空間
leena	wendy
kauppa	shop
kauppa	購物
kauppa	店鋪
kauppa	店
kauppa	商店
kauppa	商務
kauppa	商業
kauppa	店
kauppa	商店
kauppa	貿易
adam	adam
adam	亞當
yhteinen	關節
yhteinen	聯合
yhteinen	相互
yhteinen	互
kanavan	運河
kanavan	canal
kanavan	頻道
kanavan	海峽
kanavan	通道
virtaa	流
virtaa	流程
virtaa	流通
virtaa	流動
virtaa	流量
vie	出口
koulussa	學校
koulussa	上學
kirjasto	圖書館
peliä	game
peliä	比賽
peliä	博弈
peliä	遊戲
lääketieteen	醫療
lääketieteen	醫務
lääketieteen	醫學
valmistus	製造業
valmistus	製造
valmistus	生產
valmistus	籌備
valmistus	製造業
valmistus	製造
nimiä	人名
nimiä	名稱
nimiä	姓名
sisään	內在
sisään	裡面
sisään	內心
sisään	內部
katolinen	天主教
katolinen	天主教徒
lääkäri	內科醫生
lääkäri	醫師
lääkäri	醫生
lääkäri	博士
alukset	船隻
alukset	船舶
alukset	船隻
lento	班機
lento	飛行
ulkomailla	海外
ulkomailla	國外
ulkomailla	國外
ulkomailla	出國
ray	雷
ray	ray
dollarin	元
dollarin	美元
päällikkö	首席
päällikkö	科長
löytyi	找到
löytyi	發現
portugalin	葡萄牙語
portugalin	葡萄牙
portugalin	葡萄牙
vallankumouksen	革命
yläpuolella	頭頂
yläpuolella	上方
yläpuolella	以上
egyptin	埃及
artisti	藝術家
artisti	藝人
lähettää	送出
käyttäen	使用
tapahtuma	交易
tapahtuma	事件
tapahtuma	活動
google	google
tyyppi	型態
tyyppi	類型
tuomas	托馬斯
tuomas	thomas
tuomas	tuomas
moskova	莫斯科
runoja	詩
runoja	詩歌
runoja	詩
runoja	詩歌
tonnia	噸
tonnia	公噸
tonnia	噸
tonnia	噸
tonnia	公噸
lake	湖泊
lake	湖
street	街頭
street	街道
street	街
jackson	jackson
jackson	傑克遜
linkki	連結
linkki	link
saarelle	海島
saarelle	島嶼
saarelle	島
tuloksena	結果
liettuan	立陶宛
huomioon	帳號
huomioon	帳戶
pienet	小型
pienet	小
museon	博物館
pariisi	巴黎
kirkossa	教會
kirkossa	教堂
anne	anne
joukkueet	團隊
joukkueet	球隊
joukkueet	隊伍
rakennukset	建築
rakennukset	建築物
kaakkois	東南
kaakkois	東南
järjestelmän	系統
vanhempi	前輩
vanhempi	長輩
vanhempi	長老
vanhempi	資深
vanhempi	家長
vanhempi	父母
vanhempi	年長
vanhempi	老年
carlos	卡洛斯
carlos	carlos
nimenomaan	具體地說
asiat	事情
lewis	lewis
harvoin	極少
johanna	瓊
johanna	joan
liiga	聯盟
liiga	同盟
liiga	聯賽
hallinto	管理
hallinto	施政
hallinto	治理
kirjoja	圖書
kirjoja	書
kirjoja	書籍
valtatie	高速公路
valtatie	公路
valtatie	州際公路
yhteistyössä	合作
parasta	best
parasta	最好
alas	往下
alas	向下
ominaisuuksia	功能
ominaisuuksia	特色
ominaisuuksia	特徵
ominaisuuksia	地物
ominaisuuksia	特點
miljardia	億
kuolema	死亡
kuolema	死神
vanhoja	老
vanhoja	舊的
vanhoja	舊
vanhoja	老了
irlannin	愛爾蘭
irlannin	愛爾蘭
ennätys	唱片
ennätys	記錄
ennätys	紀錄
tilaa	訂閱
tilaa	訂單
tilaa	命令
tilaa	秩序
tilaa	訂購
tilaa	順序
tilaa	太空
tilaa	空間
maat	國家
maat	各國
ali	阿里
ali	ali
tutkija	研究者
tutkija	研究員
tutkija	科學家
sininen	blue
sininen	藍
sininen	藍色
voittoa	盈利
voittoa	利潤
voittoa	營利
voittoa	獲利
voittoa	勝利
tehtaan	廠
tehtaan	工廠
leveä	廣
leveä	寬
sam	山姆
sam	sam
sam	薩姆
antonio	antonio
valmis	完成
norja	挪威
norja	挪威
muutos	修正案
muutos	修正
muutos	改變
muutos	更改
muutos	變更
muutos	變
ulkopuolelle	外部
ulkopuolelle	室外
ulkopuolelle	外面
ulkopuolelle	外
tekstin	文字
tekstin	案文
kenttä	欄位
dan	丹
dan	dan
määräsi	訂購
järjestelmä	系統
taylor	taylor
talous	經濟學
talous	經濟
talous	經濟
patrick	patrick
oikeudet	特權
oikeudet	權利
albumit	相簿
albumit	專輯
who	誰
kertoja	旁白
kunnat	公社
kunnat	市鎮
kunnat	市政府
kunnat	市鎮
tärkeimmät	主要
ari	ari
keskustelun	對話
kutsui	邀請
kutsui	受邀
lämpötila	氣溫
lämpötila	溫度
lämpötila	體溫
nousee	上升
koulutus	培訓
koulutus	訓練
koulutus	教育
koulutus	學歷
seitsemäs	第七
voimakas	強大
voimakas	強壯
voimakas	強烈
voimakas	強
voimakas	堅強
voimakas	強大
voimakas	強國
voimakas	激烈
voimakas	密集
arkkipiispa	大主教
työskentelee	工程
työskentelee	作品
kansallinen	national
kansallinen	國家
kukin	每個
vesa	vesa
lähelle	近
lähelle	靠近
lähelle	附近
lasketaan	計算
keskeinen	鑰匙
keskeinen	鍵
keskeinen	key
keskeinen	關鍵
ohjelmaa	方案
ohjelmaa	程式
ajatus	思想
saapuu	抵達
valta	電力
valta	電源
valta	動力
valta	權力
julkaisut	出版物
down	往下
down	向下
heart	心
heart	心臟
georgian	喬治亞
naaras	女
naaras	女性
kiina	中國
kiina	中文
kiina	漢語
kiina	華人
friedrich	friedrich
erilaiset	不同
erilaiset	雜項
espanjassa	西班牙
venäläiset	俄語
venäläiset	俄文
termi	任期
termi	術語
termi	學期
helena	helena
helena	海倫
helena	helen
väärin	錯誤
väärin	錯
esillä	精選
käsite	構想
käsite	概念
käsite	理念
poistettu	刪除
voimassa	有效
maantiede	地理學
maantiede	地理
maantiede	地域
maantiede	地理位置
band	樂團
band	樂隊
gabriel	gabriel
ohi	過往
ohi	過去
ohi	傳球
ohi	通過
ohi	通行證
hyökkäys	入侵
hyökkäys	侵略
hyökkäys	攻擊
hyökkäys	襲擊
hyökkäys	進攻
hyökkäys	攻擊
hyökkäys	毆打
hyökkäys	突擊
hyökkäys	侵
perustuva	基於
huomaa	通知
päätoimittaja	編輯
sisäisen	內部
voima	力氣
voima	強度
voima	實力
voima	力量
voima	體力
voima	武力
voima	電力
voima	電源
voima	動力
voima	權力
projekti	項目
kirjaa	圖書
kirjaa	書
kirjaa	書籍
road	公路
road	道路
road	路
andy	安迪
andy	andy
tuntematon	未知
tuntematon	不明
tapaus	案例
tapaus	個案
tapaus	案件
osallistua	參加
dark	黑
dark	暗
dark	黑暗
suorittaa	表演
ominaisuudet	特徵
ominaisuudet	特性
ominaisuudet	特點
ominaisuudet	屬性
ominaisuudet	屬性
ominaisuudet	功能
ominaisuudet	特色
ominaisuudet	特徵
ominaisuudet	地物
ominaisuudet	特點
ääntä	聲音
ääntä	音效
ääntä	語音
ääntä	嗓子
ääntä	聲音
ääntä	音訊
huono	壞
school	學校
school	上學
kuvat	影像
kuvat	圖片
kuvat	像片
kuvat	照片
kuvat	圖片
kuvat	像片
kuvat	圖畫
kuvat	照片
voittaa	贏了
voittaa	勝利
voittaa	贏
voittaa	win
asteen	度
asteen	程度
asteen	學位
puu	木
puu	木材
puu	wood
puu	木頭
puu	樹
puu	樹木
amerikkalainen	美式
automaattisesti	自動
automaattisesti	自動
automaattisesti	自動
dance	舞蹈
dance	跳舞
dance	舞
kotiin	首頁
kotiin	家
kotiin	home
kotiin	住家
sotaa	戰
sotaa	戰爭
vahva	強大
vahva	強壯
vahva	強烈
vahva	強
vahva	堅強
song	歌曲
song	宋
song	首歌
song	歌
vieressä	鄰接
vieressä	相鄰
vieressä	鄰近
vieressä	毗鄰
matkaa	旅途
matkaa	旅程
taso	層
taso	層次
taso	級別
taso	等級
taso	三級
taso	關卡
ero	失戀
ero	分手
ero	差額
ero	區別
ero	差別
ero	差異
ero	區分
ero	區別
aikuisten	成人
aikuisten	成年人
aikuisten	成年
liikenne	運輸
liikenne	交通
liikenne	交通
liikenne	運輸
liikenne	交通
last	上次
last	最後
bad	壞
sotilas	戰士
sotilas	兵
sotilas	士兵
sotilas	軍人
sotilas	海事
sotilas	典當
sotilas	卒
sotilas	兵卒
sotilas	軍方
sotilas	軍事
sergei	sergei
lapsia	小孩
lapsia	兒童
ajaa	開車
ajaa	駕駛
ajaa	駕駛
nuo	那些
projektin	項目
rannikolla	沿海
rannikolla	沿岸
rannikolla	海岸線
rannikolla	海岸
nintendo	任天堂
kirjat	圖書
kirjat	書
kirjat	書籍
muotoa	形狀
kultainen	golden
kultainen	黃金
kultainen	金色
lyhenne	縮寫
vastaavat	相應
vastaavat	對應
vastaavat	等效
vastaavat	相當於
wilson	wilson
meren	海事
skotlannin	蘇格蘭
minuutin	分鐘
moni	許多
moni	moni
anthony	anthony
kilpailuun	比賽
kilpailuun	競賽
ymmärtää	理解
ymmärtää	諒解
linnut	鳥類
linnut	鳥
linnut	鳥兒
pappi	祭司
tutkijat	學者
tutkijat	研究者
tutkijat	科學家
kulta	嬰兒
kulta	baby
kulta	寶貝
kulta	寶寶
kulta	蜂蜜
kulta	金
kulta	金子
kulta	黃金
kulta	金色
kulta	gold
bruce	bruce
seuraaja	追隨者
seuraaja	繼任者
seuraaja	繼任
lähi	中間
atlantin	大西洋
viktor	viktor
hehtaaria	公頃
hehtaaria	公頃
hoitaa	處理
madrid	馬德里
laura	laura
stone	stone
stone	石
stone	斯通
stone	石頭
brasilia	巴西
billy	billy
muutokset	變異
muutokset	修正案
muutokset	修正
muutokset	變更
muutokset	變動
muutokset	變化
muutokset	更改
satama	埠
satama	港口
satama	港
satama	海港
satama	港灣
satama	港口
satama	港
keisarin	皇帝
keisarin	天皇
käytäntö	政策
käytäntö	實踐
käytäntö	練習
usko	信仰
usko	信心
usko	信念
verkko	淨
verkko	net
verkko	網
verkko	網路
verkko	網
toiset	其他
pallo	球
force	武力
sukupolven	一代
sukupolven	世代
stephen	stephen
tanskalainen	丹麥
tietokanta	資料庫
käsikirjoitus	劇本
käsikirjoitus	編劇
käsikirjoitus	電影劇本
käsikirjoitus	手稿
käsikirjoitus	稿子
käsikirjoitus	劇本
saaret	群島
saaret	島嶼
euron	歐元
turnaus	錦標賽
island	海島
island	島嶼
island	島
home	模具
valtaa	電力
valtaa	電源
valtaa	動力
valtaa	權力
taakse	背後
taakse	後面
taakse	身後
andrew	andrew
välimeren	地中海
talvella	winter
talvella	冬
talvella	冬季
talvella	冬天
kevään	春
kevään	春秋
