бухгалтер	محاسب
подумав	ارادہ
подумав	تفکّر
подумав	خیال
подумав	منصوبہ.
подумав	تدبیر
подумав	منشا.
подумав	(بعدہ
подумав	مقصد
подумав	ارادہ
чинність	معقولیت
ринкова	طلب.
ринкова	بھاؤ.
ринкова	میلہ
ринкова	نرخ
ринкова	طلب.
ринкова	ہاٹ
ринкова	بھاؤ.
ринкова	میلہ
ринкова	نرخ
павич	اترانے
сура	رومال
лихоманка	ہنگامہ
лихоманка	ہلچل
лихоманка	جھگڑا
лихоманка	فساد
лихоманка	لڑنا
лихоманка	جھگڑنا
лихоманка	کوفت
лихоманка	نزاع.
лихоманка	وبال.
плавні	(نقشے
плавні	over
плавні	متوازن.
плавні	یکساں
плавні	یکسار
плавні	جھرّیوں
плавні	معتدل
плавні	down
плавні	دھچکے
плавні	چکنا.
плавні	مؤدب
плавні	(نقشے
плавні	over
плавні	متوازن.
плавні	یکساں
плавні	یکسار
плавні	جھرّیوں
плавні	معتدل
плавні	down
плавні	ہموار
плавні	دھچکے
плавні	چکنا.
плавні	مؤدب
змагатися	مسابقت
ластівка	نگلنے
ластівка	ابابیل
ластівка	نگلنے
ліжко	کیاری
ліжко	بٹھانا.
геній	نابغہ.
геній	عبقری
геній	نابغہ.
реаліті	وجود.
реаліті	(بعدہ
реаліті	وجود.
реаліті	حقیقت
реаліті	(بعدہ
дафф	کھوٹا.
дафф	نقلی
дафф	شکستہ-
круп	پٹھا
круп	پچھاڑی
подальшій	ادنیٰ
витривалість	توانائی
витривалість	دم.
витривалість	سکت
витривалість	توانائی
витривалість	دم.
витривалість	دم
неправильні	اصول
неправильні	مستقل
неправильні	استثنائی
вінер	نفر.
сміливий	للکارنا
сміливий	جری
сміливий	بہادر
сміливий	للکارنا
плівка	فیتہ
плівка	جھومنا
плівка	up
плівка	اٹیرنا.
плівка	(بعدہ
плівка	ڈگمگانا.
плівка	ناہموار
плівка	ڈولنا
плівка	سوت
плівка	جھلّی
плівка	فتیلہ
плівка	چھپانا
плівка	فلم
кадді	گدھا.
свердловина	پتلا
тону	قیر
тону	کہنا
тону	بلندی
тону	درجہ
тону	اچھالنا
тону	رال
тону	قیر
тону	کہنا
тону	بلندی
тону	درجہ
тону	اچھالنا
легкість	سہولت
легкість	شرمندگی
координацію	مطابقت
координацію	تطبیق
складе	سرسری
складе	سرسری.
складе	اتفاقی
складе	عارضی
терпіння	استقلال
терпіння	ہمت
терпіння	دلآزاری
терпіння	قدرت.
терпіння	رواداری.
терпіння	تکلیف
терпіння	درگزر
терпіння	ضبط
терпіння	تحمل
терпіння	استقلال
терпіння	صبر
терпіння	ہمت
терпіння	دلآزاری
терпіння	قدرت.
терпіння	رواداری.
терпіння	تکلیف
терпіння	درگزر
терпіння	ضبط
терпіння	تحمل
вето	ممانعت
запилення	زیرگی
запаморочення	غشی
запаморочення	گھمیری
запаморочення	چکّر.
вірогідність	خدشہ
вірогідність	موقع
вірогідність	مہلت
вірогідність	باری
вірогідність	قسمت
вірогідність	حادثاتی
вірогідність	وار
вірогідність	توقع
вірогідність	تقدیر
вірогідність	اتفاقی
примітивні	خام
примітивні	بنیادی.
примітивні	اصلی
примітивні	ناپختہ.
кредитування	ضلع
кредитування	علاقہ
кредитування	ہمسایہ.
гранично	فائق.
гранично	برتر
пенні	دینار.
детальні	تفصیلات
проникати	into
проникати	(اندھیرے
проникати	حسّاس
проникати	ذکی
взірцем	سانچا.
взірцем	قرینہ.
взірцем	ترتیب
взірцем	قالب
взірцем	معیار
взірцем	مرتب
взірцем	آدرش
взірцем	تنظیم
взірцем	کپڑے
взірцем	سانچا.
взірцем	قرینہ.
взірцем	ترتیب
взірцем	نمونہ
взірцем	قالب
взірцем	معیار
взірцем	مرتب
взірцем	آدرش
взірцем	تنظیم
взірцем	کپڑے
мавпа	دھمس.
мавпа	بندر
мавпа	دھمس.
мавпа	بُوزنہ
мавпа	چمپانزی
підземне	نتھارنا
підземне	(چھال
лінь	آلکسی
лінь	کاہلی
плутанини	ملغوبہ
плутанини	ملغوبہ
плутанини	افراتفری
курка	بزدل
курка	کمزور
вдарив	سوجھنا
вдарив	چوٹ
вдарив	against
вдарив	فقرہ.
шаблі	انگوری
логічна	معقول
логічна	مربوط
логічна	صحیح
логічна	استدلالی
логічна	منطقی
логічна	معقول
логічна	مربوط
логічна	صحیح
логічна	استدلالی
логічна	ثبوت.
полковнику	lieutenant-colonel
ручна	جسمانی
ручна	جسمانی
ручна	دستی
гладенька	پوپلا
гладенька	چپچپا
гладенька	لجلجا.
дитинча	ریچھ
дитинча	لومڑی
дитинча	(‎cubbed
дитинча	پنڈلی
дитинча	کٹڑی.
дитинча	ساق
інтелектуальна	معقول.
інтелектуальна	پختہ
інтелектуальна	ذہنی
інтелектуальна	عاقل
інтелектуальна	دانشور
видима	واضح
видима	ظاہری
видима	آشکار-
смішно	دلچسپ
смішно	انوکھا.
смішно	مزاحیہ.
смішно	پُرلطف
смішно	مذاق.
смішно	عجیب
смішно	لغو
баки	ساحر
колоніальна	مستعمراتی
функціональності	فعّالیت
благодійність	کرم
благодійність	رعایت
благодійність	عطا
доблесть	شہامت
грім	گرجنا
грім	گرج
грім	رعد
печінка	باسی
печінка	جگر
печінка	کبد
печінка	کبدی.
страшні	بیہودہ
страшні	گھنائونا
страшні	کریہہ
страшні	ڈرائونا
страшні	صورت
страшні	واہیات
страшні	خطرناک
страшні	خوفناک
страшні	زشت
страшні	بھیانک
страшні	بھدّا
страшні	بیہودہ
страшні	گھنائونا
страшні	کریہہ
страшні	ڈرائونا
страшні	صورت
страшні	واہیات
страшні	خطرناک
страшні	بدنما
страшні	خوفناک
страшні	زشت
страшні	بھیانک
страшні	بھدّا
страшні	ہولناک.
страшні	مہیب
минулий	حد
минулий	گزشتہ
минулий	حالیہ
заручники	کفالت.
заручники	ضمانت
щитоподібної	سپری
індикатор	نمائندہ
ясний	بیّن
ясний	نمایاں
наливайка	اَوٹنی.
наливайка	اَوٹنا.
наливайка	پھندا
наливайка	جال.
президентський	صدارتی
погоджуюся	متفق
погоджуюся	مطابق
кладка	(masonry)
кайзер	قیصر
вакцини	جدرینی.
розширювати	پھیلانا.
розширювати	ضیافت
розширювати	ضیافت
розширювати	بڑھانا
рухомі	جَنگم.
кості	چھوڑدینا
віддачі	upon
віддачі	(بعدہ
горизонтальний	افقی
нитка	down
нитка	جکڑنا.
нитка	لہاس
нитка	(بعدہ
нитка	(عموماًبعدہ
нитка	سوت
нитка	down
нитка	جکڑنا.
нитка	لہاس
нитка	(بعدہ
нитка	(عموماًبعدہ
нитка	ریسمان
нитка	سوت
нитка	لاس.
нитка	(ہوا
нитка	فتیلہ
нитка	رشتک
нестабільність	بھربھرا.
нестабільність	سنکی.
суцільний	کٹّر.
суцільний	اصلی
суцільний	مسطّح
суцільний	پختہ
суцільний	مسلسل
суцільний	مجسّم.
суцільний	معتبر
суцільний	ہموار
суцільний	یکجا
суцільний	متّحد
суцільний	کٹّر.
суцільний	اصلی
суцільний	مسطّح
суцільний	پختہ
суцільний	مسلسل
суцільний	مجسّم.
суцільний	معتبر
суцільний	ہموار
суцільний	ٹھوس
суцільний	مضبوط
суцільний	سخت
суцільний	یکجا
суцільний	متّحد
символічне	رمزی.
символічне	علامتی
символічне	رمزی.
тактичний	(اسلحہ
гуд	قصابے
гуд	چھولداری.
гуд	شامیانہ
гаряча	مشتاقانہ.
гаряча	برانگیختہ
гаряча	ُپرجوش
гаряча	ضرب
гаряча	جذباتی.
гаряча	سرگرم
гаряча	درشتی
гаряча	گرمانا.
гаряча	سختی
раба	بندہ
лікувальний	شفائی
вивід	نتیجہ
вивід	طاقت
вивід	پیداوار.
вивід	جواب.
інтелектуальний	ذہین
інтелектуальний	ہوشیار
очевидні	حاوی
очевидні	غالب.
підземелля	مقیم
підземелля	ساکن
типовою	رواجی
типовою	روایتی
типовою	پُرخلوص
типовою	رسمی
негайного	متقاضی.
негайного	فوری
негайного	بلاواسطہ
негайного	وہبی
взаєморозуміння	مفاہمت
взаєморозуміння	ہمدرد
взаєморозуміння	فہمیدہ
взаєморозуміння	معاہدہ
взаєморозуміння	درک.
покинуті	آزادانہ
покинуті	لاابالی
щоденні	مستقل
щоденні	متواتر
щоденні	باقاعدہ.
щоденні	مسلسل.
метаболізм	استحالہ
метаболізм	تحوّل
параліч	فالج
проксі	نیابت
протилежне	آمیزش
протилежне	اضافہ
весняна	لچک
весняна	زقند.
весняна	لوچ.
весняна	لچک
весняна	چھلانگ
весняна	زقند.
весняна	لوچ.
бульба	گومڑا
бульба	بصلہ
бульба	ورم
торпедо	خودرو
торпедо	منصوبے
нульовий	نہیں-
нульовий	لاشے
нульовий	صفریت
нульовий	نیستی.
нульовий	منسوخ
нульовий	سپاٹ
нульовий	معرّیٰ
нульовий	ہیچ
нульовий	لاشے.
нульовий	کورا.
скасували	مستردکرنا
немовля	اختراع
немовля	منصب
вольфрам	ٹنگسٹن.
кільцева	with
кільцева	in
кільцева	انگوٹھی
кільцева	about
кільцева	ٹنٹناتی
кільцева	round
кільцева	(بعدہ
кільцева	لہریں
кільцева	مدرا
кільцева	with
кільцева	in
кільцева	انگوٹھی
кільцева	about
кільцева	ٹنٹناتی
кільцева	حلقہ
кільцева	round
кільцева	(بعدہ
кільцева	لہریں
кільцева	مدرا
локальний	قریبی
локальний	دیسی.
локальний	مضافاتی.
локальний	علاقائی
локальний	جگہ
локальний	محل
локальний	قریبی
локальний	دیسی.
локальний	مقامی
локальний	مضافاتی.
локальний	علاقائی
локальний	جگہ
локальний	محل
допоможіть	پروسنا
допоможіть	ملازمین
допоможіть	استمداد
допоможіть	علاج
допоможіть	مدد
допоможіть	پروسنا
допоможіть	ملازمین
допоможіть	استمداد
допоможіть	علاج
ручне	جسمانی
ручне	جسمانی
ручне	دستی
магараджа	مہاراجہ
ванни	دھلانا
люті	طوفان
люті	ہیجان
люті	ہلچل.
люті	جھکّڑ
люті	خونخوار
люті	جنگلی
люті	خونخوار
люті	جنگلی
люті	وحشی
ліричних	سُریلا
привабливість	دلکشی
привабливість	لُبھاؤ
привабливість	دلکشی
привабливість	حسن
грудне	سہارنا
грудне	جھیلنا
грудне	سہنا
грудне	سہارنا
грудне	جھیلنا
грудне	سہنا
грудне	چھاتی
мембрана	جھلّی
мембрана	غشا.
замовником	سائل
очікуванні	متوقع
сумлінне	محنتی
сумлінне	محتاط
доводив	خاصہ.
доводив	ہمت.
доводив	خصوصیت
доводив	گُن
доводив	حوصلہ
доводив	جذبہ
сумісні	روادار
сумісні	موافق
сумісні	(سازوسامان
сьомому	ساتواں.
сьомому	ساتواں.
сьомому	ساتواں
однини	مفرد
однини	فرد
однини	نادر
однини	اکیلا.
однини	انوکھا.
однини	یکتا
однини	عجیب
репутації	نمائندہ
стрілка	تیر
стрілка	بان
стрілка	تیر
розумних	معقول
щасливим	چست
щасливим	مناسب
щасливим	درست
щасливим	سعد
щасливим	موافق.
щасливим	بھاگوان
щасливим	چست
щасливим	مناسب
щасливим	درست
щасливим	سعد
щасливим	موافق.
щасливим	مناسب
щасливим	مسرور.
щасливим	خوش
щасливим	مگن
щасливим	مناسب
щасливим	مسرور.
текстура	استعارات
текстура	بُناوٹ
текстура	استعارات
домовленість	تصفیے
домовленість	انعقاد
домовленість	تنظیم
домовленість	ترتیب
домовленість	تصفیے
домовленість	انعقاد
спалити	داغ
спалити	سگریٹ.
спалити	بھڑکنا
спалити	چرکا
спалити	گلانا.
спалити	جْھلسا-
акцентом	زور
акцентом	بیان
акцентом	واضح
акцентом	سختی
метеорологія	موسمیاتی
метеорологія	موسمیات
симетрія	معادلت
симетрія	زرریشوں
симетрія	معادلت
симетрія	زرریشوں
симетрія	تشاکُل
порівняльна	ضمنی
порівняльна	اضافی
порівняльна	مقابلے
порівняльна	قب:
кабінетів	کھنچا.
кабінетів	رسوخ
кластер	جھنڈ
кластер	اکٹھا
кластер	دَل
кластер	پرا
кластер	غول
кластер	جمگھٹا
кластер	یکجا
кластер	جھنڈ
кластер	اکٹھا
кластер	دَل
кластер	پرا
кластер	خوشہ
кластер	غول
кластер	جمگھٹا
кластер	یکجا
семантика	معنیات.
зроблю	اختراع
зроблю	ایجاد
зроблю	اختراع
зроблю	بنانا
зроблю	ایجاد
побили	دھڑکنا
побили	ہلانا
побили	پیٹنا
побили	at
побили	ضرب
побили	ہاتھ
побили	کھڑکنا
побили	(سونا
побили	ہرایا
пантеон	مقبول
монітор	منذر.
монітор	مخدّر
емоційний	جذباتی
посухи	تشنگی
посухи	خشکی.
посухи	سوکھا.
посухи	یبوست
жорстка	رسمی
жорстка	شدید
жорстка	مشکل
жорстка	تیز.
жорстка	لاش.
жорстка	سخت
куточок	کونا
омега	ω)
штрафу	حرجانے
штрафу	جرمانہ
штрафу	ضبطی
штрафу	دنڈ
груші	ناشپاتی
нейтральна	آزاد.
нейтральна	نامرد
нейтральна	ہلکا
нейтральна	مبہم
нейтральна	بھورا
нейтральна	پسماندہ
ящик	صندوق
ящик	بکس
намисто	مالا
небезпечно	مخدوش.
небезпечно	خطرناک
небезпечно	مخدوش.
небезпечно	ٹھٹکتا
небезпечно	جھجکتا
рибка	فقاری
рибка	مچھلی
рибка	فقاری
лап	سمجھ
лап	سنبھالنا.
лап	فہمید
лап	ادراک
лап	پکڑ.
навігація	ڈنٹھل
навігація	چرنا.
навігація	اُڑانا
свербіж	تشنگی
свербіж	کھجلی
відьми	لبھالینا.
відьми	ڈھڈو.
супротивник	مخالف
супротивник	دشمن.
гак	پنجہ.
гак	جال.
гак	چرانا
гак	آنکڑا.
гак	درانتی
гак	پھندا
гак	چکر
гак	نمٹنا
гак	ادنیٰ
гак	معمولی
гак	چیرنا
гак	گھٹیا
гак	فرسودہ
гак	طعمہ
гак	پامال
гак	خشک
гак	پھاڑنا
гак	گھاؤ
гак	ٹیکسی
гак	زخم
найпопулярніші	ڈھکنا
найпопулярніші	چھت
найпопулярніші	لٹو
гармонія	اتفاق.
гармонія	آہنگ
гармонія	اتفاق.
розкішний	مرغوب
розкішний	تعیش
двосторонні	پہلودار.
впевненості	ایمان
впевненості	عقیدہ
форматування	کتاب
невірно	انداز
невірно	(وضع
невірно	معیوب.
невірно	انداز
невірно	(وضع
невірно	غلط
невірно	معیوب.
заднє	تقلیل
вічні	غیرمبدّل
вічні	مسلسل
стерлінг	معتبر
стерлінг	معیاری
стерлінг	کھرا
закінчиться	تباہی
закінчиться	جواز
борсук	بجّو
борсук	چھیڑنا
застосунок	لگانا
застосунок	توجہ
застосунок	محنت
застосунок	لگانا
застосунок	توجہ
застосунок	درخواست
застосунок	محنت
детектор	روشناس
бажаю	تمنا
бажаю	(بعدہ
бажаю	on
демонстрацію	منطق
демонстрацію	مظاہرہ-
грубі	رکیک
грубі	بھرپور
грубі	چالو
грубі	اچانک
грубі	بھولا
грубі	گستاخ
грубі	نفاست
вечірки	دعوت
плющ	لبلاب
ілюзія	توہمات.
ілюзія	التباس
ілюзія	اشتباہ
світловий	رخشندہ
світловий	پرنور
світловий	فاسفری
жар	ہنگامہ
жар	ہلچل
прозорості	شفافی
нещасного	حقیر.
формальна	ماہیت
формальна	ظاہری
формальна	حتمی
формальна	مصنوعی.
формальна	جوہر
формальна	رواج
формальна	واضح
формальна	صوری.
формальна	قواعدی.
формальна	اصولی
формальна	ماہیت
формальна	رسمی
формальна	ظاہری
формальна	حتمی
формальна	مصنوعی.
формальна	جوہر
формальна	رواج
формальна	واضح
формальна	صوری.
формальна	قواعدی.
формальна	اصولی
формальна	باضابطہ
карликова	معمولی
карликова	بونا.
карликова	قزم
позначити	چپکانا
позначити	اٹکانا.
позначити	پتہ
позначити	چٹ
позначити	چنیدہ
позначити	چننا
позначити	منتخب.
подачу	طعام.
подачу	کھانا
подачу	کھلانا.
подачу	سبزہ.
подачу	اگانا.
подачу	چراگاہ
подачу	پروسنا.
прусська	پروشیائی
наділений	پلید.
наділений	کریہہ
наділений	گھناؤنا
наділений	پجوڑا
наділений	چرپوز.
наділений	ذلیل
наділений	سفلہ
наділений	پلید.
наділений	کریہہ
наділений	نابکار
наділений	گھناؤنا
наділений	پجوڑا
наділений	چرپوز.
наділений	ذلیل
наділений	سفلہ
арифметика	ہندسہ
арифметика	ریاضی
тиран	ظالم
пучок	میٹھا
пучок	گول
пучок	بند.-
пучок	بن
пучок	چپٹا
пучок	پلندہ
пучок	پشتارہ.
пучок	off
пучок	پلندہ
пучок	پشتارہ.
пучок	off
пучок	بنڈل
борщ	چکارا.
нічному	نجومی
нічному	جوتشی
нічному	نجومی
зверніться	لینا.
зверніться	کتاب
зверніться	(بعدہ
красиві	دلکش
красиві	عمدہ
красиві	نفیس
красиві	اعلیٰ
красиві	خوبصورت
оптимальний	تعدیل.
трійця	تگڈّم
трійця	بیٹا
запрошуємо	سلامت
запрошуємо	مبارک
запрошуємо	(بعدہ
запрошуємо	پُرکشش.
значущість	معنویت.
деформація	قحفی.
легке	کمزور
легке	نحیف.
легке	بودا
легке	دباؤ
легке	(مال
легке	ندامت
легке	آسودہ
легке	سہل
легке	دباؤ
легке	آسان
легке	(مال
легке	ندامت
легке	آسودہ
легке	جانور
смертельні	شدید
смертельні	نفر
смертельні	جانی
смертельні	ممکن
смертельні	ڈر
смертельні	سخت
смертельні	شدید
смертельні	نفر
смертельні	جانی
смертельні	ممکن
смертельні	بشر
смертельні	ڈر
смертельні	سخت
кабан	لالچی
урбан	مدنی
урбан	شہری
качки	دُبکنا
качки	بچنا
качки	پیارے
рам	memory
рам	into
рам	down
рам	at
рам	in
рам	against
рам	ٹھونکنے
рам	(بعدہ
рам	into
рам	down
рам	at
рам	in
рам	against
рам	ٹھونکنے
рам	مینڈھا
рам	(بعدہ
огорожа	ٹالنا
огорожа	گھیرنا
огорожа	جنگلہ
огорожа	ٹالنا
огорожа	گھیرنا
огорожа	جنگلہ
огорожа	باڑ
дзвінок	جگانا
дзвінок	رکھنا
дзвінок	ترغیب.
дзвінок	چیخ
дзвінок	in
дзвінок	سمجھنا
дзвінок	آواز
дзвінок	پکار
дзвінок	اپیل
дзвінок	بانگ
дзвінок	مطالبہ
дзвінок	استدعا
дзвінок	ہانک.
дзвінок	اکمامہ.
дзвінок	(بعدہ
дзвінок	موڑنا.
лак	وارنش
лак	لکڑی
лак	پتھر
лак	دھات
салат	کچومر.
салат	سلاد
повільний	تدریجی
повільний	سست.
повільний	متأمل
повільний	مندا
повільний	تدریجی
повільний	سست.
повільний	متأمل
переривання	رکاوٹ
переривання	مداخلت
енергозбереження	تحفظ
енергозбереження	بچاؤ
чапля	بزہ
чапля	پرکٹ
чапля	بزہ
залишку	بقیہ
маніпуляції	برتنا
колонка	دھویں
колонка	ستون
колонка	تھم
колонка	دھویں
колонка	ستون
меридіан	کمال
меридіан	اوج.
меридіан	عروج
меридіан	فروغ
пальцем	انگشت
пальцем	انگلی
індивідуальне	نفر
індивідуальне	خصوصی
індивідуальне	آدمی
індивідуальне	نفر
індивідуальне	خصوصی
індивідуальне	شخص
газопровід	سامان
ілюзії	توہمات.
ілюзії	التباس
ілюзії	اشتباہ
полювати	ڈھونڈنا
полювати	سراسیمہ
маскування	اخفا
маскування	سوانگ
маскування	اخفا
маскування	اخفا
інновації	اختراع
інновації	جدّت
жорсткості	درشتی
очікує	متوقع
радикальні	بڑھیا
радикальні	اساس
радикальні	اساسی-
радикальні	جڑ
радикальні	عمیق
цибулі	پیاز
цибулі	بصلہ.
зуба	بغض
зуба	خست
зуба	کینہ
екзотичні	اُوپری
екзотичні	اجنبی
екзотичні	انوکھا
екзотичні	نرالا
взаємної	جوابی
взаємної	متلازم
взаємної	تکمیلی
взаємної	معکوس
взаємної	جوابی
взаємної	متلازم
взаємної	تکمیلی
взаємної	باہمی
взаємної	معکوس
співом	دلکش
співом	راغب
співом	رجھانا.
директива	ہدایتی
нареченого	سائیس-
спростити	کھولنا
спростити	ترشائی.
тік	قرض.
тік	اچاپت
часткова	متعصب
часткова	جزوی.
часткова	نامکمل
часткова	جانبدار
часткова	دلدادہ.
могутні	طاقتور
могутні	جسیم
могутні	قوی
могутні	زبردست
могутні	عظیم
кооперативів	چالو
кооперативів	نافذ
кооперативів	لاگو.
кооперативів	فعال
суцільна	کٹّر.
суцільна	اصلی
суцільна	مسطّح
суцільна	پختہ
суцільна	مسلسل
суцільна	مجسّم.
суцільна	معتبر
суцільна	ہموار
суцільна	یکجا
суцільна	متّحد
суцільна	کٹّر.
суцільна	اصلی
суцільна	مسطّح
суцільна	پختہ
суцільна	مسلسل
суцільна	مجسّم.
суцільна	معتبر
суцільна	ہموار
суцільна	ٹھوس
суцільна	مضبوط
суцільна	سخت
суцільна	یکجا
суцільна	متّحد
доріжка	آدمی
доріжка	وغیرہ.
доріжка	ٹینک
інспекція	معائنہ
інспекція	جانچ
інспекція	جائزہ
віддалений	idea
віддалений	مدّھم
ожиріння	بھاری
ожиріння	فربہ
ожиріння	بھاری
ожиріння	مٹاپا
ожиріння	مٹاپا
ожиріння	فربہی
приниження	رسوا
приниження	ذلیل
приниження	اہانت
приниження	تذلیل
приниження	تحقیر
приниження	اہانت
дріт	باندھنا
шлунок	abomasum)
шлунок	تکرار
шлунок	omasum
шлунок	reticulum
шлунок	سہنا
шлунок	خطرے
шлунок	ولولہ
повторювати	ڈیزائن.
повторювати	دہرانا
повторювати	دہراون
зубна	اثر
зубна	سن
зубна	دنداں
зубна	اثر
зубна	سن
зубна	دنداں
зубна	دانت
божевілля	جنون
божевілля	دیوانگی
ієрогліф	خفیہ
хоткевича	مجموعی
протилежність	مدّمقابل.
протилежність	ڈنڈی
келих	جام.
відтворювати	دینا
відтворювати	کردینا
стенд	لاگو
стенд	خانہ
стенд	الماری
стенд	قیام.
стенд	سکوت
стенд	چالو
стенд	اڈا
анемія	کامتبادل.
дискримінація	تفریق
дискримінація	شناخت
дискримінація	تمیز
корова	بات
пораду	اطلاع
пораду	صلاح-
пораду	خبر.
пораду	اطلاع
пораду	صلاح-
пораду	خبر.
пораду	مشورہ
твоє	تمھارا
твоє	معروف.
твоє	تمھارا
щасливі	مناسب
щасливі	مسرور.
щасливі	خوش
щасливі	مگن
щасливі	مناسب
щасливі	مسرور.
перелом	بال
перелом	ٹوٹنا
перелом	درز
перелом	دراڑ.
перелом	تڑقن
працевлаштування	نوکری
працевлаштування	مشغولیت
працевлаштування	مصروفیت
працевлаштування	نوکری
працевлаштування	مشغولیت
працевлаштування	روزگار
працевлаштування	مصروفیت
лижах	water-ski
валюту	دور
валюту	عرصہ
валюту	رواج
переносному	استہزا.
переносному	تمسخر
щаслива	مناسب
щаслива	مسرور.
щаслива	خوش
щаслива	مگن
щаслива	مناسب
щаслива	مسرور.
спілкуються	اظہار
пророцтво	عمل.
пророцтво	خصوصیت
пророцтво	عمل.
пророцтво	خصوصیت
пророцтво	کہانت
охоронцем	محافظ
охоронцем	نگراں.
охоронцем	محافظ
охоронцем	نگراں.
охоронцем	رکھوالا
завадити	اڑنا.
синиця	چسنی.
кліренс	چکوتی
кліренс	توضیح
кліренс	تنقیح
кліренс	تصفیہ
кліренс	چھوٹ
зламав	مفلس
балкон	برآمدہ
самотній	افسردہ
самотній	واماندہ.
самотній	تنہا
самотній	اکیلا
самотній	مخلص.
самотній	سیدھا
самотній	جریدہ
самотній	سچّا
самотній	متحد
самотній	اکیلا
самотній	ایک
самотній	مخلص.
самотній	سیدھا
самотній	تنہا
самотній	جریدہ
самотній	سچّا
самотній	متحد
самотній	خالی
самотній	سونی
самотній	مہجور
сімнадцять	17
сімнадцять	xvii
сімнадцять	xvii)
матер	ماں.
дорого	گراں.
дорого	گراں.
дорого	مہنگا
хвора	الٹی
хвора	عاجز
хвора	استفراغ.
хвора	بیماری
хвора	قے
хвора	بیمار
хвора	مرضین
тактична	(اسلحہ
наодинці	صرف
наодинці	واماندہ.
наодинці	مجرّد
старк	اُجاڑ
старк	بیّن
старк	بالکل
старк	قطعی.
старк	مضبوط
старк	کڑا
старк	سخت.
цивільно	شائستہ
лех	عیاش
пошукати	ڈنٹھل
пошукати	چرنا.
вимерли	کالعدم.
вимерли	نابود.
вимерли	فنا
вимерли	ناپید.
вимерли	(زندگی
вимерли	کالعدم.
вимерли	نابود.
вимерли	فنا
вимерли	ناپید.
вимерли	معدوم
вимерли	(زندگی
переслідують	ستانا.
ковчег	پیٹی.
ковчег	صندوق
доу	ہرنی
садівник	مالی.
садівник	مالی.
садівник	باغبان
бабин	عیسائی
прикраса	اضافی
прикраса	زائد
прикраса	جوتے
дню	یوم
дню	دن
дню	مقررہ
дню	دور
дню	یوم
дню	دن
дню	مقررہ
дню	دور
дню	روز
регулятор	قبضہ
регулятор	قابو
регулятор	گرفت
крапка	بندی
крапка	بُندکی
крапка	مارنا
говоримо	ناطق.
похилий	سطح
похилий	ترچھا
похилий	آڑا
ліз	اجارہ
ліз	پٹّے
драматургія	تمثیلیات
плутанина	ملغوبہ.
плутанина	ابتری
плутанина	بکھرنا
резюме	رسمی
резюме	ماحصل.
резюме	خلاصہ
резюме	روئداد
гейл	طوفان.
гейл	تندرست
табу	مردود
табу	بندش
табу	ممانعت
табу	تحدید
табу	مقدّس
табу	مردود
табу	بندش
табу	ممانعت
табу	تحدید
табу	مقدّس
табу	ممنوع
негативна	سلب
негативна	ناموافق
негативна	ماننے
негативна	انکار
негативна	نامساعد
негативна	سلب
негативна	ناموافق
негативна	ماننے
негативна	انکار
негативна	نامساعد
негативна	منفی
контррозвідки	بھوت
контррозвідки	آسیب
контррозвідки	سایہ.
завчасно	قرضہ.
завчасно	ترقی.
завчасно	رقم
завчасно	پیشتر
імітує	مصنوعی.
подавали	شرمیلا
створіння	آوردہ
створіння	پروردہ
створіння	تخلیق.
намет	خیمہ
інтерактивна	متعامل
наважився	کوشش
наважився	سعی
наважився	اکسانا
наважився	للکار
перлини	مروارید
голодні	بنجر
голодні	بھوکا.
голодні	تھڑدلا
голодні	حریص
голодні	کنجوس
стовпчик	دھویں
стовпчик	ستون
стовпчик	تھم
стовпчик	دھویں
стовпчик	ستون
дієслово	happen).
дієслово	become
дієслово	فعل
чекаю	انتظار.
упав	پہاڑی
учениця	مبتدی
викривлення	خمیدگی.
викривлення	گولائی
викривлення	خمیدگی.
викривлення	کجی
викривлення	بل
викривлення	اینٹھ
викривлення	تانا.
відлуння	گونج.
схематичне	مجازی.
схематичне	علامتی
вуса	مونچھ
вуса	بُروت.
гріха	نامعقول
гріха	گناہ
гріха	اثم
гріха	نامعقول
гріха	پاپ
гріха	گناہ
гріха	اثم
гріха	بدمعاشی
гріха	بدمعاشی
гріха	بدی
групова	گروہ
групова	جمعیت
групова	گروہ
групова	جمعیت
групова	جماعت
супроводжувати	موجود
супроводжувати	ہمراہ
повідомило	قاتلانہ
приспів	(بعدہ
мікс	متحد
мікс	مرکب
мікс	آمیزہ
кількісний	خاص
коко	ناریل
сумісний	روادار
сумісний	موافق
сумісний	(سازوسامان
послуга	مربیانہ
послуга	اعانت
послуга	مراسلہ
послуга	نوازش
послуга	معافی
послуга	عنایت
послуга	سراہنا
послуга	مہربانی
послуга	پسندیدگی
послуга	مدد
послуга	نرمی
послуга	طرفداری
послуга	رخصت
послуга	خوشنودی
послуга	مربیانہ
послуга	اعانت
послуга	مراسلہ
послуга	نوازش
послуга	معافی
послуга	عنایت
послуга	سراہنا
послуга	مہربانی
послуга	پسندیدگی
послуга	مدد
послуга	نرمی
послуга	طرفداری
послуга	رخصت
послуга	پاسداری
послуга	خوشنودی
послуга	بجلی
послуга	پوجا.
послуга	دعا
послуга	گیس
послуга	خدمت
взірець	سانچا.
взірець	قرینہ.
взірець	ترتیب
взірець	قالب
взірець	معیار
взірець	مرتب
взірець	آدرش
взірець	تنظیم
взірець	کپڑے
взірець	سانچا.
