категорија	kategooria
зачувана	konserveeritud
шпанците	hispaanlased
прикажано	näidatud
осман	osman
презиме	perekonnanimi
присуствувале	osales
сигурни	usaldusväärne
обична	plain
можностите	võimalused
патуваат	reisimine
меша	segud
вејн	wayne
крокодил	krokodill
драчево	connecticuti
толкува	tõlgendada
толкува	tõlgendada
надворешно	välitingimustes
надворешно	õues
надворешно	välised
надворешно	välise
надворешно	väline
луизијана	louisiana
кутии	kastid
кутии	karbid
купер	cooper
чичко	onu
верувал	uskusin
верувал	uskusid
верувал	uskus
момчиња	poisid
убиец	tapja
убиец	killer
убиец	mõrvar
убиец	mõrvar
убиец	mõrtsukas
убиец	palgamõrvar
бери	barry
мермер	marmor
сличности	sarnasusi
жупанија	maakond
покана	kutse
бирмингем	birminghami
слаби	nõrk
слаби	nõrga
слаби	nõrgad
другари	semud
другари	seltsimehed
путин	putin
орландо	orlando
скулптура	skulptuur
ветрови	tuuled
емануел	emanuel
емануел	emmanuel
брдо	hill
трајно	alalise
трајно	alalised
трајно	alaline
трајно	püsiv
трајно	jäädavalt
трајно	püsivalt
еднаквост	võrdõiguslikkus
еднаквост	võrdsus
племето	hõim
племето	hõimu
реченици	laused
реченици	lauseid
атланта	atlanta
атланта	atlantas
мориња	merede
супстанци	ained
кампањи	kampaaniad
кампањи	kampaaniaid
кампањи	kampaaniate
преводи	tõlked
белег	arm
белег	armi
белег	märgi
белег	märk
белег	mark
митови	müüdid
фелпс	phelps
астрономијата	astronoomia
реагира	reageerivad
реагира	reageeri
реагира	reageerima
реагира	reageerida
реагира	reageerib
бомби	pommid
кнежество	ahhaia
еврото	euro
конг	kong
програм	programm
орион	orion
споени	ühendatud
споени	ühinenud
комунизмот	kommunismi
ефикасноста	tõhusus
ефикасноста	efektiivsus
ефикасноста	tõhusus
ефикасноста	efektiivsus
организатор	korraldaja
организатор	korraldaja
доделен	omistatud
доделен	määratud
негативна	negatiivne
негативна	negatiivsed
забите	hambad
најмладиот	noorim
верона	verona
перо	sulg
илјада	tuhat
кејт	kate
геометриски	geomeetriline
геометриски	geomeetria
авторите	autorid
непозната	tundmatu
непозната	teadmata
дарко	darko
дефиниции	määratlused
дефиниции	mõisted
ресторан	söökla
ресторан	restoran
вили	willy
вили	willie
развод	lahutus
електроника	elektroonika
подготовки	valmistamine
подготовки	ettevalmistamine
подготовки	ettevalmistus
подготовки	ettevalmistused
подготовки	preparaadid
гугл	google
кабли	kaablid
конрад	conradi
конрад	conrad
конрад	konrad
алт	alt
подарок	olevik
подарок	kingitus
подарок	kink
подарок	kingitus
предлага	soovita
предлага	soovitab
промет	ringlusse
промет	käive
нега	hooli
интересни	huvitav
предложени	soovitatud
предложени	soovitas
предложени	pakutud
пирс	pierce
пирс	pearce
пирс	piers
интерпретација	tõlgendus
интерпретација	tõlgendamine
беј	laht
беј	bay
сведоци	tunnistajad
ројал	kuninglik
ројал	royal
ројал	kuninglikud
дишење	hingamine
дишење	hingamise
дишење	hingamist
дишење	hingab
дишење	hingamine
стенли	stanley
сиера	sierra
секторот	linnaosa
четириесет	nelikümmend
постојаните	lakkamatu
божество	jumalus
опфатени	hõlmatud
опфатени	kattis
опфатени	kaetud
волфганг	wolfgang
возачите	sõitjad
возачите	autojuhid
возачите	juhid
тунел	tunnel
освоен	vallutanud
освоен	vallutatud
дијана	diana
дијана	diane
виртемберг	württemberg
именување	nimetamine
молитва	palve
молитва	palved
посетеност	osalemine
посетеност	osavõtt
признае	tunnistama
динамика	dünaamiline
динамика	dünaamika
динамика	dünaamika
динамика	hoog
огледало	peegel
огледало	peegelda
дигитален	digitaalse
дигитален	digitaalne
узбекистан	usbekistani
видеа	videod
пустината	kõrb
дигитална	digitaalse
дигитална	digitaalne
остри	teravad
остри	sharp
остри	terav
остри	karm
сексуални	seksuaalse
сексуални	seksuaalne
обновен	uuenenud
обновен	uuendatud
аргументи	väited
аргументи	argumendid
полинезиски	polüneesia
понеделник	esmaspäeval
понеделник	esmaspäev
партнерство	partnerluse
партнерство	partnerlus
напуштат	hüljata
напуштат	põgene
американците	ameeriklased
дефиниран	defineeritud
дефиниран	määratletud
дефиниран	aps
воведени	tutvustas
воведени	tutvustati
лесен	lihtne
лесен	kerge
глобално	globaalselt
глобално	ülemaailmselt
глобално	ülemaailmne
глобално	global
глобално	globaalsed
глобално	globaalne
глобално	ülemaailmse
гер	guerre
екологија	ökoloogia
надминува	ületab
достигнување	saavutamine
достигнување	saavutus
даглас	douglas
тото	toto
даг	kaevatud
даг	doug
лок	lok
лок	locke
сиетл	seattle
вектор	vektori
опаѓа	langeb
пиво	õlut
пиво	õlle
пиво	õlu
метју	mathew
метју	matthew
метју	matu
аеродроми	lennujaamade
аеродроми	lennujaamad
одбивање	keeldumine
одбивање	tagasilükkamise
стомакот	kõht
стомакот	belly
стомакот	kõht
стомакот	kõhu
хормони	hormooni
хормони	hormoonid
хормони	hormoonid
микеланџело	michelangelo
шок	šokk
тенис	tennis
емил	emile
емил	emil
герман	saksa
герман	sakslane
траење	kestus
гај	gaius
гај	kutt
гај	guy
идентификација	identifitseerimine
идентификација	tuvastamine
идентификација	identifitseerimise
тули	tellised
тули	telliskivi
тули	brick
тули	tellis
тули	tully
алтернатива	alternatiiv
експанзија	laiendamine
експанзија	laienemine
оженет	abielus
оженет	abiellusid
оженет	abiellus
презентација	tutvustus
презентација	esitus
презентација	esitlus
презентација	esitluse
презентација	esitusviis
мекларен	mclaren
сатурн	saturn
перспектива	väljavaade
перспектива	prospekt
перспектива	perspektiivi
перспектива	perspektiiv
малтретирање	kiusamine
малтретирање	ahistamine
малтретирање	ahistamise
изразена	väljendatud
стратешки	strateegilised
стратешки	strateegiline
винсент	vincent
реализација	realiseerimise
еднина	ainsuses
чисти	puhas
чисти	puhtaks
чисти	puhtad
полско	poola
паднала	kukkus
глад	näljahäda
глад	nälga
глад	nälg
рене	renee
рене	rené
рене	rene
рене	rené
рене	rene
крунисан	kroonitud
претходна	eelmised
претходна	varasem
претходна	eelmine
неопределено	fuzzy
неопределено	määramata
директни	otsene
директни	vahetu
директни	direct
директни	otsesed
шанси	võimalus
шанси	chance
шанси	shaanxi
гете	goethe
карактеризираат	iseloomustavad
карактеризираат	iseloomustada
илиноис	illinoisi
заробеништво	vangistus
бура	äikesetorm
бура	torm
бура	tormi
бура	storm
четврто	neljas
четврто	neljandaks
григор	grigor
бренд	brand
верувале	uskusin
верувале	uskusid
верувале	uskus
подолги	kauem
подолги	pikemad
подолги	pikem
признаен	tunnustatud
сервер	peremees
сервер	võõrustaja
сервер	vastuvõtva
сервер	saatejuht
сервер	server
пирамида	püramiid
асистенции	abistab
бремен	bremen
изработена	koostatud
велигден	lihavõtte
графика	graafika
махмуд	mahmud
махмуд	mahmoud
платон	platon
платите	palk
платите	töötasu
платите	palgad
платите	palgad
оружја	relvad
администратори	haldajad
администратори	administraatoritele
стандардни	standardne
стандардни	standard
решено	lahendatud
решено	lahendatud
прсти	varbad
прсти	sõrmed
означи	sildi
означи	tag
означи	silt
марсел	marcel
клод	claude
бордо	bordeaux
фока	pitser
фока	pitsat
парма	parma
стабилна	usaldusväärselt
стабилна	stabiilset
стабилна	stabiilsed
стабилна	stabiilne
занимавал	harjutanud
лекари	arstid
лекари	arstid
натриум	naatrium
натриум	naatriumi
албрехт	albrecht
поинаку	teistsugune
поинаку	erinevad
поинаку	erinev
наставник	õpetaja
групирани	grupeeritud
групирани	rühmitatud
далас	dallas
картичка	kaardiga
картичка	kaart
картичка	kaardi
моторот	mootor
мото	moto
мото	moto
дрвена	puust
колорадо	colorado
зимбабве	zimbabwe
тереза	teresa
тереза	theresa
студијата	uuring
кејп	cape
кејп	neeme
кејп	cabo
кејп	keep
сегмент	nišš
сегмент	segmendi
сегмент	lõik
сегмент	lõigu
патрон	patroon
роди	sündis
роди	sündinud
роди	roddy
војводина	vojvodina
црево	voolik
црево	soolestikku
темите	teemad
јута	utah
типична	tüüpilised
типична	tüüpiline
кристали	kristallid
магазин	ajakiri
седмиот	seitsmes
сезонски	hooajalise
аргумент	argument
аргумент	argumendi
сали	sully
сали	sully
сали	sally
секција	lõik
секција	sektsioon
секција	jagu
воспаление	põletik
максимум	maksimaalne
максимум	maksimum
максимум	maksimaalselt
фил	phil
охајо	ohio
јакоб	jakob
јакоб	jacob
нејзе	teda
нејзе	tema
ломбардија	lombardia
бакар	vask
бакар	vase
мерења	mõõtmised
мерења	mõõtmine
мерења	mõõdud
усвоено	lapsendatud
усвоено	vastuvõetud
усвоено	adopteeritud
известување	nõustamise
известување	teatamine
известување	teade
известување	teavitamine
индивидуи	üksikisikute
индивидуи	üksikisikud
жица	traat
жица	juhe
педесет	viiskümmend
андер	ander
нормални	normaalne
адријан	adrian
бангладеш	bangladesh
измислен	kujuteldav
бронза	pronks
хепберн	hepburn
цигари	sigaretid
цигари	sigareti
цигари	suitsu
цигари	sigaret
заклучи	lukku
заклучи	luku
заклучи	lukk
синоним	sünonüüm
велосипед	ratas
велосипед	jalgratas
велосипед	ratta
велосипед	jalgratas
судијата	kohtunik
судијата	kohtunik
опозиција	vastulause
опозиција	opositsiooni
опозиција	vastuseis
опозиција	opositsioon
дизајнер	disainer
екран	ekraan
екран	ekraani
роза	rose
роза	roos
роза	roosi
роза	rosa
ејми	amy
ејми	ame
водопади	kukub
водопади	falls
водопади	langeb
потпис	signatuur
потпис	allkiri
пронајдена	leidis
пронајдена	leiti
пронајдена	leitud
волт	walt
дискриминација	diskrimineerimine
наслови	pealkirjad
наслови	pealkirjad
одделно	eraldi
одделно	eraldi
убијци	mõrvarid
убијци	tapjad
убијци	mõrvarid
магдалена	magdaleena
магдалена	magdalena
данскиот	taani
осудени	süüdimõistetud
просториите	ruumid
кирибати	kiribati
монро	monroe
патувал	reisinud
патувал	reisinud
изгубени	eksinud
изгубени	kaotas
изгубени	kadunud
изгубени	kaotatud
етички	eetiline
етички	eetiliselt
стрес	stress
стрес	stressist
стрес	stressi
лукас	lucas
фотографијата	foto
секаде	kõikjal
секаде	igalpool
тибет	tiibeti
заработи	teeni
автономни	autonoomne
паралелни	paralleelsed
паралелни	paralleelne
паралелни	paralleelselt
линкови	lingid
мара	mara
нилски	jõehobu
новела	romaan
новела	romaani
прослава	tähistamine
сок	juice
сок	mahla
сок	mahl
кану	kanuu
александра	alexandra
симетрија	sümmeetria
физиологија	füsioloogia
оперски	ooper
оперски	ooperi
злото	kurjus
злото	kurja
злото	kuri
беркли	berkeley
архив	arhiivi
архив	arhiiv
архив	arhiivid
накратко	lühidalt
возови	rongid
изабела	isabella
изабела	isabelle
плато	platoo
опции	valikud
хасан	hassan
хасан	hasan
корисна	kasulikud
корисна	kasulik
корисна	õpetlik
преведени	tõlgitud
жолти	kollase
жолти	kollased
жолти	kollane
испраќање	saatmine
испраќање	saates
богатства	aardeid
богатства	rikkus
богатства	rikkusi
здравство	tervishoid
умерено	mõõdukalt
соберат	koguneda
отиде	läks
босански	bosnia
партизани	partisanid
сахара	sahara
раѓа	sündis
раѓа	sündinud
наводнување	niisutus
должности	tollimaksud
должности	kohustused
сфати	arusaadav
сфати	mõista
хром	kroomi
хром	kroom
хром	kroomi
хром	kroom
лед	jää
лед	ice
лед	jääd
електронско	elektroonilised
електронско	elektrooniline
електронско	elektroonilisel
опстанок	ellujäämise
опстанок	ellujäämine
демо	demo
доза	annus
доза	annustamine
доза	annus
доза	doos
германци	sakslased
намибија	namiibia
гласа	hääli
гласа	hääled
бронзен	pronks
викенд	weekend
викенд	nädalavahetusel
викенд	nädalavahetus
викенд	nädalalõpp
заменета	asendatud
заменета	asendatakse
фабрики	tehased
емирати	emirates
минимум	minimaalselt
минимум	miinimum
минимум	minimaalne
недоволно	ebapiisavad
недоволно	ebapiisav
универзален	universaalne
спортист	sportlane
ангола	angola
поглавје	peatükk
намален	vähenenud
намален	vähendatud
намален	vähendatud
вигинс	wiggins
достигнат	saavutas
достигнат	jõuti
достигнат	reach
стотина	sada
стотина	sajad
стотина	sadu
алтернативен	alternatiiv
видлива	nähtavad
видлива	nähtav
откриваат	paljastavad
вратен	tagastatud
просечен	keskmine
инка	inkade
инка	lehter
ротација	rotatsiooni
ротација	pööramine
ротација	pööra
ротација	pööramine
тенкови	tankid
тенкови	paagid
загрозен	ohustatud
загрозен	ohustatud
човечко	inimene
човечко	inimlik
опен	avamine
опен	ava
опен	avada
опен	avatud
публикации	trükised
публикации	väljaanded
публикации	väljaannete
заболување	haigused
заболување	haigus
прстени	sõrmused
прстени	ringid
прстени	rõngad
воведува	tutvustab
практики	tavade
практики	tavad
младоста	noored
младоста	noorus
младоста	noorte
болки	valu
академска	akadeemiline
академска	akadeemilise
практична	praktiline
практична	praktilised
тврдејќи	väites
тврдејќи	väites
панама	panama
мастерс	isandad
мастерс	meistrid
каталонија	kataloonia
галиција	galicia
сенка	varju
сенка	vari
сенка	varju
привилегии	privileeg
привилегии	privileegid
привилегии	õigused
подигнат	püstitatud
занает	käsitöö
скијање	suusatama
брест	bresti
анастасија	anastasia
оман	omaan
диригент	dirigent
супстанции	aine
супстанции	ainet
супстанции	ained
гнездо	pesa
кралско	kuninglik
кралско	royal
кралско	kuninglikud
кралско	keiserlik
резерват	varu
резерват	reserv
резерват	reservi
религиозна	usklik
религиозна	religioosne
топлината	soojus
математичари	matemaatikud
вага	kaalud
фрази	väljendid
фрази	laused
фрази	fraase
лорен	lorraine
лорен	lauren
лорен	loren
кнежевство	vürstiriigi
кози	kitsed
установа	rajatis
карибите	kariibi
теологија	teoloogia
исклучоци	erandid
оператор	operaator
оператор	käitaja
јачина	osatähtsus
јачина	intensiivsus
јачина	valgustugevus
утрински	hommik
наша	meie
грмушки	põõsad
грмушки	bush
грмушки	põõsas
сегменти	segmentide
ремо	remo
зајак	jänes
зајак	küülik
наставници	õpetajad
лош	bad
лош	halb
лош	paha
кал	pori
кал	muda
кал	cal
дан	dan
дан	dunne
дан	dunn
дан	dun
соочи	näoga
соочи	näo
соочи	nägu
соочи	face
помало	väiksem
помало	väiksemaks
помало	väiksem
помало	väiksemad
урбана	urban
шести	kuuendaks
шести	kuues
предизвик	väljakutse
малтер	miinipilduja
исполнети	täitnud
исполнети	täidetud
матеј	matthew
претседателството	eesistujariik
претседателството	eesistumine
ријана	rihanna
пенали	karistused
пенали	sanktsioonid
радиус	raadius
незадоволство	rahulolematust
свештеникот	preester
предизвикувајќи	põhjustades
празни	tühi
празни	tühjad
шефот	ülemus
шефот	pealik
шефот	ülem
шефот	ülemus
шефот	boss
четворица	neli
пластика	plastikust
пластика	plast
пластика	plastik
јемен	jeemeni
уран	uraan
уран	uraani
обоени	värvitud
обоени	maalitud
обоени	värviline
обоени	värvilised
обоени	värviline
обоени	värvilised
портрети	portreed
алба	alba
глетка	nägemine
божиќ	jõulud
алгебра	algebra
боби	bobby
роси	rossi
учествуваше	osalenud
учествуваше	osales
учествуваше	osalesid
мештаните	kohalikud
покриен	hõlmatud
покриен	kattis
покриен	kaetud
точна	täpne
точна	täpsed
точна	täpne
точна	korrektne
точна	õige
подот	korrus
подот	põrand
обемот	ruumala
обемот	maht
обемот	helitugevus
обемот	köide
дипломат	diplomaat
месопотамија	mesopotaamia
должноста	tollimaks
пури	sigari
инцидент	intsident
инцидент	vahejuhtum
работеше	töötatud
работеше	töötas
работеше	töötanud
вторник	teisipäev
вирус	viiruse
вирус	viirus
добиток	veised
посредник	vahendaja
посредник	vahendaja
траат	kestab
состаноци	koosolekud
состаноци	kohtumised
состаноци	istungid
сиромаштија	vaesus
геолошки	geoloogilise
геолошки	geoloogiline
шер	sher
шер	cher
алмати	almatõ
разгледува	arvestades
обележани	tähistatud
обележани	märgitud
обележани	märgistatud
курсеви	kursused
фокус	fookus
фокус	fookuses
конкретни	konkreetne
конкретни	spetsiifilised
конкретни	konkreetsete
конкретни	spetsiifiline
конкретни	betoonist
конкретни	konkreetseid
конкретни	betooni
супстанца	aine
супстанца	ainet
наназад	tagurpidi
лејди	daam
лејди	neiu
лејди	leedi
рап	räpp
скали	trepp
скали	trepid
скали	trepp
раководители	haldajad
раководители	juhid
ресурсите	vahendid
ресурсите	ressursid
очекувања	ootused
примарна	primaarne
примарна	esmane
времетраење	kestus
лесна	lihtne
лесна	kerge
лесна	kerged
мадагаскар	madagaskari
праќа	saadab
типични	tüüpilised
типични	tüüpiline
пејџ	paige
џордан	jordan
џордан	jordaania
постоечки	olemasolevad
постоечки	olemasolev
јапонска	jaapani
јапонска	jaapanlased
џузепе	giuseppe
џејсон	jason
извршат	sooritada
вегас	vegas
статистичка	statistika
статистичка	statistilised
статистичка	statistiline
големини	suurused
признат	tunnustatud
признат	tunnustatud
остро	tugevalt
остро	teravad
остро	sharp
остро	terav
формирано	moodustatud
формирано	moodustati
атракција	külgetõmme
параметар	parameeter
конечен	lõplik
пештери	koopad
андалузија	andaluusia
вишок	ülejääk
вишок	üleliigne
вишок	ülemäärane
стенфорд	stanfordi
стенфорд	stanford
нормандија	normandie
нормандија	normandia
изложеност	kokkupuute
изложеност	kokkupuude
антропологија	antropoloogia
хаити	haiti
свадба	pulm
свадба	laulatus
свадба	pulma
свадба	pulmad
оценка	skoor
оценка	punktisumma
сони	sony
сони	sonny
нирнберг	nürnbergi
изолација	eraldatus
изолација	eraldamine
изолација	isolatsioon
изолација	isolatsiooni
ралф	ralf
ралф	ralph
самуил	samuel
следна	järgmiseks
следна	järgmisena
следна	järgmine
следна	next
стравот	hirm
стравот	hirmu
почитува	austab
ритуали	rituaalid
интензитет	osatähtsus
интензитет	intensiivsus
интензитет	valgustugevus
обнови	taastamine
обнови	taasta
промовирање	edendamine
промовирање	edendamine
промовирање	edendades
поразена	võidetud
поразена	löödud
упатува	viited
согорување	põletamine
согорување	põlemisel
согорување	põletamine
заседа	varitsus
континуирано	pidevalt
континуирано	pidev
континуирано	pideva
факултети	teaduskondade
евиденција	records
евиденција	log
евиденција	logi
индиректно	kaudsed
индиректно	kaudne
индиректно	kaudselt
спротивни	vastand
спротивни	vastupidine
кралевите	kuningad
пеколот	põrgu
сознанија	leiud
сознанија	järeldused
тениско	tennis
протест	protest
протест	protesti
рајот	taevas
панорама	panorama
опасни	ohtlikud
опасни	ohtlik
почина	surid
почина	suri
ангели	inglid
еми	emmy
шеми	mustrid
шеми	kavad
шеми	skeemide
шеми	kavade
шеми	skeemid
среда	kolmapäev
среда	kolmapäeviti
врат	kaela
врат	kael
играчки	mänguasjad
медичи	medici
масовни	missa
масовни	massi
масовни	mass
масовни	massiivne
групна	rühm
групна	grupp
групна	grupis
ник	nick
ник	nic
ник	nik
идол	iidol
витамин	vitamiin
витамин	vitamiini
одби	keeldunud
одби	keeldus
одење	kõndimine
одење	jalutades
одење	jalutamas
одење	kõnnib
граѓанин	kodanik
материјална	materjal
комесар	komissar
комесар	volinik
комесар	komissar
професионалец	professionaal
професионалец	professionaalne
професионалец	ametialane
професионалец	pro
декларацијата	deklaratsioon
религиски	usklik
религиски	religioosne
припаѓал	kuulus
брегови	kallaste
индекси	indeksid
мајмуни	ahvid
спартак	spartacus
докторат	doktorikraadi
докторат	phd
моќност	power
моќност	võimu
моќност	võim
моќност	võimsus
моќност	jõud
артисти	esitajad
артисти	kunstnikud
врзани	seotud
англо	anglo
клун	nokk
празен	tühi
празен	tühjad
празен	tühi
протеини	valk
протеини	proteiin
протеини	valgud
михаел	michael
тел	tel
стразбур	strasbourgi
стразбур	strasbourg
предвидување	ennustus
лил	lil
лил	lille
длабоки	sügav
длабоки	deep
длабоки	sügavale
барбара	barbara
осло	oslo
пристигнува	saabub
армстронг	armstrong
цветови	lilli
цветови	lilled
цветови	õied
руси	venelased
бесплатно	vabad
бесплатно	vaba
бесплатно	free
бесплатно	tasuta
милтон	milton
задоволи	rahuldada
фрлање	viskamine
фрлање	viska
фрлање	visata
припаѓале	kuulus
гари	garry
гари	gary
базен	bassein
базен	basseini
капацитети	rajatised
капацитети	rajatiste
капацитети	võimekus
грос	bruto
грос	groß
рус	rus
учествуваа	osalenud
учествуваа	osales
учествуваа	osalesid
одраз	kajastada
одраз	peegelda
одраз	peegeldus
шарлот	charlotte
хумор	huumor
хумор	huumor
работничка	töötaja
работничка	tööline
католици	katoliiklased
утро	hommik
мис	preili
сооднос	suhtarv
сооднос	suhe
реми	remy
реми	remi
претставништво	esindus
претставништво	esindatus
пазарите	turud
планетите	planeedid
планетите	planeete
клајн	klein
кафеава	brown
кафеава	pruuniks
кафеава	pruunid
кафеава	pruun
уганда	uganda
брана	tamm
украси	kaunistused
украси	kaunistused
привремена	ajutised
привремена	ajutine
привремена	temp
драстично	drastiliselt
лужица	lausitz
неопходни	vajalik
неопходни	vajalikud
половината	pool
изолирани	isoleeritud
изолирани	eraldatud
откри	paljastatud
френклин	franklin
френклин	franklini
бродовите	laevu
бродовите	laevad
бродовите	ferries
предупредување	hoiatus
кршење	rikkumine
државјанство	kodakondsus
предци	esivanemad
натписи	artiklid
харисон	harrisoni
харисон	harrison
леви	levi
обама	obama
раскажувач	jutuvestja
осветлување	valgustus
прославата	tähistamine
експериментални	eksperimentaalne
масти	rasv
масти	rasva
масти	paksud
масти	paks
семејствата	perekonnad
семејствата	pered
паскал	pascal
пипин	pippin
вавилон	babylon
скандинавија	skandinaavia
сакаше	meeldis
сакаше	armastasin
сакаше	armastas
сакаше	armastasid
сакаше	tahtis
сакаше	tagaotsitav
сакаше	tahtsin
конкретно	konkreetsemalt
конкретно	konkreetselt
роберто	roberto
бетмен	batman
бетмен	batmani
правник	advokaat
правник	jurist
манифестација	ilming
запишување	kirjutamine
тропски	troopiline
пит	pete
ненадејно	äkitselt
ненадејно	äkiline
ацо	atso
дебелина	rasvumise
дебелина	paksus
евангелие	evangeeliumi
ловат	hunt
ловат	jaht
фридман	friedman
волк	hunt
волк	wolf
бањи	vannid
распад	lagunemine
распад	kõdu
господин	mister
господин	härra
господин	härrasmees
грама	memm
грама	grammi
сместување	majutus
сместување	majutuse
сместување	majutus
крила	tiibu
крила	tiivad
курт	kurt
курт	curt
регионална	regionaalne
регионална	piirkondlik
регионална	piirkondlikud
боуви	bowie
пушки	vintpüssid
пушки	püssid
пушки	püssid
пушки	relvad
умерена	parasvöötme
умерена	mõõdukas
умерена	mõõdukad
цивилизации	tsivilisatsioone
цивилизации	tsivilisatsioonide
болни	valus
болни	valulik
болни	piinarikas
болни	haiged
болни	haige
болни	haigeks
лаос	laos
отон	otho
полот	sugu
гравитација	gravitatsioon
памук	pamuk
памук	puuvill
редовна	korrapärane
редовна	regulaarsed
редовна	tavaline
редовна	korrapärased
редовна	regulaarne
олимпија	olympia
погодни	mugav
клинтон	clinton
учеснички	osalev
учеснички	osalevad
учеснички	osalejad
учеснички	osalejaid
варна	varna
валути	valuuta
валути	rahaühik
валути	vääring
среќен	õnnelik
постава	rivistus
азиски	aasia
идентични	identne
идентични	identsed
поканети	kutsus
поканети	kutsutud
сведок	tunnistaja
арапска	araabia
уста	suu
хив	hivi
хив	hiv
дилан	dylan
болката	valu
управувани	õnnestus
вработен	töötaja
стручно	eksperdi
стручно	asjatundja
стручно	ekspert
ладен	koormatud
бернард	bernard
девојче	tüdruk
мајнц	mainz
моќни	võimas
реда	read
мисисипи	mississippi
добиена	võidetud
добиена	võitsid
добиена	võitis
мигел	miguel
чуда	imesid
чуда	imed
чуда	imesid
покани	kutseid
покани	kutsed
покани	kutsu
покани	kutse
покани	kutsub
робот	robot
одредби	eraldised
одредби	sätted
рамен	tasane
рамен	lame
рамен	ramen
гледал	jälgiti
гледал	vaatasin
гледал	vaatas
детално	detailne
детално	üksikasjalikud
детално	üksikasjalik
детално	detaili
детално	detail
детално	üksikasjad
предаваат	õpeta
предаваат	õpetada
модни	mood
имплементација	rakendamine
имплементација	elluviimine
сини	sinised
сини	sinine
пијалаци	jooki
пијалаци	jook
пијалаци	joogid
пијалаци	joob
пијалаци	joogid
онтарио	ontario
додатни	täiendavad
додатни	täiendav
ген	gene
ген	geen
ген	geeni
ген	gen
штети	kahjutasu
штети	kahjustus
штети	kahju
штети	kahjustused
веста	vesta
антониј	antonius
континенти	mandrite
ризици	riske
ризици	riskid
трик	trikk
емоции	emotsioon
емоции	emotsioonid
емоции	emotsiooni
емоции	emotsioonid
тери	terri
тери	terry
бич	rand
бич	beach
доминантен	domineeriv
доминантен	valitsev
судење	kohtuistung
протестанти	protestantide
протестанти	protestijad
исполнет	täidetud
конференции	konverents
конференции	konverentsid
мажот	abikaasa
татковината	kodumaa
татковината	isamaa
избегнува	väldib
заклучоци	leiud
заклучоци	järeldused
заклучоци	järeldused
кабинет	kapp
зачуван	päästetud
зачуван	salvestatud
зачуван	päästis
арагон	aragon
значителна	märkimisväärne
сончев	päikeseline
здраво	tere
здраво	hello
корпорација	corporation
корпорација	korporatsioon
радијација	radiatsiooni
радијација	radiatsioon
радијација	kiirgus
анимација	animatsiooni
собрал	kogutud
собрал	kogunenud
помогнале	aitasid
помогнале	aitas
помогнале	aidanud
неутрони	neutronid
едвај	vaevalt
едвај	vaevu
едвај	vaevalt
одеднаш	äkitselt
одеднаш	äkiline
ферари	ferrari
прописи	määrused
прописи	reguleerimine
прописи	regulatsioon
прописи	määrus
прописи	eeskiri
дуран	durant
дуран	duran
кремљ	kremli
кромид	sibul
кромид	sibulad
кромид	sibul
кромид	sibula
мередит	meredith
продукт	toode
продукт	toote
пролог	proloog
античко	antiik
свесни	teadvusel
свесни	teadlikud
свесни	teadlik
висорамнина	mägismaa
освојувач	vallutaja
викиликс	wikileaksi
налог	order
започната	käivitatud
југословенска	jugoslaavia
џеф	jeff
подигање	saabas
подигање	tõsta
подигање	tõstan
подигање	tõstmine
мак	mac
мак	mack
мак	mak
колона	sammas
колона	kolonn
колона	veerg
колона	veeru
облаци	pilvede
облаци	pilvi
облаци	pilved
адамс	adams
шират	levib
самоа	samoa
иновации	uuendused
иновации	innovatsioon
иновации	uuendus
иновации	uuendused
топла	kuum
топла	kuumad
топла	hot
топла	palav
топла	soojad
топла	sooja
топла	soe
заинтересиран	huvilistel
заинтересиран	huvitatud
спроведени	rakendatud
корпорации	korporatsioonid
корпорации	firmad
корпорации	ettevõtted
тропските	troopika
спротивна	vastand
спротивна	vastupidine
забави	peod
забави	osalised
грло	kurgu
грло	kurku
грло	kurk
грло	kõri
потсетува	meenutab
бизниси	ettevõtted
теоретичар	teoreetik
жорж	georges
моќен	võimas
моќен	võimas
воспоставена	asutatud
зими	winters
пилот	piloot
линколн	lincoln
линколн	lincolni
вируси	viiruse
вируси	viirused
свесен	teadlikud
свесен	teadlik
свесен	teadvusel
криви	kõverad
витез	ratsu
витез	rüütli
витез	rüütel
витез	knight
печатени	trükitud
осигура	tagada
осигура	tagama
нагласува	rõhutab
рајх	reich
додадена	lisatud
семиња	seemned
семиња	seeme
интервјуа	vestlused
интервјуа	intervjuud
браната	tamm
вагнер	wagner
рејчел	rachel
рамна	tasane
рамна	lame
санчез	sanchez
санчез	sánchez
извршувањето	hukkamine
извршувањето	täitmine
извршувањето	teostus
декади	aastakümnete
декади	aastakümneid
забранети	keelatud
забранети	keelatud
забранети	keelustatud
забранети	keelatud
чудно	ebamugav
чудно	piinlik
чудно	kummaline
чудно	imelik
чудно	veider
чудно	veider
чудно	imelik
чудно	veider
чудно	imelik
писменост	kirjaoskuse
џефри	geoffrey
џефри	jeffrey
пијалоци	joob
пијалоци	joogid
тактика	taktika
тактика	taktika
кастро	castro
одри	audrey
поплави	üleujutused
поплави	üleujutus
поплави	üleujutused
поплави	üleujutuste
поплави	üleujutus
тринидад	trinidadi
архиепископот	peapiiskop
извоз	eksport
извоз	eksport
извоз	ekspordi
единбург	edinburghi
тесна	tihe
тесна	kitsas
тесна	tihedalt
багдад	bagdadi
доминираат	domineerida
ката	põrandad
аризона	arizona
