bregdet	море
avull	парна
avull	парата
sllovene	словенски
sllovene	словенският
sllovene	словенски
batalioni	батальона
batalioni	батальон
modena	модена
kërkohej	изисквана
vida	вида
ambientit	атмосфера
ambientit	околната
pisha	пайн
pisha	бор
thërret	обаждания
thërret	повиквания
dramaturg	драматург
shoqërie	дружба
arif	ариф
gjendur	разположена
gjendur	разположен
gjendur	разположени
gjendur	разположено
forumi	форум
malo	мало
lexim	чета
lexim	четенето
lexim	четене
faruk	фарук
mysql	mysql
votimi	гласуването
votimi	гласуване
legjendare	легендарно
legjendare	легендарен
kritikët	критици
kritikët	критиците
bruneit	бруней
mbishkrim	надпис
mbishkrim	посвещение
trajtim	третиране
trajtim	лечение
trajtim	обработка
shkëlqim	светят
shkëlqim	сияние
femije	деца
femije	децата
femije	деца
femije	дете
brezave	поколенията
brezave	поколения
fqinjë	съседите
fqinjë	съседи
fqinjë	съседи
lavdishme	славно
lavdishme	славен
lavdishme	славна
lavdishme	славни
proteina	протеини
proteina	протеин
proteina	белтък
vuajtur	страдаше
vuajtur	страда
vuajtur	страдала
vuajtur	страдал
shkatërroi	унищожени
shkatërroi	унищожена
shkatërroi	разрушени
shkatërroi	унищожен
shkatërroi	унищожено
dollar	долар
ekzekutive	изпълнителна
ekzekutive	изпълнителни
dallueshme	разпознаваем
festohet	отпразнува
futbollisti	футболист
tendencë	склонност
kodrën	хълм
kodrën	хил
kodrën	hill
kombësia	националност
kombësia	гражданство
doi	дои
hip	хип
hip	бедро
hip	бедрото
hip	ханша
hip	ийп
organizmi	организъм
zhveshur	голо
zhveshur	голи
zhveshur	гола
ngjashmëri	прилики
ngjashmëri	прилика
tru	мозъчен
tru	мозък
tru	мозъка
tru	мозъци
tru	акъл
tru	мозък
tru	ум
mëshirë	мърси
mëshirë	милосърдие
mëshirë	милост
pazar	пазар
pazar	пазаруване
pazar	шопинг
tregim	разказ
tregim	приказка
tregim	приказка
tregim	история
arkivat	архив
arkivat	архиви
pyetur	разпитан
pyetur	разпитван
pyetur	попитал
pyetur	попитала
pyetur	попита
konflikte	конфликтите
konflikte	конфликти
konflikte	конфликт
konflikte	конфликти
sugjeruar	предложен
sugjeruar	предложени
sugjeruar	предложено
plumbi	куршум
derë	врата
derë	вратата
ferri	ад
ferri	ада
willy	уили
willy	вили
andon	андон
armike	враг
armike	врагът
armike	врагове
përralla	истории
përralla	приказки
përralla	разкази
dalai	далай
japonisht	японско
japonisht	японска
japonisht	японци
japonisht	японец
japonisht	японски
still	стийл
nassau	насау
cfare	какво
stefani	стефан
stefani	стефани
aksident	авария
aksident	злополука
aksident	инцидент
aksident	произшествие
shkëmbinj	камъни
shkëmbinj	скали
trimi	смели
trimi	смело
trimi	смела
trimi	смел
ariu	мечок
ariu	беър
ariu	мече
ariu	мечо
ariu	мечка
përbërës	съставка
multi	мулти
hop	обръч
hop	хоп
sadiku	садику
kundërshtar	опонент
kundërshtar	съперник
kundërshtar	противник
relativitetit	относителността
vizitorët	посетителите
vizitorët	посетители
plagë	раната
plagë	рани
plagë	рана
plagë	контузии
plagë	наранявания
plagë	рани
plagë	раните
analog	аналог
analog	аналогов
ndërmarrë	предприета
ndërmarrë	предприето
ndërmarrë	предприети
ndërmarrë	предприемане
kardinali	кардинале
kardinali	кардинал
xhamitë	джамии
standardeve	стандартите
standardeve	стандарти
kurs	курс
rezervuar	запазено
rezervuar	запазен
rezervuar	запазена
rezervuar	запазени
rezervuar	резервоар
rezervuar	резервоара
bardh	бяла
bardh	бели
bardh	бял
bardh	бяло
veproi	действал
ciklin	менструация
ciklin	цикъл
ciklin	цикъла
radikale	радикално
radikale	радикални
radikale	радикална
dominuar	доминират
vizitë	посетете
vizitë	визита
vizitë	посещение
sul	сул
daro	даро
sulejmani	соломон
analitike	аналитичен
analitike	аналитични
rolit	роля
objektivat	цели
objektivat	мишени
objektivat	цели
kanalet	канали
amerikanët	американците
amerikanët	американци
besë	доверие
besë	вярвай
besë	доверен
kongo	конго
pyjore	горски
shprehjet	изрази
shprehjet	изразяване
wild	диво
wild	дивак
wild	диви
wild	дива
wild	див
specializuara	специализирана
specializuara	специализирано
specializuara	специализиран
specializuara	специализирани
specializuara	специализирана
specializuara	специализиран
specializuara	специализирани
kontrast	контраст
interpretim	тълкуване
interpretim	интерпретация
paralelisht	паралелно
paralelisht	успоредно
paralelisht	успоредни
paralelisht	паралелна
paralelisht	паралелни
udhëtuar	пътувал
udhëtuar	пътувал
ipairs	ipairs
altlink	altlink
harold	харолд
harold	харълд
pozicionet	пози
pozicionet	позиции
irlandez	ирландски
irlandez	ирландска
irlandez	ирландци
irlandez	ирландско
irlandez	ирландец
katedralja	катедралата
katedralja	катедрала
mont	мон
ken	кен
menduarit	мислене
vaji	нефт
vaji	петрол
vaji	олио
vaji	масло
komente	мнение
komente	забележки
komente	коментари
komente	мнения
përhapje	разпространява
shikim	виж
cikël	цикъл
cikël	цикъла
paraprake	предварителна
paraprake	предварителни
paraprake	предварителен
sasuke	саске
proteinat	протеини
proteinat	протеин
proteinat	белтък
proteinat	протеини
proteinat	протеините
gjalpë	маслото
gjalpë	масло
halimi	халими
detyrueshëm	задължителен
detyrueshëm	задължително
detyrueshëm	задължителна
detyrueshëm	задължителни
detyrueshëm	задължителен
detyrueshëm	задължително
detyrueshëm	задължителна
detyrueshëm	задължителни
rrjetet	мрежи
rrjetet	мрежите
organizohet	организиран
organizohet	организирана
organizohet	организирано
organizohet	организирани
organizohet	организиран
organizohet	организирана
organizohet	организирано
organizohet	организирани
acidi	киселина
ascii	ascii
votuar	гласували
votuar	гласуваха
votuar	гласувахме
akte	деяния
akte	актове
prishur	счупен
prishur	счупена
prishur	счупено
prishur	разбито
prishur	разбити
prishur	разглезена
prishur	развалено
ekrem	екрем
kontrollon	контроли
kontrollon	контрол
kontrollon	управление
zana	феята
zana	фея
zana	зана
neutral	неутрални
neutral	неутрално
neutral	неутрална
neutral	неутрален
operacione	операции
operacione	опс
klientit	клиент
domain	владение
domain	домейн
hashim	хашим
peshku	риби
peshku	фиш
peshku	риба
lirisht	свободно
emigrantëve	мигрантите
emigrantëve	мигранти
emigrantëve	имигранти
unter	unter
shpejte	бързо
shpejte	бърз
automatike	автоматична
automatike	автоматични
automatike	автоматично
automatike	автоматичен
dardha	круши
muslimane	мюсюлманин
muslimane	мюсюлмански
muslimane	мюсюлмани
muslimane	мюсюлманска
kontekst	контекст
carol	каръл
carol	керъл
carol	карол
nur	нур
fred	фред
kanceri	рак
kanceri	ракът
frederik	фредерик
frederik	фредерик
frederik	фридрих
frederik	фредерик
qik	гадже
qik	приятелката
qik	приятелка
qik	момиченце
qik	момиче
abc	abc
përshtypje	впечатление
përshtypje	впечатли
lanka	ланка
shpellën	пещера
shpellën	пещерата
dominon	доминиращ
rrethimin	обсада
vëmendjes	прожекторите
nxit	шпорите
nxit	насърчава
bërthamë	ядро
bërthamë	сърцевина
bërthamë	ядрото
shenjt	свято
shenjt	свети
shenjt	свята
dinamik	динамична
dinamik	динамични
dinamik	динамика
dinamik	динамично
dinamik	динамичен
kryetarët	председатели
kryetarët	оратори
kryetarët	кметове
kryepeshkopi	архиепископ
unioni	профсъюз
unioni	съюз
unioni	съюза
unioni	юниън
bukureshtit	букурещ
mannheim	манхайм
bruce	брус
heshtje	тишина
heshtje	мълчание
heshtje	мълчанието
heshtje	тишината
strugë	струга
menjëhershëm	незабавно
bregdeti	море
bregdeti	крайбрежие
bregdeti	крайбрежие
bregdeti	бряг
këndoi	санг
jennifer	дженифър
sferike	сферични
deutsche	deutsche
deutsche	дойче
qëndresa	съпротива
qëndresa	резистентност
qëndresa	устойчивост
qëndresa	съпротивление
mesazhet	послания
mesazhet	съобщения
sicili	сицилия
promovuar	подсилена
promovuar	подсилени
promovuar	повишен
ekzekutuar	изпълняване
ekzekutuar	екзекутират
ekzekutuar	екзекутиран
ekzekutuar	изпълнено
ekzekutuar	екзекутирани
mohuesit	неверници
mohuesit	неверници
zhduket	изчезване
zhduket	изчезва
zhduket	изчезване
realiste	реалистични
realiste	реалистично
realiste	реалистична
realiste	реалистичен
sundimtari	владетел
lehtësi	лекота
bagëti	добитък
bagëti	говеда
bagëti	добитък
bronzi	бронзова
bronzi	бронз
bronzi	бронзов
bronzi	бронзови
alessandro	алесандро
vitamina	витамини
vitamina	витамините
vitamina	витамини
vitamina	витамин
barbare	варварско
barbare	варварски
barbare	варварин
barbare	варварски
vlefshëm	валидна
vlefshëm	валидни
vlefshëm	валиден
vlefshëm	валидно
ansambli	ансамбъл
dervishi	дервиш
minierave	добив
minierave	минни
sql	sql
vizita	посетете
vizita	визита
vizita	посещение
vizita	посещенията
vizita	посещения
ambasadori	посланник
ambasadori	посланик
mijëvjeçarit	хилядолетие
mijëvjeçarit	милениум
biologjik	биологичен
biologjik	биологично
biologjik	биологични
biologjik	биологична
këngëtari	певецът
këngëtari	певица
këngëtari	сингър
këngëtari	певец
kokrra	зърна
kokrra	зрънце
kokrra	зърно
kokrra	жито
kokrra	бери
kokrra	зърна
kokrra	зрънца
abraham	ейбрахам
abraham	авраам
abraham	абрахам
abraham	аврам
gif	gif
hollësi	детайли
hollësi	подробности
hollësi	подробност
hollësi	детайл
askujt	всеки
kornizë	рамка
kornizë	кадър
kornizë	рамка
shkëlqyeshëm	отличен
shkëlqyeshëm	отлично
shifër	фигура
shifër	фигурата
zgjerim	разрастване
zgjerim	разширяване
zgjerim	разширение
realizuara	реализирана
realizuara	реализирани
varreza	гробища
varreza	гробищата
varreza	гробища
varreza	гробището
varreza	гробища
varreza	гробище
varreza	гробището
varreza	гробище
dhjetori	декември
sinjale	сигнали
akuza	заряди
akuza	обвинения
cpu	процесор
pasurit	рич
pasurit	богато
pasurit	богат
pasurit	богата
pasurit	богати
kampet	лагери
kampet	лагерите
përmbledhur	обобщим
grimca	частици
grimca	компресиран
grimca	частица
grimca	частици
buke	хляб
buke	хляба
teme	тема
teme	тема
ndare	разделени
ndare	отделени
ndare	разделен
historitë	истории
historitë	разкази
qëndruan	стоеше
fisnikët	благородници
fisnikët	благородниците
federico	федерико
diplomë	градус
diplomë	степен
warren	уорън
përgatitje	подготовка
përgatitje	препарат
përgatitje	приготвяне
mbështeti	подкрепен
mbështeti	подкрепи
mbështeti	подкрепена
mbështeti	поддържани
mbështeti	подкрепено
elementët	позиции
elementët	артикули
elementët	предмети
elementët	елементи
portugeze	португалски
nowrap	nowrap
faleminderit	мерси
faleminderit	благодаря
veprimtaritë	дейности
veprimtaritë	занимания
aplikohet	приложен
aplikohet	приложена
aplikohet	прилагана
aplikohet	приложено
aplikohet	приложени
aplikohet	важи
eksperiencë	опитът
eksperiencë	преживяване
eksperiencë	опит
eksperiencë	изживяване
vom	vom
paraqitën	представени
paraqitën	представено
paraqitën	представена
paraqitën	представен
disiplina	дисциплина
disiplina	дисциплини
qëndrimet	нагласи
qëndrimet	отношението
roza	роуз
roza	роза
roza	розата
roza	роза
roza	роса
facto	facto
falur	опростен
falur	простено
falur	помилван
col	col
nota	оценките
nota	степени
nota	оценки
ndezur	осветена
ndezur	разгорещен
violinë	цигулка
posti	post
posti	публикация
posti	публикуване
posti	пост
marinës	флот
gjenevë	женева
polar	полярна
motivet	мотивите
motivet	мотиви
led	led
led	доведе
pritej	очаквано
pritej	очаквани
pritej	очакван
pritej	очаквана
ajax	аякс
produkti	продукт
produkti	продукти
shoqatë	сдружение
shoqatë	асоциация
shoqatë	асоцииране
kara	кара
sekondë	второ
sekondë	втора
sekondë	втори
nam	нам
absolut	тирани
absolut	абсолютна
absolut	абсолютен
absolut	абсолютни
krishtin	христос
tregjet	пазарите
tregjet	пазари
meksikane	мексиканска
meksikane	мексиканец
meksikane	мексикански
meksikane	мексиканско
prokurorisë	прокурорски
shkurre	храстите
shkurre	храсти
londra	london
londra	лондон
mbërriti	пристигнал
mbërriti	пристигна
ishe	бяха
monarkisë	монархия
monarkisë	монархията
mesatarja	среден
mesatarja	средно
zëvëndësues	подмяна
zëvëndësues	замяна
zëvëndësues	заместване
verbër	сляпа
verbër	слепи
verbër	сляп
verbër	сляпо
palëve	страни
marka	бранд
marka	марката
marka	марка
mbiemër	прилагателно
russell	ръсел
ndau	споделено
ndau	споделена
ndau	споделени
dave	дейв
justin	джъстин
mig	миг
ilustruar	илюстрира
vreshta	лозя
përshtatje	адаптиране
përshtatje	приспособяване
përshtatje	регулиране
përshtatje	корекция
përshtatje	коригиране
përshtatje	приспособяване
përshtatje	адаптация
përshtatje	адаптиране
sugjerojnë	предполагат
hondurasi	хондурас
këndore	ъглова
urtë	мъдра
urtë	мъдро
urtë	мъдри
urtë	мъдър
vlerësime	рейтинг
vlerësime	квалификации
vlerësime	рейтинги
vlerësime	рейтингите
vlerësime	оценки
formalisht	формално
jehonë	ехо
jehonë	ехото
jehonë	ехо
krijim	създаване
krijim	създаването
bashkon	обединява
bashkon	купчини
bashkon	хемороиди
nelson	нелсън
formacion	разпознаване
formacion	образуване
formacion	формиране
formacion	формация
shpëtimi	спасяване
shpëtimi	избавление
shpëtimi	спасението
shpëtimi	спасение
gamë	диапазон
gamë	обхват
gamë	обсег
luka	лука
strukturore	структурно
strukturore	структурни
strukturore	структурна
sllavët	славяни
ngrirë	замразен
ngrirë	замразени
ngrirë	замръзнал
ngrirë	замразена
ngrirë	замразено
rheinland	рейнланд
valid	уалид
seriozisht	сериозно
zhytur	потопени
malli	неща
malli	стока
tcp	tcp
dëgjon	чува
dëgjon	слуша
autorizuar	разрешен
autorizuar	разрешена
autorizuar	разрешено
autorizuar	разрешени
autorizuar	разрешена
autorizuar	оторизиран
autorizuar	упълномощен
shpjegime	обяснения
shpjegime	разяснения
oksigjen	кислород
lagja	махала
lagja	квартал
lagja	квартала
lagja	качулка
lagja	худ
pazari	пазар
pazari	базар
pazari	пазар
pazari	пазаруване
pazari	шопинг
pdk	дпк
mbretëreshë	кралицата
mbretëreshë	царица
mbretëreshë	кралица
vale	вале
vale	вейл
vale	вълната
vale	вълна
budist	будист
budist	будистки
gsub	gsub
vrimë	шпионка
vrimë	дупка
vrimë	дупката
drejtuesi	оратор
drejtuesi	високоговорител
drejtuesi	говорител
islandë	исландия
sovran	суверен
sovran	суверенна
oklahoma	оклахома
kopshti	градински
kopshti	градината
kopshti	гардън
kopshti	градинка
kopshti	градина
sulmuesit	нападатели
sulmuesit	нападателите
sulmuesit	нападатели
festat	почивки
festat	празници
dyzet	четиридесет
dyzet	forty
femijet	децата
femijet	деца
enrique	енрике
junior	младши
junior	джуниър
stambolli	истанбул
aleancës	алианса
aleancës	алианс
aleancës	съюз
kontekstin	контекст
debate	разисквания
debate	дебати
froni	тронът
froni	трон
froni	трона
froni	престол
asllan	аслан
kontinentin	континент
kontinentin	континента
dhelpra	фокс
dhelpra	лисица
dhelpra	fox
aeroport	летището
aeroport	летище
neolitike	неолитна
kakashi	какаши
mësimdhënies	преподаването
mësimdhënies	преподаване
dyqan	сладкарница
dyqan	магазин
dyqan	магазинче
dyqan	магазин
dyqan	съхранение
pemët	дърветата
pemët	дървета
pemët	дръвчета
andy	анди
bundesliga	бундеслига
qafën	врат
qafën	врата
qafën	шия
qafën	нек
integrim	интегриране
integrim	интеграция
portat	гейтс
portat	порти
portat	портите
portat	портали
trazirave	бунт
gary	гери
gary	гари
halit	халит
banim	пребиваване
banim	специализация
banim	пребиваващи
kodet	кодове
fehmi	фехми
kabinetit	кабинет
kabinetit	шкаф
kabinetit	кабинетът
skender	скендер
disiplinë	дисциплина
danez	датски
këshill	съветът
këshill	съвет
këshill	съвета
jusufi	жозеф
jusufi	джоузеф
jusufi	йосиф
ernesto	ернесто
sugjeron	предполага
braktis	изоставят
braktis	изоставя
pole	прът
pole	стълб
pole	полюс
pole	поляк
pole	пилон
mermeri	мрамор
mermeri	топче
futja	въведение
futja	въвеждане
vala	вала
vala	вълната
vala	вълна
gostivar	гостивар
dëmshme	вреден
dëmshme	вредно
dëmshme	вредни
dëmshme	вредна
dëmshme	пагубно
ndryshueshme	променлива
ndryshueshme	променливи
ndryshueshme	променливо
ndryshueshme	променлив
danubit	дунав
ble	придобива
ble	купена
ble	купени
ble	закупени
ble	купен
ble	купува
kebek	квебек
kategoritë	категории
derri	свински
derri	свинско
derri	прасе
derri	свиня
chi	chi
chi	чи
besën	завет
besën	завета
besën	спогодба
haut	haut
kuptueshme	разбираемо
kuptueshme	разбираем
drejtësia	справедливост
drejtësia	правосъдие
drejtësia	правда
konkret	конкретни
konkret	бетон
metali	метали
metali	metal
metali	метъл
metali	метал
mëkat	грехът
mëkat	грехове
mëkat	грях
integrimi	интегриране
integrimi	интеграция
integrimi	интегриране
aplikimi	кандидатстване
aplikimi	молба
aplikimi	приложение
aplikimi	прилагане
aplikimi	заявление
kalit	конче
kalit	кон
mbetje	остатък
mbetje	остатъци
mbetje	остатък
malmö	малмьо
tipar	особеност
tipar	характеристика
maximilian	максимилиан
athina	атина
nderim	почит
nderim	поклон
balli	чело
balli	челото
bindje	осъждане
bindje	присъда
bindje	убеждение
protokoll	протокол
protokoll	протоколът
protokoll	протоколите
protokoll	протоколи
skocia	шотландия
kinematografisë	кинематография
opozitës	възражение
opozitës	опозиция
opozitës	противопоставяне
opozitës	опозицията
momentet	мигове
momentet	моменти
trasha	дебела
trasha	плътна
trasha	дебело
trasha	дебел
këmbës	глезен
këmbës	глезена
louise	луиз
vuan	страданието
vuan	страда
vuan	страдания
vuan	страдание
vuan	страда
shalë	седло
shalë	седлото
fitoret	победите
fitoret	победи
jeff	джеф
alla	алла
lan	иън
lan	лан
lan	йън
gjeorgjia	джорджия
gjeorgjia	грузия
kartela	директория
kartela	папка
tezën	дисертация
tezën	дисертацията
tezën	тезата
tezën	дисертация
tezën	теза
përgatiti	приготвен
përgatiti	подготвен
përgatiti	подготвени
përgatiti	подготвено
përgatiti	подготвена
mrekullitë	чудеса
mrekullitë	чудесата
mrekullitë	табели
mrekullitë	признаци
mrekullitë	знаци
mrekullitë	чудеса
mrekullitë	чудесата
sfera	сферата
sfera	сфера
sfera	сфера
sfera	кълбото
sfera	кълбо
skenar	сценарий
skenar	сценарий
skenar	сценарии
arkansas	арканзас
ann	анн
ann	ан
komercial	търговско
komercial	търговска
komercial	реклама
komercial	търговски
pretendon	твърди
pretendon	искове
pretendon	твърдения
pretendon	вземания
pretendon	претенции
bentheim	бентхайм
shenjave	табели
shenjave	признаци
shenjave	знаци
nigeri	нигер
nigeri	нигерия
interesa	интереси
isère	изер
diskutueshme	съмнително
diskutueshme	съмнителна
diskutueshme	съмнителен
diskutueshme	съмнителни
gjashtëmbëdhjetë	sixteen
gjashtëmbëdhjetë	шестнадесет
gjashtëmbëdhjetë	шестнайсет
ema	ема
ema	емма
shpikur	измислил
shpikur	измислен
shpikur	измислени
shpikur	измислена
shpikur	изобретил
pazakontë	необичайни
pazakontë	необикновено
pazakontë	необичайна
pazakontë	необичайно
pazakontë	необичаен
kompjuterin	компютър
kompjuterin	компютъра
miqësi	приятелства
miqësi	приятелството
miqësi	дружба
miqësi	приятелство
umar	умар
strehë	подслон
strehë	приют
strehë	ниша
strehë	убежището
strehë	убежище
strehë	светилището
strehë	светилище
strehë	хейвън
pronarët	притежатели
pronarët	собственици
pronarët	собствениците
praktikat	практики
rini	младежта
rini	младост
rini	младеж
rini	младостта
rini	младежи
rini	миг
principata	княжество
benz	бенц
españa	españa
nebraska	небраска
koment	коментар
koment	коментирайте
koment	коментирам
modifikuar	променени
modifikuar	променено
modifikuar	модифициран
modifikuar	променен
modifikuar	модифицирани
modifikuar	модифицирана
shprehin	експресна
shprehin	експрес
bernardo	бернардо
mundesi	шанс
mundesi	ченс
kuaj	кончета
kuaj	коне
kuaj	конете
koalicionit	коалиция
koalicionit	коалицията
spitali	болница
spitali	болницата
ndalur	пауза
ndalur	спрян
ndalur	спряна
ndalur	спря
sergio	серджо
sllovakia	словакия
larry	лари
maji	май
maji	подвиг
phil	фил
munden	могат
munden	can
atomi	атом
atomi	атома
boshnjake	босненски
boshnjake	босненски
zbulohet	разкрита
zbulohet	разкрити
zbulohet	открит
zbulohet	открита
zbulohet	открити
zbulohet	засечен
rrezikuar	застрашена
rrezikuar	застрашени
dialog	диалог
dialog	диалог
burgosurit	затворници
dekorative	декоративни
ser	сер
ser	сир
misri	царевица
carmen	кармен
rrotullohet	въртене
rrotullohet	върти
lagësht	влажна
lagësht	влажно
lagësht	влажни
lagësht	влажен
lagësht	влажно
lagësht	мокра
lagësht	влажна
lagësht	мокър
lagësht	мокри
lagësht	мокро
frymëzim	вдъхновението
frymëzim	вдъхновение
aziatike	азиатски
aziatike	азиатска
sjelljet	обноски
sjelljet	маниери
aristoteli	аристотел
moshave	възрасти
mbledh	събиране
mbledh	събират
mbledh	събира
mbledh	колекционира
syrin	окото
syrin	око
agimi	зора
agimi	даун
agimi	зори
agimi	доун
agimi	зората
trimëri	смелост
trimëri	храброст
trimëri	храброст
paraardhësi	предшественик
paraardhësi	прародител
mises	мизес
siperfaqe	повърхност
siperfaqe	повърхността
përgatit	подготвя
dollari	долар
que	que
fleta	свитък
fleta	чаршафи
fleta	листове
pajisja	устройство
pajisja	устройството
pajisja	надуваеми
laike	светска
laike	светски
fronit	дофин
buda	буда
fragment	фрагмент
fragment	откъс
senator	сенатор
dimensione	размери
vula	печат
vula	печат
vula	тюлен
vula	сийл
shpëton	спестява
shpëton	спасява
shkëmbinjtë	скали
ankara	анкара
tamil	тамил
vittorio	виторио
prodhoi	произведени
prodhoi	произведена
prodhoi	произведен
prodhoi	произведено
buta	меко
buta	мек
buta	меки
buta	нежна
buta	мека
jasht	вън
jasht	навън
albin	албин
vrasin	убий
përqëndruar	концентриран
përqëndruar	концентрирана
përqëndruar	концентрирани
përqëndruar	фокусиран
përqëndruar	фокусирана
përqëndruar	съсредоточен
përqëndruar	съсредоточена
vita	вита
kronikë	кроникъл
arra	ядки
arra	орехи
prilli	ейприл
prilli	април
lepuri	заек
lepuri	зайо
lepuri	зайче
karta	картите
karta	карти
karta	картички
karta	харта
karta	хартата
karta	карта
karta	картичка
gruri	пшеница
gruri	жито
stadiumit	пейките
komedian	комедиант
komedian	комик
pafajshëm	невинен
pafajshëm	невинно
pafajshëm	невинна
pafajshëm	невинни
liberal	либерална
liberal	либерални
liberal	либерален
liberal	либерал
fetë	религии
flori	златен
flori	златни
flori	златно
flori	златна
flori	злато
mushkërive	дроб
mushkërive	лунг
buffon	бюфон
zvogëlohet	намалени
zvogëlohet	намалено
zvogëlohet	намален
zvogëlohet	намалена
zvogëlohet	психиатри
komision	комисионна
komision	комисия
kilmister	килмистър
talenti	талантите
talenti	таланти
talenti	талант
talenti	таланти
oskar	оскар
oskar	оскар
lëmuar	полирани
pluhur	пудра
pluhur	прах
pluhur	барут
pluhur	прах
hamza	хамза
vrasjet	убийства
vrasjet	убийства
konfirmuar	потвърдено
konfirmuar	потвърден
konfirmuar	потвърдена
konfirmuar	потвърдени
mbushura	пълнени
rrushi	гроздова
rrushi	грозде
rrushi	лозя
rrushi	грозде
strategjik	стратегическо
strategjik	стратегическа
strategjik	стратегически
argjentinas	аржентинец
argjentinas	аржентина
kushtetutë	конституция
kushtetutë	конституцията
xml	xml
pacientët	пациенти
pacientët	пациентите
kontaktet	контакти
kurrizore	гръбнакът
kurrizore	гръбнака
kurrizore	гръбнак
stalin	сталин
dizajnuar	проектирано
dizajnuar	проектирана
dizajnuar	проектиран
dizajnuar	проектирани
domate	домат
domate	домати
domate	домати
zhdukjen	изчезване
zhdukjen	изчезване
pronari	собственик
pronari	притежател
pronari	собственика
papua	папуа
pjes	част
performanca	изпълнение
performanca	ефективност
vizitohet	посетиха
vizitohet	посети
vizitohet	посетих
zhvillimeve	развития
catherine	катрин
catherine	катерина
kristian	кристиан
kristian	кристиян
kristian	крисчън
kristian	християнин
kristian	кристиан
kristian	кристиян
nilit	нил
roshi	роши
troje	троянски
fra	fra
binar	двоичен
destinacion	дестинация
destinacion	направление
destinacion	местоназначение
destinacion	посока
detyrimeve	задължения
kapituj	глави
përafërt	приблизителни
përafërt	приблизително
përafërt	приблизителна
përveq	освен
anglo	anglo
anglo	англо
steven	стивън
bursa	bursa
bursa	стипендии
dardania	дардания
sundues	управници
sundues	владетели
heshtur	тиха
heshtur	мълчание
heshtur	тих
heshtur	мълчалив
mbeturina	боклук
mbeturina	боклук
mbeturina	боклуци
komik	комик
komik	комикс
komik	комикси
rituale	ритуалите
rituale	обреди
rituale	ритуали
qershori	джун
qershori	юни
vasa	васа
zëvendësohet	заменен
zëvendësohet	заменено
zëvendësohet	сменен
zëvendësohet	сменени
zëvendësohet	заменена
salm	салм
ieee	ieee
adresën	адрес
armiq	врагове
armiq	враговете
namaz	молитва
limousin	лимузен
provoi	доказано
roje	стражи
roje	пазачи
roje	охрана
roje	гард
roje	пазач
ujku	улф
ujku	уолф
ujku	вълк
ujku	вълчо
ujku	волф
odiseu	одисей
blerjen	покупка
blerjen	закупуване
blerjen	купуване
deklaratën	декларация
toma	тома
walker	уокър
walker	уолкър
qelizë	килия
qelizë	клетка
jahja	яя
unix	unix
njoftuar	уведомен
njoftuar	обявена
njoftuar	обявен
njoftuar	обяви
njoftuar	обявени
njoftuar	обявено
rrëfen	признава
prerje	дял
prerje	стоп
prerje	режи
prerje	съкращения
transportin	транспорт
transportin	транспортиране
transportin	превоз
nice	хубав
nice	хубава
nice	хубаво
nice	мило
atmosfera	атмосфера
pranimin	приемане
pranimin	допускане
pranimin	приемане
pranimin	приемане
macedonia	македония
nigeria	нигерия
nigeria	нигер
aksionet	запаси
aksionet	акции
aksionet	дялове
telegram	телеграма
hija	сенки
hija	сянката
hija	сянка
ngjitet	изкачване
kolonia	колония
kolonia	колонията
kolonia	колонии
rrënja	корени
rrënja	корен
rrënja	корени
calvados	калвадос
rroba	дрехите
rroba	дрехи
gas	гас
gas	гъс
gas	гус
gas	бензин
gas	газове
gas	газ
harku	арка
harku	поклон
virtuale	виртуална
virtuale	виртуално
virtuale	виртуални
virtuale	виртуален
gjuhëtar	лингвист
mistike	мистично
mistike	мистик
mistike	мистично
përmbledh	обобщава
klasifikuar	поверително
klasifikuar	секретно
klasifikuar	класифициран
klasifikuar	класифицирани
klasifikuar	класифицирана
bankë	банк
bankë	банката
bankë	bank
bankë	банка
bandat	бандите
bandat	банди
harqe	панделки
harqe	лъкове
mbrenda	вътрешно
mbrenda	вътре
nënshkrimi	подписване
nënshkrimi	подписване
nënshkrimi	подпис
internacionale	международно
internacionale	международен
internacionale	интернешънъл
internacionale	международни
internacionale	международна
dominuese	майсторски
bishti	опашка
bishti	опашката
denimin	наказания
diskut	discus
vezët	яйца
vezët	яйцата
mio	мио
shtrirjes	изравняване
shtrirjes	подравняване
charlie	чарли
çaji	чай
ambient	среда
murcia	мурсия
duhani	тютюн
duhani	пушенето
duhani	пушене
dhomat	покои
dhomat	чеймбърс
dhomat	стаите
dhomat	стаи
mjeti	инструмент
mjeti	автомобил
mjeti	возило
pragë	прага
pranimi	допускане
pranimi	приемане
pranimi	приемане
pranimi	присъединяване
rekordi	рекорд
rekordi	запис
dikë	някой
xhepa	джобовете
xhepa	джобове
krenari	гордост
krenari	прайд
limit	лимит
limit	граница
limit	ограничаване
limit	ограничение
efektiv	ефективна
efektiv	ефективен
efektiv	ефективни
efektiv	ефикасно
efektiv	ефективно
ulje	намаление
ulje	отстъпка
ulje	отстъпки
ulje	намаление
ulje	намаляване
ulje	спадане
ulje	кацане
ulje	приземяване
ulje	разтоварване
ulje	приземяването
doc	док
substancë	вещество
substancë	субстанция
substancë	субстанцията
bisedime	преговори
bisedime	разговори
matt	мат
lehtësuar	облекчен
lehtësuar	облекчена
lehtësuar	улесни
lehtësuar	улесняване
baltë	кал
baltë	калта
baltë	тиня
baltë	кални
