serena	serena
souvislost	anknytning
souvislost	koppling
souvislost	anslutning
souvislost	samband
souvislost	länk
souvislost	länken
souvislost	länka
výuky	undervisa
výuky	undervisning
nejoblíbenější	favoriten
nejoblíbenější	favorit
pobočka	gren
pobočka	filial
pobočka	branch
pobočka	grenen
irena	irena
irena	irene
švýcarské	schweiziska
švýcarské	schweizisk
ukládání	spara
ukládání	sparande
ukládání	sparar
dočasné	tillfällig
dočasné	temporär
dočasné	tillfälliga
dočasné	temporärt
dočasné	tillfälligt
chaty	stugor
chaty	hytt
chaty	stugan
chaty	stuga
fakta	fakta
admirál	amiral
admirál	admiral
admirál	amiralen
ontario	ontario
řazení	rangordningen
řazení	rangordning
tkáně	vävnad
tkáně	vävnader
tkáně	vävnad
orel	eagle
orel	örn
orel	örnen
orel	klave
orel	svansar
jasný	klart
jasný	tydlig
jasný	rensa
učebnice	läroböcker
učebnice	lärobok
ozbrojené	beväpnad
ozbrojené	väpnad
ozbrojené	beväpnade
ozbrojené	väpnade
poskytl	förutsatt
poskytl	tillhandahålls
poskytl	tillhandahöll
jennifer	jennifer
značek	varumärken
značek	märken
podzimní	hösten
podzimní	höst
patnáct	femton
patnáct	fifteen
tibetu	tibet
klíčové	tangent
klíčové	nyckel
klíčové	key
klíčové	nyckeln
vypukla	utbröt
hity	träffar
hity	hits
tragédie	tragedier
tragédie	tragisk
tragédie	tragiskt
tragédie	tragiska
tragédie	tragedin
tragédie	tragedier
tragédie	tragedi
kritické	kritisk
kritické	kritiskt
kritické	kritiska
cenné	värdefullt
cenné	värdefull
cenné	värdefulla
faktor	faktorn
faktor	faktor
hebrejsky	hebreiska
soudy	domstolar
soudy	domstolarna
soudy	domstol
příbuzný	relativ
příbuzný	relativt
příbuzný	relativa
příbuzný	släkting
chodit	walking
chodit	gående
chodit	vandrande
chodit	promenerar
chodit	promenad
chodit	promenad
chodit	promenera
chodit	walk
nežádoucí	oönskade
nežádoucí	oönskad
nežádoucí	oönskat
nežádoucí	oönskade
nežádoucí	oönskad
nežádoucí	oönskat
vrah	mördare
vrah	killer
vrah	mördaren
vrah	mördare
tvůrci	skapare
tvůrci	skapare
potenciální	potentiella
potenciální	potential
potenciální	potentiell
potenciální	potentiellt
koho	vilka
koho	vem
koho	who
souboj	duell
souboj	duellen
znečištění	förorening
znečištění	miljöförstöring
znečištění	föroreningar
bytosti	varelser
bytosti	varelser
léčení	helande
léčení	läkande
léčení	läker
léčení	läkning
léčení	behandling
léčení	behandlingen
písničky	låtar
písničky	sånger
vyžadují	kräver
vyžadují	kräva
bolest	smärta
bolest	pain
bolest	smärtor
bolest	värk
ploché	platt
ploché	platta
ploché	lägenhet
ploché	flat
elitní	elit
elitní	eliten
elitní	elite
peugeot	peugeot
ali	ali
opakování	återkommande
opakování	upprepning
opakování	upprepningar
opakování	upprepningar
opakování	repetition
opakování	upprepning
opakování	repris
roviny	slätter
roviny	plan
rozvíjí	utvecklar
rozvíjí	utvecklas
klasického	klassiska
klasického	klassisk
klasického	klassiskt
wan	wan
bloků	kvarter
bloků	blockerar
bloků	blockeringar
bloků	block
ohně	bränder
ohně	eldar
doporučená	rekommenderas
doporučená	rekommenderade
doporučená	rekommenderat
doporučená	rekommenderad
sněhu	vinterdäck
sněhu	snö
sněhu	snöfall
veden	guidade
leonard	leonard
florencie	florence
florencie	florens
propagaci	främjande
propagaci	befordran
propagaci	marknadsföring
propagaci	kampanj
vegas	vegas
stupnice	fjäll
stupnice	skalan
stupnice	skala
zeleně	grönska
zeleně	gröna
zeleně	grön
zeleně	grönt
zeleně	green
stuart	stuart
přehrada	dam
přehrada	dammen
přehrada	damm
přehrada	reservoar
kristina	kristina
menšiny	minoritet
menšiny	minoriteter
sebastian	sebastian
ted	ted
prokopa	procopius
odráží	speglade
odráží	återspeglas
odráží	återspeglade
odráží	speglas
odráží	reflekteras
odráží	avspeglar
odráží	återger
odráží	återspeglar
odráží	reflekterar
photo	photo
photo	foto
usnesení	resolutioner
usnesení	resolution
usnesení	upplösning
stěna	logg
stěna	väggen
stěna	vägg
stěna	mur
tendence	trender
tendence	tendenser
tendence	tendenser
tendence	tendens
tendence	benägenhet
berdych	berdych
tma	mörkret
tma	mörker
madridu	madrid
počítačová	datorn
počítačová	dator
prsten	ring
kořist	booty
kořist	plundra
skladatelů	kompositörer
virginie	virginia
účastníky	deltagare
účastníky	deltagarna
demonstrace	demonstration
demonstrace	demonstrationerna
demonstrace	demonstrationer
posílení	förstärkande
posílení	stärka
posílení	stärkande
posílení	förstärkning
posílení	förstärkningar
posílení	förstärkning
blood	blodet
blood	blod
blood	blood
způsobilo	orsakade
způsobilo	orsakat
interní	invärtes
interní	interna
interní	intern
interní	inre
interní	internt
rohy	hörn
rohy	hörnen
rohy	hornen
rohy	horn
odstraněny	borttagna
odstraněny	borttagen
odstraněny	borttaget
úbočí	bergssidan
tokio	tokyo
spuštění	start
spuštění	lansering
spuštění	sjösättning
spuštění	lansering
spuštění	avfyrning
spuštění	uppskjutning
spuštění	inleda
spuštění	starta
lotus	lotus
dodává	tillfogar
dodává	levererar
váhy	libra
váhy	vikter
váhy	tyngd
váhy	vikt
váhy	fjäll
závislá	beroende
závislá	avhängiga
závislá	beroende
marseille	marseille
marseille	marseille
bibliografie	bibliografi
hnědá	brun
hnědá	bruna
hnědá	brunt
hnědá	brown
potter	potter
charlotte	charlotte
roland	roland
vlajku	flagga
vlajku	flagg
vlajku	flaggan
těsné	trångt
těsné	tight
těsné	snäv
těsné	hårt
kibucu	kibbutz
náboje	patroner
náboje	kulor
náboje	skal
náboje	snäckor
indianapolis	indianapolis
náhradní	reserv
náhradní	skona
náhradní	bespara
náhradní	ersättning
náhradní	ersättande
náhradní	ersättare
sportovec	idrottsman
sportovec	idrottare
sportovec	idrottsman
fyzika	fysik
warner	warner
krk	krk
krk	hals
krk	nacken
krk	nacke
rameno	axeln
rameno	skuldra
rameno	axel
rameno	bog
edmund	edmund
udělení	beviljar
pri	pri
klein	klein
automatické	auto
automatické	automatiskt
automatické	automatiska
automatické	automatisk
automatické	automat
automatické	automatiskt
automatické	automatiska
automatické	automatisk
oskar	oskar
oskar	oscar
živá	leva
živá	live
živá	levande
živá	livligt
živá	livlig
živá	livliga
živá	levande
živá	alive
spektrum	spektrum
integrace	integrering
integrace	integration
integrace	integrationen
mediawiki	mediawiki
upozornit	meddela
upozornit	underrätta
pečlivě	noggrant
pečlivě	försiktigt
pečlivě	noga
pečlivě	omsorgsfullt
kardinála	kardinal
kardinála	kardinalen
pius	pius
vyzval	utmanade
faktorů	faktorer
disciplíny	disciplin
disciplíny	discipliner
robinson	robinson
duo	duo
sousedních	angränsande
lékařská	medicinska
lékařská	medicinsk
lékařská	medicinskt
otevřeně	öppet
arch	båge
arch	arch
vražda	mord
vražda	mörda
vražda	mord
příjmy	inkomster
příjmy	inkomst
příjmy	intäkter
příjmy	intäkt
příjmy	inkomster
příjmy	intäkter
příjmy	inkomst
příjmy	inkomster
příjmy	intäkter
příjmy	kvitton
příjmy	intäkter
hnízdo	näste
rozlišuje	särskiljer
rozlišuje	utmärker
rozlišuje	skiljer
knihovnu	bibliotek
knihovnu	biblioteket
argentiny	argentina
rozvod	skilsmässor
rozvod	skilsmässa
poskytování	tillhandahållande
poskytování	bestämmelse
spotřeba	konsumtion
spotřeba	förbrukning
spotřeba	förbrukningen
fyzicky	fysiskt
herců	aktörer
herců	skådespelare
sofie	sofia
sofie	sofia
sofie	sophia
sofie	sofie
ponechání	bibehållande
bohatý	rikt
bohatý	rik
bohatý	rich
bohatý	rika
bohatý	förmögen
bohatý	förmögna
bohatý	rika
výchova	uppfostran
výchova	vårda
výchova	uppfostran
konflikty	konflikterna
konflikty	konflikter
konflikty	konflikten
konflikty	konflikter
konflikty	konflikt
main	huvudsakliga
main	main
main	huvudsaklig
main	viktigaste
růžové	rosa
růžové	rosé
creek	bäcken
creek	creek
saturn	saturn
saturn	saturnus
malba	tavla
malba	målar
malba	målning
šedé	grå
šedé	grått
šedé	gråa
šedé	grå
šedé	grått
šedé	gråa
graham	graham
podloží	berggrunden
atmosféru	atmosfär
atmosféru	stämning
nalezena	funnen
nalezena	hittad
nalezena	hittades
nalezena	hittas
nalezena	hittat
nalezena	hittade
vánoce	christmas
vánoce	jul
vánoce	julen
byliny	örter
byliny	herb
byliny	örter
dánské	danskt
dánské	dansk
dánské	danska
kvartet	kvartetten
pořádání	värd
sériové	serie
plavání	simning
plavání	simmar
plavání	simma
výrazy	uttryck
výrazy	termer
výrazy	begrepp
výrazy	villkor
popsat	beskriver
popsat	beskriv
popsat	beskriva
stewart	stewart
těžká	heavy
těžká	tungt
těžká	tung
těžká	tunga
voličů	väljare
voličů	väljare
voličů	röstande
voličů	väljarna
zdánlivě	skenbart
zdánlivě	synes
mostů	bridges
mostů	broarna
mostů	broar
svazky	buntar
svazky	volymer
předsednictva	bureau
předsednictva	byrå
předsednictva	presidium
předsednictva	presidiet
stoupá	stiger
stoupá	stigande
stoupá	ökande
kódování	kodning
kódování	kodningen
kódování	kodning
výměna	växling
výměna	utväxling
výměna	exchange
výměna	utbyte
výměna	byt
výměna	byta
vyjednávání	förhandlingar
vyjednávání	förhandling
vyjednávání	överläggning
vyjednávání	förhandling
vyjednávání	förhandlar
vyjednávání	förhandla
vyjednávání	förhandlingar
vyjednávání	förhandling
vyjednávání	förhandlingarna
vyjednávání	förhandlingar
vyjednávání	förhandling
smetana	grädde
smetana	kräm
smetana	cream
zachovat	bevara
zachovat	upprätthålla
zachovat	underhålla
zachovat	bibehålla
zachovat	behåll
zachovat	keep
zaměstnance	anställd
zaměstnance	medarbetare
zaměstnance	anställda
zaměstnance	medarbetare
alberto	alberta
alberto	alberto
slovesa	verb
příroda	natur
příroda	naturen
příroda	nature
maďarská	ungerska
maďarská	ungrare
maďarská	ungersk
zubů	tänder
formulace	formulering
formulace	formuleringar
formulace	ordalydelse
formulace	formulering
formulace	formuleringar
formulace	formulering
experimenty	experiment
šířku	bredd
kultur	kulturer
kultur	kulturerna
obtížně	svår
obtížně	svårt
odpovídají	motsvarar
lidský	mänskliga
lidský	mänsklig
lidský	mänskligt
lidský	människa
thompson	thompson
thompson	thomson
svatyně	helgedomen
svatyně	tillflyktsort
svatyně	fristad
svatyně	helgedom
svatyně	helgedom
svatyně	templet
svatyně	tempel
svatyně	temple
fiat	fiat
extraliga	extraliga
ville	ville
jam	garn
jam	marmelad
jam	jam
jam	sylt
magnetické	magnetiskt
magnetické	magnetiska
magnetické	magnetisk
norské	norska
norské	norsk
potlačení	repression
potlačení	förtryck
potlačení	förtryck
musica	musica
subjektivní	subjektiva
lou	lou
omezit	inskränka
omezit	begränsa
omezit	förminska
omezit	minska
omezit	reducera
omezit	gräns
omezit	begränsa
omezit	gränsvärde
nehody	olycksfall
nehody	olyckor
úředníků	ämbetsmän
úředníků	tjänstemän
hrobky	grav
hrobky	gravar
referendum	folkomröstningen
referendum	folkomröstning
referendum	folkomröstningar
referendum	folkomröstning
přepis	transkription
přepis	utskrift
slabší	svagare
určeno	avsett
určeno	avsedda
určeno	avsedd
larvy	larv
larvy	larva
larvy	yngel
larvy	larver
larvy	larver
larvy	maskar
reklamy	annonser
reklamy	annonser
reklamy	annonsera
reklamy	reklam
reklamy	annonsering
vyhnout	undvik
vyhnout	undvika
vyhnout	undviks
vyhnout	undvikas
vyhnout	undvikit
vyhnout	undvek
emigroval	immigrerade
tenis	tennis
bakterií	bakterier
uzel	nod
uzel	knut
uzel	knop
uzel	knuten
hostinec	inn
hostinec	värdshus
ahoj	hallå
ahoj	hello
ahoj	hej
ahoj	hejsan
léčby	behandling
léčby	behandlingen
filharmonie	filharmonikerna
ann	ann
obranné	defensiva
obranné	defensiv
bayern	bayern
uspěl	lyckats
uspěl	lyckades
návštěva	besökare
návštěva	besöker
návštěva	besöka
návštěva	besök
návštěva	besöker
návštěva	besöka
návštěva	besökande
alpes	alpes
limit	gräns
limit	begränsa
limit	gränsvärde
pevný	solid
pevný	solitt
pevný	firma
pevný	bestämd
magic	magi
magic	magiskt
magic	magic
magic	magisk
magic	magiska
přítomen	nuvarande
přítomen	närvarande
přítomen	present
přítomen	nutid
specifický	specifik
specifický	specifika
specifický	särskilda
specifický	specifikt
stáhnout	hämta
stáhnout	nerladdning
stáhnout	nedladdning
stáhnout	återkalla
tennessee	tennessee
kolegové	kollegor
kolegové	kolleger
kolegové	kollegor
kolegové	kolleger
kolegové	arbetskamrater
kolegové	medarbetare
hluboká	djup
hluboká	djupa
hluboká	deep
hluboká	djupt
očekávání	förutseende
očekávání	förväntan
očekávání	förväntningar
očekávání	förväntningarna
očekávání	förhoppningar
očekávání	förväntningar
očekávání	förväntan
nowrap	nowrap
vyrobené	made
vyrobené	tillverkad
vyrobené	tillverkade
vyrobené	tillverkat
vyrobené	gjorda
vyrobené	tillverkas
vyrobené	tillverkade
vyrobené	tillverkat
vyrobené	tillverkad
vyrobené	framställt
vyrobené	producerade
vyrobené	producerad
vyrobené	framställt
vyrobené	producerat
catherine	catherine
catherine	katarina
potřebují	behov
potřebují	behöver
překonat	övervinna
víra	faith
víra	tron
víra	tro
víra	tron
víra	tro
víra	övertygelse
harrison	harrison
swe	swe
joachim	joachim
okrsek	distriktet
okrsek	valdistrikt
okrsek	distrikt
spáchal	engagerad
spáchal	begått
spáchal	engagerade
spáchal	engagerat
marián	marián
specialista	specialist
strachu	fruktan
strachu	skräck
strachu	rädsla
strachu	frukta
erupce	utbrott
masakr	massakern
masakr	massakrer
masakr	massaker
masakr	slakt
masakr	slakta
masakr	blodbad
nezávislá	självständig
nezávislá	självständiga
nezávislá	oberoende
nezávislá	självständigt
nezávislá	fristående
bezprostřední	förestående
bezprostřední	överhängande
bezprostřední	omedelbart
bezprostřední	omedelbara
bezprostřední	omedelbar
zasáhl	ingripit
zasáhl	ingrep
pozdě	sena
pozdě	försenat
pozdě	försenade
pozdě	sen
pozdě	försenad
pozdě	sent
bin	bin
kousek	bit
kousek	stycke
schéma	diagram
schéma	schema
schéma	diagram
oblíbený	populärt
oblíbený	popular
oblíbený	populär
oblíbený	populära
oblíbený	favoriten
oblíbený	favorit
bavorsko	bayern
posouzení	bedömning
posouzení	utvärdering
obnova	restaurering
obnova	återställande
obnova	återställning
obnova	återupprättande
obnova	återvinning
obnova	återhämtning
obnova	indrivning
obnova	förnyat
obnova	förnyelse
encyklopedické	encyklopediskt
domažlice	domažlice
epidemie	epidemier
epidemie	utbrott
epidemie	utbrottet
epidemie	epidemi
epidemie	epidemin
epidemie	epidemier
satelitní	satellit
satelitní	satelliten
mimořádné	extraordinär
mimořádné	extraordinära
mimořádné	extraordinärt
mimořádné	exceptionell
mimořádné	exceptionella
mimořádné	exceptionellt
mimořádné	undantagsfall
přežití	överlevnad
přežití	överleva
přežití	överlever
řekové	greker
řekové	grekerna
aktivitu	verksamhet
aktivitu	aktiviteten
aktivitu	aktivitet
přiznal	erkänt
přiznal	erkände
přiznal	bekände
novely	romaner
novely	noveller
herečky	skådespelerskor
herečky	aktris
herečky	skådespelerska
auf	auf
morgan	morgan
reprezentativní	ombud
reprezentativní	företrädare
reprezentativní	representativ
reprezentativní	representativt
reprezentativní	representant
flotily	flotta
flotily	flottan
arábie	saudiarabien
arábie	arabien
těhotenství	graviditet
občan	medborgaren
občan	medborgare
ohrožené	utrotningshotade
ohrožené	hotade
ohrožené	hotad
klára	klara
klára	clara
instrumentální	bidragande
alpy	alperna
kiss	puss
kiss	kiss
kiss	kyss
terry	terry
vajec	ägg
jakýkoliv	någon
rezervaci	reservation
rezervaci	bokning
rezervaci	förbehåll
prodloužena	utvidgat
prodloužena	utökad
prodloužena	utvidgade
prodloužena	förlängt
prodloužena	utökade
prodloužena	utökat
spolky	samhällen
tramvaj	spårvagn
tramvaj	vagn
tramvaj	spårvagn
odmítli	avvisat
odmítli	avböjde
dáno	givet
dáno	given
dáno	givna
přijel	anlänt
přijel	framme
přijel	anlände
specializované	specialiserade
specializované	specialiserad
specializované	specialiserat
specializované	specialiserade
specializované	specialiserat
specializované	specialiserad
daly	daly
provence	provence
kulturně	kulturellt
parc	parc
beatles	beatles
parky	parker
parky	parks
michigan	michigan
kost	ben
kost	bone
kost	benvävnad
znalost	kunskap
znalost	kunskaper
znalost	kännedom
znalost	vetskap
podvozek	chassi
podvozek	boggi
klobouk	hatten
klobouk	keps
klobouk	mössa
klobouk	hatt
protesty	protest
protesty	protester
protesty	protesterar
protesty	protestera
protesty	protesterna
protesty	protester
posloupnost	ordningsföljd
posloupnost	sekvens
posloupnost	sekvensen
skotska	scotland
skotska	skottland
skotska	skottlands
nedostatky	brister
nedostatky	tillkortakommanden
nedostatky	brister
nedostatky	brister
nedostatky	svagheter
stáhl	återkallade
daň	skatt
daň	beskatta
bohemia	böhmen
soutěžní	tävling
soutěžní	konkurrens
soutěžní	konkurrenskraftigt
soutěžní	konkurrenskraftig
soutěžní	konkurrenskraftiga
dodávky	leveranser
dodávky	förråd
dodávky	förnödenheter
dodávky	leveranser
oblouk	båge
oblouk	arc
oblouk	båge
oblouk	arch
rytíře	riddare
trenéři	tränare
trenéři	utbildare
konfliktů	konflikterna
konfliktů	konflikter
pozic	ståndpunkter
pozic	positioner
pozic	befattningar
pozic	ställningar
prvotní	primal
čtrnáct	fourteen
čtrnáct	fjorton
reagoval	reagerat
reagoval	reagerade
reagoval	svarat
reagoval	svarade
cestování	travel
cestování	resa
cestování	resor
cestování	resande
cestování	resa
cestování	resande
cestování	reser
cestování	resa
cestování	resande
cestování	reser
holub	duva
porodu	förlossning
porodu	barnsäng
logické	logiska
logické	logisk
logické	logiskt
logické	logiken
logické	logiska
logické	logisk
logické	logiskt
logické	logik
železnici	järnväg
pozvání	inbjudningar
pozvání	inbjuda
pozvání	bjuda
pozvání	inbjudan
pozvání	inbjudan
veronika	veronika
veronika	veronica
hrdinů	hjältar
hrdinů	heroes
vyrobeny	tillverkas
vyrobeny	tillverkade
vyrobeny	tillverkat
vyrobeny	tillverkad
vyrobeny	framställt
vyrobeny	made
vyrobeny	tillverkad
vyrobeny	tillverkade
vyrobeny	tillverkat
vyrobeny	gjorda
myšlenek	funderingar
myšlenek	tankar
bonaparte	bonaparte
minutu	minuten
minutu	minut
dolina	dolina
živě	leva
živě	live
živě	levande
popření	nekande
popření	förnekelse
popření	avslag
popření	förnekande
mitchell	mitchell
výroční	årligen
výroční	årlig
výroční	årliga
výroční	årligt
bytů	bytes
orange	orange
orange	apelsin
náhorní	nagorno
chorvatské	kroatiska
prodává	säljer
hektarů	hektar
parků	parker
parků	parks
psáno	skriftliga
psáno	skrivet
psáno	skrivit
psáno	skriftligt
psáno	skrivna
xml	xml
kate	kajsa
kate	kate
obrátil	vänt
obrátil	omvänt
obrátil	omvänd
url	url
url	webbadress
okolnosti	omständigheterna
okolnosti	omständigheter
okolnosti	omständighet
okolnosti	omständigheterna
okolnosti	omständigheter
liška	räven
liška	räv
liška	fox
peří	fjäderdräkt
peří	fjädrar
peří	fjäder
peří	fjädrar
carter	carter
výhodu	övertag
výhodu	fördelar
výhodu	fördel
silva	silva
pocity	förnimmelser
pocity	känslor
patrik	patrik
patrik	patrik
patrik	patrick
sopka	vulkan
produktu	produkten
produktu	produkt
potraviny	livsmedel
potraviny	mat
potraviny	föda
potraviny	livsmedel
potraviny	matvaror
potraviny	matvaror
potraviny	livsmedel
odstraněna	borttagna
odstraněna	borttagen
odstraněna	raderat
odstraněna	borttaget
odstraněna	raderade
odstraněna	borttagna
odstraněna	borttagen
odstraněna	borttaget
kult	kult
kult	sekt
kůry	skälla
kůry	bark
kůry	barken
silver	silver
kovové	metalliska
kovové	metalliskt
trubka	pipe
trubka	rör
trubka	pipa
trubka	rör
trubka	tub
trubka	trumpet
joan	joan
zajímá	intresserad
zajímá	intresserade
reklama	annonsera
reklama	reklam
reklama	annonsering
reklama	annons
reklama	reklam
reklama	annonsering
matematika	matte
matematika	matematik
matematika	matematik
matematika	matte
matematika	matematik
návod	manuell
návod	manual
návod	handbok
návod	manuellt
návod	instruktioner
návod	anvisningar
naši	våra
naši	vårat
naši	vår
naši	vårt
naši	våran
sierra	sierra
caesar	caesar
pohyby	drag
pohyby	flyttar
pohyby	rörelser
pohyby	rörelsen
pohyby	rörelse
pohyby	förflyttning
pohyby	rörelser
pohyby	förflyttningar
poškozen	skadade
poškozen	skadat
poškozen	skadad
poškozen	korrupt
poškozen	korrumperad
poškozen	förstörd
výjimku	undantag
výjimku	undantaget
čelní	främre
čelní	framifrån
umožnila	aktiverade
umožnila	aktiverat
umožnila	aktiverad
true	sanna
true	sann
true	sant
true	true
podepsána	undertecknad
podepsána	undertecknade
podepsána	signerad
podepsána	undertecknat
podepsána	signerat
orgánu	organ
orgánu	organet
řidiče	chaufförer
řidiče	förare
řidiče	drivrutiner
řidiče	förare
řidiče	föraren
řidiče	chaufför
oddělené	separerad
oddělené	åtskilda
oddělené	separerat
oddělené	separerade
oddělené	avskilda
oddělené	separat
oddělené	separata
oddělené	separera
vyhláška	stadga
vyhláška	förordning
vyhláška	föreskrift
vyhláška	dekret
neštěstí	otur
neštěstí	olycka
neštěstí	motgångar
neštěstí	katastrof
neštěstí	katastrofen
neštěstí	katastrofer
wiener	wiener
aktivních	aktiva
aktivních	aktiv
aktivních	aktivt
loví	jagar
praga	praga
velvyslanectví	ambassader
velvyslanectví	ambassad
velvyslanectví	ambassaden
ovlivnit	påverkar
ovlivnit	påverka
ovlivnit	påverkan
ovlivnit	inflytande
ovlivnit	påverka
svobodná	enda
svobodná	ensamstående
svobodná	single
svobodná	singel
svobodná	enstaka
kovy	metall
kovy	metal
kovy	metaller
sinclair	sinclair
pilotní	piloten
pilotní	pilot
zobrazí	shower
zobrazí	visar
nepřátel	ovänner
nepřátel	fiender
architektonické	arkitektoniska
inteligentní	intelligenta
inteligentní	intelligent
tyčinky	pinnar
tyčinky	käppar
kyselin	syror
přímá	direkta
přímá	regissera
přímá	direkt
přímá	direct
italia	italia
vkládá	infogade
vkládá	införd
vkládá	infogat
vkládá	införas
zimy	vintrar
zimy	winters
obhájce	försvarare
larry	larry
rozložení	fördelning
rozložení	distribution
rozložení	layout
finance	finans
finance	finanser
finance	finansiering
finance	finansiera
finance	finansierar
finance	finanser
finance	finanserna
finance	finanser
norma	norma
norma	norm
norma	standarden
norma	standard
příkazy	kommandon
příkazy	beställningar
příkazy	order
napsali	skrev
napsali	skrivit
blake	blake
opakované	upprepas
opakované	upprepade
opakované	upprepat
opakované	upprepad
opakované	repetitiva
čluny	båtar
čluny	pråmar
zpíval	sjöng
zpíval	sjungit
dovnitř	inside
dovnitř	inomhus
dovnitř	inne
dovnitř	insidan
dovnitř	inuti
osobám	personer
pravdy	sanningar
soukromí	sekretess
soukromí	privatliv
soukromí	integritet
soukromí	avskildhet
podlaží	våningen
podlaží	våning
podlaží	golv
podlaží	golvet
luk	luk
luk	båge
luk	bog
luk	buga
jednotlivců	privatpersoner
jednotlivců	individer
vzory	modeller
vzory	modellerna
vzory	förlagor
vzory	mönster
vzory	mönster
vzory	konstruktioner
vzory	designar
podpořit	support
podpořit	stöd
podpořit	stötta
podpořit	stödja
olympic	olympic
olympic	olympiska
zraněn	skadade
zraněn	skadad
zraněn	sårad
zraněn	skadad
zraněn	skadade
zraněn	sårade
volná	gratis
volná	fri
volná	free
volná	ledig
volná	fritt
volná	fria
temné	mörkt
temné	mörk
temné	mörka
stockholmu	stockholm
řádek	line
řádek	linje
řádek	rad
řádek	raden
řádek	rad
řádek	row
jürgen	jürgen
pokorný	ödmjuk
pokorný	ödmjuka
zkratkou	genväg
zkratkou	förkortat
studuje	studerar
studuje	studera
posun	skift
posun	shift
posun	skifta
potvrzeno	bekräftade
potvrzeno	bekräftad
potvrzeno	bekräftas
potvrzeno	bekräftat
potvrzeno	bekräftats
slabé	svagt
slabé	klen
slabé	svaga
slabé	svag
tmavé	mörkt
tmavé	mörk
tmavé	mörka
germain	germain
texasu	texas
bull	tjur
bull	bull
spektra	spektrum
sedmý	sjunde
sedmý	seventh
rajón	torv
rajón	revir
mann	mann
obdobné	likartad
obdobné	likartade
obdobné	likartat
obdobné	liknande
obdobné	likartad
ana	ana
zvýšené	ökade
zvýšené	ökad
zvýšené	ökat
zvýšené	förhöjt
zvýšené	upphöjd
zvýšené	förhöjda
zvýšené	förhöjt
zvýšené	förhöjd
pokrok	progress
pokrok	förlopp
pokrok	framsteg
plavby	kryssningar
ověření	autentisering
ověření	verifiering
ověření	validering
ověření	verifiering
ověření	verifikation
paulo	paulo
paulo	paula
vzestup	uppstigning
vzestup	stiga
vzestup	upphov
provedeno	avklarat
provedeno	done
provedeno	gjort
provedeno	färdig
potřeb	behov
potřeb	behöver
odvozené	härledda
odvozené	härrör
odvozené	härleds
náhodně	slumpvis
náhodně	slumpmässigt
náhodně	slumpmässiga
náhodně	random
náhodně	slumpmässigt
náhodně	slumpvis
náhodně	slumpmässig
náhodně	råkade
náhodně	oavsiktligt
odměnu	belöna
odměnu	belöning
grace	nåd
grace	grace
oslavy	firande
oslavy	högtider
oslavy	festligheter
oslavy	firandet
oslavy	firande
poddruh	underarter
dallas	dallas
zrychlení	acceleration
útočiště	tillflyktsort
útočiště	fristad
útočiště	helgedom
útočiště	tillflykt
útočiště	tillflyktsort
útočiště	fristad
čekat	väntande
čekat	väntan
čekat	väntar
organismy	organismer
obytné	bostadsområde
zachována	behållit
zachována	behålls
zachována	bibehållas
zachována	underhålls
leonardo	leonardo
haas	haas
váže	binds
váže	binder
začleňování	integrering
začleňování	inkludering
začleňování	integration
mor	pest
mor	pesten
mor	pest
arabsky	arabisk
arabsky	arabiska
julian	julian
estonsko	estland
missouri	missouri
jedině	bara
jedině	enbart
jedině	endast
přírodovědec	naturforskare
obrat	helomvändning
obrat	omsättningen
obrat	omsättning
doklady	handlingar
doklady	dokument
doklady	tidningar
doklady	papper
césar	caesar
césar	césar
atlantis	atlantis
zásahy	interventioner
zásahy	ingripanden
zásahy	interventioner
zásahy	ingripande
zásahy	intervention
plošiny	plattformar
viru	virus
viru	viruset
sestavy	församlingar
sestavy	rutiner
mlýny	mills
mlýny	fabriker
ramat	ramat
podvozku	chassi
podvozku	boggi
hamburku	hamburg
nejdéle	längst
nejdéle	längsta
kantonů	kantoner
profilu	profil
profilu	profilen
kanadská	kanadensare
kanadská	kanadensisk
kanadská	kanadensiska
slam	slam
partner	kompanjon
partner	partner
partner	delägare
etnicky	etniskt
konkurenční	konkurrenskraftigt
konkurenční	konkurrenskraftig
konkurenční	konkurrenskraftiga
konkurenční	konkurrerar
konkurenční	konkurrerande
konkurenční	tävlar
konkurenční	konkurrerade
transformace	omvandling
transformace	förvandling
transformace	omvandlingar
jonas	jonas
profesionál	professionella
profesionál	professionell
profesionál	professionellt
inspiroval	inspirerad
inspiroval	inspirerade
inspiroval	inspirerat
odpověděl	svarat
odpověděl	svarade
odpověděl	besvarades
odpověděl	besvarade
odpověděl	svarat
odpověděl	svarade
odpověděl	besvarat
odpověděl	svarat
odpověděl	svarade
gilles	gilles
příčin	orsakssamband
zpravodaj	nyhetsbrevet
zpravodaj	nyhetsbrev
zpravodaj	bulletin
zpravodaj	rapportör
zpravodaj	föredragande
přeložen	förflyttad
přeložen	överförde
přeložen	överfört
přeložen	överförda
přeložen	överförd
sdělení	kommunikation
sdělení	meddelande
sdělení	kommunikation
sdělení	meddelanden
sdělení	kommunikationer
pruh	lane
pruh	stripe
piloti	piloter
oldfield	oldfield
důlní	brytning
důlní	gruvdrift
důlní	gruv
plavidel	fartyg
plavidel	blodkärl
plavidel	kärl
deutscher	deutscher
koloniální	koloniala
muhammad	muhammad
muhammad	muhammed
hop	hop
ovce	får
superpohár	supercup
krakově	krakow
konfederace	konfederationen
