মরমী	мистик
স্টকহোম	стокгольм
স্টকহোম	стокгольмской
ভাবতে	думайте
ভাবতে	думай
ভাবতে	подумайте
সংকোচন	сжать
প্রসারণ	расширения
প্রসারণ	расширять
প্রসারণ	расширить
প্রসারণ	развернуть
প্রসারণ	продление
প্রসারণ	расширение
আংটি	ринг
আংটি	кольцо
আংটি	кольца
আংটি	кольца
পশ্চিমী	западная
পশ্চিমী	западные
পশ্চিমী	западной
পশ্চিমী	западный
পশ্চিমী	западное
নন্দ	нанда
কিড	парень
দিচ্ছে	даю
দিচ্ছে	отдаю
উট	верблюдов
উট	верблюда
জামা	рубашки
জামা	футболки
জামা	рубашка
জামা	рубашку
জামা	футболка
গ্রীষ্মের	лето
গ্রীষ্মের	summer
গ্রীষ্মের	саммер
গ্রীষ্মের	летний
ফরিদ	фарид
দিবালোক	дневное
ইউয়ান	юаней
গল	галлии
বাঁচতে	живи
বাঁচতে	живите
বাঁচতে	live
বাঁচতে	живу
বাঁচতে	жить
কলম্বাস	колумб
ট্যাঙ্ক	танк
ট্যাঙ্ক	цистерны
ট্যাঙ্ক	цистерна
ট্যাঙ্ক	танки
ট্যাঙ্ক	цистерны
ট্যাঙ্ক	танков
সুত্র	подсказка
স্বাভাবিকভাবেই	естественно
ব্রিটানিকা	британника
আরোগ্য	исцелить
আরোগ্য	вылечить
আরোগ্য	лекарство
আরোগ্য	исцеление
আরোগ্য	исцеление
কোকিল	кукушка
ক্রোয়েশীয়	хорватии
হতাশ	расстроен
হতাশ	разочарован
হতাশ	разочарование
হতাশ	разочарованы
বাহরাইনের	бахрейна
উত্পাদন	производство
উত্পাদন	изготовление
উত্পাদন	производство
উত্পাদন	производства
উত্পাদন	производство
উত্পাদন	изготовление
তেরেসা	тереза
ফাতিমা	фатима
ক্রিসেন্ট	полумесяца
ভিক্ষুদের	монахов
ভিক্ষুদের	монахи
নেচার	характер
নেচার	характера
নেচার	натура
নেচার	природа
প্লাটুন	взвод
লিখুন	напиши
লিখুন	пиши
লিখুন	пишите
লিখুন	напишите
লিখুন	написать
লিখুন	войти
লিখুন	введите
লিখুন	ввод
মরিশাস	маврикий
ফাঁদ	стереть
ফাঁদ	ловушку
ফাঁদ	ловушка
ফাঁদ	ловушки
গ্যালারী	галереи
ব্যঞ্জনধ্বনি	согласные
গুণাবলী	качества
ভীষ্ম	бхишма
বোস্টন	бостон
সুইফট	свифт
অপশন	опции
অপশন	варианты
অপশন	параметры
অপশন	вариантов
মার্কস	маркс
পকেট	карман
পকেট	кармане
পকেট	карманы
বোর	бор
আনুষঙ্গিক	принадлежности
আনুষঙ্গিক	аксессуары
কাঁধ	плечом
কাঁধ	плечо
কাঁধ	плечи
স্পিরিট	духи
স্পিরিট	духов
স্পিরিট	дух
স্পিরিট	духом
টিকেট	билет
ডিজেল	дизель
মোস্ট	большинство
মোস্ট	наиболее
স্নেহ	привязанность
শান	шань
মার্ক্স	маркс
ছোঁয়া	touch
ছোঁয়া	прикоснуться
ছোঁয়া	прикосновение
অঙ্গীকার	обещаю
অঙ্গীকার	обещание
অঙ্গীকার	обязательства
অঙ্গীকার	обязательство
অঙ্গীকার	приверженность
অঙ্গীকার	залог
হোস্ট	принимающих
হোস্ট	принимающая
হোস্ট	организаторы
ইভা	эва
ইভা	ева
ইভা	евы
ইভা	ив
ইভা	ева
বিস্ফোরিত	взорваться
বিস্ফোরিত	взорвалась
বিস্ফোরিত	взорвался
সরানো	переехал
সরানো	перенесено
ড্রাম	барабан
দড়ি	веревка
দড়ি	веревку
টিউটোরিয়াল	учебники
টিউটোরিয়াল	учебник
পাসপোর্ট	паспорт
ফেরি	паром
উল্লম্ব	вертикальные
উল্লম্ব	вертикальной
উল্লম্ব	вертикально
উল্লম্ব	вертикали
সমাবর্তন	созыва
অগ্রগামী	пионер
প্রিন্টার	принтер
প্রিন্টার	принтеров
জাস্টিস	правосудия
জাস্টিস	справедливость
জাস্টিস	правосудие
মার্টিনেজ	мартинес
ফুসফুসের	лёгкие
ফুসফুসের	легкие
ফুসফুসের	легкое
ফুসফুসের	легких
ফুসফুসের	лёгкое
গেজেট	вестник
বাউডেন	боуден
রেসিং	гонки
রেসিং	racing
রেসিং	скачки
যাদু	волшебство
যাদু	волшебная
যাদু	magic
যাদু	магия
এয়ারওয়েজ	airways
আইভি	иви
আইভি	айви
সাম	сумма
পিস্তল	пистолет
কেরি	керри
দুধের	молочный
দুধের	молоко
দুধের	молока
পরজীবী	паразит
পরজীবী	паразиты
কাঁটার	шипы
জ্যাজ	джаз
পাজ	пас
আর্সেনিক	мышьяк
আর্সেনিক	французский
আর্সেনিক	французы
আর্সেনিক	французское
আর্সেনিক	французская
বিস্মিত	удивлена
বিস্মিত	удивил
বিস্মিত	удивлён
বিস্মিত	удивлен
বিস্মিত	поражен
বিস্মিত	шокирован
আয়না	зеркала
আয়না	зеркал
আয়না	зеркало
অঞ্চলগুলি	регионы
পয়সা	монету
পয়সা	монета
পয়সা	монеты
পার্কিং	стоянка
পার্কিং	парковка
ক্ষুব্ধ	возмущены
মাম্বা	мамба
কম্পটন	комптон
সর্বোত্তম	наивысший
সর্বোত্তম	лучшие
সর্বোত্তম	лучшая
সর্বোত্তম	лучший
সর্বোত্তম	best
সর্বোত্তম	лучшее
সর্বোত্তম	превосходно
বাক্যে	приговор
বাক্যে	предложение
পরিকাঠামো	инфраструктура
গনি	гани
ভিজুয়াল	визуальный
ভিজুয়াল	visual
অপর্যাপ্ত	недостаточная
অপর্যাপ্ত	недостаточный
অপর্যাপ্ত	недостаточно
অপর্যাপ্ত	недостаточное
অপর্যাপ্ত	недостаточные
অপর্যাপ্ত	недостаточная
অপর্যাপ্ত	недостаточный
অপর্যাপ্ত	недостаточные
হি	хи
অবজেক্ট	предмет
অবজেক্ট	объект
অবজেক্ট	объекта
অবজেক্ট	объектов
অবজেক্ট	предметы
অবজেক্ট	объекты
পোলার	полярных
মনস্তাত্ত্বিক	психологической
মনস্তাত্ত্বিক	психологическое
মনস্তাত্ত্বিক	психологический
মনস্তাত্ত্বিক	психологические
মনস্তাত্ত্বিক	психологическая
সিল্ক	шелк
অনুকরণ	моделирования
অনুকরণ	моделирование
অনুকরণ	имитации
অনুকরণ	имитации
রুডলফ	рудольф
কেলি	келли
তীক্ষ্ণ	кин
তীক্ষ্ণ	острая
তীক্ষ্ণ	острые
তীক্ষ্ণ	шарп
তীক্ষ্ণ	острый
থিওডোর	теодор
ব্র্যাড	бред
ব্র্যাড	брэд
রোভার	rover
টার্নার	тернер
টার্নার	тёрнер
খরা	засухи
খরা	засуха
জোরে	громко
জোরে	громкий
বক	отклонения
বক	отклонение
বক	цапля
বেলারুশ	беларусь
পুলিৎজার	пулитцеровская
কঙ্কাল	скелет
পাত্রের	кастрюли
ফিদে	fide
ডেরেক	дерек
ডেরেক	дерека
নুর	нур
শোষিত	эксплуатируемых
টিয়া	тиа
টিয়া	попугай
টিয়া	попугай
রূপালী	серебро
রূপালী	серебряный
রূপালী	сильвер
ঘুড়ি	кайт
ক্যাবিনেট	кабинет
ক্যাবিনেট	шкаф
ক্যাবিনেট	кабинета
উইন্ডসর	виндзор
ডকুমেন্ট	документ
ডকুমেন্ট	документы
কর্মসংস্থান	трудоустройство
কর্মসংস্থান	занятость
ঘাসের	трава
ঘাসের	травы
ঘাসের	траве
ঘাসের	траву
বলছে	говорит
লাফ	прыгать
লাফ	прыжок
লাফ	прыгнуть
লাফ	прыгнул
তৃণভূমি	мид
গানগুলি	песни
গানগুলি	songs
আইওএস	ios
উজ্জ্বলতা	подчеркивая
উজ্জ্বলতা	величина
উজ্জ্বলতা	масштабов
উজ্জ্বলতা	яркость
ডেবিয়ান	debian
যাজক	пастора
যাজক	пастор
যাজক	духовенства
অনুভূতির	чувства
যোগফল	сумма
পাখা	поклонник
পাখা	фан
পাখা	вентилятор
পাখা	фанат
মাংসের	мясо
মাংসের	мяса
ফাটল	трещины
ফাটল	трещина
জলবিদ্যুৎ	гидроэнергетики
সন্ত্রাসবাদী	террорист
সন্ত্রাসবাদী	террористических
সন্ত্রাসবাদী	террористы
সন্ত্রাসবাদী	террористов
নাজিম	назим
মতবিরোধ	несогласие
মতবিরোধ	разногласия
গ্লাসগো	глазго
নির্ভুল	идеальная
নির্ভুল	идеальный
নির্ভুল	идеально
ম্যানগ্রোভ	мангровых
ম্যানগ্রোভ	мангры
লক্ষণীয়	заметно
ইসিবি	ецб
গিল	джилл
গিল	гил
সজীব	свежее
সজীব	свежий
সজীব	свежая
সজীব	свежие
প্রাইম	прайм
প্রাইম	премьер
রোপণ	посадки
রোপণ	посадил
উত্তরপশ্চিম	northwest
শহরতলি	пригородных
কেনেথ	кеннет
অ্যালগোরিদম	алгоритм
হোমো	homo
সন্নিবেশিত	встроенный
মহীশূর	майсур
প্যাকেট	пакеты
কাছিম	черепахи
কাছিম	черепаха
আল্প	alp
বর্গাকার	площадь
বর্গাকার	квадрат
বর্গাকার	квадратный
কাঁচা	raw
কাঁচা	сырой
জিব্রাল্টার	гибралтаре
জিব্রাল্টার	гибралтар
নিরো	ниро
নিরো	nero
রাসূল	посланник
রাসূল	messenger
রাসূল	посланника
রাসূল	посланник
রাসূল	посланника
উড়োজাহাজ	самолет
উড়োজাহাজ	самолёт
কালেক্টর	коллекционер
সালমা	сальма
নবাগত	новичок
সংক্রামক	инфекционных
গণ্ডার	носорог
বর্ম	доспехи
বর্ম	брони
ফ্লোরেন্স	флоренции
ফ্লোরেন্স	флоренс
ফ্লোরেন্স	флоренция
ফরহাদ	фархад
সরিষা	горчица
ভোরের	рассвете
ভোরের	рассвет
ভোরের	дон
স্লোভেনিয়া	словении
স্লোভেনিয়া	словения
চিতা	гепард
চিতা	леопард
সমৃদ্ধির	благосостояние
সমৃদ্ধির	процветания
সমৃদ্ধির	процветание
যাচ্ছেন	едем
যাচ্ছেন	иду
প্লেটো	платон
বরো	боро
খোসা	пил
মালি	мали
ডাকাত	грабителей
ডাকাত	грабители
ডাকাত	бандиты
নেইমার	неймар
ঘুষি	бить
গ্রামার	грамматика
ফ্রান্সিস্কো	франциско
ফ্রান্সিস্কো	франсиско
অন্যান্যরা	другие
অন্যান্যরা	прочие
বিচ	пляж
বিচ	пляже
বিচ	beach
বিচ	бич
ফেলিক্স	феликс
ভ্রমন	поездка
ভ্রমন	трип
ভ্রমন	путешествие
ওবামা	обама
জাগ্রত	пробудить
জাগ্রত	проснулась
জাগ্রত	проснулся
বান্ধবী	девушка
বান্ধবী	подружка
বান্ধবী	подруга
বান্ধবী	подружки
ক্রেওল	креольский
ইসলামাবাদ	исламабаде
ছোটখাটো	миниатюра
ধারালো	острая
ধারালো	острые
ধারালো	шарп
ধারালো	острый
ভিটা	vita
পেঁয়াজ	лук
পেঁয়াজ	луком
পেঁয়াজ	лук
অসহায়	бедные
অসহায়	бедный
অসহায়	бедная
অসহায়	бедных
হসপিটাল	больница
হসপিটাল	госпиталь
হসপিটাল	больнице
হিরোশিমা	хиросиме
হর	хар
ট্রি	дерево
কানের	ухо
কানের	уха
রোদ	солнышко
দেখলাম	марсианский
দেখলাম	пила
দেখলাম	видел
দেখলাম	видела
দেখলাম	увидел
দেখলাম	увидела
প্রামাণ্যচিত্র	документальных
ফরওয়ার্ড	вперед
ফরওয়ার্ড	вперёд
স্টেফি	штеффи
মুলতান	мултан
রেবেকা	ребекка
হিপ	хип
হিপ	бедро
চাও	чао
চাও	хотеть
চাও	хочу
চাও	хочешь
ম্যাথিউ	мэттью
ম্যাথিউ	мэтью
ম্যাথিউ	матье
পাম্প	насос
পাম্প	насосы
এভিয়েশন	авиация
এভিয়েশন	авиации
কাস্পিয়ান	каспийского
নিকোলা	николя
নিকোলা	никола
নিকোলা	николя
নিকোলা	никола
নিন	возьми
নিন	бери
নিন	берите
নিন	принять
নিন	возьмите
নিন	взять
পদকপ্রাপ্ত	медалист
মিং	мин
মিং	минг
দৈত্য	гигантский
দৈত্য	гигант
দৈত্য	гигантская
দৈত্য	гигантские
পোর্টল্যান্ড	портленде
এক্সপ্লোরার	исследователь
এক্সপ্লোরার	explorer
ঝর্ণা	spring
ঝর্ণা	весна
ঝর্ণা	весенний
ঝর্ণা	водопад
ঝর্ণা	фонтан
ঝর্ণা	водопады
প্রদাহ	воспаление
অনুভূমিক	горизонтальные
অনুভূমিক	горизонтальной
অনুভূমিক	горизонтали
স্বশাসিত	автономные
স্বশাসিত	автономных
স্বশাসিত	самостоятельный
ব্যাধি	расстройство
ব্যাধি	расстройства
দামি	дорогое
দামি	дорого
দামি	дорогие
টেকসই	устойчивый
টেকসই	устойчивые
টেকসই	устойчивое
টেকসই	устойчивая
টেকসই	прочного
টেকসই	прочный
ইন্টেলিজেন্স	интеллект
ইন্টেলিজেন্স	разведка
ইন্টেলিজেন্স	разведки
নিশ্চয়	воистину
নিশ্চয়	действительно
মিনেসোটা	миннесота
মিনেসোটা	миннесоты
হাডসন	хадсон
স্পট	место
গোলাবর্ষণ	обстрел
গোলাবর্ষণ	обстрелы
গোলাবর্ষণ	бомбардировки
ব্যর্থতা	неудачи
ব্যর্থতা	неудача
ব্যর্থতা	провал
রিকো	рико
নাক্ষত্রিক	звёздный
জোরালো	громко
জোরালো	громкий
আবশ্যক	требуемое
আবশ্যক	требуется
আবশ্যক	требуются
হোবার্ট	хобарт
আপেল	яблоко
আপেল	яблочный
আপেল	apple
আপেল	яблоки
বারান্দা	крыльце
বারান্দা	балкон
বন্ধুরা	друзей
বন্ধুরা	друзья
নিরীহ	глупая
নিরীহ	глупо
নিরীহ	дурачок
নিরীহ	глупый
নিরীহ	невинная
নিরীহ	невинный
নিরীহ	невинные
নিরীহ	невинных
দুনিয়া	world
দুনিয়া	мир
স্বেচ্ছাসেবী	добровольцы
স্বেচ্ছাসেবী	добровольцев
স্বেচ্ছাসেবী	добровольцы
স্বেচ্ছাসেবী	добровольцев
স্বেচ্ছাসেবী	доброволец
সুস্বাদু	вкусно
সুস্বাদু	вкусно
ইনডোর	крытый
ইরাকী	иракские
ইরাকী	иракцы
ইরাকী	иракский
ইরাকী	иракская
ইরাকী	ирака
ইরাকী	иракцев
ইরাকী	иракцы
মোবারক	мубарак
তুর্কমেনিস্তান	туркменистан
ফিকহ	фикха
শিকল	оковы
শিকল	цепи
শিকল	цепочки
শারীরিকভাবে	физически
বোল	чаша
বোল	чашу
বোল	бол
বিভ্রান্তি	путаница
বিভ্রান্তি	путаницы
বিভ্রান্তি	замешательство
বিশ্লেষন	аналитический
বিশ্লেষন	аналитическая
এক্সিকিউটিভ	исполнительная
ভিউ	посмотреть
ভিউ	просмотр
ভিউ	просмотреть
ভিউ	вид
বানু	бану
আর্ক	арк
আর্ক	ковчег
আর্ক	арк
আর্ক	arc
আর্ক	дуги
পোকার	покер
হুইল	колеса
হুইল	колесо
হুইল	колеса
হুইল	колёса
দ্রৌপদী	драупади
লাগবে	нужно
লাগবে	нужна
লাগবে	потребность
দেখেছেন	видел
দেখেছেন	видели
দেখেছেন	посмотрел
দেখেছেন	посмотрела
দেখেছেন	смотрела
দেখেছেন	посмотрели
দেখেছেন	смотрели
দেখেছেন	смотрел
শর্করা	углеводов
বাড়ে	растёт
বাড়ে	растет
ঈমান	поверить
ঈমান	верить
ঈমান	верим
ঈমান	верю
খুচরা	розничной
উইলি	уилли
উইলি	вилли
উইলি	уилли
উইলি	вилли
ব্রীজ	мостик
ব্রীজ	мост
ব্রীজ	бридж
প্রিজম	призму
ডালে	дейл
ডালে	дэйл
মেগা	мега
মেগা	mega
প্রান্তবিন্দু	вершину
প্রান্তবিন্দু	вершина
প্রান্তবিন্দু	вершины
উদ্বেগ	озабоченности
উদ্বেগ	тревога
উদ্বেগ	беспокойство
উদ্বেগ	озабоченность
উদ্বেগ	беспокойство
উদ্বেগ	забота
উদ্বেগ	обеспокоенность
সমাজকে	общество
সমাজকে	общества
নিঃশ্বাস	вдох
নিঃশ্বাস	дыхание
গালে	щеке
মানমন্দির	обсерватория
সন্ধ্যার	вечер
সন্ধ্যার	вечерний
হেনরিক	хенрик
প্যারাগুয়ে	парагвая
প্যারাগুয়ে	парагвае
প্যারাগুয়ে	парагвай
রামোন	рамон
নারদ	нарада
বৈধতা	действительности
বৈধতা	действительность
কার্টুনিস্ট	карикатурист
দক্ষিণাঞ্চলীয়	южные
দক্ষিণাঞ্চলীয়	южная
দক্ষিণাঞ্চলীয়	южный
দক্ষিণাঞ্চলীয়	южной
দক্ষিণাঞ্চলীয়	южное
রাজকন্যা	принцессы
রাজকন্যা	принцесса
ক্রুশ্চেভ	хрущев
হান্টার	охотник
হান্টার	хантер
হ্যাকার	хакер
চক্ষু	глаз
চক্ষু	око
লজিক	логика
হার্ভে	харви
বহুবচন	множественное
লক	заблокировать
লক	замок
লক	блокировка
পাসওয়ার্ড	пароль
পাসওয়ার্ড	пароли
চুন	чун
হাইব্রিড	смешанной
হাইব্রিড	гибрид
বার্ন	берн
নটর	notre
নটর	нотр
তাইপেই	тайбэй
নর্তকী	танцор
নর্তকী	танцовщица
নর্তকী	танцоров
তিব্বতীদের	тибетцев
আলোকচিত্রী	фотограф
মাল্টা	мальте
মাল্টা	мальта
মাল্টা	мальты
শপিং	покупки
মিথেন	метан
মিথেন	метана
সংযুক্তি	вложение
সংযুক্তি	привязанность
সংযুক্তি	вложений
সংযুক্তি	вложения
টিস্যু	ткань
টিস্যু	ткани
অরোরা	аврора
পাওলো	паулу
পাওলো	пауло
আলেপ্পো	алеппо
সন্ন্যাসীদের	монахов
সন্ন্যাসীদের	монахи
গতানুগতিক	типично
গতানুগতিক	типичные
গতানুগতিক	типичная
গতানুগতিক	типичный
শক	шоке
শক	шок
বোধগম্য	поняли
বোধগম্য	понял
বোধগম্য	понятна
বোধগম্য	понятно
ফ্লাইং	полёт
ফ্লাইং	полет
ফ্লাইং	летать
জামাইকার	ямайки
জোনস	джонс
লোদি	лоди
ফ্লেচার	флетчер
চশমা	очки
চশমা	стаканы
চশমা	бокалы
ভোল্টেজ	напряжение
ভোল্টেজ	напряжения
উন্মোচিত	воздействию
এডগার	эдгар
এলিয়ট	эллиотт
এলিয়ট	эллиот
এলিয়ট	элиот
এলিয়ট	эллиот
এলিয়ট	элиот
এলিয়ট	эллиот
জুনায়েদ	рамиз
সমকক্ষ	сверстников
সত্তর	семьдесят
সামি	сами
চামচ	ложки
চামচ	ложка
চামচ	ложку
লেকচার	лекции
লেকচার	лекцию
লেকচার	лекция
ইসরাইল	израиль
দেখেছি	видел
দেখেছি	видели
হটে	верхняя
তিমি	китов
তিমি	кит
তিমি	кита
অ্যালকোহল	алкоголь
অ্যালকোহল	спирт
অবরুদ্ধ	заблокирован
অবরুদ্ধ	заблокирована
অবরুদ্ধ	заблокированы
তত্ত্বাবধান	надзор
তত্ত্বাবধান	надзора
বুকার	букер
ফিতা	лента
ফ্যাক্টরি	фабрика
ফ্যাক্টরি	завод
বিস্ময়	удивление
বিস্ময়	сюрприз
বিস্ময়	чудес
বিস্ময়	чудеса
বাধার	препятствий
বাধার	препятствия
লেস	лез
লেস	les
লেস	лес
লেস	кружева
মেটে	печени
মেটে	печень
বাতিঘর	маяк
রাসুল	расул
জারণ	коррозии
মিষ্টান্ন	десерт
নিক্ষিপ্ত	бросили
রেস্টুরেন্ট	ресторан
মুষ্টিযোদ্ধা	боксеры
হল্যান্ড	холланд
কিটস	комплекты
কিটস	наборы
কিটস	китс
বেলুন	шар
বেলুন	шарик
বেলুন	шарики
বেলুন	шары
নাস	nas
পরিসর	дальность
পরিসর	диапазон
রিডার	читатели
রিডার	читателей
রিডার	читатель
ট্যাক্সি	taxi
ট্যাক্সি	такси
করুণ	жалкий
করুণ	жалко
করুণ	жалкие
সেবন	наслаждается
গিলবার্ট	гилберт
অধ্যয়নরত	изучения
অধ্যয়নরত	изучаю
অধ্যয়নরত	изучение
অধ্যয়নরত	учусь
লাফিয়ে	прыгать
লাফিয়ে	прыжок
লাফিয়ে	прыгнуть
ছুড়ে	бросить
ছুড়ে	бросок
অ্যাটলেটিকো	атлетико
সাদ্দাম	саддам
সাদ্দাম	саддама
গাড়ী	машину
গাড়ী	автомобиль
গাড়ী	car
গাড়ী	вагон
গাড়ী	машина
জ্বলে	чистка
জ্বলে	блеск
নাইরোবি	найроби
ডিসকভারি	открытие
ডিসকভারি	обнаружение
হীরা	бриллиант
হীরা	алмазов
হীরা	алмаз
অপব্যবহার	злоупотребления
অপব্যবহার	надругательство
অপব্যবহার	злоупотребление
নিকারাগুয়া	никарагуа
নিকারাগুয়া	россия
নিকারাগুয়া	russia
আপিল	призывы
আপিল	апелляции
আপিল	апелляций
সিন্ধ	синд
জাজিরা	джазира
লোকে	народ
লোকে	людей
লোকে	люди
প্যালেস্টাইন	палестины
প্যালেস্টাইন	палестину
প্যালেস্টাইন	палестина
কেনো	зачем
কেনো	почему
ঘটবে	случается
হাজি	хаджи
উপকারী	полезное
উপকারী	полезный
উপকারী	полезно
উপকারী	полезные
ডো	доу
গুলিবর্ষণ	увольнение
সুখের	счастья
সুখের	счастье
আর্দ্রতা	влажность
আর্দ্রতা	влаги
আর্দ্রতা	влажность
আর্দ্রতা	влажности
নির্জন	одинокая
নির্জন	одиночество
নির্জন	одиноко
নির্জন	одинокий
নির্জন	одинок
সোমালিয়া	сомали
বিক্ষিপ্ত	разбросаны
বিক্ষিপ্ত	отвлечь
মহৎ	могущественный
মহৎ	могучий
মহৎ	великолепный
মহৎ	великолепно
ধারণকারী	содержащий
ধারণকারী	содержащие
ধারণকারী	содержащих
ধারণকারী	содержащая
ধারণকারী	контейнер
তীরন্দাজ	лучники
মজা	кайф
মজা	веселье
মজা	весело
মজা	прикольно
মজা	веселые
পশম	шерсть
পশম	мех
পশম	меха
সতর্কতা	предупреждения
সতর্কতা	предупреждение
সতর্কতা	предостережение
সতর্কতা	осторожность
সতর্কতা	предостережение
সতর্কতা	оповещения
সতর্কতা	предупреждения
সতর্কতা	тревога
সতর্কতা	оповещение
কেক	торт
কেক	пирог
কেক	торты
কেক	пирожки
কেক	пирожные
পুরী	пури
পান্না	изумрудный
সাফারি	сафари
ক্রোমোজোম	хромосома
কোরে	кори
মনোবল	выносливость
অবিস্মরণীয়	незабываемые
নরম্যান	норман
কনরাড	конрад
কনরাড	конрад
নিকোলাই	николай
অপরিচিত	непризнанных
জয়েন্ট	совместных
জয়েন্ট	совместное
জয়েন্ট	совместная
জয়েন্ট	совместный
শামস	шамс
বহিষ্কৃত	высланы
বহিষ্কৃত	исключили
কলি	кали
কলি	колли
কলি	бад
রেজিস্টার	регистров
রেজিস্টার	реестры
রেজিস্টার	регистры
রেজিস্টার	зарегистрироваться
রেজিস্টার	регистра
রেজিস্টার	регистр
রেজিস্টার	зарегистрировать
রেজিস্টার	реестр
রেজিস্টার	регистрация
ফিদেল	фидель
স্ট্রোক	инсульт
ব্যাথা	боли
ব্যাথা	болью
ব্যাথা	боль
ব্যাথা	болит
ব্যাথা	больно
ফ্রাই	фрай
ফ্রাই	срю
ফ্রাই	картошку
ফ্রাই	фри
কীটনাশক	пестициды
কীটনাশক	пестицидов
কীটনাশক	пестициды
কীটনাশক	пестицидов
বক্ররেখা	кривой
বক্ররেখা	кривая
বক্ররেখা	кривые
গেটস	гейтс
গেটস	ворота
বর্মন	бармен
এক্সটেনশন	расширения
এক্সটেনশন	продления
এক্সটেনশন	продление
এক্সটেনশন	расширение
ব্রাউনের	браун
ব্রাউনের	коричневые
ব্রাউনের	коричневый
শশী	шаши
সুজা	соуза
সুজা	шуджа
ক্রাইস্টচার্চ	крайстчерч
ধূমপান	курить
ধূমপান	курение
লুইজ	луис
ধ্বংসাত্মক	разрушительные
ধ্বংসাত্মক	разрушительное
ধ্বংসাত্মক	разрушительной
ভূগোলবিদ	географ
গোবর	навоз
মেহতা	мехта
ইয়োহানেস	иоганн
প্রমিত	стандартные
প্রমিত	стандарт
প্রমিত	стандартная
প্রমিত	стандартный
প্রমিত	standard
দই	йогурт
লিওনার্ড	леонард
বর্ণহীন	бесцветный
অপমান	позор
অপমান	унижение
অপমান	унижения
অপমান	оскорбительно
অপমান	оскорбление
অপমান	оскорбление
অপমান	оскорблять
নেত্রী	руководитель
নেত্রী	лидер
তাঁত	станке
চেখভ	чехов
বিচলিত	нервный
বিচলিত	нервная
বিচলিত	расстроился
বিচলিত	расстроен
বিচলিত	расстроена
রাইডার	raider
রাইডার	райдер
রাইডার	всадник
রাইডার	райдер
পূর্বাভাস	прогноз
ল্যান্স	лэнс
সোয়ান	лебедь
সোয়ান	свон
কুকুরের	собака
কুকুরের	пес
কুকুরের	пёс
মাছরাঙা	зимородок
মেয়ার	майер
মেয়ার	мейер
কুসংস্কার	предубеждения
কুসংস্কার	ущерба
কুসংস্কার	предрассудки
দাসী	служанка
দাসী	горничная
সূচী	содержание
সূচী	содержимое
টিনের	тин
পুরি	пури
পদ্মার	падма
বাব	баб
শফিক	шафик
ম্যাট্রিক্স	матрицы
ম্যাট্রিক্স	матрицу
ম্যাট্রিক্স	матрица
এফবিআই	фбр
ড্রামার	барабанщик
তিল	сезам
ম্যাডিসন	мэдисон
প্রাপ্তবয়স্কদের	взрослых
প্রাপ্তবয়স্কদের	взрослые
টমেটো	томатный
টমেটো	помидоры
প্রতিলিপি	копии
প্রতিলিপি	копий
প্রতিলিপি	экземпляры
গৌরী	гаури
অং	онг
ক্লায়েন্ট	клиента
ক্লায়েন্ট	клиент
হাঁটা	прогулки
হাঁটা	ходить
হাঁটা	ходить
হাঁটা	пройтись
হাঁটা	прогулка
হাঁটা	пешком
টানেল	тоннель
টানেল	туннель
পটাশিয়াম	калия
পিয়ার	пирс
পিয়ার	пьер
পরামর্শক	консультант
পরামর্শক	консультанта
জিনিসপত্র	вещи
পুরুষেরা	мужчин
পুরুষেরা	men
পুরুষেরা	мужчины
পুরুষেরা	мужики
এক্সবক্স	xbox
পাড়ার	окрестности
পাড়ার	районе
পাড়ার	район
ম্যানিলা	маниле
জ্যামাইকা	ямайка
জ্যামাইকা	ямайки
মুরগির	курица
মুরগির	куриные
ভিশন	зрение
ভিশন	видение
শিরা	вена
শিরা	вену
সংবেদনশীল	чувствительных
সংবেদনশীল	чувствительные
সংবেদনশীল	чувствительный
পুনর্গঠিত	воссоздана
ফারাও	фараон
ফারাও	фараона
আন্তরিক	искренне
আন্তরিক	искренние
আন্তরিক	искреннюю
আন্তরিক	сердечно
আন্তরিক	сердечные
কূটনীতিক	дипломата
কূটনীতিক	дипломат
আর্টিলারি	артиллерийские
আর্টিলারি	артиллерия
আর্টিলারি	артиллерийский
মার্স	марс
আওরঙ্গজেব	аурангзеб
এডিটর	редакторов
তরুন	янг
তরুন	молодая
তরুন	молодые
তরুন	young
তরুন	молодых
তরুন	молодой
ভালুক	мишка
ভালুক	медвежонок
ভালুক	медведь
পৌঁছাতে	охват
প্রিন্সিপাল	директор
সুজি	сюзи
সুজি	сьюзи
লেবাননের	ливанские
লেবাননের	ливана
পোলক	поллок
প্রস্থান	бросить
প্রস্থান	выход
প্রস্থান	выезд
নখ	коготь
নখ	гвозди
নখ	ногти
চেজ	чейз
চেজ	погоня
সেলুলার	клеточном
সেলুলার	сотовые
সেলুলার	сотовый
পাইরেটস	пираты
হায়দরাবাদ	хайдарабаде
গন্তব্য	направления
গন্তব্য	назначения
টেলার	теллер
পেইন্টিং	картина
পেইন্টিং	живопись
পেইন্টিং	рисование
শুন্য	ноль
শুন্য	зеро
শুন্য	нулевой
হিলস	хиллз
হিলস	холмы
অসন্তুষ্ট	недоволен
অসন্তুষ্ট	неудовлетворительными
অসন্তুষ্ট	неудовлетворительным
চায়ের	чаю
চায়ের	чая
চায়ের	чай
ড্যানিশ	дании
ড্যানিশ	датский
দাম্পত্য	свадебный
দাম্পত্য	свадебные
