το	на
αυτοκίνητα	коли
πλευρές	страни
τεράστια	огромен
τεράστια	огромно
τεράστια	огромна
τεράστια	огромни
τεράστια	огромен
τεράστια	огромна
τεράστια	огромни
διαδίκτυο	интернет
νούμερο	брой
νούμερο	число
νούμερο	номер
δίνοντας	даване
καφέ	кафяв
καφέ	кафяви
καφέ	браун
καφέ	кафява
καφέ	кафяво
καφέ	кафе
καφέ	кафето
πατριάρχης	патриарх
οδός	маршрут
οδός	път
οδός	трасе
οδός	улица
οδός	стрийт
οδός	street
οδός	улицата
οδός	пътят
οδός	път
οδός	road
οδός	пътя
συμπεριλαμβανομένων	включително
λος	лос
γνωστές	позната
γνωστές	известни
γνωστές	познат
γνωστές	известна
γνωστές	известен
άμυνας	защита
άμυνας	отбрана
μάτια	очи
μάτια	очите
επιγραφή	надпис
επιγραφή	посвещение
εκδηλώσεις	събития
εκδηλώσεις	мероприятия
εκδηλώσεις	случки
σερβία	сърбия
βαν	микробус
βαν	бус
βαν	van
βαν	ван
βαν	вана
εσσδ	ссср
ποικιλία	разнообразие
ποικιλία	многообразие
ποικιλία	разнообразие
ποικιλία	сорт
ποικιλία	разновидност
κώστα	костас
κώστα	коста
χρονικά	хрониките
δολοφονία	покушение
δολοφονία	атентат
δολοφονία	убийство
δολοφονία	убийства
δολοφονία	убийство
αθλητής	спортист
αθλητής	атлет
φιλόσοφος	философ
παρασκευή	петък
καθήκοντα	задачи
καθήκοντα	мита
καθήκοντα	задължения
απώλειες	загуба
απώλειες	загуби
απώλειες	загубата
απώλειες	загуби
απώλειες	загубите
απώλειες	жертви
απώλειες	произшествия
συνεχίζει	продължава
αποφοίτησε	завърши
αποφοίτησε	завършила
αποφοίτησε	завършил
εκπομπή	излъчване
εκπομπή	емисия
εκπομπή	емисии
κινητήρα	двигатели
κινητήρα	двигател
κινητήρα	моторни
κινητήρα	двигател
κινητήρα	мотор
αντικαταστάθηκε	заменен
αντικαταστάθηκε	заменено
αντικαταστάθηκε	сменен
αντικαταστάθηκε	сменени
αντικαταστάθηκε	заменена
τόμας	томас
τόμας	тома
απλό	прост
απλό	прости
απλό	проста
απλό	простичко
απλό	равнина
απλό	plain
εβδομάδα	седмицата
εβδομάδα	седмица
έρχεται	очаквайте
έρχεται	идва
έρχεται	идвам
επιστήμες	науката
επιστήμες	наука
επιστήμες	науките
επιστήμες	науки
αυλή	двор
αυλή	двора
αυλή	дворът
αυλή	двор
αυλή	ярд
αυλή	двор
επαγγελματική	професионални
επαγγελματική	професионална
επαγγελματική	професионалист
επαγγελματική	професионален
επαγγελματική	професионално
γαλλικό	френско
γαλλικό	французи
γαλλικό	френска
γαλλικό	френски
γαλλικό	французин
φήμη	репутация
φήμη	репутацията
φήμη	славата
φήμη	слава
φήμη	слух
αντιστοιχεί	съответства
δημοσίευσε	публикуван
δημοσίευσε	публикувано
κόλπο	трик
τύμπανα	барабан
τύμπανα	барабани
τύμπανα	барабаните
τύμπανα	барабани
ανακάλυψη	открийте
ανακάλυψη	открие
ανακάλυψη	откриване
ανακάλυψη	откритие
ανακάλυψη	разкритие
ανακάλυψη	дискавъри
ανακάλυψη	откриване
ιδρυτής	създател
ιδρυτής	основателят
ιδρυτής	основател
διαφορές	разлики
διαφορές	различия
διαφορές	спорове
διαφορές	споровете
κινήσεις	ходове
κινήσεις	движения
κινήσεις	движения
πυρήνα	ядро
πυρήνα	сърцевина
πυρήνα	ядрото
πυρήνα	ядрото
ποιος	кой
νόμπελ	нобелова
κανονική	редовно
κανονική	редовен
κανονική	редовни
κανονική	редовна
κανονική	нормален
κανονική	нормално
κανονική	нормални
κανονική	нормална
αδελφή	сестра
έπεσε	падна
έπεσε	паднала
έπεσε	паднал
άγαλμα	статуята
άγαλμα	статуя
βραζιλία	бразилия
βορρά	северно
βορρά	север
βορρά	северна
δύσκολο	трудно
δύσκολο	силно
δύσκολο	здраво
δύσκολο	твърдо
δύσκολο	твърд
δύσκολο	трудно
δύσκολο	труден
δύσκολο	трудни
δύσκολο	трудна
αριθμούς	числа
αριθμούς	цифри
συνεργάστηκε	сътрудничил
ιερουσαλήμ	йерусалим
ιερουσαλήμ	ерусалим
στρατόπεδο	лагер
εννέα	nine
εννέα	девет
διαφορετικό	различна
διαφορετικό	различно
διαφορετικό	различни
διαφορετικό	различен
αλήθεια	истина
αλήθεια	верни
αλήθεια	вярно
αλήθεια	истина
αλήθεια	истината
αλήθεια	наистина
ποσότητα	количество
δισκογραφία	дискография
διαδρομή	маршрут
διαδρομή	път
διαδρομή	трасе
διαδρομή	пътека
διαδρομή	път
νερά	води
νερά	уотърс
νερά	водите
σουηδία	швеция
λατινική	латинска
λατινική	латински
ολόκληρο	цялата
ολόκληρο	цяла
ολόκληρο	цял
ολόκληρο	цялото
έκφραση	изразяване
έκφραση	изражение
έκφραση	израз
υπολογιστή	компютър
υπολογιστή	компютъра
γνωστοί	позната
γνωστοί	известни
γνωστοί	познат
γνωστοί	известна
γνωστοί	известен
γνωστοί	познати
προσφορά	наддаване
προσφορά	кандидатурата
προσφορά	оферта
προσφορά	офертата
προσφορά	предложение
προσφορά	предлагане
προσφορά	предложи
φρούριο	крепостта
φρούριο	крепост
φρούριο	форт
ανεξάρτητα	самостоятелно
παρατηρήσεις	забележки
παρατηρήσεις	забележки
παρατηρήσεις	наблюдения
παρατηρήσεις	мнение
παρατηρήσεις	забележки
παρατηρήσεις	коментари
παρατηρήσεις	мнения
δίκη	процес
αρκετοί	няколко
σχόλια	мнение
σχόλια	забележки
σχόλια	коментари
σχόλια	мнения
άξονα	ос
άξονα	оста
άξονα	ос
άξονα	оси
άξονα	оста
νομική	правно
νομική	правни
νομική	правна
νομική	юридически
νομική	правен
νομική	законно
γράμμα	писмо
γράμμα	буква
υποψηφιότητα	кандидатурата
υποψηφιότητα	кандидатура
υποψηφιότητα	номинация
υποψηφιότητα	номинацията
πνεύμα	дух
βουνά	планините
βουνά	планини
παλιό	старо
παλιό	стари
παλιό	стар
παλιό	стара
τομείς	секторите
τομείς	отрасли
τομείς	сектори
συμφωνώ	съгласна
συμφωνώ	съгласен
συρία	сирия
γενιά	генериране
γενιά	поколение
κατανομή	разбивка
κατανομή	срив
κατανομή	разпределяне
κατανομή	разпределение
κατανομή	дистрибуция
κατανομή	разпределяне
κατανομή	разпространение
κατανομή	разпределение
στίχους	знамения
στίχους	стихове
στίχους	текстове
στίχους	текст
κλειστό	затворен
κλειστό	затворена
κλειστό	затворено
κλειστό	затворени
αυτοκίνητο	автомобил
αυτοκίνητο	кола
αυτοκίνητο	колата
αυτοκίνητο	автомобил
εξαρτάται	зависи
κατάταξη	класация
κατάταξη	класиране
κατάταξη	класифициране
κατάταξη	класиране
κατάταξη	класификация
κατάταξη	класирането
κατάταξη	класация
κατάταξη	класиране
δικαιοσύνης	справедливост
δικαιοσύνης	правосъдие
δικαιοσύνης	правда
μεξικό	мексико
φυσικός	натурални
φυσικός	естествени
φυσικός	естествена
φυσικός	естествен
φυσικός	физик
τουρνουά	турнир
τουρνουά	турнири
σωματεία	синдикатите
σωματεία	профсъюзите
σωματεία	съюзи
αντίτυπα	копия
ημερολόγιο	календар
ημερολόγιο	календара
ημερολόγιο	дневник
ημερολόγιο	дневника
ημερολόγιο	дневникът
ημερολόγιο	дневник
ημερολόγιο	журнал
ημερολόγιο	джърнъл
στατιστικά	статистика
στατιστικά	статистики
στατιστικά	статистиката
συμβολή	вноски
συμβολή	вноска
συμβολή	принос
βασικές	основна
βασικές	основни
βασικές	основен
στυλ	стилове
στυλ	стайлс
στυλ	стил
ήλιο	хелий
τοπικές	локална
τοπικές	местна
τοπικές	локално
τοπικές	местно
τοπικές	местни
τοπικές	местен
ρεάλ	истинско
ρεάλ	реал
ρεάλ	истинска
ρεάλ	реално
ρεάλ	истински
βοήθησε	помогнал
κρατών	държави
κρατών	щати
γράφτηκε	писмено
γράφτηκε	написана
γράφτηκε	написано
γράφτηκε	писмен
γράφτηκε	писмена
θεωρεί	счита
βοηθός	помощник
βοηθός	асистентка
βοηθός	асистент
βοηθός	помощничка
βοηθός	помощник
βοηθός	заместник
ελβετία	швейцария
αναζήτηση	търси
αναζήτηση	търсене
βιομηχανία	промишлеността
βιομηχανία	индустрия
βιομηχανία	промишленост
υποστήριξε	подкрепен
υποστήριξε	подкрепи
υποστήριξε	подкрепена
υποστήριξε	поддържани
υποστήριξε	подкрепено
καλλιτεχνικό	артистична
καλλιτεχνικό	художествена
καλλιτεχνικό	артистичен
καλλιτεχνικό	артистично
τεύχος	издаване
εσύ	си
εσύ	ти
εσύ	ви
μπάσκετ	баскетбол
μπάσκετ	баскетбола
μπάσκετ	баскетболен
επιστρέφει	възвръщаемост
επιστρέφει	връщане
μουσικοί	музиканти
κοιλάδα	долината
κοιλάδα	долина
κοιλάδα	вали
προϊόν	продукт
προϊόν	продукти
παλάτι	палас
παλάτι	двореца
παλάτι	дворец
παλάτι	дворецът
παλάτι	палат
πασά	паша
συγχώνευση	сливане
συγχώνευση	обединяване
συγχώνευση	сливане
εμπειρία	опитът
εμπειρία	преживяване
εμπειρία	опит
εμπειρία	изживяване
σκηνές	сцените
σκηνές	сцени
σκηνές	палатките
σκηνές	палатки
καθ	кат
αθλητικά	маратонки
αθλητικά	кецове
αθλητικά	спортни
αθλητικά	спортен
αθλητικά	спорт
αθλητικά	спортно
αθλητικά	спортове
χρυσός	златен
χρυσός	златни
χρυσός	златно
χρυσός	златна
χρυσός	златен
χρυσός	златни
χρυσός	златно
χρυσός	златна
χρυσός	злато
φίλος	приятелка
φίλος	приятелю
φίλος	приятел
τρίτος	трети
τρίτος	трета
τρίτος	трето
σύγκριση	сравнение
σύγκριση	сравняване
ανακοινώθηκε	обявена
ανακοινώθηκε	обявен
ανακοινώθηκε	обяви
ανακοινώθηκε	обявени
ανακοινώθηκε	обявено
επιστήμονες	учените
επιστήμονες	учени
περιφέρειες	райони
περιφέρειες	региони
περιφέρειες	регионите
ηττήθηκε	победена
ηττήθηκε	победени
ηττήθηκε	победен
δώδεκα	twelve
δώδεκα	дванадесет
δώδεκα	дванайсет
δικηγόρος	адвокат
δικηγόρος	адвокатка
δικηγόρος	адвокат
δικηγόρος	юрист
διεξαγωγή	провеждане
διεξαγωγή	поведение
πρίγκιπας	княз
πρίγκιπας	принц
πρίγκιπας	принс
πρίγκιπας	принцът
οδηγός	шофьорът
οδηγός	шофьор
οδηγός	шофьора
οδηγός	ръководство
οδηγός	гид
οδηγός	пътеводител
οδηγός	водач
δρόμος	улица
δρόμος	стрийт
δρόμος	street
δρόμος	улицата
δρόμος	пътят
δρόμος	път
δρόμος	road
δρόμος	пътя
τελικός	финал
τελικός	краен
τελικός	окончателно
δήμους	общините
δήμους	общини
τοπικά	локално
τοπικά	локална
τοπικά	местна
τοπικά	локално
τοπικά	местно
τοπικά	местни
τοπικά	местен
πίστη	фейт
πίστη	вяра
πίστη	вярност
πίστη	лоялност
πίστη	преданост
παραδοσιακά	традиционно
παραδοσιακά	традиционен
παραδοσιακά	традиционна
παραδοσιακά	традиционни
παραδοσιακά	традиционно
προέλευση	произход
προέλευση	произход
προέλευση	произход
ισχυρή	мощен
ισχυρή	мощно
ισχυρή	мощна
διαχείριση	управляващи
διαχείριση	управляващ
διαχείριση	мениджмънт
διαχείριση	управление
σταδιοδρομία	кариера
σταδιοδρομία	кариери
σταδιοδρομία	кариера
ιράν	иран
πιθανό	възможно
πιθανό	възможен
πιθανό	възможна
πιθανό	възможни
τζορτζ	джордж
παρουσίασε	представени
παρουσίασε	представено
παρουσίασε	представена
παρουσίασε	представен
συναυλίες	концерти
συναυλίες	концертите
αίμα	кръвта
αίμα	кръв
ιστορικές	историческа
ιστορικές	исторически
ιστορικές	историческо
αντίστοιχη	съответстващ
αντίστοιχη	съответстващи
αντίστοιχη	съответстваща
αντίστοιχη	съответен
αντίστοιχη	съответстващо
ζωγραφική	рисуване
ζωγραφική	живопис
ζωγραφική	картина
ζωγραφική	боядисване
βελτίωση	подобряване
βελτίωση	подобрения
βελτίωση	подобри
βελτίωση	подобряване
βελτίωση	усъвършенстване
βελτίωση	подобрения
βελτίωση	подобряване
βελτίωση	подобрение
βέλγιο	белгия
διάμετρος	диаметър
εξωτερική	външна
εξωτερική	външно
εξωτερική	външни
εξωτερική	външен
υπολογίζεται	изчислено
υπολογίζεται	изчислен
υπολογίζεται	изчислена
υπολογίζεται	изчислени
κτήριο	изграждане
κτήριο	сграда
κτήριο	сградата
αστυνομία	полиция
επιμέλεια	попечителство
πτήση	полета
πτήση	полет
καρκίνο	рак
καρκίνο	ракът
αλεξάνδρεια	александрия
στίχοι	знамения
στίχοι	стихове
στίχοι	текстове
στίχοι	текст
απευθείας	преки
απευθείας	директна
απευθείας	директно
απευθείας	пряко
απευθείας	директен
απευθείας	директно
απευθείας	пряко
σύμβολα	означения
σύμβολα	символи
ρωσικά	руснак
ρωσικά	руски
ρωσικά	руснаци
ρωσικά	руска
ρωσικά	руско
πρίγκιπα	княз
πρίγκιπα	принц
πρίγκιπα	принс
πρίγκιπα	принцът
ηλίας	илиас
ηλίας	илия
ηλίας	илайджа
ηλίας	елиас
φυλή	кланът
φυλή	клан
φυλή	клана
φυλή	племето
φυλή	племе
φυλή	надпревара
φυλή	надбягване
φυλή	състезание
φυλή	раса
βενετία	венеция
χαρακτήρας	характер
δέχεται	приема
κόστος	разход
κόστος	цена
κόστος	разходи
κόστος	разходи
τύποι	типове
τύποι	видове
προηγουμένως	досега
σύζυγο	съпруг
σύζυγο	съпруга
σύζυγο	съпруг
σύζυγο	жена
σύζυγο	съпруга
σύζυγο	съпругата
δημοκρατικό	демократично
δημοκρατικό	демократичен
δημοκρατικό	демократични
δημοκρατικό	демократична
σκωτίας	шотландия
σκωτίας	шотландец
σκωτίας	шотландски
λατινικά	латинска
λατινικά	латински
εγκαταστάθηκαν	уреден
σημείωσε	отбелязана
σημείωσε	отбеляза
σημείωσε	отбелязано
σημείωσε	отбелязан
δυνατή	силни
δυνατή	силен
δυνατή	силно
δυνατή	силна
μέτρο	мярка
κλασική	класика
κλασική	класическо
κλασική	класически
κλασική	класическа
κλασική	класик
κλασική	класическо
κλασική	класическа
κλασική	класика
κλασική	класически
πιάνο	пианото
πιάνο	пиано
πιάνο	пияно
διπλό	двойна
διπλό	двойни
διπλό	двоен
διπλό	двойно
προεδρικές	президентски
προεδρικές	президентските
μηχανική	механика
μηχανική	механици
μηχανική	инженерство
απώλεια	загуба
απώλεια	загуби
απώλεια	загубата
υπέστη	траен
υπέστη	страдаше
υπέστη	страда
υπέστη	страдала
υπέστη	страдал
πραγματική	действителна
πραγματική	действителен
καν	кхан
καν	хан
καν	кан
ψήφους	гласове
ψήφους	вот
αποστολές	пратки
αποστολές	превози
αποστολές	мисии
κυριακή	неделно
κυριακή	неделя
βουνό	планински
βουνό	планина
βουνό	планината
ανθρώπινη	човешка
ανθρώπινη	човешко
ανθρώπινη	човек
ανθρώπινη	човешки
πωλήσεις	продажби
πωλήσεις	продажбите
ηλείας	elis
γεωμετρία	геометрията
γεωμετρία	геометрия
ερρίκος	хенри
φιναλίστ	финалист
φιναλίστ	финалисти
σωστά	правилно
σωστά	правилно
άνοιξε	отворено
άνοιξε	отвори
άνοιξε	отваряне
τρόπους	начини
τρόπους	обноски
τρόπους	маниери
κάποτε	веднъж
εμπορικό	мола
εμπορικό	мол
νικήτρια	победител
νικήτρια	печеливш
γιουγκοσλαβίας	югославия
σοβαρά	сериозно
αφαίρεση	премахнете
αφαίρεση	премахване
αφαίρεση	махнете
αφαίρεση	премахване
αφαίρεση	изваждане
αφαίρεση	отстраняване
συμπτώματα	симптоми
συμπτώματα	симптомите
προσωρινά	временно
προσωρινά	временна
προσωρινά	временни
προσωρινά	временен
προσωρινά	временно
προσωρινά	временни
κερδίζει	печели
υδρογόνου	водород
άγνωστο	непозната
άγνωστο	неизвестен
άγνωστο	неизвестни
άγνωστο	неизвестно
άγνωστο	непознат
άγνωστο	неизвестна
κύτταρα	килии
κύτταρα	клетките
κύτταρα	клетки
συνέντευξη	интервю
ρουμανία	румъния
συνάντηση	среща
συνάντηση	заседание
συνάντηση	среща
συνάντηση	съвещание
συνάντηση	събрание
συνάντηση	срещата
μετακόμισε	преместени
μετακόμισε	преместен
μετακόμισε	преместена
οικισμούς	селища
οικισμούς	агломерациите
λουδοβίκος	louis
λουδοβίκος	луи
λουδοβίκος	луис
λουδοβίκος	лудовико
μιχάλης	михалис
αντ	мравка
αντ	вместо
ανακάλυψε	открит
ανακάλυψε	открита
ανακάλυψε	открити
ομώνυμη	омоним
λογισμικό	софтуер
ενέργειες	действия
ενέργειες	постъпки
ενέργειες	искове
πολωνίας	полша
αεροπορία	авиация
αεροπορία	авиационна
αεροπορία	авиацията
αεροπορία	въздухоплаване
μαδρίτης	мадрид
δηλώνει	декларира
σωματείο	профсъюз
σωματείο	съюз
σωματείο	съюза
σωματείο	юниън
παρόν	подарък
παρόν	настояще
παρόν	присъстващи
ιησού	исус
νομίσματα	монети
νομίσματα	валути
πρακτικά	практично
πρακτικά	практичен
πρακτικά	практически
πρακτικά	практическо
πρακτικά	практична
πρακτικά	практически
σημαντικός	важно
σημαντικός	важен
σημαντικός	важни
σημαντικός	важна
ενεργό	активна
ενεργό	активно
ενεργό	активни
ενεργό	активен
προβολή	проекция
προβολή	прожекция
προβολή	показване
προβολή	изглед
προβολή	гледка
προβολή	оглед
προβολή	преглед
ρυθμό	пасе
ρυθμό	темпо
ρυθμό	темп
ρυθμό	темпо
ρυθμό	ритъм
συνελήφθη	арестувани
συνελήφθη	арестувана
συνελήφθη	арестуван
βορειοδυτικά	северозападна
βορειοδυτικά	северозапад
καλλιτέχνης	изпълнител
καλλιτέχνης	художничка
καλλιτέχνης	художник
καλλιτέχνης	артист
καλλιτέχνης	творец
άντζελες	анджелис
μαύρη	черни
μαύρη	черно
μαύρη	черна
μαύρη	черен
στήλη	колона
νόμισμα	валута
νόμισμα	монети
νόμισμα	монета
νόμισμα	монетата
αξιωματικός	офицер
αξιωματικός	полицай
συλλογές	колекции
στόλου	флотилия
στόλου	флота
στόλου	флот
καταστράφηκε	унищожени
καταστράφηκε	унищожена
καταστράφηκε	разрушени
καταστράφηκε	унищожен
καταστράφηκε	унищожено
καταστράφηκε	съсипана
καταστράφηκε	съсипани
καταστράφηκε	съсипан
βιογραφία	биография
βιογραφία	биографията
καθηγητή	професор
καρδιά	сърце
καρδιά	сърцето
στάδια	стадиони
στάδια	етапи
στάδια	фази
στάδια	стадии
στάδια	етапи
στάδια	стъпала
στάδια	стъпки
στάδια	стълби
στάδια	крачки
καθαρά	ясно
καθαρά	изчистване
καθαρά	чисто
καθαρά	чист
καθαρά	чисти
καθαρά	чиста
καθαρά	мрежа
καθαρά	нетен
καθαρά	net
καθαρά	нето
καθαρά	нет
αντίπαλο	съперник
αντίπαλο	опонент
αντίπαλο	съперник
αντίπαλο	противник
ολοκλήρωση	довършване
ολοκλήρωση	приключване
ολοκλήρωση	завършване
ολοκλήρωση	интегриране
ολοκλήρωση	интеграция
ολοκλήρωση	пълна
ολοκλήρωση	пълно
ολοκλήρωση	завършен
ολοκλήρωση	пълен
ολοκλήρωση	завършено
τέταρτο	четвърта
τέταρτο	четвърто
τέταρτο	четвърти
έδειξε	показа
παρουσιάστηκε	представени
παρουσιάστηκε	представено
παρουσιάστηκε	представена
παρουσιάστηκε	представен
θεωρίες	теории
θεωρίες	теориите
ιταλοί	италианците
ιταλοί	италианци
ανεξάρτητη	независима
ανεξάρτητη	независими
ανεξάρτητη	независим
εργαστήριο	лабораторен
εργαστήριο	лабораторно
εργαστήριο	лаборатория
εργαστήριο	лабораторна
εργαστήριο	работилница
εργαστήριο	работилницата
εργαστήριο	семинар
εργαστήριο	лабораторията
εργαστήριο	лаборатория
αντικατέστησε	заменен
αντικατέστησε	заменено
αντικατέστησε	сменен
αντικατέστησε	сменени
αντικατέστησε	заменена
αντικατέστησε	замяна
αντικατέστησε	замени
αντικατέστησε	заместване
δείγμα	мостра
δείγμα	проба
δείγμα	извадка
δείγμα	образец
δείγμα	екземпляр
δείγμα	екземпляра
δημιουργήθηκαν	създадени
δημιουργήθηκαν	създадено
δημιουργήθηκαν	създадена
δημιουργήθηκαν	създаде
δημιουργήθηκαν	създаден
πληροφορία	информация
πληροφορία	информиране
πορτογαλία	португалия
ιστορικοί	историци
ιστορικοί	историците
πού	къде
ονομασίες	обозначения
ονομασίες	наименования
ονομασίες	означения
ονομασίες	наименования
ονομασίες	имената
ονομασίες	имена
ονομασίες	наименования
παραμονή	ив
παραμονή	ева
παραμονή	остани
εμμανουήλ	емануел
βάσεις	основи
βάσεις	фондации
βάσεις	основи
βάσεις	бази
ελάχιστα	минимален
ελάχιστα	минимално
ελάχιστα	минимална
ελάχιστα	минимум
ελάχιστα	минимални
ελάχιστα	минимално
ελάχιστα	минимална
ελάχιστα	минимален
απαιτείται	изисквана
μεγάλωσε	отгледани
μεγάλωσε	отгледа
μεγάλωσε	отгледана
μεγάλωσε	повдигнат
μεγάλωσε	отгледан
μεγάλωσε	повдигнати
νομικά	легално
νομικά	законно
νομικά	правно
νομικά	правни
νομικά	правна
νομικά	юридически
νομικά	правен
νομικά	законно
χωρητικότητας	тонаж
χωρητικότητας	тонажа
διαχειριστής	админ
διαχειριστής	администратор
διαχειριστής	управител
διαχειριστής	мениджър
διαχειριστής	администратор
ακρίβεια	прецизност
ακρίβεια	точност
ακρίβεια	прецизно
ακρίβεια	точност
υγεία	здраве
υγεία	здравеопазване
υγεία	здравето
ιαπωνίας	япония
άρτας	арта
δημήτρη	дмитрий
δημήτρη	димитри
δημήτρη	димитрий
δημήτρη	димитрис
πολέμους	войните
πολέμους	войни
υπογραφή	подписване
υπογραφή	подписано
υπογραφή	подписан
υπογραφή	подписани
υπογραφή	подпис
υπογραφή	подписване
υπογραφή	подпис
σταθμοί	станции
θεώρημα	теорема
αναγέννηση	ренесанса
αναγέννηση	възраждане
αναγέννηση	ренесанс
αναγέννηση	регенериране
αναγέννηση	прераждането
αναγέννηση	прераждане
σταμάτησε	спрян
σταμάτησε	спряна
σταμάτησε	спря
προηγούμενο	прецедент
προηγούμενο	предишна
προηγούμενο	предишни
προηγούμενο	предишен
προηγούμενο	предишно
μέσος	среден
μέσος	средно
επάγγελμα	професия
επάγγελμα	професия
επάγγελμα	окупация
αγωνιστής	борец
αγωνιστής	боец
αγωνιστής	изтребител
αγωνιστής	агонист
ιράκ	ирак
διάλυση	разпад
διάλυση	разпускане
διάλυση	разпадане
διάλυση	разтваряне
διάλυση	демонтиране
μέγα	мега
πρωτοβουλία	инициатива
μηχανικός	механика
μηχανικός	монтьор
μηχανικός	механик
μηχανικός	инжинер
μηχανικός	инженер
αριθμοί	фигури
αριθμοί	цифри
αριθμοί	числа
αριθμοί	цифри
εμπορίου	търговия
εμπορίου	търговия
εμπορίου	търговско
οπτικά	визуално
οπτικά	визуална
οπτικά	визуално
οπτικά	оптичен
οπτικά	оптична
οπτικά	оптични
απαιτεί	изисква
απαιτεί	взискателен
απαιτεί	изискваща
έληξε	изтекла
έληξε	изтекъл
έληξε	изтече
έληξε	изтекло
γάμος	женитба
γάμος	брака
γάμος	брак
γάμος	сватба
γάμος	бракът
γάμος	свадба
γάμος	сватба
μηχανή	машинка
μηχανή	машина
μηχανή	двигатели
μηχανή	двигател
βραζιλίας	бразилски
ειδικές	конкретни
ειδικές	специфично
ειδικές	специфичен
ειδικές	специфична
ειδικές	специфични
πότε	когато
πότε	кога
εγχώρια	домашен
εγχώρια	домашна
εγχώρια	домашни
ισπανική	испанци
ισπανική	испанска
ισπανική	испанско
ισπανική	испански
βασιλεία	базел
βασιλεία	царуването
όπερα	опера
λεπτομέρειες	детайли
λεπτομέρειες	подробности
λεπτομέρειες	подробност
λεπτομέρειες	детайл
νήσοι	острови
νήσοι	островите
όψη	изглед
όψη	гледка
όψη	оглед
όψη	преглед
εργαλεία	инструменти
εργαλεία	инструментите
ευθύνη	пасив
ευθύνη	отговорност
ευθύνη	отговорността
ευθύνη	отговорност
εργάζεται	работи
εργάζεται	произведения
δίδαξε	преподавал
δίδαξε	научени
κανονικά	нормално
κανονικά	обикновено
νικητές	печеливши
νικητές	победители
νικητές	победителите
νικητές	печелившите
μα	но
φοιτητές	студенти
φοιτητές	ученици
οδηγήσει	води
οδηγήσει	олово
αποφάσεις	решения
κύκλου	цикъл
κύκλου	цикъла
εγκατάσταση	инсталация
εγκατάσταση	монтаж
εγκατάσταση	инсталиране
εγκατάσταση	монтиране
εγκατάσταση	инсталации
εγκατάσταση	съоръжение
εγκατάσταση	инсталиране
αναφοράς	препратка
αναφοράς	позоваване
αναφοράς	референтни
νόημα	смисъл
ψηφοφορία	гласувайте
ψηφοφορία	вот
ψηφοφορία	гласуване
ψηφοφορία	гласуването
ψηφοφορία	гласуване
βρετανός	британско
βρετανός	британци
βρετανός	британска
βρετανός	британец
βρετανός	британски
ατμόσφαιρα	атмосфера
τύπους	типове
τύπους	видове
άμυνα	защита
άμυνα	отбрана
άμυνα	защита
άμυνα	отбрана
άμυνα	защитата
απεικόνιση	показване
απεικόνιση	илюстрация
κέρκυρα	корфу
εκτίμηση	преценка
εκτίμηση	оценяване
εκτίμηση	оценка
εκτίμηση	оцени
σχετικό	относителна
σχετικό	роднина
σχετικό	относително
σχετικό	съответна
σχετικό	съответен
σχετικό	свързани
σχετικό	свързан
σχετικό	свързана
σχετικό	свързано
βράδυ	вечер
βράδυ	вечерта
βράδυ	вечерно
ποσό	сума
ποσό	количество
τέχνες	изкуства
τέχνες	изкуствата
τέχνες	изкуство
παντρεμένος	женени
παντρεμένος	женена
παντρεμένος	омъжена
παντρεμένος	женен
μεθόδους	методи
τελετή	церемония
τελετή	церемонията
κόμης	брой
αθανάσιος	атанасиос
παρουσιάζεται	представени
παρουσιάζεται	представено
παρουσιάζεται	представена
παρουσιάζεται	представен
καθιερώθηκε	въведен
καθιερώθηκε	въведено
καθιερώθηκε	въведена
καθιερώθηκε	въведени
συγκέντρωση	концентрация
συγκέντρωση	събиране
ήττες	загуби
ήττες	загубите
αφήνοντας	напускане
ασθενείς	пациенти
ασθενείς	пациентите
τάξεις	класи
τάξεις	класовете
τάξεις	класове
ρόλους	ролите
ρόλους	роли
νέοι	младежта
νέοι	младост
νέοι	младеж
νέοι	младостта
νέοι	младежи
ζωγράφοι	художниците
ζωγράφοι	художници
πολ	пол
πολ	паул
λεπτό	тънко
λεπτό	тънък
λεπτό	тънки
λεπτό	слаб
λεπτό	слаба
λεπτό	минута
παράγοντας	фактор
παράγοντας	коефициент
αλλού	другаде
βρίσκει	намира
εκατοστά	сантиметри
εκατοστά	сантиметра
εκατοστά	сантиметри
εκατοστά	инча
εκατοστά	см
αθηναίοι	атиняни
ορχήστρα	група
ορχήστρα	оркестър
ορχήστρα	банда
ορχήστρα	лента
ορχήστρα	оркестър
άνοιγμα	отворено
άνοιγμα	отвори
άνοιγμα	отваряне
άνοιγμα	откриване
άνοιγμα	отваряне
χαρακτηριστική	характерен
χαρακτηριστική	характерни
χαρακτηριστική	характеристика
ιρλανδία	ирландия
δεκάδες	дузини
δεκάδες	дузина
δεκάδες	десетки
υγρό	влажна
υγρό	влажно
υγρό	влажни
υγρό	влажен
υγρό	течност
υγρό	течни
υγρό	течна
υγρό	течност
υγρό	течно
υγρό	течен
υγρό	мокра
υγρό	влажна
υγρό	мокър
υγρό	мокри
υγρό	мокро
ηγέτες	ръководители
ηγέτες	лидерите
ηγέτες	лидери
ηγέτες	водачи
ζευγάρι	двойка
ζευγάρι	чифт
ζευγάρι	двойка
βόλου	волос
ιωσήφ	жозеф
ιωσήφ	джоузеф
ιωσήφ	йосиф
ιωσήφ	йозеф
ιωσήφ	йосиф
