ve	in
kristal	kristalno
kristal	crystal
nispeten	relativno
manastır	samostana
manastır	samostan
manastır	samostan
manastır	abbey
manastır	samostan
manastır	samostanov
franklin	franklin
nice	lep
nice	prijetno
nice	lepo
yüzme	plavati
yüzme	plavanje
yüzme	plavanja
julia	julijo
julia	julia
julia	julija
sofya	sofija
sofya	sofia
sofya	sofija
sofya	sophio
sofya	sophia
yahya	john
yahya	janez
yahya	janeza
yılan	kača
yılan	kačo
yılan	kače
yılan	kač
yılan	kače
vampire	vampir
vampire	vampirja
vampire	vampirka
vampire	vampirji
vampire	vampirski
matthew	matthew
matthew	matej
universal	univerzalno
universal	univerzalnih
universal	univerzalni
universal	univerzalne
universal	univerzalna
usa	zda
usa	usa
duke	vojvodo
duke	duke
duke	knez
duke	vojvoda
dersler	lekcije
dersler	predavanja
dersler	predavanj
dersler	tečaje
dersler	tečaji
dersler	razredi
dersler	pouk
güneye	južno
güneye	jug
güneye	južna
kocası	soprog
kocası	moz
kocası	mož
çarşamba	srede
çarşamba	sredo
çarşamba	sreda
şirketleri	podjetja
şirketleri	družbe
rightarm	rightarm
satranç	šah
satranç	šaha
vahşi	divja
vahşi	wild
vahşi	divje
vahşi	divji
vahşi	divjak
vahşi	silovito
iniş	spust
iniş	spuščanje
iniş	pristanek
iniş	pristajanje
yakup	jakob
yakup	jacob
katedrali	katedrala
katedrali	katedrali
katedrali	katedralo
kanıt	dokazila
kanıt	dokazi
kanıt	dokaz
kanıt	dokaz
kanıt	dokazilo
korunması	varovanje
slovakya	slovaška
düşünür	mislec
evrim	evolucijo
evrim	razvoj
evrim	evolucija
evrim	razvil
evrim	razvila
düzensiz	neenotna
düzensiz	nepravilno
düzensiz	nepravilen
düzensiz	nepravilnih
alfa	alpha
alfa	alfa
alfa	alfa
tedavisi	zdravljenja
tedavisi	obdelava
tedavisi	zdravljenje
tedavisi	obravnava
bükreş	bukarešti
maalesef	žal
yuvarlak	zaokrožena
yuvarlak	zaokroženo
yuvarlak	zaokrožene
yuvarlak	krog
yuvarlak	okrogla
yuvarlak	okrogle
yuvarlak	rundo
yuvarlak	okrogel
yuvarlak	okroglo
yuvarlak	krožni
yuvarlak	krožno
cisim	predmet
cisim	objekt
kullanıcıları	uporabniki
tütün	tobak
bateri	boben
bateri	bobni
oksijen	kisika
oksijen	kisik
ceylan	gazela
soul	duša
soul	duši
soul	soul
soul	dušo
eklenen	dodana
eklenen	dodane
eklenen	dodanih
eklenen	dodan
eklenen	dodani
eklenen	dodano
meryem	madonna
meryem	madona
meryem	mariam
meryem	marija
meryem	mary
malezya	malezija
malezya	malezije
savaşlar	vojne
savaşlar	vojn
savaşlar	bitke
savaşlar	bitk
geliştirmek	razvijanje
geliştirmek	razvoj
geliştirmek	izboljšanje
geliştirmek	izboljšati
geliştirmek	izboljša
yiğit	junak
yiğit	heroj
yiğit	valiant
lüksemburg	luksemburg
marshall	marshall
marshall	maršal
çeşme	vodnjak
çeşme	fontana
muhafaza	ohrani
muhafaza	konzerviranje
muhafaza	ohranjanje
muhafaza	ohranitev
muhafaza	ohranjena
muhafaza	ohranjen
muhafaza	ohranjeno
extra	dodatno
extra	dodaten
extra	ekstra
extra	extra
matematikçi	matematik
tolga	tolga
atış	streljanje
atış	ustreljen
atış	ustreljena
atış	strel
atış	streli
atış	met
atış	smola
android	android
adli	forenzični
adli	forenziki
tura	ogled
tura	turneja
tura	glave
tura	glav
erik	plum
erik	slive
erik	erik
western	zahodna
western	zahodni
western	western
western	zahodno
ölür	umre
kiraz	cherry
kiraz	češnja
kiraz	češnje
yargı	sodba
yargı	presoja
yargı	sodba
yargı	presoja
yargı	sodstvo
yargı	sodstva
yargı	pravosodje
yargı	sodna
adalar	otočje
adalar	otoki
adalar	otoke
misafir	gosta
misafir	gostja
misafir	gost
misafir	gostje
misafir	gosti
law	pravo
law	zakon
kule	stolp
kule	tower
astronomi	astronomijo
rgb	rgb
kesme	rezanje
eddie	eddie
skor	zadetek
skor	rezultat
şimşek	grmenje
şimşek	grom
şimşek	strela
şimşek	blisk
şimşek	strele
şimşek	strelo
genişliği	širino
genişliği	širina
burda	tukaj
turistik	turistična
turistik	turistični
turistik	turistične
turistik	turist
turistik	turistično
adem	adem
adem	adam
kanser	raku
kanser	rak
kanser	raka
four	four
four	štirje
four	štiri
ayaklanma	vstaja
ayaklanma	upor
ayaklanma	upor
ayaklanma	nemiri
katılmak	pridružitev
katılmak	pridružil
tibet	tibetanski
tibet	tibeta
tibet	tibetu
tibet	tibet
mekke	meka
venezuela	venezuelski
venezuela	venezueli
birincil	primarno
birincil	primarne
birincil	primarna
birincil	primarni
sport	šport
sport	sport
kartaca	kartagini
yetişkin	goji
yetişkin	zrasel
yetişkin	zrastel
yetişkin	odrasel
yetişkin	odrasla
yetişkin	odraslih
yetişkin	odrasel
yetişkin	odrasli
yetişkin	odrasle
yetişkin	odrasli
ağız	ustno
ağız	peroralno
ağız	ustni
ağız	ust
ağız	usta
ağız	gobec
ağız	ust
ağız	usta
meşe	oaks
meşe	hrast
meşe	oak
hükümdar	vladar
hükümdar	suvereno
hükümdar	monarh
hediye	darili
hediye	darila
hediye	darovi
hediye	darila
hediye	prisotna
hediye	prisotni
hediye	prisotno
hediye	sedanjost
hediye	prisoten
hediye	darilo
koşulları	pogoji
koşulları	izrazi
koşulları	pogoji
doğmuş	rojen
doğmuş	rojena
doğmuş	rojene
doğmuş	rojeni
doğmuş	rodil
izleme	sledenje
izleme	spremljanje
sembolü	simbol
aston	aston
tekstil	tekstil
tekstil	tekstilna
tekstil	tekstilnih
tekstil	tekstilni
tekstil	tekstil
tekstil	tekstila
eyüp	zaposlitev
eyüp	job
eyüp	opravilo
eyüp	delo
şiirler	pesmi
şiirler	poezija
şiirler	poezijo
şiirler	poezije
inter	med
jet	jet
sayısız	neštetih
sayısız	nešteto
sayısız	nešteto
raymond	raymond
planlama	razporejanje
planlama	razporejanja
planlama	načrtovanje
cumhuriyetçi	republikanci
cumhuriyetçi	republikanski
cumhuriyetçi	republikanec
prodüksiyon	proizvodnja
prodüksiyon	pridelava
prodüksiyon	produkcija
prodüksiyon	proizvodnjo
prodüksiyon	produkcije
prodüksiyon	produkcija
sean	sean
age	starost
renkleri	barve
renkleri	barv
renkleri	barve
renkleri	barv
oran	mera
oran	stopnja
oran	razmerje
oran	razmerja
oran	oranu
georges	georges
hayali	izmišljeni
hayali	namišljeni
hayali	namišljeno
mesajı	sporočilo
mermer	marmor
oklahoma	oklahoma
öldürür	ubija
hassas	natančnosti
hassas	natančnost
hassas	občutljivo
hassas	občutljive
hassas	občutljivi
hassas	občutljiv
hassas	občutljiva
hassas	občutljivo
hassas	ponudba
frekans	frekvenca
frekans	pogostost
frekans	pogostnost
ken	ken
modelleri	modeli
modelleri	modelov
carter	carter
carter	carterjeva
pan	pan
pan	ponev
bavyera	bavarski
bavyera	bavarska
mayın	mine
mayın	mine
iz	vtisnjeno
ideal	idealni
ideal	idealno
ideal	ideal
ideal	idealna
ideal	idealen
ideal	idealno
girit	kreta
girit	kretsko
kuyruklu	komet
kuzeydoğu	northeastern
kuzeydoğu	severovzhodno
ilçeleri	okrožij
ilçeleri	okrožja
ulaşmak	doseganje
tercüme	prevajanje
tercüme	prevod
bale	balet
bale	bale
versiyon	različica
versiyon	različice
yazık	usmiljenje
yazık	usmiljenja
yazık	škoda
yazık	sram
yazık	sramota
yazık	škoda
yazık	skoda
boğaz	grlo
boğaz	žrelo
boğaz	grlu
boğaz	grla
tüfek	puško
tüfek	puška
tüfek	puške
tüfek	pušk
tüfek	puško
tüfek	puška
jennifer	jennifer
birlikler	enote
birlikler	enot
birlikler	enoti
birlikler	čet
birlikler	čete
toz	prah
toz	praha
toz	prašek
toz	prah
force	sila
force	force
force	silo
derleme	pripravljanje
radyasyon	sevanje
radyasyon	obsevanje
radyasyon	sevanja
sözlüğü	slovar
mesut	mesut
miras	dediščina
miras	nasledstvo
miras	dediščino
miras	dediščina
miras	zapuščine
miras	nasledstvo
miras	zapuščino
miras	zapuščina
miras	dediščina
miras	dediščino
miras	dediščine
tatil	dopust
tatil	praznik
tatil	počitnice
tatil	dopust
tatil	počitnice
tatil	oddih
tatil	prazniki
tatil	praznike
tatil	počitnice
intikam	povračilo
intikam	maščevanje
intikam	maščevanje
intikam	maščevanje
tasarlanmış	zasnovan
tasarlanmış	zasnovana
elle	ročni
elle	ročna
elle	priročnik
elle	ročno
elle	elle
elle	ročno
danny	danny
dk	min
çaba	prizadevanje
çaba	prizadevati
çaba	prizadevanja
çaba	napora
çaba	napor
çaba	trud
çaba	prizadevanje
bruno	bruno
pink	rožnata
pink	pink
pink	rožnate
pink	rožnati
pink	rožnato
pink	roza
polonyalı	poljsko
polonyalı	poljskega
polonyalı	poljski
eklemek	dodajanje
evler	domovi
evler	domovih
evler	domove
evler	hiš
evler	hiške
evler	hiše
hücum	ofenzivo
hücum	žaljivo
büyüme	raste
büyüme	rastoče
büyüme	gojenje
büyüme	rast
büyüme	rasti
yaratıcı	stvarnika
yaratıcı	ustvarjalec
yaratıcı	stvarnik
yaratıcı	stvarnik
yaratıcı	izdelovalec
yaratıcı	ustvarjalna
yaratıcı	ustvarjalno
yaratıcı	ustvarjalni
yaratıcı	kreativno
çavuş	vodnik
çanak	krožnik
çanak	jed
kutup	polarnost
kutup	polarni
kutup	arktični
kutup	pole
kutup	drog
kutup	tečaj
farklılık	raznolikosti
farklılık	raznovrstnost
farklılık	raznolikost
farklılık	razlika
farklılık	razliko
farklılık	razlike
dos	dos
barbara	bárbara
barbara	barbara
ron	rona
ron	ron
zorla	prisiljeni
zorla	prisilil
zorla	prisiljen
zorla	prisiljena
zorla	prisilno
zorla	sila
zorla	force
zorla	silo
sıcaklığı	temperatura
sıcaklığı	temperature
sıcaklığı	temperaturo
sıcaklığı	toplota
sıcaklığı	toplino
hacmi	volumen
hacmi	glasnost
hacmi	prostornina
hacmi	zvezek
hacmi	obseg
tag	označi
tag	oznaka
cruz	cruz
oluşumu	nastanek
oluşumu	formacijo
boyun	vrat
boyun	vratu
andrea	andrea
oblastı	oblast
yazmak	pisanje
çıkışı	izhod
çıkışı	izstop
soy	rob
avustralyalı	avstralec
avustralyalı	avstralski
artistik	umetniška
artistik	umetniško
artistik	umetniški
çıkmaya	zmenki
çıkmaya	zmenke
point	točka
point	point
point	točko
boru	cev
boru	cevi
boru	pipa
boru	cev
form	oblike
form	obrazci
form	obrazca
form	oblika
form	obrazec
form	obliko
başak	device
başak	devica
bitti	končano
bitti	končala
bitti	končana
bitti	storjeno
bitti	končano
bitti	opravljeno
bitti	narejeno
bitti	konec
yemekler	hrano
yemekler	hrana
yemekler	živila
yemekler	živila
yemekler	obroki
yemekler	obrokov
yemekler	posodo
yemekler	posode
yemekler	jedi
yemekler	posoda
körfez	zalivu
körfez	zaliv
körfez	zaliv
körfez	bay
kazı	izkopavanje
kazı	kopati
kazı	kopanje
kazı	kopati
kazı	kopanja
kazı	izkopavanja
durumlar	situacij
durumlar	situacije
durumlar	statusi
atlet	športnik
elverişli	priročno
elverişli	priročna
elverişli	ugodni
elverişli	ugodno
banka	banks
banka	bankam
banka	bankah
banka	bankami
banka	banke
banka	banko
banka	breg
banka	bančna
banka	banka
banka	bank
fazlası	presežna
fazlası	presežek
daima	vedno
daima	zmeraj
studio	atelje
studio	studio
marşı	himna
marşı	himno
biyoloji	biologijo
biyoloji	biologija
lizbon	lizbonska
lizbon	lizboni
lizbon	lizbonske
lizbon	lisbon
tamamlandı	končano
tamamlandı	zaključene
tamamlandı	izpolnjeno
tamamlandı	končana
tamamlandı	zaključena
tamamlandı	končano
tamamlandı	končala
tamamlandı	končana
tamamlandı	popolna
tamamlandı	popolno
çağrı	poziv
çağrı	poklici
çağrı	pokliči
çağrı	klic
çağrı	pokličite
çağrı	kličem
çağrı	klicanje
çağrı	kliče
oynuyor	predvaja
oynuyor	igra
oynuyor	igrajo
oynuyor	predvajanje
oynuyor	igranje
irlandalı	irske
irlandalı	irsko
irlandalı	irski
irlandalı	irci
irlandalı	irec
bağlar	povezave
bağlar	obveznice
bağlar	povezave
bağlar	priključki
bağlar	veže
bağlar	vezi
bağlar	kravate
dinamik	dinamika
dinamik	dinamike
dinamik	dinamiko
dinamik	dinamika
dinamik	dinamična
dinamik	dinamični
dinamik	dinamično
dinamik	dinamičen
şarap	vina
şarap	vina
şarap	vino
uygundur	primerna
uygundur	primerno
uygundur	primerni
uygundur	ustrezna
uygundur	primeren
sevilla	sevilla
hedefi	gol
hedefi	cilj
vektör	vektor
ender	redko
ender	redki
ender	redko
ender	ender
soylu	plemenite
soylu	plemenit
soylu	plemenito
soylu	plemenita
soylu	plemeniti
bilişim	informatike
miguel	miguel
ateşi	vročina
dua	moli
dua	dua
dua	molitev
dua	molitve
dua	moli
dua	molitev
dua	molil
dua	molitev
brüksel	bruselj
cannes	cannesu
berabere	neodločeno
berabere	kravato
berabere	vezani
berabere	zavezal
berabere	izenačeno
berabere	zvezan
berabere	vezano
ortaçağ	srednjeveški
bodrum	klet
bodrum	kleti
bodrum	klet
yazıldı	pisno
yazıldı	napisano
yazıldı	napisana
yazıldı	pisna
yazıldı	zapisano
arizona	arizona
arizona	arizono
mimarisi	arhitektura
mimarisi	arhitekturo
kazananlar	zmagovalcev
kazananlar	zmagovalci
kazananlar	zmagovalce
partiler	pogodbenice
partiler	zabave
partiler	stranke
seksen	osemdeset
kabile	pleme
kabile	plemenski
nacional	nacional
semt	soseski
semt	soseska
semt	sosedska
semt	soseska
semt	okrožje
dayanışma	solidarnost
dayanışma	solidarnosti
kurumları	institucije
kurumları	nosilci
kurumları	ustanove
bush	bush
bush	grmovje
bush	grm
gerçekleştirildi	opravljen
gerçekleştirildi	opravljeni
gerçekleştirildi	opravljene
kahve	kavo
kahve	kava
julius	julius
julius	julij
hamur	testo
gizlice	skrivaj
gizlice	skrivoma
gizlice	skrivno
taç	tiaro
taç	krona
taç	krono
taç	taj
taç	kron
taç	krone
tanım	opredelitev
tanım	definicija
tanım	opis
tanım	poimenovanje
kurul	desko
kurul	krovu
kurul	deska
kurul	tabla
kurul	komite
kurul	odbor
kaba	grobi
kaba	groba
kaba	grobo
kaba	vulgarno
kaba	nesramen
kaba	nesramno
kaba	nesramna
tartışmalı	spornih
tartışmalı	sporni
tartışmalı	sporna
tartışmalı	sporno
tartışmalı	sporne
tartışmalı	sporne
tartışmalı	sporna
tartışmalı	sporno
tartışmalı	sporen
bomba	bombo
bomba	bomba
bomba	bombe
bomba	bomba
endülüs	andaluzijski
endülüs	andaluziji
görünüyor	zgleda
batıya	zahodna
batıya	zahod
batıya	zahodno
adaylığı	kandidaturo
adaylığı	nominacijo
kemik	bones
kemik	kosti
kemik	kosteh
kemik	kosti
kemik	kost
kemik	bone
clark	clark
görme	vizija
görme	vida
görme	vidu
görme	vid
görme	vizijo
yönü	smer
yönü	vidik
orlando	orlando
diyor	pove
diyor	pravi
göçebe	nomad
göçebe	popotnik
göçebe	nomadi
üretici	izdelovalci
üretici	proizvajalci
üretici	proizvajalec
üretici	producent
üretici	proizvajalec
üretici	proizvajalca
üretici	izdelovalec
zagreb	zagreb
köklü	zakoreninjena
yüzbaşı	stotnik
yüzbaşı	kapitan
sex	seks
sex	spol
sex	sex
balıklar	ribe
balıklar	ribice
balıklar	ribi
balıklar	riba
balıklar	ribe
balıklar	ribice
balıklar	ribo
fırsat	priložnost
sparta	spartan
sparta	šparta
iğdır	iğdır
dortmund	dortmund
çevirisi	prevajanje
çevirisi	prevod
direk	neposredni
direk	neposreden
direk	neposredna
direk	neposredne
direk	neposredno
direk	pole
direk	drog
direk	tečaj
direk	jambor
direk	direktno
direk	neposredno
letonya	latvije
letonya	latvijo
letonya	latvija
marco	marco
cleveland	cleveland
kazak	kozak
kazak	pulover
kazak	kozak
gel	pridi
cenevre	ženevi
lucas	lucas
kurtarmak	prihranek
kurtarmak	reševanje
kurtarmak	varčevanje
kurtarmak	shranjevanje
alkol	alkohol
alkol	alkohola
koalisyon	koalicijo
çatı	strešnega
çatı	strehe
çatı	streho
çatı	streha
çatı	strehi
andreas	andreas
başvuru	zahtevek
başvuru	vloga
dinler	religije
dinler	vere
dinler	verovanja
dinler	religij
dinler	posluša
katılımcı	udeleženec
katılımcı	udeleženec
katılımcı	udeleženka
katılımcı	sodelujoči
katılımcı	sodelujoča
katılımcı	sodelujoče
mutfağı	kuhinja
boz	grizli
kategorisi	kategorijo
kategorisi	kategorija
demirci	kovač
demirci	smith
yönlü	vsestranski
boris	boris
ingilizler	britanci
ingilizler	britanski
ingilizler	britanci
ingilizler	britansko
main	glavne
main	main
main	glavni
main	glavno
main	glavna
salvador	salvador
atilla	attila
lazer	laserski
lazer	laser
lazer	lasersko
lazer	laserji
mikhail	mikhail
arnavut	albansko
seçimler	volitve
seçimler	izbire
seçimler	izvolitev
seçimler	volitve
saç	dlake
saç	lasje
saç	lase
saç	frizuro
saç	pričeska
saç	frizura
dost	prijateljski
dost	prijazen
dost	prijateljsko
dost	prijateljska
dost	prijazno
dost	prijazni
dost	prijatelj
dost	prijateljica
dost	prijateljico
şeref	častno
şeref	časti
şeref	čast
şeref	častna
şeref	slava
şeref	slavi
şeref	slavo
şeref	častno
şeref	časti
şeref	čast
stockholm	stockholm
newcastle	newcastle
görevler	naloge
görevler	zaposlitve
görevler	misije
görevler	vloge
görevler	vlog
aslen	prvotno
afyon	opij
afyon	poppy
afyon	mak
afyon	afyon
afyon	opija
afyon	opij
yüksel	vzpon
yüksel	dvig
yüksel	vzpon
yüksel	excelsior
sattı	prodani
sattı	prodano
sattı	prodana
sattı	prodan
silahlar	orožja
silahlar	orožje
silahlar	pištoli
silahlar	pištole
silahlar	topovi
silahlar	puške
silahlar	orožje
silahlar	pištole
silahlar	roke
silahlar	orožje
silahlar	roki
dönüm	obrača
daimi	trajni
daimi	trajen
daimi	trajna
daimi	trajno
daimi	stalna
daimi	trajne
itü	itu
luke	luke
luke	luka
stack	kup
kanuni	zakonito
kanuni	pravna
kanuni	pravno
kanuni	pravne
açılır	odpre
eşittir	enaka
eşittir	enaki
eşittir	enako
reform	reforme
reform	reformacije
reform	reforme
reform	reformo
reform	reforma
cüneyt	junaid
mareşal	marshall
mareşal	maršal
mareşal	maršal
saygılar	spoštovanja
saygılar	spoštovati
saygılar	spoštovanje
saygılar	spoštuj
saygılar	spoštuje
estetik	estetika
estetik	kozmetičnih
estetik	kozmetične
estetik	estetiko
philippe	philippe
afc	afc
iznik	nikejski
mesleki	profesionalno
mesleki	strokovna
mesleki	strokovno
mesleki	poklicna
mesleki	poklicne
mesleki	strokovni
mesleki	poklicna
mesleki	poklicno
mesleki	poklicna
mesleki	poklicno
yakası	ovratnico
yakası	ovratnik
larry	larry
suçlu	kriminalno
suçlu	kazensko
suçlu	kriminalec
suçlu	kazenskih
suçlu	kriv
suçlu	kriva
suçlu	krivec
hapse	ječa
hapse	zapor
görüşler	mnenja
toplantı	nabiranje
toplantı	zbiranje
toplantı	sestanki
toplantı	seje
toplantı	sej
toplantı	zasedanja
toplantı	srečanja
toplantı	seji
toplantı	srečanje
toplantı	sestanek
mantık	sklepanje
mantık	logični
mantık	logičen
mantık	logično
mantık	logika
mantık	logiko
salt	sol
salt	soli
macera	pohod
macera	iskanje
macera	dogodivščine
macera	pustolovščina
macera	pustolovščino
macera	avantura
macera	pustolovščine
macera	dogodivščine
macera	avanture
macera	pustolovščine
kızları	hčera
kızları	hčerki
kızları	hčere
kızları	hčerke
tarif	smeri
tarif	recept
tarif	opis
tarif	poimenovanje
sidney	sidney
sidney	sydney
ölmüş	umrli
ölmüş	preminil
ölmüş	umrl
şartları	izrazi
şartları	pogoji
cumartesi	sobote
cumartesi	soboto
cumartesi	sobota
sözlü	ustno
sözlü	peroralno
sözlü	ustni
sözlü	verbalno
pas	rja
pas	podaj
pas	prelaz
pas	podaja
pas	mimo
evleri	hiš
evleri	hiške
evleri	hiše
dram	drama
dram	drame
dram	dramo
dram	dram
christmas	božič
eli	elija
eli	eli
portland	portland
portland	portlandu
sürgüne	izgon
sürgüne	izgnanstvo
sürgüne	izgnanstvu
kurma	oblikovanje
gelenekleri	tradicije
gelenekleri	tradicijo
adresi	naslov
eki	priključitev
eki	pritrditev
eki	prilogo
fakir	bogi
fakir	ubogi
fakir	revni
fakir	uboga
af	amnestijo
af	amnesty
af	pomilostitev
af	odpuščanja
af	odpuščanje
senfoni	simfonija
diplomat	diplomat
austin	austin
bağlandı	pritrjen
bağlandı	pritrjeno
bağlandı	priloženo
bağlandı	pritrjena
bağlandı	priloženi
bağlandı	povezana
bağlandı	povezani
bağlandı	povezano
bağlandı	povezana
bağlandı	povezano
bağlandı	povezani
özür	opravičila
özür	opravičilo
özür	opravičilo
koruyucu	varuh
koruyucu	skrbnik
koruyucu	zaščitna
koruyucu	zaščitne
koruyucu	zaščitno
koruyucu	branilec
koruyucu	zaščitnik
tema	temo
tema	tema
kuveyt	kuvajt
birmingham	birminghamu
ferdi	ferdi
mert	mert
cinsiyet	spol
silahı	pištola
silahı	pištolo
yahudileri	židje
yahudileri	judje
taht	prestol
gazetecilik	novinarstvo
haberler	novica
haberler	novice
haberler	zgodb
haberler	zgodbice
haberler	zgodbe
nadiren	redkokdaj
nadiren	redko
morgan	morgan
sulu	sulu
sulu	sočen
sulu	sočno
sulu	sočna
çinli	kitajske
çinli	kitajski
çinli	kitajsko
çinli	kitajska
çinli	kitajci
çinli	kitajec
çinli	kitajca
memur	uradnik
memur	častnik
memur	policist
kuyruk	vrsta
kuyruk	rep
kuyruk	tail
şirketler	družbe
şirketler	korporacije
şirketler	podjetja
şirketler	družbe
şirketler	podjetja
şirketler	podjetji
delta	delta
ermeniler	armenci
programlar	programe
programlar	programi
programlar	programov
programlar	programe
programlar	programi
işlevi	funkcija
işlevi	funkcijo
moğolistan	mongolski
moğolistan	mongoliji
seyyid	seyyed
dublin	dublin
georg	georg
füze	rakete
füze	izstrelki
füze	izstrelek
füze	projektil
füze	raketa
belirsiz	dvoumno
belirsiz	nejasno
belirsiz	nejasna
belirsiz	nejasen
belirsiz	negotova
belirsiz	negotov
belirsiz	negotovo
belirsiz	nejasen
beach	plaža
beach	plažo
beach	obala
beach	beach
gazze	gazi
gazze	gaza
sound	zvok
sound	zvoka
arz	oskrba
arz	dobava
rey	rey
sade	preprost
sade	preprosta
sade	enostavno
sade	preprosto
sade	navadna
sade	sade
okur	bere
okur	prebere
okur	bralec
düzenledi	urejena
düzenledi	urejeni
düzenledi	izpuščeni
beraberlik	neodločeno
beraberlik	kravato
full	poln
full	full
full	polno
full	polni
full	polna
bobby	bobi
bobby	bobby
zararlı	škodljivo
zararlı	škodljivega
zararlı	škodljivi
zararlı	škodljiv
zararlı	škodljiva
bon	bon
sargon	sargon
federasyon	federacija
federasyon	federacije
hlist	hlist
özet	izvleček
özet	abstraktni
özet	prebaviti
özet	povzetek
graham	graham
katar	katar
almanlar	nemce
almanlar	nemci
tutum	drža
tutum	obnašanje
tutum	odnos
çalışmış	delovalo
çalışmış	obdelani
çalışmış	delal
stefan	stefan
çapı	premera
çapı	premer
geçerlidir	veljavna
geçerlidir	veljaven
geçerlidir	veljavni
geçerlidir	veljavno
kopenhag	københavnu
tommy	tomi
tommy	tommy
donanım	strojne
donanım	strojna
donanım	opremo
donanım	oprema
sahili	obalo
sahili	obala
icat	izum
icat	izumili
icat	izumil
buenos	buenos
organı	organ
organı	orgle
kurumsal	institucionalna
kurumsal	institucionalni
kurumsal	institucionalno
kurumsal	korporacija
kurumsal	podjetniški
kurumsal	enterprise
kurumsal	podjetništvo
fabrika	tovarna
fabrika	tovarno
sinyal	signali
sinyal	signale
sinyal	signal
roy	roy
mercedes	mercedes
araştırmacı	raziskovalec
araştırmacı	preiskovalec
araştırmacı	raziskovalec
anton	anton
anton	antona
htm	htm
gama	game
gama	gama
cinayet	umor
cinayet	umori
cinayet	umor
fan	foo
fan	ventilator
fan	oboževalec
fan	navijač
fan	oboževalka
farklılıklar	razlik
farklılıklar	razlike
margaret	margaret
mke	mke
düzenlenmiş	urejena
düzenlenmiş	urejen
düzenlenmiş	reguliranih
düzenlenmiş	urejeno
frederick	frederick
yürütme	izvršni
yürütme	izvršilni
etiyopya	etiopiji
etiyopya	etiopski
muhafız	varuh
muhafız	skrbnik
muhafız	stražar
muhafız	straža
muhafız	čuvaj
muhafız	garda
helsinki	helsinkih
reddetti	zavrnjena
reddetti	zavrnjeno
reddetti	zavrnjeni
reddetti	zavrnjen
reddetti	odklonil
reddetti	zavrnjena
reddetti	zavrnjena
reddetti	zavrnjeno
haçlılar	križarji
rachel	rachel
göğüs	prsi
göğüs	skrinja
göğüs	dojke
göğüs	prsi
göğüs	dojk
göğüs	prsi
göğüs	dojke
göğüs	dojk
muzaffer	zmagoslavno
abc	abc
fildişi	slonokoščeni
bayer	bayer
ülker	plejad
denetim	revizija
denetim	revizije
denetim	presoja
denetim	revizijo
denetim	kontrola
denetim	krmiljenje
denetim	nadzor
denetim	obvladovanje
denetim	inšpekcija
denetim	nadzorovanje
denetim	nadzor
rolling	rolling
rolling	valjanje
celtics	kelti
aires	airesu
mesleği	poklic
mesleği	poklic
sürü	roj
sürü	jato
sürü	čreda
sürü	jate
sürü	jata
sürü	čreda
sürü	črede
sürü	krdelo
üreticisi	proizvajalec
üreticisi	proizvajalca
üreticisi	izdelovalec
vadi	dolini
vadi	valley
vadi	dolina
vadi	dolino
vadi	doline
vadi	vale
engelleme	blokiranje
engelleme	blokira
engelleme	blokada
engelleme	blok
engelleme	block
kaldırılması	odstranjevanje
kaldırılması	odstranitev
kaldırılması	odstranjevanje
kaldırılması	odprava
kaldırılması	ukinitev
nicolas	nicolas
papalık	papeški
papalık	papeštvo
vezir	vezir
vezir	kraljico
vezir	queen
vezir	kraljica
sevilen	priljubljene
sevilen	priljubljena
sevilen	priljubljeno
sevilen	priljubljeni
sevilen	priljubljen
sevilen	ljubljena
sevilen	ljubil
sevilen	ljubljeni
sevilen	ljubljena
yönlendirme	preusmeritev
yönlendirme	preusmeri
yönlendirme	napotitev
yönlendirme	usmerjanje
yönlendirme	posredovanje
atlantik	atlantic
atlantik	atlantik
kör	slep
kör	slepe
kör	slepa
kör	slepi
olağan	navadna
olağan	navadni
olağan	običajno
olağan	običajna
çevrili	obkrožen
çevrili	obkrožena
çevrili	obkoljena
rekor	plošča
rekor	rekord
rekor	zapis
yayınlar	objavlja
yayınlar	publikacije
dağıtım	razdelitev
dağıtım	porazdelitev
dağıtım	distribucija
dağıtım	razdeljevanje
dağıtım	razporeditev
danışmanı	svetovalca
danışmanı	svetovalec
danışmanı	svetovalec
danışmanı	svetovalec
silva	silva
sünni	sunitov
yorumları	komentarjev
yorumları	komentarji
yorumları	opombe
yorumları	pripombe
secret	skrivna
secret	skrivnost
secret	skrivno
dizileri	zaporedij
dizileri	zaporedja
hatları	črte
hatları	vrstice
hatları	proge
hatları	vrstic
bitkiler	rastline
bitkiler	rastlin
bitkiler	zelišča
kaplan	tiger
kaplan	kaplan
rönesans	renesančni
yapısal	strukturno
yapısal	strukturni
yapısal	strukturnih
yapısal	strukturne
yapısal	strukturna
platin	platine
konservatuvarı	konservatorij
galaksi	galaktični
galaksi	galaksije
galaksi	galaksij
galaksi	galaksijo
galaksi	galaxy
galaksi	galaksija
benzerlik	afiniteto
benzerlik	podobnost
benzerlik	podobnost
benzerlik	podobnosti
heykeltıraş	kipar
hüsnü	hosnija
kimliği	identiteto
kimliği	identiteta
fantastik	fantastični
fantastik	fantastična
fantastik	fantastičen
fantastik	fantastično
ömür	zivljenje
ömür	life
ömür	življenje
paraguay	paragvaj
mermi	metka
mermi	naboj
mermi	krogla
mermi	krogle
mermi	metki
mermi	naboji
