doyle	doyle
tunnel	tunela
tunnel	tunel
mahajäetud	opustené
mahajäetud	opustenej
mahajäetud	opustený
mahajäetud	opustená
kiired	lúče
bagdadi	bagdade
leib	chleba
leib	chlebík
leib	chlieb
lendavad	lietania
lendavad	lietanie
lendavad	lietajúce
isabel	isabel
edvard	edvard
secret	tajný
secret	secret
secret	tajná
secret	tajomstvo
secret	tajné
laagris	tábora
laagris	camp
laagris	tábor
snake	hada
snake	had
avaldus	prehlásenie
avaldus	výkaz
avaldus	vyhlásenie
avaldus	vyjadrenie
väiksemaks	menšia
väiksemaks	menší
väiksemaks	menšie
väiksemaks	menším
väiksemaks	menšiu
kontor	kancelárie
kontor	kancelárske
kontor	pracovne
kontor	kancelária
kontor	úrad
oskus	zručnosť
oskus	zručnosti
emily	emily
aldo	aldo
väljendus	výraz
väljendus	vyjadrenie
kattis	zakryté
kattis	kryté
kattis	pokryté
kattis	pokrytý
kahur	dela
kahur	delá
kahur	delo
esitus	prezentácia
esitus	prezentáciu
esitus	prezentácie
esitus	vystúpenia
esitus	výkony
esitus	predstavenia
tuletõrje	protipožiarne
paas	nalačno
tervist	zdraví
tervist	zdravotné
tervist	zdravie
tervist	zdravotníctvo
toodang	produkciu
toodang	výroby
toodang	výroba
toodang	produkcia
dante	dante
bordeaux	bordeaux
nuku	bábika
stsenaarium	scenár
õigustada	odôvodniť
õigustada	zdôvodniť
kaar	oblúk
kaar	arch
kaar	oblúk
skp	hdp
autod	cars
autod	áut
autod	automobily
autod	autá
oranž	oranžová
oranž	orange
oranž	oranžový
oranž	pomaranč
oranž	oranžové
ideaalne	perfektný
ideaalne	perfektné
ideaalne	dokonalá
ideaalne	perfektne
ideaalne	perfektná
ideaalne	ideál
ideaalne	ideálne
ideaalne	ideálna
ideaalne	ideálny
ani	ani
serv	hrane
serv	okraja
serv	okraj
serv	hrany
muster	vzor
castle	castle
castle	zámok
castle	hrad
castle	hradu
identiteet	totožnosť
identiteet	identitu
identiteet	identity
identiteet	identita
zhang	zhang
geoffrey	geoffrey
zhou	čou
rõivas	odev
par	par
ainulaadne	jedinečný
ainulaadne	unikátne
ainulaadne	jedinečné
ainulaadne	jedinečná
ainulaadne	unikátny
algataja	pôvodcu
algataja	pôvodca
algataja	iniciátor
sissetung	invázia
sissetung	inváziu
sissetung	zasahovanie
sissetung	vniknutie
avastamise	odhaľovanie
avastamise	odhalenie
avastamise	zistenie
avastamise	detekcie
avastamise	detekcia
avastamise	zisťovanie
altari	oltár
altari	oltári
magneesiumi	horečnatý
magneesiumi	horčík
magneesiumi	horčíka
mona	mona
grey	šedá
grey	sivý
grey	grey
grey	šedé
grey	sivá
grey	sivé
teresa	teresa
teresa	tereza
luca	luca
oskused	zručností
oskused	zručnosti
oskused	zručnosť
oskused	zručnosti
solomon	solomon
intervall	interval
oklahoma	oklahoma
leopard	leopard
osaka	osaka
rikkumise	porušenie
rikkumise	porušenia
kusagil	niekde
kusagil	kdesi
kusagil	niekam
vastused	odpovede
vastused	odpovedí
vastused	odozvy
vastused	reakcie
vastused	odpovede
vastused	odpovedí
vastused	odpovede
tundeid	pocity
tundeid	city
tundeid	citov
hannah	hannah
hannah	hana
trotski	trockij
esitamine	predloženie
esitamine	predkladanie
esitamine	podanie
põhjavee	podzemných
järjekord	front
järjekord	frontu
järjekord	objednať
järjekord	poradie
järjekord	objednávka
järjekord	poriadok
franklini	franklin
karistus	trest
karistus	pokuta
karistus	sankcia
karistus	treste
karistus	trest
karistus	potrestanie
karistus	trestom
montgomery	montgomery
eripära	špecifiká
kuulnud	počula
kuulnud	počuli
kuulnud	počul
aspekt	aspekt
aspekt	hľadisko
benedict	benedict
filter	filter
filter	filtrovať
lindi	pásku
lindi	páska
lindi	pásky
terje	terje
milton	milton
vinci	vinci
pol	pol
pan	pana
pan	pan
reguleeritud	regulované
reguleeritud	regulovaná
reguleeritud	regulovaný
lendu	letu
lendu	let
lendu	letom
lendu	letová
augsburgi	augsburg
stephan	stephan
abstraktne	abstraktné
plaanitud	plánované
plaanitud	plánuje
plaanitud	plánovaný
plaanitud	naplánovaná
plaanitud	plánovaná
valle	valle
puudused	nedostatky
puudused	nedostatkov
puudused	nedostatky
puudused	nedostatkov
puudused	slabiny
puudused	slabosti
puudused	nedostatky
todd	todd
olympic	olympijské
olympic	olympic
wilde	wilde
leiba	chleba
leiba	chlebík
leiba	chlieb
kontserdid	koncertov
kontserdid	koncerty
newcastle	newcastle
õpetlane	učenec
volinik	komisár
pioneer	pionier
ravenna	ravenna
tapab	zabije
tapab	zabíja
arendus	rozvoj
arendus	vývoj
raskused	ťažkosti
raskused	ťažkostiach
raskused	náročnosť
raskused	ťažkosti
raskused	ťažkostí
sotsialismi	socializmus
grupid	skupinách
grupid	skupín
grupid	skupiny
nael	nechty
nael	klince
nael	klinec
nürnbergi	norimbergu
eraldunud	oddelený
eraldunud	oddeliť
eraldunud	oddelená
veerand	štvrťrok
veerand	štvrtina
püssi	pušku
püssi	puška
irl	irl
konstrueeritud	skonštruované
konstrueeritud	konštruované
mix	mix
mix	zmes
mix	miešať
mix	zmiešať
vari	tieň
vari	tieňom
vari	tieňa
derek	derek
vesinik	vodík
vesinik	vodíka
vesinik	vodíkový
usd	usd
reed	reed
motiiv	motív
motiiv	motív
motiiv	motív
motiiv	funkcia
motiiv	vlastnosť
motiiv	prvok
usbeki	uzbecké
björn	bjorn
björn	björn
veebisait	web
veebisait	webe
adobe	adobe
positiivselt	kladne
oswald	oswald
galileo	galileo
värskelt	čerstvo
liigne	nadmerný
liigne	nadmerná
liigne	nadmerné
liigne	nadmerného
kuuli	strela
kuuli	guľku
kuuli	guľky
kuuli	náboj
kuuli	guľka
evelyn	evelyn
serblased	srbov
serblased	srbi
nahka	koža
nahka	pleť
nahka	kožu
nahka	kože
nahka	skin
hõim	kmeňa
hõim	kmeň
haydn	haydn
tiiger	tiger
tiiger	tigra
rostovi	rostov
sood	močiaroch
bahreini	bahrajne
vega	vega
küljed	stranách
winkler	winkler
nõude	nárokovať
nõude	tvrdenie
nõude	nárok
nõude	pohľadávka
võimed	schopnosťami
võimed	schopností
võimed	schopnosti
võimed	právomoci
vastukaaluks	vyváženie
küllastunud	nasýtených
ever	ever
raoul	raoul
kile	filmom
kile	filmová
kile	film
mägismaa	vysočina
cohen	cohen
oodatud	očakávaný
oodatud	očakávaná
oodatud	predpokladaný
oodatud	očakávané
oodatud	očakáva
kartis	bál
kartis	obávaný
marilyn	marilyn
osake	častíc
osake	častice
sara	sara
sara	sára
sara	saru
zeus	zeus
energeetika	energia
energeetika	energy
energeetika	energiu
energeetika	energie
energeetika	energetika
act	čin
act	akt
act	act
act	konať
häda	beda
häda	kalamita
parandab	zlepšuje
chang	chang
horst	horst
walt	walt
harmoonia	harmónii
suhtumist	prístupy
suhtumist	postoje
suhtumist	postojov
mahler	mahler
muld	pôdu
muld	pôda
muld	pôdy
muld	špiny
muld	špina
muld	hlina
muld	pôda
muld	pôdy
pinged	napätie
pinged	napätia
kontroller	regulátor
kontroller	ovládač
bock	bock
arve	billa
arve	bill
arve	faktúry
arve	faktúra
tõstetud	zvýšený
tõstetud	vychovala
tõstetud	vznesené
tõstetud	vychovaný
austin	austin
klassid	triedy
laser	laser
laser	laserom
laser	laserové
varese	varese
jessica	jessica
romaane	romány
hardcore	hardcore
informaatika	informatiky
informaatika	computing
laienemine	zväčšenie
laienemine	rozšírenie
laienemine	rozširovanie
laienemine	rozšírenia
laienemine	rozšírenie
laienemine	rozširovanie
marguerite	marguerite
delegatsioon	delegácia
col	col
molotovi	molotov
õiglus	spravodlivosť
õiglus	justice
õiglus	spravodlivosti
õiglus	spravodlivosť
õiglus	spravodlivosti
deutschland	deutschland
kolooniad	kolónie
ülalt	horný
ülalt	top
ülalt	horná
ülalt	vrchol
ülalt	vrch
formaat	formáte
formaat	formátu
formaat	formát
berger	berger
hannover	hannover
vöönd	zóna
pühitsetud	posvätená
hetk	okamih
hetk	moment
hetk	chvíľka
hetk	chvíľa
telefon	telefón
telefon	mobil
telefon	telefon
telefon	telefón
telefon	telefon
telefon	telefónne
carol	carol
arktika	arktídy
arktika	arktíde
locke	locke
spektri	spektrum
soomlased	fíni
mag	mag
minevik	minulých
minevik	minulosť
minevik	minulosťou
minevik	minulé
minevik	minulosti
luksemburg	luxembursko
gerard	gerard
teadvus	vedomie
lasku	zostúpiť
aadel	vznešenosť
faktor	činiteľ
faktor	faktor
tähtkuju	súhvezdie
tegur	činiteľ
tegur	faktor
lepingud	zákazky
lepingud	kontrakty
lepingud	zákaziek
lepingud	zmluvy
lepingud	zmluvy
lepingud	dohodách
lepingud	dohôd
lepingud	dohody
curie	curie
veterinaaria	veterinárna
veterinaaria	veterinárny
veterinaaria	veterinárnych
veterinaaria	veterinárne
veterinaaria	veterinárneho
räägi	povedať
räägi	povedzte
räägi	povedz
räägi	hovoriť
räägi	porozprávať
räägi	hovor
räägi	talk
räägi	hovoriť
räägi	hovor
valima	vybrať
valima	zvoľte
valima	vyberte
valima	vybrať
valima	zvoľte
valima	výber
üleriigilise	celoštátne
oksad	pobočky
oksad	vetvy
oksad	pobočiek
portreed	portréty
lahkumine	odlet
lahkumine	odklon
lahkumine	odchodu
lahkumine	odchod
lahkumine	odchádzajú
lahkumine	odchádza
lahkumine	odchod
eelistatud	prednostne
eelistatud	uprednostňujú
eelistatud	radšej
eelistatud	uprednostňuje
demo	demo
efektiivsus	efektívnosť
efektiivsus	účinnosť
efektiivsus	efektivita
efektiivsus	efektívnosť
efektiivsus	účinnosť
efektiivsus	účinnosť
ülesehitus	rekonštrukcia
ülesehitus	rekonštrukcie
ülesehitus	štruktúru
ülesehitus	konštrukcia
ülesehitus	štruktúra
norbert	norbert
esperanto	esperanto
roth	roth
resolutsiooni	rozlíšenie
resolutsiooni	rezolúcia
resolutsiooni	uznesenie
resolutsiooni	uznesenia
tuuri	výlety
reformid	reforiem
reformid	reformy
laskemoona	munícia
laskemoona	muníciu
laskemoona	strelivo
laskemoona	munície
laskemoona	munícia
väljund	výstup
väljund	produkcia
väljund	výstupný
clara	clara
clara	klára
ligipääs	pristup
ligipääs	prístup
psühholoogiline	psychologický
psühholoogiline	psychické
psühholoogiline	psychologické
ekvatoriaal	rovníkovej
tsivilisatsiooni	civilizácia
tsivilisatsiooni	civilizácie
tsivilisatsiooni	civilizáciu
tsivilisatsiooni	civilizácia
tsivilisatsiooni	civilizáciu
saun	sauna
presidendid	predsedovia
presidendid	predsedov
presidendid	prezidentov
komponendi	komponentu
komponendi	zložka
komponendi	komponent
komponendi	súčasť
kirjutised	písomnosti
kirjutised	spisy
asendus	náhradné
asendus	nahradenie
asendus	výmena
asendus	nahradenia
asendus	náhrada
asendus	nahradiť
asendus	nahradenie
davidson	davidson
maksud	odvodov
maksud	odvody
maksud	dane
maksud	daní
elmo	elmo
päikest	sun
päikest	slnko
päikest	slnka
päikest	slniečko
päikest	slniečka
võidetud	vyhrali
võidetud	vyhrala
võidetud	zvíťazil
võidetud	won
võidetud	vyhral
võidetud	porazil
võidetud	porazený
võidetud	porazili
laua	stôl
laua	tabuľke
laua	tabuľka
illustraator	ilustrátor
harta	listina
harta	charty
harta	charta
ursula	uršula
nõudmised	žiada
nõudmised	žiadostí
nõudmised	požiadavky
nõudmised	žiadosti
nõudmised	požiadavky
kriteeriumid	kritéria
kriteeriumid	kritériá
allkiri	podpis
allkiri	podpisom
maas	down
maas	nadol
maas	dolu
maas	dole
ten	desiatej
ten	desať
otsustav	rozhodujúci
otsustav	rozhodný
otsustav	rozhodujúce
otsustav	rozhodné
otsustav	rozhodujúca
palub	žiada
palub	pýta
mainis	spomenul
mainis	spomínali
mainis	spomenula
mainis	spomenuli
mainis	spomenuté
meteoroloogia	meteorológia
stepan	štefan
stepan	stepan
demokraadid	demokratov
demokraadid	demokrati
näljahäda	hladomor
näljahäda	hlad
motiivid	motívy
motiivid	motívy
vastuvõetud	akceptované
vastuvõetud	prijatý
vastuvõetud	prijali
vastuvõetud	prijaté
vastuvõetud	prijatá
vastuvõetud	prijatý
vastuvõetud	prijaté
vastuvõetud	prijatá
xxiii	xxiii
baleriin	balerína
ipod	ipod
krooniline	chronickú
krooniline	chronickej
krooniline	chronická
krooniline	chronickou
krooniline	chronické
edwards	edwards
kraater	kráter
leibkonna	domácnosť
leibkonna	domácnosti
kauge	vzdialené
kauge	vzdialený
kauge	vzdialená
istus	sadol
istus	sedeli
istus	sedel
istus	sat
tapmist	masaker
tapmist	zabitie
tapmist	zabíjanie
tapmist	porážka
claudio	claudio
coli	coli
ajakirjad	denníky
ajakirjad	časopisy
ajakirjad	časopisy
ajakirjad	časopisov
turner	turner
nähtamatu	neviditeľné
nähtamatu	neviditeľná
nähtamatu	neviditeľný
nähtamatu	nepozorovane
nähtamatu	neviditeľné
nähtamatu	neviditeľný
haamer	kladivom
haamer	hammer
haamer	kladivo
jätkati	pokračoval
jätkati	pokračovanie
jätkati	pokračovala
jätkati	pokračovalo
luxembourg	luxembursko
piip	fajka
piip	potrubie
piip	rúra
clément	clément
vastuolud	nezrovnalosti
tõstmine	zvyšovanie
tõstmine	zdvíhacie
tõstmine	zdvíhanie
connor	connor
kilogrammi	kilogramov
kilogrammi	kilogramoch
kilogrammi	kilogram
baer	baer
sas	sas
raamatukogude	knižnice
kümnes	desiaty
kümnes	desiate
kümnes	desiateho
jahu	múka
jahu	múku
jahu	múka
jahu	jedlo
jahu	múčka
täiustatud	zlepšiť
täiustatud	vylepšené
täiustatud	zlepšenie
täiustatud	zlepšila
täiustatud	zlepšené
täiustatud	pokročilý
täiustatud	pokročilé
täiustatud	rozšírené
blu	blu
zeusi	zeus
ajad	krát
ajad	časy
ajad	times
marine	mariňák
marine	morské
marine	morských
marine	námorník
marine	marine
marine	morský
volõõnia	volyne
agentuur	agentúra
agentuur	agentúry
entomoloog	entomológ
kuulis	počula
kuulis	počuli
kuulis	počul
rocca	rocca
mesopotaamia	mezopotámii
tuuleveski	mlyn
karabahhi	karabachu
prima	prima
peegeldab	odzrkadľuje
peegeldab	odráža
natura	natura
blackberry	blackberry
uskumused	viery
uskumused	presvedčenie
uskumused	presvedčenia
nõid	čarodejnice
nõid	čarodejnica
nõid	bosorka
maandus	vyložené
maandus	pristál
maandus	vyložiť
maandus	pristáli
sõltuvust	závislosť
sõltuvust	závislosti
sõltuvust	závislosť
steel	steel
steel	oceľové
steel	ocele
steel	oceľový
steel	oceľ
isabella	isabella
mozilla	mozilla
saavutab	dosahuje
saavutab	dosiahne
saavutab	dosahujú
teatab	oznamuje
teatab	vyhlasuje
olivier	olivier
eurooplaste	európanom
eurooplaste	európanov
eurooplaste	európania
alexis	alexis
kohtunud	stretla
kohtunud	met
kohtunud	stretol
kohtunud	splnené
mürk	jedom
mürk	jed
mürk	jedu
mürk	jedom
mürk	otráviť
mürk	jedu
mürk	jed
emilie	emilie
igavesti	navždy
igavesti	forever
igavesti	naveky
heidi	heidi
unustatud	zabudol
unustatud	zabudli
unustatud	zabudla
unustatud	zabudnuté
reform	reformovať
reform	reforma
tseremoonia	obrad
tseremoonia	slávnosť
tõlk	prekladateľ
tõlk	tlmočník
registrisse	registrovať
registrisse	register
registrisse	zaregistrovať
registrisse	registrácia
raadius	okruh
raadius	polomer
iowa	iowa
kasvajate	nádory
kasvajate	nádorov
antonius	antonius
jesse	jesse
walther	walther
murdis	rozbila
murdis	zlomil
murdis	zlomilo
muudatus	zmena
muudatus	zmeniť
nõrgad	slabý
nõrgad	slabá
nõrgad	slabé
nõrgad	slabí
einstein	einstein
ice	lad
ice	ľadový
ice	ľadu
ice	ľad
ice	ľadové
kann	džbán
santi	santi
juur	koreň
tundlik	citlivé
tundlik	citlivo
tundlik	citlivosť
tundlik	citlivá
tundlik	citlivý
diplomaatia	diplomacia
diplomaatia	diplomacie
elupaikade	biotopov
elupaikade	biotopy
elupaikade	biotopu
elupaikade	biotopov
elupaikade	biotopy
väärib	zaslúži
tõhus	efektívny
tõhus	efektívne
tõhus	efektívna
tõhus	účinné
tõhus	účinne
tõhus	efektívne
tõhus	efektívna
tõhus	účinný
kalduvus	tendencia
kalduvus	tendencie
kalduvus	tendenciu
hingamisteede	dýchania
hingamisteede	dýchacie
hingamisteede	dýchanie
täiendav	dodatočné
täiendav	doplňujúce
täiendav	ďalšie
täiendav	doplnkové
täiendav	doplnkový
täiendav	doplnková
täiendav	doplňujúce
täiendav	doplnkové
täiendav	doplňujúca
täiendav	doplnkový
täiendav	doplnková
täiendav	doplňujúce
täiendav	doplnkové
värvitud	namaľoval
värvitud	maľba
värvitud	maľoval
ertshertsog	arcivojvoda
janne	janne
tööriist	nástroja
tööriist	nástroj
tööriist	náradie
rikutud	poškodený
rikutud	poškodená
rikutud	poškodené
rikutud	zničil
rikutud	zničená
rikutud	pokazil
rikutud	porušené
rikutud	porušili
kohustuse	odhodlanie
kohustuse	záväzok
kohustuse	angažovanosť
protesti	protest
protesti	protestovať
hüppas	skočila
hüppas	skočil
hüppas	vyskočil
hüppas	skočili
tonga	tonga
edit	upraviť
gaboni	gabon
reageerivad	reagovať
reageerivad	zareaguje
vaenlased	nepriateľov
vaenlased	nepriateľom
vaenlased	nepriatelia
khan	khan
terra	terra
doc	doc
eeldus	domnienka
eeldus	predpoklad
eeldus	predpoklad
mitmekordne	viacnásobné
mitmekordne	viacero
mitmekordne	viaceré
mitmekordne	násobok
mitmekordne	viacerých
haute	haute
kandidaadid	záujemcovia
kandidaadid	kandidáti
kandidaadid	kandidátov
kandidaadid	kandidátske
kandidaadid	uchádzači
dom	dome
dom	dom
girls	dievčatá
césar	cézar
césar	cesar
césar	césar
teras	steel
teras	oceľové
teras	ocele
teras	oceľový
teras	oceľ
benedetto	benedetto
nool	šíp
nool	šípka
nool	arrow
veronika	veronika
tasand	level
tasand	úrovne
tasand	úroveň
tasand	hladina
tasand	úrovni
eeskiri	predpis
eeskiri	regulácia
eeskiri	nariadenia
eeskiri	regulácie
eeskiri	nariadenie
eeskiri	vládnuť
eeskiri	pravidla
eeskiri	pravidlo
allveelaeva	ponorku
allveelaeva	ponorka
detailid	podrobnosti
detailid	detaily
unikaalne	jedinečný
unikaalne	unikátne
unikaalne	jedinečné
unikaalne	jedinečná
unikaalne	unikátny
švaabimaa	švábsko
kasvatatud	pestované
kasvatatud	zvýšený
kasvatatud	vychovala
kasvatatud	vznesené
kasvatatud	vychovaný
kasvatatud	chované
bluetooth	bluetooth
järsk	strmé
pomm	bomby
pomm	bomba
automaatne	auto
automaatne	automatický
automaatne	automatická
automaatne	automatické
automaatne	automaticky
automaatne	automatický
automaatne	automatická
automaatne	automatické
automaatne	automaticky
tagama	zaistiť
tagama	zaistenie
tagama	zabezpečiť
vaene	chudobných
vaene	chudák
vaene	chudobní
pseudonüüm	pseudonym
loomaarst	veterinár
loomaarst	vet
loomaarst	veterinár
pidamine	udržiavanie
parandamine	zlepšenie
parandamine	zlepšovanie
parandamine	zlepšuje
parandamine	opravy
parandamine	oprava
parandamine	opraviť
parandamine	opravu
parandamine	oprava
parandamine	opravný
parandamine	korekcia
parandamine	náprava
parandamine	oprava
parandamine	náprava
parandamine	opravu
parandamine	zlepšenie
parandamine	zlepšovanie
parandamine	zlepšenia
eile	včera
eile	vcera
popper	popper
hella	hella
volta	volta
polüneesia	polynézia
tagumine	zadné
tagumine	zadná
tagumine	zadný
rikkumine	porušenie
rikkumine	porušenia
rikkumine	porušenie
rikkumine	priestupok
rikkumine	porušovanie
enrique	enrique
tamara	tamara
rob	rob
basel	bazilej
basel	bazilej
lamp	svietidlo
lamp	žiarovka
lamp	lampa
võistleja	súťažiaci
betty	betty
kullast	zlato
kullast	zlate
kullast	zlatá
kullast	gold
kullast	zlata
ellis	ellis
institutsioon	inštitúciu
institutsioon	inštitúcia
lint	pásku
lint	páska
lint	pásky
sissepääs	vchod
sissepääs	vstup
sissepääs	nástup
sõrmuse	prsteň
sõrmuse	krúžok
sõrmuse	ring
sõrmuse	ringu
pilvede	oblaky
pilvede	oblakov
pilvede	oblakoch
pilvede	mraky
hurda	chrt
vilistlased	absolventov
vilistlased	absolventi
philips	philips
preestrid	kňazi
preestrid	kňazov
jälgimine	sledovanie
jälgimine	sledovanie
jälgimine	monitoring
jälgimine	monitorovania
jälgimine	monitorovať
jälgimine	monitorovanie
väärtuslik	cenný
väärtuslik	cenná
väärtuslik	cenné
väärtuslik	hodnotné
ebaselge	nejasná
ebaselge	nejasný
ebaselge	nejasné
teaduslikud	vedecký
teaduslikud	vedecká
teaduslikud	vedecké
aruba	aruba
argumendi	argument
argumendi	argumentácia
konkurents	súťaže
konkurents	sutaz
konkurents	konkurencia
konkurents	súťaž
kurjategija	zločinec
kurjategija	trestných
kurjategija	trestné
kurjategija	zločinec
kurjategija	trestná
kurjategija	páchateľovi
kurjategija	páchateľ
teemant	diamond
teemant	diamant
laava	láva
kaitsjad	obhajcov
kaitsjad	chrániče
kaitsjad	strážcovia
argumendid	tvrdenia
argumendid	argumentov
argumendid	argumentácia
argumendid	argumenty
asjaolud	okolnosti
asjaolud	okolnosť
asjaolud	okolnosti
regioonide	vr
nordisk	nordisk
türklased	turci
vask	meď
vask	medi
theodore	theodore
alpes	alpes
unistus	sen
unistus	snívať
unistus	dream
unistus	sna
järeldus	záver
kvartalis	štvrťročné
kvartalis	štvrťrok
kvartalis	štvrťročne
konsultant	konzultant
konsultant	poradcu
konsultant	poradca
konstruktsioon	konštrukcia
konstruktsioon	výstavba
konstruktsioon	stavba
konstruktsioon	stavebníctvo
inglased	angličanov
ilona	ilona
vaikselt	potichu
vaikselt	potichu
tõrjuda	odpudzujú
soovitab	odporúča
soovitab	navrhuje
soovitab	naznačuje
platoo	rovnovážnej
platoo	plošina
córdoba	córdobe
malmö	malmö
chuck	chuck
chuck	chucka
lambert	lambert
silvio	silvio
dialoogi	dialóg
dialoogi	dialógy
dialoogi	dialógu
dialoogi	dialóg
fine	fajn
süüdistuse	obžaloba
süüdistuse	stíhanie
süüdistuse	stíhania
süüdistuse	žaloba
vaz	vaz
kristian	kristian
ramón	ramón
seinad	múry
seinad	steny
seinad	stien
uss	červa
uss	červ
ümmargune	okrúhle
ümmargune	kolo
ümmargune	okrúhly
ümmargune	kola
next	nasledujúci
next	ďalší
next	ďalšie
next	ďalšia
next	budúci
next	ďalej
ravida	liečiť
ravida	vyliečiť
ravida	uzdravenie
katki	pokazená
katki	zlomený
katki	zlomená
katki	zlomené
taktika	taktiku
taktika	taktiky
taktika	taktika
taktika	taktika
õigusega	oprávnene
takistuse	prekážku
takistuse	prekážka
skandaali	škandálu
skandaali	škandál
amadeus	amadeus
teenus	obsluha
teenus	služba
teenus	servis
teenus	doručovanie
teenus	služby
vedel	kvapalný
vedel	kvapalina
vedel	tekutina
vedel	kvapalné
vedel	tekuté
partner	partner
partner	partnera
partner	partnerské
partner	partnerka
partner	spoločník
partner	pridružený
partner	spoločník
alalise	natrvalo
alalise	trvalý
alalise	trvalá
alalise	trvalé
alalise	trvalého
namiibia	namíbia
lõhn	vôňa
lõhn	zápach
lõhn	vôňou
lõhn	čuch
lõhn	vôňa
lõhn	zápach
lõhn	vôňa
zeit	zeit
seadusandlik	legislatívna
seadusandlik	legislatívne
seadusandlik	zákonodarca
pruunid	brown
pruunid	hnedé
pruunid	hnedý
pruunid	hnedá
etnoloog	etnológ
allutatud	podriadený
allutatud	podriadené
allutatud	podriadený
allutatud	podriadené
cia	cia
cia	cia
saarlased	islanders
algebra	algebru
vastastikune	vzájomný
vastastikune	vzájomná
vastastikune	vzájomné
armand	armand
bakuu	baku
läbiviidud	vykonávané
läbiviidud	vykonaná
tag	označiť
tag	štítok
tag	tag
tag	značka
ostsid	kúpila
ostsid	zakúpené
ostsid	kúpené
ostsid	kúpil
vabanenud	prepustená
vabanenud	uvoľnená
vabanenud	uvoľnené
vabanenud	prepustený
nupp	tlačidlo
annie	annie
kotzebue	kotzebue
sisend	vstupné
sisend	vstup
tadžikistani	tadžikistan
hillary	hillary
harvard	harvard
dong	dong
luige	labuť
areneda	rozvíjať
areneda	vyvinúť
areneda	vyvíjať
istanbuli	istanbule
kalevala	kalevala
kübar	klobúk
kübar	čiapku
kübar	čiapka
peatub	zastávky
peatub	prestane
peatub	zastaví
lao	lao
plaane	plánuje
plaane	plánov
plaane	plány
libeeria	libérii
lõigu	segmentu
lõigu	segment
lõigu	úsek
monarh	monarcha
palka	najať
palka	prenájom
palka	zamestnať
puutumata	nedotknuté
puutumata	nedotknutá
luna	luna
ehitaja	staviteľ
heidelbergi	heidelbergu
hollywoodi	hollywood
hollywoodi	hollywoode
hollywoodi	hollywoodu
lilla	fialová
lilla	fialové
publik	diváci
publik	publikum
publik	obecenstvo
publik	dav
publik	zástup
publik	davu
kaovad	zmiznú
kaovad	zmizne
kaovad	zmiznúť
laupäeval	sobotu
laupäeval	sobota
lahendamine	rozlíšenie
lahendamine	rezolúcia
lahendamine	uznesenie
lahendamine	uznesenia
fin	fin
fin	plutvy
ehitab	stavia
ehitab	zostavenia
ehitab	buduje
kaevatud	vykopal
acer	acer
lööb	zasiahne
lööb	hity
lööb	úderov
lööb	bije
vastavusse	zosúladiť
tugevdada	posilnenie
tugevdada	posilňovanie
tugevdada	posilniť
tugevdada	posilňovať
tugevdada	posilniť
algoritm	algoritmus
algoritm	algoritmu
populatsioon	populácia
populatsioon	obyvateľstva
populatsioon	obyvateľstvo
populatsioon	populácie
populatsioon	populáciu
alias	alias
alias	prezývka
identne	zhodné
identne	identické
vähim	najmenej
hero	hrdinom
hero	hrdinu
hero	hrdina
grupis	skupinu
grupis	group
grupis	skupiny
grupis	skupina
indutseeritud	vyvolané
indutseeritud	vyvolaná
indutseeritud	vyvolanej
baikali	bajkal
kepler	kepler
mõrv	zabitie
mõrv	vrážd
mõrv	vraždy
mõrv	vražda
mõrv	vraždiť
mõrv	vraždenie
mõrv	zavraždiť
mõrv	vražda
mõrv	vraždy
mõrv	vraždu
ahvenamaa	åland
filtri	filter
filtri	filtrovať
esivanemad	predkov
esivanemad	predkovia
vahendatud	sprostredkoval
armas	krásny
armas	krásne
veenis	presvedčil
veenis	presvedčila
pass	pas
pass	pasy
õuna	jablko
õuna	jablkový
õuna	apple
château	château
château	zámok
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	oblaky
pilved	oblakov
pilved	oblakoch
pilved	mraky
pilved	oblak
pilved	mrak
pilved	cloud
mer	mer
lipnik	ensign
padova	padua
franki	frank
tähendusi	významy
osaleja	účastník
osaleja	účastníka
õlu	piva
õlu	pivo
õlu	pivko
paratamatu	nevyhnutný
paratamatu	nevyhnutná
paratamatu	nevyhnutné
reklaam	publicitu
reklaam	propagácia
reklaam	komerčné
reklaam	obchodný
reklaam	obchodná
reklaam	komerčný
reklaam	obchodné
reklaam	reklamný
reklaam	reklamné
reklaam	reklamy
reklaam	reklama
selma	selmy
adelaide	adelaide
romana	romana
kogemused	zážitky
kogemused	skúsenosti
kogemused	skúsenosť
kogemused	prax
kogemused	skúsenosti
kogemused	zažiť
kogemused	zážitok
tagurpidi	opačne
tagurpidi	odzadu
tagurpidi	dozadu
tagurpidi	reverznej
tagurpidi	spätný
ümar	zaokrúhlená
ümar	zaokrúhlené
ümar	okrúhle
ümar	kolo
ümar	okrúhly
ümar	kola
genfis	ženeve
kuulas	počúval
kuulas	počúvala
kuulas	vypočuté
kuulas	počúvali
vaatluse	postreh
vaatluse	pozorovanie
vaatluse	pozorovania
aspekti	aspekt
aspekti	hľadisko
sünagoog	synagóge
paigal	zmrazenie
paigal	zmraziť
kolmnurk	trojuholník
lõksu	pasce
lõksu	uväzniť
lõksu	pasca
regulaarne	pravidelné
regulaarne	pravidelná
regulaarne	pravidelne
regulaarne	pravidelný
