打架	kovoti
豐收	derliaus
敬畏	nustebinti
秤	skalės
燒死	dega
香氣	kvepalų
香氣	aromato
香氣	aromatas
菲菲	fifi
班禪	panchen
白菜	kopūstai
白菜	kopūstų
名望	fame
沮喪	nusivylimas
沮喪	nusivylimą
聽力	klausos
聽力	klausymas
寄生蟲	parazitų
碳水化合物	angliavandenių
掘金	nuggets
撕	ašara
銫	cezis
銫	cezio
仲夏	joninių
易燃	degios
易燃	degiųjų
易燃	degios
易燃	degiosios
出貨	laivybos
出貨	laivyba
出貨	shipping
帥哥	gražuolis
帥哥	gražus
帆布	drobė
鬍鬚	ūsus
鬍鬚	ūsai
鬍鬚	barzda
麂	muntjakas
耶魯	yale
失調	sutrikimas
尾椎	uodegikaulis
木工	carpenter
木工	dailidžių
收成	derliaus
庫存	aprašas
庫存	aprašo
庫存	aprašai
庫存	atsargų
烏龜	vėžlys
烏龜	vėžliai
氚	tričio
零食	užkandis
零食	užkandžių
電工	elektriko
擠壓	išspausti
利多	lido
體溫	temperatūrą
體溫	temperatūra
駝背	kuprius
浴場	vonios
皺	raukšlėtasis
鈹	berilio
經度	ilguma
經度	ilgumos
希爾頓	hilton
期望值	lūkesčius
舞動	šoka
舞動	šokiai
舞動	šokis
舞動	šokti
研磨	frezavimo
投標	pasiūlymai
投標	konkursai
投標	pasiūlymai
投標	konkursas
鴿子	karvelis
溶解度	tirpumas
拉伸	siekiu
泳裝	maudymosi
圖騰	totemas
鮭魚	lašišos
鮭魚	lašiša
傳單	lapelius
驢	asilas
鄧肯	duncan
投保	apdrausti
投保	apdraustas
禮品	dovana
噸位	tonažas
迷霧	rūko
嘿	ei
嘿	labas
嘿	sveikas
乙炔	acetileno
減肥	dieta
減肥	dietos
減肥	mityba
減肥	mitybos
麵條	makaronų
糞便	mėšlas
糞便	mėšlo
格式化	formatavimo
象徵性	simbolinę
象徵性	simboliškai
流產	abortą
毅力	ištvermės
鏡片	lęšiai
鏡片	lęšiai
布爾什維克	bolševikų
各縣	apskritys
戲劇性	dramatiška
錠	luitai
錠	liejiniai
精准	tikslumas
打包	pakavimo
電量	baterija
電量	akumuliatorius
電量	baterijos
配額	kvotos
配額	kvotas
配額	kvota
配額	kvotos
拖車	priekabos
拖車	priekabos
拖車	priekabų
拖車	priekaba
大壩	dam
教書	mokymo
教書	mokymas
冷藏	šaldymo
週期性	periodiškumas
廢棄物	nuolaužos
廢棄物	atliekos
表哥	pusbrolis
過剩	perteklius
停機坪	perono
問責	atskaitomybės
鈷	kobalto
馬蹄	kanopų
馬蹄	pasaga
正弦	sine
打獵	medžioti
打獵	medžioklė
打獵	medžioklės
喉嚨	gerklės
管子	vamzdžių
籌碼	traškučių
籌碼	svertas
籌碼	sverto
下坡	pakalnę
外籍人士	užsieniečių
外籍人士	užsieniečiai
美洲豹	jaguar
悔改	atgailos
悔改	gailėtis
雪茄	cigaras
收斂	konvergencija
收斂	konvergencijos
制冷	aušinimo
制冷	šaldymo
疏遠	susvetimėjimą
華氏	fahrenheit
號角	ragas
瘧疾	maliarija
重印	reprint
昏倒	silpną
淤泥	dumblas
淤泥	dumblo
淤泥	dumblą
拷貝	kopijas
積累	kaupiasi
積累	kaupimasis
積累	kaupimosi
諾言	pažadai
諾言	pažadų
辱罵	piktnaudžiavimo
啞	kvailas
公使館	legation
小美	mei
平局	susieti
公民權	pilietiškumas
風化	dūlėjimas
加茂	kamo
暗影	šešėlis
泥炭	durpių
真誠	nuoširdžiai
真誠	nuoširdumo
爆炸性	sprogmenys
爆炸性	sprogmenų
爆炸性	sprogstamosios
處方	skyrimą
課本	vadovėlių
編隊	formavimas
繼承權	paveldėjimo
鹼性	šarminės
逃犯	bėglys
箴言	patarlių
箴言	šūkis
貶值	devalvacija
貶值	nusidėvėjimas
白喉	difterijos
天際	panoramoje
打撈	gelbėjimo
額頭	kaktą
關聯性	aktualumas
關聯性	reikalingumas
關聯性	koreliacija
關聯性	koreliacijos
問卷	anketos
問卷	klausimynas
紋理	tekstūra
雜交	hibridinių
鬣狗	hiena
獵豹	gepardas
獵豹	leopardas
狨	marmozetė
棧	krauti
造林	apželdinimui
穿孔	auskarus
穿孔	piercing
無償	nesumokėtų
苦難	kančia
苦難	kančias
苦難	kančios
苦難	vargo
鉛筆	pieštukas
鉛筆	pieštukai
繼任者	įpėdinis
監護	globos
行賄	kyšininkavimo
資產階級	buržuazija
資產階級	buržuazinių
靈性	dvasingumas
靈性	dvasinis
比薩	pica
霍亂	choleros
幀	kadrų
幀	rėmai
幀	kraštas
管轄權	jurisdikcijos
管轄權	jurisdikcija
最大限度	didžiausias
節肢動物	nariuotakojų
蘿蔔	ridikas
蘿蔔	morkų
蘿蔔	ropė
蘿蔔	ridikai
幻想曲	fantasia
利尿	diuretikai
麥子	kviečiai
麥子	kviečių
盛開	žydi
盛開	žydėjimas
阿公	gong
繩索	virvės
繩索	virvė
平庸	vidutiniškas
小腿	veršeliai
溜冰	čiuožimo
溜冰	raja
主食	staples
系數	koeficientas
系數	koeficientai
忍耐	kantrybės
姪女	dukterėčia
姪女	dukterėčios
特遣隊	kontingento
自治領	dominija
獼猴	makaka
風箏	aitvaras
風箏	aitvarai
木炭	anglis
祭壇	altoriaus
生態學	ekologijos
天安門	tiananmenio
證詞	diplomas
清晰度	aiškumas
清晰度	aiškumo
藥劑	vaistinės
藥劑	vaistinė
熟人	pažįstami
熟人	pažįstamų
鐳射	lazerio
腳趾	pirštai
新穎	naujovė
冰凍	užšaldyti
跳蚤	blusų
跳蚤	blusų
濕潤	drėgnas
客艙	salono
客艙	kabina
貘	tapyras
烙印	įspaudas
潛水艇	povandeninis
帳篷	palapinės
曬	tan
監護人	globėjas
監護人	sergėtojai
賣淫	prostitucija
皮鞋	bateliai
皮鞋	batai
皮鞋	batų
軟弱	silpnas
賞金	atlygis
賞金	atlygį
橡木	ąžuolo
橡木	ąžuolų
離異	išsiskyrė
鞭打	plakta
飛利浦	philips
紡	verpimo
脊柱	srautų
亞丁	adeno
內臟	subproduktai
內臟	žarnyno
務農	ūkininkavimo
心境	nuotaikos
心境	nuotaika
唾液	seilių
唾液	nerija
獎賞	atlygis
獎賞	atlygį
獎賞	prizo
獎賞	prizas
獎賞	prizą
獎賞	premija
稻草人	baidyklė
袖珍	kišenės
霸道	valdinga
奢華	prabanga
奢華	prabangos
奢華	prabangūs
煮熟	virti
煮熟	virtos
昇華	sublimacijos
昇華	pakilimas
花店	floristas
浮力	plūdrumo
比比	bibi
貪婪	godumas
樟腦	kamparas
先令	šilingas
阿叔	dėdė
阿叔	dėde
財閥	zaibatsu
臼齒	molinis
臼齒	molio
燒傷	dega
燒傷	dega
醜陋	baisi
醜陋	bjaurus
果糖	fruktozė
果糖	fruktozės
鎢	volframo
毒物	nuodai
相簿	albumai
農耕	ūkininkavimo
旅店	bendrabutis
咀嚼	kramtomosios
牧羊人	aviganis
西奈	sinajaus
懺悔	išpažinties
懺悔	gailėtis
濕度	drėgnumas
濕度	drėgmės
濕度	drėgnis
濕度	drėgmė
濕度	drėgnumas
濕度	drėgnis
濕度	drėgmė
不可逆	negrįžtamas
面罩	kauke
面罩	kaukė
面罩	kaukės
迷戀	obsesinis
迷戀	apsėstas
賭城	vegasą
口香糖	guma
口香糖	derva
口香糖	gumos
心室	skilvelių
問候	linkėjimai
問候	sveikinimai
油輪	tanklaiviai
油輪	tanklaivių
油輪	tanklaiviai
油輪	tanklaivis
繩子	virvės
繩子	virvė
北極星	polaris
牢房	ląstelių
孿生	dvynys
自尊	pasididžiavimas
字彙	žodyno
字彙	žodynas
強暴	rapsų
適度	saikingai
適度	vidutinis
適度	kuklus
飾品	reikmenys
飾品	priedai
觸角	antenos
克什米爾	kašmyro
潔淨	švaros
喀布爾	kabulo
各部門	departamentai
警棍	baton
盛宴	šventė
長輩	senoliai
長輩	vyresnysis
異國	egzotinių
宜家	ikea
普遍性	universalumą
投機	spekuliacija
投機	spekuliacijos
梯子	kopėčios
梯子	kopėčios
梯子	kils
西洋棋	šachmatų
持續性	tęstinumas
持續性	tęstinumo
觸及	paliečia
教務長	provost
外衣	paltą
香腸	dešra
渴	troškulys
紡織品	tekstilės
紡織品	tekstilės
催化劑	katalizatorius
軸心	ašys
軸心	ašis
軸心	ašies
燈泡	lempa
小巷	alėjos
豆豆	pupos
豆豆	pupelių
豆豆	pupelės
促銷	promo
促銷	skatinimas
促銷	propagavimas
促銷	skatinimo
口罩	kauke
口罩	kaukė
口罩	kaukės
裝潢	dekoravimo
囚徒	kalinys
空虛	emptiness
軍裝	vienodas
餓	alkanas
餓	alkani
銣	rubidis
襟翼	sparnas
加彭	gabonas
原件	originalai
恆河	ganga
萬象	vientianas
載體	vektorius
載體	vežėjas
噴霧	purslų
正教	ortodoksų
山雀	zylė
變壓器	transformatorių
變壓器	transformatoriai
新生兒	naujagimio
新生兒	naujagimiams
新生兒	naujagimių
新生兒	naujagimio
新生兒	naujagimiui
新生兒	naujagimių
汽船	garlaivis
白酒	gėrimus
笛子	fleita
鬧劇	farso
嚮往	aspire
嚮往	ilgesio
嚮往	ilgesys
史無前例	precedento
蟋蟀	kriketo
表姐	pusbrolis
斧頭	kirvis
撲克牌	pokerio
排練	repeticija
排練	repetuoti
揮發性	kintamumas
揮發性	kintamumo
騙局	apgaulė
蠟燭	žvakė
燭	žvakė
蛻變	metamorfozės
常綠	evergreen
茄子	baklažanų
肌膚	oda
肌膚	odos
銀杏	ginkmedžio
化學品	cheminis
化學品	cheminė
越獄	jailbreak
荊棘	spygliai
荊棘	thorn
讓渡	susvetimėjimą
磷脂	lipidų
提款	pašalinimas
贖金	išpirkos
硫化物	sulfidas
硫化物	sulfidas
協約	paktas
協約	pakto
協約	kompaktiškas
協約	konkordatas
充公	konfiskavimas
農藥	pesticidai
尼龍	nailono
二重唱	duetas
玉蘭	magnolija
顏料	dažai
顏料	dažų
顏料	pigmentas
顏料	dažai
鳴門	naruto
彈射器	katapulta
昏暗	dima
牛排	kepsnys
稻草	šiaudų
田納西	tenesio
華埠	chinatown
類固醇	steroidų
退還	grąžintas
褲子	kelnes
褲子	kelnės
褲子	kelnes
褲子	kelnės
槓桿	svertas
槓桿	svirties
槓桿	svertas
槓桿	sverto
想像力	vaizduotę
受苦	kančia
受苦	kančias
受苦	kančios
受苦	kenčia
詩選	antologijoje
紋身	tatuiruotė
紋身	tatuiruotę
紋身	tatuiruotės
紋身	tatuiruotės
勤奮	atidumo
無產階級	proletariatas
相親	piršlybos
野兔	hara
野兔	triušiai
野兔	triušio
野兔	triušis
野兔	rabbit
拖船	vilkiko
拖船	vilkikas
高血壓	hipertenzija
報價	citatą
報價	citata
痣	kurmis
豁免權	imunitetą
豁免權	imuniteto
豁免權	imunitetas
饅頭	bandelių
饅頭	bun
韭菜	porai
冥想	meditacija
冥想	medituoti
心碎	širdį
雞肉	višta
雞肉	vištiena
雞肉	vištos
雞肉	vištienos
絕緣	izoliacija
絕緣	izoliacijos
絕緣	izoliacinės
絕緣	izoliuoti
絕緣	izoliacija
絕緣	izoliuota
絕緣	izoliuotas
左近	sakon
水銀	gyvsidabris
水銀	gyvsidabrio
暴民	mafija
暴民	mob
艙門	liukas
扶養	priklausomybė
扶養	priklausomybės
壁虎	gekonas
精神分裂症	minimi
均等	paritetas
供暖	šildymo
供暖	šildymas
牙刷	šepetėlį
背書	patvirtinimų
田鼠	pelėnas
導體	laidininkai
大腸桿菌	coli
謎題	galvosūkiai
謎題	molekulių
好笑	juokinga
恥辱	gėda
剃刀	skustuvai
隔絕	atskirtis
隔絕	izoliacija
隔絕	izoliacijos
馬賽克	mozaikos
降落傘	parašiutu
降落傘	parašiutai
紀子	noriko
健身房	saugus
病菌	mikrobus
病菌	gemalų
長矛	spears
長矛	ietis
外孫	anūkas
軍服	vienodas
蘆葦	nendrės
標槍	javelin
角膜	ragenos
迫擊炮	skiedinio
總括	omnibus
越位	nuošalėje
豆蔻	kardamono
栗色	maroon
檢修	kapitalinio
妒忌	pavydžiu
妒忌	pavydi
欺詐	nesąžiningos
欺詐	sukčiavimas
欺詐	sukčiavimo
鞠躬	lanko
複雜性	sudėtingumą
複雜性	sudėtingumas
連續性	tęstinumas
連續性	tęstinumo
刀片	blade
甜食	saldumynų
演練	pratybos
對角線	įstrižai
絕種	išnykimas
絕種	išnykimo
毀滅性	gilią
杯子	taurė
針灸	akupunktūra
謎團	marijos
謎團	paslaptis
瞬時	momentinis
湧現	atsiradimą
喀土穆	chartumo
好吃	jum
好吃	skanus
麻痹	paralyžius
防火牆	ugniasienė
哭了	verkia
打碎	sunaikins
礦山	mano
奶牛	karvės
奶牛	karvė
奶牛	karvių
奶牛	karvės
奶牛	karvė
奶牛	ku
冰雹	šlovė
冰雹	kruša
傳喚	padavęs
羞	gėda
女傭	kambarinė
刀具	peilius
刀具	peiliai
鴕鳥	strutis
爬蟲類	roplių
爬蟲類	ropliai
同義詞	sinonimas
同義詞	sinonimai
同義詞	sinonimas
蝗蟲	skėriai
疹	išbėrimas
疹	bėrimas
套餐	combo
蠍子	scorpions
蠍子	skorpionas
識字	raštingumo
燒錄	dega
痙攣	spazmas
擊穿	sunaikinimo
擊穿	paskirstymas
康乃馨	gvazdikų
膽固醇	cholesterolio
髒話	keiksmažodis
態勢	laikysena
軸線	ašis
軸線	ašies
興旺	klestinti
興旺	klesti
花束	puokštė
花束	puokščių
飢荒	badas
飢荒	badmečiai
人道主義	humanitarinė
人道主義	humanitarinės
人道主義	humanizmas
掃瞄	skaityti
掃瞄	scan
骨牌	domino
捷徑	derinys
紅外	spindulių
氰化物	cianidas
氰化物	cianido
丁烷	butanas
丁烷	butano
鈮	niobio
梯田	terasos
庫倫	cullen
滲入	infiltracijos
雪人	senį
篝火	laužas
輪機	turbinos
海溝	tranšėjos
寂靜	tyla
柔性	lanksčiai
柔性	lanksčios
柔性	lankstus
靴子	įkrovos
靴子	batai
靴子	batus
腳踝	kulkšnį
最糟糕	blogiausias
最糟糕	blogiausia
疤痕	dėmės
族長	patriarcho
毒藥	nuodai
小夜曲	serenade
測繪	apsaugines
兇猛	nuožmūs
維他命	vitaminai
維他命	vitamino
維他命	vitaminai
維他命	vitaminas
拜倫	baironas
錯覺	iliuzija
咨詢	konsultavimo
狂犬病	pasiutligės
盛會	gala
愛國主義	patriotizmas
術士	raganius
鵜鶘	pelicans
閃光燈	flash
蟒蛇	anakonda
痢疾	dizenterija
房租	nuoma
傷痛	skausmas
試劑	reagentas
試劑	reagentai
投影機	projektorius
戰利品	trofėjus
戰利品	laimikis
石棺	sarkofagas
摩擦力	trinties
發熱	karščiavimas
敲定	smuikininkų
菠蘿	ananasų
肱骨	žastikaulis
癲癇	epilepsija
癲癇	epilepsijos
癲癇	traukuliai
癲癇	priepuolių
閃電俠	flash
監視器	integravimo
原木	rąstus
匈牙利語	vengrijos
納稅人	mokėtojas
肺結核	tuberkuliozė
肺結核	tuberkuliozės
牧人	herder
手杖	cukranendrių
襯衫	marškiniai
襯衫	marškinėliai
襯衫	marškiniai
水獺	ūdra
柔情	jautrumas
柔情	švelnumas
臭名昭著	liūdnai
臭名昭著	liūdnai
裁縫	siuvėjas
分銷	platinimas
分銷	paskirstymo
分銷	paskirstymas
分銷	pasiskirstymas
催淚	ašara
補救	regeneravimo
賭注	lažybų
叛國	išdavystę
刺蝟	ežys
背影	siluetas
阿拉法特	arafat
說服力	pažiūrų
屈辱	pažeminimą
蕃茄	pomidorų
蕃茄	pomidorai
蕃茄	pomidorai
驅逐出境	išsiuntimas
驅逐出境	deportacijos
碳化	karbido
彩排	repeticija
農莊	ūkiai
減刑	remisija
水泵	siurblys
水泵	pompa
水泵	siurbliai
敏感性	jautrus
敏感性	jautri
敏感性	jautrios
敏感性	jautrumas
敏感性	jautris
贈品	konkursas
公案	kōan
龍舌蘭	tekilos
污泥	dumblas
污泥	dumblo
污泥	dumblą
環保局	epa
實用性	naudingumo
實用性	naudingumas
磁帶	juostos
胰島素	insulino
胰島素	insulinas
傾倒	dempingas
狂歡	orgijas
食鹽	druskos
食鹽	druska
白蟻	termitai
花邊	nėriniai
紅心	širdys
禁運	embargas
謠傳	gandai
烘	kepta
反差	kontrastais
委婉	eufemizmas
海龜	vėžlys
海龜	vėžliai
關節炎	artritas
敏感度	jautrus
敏感度	jautri
敏感度	jautrios
敏感度	jautrumas
敏感度	jautris
規避	vengimas
規避	vengimo
規避	apeiti
嚮導	vadovus
嚮導	vadove
嚼	kramtomosios
磚塊	plytų
磚塊	plytos
磚塊	plytų
礦物質	mineralai
礦物質	mineralų
礦物質	mineralinių
礦物質	mineralinis
節拍	nugalėti
信條	creed
信條	credo
松樹	pušų
音律	temperamentas
寬敞	erdvų
拼字	rašybos
暈倒	silpną
透析	dializė
透析	dializės
通姦	neištikimybė
木薯	manijokai
牛仔褲	džinsai
郵差	paštininkas
焰火	fejerverkai
海流	srovių
氣管	trachėja
紡織業	tekstilės
住址	adresas
異見	disidentas
借調	komandiruotės
離境	išvykimas
離境	išvykimo
笑聲	juoko
笑聲	juokas
雜質	priemaiša
雜質	priemaišos
雜質	priemaišų
雜質	priemaišos
牛油	sviesto
牛油	sviestas
打掃	valymo
磨損	dėvėti
凝聚力	sanglauda
凝聚力	sanglaudos
溝渠	griovių
溝渠	griovį
溝渠	griova
純度	grynumas
最優	optimali
最優	optimalus
股息	dividendų
股息	dividendų
股息	dividendai
地熱	geoterminės
頑固	užsispyręs
拳擊手	boksininkas
澎湖群島	penghu
同義	sinonimas
水彩	akvarele
異構	izomerų
荷爾蒙	hormono
荷爾蒙	hormonas
荷爾蒙	hormonų
荷爾蒙	hormonai
病原體	patogenų
奔騰	pentium
腱	sausgyslės
停車位	stovėjimo
更近	arčiau
更近	išsamiai
積木	blokus
積木	blokai
積木	blokų
軍國主義	militarizmą
單邊	vienašališkai
單邊	vienašališkai
金絲雀	kanarų
葡萄園	vynuogynų
鸛	gandras
眉毛	antakiai
眉毛	antakių
塗料	miltelių
塗料	dangas
塗料	dangos
