aranžman	توافق
nastavnik	معلم
nastavnik	معلمی
nastavnik	teacher
nastavnik	آموزگار
disco	دیسکو
adresu	آدرس
adresu	نشانی
misleći	تفکر
misleći	فکر
hiv	ایدز
hiv	hiv
zore	داون
zore	طلوع
zore	سحرگاه
zore	سپیده
glasove	رای
glasove	رأی
glasove	صداها
glasove	صداهایی
glasove	صداهای
glasove	آوازها
neda	ند
trave	چمن
trave	چمنی
trave	علف
trave	گرس
trave	علف
opremljeni	مجهز
tenkove	تانک
tenkove	تانکها
jaguar	جگوار
zadovoljan	رضایت
zadovoljan	خشنود
zadovoljan	راضی
zadovoljan	خشنود
hana	حنا
hana	هان
hana	هنا
mitra	میترا
očekivati	انتظار
željezni	آهنی
naglasio	استرس
upravljati	مدیریت
arhitekti	معماران
zlatan	زلاتان
indica	ایندیکا
danak	وطنم
danak	خراج
osjetila	حواس
osjetila	احساس
cola	نوشابه
cola	کوکا
cola	کولا
krede	گچ
krede	کرتاسه
matematika	ریاضی
matematika	ریاضیات
matematika	math
matematika	ریاضی
matematika	ریاضیات
myrtaceae	موردیان
adriana	آدریانا
osnivači	بنیانگذاران
osnivači	مؤسسان
tamna	دارک
tamna	تاریک
tamna	تیره
nošenje	پوشیدن
nošenje	حمل
nošenje	حامل
annie	آنی
mega	مگا
triler	تریلر
aviv	آویو
sisavci	پستانداران
trske	قرعه
ira	آیرا
ekstremno	افراطی
cetinje	ستینیه
leach	لچ
sevilla	sevilla
posjete	برسد
posjete	بازدید
ward	وارد
juda	یهودا
juda	جودا
juda	یهودا
korisne	مفید
twin	دوقلو
diane	دایان
iskapanja	excavations
guarani	گوارانی
slame	کاه
slame	پوشالی
žuto	زرد
rodrigues	رودریگز
unutrašnji	درونی
biologije	زیست
biologije	بیولوژی
kancelar	صدر
neslaganja	اختلاف
neslaganja	اختلافات
kartica	زبانه
kartica	تب
kartica	کارت
kartica	ورق
dijagnoza	تشخیصش
dijagnoza	تشخیص
financijska	مالی
dnevna	روزانه
dnevna	daily
dnevna	دیلی
cephalotes	cephalotes
razmišljanje	تفکر
razmišljanje	فکر
koristan	مفید
zahvat	رویه
zahvat	روند
eugene	یوجین
eugene	اوژن
sylvia	سیلویا
bukurešt	بخارست
uporišta	کاخهای
učinci	تأثیرات
učinci	تاثیرات
učinci	اثرات
učinci	آثار
herodot	هرودوت
pers	pers
insularis	insularis
kave	قهوه
ropstvo	بردگی
pohvale	سپاس
pohvale	حمد
pohvale	ستایش
mao	مائو
mete	اهداف
predak	جد
predak	اجداد
predak	نیاکان
pereira	پریرا
channel	کانال
channel	مجرا
channel	مجرای
channel	چنل
channel	channel
vječni	ابدی
vječni	جاودانی
vječni	پاینده
baltimore	بالتیمور
pic	عکس
kostur	اسکلت
hari	هاری
urana	اورانیوم
urana	اورانوس
genetski	ژنتیک
genetski	ژنتیکی
nowrap	nowrap
cat	cat
cat	گربه
vene	رگها
vene	رگهای
prehrana	تغذیه
prehrana	رژیم
prehrana	رژیمی
hidalgo	هیدالگو
rutaceae	سدابیان
yuan	یوان
sacramento	ساکرامنتو
sučelje	واسط
sučelje	رابط
fiat	فیات
čudno	عجیب
čudno	عجیبی
čudno	عجیب
čudno	فرد
čudno	عجیب
organski	آلی
organski	ارگانیک
lan	لان
lan	ایان
najniža	پایینترین
žitarica	حبوبات
žitarica	غلات
kapital	پایتخت
kapital	سرمایه
biologija	زیست
biologija	بیولوژی
točnost	دقت
katastrofe	مصیبت
katastrofe	فاجعه
katastrofe	مصیبتی
katastrofe	حادثه
katastrofe	فجایع
katastrofe	حوادث
zarobljeni	دستگیر
zarobljeni	اسیر
blizanci	دوقلوها
blizanci	دوقلو
epidemija	شیوع
filipini	فیلیپین
lijekove	دارو
lijekove	تداوی
premijere	پریمیر
premijere	افتتاحیه
obradio	پردازش
insignis	insignis
bradley	بردلی
vista	vista
vista	ویستا
dominantna	غالب
diva	دیوا
viktorija	ویکتوریا
nula	صفر
nula	زیرو
nula	zero
trans	خلسه
trans	ترنس
trans	trans
trans	ترانس
sinteza	سنتز
slab	ناتوان
slab	ضعیفی
slab	ضعیف
slab	سست
vektor	بردار
bijes	عصبانیت
bijes	غضب
bijes	خشم
bijes	خشم
napoli	ناپولی
dai	دای
suradnica	همتای
rođendana	تولد
spas	رستگاری
hepburn	هپبورن
unatrag	عقبگرد
floyd	فلوید
truman	ترومن
očekivanja	انتظارات
očekivanja	توقع
očekivanja	آرزوهای
očekivanja	انتظارات
očekivanja	امید
stjecanje	کسب
bayer	بایر
server	سرور
server	کارساز
server	کارگزار
popov	پوپوف
psihologija	روانشناسی
vraćanje	بازگردانی
vraćanje	بازگرداندن
vraćanje	برگرداندن
vraćanje	بازیابی
navodnjavanje	آبیاری
čvrsta	توپر
čvrsta	یکدست
čvrsta	جامد
komplikacije	عوارض
patka	داک
patka	اردک
patka	مرغابی
slap	آبشار
slap	ابشار
slap	سیلی
potajno	پنهانی
potajno	مخفیانه
fly	پرواز
svjesni	آگاه
varijable	متغیر
varijable	متغیرها
varijable	متغیرها
varijable	متغیر
sreća	خوشبختی
sreća	شادی
sreća	خوشی
sreća	شانس
conrad	کنراد
osvoji	تسخیر
osvoji	فتح
osvoji	غلبه
učiteljica	معلم
učiteljica	معلمی
učiteljica	teacher
učiteljica	آموزگار
minimum	کمترین
minimum	کمینه
tron	ترون
biografije	بیوگرافی
biografije	بیوگرافی
biografije	تذکره
biografije	زندگینامه
kor	کر
kor	cor
june	ژوئن
june	june
claire	کلیر
claire	کلر
ncaa	ncaa
nikšić	نیکشیچ
vruće	گرم
vruće	داغ
shvaćanje	فهم
shvaćanje	تحقق
shvaćanje	عقل
tokio	توکیو
denver	دنور
dim	دیم
dim	دودی
dim	دود
dim	دوده
lim	لیم
kinesko	چینی
rezolucije	دقت
rezolucije	وضوح
marion	ماریون
poslanik	پیغمبر
poslanik	پیامبر
poslanik	پیغمبری
kriterije	معیار
kriterije	معیارهای
pjesnici	شاعران
veznjak	هافبک
zadobio	وارده
urednica	ویرایشگر
legura	آلیاژ
ceremonije	مراسمی
ceremonije	تشریفات
financiranje	مالی
leeds	لیدز
orbite	مدارهای
indijska	سرخپوست
indijska	هندی
dostupno	موجود
kugla	کرهای
kugla	بال
kugla	توپ
kugla	گوی
kugla	اورب
riješio	حل
pravda	عدالت
pravda	عدل
naruto	ناروتو
korisno	مفید
korisno	سودمند
korisno	مفید
korisno	مفید
nakita	جواهر
nakita	جواهرات
nakita	زیورآلات
nakita	جواهرات
tanaka	تاناکا
bravo	براو
bravo	براوو
bravo	آفرین
laguna	لاگونا
laguna	تالاب
laguna	مرداب
emanuel	امانوئل
suverenitet	حاکمیت
procesor	پرداز
procesor	پردازنده
procesor	پردازشگر
ruševina	ویران
vjeran	باوفا
vjeran	وفادار
vjeran	وفادار
vjeran	مؤمن
vjeran	امین
vjeran	باوفا
ivice	هانسل
ivice	ایویکا
johan	یوهان
ratnik	مبارز
ratnik	سلحشور
ratnik	جنگجوی
motive	انگیزش
danica	دانیکا
natjecati	رقابت
kramer	کریمر
kramer	کرامر
iucn	iucn
prijedlozi	پیشنهادهای
prijedlozi	پیشنهادات
prijedlozi	پیشنهادی
prijedlozi	پیشنهاد
prijedlozi	تلقین
zasebno	جداگانه
face	چهره
face	صورت
face	face
face	چهره
face	رخسار
smrtno	فناپذیر
smrtno	فانی
vrpce	روبان
korita	درمیان
bjelorusiji	بلاروس
titan	تیتانیوم
titan	تیتان
titan	تایتان
smeđa	قهوهای
smeđa	براون
marsu	مریخی
sija	تابان
sija	درخشان
sija	درخشنده
predavanje	سخنرانی
notre	نوتر
bik	تاروس
bik	بول
pacijenti	بیمارها
pacijenti	بیماران
reforma	اصلاح
reforma	اصلاحات
entiteta	موجودیت
intenzitet	شدت
luksemburg	لوکزامبورگ
uhvati	گرفتن
uhvati	بگیرن
uhvati	کچ
krvarenje	خونریزی
allan	آلان
alessandro	الساندرو
alessandro	آلساندرو
misionar	دینیه
svježe	تازه
noćne	شبانه
perez	پرز
sinove	پسران
sinove	فرزندان
pogodan	مناسب
pogodan	مناسبه
povrća	سبزیجات
freddie	فردی
falco	فالکو
spojeni	متصل
konkretno	بتون
konkretno	بتن
maslina	آلیو
maslina	زیتونی
maslina	زیتون
maslina	زیتونی
maslina	زیتون
doc	داک
humor	طنز
humor	خوشمزگی
humor	شوخی
humor	مزاح
humor	طنز
humor	مزاح
upozorenja	اخطار
upozorenja	هشدار
upozorenja	هشدارهای
upozorenja	هشدارها
dozvoljava	اجازۀ
zainteresiran	علاقمندی
zainteresiran	علاقه
zainteresiran	علاقمند
makedonska	مقدونی
makedonska	مقدونیه
reid	رید
eko	اکو
eko	اکو
senator	سناتور
chaplin	چاپلین
stockholmu	استکهلم
betona	بتون
betona	بتن
burke	برک
mladunci	توله
aida	آیدا
crosby	کرازبی
boka	جناح
boka	پهلوها
razvijanje	توسعه
povrće	سبزیجات
povrće	سبزیجات
kontinuitet	پیوستگی
svjesno	آگاهانه
svjesno	هوشیاری
dumbledore	دامبلدور
rodríguez	رودریگز
koš	سبد
slabost	ضعف
stati	متناسب
stati	فیت
stati	تناسب
plazme	پلاسما
plazme	پلاسمای
truba	شیپور
truba	ترومپت
truba	صور
koza	بز
koza	بزه
koza	بزغاله
koza	گوت
sklonište	پناهگاه
sklonište	پناه
varijacija	تنوع
afrička	آفریقایی
suza	اشک
suza	اشک
suza	اشکها
boki	بوکا
putanja	راه
putanja	مسیر
kruha	نان
kruha	نون
citat	نقل
klupi	نیمکت
greenwood	گرینوود
polo	پلو
polo	پولو
polo	چوگان
ventil	دریچه
ventil	سوپاپ
oliveira	اولیویرا
levy	لوی
valle	بایه
valle	واله
oporavak	ترمیمی
oporavak	ریکاوری
oporavak	بازیابی
oporavak	بهبودی
digitalno	رقمی
digitalno	digital
digitalno	دیجیتالی
digitalno	دیجیتال
ion	یون
ion	یونی
letova	پروازهای
letova	پروازها
danju	روز
ravan	مسطح
ravan	فلت
longipes	longipes
osman	عثمان
cover	کاور
cover	جلد
cover	پوشش
negativni	نگاتیو
negativni	منفی
povelje	منشور
povelje	چارتر
potencijalno	بالقوه
lucy	لوسی
grey	گری
grey	خاکستری
organe	ارگان
organe	اندامها
organe	اندام
prihvaćeno	پذیرفت
prihvaćeno	پذیرفته
simptome	علائم
kuhinja	آشپزخانه
reeves	ریوز
potraga	پویش
note	یادداشتها
note	یادداشتهای
note	نوت
ekvivalent	معادل
vrtovi	باغ
vrtovi	بوستان
vrtovi	باغها
aluminij	آلومینیوم
aluminij	آلومینیوم
raznolikosti	همیاری
raznolikosti	گوناگونی
raznolikosti	تنوع
holly	هولی
holly	هالی
tonova	شدتی
domaćinstva	خانوار
domaćinstva	خانوار
putnici	مسافرین
putnici	مسافر
putnici	مسافران
putnici	مسافران
putnici	مسافرین
putnici	مسافران
držanje	نگهداشتن
držanje	نگهداری
susjedstvu	همسایه
susjedstvu	همسایگی
susjedstvu	محله
proširenja	پسوندهای
proširenja	گسترش
proširenja	انبساط
proširenja	بسط
kutija	باکس
kutija	جعبه
sharon	شارون
muslimanski	مسلمان
muslimanski	مسلم
muslimanski	مسلمانان
mayer	مایر
édouard	ادوار
aspx	aspx
emily	امیلی
abutilon	ابوتیلون
balet	باله
razum	دلیلی
razum	علت
razum	دلیل
razgovori	مکالمات
zaslužuje	لایق
članstva	عضویت
predstavljanje	معرفی
predstavljanje	مقدمه
predstavljanje	اشنایی
predstavljanje	آشنایی
predstavljanje	ارائه
montgomery	مونتگومری
montgomery	مانتگامری
kristina	کریستینا
potvrda	تاییدیه
potvrda	تأیید
potvrda	تصدیق
potvrda	گواهینامه
potvrda	گواهی
akademske	دانشگاهی
akademske	آکادمیک
akademske	تحصیلی
napore	تلاشهای
napore	تلاشها
napore	کوشش
rimljanima	رومیها
privremena	موقت
privremena	موقتی
mirabilis	میرابیلیس
rezanje	بریدن
tamara	تامارا
inicijative	ابتکار
nevada	نوادا
odgovore	جوابها
piper	پایپر
bowl	کاسه
menadžment	مدیریت
gaye	gaye
aston	آستون
huber	هابر
trudna	آبستن
trudna	بارداری
trudna	حامله
trudna	باردار
duhan	دخانیات
duhan	تنباکو
duhan	توتون
lászló	لازلو
lászló	لاسلو
mehanika	مکانیک
griswold	گریزولد
metana	متان
kube	کوبا
maske	نقاب
maske	ماسک
maske	ماسک
philippe	فیلیپه
reper	رپر
yao	یائو
vidjevši	دیدن
vrijedna	ارزشمند
sljedbenika	پیروان
razloge	دلایل
vizualni	دیداری
vizualni	بصری
vizualni	تصویری
dužnosnici	افسران
dužnosnici	مقامات
bug	باگ
bug	اشکال
dietrich	دیتریش
malcolm	مالکوم
stevens	استیونس
stevens	استیونز
shan	shan
cool	خونسرد
cool	خنک
cool	cool
čarobnjak	جادوگر
milwaukee	میلواکی
teretni	باربری
aristotel	ارسطو
julian	جولیان
julian	جولین
sda	sda
proglašenje	اعلام
proglašenje	اعلان
jung	جونگ
jung	یونگ
telefon	گوشی
telefon	تلفن
telefon	تلفن
barnes	بارنس
barnes	بارنز
metak	فشنگ
metak	گلوله
oclc	oclc
gil	گیل
jata	گله
balkanski	بالکان
prijave	کاربردها
sretno	خوشبخت
sretno	خوش
sretno	شاد
sretno	خوشحال
sretno	مبارک
commons	عوام
jordana	جوردانا
maršal	داروغه
svečanost	مراسمی
svečanost	مراسم
svečanost	گالا
svečanost	gala
greška	اشتباه
greška	خطای
greška	خطا
inženjering	مهندسی
platformi	ریگ
holland	هالند
holland	هلند
egipćani	مصریان
tor	tor
tor	تور
tor	تور
tor	ثور
boginja	الهه
vir	گرداب
vir	گردابی
nuklearno	هسته
privlače	جذب
ženevi	ژنو
lidija	لیدیا
wimbledon	ویمبلدون
uran	اورانیوم
uran	اورانوس
tekući	مایع
irc	irc
idaho	آیداهو
masakr	کشتار
milje	مایل
milje	مایلز
promocije	تبلیغات
promocije	ترویج
promocije	ارتقاء
promocije	ترفیع
promocije	تبلیغ
promocije	ارتقای
promocije	ارتقا
rezolucija	دقت
rezolucija	وضوح
neočekivano	غیرمنتظره
šanse	احتمال
šanse	احتمالات
ubojstava	قتلهای
davanja	دادن
trenutna	جاری
trenutna	جریان
bat	چماق
bat	خفاش
sovjeti	شوروی
sovjeti	شوراها
kršenje	تخلف
kršenje	نقض
kršenje	رخنه
kršenje	نقض
hrabrosti	شهامت
hrabrosti	شجاعت
hrabrosti	رشادت
hrabrosti	دلیری
oskar	اسکار
oskar	اسکار
okretaja	rpm
torr	torr
emery	امری
lom	شکستگی
stolu	میز
orijentaciju	جهت
jules	جولز
jules	ژول
financije	مالی
traženje	جستجوی
traženje	جستجو
desetljeće	دهه
desetljeće	میلادی
jednakosti	مساوات
jednakosti	تساوی
jednakosti	برابری
tracy	تریسی
komercijalne	الاهلی
komercijalne	تجاری
protestanti	پروتستانها
protestanti	معترضین
protestanti	معترضان
protestanti	معترضین
protestanti	معترضان
rješava	حل
tata	بابا
tata	پدر
tata	بابایی
mihael	میکائیل
mihael	مایکل
woods	وودز
korijeni	ریشه
zaslužio	رهنورد
trebinje	تربینیه
memorija	خاطره
memorija	حافظه
memorija	حافظۀ
kapelu	نمازخانه
kapelu	چپل
kapelu	کلیسای
iphone	آیفون
iphone	iphone
duboka	اعماق
duboka	ژرف
duboka	عمیق
slanje	فرستادن
slanje	ارسال
slanje	کشتیرانی
montaža	مونتاژ
benz	بنز
benz	benz
okupljanje	گردآوری
okupljanje	گردهمایی
ruta	مسیرهای
ruta	مسیرها
ruta	مسیر
kartice	کارتها
kartice	ورق
kartice	کارتهای
aden	عدن
aden	ادن
rolls	رولز
spore	هاگ
spore	هاگ
digitalna	رقمی
digitalna	digital
digitalna	دیجیتالی
digitalna	دیجیتال
ruby	یاقوت
slijetanje	فرود
najnovije	جدیدترین
najnovije	جدیدترین
najnovije	آخرین
botanički	گیاهشناسی
prednja	جبهه
prednja	جلو
junaci	قهرمانان
mane	معایب
mane	یال
domingo	دومینگو
promatrač	ناظر
iskorištavanje	استثمار
hildebrand	هیلدبراند
tatjana	تاتیانا
airesu	آیرس
opasno	خطرناکی
opasno	خطرناک
napuštena	متروک
napuštena	متروکه
odisej	اودیسه
odisej	ادیسه
odisej	اولیس
gorana	گوران
upozorenje	اخطار
upozorenje	هشدار
winston	وینستون
željezničar	ژلیزنیچار
melbourne	ملبورن
leslie	لزلی
leslie	لسلی
ispuniti	وفا
kuga	طاعون
baja	باخا
kružni	دایره
juana	خوانا
sklonosti	تمایلات
segment	قطعه
grubo	ناهموار
grubo	خروشان
grubo	سختگیر
grubo	زننده
grubo	خشن
berger	برگر
kronike	سرگذشت
madison	مدیسون
adrian	ادرین
adrian	آدریان
adrian	آدرین
sekundarni	ثانویه
sekundarni	ثانوی
jackie	جکی
elektronski	electronic
elektronski	الکترونیکی
elektronski	الکترونیک
najbliža	نزدیکترین
najbliža	نزدیکترین
strijelaca	تیراندازها
dokumentarac	مستند
roosevelt	روزولت
tretman	درمانش
tretman	معالجه
tretman	درمان
andrews	اندروز
odaje	چمبرز
odaje	اقامتگاه
odaje	مقر
slom	بهمنی
ming	مینگ
napulj	ناپل
osobnosti	شخصیت
osobnosti	شخصیتی
aero	aero
aero	ائرو
nizak	کم
nizak	low
deportivo	deportivo
lotus	لوتوس
lotus	نیلوفر
izmišljeni	خیالی
izmišljeni	موهومی
izmišljeni	خیالی
aaron	آرون
doktrina	تعالیم
doktrina	دکترین
ravnoteža	میزان
ravnoteža	تعادل
ravnoteža	توازن
ravnoteža	موازنه
zaliha	تامین
radost	مسرت
radost	شادی
radost	جوی
radost	شادمانی
radost	خوشی
xml	xml
zeppelin	زپلین
popraviti	رفع
veracruz	وراکروز
smeđi	قهوهای
smeđi	براون
pčele	زنبورها
pčele	زنبورهای
rao	رائو
ozlijeđen	مجروح
ozlijeđen	مصدوم
ozlijeđen	زخمی
nin	نین
miješa	تونو
lena	لینا
lena	لنا
skidanje	بارگیری
kriv	مجرم
kriv	گناهکار
kriv	گناه
službenici	افسران
službenici	مقامات
službenici	ماموران
službenici	افسران
filozofi	فیلسوفان
tigar	ببر
tigar	ببری
tigar	تایگر
tigar	پلنگ
osvete	انتقام
osvete	کینه
osvete	انتقام
usporediti	مقایسه
tobago	توباگو
rušenja	تخریب
tokiju	توکیو
felipe	فیلیپه
ljepota	زیبایی
ljepota	زیبای
čudovište	هیولا
prisustvo	حضار
prisustvo	حضور
prisustvo	حضورش
prisustvo	حضور
lambert	لمبرت
židov	یهود
židov	یهودیان
židov	یهودی
židov	یهودی
najranije	معنى
sudovi	دادگاههای
europljani	اروپاییها
campo	کامپو
plaćati	پرداخت
dečko	پسر
dečko	boy
ograničenje	حد
ograničenje	محدود
ograničenje	محدودیت
aus	aus
razumije	میفهمد
moždani	نوازش
moždani	سکته
struka	کمر
turpin	تورپین
townsend	تاونزند
hindu	هندو
muslimanima	مسلمان
muslimanima	مسلمانان
muslimanima	مسلمانها
jednoglasno	متفق
osveta	انتقام
osveta	کینه
osveta	انتقام
rab	رب
kai	کای
klein	کلین
klein	کلاین
ada	ادا
ada	ایدا
ada	آدا
jakob	یاکوب
tvoja	شما
spontano	خودبخود
proslava	جشن
proslava	تجلیل
močvara	باتلاق
močvara	مرداب
močvara	باتلاق
prijedloge	پیشنهادهای
prijedloge	پیشنهادات
prijedloge	پیشنهادی
intervencija	دخالت
intervencija	مداخله
inteligencija	هوش
inteligencija	هوشی
viđen	ندیده
viđen	دیده
imovina	داراییهای
imovina	دارائی
imovina	دارایی
imovina	دارائی
imovina	دارایی
imovina	داراییها
imovina	ویژگی
imovina	دارایی
imovina	ملک
imovina	اموال
imovina	مالکیت
jelen	گوزن
jelen	آهو
jelen	دیر
jelen	گوزن
jelen	آهویی
jelen	آهوی
oak	اوک
oak	بلوط
kanjon	کانیون
princeton	پرینستون
sparta	اسپارتا
fruhstorfer	fruhstorfer
irsku	ایرلند
dogovoreno	موافقت
dogovoreno	موافق
dogovoreno	توافق
dogovoreno	معامله
java	جاوا
java	جاوه
sirius	سیریوس
kipovi	مجسمه
deutschland	deutschland
molitvu	نماز
molitvu	دعا
platon	افلاطون
ara	آرا
ara	آرای
intel	اینتل
intel	معلومات
oro	اورو
najjača	قویترین
basel	بازل
žita	حبوبات
žita	دانه
žita	گندم
aleksej	آلکسی
aleksej	الکسی
uređena	آراسته
ncc	ncc
magnetski	مغناطیسی
temple	پرستشگاه
temple	عبادتگاه
temple	معبد
temple	تمپل
uvjerljivo	باورکردنی
uvjerljivo	متقاعد
običan	معمولی
istraga	تحقیق
istraga	تحقیقات
gavran	کلاغ
gavran	ریون
morrison	موریسون
adler	آدلر
adler	ادلر
metcalf	متکلف
uskrsnuće	رستاخیز
plodnosti	باروری
dylan	دیلان
dylan	دیلن
blokira	بلوکه
logan	لوگان
logan	لوگن
ogromna	بزرگی
bordeaux	بردو
brooks	بروکس
brooks	بروکز
izolirani	منزوی
izolirani	ایزوله
plašt	کیپ
plašt	شنل
plašt	دماغه
plašt	شنل
plašt	خرقه
plašt	ردای
žiri	داوران
žiri	قضات
žiri	حاکمان
žiri	منصفه
slijed	دنباله
crnci	سیاهان
graditelji	سازندگان
graditelji	بنّا
vili	ویلی
neprijatelje	دشمنان
robu	کالاهای
robu	کالا
robu	اجناس
robu	کالاها
borci	مبارزان
torres	تورس
kubi	کوبا
gong	گونگ
gong	گانگ
bee	زنبور
zaraze	سرایت
pljačke	سرقت
pljačke	دزدی
chapman	چپمن
paket	بسته
paket	بستۀ
magnetska	مغناطیسی
prilagođena	سفارشی
alpha	آلفا
simone	سیمون
simone	سایمن
simone	سایمون
slavlje	جشن
slavlje	تجلیل
vjetrovi	بادها
vjetrovi	بادهای
rezerve	ارزی
rezerve	ذخایر
torontu	toronto
torontu	تورنتو
epinephelus	epinephelus
usporedba	مقایسه
komunizam	کمونیسم
tople	گرم
sumrak	غروب
sumrak	شفق
sumrak	غروب
dah	نفست
dah	نفس
dah	تنفس
dah	نفسی
lira	لیره
lira	لیرا
rita	ریتا
dragon	اژدهای
dragon	دراگون
dragon	اژدها
kane	کین
strast	اشتیاق
strast	مصائب
strast	شهوت
alto	آلتو
alto	التو
louise	لویی
louise	لوئی
louise	لوئیز
louise	لوییز
gnu	گنو
gnu	gnu
lorraine	لورین
riješeno	حل
maraton	ماراتن
maraton	ماراتون
auf	auf
leona	لیونا
najniži	پایینترین
sudova	دادگاههای
vijak	پیچ
vijak	بولت
vijak	آذرخش
chan	چان
chan	chan
enciklopedijski	encyclopedic
plaćanje	پرداختی
plaćanje	دستمزد
plaćanje	اجری
plaćanje	پرداخت
živac	عصب
teodor	تئودر
teror	ترور
teror	دلهره
teror	هراس
louvre	لوور
rivala	رقیب
rivala	رقبای
budizam	بوداگرایی
budizam	بودایی
osjetljivost	حساسیت
erwin	آروین
erwin	اروین
enzim	آنزیم
peng	پنگ
palace	کاخ
palace	قصر
profile	profile
profesori	اساتید
profesori	معلم
profesori	مدرس
cro	cro
darwin	داروین
monarh	مونارچ
močvare	باتلاق
močvare	مرداب
močvare	باتلاق
lovi	شکار
nasljeđe	میراث
nasljeđe	ارث
nasljeđe	میراثی
nasljeđe	میراث
nasljeđe	ارث
trenje	اصطکاک
kraus	کراوس
prezentacija	ارائه
konje	اسبان
konje	اسب
konje	اسبها
vještice	جادوگران
vrtić	مهدکودک
vrtić	کودکستان
vrtić	مهدکودک
vrtić	دبستانی
joel	جوئل
concordia	کنکوردیا
federalna	فدرال
bologna	بولونیا
mlin	میل
mlin	آسیاب
plivač	شناگر
plivač	swimmer
nicole	نیکل
nicole	نیکول
dominacije	سلطه
dominacije	تسلط
kontinenata	قاره
hladna	سرما
hladna	سرد
hladna	سرماخوردگی
aspekte	دیدگاه
beton	بتون
beton	بتن
blu	بلو
inspiraciju	الهام
krauss	کراوس
margarita	مارگاریتا
veneciju	ونیز
fokus	کانون
fokus	تمرکز
nagib	شیب
nagib	سراشیبی
boj	رزم
boj	کارزار
boj	بتل
boj	نبرد
normalna	نرمال
normalna	عادی
normalna	معمولی
normalna	طبیعی
fletcher	فلچر
bundesliga	بوندسلیگا
izdržati	ماندگار
germain	ژرمن
moralno	اخلاقی
moralno	اخلاق
granu	انشعاب
granu	برنچ
granu	شاخه
pusilla	pusilla
unicolor	unicolor
čuvari	نگهبانان
usne	لبها
usne	لب
domaćinstvo	خانوار
mcdonald	مکدونالد
duo	دوو
geschichte	geschichte
subotu	شنبه
eta	اتا
uvoz	واردات
smanji	کاهش
smanji	کاهش
odstupanja	انحراف
odstupanja	اختلافات
odstupanja	انحرافات
odbijanje	امتناع
odbijanje	خودداری
odbijanje	انکار
odbijanje	مردود
milost	بخشش
milost	رحمت
milost	رحمتی
milost	فضل
milost	گریس
dujardin	دوژاردن
gazi	غزه
cher	چر
cher	شر
deseti	دهم
deseti	دهمین
učitelji	اساتید
učitelji	معلم
učitelji	مدرس
trošak	هزینه
hawk	هاک
hawk	قوش
hawk	هاوک
pravdu	عدالت
pravdu	عدل
lao	لائو
lao	لاو
lao	لائوس
drevna	کهن
drevna	باستانی
drevna	باستان
nutt	nutt
očuvana	محفوظ
vito	ویتو
bremen	برمن
razmjena	معاوضه
razmjena	تبادل
razmjena	مبادله
heroji	قهرمانان
